"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","notes_receivable_net","inventories","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","deferred_tax_assets_long_term","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"11","2012_Q4",7.38161290322581,"Up",3.2172e+10,-2.665e+10,-2.665e+10,5.522e+09,-2.974e+09,-2.919e+09,2.548e+09,-3.02e+08,-9.62e+08,1.29e+08,5.31e+08,2.246e+09,2.246e+09,-6.13e+08,1.633e+09,1.633e+09,-2e+06,1.631e+09,1.631e+09,3.5535e+10,1.3539e+10,2.1996e+10,7.9069e+10,1.0737e+10,6.8332e+10,8.208e+09,1.22812e+11,4.0464e+10,4.0464e+10,2.1404e+10,1.3526e+10,2.716e+09,5.073e+09,6.1868e+10,1.8468e+11,2.0793e+10,4.3484e+10,4.3484e+10,6.4277e+10,1.00604e+11,5.93e+08,5.93e+08,1.01197e+11,1.65474e+11,2.097e+10,-2.58e+08,1.667e+10,-1.8541e+10,1.8841e+10,3.65e+08,1.9206e+10,1.8468e+11,3.427e+09,-1.319e+09,-1.187e+09,-1.0234e+10,7.666e+09,-5.074e+09,-1.91e+08,-5.04e+09,5.229e+09,-3.5e+07,-1.682e+09,-1.682e+09,1.2e+08,-1.562e+09,1.00604e+11,0.17164,0.0792,0.0507,0.08492,0.00883,1.91067,8.61575,0.54475,0.42752,0.4099,8.43303,4.93866,0.05007,6,0.01513,0.11711,25.53728
"12","2013_Q1",8.95183333333333,"Up",3.5731e+10,-3.1585e+10,-3.1585e+10,4.146e+09,-2.81e+09,-2.749e+09,1.336e+09,4.23e+08,-8.69e+08,2.63e+08,1.029e+09,1.759e+09,1.759e+09,-2.16e+08,1.543e+09,1.543e+09,3e+06,1.546e+09,1.546e+09,3.5943e+10,1.5659e+10,2.0284e+10,8.1869e+10,1.0878e+10,7.0991e+10,7.362e+09,1.25174e+11,4.0245e+10,4.0245e+10,2.3987e+10,1.5185e+10,3.246e+09,5.556e+09,6.4232e+10,1.89406e+11,1.9308e+10,4.8259e+10,4.8259e+10,6.7567e+10,1.05058e+11,4.7e+08,4.7e+08,1.05528e+11,1.73095e+11,2.1016e+10,-2.92e+08,1.8077e+10,-2.2854e+10,1.5947e+10,3.64e+08,1.6311e+10,1.89406e+11,-3.61e+08,-1.885e+09,1.727e+09,-9.476e+09,7.967e+09,-1.667e+09,-1.91e+08,-2.85e+09,7.161e+09,4.087e+09,2.059e+09,2.059e+09,60999999.9999999,2.12e+09,1.05058e+11,0.11603,0.03739,0.04327,0.09478,0.00816,1.85259,10.61216,0.55467,0.40397,0.38563,9.33656,4.16697,0.04991,3,0.01426,0.12354,51.73278
"13","2013_Q2",9.75828125,"Up",3.5649e+10,-3.0005e+10,-3.0005e+10,5.644e+09,-3.164e+09,-3.124e+09,2.48e+09,-3.57e+08,-9.12e+08,2.14e+08,3.41e+08,2.123e+09,2.123e+09,-5.11e+08,1.612e+09,1.612e+09,-1e+06,1.611e+09,1.611e+09,3.4341e+10,1.382e+10,2.0521e+10,8.3207e+10,1.1384e+10,7.1823e+10,8.423e+09,1.25971e+11,4.306e+10,4.306e+10,2.3979e+10,1.4479e+10,3.291e+09,6.125e+09,6.7039e+10,1.9301e+11,2.06e+10,4.6454e+10,4.6454e+10,6.7054e+10,1.07356e+11,6.38e+08,6.38e+08,1.07994e+11,1.75048e+11,2.1134e+10,-3.02e+08,1.9296e+10,-2.2533e+10,1.7595e+10,3.67e+08,1.7962e+10,1.9301e+11,2.11e+08,-1.483e+09,-1.92e+08,-1.0389e+10,8.213e+09,-3.851e+09,-3.92e+08,-8.976e+09,1.1345e+10,1.967e+09,-1.673e+09,-1.673e+09,-1.66e+08,-1.839e+09,1.07356e+11,0.15832,0.06957,0.04519,0.08969,0.00835,1.87865,9.74546,0.55622,0.41066,0.39563,9.08718,4.48509,0.09992,4,0.0159,0.24333,29.44153
"14","2013_Q3",11.5690625,"Up",3.7923e+10,-3.2524e+10,-3.2524e+10,5.399e+09,-3.256e+09,-3.203e+09,2.143e+09,-3.24e+08,-9.12e+08,2.73e+08,3.15e+08,1.819e+09,1.819e+09,-5.85e+08,1.234e+09,1.234e+09,-1e+06,1.233e+09,1.233e+09,3.6706e+10,1.3362e+10,2.3344e+10,8.3357e+10,1.1353e+10,7.2004e+10,8.192e+09,1.28255e+11,4.5714e+10,4.5714e+10,2.2241e+10,1.3694e+10,3.223e+09,5.242e+09,6.7955e+10,1.9621e+11,2.0961e+10,4.7167e+10,4.7167e+10,6.8128e+10,1.07857e+11,6.76e+08,6.76e+08,1.08533e+11,1.76661e+11,2.1259e+10,-3.79e+08,2.0136e+10,-2.1837e+10,1.9179e+10,3.7e+08,1.9549e+10,1.9621e+11,6.078e+09,-1.594e+09,-2.854e+09,-1.1446e+10,8.682e+09,-7.212e+09,-3.93e+08,-7.924e+09,9.102e+09,7.08e+08,-4.26e+08,-4.26e+08,-3.2e+07,-4.58e+08,1.07857e+11,0.14237,0.05651,0.03251,0.06307,0.00628,1.88256,9.03683,0.5497,0.3135,0.30206,9.64226,4.87643,0.09992,6,0.01269,0.31873,33.20159
"15","2013_Q4",11.55140625,"Down",3.5775e+10,-3.003e+10,-3.003e+10,5.745e+09,-3.281e+09,-3.235e+09,2.464e+09,-3.73e+08,-9.66e+08,2.93e+08,3e+08,2.091e+09,2.091e+09,-8.18e+08,1.273e+09,1.273e+09,-1e+06,1.272e+09,1.272e+09,3.7642e+10,1.4752e+10,2.289e+10,8.5111e+10,1.1693e+10,7.3418e+10,8.799e+09,1.31552e+11,4.7795e+10,4.7795e+10,2.1724e+10,1.3023e+10,3.466e+09,5.149e+09,6.9519e+10,2.01071e+11,2.164e+10,4.7333e+10,4.7333e+10,6.8973e+10,1.10622e+11,6.37e+08,6.37e+08,1.11259e+11,1.80232e+11,2.1418e+10,-4.56e+08,2.1014e+10,-2.1509e+10,2.0467e+10,3.72e+08,2.0839e+10,2.01071e+11,3.84e+09,-1.582e+09,4.96e+08,-1.1801e+10,8.63e+09,-4.257e+09,-3.94e+08,-6.615e+09,8.753e+09,1.667e+09,1.25e+09,1.25e+09,1.4e+08,1.39e+09,1.10622e+11,0.16059,0.06887,0.03556,0.06104,0.00633,1.9073,8.64878,0.55016,0.3226,0.30994,9.07304,5.19072,0.09992,4,0.01261,0.30975,29.61851
"16","2014_Q1",10.7418032786885,"Down",3.757e+10,-2.7631e+10,-2.7631e+10,9.939e+09,-1.357e+09,-1.288e+09,8.582e+09,-2.44e+08,-8.99e+08,2.89e+08,3.66e+08,8.338e+09,8.338e+09,-5.11e+08,7.827e+09,7.827e+09,1e+07,7.837e+09,7.837e+09,3.6568e+10,1.4468e+10,2.21e+10,8.7309e+10,9.828e+09,7.7481e+10,7.708e+09,1.31585e+11,4.76e+10,4.76e+10,2.2994e+10,1.3468e+10,3.679e+09,5.847e+09,7.0594e+10,2.02179e+11,1.9531e+10,4.0886e+10,4.0886e+10,6.0417e+10,1.14688e+11,5.98e+08,5.98e+08,1.15286e+11,1.75703e+11,2.1462e+10,-5.06e+08,2.3386e+10,-1.823e+10,2.6112e+10,3.64e+08,2.6476e+10,2.02179e+11,3.15e+08,-1.938e+09,8.04e+08,-1.2186e+10,8.909e+09,-4.411e+09,-3.95e+08,-7.365e+09,1.16e+10,3.791e+09,-3.05e+08,-3.05e+08,2.1e+07,-2.84e+08,1.14688e+11,0.26455,0.22843,0.2086,0.296,0.03876,2.17795,6.63631,0.56726,1.98858,1.91614,9.53311,6.62573,0.10023,5,0.05807,0.0504,9.10277
"17","2014_Q2",11.3787301587302,"Up",3.5876e+10,-3.1021e+10,-3.1021e+10,4.855e+09,-3.411e+09,-3.372e+09,1.444e+09,-1.85e+08,-8.86e+08,4.19e+08,2.82e+08,1.259e+09,1.259e+09,-2.7e+08,9.89e+08,9.89e+08,0,9.89e+08,9.89e+08,3.6529e+10,1.2983e+10,2.3546e+10,8.9861e+10,1.2088e+10,7.7773e+10,8.874e+09,1.35264e+11,4.8471e+10,4.8471e+10,2.3347e+10,1.3134e+10,3.982e+09,6.231e+09,7.1818e+10,2.07082e+11,2.2209e+10,4.0141e+10,4.0141e+10,6.235e+10,1.17004e+11,5.9e+08,5.9e+08,1.17594e+11,1.79944e+11,2.1587e+10,-5.06e+08,2.3882e+10,-1.819e+10,2.6773e+10,3.65e+08,2.7138e+10,2.07082e+11,2.22e+09,-1.516e+09,-1.511e+09,-1.1646e+10,9.011e+09,-5.662e+09,-4.93e+08,-9.31e+09,1.1791e+10,1.988e+09,-1.454e+09,-1.454e+09,-3.1e+07,-1.485e+09,1.17004e+11,0.13533,0.04025,0.02757,0.03644,0.00478,2.16943,6.6307,0.56501,0.25063,0.24157,9.09174,6.78485,0.12494,4,0.01024,0.49848,55.73061
"18","2014_Q3",12.04140625,"Up",3.7411e+10,-3.1247e+10,-3.1247e+10,6.164e+09,-3.58e+09,-3.476e+09,2.584e+09,-4.66e+08,-8.9e+08,6.7e+07,3.57e+08,2.118e+09,2.118e+09,-8.03e+08,1.315e+09,1.315e+09,-4e+06,1.311e+09,1.311e+09,3.5669e+10,1.1573e+10,2.4096e+10,9.2879e+10,1.2853e+10,8.0026e+10,9.365e+09,1.37913e+11,5.1363e+10,5.1363e+10,2.1669e+10,1.2596e+10,3.356e+09,5.717e+09,7.3032e+10,2.10945e+11,2.2062e+10,4.2444e+10,4.2444e+10,6.4506e+10,1.18707e+11,5.88e+08,5.88e+08,1.19295e+11,1.83801e+11,2.1645e+10,-1.461e+09,2.4699e+10,-1.8107e+10,2.6776e+10,3.68e+08,2.7144e+10,2.10945e+11,4.75e+09,-1.912e+09,-5.6e+08,-1.297e+10,9.419e+09,-6.023e+09,-4.94e+08,-9.803e+09,1.0973e+10,-1.86e+08,-1.459e+09,-1.459e+09,4.9e+07,-1.41e+09,1.18707e+11,0.16476,0.06907,0.03504,0.0483,0.00621,2.13799,6.77133,0.56274,0.33274,0.32101,9.49518,6.79594,0.12538,5,0.01233,0.37681,32.13545
"19","2014_Q4",10.47296875,"Down",3.492e+10,-3.0197e+10,-3.0197e+10,4.723e+09,-3.558e+09,-3.484e+09,1.165e+09,-1.44e+08,-8.77e+08,3.88e+08,3.45e+08,1.021e+09,1.021e+09,-1.88e+08,8.33e+08,8.33e+08,2e+06,8.35e+08,8.35e+08,3.3963e+10,1.332e+10,2.0643e+10,9.1025e+10,1.1143e+10,7.9882e+10,9.296e+09,1.34284e+11,5.3058e+10,5.3058e+10,2.1493e+10,1.2312e+10,3.103e+09,6.078e+09,7.4551e+10,2.08835e+11,2.1155e+10,4.1407e+10,4.1407e+10,6.2562e+10,1.19193e+11,5.76e+08,5.76e+08,1.19769e+11,1.82331e+11,2.172e+10,-2.47e+09,2.5051e+10,-1.8165e+10,2.6136e+10,3.68e+08,2.6504e+10,2.08835e+11,5.369e+09,-1.881e+09,3.436e+09,-1.4752e+10,9.288e+09,-3.909e+09,-4.83e+08,-6.183e+09,8.379e+09,6.11e+08,2.071e+09,2.071e+09,-3.24e+08,1.747e+09,1.19193e+11,0.13525,0.03336,0.02391,0.0315,0.004,2.14641,6.87938,0.57075,0.21638,0.20833,9.04898,6.77274,0.12516,5,0.00901,0.57844,73.1588
"20","2015_Q1",11.3319672131148,"Up",3.587e+10,-3.9438e+10,-3.256e+10,-3.568e+09,-1.293e+09,-1.51e+09,-4.861e+09,1.697e+09,1.856e+09,4.01e+08,-5.6e+08,-3.164e+09,-3.164e+09,1.257e+09,-1.907e+09,-1.907e+09,3e+06,-1.904e+09,-1.904e+09,3.115e+10,1.0757e+10,2.0393e+10,9.2819e+10,1.1708e+10,8.1111e+10,7.87e+09,1.31839e+11,5.3343e+10,5.3343e+10,2.3433e+10,1.4024e+10,3.357e+09,6.052e+09,7.6776e+10,2.08615e+11,2.0035e+10,4.4032e+10,4.4032e+10,6.4067e+10,1.19171e+11,5.7e+08,5.7e+08,1.19741e+11,1.83808e+11,2.1129e+10,-8.48e+08,9.422e+09,-5.265e+09,2.4438e+10,3.69e+08,2.4807e+10,2.08615e+11,2.168e+09,-2.154e+09,2.05e+08,-1.2305e+10,8.724e+09,-5.53e+09,-4.82e+08,-7.433e+09,8.925e+09,1.01e+09,-2.352e+09,-2.352e+09,-2.11e+08,-2.563e+09,1.19171e+11,-0.0994700000000001,-0.13552,-0.05308,-0.07675,-0.00913,2.05783,7.40952,0.57125,-0.48783,-0.52222,9.19037,6.26134,0.12349,3,-0.00984,-0.25315,-18.10759
"21","2015_Q2",11.2347619047619,"Down",3.39e+10,-2.8472e+10,-2.8472e+10,5.428e+09,-3.538e+09,-3.465e+09,1.89e+09,-1.11e+08,-8.12e+08,4.37e+08,2.64e+08,1.779e+09,1.779e+09,-6.25e+08,1.154e+09,1.154e+09,-1e+06,1.153e+09,1.153e+09,3.31e+10,1.2368e+10,2.0732e+10,9.2172e+10,1.3005e+10,7.9167e+10,9.519e+09,1.34791e+11,5.3526e+10,5.3526e+10,2.4057e+10,1.2939e+10,3.628e+09,7.49e+09,7.7583e+10,2.12374e+11,2.2366e+10,4.1644e+10,4.1644e+10,6.401e+10,1.22776e+11,5.25e+08,5.25e+08,1.23301e+11,1.87311e+11,2.1314e+10,-8.48e+08,2.4887e+10,-2.0406e+10,2.4947e+10,1.16e+08,2.5063e+10,2.12374e+11,2.413e+09,-1.8e+09,-3.84e+08,-1.2257e+10,9.481e+09,-4.96e+09,-5.93e+08,-8.198e+09,1.3375e+10,4.584e+09,2.037e+09,2.037e+09,-4.26e+08,1.611e+09,1.22776e+11,0.16012,0.05575,0.03401,0.046,0.00543,2.10578,7.47361,0.57811,0.29094,0.28818,8.55413,6.29498,0.14963,6,0.01177,0.51431,47.44762
"22","2015_Q3",10.455625,"Down",3.7263e+10,-3.3784e+10,-3.0326e+10,3.479e+09,-1.478e+09,-1.551e+09,2.001e+09,1.285e+09,4.57e+08,4.86e+08,3.42e+08,3.286e+09,3.286e+09,-1.125e+09,2.161e+09,2.161e+09,-1e+06,2.16e+09,2.16e+09,3.1302e+10,1.2897e+10,1.8405e+10,9.5487e+10,1.2666e+10,8.2821e+10,9.438e+09,1.36227e+11,5.6898e+10,5.6898e+10,2.292e+10,1.2497e+10,3.469e+09,6.954e+09,7.9818e+10,2.16045e+11,2.1844e+10,4.3649e+10,4.3649e+10,6.5493e+10,1.23526e+11,5.78e+08,5.78e+08,1.24104e+11,1.89597e+11,2.1358e+10,-9.39e+08,2.6175e+10,-2.026e+10,2.6334e+10,1.14e+08,2.6448e+10,2.16045e+11,5.21e+09,-1.733e+09,2.324e+09,-1.4248e+10,9.667e+09,-3.99e+09,-5.97e+08,-1.1413e+10,1.1258e+10,-8.43e+08,376999999.999999,376999999.999999,1.52e+08,5.29e+08,1.23526e+11,0.09336,0.0537,0.05797,0.08167,0.01,2.08002,7.16867,0.57176,0.54367,0.53933,9.37906,6.62824,0.15026,5,0.01831,0.27639,46.08896
"23","2015_Q4",10.70171875,"Up",3.8144e+10,-3.3118e+10,-3.1213e+10,5.026e+09,-2.386e+09,-2.386e+09,2.64e+09,6.51e+08,-2.06e+08,3.14e+08,5.43e+08,3.291e+09,3.291e+09,-1.099e+09,2.192e+09,2.192e+09,0,2.192e+09,2.192e+09,3.1847e+10,1.4686e+10,1.7161e+10,9.8581e+10,1.3373e+10,8.5208e+10,9.496e+09,1.39924e+11,5.7044e+10,5.7044e+10,2.2463e+10,1.1434e+10,3.505e+09,7.524e+09,7.9507e+10,2.19431e+11,2.2386e+10,4.2513e+10,4.2513e+10,6.4899e+10,1.26425e+11,5.29e+08,5.29e+08,1.26954e+11,1.91853e+11,2.1395e+10,-9.77e+08,2.7489e+10,-2.0442e+10,2.7465e+10,1.13e+08,2.7578e+10,2.19431e+11,6.455e+09,-1.825e+09,1.441e+09,-1.7257e+10,9.927e+09,-7.714e+09,-5.95e+08,-6.911e+09,1.094e+10,3.396e+09,2.137e+09,2.137e+09,-3.48e+08,1.789e+09,1.26425e+11,0.13176,0.06921,0.05747,0.07948,0.00999,2.15603,6.95674,0.57615,0.55242,0.548,9.6129,6.92162,0.14995,7,0.01804,0.27144,35.825
"24","2016_Q1",9.55885245901639,"Down",4.0251e+10,-3.644e+10,-3.4435e+10,3.811e+09,-3.361e+09,-3.361e+09,4.5e+08,1.446e+09,-2.12e+08,5.81e+08,1.077e+09,1.896e+09,1.896e+09,-32000000.0000001,1.864e+09,1.864e+09,4e+06,1.868e+09,1.868e+09,3.5176e+10,1.4272e+10,2.0904e+10,5.6179e+10,1.1042e+10,4.5137e+10,8.319e+09,1.02587e+11,5.7256e+10,5.7256e+10,1.9528e+10,1.1509e+10,3.224e+09,4.795e+09,1.22338e+11,2.24925e+11,2.0272e+10,1.9089e+10,1.9089e+10,8.2336e+10,8.9879e+10,2.3959e+10,5.02e+08,1.13838e+11,1.96174e+11,2.1462e+10,-9.77e+08,1.4414e+10,-6.257e+09,2.8642e+10,1.09e+08,2.8751e+10,2.24925e+11,2.148e+09,-1.838e+09,-3.894e+09,-1.3455e+10,9.689e+09,-9.498e+09,-5.95e+08,-5.19e+09,1.2914e+10,7.129e+09,-2.21e+08,-2.21e+08,-1.93e+08,-4.14e+08,1.32854e+11,0.09468,0.01118,0.04641,0.06497,0.0083,1.24596,6.82321,0.59066,0.47029,0.46677,10.13369,7.21098,0.1498,7,0.01327,0.31852,217.06222
"25","2016_Q2",10.18171875,"Up",3.7718e+10,-3.2577e+10,-3.0517e+10,5.141e+09,-2.69e+09,-2.69e+09,2.451e+09,1.2e+09,-2e+08,5.41e+08,8.59e+08,3.651e+09,3.651e+09,-1.196e+09,2.455e+09,2.455e+09,-3e+06,2.452e+09,2.452e+09,3.9473e+10,1.5917e+10,2.3556e+10,1.05532e+11,1.1252e+10,9.428e+10,9.77e+09,1.54775e+11,5.9398e+10,5.9398e+10,2.3115e+10,1.0579e+10,3.82e+09,8.716e+09,8.2513e+10,2.37288e+11,2.2072e+10,4.3949e+10,4.3949e+10,6.6021e+10,1.40995e+11,5.56e+08,5.56e+08,1.41551e+11,2.07572e+11,2.1495e+10,-1.122e+09,1.5278e+10,-6.046e+09,2.9605e+10,1.11e+08,2.9716e+10,2.37288e+11,4.149e+09,-1.511e+09,-2.552e+09,-1.2677e+10,9.765e+09,-6.975e+09,-1.588e+09,-9.552e+09,1.5564e+10,4.279e+09,1.453e+09,1.453e+09,1.92e+08,1.645e+09,1.40995e+11,0.1363,0.06498,0.06501,0.08251,0.01033,2.34433,6.98519,0.59419,0.61763,0.61361,9.50076,7.45718,0.4,7,0.02359,0.64763,41.42064
"26","2016_Q3",9.855,"Down",3.9485e+10,-3.478e+10,-3.2522e+10,4.705e+09,-2.784e+09,-2.784e+09,1.921e+09,9.54e+08,-2.12e+08,3.98e+08,7.68e+08,2.875e+09,2.875e+09,-9.03e+08,1.972e+09,1.972e+09,-2e+06,1.97e+09,1.97e+09,3.9297e+10,1.7063e+10,2.2234e+10,5.8588e+10,1.0728e+10,4.786e+10,9.829e+09,1.10767e+11,6.1408e+10,6.1408e+10,2.0076e+10,9.822e+09,3.349e+09,6.905e+09,1.28911e+11,2.39678e+11,2.3084e+10,2.1463e+10,2.1463e+10,8.9408e+10,9.5053e+10,2.3968e+10,5.52e+08,1.19021e+11,2.08429e+11,2.1587e+10,-1.122e+09,1.6652e+10,-5.976e+09,3.1141e+10,1.08e+08,3.1249e+10,2.39678e+11,7.742e+09,-1.695e+09,1.286e+09,-1.4824e+10,1.0099e+10,-5.134e+09,-5.96e+08,-1.0618e+10,9.923e+09,-1.291e+09,1.317e+09,1.317e+09,-1.71e+08,1.146e+09,1.39914e+11,0.11916,0.04865,0.04989,0.06304,0.00822,1.23889,6.66994,0.58376,0.49572,0.49299,9.93583,7.83619,0.14997,6,0.01315,0.30254,52.37741
"27","2016_Q4",9.58809523809524,"Down",3.5943e+10,-3.2868e+10,-3.0668e+10,3.075e+09,-2.657e+09,-2.657e+09,4.18e+08,9.69e+08,-2.38e+08,4.03e+08,8.04e+08,1.387e+09,1.387e+09,-4.26e+08,9.61e+08,9.61e+08,-4e+06,9.57e+08,9.57e+08,3.4165e+10,1.334e+10,2.0825e+10,5.5579e+10,1.0029e+10,4.555e+10,1.0219e+10,1.03515e+11,6.1453e+10,6.1453e+10,2.0381e+10,9.475e+09,3.795e+09,7.111e+09,1.31448e+11,2.34963e+11,2.2384e+10,1.9531e+10,1.9531e+10,8.9188e+10,8.9951e+10,2.4229e+10,5.77e+08,1.1418e+11,2.03368e+11,2.1639e+10,-1.122e+09,1.7013e+10,-6.046e+09,3.1484e+10,1.11e+08,3.1595e+10,2.34963e+11,5.161e+09,-1.706e+09,1.239e+09,-1.6245e+10,1.0763e+10,-5.949e+09,-5.96e+08,-8.649e+09,6.367e+09,-2.878e+09,-3.666e+09,-3.666e+09,-5.7e+07,-3.723e+09,1.37224e+11,0.08555,0.01163,0.02663,0.03029,0.00407,1.16064,6.43671,0.58402,0.24094,0.23931,9.04909,7.92649,0.15005,5,0.00804,0.62278,246.55263
"28","2017_Q1",9.98435483870968,"Up",3.8654e+10,-3.4862e+10,-3.2476e+10,3.792e+09,-2.841e+09,-2.841e+09,9.51e+08,-2.068e+09,-2.44e+08,4.38e+08,-2.262e+09,-1.117e+09,-1.117e+09,3.36e+08,-7.81e+08,-7.81e+08,-2e+06,-7.83e+08,-7.83e+08,3.8827e+10,1.5905e+10,2.2922e+10,5.7368e+10,1.1102e+10,4.6266e+10,8.898e+09,1.08461e+11,6.0901e+10,6.0901e+10,1.8665e+10,9.705e+09,3.304e+09,5.656e+09,1.2949e+11,2.37951e+11,2.1296e+10,1.9316e+10,1.9316e+10,9.0281e+10,9.3301e+10,2.5086e+10,6.91e+08,1.18387e+11,2.08668e+11,2.1671e+10,-1.122e+09,1.5634e+10,-7.013e+09,2.917e+10,1.13e+08,2.9283e+10,2.37951e+11,2.798e+09,-2.08e+09,-2.047e+09,-1.2261e+10,9.094e+09,-7.294e+09,-5.96e+08,-6.114e+09,1.4e+10,7.29e+09,2.794e+09,2.794e+09,-2.29e+08,2.565e+09,1.4297e+11,0.0981,0.0246,-0.02026,-0.02674,-0.00329,1.20137,7.12591,0.60084,-0.19693,-0.19551,9.72183,7.33652,0.1499,4,-0.00095,-0.76117,109.50894
"29","2017_Q2",9.09936507936508,"Down",3.9146e+10,-3.4918e+10,-3.27e+10,4.228e+09,-2.764e+09,-2.764e+09,1.464e+09,7.87e+08,-2.93e+08,3.46e+08,7.34e+08,2.251e+09,2.251e+09,-6.52e+08,1.599e+09,1.599e+09,-7e+06,1.592e+09,1.592e+09,3.9989e+10,1.7823e+10,2.2166e+10,5.929e+10,1.0685e+10,4.8605e+10,1.0535e+10,1.13228e+11,6.0582e+10,6.0582e+10,1.959e+10,1.0055e+10,3.642e+09,5.893e+09,1.30866e+11,2.44094e+11,2.3257e+10,1.879e+10,1.879e+10,9.1304e+10,9.672e+10,2.5332e+10,7.49e+08,1.22052e+11,2.13356e+11,2.1678e+10,-1.122e+09,1.6992e+10,-6.929e+09,3.0619e+10,1.19e+08,3.0738e+10,2.44094e+11,4.336e+09,-1.706e+09,6.73e+08,-1.3467e+10,1.0848e+10,-3.652e+09,-7.95e+08,-1.1253e+10,1.3168e+10,1.12e+09,1.804e+09,1.804e+09,1.01e+08,1.905e+09,1.45977e+11,0.10801,0.0374,0.04067,0.05179,0.00652,1.24012,6.94112,0.59804,0.4004,0.3981,9.84557,7.70096,0.19995,4,0.01181,0.49937,72.39617
"30","2017_Q3",9.30634920634921,"Up",3.9853e+10,-3.5545e+10,-3.3342e+10,4.308e+09,-2.756e+09,-2.756e+09,1.552e+09,7.14e+08,-2.91e+08,2.73e+08,7.32e+08,2.266e+09,2.266e+09,-2.11e+08,2.055e+09,2.055e+09,-8e+06,2.047e+09,2.047e+09,3.9109e+10,1.6223e+10,2.2886e+10,6.0047e+10,1.0159e+10,4.9888e+10,1.1092e+10,1.13539e+11,6.2391e+10,6.2391e+10,1.9988e+10,1.0145e+10,3.241e+09,6.602e+09,1.3393e+11,2.47469e+11,2.3568e+10,1.9958e+10,1.9958e+10,9.4299e+10,9.5236e+10,2.5575e+10,7.35e+08,1.20811e+11,2.1511e+11,2.1776e+10,-1.253e+09,1.8437e+10,-6.716e+09,3.2244e+10,1.15e+08,3.2359e+10,2.47469e+11,5.615e+09,-1.558e+09,-6.98e+08,-1.3912e+10,1.0958e+10,-5.21e+09,-5.97e+08,-8.627e+09,7.197e+09,-2.158e+09,-1.753e+09,-1.753e+09,1.66e+08,-1.587e+09,1.46009e+11,0.1081,0.03894,0.05136,0.06326,0.00827,1.20403,6.64761,0.59001,0.51458,0.51213,10.01835,8.10558,0.15008,5,0.01296,0.29165,68.87887
"31","2017_Q4",10.282380952381,"Up",3.6451e+10,-3.2534e+10,-3.0275e+10,3.917e+09,-2.919e+09,-2.919e+09,9.98e+08,7.72e+08,-2.98e+08,3.16e+08,7.54e+08,1.77e+09,1.77e+09,-1.91e+08,1.579e+09,1.579e+09,-7e+06,1.572e+09,1.572e+09,3.8081e+10,1.7589e+10,2.0492e+10,5.9818e+10,1.0277e+10,4.9541e+10,1.1263e+10,1.12732e+11,6.3474e+10,6.3474e+10,2.0744e+10,1.0359e+10,3.344e+09,7.041e+09,1.38541e+11,2.51273e+11,2.3566e+10,1.9612e+10,1.9612e+10,9.4352e+10,9.7938e+10,2.5623e+10,8.04e+08,1.23561e+11,2.17913e+11,2.1845e+10,-1.253e+09,1.9405e+10,-6.759e+09,3.3238e+10,1.22e+08,3.336e+10,2.51273e+11,4.998e+09,-1.672e+09,2.428e+09,-1.5675e+10,1.1256e+10,-3.663e+09,-5.96e+08,-9.599e+09,1.0068e+10,-1.27e+08,1.208e+09,1.208e+09,1.75e+08,1.383e+09,1.49112e+11,0.10746,0.02738,0.04313,0.04712,0.00626,1.1948,6.53216,0.59343,0.39587,0.39379,9.1793,8.37018,0.15009,7,0.01042,0.37913,111.25351
