"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",15.0966666666667,"Up",404298000,-211662000,192636000,-87901000,-26808000,-61093000,104735000,-9851000,-9851000,94884000,-1106000,93778000,-36827000,56951000,56951000,56951000,56951000,351598000,340731000,10867000,1081760000,1067854000,1433358000,83220000,3303578000,774913000,2487791000,40874000,3405584000,4838942000,1088436000,82912000,1005524000,27500000,93511000,93511000,1209447000,1146010000,422023000,336597000,85426000,1568033000,2777480000,412085000,1809367000,2061462000,2061462000,4838942000,56951000,26808000,12801000,-45858000,50702000,-15000,1407000,-36195000,-34803000,-15785000,-4e+07,-84500000,5e+05,-4931000,-145216000,-129317000,-129317000,-129317000,131543000,1173510000,122497000,0.47647,0.25905,0.14086,0.02763,0.01177,2.15092,1.18514,1.34734,0.24251,0.20433,0.20126,1.45055,7.39618,0.4395,0.05663,0.01989,0.0335,0.27717,6.24824,7.84754
"22","2015_Q3",15.1909375,"Up",419447000,-217601000,201846000,-91237000,-26860000,-64377000,110609000,-9671000,-9671000,100938000,-24000.0000000075,100914000,-39909000,61005000,61005000,61005000,61005000,423285000,412607000,10678000,1124159000,1108106000,1547444000,82805000,3369342000,772080000,2559882000,37380000,3473393000,5020837000,1129238000,58942000,1070296000,34375000,164726000,164726000,1328339000,1132300000,447144000,340244000,106900000,1579444000,2907783000,418187000,1854877000,2113054000,2113054000,5020837000,61005000,26860000,7938000,80879000,176682000,-4584000,-2320000,-68861000,-75765000,-15495000,-6874999.99999999,0,0,-6671000,-29041000,71876000,71876000,71876000,137469000,1166675000,253673000,0.48122,0.2637,0.14544,0.02887,0.01215,4.15823,1.16495,1.3761,0.23237,0.22181,0.21814,1.52506,7.68283,0.92233,0.05634,0.02053,0.06807,0.254,5.40769,6.72088
"23","2015_Q4",14.8671875,"Down",432167000,-216156000,216011000,-93494000,-27373000,-66121000,122517000,-9882000,-9882000,112635000,195000,112830000,-45403000,67427000,67427000,67427000,67427000,459363000,448818000,10545000,1084486000,1067334000,1543849000,81338000,3354062000,758096000,2559005000,36961000,3458343000,5002192000,1090062000,56877000,1033185000,41250000,133235000,133235000,1264547000,1118589000,433321000,347615000,85706000,1551910000,2816457000,453976000,1906744000,2185735000,2185735000,5002192000,67427000,27373000,7646000,-39189000,63257000,-3380000,-1502000,-4870000,-9752000,-15560000,8125000,354000,15354000,-10213000,-17294000,36211000,36211000,36211000,149890000,1159839000,152724000,0.49983,0.28349,0.15602,0.03085,0.01348,2.26503,1.22087,1.28856,0.23187,0.24486,0.24074,1.56942,7.93751,0.55462,0.05651,0.02196,0.04041,0.23077,4.67327,5.71738
"24","2016_Q1",14.9898360655738,"Up",404597000,-211533000,193064000,-86734000,-27270000,-59464000,106330000,-9844000,-9844000,96486000,-1449000,95037000,-37102000,57935000,57935000,57935000,57935000,457154000,443420000,13734000,1080235000,1055600000,1537389000,81753000,3367245000,744680000,2586683000,35882000,3467090000,5004479000,1140356000,63910000,1076446000,73125000,115066000,115066000,1328547000,1071618000,454538000,360949000,93589000,1526156000,2854703000,441140000,1947411000,2149776000,2149776000,5004479000,57935000,27270000,-1782000,7768000,91191000,180000,1577000,-26074000,-24317000,-17268000,-18125000,-63714000,36000,-3181000,-102288000,-35414000,-35414000,-35414000,133600000,1144743000,178650000,0.47718,0.2628,0.14319,0.02695,0.01158,3.08363,1.1572,1.32791,0.22874,0.21194,0.20826,1.48011,7.86438,0.65354,0.06317,0.02006,0.04765,0.29806,5.14662,6.46656
"25","2016_Q2",16.63796875,"Up",424173000,-224059000,200114000,-90533000,-26928000,-63605000,109581000,-9897000,-9897000,99684000,2865000,102549000,-40479000,62070000,62070000,62070000,62070000,415726000,401846000,13880000,1080895000,1066768000,1496621000,80899000,3394925000,739555000,2615635000,39735000,3496339000,4992960000,1055399000,77912000,977487000,80492000,147465000,147465000,1283356000,1058327000,452744000,363583000,89161000,1511071000,2794427000,456040000,1992518000,2198533000,2198533000,4992960000,62070000,26928000,5651000,-62749000,31900000,-1785000,-2502000,-40603000,-44890000,-16962000,4375000,-10334000,916000,-5663000,-28584000,-41574000,-41574000,-41574000,136509000,1138819000,112454000,0.47177,0.25834,0.14633,0.02823,0.01243,1.81173,1.16618,1.27104,0.22808,0.22896,0.22663,1.56466,8.1098,0.41481,0.06257,0.02085,0.02967,0.27327,5.29704,6.59871
"26","2016_Q3",17.38765625,"Up",446518000,-231102000,215416000,-93255000,-26964000,-66291000,122161000,-9837000,-9837000,112324000,-3247000,109077000,-42827000,66250000,66250000,66250000,66250000,470016000,453939000,16077000,1177251000,1161699000,1647267000,80488000,3456130000,745352000,2665347000,45431000,3559610000,5206877000,1221204000,91594000,1129610000,80492000,155959000,155959000,1457655000,1045004000,451971000,371099000,80872000,1496975000,2954630000,460670000,2041602000,2252247000,2252247000,5206877000,66250000,26964000,8033000,105540000,206787000,-3868000,-4524000,-66687000,-75079000,-17166000,-13750000,7.45058059692383e-09,9.31322574615479e-10,-806000,-31722000,99986000,99986000,99986000,149125000,1125496000,293624000,0.48244,0.27359,0.14837,0.02942,0.01272,4.43206,1.13008,1.31186,0.21616,0.24358,0.24077,1.64171,8.28081,1.07956,0.06311,0.02178,0.07667,0.25911,4.39551,5.36571
"27","2016_Q4",19.177619047619,"Up",462274000,-237653000,224621000,-94433000,-2.7e+07,-67433000,130188000,-9883000,-9883000,120305000,-3333000,116972000,-45427000,71545000,71545000,71545000,71545000,501970000,488683000,13287000,1472704000,1455743000,1974674000,77771000,3443275000,726140000,2672365000,44770000,3547353000,5522027000,1178227000,53911000,1124316000,80492000,443016000,443016000,1701735000,1031693000,463827000,376658000,87169000,1495520000,3197255000,478839000,2095958000,2324772000,2324772000,5522027000,71545000,2.7e+07,12441000,-30538000,80448000,-4071000,-590000,-5929000,-10590000,-17189000,-13750000,15043000,15043000,-18585000,-34481000,35377000,35377000,35377000,157188000,1112185000,168006000,0.4859,0.28163,0.15477,0.03078,0.01296,2.34826,1.16039,1.3753,0.20141,0.26214,0.25888,1.6938,8.51808,0.61558,0.06298,0.02275,0.04307,0.24025,3.88207,4.68718
"28","2017_Q1",20.4714516129032,"Up",433664000,-232403000,201261000,-92317000,-26774000,-65543000,108944000,-9864000,-9864000,99080000,-4179000,94901000,-37275000,57626000,57626000,57626000,57626000,530694000,515646000,15048000,1205434000,1205434000,1736128000,75807000,3427751000,707454000,2675402000,44895000,3526606000,5262734000,1227809000,69595000,1158214000,55500000,161848000,161848000,1445157000,1018372000,438994000,357686000,81308000,1457366000,2902523000,483254000,2134640000,2360211000,2360211000,5262734000,57626000,26774000,8422000,-914999.99999997,91907000,-3084000,634000,-9403000,-11853000,-18945000,-38750000,-7634000,24000.0000000037,-404000,-65733000,14321000,14321000,14321000,135718000,1073872000,168994000,0.46409,0.25122,0.13288,0.02442,0.01095,2.9326,1.20134,1.22977,0.20405,0.211,0.20802,1.58787,8.64198,0.61878,0.06937,0.01977,0.04363,0.32876,4.00225,4.98585
"29","2017_Q2",20.3490476190476,"Down",465080000,-245866000,219214000,-94637000,-27718000,-66919000,124577000,-9682000,-9682000,114895000,-3928000,110967000,-40857000,70110000,70110000,70110000,70110000,567343000,546721000,20622000,1129622000,1129622000,1696965000,72607000,3410719000,685519000,2675831000,49369000,3500479000,5197444000,1152816000,104819000,1047997000,5.5e+07,130092000,130092000,1337908000,1005044000,438696000,368323000,70373000,1443740000,2781648000,487577000,2185902000,2415796000,2415796000,5197444000,70110000,27718000,18478000,-26285000,90021000,-2443000,3e+05,0,-2143000,-18903000,-14250000,506000,506000,-10425000,-43072000,44806000,44806000,44806000,152295000,1060044000,164424000,0.47135,0.26786,0.15075,0.02902,0.01349,2.34523,1.26837,1.15144,0.20395,0.25635,0.25215,1.70055,8.83328,0.60121,0.06912,0.02274,0.042,0.26962,3.23518,3.95499
"30","2017_Q3",21.3638095238095,"Up",466305000,-244517000,221788000,-98314000,-27002000,-71312000,123474000,-9874000,-9874000,113600000,-5598000,108002000,-41900000,66102000,66102000,66102000,66102000,630460000,600296000,30164000,1148472000,1148472000,1778932000,72747000,3416454000,671874000,2692104000,52476000,3500077000,5279009000,1284841000,103211000,1181630000,2e+07,114696000,114696000,1419537000,965391000,435848000,373089000,62759000,1401239000,2820776000,494019000,2233056000,2458233000,2458233000,5279009000,66102000,27002000,15320000,71636000,180060000,-5736000,-3305000,-11526000,-20567000,-18937000,-72500000,-11165000,-6000.00000000186,-6050000,-108652000,50841000,50841000,50841000,150476000,985391000,258276000,0.47563,0.26479,0.14176,0.02689,0.01252,3.90723,1.25318,1.14748,0.18666,0.24179,0.2376,1.70568,8.99187,0.94474,0.06927,0.02192,0.06658,0.28648,2.35872,2.87454
"31","2017_Q4",23.9903174603175,"Up",475646000,-246062000,229584000,-98982000,-26924000,-72058000,130602000,-9393000,-9393000,121209000,3210000,124419000,-48506000,75913000,75913000,75913000,75913000,575676000,546520000,29156000,3340707000,3340707000,3916383000,71296000,3412513000,656054000,2701488000,54971000,3497894000,7414277000,1253311000,63623000,1189688000,1.2e+08,2258203000,2258203000,3631514000,860741000,438375000,382228000,56147000,1299116000,4930630000,508705000,2290014000,2483647000,2483647000,7414277000,75913000,26924000,6723000,-66071000,43489000,-633000,-2210000,-14952000,-17795000,-18961000,-12500000,-29343000,16887000,-18613000,-79417000,-53723000,-53723000,-53723000,157526000,980741000,139328000,0.48268,0.27458,0.1596,0.03057,0.01024,1.83536,1.07844,1.98524,0.13228,0.27838,0.27328,1.74426,9.10788,0.51094,0.06953,0.02431,0.0357,0.24977,2.57142,3.10152
"32","2018_Q1",25.0298360655738,"Up",474316000,-258207000,216109000,-99681000,-26500000,-73181000,116428000,-9367000,-9367000,107061000,-727000,106334000,81171000,187505000,187505000,187505000,187505000,598348000,573383000,24965000,1643808000,1643808000,2242156000,77086000,3414359000,641005000,2716079000,57275000,3505394000,5747550000,1299105000,64177000,1234928000,1.2e+08,568369000,568369000,1987474000,856141000,321236000,256185000,65051000,1177377000,3164851000,512422000,2456599000,2582699000,2582699000,5747550000,187505000,26500000,-117353000,31753000,128405000,-11286000,4194000,-14993000,-22085000,-20911000,-8750000.00000001,-71215000,35000.0000000037,-4563000,-105439000,880999.999999985,880999.999999985,881000,142928000,976141000,82224000,0.45562,0.24547,0.39532,0.0726,0.03262,0.43852,1.12814,1.2254,0.16984,0.69252,0.67862,1.75182,9.53884,0.30368,0.07723,0.05371,0.02119,0.11152,2.64324,3.24486
"33","2018_Q2",26.15328125,"Up",501461000,-270899000,230562000,-102404000,-26091000,-76313000,128158000,-9671000,-9671000,118487000,-46000,118441000,-27613000,90828000,90828000,90828000,90828000,579088000,558248000,20840000,1495514000,1495514000,2074602000,81131000,3441792000,630283000,2747446000,64063000,3540481000,5615083000,1270198000,125034000,1145164000,1.2e+08,244434000,244434000,1634632000,851548000,358310000,288653000,69657000,1209858000,2844490000,523974000,2644191000,2770593000,2770593000,5615083000,90828000,26091000,-5025000,-32413000,79481000,-9609000,389000,-33576000,-42796000,-20696000,6250000,-10530000,720000,-9420000,-34396000,2289000,2289000,2289000,154249000,971548000,139840000,0.45978,0.25557,0.18113,0.03278,0.01618,1.53961,1.26916,1.02667,0.17302,0.33619,0.32943,1.85608,10.25492,0.5176,0.0766,0.0272,0.0341,0.22786,2.54433,3.06231
"34","2018_Q3",28.6293650793651,"Up",473187000,-251958000,221229000,-110078000,-26384000,-83694000,111151000,-10052000,-10052000,101099000,-189000,100910000,-26988000,73922000,73922000,73922000,73922000,489089000,477928000,11161000,1552119000,1552119000,2041208000,85213000,3555044000,640554000,2845854000,68636000,3660349000,5701557000,1442374000,98265000,1344109000,2.5e+07,189333000,189333000,1656707000,841959000,371409000,284309000,87100000,1213368000,2870075000,531658000,2697396000,2831482000,2831482000,5701557000,73922000,26384000,1480000.00000001,96139000,197925000,-6875000,7094000,-108227000,-108008000,-20715000,-105001000,-7.45058059692383e-09,0,-3419000,-129135000,-39218000,-39218000,-39218000,137535000,866959000,253787000,0.46753,0.2349,0.15622,0.02611,0.01297,3.43317,1.23209,1.01363,0.15206,0.2737,0.26792,1.75202,10.48383,0.93967,0.0767,0.02325,0.06236,0.28023,2.74745,3.39961
"35","2018_Q4",27.3101587301587,"Down",530850000,-268045000,262805000,-110593000,-26896000,-83697000,152212000,-8963000,-8963000,143249000,-749000,142500000,-36447000,106053000,106053000,106053000,106053000,435814000,422971000,12843000,1577364000,1577364000,2013178000,89772000,3682704000,680226000,2929634000,72844000,3789628000,5802806000,1396464000,84228000,1312236000,3e+07,206263000,206263000,1632727000,832361000,398310000,284330000,113980000,1230671000,2863398000,554476000,2782504000,2939408000,2939408000,5802806000,106053000,26896000,1361000,-56199000,78111000,-9037000,1171000,-113033000,-120899000,-20945000,-4999000,18686000,18686000,-12426000,-19684000,-62472000,-62472000,-62472000,179108000,862361000,150319000,0.49506,0.28673,0.19978,0.03608,0.01828,1.4174,1.23302,0.97414,0.14861,0.39133,0.38525,1.9588,10.8462,0.55467,0.07729,0.03024,0.03579,0.1975,2.38151,2.80232
"36","2019_Q1",27.6575409836066,"Up",508748000,-278012000,230736000,-118421000,-30007000,-88414000,112315000,-11894000,-11894000,100421000,190000,100611000,-27159000,73452000,73452000,73452000,73452000,451829000,438961000,12868000,1715482000,1715482000,2167311000,100395000,4403568000,898807000,3432786000,71975000,4521357000,6688668000,1562134000,87345000,1474789000,5e+07,170852000,170852000,1782986000,1456990000,448124000,315732000,132392000,1905114000,3688100000,644518000,2833622000,3000568000,3000568000,6688668000,73452000,30007000,40825000,67727999.9999999,212012000,-11015000,-15000,-669038000,-680068000,-22334000,283750000,-79974000,26000.0000000037,339523000,520965000,52909000,52909000,52909000,142322000,1506990000,226194000,0.45354,0.22077,0.14438,0.02448,0.01098,3.07948,1.21555,1.22913,0.2253,0.26943,0.26692,1.86612,11.00629,0.8297,0.08192,0.01933,0.04564,0.30406,7.4139,9.39466
"37","2019_Q2",30.7863492063492,"Up",619280000,-332837000,286443000,-121010000,-32227000,-88783000,165433000,-15198000,-15198000,150235000,-1715000,148520000,-34624000,113896000,113896000,113896000,113896000,332995000,322477000,10518000,1661753000,1661753000,1994748000,117364000,4676649000,907638000,3513218000,255793000,4811541000,6806289000,1446291000,136467000,1309824000,5.5e+07,145782000,145782000,1647073000,1439998000,620787000,300857000,319930000,2060785000,3707858000,650833000,2925170000,3098431000,3098431000,6806289000,113896000,32227000,577000,-141344000,5356000,-23154000,2361000,-95081000,-115874000,-22348000,341250000,16000,16000,-361109000,-42191000,-152709000,-152709000,-152709000,197660000,1494998000,67786000,0.46254,0.26714,0.18392,0.03676,0.01673,0.59516,1.21109,1.19669,0.21965,0.41769,0.41415,2.2711,11.36292,0.24859,0.08196,0.02613,0.013,0.19621,5.8788,7.02401
"38","2019_Q3",34.8203125,"Up",575219000,-309610000,265609000,-129670000,-31620000,-98050000,135939000,-16293000,-16293000,119646000,3876000,123522000,-30929000,92593000,92593000,92593000,92593000,443090000,432548000,10542000,1848458000,1848458000,2291548000,122511000,4725812000,899583000,3551661000,274568000,4873219000,7164767000,1680948000,98869000,1582079000,5.5e+07,171162000,171162000,1907110000,1426777000,650249000,310510000,339739000,2077026000,3984136000,682997000,2995206000,3180631000,3180631000,7164767000,92593000,31620000,16922000,159212000,300347000,-9919000,-7121000,-51565000.0000001,-68605000,-22533000,6250000,-19115000,885000,-6450000,-41848000.0000001,189894000,189894000,189894000,167559000,1481777000,347781000,0.46175,0.23633,0.16097,0.02911,0.01292,3.75602,1.20158,1.25262,0.20681,0.33971,0.33745,2.11041,11.66934,1.27597,0.08267,0.02167,0.06546,0.24336,6.19893,7.64083
"39","2019_Q4",36.6340625,"Up",618683000,-331120000,287563000,-128496000,-32087000,-96409000,159067000,-16314000,-16314000,142753000,9085000,151838000,-36332000,115506000,115506000,115506000,115506000,507445000,497510000,9935000,2099492000,2099492000,2606937000,128889000,4916701000,923418000,3702265000,291018000,5073727000,7680664000,1665787000,103920000,1561867000,5.5e+07,428137000,428137000,2148924000,1513560000,703657000,322024000,381633000,2217217000,4366141000,733663000,3088174000,3314523000,3314523000,7680664000,115506000,32087000,13483000,-19659000,141417000,-10786000,-2624000,-141747000,-155157000,-22551000,-13750000,14305000,24047000,95550000,73554000,59814000,59814000,59814000,191154000,1568560000,197041000,0.4648,0.25711,0.1867,0.03485,0.01504,1.70589,1.21314,1.31728,0.20422,0.4246,0.42128,2.27429,12.18427,0.72433,0.0829,0.02471,0.03527,0.19524,5.5511,6.67087
"40","2020_Q1",41.3209677419355,"Up",578989000,-334598000,244391000,-126628000,-32781000,-93847000,117763000,-15855000,-15855000,101908000,141000,102049000,-25530000,76519000,76519000,76519000,76519000,554499000,542174000,12325000,1940303000,1940303000,2494802000,148627000,4952014000,916768000,3746094000,289152000,5128019000,7622821000,1451994000,99960000,1352034000,5.5e+07,538367000,538367000,2045361000,1500343000,726838000,328277000,398561000,2227181000,4272542000,745760000,3140762000,3350279000,3350279000,7622821000,76519000,32781000,19177000,102583000,231060000,-7657000,-1642000,-64650000,-73949000,-23912000,-283750000,-28878000,50999.9999999963,267809000,-68731000,88380000,88380000,88380000,150544000,1555343000,2.71e+08,0.4221,0.20339,0.13216,0.02284,0.01004,3.5416,1.21974,1.27528,0.20404,0.28069,0.27838,2.12388,12.28969,0.9941,0.08772,0.01783,0.04811,0.3125,6.64818,8.4988
"41","2020_Q2",37.7834920634921,"Down",698495000,-349624000,348871000,-139544000,-32412000,-107132000,209327000,-15291000,-15291000,194036000,11217000,205253000,-52853000,152400000,152400000,152400000,152400000,402383000,385788000,16595000,1881454000,1881454000,2283837000,159361000,5115807000,932874000,3881576000,301357000,5298508000,7582345000,1670675000,151674000,1519001000,58750000,161194000,161194000,1890619000,1483355000,728530000,323404000,405126000,2211885000,4102504000,748154000,3269359000,3479841000,3479841000,7582345000,152400000,32412000,-6898000,-144097000,33817000,-16073000,155000,-153291000,-169209000,-23902000,-13750000,-1429000,-15771956.0811584,-13324000,-52405000,-187797000,-187797000,-187797000,241739000,1542105000,134422000,0.49946,0.29968,0.21818,0.0438,0.0201,0.88203,1.20798,1.17893,0.20338,0.5587,0.55446,2.56069,12.75714,0.49279,0.08763,0.03066,0.02338,0.15684,4.71468,5.4447
"42","2020_Q3",43.77484375,"Up",598807000,-346515000,252292000,-108477000,-32909000,-75568000,143815000,-13809000,-13809000,130006000,-604000.000000004,129402000,-32618000,96784000,96784000,96784000,96784000,641351000,623240000,18111000,2063626000,2063626000,2704977000,174376000,5300113000,965364000,4023298000,311451000,5496081000,8201058000,2048177000,195793000,1852384000,62500000,147599000,147599000,2258276000,1566409000,792855000,323558000,469297000,2359264000,4617540000,779200000,3341990000,3583518000,3583518000,8201058000,96784000,32909000,22487000,230702000,382882000,-19570000,483000,-138133000,-157220000,-24084000,86250000,587000,586999.999999993,-1389000,61364000,287026000,287026000,287026000,176724000,1628909000,420474000,0.42132,0.24017,0.16163,0.02701,0.0118,4.34446,1.19781,1.28855,0.19862,0.35439,0.353,2.19263,13.12163,1.53963,0.08819,0.02013,0.07002,0.24884,5.58814,6.86686
"43","2020_Q4",45.26890625,"Up",673962000,-362768000,311194000,-125108000,-33705000,-91403000,186086000,-13234000,-13234000,172852000,-14324000,158528000,-24549000,133979000,133979000,133979000,133979000,1088406000,1070190000,18216000,2075282000,2075282000,3163688000,187611000,5419342000,977202000,4123943000,318197000,5631691000,8795379000,1949785000,147208000,1802577000,66250000,224356000,224356000,2240391000,2042674000,810304000,332900000,477404000,2852978000,5093369000,793686000,3451880000,3702010000,3702010000,8795379000,133979000,33705000,37196000,-81991000,122889000,-11555000,-3333000,-110934000,-125822000,-24089000,486250000,23469000,29353000,-43060000,442570000,439637000,439637000,439637000,219791000,2108924000,150794000,0.46174,0.27611,0.19879,0.03619,0.01523,1.1255,1.41211,1.37584,0.23978,0.48625,0.48372,2.44603,13.43581,0.54728,0.08743,0.02387,0.02277,0.1798,4.64313,5.48412
"44","2021_Q1",45.2327868852459,"Down",642111000,-377470000,264641000,-127643000,-35773000,-91870000,136998000,-16639000,-16639000,120359000,10557000,130916000,-33596000,97320000,97320000,97320000,97320000,835730000,817398000,18332000,2122519000,2122519000,2958249000,201115000,5782157000,1049660000,4395918000,336579000,6008243000,8966492000,562234000,190497000,371737000,7e+07,1722118000,1722118000,2354352000,2025906000,832011000,344222000,487789000,2857917000,5212269000,824878000,3520683000,3754223000,3754223000,8966492000,97320000,35773000,15453000,33513000,182059000,-13887000,-448000,-292484000,-306819000,-28517000,-13750000,-47618000,163999.999999993,-15281000,-105166000,-229926000,-229926000,-229926000,172771000,2095906000,225993000,0.41214,0.21336,0.15156,0.02592,0.01085,2.32216,1.2565,1.38837,0.23375,0.3527,0.35076,2.3271,13.60586,0.81903,0.10335,0.01883,0.03382,0.29302,7.29391,9.1985
"45","2021_Q2",50.7693650793651,"Up",815300000,-429500000,385800000,-131400000,-3.7e+07,-94400000,254400000,-16300000,-16300000,238100000,1100000,239200000,-39500000,199700000,199700000,199700000,199700000,690670000,678744000,11926000,2102361000,1757330000,2793031000,205766000,5880262000,1060364000,4473042000,346856000,6117762000,8910793000,1671248000,245822000,1425426000,7e+07,499734000,499734000,2240982000,2009100000,829714000,359629000,470085000,2838814000,5079796000,802888000,3694457000,3830997000,3830997000,8910793000,199700000,3.7e+07,28500000,-127200000,1.38e+08,-11200000,-8e+05,-70400000,-82400000,-26100000,-30400000,-7e+07,-17587345.9391115,-60200000,-186700000,-131100000,-131100000,-131200000,291400000,2079100000,192500000,0.4732,0.31203,0.24494,0.05213,0.02241,0.96395,1.24634,1.32597,0.23332,0.72462,0.72106,2.95834,13.90087,0.69849,0.0947,0.0335,0.02856,0.1307,4.76469,5.45767
"46","2021_Q3",55.118125,"Up",727300000,-395600000,331700000,-134500000,-38300000,-96200000,197200000,-16300000,-16300000,180900000,5400000,186300000,-4.7e+07,139300000,139300000,139300000,139300000,863310000,850230000,13080000,2328532000,1959821000,3191842000,209279000,5924152000,1044999000,4513970000,365183000,6166053000,9357895000,1981925000,222186000,1759739000,3e+08,518997000,518997000,2800922000,1762294000,848677000,371054000,477623000,2610971000,5411893000,814630000,3807684000,3946002000,3946002000,9357895000,139300000,38300000,17200000,47100000,241900000,-5600000,-2100000,-46200000,-53900000,-26100000,81800000,-10500000,9e+05,-22300000,22900000,210900000,210900000,210300000,235500000,2062294000,3.24e+08,0.45607,0.27114,0.19153,0.0353,0.01489,2.32592,1.13957,1.37149,0.22038,0.50545,0.50297,2.63903,14.31817,1.17564,0.0947,0.02412,0.04725,0.18737,5.09123,6.08004
"47","2021_Q4",63.905625,"Up",770300000,-3.95e+08,375300000,-139800000,-38700000,-101100000,235500000,-16200000,-16200000,219300000,-22800000,196500000,-50100000,146400000,146400000,146400000,146400000,958397000,943969000,14428000,2439880000,2439880000,3398277000,208343000,5991197000,1045280000,4565156000,380761000,6230889000,9629166000,612515000,226143000,386372000,2.9e+08,1986626000,1986626000,2889141000,1755487000,876919000,374595000,502324000,2632406000,5521547000,860159000,3927912000,4107619000,4107619000,9629166000,146400000,38700000,4.2e+07,20800000,247900000,-8500000,-2e+05,-61400000,-7e+07,-2.6e+07,-103900000,31700000,32900000,-3199999.99999999,-101400000,76500000,76500000,74900000,274200000,2045487000,336600000,0.48721,0.30573,0.19006,0.03564,0.0152,2.29918,1.17622,1.34422,0.21243,0.53002,0.52747,2.78877,14.87109,1.21862,0.09413,0.02452,0.04788,0.1776,3.96459,4.61609
"48","2022_Q1",66.5433870967742,"Up",738498000,-416811000,321687000,-150143000,-38902000,-111241000,171544000,-16181000,-16181000,155363000,-14540000,140823000,-39119000,101704000,101704000,101704000,101704000,706100000,693200000,12900000,2624200000,2624200000,3330300000,2.12e+08,6222100000,1081500000,4736800000,403800000,6465100000,9795400000,698900000,242700000,456200000,42500000,1.926e+09,1.926e+09,2667400000,1980400000,950700000,386800000,563900000,2931100000,5598500000,879500000,4000700000,4196900000,4196900000,9795400000,101704000,38902000,22727000,151336000,314669000,-3010000,1510000,-188780000,-190380000,-29029000,-20624999.9999999,262000,226000,-29287000,-78679000,45610000,45610000,44341000,210446000,2022900000,397891000,0.4356,0.23229,0.13772,0.02423,0.01038,3.91225,1.24852,1.33396,0.20652,0.36821,0.36643,2.67363,15.19432,1.44051,0.1051,0.01823,0.05549,0.28543,6.25719,7.67616
"49","2022_Q2",60.9964516129032,"Down",904700000,-4.59e+08,445700000,-1.66e+08,-39200000,-126800000,279700000,-18300000,-18300000,261400000,3600000,2.65e+08,-44700000,220300000,220300000,220300000,220300000,1712100000,1694500000,17600000,2596800000,2596800000,4308900000,214500000,6724500000,1.171e+09,5140900000,412600000,6.964e+09,11272900000,557800000,230800000,3.27e+08,42500000,1838600000,1838600000,2438900000,3497100000,1001500000,4.32e+08,569500000,4498600000,6937500000,853700000,4192100000,4335400000,4335400000,11272900000,220300000,39200000,18900000,-174800000,103600000,-9800000,2753472.85708486,-4.36e+08,-445800000,-28900000,1454200000,-24100000,-34818979.4503755,-102800000,1298400000,956200000,956200000,955900000,318900000,3539600000,1.79e+08,0.49265,0.30916,0.24351,0.05081,0.01954,0.81253,1.76674,1.6002,0.31399,0.79514,0.79084,3.26537,15.64793,0.64607,0.10431,0.02807,0.02017,0.13118,5.73064,6.53379
