"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"25","2016_Q2",169.9078125,"Up",788734000,-643484000,145250000,-59227000,-58349000,-579000,86023000,-21258000,-20034000,-1224000,64765000,64765000,-19710000,45055000,45055000,-61000,44994000,44994000,27242000,27242000,448048000,448048000,485367000,37658000,37658000,998315000,3262981000,2796991000,2135295000,75267000,142281000,6059972000,7058287000,266955000,174398000,92557000,47746000,47746000,492131000,1575327000,1045193000,620569000,197700000,2620520000,3112651000,3302891000,743593000,-103833000,3942651000,2985000,3945636000,7058287000,45055000,68410000,23080000,-68233000,68312000,-94228000,-119585000,-210367000,-25847000,172595000,-145280000,4720000,-580000,888000,-141167000,-141167000,-141167000,154433000,1752757000,11682000,0.18416,0.10906,0.05705,0.0114,0.00637,0.25963,2.02856,0.78888,0.24833,0.7013,0.69921,12.29362,61.45221,0.18208,0.40286,6,0.0105,0.00173,0.57445,11.17323,20.05876
"26","2016_Q3",181.72265625,"Up",977298000,-729867000,247431000,-56582000,-59781000,3447000,190849000,-15300000,-20294000,4994000,175549000,175549000,-53435000,122114000,122114000,-61000,122053000,122053000,28596000,28596000,534459000,534459000,504877000,53997000,53997000,1121929000,3322205000,2789171000,2136783000,64327000,145712000,6111376000,7233305000,292265000,197733000,94532000,71184000,71184000,601604000,1541062000,1074139000,639776000,197801000,2615201000,3216805000,3319492000,800028000,-106068000,4013452000,3048000,4016500000,7233305000,122114000,71207000,18082000,-69871000,141532000,-116331000,1058999.99999999,-115272000,-25620000,32330000,-26650000,13350000,-4966000,-24906000,1354000,1354000,1354000,262056000,1779217000,129289000,0.25318,0.19528,0.12489,0.03039,0.01687,1.05929,1.8649,0.8009,0.24598,1.92113,1.913,15.38277,63.17213,2.03502,0.40326,7,0.0215,0.01882,0.20991,6.68033,9.17281
"27","2016_Q4",196.03253968254,"Up",1103902000,-810595000,293307000,-50638000,-54773000,4441000,242669000,-12322000,-20568000,8246000,230347000,230347000,-70869000,159478000,159478000,1000,159479000,159479000,60684000,60684000,566425000,566425000,508199000,56217000,56217000,1191525000,3379613000,2802063000,2160605000,70927000,126408000,6181676000,7373201000,317083000,192738000,124345000,59801000,59801000,604909000,1536810000,1073084000,676144000,196788000,2609894000,3214803000,3327164000,932679000,-104511000,4155332000,3066000,4158398000,7373201000,159478000,72380000,18200000,-38189000,211869000,-112292000,-54947000,-129069000,-26828000,-25890000,3806000,3806000,-1800000,-50712000,32088000,32088000,32088000,315049000,1764835000,235437000,0.2657,0.21983,0.14447,0.03835,0.02163,1.47629,1.96976,0.77309,0.23936,2.51338,2.50269,17.39743,65.4878,3.71047,0.42281,8,0.02663,0.03365,0.16822,5.40916,7.02253
"28","2017_Q1",210.825161290323,"Up",948815000,-725837000,222978000,-75198000,-75102000,734000,147780000,-11413000,-20781000,9368000,136367000,136367000,-37570000,98797000,98797000,63000,98860000,98860000,50038000,50038000,457910000,457910000,521624000,56813000,56813000,1086385000,3423395000,2791125000,2159337000,69110000,120476000,6214520000,7300905000,302956000,178598000,124358000,63596000,63596000,546588000,1506153000,1105574000,663019000,194469000,2611727000,3158315000,3335091000,935574000,-130687000,4139978000,2612000,4142590000,7300905000,98797000,73256000,4057000,80831000,256941000,-147326000,1181000.00000001,-100605000,-26741000,-81940000,-69783000,-555000,11482000,-166982000,-10646000,-10646000,-10646000,221036000,1686189000,192111000,0.23501,0.15575,0.10419,0.02386,0.01354,1.94326,1.98758,0.7624,0.23096,1.56182,1.55516,14.98965,65.40456,3.03502,0.42246,8,0.01811,0.0277,0.27049,7.40219,11.07153
"29","2017_Q2",216.651587301587,"Up",843859000,-696792000,147067000,-69917000,-69535000,-360000,77150000,-20315000,-20851000,536000,56835000,56835000,-14528000,42307000,42307000,27000,42334000,42334000,55418000,55418000,479215000,479215000,5.37e+08,51609000,51609000,1123242000,3467645000,2802904000,2159398000,67318000,135777000,6270549000,7393791000,284343000,188399000,95944000,57167000,57167000,631558000,1556246000,1130033000,667160000,210305000,2686279000,3317837000,3350439000,851354000,-128425000,4073368000,2586000,4075954000,7393791000,42307000,70376000,12996000,-51814000,73865000,-139106000,539000,-101375000,-26560000,159227000,-96082000,3917000,-3695000,32890000,5380000,5380000,5380000,147526000,1846294000,-28866000,0.17428,0.09143,0.05017,0.01039,0.00573,-0.68186,1.77853,0.814,0.24971,0.67171,0.66858,13.38949,64.63201,-0.45802,0.42143,6,0.00977,-0.00409,0.62739,12.13939,23.21291
"30","2017_Q3",202.76619047619,"Down",1063524000,-789431000,274093000,-61241000,-68373000,9114000,212852000,-18625000,-24045000,5420000,194227000,194227000,-51986000,142241000,142241000,38000,142279000,142279000,36722000,36722000,570618000,570618000,549865000,87092000,87092000,1244297000,3505260000,2766303000,2160060000,65526000,103004000,6271563000,7515860000,305927000,187227000,118700000,88361000,88361000,534325000,1641944000,1139060000,663414000,221738000,2781004000,3315329000,3356619000,967058000,-125906000,4197771000,2760000,4200531000,7515860000,142241000,75726000,-14988000,-47521000,155458000,-117913000,29350000,-84549000,-26575000,-60963000,4020000,4020000,-6087000,-89605000,-18696000,-18696000,-18696000,288578000,1781981000,175130000,0.25772,0.20014,0.13378,0.03387,0.01893,1.23089,2.32873,0.78926,0.2371,2.2635,2.25335,16.91947,66.78181,2.78612,0.42278,8,0.02371,0.02459,0.18678,6.04779,8.1994
"31","2017_Q4",201.290317460317,"Down",1087733000,-796055000,291678000,-64713000,-57219000,-6179000,226965000,-22663000,-23141000,478000,204302000,204302000,-52763000,151539000,151539000,7000,151546000,151546000,35219000,35219000,582532000,582532000,576429000,83809000,83809000,1277989000,3521577000,2767219000,2160060000,63740000,102573000,6288796000,7566785000,300934000,163597000,137337000,87531000,87531000,468503000,1642502000,1121798000,662982000,228604000,2764300000,3232803000,3363371000,1090778000,-122928000,4331221000,2761000,4333982000,7566785000,151539000,75316000,4369000,-42425000,188799000,-94680000,-3951000,-98631000,-27826000,-63716000,2080000,2080000,-2209000,-91671000,-1503000,-1503000,-1503000,302281000,1722540000,217939000,0.26815,0.20866,0.13932,0.03497,0.02003,1.4381,2.72781,0.74592,0.22764,2.40947,2.39947,17.29415,68.86322,3.46507,0.44241,6,0.02499,0.03036,0.18361,5.58196,7.43428
"32","2018_Q1",208.80606557377,"Up",970478000,-711376000,259102000,-75688000,-67001000,-3368000,183414000,-19850000,-23450000,3600000,163564000,163564000,213734000,377298000,377298000,-115000,377183000,377183000,1446364000,1446364000,487240000,487240000,600591000,96965000,96965000,2631160000,3592813000,2768538000,2160290000,67233000,101899000,6361351000,8992511000,312676000,183638000,129038000,81631000,81631000,694216000,2727294000,888524000,410723000,233758000,3615818000,4310034000,3368635000,1440069000,-129104000,4679600000,2877000,4682477000,8992511000,377298000,75744000,-243496000,30210000,239756000,-102220000,-2092000.00000001,-101924000,-27891000,1305691000,93000.0000000037,93000,-4580000,1273313000,1411145000,1411145000,1411145000,259158000,3027203000,-26586000,0.26698,0.18899,0.38866,0.08055,0.04194,-0.0704900000000002,3.79012,0.92046,0.33664,5.99179,5.96337,15.41665,74.33836,-0.42234,0.44307,6,0.04711,-0.00309,0.0739499999999999,6.0999,8.61897
"33","2018_Q2",205.94109375,"Down",802004000,-691612000,110392000,-71311000,-70121000,-479000,39081000,-26584000,-35087000,8503000,12497000,12497000,-2457000,10040000,10040000,-17000,10023000,10023000,1422373000,1422373000,466465000,466465000,606794000,106298000,106298000,2601930000,3582494000,2763626000,2160290000,61338000,104560000,6346120000,8948050000,277790000,162328000,115462000,73183000,73183000,650979000,2728102000,889139000,413570000,227068000,3617241000,4268220000,3381908000,1422207000,-127485000,4676630000,3200000,4679830000,8948050000,10040000,76821000,8569000,9582000,105012000,-104689000,2528000,-93632000,-27885000,-842000,2801000,2801000,-9445000,-35371000,-23991000,-23991000,-23991000,115902000,3028108000,23252000,0.13765,0.04873,0.0125,0.00214,0.00112,2.31986,3.99695,0.91205,0.33841,0.1592,0.15854,12.73892,74.28292,0.36933,0.44292,5,0.00441,0.0027,2.7821,13.85425,41.08736
"34","2018_Q3",199.672857142857,"Down",1202403000,-886486000,315917000,-51964000,-71070000,31231000,263953000,-25849000,-32972000,7123000,238104000,238104000,-52601000,185503000,185503000,-126000,185377000,185377000,33779000,33779000,675570000,675570000,650917000,96887000,96887000,1457153000,5113426000,3026173000,2401505000,78925000,109982000,8139599000,9596752000,304942000,188761000,116181000,84145000,84145000,709133000,2898876000,1133273000,644469000,238837000,4032149000,4741282000,3389657000,1579674000,-125883000,4843448000,12022000,4855470000,9596752000,185503000,86724000,-14769000,-124437000,133021000,-111887000,-1590013000,-1681699000,-27910000,189092000,4142000,4142000,-5240000,160084000,-1388594000,-1388594000,-1388594000,350677000,3218922000,166954000,0.26274,0.21952,0.15417,0.03818,0.01932,0.90062,2.05484,0.97648,0.33542,2.94151,2.92924,19.0794,76.85451,2.64918,0.44287,4,0.02316,0.01813,0.15056,9.08284,12.06708
"35","2018_Q4",172.249523809524,"Down",1219640000,-906656000,312984000,-72322000,-68441000,-3792000,240662000,-31220000,-35467000,4247000,209442000,209442000,-29089000,180353000,180353000,-132000,180221000,180221000,53961000,53961000,644835000,644835000,651295000,104717000,104717000,1454808000,5103395000,3029968000,2399434000,74799000,121558000,8133363000,9588171000,337836000,191381000,146455000,54809000,54809000,772686000,2829657000,1043500000,692881000,242165000,3873157000,4645843000,3391759000,1669126000,-121491000,4939394000,2934000,4942328000,9588171000,180353000,89655000,60843000,-127346000,203505000,-101612000,10247000,-63291000,-30395000,-10878000,-60327000,50000,-18432000,-120032000,20182000,20182000,20182000,330317000,3209698000,130448000,0.25662,0.19732,0.14777,0.03646,0.0188,0.72382,1.88279,0.94001,0.33476,2.86374,2.85309,19.38028,78.4878,2.07284,0.48298,3,0.0229,0.01419,0.16865,9.55366,13.11273
"36","2019_Q1",181.47737704918,"Up",1020253000,-792946000,227307000,-66803000,-70968000,-8760000,160504000,-30947000,-33574000,2627000,129557000,116057000,-21553000,94504000,94504000,-125000,94379000,94379000,44892000.0000001,44892000.0000001,523276000,523276000,663035000,134613000,134613000,1365816000,5157229000,3028374000,2399118000,501282000,127974000,8185603000,9551419000,342961000,210808000,132153000,53747000,53747000,786750000,2730439000,1084818000,705564000,244785000,3815257000,4602007000,3396683000,1693259000,-143579000,4946363000,3049000,4949412000,9551419000,94504000,90800000,28457000,49801000,263562000,-68112000,-64862000,-109578000,-30210000,-90972000,-39716000,307000,-2182999.99999999,-163081000,-9097000.00000012,-9097000.00000012,-9097000.00000012,251304000,3120481000,254546000,0.22279,0.15732,0.09251,0.01907,0.00988,2.69706,1.73602,0.92981,0.3267,1.50597,1.50013,16.27977,78.92713,4.06169,0.48205,5,0.01361,0.0278,0.32009,12.23852,19.16207
"37","2019_Q2",211.153333333333,"Up",938955000,-796048000,142907000,-73542000,-78292000,4750000,69365000,-31386000,-32948000,1562000,37979000,37835000,4991000,42826000,42826000,27000,42853000,42853000,37357000,37357000,550607000,550607000,646176000,135971000,135971000,1370111000,5146682000,3531614000,2397483000,498195000,635936000,8678296000,10048407000,296896000,184844000,112052000,100685000,100685000,757637000,2801228000,1514046000,695771000,680226000,4315274000,5072911000,3407081000,1705717000,-140324000,4972474000,3022000,4975496000,10048407000,42826000,89211000,16415000,-30588000,117864000,-130056000,2927000,-127536000,-30395000,4e+07,611000,611000,-8079000,2137000,-7535000,-7535000,-7535000,158576000,3161284000,-7059000,0.1522,0.07387,0.04564,0.00861,0.00426,-0.16473,1.8084,1.01958,0.31461,0.68473,0.68262,15.00312,79.4528,-0.11279,0.48567,8,0.00759,-0.00073,0.70929,19.69987,45.03607
"38","2019_Q3",241.4525,"Up",1279468000,-922601000,356867000,-70938000,-72382000,1444000,285929000,-46522000,-33297000,-13225000,239407000,239360000,-49890000,189470000,189470000,4999.99999999999,189475000,189475000,53595000,53595000,710605000,710605000,646342000,122579000,122579000,1533121000,5132682000,3497854000,2394320000,493824000,609710000,8630536000,10163657000,295692000,199181000,96511000,141481000,141481000,822216000,2732018000,1512153000,699455000,672632000,4244171000,5066387000,3417213000,1814974000,-137334000,5094853000,2417000,5097270000,10163657000,189470000,92775000,10407000,-76785000,215867000,-77396000,3070000,-74349000,-30220000,-45028000,-43517000,6483000,-6515000,-125280000,16238000,16238000,16238000,378704000,3117061000,274413000,0.27892,0.22347,0.14809,0.03717,0.01864,1.44828,1.86462,0.99394,0.30669,3.0285,3.02092,20.45055,81.43426,4.38612,0.48303,6,0.02259,0.02821,0.15949,8.08934,10.71408
"39","2019_Q4",261.07671875,"Up",1420277000,-999651000,420626000,-75320000,-78226000,2906000,345306000,-30492000,-32455000,1963000,314814000,314805000,-66201000,248604000,248604000,-32000,248572000,248572000,49087000,49087000,763878000,763878000,649716000,115717000,115717000,1578398000,5132147000,3512940000,2396955000,491623000,624362000,8645087000,10223485000,362523000,238559000,123964000,136415000,136415000,688982000,2732815000,1497250000,725096000,672078000,4230065000,4919047000,3415090000,2021647000,-134765000,5301972000,2466000,5304438000,10223485000,248604000,95014000,26378000,-53927000,316069000,-75548000,1003000,-74815000,-34585000,-194972000,-2094000,5206000,-14106000,-245757000,-4503000,-4503000,-4503000,440320000,2922859000,377046000,0.29616,0.24313,0.17502,0.04686,0.02431,1.51685,2.29091,0.92735,0.2859,3.97664,3.96592,22.72152,84.82069,6.03196,0.55329,9,0.02912,0.03877,0.13913,6.52655,8.32239
"40","2020_Q1",234.548225806452,"Down",1100400000,-841800000,258600000,-73800000,-73800000,-4.65661287307739e-10,184800000,-28200000,-30600000,2400000,156600000,156300000,-25200000,131100000,131100000,-1e+05,1.31e+08,1.31e+08,2.1e+07,2.1e+07,573700000,573700000,690800000,141200000,141200000,1426700000,5.206e+09,3498900000,2396800000,486800000,615300000,8704900000,10131600000,329900000,229600000,100300000,168600000,168600000,838500000,2433600000,1506200000,7.33e+08,773200000,3939800000,4778300000,3419400000,2077199999,-145800000,5350799999,2500000,5353299999,10131599999,131100000,94500000,15800000,74900000,316300000,-102100000,-7e+06,-109200000,-34600000,-161100000,-39500000,1400000,0,-235200000,-28100000,-28100000,-28100000,279300000,2773600000,277300000,0.23501,0.16794,0.11905,0.02447,0.01293,2.11679,1.70149,0.89259,0.27376,2.10124,2.09182,17.65046,85.82702,4.4479,0.55499,8,0.01719,0.02879,0.26412,9.85535,14.89502
"41","2020_Q2",189.102698412698,"Down",958200000,-815800000,142400000,-84300000,-78700000,-5600000,58100000,-31800000,-29800000,-2e+06,26300000,2.6e+07,-1e+05,25900000,25900000,-34400.3737909615,25900000,25900000,4.24e+08,4.24e+08,562800000,562800000,700500000,145700000,145700000,1.833e+09,5185400000,3.485e+09,2397100000,483300000,604600000,8670400000,10503400000,280800000,2.02e+08,78800000,154900000,154900000,1075600000,2623900000,1504500000,7.37e+08,767500000,4128400000,5.204e+09,3423700000,2018600000,-145400000,5296900000,2500000,5299400000,10503400000,25900000,9.5e+07,13800000,-2.8e+07,106700000,-88200000,20070569.4833734,-95500000,-34800000,4.91e+08,-49800000,2e+05,-14600000,391800000,4.03e+08,4.03e+08,4.03e+08,153100000,3263800000,3.7e+07,0.14861,0.06063,0.02703,0.00489,0.00247,1.42857,1.70417,0.982,0.31074,0.41573,0.4144,15.38042,85.02247,0.5939,0.55859,5,0.00603,0.00368,1.34363,18.54866,48.8778
"42","2020_Q3",213.36203125,"Up",1270700000,-890200000,380500000,-73600000,-71200000,-2400000,306900000,-27300000,-31200000,3900000,279600000,279100000,-61500000,217600000,217600000,91702.3689007735,217600000,217600000,70100000,70100000,690400000,690400000,712900000,113700000,113700000,1587100000,5160500000,3.479e+09,2397500000,4.81e+08,600500000,8639500000,10226600000,298800000,197200000,101600000,166500000,166500000,595300000,2624500000,1513200000,741200000,7.72e+08,4137700000,4.733e+09,3431600000,2201700000,-142200000,5491100000,2500000,5493600000,10226600000,217600000,98400000,10600000,-60100000,266500000,-69600000,-2300000,-75300000,-34600000,-5.1e+08,1100000,1100000,-1600000,-545100000,-353900000,-353900000,-353900000,405300000,2754500000,337100000,0.29944,0.24152,0.17124,0.03961,0.02128,1.54917,2.66605,0.86155,0.26935,3.49278,3.49278,20.39647,88.13965,5.41091,0.55538,8,0.02584,0.03453,0.15901,6.62324,8.74682
"43","2020_Q4",263.38453125,"Up",1321400000,-916900000,404500000,-3500000,-71100000,67600000,4.01e+08,-24700000,-28700000,4e+06,376300000,375900000,-81400000,294500000,294500000,121953.927142122,294500000,294500000,116600000,116600000,686300000,686300000,714500000,135400000,135400000,1652800000,5180500000,3602100000,2414500000,504300000,683300000,8782600000,10435400000,328200000,210700000,117500000,1.78e+08,1.78e+08,506200000,2625200000,1545100000,760400000,784700000,4170300000,4676500000,3434500000,2460500000,-138600000,5756400000,2500000,5758900000,10435400000,294500000,98800000,-47600000,-34900000,310800000,48200000,-61700000,-20900000,-35400000,-132200000,1e+05,1e+05,1200000,-166300000,123600000,123600000,123600000,499800000,2625200000,594500000,0.30611,0.30347,0.22287,0.05114,0.02822,2.01868,3.26511,0.81205,0.25157,4.72713,4.71955,21.21027,92.39807,9.54254,0.56822,8,0.03323,0.05987,0.1202,5.01921,6.25586
"44","2021_Q1",316.524918032787,"Up",1179600000,-854200000,325400000,-84700000,-84900000,199999.999999985,240700000,-32300000,-28400000,-3900000,208400000,208300000,-25200000,183100000,183100000,-1e+05,1.83e+08,1.83e+08,207300000,207300000,575100000,575100000,7.09e+08,176900000,167100000,1668300000,5242300000,3670200000,2.414e+09,5.08e+08,748200000,8912500000,10580800000,354100000,207800000,146300000,145200000,145200000,499300000,2625800000,1562400000,781500000,780900000,4188200000,4687500000,3441400000,2607700000,-158400000,5890700000,2600000,5893300000,10580800000,183100000,101300000,26100000,55600000,366100000,-107800000,-1099999,-217999999,-35500000,-1299999.99999994,9e+05,9e+05,-1500000,-37400000.0000001,110700001,110700001,110700001,3.42e+08,2625800000,3.15e+08,0.27586,0.20405,0.15514,0.03105,0.0173,1.72131,3.34128,0.79539,0.24817,2.9374,2.93269,18.93419,94.55377,5.05618,0.56982,8,0.02167,0.03125,0.19399,7.07164,10.04778
"45","2021_Q2",353.590634920635,"Up",982400000,-807700000,174700000,-74200000,-79800000,5600000,100500000,-17900000,-27400000,9500000,82600000,81400000,-15900000,65500000,65500000,-4e+05,65100000,65100000,313900000,313900000,563600000,563600000,6.9e+08,108200000,108200000,1675700000,5335400000,3648200000,2.414e+09,504400000,729800000,8983600000,10659300000,307800000,2e+08,107800000,1.41e+08,1.41e+08,448800000,2626500000,1657300000,777600000,879700000,4283800000,4732600000,3442300000,2637200000,-155600000,5923900000,2800000,5926700000,10659300000,65500000,98600000,-2300000,30100000,191900000,-98100000,-613074813.899663,-88300000,-36100000,-2200000,6e+05,6e+05,-15500000,-53200000,50400000,50400000,50400000,199100000,2626500000,1.47e+08,0.17783,0.1023,0.06627,0.01098,0.00611,2.25806,3.73373,0.79852,0.2464,1.04494,1.0416,15.76886,95.08668,2.35955,0.57945,7,0.00991,0.0144,0.55453,11.61527,23.01095
"46","2021_Q3",361.58140625,"Up",1377900000,-992800000,385100000,-68200000,-82400000,14200000,316900000,-19500000,-28200000,8700000,297400000,2.88e+08,-62200000,225800000,225800000,0,225800000,225800000,53100000,53100000,7.22e+08,7.22e+08,729100000,112100000,112100000,1616300000,5.549e+09,4057800000,2599600000,7.25e+08,733200000,9606800000,11223100000,370900000,243600000,127300000,1.47e+08,1.47e+08,7.58e+08,2627200000,1709700000,786300000,923400000,4336900000,5094900000,3451700000,2827200000,-1.53e+08,6125900000,2300000,6128200000,11223100000,225800000,107900000,0,-84400000,249300000,-8.3e+07,-653200000,-734800000,-35700000,237900000,2e+05,2e+05,-1400000,2.01e+08,-284500000,-284500000,-284500000,424800000,2867300000,319600000,0.27948,0.22999,0.16387,0.03685,0.02012,1.41541,2.13232,0.83139,0.25548,3.6244,3.6128,22.11717,98.32905,5.13002,0.57303,5,0.02443,0.02985,0.1581,6.62476,8.8804
"47","2021_Q4",403.60015625,"Up",1557300000,-1115400000,441900000,-77600000,-8.6e+07,8400000,364300000,-38700000,-44300000,5600000,325600000,318200000,-63600000,254600000,254600000,0,254600000,254600000,2381400000,2381400000,801900000,801900000,717500000,99900000,99900000,4000700000,5610500000,4.175e+09,2610600000,787200000,777200000,9785500000,13786200000,420300000,249300000,1.71e+08,160800000,160800000,601200000,5099400000,1727400000,809300000,918100000,6826800000,7.428e+09,3463900000,3043400000,-151400000,6355900000,2300000,6358200000,13786200000,254600000,113500000,26100000,-55100001,339099999,-98800000,-139700000,-235800000,-37900000,2253300000,3e+05,3e+05,-6200000,2209500000,2312799999,2312799999,2312799999,477800000,5119500000,387499999,0.28376,0.23393,0.16349,0.04004,0.01847,1.522,6.65452,1.16826,0.37135,4.08013,4.06709,24.95673,101.85737,6.20994,0.60737,5,0.02215,0.02934,0.14886,5.73064,7.51606
"48","2022_Q1",386.462419354839,"Down",1496400000,-1149700000,346700000,-96700000,-102800000,6100000,2.5e+08,-42200000,-42800000,6e+05,207800000,167900000,-11500000,156400000,156900000,1e+05,1.57e+08,1.57e+08,258399999,258399999,7.74e+08,7.74e+08,752600000,240600000,138400000,2025599999,6.338e+09,6029400000,3494400000,1.065e+09,1.47e+09,12367400000,14392999999,549200000,356200000,1.93e+08,203400000,203400000,752600000,5100800000,2.002e+09,895300000,1106700000,7102800000,7855400000,3.471e+09,3161900000,-97600000,6535300000,2300000,6537600000,1.4393e+10,156900000,131700000,74800000,-5999999,357400001,-100400000,-2316300000,-2415700000,-38100000,-23499999.9999995,200000.000000002,2e+05,-4500000,-65900000,-2124199999,-2124199999,-2124199999,381700000,5100800000,286800001,0.23169,0.16707,0.10492,0.02401,0.01091,1.82675,2.69147,1.20157,0.35439,2.51603,2.50799,23.98077,104.73237,4.59615,0.61058,4,0.0143,0.02103,0.24268,12.6864,19.3696
"49","2022_Q2",340.67935483871,"Down",1230800000,-1074700000,156100000,-94800000,-97100000,2300000,61300000,-29700000,-40500000,10800000,31600000,30200000,-5800000,24400000,21300000,2e+05,21500000,21500000,189600000,189600000,759200000,759200000,782400000,256300000,135100000,1987500000,6208900000,6045100000,3.392e+09,1050700000,1602400000,1.2254e+10,14241500000,5.15e+08,383800000,131200000,197900000,197900000,712900000,5102300000,1995200000,8.9e+08,1105200000,7097500000,7810400000,3463200000,3094900000,-129199999,6428900001,2200000,6431100001,14241500001,21300000,128199999,13400000,7e+06,169899999,-138800000,18800000,-1.23e+08,-38900000,-3700000,-49400000,6e+05,-24200000,-116200000,-69300001,-69300001,-69300001,189499999,5102300000,63499999,0.12683,0.04981,0.01747,0.00334,0.00151,2.95349,2.78791,1.21447,0.35827,0.34455,0.3429,19.72436,103.02724,1.01763,0.6234,4,0.00446,0.00469,1.8093,25.92454,80.14192
"50","2022_Q3",340.0955,"Down",1641700000,-1216500000,425200000,56200000,-104100000,160300000,481400000,-2.1e+07,-43100000,22100000,460400000,457500000,-104400000,353100000,366400000,2e+05,366600000,366600000,772100000,772100000,1026599999,1026599999,835200000,126400000,68900000,2760299999,6164300000,5618199999,3400500000,1043599999,1174100000,11782499999,14542799998,566700000,359700000,2.07e+08,194700000,194700000,761400000,5044300000,1.965e+09,852800000,1112200000,7009300000,7770700000,3.475e+09,3423100000,-128100000,6.77e+09,2100000,6772100000,14542800000,366400000,128400001,-198900000,-179600000,116300001,562500000,-7800000,556500000,-38100000,-51300000,0,0,-9e+05,-90300000,582500001,582500001,582500001,609800001,5044300000,1097100001,0.259,0.29323,0.22331,0.05413,0.02521,2.99264,3.6253,1.14746,0.34686,5.875,5.8656,26.30929,108.49359,17.58173,0.61058,4,0.02937,0.07961,0.10393,7.0059,8.87453000000001
