"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_compensation","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"29","2017_Q2",41.6909523809524,"Down",4.279e+09,-4.021e+09,2.58e+08,-5.5e+07,-5.5e+07,2.03e+08,-2.6e+08,-2.42e+08,-1.8e+07,-5.7e+07,-5.7e+07,2.5e+07,-3.2e+07,-3.2e+07,0,-3.2e+07,-3.2e+07,2.107e+09,2.107e+09,4.008e+09,4.008e+09,2.295e+09,1.418e+09,8.63e+08,9.828e+09,8.415e+09,6.642e+09,2.419e+09,2.082e+09,1.5057e+10,2.4885e+10,2.55e+09,2.006e+09,5.44e+08,1.195e+09,1.195e+09,3.842e+09,1.0812e+10,1.242e+09,5.39e+08,7.03e+08,1.2054e+10,1.5896e+10,2.896e+09,-7.062e+09,1.3569e+10,-4.52e+08,8.951e+09,3.8e+07,8.989e+09,2.4885e+10,-3.2e+07,-3.2e+07,3.83e+08,-3.78e+08,3.2e+07,5e+06,-2.24e+08,-1.3e+07,-2.37e+08,-1.56e+08,6.3e+07,-1.659e+09,-1.891e+09,-1.891e+09,-1.1e+07,-1.902e+09,5.86e+08,1.0909e+10,3.69e+08,0.06029,0.04744,-0.00748,-0.00356,-0.00129,-11.53125,2.55804,1.76838,0.43838,-0.03691,-0.03691,4.93541,10.32411,0.42561,0.17993,4,0.00587,0.01746,-4.875,15.02048,43.35961
"30","2017_Q3",38.1963492063492,"Down",4.957e+09,-4.474e+09,4.83e+08,-7.5e+07,-7.5e+07,4.08e+08,-1.47e+08,-1.21e+08,-2.6e+07,2.61e+08,-1000000.00000003,2.9e+07,27999999.9999999,2.8e+07,0,2.8e+07,2.8e+07,2.139e+09,2.139e+09,4.385e+09,4.385e+09,2.283e+09,1.453e+09,8.96e+08,1.026e+10,8.374e+09,6.691e+09,2.407e+09,2.052e+09,1.5065e+10,2.5325e+10,2.749e+09,2.166e+09,5.83e+08,9.83e+08,9.83e+08,4.068e+09,1.0816e+10,1.488e+09,5.5e+08,9.38e+08,1.2304e+10,1.6372e+10,2.804e+09,-6.878e+09,1.3441e+10,-4.5e+08,8.917e+09,3.6e+07,8.953e+09,2.5325e+10,27999999.9999999,2.8e+07,3.86e+08,1.86e+08,-2.54e+08,3.46e+08,-2.92e+08,-6e+06,-3.08e+08,-1.56e+08,2.31e+08,1.8e+07,55999999.9999998,55999999.9999998,-2.4e+07,3.2e+07,7.94e+08,1.1152e+10,2.19e+08,0.09744,0.08231,0.00564999999999999,0.00313,0.00111,7.82143,2.52212,1.82866,0.44036,0.03222,0.03215,5.70426,10.26122,0.25201,0.17952,7,0.00852,0.01014,5.57143,11.35139,22.09069
"31","2017_Q4",40.3649206349206,"Up",5.444e+09,-4.747e+09,6.97e+08,-5.5e+07,-5.5e+07,6.42e+08,-1.46e+08,-1.15e+08,-3.1e+07,4.96e+08,4.96e+08,-1.35e+08,3.61e+08,3.61e+08,4e+06,3.65e+08,3.65e+08,1.898e+09,1.898e+09,4.852e+09,4.852e+09,2.444e+09,9.5e+08,8.97e+08,1.0144e+10,8.432e+09,7.214e+09,2.685e+09,2.338e+09,1.5646e+10,2.579e+10,3.122e+09,2.416e+09,7.06e+08,9.64e+08,9.64e+08,4.601e+09,1.0423e+10,1.52e+09,5.71e+08,9.49e+08,1.1943e+10,1.6544e+10,2.842e+09,-6.826e+09,1.3649e+10,-4.48e+08,9.217e+09,2.9e+07,9.246e+09,2.579e+10,3.61e+08,3.61e+08,3.94e+08,6.31e+08,-2.8e+08,1.106e+09,-3.07e+08,-2.7e+07,-9.62e+08,-1.57e+08,-2.02e+08,-3.69e+08,-2.25e+08,-2.25e+08,-1.6e+07,-2.41e+08,1.036e+09,1.0938e+10,5.84e+08,0.12803,0.11793,0.06705,0.03948,0.01415,1.6,2.20474,1.78931,0.42412,0.41858,0.4181,6.24312,10.56995,0.66972,0.18005,7,0.02405,0.02691,0.43014,8.72587,14.081
"32","2018_Q1",45.3734426229508,"Up",5.94e+09,-5.101e+09,8.39e+08,-7.1e+07,-7.1e+07,7.68e+08,-1.39e+08,-1.15e+08,-2.4e+07,6.29e+08,2.44e+08,-1.05e+09,-8.06e+08,-8.25e+08,1e+06,-8.24e+08,-8.24e+08,2.337e+09,2.337e+09,5.036e+09,5.036e+09,2.396e+09,1.008e+09,1.008e+09,1.0777e+10,8.521e+09,5.787e+09,2.693e+09,1.864e+09,1.4308e+10,2.5085e+10,3.3e+09,2.554e+09,7.46e+08,1.05e+09,1.05e+09,4.862e+09,1.043e+10,1.444e+09,6.09e+08,8.35e+08,1.1874e+10,1.6736e+10,2.88e+09,-6.757e+09,1.2668e+10,-4.69e+08,8.322e+09,2.7e+07,8.349e+09,2.5085e+10,-8.25e+08,-8.25e+08,3.93e+08,1.567e+09,-1.24e+08,1.011e+09,-3.92e+08,-2.7e+07,-4.2e+08,-1.57e+08,-1.44e+08,-1.51e+08,4.4e+08,4.4e+08,-1e+06,4.39e+08,1.161e+09,1.0942e+10,1.695e+09,0.14125,0.12929,-0.13872,-0.09869,-0.03285,-2.05704,2.21658,2.00455,0.4362,-0.94495,-0.94822,6.81193,9.54358,1.94381,0.18005,5,-0.03217,0.08175,-0.19053,7.41171,11.20443
"33","2018_Q2",45.96578125,"Up",5.74e+09,-5.063e+09,6.77e+08,-5.8e+07,-5.8e+07,6.19e+08,-1.65e+08,-1.4e+08,-2.5e+07,4.54e+08,1.89e+08,-1.42e+08,4.7e+07,4.7e+07,-1e+06,4.6e+07,4.6e+07,2.332e+09,2.332e+09,5.255e+09,5.255e+09,2.458e+09,9.9e+08,9.9e+08,1.1035e+10,8.596e+09,5.56e+09,2.707e+09,1.626e+09,1.4156e+10,2.5191e+10,3.477e+09,2.83e+09,6.47e+08,1.026e+09,1.026e+09,4.969e+09,1.0428e+10,1.403e+09,5.88e+08,8.15e+08,1.1831e+10,1.68e+10,2.894e+09,-6.644e+09,1.2586e+10,-4.71e+08,8.365e+09,2.6e+07,8.391e+09,2.5191e+10,4.7e+07,4.7e+07,3.94e+08,2.19e+08,-8.8e+07,5.72e+08,-4.54e+08,8e+07,-3.74e+08,-1.58e+08,-1.2e+07,-1.79e+08,1.9e+07,1.9e+07,-2.4e+07,-5e+06,1.013e+09,1.0894e+10,6.13e+08,0.11794,0.10784,0.00801,0.00548,0.00183,13.32609,2.22077,2.00215,0.43246,0.05257,0.05239,6.56,9.56,0.70057,0.18057,7,0.00986,0.02963,3.43478,8.45212,13.83199
"34","2018_Q3",38.342380952381,"Down",6.147e+09,-5.293e+09,8.54e+08,-6.5e+07,-6.5e+07,7.89e+08,-1.56e+08,-1.37e+08,-1.9e+07,6.33e+08,6.33e+08,-1.25e+08,5.08e+08,5.08e+08,3e+06,5.11e+08,5.11e+08,2.472e+09,2.058e+09,5.403e+09,5.403e+09,2.637e+09,9.24e+08,9.24e+08,1.1436e+10,8.825e+09,5.504e+09,2.824e+09,1.563e+09,1.4329e+10,2.5765e+10,3.664e+09,3.029e+09,6.35e+08,9.99e+08,9.99e+08,5.107e+09,1.0427e+10,1.388e+09,5.85e+08,8.03e+08,1.1815e+10,1.6922e+10,2.797e+09,-6.443e+09,1.2939e+10,-4.7e+08,8.823e+09,2e+07,8.843e+09,2.5765e+10,5.08e+08,5.08e+08,3.9e+08,1.33e+08,-7.5e+07,9.56e+08,-4.91e+08,-1.17e+08,-1.063e+09,-1.58e+08,2.4e+07,-1.51e+08,-2.58e+08,-2.58e+08,-1.6e+07,-2.74e+08,1.179e+09,1.0871e+10,7.38e+08,0.13893,0.12836,0.08313,0.05779,0.01983,1.44423,2.23928,1.9136,0.42193,0.58267,0.58068,7.00912,10.06043,0.84151,0.18016,7,0.0317,0.03497,0.3092,7.12383,10.64512
"35","2018_Q4",31.4090476190476,"Down",6.172e+09,-5.384e+09,7.88e+08,-7.2e+07,-7.2e+07,7.16e+08,-1.82e+08,-1.4e+08,-4.2e+07,5.34e+08,5.34e+08,-1e+08,4.34e+08,4.34e+08,1e+06,4.35e+08,4.35e+08,2.057e+09,2.057e+09,5.526e+09,5.526e+09,2.887e+09,9.66e+08,9.66e+08,1.1436e+10,8.821e+09,5.494e+09,2.8e+09,1.566e+09,1.4315e+10,2.5751e+10,3.864e+09,3.142e+09,7.22e+08,1.054e+09,1.054e+09,4.953e+09,1.0424e+10,1.357e+09,5.94e+08,7.63e+08,1.1781e+10,1.6734e+10,2.842e+09,-6.597e+09,1.3216e+10,-4.63e+08,8.998e+09,1.9e+07,9.017e+09,2.5751e+10,4.34e+08,4.34e+08,4e+08,1.52e+08,-2.09e+08,7.77e+08,-3.72e+08,-2.1e+07,-2e+06,-1.57e+08,1.6e+07,-7.51e+08,2.4e+07,2.4e+07,-2.5e+07,-1e+06,1.116e+09,1.0459e+10,6.35e+08,0.12767,0.11601,0.07048,0.04824,0.01689,1.45977,2.3089,1.85583,0.40616,0.49601,0.49544,7.03763,10.25998,0.72406,0.17902,6,0.02842,0.03048,0.36092,7.52867,11.73464
"36","2019_Q1",28.2960655737705,"Down",5.936e+09,-5.269e+09,6.67e+08,-5.9e+07,-5.9e+07,6.08e+08,-1.5e+08,-1.37e+08,-1.3e+07,4.58e+08,4.58e+08,2.1e+08,6.68e+08,6.68e+08,-4e+06,6.64e+08,6.64e+08,2.008e+09,2.008e+09,5.234e+09,5.234e+09,3.028e+09,8.81e+08,8.81e+08,1.1151e+10,8.961e+09,5.87e+09,2.825e+09,1.661e+09,1.4831e+10,2.5982e+10,3.732e+09,3.018e+09,7.14e+08,1.034e+09,1.034e+09,4.802e+09,1.0421e+10,1.215e+09,4.83e+08,7.32e+08,1.1636e+10,1.6438e+10,2.882e+09,-6.744e+09,1.3739e+10,-3.55e+08,9.522e+09,2.2e+07,9.544e+09,2.5982e+10,6.68e+08,6.68e+08,4.22e+08,-5.75e+08,3.37e+08,8.52e+08,-4.91e+08,6e+07,-5.54e+08,-1.57e+08,-1.67e+08,-3.38e+08,-4e+07,-4e+07,-9e+06,-4.9e+07,1.03e+09,1.0457e+10,6.66e+08,0.11237,0.10243,0.11186,0.06957,0.02556,1.00301,2.32216,1.72234,0.40247,0.76234,0.76147,6.81515,10.93226,0.76464,0.18025,7,0.0387,0.03139,0.23645,8.20291,13.89638
"37","2019_Q2",24.4742857142857,"Down",5.737e+09,-5.252e+09,4.85e+08,-5.9e+07,-5.9e+07,4.26e+08,-1.73e+08,-1.43e+08,-3e+07,2.53e+08,1.92e+08,-4e+07,1.52e+08,1.52e+08,0,1.52e+08,1.52e+08,1.38e+09,1.38e+09,5.622e+09,5.622e+09,3.264e+09,9.22e+08,9.22e+08,1.1188e+10,8.853e+09,6.948e+09,2.824e+09,2.776e+09,1.5801e+10,2.6989e+10,3.763e+09,3.08e+09,6.83e+08,1.284e+09,1.284e+09,5.047e+09,1.0307e+10,2.01e+09,4.54e+08,1.556e+09,1.2317e+10,1.7364e+10,2.895e+09,-6.67e+09,1.3734e+10,-3.54e+08,9.605e+09,2e+07,9.625e+09,2.6989e+10,1.52e+08,1.52e+08,4.16e+08,-9.7e+07,-5.15e+08,-4.4e+07,-3.94e+08,-1.7e+07,-4.11e+08,-1.57e+08,2e+06,-1.55e+08,-6.1e+08,-6.1e+08,-1.8e+07,-6.28e+08,8.42e+08,1.0307e+10,-2.7e+07,0.08454,0.07425,0.02649,0.01579,0.00563,-0.17763,2.21676,1.80405,0.3819,0.17411,0.17411,6.57159,11.00229,-0.03093,0.17984,4,0.01408,-0.00123,1.03289,10.60214,20.9554
"38","2019_Q3",19.69203125,"Down",5.93e+09,-5.324e+09,6.06e+08,-5.6e+07,-5.6e+07,5.5e+08,-1.52e+08,-1.44e+08,-8e+06,3.98e+08,1.51e+08,-7.4e+07,77000000.0000001,76999999.9999999,-2e+06,7.5e+07,7.5e+07,1.176e+09,1.176e+09,5.7e+09,5.7e+09,3.347e+09,9.97e+08,9.97e+08,1.122e+10,8.778e+09,6.882e+09,2.825e+09,2.649e+09,1.566e+10,2.688e+10,3.667e+09,3.017e+09,6.5e+08,1.288e+09,1.288e+09,4.955e+09,1.0307e+10,2.094e+09,4.69e+08,1.625e+09,1.2401e+10,1.7356e+10,2.728e+09,-6.52e+09,1.3652e+10,-3.52e+08,9.508e+09,1.6e+07,9.524e+09,2.688e+10,76999999.9999999,76999999.9999999,4.2e+08,1.94e+08,-2.4e+08,4.51e+08,-3.64e+08,-1.5e+07,-4e+08,-1.57e+08,4e+06,-2.53e+08,-2.02e+08,-2.02e+08,-2e+06,-2.04e+08,9.7e+08,1.0307e+10,4.4e+08,0.10219,0.09275,0.01265,0.00787000000000001,0.00279,5.86667,2.26438,1.82234,0.38344,0.08571,0.08571,6.77714,10.86629,0.50286,0.17943,6,0.01058,0.02007,2.09333,9.4134,16.60182
"39","2019_Q4",20.24421875,"Up",5.55e+09,-4.961e+09,5.89e+08,-5.3e+07,-5.3e+07,5.36e+08,-1.64e+08,-1.41e+08,-2.3e+07,3.72e+08,3.72e+08,-7.6e+07,2.96e+08,2.96e+08,-1e+06,2.95e+08,2.95e+08,1.571e+09,1.571e+09,5.29e+09,5.29e+09,3.38e+09,9.79e+08,9.79e+08,1.122e+10,8.721e+09,6.848e+09,2.832e+09,2.672e+09,1.5569e+10,2.6789e+10,3.39e+09,2.733e+09,6.57e+08,1.302e+09,1.302e+09,4.692e+09,1.0313e+10,2.022e+09,4.76e+08,1.546e+09,1.2335e+10,1.7027e+10,2.778e+09,-6.48e+09,1.38e+10,-3.53e+08,9.745e+09,1.7e+07,9.762e+09,2.6789e+10,2.96e+08,2.96e+08,4.17e+08,5.9e+07,9.9e+07,8.71e+08,-2.89e+08,-5.1e+07,-3.19e+08,-1.58e+08,2.7e+07,-1.42e+08,4.1e+08,4.1e+08,-1.5e+07,3.95e+08,9.53e+08,1.0313e+10,8.39e+08,0.10613,0.09658,0.05315,0.03022,0.01101,2.84407,2.3913,1.74421,0.38497,0.33753,0.33637,6.35011,11.14989,0.95995,0.18078,6,0.0205,0.03797,0.53559,9.17314,16.3097
"40","2020_Q1",16.8417741935484,"Down",5.191e+09,-4.586e+09,6.05e+08,-5.9e+07,-5.9e+07,5.46e+08,-1.85e+08,-1.41e+08,-4.4e+07,3.61e+08,-1.837e+09,1.83e+08,-1.654e+09,-1.654e+09,1e+06,-1.653e+09,-1.653e+09,2.268e+09,2.268e+09,4.577e+09,4.577e+09,3.139e+09,1.228e+09,1.048e+09,1.1212e+10,7.31e+09,6.855e+09,2.812e+09,2.36e+09,1.4165e+10,2.5377e+10,3.346e+09,2.432e+09,6.04e+08,1.521e+09,1.521e+09,4.878e+09,1.0316e+10,2.158e+09,5.25e+08,1.633e+09,1.2474e+10,1.7352e+10,2.812e+09,-6.427e+09,1.1989e+10,-3.62e+08,8.012e+09,1.3e+07,8.025e+09,2.5377e+10,-1.654e+09,-1.654e+09,3.72e+08,1.81e+09,6.39e+08,1.167e+09,-2.93e+08,-2.2e+07,-3.15e+08,-1.58e+08,-1.03e+08,-1.45e+08,7.07e+08,7.07e+08,-1e+07,6.97e+08,9.18e+08,1.0327e+10,1.081e+09,0.11655,0.10518,-0.31844,-0.20598,-0.06514,-0.65396,2.29848,2.16224,0.40694,-1.88269,-1.88914,5.9123,9.12528,1.23121,0.17995,3,-0.07289,0.05271,-0.09558,8.77887,14.76007
"41","2020_Q2",10.5425396825397,"Down",5.037e+09,-4.481e+09,5.56e+08,-5.4e+07,-5.4e+07,5.02e+08,-1.57e+08,-1.34e+08,-2.3e+07,3.45e+08,-8.96e+08,-1.19e+08,-1.015e+09,-1.015e+09,-2e+06,-1.017e+09,-1.017e+09,1.385e+09,1.385e+09,4.85e+09,4.85e+09,3.22e+09,1.2e+09,1.2e+09,1.0655e+10,6.223e+09,6.744e+09,2.812e+09,2.337e+09,1.2967e+10,2.3622e+10,3.187e+09,2.64e+09,5.47e+08,1.673e+09,1.673e+09,5.053e+09,9.633e+09,2.093e+09,4.77e+08,1.616e+09,1.1726e+10,1.6779e+10,2.779e+09,-6.412e+09,1.0814e+10,-3.51e+08,6.83e+09,1.3e+07,6.843e+09,2.3622e+10,-1.015e+09,-1.015e+09,3.48e+08,1.073e+09,-1.81e+08,2.25e+08,-1.44e+08,-2.1e+07,-1.65e+08,-1.58e+08,1.2e+07,-9.03e+08,-8.43e+08,-8.43e+08,-4e+07,-8.83e+08,8.5e+08,9.826e+09,6.44e+08,0.11038,0.09966,-0.20191,-0.14862,-0.04305,-0.63324,2.10865,2.45199,0.41597,-1.15831,-1.15831,5.7369,7.77904,0.73349,0.17995,3,-0.04578,0.03432,-0.15536,9.93059,16.81474
"42","2020_Q3",14.20546875,"Up",3.196e+09,-2.917e+09,2.79e+08,-4.3e+07,-4.3e+07,2.36e+08,-1.72e+08,-1.24e+08,-4.8e+07,6.4e+07,-2.083e+09,4.02e+08,-1.681e+09,-1.681e+09,5e+06,-1.676e+09,-1.676e+09,1.811e+09,1.811e+09,3.345e+09,3.345e+09,2.745e+09,1.198e+09,1.198e+09,9.099e+09,5.156e+09,6.849e+09,2.801e+09,2.014e+09,1.2005e+10,2.1104e+10,2.194e+09,1.708e+09,4.86e+08,1.712e+09,1.712e+09,4.094e+09,9.638e+09,2.176e+09,5.11e+08,1.665e+09,1.1814e+10,1.5908e+10,2.791e+09,-6.358e+09,9.098e+09,-3.42e+08,5.189e+09,7e+06,5.196e+09,2.1104e+10,-1.681e+09,-1.681e+09,2.51e+08,1.376e+09,6.52e+08,5.98e+08,-8.9e+07,-2.7e+07,-1.16e+08,-4e+07,8e+06,-33999999.9999998,4.48e+08,4.48e+08,-2.2e+07,4.26e+08,4.87e+08,9.826e+09,6.48e+08,0.0873,0.07384,-0.52441,-0.32256,-0.07942,-0.38663,2.22252,3.06159,0.4656,-1.91324,-1.91324,3.6484,5.92352,0.73973,0.04566,2,-0.09513,0.03768,-0.0238700000000002,16.45791,33.96186
"43","2020_Q4",15.27140625,"Up",2.975e+09,-2.659e+09,3.16e+08,-4.1e+07,-4.1e+07,2.75e+08,-1.43e+08,-1.22e+08,-2.1e+07,1.32e+08,-1e+06,-1.8e+07,-1.9e+07,-1.9e+07,2e+06,-1.7e+07,-1.7e+07,2.115e+09,2.115e+09,3.145e+09,3.145e+09,2.58e+09,1.183e+09,1.183e+09,9.023e+09,5.033e+09,6.818e+09,2.804e+09,1.958e+09,1.1851e+10,2.0874e+10,2.051e+09,1.548e+09,5.03e+08,1.677e+09,1.677e+09,3.923e+09,9.632e+09,2.116e+09,5.3e+08,1.586e+09,1.1748e+10,1.5671e+10,2.689e+09,-6.136e+09,8.987e+09,-3.4e+08,5.2e+09,3e+06,5.203e+09,2.0874e+10,-1.9e+07,-1.9e+07,2.3e+08,3e+07,1.79e+08,4.2e+08,-7.8e+07,1.5e+07,-6.3e+07,-4e+07,5e+06,-3.5e+07,3.22e+08,3.22e+08,-1.8e+07,3.04e+08,5.05e+08,9.827e+09,6.24e+08,0.10622,0.09244,-0.00571,-0.00327,-0.00081,-36.70588,2.30003,3.01192,0.47078,-0.01925,-0.01925,3.3692,5.88901,0.70668,0.0453,3,0.00134,0.03639,-2.35294,15.27129,28.04364
"44","2021_Q1",20.6352459016393,"Up",3.237e+09,-2.843e+09,3.94e+08,-4.4e+07,-4.4e+07,3.5e+08,-1.44e+08,-1.25e+08,-1.9e+07,2.06e+08,-2.4e+08,12999999.9999999,-2.27e+08,-2.27e+08,-8e+06,-2.35e+08,-2.35e+08,2.563e+09,2.563e+09,3.071e+09,3.071e+09,2.349e+09,1.492e+09,1.492e+09,9.475e+09,4.325e+09,6.88e+09,2.804e+09,1.91e+09,1.1205e+10,2.068e+10,2.598e+09,1.573e+09,5.17e+08,1.128e+09,1.128e+09,4.421e+09,9.132e+09,2.144e+09,5.62e+08,1.582e+09,1.1276e+10,1.5697e+10,2.666e+09,-6.021e+09,8.691e+09,-3.62e+08,4.974e+09,9e+06,4.983e+09,2.068e+10,-2.27e+08,-2.27e+08,2.29e+08,5.26e+08,1.1e+08,6.38e+08,-1.31e+08,-1.1e+07,-1.42e+08,-4e+07,-8.1e+07,-3.5e+07,4.61e+08,4.61e+08,-1.3e+07,4.48e+08,5.79e+08,9.827e+09,5.45e+08,0.12172,0.10812,-0.0726,-0.0471599999999999,-0.01136,-2.31915,2.14318,3.15011,0.47519,-0.26494,-0.26494,3.64938,5.60767,0.61443,0.0451,4,-0.0115,0.03215,-0.17021,12.54577,20.75429
"45","2021_Q2",21.9509523809524,"Up",3.451e+09,-3.033e+09,4.18e+08,-4.8e+07,-4.8e+07,3.7e+08,-1.47e+08,-1.25e+08,-2.2e+07,2.23e+08,2.23e+08,-5.2e+07,1.71e+08,1.71e+08,-1e+06,1.7e+08,1.7e+08,2.446e+09,2.446e+09,3.25e+09,3.25e+09,2.349e+09,1.475e+09,1.475e+09,9.52e+09,4.231e+09,6.824e+09,2.804e+09,1.855e+09,1.1055e+10,2.0575e+10,2.248e+09,1.769e+09,4.79e+08,1.462e+09,1.462e+09,4.225e+09,9.127e+09,2.044e+09,5.18e+08,1.526e+09,1.1171e+10,1.5396e+10,2.7e+09,-5.877e+09,8.709e+09,-3.62e+08,5.17e+09,9e+06,5.179e+09,2.0575e+10,1.71e+08,1.71e+08,2.26e+08,982385635.144825,-1.94e+08,2.03e+08,-4.6e+07,-1.6e+07,-6.2e+07,-4e+07,5e+06,-2.23e+08,-8.2e+07,-8.2e+07,-3.5e+07,-1.17e+08,5.96e+08,9.642e+09,4.08e+08,0.12112,0.10722,0.04926,0.03282,0.00826,2.4,2.25325,2.97277,0.46863,0.19123,0.19123,3.88189,5.81552,0.45894,0.04499,6,0.01245,0.02419,0.23529,12.07383,19.44865
"46","2021_Q3",20.28140625,"Down",3.707e+09,-3.222e+09,4.85e+08,-5.1e+07,-5.1e+07,4.34e+08,-1.39e+08,-1.2e+08,-1.9e+07,2.95e+08,2.95e+08,-6.5e+07,2.3e+08,2.3e+08,-3e+06,2.27e+08,2.27e+08,2.658e+09,2.658e+09,3.459e+09,3.459e+09,2.355e+09,1.455e+09,1.455e+09,9.927e+09,4.214e+09,6.776e+09,2.804e+09,1.798e+09,1.099e+10,2.0917e+10,2.419e+09,1.891e+09,5.28e+08,1.4e+09,1.4e+09,4.334e+09,9.124e+09,2.03e+09,5.36e+08,1.494e+09,1.1154e+10,1.5488e+10,2.692e+09,-5.808e+09,8.896e+09,-3.6e+08,5.42e+09,9e+06,5.429e+09,2.0917e+10,2.3e+08,2.3e+08,2.23e+08,746443486.092469,-4.4e+07,4.09e+08,-1.44e+08,-1.5e+07,-1.59e+08,-4e+07,-1e+06,-44999999.9999999,2.05e+08,2.05e+08,7e+06,2.12e+08,6.57e+08,9.639e+09,5.34e+08,0.13083,0.11708,0.06124,0.04181,0.01085,2.35242,2.29049,2.85283,0.46082,0.25534,0.25534,4.16985,6.09674,0.60067,0.04499,8,0.01562,0.03123,0.17621,10.62557,16.08525
"47","2021_Q4",23.49,"Up",3.86e+09,-3.356e+09,5.04e+08,-4.6e+07,-4.6e+07,4.58e+08,-1.3e+08,-1.16e+08,-1.4e+07,3.28e+08,3.16e+08,-7.6e+07,2.4e+08,2.4e+08,-4e+06,2.36e+08,2.36e+08,2.632e+09,2.632e+09,3.525e+09,3.525e+09,2.354e+09,9.2e+08,9.2e+08,9.431e+09,4.235e+09,7.359e+09,2.841e+09,2.369e+09,1.1594e+10,2.1025e+10,2.594e+09,2.011e+09,5.83e+08,1.341e+09,1.341e+09,3.946e+09,9.125e+09,2.261e+09,5.47e+08,1.714e+09,1.1386e+10,1.5332e+10,2.69e+09,-5.576e+09,8.927e+09,-3.6e+08,5.681e+09,1.2e+07,5.693e+09,2.1025e+10,2.4e+08,2.4e+08,2.24e+08,44999999.9999999,1.08e+08,6.17e+08,-1.48e+08,6.1e+07,-8.7e+07,-4.1e+07,3e+06,-5.42e+08,-1.2e+07,-1.2e+07,-1.4e+07,-2.6e+07,6.82e+08,9.136e+09,7.18e+08,0.13057,0.11865,0.06114,0.04145,0.01122,3.04237,2.39002,2.69313,0.43453,0.26487,0.26487,4.33221,6.37598,0.80584,0.04602,8,0.01621,0.04201,0.17373,9.53666,14.20087
"48","2022_Q1",32.1864516129032,"Up",4.277e+09,-3.668e+09,6.09e+08,-5.9e+07,-5.9e+07,5.5e+08,-1.32e+08,-1.08e+08,-2.4e+07,4.18e+08,4.18e+08,4.09e+08,8.27e+08,8.27e+08,-3e+06,8.24e+08,8.24e+08,3.044e+09,3.044e+09,3.666e+09,3.666e+09,2.361e+09,8.72e+08,8.72e+08,9.943e+09,4.326e+09,8.052e+09,2.843e+09,2.514e+09,1.2378e+10,2.2321e+10,3.399e+09,2.353e+09,4.93e+08,9.07e+08,9.07e+08,4.306e+09,9.127e+09,2.16e+09,4.92e+08,1.668e+09,1.1287e+10,1.5593e+10,2.697e+09,-5.511e+09,9.71e+09,-1.83e+08,6.713e+09,1.5e+07,6.728e+09,2.2321e+10,8.27e+08,8.27e+08,2.31e+08,-5.66e+08,1.9e+08,6.82e+08,-2.04e+08,-2.2e+07,-2.26e+08,-4e+07,-6.3e+07,-2.8e+07,4.28e+08,4.28e+08,-1.6e+07,4.12e+08,7.81e+08,9.127e+09,3.58e+08,0.14239,0.12859,0.19266,0.12247,0.03692,0.43447,2.3091,2.31763,0.4089,0.91251,0.91251,4.73643,7.43411,0.39646,0.0443,7,0.04796,0.01987,0.04854,7.78873,11.06
