"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","commissions_fees_paid","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","other_interbank_assets","short_long_term_investments","investment_securities_available_for_sale","other_investments","net_loans","reserve_for_loan_losses","total_loans","total_commercial_loans","total_consumer_loans","other_loans","net_fixed_assets","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","net_change_in_loans_interbank","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",35.8175,"Down",6.78e+08,4.21e+08,4.44e+08,-2.3e+07,2.57e+08,8.5e+07,1.72e+08,-4.7e+07,6.31e+08,-4.62e+08,-8.2e+07,-3.8e+08,1.69e+08,1.69e+08,1.99e+08,-6.4e+07,1.35e+08,1.35e+08,1.35e+08,-1e+06,1.34e+08,1.148e+09,4.817e+09,4.817e+09,1.0338e+10,8.267e+09,1.19e+08,4.9123e+10,-6.18e+08,4.9741e+10,4.3192e+10,2.478e+09,4.071e+09,5.41e+08,3.978e+09,6.9945e+10,5.826e+10,3.0093e+10,2.8167e+10,2.841e+09,1.265e+09,6.2422e+10,3.299e+09,1.141e+09,2.158e+09,-2.288e+09,6.908e+09,-3.96e+08,7.523e+09,7.523e+09,6.9945e+10,1.35e+08,1.35e+08,3.4e+07,4.7e+07,1.3e+07,-1.73e+08,55999999.9999999,-1.98e+08,-7.01e+08,2e+06,-9.23e+08,-3.6e+07,-4.7e+07,7.87e+08,-1e+06,8.7e+08,2999999.99999976,2999999.99999976,2999999.99999976,2.03e+08,2.897e+09,0.24926,0.19764,0.01781,0.00192,8.29749,0.04142,0.76136,0.73626,3.85227,42.74432,0.20455,0.00243,0.26866,8.61576,10.34911
"23","2015_Q4",34.583125,"Down",6.82e+08,4.22e+08,4.48e+08,-2.6e+07,2.6e+08,8.9e+07,1.71e+08,-2.6e+07,6.56e+08,-4.6e+08,-8.3e+07,-3.77e+08,1.96e+08,1.96e+08,1.99e+08,-6.3e+07,1.36e+08,1.36e+08,1.36e+08,-2e+06,1.34e+08,1.101e+09,6.099e+09,6.099e+09,1.0719e+10,8.749e+09,1.07e+08,4.832e+10,-6.22e+08,4.8942e+10,4.2438e+10,2.491e+09,4.013e+09,5.41e+08,4.232e+09,7.1012e+10,5.8768e+10,3.0071e+10,2.8697e+10,3.1e+09,1.413e+09,6.339e+10,3.306e+09,1.141e+09,2.165e+09,-2.346e+09,7.007e+09,-3.45e+08,7.622e+09,7.622e+09,7.1012e+10,1.36e+08,1.36e+08,3.3e+07,2.6e+07,-1.4e+07,8.8e+07,2.69e+08,-3.33e+08,7.52e+08,3e+06,4.01e+08,-3.7e+07,-5.7e+07,3.9e+08,-3e+06,5.65e+08,1.235e+09,1.235e+09,1.235e+09,2.29e+08,3.209e+09,0.28739,0.19648,0.01758,0.00189,8.31671,0.04519,0.76136,0.74033,3.875,43.30682,0.21023,0.00241,0.27612,9.20524,10.7551
"24","2016_Q1",28.6645901639344,"Down",6.99e+08,4.33e+08,4.57e+08,-2.4e+07,2.66e+08,9.1e+07,1.75e+08,-6e+07,6.39e+08,-4.82e+08,-7.9e+07,-4.03e+08,1.57e+08,1.57e+08,1.57e+08,-4.1e+07,1.16e+08,1.16e+08,1.16e+08,-1e+06,1.15e+08,1.157e+09,4.99e+09,4.99e+09,1.2613e+10,1.0519e+10,1.13e+08,4.845e+10,-6.34e+08,4.9084e+10,4.2637e+10,2.485e+09,3.962e+09,5.5e+08,4.117e+09,7.1877e+10,5.9853e+10,2.9014e+10,3.0839e+10,3.058e+09,1.383e+09,6.4317e+10,3.314e+09,1.141e+09,2.173e+09,-2.409e+09,7.084e+09,-4.29e+08,7.56e+09,7.56e+09,7.1877e+10,1.16e+08,1.16e+08,3e+07,6e+07,6e+06,-1e+07,2.02e+08,-1.987e+09,-2.08e+08,0,-2.232e+09,-3.8e+07,-6.4e+07,1.168e+09,-3e+06,9.77e+08,-1.053e+09,-1.053e+09,-1.053e+09,1.87e+08,3.081e+09,0.22461,0.16452,0.01521,0.0016,8.50754,0.04286,0.65341,0.64246,3.97159,42.95455,0.21591,0.00213,0.33043,10.28877,12.25478
"25","2016_Q2",34.0890625,"Up",6.91e+08,4.47e+08,4.72e+08,-2.5e+07,2.44e+08,8.9e+07,1.57e+08,-1.48e+08,5.43e+08,-4.58e+08,-7.8e+07,-3.8e+08,8.5e+07,8.5e+07,8.5e+07,-2.5e+07,6e+07,6e+07,6e+07,-1e+06,5.9e+07,9.77e+08,2.025e+09,2.025e+09,1.2608e+10,1.0607e+10,9.4e+07,4.8653e+10,-7.24e+08,4.9377e+10,4.2834e+10,2.483e+09,4.06e+09,5.41e+08,4.203e+09,6.9007e+10,5.6351e+10,2.8326e+10,2.8025e+10,3.109e+09,1.389e+09,6.1363e+10,3.299e+09,1.141e+09,2.158e+09,-2.424e+09,7.097e+09,-3.28e+08,7.644e+09,7.644e+09,6.9007e+10,6e+07,6e+07,3.2e+07,1.48e+08,-1.7e+07,2.5e+07,2.48e+08,1.34e+08,-3.73e+08,3e+06,-2.58e+08,-3.7e+07,-5.1e+07,-3.537e+09,-1e+06,-3.135e+09,-3.145e+09,-3.145e+09,-3.145e+09,1.17e+08,3.623e+09,0.12301,0.08538,0.00772,0.00085,8.0276,0.0525,0.34104,0.33523,3.99422,44.18497,0.21387,0.00139,0.62712,22.61538,31.12941
"26","2016_Q3",36.42671875,"Up",7.13e+08,4.45e+08,4.73e+08,-2.8e+07,2.68e+08,9.4e+07,1.75e+08,-4.9e+07,6.64e+08,-4.65e+08,-8.3e+07,-3.82e+08,1.99e+08,1.99e+08,1.46e+08,-4.2e+07,1.04e+08,1.04e+08,1.04e+08,-1e+06,1.03e+08,1.172e+09,2.938e+09,2.938e+09,1.2619e+10,1.0712e+10,1e+08,4.9651e+10,-7.29e+08,5.038e+10,4.3951e+10,2.524e+09,3.905e+09,5.44e+08,4.356e+09,7.128e+10,5.6374e+10,2.7815e+10,2.8559e+10,5.921e+09,1.279e+09,6.3586e+10,3.306e+09,1.141e+09,2.165e+09,-2.474e+09,7.157e+09,-2.95e+08,7.694e+09,7.694e+09,7.128e+10,1.04e+08,1.04e+08,3.1e+07,4.9e+07,-8e+06,-1.8e+08,-4e+06,3.5e+07,-1.134e+09,-2e+06,-1.122e+09,-3.7e+07,-5.5e+07,2.8e+07,2.3283064365387e-10,2.234e+09,1.108e+09,1.108e+09,1.108e+09,2.3e+08,5.933e+09,0.2791,0.14446,0.01339,0.00145,8.26436,0.08324,0.59538,0.58192,4.12139,44.47399,0.21387,0.00196,0.35922,20.7,23.92462
"27","2016_Q4",47.3150793650794,"Up",7.22e+08,4.5e+08,4.8e+08,-3e+07,2.72e+08,9.3e+07,1.79e+08,-1.6e+07,7.06e+08,-4.73e+08,-8.6e+07,-3.87e+08,2.33e+08,2.33e+08,2.13e+08,-6.4e+07,1.49e+08,1.49e+08,1.49e+08,-1e+06,1.48e+08,1.292e+09,6.748e+09,6.748e+09,1.2576e+10,1.0789e+10,9.2e+07,4.8547e+10,-7.27e+08,4.9274e+10,4.2908e+10,2.541e+09,3.825e+09,5.28e+08,4.433e+09,7.4124e+10,5.9261e+10,2.7485e+10,3.1776e+10,5.89e+09,1.234e+09,6.6397e+10,3.315e+09,1.141e+09,2.174e+09,-2.558e+09,7.262e+09,-2.92e+08,7.727e+09,7.727e+09,7.4124e+10,1.49e+08,1.49e+08,3.5e+07,1.6e+07,-1.5e+07,-2.7e+07,1.58e+08,-1.8e+07,1.217e+09,-1.13e+08,1.073e+09,-3.8e+07,-8.4e+07,2.823e+09,-2e+06,2.699e+09,3.93e+09,3.93e+09,3.93e+09,2.68e+08,5.902e+09,0.32271,0.20499,0.01915,0.002,8.59286,0.07962,0.8655,0.84091,4.22222,45.18713,0.22222,0.00251,0.25676,17.20149,19.78541
"28","2017_Q1",56.5401612903226,"Up",7.22e+08,4.55e+08,4.84e+08,-2.9e+07,2.67e+08,9.6e+07,1.73e+08,-3.5e+07,6.87e+08,-4.4e+08,-8.9e+07,-3.51e+08,2.47e+08,2.47e+08,2.26e+08,-6.2e+07,1.64e+08,1.64e+08,1.64e+08,-1e+06,1.63e+08,1.249e+09,5.969e+09,5.969e+09,1.2461e+10,1.0787e+10,9.2e+07,4.8358e+10,-7.3e+08,4.9088e+10,4.2794e+10,2.522e+09,3.772e+09,5.01e+08,4.44e+09,7.2978e+10,5.8985e+10,2.7445e+10,3.154e+10,5.16e+09,1.012e+09,6.5182e+10,3.276e+09,1.141e+09,2.135e+09,-2.428e+09,7.331e+09,-3.83e+08,7.796e+09,7.796e+09,7.2978e+10,1.64e+08,1.64e+08,3.1e+07,3.5e+07,2.1e+07,-1.51e+08,1e+08,-9.5e+07,1.54e+08,-3e+06,3.7e+07,-4e+07,2.7e+07,-3.12e+08,3e+06,-9.59e+08,-8.22e+08,-8.22e+08,-8.22e+08,2.78e+08,5.185e+09,0.34211,0.22576,0.02091,0.00223,8.36095,0.07105,0.95322,0.91061,4.22222,45.59064,0.23392,0.00278,0.2454,14.15827,15.93522
"29","2017_Q2",57.0444444444444,"Up",7.41e+08,4.7e+08,4.96e+08,-2.6e+07,2.71e+08,9.4e+07,1.77e+08,-1.6e+07,7.25e+08,-4.48e+08,-8.7e+07,-3.61e+08,2.77e+08,2.77e+08,2.68e+08,-6.6e+07,2.02e+08,2.02e+08,2.02e+08,-2e+06,2e+08,1.176e+09,7.143e+09,7.143e+09,1.243e+10,1.083e+10,9.2e+07,4.7595e+10,-7.08e+08,4.8303e+10,4.2166e+10,2.537e+09,3.6e+09,4.88e+08,4.144e+09,7.2976e+10,5.8863e+10,2.6971e+10,3.1892e+10,5.153e+09,9.89e+08,6.5046e+10,3.247e+09,1.141e+09,2.106e+09,-2.369e+09,7.431e+09,-3.79e+08,7.93e+09,7.93e+09,7.2976e+10,2.02e+08,2.02e+08,3.3e+07,1.6e+07,1.1e+07,1.45e+08,4.07e+08,2.9e+07,7.52e+08,1e+06,7.73e+08,-4e+07,-4.9e+07,-5e+06,-1e+06,-7.9e+07,1.101e+09,1.101e+09,1.101e+09,3.1e+08,5.194e+09,0.37382,0.26991,0.02522,0.00274,8.20252,0.07117,1.14286,1.11111,4.23429,45.31429,0.22857,0.00329,0.2,12.96129,14.50542
"30","2017_Q3",58.4366666666667,"Up",7.76e+08,5e+08,5.29e+08,-2.9e+07,2.76e+08,9.7e+07,1.79e+08,-1.7e+07,7.59e+08,-4.43e+08,-8.8e+07,-3.55e+08,3.16e+08,3.16e+08,3.02e+08,-9.9e+07,2.03e+08,2.03e+08,2.03e+08,-1e+06,2.02e+08,1.372e+09,4.259e+09,4.259e+09,1.2464e+10,1.0944e+10,9e+07,4.8703e+10,-7.05e+08,4.9408e+10,4.328e+10,2.535e+09,3.593e+09,4.84e+08,4.165e+09,7.1447e+10,5.6781e+10,2.5571e+10,3.121e+10,5.143e+09,9.97e+08,6.3462e+10,3.251e+09,1.141e+09,2.11e+09,-2.485e+09,7.58e+09,-3.61e+08,7.985e+09,7.985e+09,7.1447e+10,2.03e+08,2.03e+08,3e+07,1.7e+07,-1.6e+07,1.1e+07,2.45e+08,-1.5e+07,-1.122e+09,-1.5e+07,-1.166e+09,-4.1e+07,-1.26e+08,-2.079e+09,-3e+06,-1.765e+09,-2.686e+09,-2.686e+09,-2.686e+09,3.46e+08,5.684e+09,0.40722,0.26031,0.0253,0.00283,7.94765,0.07956,1.15429,1.12849,4.43429,45.62857,0.23429,0.0034,0.20297,12.46243,13.64557
"31","2017_Q4",65.9184126984127,"Up",8.21e+08,5.46e+08,5.79e+08,-3.3e+07,2.75e+08,-1.4e+08,4.15e+08,-2.4e+07,7.97e+08,-4.56e+08,-9.2e+07,-3.64e+08,3.41e+08,3.41e+08,3.34e+08,-1.08e+08,2.26e+08,2.26e+08,2.26e+08,-2e+06,2.24e+08,1.351e+09,4.853e+09,4.853e+09,1.2434e+10,1.0998e+10,9.2e+07,4.8497e+10,-7.12e+08,4.9209e+10,4.3065e+10,2.511e+09,3.633e+09,4.67e+08,4.415e+09,7.2017e+10,5.7819e+10,2.5428e+10,3.2391e+10,4.637e+09,1.018e+09,6.3983e+10,3.253e+09,1.141e+09,2.112e+09,-2.606e+09,7.746e+09,-3.59e+08,8.034e+09,8.034e+09,7.2017e+10,2.26e+08,2.26e+08,3.3e+07,2.4e+07,-3.3e+07,-5.2e+07,1.98e+08,2.9e+07,1.98e+08,-1.8e+07,2.07e+08,-4.7e+07,-1.31e+08,8.76e+08,0,1.66e+08,5.71e+08,5.71e+08,5.71e+08,3.74e+08,5.146e+09,0.41535,0.27284,0.02788,0.00311,7.96403,0.07146,1.28736,1.26554,4.71839,46.17241,0.27011,0.00376,0.20982,10.14706,11.12903
"32","2018_Q1",78.3740983606557,"Up",8.3e+08,5.45e+08,5.78e+08,-3.3e+07,2.85e+08,1.7e+07,2.68e+08,-1.7e+07,8.13e+08,-4.68e+08,-9.9e+07,-3.69e+08,3.45e+08,3.45e+08,3.3e+08,-2.18e+08,1.12e+08,1.12e+08,1.12e+08,-2.3283064365387e-10,1.12e+08,1.438e+09,4.407e+09,4.407e+09,1.23e+10,1.0938e+10,9.6e+07,4.8461e+10,-7.12e+08,4.9173e+10,4.318e+10,2.554e+09,3.439e+09,4.66e+08,4.495e+09,7.1567e+10,5.7903e+10,2.5832e+10,3.2071e+10,4.622e+09,1.069e+09,6.3604e+10,3.263e+09,1.141e+09,2.122e+09,-2.736e+09,7.887e+09,-4.51e+08,7.963e+09,7.963e+09,7.1567e+10,1.12e+08,1.12e+08,3.1e+07,1.7e+07,1.32e+08,-5.7e+07,2.35e+08,3.8e+07,3.9e+07,1.1e+07,6.6e+07,-5.2e+07,-1.36e+08,28000000.0000005,-999999.999999999,-6.6e+08,-3.59e+08,-3.59e+08,-3.59e+08,3.76e+08,4.632e+09,0.41566,0.13494,0.01407,0.00156,7.98744,0.06472,0.65116,0.63636,4.82558,46.29651,0.30233,0.00229,0.46429,8.49468,9.25797
"33","2018_Q2",78.9996875,"Up",7.93e+08,5.49e+08,5.9e+08,-4.1e+07,2.44e+08,7.6e+07,1.68e+08,-1.2e+07,7.81e+08,-4.3e+08,-6.1e+07,-3.69e+08,3.51e+08,3.51e+08,3.35e+08,-5.4e+07,2.81e+08,2.81e+08,2.81e+08,-2e+06,2.79e+08,1.173e+09,5.663e+09,5.663e+09,1.2104e+10,1.1971e+10,1.33e+08,4.8542e+10,-6.98e+08,4.924e+10,4.3295e+10,2.514e+09,3.431e+09,4.68e+08,4.385e+09,7.2335e+10,5.7635e+10,2.6674e+10,3.0961e+10,5.594e+09,1.058e+09,6.4335e+10,3.275e+09,1.141e+09,2.134e+09,-2.832e+09,8.11e+09,-5.53e+08,8e+09,8e+09,7.2335e+10,2.81e+08,2.81e+08,3.2e+07,1.2e+07,2.6e+07,7e+06,3.58e+08,8e+06,-9.8e+07,-3.8e+07,-1.47e+08,-5.3e+07,-1.28e+08,-7.7e+07,0,7.8e+08,9.91e+08,9.91e+08,9.91e+08,3.83e+08,5.642e+09,0.44262,0.35183,0.03488,0.00386,8.04187,0.078,1.62209,1.59429,4.61047,46.51163,0.30814,0.00459,0.18996,11.66841,12.73219
"34","2018_Q3",78.9755555555556,"Down",8.38e+08,5.9e+08,6.5e+08,-6e+07,2.48e+08,7.7e+07,1.7e+08,2.9e+07,8.67e+08,-4.37e+08,-6.4e+07,-3.73e+08,4.3e+08,4.3e+08,4.19e+08,-9.3e+07,3.26e+08,3.26e+08,3.26e+08,-2e+06,3.24e+08,1.424e+09,4.236e+09,4.236e+09,1.2049e+10,1.1915e+10,1.34e+08,4.9115e+10,-6.77e+08,4.9792e+10,4.3911e+10,2.476e+09,3.405e+09,4.67e+08,4.696e+09,7.1987e+10,5.721e+10,2.6894e+10,3.0316e+10,5.583e+09,1.057e+09,6.3908e+10,3.285e+09,1.141e+09,2.144e+09,-2.991e+09,8.374e+09,-5.89e+08,8.079e+09,8.079e+09,7.1987e+10,3.26e+08,3.26e+08,3e+07,-2.9e+07,1e+07,-8.1e+07,2.56e+08,999999.999999985,-5.53e+08,-1e+06,-5.69e+08,-5.1e+07,-1.63e+08,-6.6e+08,1e+06,-8.63e+08,-1.176e+09,-1.176e+09,-1.176e+09,4.6e+08,5.641e+09,0.51313,0.38663,0.0401,0.0045,7.91038,0.07836,1.89474,1.86207,4.90058,47.24561,0.29825,0.00521,0.15741,9.16739,9.80698
"35","2018_Q4",66.2409523809524,"Down",8.33e+08,5.99e+08,6.75e+08,-7.6e+07,2.34e+08,-1.03e+08,3.57e+08,0,8.33e+08,-4.4e+08,-6.5e+07,-3.75e+08,3.93e+08,3.93e+08,3.81e+08,-6.3e+07,3.18e+08,3.18e+08,3.18e+08,-2e+06,3.16e+08,9.45e+08,4.894e+09,4.894e+09,1.1998e+10,1.1862e+10,1.36e+08,4.8346e+10,-6.64e+08,4.901e+10,4.3066e+10,2.436e+09,3.508e+09,4.72e+08,4.793e+09,7.1448e+10,5.6006e+10,2.6705e+10,2.9301e+10,6.418e+09,1.154e+09,6.3662e+10,3.285e+09,1.141e+09,2.144e+09,-3.475e+09,8.587e+09,-6.11e+08,7.786e+09,7.786e+09,7.1448e+10,3.18e+08,3.18e+08,3.1e+07,0,4.5e+07,-4.1e+07,3.53e+08,-5e+06,7.71e+08,0,7.43e+08,-5.7e+07,-4.96e+08,-1.241e+09,1e+06,-9.17e+08,1.79e+08,1.79e+08,1.79e+08,4.24e+08,6.502e+09,0.47179,0.37935,0.04059,0.00442,8.17647,0.091,1.89222,1.85882,4.98802,46.62275,0.34132,0.00522,0.18038,13.10613,14.13995
"36","2019_Q1",67.3896721311475,"Up",8.64e+08,6.14e+08,7.04e+08,-9e+07,2.5e+08,2.61e+08,-1.1e+07,-1.6e+07,8.48e+08,-4.34e+08,-6.5e+07,-3.69e+08,4.14e+08,4.14e+08,4e+08,-9e+07,3.1e+08,3.1e+08,3.1e+08,-2e+06,3.08e+08,1.39e+09,3.171e+09,3.171e+09,1.2179e+10,1.2045e+10,1.34e+08,4.9492e+10,-6.71e+08,5.0163e+10,4.4159e+10,2.514e+09,3.49e+09,4.75e+08,4.111e+09,7.0818e+10,5.5561e+10,2.6871e+10,2.869e+10,6.463e+09,1.243e+09,6.3311e+10,3.289e+09,1.141e+09,2.148e+09,-3.954e+09,8.781e+09,-6.09e+08,7.507e+09,7.507e+09,7.0818e+10,3.1e+08,3.1e+08,2.7e+07,1.6e+07,-7e+06,3.03e+08,6.49e+08,-1.296e+09,91000000.0000002,4.6e+07,-1.183e+09,-1.02e+08,-4.99e+08,-1.04e+08,1e+06,-7.44e+08,-1.278e+09,-1.278e+09,-1.278e+09,4.41e+08,6.507e+09,0.47917,0.35648,0.04103,0.00435,8.4336,0.09188,1.90123,1.86667,5.33333,46.33951,0.62963,0.00579,0.33117,11.60317,12.3599
"37","2019_Q2",62.9844444444444,"Down",8.44e+08,6.06e+08,7.1e+08,-1.04e+08,2.38e+08,7.9e+07,1.67e+08,1.3e+07,8.57e+08,-4.33e+08,-6.3e+07,-3.7e+08,4.24e+08,4.24e+08,4.24e+08,-8.5e+07,3.39e+08,3.39e+08,3.39e+08,-2e+06,3.37e+08,1.063e+09,2.418e+09,2.418e+09,1.2348e+10,1.2212e+10,1.36e+08,4.9655e+10,-6.47e+08,5.0302e+10,4.4287e+10,2.491e+09,3.524e+09,4.74e+08,4.732e+09,7.069e+10,5.4091e+10,2.7849e+10,2.6242e+10,6.848e+09,1.407e+09,6.3281e+10,3.3e+09,1.141e+09,2.159e+09,-4.357e+09,8.979e+09,-5.13e+08,7.409e+09,7.409e+09,7.069e+10,3.39e+08,3.39e+08,2.9e+07,-1.3e+07,1.3e+07,-3.28e+08,4e+07,-7.4e+07,-1.51e+08,2e+06,-2.39e+08,-9.9e+07,-4.37e+08,-1.586e+09,0,-8.81e+08,-1.08e+09,-1.08e+09,-1.08e+09,4.53e+08,7.783e+09,0.50237,0.39929,0.04549,0.00477,8.5411,0.1101,2.13291,2.10625,5.34177,46.89241,0.62658,0.00617,0.29377,14.83444,15.84906
"38","2019_Q3",56.67203125,"Down",8.53e+08,6.03e+08,7.27e+08,-1.24e+08,2.5e+08,8.2e+07,1.68e+08,-4.4e+07,8.09e+08,-4.24e+08,-6.5e+07,-3.59e+08,3.85e+08,3.85e+08,3.85e+08,-8.7e+07,2.98e+08,2.98e+08,2.98e+08,-1e+06,2.97e+08,1.029e+09,2.552e+09,2.552e+09,1.2478e+10,1.2338e+10,1.4e+08,5.1144e+10,-6.57e+08,5.1801e+10,4.5835e+10,2.443e+09,3.523e+09,4.7e+08,4.864e+09,7.2537e+10,5.5537e+10,2.8536e+10,2.7001e+10,6.558e+09,1.386e+09,6.5214e+10,3.309e+09,1.141e+09,2.168e+09,-4.78e+09,9.176e+09,-3.82e+08,7.323e+09,7.323e+09,7.2537e+10,2.98e+08,2.98e+08,2.9e+07,4.4e+07,1e+06,1.3e+07,3.85e+08,-39999999.9999998,-1.534e+09,4999999.99999999,-1.582e+09,-1.04e+08,-4.24e+08,1.377e+09,2e+06,1.299e+09,1.02e+08,1.02e+08,1.02e+08,4.14e+08,8.291e+09,0.45135,0.34818,0.04056,0.00409,8.90537,0.1143,1.95395,1.95395,5.61184,48.17763,0.68421,0.00553,0.35017,17.54106,18.86234
"39","2019_Q4",59.37375,"Up",8.42e+08,5.86e+08,7.11e+08,-1.25e+08,2.56e+08,-1.11e+08,3.67e+08,-3.5e+07,8.07e+08,-4.35e+08,-6.6e+07,-3.69e+08,3.72e+08,3.72e+08,3.72e+08,-8e+07,2.92e+08,2.92e+08,2.92e+08,-2e+06,2.9e+08,1.229e+09,2.888e+09,2.888e+09,1.2575e+10,1.2429e+10,1.46e+08,5.0839e+10,-6.52e+08,5.1491e+10,4.5501e+10,2.451e+09,3.539e+09,4.67e+08,4.85e+09,7.2848e+10,5.6809e+10,2.9675e+10,2.7134e+10,7.311e+09,1.477e+09,6.5648e+10,3.313e+09,1.141e+09,2.172e+09,-5.146e+09,9.369e+09,-3.36e+08,7.2e+09,7.2e+09,7.2848e+10,2.92e+08,2.92e+08,2.8e+07,3.5e+07,1.2e+07,7.7e+07,4.44e+08,-5e+06,2.66e+08,2e+06,2.31e+08,-1e+08,-3.69e+08,1.314e+09,-4e+06,-1.41e+08,5.34e+08,5.34e+08,5.34e+08,4e+08,7.362e+09,0.44181,0.34442,0.04028,0.00398,9.11778,0.10106,1.9863,1.93333,5.76712,49.31507,0.68493,0.00535,0.34483,15.3325,16.48656
"40","2020_Q1",47.4296774193548,"Down",8.1e+08,5.44e+08,6.59e+08,-1.15e+08,2.66e+08,2.73e+08,-8e+06,-8e+06,8.02e+08,-4.45e+08,-7e+07,-3.75e+08,3.57e+08,3.57e+08,3.57e+08,-8.4e+07,2.73e+08,2.73e+08,2.73e+08,-2e+06,2.71e+08,9.73e+08,4.845e+09,4.845e+09,1.2553e+10,1.2398e+10,1.55e+08,4.9732e+10,-6.37e+08,5.0369e+10,4.4487e+10,2.44e+09,3.442e+09,4.57e+08,4.842e+09,7.3402e+10,5.7295e+10,2.9913e+10,2.7382e+10,7.269e+09,1.44e+09,6.6075e+10,3.315e+09,1.141e+09,2.174e+09,-5.291e+09,9.538e+09,-2.35e+08,7.327e+09,7.327e+09,7.3402e+10,2.73e+08,2.73e+08,3e+07,8e+06,0,-9e+07,2.21e+08,-9.65e+08,1.095e+09,9.9e+08,1.096e+09,-9.9e+07,-1.46e+08,6.06e+08,1.053e+09,3.84e+08,1.701e+09,1.701e+09,1.701e+09,3.87e+08,7.34e+09,0.44074,0.33457,0.03699,0.00369,9.01802,0.1,1.88194,1.90845,5.625,50.88194,0.6875,0.00504,0.36531,16.4522,17.83473
"41","2020_Q2",31.1022222222222,"Down",7.5e+08,5.13e+08,6.09e+08,-9.6e+07,2.37e+08,7.5e+07,1.63e+08,-4.11e+08,3.39e+08,-4.17e+08,-5.7e+07,-3.6e+08,-7.8e+07,-7.8e+07,-7.8e+07,1.9e+07,-5.9e+07,-5.9e+07,-5.9e+07,454981.201413395,-5.9e+07,8.48e+08,4.007e+09,4.007e+09,1.3179e+10,1.3041e+10,1.38e+08,5.2542e+10,-9.16e+08,5.3458e+10,4.7703e+10,2.315e+09,3.44e+09,4.54e+08,5.307e+09,7.6337e+10,5.7366e+10,2.972e+10,2.7646e+10,7.434e+09,1.872e+09,6.8935e+10,3.309e+09,1.141e+09,2.168e+09,-5.47e+09,9.389e+09,1.74e+08,7.402e+09,7.402e+09,7.6337e+10,-5.9e+07,-5.9e+07,2.7e+07,4.11e+08,-7.5e+07,3.95e+08,6.99e+08,-3.53e+08,-3.174e+09,8e+06,-3.534e+09,-9.5e+07,-1.96e+08,-2.9e+07,1168395267.31952,1.872e+09,-9.63e+08,-9.63e+08,-9.63e+08,-5.1e+07,9.697e+09,-0.104,-0.07867,-0.00797,-0.00077,9.31302,0.12703,-0.41844,-0.41844,5.31915,52.49645,0.67376,0.00047,-1.61017,-173.5098,-113.44872
"42","2020_Q3",34.8709375,"Up",7.18e+08,4.71e+08,5.11e+08,-4e+07,2.47e+08,8.2e+07,1.64e+08,-1.38e+08,5.8e+08,-4.34e+08,-6.2e+07,-3.72e+08,1.46e+08,1.46e+08,1.46e+08,-2.8e+07,1.18e+08,1.18e+08,1.18e+08,-1e+06,1.17e+08,1.048e+09,1.2263e+10,1.2263e+10,1.2912e+10,1.2759e+10,1.53e+08,5.2439e+10,-1.007e+09,5.3446e+10,4.7703e+10,2.164e+09,3.579e+09,4.5e+08,5.285e+09,8.4397e+10,6.772e+10,3.2138e+10,3.5582e+10,6.521e+09,1.602e+09,7.6595e+10,3.314e+09,1.141e+09,2.173e+09,-5.469e+09,9.404e+09,1.58e+08,7.802e+09,7.802e+09,8.4397e+10,1.18e+08,1.18e+08,2.9e+07,1.38e+08,-3.2e+07,-2.08e+08,44999999.9999999,2.56e+08,-54999999.9999995,2000000.00000012,1.9e+08,-9.6e+07,2e+06,1.0356e+10,434189182.970375,8.221e+09,8.456e+09,8.456e+09,8.456e+09,1.75e+08,7.273e+09,0.20334,0.16295,0.015,0.00139,9.81735,0.08618,0.84173,0.82979,5.16547,53.28777,0.69065,0.00252,0.82051,35.57143,42.6369900000001
