"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","notes_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","long_term_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"37","2019_Q2",33.7934920634921,"Up",1384380000,-900522000,-848198000,483858000,-268625000,-268625000,215233000,3287000,-7731000,11018000,218520000,-48121000,170399000,-42454000,127945000,127945000,127945000,127945000,759603000,749600000,2797440000,353541000,2443899000,595806000,221232000,221232000,4374081000,876003000,4994693000,4994693000,335836000,64131000,138717000,6206532000,10580613000,1025089000,380918000,644171000,2564975000,1192925000,1372050000,3590064000,4744694000,4744694000,448244000,192759000,93897000,215969000,5192938000,8783002000,1797611000,10580613000,32671000,-35255000,-34945000,-77200000,-60859000,-293724000,-221323000,-61096000,616000,-61712000,-415679000,-460208000,-460208000,-460617000,7309669000,0.34951,0.15547,0.09242,0.07118,0.01209,1.21839,4.88593,0.69085,0.80311,0.79953,8.6898,0.38201,4,0.01976,0.47567,30.43244
"38","2019_Q3",32.16375,"Down",1632619000,-1031939000,-979266000,600680000,-307617000,-307617000,293063000,-176000,-7784000,7608000,292887000,-36806000,256081000,-60450000,195631000,195631000,195631000,195631000,924638000,924638000,2687431000,325306000,2362125000,470610000,229482000,229482000,4312161000,855998000,5232280000,5232280000,339877000,64449000,140789000,6428155000,10740316000,940369000,324464000,615905000,2801883000,405695000,2396188000,3742252000,4650176000,4650176000,437247000,185289000,92539000,251958000,5087423000,8829675000,1910641000,10740316000,463561000,-47974000,-249408000,-287375000,-59982000,137407000,196919000,-42692000,217000,-42909000,34733000,210919000,210919000,214767000,7452059000,0.36792,0.1795,0.11983,0.10239,0.01821,1.15229,4.62132,0.69384,1.23185,1.22711,10.28026,0.37769,5,0.02608,0.306610000000012,22.2731
"39","2019_Q4",35.28125,"Up",1272519000,-802268000,-748878000,470251000,-309031000,-309031000,161220000,-2588000,-7789000,5201000,158632000,-41376000,117256000,-30693000,86563000,86563000,86563000,86563000,862381000,862381000,2517617000,307616000,2210001000,489098000,219901000,219901000,4088997000,844446000,5305579000,5305579000,337208000,63727000,141462000,6487233000,10576230000,905941000,348951000,556990000,2792810000,1013137000,1779673000,3698751000,4607041000,4607041000,434219000,171593000,89032000,262626000,5041260000,8740011000,1836219000,10576230000,352417000,-37932000,-148967000,-186899000,-58568000,-52690000,-122545000,-111486000,1347000,-112833000,-222744000,-57226000,-57226000,-64775000,7399851000,0.36954,0.12669,0.06802,0.04714,0.00818,1.10551,4.75979,0.69967,0.55408,0.5516,8.14522,0.37489,5,0.01501,0.67659,40.54999
"40","2020_Q1",29,"Down",1072271000,-705507000,-653456000,366764000,-313783000,-313783000,52981000,1284000,-7774000,-7313000,54265000,-40586000,13679000,-183000.000000004,13496000,13496000,13496000,13496000,833868000,833868000,2531856000,259334000,2272522000,603571000,233528000,233528000,4202823000,847382000,5101844000,5101844000,376110000,64160000,210746000,6325336000,10528159000,876668000,294380000,582288000,2320104000,571995000,1748109000,3196772000,5124826000,5124826000,402562000,128651000,96526200.0700931,265776000,5527388000,8724160000,1803999000,10528159000,19623000,-60279000,106634000,43348000,-57812000,26936000,-1234525000,-81246000,-2180000,-79066000,-108533000,-45561999.9999999,-47867000.0000001,-43757000,7444930000,0.34204,0.04941,0.01259,0.00747999999999999,0.00128,1.31471,4.83601,0.70714,0.08771,0.08716,6.96891,0.37573,6,0.00739,4.28364,124.78175
"41","2020_Q2",21.0457142857143,"Down",1298244000,-780868000,-780868000,517376000,-277971000,-277971000,239405000,-65420000,-60228000,155000,173985000,-79419000,94566000,-24871000,69695000,69695000,69695000,69695000,1465061000,1465061000,2658137000,299148000,2358989000,610924000,242260000,242260000,4976382000,826845000,4933418000,4933418000,403302000,64063000,211383000,6163565000,11139947000,917946000,333411000,584535000,3662124000,1335664000,2326460000,4580070000,4478078000,4478078000,389816000,128054000,111111219.77467,255543000,4867894000,9447964000,1691983000,11139947000,-8582000,-32928000,61216000,28288000,-58817000,721362000,41290000,-7037000,34000,-7071000,655508000,675214000,669482000,669482000,8140202000,0.39852,0.18441,0.05368,0.04119,0.00626,1.08653,5.58396,0.73072,0.45551,0.45332,8.48503,0.38441,4,0.01257,0.84392,27.88221
"42","2020_Q3",26.088125,"Up",865227000,-561646000,-561646000,303581000,-224365000,-224365000,79216000,-64043000,-69956000,155999.999999999,15173000,-133128000,-117955000,25738000,-92217000,-92217000,-92217000,-92217000,3856597000,3856597000,2173051000,271431000,1901620000,429339000,352847000,352847000,6811834000,816989000,5078371000,5078371000,448958000,64192000,243200000,6344318000,13156152000,903676000,317462000,586214000,3733425000,1547388000,2186037000,4655097000,6488499000,6488499000,388851000,126997000,123956629.591912,255635000,6877350000,11532447000,1623705000,13156152000,618785000,-34098000,-145468000,-179566000,-3100000.00000001,2033312000,417053000,-78000,7000,-84999.9999999925,2048129000,2487348000,2492698000,2492698000,10221924000,0.35087,0.09156,-0.10658,-0.05679,-0.00701,1.46331,7.10255,0.77697,-0.60193,-0.60485,5.64762,0.02023,4,-0.00728,-0.0336200000000006,80.35406
"43","2020_Q4",33.25,"Up",1165684000,-858989000,-676796000,306695000,-231721000,-231721000,74974000,109704000,106877000,155000,184678000,-51750000,132928000,-12710000,120218000,120218000,120218000,120218000,3560950000,3560950000,1934323000,232845000,1701478000,322375000,339086000,339086000,6156734000,785165000,5142014000,5142014000,448362000,64884000,245518000,6375541000,12532275000,850385000,289103000,561282000,3337047000,1227763000,2109284000,4217431000,6171676000,6171676000,373270000,126232000,126232000,240819000,6544946000,10762377000,1769898000,12532275000,524865000,-25269000,-58507000,-83776000,-3085000,-781188000,-924494000,-684000,55000,-739000,-772960000,-331871000,-325418000,-325418000,9508723000,0.2631,0.06432,0.10313,0.06792,0.00959,1.45983,6.08079,0.75874,0.78444,0.77478,7.60627,0.02013,6,0.01058,0.02566,79.33114
"44","2021_Q1",36.1045901639344,"Up",725222000,-480689000,-416435000,244533000,-316570000,-316570000,-72037000,-5649999.99999997,-7813999.99999997,-2314000,-77687000,-47582000,-125269000,28871000,-96398000.0000001,-96398000.0000001,-96398000.0000001,-96398000.0000001,3257203000,3257203000,1652621000,143082000,1509539000,523497000,412112000,412112000,5845433000,743784000,4933469000,4933469000,487915000,65976000,263401000,6165168000,12010601000,848118000,290904000,557214000,3053871000,1014274000,2039597000,3981954000,5932933000,5932933000,372929000,114206000,114206000,250116000,6305862000,10287816000,1722785000,12010601000,42822000,-38755000,207026000,168271000,-3085000,-603446000,-453446000,-118000,-7000,-111000,-556694000,-345601000,-332960000,-332960000,8986804000,0.33718,-0.09933,-0.13292,-0.05595,-0.00803,1.46798,5.97162,0.74824,-0.62888,-0.6249,4.7312,0.02013,4,-0.00842,-0.032,-79.53692
"45","2021_Q2",45.2130158730159,"Up",1422507000,-811622000,-811622000,610885000,-231844000,-231844000,379041000,-61736000,-63415000,277000,317305000,22840000,340145000,-81001000,259144000,259144000,259144000,259144000,2320645000,2320645000,2014763000,216569000,1798194000,470997000,380730000,380730000,5187135000,718968000,4958583000,4958583000,474302000,65157000,273758000,6151853000,11338988000,973204000,402764000,570440000,2387506000,765263000,1622243000,3454597000,5478091000,5478091000,429914000,103854000,103854000,317378000,5908005000,9362602000,1976386000,11338988000,162781000,-18813000,-7920000,-26733000,-23105000,-1057717000,-1670757000,-5646000,-52394.9796150849,-5646000,-1012719000,-876671000,-881834000,-881834000,7865597000,0.42944,0.26646,0.18217,0.13112,0.02285,1.50152,4.73723,0.69368,1.68848,1.67742,9.26847,0.15054,6,0.02748,0.08916,14.6289
"46","2021_Q3",39.4171875,"Down",1532058000,-924449000,-924449000,607609000,-261509000,-261509000,346100000,-52922000,-56343000,690000,293178000,-17119000,276059000,-69719000,206340000,206340000,206340000,206340000,1741968000,1741968000,1893089000,263453000,1629636000,457648000,376899000,376899000,4469604000,694378000,5259318000,5259318000,485926000,65395000,288997000,6439622000,10909226000,1018616000,430876000,587740000,2330863000,749037000,1581826000,3451151000,4745024000,4745024000,528779000,105833000,105833000,414033000,5273803000,8724954000,2184272000,10909226000,481519000,-18755000,-339791000,-358546000,-23104000,-815181000,-799636000,-5265000,220206.693846553,-5265000,-733646000,-610673000,-612388000,-612388000,7075887000,0.3966,0.22591,0.13468,0.09447,0.01891,1.29511,3.99444,0.64861,1.34443,1.33562,9.98226,0.15054,7,0.02344,0.11197,15.4115
"47","2021_Q4",36.63546875,"Down",1365310000,-850193000,-913374137.848534,515117000,-254312000,-254312000,260805000,-51493000,-52549000,858000,209312000,-11823000,197489000,-34516000,162973000,162973000,162973000,162973000,2061303000,2061303000,282627000,282627000,1531899813.73157,475314000,1889176000,1889176000,4708420000,671836000,5322436000,5322436000,497112000,63841000,305212000,6491384000,11199804000,982068000,382216000,599852000,2355418000,804648412.675446,1451386961.0804,3430112000,5073936000,4262322138.5112,361862000,103144000,104858686.667312,250133000,5435798000,8865910000,2333894000,11199804000,281251000,-23908000,-126360000,-150268000,-23107000,187745000,16214161.7927082,-634000,1002955.02038491,-634000,194819000,325802000,332680000,321630000,7429354000,0.37729,0.19102,0.11937,0.06983,0.01455,1.37267,3.79876,0.66335,1.05921,1.05065,8.87354,0.15018,8,0.01838,0.14178,20.58262
"48","2022_Q1",38.0224193548387,"Up",1016433000,-849967000,-906439396.812704,166466000,-300509000,-300509000,-134043000,161949000,141335000,18251000,27906000,-22362000,5544000,16023000,21567000,21567000,21567000,21567000,1874745000,1874745000,182148000,182148000,1605808845.10191,712942000,1780256000,1780256000,4550091000,683984000,5106377000,5106377000,710603000,63177000,564504000,6500964000,11051055000,976959000,374978000,601981000,2293782000,838177044.42983,1272143102.50571,3342887000,4813797000,4164395688.14349,341127000,95299000,99520736.9701075,236567000,5154924000,8497811000,2553244000,11051055000,50150000,-58705000,134805000,76100000,-23110000,-308329000,78557448.4135416,2410000,2488000,-78000.0000000075,-333385000,-207135000,-222407000,-211357000,7107579000,0.16377,-0.13188,0.02122,0.00845000000000001,0.00195,1.36113,3.32824,0.64316,0.14017,0.13904,6.60609,0.1502,6,0.00447,1.07154,-39.03847
"49","2022_Q2",35.1758064516129,"Down",1495186000,-895536000,-895536000,599650000,-239625000,-239625000,360025000,-40759000,-49810000,11030000,319266000,-28694000,290572000,-68070000,222502000,222502000,222502000,222502000,1393731000,1393731000,1953928000,254286000,1699642000,714259000,325339000,325339000,4387257000,663807000,5121911000,5121911000,721665000,62607000,587132000,6507383000,10894640000,1074841000,476917000,597924000,2143373000,816016000,1327357000,3283263000,4470086000,4470086000,632190000,93792000,93792000,528820000,5102276000,8385539000,2509101000,10894640000,139321000,-27999000,-93136000,-121135000,-24056000,-255372000,-317827000,-261737000,4867491.63269181,-261737000,-483505000,-465319000,-467062000,-467062000,6613459000,0.40105,0.24079,0.14881,0.08868,0.02042,1.33625,3.34205,0.60704,1.45598,1.44553,9.78403,0.15741,5,0.02528,0.10812,14.49824
"50","2022_Q3",37.3184375,"Up",1469087000,-879721000,-879721000,589366000,-235233000,-235233000,354133000,-48844000,-55369000,10055000,305289000,-28869000,276420000,-60571000,215849000,215849000,215849000,215849000,2194259000,2194259000,1977019000,302049000,1674970000,726586000,410304000,410304000,5308168000,652153000,5428714000,5428714000,732583000,61890000,601299000,6813450000,12121618000,1008962000,416703000,592259000,2588936000,701384000,1887552000,3675903000,5204317000,5204317000,606246000,91362000,91362000,505695000,5810563000,9486466000,2635152000,12121618000,104865000,-27016000,-345308000,-372324000,-23090000,1259265000,-930424000,-64091000,8333579.91846034,-64091000,1168442000,900983000,888313000,888313000,7793253000,0.40118,0.24106,0.14693,0.08191,0.01781,1.44404,3.59997,0.64292,1.46626,1.46007,9.97946,0.15685,7,0.02165,0.10697,15.81043
