"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",60.2611290322581,"Down",6.47e+08,-2.86e+08,3.61e+08,-2.18e+08,-1.74e+08,-4.4e+07,1.43e+08,0,1.43e+08,1.43e+08,-3.9e+07,1.04e+08,1.04e+08,1.04e+08,1.04e+08,9.09e+08,9.09e+08,5.24e+08,5.24e+08,4.1e+07,7.9e+07,7.9e+07,1.553e+09,1.43e+08,1.355e+09,9.33e+08,3.4e+07,3.3e+07,1.498e+09,3.051e+09,2.43e+08,1.07e+08,1.36e+08,4.51e+08,3.52e+08,9.9e+07,6.94e+08,2.78e+08,2.01e+08,8e+07,9.1e+07,4.79e+08,1.173e+09,8.77e+08,1.544e+09,2.2e+07,1.878e+09,1.878e+09,3.051e+09,1.04e+08,3.2e+07,7e+06,1e+07,6e+06,-3.6e+07,-1.9e+07,-5e+06,-1.2e+07,1.07e+08,-1.8e+07,-1.8e+07,-2.3e+07,-4.1e+07,-4e+06,-4e+06,-4e+06,-2e+06,-2e+06,2.1e+07,1.5e+07,8.1e+07,8.1e+07,7e+06,8.8e+07,1.75e+08,2.78e+08,1.6e+08,0.55796,0.22102,0.16074,0.05538,0.03409,1.53846,2.23775,0.6246,0.09112,0.61684,0.6036,3.83749,11.13879,0.94899,0.04412,0.06788,-3.60571,-4.41259
"12","2013_Q1",57.2913333333333,"Down",7.4e+08,-3.3e+08,4.1e+08,-2.6e+08,-2.1e+08,-5e+07,1.5e+08,-1e+06,1.49e+08,1.49e+08,-3.7e+07,1.12e+08,1.12e+08,1.12e+08,1.12e+08,7.29e+08,7.29e+08,6.68e+08,6.68e+08,4.7e+07,9e+07,9e+07,1.534e+09,1.5e+08,1.382e+09,9.32e+08,2.9e+07,6.2e+07,1.532e+09,3.066e+09,2.99e+08,1.41e+08,1.58e+08,5.07e+08,3.75e+08,1.32e+08,8.06e+08,2.74e+08,2.07e+08,7.3e+07,2.1e+07,4.81e+08,1.287e+09,9e+08,1.656e+09,2.9e+07,1.779e+09,1.779e+09,3.066e+09,1.12e+08,3.3e+07,5.7e+07,1.2e+07,4.9e+07,-7.8e+07,-1.45e+08,-7e+06,7.4e+07,1.24e+08,-1.8e+07,-1.8e+07,-5.6e+07,-7.4e+07,-3e+06,-3e+06,-3e+06,-2.38e+08,-2.38e+08,1.1e+07,-2.3e+08,-1.8e+08,-1.8e+08,0,-1.8e+08,1.83e+08,2.74e+08,1.24e+08,0.55405,0.2027,0.15135,0.06296,0.03653,1.10714,1.90323,0.72344,0.08937,0.66826,0.65689,4.41527,10.61456,0.73986,0.04956,0.05487,-2.48634,-3.03333
"13","2013_Q2",49.6965625,"Down",5.87e+08,-2.82e+08,3.05e+08,-2.29e+08,-1.79e+08,-5e+07,7.6e+07,-1e+06,7.5e+07,7.5e+07,-1.6e+07,5.9e+07,5.9e+07,5.9e+07,5.9e+07,8.53e+08,8.53e+08,5.1e+08,5.1e+08,6.5e+07,8.1e+07,8.1e+07,1.509e+09,1.48e+08,1.36e+09,9.21e+08,2.5e+07,6.2e+07,1.508e+09,3.017e+09,2.26e+08,1.11e+08,1.15e+08,5.57e+08,4.57e+08,1e+08,7.83e+08,2.71e+08,2.1e+08,7.1e+07,2.2e+07,4.81e+08,1.264e+09,9.22e+08,1.715e+09,1.7e+07,1.753e+09,1.753e+09,3.017e+09,5.9e+07,3.4e+07,1.6e+07,1.3e+07,6e+06,1.34e+08,1.58e+08,-1.8e+07,-6e+06,2.43e+08,-1e+07,-1e+07,-1.7e+07,-2.7e+07,-4e+06,-4e+06,-4e+06,-9.3e+07,-9.3e+07,1e+07,-8.7e+07,1.29e+08,1.29e+08,-5e+06,1.24e+08,1.1e+08,2.71e+08,2.5e+08,0.51959,0.12947,0.10051,0.03366,0.01956,4.23729,1.9272,0.72105,0.08982,0.35671,0.35015,3.54897,10.59855,1.51149,0.02641,0.11191,-5.29091,-7.65789
"14","2013_Q3",54.1759375,"Up",6.7e+08,-2.91e+08,3.79e+08,-2.32e+08,-1.85e+08,-4.7e+07,1.47e+08,2.3283064365387e-10,1.47e+08,1.47e+08,-3.9e+07,1.08e+08,1.08e+08,1.08e+08,1.08e+08,8.26e+08,8.26e+08,5.14e+08,5.14e+08,7e+07,8.3e+07,8.3e+07,1.493e+09,1.56e+08,1.393e+09,9.34e+08,2.4e+07,8.5e+07,1.549e+09,3.042e+09,2.21e+08,1.05e+08,1.16e+08,5.53e+08,4.22e+08,1.31e+08,7.74e+08,2.63e+08,2.15e+08,7.2e+07,2.8e+07,4.78e+08,1.252e+09,9.43e+08,1.823e+09,1.2e+07,1.79e+09,1.79e+09,3.042e+09,1.08e+08,3.6e+07,1.3e+07,1.4e+07,-3.72529029846191e-09,-1.7e+07,-1000000.00000003,-5e+06,-1.1e+07,1.4e+08,-2.1e+07,-2.1e+07,-5.6e+07,-7.7e+07,-4e+06,-4e+06,-4e+06,-9.1e+07,-9.1e+07,9e+06,-8.6e+07,-2.3e+07,-2.3e+07,-4e+06,-2.7e+07,1.83e+08,2.63e+08,1.84e+08,0.56567,0.2194,0.16119,0.06034,0.0355,1.7037,1.92894,0.69944,0.08646,0.66095,0.64943,4.10037,10.95471,1.12607,0.04762,0.08113,-3.0765,-3.82993
"15","2013_Q4",41.819375,"Down",6.66e+08,-3.08e+08,3.58e+08,-2.26e+08,-1.83e+08,-4.3e+07,1.32e+08,0,1.32e+08,1.32e+08,-3.4e+07,9.8e+07,9.8e+07,9.8e+07,9.8e+07,8.62e+08,8.62e+08,5.46e+08,5.46e+08,6.7e+07,8.5e+07,8.5e+07,1.56e+09,1.57e+08,1.401e+09,9.45e+08,2.5e+07,8.3e+07,1.558e+09,3.118e+09,2.22e+08,9.8e+07,1.24e+08,5e+08,3.74e+08,1.26e+08,7.22e+08,2.55e+08,2.23e+08,8.1e+07,2.9e+07,4.78e+08,1.2e+09,9.65e+08,1.921e+09,2.1e+07,1.918e+09,1.918e+09,3.118e+09,9.8e+07,3.9e+07,1e+07,1.2e+07,1e+06,-8.3e+07,-3.1e+07,4e+06,-5.6e+07,6.4e+07,-1.3e+07,-1.3e+07,-2.2e+07,-3.5e+07,-3e+06,-3e+06,-3e+06,-3e+06,-3e+06,1.1e+07,5e+06,3.4e+07,3.4e+07,2e+06,3.6e+07,1.71e+08,2.55e+08,1.09e+08,0.53754,0.1982,0.14715,0.05109,0.03143,1.11224,2.16066,0.62565,0.08178,0.60049,0.58859,4.08088,11.75245,0.66789,0.0409,0.04549,-3.54971,-4.59848
"16","2014_Q1",42.1532786885246,"Up",7.69e+08,-3.38e+08,4.31e+08,-2.54e+08,-2.1e+08,-4.4e+07,1.77e+08,-2.3e+07,1.54e+08,1.54e+08,-4.2e+07,1.12e+08,1.12e+08,1.12e+08,1.12e+08,6.95e+08,6.95e+08,7.17e+08,7.17e+08,5.6e+07,9.5e+07,9.5e+07,1.563e+09,1.61e+08,1.372e+09,9.46e+08,2.4e+07,5.8e+07,1.533e+09,3.096e+09,2.5e+08,1.14e+08,1.36e+08,5e+08,3.9e+08,1.1e+08,7.76e+08,2.48e+08,2.15e+08,7.6e+07,2.7e+07,4.63e+08,1.239e+09,9.75e+08,2.033e+09,3.3e+07,1.857e+09,1.857e+09,3.096e+09,1.12e+08,3.8e+07,4.6e+07,1e+07,1.1e+07,-1.33e+08,-1.72e+08,1e+07,2.9e+07,6.3e+07,-1.6e+07,-1.6e+07,-1.9e+07,-3.5e+07,-4e+06,-4e+06,-4e+06,-1.95e+08,-1.95e+08,5e+06,-1.94e+08,-1.66e+08,-1.66e+08,-1e+06,-1.67e+08,2.15e+08,2.74e+08,1.08e+08,0.56047,0.23017,0.14564,0.06031,0.03618,0.96429,2.01418,0.66721,0.0885,0.69307,0.68168,4.75866,11.49134,0.66832,0.04774,0.04604,-1.95814,-2.37853
"17","2014_Q2",42.1703174603175,"Up",6.28e+08,-2.95e+08,3.33e+08,-2.44e+08,-1.88e+08,-5.6e+07,8.9e+07,-7e+06,8.2e+07,8.2e+07,-2.3e+07,5.9e+07,5.9e+07,5.9e+07,5.9e+07,9.22e+08,9.22e+08,6.07e+08,6.07e+08,4.2e+07,8.8e+07,8.8e+07,1.659e+09,1.59e+08,1.36e+09,9.46e+08,2.4e+07,5.3e+07,1.519e+09,3.178e+09,2.3e+08,9.7e+07,1.33e+08,6.52e+08,4.99e+08,1.53e+08,8.82e+08,2.4e+08,2.07e+08,7.5e+07,3e+07,4.47e+08,1.329e+09,9.95e+08,2.092e+09,3.2e+07,1.849e+09,1.849e+09,3.178e+09,5.9e+07,4.1e+07,1.4e+07,1.2e+07,-5e+06,2.29e+08,1.11e+08,1.4e+07,1.04e+08,3.43e+08,-1.2e+07,-1.2e+07,-2.5e+07,-3.7e+07,-4e+06,-4e+06,-4e+06,-8.6e+07,-8.6e+07,8e+06,-8.2e+07,2.24e+08,2.24e+08,3e+06,2.27e+08,1.3e+08,2.4e+08,3.7e+08,0.53025,0.14172,0.09395,0.03191,0.01857,6.27119,1.88095,0.71877,0.07552,0.37247,0.36669,3.96465,11.67298,2.33586,0.0257,0.16115,-5.24615,-7.66292
"18","2014_Q3",42.41984375,"Up",6.76e+08,-3.05e+08,3.71e+08,-2.38e+08,-1.88e+08,-5e+07,1.33e+08,-999999.999999998,1.32e+08,1.32e+08,-3.6e+07,9.6e+07,9.6e+07,9.6e+07,9.6e+07,9.34e+08,9.34e+08,5.5e+08,5.5e+08,5e+07,1.03e+08,1.03e+08,1.637e+09,1.56e+08,1.343e+09,9.5e+08,2.4e+07,4.7e+07,1.499e+09,3.136e+09,2.37e+08,1.12e+08,1.25e+08,6.09e+08,4.42e+08,1.67e+08,8.46e+08,2.25e+08,2.03e+08,7.2e+07,3.2e+07,4.28e+08,1.274e+09,1.014e+09,2.188e+09,3.4e+07,1.862e+09,1.862e+09,3.136e+09,9.6e+07,4.3e+07,7e+06,1.3e+07,-7e+06,-8e+06,5.7e+07,-8e+06,-5.7e+07,1.38e+08,-9e+06,-9e+06,-1.9e+07,-2.8e+07,-7e+06,-7e+06,-7e+06,-9.8e+07,-9.8e+07,7e+06,-9.8e+07,1.2e+07,1.2e+07,0,1.2e+07,1.76e+08,2.25e+08,1.95e+08,0.54882,0.19675,0.14201,0.05156,0.03061,2.03125,1.93499,0.68421,0.07175,0.61185,0.60226,4.30848,11.86743,1.24283,0.04192,0.08515,-4.02841,-5.33083
"19","2014_Q4",42.82765625,"Up",6.67e+08,-3.17e+08,3.5e+08,-2.27e+08,-1.81e+08,-4.6e+07,1.23e+08,0,1.23e+08,1.23e+08,-2.9e+07,9.4e+07,9.4e+07,9.4e+07,9.4e+07,8.48e+08,8.48e+08,5.22e+08,5.22e+08,4.4e+07,9.2e+07,9.2e+07,1.506e+09,1.57e+08,1.355e+09,9.58e+08,2.3e+07,4.6e+07,1.512e+09,3.018e+09,2.45e+08,1.18e+08,1.27e+08,4.81e+08,3.8e+08,1.01e+08,7.71e+08,2.1e+08,1.95e+08,7.3e+07,3.2e+07,4.05e+08,1.176e+09,1.033e+09,2.282e+09,4e+06,1.842e+09,1.842e+09,3.018e+09,9.4e+07,4.4e+07,5e+06,1.1e+07,-5e+06,-4.1e+07,3.1e+07,6e+06,-7.8e+07,1.02e+08,-1.6e+07,-1.6e+07,-6.2e+07,-7.8e+07,-8e+06,-8e+06,-8e+06,-9.8e+07,-9.8e+07,7e+06,-9.9e+07,-7.5e+07,-7.5e+07,-1.1e+07,-8.6e+07,1.67e+08,2.55e+08,1.39e+08,0.52474,0.18441,0.14093,0.05103,0.03115,1.47872,1.95331,0.63844,0.08449,0.60841,0.59835,4.31715,11.92233,0.89968,0.04101,0.06065,-3.5509,-4.82114
"20","2015_Q1",43.7324590163934,"Up",7.61e+08,-3.36e+08,4.25e+08,-2.67e+08,-2.13e+08,-5.4e+07,1.58e+08,-1e+06,1.57e+08,1.57e+08,-3.9e+07,1.18e+08,1.18e+08,1.18e+08,1.18e+08,8.34e+08,8.34e+08,6.19e+08,6.19e+08,3.8e+07,8.1e+07,8.1e+07,1.572e+09,1.59e+08,1.401e+09,9.48e+08,2e+07,9.8e+07,1.56e+09,3.132e+09,2.51e+08,1.26e+08,1.25e+08,4.71e+08,3.7e+08,1.01e+08,9.95e+08,1.95e+08,2.35e+08,9.9e+07,3.2e+07,4.3e+08,1.425e+09,1.055e+09,6.56e+08,-4e+06,1.707e+09,1.707e+09,3.132e+09,1.18e+08,4.1e+07,2.9e+07,1.4e+07,1.5e+07,-9.1e+07,-9.8e+07,6e+06,1e+06,9.7e+07,-1.7e+07,-1.7e+07,-3.8e+07,-5.5e+07,2.13e+08,-7e+06,-7e+06,-2.69e+08,-2.69e+08,9e+06,-4.7e+07,-5e+06,-5e+06,-9e+06,-1.4e+07,1.99e+08,4.68e+08,1.3e+08,0.55848,0.20762,0.15506,0.06913,0.03768,1.10169,1.5799,0.8348,0.14943,0.77939,0.76723,5.02642,11.27477,0.85865,0.04896,0.05394,-1.8392,-2.31646
"21","2015_Q2",41.1501587301587,"Down",5.82e+08,-3.05e+08,2.77e+08,-2.47e+08,-1.84e+08,-6.3e+07,3e+07,0,3e+07,3e+07,-8e+06,2.2e+07,2.2e+07,2.2e+07,2.2e+07,8.81e+08,8.81e+08,5.83e+08,5.83e+08,4.2e+07,8.5e+07,8.5e+07,1.591e+09,1.62e+08,1.35e+09,9.24e+08,1.9e+07,8.8e+07,1.512e+09,3.103e+09,2.67e+08,1.48e+08,1.19e+08,5.76e+08,4.92e+08,8.4e+07,8.5e+08,5.93e+08,2.16e+08,9.5e+07,3.1e+07,8.09e+08,1.659e+09,1.078e+09,4.05e+08,-3.9e+07,1.444e+09,1.444e+09,3.103e+09,2.2e+07,4.2e+07,1.1e+07,1.7e+07,-6e+06,1.47e+08,3.7e+07,-4e+06,1.14e+08,2.22e+08,-1.7e+07,-1.7e+07,-1.5e+07,-3.2e+07,1.33e+08,3.53e+08,-2.47e+08,-2.69e+08,-2.69e+08,6e+06,-1.3e+08,6e+07,6e+07,-1.3e+07,4.7e+07,7.2e+07,6e+08,2.1e+08,0.47595,0.05155,0.0378,0.01524,0.00709,9.54545,1.87176,1.14889,0.19336,0.15152,0.14895,4.00826,9.9449,1.44628,0.00973,0.09292,-3.90278,-9.36667
"22","2015_Q3",32.04703125,"Down",6.23e+08,-2.96e+08,3.27e+08,-2.49e+08,-1.9e+08,-5.9e+07,7.8e+07,1.3e+07,9.1e+07,-2.49e+08,-1.6e+07,-2.65e+08,-2.65e+08,-2.65e+08,-2.65e+08,9.21e+08,9.21e+08,5.11e+08,5.11e+08,4.6e+07,9.9e+07,9.9e+07,1.577e+09,1.6e+08,9.98e+08,5.9e+08,1.9e+07,8.2e+07,1.158e+09,2.735e+09,2.2e+08,1.03e+08,1.17e+08,5.22e+08,4.44e+08,7.8e+07,7.57e+08,5.85e+08,2.07e+08,9.9e+07,2.8e+07,7.92e+08,1.549e+09,1.099e+09,1.14e+08,-2.7e+07,1.186e+09,1.186e+09,2.735e+09,-2.65e+08,4.2e+07,3.26e+08,1.3e+07,-1.2e+07,-2.3e+07,7.2e+07,-4e+06,-9.1e+07,8e+07,-1.2e+07,-1.2e+07,-1e+06,-1.3e+07,2.98023223876953e-08,0,0,-3.9e+07,-3.9e+07,8e+06,-3.1e+07,3.6e+07,3.6e+07,4e+06,4e+07,1.2e+08,6e+08,1.01e+08,0.52488,0.1252,-0.42536,-0.22344,-0.09689,-0.381130000000001,2.08322,1.30607,0.21938,-1.86751,-1.86751,4.39042,8.358,0.71177,-0.13297,0.05068,-2.675,-4.11538
"23","2015_Q4",28.20609375,"Down",6.06e+08,-2.99e+08,3.07e+08,-2.3e+08,-1.79e+08,-5.1e+07,7.7e+07,3.3e+07,1.1e+08,1.1e+08,-3.2e+07,7.8e+07,7.8e+07,7.8e+07,7.8e+07,8.74e+08,8.74e+08,4.86e+08,4.86e+08,5.2e+07,1.02e+08,1.02e+08,1.514e+09,1.59e+08,9.36e+08,5.87e+08,1.9e+07,2.1e+07,1.095e+09,2.609e+09,2.35e+08,1.11e+08,1.24e+08,4.7e+08,3.87e+08,8.3e+07,8.38e+08,5.77e+08,1.98e+08,9.6e+07,2.8e+07,7.75e+08,1.613e+09,1.117e+09,-5.7e+07,-6.4e+07,9.96e+08,9.96e+08,2.609e+09,7.8e+07,4.5e+07,-1.4e+07,1.3e+07,8e+06,-4.1e+07,2.5e+07,-6e+06,-6e+07,6.8e+07,-1.4e+07,-1.4e+07,2.5e+07,1.1e+07,1.1e+08,0,0,-2.33e+08,-2.33e+08,4e+06,-1.19e+08,-4e+07,-4e+07,-7e+06,-4.7e+07,1.22e+08,7.1e+08,9.9e+07,0.5066,0.12706,0.12871,0.0783100000000001,0.0299,1.26923,1.80668,1.61948,0.27213,0.56034,0.55163,4.35345,7.15517,0.71121,0.04097,0.052,-1.34426,-2.12987
"24","2016_Q1",24.7486885245902,"Down",7.19e+08,-3.54e+08,3.65e+08,-2.67e+08,-2.12e+08,-5.5e+07,9.8e+07,5e+06,1.03e+08,-34999999.9999999,-1.4e+07,-48999999.9999999,-48999999.9999999,-48999999.9999999,-48999999.9999999,8.39e+08,8.39e+08,5.8e+08,5.8e+08,4.9e+07,2.66e+08,5.2e+07,1.734e+09,1.43e+08,6.5e+08,3.8e+08,4.1e+07,1.7e+07,7.93e+08,2.527e+09,2.16e+08,9.6e+07,1.2e+08,5.27e+08,3.67e+08,1.6e+08,9.53e+08,5.67e+08,1.58e+08,8.9e+07,2.6e+07,7.25e+08,1.678e+09,1.129e+09,-2.04e+08,-7.6e+07,8.49e+08,8.49e+08,2.527e+09,-48999999.9999999,4.1e+07,1.13e+08,1.3e+07,-2.9e+07,-7.4e+07,-1.33e+08,3e+06,5.6e+07,3.1e+07,-9e+06,-9e+06,-9e+06,-1.8e+07,7e+07,0,0,-1.16e+08,-1.16e+08,2e+06,-4.4e+07,-3.1e+07,-3.1e+07,-4e+06,-3.5e+07,1.39e+08,7.77e+08,7e+07,0.50765,0.1363,-0.06815,-0.05771,-0.01939,-1.42857,1.81952,1.97644,0.30748,-0.37093,-0.38462,5.44285,6.42695,0.5299,-0.02747,0.03924,-0.44604,-0.63265
"25","2016_Q2",26.5415625,"Up",5.45e+08,-2.76e+08,2.69e+08,-2.31e+08,-1.74e+08,-5.7e+07,3.8e+07,-3e+06,3.5e+07,-4.5e+07,-1e+06,-4.6e+07,-4.6e+07,-4.6e+07,-4.6e+07,845004633.379591,845004633.379591,565457924.513169,565457924.513169,39425693.8178839,296653389.389559,40036539.4001611,1746541641.1002,131966277.609907,579411777.167569,322143879.643163,50588220.215614,21229594.1695648,711378054.777476,2457919695.87768,221114529.442002,98517983.8616756,122596545.580327,587370506.335015,410549377.020279,176821129.314736,941018499.491077,556998918.618775,144580647.200763,87565606.1269791,25637635.0434776,701579565.819024,1642598065.3101,1150698084.03238,-262296187.822368,-74979368.6210749,815321630.567578,815321630.567578,2457919695.87768,-4.6e+07,3.4e+07,9.1e+07,2.1e+07,-1e+07,1.71e+08,6.6e+07,-5e+06,1.1e+08,2.5e+08,-8e+06,-8e+06,-1.8e+07,-2.6e+07,-1.07e+08,-7e+06,-7e+06,-4.7e+07,-4.7e+07,9e+06,-1.45e+08,7.9e+07,7.9e+07,2e+06,8.1e+07,7.2e+07,0,2.36e+08,0.49358,0.06972,-0.0844,-0.042344720974228,-0.0164235831952606,-5.13043,1.8479486205542,2.00081760832047,0.279688443826373,-0.35549,-0.35549,4.21175,6.30972225463371,1.8238,-0.0208022324524558,0.0620276283554838,-1.03212210203858,-7.43428111229224
"26","2016_Q3",29.77671875,"Up",5.99e+08,-2.89e+08,3.1e+08,-2.23e+08,-1.72e+08,-5.1e+07,8.7e+07,-2e+06,8.5e+07,8.5e+07,-2.1e+07,6.4e+07,6.4e+07,6.4e+07,6.4e+07,9.09e+08,9.09e+08,4.65e+08,4.65e+08,3.7e+07,1.84e+08,5.4e+07,1.595e+09,1.29e+08,6.58e+08,3.84e+08,4.8e+07,1.9e+07,7.87e+08,2.382e+09,2.29e+08,1.04e+08,1.25e+08,5.6e+08,4.3e+08,1.3e+08,8.19e+08,5.52e+08,1.47e+08,8.8e+07,2.6e+07,6.99e+08,1.518e+09,1.179e+09,-2.46e+08,-6.9e+07,8.64e+08,8.64e+08,2.382e+09,6.4e+07,3.1e+07,7e+06,1.2e+07,-5e+06,-3e+06,5.6e+07,1.6e+07,-7.5e+07,9.9e+07,-4e+06,-9e+06,-1.8e+07,-2.6e+07,-8.8e+07,-8e+06,-8e+06,-4000000.00000001,-4000000.00000001,1e+07,-8.2e+07,-9e+06,-9e+06,-2e+06,-1.1e+07,1.18e+08,5.82e+08,1.32e+08,0.51753,0.14524,0.10684,0.07407,0.0268699999999999,2.0625,1.9475,1.75694,0.24433,0.49307,0.48669,4.61479,6.65639,1.01695,0.04018,0.08286,-2.77119,-3.75862
"27","2016_Q4",28.2131746031746,"Down",5.52e+08,-2.58e+08,2.94e+08,-2.05e+08,-1.59e+08,-4.6e+07,8.9e+07,1e+06,9e+07,9e+07,-4.1e+07,4.9e+07,4.9e+07,4.9e+07,4.9e+07,9.88e+08,9.88e+08,4.26e+08,4.26e+08,4.4e+07,5.9e+07,5.9e+07,1.517e+09,1.31e+08,6.66e+08,3.96e+08,4.6e+07,1.8e+07,7.97e+08,2.314e+09,2.18e+08,9.3e+07,1.25e+08,4.4e+08,3.61e+08,7.9e+07,6.88e+08,5.45e+08,1.49e+08,8.8e+07,2.7e+07,6.94e+08,1.382e+09,1.204e+09,-2.06e+08,-6.6e+07,9.32e+08,9.32e+08,2.314e+09,4.9e+07,3.2e+07,2.2e+07,1.6e+07,6e+06,-5.8e+07,4e+07,-7e+06,-9.1e+07,4.5e+07,-1.5e+07,-1.5e+07,-1.8e+07,4.7e+07,-7e+06,-7e+06,-7e+06,-1.8e+07,-1.8e+07,9e+06,-1.6e+07,7.6e+07,7.6e+07,3e+06,7.9e+07,1.21e+08,5.75e+08,8.9e+07,0.53261,0.16123,0.08877,0.05258,0.02118,1.81633,2.20494,1.48283,0.24849,0.37779,0.37234,4.25598,7.18581,0.6862,0.02959,0.05374,-3.41322,-4.64045
"28","2017_Q1",30.2116129032258,"Up",6.26e+08,-3.11e+08,3.15e+08,-2.17e+08,-1.59e+08,-5.8e+07,9.8e+07,-7e+06,9.1e+07,9.1e+07,-3.3e+07,5.8e+07,5.8e+07,5.8e+07,5.8e+07,9.74e+08,9.74e+08,5.48e+08,5.48e+08,3.4e+07,6.5e+07,6.5e+07,1.621e+09,1.38e+08,6.54e+08,3.9e+08,4.9e+07,1.7e+07,7.92e+08,2.413e+09,2.42e+08,1.03e+08,1.39e+08,4.57e+08,3.69e+08,8.8e+07,7.29e+08,5.38e+08,1.75e+08,9.6e+07,3.2e+07,7.13e+08,1.442e+09,1.221e+09,-1.61e+08,-8.9e+07,9.71e+08,9.71e+08,2.413e+09,5.8e+07,3.1e+07,1.7e+07,1.3e+07,6e+06,-5.4e+07,-1.22e+08,1e+07,5.8e+07,5.2e+07,-2.1e+07,-2.1e+07,-9e+06,-3e+07,-7999999.99999999,-8e+06,-8e+06,-1.3e+07,-1.3e+07,2e+06,-1.9e+07,3e+06,3e+06,-1.7e+07,-1.4e+07,1.29e+08,5.68e+08,8.7e+07,0.50319,0.15655,0.09265,0.05973,0.02404,1.5,2.22359,1.48507,0.23539,0.4465,0.43446,4.81909,7.47498,0.66975,0.03384,0.05076,-3.14729,-4.14285999999999
"29","2017_Q2",29.2795238095238,"Down",4.91e+08,-2.66e+08,2.25e+08,-2.25e+08,-1.55e+08,-7e+07,0,-2e+06,-2e+06,-2e+06,0,-2e+06,-2e+06,-2e+06,-2e+06,1.164e+09,1.164e+09,4.42e+08,4.42e+08,4e+07,5.8e+07,5.8e+07,1.704e+09,1.42e+08,6.37e+08,3.92e+08,5e+07,1.8e+07,7.79e+08,2.483e+09,1.98e+08,8.9e+07,1.09e+08,5.99e+08,5.14e+08,8.5e+07,8.35e+08,5.23e+08,1.71e+08,1.01e+08,3.1e+07,6.94e+08,1.529e+09,1.244e+09,-2.07e+08,-8.3e+07,9.54e+08,9.54e+08,2.483e+09,-2e+06,3.6e+07,8e+06,1.6e+07,-8e+06,2.06e+08,1.06e+08,-6e+06,1.06e+08,2.48e+08,-1.6e+07,-1.6e+07,-2e+06,-1.8e+07,-8e+06,-8e+06,-8e+06,-4.3e+07,-4.3e+07,7e+06,-4.4e+07,1.86e+08,1.86e+08,4e+06,1.9e+08,3.6e+07,5.61e+08,2.26e+08,0.45825,0,-0.00407,-0.0021,-0.00081,-113,2.04072,1.60273,0.22594,-0.01534,-0.01534,3.76534,7.31595,1.73313,-0.00119,0.13405,-16.75,402.464687124597
