"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","treasury_stock","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2016_Q2",21.96984375,"Up",38251000,-27043000,-12502000,-7155000,-5347000,-9661000,-4880000,11208000,-7005000,-7005000,4203000,-2627000,1576000,1576000,1576000,87000,1663000,-3602000,-1939000,1757000,1757000,19364000,5956000,27077000,1263671000,1573363000,-309692000,29139000,29139000,1292810000,1319887000,30076000,383190000,383190000,413266000,320400000,320400000,733666000,190661000,832039000,-18297000,-419546000,584857000,1364000,586221000,1319887000,1576000,9661000,701000,-1946000,9992000,-14218000,19000,-7851000,-1399000,-1087000,-10337000,-326000,-326000,-326000,20869000,320400000,0.29301,-0.05069,-0.00331,-0.00147,0.06552,1.25152,0.24275,-0.15726,-0.15726,3.10226,31.97033,0.63674,0.00652,-4.04899,15.26872,28.42996
"24","2016_Q3",23.8753125,"Up",37872000,-25524000,-9611000,-5636000,-3975000,-10972000,-4941000,12348000,-7128000,-7128000,5220000,-425000,4795000,4795000,4795000,93000,4888000,-3602000,1286000,2660000,2660000,17394000,4099000,24153000,1275132000,1594753000,-319621000,26749000,26749000,1301881000,1326034000,32397000,395319000,395319000,427716000,318909000,318909000,746625000,190661000,832949000,-18333000,-427104000,578173000,1236000,579409000,1326034000,4795000,10972000,822000,1001000,17590000,-22190000,-20050000,-7869000,11535000,-302999.999999996,3363000,903000,903000,903000,23320000,318909000,0.32605,0.03396,0.00222,0.00097,0.05647,1.2886,0.2405,0.10427,0.10427,3.07073,31.42016,0.63803,0.01019,6.11897,13.56128,25.61135
"25","2016_Q4",20.8579365079365,"Down",37793000,-25305000,-9873000,-5555000,-4318000,-10413000,-5019000,12488000,-6636000,-6636000,5852000,-6613000,-761000,-761000,-761000,74000,-687000,-3602000,-4289000,4508000,4508000,15950000,84143000,104601000,1187758000,1504136000,-316378000,30459000,30459000,1218217000,1322818000,33417000,297129000,297129000,330546000,418339000,418339000,748885000,190661000,833949000,-18268000,-433560000,572782000,1151000,573933000,1322818000,-761000,10413000,6979000,-3646000,12985000,-6007000,-5463000,-7869000,-97573000,99768000,-5674000,1848000,1848000,1848000,22901000,418339000,0.33043,-0.11349,-0.00747,-0.00324,0.31645,1.30483,0.31625,-0.34776,-0.34776,3.06436,30.98343,0.63804,0.00361,-1.83469,18.07043,33.13829
"26","2017_Q1",18.5985483870968,"Down",37170000,-25584000,-11066000,-6552000,-4514000,-9741000,-4777000,11586000,-5760000,-5760000,5826000,-2672000,3154000,3154000,3154000,-75000,3079000,-3602000,-522999.999999999,2882000,2882000,14894000,2880000,20656000,1183359000,1496429000,-313070000,29506000,29506000,1212865000,1233521000,23463000,210243000,210243000,233706000,417818000,417818000,651524000,190661000,834645000,-18129000,-426437000,580740000,1257000,581997000,1233521000,3154000,9741000,3036000,2749000,18680000,-4992000,74257000,-7868000,-86966000,-2440999.99999997,-97275000,-4338000,-4338000,-4338000,21327000,417818000,0.3117,-0.01407,-9e-04,-0.00042,0.08838,1.11946,0.33872,-0.0424,-0.0424000000000001,3.01374,31.62753,0.63794,0.00735,-15.04398,19.4559,35.81357
"27","2017_Q2",16.6096825396825,"Down",36774000,-26343000,-11180000,-7044000,-4136000,-10418000,-4745000,10431000,-5429000,-5429000,5002000,6943000,11945000,11945000,11945000,-169000,11776000,-3602000,8174000,2207000,2207000,17601000,1986000,21794000,1205260000,1524420000,-319160000,30887000,30887000,1236147000,1257941000,25067000,227432000,227432000,252499000,417336000,417336000,669835000,190661000,835926000,-18692000,-421199000,586696000,1410000,588106000,1257941000,11945000,10418000,-6372000,-5139000,10852000,-32071000,-21699000,-7873000,17166000,-15000,9278000,-1569000,-1569000,-1569000,20849000,417336000,0.28365,0.22228,0.0139,0.0065,0.08631,1.13897,0.33176,0.6623,0.6623,2.97962,32.08883,0.63791,0.01596,0.96318,19.91122,39.79762
"28","2017_Q3",16.7725396825397,"Up",35699000,-24573000,-9699000,-5462000,-4237000,-9953000,-4921000,11126000,-5665000,-5665000,5461000,-9850000,-4389000,-4389000,-4389000,-85000,-4474000,-3602000,-8076000,2937000,2937000,15803000,4351000,23091000,1190793000,1514718000,-323925000,27686000,27686000,1218479000,1241570000,25874000,223128000,223128000,249002000,416822000,416822000,665824000,190661000,836801000,-18616000,-434578000,574268000,1478000,575746000,1241570000,-4389000,9953000,10662000,3080000,19306000,-5802000,-5802000,-7881000,-4329000,-14000,-12224000,1280000,1280000,1280000,21079000,416822000,0.31166,-0.22622,-0.01403,-0.0065,0.09273,1.15645,0.33572,-0.65406,-0.65406,2.89121,31.06778,0.63827,-0.000199999999999999,-0.975849999999999,19.63494,37.1998
"29","2017_Q4",19.3104761904762,"Up",36398000,-24437000,-9699000,-5578000,-4121000,-9807000,-4931000,11961000,-5544000,-5544000,6417000,0,6417000,6417000,6417000,-117000,6300000,-11425000,-5125000,2240000,2240000,17275000,4338000,23853000,1196515000,1529408000,-332893000,35421000,35421000,1231936000,1255789000,30572000,230815000,230815000,261387000,415180000,415180000,676567000,157688000,881600000,-18539000,-442995000,577754000,1468000,579222000,1255789000,6417000,9807000,625000,-5622000,11227000,-11684000,-11684000,-8475000,7764000,-71879000,-253000,-710000,-710000,-710000,21768000,415180000,0.32862,-0.1408,-0.00885,-0.00408,0.09126,1.16806,0.33061,-0.39631,-0.39631,2.81458,32.48282,0.65535,0.00337,-1.65366,18.97005,34.52387
"30","2018_Q1",15.1677049180328,"Down",37137000,-25998000,-11081000,-6668000,-4413000,-9937000,-4980000,11139000,-5561000,-5561000,5578000,102000,5680000,5680000,5680000,-139000,5541000,-2913000,2628000,3702000,3702000,17193000,3517000,24412000,1192656000,1534599000,-341943000,35350000,35350000,1228006000,1252418000,24519000,182969000,182969000,207488000,414819000,414819000,622307000,207508000,880541000,-18463000,-441250000,628336000,1775000,630111000,1252418000,5680000,9937000,814000.000000002,-723000,15708000,-8446000,-6312000,-7108000,-47895000,-32000.0000000149,-6940000,2456000,2456000,2456000,21076000,414819000,0.29994,0.07077,0.00417,0.0021,0.11765,0.98761,0.33121,0.19885,0.19885,2.80994,31.84165,0.53782,0.00932,2.70472,19.50641,36.90789
"31","2018_Q2",14.0559375,"Down",37568000,-27421000,-12288000,-7794000,-4494000,-10054000,-5079000,10147000,-5371000,-5371000,4776000,-21396000,-16620000,-16620000,-16620000,-48000,-16668000,-6306000,-22974000,3004000,3004000,18903000,8034000,29941000,1166543000,1507644000,-341101000,42028000,42028000,1208571000,1238512000,25338000,236707000,236707000,262045000,414261000,414261000,676306000,159541000,882430000,-18458000,-462951000,560562000,1644000,562206000,1238512000,-16620000,10054000,22250000,-5584000,10100000,-6277000,-6277000,-7807000,53715000,-50032000,-4124000,-301000,-301000,-301000,20201000,414261000,0.2701,-0.61153,-0.04086,-0.01855,0.11426,1.20295,0.33448,-1.73637,-1.73637,2.83938,30.30903,0.59005,-0.01553,-0.33982,20.35825,40.52991
"32","2018_Q3",15.8226984126984,"Up",41350000,-25867000,-10270000,-5994000,-4276000,-10541000,-5056000,15483000,-5546000,-5546000,9937000,0,9937000,9937000,9936999.99999999,-160000,9777000,-2688000,7088999.99999999,1625000,1625000,17503000,18863000,37991000,1153409000,1501996000,-348587000,41258000,41258000,1194667000,1232658000,21791000,230953000,230953000,252744000,412158000,412158000,664902000,159541000,881652000,-16729000,-458517000,565947000,1809000,567756000,1232658000,9936999.99999999,10541000,-793000,854000.000000002,20539000,-7739000,-7739000,-7273000,-5777000,-13000,-13063000,-263000,-263000,-263000,26024000,412158000,0.37444,0.17144,0.01249,0.00575,0.15031,1.17111,0.33437,0.53342,0.53248,3.11144,30.58061,0.54727,0.01466,1.02596,15.77517,26.51508
"33","2018_Q4",12.6147619047619,"Down",36170000,-25056000,-10369000,-6394000,-3975000,-9650000,-5037000,11114000,-5551000,-5551000,5563000,742000,6305000,6305000,6305000,-145000,6160000,-2688000,3472000,4398000,4398000,21905000,11348000,37651000,1149257000,1502342000,-353085000,50645000,50645000,1199902000,1237553000,25688000,149545000,149545000,175233000,491366000,491366000,666599000,159541000,882338000,-16650000,-457506000,567723000,3231000,570954000,1237553000,6305000,9650000,58000,-6675000,9338000,-8082000,7536000,-7249000,-81015000,69133000,-19131000,-2257000,-2257000,-2257000,20764000,491366000,0.30727,0.09599,0.00608,0.00281,0.21486,1.16752,0.39705,0.25821,0.25584,2.68994,30.35623,0.5391,0.01009,2.08785,23.45251,43.81573
"34","2019_Q1",11.8798360655738,"Down",36932000,-26518000,-11759000,-7589000,-4170000,-9808000,-4951000,10414000,-5678000,-5678000,4736000,4.65661287307739e-10,4736000,4736000,4736000,-116000,4620000,-2688000,1932000,1977000,1977000,21977000,11592000,35546000,1146713000,1508682000,-361969000,40642000,40642000,1187355000,1222901000,26142000,147315000,147315000,173457000,490728000,490728000,664185000,159541000,880991000,-16572000,-468535000,555425000,3291000,558716000,1222901000,4736000,9808000,816000,2563000,17923000,-8458000,-8458000,-7248000,72747000,-75056000,-11886000,-2421000,-2421000,-2421000,20222000,490728000,0.28198,0.05231,0.00346,0.00158,0.20493,1.18877,0.40128,0.14377,0.14537,2.74821,29.45884,0.53934,0.00875,3.75155,24.16927,46.93211
"35","2019_Q2",10.7253968253968,"Down",36883000,-28104000,-12765000,-7967000,-4798000,-10129000,-5210000,8779000,-5891000,-5891000,2888000,101000,2989000,2989000,2989000,-107000,2882000,-2688000,194000,25000,25000,23322000,13151000,36498000,1135138000,1501608000,-366470000,50743000,50743000,1185881000,1222379000,40551000,149083000,149083000,189634000,490254000,490254000,679888000,159541000,874871000,-16550000,-478720000,539142000,3349000,542491000,1222379000,2989000,10129000,537000,-4488000,9167000,-8768000,1144000,-7143000,1747000,-23000,-12263000,-1952000,-1952000,-1952000,18908000,490254000,0.23802,0.00526,0.00036,0.00016,0.19247,1.25327,0.40107,0.01484,0.01484,2.82119,29.03573,0.54637,0.0071,36.81959,25.92707,55.8411
"36","2019_Q3",9.23421875,"Down",35660000,-27013000,-11580000,-6162000,-5418000,-10346000,-5087000,8647000,-5944000,-5944000,2703000,2841000,5544000,5544000,5544000,-161000,5383000,-2688000,2695000,2081000,2081000,21535000,7244000,30860000,1143764000,1519472000,-375708000,41705000,41705000,1185469000,1216329000,47031000,145848000,145848000,192879000,490043000,490043000,682922000,159541000,875923000,-16470000,-489019000,529975000,3432000,533407000,1216329000,5544000,10346000,-2025000,5360000,19225000,-15489000,-6750000,-7139000,-3255000,-25000,-10419000,2056000,2056000,2056000,18993000,490043000,0.24248,0.07557,0.00505,0.00222,0.16,1.2803,0.40289,0.20691,0.20691,2.73776,28.43966,0.54809,0.00961,2.64897999999999,25.69168,56.43136
"37","2019_Q4",10.8021875,"Up",35912000,-26932000,-11207000,-6321000,-4886000,-10547000,-5178000,8980000,-6033000,-6033000,2947000,0,2947000,2947000,2947000,-167000,2780000,-2688000,92000,1983000,1983000,23810000,7225000,33018000,1143258000,1528410000,-385152000,46509000,46509000,1189767000,1222785000,52829000,153609000,153609000,206438000,489172000,489172000,695610000,159541000,877023000,-16391000,-496459000,523714000,3461000,527175000,1222785000,2947000,10547000,314000,-5806000,8002000,-8642000,-8642000,-7139000,7742000,-61000,542000,-98000,-98000,-98000,19527000,489172000,0.25006,0.00256,0.00017,8e-05,0.15994,1.3195,0.40005,0.00706,0.00706,2.75707,27.95866,0.54808,0.00711,77.59783,24.94951,54.25267
"38","2020_Q1",8.72903225806452,"Down",35628000,-30963000,-10845000,-7143000,-3702000,-14839000,-5279000,4665000,-5641000,-5641000,-976000,-8938000,-9914000,-9914000,-9914000,-55000,-9969000,-2688000,-12657000,2747000,2747000,22164000,13230000,38141000,1125345000,1515206000,-389861000,42139000,42139000,1167484000,1205625000,50502000,162843000,162843000,213345000,478205000,478205000,691550000,159541000,878065000,-16311000,-510734000,510561000,3514000,514075000,1205625000,-9914000,14839000,9893000,2463000,17281000,10557000,-8094000,-7139000,-1261000,-23000,-8423000,764000,764000,764000,19504000,478205000,0.13094,-0.35525,-0.02462,-0.0105,0.17878,1.34523,0.39664,-0.97169,-0.97169,2.73521,26.94824,0.54807,-0.00556,-0.564040000000006,24.37746,101.92026
"39","2020_Q2",3.53349206349206,"Down",42485000,-31592000,-12723000,-7721000,-5002000,-13747000,-5122000,10893000,-5517000,-5517000,5376000,-7474000,-2098000,-2098000,-2098000,-148000,-2246000,-2688000,-4934000,74882000,74882000,22850000,17073000,114805000,1110417000,1508784000,-398367000,43552000,43552000,1153969000,1268774000,61654000,228127000,228127000,289781000,488342000,488342000,778123000,159541000,877935000,-15305000,-535060000,487111000,3540000,490651000,1268774000,-2098000,13747000,8376000,-6636000,13389000,-9813000,-9813000,-7156000,75737000,-22000,68559000,72135000,72135000,72135000,24640000,488342000,0.2564,-0.11614,-0.01006,-0.00389,0.39618,1.5859,0.38489,-0.37832,-0.37832,3.25758,25.1168,0.54869,0.00227,-1.45034,16.78003,37.95649
"40","2020_Q3",3.385625,"Down",28620000,-28818000,-9414000,-5508000,-3906000,-14426000,-4978000,-198000,-5678000,-5678000,-5876000,-133000,-6009000,-6009000,-6009000,-88000,-6097000,-2688000,-8785000,68233000,68233000,22990000,16980000,108203000,1106967000,1518008000,-411041000,38928000,38928000,1145895000,1254098000,61664000,222782000,222782000,284446000,488150000,488150000,772596000,159541000,878910000,-15248000,-545323000,477880000,3622000,481502000,1254098000,-6009000,14426000,2709000,2999.99999999627,11129000,-8831000,-8831000,-3581000,-5365000,-1000,-8947000,-6648999.99999999,-6648999.99999999,-6648999.99999999,14228000,488150000,-0.00691999999999998,-0.30695,-0.01824,-0.00701,0.3804,1.60455,0.38924,-0.67253,-0.67253,2.19097,24.37006,0.27414,-0.00537,-0.40763,29.51342,-2120.79293
"41","2020_Q4",4.50515625,"Up",31175000,-24792000,-9504000,-5579000,-3925000,-10035000,-5253000,6383000,-5658000,-5658000,725000,679000,1404000,1404000,1404000,-137000,1267000,-2688000,-1421000,3568000,3568000,23052000,20137000,46757000,1101465000,1520828000,-419363000,50118000,50118000,1151583000,1198340000,62207000,166535000,166535000,228742000,487988000,487988000,716730000,159541000,879658000,-15191000,-546166000,477842000,3768000,481610000,1198340000,1404000,10035000,814000,-10602000,1651000,-6158000,-6158000,-3581000,-56269000,-308000,-60158000,-64665000,-64665000,-64665000,16418000,487988000,0.20475,-0.04558,-0.00295,-0.00119,0.20441,1.4882,0.40722,-0.10876,-0.10876,2.38599,24.36124,0.27407,0.00223,-2.52006,29.50542,75.89221
"42","2021_Q1",7.64950819672131,"Up",33258000,-25671000,-10769000,-6737000,-4032000,-10204000,-4698000,7587000,-5121000,-5121000,2466000,3717000,6183000,6183000,6183000,-179000,6004000,-2688000,3316000,1637000,1637000,21952000,9498000,33087000,1098909000,1527478000,-428569000,45255000,45255000,1144164000,1177251000,56580000,8939000.00000003,8939000.00000003,65519000,624274000,624274000,689793000,159541000,880602000,-15133000,-541512000,483498000,3960000,487458000,1177251000,6183000,10204000,-2250000,2274000,16411000,6433000,6433000,-3581000,-21170000,-24000,-24775000,-1931000,-1931000,-1931000,17791000,624274000,0.22813,0.09971,0.0068,0.00282,0.505,1.41508,0.53028,0.25035,0.25035,2.51088,24.45781,0.27036,0.0062,1.07992,34.9973,82.0663
"43","2021_Q2",9.01460317460317,"Up",33551000,-28639000,-12308000,-7780000,-4528000,-11211000,-5120000,4912000,-4706000,-4706000,206000,1047000,1253000,1253000,1253000,-141000,1112000,-2688000,-1576000,3138000,3138000,22818000,49091000,75047000,1056422000,1470493000,-414071000,48487000,48487000,1104909000,1179956000,53048000,224132000,224132000,277180000,412678000,412678000,689858000,159541000,880231000,-13961000,-539816000,485995000,4103000,490098000,1179956000,1253000,11211000,-137000,-2785000,9542000,-5701000,-5701000,-3587000,3727000,-2480000,-2340000,1501000,1501000,1501000,16123000,412678000,0.1464,-0.04697,-0.00322,-0.00134,0.27075,1.40759,0.34974,-0.1199,-0.1199,2.55257,24.83673,0.2729,0.00223,-2.27602,25.40098,83.37541
"44","2021_Q3",10.73078125,"Up",-11772000,4862000,-1352000,3620000,-4972000,4774000,1440000,-6910000,-3276000,-3276000,-10186000,49659000,39473000,39473000,51464000,-409000,51055000,-2688000,48367000,5603000,5603000,23254000,2449000.00000001,31306000,1050419000,1474090000,-423671000,34969000,32488000,1085388000,1116694000,45037000,169298000,169298000,214335000,362577000,362577000,576912000,159541000,881309000,-13911000,-491628000,535311000,4471000,539782000,1116694000,51464000,10257000,-49284000,2825000,15262000,96436000,43955000,-3588000,-53778000,843999.999999999,-56522000,2695000,2695000,2695000,3347000,362577000,0.58699,-4.10865,0.0896,0.04331,0.14606,1.06879,0.32469,3.67978,3.67978,-0.89562,28.58871,0.27298,0.05758,0.0741800000000001,106.65491,-51.66049
"45","2021_Q4",13.44359375,"Up",8495000,-9782000,-5224000,4479248.42450934,-4617607.00278726,-3038000,-1520000,-1287000,-3152000,-3152000,-4439000,-82736000,-87175000,-87175000,-80883000,367000,-80516000,-2688000,-83204000,4731000,4731000,22290000,2106000,29127000,965700000,1398188000,-432488000,41944000,38751000,1007644000,1036771000,45173000,8066000,8066000,53239000,527173000,527173000,580412000,159541000,880720000,-13862000,-574174000,452225000,4134000,456359000,1036771000,-80883000,9510000,83630000,-4742000,7515000,-110347000,-57065000,-3904000,54226000,-1644000,48678000,-872000,-872000,-872000,8223000,527173000,-0.1515,-9.79447,-0.18232,-0.08025,0.5471,1.27183,0.50848,-6.2786,-6.2786,0.64104,22.08602,0.2946,-0.08063,-0.04692,63.53423,-405.93784
"46","2022_Q1",14.9798387096774,"Up",97276000,-70374000,-25966000,-3005405.54803951,-3761868.0926828,-29979000,-14429000,26902000,-7502000,-7502000,19400000,-17954000,1446000,1446000,-16837000,87000,-16750000,-2688000,-19438000,3039000,3039000,13580000,757037000,773656000,214577000,369827000,-155250000,28661000,24007000,243238000,1016894000,198920000,13103000,13103000,212023000,364903000,364903000,576926000,159541000,881829000,-13266000,-590722000,437382000,2586000,439968000,1016894000,-16837000,8476000,20057000,947000.000000001,12643000,95800000,90345000,-3590000,-100788000,-302000,-104680000,-1692000,-1692000,-1692000,35378000,364903000,0.27655,-0.199819999999999,-0.04418,-0.01912,3.64892,1.31129,0.35884,-1.4668,-1.4668,7.34048,20.96597,0.2709,-0.01969,-0.18469,10.2285,13.4511900000001
"47","2022_Q2",16.3414516129032,"Up",30464000,-22862000,-10101000,-7129000,-2972000,-8263000,-4498000,7602000,-4237000,-4237000,3365000,-4442000,-1077000,-1077000,-1077000,20000,-1057000,-2688000,-3745000,2093000,2093000,22467000,73932000,98492000,881378000,1298676000,-417298000,42221000,37412000,923599000,1022091000,40072000,7518000,7518000,47590000,530904000,530904000,578494000,159541000,879327000,-10807000,-587078000,440983000,2614000,443597000,1022091000,-1077000,8263000,1170000,349000,8705000,-9613000,-9768000,-3588000,3716000,-11000,117000,-946000,-946000,-946000,15865000,530904000,0.24954,-0.12293,-0.00844,-0.00366,2.06959,1.3041,0.51943,-0.2819,-0.2819,2.29311,21.18495,0.27008,-0.00016,-0.95808,33.33193,69.56209
"48","2022_Q3",18.2763888888889,"Up",-13683000,5154000.00000001,512000,3313000,-2801000,2912000,1730000,-8529000,-1600000,-1600000,-10129000,-29949000,-40078000,-40078000,-42762000,176000,-42586000,-2688000,-45274000,1042000,1042000,13098000,719542000,733682000,210136000,370128000,-159992000,26331000,21522000,236467000,970149000,61301000,5040000,5040000,66341000,501748000,503986000,570327000,159541000,878795000,-10760000,-629248000,398328000,1494000,399822000,970149000,-42762000,6803000,17252000,26084000,7377000,24547000,24547000,-2688000,-29287000,-1e+06,-32975000,-1051000,-1051000,-1051000,-1726000,501748000,0.62333,3.30878,-0.11324,-0.04667,11.05925,1.42645,0.51719,-3.40713,-3.40713,-1.02973,17.97012,0.20229,-0.04712,-0.05937,-290.09618,-58.7063
