"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",8.64888888888889,"Up",383457000,-244773000,138684000,-128141000,-62785000,-37279000,-28077000,10543000,-22439000,-26383000,-31410000,5027000,8296000,-11896000,1743000,-10153000,4939000,-5214000,-5214000,-3103000,-8317000,-132000,-8449000,28986000,28986000,180803000,50532000,392475000,127597000,264878000,652796000,3349178000,3349178000,481267000,977149000,321310000,629314000,4807594000,5460390000,170071000,103354000,66717000,290098000,213759000,153815000,673928000,1565366000,1388030000,275681000,275681000,548684000,563665000,2953396000,3627324000,1290248000,386003000,-32515000,1743736000,89330000,1833066000,5460390000,-5214000,44318000,24318000,-76678000,-13256000,-67542000,-67542000,-67542000,-915000,14381000,-54076000,-11564000,89973000,483000,483000,2785000,81677000,14345000,14345000,14345000,54861000,1855464000,-94298000,0.36167,0.02749,-0.02203,-0.00461,-0.00155,11.16085,0.96864,1.97883,0.3398,-0.0924,-0.09217,4.19377,17.9771,-1.03131,0.12647,0.00061,-0.01858,-1.36868,33.29283,173.24082
"2","2010_Q3",8.0821875,"Down",405755000,-202992000,202763000,-129150000,-62420000,-37376000,-29354000,73613000,-32476000,-26678000,-31761000,5083000,-1940000,41137000,-1343000,39794000,-13491000,26303000,26303000,-3293000,23010000,-132000,22878000,19097000,19097000,171316000,52246000,324031000,72637000,251394000,566690000,3384530000,3384530000,479107000,973195000,321310000,625403000,4836832000,5403522000,153189000,110956000,42233000,287125000,150829000,113723000,591143000,1565527000,1402586000,275519000,275519000,563034000,564033000,2968113000,3559256000,1290247000,408882000,-43599000,1755530000,88736000,1844266000,5403522000,26303000,45290000,12322000,5543000,89458000,-68754000,-68754000,-68754000,-650000,-15156000,-84560000,-11563000,-2973000,295000,295000,-546000,-14787000,-9889000.00000001,-9889000.00000001,-9889000.00000001,118903000,1852652000,69183000,0.49972,0.18142,0.05638,0.0124,0.00423,3.024,0.95863,1.9299,0.34286,0.24988,0.24918,4.43177,18.08216,0.75564,0.12629,0.00675,0.01357,0.50542,15.42059,24.90803
"3","2010_Q4",8.6703125,"Up",503653000,-257475000,246178000,-140771000,-71193000,-38979000,-30599000,105407000,-26207000,-26819000,-31317000,4498000,-1884000,79200000,2206000,81406000,-28813000,52593000,52593000,-3909000,48684000,-132000,48552000,25097000,25097000,200233000,53187000,267067000,15864000,251203000,545584000,3391283000,3391283000,471389000,972553000,321310000,624804000,4835225000,5380809000,175563000,102052000,73511000,194125000,167994000,117064000,537682000,1565687000,1409480000,264598000,264598000,569177000,575705000,2975167000,3512849000,1290464000,434570000,-45589000,1779445000,88515000,1867960000,5380809000,52593000,48405000,15226000,24132000,140356000,-45044000,-45044000,-45044000,-732000,13652000,-32124000,-11564000,-9.3e+07,339000,339000,1993000,-102232000,6e+06,6e+06,6e+06,153812000,1759812000,161713000,0.48878,0.20928,0.0964,0.02599,0.00902,3.33072,1.0147,1.88058,0.32705,0.5303,0.52881,5.50104,18.34336,1.76627,0.12631,0.01193,0.0321,0.23818,11.27815,16.4573
"4","2011_Q1",9.8258064516129,"Up",380652000,-191406000,189246000,-139357000,-68158000,-38070000,-33129000,49889000,-38401000,-26597000,-30885000,4288000,-2295000,11488000,-185914000,-174426000,69620000,-104806000,-104806000,-3258000,-108064000,-132000,-108196000,15404000,15404000,157807000,52479000,318190000,97450000,220740000,543880000,3444444000,3444444000,279584000,957175000,321310000,609440000,4681203000,5225083000,143752000,95969000,47783000,224252000,152120000,120713000,520124000,1563595000,1407916000,270172000,270172000,558195000,579549000,2971511000,3491635000,1290465000,314943000,-57137000,1648271000,85177000,1733448000,5225083000,-104806000,48054000,182094000,-54548000,70794000,-100148000,-100148000,-100148000,-3697000,-1301000,-105146000,-11563000,27875000,130000,130000,8217000,24659000,-9693000,-9693000,-9693000,97943000,1787847000,-126373000,0.49716,0.13106,-0.28424,-0.06242,-0.02071,1.168,1.04567,2.01427,0.34217,-1.1817,-1.19177,4.1574,16.90991,-1.38022,0.12629,-0.0196,-0.02564,-0.10687,18.09668,35.52773
"5","2011_Q2",11.2328571428571,"Up",387663000,-207159000,180504000,-128284000,-58465000,-38473000,-31346000,52220000,-28664000,-26587000,-30615000,4028000,-2077000,23556000,5902000,29458000,-9506000,19952000,19952000,-3183000,16769000,-132000,16637000,12940000,12940000,151798000,51788000,303842000,97201000,206641000,520368000,3466282000,3466282000,275959000,951117000,321310000,603444000,4693358000,5213726000,158635000,88132000,70503000,226252000,119307000,93787000,504194000,1563756000,1407738000,261698000,261698000,553047000,592993000,2971494000,3475688000,1289923000,320150000,-56463000,1653610000,84428000,1738038000,5213726000,19952000,48458000,-2640000,-7032000,58738000,-63129000,-63129000,-63129000,-818000,15009000,-48938000,-11563000,2e+06,1265000,1265000,-3966000,-12264000,-2464000,-2464000,-2464000,100678000,1790008000,40023000,0.46562,0.1347,0.04292,0.00957,0.00319,2.40566,1.03208,1.99978,0.34333,0.18156,0.18062,4.2306,16.9547,0.43677,0.12619,0.00571,0.00811,0.69502,17.65101,34.03041
"6","2011_Q3",11.09734375,"Down",415586000,-220581000,195005000,-140744000,-68795000,-38272000,-33677000,54261000,-29351000,-26279000,-30512000,4233000,-3072000,24910000,-15507000,9403000,-1735000,7667999.99999999,7667999.99999999,-3469000,4199000,-132000,4067000,14023000,14023000,150420000,51370000,351475000,102317000,249158000,567288000,3512515000,3512515000,274713000,947117000,321310000,599478000,4734345000,5301633000,157312000,111460000,45852000,306252000,125883000,98598000,589447000,1563916000,1407649000,250671000,250671000,559974000,597004000,2971565000,3561012000,1290969000,324217000,-59162000,1656024000,84597000,1740621000,5301633000,7667999.99999999,48946000,37397000,-68009000,26002000,-90039000,-90039000,-90039000,-702000,1125000,-89616000,-11564000,8e+07,907000,907000,-4646000,64697000,1083000,1083000,1083000,103207000,1870168000,-53106000,0.46923,0.13057,0.00979000000000006,0.00234,0.000770000000000002,-13.05778,0.96241,2.04583,0.35275,0.0444199999999997,0.0441600000000002,4.5386,16.99328,-0.57997,0.12629,0.00311,-0.01058,2.84337,17.98468,34.20772
"7","2011_Q4",13.0368253968254,"Up",549498000,-290584000,258914000,-150629000,-69756000,-42370000,-38503000,108285000,-30305000,-27375000,-31124000,3749000,-2930000,77980000,-4109000,73871000,-25965000,47906000,47906000,-4112000,43794000,-132000,43662000,22298000,22298000,154592000,53092000,395756000,99506000,130131000,625738000,3549850000,3549850000,251030000,946022000,278297000,667725000,4746902000,5372640000,154585000,71949000,82636000,291252000,193504000,191591000,639341000,1564077000,1482484000,227401000,227401000,598835000,656248000,3046561000,3685902000,1318539000,345614000,-61384000,1602769000,83969000,1686738000,5372640000,47906000,54580000,41668000,-30397000,113757000,-83107000,-83107000,-83107000,548000,16285000,-66274000,-11563000,-1.5e+07,398000,398000,-9581000,-35746000,11737000,11737000,11737000,162865000,1855329000,75326000,0.47118,0.19706,0.07946,0.02589,0.00813,1.72521,0.97872,2.18522,0.34533,0.47878,0.47594,6.02553,17.57519,0.82599,0.12679,0.01099,0.01499,0.26483,11.25491,16.92784
"8","2012_Q1",13.2845161290323,"Up",347872000,-155448000,192424000,-128489000,-60758000,-37932000,-29799000,63935000,-40420000,-29093000,-32598000,3505000,-11327000,23515000,176222000,199737000,-84329000,115408000,115408000,-3283000,112125000,-132000,111993000,15091000,15091000,158863000,54231000,234634000,95130000,139504000,462819000,3627134000,3627134000,260107000,854553000,278297000,576256000,4741794000,5204613000,156253000,103139000,53114000,85087000,131928000,121216000,373268000,1671626000,1491782000,224766000,224766000,660870000,606146000,3163408000,3536676000,1193191000,447650000,-55327000,1585514000,82423000,1667937000,5204613000,115408000,43382000,-86838000,21791000,93743000,-90656000,-90656000,-90656000,-2927000,-11092000,224606000,-10966000,-107052000,3052000,3052000,-214052000,-329018000,-10669000,-10669000,-10669000,107317000,1756713000,122781000,0.55315,0.18379,0.32194,0.06714,0.02152,1.09633,1.23991,2.12039,0.33753,1.35899,1.34793,4.22129,19.23957,1.4899,0.13307,0.02501,0.02497,0.0979200000000001,16.22876,27.24051
"9","2012_Q2",13.7273015873016,"Up",305374000,-136975000,168399000,-114670000,-44800000,-38414000,-31456000,53729000,-28180000,-26274000,-29566000,3292000,-1906000,25549000,4454000,30003000,-9526000,20477000,20477000,-3265000,17212000,-132000,17080000,6976000,6976000,126894000,57289000,236788000,96877000,139911000,427947000,3656224000,3656224000,262065000,851660000,278297000,573363000,4769949000,5197896000,165602000,89992000,75610000,152187000,111477000,100228000,429266000,1671792000,1422780000,136792000,136792000,675341000,610647000,3094572000,3523838000,1187975000,453180000,-48776000,1592379000,81679000,1674058000,5197896000,20477000,48777000,2410000,-58061000,13603000,-84018000,-84018000,-84018000,-635000,15063000,-69590000,-10089000,67100000,5005000,5005000,-14144000,47872000,-8115000,-8115000,-8115000,102506000,1823979000,-30047000,0.55145,0.17594,0.05593,0.0102,0.00329,-1.75919,0.99693,2.10497,0.35091,0.21389,0.21224,3.82415,19.94113,-0.37627,0.12634,0.00552,-0.00611,0.59069,17.72582,33.81792
"10","2012_Q3",15.3212698412698,"Up",323860000,-140772000,183088000,-117982000,-45289000,-41054000,-31639000,65106000,-27668000,-26813000,-30199000,3386000,-855000,37438000,-794000,36644000,-11545000,25099000,25099000,-3455000,21644000,-132000,21512000,3184000,3184000,138556000,59481000,269570000,100715000,168855000,470791000,3677258000,3677258000,254684000,849856000,278297000,571559000,4781798000,5252589000,122982000,74227000,48755000,209387000,118830000,108008000,451199000,1671958000,1437160000,133490000,133490000,685266000,618404000,3109118000,3560317000,1186985000,474692000,-51099000,1610578000,81694000,1692272000,5252589000,25099000,51194000,17877000,-66477000,27693000,-72778000,-72778000,-72778000,-891000,1256000,-72413000,-11681000,57200000,404999.999999999,404999.999999999,-4996000,40928000,-3792000,-3792000,-3792000,116300000,1881345000,-11410000,0.56533,0.20103,0.06642,0.01271,0.0041,-0.5304,1.04342,2.10387,0.35817,0.26955,0.26767,4.05799,20.18066,-0.14297,0.14636,0.00662,-0.00228,0.543,16.14928,28.84774
"11","2012_Q4",15.9464516129032,"Up",390412000,-151141000,239271000,-121122000,-45282000,-42821000,-33019000,118149000,-28352000,-27385000,-30515000,3130000,-967000,89797000,5716000,95513000,-33538000,61975000,61975000,-3979000,57996000,-132000,57864000,5356000,5356000,163305000,6.1e+07,242751000,100802000,141949000,472412000,3691663000,3691663000,251482000,844650000,278297000,566353000,4787795000,5260207000,163632000,81463000,82169000,115787000,113572000,102604000,392991000,1672124000,1469991000,129858000,129858000,720046000,620087000,3142115000,3535106000,1183886000,509456000,-49329000,1644013000,81088000,1725101000,5260207000,61975000,54021000,29265000,18442000,163703000,-57947000,-57947000,-57947000,-827000,8763000,-45977000,-11684000,-93600000,4891000,4891000,-15161000,-115554000,2172000,2172000,2172000,172170000,1787911000,166203000,0.61287,0.30263,0.14821,0.03354,0.011,2.8723,1.20209,2.04922,0.33989,0.7254,0.71981,4.89434,20.60993,2.08358,0.14647,0.01396,0.03335,0.20192,10.35346,15.08735
"12","2013_Q1",16.5723333333333,"Up",322757000,-156379000,166378000,-129641000,-52369000,-41884000,-35388000,36737000,-28463000,-27301000,-30565000,3264000,-1162000,8274000,4601000,12875000,-301000,12574000,12574000,-3351000,9222999.99999999,-132000,9090999.99999999,8985000,8985000,140425000,59643000,233138000,101477000,131661000,442191000,3746487000,3746487000,252435000,931470000,278297000,653173000,4930392000,5372583000,151180000,99177000,52003000,161230000,121693000,120435000,434103000,1669760000,1568161000,224565000,224565000,715787000,627809000,3237921000,3672024000,1182819000,506998000,-70101000,1619716000,80843000,1700559000,5372583000,12574000,52507000,1313999.99999999,9955000,76350000,-94166000,-94166000,-94166000,-7065000,3316000,-97915000,-11683000,42913000,1383000,1383000,-7419000,25194000,3629000,3629000,3629000,89244000,1830990000,5334000,0.51549,0.11382,0.02817,0.00535,0.00169,0.58673,1.01863,2.1593,0.3408,0.11397,0.11302,4.0463,20.30584,0.0668700000000002,0.14647,0.00407,0.00105,1.28512,20.41599,49.59591
"13","2013_Q2",17.48203125,"Up",317665000,-148279000,169386000,-118682000,-44691000,-40807000,-33184000,50704000,-30303000,-28663000,-31297000,2634000,-1640000,20401000,1530000,21931000,-7969000,13962000,13962000,-3204000,10758000,-132000,10626000,5109000,5109000,133151000,58699000,235115000,100699000,134416000,432074000,3764509000,3764509000,249806000,924371000,278297000,646074000,4938686000,5370760000,154435000,77435000,7.7e+07,245830000,93812000,89422000,494077000,1669926000,1511738000,157711000,157711000,727177000,626850000,3181664000,3675741000,1176912000,504482000,-65162000,1616232000,78787000,1695019000,5370760000,13962000,51818000,12719000,-79874000,-1375000,-73584000,-73584000,-73584000,-844000,12212000,-62216000,-11683000,84600000,2293000,2293000,-15495000,59715000,-3876000,-3876000,-3876000,102522000,1915756000,-42967000,0.53322,0.15961,0.03345,0.00627,0.00198,-4.04357,0.87451,2.16855,0.3567,0.13305,0.13187,3.97752,20.23705,-0.538,0.14628,0.00436,-0.00839,1.09947,18.63646,37.68237
"14","2013_Q3",17.52859375,"Up",347598000,-152490000,195108000,-117241000,-43138000,-41639000,-32464000,77867000,-29367000,-27784000,-30617000,2833000,-1583000,48500000,3217000,51717000,-20334000,31383000,31383000,-3573000,27810000,-132000,27678000,34798000,34798000,134599000,59801000,163959000,5498000,158461000,393157000,3807445000,3807445000,247908000,955396000,278297000,677099000,5010749000,5403906000,137786000,88378000,49408000,212530000,94274000,92395000,444590000,1711153000,1526960000,152193000,152193000,722332000,652435000,3238113000,3682703000,1177163000,532160000,-67065000,1642258000,78945000,1721203000,5403906000,31383000,52096000,15513000,62291000,161283000,-79928000,-79928000,-79928000,-932000,7000.00000000186,-80853000,-13275000,-17745000,9052000,9052000,-28773000,-50741000,29689000,29689000,29689000,129963000,1923683000,132660000,0.5613,0.22401,0.07963,0.01608,0.00512,4.79298,0.88431,2.13961,0.35598,0.34664,0.34402,4.3533,20.56756,1.66143,0.16626,0.00792,0.02565,0.47962,14.53402,24.25784
"15","2013_Q4",18.1453125,"Up",399730000,-155816000,243914000,-124439000,-46915000,-42743000,-34781000,119475000,-30817000,-28101000,-30365000,2264000,-2716000,88658000,453000,89111000,-30297000,58814000,58814000,-4127000,54687000,-132000,54555000,33439000,33439000,164618000,60367000,142096000,5283000,136813000,400520000,3847067000,3847067000,246750000,934477000,278297000,656180000,5028294000,5428814000,159110000,76309000,82801000,164530000,91953000,90678000,415593000,1696311000,1561922000,147442000,147442000,756426000,658054000,3258233000,3673826000,1177686000,560429000,-61397000,1676718000,78270000,1754988000,5428814000,58814000,53942000,24287000,14059000,151102000,-80416000,-80416000,-80416000,-311000,12370000,-68357000,-13275000,-64592000,-7845000,-7845000,1608000,-84104000,-1359000,-1359000,-1359000,173417000,1860841000,137357000,0.6102,0.29889,0.13648,0.03109,0.01005,2.51777,0.96373,2.09336,0.34277,0.68337,0.6791,5.00714,21.00308,1.72058,0.16629,0.0131,0.02653,0.24333,10.53762,15.29527
"16","2014_Q1",19.7954098360656,"Up",322930000,-151550000,171380000,-120349000,-44466000,-41692000,-34191000,51031000,-31898000,-26857000,-29169000,2312000,-5041000,19133000,-6823000,12310000,-913000,11397000,11397000,-3617000,7780000,-132000,7648000,2533000,2533000,144160000,67223000,187623000,7066000,180557000,401539000,3933911000,3933911000,260890000,903870000,278297000,625573000,5098671000,5500210000,159266000,109666000,49600000,224200000,109205000,106506000,492671000,1670420000,1574992000,80046000,80046000,827263000,667683000,3245412000,3738083000,1178369000,553340000,-46611000,1685098000,77029000,1762127000,5500210000,11397000,50317000,14594000,-731000.000000007,75577000,-114111000,-114111000,-114111000,-8773000,2864000,-120020000,-13275000,33769000,1118000,1118000,-8075000,13537000,-30906000,-30906000,-30906000,101348000,1894620000,-12581000,0.5307,0.15802,0.02368,0.00434,0.00139,-1.64501,0.81502,2.12135,0.34446,0.0957999999999999,0.09518,4.04492,21.10699,-0.15759,0.16628,0.004,-0.0024,1.73575,18.66921,37.07721
"17","2014_Q2",22.0138095238095,"Up",328897000,-159902000,168995000,-120242000,-43859000,-41965000,-34418000,48753000,-28775000,-27418000,-29535000,2117000,-1357000,19978000,2573000,22551000,-6420000,16131000,16131000,-3531000,12600000,-132000,12468000,27167000,27167000,123087000,61329000,189447000,5503000,183944000,401030000,3962603000,3962603000,249820000,893573000,278297000,615276000,5105996000,5507026000,136176000,62198000,73978000,1e+08,75912000,70466000,312088000,1845338000,1596059000,75745000,75745000,858554000,661760000,3441397000,3753485000,1172098000,551072000,-45820000,1677350000,76191000,1753541000,5507026000,16131000,51949000,9600000,-1287000,76393000,-83838000,-83838000,-83838000,-808000,10244000,-74402000,-14868000,50800000,3258000,3258000,-16547000,22643000,24634000,24634000,24634000,100702000,1945338000,21997000,0.51382,0.14823,0.03791,0.00711,0.00226,1.76428,1.28499,2.14052,0.35325,0.15617,0.1551,4.11966,21.00995,0.27553,0.18623,0.00516,0.00415,1.19249,19.04799,39.34468
"18","2014_Q3",21.01765625,"Down",346160000,-155265000,190895000,-119599000,-45234000,-42165000,-32200000,71296000,-26921000,-27930000,-29971000,2041000,1009000,44375000,4699000,49074000,-15893000,33181000,33181000,-3908000,29273000,-132000,29141000,12112000,12112000,132599000,60877000,241237000,6471000,234766000,446825000,4023539000,4023539000,255744000,878084000,278297000,599787000,5157367000,5604192000,134755000,88191000,46564000,263066000,89048000,83975000,486869000,1717188000,1615793000,72726000,72726000,877619000,665448000,3332981000,3819850000,1172209000,580213000,-44359000,1708063000,76279000,1784342000,5604192000,33181000,51487000,14004000,-51259000,47413000,-77055000,-77055000,-77055000,-411000,736999.999999996,-76729000,-14864000,3.5e+07,1188000,1188000,-7063000,14261000,-15055000,-15055000,-15055000,122783000,1980254000,10362000,0.55146,0.20596,0.08418,0.01633,0.0052,0.35558,0.91775,2.14076,0.35335,0.36534,0.36322,4.3398,21.41396,0.12991,0.18635,0.00818,0.00193,0.51007,16.02943,27.60522
"19","2014_Q4",22.6084375,"Up",413951000,-175787000,238164000,-121364000,-42190000,-44294000,-34880000,116800000,-27221000,-28032000,-30115000,2083000,811000,89579000,962000,90541000,-31055000,59486000,59486000,-3701000,55785000,-132000,55653000,28424000,28424000,144577000,63637000,229688000,6723000,222965000,466326000,4134515000,4134515000,247336000,861032000,278297000,582735000,5242883000,5709209000,184708000,102656000,82052000,433066000,82518000,81148000,700292000,1542106000,1657124000,69363000,69363000,908634000,679127000,3199230000,3899522000,1172876000,606394000,-45003000,1734267000,75420000,1809687000,5709209000,59486000,54251000,27686000,61012000,202435000,-132468000,-132468000,-132468000,1797000,6344000,-160562000,-14868000,-5e+06,1049000,1049000,-6742000,-25561000,16312000,16312000,16312000,171051000,1975172000,130650000,0.57534,0.28216,0.13444,0.03075,0.00975,2.34758,0.6659,2.1548,0.34596,0.69772,0.69375,5.1897,21.74248,1.63796,0.1864,0.01296,0.02401,0.26716,11.3811,16.66736
"20","2015_Q1",23.3939344262295,"Up",346845000,-166240000,180605000,-116695000,-39828000,-44210000,-32657000,63910000,-26660000,-27764000,-30006000,2242000,1104000,37250000,1231000,38481000,-16370000,22111000,22111000,-2987000,19124000,-132000,18992000,28274000,28274000,126895000,63628000,187637000,6360000,181277000,406434000,4270006000,4270006000,261445000,852352000,278297000,574055000,5383803000,5790237000,163892000,110029000,53863000,438471000,101724000,100515000,704087000,1629514000,1650015000,110738000,110738000,864728000,674549000,3279529000,3983616000,1173845000,609456000,-50226000,1733075000,73546000,1806621000,5790237000,22111000,52180000,9635000,4709000,88635000,-167297000,-167297000,-167297000,-9605000,3266000,-173636000,-14868000,105600000,1504000,1504000,-7385000,84851000,-150000,-150000,-150000,116090000,2067985000,-30128000,0.52071,0.18426,0.05476,0.01051,0.00328,-1.58635,0.57725,2.20501,0.35715,0.23803,0.23657,4.34708,21.721,-0.3776,0.18634,0.00613,-0.00545000000000001,0.78286,17.57008,31.91537
"21","2015_Q2",21.6801587301587,"Down",332868000,-158314000,174554000,-124770000,-43859000,-45461000,-35450000,49784000,-27224000,-28523000,-30273000,1750000,1299000,22560000,3809000,26369000,-8517000,17852000,17852000,-3380000,14472000,-132000,14340000,122395000,122395000,127742000,66284000,187300000,4719000,182581000,503721000,4319777000,4319777000,257973000,857868000,278297000,579571000,5435618000,5939339000,179438000,102204000,77234000,433066000,80530000,79295000,693034000,1791941000,1655677000,75236000,75236000,902901000,677540000,3447618000,4140652000,1165757000,607865000,-47701000,1725921000,72766000,1798687000,5939339000,17852000,55062000,8599000,-14779000,66734000,-100214000,-100214000,-100214000,-809000,14332000,-86691000,-16063000,144400000,6847000,6847000,-21106000,114078000,94121000,94121000,94121000,104846000,2225007000,-1630000,0.52439,0.14956,0.04308,0.00797,0.00241,-0.11367,0.72683,2.30204,0.37462,0.17978,0.17891,4.17306,21.6373,-0.02043,0.20138,0.00535,-0.00029,1.12015,20.05429,42.23469
"22","2015_Q3",21.25890625,"Down",352887000,-158828000,194059000,-120115000,-39928000,-46049000,-34138000,73944000,-24962000,-26972000,-28913000,1941000,2010000,48982000,4027000,53009000,-17353000,35656000,35656000,-3851000,31805000,-132000,31673000,6404000,6404000,124730000,71913000,207018000,5934000,201084000,410065000,4409691000,4409691000,254057000,853205000,278297000,574908000,5516953000,5927018000,137961000,88509000,49452000,487600000,75543000,74390000,701104000,1731158000,1669348000,70583000,70583000,918519000,680246000,3400506000,4101610000,1165003000,639538000,-52296000,1752245000,73163000,1825408000,5927018000,35656000,53829000,17202000,-63747000,42940000,-132750000,-132750000,-132750000,426000.000000001,2550000,-129774000,-16062000,-6166000,5e+05,5e+05,-7429000,-29157000,-115991000,-115991000,-115991000,127773000,2218758000,-51371000,0.54992,0.20954,0.08975,0.01735,0.00534,-1.62192,0.58488,2.24696,0.37435,0.39714,0.39526,4.4248,21.97117,-0.64413,0.2014,0.00835,-0.00899,0.50712,17.31472,29.91932
"23","2015_Q4",23.521875,"Up",417432000,-166424000,251008000,-129505000,-46374000,-47503000,-35628000,121503000,-23433000,-26377000,-27528000,1151000,2944000,98070000,2536000,100606000,-35751000,64855000,64855000,-3678000,61177000,-132000,61045000,26935000,26935000,132796000,67256000,180998000,5614000,175384000,407985000,4551234000,4551234000,243285000,850348000,278297000,572051000,5644867000,6052852000,201984000,120052000,81932000,227600000,89003000,88019000,518587000,1980381000,1706690000,66346000,66346000,949642000,690702000,3687071000,4205658000,1165895000,668722000,-59771000,1774846000,72348000,1847194000,6052852000,64855000,56672000,27036000,77335000,225898000,-178642000,-178642000,-178642000,212000,7703000,-170727000,-16063000,-10695000,47000,47000,-7929000,-34640000,20531000,20531000,20531000,178175000,2207981000,112619000,0.60131,0.29107,0.14624,0.03305,0.01009,1.84485,0.78672,2.27678,0.36478,0.76543,0.76196,5.23406,22.25429,1.4121,0.20141,0.01338,0.01955,0.26313,12.24103,17.95055
"24","2016_Q1",26.4665573770492,"Up",335895000,-157835000,178060000,-131470000,-48939000,-46906000,-35625000,46590000,-18638000,-26490000,-28146000,1656000,7852000,27952000,-161783000,-133831000,46546000,-87285000,-87285000,-4001000,-91286000,-132000,-91418000,46051000,46051000,127289000,67386000,144844000,5845000,138999000,385570000,4535372000,4535372000,259646000,828740000,278297000,550443000,5623758000,6009328000,158725000,100419000,58306000,375579000,106816000,104957000,641120000,1966969000,1663490000,73097000,73097000,877393000,7.13e+08,3630459000,4271579000,1166465000,559780000,-59903000,1666342000,71407000,1737749000,6009328000,-87285000,57298000,118580000,-37291000,51302000,-146983000,-146983000,-146983000,-10203000,-149999.999999996,-157336000,-16063000,1.48e+08,-1775000,-1775000,-5012000,125150000,19116000,19116000,19116000,103888000,2342548000,-126932000,0.53011,0.1387,-0.27216,-0.05261,-0.01521,1.38848,0.6014,2.45811,0.38982,-1.14609,-1.14053,4.21106,20.89064,-1.59132,0.20138,-0.01312,-0.0221,-0.17571,22.10551,49.29163
"25","2016_Q2",27.41640625,"Up",310961000,-135055000,175906000,-133624000,-47109000,-49829000,-36686000,42282000,-26604000,-27869000,-31491000,3622000,1265000,15678000,5444000,21122000,-7157000,13965000,13965000,-3287000,10678000,-132000,10546000,3870000,3870000,94549000,69103000,189439000,5876000,183563000,356961000,4746691000,4746691000,261084000,909076000,278297000,630779000,5916851000,6273812000,158888000,82276000,76612000,524086000,88591000,88043000,771565000,2108395000,1671266000,68762000,68762000,889595000,712909000,3779661000,4551226000,1162358000,552802000,-63269000,1651891000,70695000,1722586000,6273812000,13965000,58563000,2349000,15721000,90598000,-278764000,-278764000,-278764000,-1201000,-113553000,-393518000,-17656000,289900000,3275000,3275000,-14780000,260739000,-42181000,-42181000,-42181000,100845000,2632481000,-155041000,0.56569,0.13597,0.03391,0.00612,0.00168,-14.7014,0.46265,2.64209,0.4196,0.13222,0.13156,3.89881,20.71129,-1.94389,0.22137,0.00468,-0.02573,1.67419,26.06585,62.16856
"26","2016_Q3",28.016875,"Up",315391000,-119244000,196147000,-131326000,-45161000,-50955000,-35210000,64821000,-22867000,-23028000,-33221000,10193000,161000.000000001,41954000,4631000,46585000,-15633000,30952000,30952000,-3744000,27208000,-132000,27076000,4940000,4940000,92664000,68769000,242498000,6773000,235725000,408871000,4790230000,4790230000,265109000,896246000,278297000,617949000,5951585000,6360456000,125899000,70948000,54951000,508310000,68707000,63961000,702916000,2217114000,1690486000,66506000,66506000,905439000,718541000,3907600000,4610516000,1162195000,579878000,-63177000,1678896000,71044000,1749940000,6360456000,30952000,58222000,1.9e+07,-76731000,31443000,-99810000,-99810000,-99810000,-404000.000000002,17000.0000000149,-100197000,-17656000,92244000,3294000,3294000,-8058000,69824000,1070000,1070000,1070000,123043000,2725424000,-37865000,0.62192,0.20553,0.08585,0.01547,0.00426,-1.39847,0.58168,2.63467,0.4285,0.3395,0.33799,3.95465,21.05146,-0.47478,0.22139,0.00725,-0.00614,0.65209,22.11003,41.96918
