"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"24","2016_Q3",39.29953125,"Up",121101000,-48180000,72921000,-82020000,-29880000,-28047000,-24093000,-9099000,-575000,-1243000,668000,-9674000,-4249000,-13923000,-370000,-14293000,4692000,7832000,7832000,173302000,111028000,162386000,162386000,49947000,385635000,167135000,556313000,222045000,317586000,14780000,737397000,1123032000,87684000,35150000,52534000,35666000,28009000,170350000,52261000,22545000,291469000,461819000,547974000,188472000,-34880000,605754000,661213000,1123032000,4692000,24093000,5160000,-4247000,29698000,-8602000,-6297000,-4231000.00000001,3190000,-24485000,-1084000,-1084000,-972000,-2056000,14994000,286208000,2515000,0.60215,-0.07514,0.0646699999999999,0.01184,0.00696999999999999,0.321119999999999,2.26378,0.69844,0.25485,0.18025,0.18025,2.78713,13.9414,0.0578799999999999,0.00783,0.00251999999999999,7.53008,-12.40862
"25","2016_Q4",41.8233333333333,"Up",119936000,-49138000,70798000,-83449000,-28827000,-31030000,-23592000,-12651000,-1476000,-1325000,-151000,-14127000,425000,-13702000,3610000,-10092000,-785000,2562000,2562000,140292000,123319000,217307000,217307000,48242000,405841000,168083000,546837000,215666000,315185000,14082000,718888000,1124729000,82790000,28724000,54066000,34335000,26106000,155125000,46796000,20399000,285816000,440941000,561995000,196148000,-31788000,631172000,683788000,1124729000,-785000,23592000,2175000,-45892000,-20910000,-14772000,38691000,-10449000,3091000,-6130000,11651000,11651000,640000,12291000,10941000,277020000,-53333000,0.5903,-0.10548,0.02136,0.00375,0.00228,-20.81694,2.61622,0.64485,0.2463,0.05882,0.05882,2.75335,14.48972,-1.22436,0.00254,-0.05293,12.49685,-10.80768
"26","2017_Q1",32.4145161290323,"Down",107011000,-51215000,55796000,-106695000,-41607000,-29589000,-35499000,-50899000,-1107000,-1993000,886000,-52006000,-788000,-52794000,14460000,-38334000,25120000,30829000,30829000,182307000,169801000,107474000,107474000,79909000,369690000,158205000,479832000,162968000,224651000,78927000,684661000,1054351000,93939000,17057000,76882000,60263000,57430000,183202000,77331000,8193000,316072000,499274000,571158000,107620000,-42350000,529797000,555077000,1054351000,25120000,24444000,-62279000,85128000,72413000,-9193000,21695000,-9882000,4251000,-5631000.00000003,88477000,88477000,-363000,88114000,-26455000,267741000,35020000,0.5214,-0.47564,0.28809,0.05554,0.02924,1.13594,2.01794,0.89947,0.25394,0.7043,0.70432,2.4447,12.10338,0.80004,0.03425,0.0389,-3.22941,-1.6785
"27","2017_Q2",16.5787301587302,"Down",86097000,-46055000,40042000,-88391000,-38815000,-25489000,-24087000,-48349000,-2826000,-7760000,4186000,-51175000,-2998000,-54173000,8721000,-45452000,-61586000,-58697000,-58697000,231141000,221178000,92494000,92494000,141571000,465206000,147120000,1389737000,149941000,224954000,999046000,1582935000,2048141000,81901000,26707000,55194000,147092000,88263000,235044000,188333000,120634000,1301779000,1536823000,584382000,45729000,-38489000,486038000,511318000,2048141000,-61586000,24087000,33195000,-8295000,-12599000,-4402000,-807267000,870336000,-21173000,850210000,30344000,30344000,-1020000,29324000,-24262000,1119497000,-45680000,0.46508,-0.56156,-0.68175,-0.1148,-0.02866,0.77823,1.97923,3.00561,0.54659,-1.32763,-1.32763,1.94737,10.99335,-1.0332,-0.03227,-0.02511,-36.61512,-18.37382
"28","2017_Q3",15.4696825396825,"Down",118990000,-47755000,71235000,-73724000,-29353000,-20819000,-23552000,-2489000,-10141000,-8818000,-1556000,-12630000,-6405000,-19035000,-3573000,-22608000,-29383000,-26568000,-26568000,223723000,216558000,107270000,107270000,116774000,447767000,136640000,1407794000,145876000,231941000,993089000,1589650000,2037417000,70124000,8995000,61129000,173378000,97339000,1120545000,178759000,120729000,417628000,1538173000,588642000,19161000,-28255000,473964000,499244000,2037417000,-29383000,23552000,15814000,-17685000,-7702000,12667000,-10596000,-2945000,53999.9999999963,-2891000,-21189000,-21189000,3570000,-17619000,21063000,1115912000,19618000,0.59866,-0.0209200000000002,-0.22328,-0.05322,-0.01304,-0.73841,0.3996,3.081,0.54771,-0.59545,-0.59545,2.66686,10.62271,0.43969,-0.01481,0.01094,42.35812,-358.45279
"29","2017_Q4",10.7406349206349,"Down",91015000,-45576000,45439000,-79266000,-34881000,-20926000,-23459000,-33827000,-21892000,-22281000,-256000,-55719000,-2312000,-58031000,12825000,-45206000,-36364000,-35088000,-35088000,214237000,210070000,85508000,85508000,136540000,436285000,125179000,1395361000,140464000,235857000,986685000,1565695000,2001980000,76615000,15855000,60760000,175260000,97267000,1120886000,169251000,120649000,408160000,1529046000,592555000,-15930000,-23387000,447654000,472934000,2001980000,-36364000,23459000,22222000,9891000,19208000,-5080000,-8179000,-3135000,-17186000,-20321000,-9292000,-9292000,2388000,-6904000,-10368000,1107920000,-18382000,0.49925,-0.37166,-0.38552,-0.07419,-0.01753,0.52388,0.38923,3.23311,0.55341,-0.78159,-0.78159,2.02738,9.97158,-0.40946,-0.02005,-0.0105,-86.19628,-26.41922
"30","2018_Q1",9.11524590163934,"Down",106259000,-42067000,64192000,-98390000,-50988000,-23616000,-23786000,-34198000,-35213000,-4410000,-20052000,-69411000,-28437000,-97848000,16890000,-80958000,8604000.00000001,10915000,10915000,159410000,156299000,78186000,78186000,133383000,370979000,111825000,448690000,132167000,237303000,79220000.0000001,594432000,965411000,78698000,5959000,72739000,113788000,75829000,192486000,45171000,6195000,284058000,476544000,597558000,-5014000,-23373000,463587000,488867000,965411000,8604000.00000001,22826000,-50791000,2206000,-17155000,-1836000,924287000,-862649000,-13000.0000000037,-862662000,44470000,44470000,-14579000,29891000,-11372000,238887000,-27892000,0.60411,-0.32184,0.10272,0.02233,0.01131,-2.55538,1.9273,0.97479,0.24745,0.24281,0.24281,2.3638,10.31278,-0.62047,0.01412,-0.03609,-6.98882999999999,-2.32402000000002
"31","2018_Q2",8.4109375,"Down",83709000,-44549000,39160000,-82286000,-38110000,-20905000,-23271000,-43126000,6382000,2305000,4282000,-36744000,-1108000,-37852000,-125000,-37977000,-37977000,-36692000,-40045000,312454000,310426000,42033000,42033000,36094000,390581000,99701000,455927000,130038000,240035000,85854000,592319000,982900000,79178000,14518000,64660000,34732000,34732000,113910000,61513000,6255000,300425000,414335000,615534000,-54608000,-19693000,556065000,568565000,982900000,-37977000,23272000,929000,4387000,-9389000,-1093000,-13366000,-369000,2142000,87993000,65238000,65238000,374000,65612000,-19854000,238912000,-16435000,0.46781,-0.51519,-0.47838,-0.07043,-0.04074,0.41041,3.42886,0.72874,0.24307,-0.94936,-0.94936,1.98452,9.26529,-0.38963,-0.04608,-0.01891,3.70414,1.70528
"32","2018_Q3",5.56,"Down",76742000,-39525000,37217000,-77539000,-33938000,-20200000,-23401000,-40322000,2415000,2445000,-23000.0000000037,-37907000,-2778000,-40685000,-578999.999999996,-41264000,-41264000,-40005000,-47265000,228196000,222785000,51439000,51439000,60867000,340502000,89310000,458866000,128164000,233298000,97404000,587609000,928111000,68464000,13924000,54540000,31391000,31391000,99855000,67337000,15390000,306066000,405921000,554223000,-102456000,-28938000,509690000,522190000,928111000,-41264000,23400000,2812000.00000001,-46940000,-61992000,-2727000,-19866000.0000001,-349000.000000119,-2142000,-2491000.00000012,-84349000,-84349000,-1123000,-85472000,-16922000,238729000,-66010000,0.48496,-0.52542,-0.61589,-0.09051,-0.05093,1.39659,3.40996,0.77734,0.25722,-1.19792,-1.19792,1.945,8.63608,-1.673,-0.05707,-0.0797,-0.62244,-0.261219999999996
"33","2018_Q4",6.1068253968254,"Up",83286000,-43714000,39572000,-69662000,-27320000,-18684000,-23658000,-30090000,-14323000,-1167000,-13439000,-44413000,-4539000,-48952000,2308000,-46644000,-46644000,-47066000,-54529000,229427000,222438000,52617000,52617000,65414000,347458000,80519000,426957000,117448000,234480000,75029000,546886000,894344000,68094000,14300000,53794000,54046000,54046000,350904000,53253000,11329000,63259000,414163000,561149000,-156984000,-30557000,467681000,480181000,894344000,-46644000,23658000,25331000,8374000,10719000,-4745000,-8813000,-3e+05,0,-3e+05,1606000,1606000,-1056000,550000,-6432000,238770000,-5111000,0.47513,-0.36129,-0.65472,-0.11356,-0.06097,0.09373,0.99018,0.86251,0.26698,-1.37658,-1.37658,2.10254,7.35941,-0.12903,-0.07061,-0.00662,-1.45258,-0.3105
"34","2019_Q1",7.22098360655738,"Up",82102000,-31014000,51088000,-89451000,-22744000,-19383000,-47324000,-38363000,-95132000,-724000,-65737000,-133495000,-2190000,-135685000,16290000,-119395000,-101107000,-94392000,-101909000,132001000,103771000,102798000,102798000,59655000,294454000,67937000,332587000,98706000,224899000,8982000,408801000,703255000,73121000,13576000,59545000,57101000,57101000,243764000,71985000,10797000,81479000,325243000,534678000,-233299000,-30383000,365512000,378012000,703255000,-101107000,26762000,108690000,-5052000.00000001,29293000,-3091000,-25237000,-316000.000000007,-113696000,-121087000,-117031000,-117031000,75999.9999999998,-116955000,-11601000,123036000,-36034000,0.62225,-0.46726,-1.24125,-0.26959,-0.14491,0.35359,1.20795,0.8604,0.17495,-2.55674,-2.55674,2.05981,4.73943,-0.90404,-0.16549,-0.06288,0.772780000000002,0.23369
"35","2019_Q2",6.26936507936508,"Down",88105000,-38953000,49152000,-69070000,-29246000,-19681000,-20143000,-19918000,-1176000,-396000,463000,-21094000,-34000,-21128000,1391000,-19737000,-19737000,-20050000,-27587000,108442000,88768000,108939000,108939000,53503000,270884000,52128000,390878000,92759000,223359000,74760000,443751000,714635000,71823000,18948000,52875000,65083000,65083000,234111000,121559000,74063000,121559000,355670000,533229000,-249776000,-31966000,346465000,358965000,714635000,-19737000,20143000,5635000,-11725000,-5684000,-2627000,9598000,-280000,-16106000,-23461000,-19547000,-19547000,-19000,-19566000,225000,97205000,-15518000,0.55788,-0.22607,-0.31312,-0.07685,-0.0386,0.56251,1.15708,0.99082,0.13602,-0.6842,-0.6842,2.18514,4.20139,-0.38487,-0.0355,-0.02686,-49.94222,0.56416
"36","2019_Q3",7.53421875,"Up",77846000,-33403000,44443000,-62375000,-23080000,-19026000,-20269000,-17932000,-564000.000000015,-164000,-23999.9999999925,-18496000,74000.0000000002,-18422000,1844000,-16578000,-16578000,-17171000,-25030000,78488000,34229000,99928000,99928000,39093000,217509000,44164000,382164000,86649000,224335000,71180000,426395000,643904000,72705000,18458000,54247000,59574000,59574000,179355000,116025000,71259000,116025000,295380000,531287000,-266947000,-30897000,336024000,348524000,643904000,-16578000,20269000,3870000,16687000,24248000,-2313000,-29848000,-332000.000000002,-49781000,-50113000,-55713000,-55713000,29000,-55684000,2337000,47076000,14867000,0.57091,-0.23035,-0.32153,-0.07182,-0.03887,-0.59397,1.21273,0.84752,0.07311,-0.6133,-0.6133,1.90743,3.70862,0.36428,-0.04892,0.02906,-13.44116,1.75173
"37","2019_Q4",4.9328125,"Down",52210000,-35602000,16608000,-67619000,-30536000,-18575000,-18508000,-51011000,-397000,25000,-422000,-51408000,44000,-51364000,-9849000,-61213000,-61213000,-61238000,-69432000,20090000,19193000,73574000,73574000,22051000,115715000,35631000,364616000,81172000,220367000,63077000,400247000,515962000,69715000,15496000,54219000,53789000,53789000,123504000,102775000,67487000,102775000,226279000,528739000,-328185000,-33880000,277183000,289683000,515962000,-61213000,18509000,8553000,27426000,-6725000,-2137000,37975000,-313000,-47106000,-47419000,-16169000,-16169000,773000,-15396000,-32502000,0,2636000,0.3181,-0.97704,-1.32986,-0.23968,-0.13457,-0.03797,0.93693,0.78113,0,-1.71183,-1.71183,1.28723,2.08548,0.06499,-0.17692,0.00672,0.61812,0.39384
"38","2020_Q1",4.89274193548387,"Down",90588000,-42449000,48139000,-66311000,-29909000,-18286000,-18116000,-18172000,7810000,438000,7372000,-10362000,-17000,-10379000,4440000,-5939000,-5939000,-6133999.99999999,-14678000,11000,22803417.2388257,65863000,65863000,77023000,142897000,26525000,362601000,77613000,222969000,62019000,389126000,532023000,87538000,21551000,65987000,65858000,65858000,153396000,89185000,65565000,89185000,242581000,525744000,-334319000,-33261000,276942000,289442000,532023000,-5939000,18116000,6325000,2242000,20744000,4323000,1652000.00000001,-113281000,113017000,-264000,22132000,22132000,-2345000,19787000,-56000,3.72529029846191e-09,2069000,0.53141,-0.2006,-0.16203,-0.05071,-0.02759,-0.14096,0.93156,0.8381,-6.93889390390723e-18,-0.35727,-0.35727,2.20495,1.85174,0.05036,-0.03877,0.00546000000000001,0.196430000000001,0.000609999999999944
"39","2020_Q2",3.06349206349206,"Down",77122000,-35471000,41651000,-57488000,-26344000,-19788000,-11356000,-15837000,1505000,-187000,1692000,-14332000,-1450000,-15782000,12432000,-3350000,-3350000,-3367000,-12276000,30906000,30906000,60817000,60817000,43919000,135642000,22160000,354992000,74812000,219825000,60355000,377152000,512794000,83411000,17955000,65456000,49042000,49042000,142453000,83442000,63740000,83442000,225895000,522169000,-338348000,-36823000,274399000,286899000,512794000,-3350000,11357000,3333000,-26356000,-15016000,1594000,-2823000,1e+07,-4000,9996000,-7843000,-7843000,-252000,-8095000,-4480000,1e+07,-41674000,0.54007,-0.20535,-0.15918,-0.04279,-0.02394,3.39475,0.95219,0.78737,0.0195,-0.29593,-0.29593,1.85912,1.56476,-1.0046,-0.03228,-0.10957,4.66652,1.32007
"40","2020_Q3",3.683125,"Up",76535000,-29480000,47055000,-54020000,-24640000,-19096000,-10284000,-6965000,2792000,1426000,1366000,-4173000,-4493000,-8666000,7972000,-694000,-694000,-858999.999999996,-10147000,42771000,42771000,57332000,57332000,47888000,147991000,18659000,355002000,72910000,222854000,59238000,373661000,521652000,96454000,22948000,73506000,46958000,46958000,153412000,75256000,56780000,75256000,228668000,517799000,-339313000,-34397000,280484000,292984000,521652000,-694000,10283000,5149000,1886000,16624000,146000,-4111000,1.49011611938477e-08,-5000.0000000298,-5000,12508000,12508000,-643000,11865000,3318000,1e+07,-2621999.99999999,0.61482,-0.0909999999999999,-0.13258,-0.03463,-0.01945,0.2584,0.96466,0.78048,0.01917,-0.24462,-0.24462,1.84506,1.49471,-0.0632099999999999,-0.02683,-0.00692999999999999,-9.87673,4.7051
"41","2020_Q4",3.2153125,"Down",68636000,-28452000,40184000,-56362000,-23265000,-20885000,-12212000,-16178000,2632000,-53000,2685000,-13546000,-820000,-14366000,8744000,-5622000,-5622000,-5682000,-15367000,46359000,46359000,47705000,47705000,43417000,137481000,13408000,347685000,71487000,227012000,49186000,361093000,498574000,88985000,11292000,77693000,33897000,33897000,132882000,72076000,51999000,72076000,204958000,512509000,-344977000,-32190000,281116000,293616000,498574000,-5622000,12212000,10501000,-10038000,7053000,-147000,-4472000,0,0,0,2581000,2581000,1007000,3588000,-3966000,1e+07,-22895000,0.58547,-0.23571,-0.22389,-0.05234,-0.03082,1.48988,1.03461,0.69805,0.02006,-0.36271,-0.36271,1.62003,1.25699,-0.5404,-0.0409,-0.06094,9.16768,2.24743
"42","2021_Q1",4.58967213114754,"Up",69377000,-28414000,40963000,-42150000,-15043000,-17274000,-9833000,-1187000,3727000,-65000,3792000,2540000,-1192000,1348000,-2040000,-692000,-691999.999999997,-794000,-10893000,33671000,33671000,47849000,47849000,39847000,121367000,11732000,349156000,69593000,232771000,46792000,360888000,482255000,82075000,12749000,69326000,33045000,33045000,125120000,63712000,49268000,63712000,188832000,499353000,-345771000,-28213000,280923000,293423000,482255000,-691999.999999997,8820000,-5859000,-11494000,-9225000,1122000,-2933000,0,0,2.3283064365387e-10,-12158000,-12158000,-530000,-12688000,7633000,1e+07,-699000,0.59044,-0.01711,-0.15701,-0.03712,-0.02259,0.0641700000000001,0.97,0.64355,0.02074,-0.25649,-0.25649,1.63359,1.01914,-0.0164599999999999,-0.02967,-0.0019,-3.10114,19.94187
"43","2021_Q2",3.12396825396825,"Down",65499000,-28637000,36862000,-45192000,-17928000,-17397000,-9867000,-8330000,-3486000,-90000,-3396000,-11816000,-713000,-12529000,163000,-12366000,-12366000,-12030000,-22560000,29818000,29818000,46236000,46236000,40861000,116915000,10799000,337416000,65292000,228537000,43587000,348215000,465130000,84592000,16907000,67685000,32358000,32358000,126950000,55775000,46985000,55775000,182725000,491300000,-357801000,-29349000,269905000,282405000,465130000,-12366000,9867000,2230000,2530000,2261000,-721000,-5763000,82245085.0304954,58431295.96178,2936233.73992798,-3502000,-3502000,-351000,-3853000,1537000,1e+07,3183000,0.56279,-0.12718,-0.34443,-0.07989,-0.0485,-0.14109,0.92095,0.64703,0.0215,-0.52788,-0.52788,1.53261,0.51625,0.07448,-0.06479,0.00914,-12.89395,2.37911
"44","2021_Q3",2.7284375,"Down",71532000,-27142000,44390000,-47591000,-21909000,-17197000,-8485000,-3201000,1457000,-119000,1576000,-1744000,-877000,-2621000,201000,-2420000,-2420000,-2470000,-23946000,32570000,32570000,44202000,44202000,41058000,117830000,9822000,336038000,64887000,229610000,41541000,345860000,463690000,72777000,14539000,58238000,39656000,39656000,112433000,47106000,44940000,164295000,276728000,491669000,-360271000,-29442000,174462000,186962000,463690000,-2420000,8485000,2002000,-2161000,5906000,21000,-5896000,1.15e+08,-18648000,2687000,2697000,2697000,55000,2752000,5284000,117189000,2943000,0.62056,-0.04475,-0.33476,-0.12808,-0.05164,-0.1229,1.048,1.48013,0.25273,-0.56031,-0.56031,1.67377,2.38566,0.06886,0.72516,0.00838,16.01419,-26.43518
"45","2021_Q4",2.5296875,"Down",69753000,-27245000,42508000,-51536000,-27953000,-15368000,-8215000,-9028000,-4578000,-2909000,-1669000,-13606000,-1485000,-15091000,6982000,-8109000,-8109000,-8109000,-9831000,24141000,24141000,39073000,39073000,47239000,110453000,8161000,329761000,63464000,226840000,39457000,337922000,448375000,77050000,6795000,70255000,31506000,31506000,108556000,44226000,42591000,161720000,270276000,492385000,-368380000,-30911000,165599000,178099000,448375000,-8109000,8215000,3031000,-5753000,-2616000,-136000,-6181000,0,-278665000,0,-8797000,-8797000,368000,-8429000,-813000,117494000,-13684000,0.60941,-0.12943,-0.14094,-0.0552,-0.02193,1.39192,1.01747,1.51756,0.26204,-0.11479,-0.11479,0.81443,1.08696,-0.15977,-0.84897,-0.04027,-114.82534,-10.34039
"46","2022_Q1",1.89209677419355,"Down",73831000,-26026000,47805000,-41074000,-17201000,-14375000,-9498000,6731000,-4651000,-3263000,-1388000,2080000,-2114000,-34000.0000000037,-169000,-203000.000000003,-203000,-333000.000000002,-2114000,31504000,31504000,47586000,47586000,42901000,121991000,6979000,321764000,60335000,224577000,36852000,328743000,450734000,73013000,11097000,61916000,22368000,22368000,95381000,46421000,45313000,179525000,274906000,565026000,-368713000,-32985000,163328000,175828000,450734000,-203000,8193000,5547000,-14143000,-606000,-135000,-6103000,16077000,-795000,13501000,6792000,6792000,571000,7363000,14924000,133104000,815000.000000002,0.64749,0.09117,-0.02863,-0.01202,-0.00469,-0.38553,1.27899,1.56349,0.2953,-0.02468,-0.02468,0.86205,1.90701,0.00952,-0.000940000000000052,0.00229,6.80783,15.09434
"47","2022_Q2",1.40725806451613,"Down",65866000,-24839000,41027000,-41722000,-17897000,-15791000,-8034000,-695000,-1529000,-3233000,1704000,-2224000,-685000,-2909000,-128000,-3037000,-3037000,-3152000,-5590000,21727000,21727000,48172000,48172000,46738000,116637000,5945000,316502000,58323000,223712000,34467000,322447000,439084000,72122000,12095000,60027000,19468000,19468000,91590000,45043000,43715000,178505000,270095000,491975000,-371865000,-36126000,156489000,168989000,439084000,-3037000,8034000,2716000,-10406000,-2693000,-154000,-5399000,387483135.250318,1424592362.22662,-1781000,-9873000,-9873000,96000,-9777000,7339000,133462000,-3093000,0.62289,-0.01055,-0.08487,-0.03308,-0.01273,0.55331,1.27347,1.5983,0.30396,-0.06521,-0.06521,0.76839,0.97975,-0.03608,-0.01609,-0.0089,15.22483,-160.76978
"48","2022_Q3",1.41125,"Up",65236000,-22316000,42920000,-37007000,-15288000,-13460000,-8259000,5913000,840000,-3225000,4065000,6753000,1603000,8356000,-435000,7921000,7921000,7846000,5327000,25512000,25512000,43306000,43306000,47763000,116581000,4911000,295376000,52348000,209806000,33222000,300287000,416868000,64032000,5659000,58373000,18739000,18739000,82771000,41060000,39987000,174886000,257657000,490603000,-364019000,-48221000,146711000,159211000,416868000,7921000,8259000,-1577000,-5182000,9421000,-419000,1631000,1298776155.75095,4526258836.67986,-6736000,4316000,4316000,-531000,3785000,14172000,133826000,9006000,0.65792,0.09064,0.08166,0.03346,0.01278,1.69063,1.40848,1.61834,0.32103,0.06214,0.06214,0.76104,0.91417,0.10506,0.01594,0.02696,7.64282,18.31794
