"","YQ","p","d","revenue","sales_services_revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",25.1151612903226,"Down",1.723e+09,1.723e+09,-8.33e+08,-8.33e+08,8.9e+08,-6.2e+08,-4.58e+08,-1.62e+08,2.7e+08,-3.2e+07,-2.2e+07,-1e+07,2.38e+08,2.38e+08,5e+06,2.43e+08,2.43e+08,2.43e+08,2.43e+08,1.923e+09,1.923e+09,9.5e+08,9.5e+08,1.036e+09,3.02e+08,3.02e+08,4.211e+09,1.139e+09,1.04e+08,4.303e+09,2.95e+09,1.085e+09,2.68e+08,5.546e+09,9.757e+09,4.92e+08,4.92e+08,1.098e+09,4.35e+08,6.63e+08,2.09e+09,1.714e+09,1.08e+09,2.69e+08,2.69e+08,8.11e+08,2.794e+09,4.884e+09,8.403e+09,6e+06,8.397e+09,5.114e+09,-3.5e+07,4.87e+09,4.873e+09,9.757e+09,2.43e+08,8.4e+07,2.9e+07,1.6e+07,6e+06,7e+06,-1.16e+08,4.1e+07,-1e+07,5e+06,-1.52e+08,2.4e+08,-4.9e+07,-4.9e+07,-4.9e+07,0,-2.2e+09,-3.5e+07,2.9e+07,2.9e+07,0,0,-7e+06,-1.967e+09,-1.967e+09,-6e+06,-1.973e+09,3.54e+08,2.214e+09,1.84e+08,0.51654,0.1567,0.14103,0.04987,0.02491,0.7572,2.01483,1.00226,0.22691,0.69828,0.68839,4.95115,13.99425,0.52874,0.10057,0.03404,0.02253,0.14403,0.82203,1.07778
"12","2013_Q1",28.5458333333333,"Up",1.767e+09,1.767e+09,-8.45e+08,-8.45e+08,9.22e+08,-6.44e+08,-4.66e+08,-1.78e+08,2.78e+08,-2.2e+07,-2.4e+07,2e+06,2.56e+08,2.56e+08,1.69e+08,4.25e+08,4.25e+08,4.25e+08,4.25e+08,2.351e+09,2.351e+09,9.23e+08,9.23e+08,1.014e+09,3.41e+08,3.41e+08,4.629e+09,1.164e+09,1.09e+08,4.634e+09,3.025e+09,1.086e+09,5.23e+08,5.907e+09,1.0536e+10,4.61e+08,4.61e+08,1.182e+09,4.2e+08,7.62e+08,1.893e+09,2.112e+09,1.346e+09,5.54e+08,5.54e+08,7.92e+08,3.458e+09,5.351e+09,8.495e+09,6e+06,8.489e+09,5.505e+09,-1.11e+08,5.182e+09,5.185e+09,1.0536e+10,4.25e+08,9.4e+07,-1.33e+08,1.5e+07,-1.6e+08,1.2e+07,9.9e+07,4.1e+07,2.2e+07,-3e+07,65999999.9999999,4.85e+08,-6.2e+07,-6.2e+07,-6.2e+07,0,-91999999.9999998,-3.4e+07,-8.4e+07,1e+07,-9.4e+07,-3e+06,3e+07,4.23e+08,4.23e+08,7e+06,4.3e+08,3.72e+08,2.362e+09,2.4e+08,0.52179,0.15733,0.24052,0.08197,0.04034,0.56471,2.44532,1.03202,0.22418,1.22126,1.20397,5.07759,14.8908,0.68966,0.0977,0.05161,0.02699,0.08,0.02957,0.03957
"13","2013_Q2",28.80703125,"Up",1.68e+09,1.68e+09,-8e+08,-8e+08,8.8e+08,-6.63e+08,-4.84e+08,-1.79e+08,2.17e+08,-2.2e+07,-2.3e+07,1e+06,1.95e+08,1.95e+08,-1.6e+07,1.79e+08,1.79e+08,1.79e+08,1.79e+08,2.45e+09,2.45e+09,8.74e+08,8.74e+08,1.04e+09,3.48e+08,3.48e+08,4.712e+09,1.163e+09,1.28e+08,4.65e+09,3.071e+09,1.069e+09,5.1e+08,5.941e+09,1.0653e+10,4.54e+08,4.54e+08,1.142e+09,4.65e+08,6.77e+08,1.846e+09,2.111e+09,1.345e+09,5.54e+08,5.54e+08,7.91e+08,3.456e+09,5.302e+09,8.568e+09,6e+06,8.562e+09,5.607e+09,-4.1e+07,5.348e+09,5.351e+09,1.0653e+10,1.79e+08,9.4e+07,3.9e+07,3.1e+07,-2e+06,1e+07,-6.7e+07,5.3e+07,-3.4e+07,-7e+06,-7.9e+07,2.45e+08,-5.8e+07,-5.9e+07,-5.9e+07,-1.5e+07,-7.2e+07,-3.5e+07,-2.7e+07,5.2e+07,-7.9e+07,-1e+06,-6.3e+07,1.1e+08,1.1e+08,-1.1e+07,9.9e+07,3.11e+08,2.361e+09,2.02e+08,0.52381,0.12917,0.10655,0.03345,0.0168,1.12849,2.55255,0.99084,0.22163,0.51585,0.50852,4.8415,15.4121,0.58213,0.10086,0.02363,0.0223,0.19553,-0.28617,-0.41014
"14","2013_Q3",31.3415625,"Up",1.732e+09,1.732e+09,-8.41e+08,-8.41e+08,8.91e+08,-6.78e+08,-4.97e+08,-1.81e+08,2.13e+08,-1.5e+07,-2.4e+07,9e+06,1.98e+08,1.98e+08,-3.2e+07,1.66e+08,1.66e+08,1.66e+08,1.66e+08,2.519e+09,2.519e+09,9.16e+08,9.16e+08,1.042e+09,3.41e+08,3.41e+08,4.818e+09,1.147e+09,1.2e+08,4.502e+09,3.006e+09,9.95e+08,5.01e+08,5.769e+09,1.0587e+10,4.48e+08,4.48e+08,1.21e+09,4.59e+08,7.51e+08,1.908e+09,2.106e+09,1.265e+09,4.78e+08,4.78e+08,7.87e+08,3.371e+09,5.279e+09,8.602e+09,6e+06,8.596e+09,5.774e+09,-1.45e+08,5.305e+09,5.308e+09,1.0587e+10,1.66e+08,9.2e+07,3.1e+07,1.8e+07,-1999999.99999999,1.5e+07,2.6e+07,-5.6e+07,-1.9e+07,-3.72529029846191e-09,1.01e+08,3.15e+08,-5e+07,-5.1e+07,-5.1e+07,-1.86264514923096e-09,-71000000.0000001,-4.1e+07,-1.24e+08,1.6e+07,-1.4e+08,0,-1.65e+08,7.9e+07,7.9e+07,-1e+07,6.9e+07,3.05e+08,2.356e+09,3.13e+08,0.51443,0.12298,0.09584,0.03127,0.01568,1.88554,2.52516,0.99454,0.22254,0.48116,0.47564,5.02029,15.37681,0.90725,0.11884,0.02318,0.03505,0.24699,-0.53443,-0.76526
"15","2013_Q4",35.4165625,"Up",1.652e+09,1.652e+09,-7.96e+08,-7.96e+08,8.56e+08,-6.2e+08,-4.49e+08,-1.71e+08,2.36e+08,-2.4e+07,-2.5e+07,1e+06,2.12e+08,2.12e+08,-4.4e+07,1.68e+08,1.68e+08,1.68e+08,1.68e+08,2.33e+09,2.33e+09,8.75e+08,8.75e+08,1.054e+09,3.25e+08,3.25e+08,4.584e+09,1.139e+09,1.24e+08,4.431e+09,2.995e+09,9.45e+08,4.91e+08,5.694e+09,1.0278e+10,4.07e+08,4.07e+08,1.143e+09,4.63e+08,6.8e+08,1.55e+09,2.701e+09,1.237e+09,4.63e+08,4.63e+08,7.74e+08,3.938e+09,5.488e+09,8.666e+09,6e+06,8.66e+09,5.901e+09,-1.73e+08,4.787e+09,4.79e+09,1.0278e+10,1.68e+08,9.1e+07,3.9e+07,1.7e+07,5e+06,1.7e+07,-8.3e+07,3.4e+07,-2.8e+07,-4e+07,-4.9e+07,2.15e+08,-5.3e+07,-5.3e+07,-5.3e+07,0,-5.4e+07,-4.1e+07,-6.33e+08,4.8e+07,-6.81e+08,-5e+06,-3.32e+08,-1.71e+08,-1.71e+08,-1.8e+07,-1.89e+08,3.27e+08,2.701e+09,2.35e+08,0.51816,0.14286,0.10169,0.03507,0.01635,1.39881,2.95742,1.14572,0.26279,0.49412,0.4898,4.85882,14.07941,0.69118,0.12059,0.02395,0.02692,0.24405,1.13456,1.57203
"16","2014_Q1",38.4549180327869,"Up",-1.17e+09,-1.17e+09,4.5e+08,4.5e+08,-7.2e+08,4.4e+08,2.46e+08,1.94e+08,-2.8e+08,-3.2e+07,-2.8e+07,-4e+06,-3.12e+08,-3.12e+08,2.4e+07,-2.88e+08,2.21e+08,2.21e+08,2.21e+08,2.675e+09,2.675e+09,8.99e+08,8.99e+08,1.066e+09,3.43e+08,3.43e+08,4.983e+09,1.134e+09,1.39e+08,4.43e+09,3.047e+09,9.16e+08,4.67e+08,5.703e+09,1.0686e+10,4.32e+08,4.32e+08,1.17e+09,4.39e+08,7.31e+08,1.602e+09,2.699e+09,1.096e+09,2.94e+08,2.94e+08,8.02e+08,3.795e+09,5.397e+09,8.729e+09,6e+06,8.723e+09,6.073e+09,9.1e+07,5.286e+09,5.289e+09,1.0686e+10,2.21e+08,9.5e+07,2.6e+07,1.9e+07,-5e+06,1.2e+07,3.5e+07,-1.7e+07,-1.9e+07,2e+07,5.1e+07,3.77e+08,-3.2e+07,-3.2e+07,-3.2e+07,-1e+07,-5.1e+07,-3.9e+07,4.5e+07,4.5e+07,1.19209289550781e-07,9.31322574615479e-10,6e+06,3.32e+08,3.32e+08,1.3e+07,3.45e+08,-1.85e+08,2.699e+09,-2.06e+08,0.61538,0.23932,-0.18889,0.04178,0.02068,-0.93213,3.11049,1.02042,0.25257,0.66566,0.65774,-3.5241,15.92169,-0.62048,0.11747,0.02862,-0.02268,0.17647,-0.12973,-0.08571
"17","2014_Q2",37.5815873015873,"Down",1.008e+09,1.008e+09,-4.98e+08,-4.98e+08,5.1e+08,-3.86e+08,-2.98e+08,-8.8e+07,1.24e+08,-2.7e+07,-2.7e+07,0,9.7e+07,9.7e+07,2.4e+07,1.21e+08,1.95e+08,1.95e+08,1.95e+08,2.742e+09,2.742e+09,8.49e+08,8.49e+08,1.088e+09,3.94e+08,3.94e+08,5.073e+09,1.129e+09,1.29e+08,4.307e+09,3.017e+09,8.59e+08,4.31e+08,5.565e+09,1.0638e+10,4.3e+08,4.3e+08,1.119e+09,4.59e+08,6.6e+08,1.549e+09,2.695e+09,9.47e+08,2.74e+08,2.74e+08,6.73e+08,3.642e+09,5.191e+09,8.826e+09,6e+06,8.82e+09,6.289e+09,3.6e+07,5.444e+09,5.447e+09,1.0638e+10,1.95e+08,9.6e+07,4.5e+07,3.6e+07,-5e+06,1.4e+07,-1.42e+08,4e+07,-3.3e+07,-1e+06,-1.48e+08,1.94e+08,-4.5e+07,-4.5e+07,-4.5e+07,0,-4.7e+07,-4.4e+07,-2.7e+07,7.3e+07,-1e+08,3e+06,-6.8e+07,7.9e+07,7.9e+07,-1.2e+07,6.7e+07,2.2e+08,2.695e+09,9e+06,0.50595,0.12302,0.19345,0.0358,0.01833,0.04615,3.27502,0.953,0.25334,0.58559,0.57692,3.02703,16.34835,0.02703,0.13213,0.0263,0.000990000000000001,0.22564,-0.21364,-0.37903
"18","2014_Q3",38.31625,"Up",9.88e+08,9.88e+08,-5.03e+08,-5.03e+08,4.85e+08,-3.91e+08,-3.04e+08,-8.7e+07,94000000.0000001,-2.5e+07,-2.8e+07,3e+06,68999999.9999999,69000000.0000001,-2.9e+07,4e+07,1.39e+08,1.39e+08,1.39e+08,2.95e+09,2.95e+09,9.03e+08,9.03e+08,1.1e+09,4.24e+08,4.24e+08,5.377e+09,1.139e+09,1.33e+08,4.377e+09,3.067e+09,8.25e+08,4.85e+08,5.649e+09,1.1026e+10,4.81e+08,4.81e+08,1.238e+09,4.7e+08,7.68e+08,1.719e+09,2.693e+09,9.85e+08,2.61e+08,2.61e+08,7.24e+08,3.678e+09,5.397e+09,8.867e+09,6e+06,8.861e+09,6.384e+09,1.32e+08,5.626e+09,5.629e+09,1.1026e+10,1.39e+08,9.7e+07,4.9e+07,2.2e+07,1.3e+07,1.4e+07,4e+07,-4.3e+07,-2.3e+07,4.5e+07,6.1e+07,3.25e+08,-5.1e+07,-5.3e+07,-5.3e+07,-4e+06,-5.5e+07,-4.4e+07,-2.8e+07,2.2e+07,-5e+07,1.86264514923096e-09,-7.2e+07,1.98e+08,1.98e+08,1e+07,2.08e+08,1.91e+08,2.693e+09,2.09e+08,0.49089,0.09514,0.14069,0.02469,0.01261,1.5036,3.12798,0.95878,0.24424,0.41742,0.41246,2.96697,16.89489,0.62763,0.13213,0.01966,0.02246,0.31655,-1.34555,-2.73404
"19","2014_Q4",37.71234375,"Down",1.009e+09,1.009e+09,-5.07e+08,-5.07e+08,5.02e+08,-3.71e+08,-2.85e+08,-8.6e+07,1.31e+08,-4.6e+07,-2.5e+07,-2.1e+07,8.5e+07,8.5e+07,-2.2e+07,6.3e+07,1.47e+08,1.47e+08,1.47e+08,2.391e+09,2.391e+09,8.91e+08,8.91e+08,1.099e+09,4.53e+08,4.53e+08,4.834e+09,1.142e+09,1.64e+08,4.24e+09,3.012e+09,7.58e+08,4.7e+08,5.546e+09,1.038e+10,4.02e+08,4.02e+08,1.142e+09,4.47e+08,6.95e+08,1.579e+09,2.181e+09,9.8e+08,2.35e+08,2.35e+08,7.45e+08,3.161e+09,4.74e+09,8.904e+09,6e+06,8.898e+09,6.487e+09,5.3e+07,5.637e+09,5.64e+09,1.038e+10,1.47e+08,9.8e+07,2.3e+07,1.9e+07,1e+07,-6e+06,-2.4e+08,3e+06,-1.7e+07,-7.3e+07,-1.53e+08,2.8e+07,-5.2e+07,-6.4e+07,-6.4e+07,5e+06,-7e+07,-4.4e+07,-9e+06,4.1e+07,-5e+07,0,-5.18e+08,-5.6e+08,-5.6e+08,1e+06,-5.59e+08,2.29e+08,2.216e+09,-4.1e+07,0.49752,0.12983,0.14569,0.02606,0.01416,-0.27891,3.06143,0.84043,0.21349,0.44012,0.43491,3.02096,16.87725,-0.12275,0.13174,0.02162,-0.00463999999999999,0.29932,-0.76419,-1.33588
"20","2015_Q1",37.803606557377,"Up",1.043e+09,1.043e+09,-5.64e+08,-5.64e+08,4.79e+08,-4.09e+08,-3.12e+08,-9.7e+07,7e+07,-9.2e+07,-2.1e+07,-7.1e+07,-2.2e+07,-2.2e+07,3e+07,8000000.00000001,6.8e+07,6.8e+07,6.8e+07,2.218e+09,2.218e+09,6.26e+08,6.26e+08,5.74e+08,2.091e+09,2.63e+08,5.509e+09,6.31e+08,9.6e+07,4.579e+09,2.507e+09,6.49e+08,2.68e+08,5.306e+09,1.0815e+10,3.02e+08,3.02e+08,1.39e+09,2.6e+08,5.07e+08,1.692e+09,1.663e+09,2.156e+09,2.09e+08,2.09e+08,5.13e+08,3.819e+09,5.511e+09,8.973e+09,6e+06,8.967e+09,6.469e+09,-3.34e+08,5.301e+09,5.304e+09,1.0815e+10,6.8e+07,9.3e+07,-1.34e+08,1.9e+07,-2.1e+08,5.7e+07,1.57e+08,-1.19e+08,-2.6e+07,7.9e+07,2.23e+08,1.84e+08,-4.3e+07,-4.3e+07,-4.3e+07,-5e+06,-5.8e+07,-4.4e+07,5.2e+07,5.2e+07,-7.45058059692383e-09,-3.1e+07,5.41e+08,6.67e+08,6.67e+08,-3e+07,6.37e+08,1.63e+08,1.663e+09,2.47e+08,0.45925,0.06711,0.0652,0.01282,0.00629,3.63235,3.25591,1.03903,0.15377,0.20482,0.20059,3.14157,15.96687,0.74398,0.13253,0.01228,0.02707,0.64706,-3.40491,-7.92857
"21","2015_Q2",38.8842857142857,"Up",1.026e+09,1.026e+09,-5.13e+08,-5.13e+08,5.13e+08,-3.98e+08,-3.1e+08,-8.8e+07,1.15e+08,-2e+06,-1.4e+07,1.2e+07,1.13e+08,1.13e+08,-2e+07,9.3e+07,6.3e+07,6.3e+07,6.3e+07,2.118e+09,2.118e+09,6.15e+08,6.15e+08,5.6e+08,3.61e+08,3.61e+08,3.654e+09,6.1e+08,9e+07,3.165e+09,2.352e+09,5.59e+08,2.54e+08,3.865e+09,7.519e+09,2.57e+08,2.57e+08,6.71e+08,2.78e+08,3.93e+08,9.28e+08,1.658e+09,6.93e+08,1.94e+08,1.94e+08,4.99e+08,2.351e+09,3.279e+09,8.963e+09,6e+06,8.957e+09,5.348e+09,-2.61e+08,4.237e+09,4.24e+09,7.519e+09,6.3e+07,6.8e+07,3.5e+07,2.2e+07,6e+06,7e+06,-1.86e+08,-1.5e+07,-5e+06,-3.9e+07,-1.27e+08,-2e+07,-3.2e+07,-3.2e+07,-3.2e+07,1e+06,-3.1e+07,-3.4e+07,2e+06,8e+06,-6e+06,-7.96e+08,-8.28e+08,-8.79e+08,-8.79e+08,-3.1e+07,-9.1e+08,1.83e+08,1.658e+09,-1.5e+07,0.5,0.11209,0.0614,0.01486,0.00838,-0.2381,3.9375,0.77335,0.22051,0.1875,0.18639,3.05357,12.61012,-0.04464,0.10119,0.01472,-0.00227999999999999,0.53968,-2.51366,-4
"22","2015_Q3",35.53421875,"Down",9.63e+08,9.63e+08,-4.83e+08,-4.83e+08,4.8e+08,-3.73e+08,-2.92e+08,-8.1e+07,1.07e+08,-1.1e+07,-1.5e+07,4e+06,9.6e+07,9.6e+07,-4000000.00000001,9.2e+07,8.7e+07,8.7e+07,8.7e+07,2.197e+09,2.197e+09,5.76e+08,5.76e+08,5.56e+08,2.91e+08,2.91e+08,3.62e+09,5.93e+08,9.1e+07,3.108e+09,2.341e+09,5.16e+08,2.51e+08,3.792e+09,7.412e+09,2.61e+08,2.61e+08,6.69e+08,2.71e+08,3.98e+08,9.3e+08,1.656e+09,6.65e+08,1.76e+08,1.76e+08,4.89e+08,2.321e+09,3.251e+09,9.006e+09,6e+06,9e+09,5.397e+09,-2.7e+08,4.158e+09,4.161e+09,7.412e+09,8.7e+07,6.3e+07,2e+07,1.1e+07,-1999999.99999994,1.1e+07,1.3e+07,3.1e+07,-1.3e+07,4000000.00000001,-8999999.99999994,1.83e+08,-9e+06,-2e+07,-2e+07,-3.72529029846191e-09,-7e+06,-3.3e+07,-1.3e+08,3.2e+07,-1.62e+08,6.2e+07,-1.01e+08,7.5e+07,7.5e+07,4e+06,78999999.9999998,1.7e+08,1.656e+09,1.78e+08,0.49844,0.11111,0.09034,0.02091,0.01174,2.04598,3.89247,0.7813,0.22342,0.26048,0.25816,2.88323,12.4491,0.53293,0.0988,0.01851,0.02746,0.37931,-3.18235,-5.05607
"23","2015_Q4",36.4284375,"Up",1.014e+09,1.014e+09,-5.01e+08,-5.01e+08,5.13e+08,-3.69e+08,-2.9e+08,-7.9e+07,1.44e+08,-1.6e+07,-1.5e+07,-1e+06,1.28e+08,1.28e+08,-1.5e+07,1.13e+08,1.11e+08,1.11e+08,1.11e+08,2.075e+09,2.075e+09,5.84e+08,5.84e+08,5.45e+08,2.74e+08,2.74e+08,3.478e+09,5.87e+08,8.8e+07,3.098e+09,2.366e+09,4.84e+08,2.48e+08,3.773e+09,7.251e+09,2.48e+08,2.48e+08,6.05e+08,2.65e+08,3.4e+08,8.53e+08,1.655e+09,6.37e+08,1.68e+08,1.68e+08,4.69e+08,2.292e+09,3.145e+09,9.035e+09,6e+06,9.029e+09,5.474e+09,-3.32e+08,4.103e+09,4.106e+09,7.251e+09,1.11e+08,6.2e+07,5e+06,1e+07,-2e+07,1.5e+07,-7e+07,-1.5e+07,0,-1.2e+07,-4.3e+07,1.08e+08,-1.9e+07,-1.9e+07,-1.9e+07,-2e+06,-8.7e+07,-3.3e+07,-8.2e+07,1.7e+07,-9.9e+07,-1.2e+07,-1.27e+08,-1.06e+08,-1.06e+08,-1.6e+07,-1.22e+08,2.06e+08,1.655e+09,1.32e+08,0.50592,0.14201,0.10947,0.02703,0.01531,1.18919,4.07737,0.76595,0.22824,0.33434,0.33234,3.05422,12.35843,0.39759,0.0994,0.02251,0.02063,0.2973,-2.03883,-2.91667
"24","2016_Q1",35.9703278688525,"Down",1.035e+09,1.035e+09,-5e+08,-5e+08,5.35e+08,-3.79e+08,-2.97e+08,-8.2e+07,1.56e+08,-1.3e+07,-1.5e+07,2e+06,1.43e+08,1.43e+08,-3e+06,1.4e+08,1.4e+08,1.4e+08,1.4e+08,2.003e+09,2.003e+09,6.06e+08,6.06e+08,5.41e+08,5.36e+08,5.36e+08,3.686e+09,6.04e+08,8.6e+07,3.103e+09,2.366e+09,4.45e+08,2.92e+08,3.793e+09,7.479e+09,2.79e+08,2.79e+08,6.97e+08,2.58e+08,4.39e+08,9.76e+08,1.655e+09,6.78e+08,2.64e+08,2.64e+08,4.14e+08,2.333e+09,3.309e+09,9.051e+09,6e+06,9.045e+09,5.581e+09,-3.91e+08,4.167e+09,4.17e+09,7.479e+09,1.4e+08,6e+07,1.13e+08,1.1e+07,8.6e+07,1.6e+07,-7.2e+07,-2.5e+07,-6e+06,2.1e+07,-6.2e+07,2.41e+08,-2.6e+07,-2.7e+07,-2.7e+07,-2.41e+08,-2.75e+08,-3.3e+07,1e+06,1e+06,-1.49011611938477e-08,-999999.99999997,-3.3e+07,-6.7e+07,-6.7e+07,-5e+06,-7.2e+07,2.16e+08,1.655e+09,1.21e+08,0.51691,0.15072,0.13527,0.03357,0.01872,0.86429,3.77664,0.79353,0.22129,0.42424,0.42296,3.13636,12.62727,0.36667,0.1,0.0266,0.01861,0.23571,-1.61111,-2.23077
"25","2016_Q2",40.84546875,"Up",1.028e+09,1.028e+09,-4.91e+08,-4.91e+08,5.37e+08,-3.82e+08,-3.04e+08,-7.8e+07,1.55e+08,-1.3e+07,-1.6e+07,3e+06,1.42e+08,1.42e+08,-2.1e+07,1.21e+08,1.21e+08,1.21e+08,1.21e+08,1.931e+09,1.931e+09,6.17e+08,6.17e+08,5.54e+08,2.97e+08,2.97e+08,3.399e+09,5.94e+08,7.6e+07,3.233e+09,2.478e+09,5.13e+08,2.42e+08,3.903e+09,7.302e+09,2.5e+08,2.5e+08,6.17e+08,2.77e+08,3.4e+08,9.47e+08,1.653e+09,6.54e+08,2.42e+08,2.42e+08,4.12e+08,2.307e+09,3.254e+09,9.091e+09,6e+06,9.085e+09,5.666e+09,-4.38e+08,4.045e+09,4.048e+09,7.302e+09,1.21e+08,6.6e+07,3.3e+07,2.3e+07,4e+06,6e+06,-1.09e+08,-1.5e+07,-1.3e+07,-1.8e+07,-6.3e+07,1.11e+08,-3.8e+07,-3.8e+07,-3.8e+07,2.44e+08,-2.8e+07,-3.8e+07,-1.76e+08,2.4e+07,-2e+08,-5e+06,-1.39e+08,-5.6e+07,-5.6e+07,-1.6e+07,-7.2e+07,2.21e+08,1.733e+09,9.5e+07,0.52237,0.15078,0.1177,0.02989,0.01657,0.78512,3.58923,0.80385,0.23733,0.36778,0.36446,3.12462,12.29483,0.28875,0.1155,0.02471,0.01476,0.31405,-0.89593,-1.27742
"26","2016_Q3",44.315625,"Up",1.019e+09,1.019e+09,-4.89e+08,-4.89e+08,5.3e+08,-3.99e+08,-3.18e+08,-8.1e+07,1.31e+08,-1.4e+07,-1.5e+07,1e+06,1.17e+08,1.17e+08,-2.6e+07,9.1e+07,9.1e+07,9.1e+07,9.1e+07,2.139e+09,2.139e+09,6.02e+08,6.02e+08,5.55e+08,1.92e+08,1.92e+08,3.488e+09,6.1e+08,1.57e+08,3.385e+09,2.556e+09,4.9e+08,3.39e+08,4.152e+09,7.64e+09,2.2e+08,2.2e+08,6.78e+08,2.79e+08,3.99e+08,1.133e+09,1.654e+09,6.88e+08,2.42e+08,2.42e+08,4.46e+08,2.342e+09,3.475e+09,9.109e+09,6e+06,9.103e+09,5.72e+09,-2.99e+08,4.162e+09,4.165e+09,7.64e+09,9.1e+07,6.4e+07,5.8e+07,1.3e+07,3.1e+07,1.4e+07,4.1e+07,3.4e+07,0,-3.5e+07,4.2e+07,2.54e+08,-2.5e+07,-2.5e+07,-2.5e+07,-83000000.0000001,-1.08e+08,-3.7e+07,-8.6e+07,7999999.99999999,-9.4e+07,-7.45058059692383e-09,3.2e+07,1.78e+08,1.78e+08,3e+07,2.08e+08,1.95e+08,1.889e+09,2.37e+08,0.52012,0.12856,0.0893,0.02185,0.01191,2.6044,3.07855,0.83433,0.24725,0.27914,0.27744,3.12577,12.76687,0.72699,0.1135,0.01899,0.03515,0.40659,-1.28205,-1.9084
"27","2016_Q4",43.1895238095238,"Down",1.044e+09,1.044e+09,-5.02e+08,-5.02e+08,5.42e+08,-3.96e+08,-3.1e+08,-8.6e+07,1.46e+08,-1.2e+07,-1.4e+07,2e+06,1.34e+08,1.34e+08,-1e+07,1.24e+08,1.24e+08,1.24e+08,1.24e+08,2.199e+09,2.199e+09,5.9e+08,5.9e+08,5.43e+08,1.98e+08,1.98e+08,3.53e+09,6.23e+08,1.55e+08,3.426e+09,2.525e+09,4.42e+08,4.59e+08,4.204e+09,7.734e+09,2.61e+08,2.61e+08,6.55e+08,2.79e+08,3.76e+08,1.151e+09,1.652e+09,5.85e+08,2.29e+08,2.29e+08,3.56e+08,2.237e+09,3.388e+09,9.15e+09,6e+06,9.144e+09,6e+09,-3.45e+08,4.343e+09,4.346e+09,7.734e+09,1.24e+08,6e+07,2.2e+07,1.1e+07,-1e+06,1.2e+07,-1.2e+07,0,2e+06,2.6e+07,-4e+07,1.94e+08,-2.4e+07,-2.4e+07,-2.4e+07,0,-2.4e+07,-3.7e+07,-6.7e+07,2.7e+07,-9.4e+07,-1e+06,-1.05e+08,6.5e+07,6.5e+07,-5e+06,6e+07,2.06e+08,1.887e+09,1.8e+08,0.51916,0.13985,0.11877,0.02853,0.01603,1.45161,3.0669,0.77957,0.24399,0.38154,0.37805,3.21231,13.36308,0.55385,0.11385,0.02361,0.0264,0.29839,-1.51456,-2.13699
