"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","other_long_term_liabilities","pension_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",14.2427419354839,"Up",463394000,-203194000,260200000,-151405000,-69030000,-63946000,-18429000,108795000,-5087000,-5087000,-6154000,1067000,103708000,-683000,103025000,-14384000,88641000,88641000,88641000,88641000,830542000,485692000,344850000,205464000,205464000,134757000,140504000,81987000,1311267000,261118000,178281000,712625000,337688000,25564000,1152024000,2463291000,257909000,74187000,43573000,140149000,87481000,70968000,349253000,161239000,80504000,30592000,30932000,19211000,328795000,678048000,1361072000,417828000,6343000,1785243000,1785243000,2463291000,88641000,88641000,37856000,5907000,116568000,248972000,-33328000,-33328000,-33328000,-281834000,-315162000,975000,975000,-37174000,-103364000,-103364000,-103364000,146651000,171419000,244275000,0.56151,0.23478,0.19129,0.04965,0.03598,2.75578,3.75449,0.37981,0.06959,0.47309,0.38672,2.4732,9.52811,1.30373,7,0.04185,0.11534,-4.4945,-6.05839
"12","2013_Q1",15.638,"Up",248404000,-122999000,125405000,-150317000,-69289000,-62807000,-18221000,-24912000,-5690000,-4742000,-5998000,1256000,-30602000,317000,-30285000,13742000,-16543000,-16543000,-16543000,-16543000,770436000,338920000,431516000,153423000,153423000,139410000,172792000,90931000,1236061000,265782000,235872000,691630000,318867000,18119000,1193284000,2429345000,214143000,58324000,12306000,143513000,81357000,81357000,297828000,182103000,94373000,16227000,50201000,21302000,353162000,650990000,1371250000,401285000,5820000,1778355000,1778355000,2429345000,-16543000,-16543000,38336000,36257000,-17334000,40716000,-27948000,-27948000,-27948000,-145375000,-171872000,518000,518000,-15616000,-146772000,-146772000,-146772000,13424000,173387000,-45600000,0.50484,-0.10029,-0.0666,-0.0093,-0.00681,2.75645,4.15025,0.36606,0.07137,-0.08812,-0.07162,1.32316,9.47264,-0.24289,5,-0.00775,-0.02137,-44.47624,23.96632
"13","2013_Q2",15.47421875,"Down",280367000,-126950000,153417000,-148677000,-67890000,-62751000,-18036000,4740000,-5834000,-5834000,-6906000,1072000,-1094000,-332000,-1426000,8015000,6589000,6589000,6589000,6589000,7.1e+08,305219000,404781000,166614000,166614000,149058000,181778000,97909000,1207450000,264043000,246253000,671792000,300831000,21689000,1182088000,2389538000,168794000,59100000,3221000,106473000,71816000,71816000,417445000,180828000,94592000,15622000,50201000,20413000,180828000,598273000,1377592000,407874000,5799000,1791265000,1791265000,2389538000,6589000,6589000,37117000,5653000,-85853000,-36494000,-22547000,-22547000,-22547000,16732000,-5815000,8921000,8921000,8608000,-33701000,-33701000,-33701000,41857000,176835000,-74558000,0.5472,0.01691,0.0235,0.00368,0.00276,-11.31553,2.89248,0.33399,0.074,0.03474,0.02807,1.47806,9.44332,-0.39306,3,0.00307,-0.0347,-12.73777,-112.48207
"14","2013_Q3",15.46015625,"Down",428889000,-187656000,241233000,-155066000,-69230000,-67773000,-18063000,86167000,-5551000,-5551000,-6454000,903000,80616000,-259000,80357000,-13801000,66556000,66556000,66556000,66556000,728749000,227601000,501148000,228208000,228208000,128204000,197042000,113253000,1282203000,264876000,302846000,656245000,283728000,23245000,1223967000,2506170000,209251000,67125000,13686000,128440000,76254000,76254000,465070000,174607000,94004000,18240000,41429000,20934000,174607000,639677000,1388784000,474430000,3279000,1866493000,1866493000,2506170000,66556000,66556000,36487000,1634000,794000,105471000,-28251000,-28251000,-28251000,-156001000,-184252000,716999.999999999,717000,1163000,-77618000,-77618000,-77618000,122654000,179565000,108998000,0.56246,0.20091,0.15518,0.03566,0.02656,1.63769,2.75701,0.34272,0.07165,0.34925,0.28333,2.25056,9.79426,0.57196,4,0.02997,0.04908,-4.47751,-6.37348000000003
"15","2013_Q4",15.73875,"Up",433376000,-179082000,254294000,-159899000,-72917000,-68918000,-18064000,94395000,-5954000,-5954000,-6902000,948000,88441000,-889000,87552000,-18093000,69459000,69459000,69459000,69459000,957202000,572868000,384334000,209386000,209386000,123032000,204760000,109107000,1494380000,275421000,202087000,639760000,265705000,24783000,1117268000,2611648000,233783000,67734000,25249000,140800000,70367000,70367000,487723000,172424000,95982000,17455000,37632000,21355000,172424000,660147000,1403757000,543889000,3855000,1951501000,1951501000,2611648000,69459000,69459000,37764000,10074000,38160000,155457000,-32127000,-32127000,-32127000,215574000,183447000,7140000,7140000,6363000,345267000,345267000,345267000,132159000,183573000,156285000,0.58677,0.21781,0.16027,0.03559,0.0266,2.25003,3.06399,0.33828,0.07029,0.36308,0.29453,2.26534,10.20089,0.81693,5,0.0301,0.06773,-5.85377,-8.19566
"16","2014_Q1",18.0129508196721,"Up",285301000,-125444000,159857000,-152420000,-69523000,-64613000,-18284000,7437000,28602000,-4629000,-5835000,1206000,36039000,-6e+05,35439000,-13096000,22343000,22343000,22343000,22343000,928520000,341638000,586882000,157642000,157642000,137939000,216176000,136374000,1440277000,275236000,271078000,643233000,252291000,23933000,1189547000,2629824000,233565000,62874000,11360000,159331000,55404000,55404000,288969000,169098000,91517000,13756000,40686000,23139000,355761000,644730000,1414862000,566232000,4e+06,1985094000,1985094000,2629824000,22343000,22343000,39319000,22182000,-39568000,44276000,-23806000,-23806000,-23806000,-271821000,-276721000,817999.999999998,817999.999999999,1215000.00000001,-231230000,-231230000,-231230000,46756000,186663000,-3522000,0.56031,0.02607,0.07831,0.01126,0.0085,-0.157629999999996,4.98419,0.32479,0.07098,0.11666,0.09431,1.48963,10.36467,-0.01839,7,0.00954,-0.0015,-15.86656,-99.75219
"17","2014_Q2",17.3655555555556,"Down",321010000,-153963000,167047000,-163359000,-78003000,-67085000,-18271000,3688000,-5561000,-5381000,-6417000,1036000,-1873000,-7388547.76113669,-1873000,2802000,929000,929000,929000,929000,694776000,232626000,462150000,216524000,216524000,137434000,212513000,131484000,1261247000,278727000,272068000,621407000,234020000,20017000,1172202000,2433449000,208242000,70597000,1749000,124248000,64811000,64811000,273053000,170566000,92530000,13981000,50532000,13523000,170566000,443619000,1429428000,555512000,4890000,1989830000,1989830000,2433449000,929000,929000,39184000,37830000,-103764000,-25821000,-31197000,-31197000,-31197000,124425000,97619000,10165000,10165000,-180810000,-109012000,-109012000,-109012000,42872000,0,-94891000,0.52038,0.01149,0.00289,0.00047,0.00038,-102.14316,4.61906,0.22294,0,0.00481,0.00393,1.66059,10.29341,-0.49087,3,0.00043,-0.04392,-16.20582,-188.38829
"18","2014_Q3",18.3696875,"Up",525567000,-235154000,290413000,-169174000,-77489000,-73414000,-18271000,121239000,725000,1107000,-159000,1266000,121964000,-571999.999999996,121392000,-20187000,101205000,101205000,101205000,101205000,743064000,254625000,488439000,300767000,300767000,126874000,183922000,110473000,1354627000,308521000,364077000,603438000,215748000,20061000,1276036000,2630663000,297264000,102214000,15182000,179868000,63968000,63968000,361232000,167958000,92485000,18992000,39616000,16865000,167958000,529190000,1439053000,656711000,5709000,2101473000,2101473000,2630663000,101205000,101205000,37591000,-3761000,74140000,209175000,-60192000,-60192000,-60192000,-117477000,-177669000,478000,478000,-9507000.00000006,21999000,21999000,21999000,158830000,0,192965000,0.55257,0.23068,0.19256,0.04816,0.03847,1.90666999999999,3.75002,0.25182,-6.93889390390723e-18,0.52058,0.46731,2.70341,10.80955,0.99257,7,0.04973,0.08503,-4.67836,-6.12891999999997
"19","2014_Q4",17.70296875,"Down",478010000,-216889000,261121000,-163288000,-73064000,-71953000,-18271000,97833000,2432000,1778000,-144000,1922000,100265000,405000,100670000,-17721000,82949000,82949000,82949000,82949000,806505000,211704000,594801000,321312000,321312000,108377000,164827000,88732000,1401021000,335805000,374808000,583373000,197477000,18724000,1293986000,2695007000,269626000,60309000,19840000,189477000,60178000,60178000,329804000,175295000,88670000,23248000,35911000,27466000,175295000,505099000,1458160000,726889000,4859000,2189908000,2189908000,2695007000,82949000,82949000,38179000,12042000,581000,133751000,-54963000,-54963000,-54963000,-119379000,-174342000,10387000,10387000,-2330000,-42921000,-42921000,-42921000,136012000,0,99351000,0.54627,0.20467,0.17353,0.03788,0.03078,1.19774,4.24804,0.23065,0,0.39998,0.37992,2.30498,10.55983,0.47907,7,0.04047,0.04201,-5.92966,-8.24369
"20","2015_Q1",18.0349180327869,"Up",323237000,-163010000,160227000,-186302000,-91157000,-79187000,-15958000,-26075000,1357000,1821000,-214000,2035000,-24718000,-100095000,-124813000,21002000,-103811000,-103811000,-103811000,-103811000,828043000,294256000,533787000,151034000,151034000,105129000,159640000,95819000,1243846000,329038000,470789000,494847000,190600000,23315000,1294674000,2538520000,219053000,47763000,20049000,151241000,72498000,71603000,291551000,167989000,108460000,19929000,23315000,16285000,167989000,459540000,1464212000,610079000,4689000,2078980000,2078980000,2538520000,-103811000,-103811000,37590000,144166000,97012000,174957000,-22630000,-22630000,-22630000,-36225000,-78481000,261000,261000.000000004,-13924000,82552000,82552000,82552000,11515000,0,64895000,0.4957,-0.08067,-0.32116,-0.04993,-0.04089,-0.625130000000002,4.26631,0.22104,-4.33680868994202e-19,-0.47943,-0.47442,1.4928,9.6013,0.2997,5,-0.04042,0.02888,-71.90994,31.7562
"21","2015_Q2",18.8609523809524,"Up",342401000,-149978000,192423000,-157299000,-72041000,-71450000,-13808000,35124000,7314000,1654000,-162000,1816000,42438000,-76738481.3009604,42438000,-9651000,32787000,32787000,32787000,32787000,868164000,218945000,649219000,175783000,175783000,121051000,156158000,92484000,1321156000,308264000,402722000,480040000,176792000,23127000,1191026000,2512182000,218881000,59831000,24711000,134339000,74252000,74252000,293133000,161827000,106224000,18318000,20149000,17136000,161827000,454960000,1471567000,579571000,6084000,2057222000,2057222000,2512182000,32787000,32787000,34484000,6155000,-35894000,37532000,-21149000,-21149000,-21149000,-46774000,-62043000,-37751000,8899000,-50800000,-75311000,-75311000,-75311000,69608000,0,22216000,0.56198,0.10258,0.09576,0.01594,0.01305,0.67759,4.50702,0.22115,0,0.15096,0.14984,1.57653,9.47212,0.10229,7,0.02066,0.01001,-12.47219,-24.71712
"22","2015_Q3",17.4478125,"Down",512739000,-214171000,298568000,-168163000,-77073000,-75832000,-15258000,130405000,1346000,1230000,-444000,1674000,131751000,385000,132136000,-29257000,102879000,102879000,102879000,102879000,752725000,300685000,452040000,296654000,296654000,121817000,145190000,80249000,1316386000,291929000,275882000,808610000,279126000,27214000,1376421000,2692807000,309640000,86463000,43163000,180014000,92439000,77347000,402079000,216506000,107557000,25354000,38624000,44971000,216506000,618585000,1488912000,588472000,-3162000,2074222000,2074222000,2692807000,102879000,102879000,33141000,14314000,5591000,155925000,-24961000,-24961000,-24961000,319340000,12671000,-72687000,8979000,-86856000,81740000.0000001,81740000.0000001,81739999.9999999,163546000,0,173433000,0.5823,0.25433,0.20065,0.0496,0.03821,1.6858,3.27395,0.29823,0,0.48109,0.47741,2.39771,9.69965,0.81102,5,0.0505,0.07571,-4.60253,-5.77221000000002
"23","2015_Q4",18.90515625,"Up",465993000,-207368000,258625000,-171561000,-77481000,-74027000,-20053000,87064000,604000,1200000,-508000,1708000,87668000,-261000,87407000,-15955000,71452000,71452000,71452000,71452000,819598000,294217000,525381000,245233000,245233000,128432000,143394000,80779000,1336657000,275089000,257560000,792578000,260294000,27029000,1325227000,2661884000,306976000,81642000,43259000,182075000,88765000,74318000,395741000,220538000,107102000,29490000,35494000,48452000,220538000,616279000,1497545000,547993000,67000,2045605000,2045605000,2661884000,71452000,71452000,37065000,7500000,63132000,179149000,-20617000,-20617000,-20617000,-56075000,-77101000,-98260000,267000,-108516000,-6468000,-6468000,-6468000,124129000,0,182599000,0.555,0.18684,0.15333,0.03493,0.02684,2.55555,3.37761,0.30127,0,0.3402,0.33746,2.21868,9.73949,0.86939,5,0.03708,0.08058,-6.60279,-9.41374
"24","2016_Q1",18.6414754098361,"Down",318445000,-152418000,166027000,-170571000,-79718000,-70941000,-19912000,-4544000,891000,1254000,-762000,2016000,-3653000,-5204000,-8857000,8216000,-641000,-640999.999999985,-640999.999999985,-640999.999999985,742401000,264705000,477696000,211293000,211293000,153588000,152686000,91519000,1259968000,273414000,265928000,749364000,239831000,13716000,1288706000,2548674000,271830000,92358000,21751000,157721000,101027000,85527000,372857000,210031000,103531000,25745000,26663000,54092000,210031000,582888000,1506102000,467828000,-8144000,1965786000,1965786000,2548674000,-641000,-640999.999999985,36083000,36877000,-21849000,50470000,-23151000,-23151000,-23151000,35902000,12751000,-71721000,1385000,-92733000,-29512000,-29512000,-29512000,31539000,0,-21677000,0.52137,-0.01427,-0.00200999999999998,-0.000329999999999997,-0.000249999999999997,33.81747,3.37923,0.29652,1.0842021724855e-19,-0.00313000000000002,-0.00308999999999998,1.55254,9.58396,-0.10568,6,0.00534999999999999,-0.00996,-23.53914,163.3805
"25","2016_Q2",18.85234375,"Up",430994000,-200662000,230332000,-172632000,-79174000,-73464000,-19994000,57700000,1079000,932000,-710000,1642000,58779000,-1587000,57192000,-7206000,49986000,49986000,49986000,49986000,729361000,319358000,410003000,253976000,253976000,160687000,98698000,95185000,1242722000,266907000,246072000,793273000,223274000,15009000,1306252000,2548974000,271927000,84104000,23368000,164455000,72595000,72095000,344522000,208551000,106921000,25468000,18300000,57862000,208551000,553073000,1514473000,476393000,5035000,1995901000,1995901000,2548974000,49986000,49986000,36662000,7266000,-58194000,35720000,-20334000,-20334000,-20334000,91050000,70716000,-18861000,9140000,-51783000,54653000,54653000,54653000,94362000,0,23040000,0.53442,0.13388,0.11598,0.02504,0.01961,0.46093,3.60709,0.2771,0,0.2447,0.24297,2.10991,9.77085,0.11279,5,0.02823,0.01045,-7.72939,-12.64057
"26","2016_Q3",19.78203125,"Up",531793000,-248922000,282871000,-173778000,-81425000,-76109000,-16244000,109093000,983000,975000,-691000,1666000,110076000,-340893000,-230817000,7271000,-223546000,-223546000,-223546000,-223546000,823249000,381095000,442154000,349547000,349547000,129278000,110812000,103131000,1412886000,264555000,282545000,447872000,122069000,15885000,994972000,2407858000,263379000,103090000,23972000,136317000,191970000,190920000,455349000,206930000,106618000,26927000,16110000,57275000,206930000,662279000,1531218000,212068000,2293000,1745579000,1745579000,2407858000,-223546000,-223546000,32686000,333274000,38448000,180862000,-26259000,-26259000,-26259000,-65539000,-86747000,-20026000,8756000,-32378000,61737000,61737000,61737000,141779000,-3.72529029846191e-09,146697000,0.53192,0.20514,-0.42036,-0.12806,-0.09284,-0.656229999999998,3.10286,0.3794,0,-1.10111,-1.10909,2.61942,8.59811,0.72258,4,-0.10826,0.07513,-5.80657,-7.54630000000001
"27","2016_Q4",22.8031746031746,"Up",410474000,-183116000,227358000,-158681000,-78794000,-71400000,-8487000,68677000,3180000,2260000,-633000,2893000,71857000,-12177000,59680000,4113000,63793000,63793000,63793000,63793000,896438000,297937000,598501000,163213000,163213000,115066000,110471000,104078000,1285188000,261821000,357751000,460927000,114146000,17646000,1080499000,2365687000,229118000,61890000,20925000,146303000,139966000,138916000,369084000,214459000,108095000,26336000,16837000,63191000,214459000,583543000,1543162000,235597000,3385000,1782144000,1782144000,2365687000,63793000,63793000,25364000,2739000,109487000,201383000,-19659000,-19659000,-19659000,-232442000,-252101000,-26120000,2189000,-34921000,-85639000,-85639000,-83158000,94041000,0,179756000,0.55389,0.16731,0.15541,0.0358,0.02697,2.8178,3.4821,0.32744,0,0.31548,0.31548,2.02993,8.81329,0.88895,6,0.03802,0.09003,-9.53242,-13.05296
"28","2017_Q1",27.5506451612903,"Up",379989000,-161942000,218047000,-156260000,-77151000,-71186000,-7923000,61787000,2668000,1492000,-1603000,3095000,64455000,-5570000,58885000.0000001,7461000,66346000,66346000,66346000,66346000,1178908000,307884000,871024000,192444000,192444000,135958000,116493000,116493000,1623803000,253821000,433843000,451026000,100401000,19877000,1138690000,2762493000,287168000,95362000,30480000,161326000,85528000,84478000,372696000,208469000,106938000,23463000,12144000,65924000,561138000,933834000,1618581000,230292000,-20214000,1828659000,1828659000,2762493000,66346000,66346000,25297000,-7442000,-46969000,37232000,-19020000,-19020000,-19020000,-353310000,-372330000,7000999.99999999,68240000,347526000,12428000,12428000,9947000.00000004,87084000,352669000,13634000,0.57382,0.1626,0.1746,0.03628,0.02402,0.2055,4.35691,0.51067,0.12766,0.33039,0.33039,1.89227,9.10637,0.06789,7,0.03281,0.00570999999999999,-9.48784,-13.37238
"29","2017_Q2",32.4726984126984,"Up",456913000,-191897000,265016000,-168722000,-84792000,-75978000,-7952000,96294000,-1767000,-1882000,-5402000,3520000,94527000,-2511000,92016000,-6795000,85221000,85221000,85221000,85221000,1220324000,324746000,895578000,314962000,314962000,203278000,115589000,106987000,1854153000,253548000,262061000,472518000,94843000,19692000,988127000,2842280000,292552000,121417000,24466000,146669000,100505000,78794000,393057000,173433000,110069000,25983000,11255000,26126000,529370000,922427000,1630452000,300302000,-10901000,1919853000,1919853000,2842280000,85221000,85221000,27213000,8830000,-182385000,-61121000,-22066000,-22066000,-22066000,148460000,126394000,-22646000,15084000,-50006000,15267000,15267000,16862000,123507000,355937000,-74149000,0.58001,0.21075,0.18651,0.04439,0.02998,-0.87008,4.71726,0.48047,0.12523,0.42609,0.42202,2.28451,9.59903,-0.37074,5,0.04052,-0.03027,-6.99869,-8.97654
"30","2017_Q3",33.4973015873016,"Up",696901000,-306262000,390639000,-180547000,-90111000,-82270000,-8166000,210092000,-927000,-2217000,-5509000,3292000,209165000,-2288000,206877000,-31901000,174976000,174976000,174976000,174976000,1407687000,598349000,809338000,405946000,405946000,153645000,112747000,105960000,2080025000,258017000,212501000,479682000,90603000,21660000,950200000,3030225000,335688000,103454000,43812000,188422000,103519000,81087000,439207000,183125000,111688000,32679000,10714000,28044000,542370000,981577000,1637755000,404978000,5915000,2048648000,2048648000,3030225000,174976000,174976000,27673000,10996000,16668000,230313000,-23901000,-23901000,-23901000,137582000,113681000,-56467000,131000,-70520000,273474000,273474000,273603000,237765000,359245000,262433000,0.56054,0.30147,0.25108,0.08541,0.05774,1.49982,4.73586,0.47913,0.11855,0.88027,0.86825,3.50598,10.30637,1.32025,8,0.0729,0.10129,-4.40957,-4.99039
"31","2017_Q4",39.9650793650794,"Up",503377000,-208508000,294869000,-170145000,-86131000,-76987000,-7027000,124724000,-1695000,-855000,-5372000,4517000,123029000,4407000,127436000,-24017000,103419000,103419000,103419000,103419000,1636507000,418677000,1217830000,268068000,268068000,125183000,110330000,105309000,2140088000,259080000,211943000,478216000,85729000,22982000,949239000,3089327000,298051000,79429000,42377000,176245000,133324000,111506000,431375000,185460000,114316000,31686000,10543000,28915000,548055000,979430000,1655695000,438201000,16001000,2109897000,2109897000,3089327000,103419000,103419000,26670000,7732000,172009000,309830000,-27280000,-27280000,-27280000,-406141000,-428357000,-48246000,9247000,-62197000,-180724000,-180724000,-179672000,151394000,362595000,320140000,0.58578,0.24777,0.20545,0.04902,0.03348,3.09556,4.96108,0.46421,0.11737,0.52368,0.5151,2.54894,10.68383,1.62109,8,0.0441,0.12045,-8.41455,-10.21385
"32","2018_Q1",44.4249180327869,"Up",479415000,-208486000,270929000,-167334000,-87879000,-72070000,-7385000,103595000,3458000,1096000,-5380000,6476000,107053000,-8970000,98083000,-204007000,-105924000,-105924000,-105924000,-105924000,1777822000,429843000,1347979000,272783000,272783000,107525000,112151000,112151000,2270281000,268447000,125926000,444891000,79088000,29766000,839264000,3109545000,346225000,86393000,59055000,200777000,108111000,83614000,454336000,335576000,119776000,30127000,6720000,178953000,701563000,1155899000,1662857000,272013000,18776000,1953646000,1953646000,3109545000,-105924000,-105924000,26519000,50082000,176796000,147473000,-32128000,-32128000,-32128000,-42391000.0000001,-74519000,-48452000,31000.0000000019,-62466000,10488000,10488000,11165999.9999999,130114000,365987000,478789000,0.56512,0.21609,-0.22094,-0.05422,-0.03406,-4.52012,4.99692,0.59166,0.1177,-0.5404,-0.52353,2.44586,9.96702,2.44266,5,-0.03473,0.18032,-10.85075,-13.62841
"33","2018_Q2",37.91875,"Down",487467000,-217635000,269832000,-172611000,-90505000,-74408000,-7698000,97221000,-1714000,-909000,-6890000,5981000,95507000,313000,95820000,-8846000,86974000,86974000,86974000,86974000,1498399000,637873000,860526000,413978000,413978000,131857000,112191000,112191000,2156425000,281284000,89259000,468225000,84413000,30407000,838768000,2995193000,289852000,103950000,34828000,151074000,101473000,85892000,391325000,329464000,124689000,21726000,6185000,176864000,698885000,1090210000,1662982000,216120000,25881000,1904983000,1904983000,2995193000,86974000,86974000,25540000,18187000,-212631000,-81930000,-34797000,-34797000,-34797000,523045000,462892000,-123622000,10654000,-174410000,206552000,206552000,208030000,122761000,369421000,-115821000,0.55354,0.19944,0.17842,0.04566,0.02904,-1.33167,5.51057,0.57229,0.12334,0.44544,0.42742,2.49657,9.75639,-0.59318,3,0.04016,-0.04448,-9.19655,-11.61249
"34","2018_Q3",39.2744444444444,"Up",526929000,-219595000,307334000,-184546000,-99411000,-75342000,-9793000,122788000,-387999.999999999,-214000,-5640000,5426000,122400000,-2389000,120011000,-18975000,101036000,101036000,101036000,101036000,1192693000,480384000,712309000,454122000,454122000,135550000,111820000,111820000,1894185000,285302000,111417000,640816000,148173000,30444000,1037535000,2931720000,333908000,102737000,32226000,198945000,118402000,82491000,452310000,366573000,124258000,25375000,22281000,194659000,739470000,1191780000,1669174000,74270000,-3504000,1739940000,1739940000,2931720000,101036000,101036000,27793000,15554000,-12532000,131851000,-27866000,-27866000,-27866000,128799000,-44343000,-226492000,27000,-243708000,-156200000,-156200000,-157489000,150581000,372897000,129158000,0.58326,0.23303,0.19174,0.05807,0.03446,1.27834,4.1878,0.68495,0.12719,0.52974,0.51837,2.76271,9.12258,0.67718,5,0.04764,0.05209,-5.44422,-6.67652
"35","2018_Q4",33.1620634920635,"Down",566848000,-233155000,333693000,-188390000,-100199000,-77049000,-11142000,145303000,-2750000,656000,-5557000,6213000,142553000,-1709000,140844000,-20863000,119981000,119981000,119981000,119981000,1232429000,814019000,418410000,352476000,352476000,154705000,139785000,139785000,1879395000,278071000,91982000,633039000,139963000,29306000,1003092000,2882487000,344927000,107890000,24603000,212434000,113485000,77953000,458412000,379898000,127037000,29387000,21748000,201726000,756315000,1214727000,1687479000,-23243000,3524000,1667760000,1667760000,2882487000,119981000,119981000,29506000,17026000,74071000,240584000,-25606000,-25606000,-25606000,315899000,300497000,-191190000,10278000,-207918000,333163000,333163000,333635000,174809000,376417000,244137000,0.58868,0.25634,0.21166,0.07194,0.04162,2.0348,4.09979,0.72836,0.13059,0.64595,0.6298,3.05177,8.97881,1.31437,7,0.05636,0.10071,-4.89684,-5.89122
"36","2019_Q1",36.6213114754098,"Up",519558000,-210023000,309535000,-146627000,-100554000,-74706000,28633000,162908000,-1144000,-855000,-3693000,2838000,161764000,-50638000,111126000,32662000,143788000,143788000,143788000,143788000,1116848000,926752000,190096000,291267000,291267000,153541000,170826000,170826000,1732482000,279821000,87731000,606572000,125482000,28392000,974124000,2706606000,363711000,100688000,36185000,226838000,112576000,77711000,476287000,327984000,117456000,32750000,20662000,157116000,707965000,1184252000,1693585000,-158191000,-13040000,1522354000,1522354000,2706606000,143788000,143788000,30385000,24640000,-12437000,186376000,-26110000,-26110000,-26110000,230074000,203964000,-261201000,14000,-277385000,112955000,112955000,112733000,193293000,379981000,122084000,0.59577,0.31355,0.27675,0.09445,0.05312,0.84906,3.63747,0.77791,0.14039,0.80346,0.79213,2.90321,8.50667,0.68219,7,0.07164,0.05474,-3.81218,-4.52321
"37","2019_Q2",44.5796825396825,"Up",494099000,-206464000,287635000,-189438000,-102013000,-76791000,-10634000,98197000,894000,-531000,-5520000,4989000,99091000,-5112000,93979000,15159000,109138000,109138000,109138000,109138000,904816000,483728000,421088000,333840000,333840000,161342000,194044000,194044000,1594042000,283300000,91926000,647375000,119372000,78803000,1022601000,2616643000,317225000,118816000,41898000,156511000,124743000,84764000,441968000,320857000,121205000,32843000,19614000,147195000,704447000,1146415000,1701541000,-215607000,-15706000,1470228000,1470228000,2616643000,109138000,109138000,29593000,13438000,-134153000,18016000,-25711000,-25711000,-25711000,-228543000,-260951000,-142200000,14268000,-199760000,-442695000,-442695000,-443024000,127790000,383590000,-47233000,0.58214,0.19874,0.22088,0.07423,0.04171,-0.43278,3.60669,0.77975,0.1466,0.62892,0.6167,2.84731,8.47237,-0.27219,6,0.05737,-0.02172,-4.07877,-5.30796
"38","2019_Q3",52.096875,"Up",564178000,-240260000,323918000,-200328000,-108811000,-81434000,-10083000,123590000,-2817000,-1416000,-5800000,4384000,120773000,10404000,131177000,-33780000,97397000,97397000,97397000,97397000,895334000,495107000,400227000,372199000,372199000,164461000,184832000,184832000,1616826000,295895000,99001000,659792000,109494000,98476000,1054688000,2671514000,347369000,103449000,44927000,198993000,119631000,89837000,4.67e+08,337859000,122596000,37365000,17800000,160098000,725102000,1192102000,1709516000,-222513000,-7591000,1479412000,1479412000,2671514000,97397000,97397000,29265000,-580000,19176000,145258000,-33245000,-33245000,-33245000,20008999.9999999,-28236000.0000001,-89933000,821000.000000004,-105453000,11569000,11569000,11378999.9999999,152855000,387243000,172566000,0.57414,0.21906,0.17264,0.06583,0.03646,1.77178,3.46215,0.80579,0.14495,0.56877,0.54537,3.29462,8.63931,1.00773,6,0.05116,0.07828,-3.32401,-4.1111
