"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",23.5319047619048,"Down",136236000,-92652000,43584000,-32293000,-31700000,-593000,11291000,-966000,-1156000,185000,5000,10325000,10453000,-3542000,6911000,6911000,6911000,6911000,58064000,58064000,71939000,71939000,110892000,25347000,25347000,266242000,92207000,19646000,179945000,121046000,20117000,30027000,8755000,291798000,558040000,76638000,27890000,48748000,13299000,89937000,110212000,77756000,77756000,187968000,277905000,203419000,164722000,-88006000,280135000,280135000,558040000,6911000,3972000,-36000,-7645000,3202000,-4079000,50000,-4029000,-3236000,199681.331068282,199681.331068282,-847000,-4883000,-5710000,-5710000,718000,-4992000,15263000,123511000,7081000,0.31992,0.08288,0.05073,0.02467,0.01238,1.0246,2.96032,0.99204,0.22133,0.34517,0.34164,6.80432,13.99136,0.35366,0.01602,0.01471,4.28795,5.79639
"22","2015_Q3",19.88515625,"Down",146041000,-99096000,46945000,-40433000,-39439000,-994000,6512000,-2983000,-1632000,-1459000,108000,3529000,3905000,-4353000,-448000.000000001,-447999.999999999,-447999.999999999,-447999.999999999,48726000,48726000,92628000,92628000,125780000,26505000,26505000,293639000,99280000,18542000,377621000,175814000,136429000,53696000,11682000,495443000,789082000,91809000,33016000,58793000,53283000,145092000,246043000,120674000,120674000,366717000,511809000,204709000,163470000,-90906000,277273000,277273000,789082000,-448000.000000001,4549000,2627000,-5813000,915000.000000002,174429000,795000,-7243000,-3287000,159000,159000,-2000,-3934000,-10262000,-10262000,924000,-9338000.00000001,11061000,299326000,184030000,0.32145,0.04459,-0.00307,-0.00162,-0.00057,-410.78125,2.02381,1.84587,0.37933,-0.0223,-0.0223000000000001,7.27079,13.80429,9.1621,0.00051,0.26393,22.65618,38.4828
"23","2015_Q4",18.378125,"Down",159738000,-111397000,48341000,-37383000,-35694000,-1689000,10958000,-2712000,-2425000,-476000,189000,8246000,8410000,-1183000,7227000,7227000,7227000,7227000,51881000,51881000,81690000,81690000,118897000,24241000,24241000,276709000,100255000,18123000,375883000,181991000,123271000,58409000,12212000,494261000,770970000,88444000,29762000,58682000,45759000,134203000,235312000,119956000,119956000,355268000,489471000,206077000,169893000,-94471000,281499000,281499000,770970000,7227000,5351000,1116000,15091000,28785000,-21811000,648000,-21163000,-3331000,83000,83000,-41000,-4093000,3529000,3529000,-374000,3155000,16309000,281071000,10772000,0.30263,0.0686,0.04524,0.02567,0.00937,1.49052,2.06187,1.7388,0.36457,0.35948,0.3561,7.94558,14.00214,0.53581,0.01177,0.01578,14.05298,20.91531
"24","2016_Q1",14.1054098360656,"Down",155088000,-106695000,48393000,-36584000,-27443000,-1748000,11809000,-3081000,-2691000,-465000,75000,8728000,8856000,-2967000,5889000,5889000,5889000,5889000,51603000,51603000,83812000,83812000,118049000,19265000,19265000,272729000,104790000,18186000,377146000,170716000,122129000,73158000,11143000,500122000,772851000,89271000,36061000,53210000,43246000,132517000,224386000,129639000,129639000,354025000,486542000,206883000,174173000,-94747000,286309000,286309000,772851000,5889000,6659000,8755000,-1560000,19743000,-16802000,65000,-16737000,-3333000,0,0,-6999.99999999997,-4144000,-1138000,-1138000,860000,-278000,18468000,267632000,3073000.00000003,0.31204,0.07614,0.03797,0.02057,0.00762,0.521819999999988,2.05807,1.69936,0.34629,0.29293,0.28518,7.71429,14.24139,0.152860000000001,0.00979,0.0045,11.69748,18.29359
"25","2016_Q2",14.7809375,"Up",149013000,-100966000,48047000,-36846000,-32597000,-1750000,11201000,-1931000,-2574000,563000,80000,9270000,9487000,-3086000,6401000,6401000,6401000,6401000,43163000,43163000,79063000,79063000,118875000,16243000,16243000,257344000,101948000,10706000,373442000,170003000,120149000,72201000,11089000,486096000,743440000,80245000,31699000,48546000,44279000,124524000,206217000,122585000,122585000,328802000,453326000,207664000,180574000,-98124000,290114000,290114000,743440000,6401000,6001000,2195000,-7392000,7205000,-17801000,7667000,-10134000,-3274000,0,0,-367000,-4445000,-7374000,-7374000,-1066000,-8440000,17202000,250496000,-4905000,0.32243,0.07517,0.04296,0.02206,0.00861,-0.76629,2.06662,1.56258,0.33694,0.3179,0.31585,7.4007,14.40844,-0.24361,0.01086,-0.00740000000000002,12.05284,18.51022
"26","2016_Q3",16.04625,"Up",151925000,-102196000,49729000,-37110000,-32863000,-1765000,12619000,-2257000,-2525000,220000,48000,10362000,10450000,-3634000,6816000,6816000,6816000,6816000,45705000,45705000,80351000,80351000,116192000,14239000,14239000,256487000,102209000,9482000,371566000,170404000,119294000,70668000,11200000,483257000,739744000,80043000,31087000,48956000,43045000,123088000,196756000,121315000,121315000,318071000,441159000,209020000,186582000,-97017000,298585000,298585000,739744000,6816000,5927000,2648000,3053000,18444000,-11649000,1318000,-10918000,-3276000,139000,139000,-762000,-4706000,2820000,2820000,-278000,2542000,18546000,239801000,13584000,0.32733,0.08306,0.04486,0.02283,0.00921,1.99296,2.08377,1.4775,0.32417,0.33739,0.33464,7.5203,14.77997,0.67241,0.01156,0.02059,10.46565,15.38125
"27","2016_Q4",21.6042857142857,"Up",152497000,-107676000,44821000,-39504000,-35194000,-1765000,5317000,-3862000,-2299000,-1673000,110000,1455000,1516000,-1011000,505000,505000,505000,505000,51538000,51538000,74853000,74853000,109131000,16293000,16293000,251815000,99163000,8147000,366487000,168513000,117002000,69608000,11364000,473797000,725612000,79421000,28209000,51212000,13051000,92472000,221082000,119735000,119735000,340817000,433289000,210704000,186277000,-104658000,292323000,292323000,725612000,505000,5767000,4036000,12563000,22871000,-5324000,1109000,-10586000,-3242000,214000,214000,-17000,-3855000,8430000,8430000,-2597000,5833000,11084000,234133000,19334000,0.29391,0.03487,0.00331,0.00173,0.000699999999999999,38.28515,2.72315,1.48223,0.32267,0.02495,0.02465,7.53481,14.44355,0.95528,0.00204,0.02992,16.47375,34.34173
"28","2017_Q1",25.3274193548387,"Up",183688000,-133353000,50335000,-52374000,-46593000,-2825000,-2039000,-4055000,-3568000,-342000,-145000,-6094000,-8426000,3688000,-4738000,-4738000,-4738000,-4738000,77591000,77591000,111569000,111569000,130643000,21147000,21147000,340950000,113028000,7686000,652179000,319299000,256183000,61857000,14840000,772893000,1113843000,138391000,40994000,97397000,52568000,190959000,368751000,212783000,212783000,581534000,772493000,259079000,179735000,-97464000,341350000,341350000,1113843000,-4738000,7467000,11423000,-2222000,11930000,-134594000,671000,-347401000,329062000,50086000,50086000,-20116000,358127000,22656000,22656000,3397000,26053000,5428000,421319000,-135076000,0.27402,-0.0111,-0.02579,-0.01388,-0.00425,28.50908,1.78546,2.26305,0.37826,-0.21746,-0.21125,8.4307,15.66688,-6.19956,-0.00393,-0.13848,63.32498,-168.57675
"29","2017_Q2",24.965873015873,"Down",203726000,-134737000,68989000,-49394000,-42753000,-3719000,19595000,-4906000,-5141000,-324000,559000,14689000,14751000,-3095000,11656000,11656000,11656000,11656000,64613000,64613000,119739000,119739000,135294000,19615000,19615000,339261000,112696000,7740000,666653000,331737000,263362000,58778000,12776000,787089000,1126350000,125789000,40487000,85302000,49847000,175636000,358171000,228567000,228567000,586738000,762374000,259923000,191391000,-87338000,363976000,363976000,1126350000,11656000,8660000,3589000,-9465000,14440000,-1928000,91000,-16587000,-13874000,29000,29000,-255000,-15002000,-17149000,-17149000,4171000,-12978000,28255000,408018000,19957000,0.33864,0.09618,0.05721,0.03202,0.01035,1.71217,1.93161,2.09457,0.36225,0.51621,0.50617,9.02241,16.1194,0.88384,0.01255,0.01995,12.15378,17.52513
"30","2017_Q3",29.4865079365079,"Up",212828000,-141491000,71337000,-52118000,-44475000,-3920000,19219000,-4707000,-5067000,-69000,429000,14512000,14558000,-2050000,12508000,12508000,12508000,12508000,69455000,69455000,126408000,126408000,139332000,16766000,16766000,351961000,113104000,8064000,672542000,338238000,264748000,57120000,12436000,793710000,1145671000,130071000,41954000,88117000,49710000,179781000,342540000,236551000,236551000,579091000,758872000,266349000,202989000,-82539000,386799000,386799000,1145671000,12508000,9095000,3322000,-4582000,20343000,-4154000,-178000,-4625999.99999997,-16256999.9999999,5565000.00000001,5565000.00000001,-1021000,-12624999.9999999,3092000.00000001,3092000.00000001,1457000,4549000,28314000,392250000,21628000,0.33519,0.0903,0.05877,0.03234,0.01092,1.72913,1.95772,1.96193,0.34238,0.5499,0.54049,9.35672,17.00514,0.95085,0.01321,0.0213,11.40054,16.79562
"31","2017_Q4",37.0166666666667,"Up",208725000,-140029000,68696000,-54986000,-47785000,-3908000,13710000,-4451000,-4864000,-312000,725000,9259000,9312000,-19877000,-10565000,-10565000,-10565000,-10565000,64598000,64598000,123466000,123466000,144697000,17773000,17773000,350534000,111815000,7558000,661180000,341619000,263353000,39889000,16319000,780553000,1131087000,133814000,42945000,90869000,60134000,193948000,317756000,235420000,235420000,553176000,747124000,268043000,191504000,-75584000,383963000,383963000,1131087000,-10565000,9118000,19496000,-1589000,16460000,-3302000,631000,688000,-14919000,367000,367000,21000,-15454000,1694000,1694000,167000,1861000,22828000,377890000,37814000,0.32912,0.06568,-0.05062,-0.02752,-0.00934,-3.57918,1.80736,1.94582,0.33409,-0.45921,-0.45921,9.07224,16.68896,1.64359,-0.00967,0.03792,13.72402,22.85135
"32","2018_Q1",37.1159016393443,"Up",214140000,-138588000,75552000,-57977000,-50293000,-4005000,17575000,-6507000,-4661000,-834000,-1012000,11068000,11064000,-2598000,8466000,8466000,8466000,8466000,63021000,63021000,127806000,127806000,152886000,16582000,16582000,360295000,113079000,7673000,661399000,347434000,263764000,32442000,17759000,782151000,1142446000,146933000,46970000,99963000,60064000,206997000,303254000,223966000,223966000,527220000,734217000,269590000,197897000,-59258000,408229000,408229000,1142446000,8466000,9263000,2494000,-1805000,18418000,-5131000,-218000,-11773000,-15094000,371000.000000001,371000.000000001,-777000,-16421000,-9776000,-9776000,1774000,-8002000,26838000,363318000,22500000,0.35282,0.08207,0.03953,0.02074,0.00741,2.65769,1.74058,1.79854,0.31802,0.36759,0.35037,9.2979,17.7252,0.97694,0.00943,0.0226,11.18925,17.0866
"33","2018_Q2",37.545625,"Up",224992000,-145345000,79647000,-55044000,-47393000,-3903000,24603000,-4291000,-4607000,276000,40000,20312000,9480000,-1774000,7706000,7706000,7706000,7706000,57131000,57131000,129815000,129815000,155662000,16805000,16805000,359413000,104456000,7565000,636117000,330368000,249659000,33585000,22505000,748138000,1107551000,135716000,43416000,92300000,60046000,195762000,293789000,208432000,208432000,502221000,697983000,274021000,206491000,-70944000,409568000,409568000,1107551000,7706000,8832000,1.1e+07,-19420000,8118000,-2162000,110000,-2052000,-1e+07,3641000,3641000,-550000,-8062000,-1996000,-1996000,-3894000,-5890000,33435000,353835000,13627000,0.354,0.10935,0.03425,0.01881,0.00696,1.76836,1.83597,1.70419,0.31948,0.33338,0.32639,9.73359,17.71871,0.58953,0.00912,0.01402,8.87405,12.05967
"34","2018_Q3",40.5273015873016,"Up",217142000,-141242000,75900000,-51075000,-44203000,-3754000,24825000,-4448000,-4248000,-507000,307000,20377000,20488000,-4576000,15912000,15912000,15912000,15912000,57681000,57681000,132098000,132098000,158313000,17020000,17020000,365112000,102255000,7229000,629407000,329062000,244928000,33093000,22324000,738891000,1104003000,136987000,41380000,95607000,60039000,197026000,279270000,203422000,203422000,482692000,679718000,275827000,221239000,-72781000,424285000,424285000,1104003000,15912000,8030000,2712000,-7183000,19471000,-2509000,429000,-2374000,-15051000,67000,67000,-16000,-16164000,933000,933000,-677000,255999.999999999,32855000,339309000,27739000,0.34954,0.11433,0.07328,0.0375,0.01441,1.74328,1.85312,1.60203,0.30734,0.68374,0.6708,9.33061,18.23157,1.19195,0.01766,0.02869,8.57185,11.34453
"35","2018_Q4",32.9550793650794,"Down",217415000,-144010000,73405000,-51209000,-44237000,-3701000,22196000,-4235000,-4330000,25000,70000,17961000,2329000,-3111000,-782000,-782000,-782000,-782000,58079000,58079000,123411000,123411000,149716000,16577000,16577000,347783000,88656000,6951000,619134000,326851000,239452000,32668000,20163000,714741000,1062524000,135219000,39725000,95494000,60038000,195257000,254795000,192041000,192041000,446836000,642093000,275984000,219289000,-74842000,420431000,420431000,1062524000,-782000,7901000,17311000,1777000,26207000,-2389000,-136000,2578000,-2.5e+07,0,0,-1375000,-27542000,1243000,1243000,-845000,398000,30097000,314833000,32596000,0.33763,0.10209,-0.0036,-0.00186,-0.000739999999999998,-41.68286,1.78116,1.52723,0.29631,-0.03349,-0.03349,9.31193,18.00715,1.39609,0.00042,0.03515,8.53088,11.56758
"36","2019_Q1",33.8593442622951,"Up",216733000,-140688000,76045000,-52555000,-45659000,-3542000,23490000,-3570000,-3959000,-637000,299000,19920000,20601000,-860000,19741000,19741000,19741000,19741000,71093000,71093000,129157000,129157000,146263000,16075000,16075000,362588000,87303000,7028000,604652000,322816000,232940000,27707000,21189000,698983000,1061571000,146278000,46974000,99304000,6.5e+07,211278000,235320000,183814000,183814000,419134000,630412000,277752000,236459000,-83052000,431159000,431159000,1061571000,19741000,7912000,2738000,-4688000,25703000,-5052000,259000,4628000,-15037000,444000,444000,-543000,-16304000,14027000,14027000,-1013000,13014000,31402000,300320000,22522000,0.35087,0.10838,0.09108,0.04579,0.0186,1.14087,1.71617,1.46213,0.2829,0.84475,0.82388,9.27438,18.45004,0.96376,0.02284,0.02461,7.29976,9.75849
"37","2019_Q2",37.0693650793651,"Up",212712000,-137100000,75612000,-48400000,-42355000,-3253000,27212000,-3604000,-3852000,410000,-162000,23608000,23741000,-5162000,18579000,18579000,18579000,18579000,55716000,55716000,135488000,135488000,150968000,15885000,15885000,358057000,85085000,7575000,639755000,325301000,231510000,27248000,55696000,732415000,1090472000,139987000,40235000,99752000,6.5e+07,204987000,225844000,207348000,207348000,433192000,638179000,279769000,255038000,-82514000,452293000,452293000,1090472000,18579000,7403000,4489000,-32631000,-2160000,-1803000,-403000,-2420000,-1e+07,980000,980000,-518000,-10942000,-15522000,-15522000,145000,-15377000,34615000,290844000,5343000,0.35547,0.12793,0.08734,0.04108,0.01704,0.28758,1.74673,1.41099,0.26671,0.79292,0.78139,9.07823,19.30319,0.22803,0.02102,0.00562,6.79266,8.6406
"38","2019_Q3",36.22203125,"Down",207609000,-134116000,73493000,-48255000,-42030000,-3226000,25238000,-3720000,-3759000,296000,-257000,21518000,21740000,-5141000,16599000,16599000,16599000,16599000,71979000,71979000,129978000,129978000,142427000,16711000,16711000,361095000,82674000,7862000,619748000,317616000,222699000,26361000,53072000,710284000,1071379000,144111000,48996000,95115000,6.5e+07,209111000,206369000,192081000,192081000,398450000,607561000,284508000,270218000,-90908000,463818000,463818000,1071379000,16599000,7344000,5050000,11047000,40040000,-2989000,-250000,-3239000,-2e+07,2804000,2804000,-26000.0000000001,-18642000,18159000,18159000,-1896000,16263000,32582000,271369000,45781000,0.354,0.12157,0.07995,0.03579,0.01549,2.75806,1.72681,1.30991,0.25329,0.70237,0.6949,8.78471,19.62586,1.93716,0.01943,0.04937,6.11964,7.90039
"39","2019_Q4",37.788125,"Up",199355000,-131483000,67872000,-46986000,-41129000,-3229000,20886000,-3810000,-3423000,-188000,-199000,17076000,17484000,-2234000,15250000,15250000,15250000,15250000,84014000,84014000,125386000,125386000,135449000,16890000,16890000,361739000,81117000,7370000,629633000,322766000,223206000,25117000,58544000,718120000,1079859000,140522000,46317000,94205000,6.5e+07,205522000,186893000,203078000,203078000,389971000,595493000,285079000,284047000,-84760000,484366000,484366000,1079859000,15250000,7244000,2710000,7168000,32372000,-1918000,6e+05,-1318000,-2e+07,673000,673000,-99000,-20847000,10207000,10207000,1828000,12035000,28130000,251893000,35614000,0.34046,0.10477,0.0765,0.03148,0.01412,2.33534,1.7601,1.22943,0.23326,0.64403,0.63249,8.41906,20.45551,1.50403,0.01775,0.03791,5.96797,8.03787
"40","2020_Q1",32.548064516129,"Down",189486000,-123277000,66209000,-49545000,-43420000,-3234000,16664000,-1534000,-3200000,996000,-221000,15130000,14191000,-4947000,9244000,9244000,9244000,9244000,114450000,114450000,123743000,123743000,127373000,17180000,17180000,382746000,79473000,7322000,623731000,319679000,217962000,26281000,59809000,710526000,1093272000,150874000,57289000,93585000,4450000,155324000,246856000,227507000,227507000,474363000,629687000,287494000,290441000,-114350000,463585000,463585000,1093272000,9244000,7135000,9813000,10351000,36543000,-2671000,-314000,-2985000,-1113000,1543000,1543000,-125000,-1120000,32438000,32438000,-2002000,30436000,23799000,251306000,36426000,0.34941,0.08794,0.04878,0.01994,0.00846,3.9405,2.46418,1.3583,0.22987,0.3895,0.39095,7.98407,19.53335,1.53482,0.01132,0.03865,5.75049,8.21267
"41","2020_Q2",27.0707936507937,"Down",139070000,-94273000,44797000,-43008000,-37124000,-3115000,1789000,-5721000,-3188000,-84000,-3026000,-3932000,-3932000,963000,-2969000,-2969000,-2969000,-2969000,152236000,152236000,96464000,96464000,124572000,19662000,19662000,392934000,76662000,7510000,625483000,322914000,217109000,26044000,59416000,709655000,1102589000,130836000,38940000,91896000,29450000,160286000,246268000,229433000,229433000,475701000,635987000,288822000,287472000,-109692000,466602000,466602000,1102589000,-2969000,7081000,5340000,64000,9516000,-1088000,154000,5429000,23888000,185000,185000,-927000,21719000,36664000,36664000,1122000,37786000,8870000,275718000,6883000,0.32212,0.01286,-0.02135,-0.00636,-0.00269,-2.31829,2.45146,1.36302,0.25006,-0.12474,-0.12474,5.84279,19.60348,0.28918,-0.00159,0.00708000000000001,13.92131,69.02292
"42","2020_Q3",34.10828125,"Up",157790000,-101765000,56025000,-40205000,-34117000,-3192000,15820000,-19969000,-3018000,-397000,-16911000,-4149000,-4149000,44999.9999999991,-4104000,-4104000,-4104000,-4104000,186556000,186556000,92540000,92540000,112095000,18124000,18124000,409315000,72782000,8534000,641303000,330859000,219434000,27798000,63212000,722619000,1131934000,126403000,37724000,88679000,29450000,155853000,245680000,250445000,250445000,496125000,651978000,290929000,281935000,-92908000,479956000,479956000,1131934000,-4104000,7129000,12867000,21535000,37427000,-1691000,-879000,-2893000,-1113000,244000,244000,-881000,-3183000,31351000,31351000,2969000,34320000,22949000,275130000,42748000,0.35506,0.10026,-0.02601,-0.00855,-0.00363,-10.41618,2.62629,1.35841,0.24306,-0.17183,-0.17183,6.60651,20.09529,1.78982,-0.00266,0.04251,3.8596,5.59886
"43","2020_Q4",37.03734375,"Up",166547000,-111232000,55315000,-44868000,-38688000,-3142000,10447000,-3237000,-2986000,-602000,-144000,7210000,7210000,-616000,6594000,6594000,6594000,6594000,187626000,187626000,94177000,94177000,113446000,18850000,18850000,414099000,72304000,7925000,653058000,338995000,221741000,27777000,64545000,733287000,1147386000,139662000,49576000,90086000,4450000,144112000,245092000,260858000,260858000,505950000,650062000,294109000,287095000,-83880000,497324000,497324000,1147386000,6594000,6993000,3029000,8389000,25005000,-2679000,889000,-1690000,-26113000,1399000,1399000,-68000,-26216000,-2901000,-2901000,3971000,1070000,17440000,249542000,23766000,0.33213,0.06273,0.03959,0.01326,0.00575,3.60419,2.87345,1.30712,0.21749,0.27559,0.27559,6.96063,20.78505,0.99327,0.00797,0.02358,3.55023,5.92668
"44","2021_Q1",47.0439344262295,"Up",186235000,-122147000,64088000,-49889000,-43013000,-3174000,14199000,-3252000,-2889000,142000,-769000,10947000,10947000,-1362000,9585000,9585000,9585000,9585000,202127000,202127000,105464000,105464000,111488000,22763000,22763000,441842000,74753000,7968000,625869000,331176000,213362000,20080000,61251000,708590000,1150432000,179409000,68593000,110816000,4450000,183859000,244504000,191920000,191920000,436424000,620283000,296333000,293802000,-59986000,530149000,530149000,1150432000,9585000,6950000,2981000,7426000,26942000,-6396000,2000.00000000023,-6394000.00000003,-1112000,145000,145000,-103000,-2509000.00000001,18039000,18039000,-3538000,14501000,21149000,248954000,23541000,0.34412,0.07624,0.05147,0.01808,0.00833,2.45603,2.40316,1.17002,0.2164,0.39979,0.38219,7.76788,22.11258,0.9819,0.01135,0.02424,2.21415,3.29791
"45","2021_Q2",50.5880952380952,"Up",213464000,-139401000,74063000,-63317000,-53625000,-6109000,10746000,-5723000,-5812000,-94000,-250000,5023000,-9780000,2517000,-7263000,-7263000,-7263000,-7263000,88654000,88654000,123168000,123168000,138658000,31696000,31696000,382176000,99597000,10072000,1088785000,621939000,401859000,1160000,63827000,1198454000,1580630000,184713000,71570000,113143000,60501000,245214000,398795000,212168000,212168000,610963000,856177000,495825000,286539000,-57911000,724453000,724453000,1580630000,-7263000,10467000,18889000,-29489000,-7396000,-3648000,-1956000,-480433000,194960000,207290000,207290000,-27056000,373755000,-114074000,-114074000,601000,-113473000,21213000,459296000,-14441000,0.34696,0.05034,-0.03402,-0.01003,-0.0046,1.9883,1.55854,1.18183,0.29058,-0.30393,-0.30046,8.93267,30.31565,-0.6043,-0.00417,-0.01035,17.4724,34.49116
"46","2021_Q3",44.7375,"Down",223635000,-142500000,81135000,-57475000,-47365000,-6285000,23660000,-4374000,-4587000,-441000,539000,19286000,19286000,-4083000,15203000,15203000,15203000,15203000,105311000,105311000,125451000,125451000,147925000,28926000,28926000,407613000,97117000,10072000,1071173000,615329000,392700000,1960000,61184000,1178362000,1585975000,176382000,71458000,104924000,60515000,236897000,392728000,221192000,221192000,613920000,850817000,500042000,300036000,-64920000,735158000,735158000,1585975000,15203000,10502000,4824000,-5191000.00000001,25338000,-3104000,-77999.9999999998,-364000.000000119,200754000,-205878000,-205878000,-65000.0000000037,-6895000,18079000,18079000,-1422000,16657000,34162000,453243000,29950000,0.3628,0.1058,0.06798,0.02068,0.00959,1.97001,1.72063,1.15733,0.28578,0.54516,0.53806,8.01933,26.36203,1.07398,0.012,0.02125,10.18477,14.70549
"47","2021_Q4",47.7525,"Up",216088000,-141031000,75057000,-59741000,-49612000,-6254000,15316000,-4356000,-4375000,-512000,455000,10960000,10960000,-1066010,9893990,9893990,9893990,9893990,106699000,106699000,125879000,125879000,175099000,33449000,33449000,441126000,98219000,11099000,1121029000,657084000,400560000,2138000,61247000,1230347000,1671473000,190471000,74061000,116410000,40530000,231001000,480589000,214248000,214248000,694837000,925838000,503986000,308223000,-66574000,745635000,745635000,1671473000,9894000,10276000,4762000,-19147000,5785000,-2754000,-882000,-70136000,68561000,1108000,1108000,-1570000,66392000,2041000,2041000,-653000,1388000,25592000,521119000,4757010,0.34734,0.07088,0.04579,0.01327,0.00592,0.4808,1.90963,1.24168,0.31177,0.35479,0.35017,7.7487,26.73773,0.17058,0.00783,0.00321,16.19334,27.05798
"48","2022_Q1",44.775,"Down",253368000,-167893000,85475000,-61416000,-50713000,-6635000,24059000,-6079000,-5352000,-527000,378000,17980000,17980000,-6153990,11826010,11826010,11826010,11826010,115390000,115390000,147515000,147515000,172139000,31545000,31545000,466589000,97926000,10294000,1110898000,648849000,390788000,2313000,68948000,1219118000,1685707000,209068000,90881000,118187000,40551000,249619000,470675000,192610000,192610000,663285000,912904000,506359000,316343000,-49899000,772803000,772803000,1685707000,11826000,10679000,5867000,-3218000,25154000,-3598000,220000,-23584000,-217121000,207135000,207135000,19350000,7654000,9224000,9224000,-533000,8691000,34738000,511226000,34075990,0.33736,0.09496,0.04668,0.0153,0.00702,2.88144,1.8692,1.18129,0.30327,0.99153,0.99153,21.24323,64.79442,2.85705,0.00917,0.02308,11.3949,16.45272
"49","2022_Q2",34.1577419354839,"Down",220287000,-137768000,82519000,-59702000,-48037000,-6535000,22817000,-5533000,-6203000,-1203000,2303000,17284000,17284000,-8893000,8391000,8391000,8391000,8391000,85660000,85660000,133006000,133006000,189324000,34649000,34649000,442639000,95651000,10322000,1086117000,640970000,378398000,2147000,64602000,1192090000,1634729000,178687000,73867000,104820000,40565000,219252000,460762000,179534000,179534000,640296000,859548000,506212000,324734000,-55765000,775181000,775181000,1634729000,8391000,10469000,5058000,-35095000,-11177000,-2953000,-576000,-10854000,-10128000,415000,415000,4850000,-6859000,-28890000,-28890000,-840000,-29730000,33286000,501327000,4131000,0.3746,0.10358,0.03809,0.01082,0.00513,0.49231,2.01886,1.10884,0.30667,0.29474,0.29095,7.73778,27.22895,0.14511,0.00713,0.00284,12.48774,18.21743
"50","2022_Q3",30.28484375,"Down",231740000,-145430000,86310000,-58938000,-47030000,-6447000,27372000,-8305000,-6768000,-1003000,-222000,19067000,19067000,-4953000,14114000,14114000,14114000,14114000,88865000,88865000,140298000,140298000,192789000,37537000,37537000,459489000,92617000,10183000,1067006000,627850000,365206000,2265000,71685000,1169806000,1629295000,181419000,76584000,104835000,40580000,221999000,450840000,172072000,172072000,622912000,844911000,509234000,336844000,-61694000,784384000,784384000,1629295000,14114000,10424000,2657000,-9868999.99999999,17326000,-2335000,-233000,3827000,-10136000,206000,206000,-5608000,-17543000,3610000,3610000,-405000,3205000,37796000,491420000,30545000,0.37244,0.11812,0.0609,0.01799,0.00866,2.16416,2.06978,1.07717,0.30162,0.49446,0.49179,8.11869,27.47982,1.0701,0.01113,0.0211,10.65073,14.70682
