"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2017_Q4",78.0061904761905,"Up",2.6157e+10,-1.9463e+10,6.694e+09,-5.367e+09,-4.35e+08,-3.37e+08,-4.595e+09,1.327e+09,-70000000.0000001,-1.12e+08,-7e+06,49000000.0000001,1.257e+09,-1e+06,1.256e+09,-4.07e+08,8.49e+08,8.49e+08,-2.6e+07,8.23e+08,8.23e+08,1.547e+09,1.547e+09,4.455e+09,1.512e+09,5.78e+08,1.2935e+10,2.1303e+10,1.3899e+10,4.575e+09,3.27e+09,4.21e+08,3.9777e+10,5.2712e+10,8.172e+09,6.404e+09,1.768e+09,7.06e+08,9.905e+09,9.495e+09,9.353e+09,8.77e+08,7.605e+09,8.71e+08,1.8848e+10,2.8753e+10,1.9658e+10,1.3464e+10,-6.84e+08,2.2523e+10,1.436e+09,2.3959e+10,5.2712e+10,8.49e+08,3.37e+08,-5.9e+08,-1.95e+08,4.01e+08,-3.53e+08,-27999999.9999999,-3.81e+08,-3.56e+08,2.29e+08,-4.44e+08,-4.1e+07,-6.12e+08,-5.92e+08,-5.92e+08,-2.2e+07,-6.14e+08,1.664e+09,1.0201e+10,1.523e+09,0.25592,0.05073,0.03146,0.03435,0.01561,1.85055,1.30591,1.20009,0.19352,1.60453,1.59508,50.99596,43.91107,2.96926,0.69406,0.0271,0.035,0.43256,5.20072,6.52148
"23","2018_Q1",80.4586885245902,"Up",3.0121e+10,-2.3914e+10,6.207e+09,-5.441e+09,-4.37e+08,-3.46e+08,-4.658e+09,7.66e+08,-1.06e+08,-1.14e+08,6e+06,2e+06,6.6e+08,-6e+06,6.54e+08,2.601e+09,3.255e+09,3.255e+09,-5.7e+07,3.198e+09,3.198e+09,3.119e+09,3.119e+09,3.395e+09,1.452e+09,3.7e+08,1.439e+10,2.146e+10,1.3941e+10,4.58e+09,3.27e+09,4.34e+08,3.9981e+10,5.4371e+10,9.029e+09,7.242e+09,1.787e+09,4.1e+07,1.0107e+10,1.0069e+10,6.767e+09,8.84e+08,5.008e+09,8.75e+08,1.6836e+10,2.6943e+10,1.9774e+10,1.6306e+10,-6.17e+08,2.5085e+10,2.343e+09,2.7428e+10,5.4371e+10,3.255e+09,3.46e+08,-2.583e+09,9.13e+08,1.931e+09,-5.26e+08,5.6e+07,-4.7e+08,-3.53e+08,-9.2e+07,5.83e+08,-4.7e+07,9.1e+07,1.552e+09,1.552e+09,2e+07,1.572e+09,1.112e+09,1.011e+10,-1.102e+09,0.20607,0.02543,0.10617,0.1166,0.05882,-0.34459,1.42377,0.98232,0.18594,6.29521,6.22916,59.29272,49.37944,-2.16927,0.69488,0.08015,-0.02487,0.11038,6.28687,9.12663
"24","2018_Q2",93.60125,"Up",2.4036e+10,-2.1138e+10,2.898e+09,-2.084e+09,-3.86e+08,-3.36e+08,-1.362e+09,8.14e+08,-9.7e+07,-1.23e+08,1.6e+07,9999999.99999999,7.17e+08,0,7.17e+08,-1.32e+08,5.85e+08,585000000.000001,-6.1e+07,5.24e+08,5.24e+08,8.42e+08,8.42e+08,4.743e+09,1.141e+09,4.16e+08,1.2125e+10,2.15e+10,1.3934e+10,4.573e+09,3.27e+09,4.32e+08,4.0007e+10,5.2132e+10,8.418e+09,6.736e+09,1.682e+09,4.2e+07,9.236e+09,1.1579e+10,7.017e+09,8.79e+08,5.119e+09,1.019e+09,1.8596e+10,2.7832e+10,1.9781e+10,1.6537e+10,-5.04e+08,2.1923e+10,2.377e+09,2.43e+10,5.2132e+10,5.85e+08,3.36e+08,3.82e+08,-8.15e+08,4.88e+08,-3.11e+08,-4.6e+07,-3.57e+08,-3.27e+08,1.502e+09,-3.494e+09,-9e+07,-2.409e+09,-2.278e+09,-2.278e+09,1e+06,-2.277e+09,1.15e+09,1.1621e+10,1.56e+08,0.12057,0.03387,0.0218,0.02156,0.01005,0.29771,1.3128,1.14535,0.22291,1.07583,1.07011,49.34865,45.01042,0.32029,0.67137,0.01982,0.00363,0.62405,9.37304,13.24201
"25","2018_Q3",96.884126984127,"Up",2.9723e+10,-2.5747e+10,3.976e+09,-2.027e+09,-4.32e+08,-3.37e+08,-1.258e+09,1.949e+09,-1.08e+08,-1.35e+08,1.4e+07,1.3e+07,1.841e+09,-6e+06,1.835e+09,-4.31e+08,1.404e+09,1.404e+09,-6.5e+07,1.339e+09,1.339e+09,1.884e+09,1.884e+09,4.901e+09,1.788e+09,6.21e+08,1.4579e+10,2.1465e+10,1.4177e+10,4.605e+09,3.27e+09,4.69e+08,4.0247e+10,5.4826e+10,1.0469e+10,8.437e+09,2.032e+09,3.41e+08,1.1732e+10,1.1023e+10,7.111e+09,8.85e+08,5.191e+09,1.035e+09,1.8134e+10,2.9866e+10,1.9837e+10,1.75e+10,-6.8e+08,2.2536e+10,2.424e+09,2.496e+10,5.4826e+10,1.404e+09,3.37e+08,-6.9e+07,6.92e+08,2.364e+09,-5.26e+08,6.2e+07,-4.64e+08,-3.72e+08,-2.53e+08,-1.52e+08,-6.4e+07,-8.41e+08,1.059e+09,1.059e+09,-1.7e+07,1.042e+09,2.286e+09,1.1364e+10,2.883e+09,0.13377,0.06557,0.04505,0.05365,0.02442,2.1531,1.24267,1.19655,0.20727,2.85909,2.83904,63.4658,48.11981,6.1559,0.79431,0.03939,0.06638,0.27782,4.14698,4.86403
"26","2018_Q4",82.4780952380952,"Down",3.0568e+10,-2.6385e+10,4.183e+09,-2.106e+09,-4.4e+08,-3.46e+08,-1.32e+09,2.077e+09,-1.01e+08,-1.25e+08,1.86264514923096e-09,2.4e+07,1.976e+09,-1e+06,1.975e+09,-4.07e+08,1.568e+09,1.568e+09,-7.6e+07,1.492e+09,1.492e+09,9.24e+08,9.24e+08,5.544e+09,2.006e+09,8.75e+08,1.5314e+10,2.1625e+10,1.4311e+10,4.634e+09,3.27e+09,4.9e+08,4.057e+10,5.5884e+10,1.0506e+10,8.444e+09,2.062e+09,3.16e+08,1.1974e+10,1.1021e+10,7.094e+09,7.93e+08,5.311e+09,9.9e+08,1.8115e+10,3.0089e+10,1.9866e+10,1.8618e+10,-6.39e+08,2.3319e+10,2.476e+09,2.5795e+10,5.5884e+10,1.568e+09,3.46e+08,1.51e+08,-1.483e+09,5.82e+08,-7.69e+08,5e+07,-7.19e+08,-3.7e+08,-28999999.9999998,-3.49e+08,-7.1e+07,-8.19e+08,-9.56e+08,-9.56e+08,-4e+06,-9.6e+08,2.423e+09,1.1337e+10,5.78e+08,0.13684,0.06795,0.04881,0.05784,0.0267,0.3874,1.27894,1.16647,0.20287,3.20097,3.17825,65.58123,50.02907,1.24005,0.79381,0.0421,0.01307,0.24799,4.29757,5.01348
"27","2019_Q1",80.9632786885246,"Down",2.9829e+10,-2.466e+10,5.169e+09,-2.144e+09,-4.19e+08,-3.37e+08,-1.388e+09,3.025e+09,-1.06e+08,-1.21e+08,1e+06,1.4e+07,2.919e+09,-999999.999999996,2.918e+09,-6.02e+08,2.316e+09,2.316e+09,-7.6e+07,2.24e+09,2.24e+09,3.019e+09,3.019e+09,3.543e+09,1.233e+09,4.74e+08,1.3209e+10,2.2018e+10,1.4421e+10,4.654e+09,3.27e+09,5.15e+08,4.1093e+10,5.4302e+10,7.702e+09,6.113e+09,1.589e+09,6.7e+07,8.935e+09,1.1093e+10,7.121e+09,8.67e+08,5.275e+09,9.79e+08,1.8214e+10,2.7149e+10,1.9879e+10,2.0489e+10,-6.92e+08,2.4653e+10,2.5e+09,2.7153e+10,5.4302e+10,2.316e+09,3.37e+08,1.53e+08,1.333e+09,4.139e+09,-1.021e+09,9e+07,-9.31e+08,-3.67e+08,-1.8e+08,-4.83e+08,-6.8e+07,-1.098e+09,2.11e+09,2.11e+09,-1.5e+07,2.095e+09,3.362e+09,1.116e+10,4.276e+09,0.17329,0.10141,0.07509,0.0825,0.04125,1.90893,1.47834,0.99985,0.20552,4.85556,4.81263,64.65912,53.43932,9.26891,0.79553,0.05738,0.09411,0.16384,2.42148,2.69124
"28","2019_Q2",77.1098412698413,"Down",2.362e+10,-2.1055e+10,2.565e+09,-2.138e+09,-3.66e+08,-3.31e+08,-1.441e+09,4.27e+08,-8.6e+07,-1.19e+08,-5e+06,3.8e+07,3.41e+08,-1e+06,3.4e+08,-69999999.9999999,2.7e+08,2.7e+08,-6.6e+07,2.04e+08,2.04e+08,1.253e+09,1.253e+09,5.344e+09,9.15e+08,9.15e+08,1.4815e+10,2.2263e+10,1.4786e+10,5.991e+09,3.27e+09,1.857e+09,4.304e+10,5.7855e+10,9.953e+09,8.31e+09,1.643e+09,3e+07,1.1328e+10,1.1268e+10,8.514e+09,8.75e+08,5.456e+09,2.183e+09,1.9782e+10,3.111e+10,1.9885e+10,2.0408e+10,-7.09e+08,2.4217e+10,2.528e+09,2.6745e+10,5.7855e+10,2.7e+08,3.31e+08,3.22e+08,-1.401e+09,-4.78e+08,-9.94e+08,-1.8e+07,-1.012e+09,-3.64e+08,1.33e+08,-3.04e+08,2.51e+08,-2.84e+08,-1.774e+09,-1.774e+09,8e+06,-1.766e+09,7.58e+08,1.1298e+10,-1.567e+09,0.10859,0.01808,0.00864,0.00763000000000001,0.00353,-7.68137,1.30782,1.16321,0.19528,0.445810000000001,0.44416,51.61725,52.92188,-3.4244,0.79546,0.0122,-0.03366,1.78431,13.25198,23.52459
"29","2019_Q3",86.996875,"Up",2.8495e+10,-2.4554e+10,3.941e+09,-2.009e+09,-4.08e+08,-3.34e+08,-1.267e+09,1.932e+09,-1.01e+08,-1.15e+08,-9e+06,2.3e+07,1.831e+09,-2000000.00000003,1.829e+09,-3.25e+08,1.504e+09,1.504e+09,-8e+07,1.424e+09,1.424e+09,1.819e+09,1.819e+09,5.093e+09,6.56e+08,6.56e+08,1.4295e+10,2.2503e+10,1.5006e+10,5.977e+09,3.27e+09,1.836e+09,4.3486e+10,5.7781e+10,9.086e+09,7.3e+09,1.786e+09,6.67e+08,1.1171e+10,1.0772e+10,8.532e+09,9.06e+08,5.533e+09,2.093e+09,1.9304e+10,3.0475e+10,1.9918e+10,2.1423e+10,-7.67e+08,2.4752e+10,2.554e+09,2.7306e+10,5.7781e+10,1.504e+09,3.34e+08,-1.59e+08,2.51e+08,1.93e+09,-7.11e+08,1.37e+08,-5.74e+08,-4.06e+08,1.3e+08,-4.44e+08,-6.7e+07,-7.87e+08,5.69e+08,5.69e+08,-3e+06,5.66e+08,2.266e+09,1.1439e+10,2.131e+09,0.1383,0.0678,0.04997,0.05215,0.02464,1.49649,1.27965,1.11606,0.19797,3.13891,3.12314,62.81122,54.56056,4.69734,0.89494,0.03871,0.04507,0.28511,4.24537,4.9793
"30","2019_Q4",98.35265625,"Up",2.7735e+10,-2.3806e+10,3.929e+09,-2.069e+09,-4.16e+08,-3.36e+08,-1.317e+09,1.86e+09,-6.4e+07,-1.09e+08,9e+06,3.6e+07,1.796e+09,-8.53e+08,9.43e+08,-1.5e+08,7.93e+08,7.93e+08,-8.1e+07,7.12e+08,7.12e+08,2.268e+09,2.268e+09,5.521e+09,7.42e+08,7.42e+08,1.5617e+10,2.2954e+10,1.4147e+10,6.023e+09,3.27e+09,1.881e+09,4.3124e+10,5.8741e+10,9.501e+09,7.738e+09,1.763e+09,8.42e+08,1.2083e+10,1.1083e+10,8.483e+09,9.05e+08,5.503e+09,2.075e+09,1.9566e+10,3.1649e+10,2.0259e+10,2.173e+10,-8.71e+08,2.4857e+10,2.235e+09,2.7092e+10,5.8741e+10,7.93e+08,3.36e+08,6.84e+08,-1.51e+08,1.662e+09,-9.01e+08,5.5e+07,-8.46e+08,-4.02e+08,4.91e+08,-3.42e+08,-7.8e+07,-3.31e+08,4.85e+08,4.85e+08,-3.6e+07,4.49e+08,2.196e+09,1.1925e+10,1.294e+09,0.14166,0.06706,0.02567,0.02628,0.01212,1.81742,1.29248,1.1682,0.20301,1.58598,1.57456,61.77968,55.36894,2.88238,0.89545,0.02345,0.02724,0.56461,4.39754000000001,5.19194
"31","2020_Q1",71.8158064516129,"Down",2.7443e+10,-2.6114e+10,1.329e+09,-2.312e+09,-4.91e+08,-3.4e+08,-1.481e+09,-9.83e+08,2.034e+09,-1.15e+08,0,2.2e+07,1.051e+09,14999999.9999998,1.066e+09,-2.56e+08,8.1e+08,8.1e+08,-7.4e+07,7.36e+08,7.36e+08,1.614e+09,1.614e+09,3.776e+09,1.629e+09,4.95e+08,1.4395e+10,2.3786e+10,1.4571e+10,5.968e+09,3.27e+09,1.829e+09,4.4325e+10,5.872e+10,9.554e+09,8.043e+09,1.511e+09,5.47e+08,1.1646e+10,1.1216e+10,8.689e+09,1.044e+09,5.553e+09,2.092e+09,1.9905e+10,3.1551e+10,2.0307e+10,2.2064e+10,-7.88e+08,2.491e+10,2.259e+09,2.7169e+10,5.872e+10,8.1e+08,3.4e+08,7.3e+07,4.71e+08,1.694e+09,-1.181e+09,-7.5e+07,-1.256e+09,-3.98e+08,-2.78e+08,-3.55e+08,-7.8e+07,-1.109e+09,-6.71e+08,-6.71e+08,1.7e+07,-6.54e+08,-6.43e+08,1.1763e+10,-1.097e+09,0.04843,-0.03582,0.02682,0.02709,0.01253,-1.49049,1.23605,1.16129,0.20032,1.65296,1.64241,61.63338,55.94459,-2.46372,0.89386,0.02381,-0.02304,0.54076,-15.78383,-10.32452
"32","2020_Q2",63.2884126984127,"Down",2.1244e+10,-1.844e+10,2.804e+09,-2.165e+09,-3.19e+08,-3.42e+08,-1.504e+09,6.39e+08,-1.11e+08,-1.11e+08,-6926578.45835564,22119701.3827207,5.28e+08,-3.006e+09,-2.478e+09,5.1e+07,-2.427e+09,-2.427e+09,-6.9e+07,-2.496e+09,-2.496e+09,1.221e+09,1.221e+09,5.331e+09,1.107e+09,5.94e+08,1.1705e+10,2.4051e+10,1.3635e+10,4.069e+09,1.425e+09,1.764e+09,4.1755e+10,5.346e+10,6.025e+09,4.882e+09,1.143e+09,2.243e+09,1.0529e+10,1.072e+10,8.572e+09,1e+09,5.487e+09,2.085e+09,1.9292e+10,2.9821e+10,2.0311e+10,1.9168e+10,-9.91e+08,2.1372e+10,2.267e+09,2.3639e+10,5.346e+10,-2.427e+09,3.42e+08,2.821e+09,-5.19e+08,2.17e+08,-9.22e+08,4.5e+07,-8.77e+08,-3.96e+08,1.192e+09,-4.37e+08,-8.3e+07,2.76e+08,-3.84e+08,-3.84e+08,-9e+06,-3.93e+08,9.81e+08,1.2963e+10,-5.11e+08,0.13199,0.03008,-0.11749,-0.10559,-0.04669,0.20473,1.11169,1.26152,0.24248,-5.65544,-5.65544,48.13468,48.4247,-1.15782,0.89726,-0.04649,-0.01131,-0.15865,11.9694199999999,18.37559
"33","2020_Q3",55.23453125,"Down",1.1155e+10,-9.608e+09,1.547e+09,-1.897e+09,-4.09e+08,-3.43e+08,-1.145e+09,-3.5e+08,-9.5e+07,-1.17e+08,-6e+06,2.8e+07,-4.45e+08,0,-4.45e+08,3.78e+08,-6.7e+07,-6.7e+07,-7.4e+07,-1.41e+08,-1.41e+08,1.89e+09,1.89e+09,5.136e+09,1.478e+09,6.21e+08,1.2499e+10,2.4282e+10,1.3628e+10,4.109e+09,1.425e+09,1.81e+09,4.2019e+10,5.4518e+10,6.414e+09,4.902e+09,1.512e+09,1.783e+09,1.0023e+10,1.2663e+10,8.537e+09,1.36e+09,5.471e+09,1.706e+09,2.12e+10,3.1223e+10,2.0348e+10,1.8631e+10,-1.148e+09,2.0715e+10,2.58e+09,2.3295e+10,5.4518e+10,-6.7e+07,3.43e+08,3.94e+08,9.4e+07,7.64e+08,-9.39e+08,-2.08e+08,-1.147e+09,-3.93e+08,1.497e+09,0,-5.7e+07,1.047e+09,6.64e+08,6.64e+08,5e+06,6.69e+08,-7e+06,1.4446e+10,-1.23e+09,0.13868,-0.03138,-0.01264,-0.00605,-0.00259,8.7234,1.24703,1.34033,0.26498,-0.32136,-0.32136,25.42421,47.21314,-2.80339,0.89572,0.00545,-0.02658,-2.78723,-1793.71429,-35.87429
"34","2020_Q4",53.96765625,"Down",1.6279e+10,-1.4509e+10,1.77e+09,-1.864e+09,-3.84e+08,-3.52e+08,-1.128e+09,-94000000.0000001,-1.16e+08,-1.32e+08,-4e+06,2e+07,-2.1e+08,-1.14e+09,-1.35e+09,6.24e+08,-7.26e+08,-7.26e+08,-7.3e+07,-7.99e+08,-7.99e+08,1.462e+09,1.462e+09,4.897e+09,1.268e+09,5e+08,1.2822e+10,2.3489e+10,1.3767e+10,4.203e+09,1.425e+09,1.929e+09,4.1459e+10,5.4281e+10,6.686e+09,4.905e+09,1.781e+09,1.86e+09,1.0513e+10,1.2666e+10,8.797e+09,1.394e+09,5.507e+09,1.896e+09,2.1463e+10,3.1976e+10,2.0369e+10,1.7436e+10,-9.67e+08,1.9722e+10,2.583e+09,2.2305e+10,5.4281e+10,-7.26e+08,3.52e+08,1.169e+09,-3.04e+08,4.91e+08,-5.5e+08,8e+06,-5.42e+08,-3.93e+08,7e+07,0,-8.1e+07,-4.04e+08,-4.55e+08,-4.55e+08,2.7e+07,-4.28e+08,2.58e+08,1.4526e+10,-1.22e+09,0.10873,-0.00577,-0.04908,-0.03582,-0.01472,1.52691,1.21963,1.43358,0.26761,-1.82042,-1.82042,37.08961,44.93404,-2.77961,0.8954,-0.0089,-0.02674,-0.49186,50.6356599999997,-138.97872
"35","2021_Q1",72.9852459016393,"Up",1.5451e+10,-1.515e+10,3.01e+08,-2.062e+09,-4.32e+08,-3.58e+08,-1.272e+09,-1.761e+09,1.068e+09,-1.39e+08,-2e+06,1.8e+07,-6.93e+08,1999999.99999976,-6.91e+08,1.97e+08,-4.94e+08,-4.94e+08,-4.5e+07,-5.39e+08,-5.39e+08,2.514e+09,2.514e+09,3.893e+09,1.181e+09,3.47e+08,1.3276e+10,2.3716e+10,1.3624e+10,4.105e+09,1.425e+09,1.837e+09,4.1445e+10,5.4721e+10,8.531e+09,5.171e+09,3.36e+09,9.87e+08,9.518e+09,1.4906e+10,8.774e+09,1.341e+09,5.644e+09,1.789e+09,2.368e+10,3.3198e+10,2.0389e+10,1.65e+10,-7.89e+08,1.8984e+10,2.539e+09,2.1523e+10,5.4721e+10,-4.94e+08,3.58e+08,3.72e+08,4.03e+08,6.39e+08,-4.58e+08,-5.5e+07,-5.13e+08,-3.93e+08,1.368e+09,4e+06,-1.07e+08,8.72e+08,9.98e+08,9.98e+08,5.4e+07,1.052e+09,-1.403e+09,1.5893e+10,-1.655e+09,0.01948,-0.11397,-0.03488,-0.02504,-0.00985,3.0705,1.39483,1.54244,0.29044,-1.22748,-1.22748,35.18708,43.2329,-3.76899,0.89499,-0.00316,-0.03583,-0.72913,-9.53599,-7.59739
"36","2021_Q2",79.3271428571429,"Up",2.1627e+10,-2.0065e+10,1.562e+09,-2.289e+09,-4.08e+08,-3.56e+08,-1.525e+09,-7.27e+08,1.54e+08,-1.46e+08,6781661.45933669,1.5e+07,-5.73e+08,-1.98e+08,-7.71e+08,1.32e+08,-6.39e+08,-6.39e+08,-1.5e+07,-6.54e+08,-6.54e+08,1.351e+09,1.351e+09,4.273e+09,1.633e+09,6.29e+08,1.4418e+10,2.3677e+10,1.3376e+10,4.025e+09,1.425e+09,1.764e+09,4.1078e+10,5.5496e+10,1.0599e+10,7.484e+09,3.115e+09,5.16e+08,1.1431e+10,1.4906e+10,8.702e+09,1.351e+09,5.547e+09,1.804e+09,2.3608e+10,3.5039e+10,2.0426e+10,1.5449e+10,-7.8e+08,1.7979e+10,2.478e+09,2.0457e+10,5.5496e+10,-6.39e+08,3.56e+08,4.56e+08,97999999.9999998,2.71e+08,-3.31e+08,-1.36e+08,-4.67e+08,-3.94e+08,-4.75e+08,2e+07,-9.6e+07,-9.45e+08,-1.141e+09,-1.141e+09,-2.2e+07,-1.163e+09,-3.71e+08,1.5422e+10,-7.36e+08,0.07222,-0.03362,-0.03024,-0.03197,-0.01178,1.12538,1.26131,1.71281,0.27789,-1.48804,-1.48804,49.20774,40.90748,-1.67462,0.89647,-0.00583,-0.01651,-0.60245,-37.9272200000001,-19.35488
"37","2021_Q3",68.82953125,"Down",2.7002e+10,-2.5218e+10,1.784e+09,-2.097e+09,-4.33e+08,-3.64e+08,-1.3e+09,-3.13e+08,7.47e+08,-1.43e+08,9e+06,5.1e+07,4.34e+08,1999999.99999988,4.36e+08,-6.2e+07,3.74e+08,3.74e+08,-7.8e+07,2.96e+08,2.96e+08,2.207e+09,2.207e+09,4.752e+09,2.194e+09,7.59e+08,1.578e+10,2.3688e+10,1.352e+10,3.989e+09,1.425e+09,1.739e+09,4.1197e+10,5.6977e+10,1.165e+10,8.066e+09,3.584e+09,2.489e+09,1.4551e+10,1.2924e+10,8.9e+09,1.148e+09,5.879e+09,1.873e+09,2.1824e+10,3.6375e+10,2.0469e+10,1.5345e+10,-5.49e+08,1.8149e+10,2.453e+09,2.0602e+10,5.6977e+10,3.74e+08,3.64e+08,1.72e+08,8.33e+08,1.743e+09,-3.56e+08,4e+06,-3.52e+08,-3.94e+08,-3.9e+07,4e+06,-1.13e+08,-5.42e+08,8.49e+08,8.49e+08,7e+06,8.56e+08,5.1e+07,1.5413e+10,5.9e+08,0.06607,-0.01159,0.01096,0.01437,0.0052,1.99324,1.08446,1.76561,0.27051,0.67349,0.67349,61.43744,41.29428,1.34242,0.89647,0.01536,0.01314,1.33108,258.94118,-42.19169
"38","2021_Q4",72.77015625,"Up",3.2351e+10,-2.7529e+10,4.822e+09,-2.042e+09,-4.24e+08,-3.61e+08,-1.257e+09,2.78e+09,-1.032e+09,-1.51e+08,-4e+06,2.38e+08,1.748e+09,-1.3e+09,4.48e+08,39999999.9999999,4.88e+08,4.88e+08,-8.6e+07,4.02e+08,4.02e+08,2.897e+09,2.897e+09,4.4e+09,2.195e+09,7.16e+08,1.6019e+10,2.2377e+10,1.4059e+10,3.952e+09,1.425e+09,1.705e+09,4.0388e+10,5.6407e+10,1.2432e+10,8.203e+09,4.229e+09,1.489e+09,1.3921e+10,1.3421e+10,8.468e+09,1.123e+09,5.434e+09,1.911e+09,2.1889e+10,3.581e+10,2.0494e+10,1.535e+10,-5.89e+08,1.8139e+10,2.458e+09,2.0597e+10,5.6407e+10,4.88e+08,3.61e+08,5.78e+08,7.76e+08,2.203e+09,-5.5e+08,5.4e+07,-4.96e+08,-3.94e+08,-5.21e+08,-1.86264514923096e-09,-9e+07,-1.005e+09,7.02e+08,7.02e+08,-1.2e+07,6.9e+08,3.141e+09,1.491e+10,3.327e+09,0.14905,0.08593,0.01243,0.01952,0.00713,8.27612,1.15071,1.7386,0.26433,0.91389,0.9131,73.54506,41.23625,7.56343,0.8957,0.0181,0.07566,0.9801,3.82457999999994,4.32122
"39","2022_Q1",81.9067741935484,"Up",3.0496e+10,-2.929e+10,1.206e+09,-2.502e+09,-4.79e+08,-5.24e+08,-1.499e+09,-1.296e+09,2.907e+09,-1.41e+08,-6e+06,1.5e+08,1.611e+09,16000000.0000002,1.627e+09,-2.56e+08,1.371e+09,1.371e+09,-9.8e+07,1.273e+09,1.273e+09,3.147e+09,3.147e+09,3.394e+09,8.156e+09,6.86e+08,1.4697e+10,2.2435e+10,1.4471e+10,3.991e+09,1.484e+09,1.694e+09,4.0897e+10,5.5594e+10,1.1312e+10,7.629e+09,3.683e+09,1.489e+09,1.2801e+10,1.2959e+10,8.197e+09,1.055e+09,5.475e+09,1.667e+09,2.1156e+10,3.3957e+10,2.0511e+10,1.6216e+10,-4.45e+08,1.9166e+10,2.471e+09,2.1637e+10,5.5594e+10,1.371e+09,5.24e+08,-5.07e+08,4.12e+08,1.8e+09,-5.96e+08,3.9e+07,-5.57e+08,-4.03e+08,-4.76e+08,2e+06,-1.01e+08,-9.78e+08,2.65e+08,2.65e+08,-1.5e+07,2.5e+08,-7.72e+08,1.4448e+10,-7e+08,0.03955,-0.0425,0.04174,0.05883,0.0229,-0.54988,1.14811,1.5694,0.25988,2.87855,2.85709,68.95866,43.33885,-1.58287,0.91128,0.03785,-0.01581,0.31658,-14.6386,-8.71991
"40","2022_Q2",91.033064516129,"Up",3.6179e+10,-3.3495e+10,2.684e+09,-2.266e+09,-4.33e+08,-3.38e+08,-1.495e+09,4.18e+08,4.09e+08,-1.35e+08,2e+06,-1.43e+08,8.27e+08,1e+06,8.28e+08,-1.71e+08,6.57e+08,6.57e+08,-7.5e+07,5.82e+08,5.82e+08,3.335e+09,3.335e+09,4.53e+09,3.24e+09,1.534e+09,1.9854e+10,2.2333e+10,1.4465e+10,3.986e+09,1.484e+09,1.683e+09,4.0784e+10,6.0638e+10,1.6129e+10,1.2047e+10,4.082e+09,1.474e+09,1.7603e+10,1.296e+10,7.954e+09,1.049e+09,5.264e+09,1.641e+09,2.0914e+10,3.8517e+10,1.9674e+10,1.6391e+10,-5.14e+08,2.1815e+10,3.06e+08,2.2121e+10,6.0638e+10,6.57e+08,3.38e+08,2.56e+08,-1.15e+08,1.136e+09,-3.69e+08,-5.9e+07,-4.28e+08,-4.04e+08,-23999999.9999999,2.3e+07,-1.07e+08,-5.12e+08,1.96e+08,1.96e+08,-8e+06,1.88e+08,7.56e+08,1.4434e+10,443000000.000001,0.07419,0.01155,0.01609,0.02631,0.0096,0.761170000000001,1.12788,1.7412,0.23804,1.32132,1.31798,82.13745,49.52675,1.00575,0.9172,0.02215,0.00995,0.69416,14.68122,26.55263
