"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","notes_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"35","2018_Q4",99.6268253968254,"Down",2.94e+09,-1.066e+09,1.874e+09,-1.33e+09,-3.8e+08,-9.5e+08,5.44e+08,-1.13e+08,-2.1e+08,9.7e+07,4.31e+08,4.27e+08,-1.67e+08,7.4e+07,3.34e+08,3.34e+08,-2.4e+07,3.1e+08,-3.6e+07,2.74e+08,2.12e+08,2.12e+08,1.663e+09,1.252e+09,4.11e+08,3.45e+08,2.941e+09,9.9e+07,7.49e+08,5.161e+09,3.5498e+10,4.7734e+10,-1.2236e+10,1.0393e+10,2.363e+09,2.29e+08,5.24e+09,5.5444e+10,6.0605e+10,2.387e+09,1.375e+09,4.95e+08,5.17e+08,4.361e+09,2.897e+09,1.464e+09,1.743e+09,1.68e+09,8.491e+09,2.1335e+10,1.1668e+10,1.052e+09,2.256e+09,7.979e+09,3.3003e+10,4.1494e+10,2.279e+09,9.485e+09,-6.12e+08,1.6637e+10,2.474e+09,1.9111e+10,6.0605e+10,3.34e+08,3.34e+08,3.8e+08,3.1e+07,3.1e+07,2.17e+08,9.62e+08,-8.67e+08,-9.7e+07,-9.64e+08,-2.54e+08,1.39e+08,1.71e+08,1.71e+08,0,-8.8e+07,-3.2e+07,-3.4e+07,-3.4e+07,-3.9e+07,9.24e+08,2.5696e+10,4.41e+08,0.63741,0.18503,0.0932,0.01434,0.00452,1.60949,0.60782,2.17121,0.42399,1.0002,0.99309,10.73212,52.41217,1.60982,0.9272,0.00935,0.92701,27.58009,46.84559
"36","2019_Q1",103.878524590164,"Up",1.636e+09,-52000000.0000001,1.584e+09,-1.22e+09,-3.33e+08,-8.87e+08,3.64e+08,-3.3e+08,-1.92e+08,-1.38e+08,33999999.9999999,7.29e+08,-77999999.9999999,1.25e+08,7.76e+08,9.64e+08,-6.4e+07,9e+08,-3.6e+07,8.64e+08,1.02e+08,1.02e+08,1.535e+09,1.215e+09,3.2e+08,2.58e+08,1.75e+09,6e+07,5.18e+08,3.645e+09,3.4439e+10,4.6615e+10,-1.2176e+10,1.0582e+10,1.602e+09,2.24e+08,8.615e+09,5.6993e+10,6.0638e+10,2.378e+09,1.298e+09,4.8e+08,6e+08,2.024e+09,2.024e+09,1921956239.94155,1.477e+09,1.477e+09,5.879e+09,2.2547e+10,1.2964e+10,1.143e+09,2.345e+09,9.476e+09,3.5511e+10,4.139e+10,2.278e+09,1.0104e+10,-7.64e+08,1.7158e+10,2.09e+09,1.9248e+10,6.0638e+10,7.76e+08,9.64e+08,3.33e+08,-5.47e+08,-6.3e+08,6.7e+07,9.25e+08,8.44e+08,-3.23e+08,2.34e+08,-2.68e+08,-3.126e+09,9999999.99999994,1.1e+07,-1e+06,2.214e+09,-1.195e+09,-3.6e+07,-3.6e+07,-4.2e+07,6.97e+08,2.4571e+10,1.686e+09,0.96822,0.22249,0.52812,0.04489,0.01425,1.95139,0.62,2.15035,0.40521,3.14668,3.10597,5.9583,54.19284,6.1404,0.97605,0.01994,0.31019,35.10617,67.22253
"37","2019_Q2",116.451904761905,"Up",2.898e+09,-8.95e+08,2.003e+09,-1.345e+09,-3.83e+08,-9.62e+08,6.58e+08,-1.57e+08,-2.39e+08,8.2e+07,5.01e+08,5.01e+08,-4.2e+07,1.01e+08,5.6e+08,5.18e+08,-4.1e+07,4.77e+08,-3.6e+07,4.41e+08,7.8e+07,7.8e+07,1.542e+09,1.222e+09,3.2e+08,1.89e+08,1.453e+09,1.21e+08,5.01e+08,3.262e+09,3.4698e+10,4.7105e+10,-1.2407e+10,1.162e+10,1.602e+09,2.22e+08,9.657e+09,5.8356e+10,6.1618e+10,1.975e+09,1.155e+09,4.96e+08,3.24e+08,4.675e+09,2.523e+09,2.152e+09,1.962e+09,1.962e+09,8.612e+09,1.9738e+10,1.3798e+10,1.155e+09,2.645e+09,9.998e+09,3.3536e+10,4.2148e+10,2.278e+09,1.0337e+10,-8.17e+08,1.7366e+10,2.104e+09,1.947e+10,6.1618e+10,5.6e+08,5.18e+08,3.83e+08,-8.5e+07,-1.06e+08,-529108040.808108,9.51e+08,-4.56e+08,-8.4e+07,-6.1e+08,-2.68e+08,-3.6e+07,-3e+06,1.1e+07,-1.4e+07,-2.9e+07,-3.81e+08,-4e+07,-3.9e+07,-3.8e+07,1.041e+09,2.4413e+10,1488064909.92562,0.69117,0.22705,0.15217,0.02265,0.00716,0.913236025580695,0.37877,2.16477,0.3962,1.60554,1.59075,10.55069,54.93057,5.45890280452469,0.9757,0.01229,0.60771,23.37656,36.98328
"38","2019_Q3",125.24953125,"Up",2.23e+09,-4.62e+08,1.768e+09,-1.339e+09,-3.89e+08,-9.5e+08,4.29e+08,-2.09e+08,-2.37e+08,2.8e+07,2.2e+08,2.86e+08,-4.7e+07,1.18e+08,3.57e+08,4.35e+08,-4.5e+07,3.9e+08,-3.6e+07,3.54e+08,1.68e+08,1.68e+08,1.242e+09,9.01e+08,3.41e+08,2.14e+08,1.159e+09,1.06e+08,6.08e+08,2.783e+09,3.5282e+10,4.7907e+10,-1.2625e+10,1.165e+10,1.602e+09,2.19e+08,9.679e+09,5.9944e+10,6.2727e+10,2.035e+09,1.2e+09,4.9e+08,3.45e+08,4.551e+09,2.395e+09,2.156e+09,1.591e+09,1.591e+09,8.177e+09,2.1199e+10,1.3917e+10,1.135e+09,2.649e+09,1.0133e+10,3.5116e+10,4.3293e+10,2.278e+09,1.0425e+10,-8.48e+08,1.746e+10,1.974e+09,1.9434e+10,6.2727e+10,3.57e+08,4.35e+08,3.89e+08,-8.1e+07,-99000000.0000001,-1177421991.24528,7.53e+08,-2.93e+08,-1.301e+09,-1.657e+09,-2.86e+08,-1.279e+09,4999999.99999999,9e+06,-4e+06,2.59e+09,9.92e+08,8.8e+07,8.7e+07,8.6e+07,8.18e+08,2.575e+10,379942780.121376,0.79283,0.19238,0.15874,0.01822,0.00564,-0.824026970095874,0.34034,2.22769,0.41051,1.28733,1.266,8.10944,55.20968,1.50506390630292,1.04005,0.01083,0.80791,31.27384,59.6317
"39","2019_Q4",132.0965625,"Up",2.758e+09,-6.26e+08,2.132e+09,-1.374e+09,-4.02e+08,-9.72e+08,7.58e+08,-2.64e+08,-2.57e+08,-7e+06,4.94e+08,4.48e+08,-6.1e+07,2.66e+08,6.53e+08,9.09e+08,-6e+07,8.49e+08,-3.6e+07,8.13e+08,1.06e+08,1.06e+08,1.431e+09,9.76e+08,4.55e+08,2.7e+08,1.859e+09,9.8e+07,1.041e+09,3.666e+09,3.552e+10,4.8139e+10,-1.2619e+10,1.2178e+10,1.602e+09,2.16e+08,1.0203e+10,6.0919e+10,6.4585e+10,2.053e+09,1.129e+09,5.17e+08,4.07e+08,5.211e+09,3.588e+09,1.623e+09,2.234e+09,2.234e+09,9.498e+09,2.0995e+10,1.3541e+10,1.12e+09,2.382e+09,1.0039e+10,3.4536e+10,4.4034e+10,2.278e+09,1.0966e+10,-9.78e+08,1.864e+10,1.911e+09,2.0551e+10,6.4585e+10,-3.28e+08,-3.64e+08,-2.01e+08,-2.4e+08,-2.01e+08,-1455024946.05981,-9.5e+08,-3.22e+08,1.359e+09,1.17e+09,5.54e+08,1.477e+09,-2e+06,-2e+07,1.8e+07,-2.394e+09,-2.82e+08,-6.2e+07,-6.2e+07,-6.2e+07,5.57e+08,2.6206e+10,-679650739.743555,0.77302,0.27484,0.29478,0.03956,0.01259,-2.0708239807245,0.38598,2.14267,0.40576,2.93089,2.87707,9.94268,58.98554,-2.30929694507032,-1.99719,0.0043,-0.68143,46.85817,34.43272
"40","2020_Q1",128.653064516129,"Down",2.943e+09,-6.88e+08,2.255e+09,-1.473e+09,-3.95e+08,2.388e+09,7.82e+08,-2.83e+08,-2.57e+08,-2.6e+07,4.99e+08,4.99e+08,-1.65e+08,9.5e+07,4.29e+08,5e+08,-1.8e+07,4.82e+08,-3.5e+07,4.47e+08,1.08e+08,1.08e+08,1.716e+09,1.261e+09,4.55e+08,2.77e+08,1.241e+09,1.12e+08,5.23e+08,3.342e+09,3.6452e+10,4.9329e+10,-1.2877e+10,1.2249e+10,1.602e+09,2.13e+08,1.0279e+10,6.2323e+10,6.5665e+10,2.413e+09,1.413e+09,5.15e+08,4.85e+08,5.031e+09,3.505e+09,1.526e+09,1.706e+09,1.706e+09,9.15e+09,2.0785e+10,1.3925e+10,1.067e+09,2.577e+09,1.0281e+10,3.471e+10,4.386e+10,9.193e+09,1.113e+10,-9.39e+08,1.9949e+10,1.856e+09,2.1805e+10,6.5665e+10,1.41e+09,1.773e+09,9.98e+08,4.75e+08,4e+08,-9.39e+08,2.334e+09,-1.738e+09,50999999.9999995,-3.496e+09,-1.135e+09,1.123e+09,1.804e+09,1.83e+09,-2.6e+07,-2.54e+08,1.146e+09,-15999999.9999999,-1.6e+07,-15000000.0000001,1.78e+09,2.5816e+10,-731999999.999999,0.76622,0.26572,0.15189,0.0205,0.00681,-1.63758,0.36525,2.01147,0.39315,1.57082,1.54829,10.34214,37.79818,-2.57236,3.98856,0.0257,2.53915,14.4427,32.87468
"41","2020_Q2",112.52126984127,"Down",3.029e+09,-6.25e+08,2.404e+09,-1.4e+09,-4.12e+08,-1.37e+08,1.004e+09,-5.07e+08,-2.53e+08,-2.54e+08,4.97e+08,3.97e+08,2.07e+08,2.63e+08,8.67e+08,9.47e+08,-1.51e+08,7.96e+08,-3.6e+07,7.6e+08,2.247e+09,2.247e+09,1.591e+09,1.222e+09,3.69e+08,2.17e+08,1.369e+09,1.2e+08,6.83e+08,5.424e+09,3.7067e+10,5.0185e+10,-1.3118e+10,1.1968e+10,1.602e+09,2.11e+08,9.89e+09,6.2869e+10,6.8293e+10,2.297e+09,1.201e+09,5.48e+08,5.48e+08,7.821e+09,5.742e+09,2.079e+09,2.059e+09,2.059e+09,1.2177e+10,2.0198e+10,1.3803e+10,1.085e+09,2.487e+09,1.0231e+10,3.4001e+10,4.6178e+10,2.278e+09,1.1577e+10,-1.19e+09,2.0137e+10,1.978e+09,2.2115e+10,6.8293e+10,8.67e+08,9.47e+08,4.12e+08,-1.64e+08,-1.86e+08,1.35e+08,1.318e+09,-1.091e+09,-2.2e+07,-1.181e+09,-3.6e+07,2.313e+09,-4.6e+07,1.1e+07,-5.7e+07,-2.28e+08,2.114e+09,2.251e+09,2.237e+09,2.237e+09,1.416e+09,2.8019e+10,2.53e+08,0.79366,0.33146,0.25091,0.03437,0.01113,0.33289,0.44543,2.08809,0.41028,2.59572,2.42096,10.3453,60.99594,0.8641,0.12296,0.01245,0.04737,18.20056,25.66932
"42","2020_Q3",113.7475,"Up",2.526e+09,-4.42e+08,2.084e+09,-1.431e+09,-4.12e+08,-1.21e+08,6.53e+08,-1.9e+08,-2.52e+08,6.2e+07,4.63e+08,4.63e+08,-1.68e+08,2.33e+08,5.28e+08,2.305e+09,-2.8e+07,2.277e+09,-3.8e+07,2.239e+09,4.894e+09,4.894e+09,1.428e+09,1.022e+09,4.06e+08,2.67e+08,1.051e+09,1.21e+08,9.3e+08,7.64e+09,3.7945e+10,5.1346e+10,-1.3401e+10,8.845e+09,1.602e+09,2.08e+08,6.811e+09,6.0745e+10,6.8385e+10,2.592e+09,1.447e+09,5.39e+08,6.06e+08,5.428e+09,3.143e+09,2.285e+09,1.575e+09,1.575e+09,9.595e+09,2.0535e+10,1.2869e+10,1.068e+09,2.594e+09,9.207e+09,3.3404e+10,4.2999e+10,3.167e+09,1.3511e+10,-5.42e+08,2.3626e+10,1.76e+09,2.5386e+10,6.8385e+10,5.28e+08,2.305e+09,4.12e+08,-10999999.9999999,-2.5e+07,-1.11e+08,-2.91e+08,-1.242e+09,13999999.9999999,4.035e+09,-6.02e+08,-2.095e+09,-5000000.00000024,2e+06,-7e+06,1.14e+09,-1.272e+09,2.472e+09,2.476e+09,2.476e+09,1.065e+09,2.5963e+10,-1.2e+08,0.82502,0.25851,0.88638,0.0882,0.03274,-0.0536,0.79625,1.69381,0.37966,7.64007,7.41393,8.6194,69.81164,-0.40947,2.05419,0.04424,0.268869999999999,19.7831,32.26493
"43","2020_Q4",120.0171875,"Up",2.644e+09,-6.33e+08,2.011e+09,-1.575e+09,-4.18e+08,-1.39e+08,4.36e+08,6.14e+08,-2.37e+08,2.9e+07,1.05e+09,1.023e+09,-9.9e+07,-4.96e+08,4.28e+08,4.21e+08,-2.2e+07,3.99e+08,-4.8e+07,3.51e+08,3.515e+09,3.515e+09,1.485e+09,1.067e+09,4.18e+08,3.09e+08,1.085e+09,1.52e+08,9.33e+08,6.394e+09,3.8784e+10,5.2429e+10,-1.3645e+10,8.627e+09,1.602e+09,2.05e+08,6.621e+09,6.0828e+10,6.7222e+10,2.535e+09,1.292e+09,5.63e+08,6.8e+08,3.662e+09,7.72e+08,2.89e+09,1.438e+09,1.438e+09,7.635e+09,2.177e+10,1.4654e+10,9.99e+08,2.718e+09,1.0937e+10,3.6424e+10,4.4059e+10,1.474e+09,1.356e+10,-5.13e+08,2.1555e+10,1.608e+09,2.3163e+10,6.7222e+10,4.28e+08,4.21e+08,4.18e+08,5.4e+07,3.3e+07,-2.88e+08,6.02e+08,-9.58e+08,7.57e+08,-4.39e+08,-3.41e+08,-5.42e+08,-5.04e+08,-3e+06,-5.01e+08,-1.65e+08,-1.552e+09,-1.389e+09,-1.379e+09,-1.384e+09,8.54e+08,2.5432e+10,-2.93e+08,0.76059,0.1649,0.13275,0.01515,0.00522,-0.83476,0.83746,1.90213,0.37833,1.21259,1.3352,9.13416,69.37329,-1.01222,1.17804,0.01094,0.97151,25.66393,50.26835
"44","2021_Q1",116.92606557377,"Down",3.171e+09,-6.88e+08,2.483e+09,-1.743e+09,-4.24e+08,-1.46e+08,7.4e+08,-9.5e+08,-2.43e+08,1.15e+08,-2.1e+08,-3.94e+08,-1.89e+08,1.015e+09,4.32e+08,4.32e+08,2.9e+07,4.61e+08,-4.7e+07,4.14e+08,9.6e+08,9.6e+08,1.981e+09,1.578e+09,4.03e+08,3.08e+08,1.265e+09,1.13e+08,9.37e+08,4.514e+09,4.0003e+10,5.3928e+10,-1.3925e+10,8.278e+09,1.602e+09,2.02e+08,6.338e+09,6.2109e+10,6.6623e+10,2.66e+09,1.513e+09,5.51e+08,5.96e+08,2.425e+09,8.85e+08,1.54e+09,1.754e+09,1.754e+09,6.839e+09,2.1781e+10,1.3958e+10,1.059e+09,2.871e+09,1.0028e+10,3.5739e+10,4.2578e+10,8.766e+09,1.3673e+10,-5e+08,2.2504e+10,1.541e+09,2.4045e+10,6.6623e+10,4.32e+08,4.32e+08,4.24e+08,-4.91e+08,-5.05e+08,5.97e+08,9.62e+08,-1.366e+09,-5.8e+07,-1.862e+09,-3.52e+08,-1.248e+09,0,1e+06,-1e+06,-63000000.0000002,-1.663e+09,-2.563e+09,-2.563e+09,-2.561e+09,1.164e+09,2.4206e+10,5.84e+08,0.78303,0.23336,0.13056,0.01722,0.00621,1.41063,0.66004,1.77076,0.36333,1.43255,1.42659,10.97251,47.53715,2.0208,1.21801,0.01231,0.85024,19.97079,31.41351
"45","2021_Q2",129.638253968254,"Up",3.259e+09,-6.9e+08,2.569e+09,-1.596e+09,-4.42e+08,-1.53e+08,9.73e+08,-2.05e+08,-2.4e+08,3.5e+07,7.68e+08,7.68e+08,-1.58e+08,3.18e+08,9.28e+08,9.28e+08,-3.3e+07,8.95e+08,-2.1e+07,8.74e+08,7.25e+08,7.25e+08,1.988e+09,1.595e+09,3.93e+08,2.74e+08,1.213e+09,7.8e+07,1.135e+09,4.2e+09,4.0981e+10,5.5251e+10,-1.427e+10,8.582e+09,1.602e+09,3.97e+08,6.451e+09,6.3621e+10,6.7821e+10,2.515e+09,1.495e+09,5.95e+08,4.25e+08,2.322e+09,1.817e+09,5.05e+08,2.038e+09,2.038e+09,6.875e+09,2.2023e+10,2.2934e+10,1.069e+09,3.114e+09,1.8751e+10,4.4957e+10,5.1832e+10,585000000.000001,1.4214e+10,-3.99e+08,1.44e+10,1.589e+09,1.5989e+10,6.7821e+10,9.28e+08,9.28e+08,4.42e+08,2.16e+08,1.99e+08,-8e+07,1.506e+09,-1.296e+09,-9e+06,-1.305e+09,-3.37e+08,-5.9e+07,-3.7e+07,16293812.7369256,-3.7e+07,2.6e+07,-4.07e+08,-2.06e+08,-2.06e+08,-2.07e+08,1.415e+09,2.4345e+10,1.97e+08,0.78828,0.29856,0.26818,0.05466,0.01289,0.2254,0.61091,3.24173,0.35896,2.90457,2.83345,10.83066,45.9115,0.65469,1.11995,0.01914,0.38558,16.69258,24.27544
"46","2021_Q3",126.13203125,"Down",2.741e+09,-6.64e+08,2.077e+09,-1.625e+09,-4.63e+08,-1.38e+08,4.52e+08,4.6e+08,-2.43e+08,7.2e+07,9.12e+08,9.12e+08,-1.39e+08,-3.18e+08,4.55e+08,4.55e+08,-9999999.99999999,4.45e+08,-2.1e+07,4.24e+08,3.35e+08,3.35e+08,1.854e+09,1.441e+09,4.13e+08,3.39e+08,1.232e+09,7.4e+07,1.158e+09,3.76e+09,4.1916e+10,5.6466e+10,-1.455e+10,8.884e+09,1.602e+09,3.82e+08,6.733e+09,6.4848e+10,6.8608e+10,2.565e+09,1.459e+09,5.88e+08,5.18e+08,2.773e+09,2.266e+09,5.07e+08,1.974e+09,1.974e+09,7.312e+09,2.209e+10,2.4553e+10,1.037e+09,3.325e+09,2.0191e+10,4.6643e+10,5.3955e+10,5.85e+08,1.4291e+10,-4.44e+08,1.4432e+10,2.21e+08,1.4653e+10,6.8608e+10,4.55e+08,4.55e+08,4.63e+08,1.62e+08,1.45e+08,-3.27e+08,7.53e+08,-1.293e+09,6e+06,-1.287e+09,-3.65e+08,4.96e+08,4000000.00000003,5e+06,-1e+06,-9999999.99999994,1.25e+08,-4.09e+08,-4.09e+08,-4.07e+08,9.15e+08,2.4863e+10,-5.66e+08,0.75775,0.1649,0.15469,0.02894,0.00618,-1.33491,0.51422,3.68218,0.36239,1.40908,1.37458,9.10919,46.01785,-1.88099,1.21301,0.01231,0.86085,26.80656,54.26549
"47","2021_Q4",122.16734375,"Down",3.013e+09,-8.14e+08,2.199e+09,-1.695e+09,-4.71e+08,-1.51e+08,5.04e+08,9.3e+07,-2.43e+08,-5.5e+07,5.97e+08,-9.74e+08,3.42e+08,629749479.170174,-6.32e+08,-6.32e+08,-5e+06,-6.37e+08,-1.1e+07,-6.48e+08,8.73e+08,8.73e+08,1.886e+09,1.416e+09,4.7e+08,3.71e+08,1.463e+09,9.3e+07,1.37e+09,4.593e+09,4.2758e+10,5.7474e+10,-1.4716e+10,9.163e+09,1.602e+09,3.76e+08,7.034e+09,6.5879e+10,7.0472e+10,4.587e+09,1.579e+09,5.92e+08,2.416e+09,6.062e+09,3.068e+09,2.994e+09,2.295e+09,2.295e+09,1.2944e+10,2.0042e+10,2.4562e+10,9.64e+08,2.882e+09,2.0716e+10,4.4604e+10,5.7548e+10,2e+07,1.3292e+10,-4.18e+08,1.2894e+10,3e+07,1.2924e+10,7.0472e+10,-6.32e+08,246269797.218127,4.71e+08,-1.093e+09,161245421.410793,1.976e+09,7.22e+08,-1.233e+09,3.69e+08,-8.64e+08,-3.56e+08,1.239e+09,-1e+06,0,-1e+06,-2.03e+08,6.79e+08,5.37e+08,5.37e+08,5.36e+08,9.75e+08,2.6104e+10,1.376e+09,0.72984,0.16728,-0.21507,-0.05014,-0.0092,-2.12346,0.35484,4.4528,0.37042,-2.03043,-2.03043,9.44088,40.33916,4.31153,1.11548,-0.00459,-0.54938,25.87795,50.06151
"48","2022_Q1",139.697741935484,"Up",3.844e+09,-1.05e+09,2.794e+09,-1.873e+09,-4.79e+08,-1.54e+08,9.21e+08,-1.419e+09,-4.03e+08,6000000.00000003,-4.98e+08,-4.87e+08,-1.44e+08,1.343e+09,7.12e+08,7.12e+08,-9.7e+07,6.15e+08,-1.1e+07,6.04e+08,5.59e+08,5.59e+08,2.469e+09,2.469e+09,425522895.143955,3.89e+08,9.61e+08,7.9e+07,6.22e+08,4.378e+09,4.3894e+10,5.894e+10,-1.5046e+10,9.301e+09,1.602e+09,3.7e+08,7.178e+09,6.7667e+10,7.2045e+10,4.871e+09,1.849e+09,5.63e+08,2.459e+09,3.577e+09,3038270743.4748,2425821243.63239,1.587e+09,1.587e+09,1.0035e+10,2.1068e+10,1.3523e+10,6.87e+08,3.477e+09,9.359e+09,3.4591e+10,4.4626e+10,9.09e+08,1.3548e+10,-3.18e+08,2.6001e+10,1.418e+09,2.7419e+10,7.2045e+10,7.12e+08,420362598.229717,4.79e+08,-2.86e+08,365683449.988686,-44000000.0000005,8.61e+08,-1.155e+09,-2.64e+08,-2.052e+09,-3.72e+08,-1.479e+09,-3e+08,0,-3e+08,3.014e+09,8.63e+08,-3.28e+08,-3.28e+08,-3.26e+08,1.4e+09,2.4645e+10,3.45e+08,0.72685,0.23959,0.15713,0.02203,0.00838,0.57119,0.43627,1.62756,0.34208,1.89256,1.89256,12.04472,78.62282,1.08102,1.16562,0.01488,0.61589,17.20429,26.15201
"49","2022_Q2",157.090483870968,"Up",3.82e+09,-1.142e+09,2.678e+09,-1.741e+09,-4.93e+08,-1.62e+08,9.37e+08,-1.8e+08,-2.18e+08,3.8e+07,7.57e+08,6.65e+08,-3.34e+08,3.26e+08,6.57e+08,6.57e+08,-3.4e+07,6.23e+08,-1.1e+07,6.12e+08,2.519e+09,2.519e+09,2.195e+09,1.857e+09,3.38e+08,3.52e+08,1.438e+09,1.39e+08,1.06e+09,6.504e+09,4.4602e+10,5.9995e+10,-1.5393e+10,9.026e+09,1.602e+09,3.63e+08,6.913e+09,6.8418e+10,7.4922e+10,4.501e+09,1.546e+09,5.91e+08,2.364e+09,2.479e+09,2.181e+09,298000000.000001,2.02e+09,2.02e+09,9e+09,2.4416e+10,1.4835e+10,7.04e+08,3.948e+09,1.0183e+10,3.9251e+10,4.8251e+10,2e+07,1.3798e+10,-2.29e+08,2.5245e+10,1.426e+09,2.6671e+10,7.4922e+10,6.57e+08,6.57e+08,4.93e+08,4.16e+08,3.99e+08,4.1e+07,1.607e+09,-1.289e+09,-1e+06,-1.29e+09,-3.49e+08,2.255e+09,-2.23e+08,3e+06,-2.26e+08,-4.5e+07,1.638e+09,1.955e+09,1.955e+09,1.955e+09,1.43e+09,2.6895e+10,5.16e+08,0.70105,0.24529,0.16021,0.02295,0.00817,0.84314,0.72267,1.80912,0.35897,1.91916,1.91543,11.97905,79.10251,1.61811,1.09442,0.01405,0.57026,17.04615,26.01494
"50","2022_Q3",159.62984375,"Up",3.547e+09,-1.068e+09,2.479e+09,-1.813e+09,-5.01e+08,-1.5e+08,6.66e+08,4.44e+08,-2.56e+08,-1e+06,1.11e+09,1.065e+09,-8e+07,-3.26e+08,6.59e+08,6.59e+08,-8.8e+07,5.71e+08,-1.2e+07,5.59e+08,1.931e+09,1.931e+09,2.162e+09,1.839e+09,3.23e+08,3.77e+08,1.491e+09,7.3e+07,1.245e+09,5.961e+09,4.5402e+10,6.0855e+10,-1.5453e+10,9.126e+09,1.602e+09,3.57e+08,7.029e+09,6.9621e+10,7.5582e+10,4.765e+09,1.819e+09,6.09e+08,2.337e+09,1.258e+09,9.55e+08,3.03e+08,1.527e+09,1.527e+09,7.55e+09,2.4661e+10,2.7328e+10,6.78e+08,4.212e+09,2.2438e+10,5.1989e+10,5.9539e+10,2e+07,1.3998e+10,-1.67e+08,1.3851e+10,2.192e+09,1.6043e+10,7.5582e+10,6.59e+08,6.59e+08,5.01e+08,-5.8e+07,-7.3e+07,-3.45e+08,7.57e+08,-1.253e+09,8e+06,-1.245e+09,-3.84e+08,-9.91e+08,-2.5e+08,0,-2.5e+08,1.672e+09,4.7e+07,-4.41e+08,-4.41e+08,-4.43e+08,1.167e+09,2.5919e+10,-3.51e+08,0.6989,0.18776,0.1576,0.03484,0.0074,-0.62791,0.78954,3.71121,0.34293,1.75296,1.74955,11.12296,43.37232,-1.10069,1.20418,0.01361,0.68694,20.55527,36.01802
