"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","total_current_liabilities","other_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"1","2011_Q4",0.857142857142857,"Up",3582144,-1499775,2082369,-1381046,-754330,-340275,-119539,-166902,701323,72112,72112,773435,-625992,147443,0,147443,147443,147443,147443,1550873.24986938,1550873.24986938,-1575098.04906856,-1575098.04906856,9460042.43449668,-327447.414703691,-762493.664193944,424455.116458768,9108370.22059382,1724056.21414382,243062.305699679,72980.6535253699,1967118.51984349,11075488.7404373,7397599.87706299,8091792.97534435,-694193.098281361,7398265.82083899,204450.747427384,204450.747427384,7602716.56826637,3000,7392526.19904954,-4199441.6472522,276687.620373597,3472772.17217094,3472772.17217094,11075488.7404373,147443,119539,9732,-346713,-69999,-299023,-252,-299275,-2149,-2149,-371423,-371423,-146437,-517860,820862,0,175126,0.58132,0.19578,0.04116,-0.830887201989383,-0.639701346312664,1.18775,-7.30468793607278,1.16814228792969,2.87859784175854e-18,0.02835,0.02835,0.68883,0.661714085267843,0.03368,-0.820946522704014,0.170421514145845,236.721633971681,58.299356143668
"2","2012_Q1",1.00806451612903,"Up",6388433,-2951143,3437290,-1798121,-1244016,-272150,-114216,-167739,1639169,-73593,-73593,1565576,-1254079,311497,134427,445924,445924,445924,445924,1084806,1084806,2993681,2993681,3679223,1315799,825817,489982,9073509,1372521,196739,33509,1569260,10642769,2936466,2171456,765010,2936731,1e+05,1e+05,3036731,3000,7416873,-13453,199618,7606038,7606038,10642769,445924,114216,18779,-775736,-196817,-10329,-311,-10640,617010,617010,409553,409553,-30138,379415,1753385,0,832893,0.53805,0.25658,0.0698,0.05863,0.0419,1.86779,3.08966,0.39925,0,0.08562,0.08562,1.22656,1.45977,0.15991,0.05787,0.10808,-0.61869,-0.6618
"3","2012_Q2",1.09126984126984,"Up",3322695,-1457181,1865514,-1337527,-750606,-265462,-107343,-214116,527987,17763,17763,545750,-718842,-173092,-960,-174052,-174052,-174052,-174052,1151646.66671021,1151646.66671021,3695946.34968952,3695946.34968952,2303224.77183444,1393703.88823456,908041.388064648,487865.544513744,8544521.67646873,1243303.92861873,185799.23143344,25025.6154915434,1429103.16005217,9973624.8365209,1321527.95764567,531408.50821855,790119.44942712,1321593.05972034,80597.7508575387,80597.7508575387,1402190.81057788,3000,7426279.35031682,960183.132417399,181971.543208801,8571434.02594302,8571434.02594302,9973624.8365209,-174052,107343,15186,645565,594042,-8868,-153,-9021,-264433,-264433,320588,320588,65609,386197,635330,0,1272987,0.56145,0.1589,-0.05238,0.240509900663128,0.184325448770888,-7.31383,6.35511764535759,0.146598404023437,-9.59532613919513e-19,-0.03347,-0.03347,0.6389,1.64704113824405,0.24478,0.237568007568005,0.119527828618052,-50.1858771572269,-13.1209795478893
"4","2012_Q3",0.817460317460317,"Down",4469733,-1941179,2528554,-1373548,-834717,-255993,-108551,-174287,1155006,31605,31605,1186611,-704179,482432,-105000,377432,377432,377432,377432,1399522,1399522,2476748,2476748,3302210,763136,307476,455660,7941616,1233122,194624,33539,1427746,9369362,1458413,1267260,191153,1458413,99868,99868,1558281,3000,7427198,189927,190956,7811081,7811081,9369362,377432,108551,-10699,-148051,327233,-79627,-234,-79861,-264433,-264433,-17061,-17061,-54420,-71481.0000000001,1263557,8.07793566946316e-28,1140879,0.56571,0.25841,0.08444,0.04832,0.0402800000000002,3.02274,5.44538,0.1995,0,0.07257,0.07257,0.85946,1.50137,0.21937,0.0477100000000002,0.14422,-1.10759999999998,-1.21170000000001
"5","2012_Q4",0.574032258064516,"Down",2689157,-1317056,1372101,-1505308,-957828,-255982,-102496,-189002,-133207,28492,28492,-104715,-755869,-860584,105000,-755584,-755584,-755584,-755584,1340354,1340354,1835630,1835630,4445773,487225,43524,441710,8108982,1227808,205255,44647,1433063,9542045,2381416,2381416,0,2381416,99839,99839,2481255,3000,7427198,-565657,196249,7060790,7060790,9542045,-755584,102496,-2174,773740,118478,2145,-235,1910,-88144,-88144,32244,32244,-91412,-59168,-30711,0,640174,0.51023,-0.04953,-0.28097,-0.10701,-0.07918,-0.84726,3.40511,0.35141,0,-0.14529,-0.14529,0.51708,1.3571,0.1231,-0.10552,0.0894,43.6441,10.06219
"6","2013_Q1",0.511833333333333,"Down",6095765,-2952638,3143127,-1740602,-1109068,-329605,-102380,-199549,1402525,-17043,-17043,1385482,-707897,677585,-46738,630847,630847,630847,630847,667671,667671,3532811,3532811,3770932,1354086,874113,479973,9325500,1127707,202853,44495,1330560,10656060,2953275,2000554,952721,2953275,38000,38000,2991275,3000,7432360,65190.0000000002,164235,7664785,7664785,10656060,630847,102380,-48751,-2162386,-1477910,-119036,-312,-119348,837721,837721,-759537,-759537,86854,-672683,1504905,0,-729779,0.51562,0.23008,0.10349,0.0823,0.0592,-1.15682,3.15768,0.39026,-7.70371977754894e-34,0.1213,0.1213,1.17212,1.47324,-0.14033,0.0819,-0.09474,-0.443660000000008,-0.476049999999999
"7","2013_Q2",0.76640625,"Up",3248047,-1653034,1595013,-1447270,-867810,-288858,-94026,-196576,147743,3789,3789,151532,-906273,-754741,-162406.544959366,-754741,-754741,-754741,-754741,840539,840539,2303503,2303503,3049198,1151715,704173,447542,7344955,998627,191350,42077,1189977,8534932,1702873,1018411,684462,1702873,37440,37440,1740313,3000,7432360,-689551,48810,6794619,6794619,8534932,-754741,94026,4383,1164521,508189,-27421,-119,-27540,-266760,-266760,213889,213889,-41021,172868,241769,0,-133964.561424266,0.49107,0.04549,-0.23237,-0.11108,-0.08843,-1.29976894381949,4.31327,0.25613,0,-0.14513,-0.14513,0.62455,1.30592,-0.0257639337763202,-0.11047,-0.000723279923493789,-3.47662,-5.6892
"8","2013_Q3",0.749375,"Down",3616598,-1830720,1785878,-1556782,-963199,-276747,-97429,-219407,229096,-2647,-2647,226449,-861793,-635344,-920,-636264,-636264,-636264,-636264,631420,631420,2798478,2798478,3305045,785035,352961,432074,7519978,874270,184237,41622,1058507,8578485,2484210,2062801,421409,2484210,37029,37029,2521239,3000,7432360,-1325815,-52299,6057246,6057246,8578485,-636264,97429,-4988,668603,124780,-21051,-113.000000000004,-21164,-263053,-263053,-159437,-159437,-49682,-209119,326525,2.06795153138257e-25,974996.999999999,0.4938,0.06335,-0.17593,-0.10504,-0.07417,-1.53238,3.02711,0.41624,-1.23259516440783e-32,-0.12234,-0.12234,0.69542,1.16414,0.18748,-0.1044,0.15999,-1.93376,-2.75614
"9","2013_Q4",0.556875,"Down",2243598,-1071522,1172076,-1398312,-858115,-274218,-60585,-205394,-226236,4505,4505,-221731,-600985,-822716,253785,-568931,-568931,-568931,-568931,369947,369947,1572004,1572004,3537828,600171,135773,464398,6079950,985811,416683,22134,1402494,7482444,1964485,1834682,129803,1964485,36915,36915,2001400,3000,7432360,-1894746,-59570,5481044,5481044,7482444,-568931,60585,-257109,970003,204548,-184815,-79,-184894,-291606,-291606,-271952,-271952,10479,-261473,-165651,0,365752,0.52241,-0.10084,-0.25358,-0.1038,-0.07604,-0.64288,3.09493,0.36515,0,-0.1094,-0.1094,0.43141,1.05334,0.07033,-0.10311,0.06628,2.23329,1.63523
"10","2014_Q1",0.638032786885246,"Up",5783424,-2603667,3179757,-1493218,-900117,-330216,-82009,-180876,1686539,14373,14373,1700912,-35167,1665745,-80985,1584760,1584760,1584760,1584760,835012,835012,3139273,3139273,3259274,1295181,1092450,202432,8528740,891728,549429,349469,1441157,9969897,2910544,2076809,833735,2910544,40680,40680,2951224,3000,7437523,-309986,-111864,7018673,7018673,9969897,1584760,82009,312190,-2560976,-582017,1563.99999999997,253444,255008,817433,817433,490424,490424,-25359,465065,1768548,3.30872245021211e-24,-709879,0.54981,0.29162,0.27402,0.22579,0.15895,-0.44794,2.93029,0.42048,0,0.30473,0.30473,1.11206,1.34901,-0.1365,0.22449,-0.10056,-0.472149999999999,-0.4951
"11","2014_Q2",0.87968253968254,"Up",3523475,-1627774,1895701,-1375294,-790348,-281292,-77519,-226135,520407,1066,1066,521473,-862359,-340886,0,-340886,-340886,-340886,-340886,699574,699574,2194855,2194855,3622337,1146640,842995,303346,7663406,897897,518693,319423,1416590,9079996,2353973,1802505,551468,2353973,40638,40638,2394611,3000,7439950,-650872,-106693,6685385,6685385,9079996,-340886,77519,113812,374050,224495,-88524,-6,-88530,-282267,-282267,-146302,-146302,10864,-135438,597926,0,883452,0.53802,0.1477,-0.09675,-0.05099,-0.03754,-2.59163,3.25552,0.35819,0,-0.06555,-0.06555,0.67751,1.28492,0.16987,-0.05068,0.13135,-1.17,-1.34428
"12","2014_Q3",1.10171875,"Up",4167394,-1858390,2309004,-1537068,-930943,-333035,-69989,-203101,771936,4528,4528,776464,-806418,-29954,120.000000000015,-29834.0000000005,-29834.0000000005,-29834.0000000005,-29834.0000000005,640184,640184,2272757,2272757,3458175,1148899,611004,537596,7520015,844039,486453,287264,1330492,8850507,2150439,1824556,325883,2150439,40633,40633,2191072,3000,7439950,-680706,-102809,6659435,6659435,8850507,-29834.0000000005,69989,49795,84646,174596,75973,-5.9999999999709,75967,-225585,-225585,24978.0000000001,24978.0000000001,-84368,-59390,841925,0,1002424,0.55406,0.18523,-0.00715999999999994,-0.00448,-0.00336999999999996,-33.60005,3.49697,0.32902,-3.15544362088405e-30,-0.00574,-0.00574000000000005,0.80133,1.27993,0.19275,-0.00445000000000001,0.14961,-0.76038,-0.82932
"13","2014_Q4",1.3625,"Up",3468761,-1584460,1884301,-1437931,-885453,-288904,-67075,-196499,446370,-914,-914,445456,-708397,-262941,-250,-263191,-263191,-263191,-263191,820371,820371,1464776,1464776,3123104,860802,382117,453386,6269053,834482,450688,256893,1285170,7554223,1219914,1183727,36187,1219914,40300,40300,1260214,3000,7439950,-943897,-205044,6294009,6294009,7554223,-263191,67075,25599,795292,624775,-180219,-5,-180224,-289696,-289696,154855,154855,25332,180187,513445,0,1128768,0.54322,0.12868,-0.07587,-0.04182,-0.03484,-4.28878,5.13893,0.20022,0,-0.05061,-0.05061,0.66699,1.20966,0.21704,-0.04155,0.1782,-1.59778,-1.83787
"14","2015_Q1",1.85622950819672,"Up",7299298,-3565922,3733376,-1526506,-917045,-318978,-90107,-200376,2206870,6174,6174,2213044,-927152,1285892,-233630,1052262,1052262,1052262,1052262,724707,724707,4239298,4239298,3403854,1422861,994003,403559,9790720,995537,417303,227980,1412840,11203560,3938014,2980885,957129,3938014,88468,88468,4026482,3000,7444144,108365,-378431,7177078,7177078,11203560,1052262,90107,-62777,-1343996,-264404,-263636,-6,-263642,589942,589942,61896,61896,-157560,-95664,2296977,0,922975,0.51147,0.30234,0.14416,0.14661,0.09392,0.87713,2.48621,0.56102,-5.04870979341448e-29,0.20233,0.20233,1.40354,1.37947,0.17747,0.14483,0.12703,-0.3155,-0.32839
"15","2015_Q2",2.70714285714286,"Up",4021455,-1844195,2177260,-1318594,-686658,-292717,-92803,-246416,858666,442,442,859108,-769418,89690,-35585,54105,54105,54105,54105,893165,893165,1643957,1643957,4119980,1171653,718845,452509,7828755,925202,383879,197798,1309081,9137836,1863376,1318373,545003,1863376,88268,88268,1951644,3000,7445622,162470,-424900,7186192,7186192,9137836,54105,92803,27312,337062,511282,-42608,-3,-42611,-277126,-277126,191545,191545,-23087,168458,951469,0,1281508,0.54141,0.21352,0.01345,0.00753,0.00592,23.68557,4.20138,0.27158,0,0.0104,0.0099,0.77326,1.38122,0.24641,0.00744,0.17617,-0.93872,-1.04018
"16","2015_Q3",3.59421875,"Up",5193056,-2361827,2831229,-1451579,-852429,-293666,-91473,-214011,1379650,7539,7539,1387189,-787652,599537,-175600,423937,423937,423937,423937,1218963,1218963,2192500,2192500,3448808,1278114,769100,508715,8138385,855855,352541,167693,1208396,9346781,1657682,1077310,580372,1657682,88192,88192,1745874,3000,7476822,586407,-465322,7600907,7600907,9346781,423937,91473,132366,-209294,438482,-11064,-4.99999999999977,-11069,-88631,-57430.9999999998,369982,369982,-44184,325798,1471123,0,1426365,0.5452,0.26567,0.08164,0.05577,0.04536,3.36457,4.9095,0.22969,4.03896783473158e-28,0.0815,0.07742,0.99835,1.46067,0.27421,0.05513,0.1855,-0.82859,-0.88353
"17","2015_Q4",4.34125,"Up",4655450,-2201924,2453526,-1502206,-939534,-298200,-95677,-168795,951320,18840,18840,970160,-611609,358551,-179585,178966,178966,178966,178966,647191,647191,3708170,3708170,3646222,807638,439044,368295,8809221,903888,312173,136879,1216061,10025282,2295946,1859720,436226,2295946,87603,87603,2383549,3000,7476822,765373,-603462,7641733,7641733,10025282,178966,95677,67931,-436503,-93929,-182900,2,-182898,-223146,-223146,-499973,-499973,-71799,-571772,1046997,0,607179,0.52702,0.20435,0.03844,0.02342,0.01785,3.39271,3.83686,0.31191,0,0.03421,0.03229,0.88983,1.46005,0.11605,0.02315,0.07856,-0.61814,-0.68031
"18","2016_Q1",3.62393442622951,"Down",4473211,-2333185,2140026,-1388495,-813384,-295644,-91136,-188331,751531,5483,5483,757014,-844270,-87256,5180.00000000003,-82076,-82076,-82076,-82076,1054750,1054750,2901699,2901699,4241140,1336976,1070774,266202,9534565,1313325,282766,106493,1596091,11130656,3604569,2560980,1043589,3604569,73000,73000,3677569,3000,7476822,683297,-710032,7453087,7453087,11130656,-82076,91136,-248520,623304,383844,-543973,-13,-543986,621413,621413,461271,461271,-53712,407559,842667,0,916818,0.47841,0.16801,-0.01835,-0.01101,-0.00737,-11.17035,2.64513,0.49343,6.46234853557053e-27,-0.01569,-0.01449,0.855,1.42399,0.17524,-0.01091,0.12182,-1.25168,-1.40347
"19","2016_Q2",2.67296875,"Down",4827492,-2313657,2513835,-1486132,-808539,-342815,-104517,-230261,1027703,-1941,-1941,1025762,-851906,173856,-60876,112980,112980,112980,112980,1416725,1416725,2426114,2426114,4016116,1261705,867060,394645,9120660,1236790,254453,76704,1491243,10611903,2755045,2068117,686928,2755045,73000,73000,2828045,3000,7671564,796277,-686983,7783858,7783858,10611903,112980,104517,163831,204575,585903,-12037,-8,-12045,-217511,-217511,356347,356347,5628,361975,1132220,0,1385634,0.52073,0.21289,0.0234,0.01451,0.01065,12.26442,3.31053,0.36332,0,0.02159,0.02038,0.92246,1.48681,0.26477,0.01438,0.17636,-1.25128,-1.37854
"20","2016_Q3",2.46296875,"Down",3693915,-1710012,1983903,-1509261,-867653,-338244,-106481,-196883,474642,70750,70750,545392,-529538,15854,-27310,-11456,-11456,-11456,-11456,1000759,1000759,2078095,2078095,3963139,1372380,707660,664720,8414373,1170527,224564,46713,1395091,9809464,2028725,1505751,522974,2028725,73000,73000,2101725,3000,7598031,784821,-678113,7707739,7707739,9809464,-11456,106481,-90998.9999999999,-258035,-254009,-40592,-4,-40595.9999999999,-169503,-130503,-425108,-425108,9142.00000000001,-415966,581123,-1.73472347597681e-18,309806,0.53707,0.12849,-0.0031,-0.00148999999999999,-0.00117,-27.04312,4.14762,0.27268,-1.03397576569128e-25,-0.00217,-0.00208,0.70085,1.46184,0.05878,-0.00147,0.03982,-1.72211,-2.10845
