"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",27.0072580645161,"Up",137838000,-23784000,114054000,-74166000,-9706000,-64460000,39888000,-1993000,-4849000,2856000,37895000,37895000,-14253000,23642000,23642000,23642000,23642000,59203000,59203000,33315000,33315000,41095000,86194000,43590000,42604000,219807000,1043304000,63829000,237716000,237716000,1344849000,1564656000,42711000,29238000,13473000,2667000,14598000,3421000,59976000,567054000,166788000,258274000,74502000,926553000,986529000,578127000,578127000,1564656000,23642000,9706000,42181000,-20429000,55100000,-26356000,49000,-27357000,-9133000,-666000,-29000,-9828000,17915000,17915000,17915000,49594000,362166000,17062000,0.82745,0.28938,0.17152,0.04089,0.01511,0.72168,3.66492,1.70642,0.23147,0.6819,0.6819,3.9756,16.67466,0.49211,0.26342,0.02174,0.01132,0.3863,6.10886,7.59534
"12","2013_Q1",28.3056666666667,"Up",137005000,-37893000,99112000,-79762000,-9665000,-70097000,19350000,-2656000,-4750000,2094000,16694000,16694000,-6208000,10486000,10486000,10486000,10486000,46357000,46357000,41386000,41386000,38344000,96850000,19520000,53847000,222937000,1073464000,64595000,225928000,225928000,1363987000,1586924000,57877000,43518000,14359000,3013000,14907000,5637000,75797000,573207000,162835000,271930000,75122000,931698000,1007495000,579429000,579429000,1586924000,10486000,9665000,-9645000.00000001,19612000,30118000,-32526000,-205000,-33165000,-9131000,-668000,0,-9799000,-12846000,-12846000,-12846000,29015000,361504000,22309000,0.72342,0.14124,0.07654,0.0181,0.00661,2.1275,2.94124,1.73877,0.2278,0.30255,0.30255,3.95294,16.718,0.64367,0.26345,0.01296,0.01473,0.87078,10.86152,16.28667
"13","2013_Q2",29.325625,"Up",167237000,-55452000,111785000,-74157000,-9624000,-64533000,37628000,-1366000,-4675000,3309000,36262000,36262000,-13678000,22584000,22584000,22584000,22584000,45894000,45894000,46864000,46864000,26503000,76682000,13868000,48554000,195943000,1097128000,65651000,221718000,221718000,1384497000,1580440000,51396000,39586000,11810000,13865000,19485000,10605000,84746000,545270000,133380000,273977000,76103000,902748000,987494000,592946000,592946000,1580440000,22584000,9624000,-15230000,11674000,28652000,-29164000,-279000,-29816000,-9132000,9833000,0,701000,-463000,-463000,-463000,47252000,371343000,43440000,0.66842,0.225,0.13504,0.03809,0.01429,1.92349,2.31212,1.6654,0.23496,0.65144,0.65144,4.82396,17.10355,1.25303,0.26341,0.02101,0.02878,0.40436,6.88752,8.64912
"14","2013_Q3",30.15234375,"Up",128288000,-26558000,101730000,-77233000,-9530000,-67703000,24497000,-1946000,-4657000,2711000,22551000,22551000,-8660000,13891000,13891000,13891000,13891000,42333000,42333000,35994000,35994000,35181000,72737000,17518000,47161000,186245000,1123304000,66077000,214683000,214683000,1404064000,1590309000,51024000,38551000,12473000,17721000,21786000,12586000,90531000,545536000,134507000,277039000,75460000,901998000,992529000,597780000,597780000,1590309000,13891000,9530000,11329000,2726000,37476000,-33973000,-179000,-34729000,-9132000,2834000,-9999.99999999997,-6308000,-3561000,-3561000,-3561000,34027000,374183000,11440000,0.79298,0.19095,0.10828,0.02324,0.00873,0.82355,2.05725,1.66036,0.23529,0.40069,0.40069,3.70047,17.24299,0.32999,0.26341,0.01517,0.00754,0.6574,9.75255,13.54656
"15","2013_Q4",30.14375,"Down",140099000,-22769000,117330000,-77430000,-9710000,-67720000,39900000,-855000,-4605000,3750000,39045000,39045000,-14692000,24353000,24353000,24353000,24353000,75330000,75330000,37442000,37442000,41415000,59678000,12722000,46956000,213865000,1143377000,66965000,219504000,219504000,1429846000,1643711000,53392000,39532000,13860000,4082000,21238000,10959000,78712000,551811000,133730000,280365000,78006000,952251000,1030963000,612748000,612748000,1643711000,24353000,9710000,6093000,2316000,42472000,-28955000,-322000,-29632000,-9421000,30333000,-755000,20157000,32997000,32997000,32997000,49610000,404522000,37663000,0.83748,0.2848,0.17383,0.03974,0.01482,1.54654,2.71706,1.68252,0.2461,0.70246,0.70246,4.04116,17.67474,1.08639,0.27175,0.02152,0.024,0.38685,6.6356,8.25043
"16","2014_Q1",31.3516393442623,"Up",155263000,-48598000,106665000,-80703000,-9974000,-70729000,25962000,-4056000,-4987000,931000,21906000,21906000,-7829000,14077000,14077000,14077000,14077000,68813000,68813000,44890000,44890000,35856000,71042000,19106000,51936000,220601000,1160224000,67952000,130283000,115212000,1358459000,1579060000,60076000,43684000,16392000,4102000,32488000,23027000,96666000,465470000,49184000,286204000,72152000,864884000,961550000,617510000,617510000,1579060000,14077000,9974000,8489000,-873000,31667000,-26955000,-425000,-27745000,-9422000,-1012000.00000001,-4999.99999999988,-10439000,-6517000,-6517000,-6517000,35936000,403516000,15937000,0.687,0.16721,0.09067,0.0228,0.00891,1.13213,2.2821,1.55714,0.25554,0.40605,0.40605,4.47857,17.8121,0.4597,0.27178,0.01581,0.01072,0.66932,9.31386,12.89203
"17","2014_Q2",31.4463492063492,"Up",210245000,-92640000,117605000,-73634000,-9746000,-63888000,43971000,11000,-4541000,4552000,43982000,43982000,-16265000,27717000,27717000,27717000,27717000,93489000,93489000,62760000,62760000,22340000,60351000,11773000,48578000,238940000,1174256000,69203000,128024000,112011000,1371483000,1610423000,78799000,56171000,19378000,4121000,26595000,20055000,109515000,466791000,49512000,288586000,74943000,865174000,974689000,635734000,635734000,1610423000,27717000,9746000,-2527000,23434000,58370000,-21800000,-682000,-23175000,-9420000,-1019000,-80000,-10519000,24676000,24676000,24676000,53717000,402504000,71616000,0.55937,0.20914,0.13183,0.0436,0.01721,2.58383,2.1818,1.53317,0.24994,0.7995,0.7995,6.06453,18.33778,2.06577,0.27172,0.02468,0.04758,0.33986,5.75265,7.0277
"18","2014_Q3",32.4834375,"Up",128765000,-29998000,98767000,-74326000,-10069000,-64257000,24441000,-1320000,-4868000,3548000,23121000,23121000,-9034000,14087000,14087000,14087000,14087000,87911000,87911000,37685000,37685000,34462000,58724000,17420000,41304000,218782000,1186465000,70126000,121590000,104605000,1378181000,1596963000,56770000,43078000,13692000,4141000,25727000,18160000,86638000,472624000,49944000,303631000,73559000,869970000,956608000,640355000,640355000,1596963000,14087000,10069000,14308000,-12154000,26310000,-20472000,-441000,-21445000,-9420000,-1023000,-2.91038304567337e-11,-10443000,-5578000,-5578000,-5578000,34510000,401487000,10918000,0.76703,0.18981,0.1094,0.022,0.00882,0.77504,2.52524,1.49387,0.25141,0.40634,0.40634,3.71423,18.47107,0.31493,0.27172,0.01552,0.00721,0.6687,9.08653,12.82992
"19","2014_Q4",36.25921875,"Up",135135000,-20877000,114258000,-74138000,-10376000,-63762000,40120000,-2505000,-5141000,2636000,37615000,37615000,-14286000,23329000,23329000,23329000,23329000,88719000,88719000,35251000,35251000,45937000,55498000,15569000,39929000,225405000,1197923000,71370000,125198000,107256000,1394491000,1619896000,56217000,41871000,14346000,4162000,21777000,14646000,82156000,487451000,50339000,314375000,74917000,883755000,965911000,653985000,653985000,1619896000,23329000,10376000,7946000,-5359000,36292000,-23866000,-142000,-24613000,-9794000,-1027000,-50000,-10871000,808000,808000,808000,50496000,400466000,35557000,0.84551,0.29689,0.17263,0.03567,0.0144,1.52415,2.74362,1.47696,0.24722,0.67293,0.67293,3.89798,18.86423,1.02564,0.28251,0.02148,0.02306,0.41982,6.1737,7.77036
"20","2015_Q1",37.367868852459,"Up",145707000,-42957000,102750000,-73184000,-10504000,-62680000,29566000,-5780000,-5123000,-657000,23786000,23786000,-8600000,15186000,15186000,15186000,15186000,65755000,65755000,41614000,41614000,46255000,96853000,38910000,57943000,250477000,1208106000,71760000,163841000,163841000,1443707000,1694184000,57982000,41655000,16327000,11182000,20832000,13931000,89996000,549531000,90201000,339786000,72984000,944787000,1034783000,659401000,659401000,1694184000,15186000,10504000,26973000,-44873000,7790000,-26538000,-32000,-26925000,-9795000,5966000,-1.45519152283669e-11,-3829000,-22964000,-22964000,-22964000,40070000,406438000,-22741000,0.70518,0.20291,0.10422,0.02303,0.00896,-1.4975,2.7832,1.56928,0.2399,0.43804,0.43804,4.20292,19.02045,-0.65597,0.28254,0.01546,-0.01408,0.645,8.5022,11.5228
"21","2015_Q2",34.3636507936508,"Down",170134000,-58811000,111323000,-79472000,-10849000,-68623000,31851000,-2986000,-5091000,2105000,28865000,28865000,-10587000,18278000,18278000,18278000,18278000,70703000,70703000,43861000,43861000,40843000,80534000,30860000,49565000,235941000,1210428000,72347000,165475000,165475000,1448250000,1684191000,49857000,37540000,12317000,4203000,17631000,10511000,71691000,550638000,79742000,343579000,80998000,944842000,1016533000,667658000,667658000,1684191000,18278000,10849000,-7316000,12829000,34640000,-11533000,-48000,-11861000,-9794000,-8037000,-179284.409517115,-17831000,4948000,4948000,4948000,42700000,398407000,54583000,0.65433,0.18721,0.10743,0.02738,0.01085,2.98627,3.29108,1.52254,0.23656,0.52723,0.52723,4.90752,19.25862,1.57445,0.28251,0.01736,0.03376,0.53584,7.67457,10.28866
"22","2015_Q3",33.74421875,"Down",122126000,-19327000,102799000,-78750000,-10995000,-67755000,24049000,-2562000,-5008000,2446000,21487000,21487000,-8008000,13479000,13479000,13479000,13479000,75791000,75791000,34599000,34599000,47854000,72590000,24656000,47934000,230834000,1223169000,73363000,165862000,165862000,1462394000,1693228000,48193000,34555000,13638000,4224000,23734000,14964000,76151000,552599000,79324000,345078000,80107000,945745000,1021896000,671332000,671332000,1693228000,13479000,10995000,1585000,12294000,38353000,-21678000,-4000.00000000001,-21940000,-9795000,-1043000,-487000,-11325000,5088000,5088000,5088000,35044000,397370000,33668000,0.84175,0.19692,0.11037,0.02008,0.00796,2.49781,3.03127,1.52219,0.23468,0.3888,0.3888,3.52273,19.3646,0.97115,0.28254,0.01436,0.02077,0.72669,9.17644,13.37182
"23","2015_Q4",36.88234375,"Up",140795000,-21354000,119441000,-73264000,-11182000,-62082000,46177000,-2472000,-5036000,2564000,43705000,43705000,-15351000,28354000,28354000,28354000,28354000,94267000,94267000,35507000,35507000,50451000,61555000,14507000,47048000,241780000,1232535000,74016000,165497000,165497000,1472048000,1713828000,49991000,35854000,14137000,4245000,20022000,10197000,74258000,558113000,78879000,346221000,84943000,950196000,1024454000,689374000,689374000,1713828000,28354000,11182000,1073000,9053000,49662000,-19100000,-33000,-19380000,-10227000,-1048000,-531000,-11806000,18476000,18476000,18476000,57359000,396328000,62663000,0.84833,0.32797,0.20138,0.04113,0.01654,2.21002,3.25595,1.48606,0.23125,0.81787,0.81787,4.06124,19.88502,1.80752,0.295,0.02347,0.03812,0.36069,5.26615,6.54137
"24","2016_Q1",42.6609836065574,"Up",130973000,-30475000,100498000,-78320000,-11199000,-67121000,22178000,-3529000,-5027000,1498000,18649000,18649000,-7417000,11232000,11232000,11232000,11232000,81384000,81384000,37112000,37112000,48410000,87845000,35252000,52593000,254751000,1243445000,73631000,154576000,154576000,1471652000,1726403000,57112000,40830000,16282000,4266000,22768000,14425000,84146000,565055000,75680000,361835000,82605000,951799000,1035945000,690458000,690458000,1726403000,11232000,11199000,16476000,-20377000,18530000,-19719000,-145000,-20132000,-10227000,-1054000,0,-11281000,-12883000,-12883000,-12883000,33377000,391010000,698000,0.76732,0.16933,0.08576,0.01627,0.00651,0.0621399999999999,3.02749,1.50037,0.22649,0.32399,0.32399,3.77792,19.91629,0.0201299999999995,0.295,0.01303,0.000420000000000004,0.91052,9.27663,13.96095
"25","2016_Q2",45.10625,"Up",147527000,-44536000,102991000,-73460000,-11032000,-62428000,29531000,-2558000,-5e+06,2442000,26973000,26973000,-9945000,17028000,17028000,17028000,17028000,97331000,97331000,36710000,36710000,39105000,74058000,24606000,49452000,247204000,1251480000,75269000,156463000,156463000,1483212000,1730416000,54033000,41132000,12901000,34264000,29626000,20252000,117923000,559607000,64259000,364695000,84113000,915398000,1033321000,697095000,697095000,1730416000,17028000,11032000,-9066000,24735000,43729000,-15642000,-183000,-16496000,-10227000,-1059000,0,-11286000,15947000,15947000,15947000,40563000,390055000,59601000,0.69812,0.20017,0.11542,0.02443,0.00984,3.50018,2.09632,1.48232,0.22541,0.49117,0.49117,4.25542,20.10774,1.71919,0.295,0.01655,0.03619,0.6006,7.21653,9.91243
"26","2016_Q3",49.35015625,"Up",121576000,-21459000,100117000,-71905000,-11114000,-60791000,28212000,-2778000,-4957000,2179000,25434000,25434000,-9284000,16150000,16150000,16150000,16150000,110308000,110308000,31444000,31444000,40356000,72821000,19831000,52990000,254929000,1266774000,75347000,153529000,153529000,1495650000,1750579000,60697000,46304000,14393000,34294000,33567000,24917000,128558000,564193000,63085000,371515000,86003000,918993000,1047551000,703028000,703028000,1750579000,16150000,11114000,6125000,16396000,49785000,-25149000,-1000,-25477000,-10227000,-1064000,-40000,-11331000,12977000,12977000,12977000,39326000,389094000,39857000,0.82349,0.23205,0.13284,0.02297,0.00923,2.46793,1.98299,1.49006,0.22227,0.46585,0.46585,3.50687,20.27887,1.14968,0.295,0.01593,0.02406,0.63325,7.0891,9.88182
"27","2016_Q4",52.6563492063492,"Up",136717000,-24819000,111898000,-65371000,-11212000,-54159000,46527000,-2933000,-5038000,2105000,43594000,43594000,-15714000,27880000,27880000,27880000,27880000,111585000,111585000,40007000,40007000,44003000,53709000,12617000,41092000,249304000,1281371000,76731000,152666000,152666000,1510768000,1760072000,64282000,49961000,14321000,4333000,17544000,9514000,86159000,569861000,61825000,377167000,88409000,953655000,1039814000,720258000,720258000,1760072000,27880000,11212000,4480000,-7894000,35678000,-21482000,-126000,-22646000,-10661000,-1069000,-25000,-11755000,1277000,1277000,1277000,57739000,388127000,44077000,0.81846,0.34032,0.20392,0.03871,0.01584,1.58095,2.89353,1.44367,0.22052,0.8042,0.8042,3.94361,20.77587,1.2714,0.30752,0.02297,0.02626,0.38239,4.78952,5.94369
"28","2017_Q1",56.0027419354839,"Up",138925000,-36693000,102232000,-82620000,-11288000,-71332000,19612000,2460000,-4871000,7331000,22072000,22072000,-7570000,14502000,14502000,14502000,14502000,95959000,95959000,39887000,39887000,41137000,98532000,26636000,57083000,275515000,1282059000,76290000,167196000,165176000,1525545000,1801060000,65186000,47799000,17387000,4333000,33986000,26366000,103505000,590676000,74347000,384760000,88599000,973467000,1076972000,724088000,724088000,1801060000,14502000,11288000,7809000,-14927000,18672000,-21386000,114000,-22194000,-10660000,-1075000,-4999.99999999999,-11740000,-15262000,-15262000,-15262000,30900000,387124000,2156999.99999999,0.73588,0.14117,0.10439,0.02003,0.00805,0.14874,2.66185,1.48735,0.21494,0.41831,0.41831,4.0073,20.88635,0.0622199999999997,0.30749,0.01478,0.00127,0.73507,9.42282,14.84627
"29","2017_Q2",58.0495238095238,"Up",156823000,-47983000,108840000,-77004000,-12959000,-64045000,31836000,-1369000,-4894000,3525000,30467000,30467000,-11167000,19300000,19300000,19300000,19300000,117702000,117702000,39750000,39750000,33205000,63437000,12468000,48631000,254094000,1287236000,81806000,162183000,159615000,1531225000,1785319000,52967000,36865000,16102000,4381000,26166000,17907000,83514000,577511000,67481000,381203000,88397000,968980000,1052494000,732825000,732825000,1785319000,19300000,12959000,-10339000,19332000,41252000,-16117000,928000,-18128000,-10660000,8920000,-289000,-2029000,21095000,21095000,21095000,44795000,395850000,59177000,0.69403,0.20301,0.12307,0.02634,0.01081,3.06617,3.04253,1.43621,0.22173,0.55671,0.55671,4.52357,21.13837,1.70696,0.30749,0.01756,0.03468,0.55233,6.20935,8.7369
