"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","raw_materials","work_in_process","finished_goods","other_inventory","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"28","2017_Q1",51.0846774193548,"Up",6.252e+09,-3.443e+09,2.809e+09,-7.91e+08,-7.91e+08,2.018e+09,5.5e+07,-1.76e+08,2.31e+08,2.073e+09,1.3635e+10,1.5708e+10,-5.43e+09,1.0278e+10,1.0278e+10,-2e+06,1.0276e+10,1.0276e+10,4.569e+09,4.569e+09,1.51e+08,2.051e+09,8.92e+08,5.12e+08,4.83e+08,1.64e+08,4.89e+08,2.2e+08,7.26e+09,1.958e+09,4.835e+09,-2.877e+09,1.8862e+10,5.285e+09,1.2036e+10,1.541e+09,3.8672e+10,4.5932e+10,2.36e+09,4.25e+08,1.188e+09,7.47e+08,5.015e+09,5.015e+09,7.375e+09,1.3881e+10,1.3881e+10,1.1865e+10,3.022e+09,8.05e+08,2.217e+09,8.416e+09,4.27e+08,2.5746e+10,3.3121e+10,6.828e+09,9.35e+08,5.893e+09,-2.8912e+10,3.6906e+10,-2.052e+09,1.277e+10,4.1e+07,1.2811e+10,4.5932e+10,1.0278e+10,1.0278e+10,5.5e+07,-1.0343e+10,-1.0343e+10,3.06e+08,-6e+06,-8.8e+07,1.26e+08,2.74e+08,2.96e+08,-6.1e+07,-6.1e+07,5.39e+08,3.673e+09,-1.191e+09,-5.18e+08,1.6e+07,-1.693e+09,2.276e+09,2.276e+09,2.276e+09,2.073e+09,1.3881e+10,7.748e+09,0.4493,0.32278,1.64363,0.80212,0.22372,0.75399,0.98441,2.58536,0.30221,5.28058,5.28058,3.21274,6.56218,3.9815,0.61202,7,0.2974,0.20095,0.1159,4.49204,4.61447
"29","2017_Q2",52.0531746031746,"Up",6.083e+09,-3.307e+09,2.776e+09,-5.33e+08,-5.33e+08,2.243e+09,-1.56e+08,-1.79e+08,2.3e+07,2.087e+09,4e+06,2.091e+09,-6.89e+08,1.402e+09,1.402e+09,-1e+06,1.401e+09,1.401e+09,5.228e+09,5.228e+09,1.35e+08,2.122e+09,8.87e+08,4.92e+08,5.72e+08,1.71e+08,1.41e+08,1.41e+08,7.626e+09,1.923e+09,4.856e+09,-2.933e+09,1.9047e+10,5.307e+09,1.2201e+10,1.539e+09,3.8549e+10,4.6175e+10,2.56e+09,2.35e+08,1.184e+09,7.25e+08,5.74e+09,5.74e+09,8.3e+09,1.3884e+10,1.3884e+10,1.169e+10,2.95e+09,7.38e+08,2.212e+09,8.309e+09,4.31e+08,2.5574e+10,3.3874e+10,6.844e+09,9.35e+08,5.909e+09,-2.9496e+10,3.7124e+10,-2.212e+09,1.226e+10,4.1e+07,1.2301e+10,4.6175e+10,1.402e+09,1.402e+09,5.2e+07,-7e+07,-7e+07,1.291e+09,1.8e+07,-6.8e+07,-1.89e+08,1.53e+09,2.675e+09,-3.3e+07,-3.3e+07,-1.97e+08,-2.3e+08,-1.187e+09,-5.51e+08,-3.8e+07,-1.776e+09,6.69e+08,6.69e+08,6.69e+08,2.295e+09,1.3884e+10,4.242e+09,0.45635,0.36873,0.23031,0.11389,0.03034,3.02784,0.9188,2.75376,0.30068,0.72254,0.72254,3.13718,6.32285,2.18773,0.61217,7,0.06833,0.112,0.84725,3.77168,3.85912
"30","2017_Q3",47.8138095238095,"Down",6.663e+09,-3.549e+09,3.114e+09,-5.74e+08,-5.74e+08,2.54e+09,-3.7e+07,-1.77e+08,1.4e+08,2.503e+09,407000000.000002,2.91e+09,-9.2e+08,1.99e+09,1.99e+09,-1e+06,1.989e+09,1.989e+09,2.255e+09,2.255e+09,1.19e+08,1.999e+09,7.69e+08,4.34e+08,6.18e+08,1.78e+08,2.38e+08,2.38e+08,4.611e+09,1.9e+09,4.852e+09,-2.952e+09,1.8996e+10,5.307e+09,1.2196e+10,1.493e+09,3.9115e+10,4.3726e+10,2.241e+09,1.94e+08,1.176e+09,7.63e+08,3.341e+09,3.341e+09,5.582e+09,1.3887e+10,1.3887e+10,1.18e+10,2.879e+09,6.76e+08,2.203e+09,8.527e+09,3.94e+08,2.5687e+10,3.1269e+10,6.863e+09,9.35e+08,5.928e+09,-3.0546e+10,3.7939e+10,-1.838e+09,1.2418e+10,3.9e+07,1.2457e+10,4.3726e+10,1.99e+09,1.99e+09,5.2e+07,-71999999.9999981,-71999999.999999,-2.7e+09,1.5e+07,1.23e+08,-4.4e+07,-2.794e+09,-729999999.999999,-5.8e+07,-5.8e+07,4.2e+07,-1.6e+07,-1.182e+09,-1.049e+09,-9e+06,-2.24e+09,-2.986e+09,-2.986e+09,-2.986e+09,2.592e+09,1.3887e+10,7.54e+08,0.46736,0.38121,0.29851,0.15967,0.04549,0.37908,0.82605,2.51015,0.31759,1.03164,1.03164,3.45591,6.44087,0.39108,0.61307,4,0.08313,0.01977,0.59427,4.48765,4.57953
"31","2017_Q4",48.5344444444444,"Up",6.729e+09,-3.558e+09,3.171e+09,-5.74e+08,-5.74e+08,2.597e+09,0,-1.69e+08,1.69e+08,2.597e+09,4.7e+07,2.644e+09,-7.77e+08,1.867e+09,1.867e+09,-1e+06,1.866e+09,1.866e+09,2.582e+09,2.582e+09,1.48e+08,1.987e+09,7.84e+08,4.32e+08,5.91e+08,1.8e+08,4.39e+08,4.39e+08,5.156e+09,1.907e+09,4.846e+09,-2.939e+09,1.8884e+10,5.307e+09,1.2196e+10,1.381e+09,3.9004e+10,4.416e+10,2.293e+09,2.7e+08,1.264e+09,7.59e+08,4.369e+09,4.369e+09,6.662e+09,1.389e+10,1.389e+10,1.1402e+10,2.796e+09,6.11e+08,2.185e+09,8.234e+09,3.72e+08,2.5292e+10,3.1954e+10,6.875e+09,9.35e+08,5.94e+09,-3.1305e+10,3.8542e+10,-1.946e+09,1.2166e+10,4e+07,1.2206e+10,4.416e+10,1.867e+09,1.867e+09,5.1e+07,-4.72e+08,-4.72e+08,7.53e+08,-2.9e+07,1.2e+07,7.9e+07,6.91e+08,2.199e+09,-6e+07,-6e+07,1.04e+08,4.4e+07,-1.175e+09,-7.59e+08,0,-1.934e+09,3.09e+08,3.09e+08,3.09e+08,2.648e+09,1.389e+10,4.118e+09,0.47124,0.38594,0.27731,0.15288,0.04226,2.20686,0.77394,2.61789,0.31454,0.97441,0.97441,3.51384,6.353,2.15039,0.61358,7,0.0811,0.10982,0.62969,4.27039,4.35425
"32","2018_Q1",48.4511475409836,"Down",6.101e+09,-3.199e+09,2.902e+09,-6.57e+08,-6.57e+08,2.245e+09,2e+07,-1.8e+08,2e+08,2.265e+09,-81999999.9999999,2.183e+09,2.785e+09,4.968e+09,4.968e+09,-2e+06,4.966e+09,4.966e+09,1.253e+09,1.253e+09,1.42e+08,2.225e+09,9.41e+08,5.6e+08,5.54e+08,1.7e+08,7.24e+08,2.63e+08,4.344e+09,1.914e+09,4.879e+09,-2.965e+09,1.8992e+10,5.307e+09,1.24e+10,1.285e+09,3.8858e+10,4.3202e+10,2.327e+09,3.74e+08,1.258e+09,6.95e+08,3.601e+09,3.601e+09,6.792e+09,1.303e+10,1.303e+10,7.962e+09,2.432e+09,4.45e+08,1.987e+09,5.247e+09,2.83e+08,2.0992e+10,2.7784e+10,6.887e+09,9.35e+08,5.952e+09,-3.1864e+10,4.2251e+10,-1.897e+09,1.5377e+10,4.1e+07,1.5418e+10,4.3202e+10,4.968e+09,4.968e+09,5.4e+07,-3.015e+09,-3.015e+09,-1.25e+09,6e+06,-2.38e+08,9.9e+07,-1.117e+09,7.57e+08,-4.8e+07,-4.8e+07,-2.17e+08,-2.65e+08,-1.263e+09,-5.58e+08,0,-1.821e+09,-1.329e+09,-1.329e+09,-1.329e+09,2.299e+09,1.3894e+10,-1.784e+09,0.47566,0.36797,0.81396,0.32209,0.11495,-0.35924,0.63958,1.80205,0.32161,2.61094,2.61094,3.20768,8.08465,-0.93796,0.66404,5,0.16711,-0.04786,0.25433,5.49848,5.63073
"33","2018_Q2",42.6646875,"Down",6.108e+09,-3.172e+09,2.936e+09,-6.18e+08,-6.18e+08,2.318e+09,1.76e+08,-1.66e+08,3.42e+08,2.494e+09,-2.8e+07,2.466e+09,-5.71e+08,1.895e+09,1.895e+09,-1e+06,1.894e+09,1.894e+09,2.191e+09,2.191e+09,1.33e+08,2.257e+09,9.2e+08,5.47e+08,6.06e+08,1.84e+08,2.43e+08,2.43e+08,4.824e+09,1.891e+09,4.879e+09,-2.988e+09,1.8985e+10,5.307e+09,1.24e+10,1.278e+09,3.9075e+10,4.3899e+10,2.24e+09,2.03e+08,1.33e+09,7.07e+08,4.371e+09,4.371e+09,7.475e+09,1.3033e+10,1.3033e+10,7.957e+09,2.369e+09,3.82e+08,1.987e+09,5.292e+09,2.96e+08,2.099e+10,2.8465e+10,6.873e+09,9.35e+08,5.938e+09,-3.2368e+10,4.2816e+10,-1.927e+09,1.5394e+10,4e+07,1.5434e+10,4.3899e+10,1.895e+09,1.895e+09,5.3e+07,-2.69e+08,-2.69e+08,1.13e+09,9e+06,-3e+07,-1.64e+08,1.315e+09,2.809e+09,-3.4e+07,-3.4e+07,-7e+06,-4.1e+07,-1.257e+09,-5.13e+08,-2.3e+07,-1.793e+09,9.75e+08,9.75e+08,9.75e+08,2.371e+09,1.3897e+10,4.038e+09,0.48068,0.3795,0.31009,0.12272,0.04314,2.132,0.64535,1.8443,0.31657,0.99737,0.99737,3.21643,8.10637,2.12638,0.66193,7,0.0845,0.10829,0.66367,4.93716,5.05004
"34","2018_Q3",44.4733333333333,"Up",6.305e+09,-3.164e+09,3.141e+09,-6.41e+08,-6.41e+08,2.5e+09,5e+07,-1.78e+08,2.28e+08,2.55e+09,6999999.99999999,2.557e+09,-6.8e+08,1.877e+09,1.877e+09,-1e+06,1.876e+09,1.876e+09,1.43e+09,1.43e+09,1.44e+08,2.123e+09,8.1e+08,5.01e+08,6.21e+08,1.91e+08,4.34e+08,2.52e+08,4.131e+09,1.878e+09,4.818e+09,-2.94e+09,1.899e+10,5.307e+09,1.2405e+10,1.278e+09,3.9046e+10,4.3177e+10,2.233e+09,2.09e+08,1.325e+09,6.99e+08,3.291e+09,3.291e+09,6.388e+09,1.3036e+10,1.3036e+10,7.918e+09,2.312e+09,3.23e+08,1.989e+09,5.376e+09,2.3e+08,2.0954e+10,2.7342e+10,6.883e+09,9.35e+08,5.948e+09,-3.2804e+10,4.3369e+10,-1.652e+09,1.5796e+10,3.9e+07,1.5835e+10,4.3177e+10,1.877e+09,1.877e+09,5.1e+07,2.46e+08,2.46e+08,-1.133e+09,-1.1e+07,1.35e+08,6e+06,-1.263e+09,1.041e+09,-3.8e+07,-3.8e+07,-2000000.00000012,-4e+07,-1.328e+09,-4.37e+08,-2e+06,-1.767e+09,-7.66e+08,-7.66e+08,-7.66e+08,2.551e+09,1.39e+10,2.06e+09,0.49818,0.39651,0.29754,0.11847,0.04345,1.09808,0.64668,1.72668,0.32193,0.99207,0.99207,3.33421,8.35325,1.08937,0.70227,5,0.08509,0.05471,0.70789,4.88828,4.988
"35","2018_Q4",43.9069841269841,"Down",6.837e+09,-3.582e+09,3.255e+09,-7e+08,-7e+08,2.555e+09,3e+07,-1.59e+08,1.89e+08,2.585e+09,2.3e+07,2.608e+09,-6.64e+08,1.944e+09,1.944e+09,-1e+06,1.943e+09,1.943e+09,2.393e+09,2.393e+09,1.87e+08,2.077e+09,7.94e+08,5.06e+08,5.89e+08,1.88e+08,5.08e+08,4.24e+08,5.165e+09,1.891e+09,4.861e+09,-2.97e+09,1.9072e+10,5.307e+09,1.2385e+10,1.38e+09,3.8788e+10,4.3953e+10,2.487e+09,2.89e+08,1.508e+09,6.9e+08,4.152e+09,4.152e+09,8.646e+09,1.1896e+10,1.1896e+10,7.877e+09,2.243e+09,2.6e+08,1.983e+09,5.427e+09,2.07e+08,1.9773e+10,2.8419e+10,6.894e+09,9.35e+08,5.959e+09,-3.3171e+10,4.3805e+10,-2.034e+09,1.5494e+10,4e+07,1.5534e+10,4.3953e+10,1.944e+09,1.944e+09,6.4e+07,-5.4e+07,-5.4e+07,7.62e+08,-4.3e+07,4.2e+07,7.9e+07,6.84e+08,2.716e+09,-6e+07,-6e+07,4e+06,-5.6e+07,-1.324e+09,-3.67e+08,0,-1.691e+09,9.69e+08,9.69e+08,9.69e+08,2.619e+09,1.3903e+10,3.985e+09,0.47609,0.3737,0.28419,0.12508,0.04421,2.05095,0.59739,1.82947,0.31632,1.03186,1.03186,3.63091,8.22836,2.1163,0.70313,7,0.08755,0.1068,0.68142,4.39481,4.50489
"36","2019_Q1",39.3990163934426,"Down",6.114e+09,-3.192e+09,2.922e+09,-7.97e+08,-7.97e+08,2.125e+09,-3.1e+07,-1.62e+08,1.31e+08,2.094e+09,-3.84e+08,1.71e+09,-4.59e+08,1.251e+09,1.251e+09,-1e+06,1.25e+09,1.25e+09,1.333e+09,1.333e+09,1.42e+08,2.331e+09,9.4e+08,6.47e+08,5.58e+08,1.86e+08,4.93e+08,3.26e+08,4.299e+09,1.938e+09,4.95e+09,-3.012e+09,1.8905e+10,5.196e+09,1.2279e+10,1.43e+09,5.1339e+10,5.5638e+10,2.488e+09,3.99e+08,1.503e+09,5.86e+08,4.857e+09,4.857e+09,2.1193e+10,1.1898e+10,1.1898e+10,7.719e+09,2.293e+09,5.44e+08,1.749e+09,5.172e+09,2.54e+08,1.9617e+10,4.081e+10,6.896e+09,9.35e+08,5.961e+09,-3.3524e+10,4.3962e+10,-2.547e+09,1.4787e+10,4.1e+07,1.4828e+10,5.5638e+10,1.251e+09,1.251e+09,5.9e+07,1.74e+08,1.74e+08,3.41e+08,4.5e+07,-2.76e+08,1.06e+08,4.66e+08,1.825e+09,-1.06e+08,-1.06e+08,-1.273e+10,-1.2851e+10,-1.506e+09,-3.56e+08,-1.07e+08,9.967e+09,-1.059e+09,-1.059e+09,-1.059e+09,2.184e+09,2.5746e+10,2.878e+09,0.47792,0.34756,0.20445,0.0843,0.02247,2.3024,0.20285,2.75223,0.46274,0.66667,0.66525,3.2608,7.8864,1.53493,0.8032,6,0.05707,0.05959,1.2048,11.17811,11.48847
"37","2019_Q2",41,"Up",5.628e+09,-2.817e+09,2.811e+09,-5.33e+08,-5.33e+08,2.278e+09,-2.98e+08,-3.84e+08,8.6e+07,1.98e+09,-4.64e+08,1.516e+09,-3.95e+08,1.121e+09,1.121e+09,-1e+06,1.12e+09,1.12e+09,3.352e+09,3.352e+09,1.58e+08,2.356e+09,9.3e+08,6.51e+08,5.85e+08,1.9e+08,3.96e+08,3.93e+08,6.262e+09,1.922e+09,4.917e+09,-2.995e+09,5.1049e+10,5.196e+09,1.2327e+10,1.511e+09,5.2971e+10,5.9233e+10,2.196e+09,2.05e+08,1.501e+09,4.9e+08,5.779e+09,5.779e+09,1.0119e+10,2.7024e+10,2.7024e+10,7.971e+09,2.261e+09,4.97e+08,1.764e+09,5.353e+09,3.57e+08,3.4995e+10,4.5114e+10,6.878e+09,9.35e+08,5.943e+09,-3.3664e+10,4.3582e+10,-2.717e+09,1.4079e+10,4e+07,1.4119e+10,5.9233e+10,1.121e+09,1.121e+09,5.3e+07,2.84e+08,2.84e+08,8.31e+08,-1.6e+07,-2.5e+07,-1.89e+08,1.061e+09,2.289e+09,-3.8e+07,-3.8e+07,-1.912e+09,-1.95e+09,-1.502e+09,-1.51e+08,-1.29e+08,1.683e+09,2.022e+09,2.022e+09,2.022e+09,2.331e+09,2.9168e+10,3.519e+09,0.49947,0.40476,0.199,0.07933,0.01891,3.14196,0.61884,3.19527,0.49243,0.59765,0.59765,3.0032,7.51281,1.8778,0.80149,5,0.05115,0.06865,1.34107,11.07508,11.33275
"38","2019_Q3",36.5928125,"Down",6.619e+09,-3.3e+09,3.319e+09,-5.69e+08,-5.69e+08,2.75e+09,1.35e+08,-3.12e+08,4.47e+08,2.885e+09,-2.84e+08,2.601e+09,-6.04e+08,1.997e+09,1.997e+09,-1e+06,1.996e+09,1.996e+09,1.796e+09,1.796e+09,1.63e+08,2.235e+09,8.37e+08,6.03e+08,6.01e+08,1.94e+08,2.89e+08,2.1e+08,4.483e+09,1.917e+09,4.933e+09,-3.016e+09,5.1101e+10,5.196e+09,1.2331e+10,1.48e+09,5.3018e+10,5.7501e+10,2.298e+09,2.24e+08,1.498e+09,5.76e+08,3.51e+09,3.51e+09,7.952e+09,2.7096e+10,2.7096e+10,7.949e+09,2.207e+09,4.39e+08,1.768e+09,5.378e+09,3.64e+08,3.5045e+10,4.2997e+10,6.888e+09,9.35e+08,5.953e+09,-3.3859e+10,4.4081e+10,-2.646e+09,1.4464e+10,4e+07,1.4504e+10,5.7501e+10,1.997e+09,1.997e+09,5.3e+07,4.2e+07,4.2e+07,-1.989e+09,-4999999.99999999,1.21e+08,13999999.9999999,-2.119e+09,1.03e+08,-4.1e+07,-4.1e+07,14999999.999999,-25999999.999999,-1.499e+09,-1.95e+08,-2e+06,-1.696e+09,-1.619e+09,-1.619e+09,-1.619e+09,2.803e+09,2.924e+10,1.377e+09,0.50144,0.41547,0.30156,0.13762,0.03471,0.68988,0.56376,2.96449,0.50851,1.06738,1.06738,3.53957,7.73476,0.73636,0.8016,4,0.06761,0.02664,0.751,9.79094,9.97964
"39","2019_Q4",38.2003125,"Up",6.856e+09,-3.359e+09,3.497e+09,-5.52e+08,-5.52e+08,2.945e+09,4e+07,-2.93e+08,3.33e+08,2.985e+09,-5.113e+09,-2.128e+09,-4.74e+08,-2.602e+09,-2.602e+09,2e+06,-2.6e+09,-2.6e+09,1.604e+09,1.604e+09,1.65e+08,2.188e+09,8.2e+08,5.98e+08,5.69e+08,2.01e+08,3.34e+08,3.19e+08,4.291e+09,1.962e+09,5.009e+09,-3.047e+09,4.666e+10,5.262e+09,1.2688e+10,1.364e+09,4.8622e+10,5.2913e+10,2.373e+09,2.46e+08,1.573e+09,5.54e+08,4.289e+09,4.289e+09,7.662e+09,2.6903e+10,2.6903e+10,7.672e+09,2.116e+09,3.52e+08,1.764e+09,5.24e+09,3.16e+08,3.4575e+10,4.2237e+10,6.895e+09,9.35e+08,5.96e+09,-3.3858e+10,3.991e+10,-2.402e+09,1.0545e+10,1.31e+08,1.0676e+10,5.2913e+10,-2.602e+09,-2.602e+09,5.7e+07,6.2e+07,6.2e+07,5.365e+09,0,5.1e+07,1.8e+07,5.296e+09,2.882e+09,-8.1e+07,-8.1e+07,-3.55e+08,-4.36e+08,-1.497e+09,0,4e+06,-2.637e+09,-1.91e+08,-1.91e+08,-1.91e+08,3.002e+09,2.7903e+10,8.76e+09,0.51006,0.42955,-0.37923,-0.24354,-0.04914,-3.36923,0.56004,3.95626,0.52734,-1.39112,-1.39112,3.66827,5.64205,4.687,0.80096,4,-0.02385,0.1894,-0.57577,8.76049,8.93005
"40","2020_Q1",36.5624193548387,"Down",6.007e+09,2.391e+09,8.398e+09,-5.886e+09,-5.72e+08,2.512e+09,5.68e+08,-2.91e+08,8.59e+08,3.08e+09,-4.303e+09,-1.223e+09,-5.91e+08,-1.814e+09,-1.814e+09,5e+06,-1.809e+09,-1.809e+09,2.117e+09,2.117e+09,1.52e+08,2.293e+09,8.74e+08,6.96e+08,5.31e+08,1.92e+08,2.62e+08,2.62e+08,4.824e+09,1.999e+09,5.074e+09,-3.075e+09,4.2448e+10,5.177e+09,1.2687e+10,1.003e+09,4.4447e+10,4.9271e+10,2.283e+09,3.25e+08,1.565e+09,3.93e+08,4.891e+09,4.891e+09,8.174e+09,2.7042e+10,2.7042e+10,7.698e+09,2.27e+09,4.73e+08,1.797e+09,5.083e+09,3.45e+08,3.474e+10,4.2914e+10,6.905e+09,9.35e+08,5.97e+09,-3.4358e+10,3.6539e+10,-2.864e+09,6.222e+09,1.35e+08,6.357e+09,4.9271e+10,-1.814e+09,-1.814e+09,6.3e+07,8.23e+09,8.23e+09,-3.916e+09,1.3e+07,-1.05e+08,7.8e+07,-3.902e+09,2.563e+09,-8.6e+07,-8.6e+07,5.21e+08,14000000.0000001,-1.571e+09,-4.99e+08,8e+06,-2.062e+09,5.15e+08,5.15e+08,5.15e+08,2.575e+09,2.8042e+10,-8.36e+08,1.39804,0.41818,-0.30115,-0.28457,-0.03672,0.46213,0.59016,6.75067,0.56914,-0.97101,-0.97101,3.22437,3.33977,-0.44874,0.84326,5,-0.00564999999999998,-0.01986,-0.86844,10.06796,10.32046
"41","2020_Q2",33.0601587301587,"Down",6.359e+09,-3.486e+09,2.873e+09,-5.37e+08,-5.37e+08,2.336e+09,-1.18e+08,-2.75e+08,1.57e+08,2.218e+09,-1.1e+08,2.108e+09,-5.58e+08,1.55e+09,1.55e+09,2e+06,1.552e+09,1.552e+09,5.616e+09,5.616e+09,1.47e+08,2.006e+09,8.95e+08,4.67e+08,4.51e+08,1.93e+08,1.66e+08,1.66e+08,7.935e+09,1.997e+09,5.103e+09,-3.106e+09,4.2686e+10,5.177e+09,1.2668e+10,9.8e+08,4.4683e+10,5.2618e+10,2.703e+09,2.78e+08,1.565e+09,4.67e+08,5.451e+09,5.451e+09,1.1154e+10,2.6971e+10,2.6971e+10,7.818e+09,2.225e+09,4.27e+08,1.798e+09,5.191e+09,4.02e+08,3.4789e+10,4.5943e+10,6.894e+09,9.35e+08,5.959e+09,-3.4346e+10,3.6528e+10,-2.533e+09,6.543e+09,1.32e+08,6.675e+09,5.2618e+10,1.55e+09,1.55e+09,6.5e+07,6e+06,6e+06,1.508e+09,5e+06,-5e+06,-4.5e+07,1.553e+09,3.129e+09,-5.2e+07,-5.2e+07,499011861.51967,-5.2e+07,-1.563e+09,-849868554.463909,-1e+07,4.27e+08,3.504e+09,3.504e+09,3.504e+09,2.401e+09,2.9971e+10,4.415e+09,0.4518,0.36735,0.24406,0.23251,0.0295,2.84472,0.7114,6.88285,0.5696,0.83531,0.83531,3.4225,3.52153,2.37621,0.84123,7,0.07006,0.09929,1.00709,10.14369,10.42594
"42","2020_Q3",36.0003125,"Up",6.367e+09,-4.62e+08,5.905e+09,-3.109e+09,-4.91e+08,2.796e+09,-2.99e+08,-3.08e+08,9000000.00000012,2.497e+09,68000000.0000005,2.565e+09,-6.27e+08,1.938e+09,1.938e+09,5e+06,1.943e+09,1.943e+09,4.826e+09,4.826e+09,1.4e+08,1.914e+09,7.68e+08,4.33e+08,5.19e+08,1.94e+08,1.24e+08,1.24e+08,7.004e+09,2.002e+09,5.137e+09,-3.135e+09,4.1194e+10,5.177e+09,1.265e+10,1.048e+09,4.3196e+10,5.02e+10,4.717e+09,2.73e+08,1.565e+09,4.88e+08,3.183e+09,3.183e+09,9.4e+09,2.7542e+10,2.7542e+10,7.434e+09,2.177e+09,3.77e+08,1.8e+09,4.847e+09,4.1e+08,3.4976e+10,4.4376e+10,6.899e+09,9.35e+08,5.964e+09,-3.4345e+10,3.6908e+10,-3.774e+09,5.688e+09,1.36e+08,5.824e+09,5.02e+10,1.938e+09,1.938e+09,6.5e+07,2.9e+07,2.9e+07,-2.15e+08,7e+06,9.2e+07,-2e+06,-311999999.999998,1.817e+09,-5.4e+07,-5.4e+07,42999999.9999998,-1.1e+07,-1.563e+09,-862562830.910108,-6e+06,-2.576e+09,-7.7e+08,-7.7e+08,-7.7e+08,2.861e+09,2.9042e+10,3.219e+09,0.92744,0.43914,0.30517,0.33362,0.03871,1.65672,0.74511,7.61951,0.57853,1.04575,1.04575,3.4268,3.06136,1.73251,0.84123,6,0.08288,0.0761,0.80443,8.46417,8.66094
"43","2020_Q4",35.34859375,"Down",7.123e+09,-1.961e+09,5.162e+09,-2.002e+09,-5.57e+08,3.16e+09,-7.82e+08,-3.1e+08,-4.72e+08,2.378e+09,-2.702e+09,-3.24e+08,-6.32e+08,-9.56e+08,-9.56e+08,4e+06,-9.52e+08,-9.52e+08,4.123e+09,4.123e+09,1.51e+08,1.862e+09,7.54e+08,4.5e+08,4.52e+08,2.06e+08,2.63e+08,2.63e+08,6.399e+09,2.009e+09,5.173e+09,-3.164e+09,3.8243e+10,5.177e+09,1.2633e+10,1.025e+09,4.0252e+10,4.6651e+10,2.471e+09,3.48e+08,1.602e+09,5.21e+08,4.319e+09,4.319e+09,8.29e+09,2.7755e+10,2.7755e+10,7.335e+09,2.202e+09,4.04e+08,1.798e+09,4.724e+09,4.09e+08,3.509e+10,4.338e+10,6.908e+09,9.35e+08,5.973e+09,-3.4344e+10,3.4356e+10,-3.781e+09,3.139e+09,1.32e+08,3.271e+09,4.6651e+10,-9.56e+08,-9.56e+08,6.2e+07,3.07e+09,3.07e+09,-1.278e+09,-1.1e+07,4.9e+07,7.1e+07,-1.387e+09,8.98e+08,-5.6e+07,-5.6e+07,1.2e+07,-4.4e+07,-1.564e+09,-682422830.124353,0,-1.564e+09,-7.1e+08,-7.1e+08,-7.1e+08,3.222e+09,2.9255e+10,2.52e+09,0.72469,0.44363,-0.13365,-0.29104,-0.02041,-2.64706,0.77189,13.262,0.6271,-0.51238,-0.51238,3.83369,1.68945,1.3563,0.84177,7,0.01535,0.06322,-1.64286,7.80012,7.95316
