"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"40","2020_Q1",78.5393548387097,"Down",305195000,-242846000,62349000,-16904000,-16904000,45445000,-1838000,-9895000,10096000,43607000,43607000,25713000,69320000,72429000,72429000,72429000,118648000,118648000,145808000,272121000,141640000,6135000,678217000,1756417000,526386000,396463000,73958000,49226000,2282803000,2961020000,154625000,84183000,70442000,169697000,1567315000,256165000,166667000,74071000,1823480000,1993177000,11359000,960065000,-3581000,967843000,967843000,2961020000,72429000,28574000,117703000,-140024000,78682000,-47663000,-716600000,-4011000,6.4e+08,302000,302000,-5980000,630311000,-7606999.99999999,-7606999.99999999,-7606999.99999999,74019000,1567315000,-139381000,0.20429,0.1489,0.23732,0.07484,0.02446,-1.92438,3.99664,2.0594,0.52932,1.75167,1.70814,7.38103,23.40692,-3.37088,0.097,0.02738,-0.04993,0.05538,19.57156,31.87737
"41","2020_Q2",62.0625396825397,"Down",426989000,-324692000,102297000,-17789000,-17789000,84508000,-6554000,-14041000,7796000,77954000,129927000,-32836000,97091000,96206000,96206000,96206000,199441000,199441000,194564000,243125000,134463000,10754000,771593000,1726363000,517208000,395673000,72254000,49281000,2243571000,3015164000,189597000,81985000,75482000,200033000,1492088000,255085000,162940000,92145000,1747173000,1947206000,14989000,1056271000,-3302000,1067958000,1067958000,3015164000,96206000,31937000,-49245000,16415000,95313000,-25991000,67491000,-4163000,-7.5e+07,-4811365.49045717,278869.922814667,-2848000,-82011000,80793000,80793000,80793000,116445000,1492088000,139705000,0.23958,0.19792,0.22531,0.09008,0.03191,1.45214,3.85733,1.8233,0.49486,2.32321,2.31469,10.31106,25.78936,3.37364,0.10053,0.03565,0.04963,0.04327,11.10092,15.29615
"42","2020_Q3",79.7540625,"Up",447684000,-324835000,122849000,-11109000,-11109000,111740000,-2069000,-12556000,10577000,109671000,109671000,-19800000,89871000,96034000,96034000,96034000,200858000,200858000,177138000,227106000,43305000,9634000,648407000,1706200000,516676000,394524000,74331000,47821000,2222876000,2871283000,156275000,80130000,76145000,163085000,1252716000,287451000,208446000,79005000,1540167000,1703252000,19002000,1152305000,-3276000,1168031000,1168031000,2871283000,96034000,32262000,37723000,97045000,263064000,-14685000,-17144999.9999999,9.31322574615479e-10,-2.4e+08,497999.999999993,498000,0,-239502000,6417000.00000001,6417000.00000001,6417000.00000001,144002000,1252716000,246162000,0.27441,0.2496,0.21451,0.08222,0.03345,2.56328,3.97588,1.45822,0.43629,2.31685,2.30576,10.80052,28.17912,5.93874,1.38777878078145e-17,0.03546,0.0909,0,7.30447,9.41344
"43","2020_Q4",91.778125,"Up",404667000,-291288000,113379000,-11327000,-11327000,102052000,3020000,-9360000,10083000,105072000,105072000,-23879000,81193000,81193000,81193000,81193000,142784000,142784000,142467000,228667000,14640000,7740000,528558000,1680646000,515834000,393454000,74914000,47466000,2196480000,2725038000,156510000,71596000,84914000,163061000,1008345000,292450000,215059000,77391000,1300795000,1463856000,30935000,1233498000,-3251000,1261182000,1261182000,2725038000,81193000,32080000,9812000,60555000,183640000,-4865000,-4865000,0,-2.45e+08,8151000,8151000,0,-236849000,-58074000,-58074000,-58074000,134132000,1008345000,213701000,0.28018,0.25219,0.20064,0.06438,0.0298,2.63201,3.24147,1.1607,0.37003,1.95672,1.9408,9.75233,30.39404,5.15012,0,0.03169,0.08341,0,6.45305,8.48157
"44","2021_Q1",119.577868852459,"Up",343302000,-273472000,69830000,-9286000,-9286000,60544000,18898000,-8463000,8985000,79442000,79442000,-13431000,66011000,66011000,66011000,66011000,263520000,263520000,147133000,235749000,15287000,7449000,661689000,1659100000,517892000,392315000,75399000,50178000,2176992000,2838681000,163011000,84171000,78840000,169354000,1008616000,301721000,225986000,75735000,1310337000,1479691000,62921000,1299509000,-3440000,1358990000,1358990000,2838681000,66011000,32808000,13678000,-11441000,101056000,-8392000,-8391999.99999999,0,0,31806000,31806000,-3734000,28072000,120736000,120736000,120736000,93352000,1008616000,86950000,0.20341,0.17636,0.19228,0.04857,0.02325,1.3172,3.90714,1.08882,0.35531,1.59248,1.58366,8.28196,32.78482,2.09762,-6.93889390390723e-18,0.02473,0.03257,0,7.98158,12.30669
"45","2021_Q2",141.945873015873,"Up",475770000,-349259000,126511000,-9468000,-9468000,117043000,4676000,-6972000,7970000,121719000,121719000,-26392000,95327000,95327000,95327000,95327000,306542000,306542000,187411000,217052000,20298000,15298000,731303000,1641063000,518464000,391211000,76369000,50884000,2159527000,2890830000,182886000,96923000,74947000,189013000,1009035000,301450000,227785000,73665000,1310485000,1499498000,10456000,1384289000,-3413000,1391332000,1391332000,2890830000,95327000,31944000,3285000,-19435000,111121000,-11935000,-11935000,-5360002.02563758,-88038376.0827505,-53707000,8222000,-2457000,-56164000,43022000,43022000,43022000,148987000,1009035000,144009000,0.26591,0.24601,0.20036,0.06851,0.03298,1.51068,3.86906,1.07774,0.34905,2.29024,2.26894,11.43041,33.42685,3.45983,0.128699557412768,0.03528,0.0533,0.0557720814822716,4.71513,6.00201
"46","2021_Q3",141.99375,"Up",509694000,-354353000,155341000,-10667000,-10667000,144674000,-4952000,-12268000,8260000,139722000,131315000,-29190000,102125000,102125000,102125000,102125000,45214000,45214000,196664000,203745000,26488000,8534000,472111000,1629133000,518584000,390107000,77628000,50849000,2147717000,2619828000,181617000,101293000,80324000,188645000,812632000,311242000,234281000,76961000,1123874000,1312519000,409000,1310286000,-3386000,1307309000,1307309000,2619828000,102125000,32340000,15257000,619000,150341000,-14842000,-14842000,-10547000,-196308000,-179678000,6238000,-15294000,-401827000,-266328000,-266328000,-266328000,177014000,812632000,191981000,0.30477,0.28384,0.20037,0.07812,0.03898,1.87986,2.50264,1.00399,0.31019,2.45356,2.43075,12.24543,31.40819,4.61236,0.25339,0.04634,0.07897,0.10328,4.33535,5.30446
"47","2021_Q4",152.308125,"Up",462941000,-324355000,138586000,-12851000,-12851000,125735000,6111000,-5651000,8555000,131846000,131846000,-29367000,102479000,102479000,102479000,102479000,17392000,17392000,170661000,211978000,15316000,6426000,415347000,1626990000,517784000,389002000,79434000,49348000,2144774000,2560121000,186671000,99465000,87206000,193675000,837949000,306249000,238671000,67578000,1144198000,1337873000,398000,1225209000,-3359000,1222248000,1222248000,2560121000,102479000,32194000,6846000,25897000,167416000,-28411000,-28411000,-9991000,2.5e+07,-181836000,6294000,0,-166827000,-27822000,-27822000,-27822000,157929000,837949000,184782000,0.29936,0.2716,0.22137,0.08384,0.04003,1.80312,2.14456,1.0946,0.32731,2.46681,2.45009,11.14364,29.42123,4.44796,0.2405,0.04753,0.07808,0.09749,5.19573,6.52608
"48","2022_Q1",140.756774193548,"Down",413117000,-313941000,99176000,-13815000,-13815000,85361000,4853000,-5982000,7703000,90214000,90214000,-15898000,74316000,74316000,74316000,74316000,19416000,19416000,176276000,236661000,10374000,3172000,442727000,1616539000,439749000,387898000,80945231.8228939,51851000,2136925000,2579652000,200433000,113679000,86754000,207551000,938265000,300280000,232369000,67911000,1238545000,1446096000,387000,1136344000,-3175000,1133556000,1133556000,2579652000,74316000,32333000,-3878000,-14478000,88293000,-18933000,-18933000,-10232000,91593000,-153155000,611999.999999999,4458000,-67336000,2024000,2024000,2024000,117694000,938265000,100181000,0.24007,0.20663,0.17989,0.06556,0.02881,1.34804,2.1331,1.27572,0.36372,1.78889,1.77676,9.94431,27.28629,2.4115,0.2463,0.03564,0.04223,0.13768,7.8071,10.76427
"49","2022_Q2",122.324032258065,"Down",561387000,-410521000,150866000,-11820000,-11820000,139046000,-2867000,-7330000,5098000,136179000,136179000,-31174000,105005000,105005000,105005000,105005000,68281000,68281000,234704000,233543000,10611000,8001000,547139000,1638164000,585556000,455824000,81235000,48497000,2223720000,2770859000,221857000,108578000,88280000,228635000,1119582000,298861000,234916000,63945000,1418443000,1647078000,380000,1126553000,-3152000,1123781000,1123781000,2770859000,105005000,34229000,7095000,-21527000,124802000,-14914000,-136076000,-9642000,1.81e+08,-108945000,667000,-2274000,60139000,48865000,48865000,48865000,173275000,1119582000,168008000,0.26874,0.24768,0.18705,0.09344,0.0379,1.6,2.39307,1.46566,0.40406,2.52762,2.51048,13.51337,27.05099,4.04419,0.2321,0.0451,0.06609,0.09182,6.06724,7.56081
"50","2022_Q3",119.29984375,"Down",605068000,-410829000,194239000,-13627000,-13627000,180612000,-2088000,-8580000,7156000,178524000,178524000,-39529000,138995000,138995000,138995000,138995000,84140000,84140000,232595000,225835000,10304000,5933000,552874000,1655616000,515268000,469491000,79440304.5313182,45777000,2256275000,2809149000,206585000,113722000,91515000,223321000,1126398000,302726000,238567000,64159000,1429124000,1652445000,371000,1159461000,-3128000,1156704000,1156704000,2809149000,138995000,34645000,3897000,-1894000,175643000,-28335000,-65624000,-9507000,16500000,-100718000,67999.9999999998,-435000,-94160000,15859000,15859000,15859000,215257000,1136398000,224557000,0.32102,0.2985,0.22972,0.12016,0.04948,1.61558,2.47569,1.42858,0.40453,3.65944,3.63643,15.93014,30.45354,5.9121,0.2503,0.05721,0.08651,0.0684,4.88838,5.82607
