"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2014_Q4",51.86828125,"Down",5.728e+09,-3.916e+09,1.812e+09,-1.124e+09,-9.61e+08,-1.63e+08,6.88e+08,-4.6e+07,-5.6e+07,1e+07,6.42e+08,6.42e+08,-3.7e+07,6.05e+08,6.05e+08,-3e+06,6.02e+08,6.02e+08,9.9e+08,6.55e+08,3.35e+08,3.972e+09,3.972e+09,2.498e+09,9.71e+08,3.9e+08,8.431e+09,3.702e+09,2.2106e+10,1.4088e+10,6.739e+09,2.41e+08,1.038e+09,2.5808e+10,3.4239e+10,2.462e+09,2.038e+09,4.24e+08,4.13e+08,999999.999999996,4.12e+08,2.111e+09,2.111e+09,4.986e+09,8.587e+09,4.021e+09,1.845e+09,1.17e+09,6.75e+08,1.035e+09,1.141e+09,1.2608e+10,1.7594e+10,1.6587e+10,5.8e+07,1.6645e+10,3.4239e+10,6.05e+08,2.44e+08,-7.2e+07,-4.88e+08,2.89e+08,-1.42e+08,2.78e+08,1.45e+08,-2.33e+08,-4e+06,-1.62e+08,-3e+06,-4.02e+08,3.2e+07,3.2e+07,-8e+06,2.4e+07,9.32e+08,9e+09,3.39e+08,0.31634,0.12011,0.1051,0.03617,0.01758,0.56312,1.69093,1.05701,0.26286,1.2679,1.26153,12.06403,34.93471,0.71398,0.49073,0.02815,0.01143,0.38704,8.59442,11.64244
"12","2015_Q1",53.7973770491803,"Up",5.565e+09,-3.847e+09,1.718e+09,-1.057e+09,-9.03e+08,-1.54e+08,6.61e+08,-5.2e+07,-5.4e+07,2e+06,6.09e+08,6.09e+08,-2.4e+07,5.85e+08,5.85e+08,-4e+06,5.81e+08,5.81e+08,1.026e+09,7.81e+08,2.45e+08,3.667e+09,3.667e+09,2.428e+09,9.79e+08,3.86e+08,8.1e+09,3.75e+09,2.1679e+10,1.3893e+10,6.556e+09,2.28e+08,1.002e+09,2.5429e+10,3.3529e+10,2.36e+09,1.94e+09,4.2e+08,1.01e+09,2e+06,1.008e+09,1.985e+09,1.985e+09,5.355e+09,8.024e+09,4.308e+09,2.325e+09,1.812e+09,5.13e+08,9.01e+08,1.082e+09,1.2332e+10,1.7687e+10,1.5789e+10,5.3e+07,1.5842e+10,3.3529e+10,5.85e+08,2.4e+08,-1.27e+08,2.46e+08,9.44e+08,-2.54e+08,1.02e+08,-1.5e+08,-2.29e+08,-2e+06,-3.79e+08,-4e+07,-6.5e+08,1.44e+08,1.44e+08,-1.8e+07,1.26e+08,9.01e+08,9.034e+09,9.17e+08,0.30872,0.11878,0.1044,0.0366699999999999,0.01733,1.57831,1.51261,1.11646,0.26944,1.23643,1.22911,11.84295,33.60077,1.95148,0.48734,0.02775,0.0314200000000004,0.39415,8.8879,12.11498
"13","2015_Q2",56.4671428571429,"Up",5.223e+09,-3.593e+09,1.63e+09,-1.073e+09,-9.15e+08,-1.58e+08,5.57e+08,-5.2e+07,-5.7e+07,5e+06,5.05e+08,5.05e+08,-3.8e+07,4.67e+08,4.67e+08,-1e+06,4.66e+08,4.66e+08,8.02e+08,6.63e+08,1.39e+08,3.733e+09,3.733e+09,2.424e+09,9.81e+08,4.05e+08,7.94e+09,3.634e+09,2.1122e+10,1.3548e+10,6.317e+09,2.2e+08,1.037e+09,2.4756e+10,3.2696e+10,2.251e+09,1.969e+09,2.82e+08,1.511e+09,2.67e+08,1.244e+09,1.904e+09,1.904e+09,5.666e+09,7.829e+09,3.937e+09,2.036e+09,1.53e+09,5.06e+08,8.81e+08,1.02e+09,1.1766e+10,1.7432e+10,1.521e+10,5.4e+07,1.5264e+10,3.2696e+10,4.67e+08,2.26e+08,-2.18e+08,-3.98e+08,7.7e+07,-1.05e+08,9e+07,-5.3e+07,-2.51e+08,2.63e+08,-1.37e+08,-2e+06,-1.27e+08,-1.03e+08,-1.03e+08,-1.5e+07,-1.18e+08,7.83e+08,9.34e+09,3.18e+08,0.31208,0.10664,0.08922,0.03053,0.01425,0.6824,1.40134,1.14203,0.28566,0.99594,0.99149,11.16264,32.50695,0.67963,0.53644,0.02512,0.01114,0.53863,10.90421,15.32855
"14","2015_Q3",47.630625,"Down",5.372e+09,-3.675e+09,1.697e+09,-1.059e+09,-9.01e+08,-1.58e+08,6.38e+08,-4e+07,-5.9e+07,1.9e+07,5.98e+08,5.98e+08,-6.3e+07,5.35e+08,5.35e+08,0,5.35e+08,5.35e+08,4.3e+08,3.03e+08,1.27e+08,3.84e+09,3.84e+09,2.439e+09,9.35e+08,3.82e+08,7.644e+09,3.68e+09,2.1255e+10,1.3698e+10,6.282e+09,2.5e+08,1.025e+09,2.4935e+10,3.2579e+10,2.258e+09,1.931e+09,3.27e+08,9.81e+08,1.39e+08,8.42e+08,1.817e+09,1.817e+09,5.056e+09,7.77e+09,3.95e+09,2.059e+09,1.552e+09,5.07e+08,8.76e+08,1.015e+09,1.172e+10,1.6776e+10,1.5753e+10,5e+07,1.5803e+10,3.2579e+10,5.35e+08,2.34e+08,-8.5e+07,-1.05e+08,5.79e+08,-1.41e+08,-1.4e+07,-1.54e+08,-2.63e+08,-5.3e+08,1.3e+07,-4999999.99999999,-7.85e+08,-3.6e+08,-3.6e+08,0,-3.6e+08,8.72e+08,8.751e+09,6.89e+08,0.3159,0.11876,0.09959,0.03385,0.01642,1.28785,1.51187,1.06157,0.26861,1.14414,1.14024,11.48845,33.68905,1.47348,0.56245,0.028,0.02417,0.49159,9.54243,13.04232
"15","2015_Q4",44.07546875,"Down",5.203e+09,-3.597e+09,1.606e+09,-1.063e+09,-9.07e+08,-1.56e+08,5.43e+08,-5.6e+07,-5.9e+07,3e+06,4.87e+08,4.87e+08,-4.2e+07,4.45e+08,4.45e+08,1e+06,4.46e+08,4.46e+08,5.68e+08,4.18e+08,1.5e+08,3.656e+09,3.656e+09,2.395e+09,9.6e+08,4.1e+08,7.579e+09,3.59e+09,2.1032e+10,1.354e+10,6.139e+09,2.46e+08,1.107e+09,2.4622e+10,3.2201e+10,2.37e+09,1.997e+09,3.73e+08,8.42e+08,1e+06,8.41e+08,1.888e+09,1.888e+09,5.1e+09,7.83e+09,3.858e+09,2.041e+09,1.539e+09,5.02e+08,8.2e+08,9.97e+08,1.1688e+10,1.6788e+10,1.5366e+10,4.7e+07,1.5413e+10,3.2201e+10,4.45e+08,2.32e+08,-1.12e+08,4.08e+08,9.73e+08,-1.22e+08,-4.4e+07,-1.66e+08,-2.57e+08,-1.37e+08,-2.82e+08,-1e+06,-6.77e+08,1.3e+08,1.3e+08,-1.5e+07,1.15e+08,7.75e+08,8.672e+09,1.103e+09,0.30867,0.10436,0.08572,0.02894,0.01385,2.47309,1.48608,1.08921,0.26931,0.95893,0.95626,11.18684,33.03806,2.37153,0.55257,0.02516,0.03947,0.57623,10.45677,14.92449
"16","2016_Q1",45.2896721311475,"Up",5.057e+09,-3.439e+09,1.618e+09,-1.026e+09,-8.73e+08,-1.53e+08,5.92e+08,-4.9e+07,-5.7e+07,8e+06,5.43e+08,5.43e+08,-1.6e+07,5.27e+08,5.27e+08,-2e+06,5.25e+08,5.25e+08,4.45e+08,2.68e+08,1.77e+08,3.479e+09,3.479e+09,2.323e+09,3.69e+08,3.69e+08,6.616e+09,3.565e+09,2.0815e+10,1.3479e+10,6.014e+09,3.62e+08,9.6e+08,2.438e+10,3.0996e+10,2.124e+09,1.758e+09,3.66e+08,6.68e+08,4.26e+08,2.42e+08,1.833e+09,1.833e+09,4.625e+09,7.746e+09,3.391e+09,2.026e+09,1.586e+09,4.4e+08,3.9e+08,9.75e+08,1.1137e+10,1.5762e+10,1.5189e+10,4.5e+07,1.5234e+10,3.0996e+10,5.27e+08,2.33e+08,-5.1e+07,7.1e+07,7.8e+08,-1.38e+08,-3e+07,-2.02e+08,-2.55e+08,-1.98e+08,-2.24e+08,-3.9e+07,-7.16e+08,-1.38e+08,-1.38e+08,-1.2e+07,-1.5e+08,8.25e+08,8.414e+09,7.74e+08,0.31995,0.11707,0.10382,0.03446,0.01694,1.47429,1.43049,1.03466,0.27145,1.13784,1.1344,10.96012,32.91938,1.6775,0.55267,0.02885,0.02863,0.48571,9.65939,13.46115
"17","2016_Q2",50.969375,"Up",4.813e+09,-3.291e+09,1.522e+09,-1.041e+09,-8.92e+08,-1.49e+08,4.81e+08,-3.9e+07,-5.7e+07,1.8e+07,4.42e+08,4.42e+08,-3.9e+07,4.03e+08,4.03e+08,1e+06,4.04e+08,4.04e+08,5.73e+08,3.33e+08,2.4e+08,3.581e+09,3.581e+09,2.391e+09,4.68e+08,4.68e+08,7.013e+09,3.583e+09,2.0987e+10,1.3588e+10,5.947e+09,3.8e+08,1.072e+09,2.457e+10,3.1583e+10,2.071e+09,1.795e+09,2.76e+08,1.073e+09,8.2e+08,2.53e+08,1.878e+09,1.878e+09,5.022e+09,7.572e+09,3.426e+09,2.023e+09,1.587e+09,4.36e+08,3.95e+08,1.008e+09,1.0998e+10,1.602e+10,1.5519e+10,4.4e+07,1.5563e+10,3.1583e+10,4.03e+08,2.33e+08,-6.6e+07,-1.82e+08,3.88e+08,-1.11e+08,-4.9e+07,-1.59e+08,-2.56e+08,1.77e+08,-8.3e+07,-1.5e+07,-1.77e+08,5.2e+07,5.2e+07,1.3e+07,6.5e+07,7.14e+08,8.645e+09,4.6e+08,0.31623,0.09994,0.08394,0.02596,0.01279,1.13861,1.39646,1.02936,0.27372,0.88094,0.87864,10.49498,33.83995,1.00305,0.55822,0.02388,0.01665,0.63366,11.30532,16.7817
"18","2016_Q3",54.16359375,"Up",5.08e+09,-3.419e+09,1.661e+09,-1.046e+09,-8.97e+08,-1.49e+08,6.15e+08,-6.2e+07,-5.7e+07,-5e+06,5.53e+08,5.53e+08,-6.1e+07,4.92e+08,4.92e+08,-1e+06,4.91e+08,4.91e+08,4.69e+08,3.23e+08,1.46e+08,3.628e+09,3.628e+09,2.323e+09,4.06e+08,4.06e+08,6.826e+09,3.551e+09,2.0777e+10,1.345e+10,5.795e+09,4.13e+08,1.119e+09,2.4328e+10,3.1154e+10,2.118e+09,1.802e+09,3.16e+08,8.09e+08,5.57e+08,2.52e+08,1.889e+09,1.889e+09,4.816e+09,7.605e+09,3.369e+09,1.987e+09,1.554e+09,4.33e+08,3.65e+08,1.017e+09,1.0974e+10,1.579e+10,1.532e+10,4.4e+07,1.5364e+10,3.1154e+10,4.92e+08,2.34e+08,-1e+08,1.19e+08,7.45e+08,-1.35e+08,9e+07,-4.5e+07,-2.65e+08,-2.66e+08,-1.75e+08,1e+06,-7.05e+08,-4999999.99999994,-5000000.00000006,-5e+06,-1e+07,8.49e+08,8.414e+09,8.94e+08,0.32697,0.12106,0.09665,0.03196,0.01576,1.82077,1.41736,1.02773,0.27008,1.0744,1.07135,11.11597,33.52298,1.95624,0.57987,0.02785,0.03293,0.53971,9.35807,12.9187
"19","2016_Q4",55.4531746031746,"Up",4.987e+09,-3.371e+09,1.616e+09,-9.99e+08,-8.53e+08,-1.46e+08,6.17e+08,-4.4e+07,-5.9e+07,1.5e+07,5.73e+08,5.73e+08,-5.1e+07,5.22e+08,5.22e+08,1e+06,5.23e+08,5.23e+08,7.07e+08,4.94e+08,2.13e+08,3.659e+09,3.659e+09,2.328e+09,3.93e+08,3.93e+08,7.087e+09,3.506e+09,2.0644e+10,1.3434e+10,5.689e+09,4.12e+08,1.109e+09,2.415e+10,3.1237e+10,2.178e+09,1.79e+09,3.88e+08,5.51e+08,1e+06,5.5e+08,1.866e+09,1.866e+09,4.595e+09,7.881e+09,3.315e+09,1.961e+09,1.532e+09,4.29e+08,3.66e+08,9.88e+08,1.1196e+10,1.5791e+10,1.5404e+10,4.2e+07,1.5446e+10,3.1237e+10,5.22e+08,2.33e+08,-7.9e+07,1.23e+08,7.99e+08,-1e+08,-6.7e+07,-1.67e+08,-2.59e+08,5.6e+07,-2.49e+08,-9e+06,-4.61e+08,1.71e+08,1.71e+08,0,1.71e+08,8.5e+08,8.432e+09,9.24e+08,0.32404,0.12372,0.10487,0.03386,0.01674,1.76673,1.54233,1.02234,0.26994,1.15224,1.14794,10.987,33.93699,2.03569,0.57061,0.02876,0.03398,0.49522,9.08824,12.52026
"20","2017_Q1",60.4238709677419,"Up",4.867e+09,-3.328e+09,1.539e+09,-1.008e+09,-8.63e+08,-1.45e+08,5.31e+08,1.9e+07,-6e+07,7.9e+07,5.5e+08,5.5e+08,-4.8e+07,5.02e+08,5.02e+08,-4e+06,4.98e+08,4.98e+08,7.46e+08,5.43e+08,2.03e+08,3.56e+09,3.56e+09,2.346e+09,3.81e+08,3.81e+08,7.033e+09,3.443e+09,2e+10,1.3201e+10,5.514e+09,3.25e+08,9.6e+08,2.3443e+10,3.0476e+10,2.097e+09,1.718e+09,3.79e+08,1.566e+09,1.4e+07,1.552e+09,1.822e+09,1.822e+09,5.485e+09,6.711e+09,3.279e+09,2.027e+09,1.659e+09,3.68e+08,3.21e+08,9.31e+08,9.99e+09,1.5475e+10,1.4957e+10,4.4e+07,1.5001e+10,3.0476e+10,5.02e+08,2.29e+08,-1.3e+08,3.7e+07,6.38e+08,-1.51e+08,-7e+06,-1.58e+08,-2.57e+08,1.1e+07,-1.49e+08,0,-3.95e+08,8.5e+07,8.5e+07,-3.6e+07,4.9e+07,7.6e+08,8.277e+09,6.94e+08,0.31621,0.1091,0.10232,0.0332,0.01634,1.39357,1.28222,1.0316,0.27159,1.10544,1.10104,10.80355,33.20089,1.54051,0.57048,0.02843,0.02613,0.51606,9.90921,14.18267
"21","2017_Q2",65.511746031746,"Up",4.848e+09,-3.307e+09,1.541e+09,-1.019e+09,-8.76e+08,-1.43e+08,5.22e+08,-5.5e+07,-6.1e+07,6e+06,4.67e+08,4.67e+08,-3.3e+07,4.34e+08,4.34e+08,0,4.34e+08,4.34e+08,5.23e+08,2.22e+08,3.01e+08,3.673e+09,3.673e+09,2.344e+09,4.35e+08,4.35e+08,6.975e+09,3.481e+09,2.0155e+10,1.3296e+10,5.441e+09,4.39e+08,9.79e+08,2.3636e+10,3.0611e+10,2.161e+09,1.891e+09,2.7e+08,1.536e+09,2.08e+08,1.328e+09,1.86e+09,1.86e+09,5.557e+09,6.677e+09,3.178e+09,1.919e+09,1.553e+09,3.66e+08,3.19e+08,9.4e+08,9.855e+09,1.5412e+10,1.5157e+10,4.2e+07,1.5199e+10,3.0611e+10,4.34e+08,2.25e+08,-1.71e+08,-2.5e+07,4.63e+08,-1.16e+08,-1.13e+08,-2.29e+08,-2.63e+08,-6e+07,-2.17e+08,-2.3e+07,-5.63e+08,-3.29e+08,-3.29e+08,8e+06,-3.21e+08,7.47e+08,8.213e+09,6.39e+08,0.31786,0.10767,0.08952,0.02855,0.01418,1.47235,1.25517,1.01401,0.2683,0.96702,0.96231,10.80214,33.77228,1.4238,0.58601,0.02621,0.02403,0.60599,10.29451,14.7318
"22","2017_Q3",65.3887301587302,"Down",5.132e+09,-3.448e+09,1.684e+09,-1.041e+09,-8.91e+08,-1.5e+08,6.43e+08,-7.1e+07,-6e+07,-1.1e+07,5.72e+08,5.72e+08,-5.5e+07,5.17e+08,5.17e+08,-1e+06,5.16e+08,5.16e+08,8.37e+08,3.12e+08,5.25e+08,3.813e+09,3.813e+09,2.393e+09,4.44e+08,4.44e+08,7.487e+09,3.53e+09,2.0338e+10,1.3478e+10,5.41e+09,4.43e+08,1.007e+09,2.3868e+10,3.1355e+10,2.223e+09,1.885e+09,3.38e+08,2.341e+09,8.46e+08,1.495e+09,1.745e+09,1.745e+09,6.309e+09,6.264e+09,3.188e+09,1.942e+09,1.578e+09,3.64e+08,3.16e+08,9.3e+08,9.452e+09,1.5761e+10,1.5552e+10,4.2e+07,1.5594e+10,3.1355e+10,5.17e+08,2.28e+08,-1.05e+08,-6.6e+07,5.74e+08,-1.3e+08,-2.27e+08,-3.57e+08,-2.74e+08,3.49e+08,-1.99e+08,-2e+06,-1.26e+08,9.1e+07,90999999.9999999,-1000000.00000001,89999999.9999999,8.71e+08,8.605e+09,7.3e+08,0.32814,0.12529,0.10055,0.03309,0.01646,1.41473,1.18672,1.01071,0.27444,1.15617,1.15025,11.49899,34.84652,1.63567,0.61394,0.02885,0.02665,0.53101,8.91848,12.08087
"23","2017_Q4",67.8628571428571,"Up",5.211e+09,-3.466e+09,1.745e+09,-1.049e+09,-9.02e+08,-1.47e+08,6.96e+08,-7.9e+07,-6e+07,-1.9e+07,6.17e+08,1.694e+09,-2.93e+08,1.401e+09,1.401e+09,0,1.401e+09,1.401e+09,1.634e+09,7.91e+08,8.43e+08,3.962e+09,3.962e+09,2.457e+09,3.96e+08,3.96e+08,8.449e+09,3.486e+09,2.079e+10,1.3545e+10,5.354e+09,2.64e+08,1.627e+09,2.4276e+10,3.2725e+10,2.473e+09,2.039e+09,4.34e+08,1.499e+09,5e+06,1.494e+09,1.928e+09,1.928e+09,5.9e+09,7.273e+09,2.916e+09,1.694e+09,1.328e+09,3.66e+08,3.27e+08,8.95e+08,1.0189e+10,1.6089e+10,1.6593e+10,4.3e+07,1.6636e+10,3.2725e+10,1.401e+09,2.32e+08,-1.206e+09,3.23e+08,7.5e+08,-1.05e+08,-3.44e+08,1.51e+08,-2.66e+08,1.58e+08,-3.14e+08,-4e+06,-4.26e+08,4.75e+08,4.75e+08,4e+06,4.79e+08,9.28e+08,8.772e+09,1.439e+09,0.33487,0.13356,0.26885,0.08421,0.04281,1.02712,1.43203,0.96712,0.26805,3.16539,3.1469,11.77361,37.48983,3.25124,0.60099,0.05885,0.0508,0.18986,7.69181,10.25575
"24","2018_Q1",71.9739344262295,"Up",5.213e+09,-3.535e+09,1.678e+09,-1.001e+09,-8.57e+08,-1.44e+08,6.77e+08,-4.2e+07,-6.5e+07,2.3e+07,6.35e+08,6.35e+08,-1e+06,6.34e+08,6.34e+08,3.49245965480804e-10,6.34e+08,6.34e+08,1.095e+09,5.61e+08,5.34e+08,3.943e+09,3.943e+09,2.62e+09,6.79e+08,6.79e+08,8.337e+09,3.502e+09,2.0784e+10,1.3568e+10,5.265e+09,2.53e+08,1.698e+09,2.4286e+10,3.2623e+10,2.619e+09,2.166e+09,4.53e+08,5.84e+08,6e+06,5.78e+08,1.872e+09,1.872e+09,5.075e+09,7.167e+09,3.091e+09,1.588e+09,1.226e+09,3.62e+08,5.38e+08,9.65e+08,1.0258e+10,1.5333e+10,1.7253e+10,3.7e+07,1.729e+10,3.2623e+10,6.34e+08,2.29e+08,-60000000.0000002,75999999.9999999,8.79e+08,-1.69e+08,3.8e+08,2.18e+08,-2.65e+08,-1.001e+09,-5.4e+07,-7e+06,-1.327e+09,-2.3e+08,-2.3e+08,0,-2.3e+08,9.06e+08,7.751e+09,8.14e+08,0.32189,0.12987,0.12162,0.03667,0.01943,1.28391,1.64276,0.88681,0.23759,1.43993,1.43051,11.83965,39.18465,1.84874,0.60186,0.03196,0.02894,0.41798,7.34658,9.83161
"25","2018_Q2",68.646875,"Down",5.251e+09,-3.573e+09,1.678e+09,-1.045e+09,-8.89e+08,-1.56e+08,6.33e+08,-6.8e+07,-7e+07,2e+06,5.65e+08,5.65e+08,-7.8e+07,4.87e+08,4.87e+08,1e+06,4.88e+08,4.88e+08,8.27e+08,3.17e+08,5.1e+08,4.005e+09,4.005e+09,2.745e+09,5.52e+08,5.52e+08,8.129e+09,3.543e+09,2.0996e+10,1.3698e+10,5.206e+09,3.56e+08,1.736e+09,2.4539e+10,3.2668e+10,2.503e+09,2.203e+09,3e+08,1.032e+09,1.85e+08,8.47e+08,1.861e+09,1.861e+09,5.396e+09,6.845e+09,3.126e+09,1.584e+09,1.225e+09,3.59e+08,5.57e+08,9.85e+08,9.971e+09,1.5367e+10,1.7263e+10,3.8e+07,1.7301e+10,3.2668e+10,4.87e+08,2.3e+08,-5.7e+07,-3.21e+08,3.39e+08,-1.31e+08,-6e+06,-1.37e+08,-2.84e+08,1.46e+08,-2.81e+08,-2.4e+07,-4.43e+08,-2.41e+08,-2.41e+08,-3e+06,-2.44e+08,8.63e+08,7.877e+09,4.89e+08,0.31956,0.12055,0.09293,0.02821,0.01494,1.00205,1.50649,0.88821,0.24112,1.11212,1.10482,11.96673,39.34139,1.1144,0.64722,0.02728,0.01728,0.58197,8.16918,11.13744
"26","2018_Q3",73.2174603174603,"Up",5.487e+09,-3.671e+09,1.816e+09,-1.046e+09,-9.01e+08,-1.45e+08,7.7e+08,-7.6e+07,-6.8e+07,-8e+06,6.94e+08,6.94e+08,-8.3e+07,6.11e+08,6.11e+08,-1e+06,6.1e+08,6.1e+08,4.92e+08,2.56e+08,2.36e+08,4.092e+09,4.092e+09,2.753e+09,5.76e+08,5.76e+08,7.913e+09,3.462e+09,2.049e+10,1.3427e+10,5.05e+09,2.96e+08,1.717e+09,2.3952e+10,3.1865e+10,2.545e+09,2.192e+09,3.53e+08,9.32e+08,5.04e+08,4.28e+08,1.91e+09,1.91e+09,5.387e+09,6.753e+09,3e+09,1.528e+09,1.174e+09,3.54e+08,4.86e+08,9.86e+08,9.753e+09,1.514e+10,1.669e+10,3.5e+07,1.6725e+10,3.1865e+10,6.11e+08,2.27e+08,-1.36e+08,-2.03e+08,4.99e+08,-1.49e+08,2.49e+08,1e+08,-2.94e+08,-1.32e+08,-2.98e+08,-1e+06,-7.25e+08,-1.26e+08,-1.26e+08,6.5e+07,-6.1e+07,9.97e+08,7.685e+09,7.28e+08,0.33096,0.14033,0.11117,0.03647,0.01914,1.19344,1.46891,0.90523,0.24117,1.40165,1.39492,12.608,38.35018,1.67279,0.67555,0.03298,0.02656,0.48197,7.21464,9.34156
"27","2018_Q4",67.4990476190476,"Down",5.412e+09,-3.597e+09,1.815e+09,-1.027e+09,-8.89e+08,-1.38e+08,7.88e+08,-7.4e+07,-6.7e+07,-7e+06,7.14e+08,4.39e+08,-2.3e+07,4.16e+08,4.16e+08,0,4.16e+08,4.16e+08,5.05e+08,3.27e+08,1.78e+08,4.027e+09,4.027e+09,2.835e+09,5e+08,5e+08,7.867e+09,3.446e+09,2.0315e+10,1.3385e+10,4.949e+09,2.41e+08,1.74e+09,2.3761e+10,3.1628e+10,2.592e+09,2.165e+09,4.27e+08,5.08e+08,82000000.0000001,4.26e+08,2.167e+09,2.167e+09,5.267e+09,6.737e+09,2.835e+09,1.504e+09,1.16e+09,3.44e+08,3.47e+08,9.84e+08,9.572e+09,1.4839e+10,1.6754e+10,3.5e+07,1.6789e+10,3.1628e+10,4.16e+08,2.23e+08,-1.43e+08,5.04e+08,1e+09,-1.31e+08,-8.8e+07,-2.19e+08,-2.86e+08,-4.2e+08,7e+06,-1e+06,-7e+08,8.1e+07,8.1e+07,-1e+07,7.1e+07,1.011e+09,7.245e+09,1.407e+09,0.33537,0.1456,0.07687,0.02478,0.01315,3.38221,1.49364,0.88385,0.22907,0.95963,0.95347,12.48443,38.64821,3.24567,0.65975,0.02613,0.05237,0.6875,6.66667,8.5533
"28","2019_Q1",69.234262295082,"Up",5.459e+09,-3.67e+09,1.789e+09,-1.014e+09,-8.69e+08,-1.45e+08,7.75e+08,-4.9e+07,-5.3e+07,4e+06,7.26e+08,7.26e+08,-9.4e+07,6.32e+08,6.32e+08,-1e+06,6.31e+08,6.31e+08,4.4e+08,2.83e+08,1.57e+08,3.858e+09,3.858e+09,2.785e+09,5.07e+08,5.07e+08,7.59e+09,3.467e+09,2.0035e+10,1.3328e+10,4.846e+09,2.93e+08,1.568e+09,2.3502e+10,3.1092e+10,2.587e+09,2.13e+09,4.57e+08,7.53e+08,4.14e+08,3.39e+08,1.814e+09,1.814e+09,5.154e+09,6.768e+09,3.025e+09,1.625e+09,1.304e+09,3.21e+08,3.49e+08,1.051e+09,9.793e+09,1.4947e+10,1.611e+10,3.5e+07,1.6145e+10,3.1092e+10,6.32e+08,2.23e+08,2.29e+08,-2.64e+08,8.2e+08,-1.54e+08,12000000.0000001,-1.42e+08,-2.85e+08,2.42e+08,-6.7e+08,-1.86264514923096e-09,-7.13e+08,-3.5e+07,-3.5e+07,-9e+06,-4.4e+07,9.98e+08,7.521e+09,6.74e+08,0.32772,0.14197,0.11559,0.03908,0.02029,1.06815,1.47264,0.9258,0.2419,1.46847,1.45963,12.70421,37.49127,1.56854,0.66325,0.03432,0.02525,0.45166,7.09519,9.13677
"29","2019_Q2",74.3598412698413,"Up",5.305e+09,-3.573e+09,1.732e+09,-1.073e+09,-9.17e+08,-1.56e+08,6.59e+08,-5.6e+07,-6.6e+07,1e+07,6.03e+08,6.03e+08,-8.1e+07,5.22e+08,5.22e+08,0,5.22e+08,5.22e+08,4.46e+08,3.03e+08,1.43e+08,3.865e+09,3.865e+09,2.897e+09,5.36e+08,5.36e+08,7.744e+09,3.473e+09,2.0432e+10,1.3318e+10,4.754e+09,3.09e+08,2.051e+09,2.3905e+10,3.1649e+10,2.576e+09,2.274e+09,3.02e+08,7.83e+08,7.41e+08,4.2e+07,1.927e+09,1.927e+09,5.286e+09,6.782e+09,3.311e+09,1.585e+09,1.265e+09,3.2e+08,3.6e+08,1.366e+09,1.0093e+10,1.5379e+10,1.6236e+10,3.4e+07,1.627e+10,3.1649e+10,5.22e+08,2.21e+08,-4.7e+07,-1.45e+08,5.51e+08,-1.49e+08,8.1e+07,-6.8e+07,-3.02e+08,2.7e+07,-1.6e+08,-3.6e+07,-4.71e+08,1.2e+07,1.2e+07,8e+06,2e+07,8.8e+08,7.565e+09,6.67e+08,0.32648,0.12422,0.0984,0.03208,0.01649,1.27778,1.465,0.94524,0.23903,1.23113,1.22564,12.51179,38.29245,1.57311,0.71226,0.03035,0.02457,0.57854,8.08977,10.80273
