"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_income","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","deferred_policy_acquisition_costs","other_assets","total_assets","short_term_debt","other_short_term_liabilities","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","change_in_insurance_reserves","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",133.322063492064,"Up",9.467e+09,7.402e+09,2.76e+08,1.789e+09,1.138e+09,7.3e+07,5.78e+08,-3.473e+09,8.98e+08,8.54e+08,8.54e+08,-3.23e+08,5.31e+08,5.31e+08,2e+06,5.33e+08,5.33e+08,2.4408e+10,3.075e+09,2.62e+09,3.309e+09,1.486e+09,1.554e+09,2.4745e+10,5.8122e+10,9.99e+08,6.851e+09,5.062e+09,8.392e+09,4.7081e+10,2.897e+09,7.4e+07,2.823e+09,-1.656e+09,1.0635e+10,-9.34e+08,1.0942e+10,9.9e+07,1.1041e+10,5.8122e+10,5.31e+08,5.31e+08,1.51e+08,-1.17e+08,1.72e+08,7.37e+08,2.63e+08,-1.97e+08,-4.9e+07,8.89e+08,-3.14e+08,9.9e+07,-4.13e+08,2.5e+07,5.3e+08,1.218e+09,1.218e+09,-1.8e+07,1.2e+09,1.049e+09,6.061e+09,0.09486,0.0563,0.04827,0.00917,4.2642,0.10428,2.04022,2.04022,36.23788,41.88389,0.0104,3.28027,3.83185
"22","2015_Q3",140.1240625,"Up",9.492e+09,7.432e+09,2.97e+08,1.763e+09,1.117e+09,2.1e+07,6.25e+08,-3.411e+09,9.75e+08,9.36e+08,9.36e+08,-3.52e+08,5.84e+08,5.84e+08,4e+06,5.88e+08,5.88e+08,2.3819e+10,3.007e+09,1.969e+09,3.79e+09,1.502e+09,1.588e+09,2.4464e+10,5.7132e+10,1.5e+08,6.686e+09,5.046e+09,8.311e+09,4.5753e+10,2.909e+09,7.4e+07,2.835e+09,-1.672e+09,1.1178e+10,-1.125e+09,1.129e+10,8.9e+07,1.1379e+10,5.7132e+10,5.84e+08,5.84e+08,1.51e+08,2.7e+07,-3.16e+08,4.46e+08,3.06e+08,-2.22e+08,-47000000.0000001,-9.43e+08,-9.4e+07,2.9e+07,-1.23e+08,1.1e+07,-1.05e+09,-6.51e+08,-6.51e+08,-7.45058059692383e-09,-6.51e+08,1.126e+09,5.196e+09,0.10272,0.06195,0.05167,0.01029,4.02083,0.09095,2.2607,2.2607,36.49408,43.40688,0.01166,2.8659,3.30974
"23","2015_Q4",132.6646875,"Down",9.389e+09,7.347e+09,2.85e+08,1.757e+09,1.104e+09,1e+07,6.43e+08,-3.401e+09,9.17e+08,8.78e+08,8.78e+08,-3.34e+08,5.44e+08,5.44e+08,3e+06,5.47e+08,5.47e+08,2.3899e+10,2.953e+09,2.381e+09,3.804e+09,1.483e+09,1.548e+09,2.3794e+10,5.6909e+10,1.49e+08,6.454e+09,5.056e+09,7.908e+09,4.5055e+10,2.919e+09,7.4e+07,2.845e+09,-1.636e+09,1.1706e+10,-1.215e+09,1.1774e+10,8e+07,1.1854e+10,5.6909e+10,5.44e+08,5.44e+08,1.49e+08,-1.9e+07,-6e+07,6.14e+08,-1e+07,-8e+07,-2.01e+08,-5e+06,8e+06,8e+06,0,3e+06,1.7e+07,4.3e+08,4.3e+08,-1.8e+07,4.12e+08,1.066e+09,5.205e+09,0.09767,0.05826,0.04614,0.00961,3.80083,0.09146,2.09965,2.09965,36.0396,45.1944,0.01084,2.64916,3.07961
"24","2016_Q1",132.555245901639,"Down",9.528e+09,7.461e+09,2.95e+08,1.772e+09,1.129e+09,-4.7e+07,6.9e+08,-3.633e+09,6.8e+08,6.59e+08,6.59e+08,-2.41e+08,4.18e+08,4.18e+08,8e+06,4.26e+08,4.26e+08,2.4713e+10,3.204e+09,1.968e+09,3.694e+09,1.534e+09,1.659e+09,2.352e+10,5.7088e+10,1.49e+08,6.493e+09,5.02e+09,7.833e+09,4.4975e+10,2.933e+09,7.4e+07,2.859e+09,-1.769e+09,1.2121e+10,-1.25e+09,1.2035e+10,7.8e+07,1.2113e+10,5.7088e+10,4.18e+08,4.18e+08,1.34e+08,1.99e+08,3.85e+08,1.136e+09,-1.186e+09,-1e+08,-1.439e+09,8.1e+07,-1.17e+08,1.8e+07,-1.35e+08,3.1e+07,-1.06e+08,-4.09e+08,-4.09e+08,-4e+06,-4.13e+08,8.14e+08,5.169e+09,0.07137,0.04471,0.03517,0.00746,3.71295,0.09054,1.63528,1.63528,36.57497,46.19855,0.00842,3.93243,4.70735
"25","2016_Q2",127.46578125,"Down",9.884e+09,7.746e+09,2.72e+08,1.866e+09,1.201e+09,-3.2e+07,6.97e+08,-3.689e+09,8.6e+08,8.19e+08,8.19e+08,-3.05e+08,5.14e+08,5.14e+08,5e+06,5.19e+08,5.19e+08,2.5447e+10,3.318e+09,2.401e+09,3.956e+09,1.534e+09,1.743e+09,2.3803e+10,5.8884e+10,3.99e+08,6.746e+09,4.791e+09,7.985e+09,4.6127e+10,2.948e+09,7.4e+07,2.874e+09,-1.826e+09,1.2541e+10,-9.88e+08,1.2675e+10,8.2e+07,1.2757e+10,5.8884e+10,5.14e+08,5.14e+08,1.58e+08,1.3e+07,2.36e+08,9.21e+08,-2.47e+08,-1e+06,-3.6e+08,-6e+06,-1.29e+08,1e+07,-1.39e+08,4e+07,-1.46e+08,4.15e+08,4.15e+08,1.8e+07,4.33e+08,1.018e+09,5.19e+09,0.08701,0.05251,0.04068,0.00881,3.61582,0.08814,2.00041,2.00041,38.09641,48.85391,0.00995,2.73969,3.24302
"26","2016_Q3",126.06046875,"Down",9.96e+09,7.654e+09,2.94e+08,2.012e+09,1.197e+09,6.7e+07,7.48e+08,-3.703e+09,8.5e+08,8.13e+08,8.13e+08,-3.1e+08,5.03e+08,5.03e+08,7e+06,5.1e+08,5.1e+08,2.5863e+10,3.33e+09,2.454e+09,4.329e+09,1.556e+09,1.785e+09,2.3519e+10,5.9506e+10,3e+08,6.569e+09,4.789e+09,7.97e+09,4.6071e+10,2.953e+09,7.4e+07,2.879e+09,-1.799e+09,1.3046e+10,-8.44e+08,1.3356e+10,7.9e+07,1.3435e+10,5.9506e+10,5.03e+08,5.03e+08,1.52e+08,-6.9e+07,-2.4e+08,3.46e+08,-5.1e+07,-1.9e+07,-2.12e+08,-1.05e+08,4e+06,4e+06,0,3.6e+07,-7.7e+07,5.7e+07,5.7e+07,-4e+06,53000000.0000001,1.002e+09,5.089e+09,0.08534,0.0512,0.03796,0.00857,3.42918,0.08552,1.96532,1.96532,38.3815,51.46821,0.00963,2.62974,3.1
"27","2016_Q4",126.334126984127,"Up",9.88e+09,7.605e+09,2.82e+08,1.993e+09,1.156e+09,7.5e+07,7.62e+08,-3.771e+09,7.79e+08,7.42e+08,7.42e+08,-2.9e+08,4.52e+08,4.52e+08,4e+06,4.56e+08,4.56e+08,2.7101e+10,3.847e+09,3.224e+09,3.577e+09,1.561e+09,1.876e+09,2.3423e+10,6.0762e+10,2.71e+08,6.374e+09,4.78e+09,8.156e+09,4.6712e+10,2.958e+09,7.4e+07,2.884e+09,-1.756e+09,1.3487e+10,-7.15e+08,1.3974e+10,7.6e+07,1.405e+10,6.0762e+10,4.52e+08,4.52e+08,1.5e+08,-2.8e+07,1.338e+09,1.912e+09,-8.07e+08,-2.07e+08,-1.122e+09,-3.2e+07,9e+06,9e+06,0,1.5e+07,-3.2e+07,7.58e+08,7.58e+08,1.2e+07,7.7e+08,9.29e+08,5.051e+09,0.07885,0.04615,0.03246,0.0075,3.3247,0.08313,1.75551,1.75551,38.03599,53.79705,0.00838,1.96663,2.34531
"28","2017_Q1",142.287258064516,"Up",1.0283e+10,7.819e+09,2.99e+08,2.165e+09,1.347e+09,5.9e+07,7.59e+08,-2.5587e+10,7.68e+08,6.05e+08,6.05e+08,-2.31e+08,3.74e+08,3.74e+08,8e+06,3.82e+08,3.82e+08,2.6815e+10,3.605e+09,3.185e+09,3.077e+09,1.536e+09,1.818e+09,2.2929e+10,5.936e+10,2.76e+08,6.414e+09,4.756e+09,7.94e+09,4.5575e+10,2.966e+09,7.4e+07,2.892e+09,-1.716e+09,1.3855e+10,-1.382e+09,1.3723e+10,6.2e+07,1.3785e+10,5.936e+10,3.74e+08,3.74e+08,1.5e+08,-9e+07,4.13e+08,8.47e+08,-1.219e+09,-2.3e+07,-8.8e+08,-5e+06,1.3e+07,1.3e+07,7.45058059692383e-09,7e+06,3e+07,-2999999.99999964,-2999999.99999964,-3.6e+07,-39000000.0000001,9.18e+08,5.032e+09,0.07469,0.03715,0.02771,0.00644,3.30613,0.08477,1.46987,1.46987,39.5672,52.80372,0.00721,2.01198,2.40495
"29","2017_Q2",155.16253968254,"Up",1.0474e+10,8.151e+09,3.03e+08,2.02e+09,1.264e+09,4.6e+07,7.1e+08,-4.022e+09,9.22e+08,8.9e+08,8.9e+08,-2.97e+08,5.93e+08,5.93e+08,5e+06,5.98e+08,5.98e+08,2.7259e+10,3.199e+09,4.155e+09,3.154e+09,1.519e+09,1.982e+09,2.3078e+10,6.1147e+10,1.42e+08,6.667e+09,4.621e+09,8.197e+09,4.6862e+10,2.986e+09,7.4e+07,2.912e+09,-1.864e+09,1.4356e+10,-1.252e+09,1.4226e+10,5.9e+07,1.4285e+10,6.1147e+10,5.93e+08,5.93e+08,1.46e+08,-9.7e+07,9.37e+08,1.579e+09,8.1e+07,-1.07e+08,-1.17e+08,-2.6e+08,-2.01e+08,3.8e+07,-2.39e+08,-1.1e+07,-5.15e+08,9.47e+08,9.47e+08,2.3e+07,9.7e+08,1.068e+09,4.763e+09,0.08803,0.05709,0.04186,0.00978,3.2805,0.07789,2.302,2.302,40.31966,54.76299,0.01098,0.56929,0.65944
"30","2017_Q3",171.952063492064,"Up",1.0425e+10,8.057e+09,3.08e+08,2.06e+09,1.252e+09,5.1e+07,7.57e+08,-3.747e+09,1.162e+09,1.134e+09,1.134e+09,-3.24e+08,8.1e+08,8.1e+08,3e+06,8.13e+08,8.13e+08,2.7932e+10,3.043e+09,3.611e+09,3.419e+09,1.509e+09,2.011e+09,2.3256e+10,6.1738e+10,1.41e+08,6.601e+09,4.622e+09,8.468e+09,4.7133e+10,2.996e+09,7.4e+07,2.922e+09,-2.406e+09,1.5102e+10,-1.146e+09,1.4546e+10,5.9e+07,1.4605e+10,6.1738e+10,8.1e+08,8.1e+08,1.4e+08,1.6e+07,-2.69e+08,6.97e+08,-4.11e+08,-1.01e+08,-6.15e+08,-4e+06,-6.18e+08,3.8e+07,-6.56e+08,-3.6e+07,-6.28e+08,-5.46e+08,-5.46e+08,2000000.00000001,-5.44e+08,1.302e+09,4.763e+09,0.11146,0.07799,0.05567,0.01317,3.22718,0.07715,3.15053,3.15053,40.39883,56.36848,0.01475,0.88479,0.99139
"31","2017_Q4",192.206507936508,"Up",1.0489e+10,8.075e+09,2.98e+08,2.116e+09,1.266e+09,1.17e+08,7.33e+08,-4.18e+09,8.52e+08,8.24e+08,8.24e+08,-2.62e+08,5.62e+08,5.62e+08,-2e+06,5.6e+08,5.6e+08,2.8245e+10,2.976e+09,3.656e+09,3.308e+09,1.526e+09,2.073e+09,2.3128e+10,6.1936e+10,1.41e+08,6.802e+09,5.207e+09,8.432e+09,4.7739e+10,3.003e+09,7.4e+07,2.929e+09,-3.324e+09,1.559e+10,-1.124e+09,1.4145e+10,5.2e+07,1.4197e+10,6.1936e+10,5.62e+08,5.62e+08,1.39e+08,1.88e+08,3.46e+08,1.235e+09,-1.25e+08,-9.7e+07,-3.68e+08,5.82e+08,-1.031e+09,3.5e+07,-1.066e+09,-6.7e+07,-8.25e+08,4.2e+07,4.2e+07,3e+06,4.5e+07,9.91e+08,5.348e+09,0.08123,0.05339,0.03944,0.00904,3.36261,0.08635,2.2104,2.2104,41.40155,55.83229,0.01016,1.70737,1.98592
"32","2018_Q1",187.694590163934,"Down",1.0655e+10,8.208e+09,3.17e+08,2.13e+09,1.328e+09,2.3e+07,7.79e+08,-2.5915e+10,1.243e+09,1.079e+09,7.58e+08,-4.91e+08,2.67e+08,2.67e+08,-1e+06,2.66e+08,2.66e+08,2.8619e+10,2.8619e+10,2.972e+09,3.155e+09,1.563e+09,2.237e+09,2.3213e+10,6.1759e+10,2.4e+08,7.29e+09,5.199e+09,2.8953e+10,4.7999e+10,3.014e+09,7.4e+07,2.94e+09,-4.021e+09,1.58e+10,-1.082e+09,1.3711e+10,4.9e+07,1.376e+10,6.1759e+10,2.67e+08,2.67e+08,1.41e+08,1.34e+08,3.3e+07,5.75e+08,-9.03e+08,-4e+07,-6.03e+08,92999999.9999999,-7.44e+08,2e+07,-7.64e+08,-1.9e+07,-6.83e+08,-7.11e+08,-7.11e+08,2.7e+07,-6.84e+08,1.384e+09,5.439e+09,0.11666,0.02496,0.01933,0.00431,3.4883,0.08807,1.06778,1.06778,42.77158,55.03906,0.00488,1.78251,1.98471
"33","2018_Q2",167.213125,"Down",1.138e+10,8.999e+09,3.29e+08,2.052e+09,1.368e+09,-3.3e+07,7.17e+08,-1.0105e+10,1.275e+09,1.218e+09,1.218e+09,-3.01e+08,9.17e+08,9.17e+08,-2e+06,9.15e+08,9.15e+08,2.9864e+10,3.318e+09,2.771e+09,3.455e+09,1.552e+09,2.315e+09,2.3184e+10,6.3141e+10,1.1e+08,7.825e+09,5.191e+09,8.253e+09,4.8897e+10,3.037e+09,7.4e+07,2.963e+09,-4.228e+09,1.6933e+10,-1.547e+09,1.4195e+10,4.9e+07,1.4244e+10,6.3141e+10,9.17e+08,9.17e+08,1.4e+08,-4.2e+07,1.01e+09,2.025e+09,-1.625e+09,-7.5e+07,-1.7e+09,-1.34e+08,-2.9e+08,2e+07,-3.1e+08,-1.4e+07,-5.3e+08,-2.05e+08,-2.05e+08,4e+06,-2.01e+08,1.415e+09,5.301e+09,0.11204,0.0804,0.06424,0.01449,3.43281,0.08395,3.72272,3.72272,46.30006,57.75302,0.01654,1.78799,1.98431
"34","2018_Q3",179.070158730159,"Up",1.1477e+10,9.012e+09,3.52e+08,2.113e+09,1.358e+09,-3e+06,7.58e+08,-1.0319e+10,1.158e+09,1.102e+09,1.102e+09,-2.94e+08,8.08e+08,8.08e+08,-2e+06,8.06e+08,8.06e+08,2.9339e+10,3.32e+09,3.634e+09,3.412e+09,1.554e+09,2.3e+09,2.2863e+10,6.3102e+10,1.09e+08,7.406e+09,5.195e+09,8.287e+09,4.832e+10,3.048e+09,7.4e+07,2.974e+09,-4.184e+09,1.7722e+10,-1.843e+09,1.4743e+10,3.9e+07,1.4782e+10,6.3102e+10,8.08e+08,8.08e+08,1.36e+08,-1.7e+07,68000000.0000002,9.95e+08,-41999999.9999998,-5.7e+07,-99000000.0000005,-1999999.99999905,7e+06,7e+06,0,-6e+06,-12000000.000001,884000000.000001,884000000.000001,-2.1e+07,8.63e+08,1.294e+09,5.304e+09,0.1009,0.07023,0.05453,0.01277,3.26884,0.08405,3.28524,3.28524,46.77998,60.09212,0.01447,1.29057,1.44214
"35","2018_Q4",201.515238095238,"Up",1.1457e+10,8.994e+09,3.55e+08,2.108e+09,1.361e+09,0,7.47e+08,-1.0325e+10,1.132e+09,1.033e+09,1.033e+09,-2.59e+08,7.74e+08,7.74e+08,-2e+06,7.72e+08,7.72e+08,2.8976e+10,3.262e+09,2.4032e+10,3.609e+09,1.559e+09,2.35e+09,2.243e+10,8.2956e+10,9e+06,7.541e+09,2.5041e+10,8.162e+09,6.7371e+10,3.059e+09,7.4e+07,2.985e+09,-4.121e+09,1.8474e+10,-1.857e+09,1.5555e+10,3e+07,1.5585e+10,8.2956e+10,7.74e+08,7.74e+08,1.62e+08,-2.4e+07,-2.88e+08,6.24e+08,1.7e+08,-4.5e+07,1.25e+08,1.978e+10,1.4e+07,1.4e+07,0,-3.6e+07,1.9657e+10,2.0406e+10,2.0406e+10,-8e+06,2.0398e+10,1.294e+09,2.505e+10,0.0988,0.06738,0.04953,0.00931,4.32281,0.30197,3.13677,3.13677,46.55179,63.20268,0.01024,0.78671,0.89929
"36","2019_Q1",176.423770491803,"Down",1.4255e+10,9.108e+09,4.44e+08,4.703e+09,1.491e+09,-4.5e+07,3.257e+09,-1.3741e+10,5.14e+08,2.28e+08,2.28e+08,-8.1e+07,1.47e+08,1.47e+08,-3e+06,1.44e+08,1.44e+08,2.8974e+10,2.8974e+10,3.855e+09,1.0473e+10,4.562e+09,2.821e+09,1.02541e+11,1.53226e+11,2.955e+09,3.5062e+10,3.9523e+10,2.7813e+10,1.12154e+11,2.7755e+10,4e+06,2.7751e+10,-1.04e+08,1.5088e+10,-1.711e+09,4.1028e+10,4.4e+07,4.1072e+10,1.53226e+11,1.47e+08,1.47e+08,2.57e+08,9.8e+07,-3.76e+08,1.26e+08,-1.01e+08,-2.4603e+10,-2.4704e+10,4.568e+09,-5000000.00000001,2.7e+07,-3.2e+07,-5.5e+07,4.4e+09,-2.0178e+10,-2.0178e+10,1e+06,-2.0177e+10,7.71e+08,4.2478e+10,0.03606,0.0101,0.00351,0.00094,2.73067,0.27722,0.54616,0.54616,54.06605,155.61009,0.00122,50.09468,75.14202
"37","2019_Q2",151.41619047619,"Down",3.7956e+10,9.971e+09,3.46e+08,2.7639e+10,2.45e+09,1e+07,2.5179e+10,-3.5716e+10,2.24e+09,1.788e+09,1.788e+09,-4.16e+08,1.372e+09,1.372e+09,-4e+06,1.368e+09,1.368e+09,2.8919e+10,2.8919e+10,4.976e+09,1.0941e+10,4.523e+09,2.817e+09,1.02172e+11,1.54348e+11,2.915e+09,3.6229e+10,3.7571e+10,2.8122e+10,1.11897e+11,2.7859e+10,4e+06,2.7855e+10,-5.95e+08,1.6426e+10,-1.282e+09,4.2408e+10,4.3e+07,4.2451e+10,1.54348e+11,1.372e+09,1.372e+09,8.97e+08,-1.4e+08,1.063e+09,3.192e+09,5.86e+08,-1.11e+08,4.75e+08,-2.048e+09,-4.09e+08,5.3e+07,-4.62e+08,-4e+06,-2.534e+09,1.133e+09,1.133e+09,-1.2e+07,1.121e+09,3.137e+09,4.0486e+10,0.05902,0.03604,0.03223,0.00886,2.63591,0.2623,3.56228,3.56228,98.83757,110.4306,0.01158,11.31973,15.85268
"38","2019_Q3",157.24765625,"Up",3.8842e+10,9.803e+09,3.4e+08,2.8699e+10,2.388e+09,2.3e+07,2.6288e+10,-3.6656e+10,2.186e+09,1.758e+09,1.758e+09,-3.48e+08,1.41e+09,1.41e+09,-2e+06,1.408e+09,1.408e+09,2.9845e+10,2.9845e+10,3.61e+09,1.17e+10,4.538e+09,2.821e+09,1.01887e+11,1.54401e+11,2.31e+09,3.5964e+10,3.6885e+10,2.8463e+10,1.10552e+11,2.7895e+10,4e+06,2.7891e+10,-9.49e+08,1.7834e+10,-9.65e+08,4.3815e+10,3.4e+07,4.3849e+10,1.54401e+11,1.41e+09,1.41e+09,9.14e+08,-4.4e+07,-1.241e+09,1.039e+09,-4.05e+08,-2.29e+08,-634000000.000004,-1.313e+09,-3.87e+08,1.7e+07,-4.04e+08,-4e+07,-1.773e+09,-1.368e+09,-1.368e+09,2e+06,-1.366e+09,3.1e+09,3.9195e+10,0.05628,0.03625,0.03211,0.00912,2.5212,0.25385,3.69585,3.69585,101.95607,115.00966,0.01189,11.47903,16.27859
"39","2019_Q4",177.148125,"Up",3.8607e+10,9.935e+09,3.49e+08,2.8323e+10,2.285e+09,5.1e+07,2.5987e+10,-3.6433e+10,2.174e+09,1.763e+09,1.763e+09,-4.09e+08,1.354e+09,1.354e+09,-3e+06,1.351e+09,1.351e+09,3.0275e+10,3.0275e+10,4.577e+09,1.1719e+10,4.448e+09,2.795e+09,1.01033e+11,1.54847e+11,4.712e+09,3.5758e+10,3.4041e+10,2.8423e+10,1.10114e+11,2.8119e+10,4e+06,2.8115e+10,-1.75e+09,1.9185e+10,-8.58e+08,4.4696e+10,3.7e+07,4.4733e+10,1.54847e+11,1.354e+09,1.354e+09,9.13e+08,-2.05e+08,3.99e+08,2.461e+09,-6.5e+07,-2.39e+08,-3.04e+08,-4.58e+08,-6.43e+08,3.1e+07,-6.74e+08,-7e+07,-1.173e+09,9.84e+08,9.84e+08,-1.7e+07,9.67e+08,3.087e+09,3.8753e+10,0.05631,0.03499,0.0302,0.00872,2.46158,0.25027,3.57142,3.57142,102.05905,118.15555,0.01134,11.07094,15.72033
"40","2020_Q1",187.439032258065,"Up",3.8338e+10,1.0005e+10,3.55e+08,2.7978e+10,2.24e+09,9.3e+07,2.5645e+10,-3.6684e+10,1.654e+09,1.263e+09,1.261e+09,-2.77e+08,9.84e+08,9.84e+08,-7e+06,9.77e+08,9.77e+08,2.2479e+10,2.2479e+10,4.619e+09,1.0716e+10,4.417e+09,2.958e+09,1.10585e+11,1.55774e+11,5.514e+09,3.6738e+10,3.1893e+10,3.1329e+10,1.10395e+11,2.831e+10,4e+06,2.8306e+10,-2.193e+09,2.0162e+10,-9.41e+08,4.5338e+10,4.1e+07,4.5379e+10,1.55774e+11,9.84e+08,9.84e+08,9.27e+08,-3.41e+08,1.223e+09,2.793e+09,2.225e+09,-1.446e+09,-2.71e+08,-1.356e+09,-3.24e+08,1.23e+08,-4.47e+08,-2.8e+07,-1.707e+09,8.15e+08,8.15e+08,1.9e+07,8.34e+08,2.581e+09,3.7407e+10,0.04314,0.02548,0.02153,0.00627,2.43273,0.24014,2.59844,2.59844,101.96412,120.58139,0.00833,12.7036,19.82346
"41","2020_Q2",183.346984126984,"Down",3.8381e+10,1.084e+10,3.53e+08,2.7188e+10,2.178e+09,-8.8e+07,2.5098e+10,-3.6408e+10,1.973e+09,1.582e+09,1.397e+09,-2.08e+08,1.189e+09,1.189e+09,-8e+06,1.181e+09,1.181e+09,2.1581e+10,2.1581e+10,4.452e+09,1.1735e+10,4.317e+09,2.959e+09,1.09667e+11,1.54711e+11,4.34e+09,3.7552e+10,3.2147e+10,3.0521e+10,1.0959e+11,2.8558e+10,4e+06,2.8554e+10,-3.25e+09,2.1298e+10,-1.527e+09,4.5079e+10,4.2e+07,4.5121e+10,1.54711e+11,1.189e+09,1.189e+09,6.93e+08,1.12e+08,-1.07e+08,1.887e+09,3.36e+08,-6.05e+08,-2.69e+08,-1.111e+09,-8.03e+08,1.53e+08,-9.56e+08,1.2e+07,-1.818e+09,-2e+08,-2e+08,-3.7e+07,-2.37e+08,2.666e+09,3.6487e+10,0.05141,0.03077,0.02617,0.00763,2.4288,0.23584,3.15237,3.15237,102.44796,120.3265,0.01008,12.01613,16.2367
"42","2020_Q3",170.10125,"Down",3.9303e+10,1.0406e+10,2.23e+08,2.8674e+10,2.072e+09,3.8e+07,2.6564e+10,-3.6626e+10,2.677e+09,2.303e+09,2.289e+09,-5.29e+08,1.76e+09,1.76e+09,-6e+06,1.754e+09,1.754e+09,2.2528e+10,2.2528e+10,7.185e+09,1.2694e+10,4.255e+09,3.042e+09,1.09924e+11,1.59628e+11,4.75e+09,3.9205e+10,3.1774e+10,3.1434e+10,1.12223e+11,2.8703e+10,4e+06,2.8699e+10,-3.601e+09,2.3052e+10,-7.88e+08,4.7366e+10,3.9e+07,4.7405e+10,1.59628e+11,1.76e+09,1.76e+09,6.94e+08,-1.22e+08,9.42e+08,3.274e+09,5.81e+08,-8.18e+08,-2.37e+08,1.1e+07,-2.92e+08,7.6e+07,-3.68e+08,3.4e+07,-3.12e+08,2.725e+09,2.725e+09,2.2e+07,2.747e+09,3.371e+09,3.6524e+10,0.06811,0.04463,0.037,0.01099,2.36732,0.22881,4.73163,4.73163,106.0246,127.77551,0.01469,8.70335,10.95966
"43","2020_Q4",189.5421875,"Up",4.0987e+10,1.0682e+10,2.97e+08,3.0008e+10,2.174e+09,3.2e+07,2.7802e+10,-3.8847e+10,2.14e+09,1.804e+09,1.804e+09,-4.06e+08,1.398e+09,1.398e+09,-1e+07,1.388e+09,1.388e+09,2.3276e+10,2.3276e+10,5.344e+09,1.3488e+10,4.203e+09,3.161e+09,1.10572e+11,1.60044e+11,6.449e+09,3.8713e+10,2.9537e+10,3.2024e+10,1.11946e+11,2.8781e+10,4e+06,2.8777e+10,-4.648e+09,2.444e+10,-5.41e+08,4.8032e+10,6.6e+07,4.8098e+10,1.60044e+11,1.398e+09,1.398e+09,7.02e+08,-3.57e+08,-8.48e+08,8.95e+08,-1.3e+07,-1.5e+08,-9.38e+08,-5.54e+08,-1.018e+09,1e+07,-1.028e+09,-1.3e+07,-1.682e+09,-1.725e+09,-1.725e+09,8e+06,-1.717e+09,2.842e+09,3.5986e+10,0.05221,0.03386,0.02886,0.00867,2.32746,0.22485,3.7804,3.7804,111.63344,130.82142,0.01144,10.78184,14.31869
"44","2021_Q1",215.684754098361,"Up",4.1879e+10,1.0699e+10,3.71e+08,3.0809e+10,2.337e+09,1.67e+08,2.8305e+10,-4.0367e+10,1.512e+09,1.175e+09,5.378e+09,-1.236e+09,4.142e+09,4.142e+09,-7e+06,4.135e+09,4.135e+09,2.4593e+10,2.4593e+10,1.0182e+10,1.2191e+10,4.205e+09,3.385e+09,1.00895e+11,1.55451e+11,3.374e+09,4.6216e+10,2.9545e+10,2.593e+10,1.05065e+11,2.8979e+10,4e+06,2.8975e+10,-6.372e+09,2.8575e+10,-8.61e+08,5.0321e+10,6.5e+07,5.0386e+10,1.55451e+11,4.142e+09,4.142e+09,7.13e+08,-4.479e+09,3.918e+09,4.294e+09,-2.92e+08,5.031e+09,4.42e+09,-3.082e+09,-1.553e+09,1.37e+08,-1.69e+09,1.1e+07,-4.721e+09,3.993e+09,3.993e+09,4.8e+07,4.041e+09,2.225e+09,3.2919e+10,0.0361,0.09874,0.08207,0.0266,2.0852,0.21176,11.4523,11.4523,115.98807,139.36903,0.03785,10.21888,15.0377
