"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",36.7973015873016,"Down",3.785e+09,-2.734e+09,1.051e+09,-5.89e+08,-2.16e+08,-3.42e+08,-3.1e+07,4.62e+08,-6.4e+07,-5.3e+07,-1.1e+07,3.98e+08,-6e+06,3.92e+08,-1.1e+07,3.81e+08,3.81e+08,3.81e+08,3.81e+08,2.201e+09,2.19e+09,1.909e+09,1.909e+09,1.071e+09,4.02e+08,2.77e+08,5.583e+09,2.156e+09,2.026e+09,4.99e+08,1.86e+08,4.182e+09,9.765e+09,2.596e+09,1.74e+09,8.56e+08,2.596e+09,3.809e+09,4.14e+08,4.14e+08,4.223e+09,6.819e+09,-2.619e+09,-1.5e+07,2.946e+09,2.946e+09,9.765e+09,3.81e+08,2.18e+08,5.6e+07,-5.3e+07,6.02e+08,-1.72e+08,9e+06,-6.19e+08,-1.24e+08,-1.44e+08,-1.2e+07,-4.2e+08,-4.37e+08,-4.37e+08,-4.44e+08,6.8e+08,3.809e+09,4.66e+08,0.27768,0.12206,0.10066,0.12933,0.03902,1.2231,2.15062,2.31466,0.39007,1.16514,1.13056,11.57492,9.00917,1.42508,0.07267,0.065,2.36471,3.48052
"22","2015_Q3",32.563125,"Down",3.696e+09,-2.669e+09,1.027e+09,-5.9e+08,-2.18e+08,-3.41e+08,-3.1e+07,4.37e+08,7.2e+07,-4.8e+07,1.2e+08,5.09e+08,6.16e+08,1.125e+09,-1.92e+08,9.33e+08,9.33e+08,9.33e+08,9.33e+08,3.302e+09,3.296e+09,1.829e+09,1.829e+09,1.129e+09,3.72e+08,2.49e+08,6.632e+09,2.155e+09,2.027e+09,4.98e+08,2.08e+08,4.182e+09,1.0814e+10,2.819e+09,1.736e+09,1.083e+09,2.819e+09,3.932e+09,3.48e+08,3.48e+08,4.28e+09,7.099e+09,-1.881e+09,-2.5e+07,3.715e+09,3.715e+09,1.0814e+10,9.33e+08,2.08e+08,6.8e+07,2.34e+08,1.443e+09,-2.15e+08,9000000.00000001,-2.34e+08,8.7e+07,-8e+06,0,-9.8e+07,1.111e+09,1.111e+09,1.106e+09,6.45e+08,3.932e+09,8.56e+08,0.27787,0.11824,0.25244,0.25114,0.08628,0.91747,2.35261,1.9109,0.3636,2.84451,2.77679,11.26829,11.32622,2.60976,0.13884,0.10707,0.97674,1.44165
"23","2015_Q4",25.9684375,"Down",3.33e+09,-2.375e+09,9.55e+08,-5.99e+08,-2.2e+08,-3.46e+08,-3.3e+07,3.56e+08,-3.8e+07,-4.7e+07,9e+06,3.18e+08,-1.4e+07,3.04e+08,-1.3e+07,2.91e+08,2.91e+08,2.91e+08,2.91e+08,2.61e+09,2.604e+09,1.769e+09,1.769e+09,1.083e+09,3.69e+08,2.48e+08,5.831e+09,2.182e+09,2.023e+09,4.99e+08,2.43e+08,4.205e+09,1.0036e+10,2.569e+09,1.683e+09,8.86e+08,3.043e+09,3.457e+09,3.45e+08,3.45e+08,3.802e+09,6.845e+09,-2.472e+09,-3.3e+07,3.191e+09,3.191e+09,1.0036e+10,2.91e+08,2.03e+08,2.3e+07,-1.43e+08,3.74e+08,-1.59e+08,0,-2.15e+08,-1e+06,-6.64e+08,-1.86264514923096e-09,-8.41e+08,-6.82e+08,-6.82e+08,-6.92e+08,5.59e+08,3.931e+09,2.7e+08,0.28679,0.10691,0.08739,0.09119,0.029,0.92784,1.9162,2.1451,0.39169,0.90093,0.88182,10.3096,9.87926,0.83591,0.06254,0.03616,2.36315,3.71067
"24","2016_Q1",22.4183606557377,"Down",2.928e+09,-2.152e+09,7.76e+08,-5.61e+08,-2.03e+08,-3.24e+08,-3.4e+07,2.15e+08,-5.8e+07,-5.3e+07,-5e+06,1.57e+08,-8e+06,1.49e+08,-1.2e+07,1.37e+08,1.37e+08,1.37e+08,1.37e+08,2.485e+09,2.479e+09,1.735e+09,1.735e+09,9.93e+08,3.55e+08,2.33e+08,5.568e+09,2.278e+09,1.999e+09,4.96e+08,2.59e+08,4.277e+09,9.845e+09,2.343e+09,1.54e+09,8.03e+08,2.343e+09,4.155e+09,3.29e+08,3.29e+08,4.484e+09,6.827e+09,-2.686e+09,-3e+07,3.018e+09,3.018e+09,9.845e+09,1.37e+08,2.12e+08,5.9e+07,-1.77e+08,2.31e+08,-2.01e+08,-1.86264514923096e-09,-2.19e+08,2.08e+08,-1.73e+08,0,-1.36e+08,-1.24e+08,-1.24e+08,-1.22e+08,4.27e+08,4.155e+09,6.1e+07,0.26503,0.07343,0.04679,0.04539,0.01392,0.44526,2.37644,2.26209,0.42204,0.43082,0.42679,9.20755,9.49057,0.19182,0.04106,0.00813,3.91101,7.76744
"25","2016_Q2",17.29265625,"Down",2.925e+09,-2.236e+09,6.89e+08,-5.44e+08,-1.82e+08,-3.28e+08,-3.4e+07,1.45e+08,-5.5e+07,-4.6e+07,-9e+06,9e+07,-5.9e+07,3.1e+07,3e+06,3.4e+07,3.4e+07,3.4e+07,3.4e+07,1.921e+09,1.915e+09,1.522e+09,1.522e+09,1.098e+09,3.41e+08,2.21e+08,4.882e+09,2.247e+09,1.95e+09,4.97e+08,2.5e+08,4.197e+09,9.079e+09,2.718e+09,1.89e+09,8.28e+08,2.718e+09,4.14e+09,2.99e+08,2.99e+08,4.439e+09,7.157e+09,-3.851e+09,-3e+07,1.922e+09,1.922e+09,9.079e+09,3.4e+07,2.08e+08,4.3e+07,5.39e+08,8.24e+08,-2.09e+08,0,-2.09e+08,-1.5e+07,-9.43e+08,-5.7e+07,-1.178e+09,-5.63e+08,-5.63e+08,-5.64e+08,3.53e+08,4.14e+09,6.8e+08,0.23556,0.04957,0.01162,0.01769,0.00374,20,1.79617,3.72373,0.456,0.11258,0.11039,9.68543,6.36424,2.25166,0.03097,0.1069,6.28612,15.30345
"26","2016_Q3",23.56578125,"Up",2.986e+09,-2.246e+09,7.4e+08,-4.94e+08,-1.59e+08,-3.04e+08,-3.1e+07,2.46e+08,-4.9e+07,-4.7e+07,-2e+06,1.97e+08,-1.7e+07,1.8e+08,-1.6e+07,1.64e+08,1.64e+08,1.64e+08,1.64e+08,1.264e+09,1.258e+09,1.398e+09,1.398e+09,1.046e+09,2.23e+08,2.23e+08,3.931e+09,2.23e+09,2.635e+09,6.17e+08,2.45e+08,4.865e+09,8.796e+09,2.539e+09,1.759e+09,7.8e+08,2.539e+09,4.14e+09,2.96e+08,2.96e+08,4.436e+09,6.975e+09,-3.983e+09,-3.2e+07,1.821e+09,1.821e+09,8.796e+09,1.64e+08,2.09e+08,3.3e+07,-2.4e+07,3.82e+08,-1.37e+08,-1.16415321826935e-10,-7.71e+08,0,-76999999.9999999,-1e+06,-2.66e+08,-6.55e+08,-6.55e+08,-6.57e+08,4.55e+08,4.14e+09,3.1e+08,0.24782,0.08238,0.05492,0.09006,0.01864,1.89024,1.54825,3.83031,0.47067,0.54849,0.54485,9.98662,6.0903,1.03679,0.05626,0.04954,6.32088,11.69106
"27","2016_Q4",27.5536507936508,"Up",2.595e+09,-2.071e+09,5.24e+08,-4.77e+08,-1.5e+08,-2.98e+08,-2.9e+07,4.7e+07,-1.8e+07,-4.7e+07,2.9e+07,2.9e+07,-1.9e+07,1e+07,-3e+07,-2e+07,-2e+07,-2e+07,-2e+07,1.199e+09,1.193e+09,1.25e+09,1.25e+09,9.28e+08,2.23e+08,2.23e+08,3.6e+09,2.165e+09,2.609e+09,6.19e+08,2.6e+08,4.774e+09,8.374e+09,2.259e+09,1.504e+09,7.55e+08,2.259e+09,4.13e+09,3.02e+08,3.02e+08,4.432e+09,6.691e+09,-4.192e+09,-2.8e+07,1.683e+09,1.683e+09,8.374e+09,-2e+07,1.98e+08,5.5e+07,-2.8e+07,2.05e+08,-9.5e+07,0,-8.5e+07,-7e+06,8e+06,-1e+06,-1.88e+08,-6.8e+07,-6.8e+07,-6.5e+07,2.45e+08,4.13e+09,1.52e+08,0.20193,0.01811,-0.00771,-0.01188,-0.00239,-7.6,1.59363,3.97564,0.49319,-0.06711,-0.06711,8.70805,5.64765,0.51007,0.02747,0.02486,11.96327,62.3617
"28","2017_Q1",33.2898387096774,"Up",2.654e+09,-1.992e+09,6.62e+08,-4.8e+08,-1.44e+08,-3.07e+08,-2.9e+07,1.82e+08,-4.9e+07,-5e+07,1e+06,1.33e+08,-8e+07,5.3e+07,1.7e+07,7e+07,7e+07,7e+07,7e+07,1.131e+09,1.125e+09,1.318e+09,1.318e+09,8.68e+08,2.16e+08,2.16e+08,3.533e+09,2.16e+09,2.52e+09,6.16e+08,2.19e+08,4.68e+09,8.213e+09,2.249e+09,1.517e+09,7.32e+08,2.249e+09,4.091e+09,2.8e+08,2.8e+08,4.371e+09,6.62e+09,-4.311e+09,-2.5e+07,1.593e+09,1.593e+09,8.213e+09,7e+07,2e+08,2.2e+07,-2.3e+07,2.69e+08,-1.46e+08,2.91038304567337e-11,-1.46e+08,0,1e+06,-1e+06,-1.88e+08,-64999999.9999999,-64999999.9999999,-67999999.9999999,3.82e+08,4.091e+09,1.96e+08,0.24943,0.06858,0.02638,0.04394,0.00852,2.8,1.57092,4.15568,0.49811,0.23569,0.23256,8.93603,5.36364,0.65993,0.04326,0.03286,7.74869,16.26374
"29","2017_Q2",33.1801587301587,"Down",2.797e+09,-1.996e+09,8.01e+08,-4.98e+08,-1.55e+08,-3.15e+08,-2.8e+07,3.03e+08,-4.8e+07,-4.9e+07,1e+06,2.55e+08,-8.2e+07,1.73e+08,-6e+06,1.67e+08,1.67e+08,1.67e+08,1.67e+08,1.494e+09,1.489e+09,1.307e+09,1.307e+09,9.14e+08,2.13e+08,2.13e+08,3.928e+09,2.093e+09,2.474e+09,6.15e+08,2.16e+08,4.567e+09,8.495e+09,2.608e+09,1.568e+09,1.04e+09,2.608e+09,4.092e+09,2.71e+08,2.71e+08,4.363e+09,6.971e+09,-4.456e+09,-2.4e+07,1.524e+09,1.524e+09,8.495e+09,1.67e+08,2e+08,3.4e+07,1.9e+08,5.91e+08,-1.4e+08,1e+06,-1.39e+08,0,-6.6e+07,-2.3e+07,-8.9e+07,3.63e+08,3.63e+08,3.63e+08,5.03e+08,4.092e+09,5.59e+08,0.28638,0.10833,0.05971,0.10958,0.01966,3.34731,1.50613,4.57415,0.4817,0.55853,0.55482,9.35452,5.09699,1.86957,0.02837,0.09495,5.16501,8.57426
"30","2017_Q3",26.2319047619048,"Down",2.894e+09,-2.003e+09,8.91e+08,-4.87e+08,-1.53e+08,-3.05e+08,-2.9e+07,4.04e+08,-6.1e+07,-4.9e+07,-1.2e+07,3.43e+08,-3.3e+07,3.1e+08,-1.3e+07,2.97e+08,2.97e+08,2.97e+08,2.97e+08,1.716e+09,1.716e+09,1.211e+09,1.211e+09,1.008e+09,2.05e+08,2.05e+08,4.14e+09,2.012e+09,2.409e+09,6.14e+08,1.94e+08,4.421e+09,8.561e+09,2.681e+09,1.631e+09,1.05e+09,2.681e+09,4.093e+09,2.64e+08,2.64e+08,4.357e+09,7.038e+09,-4.493e+09,-3.3e+07,1.523e+09,1.523e+09,8.561e+09,2.97e+08,1.91e+08,6.9e+07,9.9e+07,6.56e+08,-9.4e+07,5e+06,-9.3e+07,-5.96046447753906e-08,-1.35e+08,-1e+06,-3.24e+08,2.39e+08,2.39e+08,2.27e+08,5.95e+08,4.093e+09,6.13e+08,0.30788,0.1396,0.10263,0.19501,0.03469,2.06397,1.5442,4.62114,0.4781,1.00338,0.99664,9.77703,5.14527,2.07095,0.08248,0.10425,3.99496,5.88366
"31","2017_Q4",30.0550793650794,"Up",2.674e+09,-1.858e+09,8.16e+08,-5.01e+08,-1.49e+08,-3.24e+08,-2.8e+07,3.15e+08,-5.4e+07,-5.5e+07,1e+06,2.61e+08,-4.9e+07,2.12e+08,-1.8e+07,1.94e+08,1.94e+08,1.94e+08,1.94e+08,3.026e+09,3.026e+09,1.156e+09,1.156e+09,1.038e+09,2.4e+08,2.4e+08,5.46e+09,1.911e+09,2.368e+09,6.05e+08,2.03e+08,4.279e+09,9.739e+09,2.631e+09,1.591e+09,1.04e+09,2.789e+09,5.073e+09,2.69e+08,2.69e+08,5.342e+09,8.131e+09,-4.487e+09,-2.7e+07,1.608e+09,1.608e+09,9.739e+09,1.94e+08,1.82e+08,7.1e+07,-2.1e+07,4.26e+08,-9.6e+07,-6e+06,-1.05e+08,1.135e+09,3.6e+07,-1e+06,9.84e+08,1.305e+09,1.305e+09,1.309e+09,4.97e+08,5.231e+09,3.98e+08,0.30516,0.1178,0.07255,0.12065,0.01992,2.05155,1.95769,5.05659,0.53712,0.65541,0.64667,9.03378,5.43243,1.34459,0.05346,0.05599,4.43662,7
"32","2018_Q1",42.442131147541,"Up",2.406e+09,-1.74e+09,6.66e+08,-4.56e+08,-1.49e+08,-2.88e+08,-1.9e+07,2.1e+08,-7.6e+07,-5.7e+07,-1.9e+07,1.34e+08,-1.4e+07,1.2e+08,-6e+06,1.14e+08,1.14e+08,1.14e+08,1.14e+08,2.539e+09,2.539e+09,1.199e+09,1.199e+09,9.82e+08,3.21e+08,3.21e+08,5.041e+09,1.875e+09,2.352e+09,6.09e+08,2.24e+08,4.227e+09,9.268e+09,2.626e+09,1.626e+09,1e+09,2.626e+09,5.021e+09,2.57e+08,2.57e+08,5.278e+09,7.904e+09,-4.771e+09,-1.7e+07,1.364e+09,1.364e+09,9.268e+09,1.14e+08,1.76e+08,3.5e+07,-8.2e+07,2.43e+08,-1.04e+08,6e+06,-1.22e+08,-2.19e+08,-2.09e+08,-2e+06,-6.17e+08,-4.96e+08,-4.96e+08,-4.88e+08,3.86e+08,5.021e+09,2.06e+08,0.27681,0.08728,0.04738,0.08358,0.0123,1.80702,1.91965,5.79472,0.54176,0.38908,0.38384,8.2116,4.65529,0.70307,0.04532,0.03101,6.43005,11.81905
"33","2018_Q2",46.63140625,"Up",2.632e+09,-1.896e+09,7.36e+08,-4.3e+08,-1.45e+08,-2.63e+08,-2.2e+07,3.06e+08,-6.7e+07,-5.4e+07,-1.3e+07,2.39e+08,-5.1e+07,1.88e+08,-7e+06,1.81e+08,1.81e+08,1.81e+08,1.81e+08,2.285e+09,2.285e+09,1.209e+09,1.209e+09,1.014e+09,3.16e+08,3.16e+08,4.824e+09,1.817e+09,2.315e+09,6.09e+08,2.14e+08,4.132e+09,8.956e+09,2.458e+09,1.539e+09,9.19e+08,2.458e+09,5.002e+09,2.54e+08,2.54e+08,5.256e+09,7.714e+09,-4.958e+09,-1.3e+07,1.242e+09,1.242e+09,8.956e+09,1.81e+08,1.61e+08,3e+07,-1.35e+08,2.37e+08,-1.24e+08,0,-1.32e+08,-2.2e+07,-1.37e+08,-2e+07,-3.63e+08,-2.58e+08,-2.58e+08,-2.54e+08,4.67e+08,5.002e+09,2.15e+08,0.27964,0.11626,0.06877,0.14573,0.02021,1.18785,1.96257,6.21095,0.55851,0.62414,0.61986,9.07586,4.28276,0.74138,0.05617,0.03309,5.81799,8.87908
"34","2018_Q3",43.5738095238095,"Down",2.914e+09,-2.037e+09,8.77e+08,-4.11e+08,-1.42e+08,-2.5e+08,-1.9e+07,4.66e+08,-6.2e+07,-5.5e+07,-7e+06,4.04e+08,-3.3e+07,3.71e+08,-2.12e+08,1.59e+08,1.59e+08,1.59e+08,1.59e+08,2.556e+09,2.556e+09,1.055e+09,1.055e+09,1.014e+09,2.85e+08,2.85e+08,4.91e+09,1.762e+09,2.078e+09,4.02e+08,2.16e+08,3.84e+09,8.75e+09,2.553e+09,1.62e+09,9.33e+08,3.113e+09,4.316e+09,2.6e+08,2.6e+08,4.576e+09,7.689e+09,-5.174e+09,-1.1e+07,1.061e+09,1.061e+09,8.75e+09,1.59e+08,1.57e+08,2.36e+08,2.98e+08,8.5e+08,-7.5e+07,1.49011611938477e-08,-7.8e+07,-1.3e+08,-1.89e+08,-1e+06,-5.02e+08,2.7e+08,2.7e+08,2.71e+08,6.23e+08,4.876e+09,1.058e+09,0.30096,0.15992,0.05456,0.14986,0.01817,6.65409,1.57726,7.24694,0.55726,0.55208,0.54639,10.11806,3.68403,3.67361,0.05503,0.17073,3.72392,4.97854
"35","2018_Q4",34.7966666666667,"Down",2.803e+09,-1.956e+09,8.47e+08,-3.95e+08,-1.35e+08,-2.54e+08,-6e+06,4.52e+08,-4.8e+07,-5e+07,2e+06,4.04e+08,-1.1e+07,3.93e+08,-1.2e+07,3.81e+08,3.81e+08,3.81e+08,3.81e+08,2.926e+09,2.926e+09,1.076e+09,1.076e+09,1.002e+09,2.43e+08,2.43e+08,5.247e+09,1.72e+09,2.045e+09,3.98e+08,2.05e+08,3.765e+09,9.012e+09,2.552e+09,1.645e+09,9.07e+08,3.055e+09,4.319e+09,2.74e+08,2.74e+08,4.593e+09,7.648e+09,-4.975e+09,-8e+06,1.364e+09,1.364e+09,9.012e+09,3.81e+08,1.43e+08,3.7e+07,-3e+06,5.58e+08,-6.9e+07,4.3e+07,-2.9e+07,-5.7e+07,7.5e+07,-1e+06,-1.62e+08,3.67e+08,3.67e+08,3.7e+08,5.95e+08,4.822e+09,5.35e+08,0.30218,0.16126,0.13593,0.27933,0.04228,1.4042,1.71751,5.60704,0.53506,1.33217,1.30928,9.8007,4.76923,1.87063,0.08669,0.08282,3.18655,4.19469
"36","2019_Q1",37.2739344262295,"Up",2.835e+09,-1.931e+09,9.04e+08,-4.05e+08,-1.4e+08,-2.59e+08,-6e+06,4.99e+08,-3.9e+07,-3.9e+07,0,4.6e+08,6e+06,4.66e+08,-4999999.99999997,4.61e+08,4.61e+08,4.61e+08,4.61e+08,1.853e+09,1.853e+09,1.184e+09,1.184e+09,1.053e+09,2.2e+08,2.2e+08,4.31e+09,1.792e+09,3.308e+09,4.17e+08,1.466e+09,5.1e+09,9.41e+09,2.691e+09,1.728e+09,9.63e+08,3.19e+09,4.32e+09,2.35e+08,2.35e+08,4.555e+09,7.745e+09,-4.696e+09,-1.6e+07,1.665e+09,1.665e+09,9.41e+09,4.61e+08,1.37e+08,-9000000.00000003,-1.21e+08,4.68e+08,-9.6e+07,-1.253e+09,-1.349e+09,-5e+06,3e+06,-1e+06,-1.84e+08,-1.065e+09,-1.065e+09,-1.073e+09,6.36e+08,4.819e+09,4.24e+08,0.31887,0.17601,0.16261,0.27688,0.04899,0.91974,1.3511,4.65165,0.51211,1.60069,1.56803,9.84375,5.78125,1.47222,0.09555,0.0631,4.66352,5.94389
"37","2019_Q2",39.6134920634921,"Up",2.991e+09,-2.078e+09,9.13e+08,-3.87e+08,-1.15e+08,-2.66e+08,-6e+06,5.26e+08,-3.5e+07,-3.4e+07,-1e+06,4.91e+08,-2.3e+07,4.68e+08,-1.8e+07,4.5e+08,4.5e+08,4.5e+08,4.5e+08,1.942e+09,1.942e+09,1.202e+09,1.202e+09,1.116e+09,2.63e+08,2.63e+08,4.523e+09,1.789e+09,3.266e+09,4.16e+08,1.444e+09,5.055e+09,9.578e+09,2.676e+09,1.776e+09,9e+08,3.175e+09,4.322e+09,2.35e+08,2.35e+08,4.557e+09,7.732e+09,-4.569e+09,-1.2e+07,1.846e+09,1.846e+09,9.578e+09,4.5e+08,1.34e+08,2e+06,1e+06,5.87e+08,-1.77e+08,6e+06,-1.76e+08,0,-1.18e+08,-2.7e+07,-3.26e+08,8.5e+07,8.5e+07,8.8e+07,6.6e+08,4.821e+09,5.02e+08,0.30525,0.17586,0.15045,0.24377,0.04698,1.11556,1.42457,4.18852,0.50334,1.56794,1.5411,10.4216,6.43206,1.74913,0.09142,0.07273,4.36212,5.47338
"38","2019_Q3",42.30796875,"Up",2.715e+09,-1.921e+09,7.94e+08,-3.71e+08,-1.2e+08,-2.46e+08,-5e+06,4.23e+08,-1.8e+07,-3.4e+07,1.6e+07,4.05e+08,-7e+06,3.98e+08,-1.4e+07,3.84e+08,3.84e+08,3.84e+08,3.84e+08,1.357e+09,1.357e+09,1.058e+09,1.058e+09,1.097e+09,1.64e+08,1.64e+08,3.676e+09,1.823e+09,3.29e+09,4.16e+08,1.488e+09,5.113e+09,8.789e+09,2.3e+09,1.442e+09,8.58e+08,2.3e+09,4.324e+09,2.31e+08,2.31e+08,4.555e+09,6.855e+09,-4.502e+09,-2.1e+07,1.934e+09,1.934e+09,8.789e+09,3.84e+08,1.38e+08,0,-2.34e+08,2.88e+08,-1.17e+08,1.19209289550781e-07,-1.2e+08,-4.99e+08,-1.33e+08,6.3e+07,-7.49e+08,-5.81e+08,-5.81e+08,-5.85e+08,5.61e+08,4.324e+09,2.24e+08,0.29245,0.1558,0.14144,0.19855,0.04369,0.58333,1.59826,3.54447,0.49198,1.34737,1.33798,9.52632,6.78596,0.78596,0.08692,0.03452,5.28877,7.01418
"39","2019_Q4",50.12890625,"Up",2.313e+09,-1.712e+09,6.01e+08,-3.54e+08,-1.1e+08,-2.38e+08,-6e+06,2.47e+08,-2.1e+07,-3.4e+07,1.3e+07,2.26e+08,-1.1e+07,2.15e+08,-2e+07,1.95e+08,1.95e+08,1.95e+08,1.95e+08,1.388e+09,1.388e+09,8.97e+08,8.97e+08,1.001e+09,2.01e+08,2.01e+08,3.487e+09,1.822e+09,3.287e+09,4.16e+08,1.505e+09,5.109e+09,8.596e+09,2.146e+09,1.31e+09,8.36e+08,2.146e+09,4.522e+09,2.39e+08,2.39e+08,4.761e+09,6.907e+09,-4.808e+09,-2.1e+07,1.689e+09,1.689e+09,8.596e+09,1.95e+08,1.35e+08,1.9e+07,9.1e+07,4.4e+08,-1.44e+08,2.1e+07,-1.29e+08,1.96e+08,-2.94e+08,-1.49011611938477e-08,-2.76e+08,3.5e+07,3.5e+07,3.3e+07,3.82e+08,4.522e+09,3.49e+08,0.25984,0.10679,0.08431,0.11545,0.02268,1.78974,1.62488,4.0894,0.52606,0.69395,0.68662,8.23132,6.01068,1.24199,0.05783,0.05411,8.20419,12.68826
"40","2020_Q1",47.1258064516129,"Down",2.371e+09,-1.747e+09,6.24e+08,-3.55e+08,-1.08e+08,-2.41e+08,-6e+06,2.69e+08,-4.1e+07,-3.8e+07,-3e+06,2.28e+08,6.3e+07,2.91e+08,6.92e+08,9.83e+08,9.83e+08,9.83e+08,9.83e+08,2.22e+09,2.22e+09,9.89e+08,9.89e+08,9.7e+08,1.84e+08,1.84e+08,4.363e+09,1.869e+09,2.653e+09,1.114e+09,1.91e+08,4.522e+09,8.885e+09,2.232e+09,1.42e+09,8.12e+08,2.232e+09,4.253e+09,2.38e+08,2.38e+08,4.491e+09,6.723e+09,-4.349e+09,-3.4e+07,2.162e+09,2.162e+09,8.885e+09,9.83e+08,1.34e+08,-7.09e+08,3.8e+07,4.46e+08,-2e+07,-3.5e+07,-1.2e+07,1.012e+09,-3.49e+08,-6.7e+07,4.22e+08,8.56e+08,8.56e+08,8.58e+08,4.03e+08,4.253e+09,-2.71e+08,0.26318,0.11345,0.41459,0.45467,0.11064,-0.27569,1.95475,3.10962,0.47867,3.57455,3.54874,8.62182,7.86182,-0.98545,0.17391,-0.04073,5.04467,7.55762
"41","2020_Q2",44.9495238095238,"Down",2.578e+09,-1.907e+09,6.71e+08,-3.81e+08,-1.22e+08,-2.55e+08,-4e+06,2.9e+08,-7.5e+07,-4.4e+07,-3.1e+07,2.15e+08,-1.7e+07,1.98e+08,2e+06,2e+08,2e+08,2e+08,2e+08,1.784e+09,1.784e+09,1.065e+09,1.065e+09,1.041e+09,1.41e+08,1.41e+08,4.031e+09,1.991e+09,2.716e+09,1.128e+09,2.54e+08,4.707e+09,8.738e+09,2.549e+09,1.75e+09,7.99e+08,2.549e+09,4.14e+09,2.79e+08,2.79e+08,4.419e+09,6.968e+09,-4.8e+09,-4e+07,1.77e+09,1.77e+09,8.738e+09,2e+08,9.2e+07,5.8e+07,1.06e+08,4.56e+08,-1.47e+08,-4e+06,-1.51e+08,-1.47e+08,-4.11e+08,-3.7e+07,-7.65e+08,-4.6e+08,-4.6e+08,-4.65e+08,3.82e+08,4.14e+09,3.39e+08,0.26028,0.11249,0.07758,0.11299,0.02289,1.695,1.5814,3.93672,0.47379,0.75188,0.74074,9.69173,6.65414,1.27444,0.05978,0.05477,6.16754,8.12414
"42","2020_Q3",42.6596875,"Down",2.696e+09,-1.938e+09,7.58e+08,-3.74e+08,-1.2e+08,-2.5e+08,-4e+06,3.84e+08,-4.8e+07,-4.4e+07,-4e+06,3.36e+08,0,3.36e+08,-1.8e+07,3.18e+08,3.18e+08,3.18e+08,3.18e+08,1.744e+09,1.744e+09,1.112e+09,1.112e+09,1.148e+09,1.48e+08,1.48e+08,4.152e+09,2.049e+09,2.731e+09,1.119e+09,2.92e+08,4.78e+09,8.932e+09,2.694e+09,1.87e+09,8.24e+08,2.7e+09,4.135e+09,2.67e+08,2.67e+08,4.402e+09,7.102e+09,-4.804e+09,-3.3e+07,1.83e+09,1.83e+09,8.932e+09,3.18e+08,9.3e+07,38000000.0000001,3.1e+07,4.8e+08,-1.93e+08,-4.1e+07,-2.34e+08,1.19209289550781e-07,-1.2e+08,-4e+06,-2.89e+08,-42999999.9999999,-42999999.9999999,-4e+07,4.77e+08,4.141e+09,3.33e+08,0.28116,0.14243,0.11795,0.17377,0.0356,1.04717,1.53778,3.88087,0.46361,1.21374,1.19549,10.29008,6.98473,1.27099,0.07743,0.05338,5.02516,6.24219
