"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","trading_account_profits_losses","investment_income_loss","commissions_fees_earned","net_otti_losses_recognised_in_earnings","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","net_extraordinary_gains_losses","discontinued_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","interbank_assets","fed_funds_sold_repos","other_interbank_assets","short_long_term_investments","trading_securities","other_investments","accounts_notes_receivable","net_loans","reserve_for_loan_losses","total_loans","intangible_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","other_deposits","short_term_debt","securities_sold_under_repo","trading_account_liabilities","short_term_borrowings","payables_broker_dealers","long_term_debt","other_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization","change_in_working_capital","trading_assets_liabilities","net_change_in_operating_loans","other_operating_assets_liabilities","net_cash_from_discontinued_operations_operating","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","capital_expenditures","net_change_in_investments","decrease_in_investments","increase_in_investments","net_change_in_loans_interbank","net_change_in_customer_loans","net_change_in_interbank_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","net_change_in_interbank_transfers","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_change_in_deposits","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",37.66171875,"Up",1.7548e+10,1.1236e+10,1.4356e+10,-3.12e+09,6.312e+09,1.816e+09,2e+08,2.725e+09,-1.18e+08,1.689e+09,-1.409e+09,1.6139e+10,-1.0369e+10,-1.0369e+10,5.77e+09,5.77e+09,5.77e+09,-1.723e+09,4.047e+09,-2.3e+07,-2.3e+07,4.024e+09,-2.6e+07,3.998e+09,3.998e+09,2.214e+10,3.56676e+11,2.28683e+11,1.27993e+11,6.28057e+11,2.71764e+11,3.56293e+11,3.6851e+10,6.21211e+11,-1.2304e+10,6.33515e+11,5.521e+09,2.2496e+10,1.25819e+11,1.818771e+12,9.37852e+11,7.21133e+11,2.16719e+11,3.7477e+11,1.58001e+11,1.36307e+11,1.8408e+10,6.2054e+10,2.07448e+11,6.568e+10,1.58575e+12,1.9253e+10,1.07761e+11,3.1e+07,1.0773e+11,-9.538e+09,1.40527e+11,-2.6115e+10,2.31888e+11,1.133e+09,2.33021e+11,1.818771e+12,3.998e+09,3.998e+09,8.68e+08,1.5326e+10,2.144e+09,-2.11e+09,1.5292e+10,2.3e+07,2.1605e+10,-5.15e+08,1.6e+08,-6.75e+08,-4.935e+09,4.3709e+10,-4.8644e+10,-1.4873e+10,-1.9339e+10,4.466e+09,-2.0323e+10,-4.69e+08,-4028000000.00001,-2.485e+09,7.93e+08,-2.336e+09,-1.5574e+10,1.3238e+10,1.72e+08,-1.322e+09,3.261e+09,-4e+06,-1.068e+09,2.14e+08,2.14e+08,-3.14e+08,-1e+08,6.638e+09,5.82218e+11,2.3172e+10,0.32881,0.22783,0.01716,0.0022,5.7959,6.80518,0.32012,1.37115,1.3711,6.01825,72.9251,7.94705,0.16085,0.00246,0.01274,0.11731,84.37451,97.06724
"27","2016_Q4",44.8153968253968,"Up",1.776e+10,1.1479e+10,1.4653e+10,-3.174e+09,6.281e+09,2.238e+09,2.87e+08,2.644e+09,-3.2e+07,1.144e+09,-1.736e+09,1.6024e+10,-1.0404e+10,-1.0404e+10,5.62e+09,5.62e+09,5.62e+09,-1.733e+09,3.887e+09,-3e+07,-3e+07,3.857e+09,-1.7e+07,3.84e+09,3.84e+09,2.3419e+10,3.68616e+11,2.36045e+11,1.32571e+11,6.18292e+11,2.63352e+11,3.5494e+11,3.6112e+10,6.25996e+11,-1.2439e+10,6.38435e+11,5.358e+09,2.2539e+10,1.17785e+11,1.818117e+12,9.40252e+11,7.22397e+11,2.17855e+11,3.76221e+11,1.53124e+11,1.31649e+11,2.9527e+10,6.1921e+10,2.09051e+11,5.9903e+10,1.585427e+12,1.9253e+10,1.07906e+11,3.1e+07,1.07875e+11,-1.2069e+10,1.43678e+11,-2.7193e+10,2.31575e+11,1.115e+09,2.3269e+11,1.818117e+12,3.84e+09,3.84e+09,9.38e+08,7.13e+08,3.754e+09,2.172e+09,-5.213e+09,3e+07,7.267e+09,-6.38e+08,7.7e+07,-7.15e+08,4.813e+09,5.2258e+10,-4.7445e+10,-1.8278e+10,-6.338e+09,-1.194e+10,-1.4103e+10,-6.89e+08,8.958e+09,1.1119e+10,-4.877e+09,2.716e+09,-1.3606e+10,1.6322e+10,-2.533e+09,-2.533e+09,2.4e+09,-1e+06,8.135e+09,1.299e+09,1.299e+09,-2e+07,1.279e+09,6.558e+09,5.85272e+11,8.366e+09,0.31644,0.21622,0.0165,0.00211,2.17865,6.81347,0.32191,1.33338,1.33329,6.16688,73.72548,2.90496,0.23924,0.00249,0.0046,0.17943,85.67444,99.97384
"28","2017_Q1",49.2756451612903,"Up",1.7012e+10,1.1162e+10,1.4439e+10,-3.277e+09,5.85e+09,1.691e+09,2.75e+08,4.106e+09,-4999999.99999999,-2.17e+08,-1.792e+09,1.522e+10,-1.012e+10,-1.012e+10,5.1e+09,5.1e+09,5.1e+09,-1.509e+09,3.591e+09,-3e+06,-3e+06,3.588e+09,-1.5e+07,3.573e+09,3.573e+09,2.3043e+10,3.74264e+11,2.36813e+11,1.37451e+11,5.97229e+11,2.43925e+11,3.53304e+11,2.8887e+10,6.12309e+11,-1.206e+10,6.24369e+11,5.114e+09,2.1659e+10,1.29572e+11,1.792077e+12,9.29406e+11,7.15092e+11,2.14314e+11,3.68719e+11,1.41821e+11,1.39045e+11,3.0701e+10,5.7152e+10,2.06178e+11,6.1631e+10,1.565934e+12,1.9253e+10,1.08073e+11,3.1e+07,1.08042e+11,-1.6302e+10,1.46477e+11,-3.2381e+10,2.2512e+11,1.023e+09,2.26143e+11,1.792077e+12,3.573e+09,3.573e+09,1.006e+09,1.783e+10,1.8082e+10,2.645e+09,-2.897e+09,3e+06,2.5598e+10,-4.64e+08,2e+08,-6.64e+08,-9.669e+09,4.5929e+10,-5.5598e+10,2160999999.99999,7.866e+09,-5.705e+09,-7.972e+09,-7.7e+08,-4.786e+09,1.174e+09,-1.1303e+10,5.343e+09,-1.4999e+10,2.0342e+10,-4.123e+09,-4.123e+09,-7.971e+09,-3000000.00000003,-1.7653e+10,-2.7e+07,-2.7e+07,-3.49e+08,-3.76e+08,6.106e+09,5.74897e+11,2.4981e+10,0.29979,0.21003,0.0158,0.00199,6.9916,6.92453,0.3208,1.26986,1.26968,6.04613,73.16594,8.87835,0.27366,0.00242,0.01394,0.21551,90.37897,108.20667
"29","2017_Q2",51.2450793650794,"Up",1.812e+10,1.0857e+10,1.4423e+10,-3.566e+09,7.263e+09,3.022e+09,1.92e+08,2.759e+09,-1.2e+07,1.302e+09,-1.662e+09,1.6458e+10,-1.0477e+10,-1.0477e+10,5.981e+09,5.981e+09,5.981e+09,-1.863e+09,4.118e+09,-1.8e+07,-1.8e+07,4.1e+09,-1e+07,4.09e+09,4.09e+09,2.2272e+10,4.00702e+11,2.42929e+11,1.57773e+11,5.90736e+11,2.44903e+11,3.45833e+11,3.6888e+10,6.16565e+11,-1.203e+10,6.28595e+11,5.013e+09,2.2265e+10,1.27194e+11,1.821635e+12,9.4999e+11,7.41491e+11,2.08499e+11,3.78082e+11,1.4823e+11,1.4407e+11,2.6127e+10,5.9655e+10,2.0853e+11,5.588e+10,1.592482e+12,1.9253e+10,1.07644e+11,3.1e+07,1.07613e+11,-1.7579e+10,1.49731e+11,-3.0917e+10,2.28132e+11,1.021e+09,2.29153e+11,1.821635e+12,4.09e+09,4.09e+09,8.96e+08,-9.685e+09,3.952e+09,1.949e+09,-1.5586e+10,1.8e+07,-3.006e+09,-6.53e+08,1.33e+08,-7.86e+08,1.1878e+10,5.3462e+10,-4.1584e+10,-3.12e+10,-4.762e+09,-2.6438e+10,-1.7243e+10,-7.44e+08,1.553e+09,-4.574e+09,6.409e+09,-2.82e+08,-1.8885e+10,1.8603e+10,-1.858e+09,-1.858e+09,2.0584e+10,-3.97e+08,1.9138e+10,-1.111e+09,-1.111e+09,3.4e+08,-7.71e+08,6.877e+09,5.86612e+11,-1.598e+09,0.33008,0.22572,0.01785,0.00225,-0.39071,6.94943,0.32202,1.47904,1.47894,6.55263,75.53575,-0.57788,0.26905,0.00265,-0.00088,0.18191,82.06195,94.35546
"30","2017_Q3",57.2628571428571,"Up",1.8401e+10,1.1356e+10,1.5392e+10,-4.036e+09,7.045e+09,2.715e+09,2.21e+08,3.552e+09,-2e+07,5.77e+08,-1.717e+09,1.6684e+10,-1.1006e+10,-1.1006e+10,5.678e+09,5.678e+09,5.678e+09,-1.795e+09,3.883e+09,2.1e+07,2.1e+07,3.904e+09,-3.2e+07,3.872e+09,3.872e+09,2.094e+10,3.99207e+11,2.34065e+11,1.65142e+11,6.11316e+11,2.59606e+11,3.5171e+11,4.0487e+10,6.3267e+11,-1.2025e+10,6.44695e+11,4.887e+09,2.2349e+10,1.32207e+11,1.864063e+12,9.58743e+11,7.49444e+11,2.09299e+11,3.90991e+11,1.5478e+11,1.36745e+11,3.6519e+10,6.2947e+10,2.25179e+11,5.8043e+10,1.632956e+12,1.9253e+10,1.07829e+11,3.1e+07,1.07798e+11,-1.9342e+10,1.52178e+11,-2.9899e+10,2.30019e+11,1.088e+09,2.31107e+11,1.864063e+12,3.872e+09,3.872e+09,9.01e+08,-2.5025e+10,-2.154e+10,-2.464e+09,-1.021e+09,-2.1e+07,-1.8607e+10,-7.79e+08,8.2e+07,-8.61e+08,-4.29e+09,5.1051e+10,-5.5341e+10,1.0252e+10,-1.8934e+10,2.9186e+10,5.285e+09,-7.6e+08,3.3586e+10,1.0392e+10,6.55e+09,1.6644e+10,-2.432e+09,1.9076e+10,-1.777e+09,-1.777e+09,8.753e+09,-4e+06,3.9798e+10,2.6476e+10,2.6476e+10,-1.17e+08,2.6359e+10,6.579e+09,6.1617e+11,-1.743e+10,0.30857,0.21042,0.01675,0.00208,-4.50155,7.0658,0.33055,1.4136,1.41355,6.7179,76.94717,-6.3634,0.27746,0.00248,-0.00935,0.19628,90.47424,104.83093
"31","2017_Q4",62.2898412698413,"Up",1.8419e+10,1.1535e+10,1.5914e+10,-4.379e+09,6.884e+09,2.248e+09,2.13e+08,3.241e+09,-1.5e+07,1.197e+09,-1.999e+09,1.642e+10,-1.0417e+10,-1.0417e+10,6.003e+09,6.003e+09,6.003e+09,-1.866e+09,4.137e+09,-5e+06,-5e+06,4.132e+09,1e+06,4.133e+09,4.133e+09,2.2604e+10,4.16113e+11,2.52608e+11,1.63505e+11,6.13581e+11,2.58907e+11,3.54674e+11,3.8076e+10,6.40817e+11,-1.2366e+10,6.53183e+11,4.732e+09,2.2345e+10,1.30865e+11,1.889133e+12,9.64038e+11,7.5264e+11,2.11398e+11,4.01456e+11,1.61282e+11,1.3882e+11,3.8149e+10,6.3205e+10,2.32673e+11,6.2344e+10,1.660511e+12,1.9253e+10,1.07927e+11,3.1e+07,1.07896e+11,-2.4829e+10,1.55174e+11,-2.9891e+10,2.27634e+11,9.88e+08,2.28622e+11,1.889133e+12,4.133e+09,4.133e+09,9.2e+08,1.0948e+10,2.19e+09,2.484e+09,6.274e+09,5e+06,1.8152e+10,-7.78e+08,7.7e+07,-8.55e+08,-2.06e+09,5.2377e+10,-5.4437e+10,-2.9397e+10,-1.0854e+10,-1.8543e+10,-3.1502e+10,-1.135e+09,1.4278e+10,1.63e+09,6.502e+09,6.146e+09,-8.468e+09,1.4614e+10,-5.436e+09,-5.436e+09,5.295e+09,-1e+06,1.3001e+10,-3.49e+08,-3.49e+08,3.76e+08,2.7e+07,6.923e+09,6.34129e+11,1.8959e+10,0.32591,0.22439,0.01808,0.00219,4.58722,7.26313,0.33567,1.5401,1.54004,6.86354,77.6498,7.06476,0.42294,0.00279,0.01004,0.27462,88.33237,101.8699
"32","2018_Q1",63.5844262295082,"Up",1.7504e+10,1.1313e+10,1.585e+10,-4.537e+09,6.191e+09,1.49e+09,1.52e+08,3.155e+09,-1.6e+07,1.41e+09,-2.073e+09,1.5431e+10,-1.0332e+10,-1.0332e+10,5.099e+09,5.099e+09,5.099e+09,-2.3864e+10,-1.8765e+10,-1.09e+08,-1.09e+08,-1.8874e+10,-1.9e+07,-1.8893e+10,-1.8893e+10,2.3775e+10,3.89219e+11,2.32478e+11,1.56741e+11,6.0508e+11,2.5279e+11,3.5229e+11,3.8384e+10,6.54679e+11,-1.2355e+10,6.67034e+11,5.146e+09,2.2256e+10,1.03926e+11,1.842465e+12,9.59822e+11,7.45502e+11,2.1432e+11,3.87241e+11,1.56277e+11,1.2517e+11,4.4452e+10,6.1342e+10,2.36709e+11,5.7021e+10,1.640793e+12,1.9253e+10,1.08039e+11,3.1e+07,1.08008e+11,-3.0309e+10,1.38425e+11,-3.4668e+10,2.0074e+11,9.32e+08,2.01672e+11,1.842465e+12,-1.8893e+10,-1.8893e+10,9.42e+08,-1.4364e+10,-7.015e+09,-1.722e+09,-5.627e+09,1.09e+08,-5.313e+09,-7.74e+08,8.5e+07,-8.59e+08,469000000.000001,3.4847e+10,-3.4378e+10,4983000000.00001,-1.5147e+10,2.013e+10,4.709e+09,-1.158e+09,5.764e+09,6.303e+09,-5.005e+09,4.466e+09,-1.1201e+10,1.5667e+10,-5.47e+09,-5.47e+09,-4.216e+09,-3e+06,-5.083e+09,-5.687e+09,-5.687e+09,94000000.0000001,-5.593e+09,6.041e+09,6.2395e+11,1.4767e+10,0.2913,-1.07935,-0.09368,-0.01025,-0.781609999999999,8.13595,0.33865,-7.24981,-7.25092,6.71681,69.64198,5.66654,0.44436,-0.00963,0.00801,-0.06129,99.35027,117.70445
"33","2018_Q2",58.50046875,"Down",1.8872e+10,1.1172e+10,1.6332e+10,-5.16e+09,7.7e+09,3.289e+09,1.7e+08,3.03e+09,-2.8e+07,1.239e+09,-1.857e+09,1.7015e+10,-1.0925e+10,-1.0925e+10,6.09e+09,6.09e+09,6.09e+09,-1.441e+09,4.649e+09,-7e+06,-7e+06,4.642e+09,-2.2e+07,4.62e+09,4.62e+09,2.185e+10,4.38741e+11,2.57887e+11,1.80854e+11,6.20779e+11,2.68808e+11,3.51971e+11,4.6572e+10,6.60584e+11,-1.2354e+10,6.72938e+11,4.45e+09,2.2659e+10,1.06469e+11,1.922104e+12,1.001219e+12,7.8541e+11,2.15809e+11,4.21499e+11,1.71759e+11,1.43961e+11,3.6094e+10,6.9685e+10,2.37938e+11,5.8582e+10,1.719238e+12,1.9156e+10,1.0763e+11,3.1e+07,1.07599e+11,-3.2115e+10,1.41863e+11,-3.4619e+10,2.01915e+11,9.51e+08,2.02866e+11,1.922104e+12,4.62e+09,4.62e+09,9.26e+08,-4e+08,2.737e+09,1.627e+09,-4.764e+09,7e+06,6.956e+09,-8.68e+08,1.01e+08,-9.69e+08,1.167e+09,4.2197e+10,-4.103e+10,-3.2472e+10,-7.063e+09,-2.5409e+10,-3.2124e+10,-1.095e+09,1.0011e+10,-8.358e+09,1.5482e+10,2.887e+09,-1.7882e+10,2.0769e+10,-2.475e+09,-2.475e+09,4.1397e+10,-4.75e+08,4.7363e+10,2.2195e+10,2.2195e+10,-7e+06,2.2188e+10,7.016e+09,6.59437e+11,7.189e+09,0.3227,0.24481,0.02277,0.0024,1.55606,8.47475,0.34308,1.80356,1.80258,7.36727,71.34564,2.80645,0.42747,0.00297,0.00374,0.23701,90.87614,104.69409
"34","2018_Q3",60.4207936507936,"Up",1.8469e+10,1.1665e+10,1.755e+10,-5.885e+09,6.804e+09,2.151e+09,1.02e+08,3.111e+09,-1.5e+07,1.455e+09,-1.812e+09,1.6657e+10,-1.0712e+10,-1.0712e+10,5.945e+09,5.945e+09,5.945e+09,-1.444e+09,4.501e+09,1.5e+07,1.5e+07,4.516e+09,-2.6e+07,4.49e+09,4.49e+09,2.1077e+10,4.45351e+11,2.65526e+11,1.79825e+11,6.12665e+11,2.62949e+11,3.49716e+11,3.6977e+10,6.59054e+11,-1.2126e+10,6.7118e+11,4.729e+09,2.2058e+10,1.10423e+11,1.912334e+12,9.9673e+11,7.93016e+11,2.03714e+11,4.23478e+11,1.77828e+11,1.40745e+11,3.7233e+10,6.7672e+10,2.36822e+11,5.4336e+10,1.711366e+12,1.9035e+10,1.07755e+11,3.1e+07,1.07724e+11,-3.4413e+10,1.45211e+11,-3.7494e+10,2.00094e+11,8.74e+08,2.00968e+11,1.912334e+12,4.49e+09,4.49e+09,9.29e+08,-5.836e+09,2.603e+09,-1.774e+09,-6.665e+09,-1.5e+07,1.363e+09,-6.79e+08,4.2e+07,-7.21e+08,3.616e+09,4.8457e+10,-4.4841e+10,-7.491e+09,148000000.000001,-7.639e+09,-4505000000.00001,-1.137e+09,9.991e+09,1.139e+09,6.069e+09,2.783e+09,-1.7205e+10,1.9988e+10,-2.429e+09,-2.429e+09,-4.489e+09,0,1936000000.00001,-1.206e+09,-1.206e+09,-5.96e+08,-1.802e+09,6.874e+09,6.603e+11,1.803e+09,0.32189,0.24311,0.02234,0.00235,0.40156,8.51561,0.34528,1.77407,1.77309,7.2974,71.53937,0.71239,0.44925,0.00294,0.000939999999999999,0.25323,92.99142,107.52279
"35","2018_Q4",54.4526984126984,"Down",1.8389e+10,1.1802e+10,1.817e+10,-6.368e+09,6.587e+09,2.566e+09,6.9e+07,2.803e+09,-7e+07,1.219e+09,-1.974e+09,1.6415e+10,-1.0311e+10,-1.0311e+10,6.104e+09,6.104e+09,6.104e+09,-1.471e+09,4.633e+09,-8e+06,-8e+06,4.625e+09,-3e+06,4.622e+09,4.622e+09,2.5727e+10,4.545e+11,2.80941e+11,1.73559e+11,6.03015e+11,2.57502e+11,3.45513e+11,4.0679e+10,6.62573e+11,-1.2336e+10,6.74909e+11,4.598e+09,2.2187e+10,1.11886e+11,1.925165e+12,1.005176e+12,8.1053e+11,1.94646e+11,4.30683e+11,1.75915e+11,1.47652e+11,3.377e+10,7.3346e+10,2.3527e+11,5.6173e+10,1.727302e+12,1.9035e+10,1.07856e+11,3.1e+07,1.07825e+11,-3.9678e+10,1.48436e+11,-3.8645e+10,1.97004e+11,8.59e+08,1.97863e+11,1.925165e+12,4.622e+09,4.622e+09,9.45e+08,1.4266e+10,1.2311e+10,1.527e+09,4.28e+08,8e+06,2.1747e+10,-9.61e+08,3.1e+07,-9.92e+08,1.273e+09,4.4456e+10,-4.3183e+10,-2.0609e+10,-5.195e+09,-1.5414e+10,-1.9934e+10,-1.384e+09,-5.219e+09,-3.462e+09,-1.913e+09,1.56e+08,-1.2114e+10,1.227e+10,-5.162e+09,-5.162e+09,8.446e+09,-4e+06,-3.323e+09,-1.51e+09,-1.51e+09,-1.06e+08,-1.616e+09,7.049e+09,6.65953e+11,2.1825e+10,0.33194,0.25135,0.02336,0.0024,4.72198,8.72979,0.34592,1.86386,1.86266,7.41552,71.76748,8.80111,0.55811,0.00312,0.01134,0.29944,90.82508,104.8863
"36","2019_Q1",53.8052459016393,"Down",1.7124e+10,1.1923e+10,1.8776e+10,-6.853e+09,5.201e+09,8.99e+08,8e+07,2.913e+09,-1.9e+07,1.328e+09,-1.925e+09,1.5199e+10,-9.893e+09,-9.893e+09,5.306e+09,5.306e+09,5.306e+09,-1.001e+09,4.305e+09,-8e+06,-8e+06,4.297e+09,1.6e+07,4.313e+09,4.313e+09,2.3645e+10,4.35144e+11,2.70684e+11,1.6446e+11,6.14724e+11,2.56117e+11,3.58607e+11,3.545e+10,6.71881e+11,-1.2315e+10,6.84196e+11,5.22e+09,2.2046e+10,1.09273e+11,1.917383e+12,1.01317e+12,8.26686e+11,1.86484e+11,4.1899e+11,1.77768e+11,1.44305e+11,3.2346e+10,6.4571e+10,2.31999e+11,5.615e+10,1.720309e+12,1.846e+10,1.07953e+11,3.1e+07,1.07922e+11,-4.437e+10,1.51347e+11,-3.717e+10,1.9622e+11,8.54e+08,1.97074e+11,1.917383e+12,4.313e+09,4.313e+09,9.54e+08,-3.01e+08,-1.985e+09,-6.1e+08,2.294e+09,8e+06,6.886e+09,-1.054e+09,3.8e+07,-1.092e+09,-1.3448e+10,9.985e+09,-2.3433e+10,-2.087e+09,-1.2343e+10,1.0256e+10,-1.6555e+10,-1.404e+09,-2.875e+09,-1.425e+09,1.853e+09,-3.303e+09,-1.0931e+10,7.628e+09,-5.16e+09,-5.16e+09,7.994e+09,-3e+06,-1.448e+09,-1.1117e+10,-1.1117e+10,-64000000.0000001,-1.1181e+10,6.26e+09,6.50989e+11,5.906e+09,0.30986,0.25187,0.02189,0.00225,1.36935,8.72925,0.33952,1.79641,1.79521,7.13233,74.0389,2.45991,0.58478,0.00298,0.00308,0.32553,100.2147,118.23294
"37","2019_Q2",58.3450793650794,"Up",1.8576e+10,1.1759e+10,1.9076e+10,-7.317e+09,6.817e+09,2.804e+09,1.3e+08,2.926e+09,-8e+06,9.65e+08,-1.98e+09,1.6596e+10,-1.0584e+10,-1.0584e+10,6.012e+09,6.012e+09,6.012e+09,-1.275e+09,4.737e+09,-2e+06,-2e+06,4.735e+09,-2.5e+07,4.71e+09,4.71e+09,2.4448e+10,4.4594e+11,2.64495e+11,1.81445e+11,6.35792e+11,2.86511e+11,3.49281e+11,4.45e+10,6.70017e+11,-1.2329e+10,6.82346e+11,5.196e+09,2.2037e+10,1.10483e+11,1.958413e+12,1.030355e+12,8.48407e+11,1.81948e+11,4.28742e+11,1.90372e+11,1.36392e+11,3.9322e+10,6.2656e+10,2.43566e+11,5.8735e+10,1.761398e+12,1.798e+10,1.07582e+11,3.1e+07,1.07551e+11,-4.7861e+10,1.54859e+11,-3.6308e+10,1.96252e+11,7.63e+08,1.97015e+11,1.958413e+12,4.71e+09,4.71e+09,9.31e+08,-4.5203e+10,-3.834e+10,1.439e+09,-8.302e+09,2e+06,-3.7616e+10,-4.8e+08,3.8e+07,-5.18e+08,9.126e+09,7.8799e+10,-6.9673e+10,7.359e+09,1.17e+09,6.189e+09,1.6043e+10,-1.32e+09,2.8564e+10,6.976e+09,1.2604e+10,8.984e+09,-6.568e+09,1.5552e+10,-4.535e+09,-4.535e+09,1.7186e+10,-3.58e+08,3.9537e+10,1.7964e+10,1.7964e+10,-1.76e+08,1.7788e+10,6.943e+09,6.72308e+11,-3.7465e+10,0.32364,0.25355,0.02391,0.00241,-7.95435,8.94043,0.34329,2.01248,2.01076,7.9371,76.17159,-16.00795,0.56401,0.00308,-0.01913,0.28025,93.31125,107.76114
"38","2019_Q3",59.7275,"Up",1.8758e+10,1.195e+10,1.9712e+10,-7.762e+09,6.808e+09,1.874e+09,4.68e+08,2.881e+09,-5e+06,1.59e+09,-2.093e+09,1.6665e+10,-1.05e+10,-1.05e+10,6.165e+09,6.165e+09,6.165e+09,-1.373e+09,4.792e+09,1.7e+07,1.7e+07,4.809e+09,-9999999.99999999,4.799e+09,4.799e+09,2.4997e+10,4.38015e+11,2.59769e+11,1.78246e+11,6.56533e+11,3.06831e+11,3.49702e+11,5.0027e+10,6.76204e+11,-1.2466e+10,6.8867e+11,5.026e+09,2.2065e+10,1.15359e+11,1.988226e+12,1.045607e+12,8.67198e+11,1.78409e+11,4.29708e+11,1.81133e+11,1.36294e+11,4.2442e+10,6.9839e+10,2.52189e+11,6.2612e+10,1.790116e+12,1.798e+10,1.07688e+11,3.1e+07,1.07657e+11,-5.1427e+10,1.58321e+11,-3.5203e+10,1.97359e+11,7.51e+08,1.9811e+11,1.988226e+12,4.799e+09,4.799e+09,9.52e+08,-7963000000.00001,-2.0447e+10,-4.1e+08,1.2894e+10,-1.7e+07,-139999999.999992,-2.801e+09,3e+07,-2.831e+09,-5.979e+09,4.248e+10,-4.8459e+10,-1.998e+09,-6.724e+09,4.726e+09,-1.0745e+10,-1.33e+09,-1.682e+09,3.12e+09,-9.239e+09,4.437e+09,-1.186e+10,1.6297e+10,-3.463e+09,-3.463e+09,1.5251e+10,-999999.999999881,8.775e+09,-2.11e+09,-2.11e+09,-5.4e+08,-2.65e+09,7.117e+09,6.81897e+11,-2.274e+09,0.32866,0.25584,0.02422,0.00241,-0.473850000000001,9.03597,0.34297,2.0993,2.09655,8.2056,78.4685,-0.99475,0.5818,0.00308,-0.00114,0.27714,92.30013,106.55312
"39","2019_Q4",65.358125,"Up",1.8574e+10,1.1641e+10,1.9177e+10,-7.536e+09,6.933e+09,2.802e+09,3.61e+08,2.906e+09,-1.4e+07,8.78e+08,-2.088e+09,1.6486e+10,-1.0464e+10,-1.0464e+10,6.022e+09,6.022e+09,6.022e+09,-1.079e+09,4.943e+09,-1.5e+07,-1.5e+07,4.928e+09,-1.5e+07,4.913e+09,4.913e+09,2.4086e+10,4.57482e+11,2.61125e+11,1.96357e+11,6.65207e+11,3.06824e+11,3.58383e+11,5.4215e+10,6.79213e+11,-1.253e+10,6.91743e+11,4.844e+09,2.1822e+10,1.07933e+11,2.014802e+12,1.087769e+12,9.05315e+11,1.82454e+11,4.29215e+11,1.95047e+11,1.35596e+11,3.523e+10,6.3342e+10,2.42238e+11,5.851e+10,1.817732e+12,1.948e+10,1.07772e+11,3.1e+07,1.07741e+11,-5.6541e+10,1.61797e+11,-3.6135e+10,1.96373e+11,6.97e+08,1.9707e+11,2.014802e+12,4.913e+09,4.913e+09,9.83e+08,-5.593e+09,-7.12e+08,-7.42e+08,-4.139e+09,1.5e+07,2.398e+09,-9.97e+08,1.4e+07,-1.011e+09,-1.1824e+10,6.6777e+10,-7.8601e+10,-4.603e+09,-3.247e+09,-1.356e+09,-1.739e+10,-1.398e+09,-4.443e+09,-7.212e+09,1.3914e+10,-1.1145e+10,-1.947e+10,8.325e+09,-3.481e+09,-4.977e+09,4.2162e+10,-1e+06,3.2839e+10,1.7847e+10,1.7847e+10,-6.47e+08,1.72e+10,7.005e+09,6.71453e+11,1.494e+09,0.32422,0.26451,0.02493,0.00244,0.30409,9.22379,0.33326,2.21227,2.17082,8.36365,79.65283,0.67273,0.6295,0.00313,0.00074,0.28455,92.41499,107.50033
