"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",62.6540625,"Down",3884913000,-3363543000,521370000,-330784000,-330784000,190586000,89236000,-7450000,98279000,-1593000,279822000,279822000,-107594000,172228000,172228000,172228000,172228000,100477000,100477000,100832000,100832000,1911549000,390867000,380534000,2503725000,2016520000,9432320000,166669000,9265651000,11448840000,13952565000,681404000,453864000,1169000,226371000,320573000,296867000,1001977000,9514052000,9156227000,225552000,225552000,9739604000,10741581000,1264143000,102465000,1161678000,2012990000,-66149000,3210984000,3210984000,13952565000,172228000,33122000,48392000,10097000,-11213000,49508000,-456040000,2831000.00000001,-67471999.9999999,-391399000,-202298000,-86290000,-86290000,-413000,-15702000,-102405000,-3747999.99999994,1341000,-5088999.99999997,-5088999.99999988,-232150000,2834000,-234984000,289380000,53482000,-251221000,-251221000,-251221000,223708000,9834625000,-211028000,0.1342,0.04906,0.04433,0.05364,0.01234,-1.22528,2.49878,3.34526,0.70486,0.83102,0.82151,18.74515,15.49336,-1.01823,0.01298,-0.0159,43.51274,51.07483
"23","2015_Q4",57.08125,"Down",3544069000,-3079738000,464331000,-337512000,-337512000,126819000,81138000,-10021000,92316000,-1157000,207957000,207957000,-79758000,128199000,128199000,128199000,128199000,33346000,33346000,88530000,88530000,2153270000,359737000,348859000,2634883000,2105807000,9640475000,174059000,9466416000,11746282000,14381165000,633017000,420856000,328000.000000007,211833000,290537000,275828000,923554000,10315946000,9924090000,229910000,229910000,10545856000,11469410000,1235388000,98781000,1136607000,1743031000,-66664000,2911755000,2911755000,14381165000,128199000,35316000,54901000,11778000,-7584000,50707000,-515251000,12302000,-241721000,-285832000,-296835000,-95007000,-95108000,-404000,20274000,-75137000,558345000,-2086000,560431000,-556869000,-439273000,7698000,-446971000,185769000,304841000,-67131000,-67131000,-67131000,162135000,10606483000,-368365000,0.13102,0.03578,0.03617,0.04403,0.00891,-2.87338,2.85298,3.939,0.73753,0.63688,0.63033,17.60669,14.4654,-1.83001,0.00932,-0.02679,65.21193,83.37187
"24","2016_Q1",47.1952459016393,"Down",3705805000,-3216540000,489265000,-333860000,-333860000,155405000,70781000,-11784000,92333000,-9768000,226186000,226186000,-85159000,141027000,141027000,141027000,141027000,37394000,37394000,132171000,132171000,1932029000,370187000,370187000,2471781000,2161698000,9826432000,161862000,9664570000,11988130000,14459911000,689684000,441746000,2029000,245909000,315509000,300750000,1005193000,10320658000,9920335000,229274000,229274000,10549932000,11555125000,1228178000,97356000,1130822000,1746804000,-70196000,2904786000,2904786000,14459911000,141027000,36856000,88585000,5793000,25559000,57233000,-1646000,-43641000,221241000,-179246000,264822000,-74727000,-74749000,-6704000,-22745000,-104176000,-151715000,392000,-152107000,-1071907000,-165577000,2183000,-167760000,160694000,-156598000,4047999.99999997,4047999.99999997,4047999.99999997,192261000,10636167000,201047000,0.13203,0.04194,0.03806,0.04855,0.00975,1.42559,2.45901,3.97796,0.73556,0.72003,0.71414,18.92049,14.83078,1.02647,0.01024,0.0146,55.127,68.20098
"25","2016_Q2",51.3640625,"Up",4126386000,-3553749000,572637000,-380230000,-380230000,192407000,90286000,-11088000,100758000,616000,282693000,282693000,-107333000,175360000,175360000,175360000,175360000,52575000,52575000,102541000,102541000,1864991000,396473000,396473000,2416580000,2234385000,10138962000,152328000,9986634000,12373347000,14789927000,749939000,454522000,89991000,205426000,333435000,319769000,1083374000,10511332000,10091457000,222936000,222936000,10734268000,11817642000,1232717000,96248000,1136469000,1806393000,-66825000,2972285000,2972285000,14789927000,175360000,40801000,84362000,31437000,7374000,45551000,-212916000,29630000,67038000,-309584000,87607000,-97463000,-97463000,-2355000,-23432000,-123250000,-117213000,827000,-118040000,-1211840000,-133855000,4134000,-137989000,301892000,50824000,15181000,15181000,15181000,233208000,10844767000,30162000,0.13877,0.04663,0.0425,0.059,0.01186,0.172,2.23061,3.97595,0.73325,0.90611,0.89812,21.32158,15.35819,0.15585,0.01249,0.00215,46.27711,56.09043
"26","2016_Q3",56.663125,"Up",3997248000,-3451886000,545362000,-366126000,-366126000,179236000,82500000,-13904000,95969000,435000.000000002,261736000,261736000,-99374000,162362000,162362000,162362000,162362000,316031000,316031000,94577000,94577000,1918803000,425936000,425936000,2755347000,2326178000,10422807000,152840000,10269967000,12748985000,15504332000,733201000,486943000,205000,246053000,351162000,337656000,1084363000,11130646000,10703373000,226978000,226978000,11357624000,12441987000,1270706000,95540000,1175166000,1858221000,-66582000,3062345000,3062345000,15504332000,162362000,42212000,81471000,29124000,-646000,52993000,-406661000,7964000,-53812000,-360813000,-120616000,-117122000,-117124000,-508000,-21277000,-138907000,196230000,-894000,197124000,-19876000,-99144000,28892000,-128036000,425893000,522979000,263456000,263456000,263456000,221448000,11481808000,-202961000,0.13643,0.04484,0.04062,0.05302,0.01047,-1.25005,2.54098,4.0629,0.74055,0.84767,0.83855,20.86911,15.9881,-1.05963,0.01099,-0.01374,50.42167,62.29651
"27","2016_Q4",56.1087301587302,"Down",3701524000,-3198389000,503135000,-356735000,-356735000,146400000,73261000,-15071000,89359000,-1027000,219661000,219661000,-83016000,136645000,136645000,136645000,136645000,23713000,23713000,92003000,92003000,2170175000,398387000,398387000,2684278000,2449343000,10626446000,155995000,10470451000,13075789000,15760067000,703413000,476757000,2070999.99999999,224585000,324304000,312858000,1027717000,11484527000,11017562000,232439000,232439000,11716966000,12744683000,1254160000,93676000,1160484000,1821359000,-60135000,3015384000,3015384000,15760067000,136645000,42641000,63744000,11465000,-7312000,59591000,-546067000,2574000,-251372000,-297269000,-303037000,-100230000,-100956000,-4061000,28236000,-76055000,88728000,519000,88209000,-261591000,-196799000,1528000,-198327000,194845000,86774000,-292318000,-292318000,-292318000,189041000,11808831000,-374240000,0.13593,0.03955,0.03692,0.04532,0.00867,-2.73878,2.61188,4.22655,0.74929,0.72223,0.7161,19.56408,15.93755,-1.97801,0.00908,-0.02486,62.3416,80.49944
"28","2017_Q1",64.9664516129032,"Up",4049960000,-3487800000,562160000,-385413000,-385413000,176747000,65568000,-16353000,82898000,-977000,242315000,242315000,-89712000,152603000,152603000,152603000,152603000,38416000,38416000,152388000,152388000,2260563000,422263000,422263000,2873630000,2518393000,10887333000,150962000,10736371000,13405726000,16279356000,762521000,494989000,1404000,266128000,343266000,333713000,1105787000,11826438000,11339793000,238551000,238551000,12064989000,13170776000,1281852000,93274000,1188578000,1883283000,-56555000,3108580000,3108580000,16279356000,152603000,43221000,83229000,19569000,2908000,60752000,-398318000,-60385000,-90388000,-247545000,-119265000,-102100000,-102601000,2e+05,-25461000,-127361000,61072000,-818000,61890000,-1252110000,-74670000,25315000,-99985000,274927000,261329000,14703000,14703000,14703000,219968000,12169704000,-190738000,0.13881,0.04364,0.03768,0.04909,0.00937,-1.2499,2.59872,4.23691,0.74755,0.81561,0.80671,21.64573,16.61436,-1.01943,0.00983,-0.01229,55.15024,68.63646
"29","2017_Q2",60.4074603174603,"Down",4542334000,-3893396000,648938000,-403503000,-403503000,245435000,92618000,-16838000,109363000,93000,338053000,338053000,-126351000,211702000,211702000,211702000,211702000,60080000,60080000,104745000,104745000,2148247000,421472000,421472000,2734544000,2557506000,11183639000,145265000,11038374000,13741145000,16475689000,817373000,510574000,103588000,203211000,349297000,338832000,1166670000,11925870000,11441476000,231021000,231021000,12156891000,13323561000,1276597000,91936000,1184661000,1933760000,-58229000,3152128000,3152128000,16475689000,211702000,43894000,71821000,18726000,6782000,46313000,-135924000,47643000,112316000,-295883000,191493000,-79416000,-79416000,-1055000,238000,-80233000,-156637000,631000,-157268000,-919268000,-180777000,6608000,-187385000,257945000,-79469000,31791000,31791000,31791000,289329000,12275167000,200340000,0.14286,0.05403,0.04661,0.06716,0.01285,0.94633,2.34389,4.22685,0.74505,1.1431,1.13295,24.52664,17.02013,1.08175,0.01352,0.01279,42.21867,49.76913
"30","2017_Q3",66.6612698412698,"Up",4386640000,-3782635000,604005000,-405062000,-405062000,198943000,91289000,-16836000,107936000,189000,290232000,290232000,-108808000,181424000,181424000,181424000,181424000,25765000,25765000,99733000,99733000,2231769000,446068000,446068000,2803335000,2602323000,11470075000,150684000,11319391000,14072398000,16875733000,834867000,568036000,14898000,251933000,366690000,357117000,1201557000,12234004000,11740804000,239186000,239186000,12473190000,13674747000,1284751000,90952000,1193799000,1975862000,-59627000,3200986000,3200986000,16875733000,181424000,44184000,64001000,17859000,-4511000,50653000,-400005000,5012000,-83522000,-321495000,-110396000,-75598000,-75694000,-289000,132000,-75755000,15371000,-422000.000000001,15793000,-774207000,-140103000,17297000,-157400000,295509000,170777000,-15374000,-15374000,-15374000,243127000,12600694000,-123668000,0.13769,0.04535,0.04136,0.05668,0.01075,-0.68165,2.33309,4.27204,0.74668,0.9921,0.98228,23.98801,17.50435,-0.67627,0.01131,-0.00771,51.72165,63.2087
"31","2017_Q4",71.3438095238095,"Up",4107017000,-3567829000,539188000,-399672000,-399672000,139516000,85684000,-17405000,102810000,279000,225200000,225200000,-76360000,148840000,148840000,148840000,148840000,26287000,26287000,95841000,95841000,2440551000,442244000,442244000,3004923000,2634442000,11664049000,133173000,11530876000,14298491000,17303414000,753381000,519984000,7.45058059692383e-09,233397000,358297000,348114000,1111678000,12651337000,12160369000,239672000,239672000,12891009000,14002687000,1323807000,90745000,1233062000,2028224000,-51304000,3300727000,3300727000,17303414000,148840000,45097000,81980000,15778000,12113000,54089000,-550136000,3892000,-208782000,-345246000,-274219000,-72449000,-72449000,-5268000,96000,-77621000,225093000,322000,224771000,-1219929000,-67531000,42644000,-110175000,179625000,337187000,-14653000,-14653000,-14653000,184613000,13009634000,-361612000,0.13128,0.03397,0.03624,0.04509,0.0086,-2.42954,2.70305,4.2423,0.75185,0.81831,0.80877,22.57992,18.14703,-1.9881,0.00899,-0.02185,70.32737,93.05991
"32","2018_Q1",65.3718032786885,"Down",4084218000,-3547490000,536728000,-408814000,-408814000,127914000,82209000,-19666000,101073000,802000,210123000,210123000,-87977000,122146000,122146000,122146000,122146000,44525000,44525000,133321000,133321000,2390694000,492904000,492904000,3061444000,2667061000,11757767000,63256000,11694511000,14424828000,17486272000,808504000,529733000,0,278771000,365554000,355433000,1174058000,12752812000,12262443000,242553000,242553000,12995365000,14169423000,1323921000,89874000,1234047000,2047240000,-54312000,3316849000,3316849000,17486272000,122146000,46767000,126722000,9516000,66623000,50583000,-183063000,-37480000,49857000,-195440000,112572000,-69256000,-69257000,-2037000,-21885000,-93178000,-50259000.0000001,-466000,-49793000,-1256243000,-117639000,6971000.00000001,-124610000,152849000,-15049000,4345000,4345000,4345000,174681000,13118366000,10339000,0.13142,0.03132,0.02991,0.03683,0.00699,0.0846399999999998,2.60757,4.27195,0.75021,0.67602,0.67006,22.6042,18.35718,0.0572200000000003,0.00732,0.00062,74.84409,102.20805
"33","2018_Q2",66.76828125,"Up",4792592000,-4131252000,661340000,-438234000,-438234000,223106000,96578000,-18052000,115593000,-963000,319684000,319684000,-81028000,238656000,238656000,238656000,238656000,76348000,76348000,101351000,101351000,2260029000,519766000,519766000,2957494000,2714495000,12084178000,55494000,12028684000,14798673000,17756167000,894961000,586337000,55991000,252633000,393241000,382326000,1288202000,12861152000,12363736000,223052000,223052000,13084204000,14372406000,1322972000,88360000,1234612000,2115834000,-55045000,3383761000,3383761000,17756167000,238656000,45343000,85029000,28998000,3602000,52429000,-138179000,31970000,130665000,-300814000,230849000,-79400000,-79720000,-5094000,77000,-84417000,-199660000,238000,-199898000,-1017498000,-201998000,9052000,-211050000,321564000,-80094000,66338000,66338000,66338000,268449000,13254393000,131898000,0.13799,0.04655,0.0498,0.07053,0.01344,0.55267,2.29583,4.24746,0.74647,1.33972,1.33015,26.90367,18.99506,0.74042,0.01415,0.00782,49.08957,59.0663
"34","2018_Q3",76.2733333333333,"Up",4766035000,-4115399000,650636000,-453554000,-453554000,197082000,92403000,-17950000,109667000,686000,289485000,289485000,-68595000,220890000,220890000,220890000,220890000,37147000,37147000,104883000,104883000,2357355000,522702000,522702000,3022087000,2766902000,12387516000,56354000,12331162000,15154418000,18176505000,871749000,605535000,48600342.9255199,266214000,411712000,397837000,1283461000,13177321000,12672154000,233605000,233605000,13410926000,14694387000,1353575000,87645000,1265930000,2182978000,-54435000,3482118000,3482118000,18176505000,220890000,44968000,82664000,25236000,-1063000,58491000,-468486000,-3532000.00000001,-97326000,-367628000,-119964000,-91146000,-91391000,-212000,827000,-90531000,42509999.9999999,2931000.00000012,39579000,-443421000,-131847000,38450000,-170297000,277775000,188438000,-22057000,-22057000,-22057000,242050000,13589033000,-248987000,0.13652,0.04135,0.04635,0.06344,0.01215,-1.1272,2.35464,4.21996,0.74762,1.25303,1.23956,27.03612,19.75289,-1.41242,0.01276,-0.01439,55.98796,68.76268
"35","2018_Q4",65.9950793650794,"Down",4295871000,-3726634000,569237000,-409520000,-409520000,159717000,88091000,-18814000,109725000,-2820000,247808000,247808000,-57497000,190311000,190311000,190311000,190311000,35049000,35049000,111156000,111156000,2424700000,486514000,486514000,3057419000,2800051000,12539342000,57893000,12481449000,15339393000,18396812000,840062000,558324000,1634000,280104000,384811000,373283000,1224873000,13494182000,12989406000,242644000,242644000,13736826000,14961699000,1341859000,85893000,1255966000,2147391000,-54137000,3435113000,3435113000,18396812000,190311000,45298000,65378000,7169000,-1630000,59839000,-297242000,-6273000,-67345000,-223624000,3745000,-72085000,-72200000,-164000,2e+05,-72049000,146512000,-2860000,149372000,-1308028000,-244745000,7078000,-251823000,136706000,38473000,-29831000,-29831000,-29831000,205015000,13878993000,-106815000,0.13251,0.03718,0.0443,0.0554,0.01034,-0.56127,2.49611,4.35552,0.75442,1.0949,1.0855,24.71505,19.76293,-0.61453,0.01084,-0.00608,67.52649,86.67796
"36","2019_Q1",61.6345901639344,"Down",4318602000,-3719224000,599378000,-428967000,-428967000,170411000,85418000,-20976000,103705000,2689000,255829000,255829000,-63273000,192556000,192556000,192556000,192556000,46938000,46938000,139850000,139850000,2519455000,507770000,507770000,3214013000,2828058000,12675796000,61346000,12614450000,15503854000,18717867000,915159000,593171000,3784000,318204000,396350000,395221000,1311509000,13776534000,13776534000,272796000,272796000,14049330000,15360839000,1320892000,83739000,1237153000,2104146000,-68010000,3357028000,3357028000,18717867000,192556000,46638000,64850000,13608000,1391000,49851000,-255703000,-28694000,-94755000,-132254000,48341000,-61313000,-61325000,901000,-1104000,-61516000,-9832184000,-10001019000,168835000,-1387665000,-326136000,-54580000,-271556000,10197524000,39204000,26029000,26029000,26029000,217049000,14172884000,-36694000,0.13879,0.03946,0.04459,0.05736,0.01029,-0.19056,2.45062,4.57573,0.75718,1.13527,1.12874,25.4615,19.79228,-0.21634,0.01082,-0.00206,65.08183,82.89339
"37","2019_Q2",78.2061904761905,"Up",5366318000,-4623935000,742383000,-489660000,-489660000,252723000,98534000,-17784000,115959000,359000,351257000,351257000,-84513000,266744000,266744000,266744000,266744000,42197000,42197000,133879000,133879000,2551143000,556526000,556526000,3283745000,2926592000,13504139000,56708000,13447431000,16430731000,19714476000,1023238000,656902000,78200000,288136000,432342000,431671000,1485402000,14486502000,14027714000,289817000,289817000,14776319000,16261721000,1344439000,82697000,1261742000,2189522000,-81206000,3452755000,3452755000,19714476000,266744000,51506000,119770000,45025000,9392000,65353000,-394819000,5971000,-31688000,-369102000,43201000,-78968000,-78970000,-7224000,81000,-86111000,-95182000,-458000,-94724000,-1809924000,-178710000,33251000,-211961000,354775000,80883000,37973000,37973000,37973000,304229000,14918844000,-85045000,0.13834,0.04709,0.04971,0.07726,0.01353,-0.31883,2.21068,4.70978,0.75675,1.60376,1.59114,32.26424,20.75921,-0.51132,0.01429,-0.00456,48.8995,58.86543
"38","2019_Q3",85.82515625,"Up",5201151000,-4507698000,693453000,-480831000,-480831000,212622000,92915000,-21073000,114131000,-143000,305537000,305537000,-71938000,233599000,233599000,233599000,233599000,40737000,40737000,141091000,141091000,2604750000,598361000,598361000,3384939000,2981260000,13774055000,66048000,13708007000,16755315000,20140254000,931399000,628507000,1389000,301503000,435239000,434324000,1396704000,14832769000,14384129000,299224000,299224000,15131993000,16528697000,1395732000,82442000,1313290000,2307455000,-91630000,3611557000,3611557000,20140254000,233599000,51962000,85811000,23862000,-5580000,67529000,-540029000,-7212000,-53607000,-479210000,-168657000,-92376000,-92377000,-1020000,639000,-92757000,101908000,244000,101664000,-1476636000,-76698000,53270000,-129968000,240462000,265672000,4258000,4258000,4258000,264584000,15268008000,-295883000,0.13333,0.04088,0.04491,0.06468,0.0116,-1.26663,2.42352,4.57661,0.75808,1.41272,1.39651,31.45464,21.84136,-1.78939,0.01218,-0.01543,57.55175,71.61663
"39","2019_Q4",94.070625,"Up",-10567369000,9131546400,-1435822600,970481500,970481500,-465341100,-191447200,38856600,-230087800,-216000,-656788300,-656788300,156449600,-500338700,-500338700,-500338700,-500338700,56583000,56583000,142737000,142737000,2682574000,568350000,568350000,3450244000,3036663000,14000323000,67162000,13933161000,17036986000,20487230000,983406000,641434000,1497000,340475000,406822000,406401000,1421041000,15050556000,14604254000,317580000,317580000,15368136000,16789177000,1403464000,81897000,1321567000,2376596000,-82007000,3698053000,3698053000,20487230000,173156000,54758000,89596000,29290000,-4556000,64862000,-309960000,-1646000,-77824000,-230490000,7550000,-77830000,-77830000,831000.000000002,-720000,-77719000,-7816512000,-7811452000,-5060000,-1419060000,-203179000,-86521000,-116658000,8082281000,62590000,-7579000,-7579000,-7579000,-410583100,15457378000,-954822700,0.13587,0.04404,0.04735,-0.1353,-0.02442,1.90835,2.42797,4.54,0.75449,-3.04555,-3.00421,-64.3234,22.50999,-5.81199,-0.02569,-0.04903,-37.50957,-33.09571
"40","2020_Q1",84.6059677419355,"Down",20319887000,-17597560400,2722326600,-1940057500,-1940057500,782269100,378711200,-83006600,456027800,5690000,1160980300,1160980300,-272551600,888428700,888428700,888428700,888428700,58211000,58211000,191090000,191090000,2846416000,567970000,567970000,3663687000,3069102000,14349393000,89842000,14259551000,17418495000,21082182000,1070271000,737144000,1389000,331738000,433456000,433416000,1534707000,14944056000,14944056000,834544000,834544000,15778600000,17313307000,1430529000,81541000,1348988000,2488417000,-150071000,3768875000,3768875000,21082182000,214934000,57585000,91056000,10684000,-357999.999999999,80730000,-482275000,-48353000,-163842000,-270080000,-118700000,-82719000,-82719000,-51637000,1579000,-132777000,8960221000,-2897987000,11858208000,-1498324000,15237000,124397000,-109160000,-8697620000,277838000,26361000,26361000,26361000,839854100,15377512000,547411700,0.13397,0.0385,0.04372,0.23573,0.04214,0.616159999999988,2.38722,4.59376,0.72941,5.43777,5.35785,124.37118,23.06801,3.35052,0.04446,0.0274,18.24043,19.58316
"41","2020_Q2",78.361746031746,"Down",3228782000,-2874599000,354183000,-373716000,-324891000,-19533000,23697000,-23958000,50950000,-3295000,4164000,4164000,814000,4978000,4978000,4978000,4978000,658022000,658022000,145018000,145018000,1899430000,581261000,581261000,3283731000,3064738000,13624063000,119066000,13504997000,16688801000,19972532000,680240000,390160000,-3.72529029846191e-09,290080000,439885000,439799000,1151006000,14851505000,14416180000,391711000,391711000,15243216000,16394222000,1439806000,81378000,1358428000,2303909000,-165405000,3578310000,3578310000,19972532000,4978000,58340000,191054000,25057000,25041000,140956000,995187000,46072000,946986000,2129000,1249559000,-62871000,-62871000,-2369000,168000,-65072000,-2506693000,-2420245000,-86448000,-1063948000,-52434000,1706000,-54140000,1979390000,-579737000,604750000,604750000,604750000,38807000,15291390000,970309000,0.1097,-0.00605,0.00154,0.00139,0.000249999999999986,194.91945,2.85292,4.58155,0.76562,0.0306,0.03044,19.8483,21.99695,5.96478,0.000259999999999989,0.05038,377.08063,-749.16132
"42","2020_Q3",99.8896875,"Up",5372166000,-4620023000,752143000,-490208000,-441923000,261935000,126406000,-22469000,147195000,1680000,388341000,388341000,-91645000.0000001,296696000,296696000,296696000,296696000,711561000,711561000,203155000,203155000,2824959000,588184000,588184000,4327859000,3044773000,13873674000,133749000,13739925000,16918447000,21246306000,1098634000,683715000,64734000,350185000,468692000,467854000,1598942000,15232881000,14797768000,431923000,431923000,15664804000,17263746000,1542381000,82081000,1460300000,2600605000,-160426000,3982560000,3982560000,21246306000,296696000,60627000,69091000,37737000,-16443000,47797000,-786197000,-58137000,-925529000,197469000,-359783000,-28301000,-29127000,-197000,1213000,-27285000,2391129000,-2607855000,4998984000,-364016000,90007000,90018000,-11000,-1987427000,493709000,106641000,106641000,106641000,322562000,15701573000,-400291000,0.14001,0.04876,0.05523,0.0745,0.01396,-1.34916000000001,2.7067,4.33484,0.73903,1.8154,1.79139,32.87075,24.36815,-2.44927,0.01475,-0.0199,46.47172,57.22798
"43","2020_Q4",93.77453125,"Down",5184944000,-4553514000,631430000,-478797000,-430781000,152633000,157870000,-19462000,176445000,887000,310503000,310503000,-75203000,235300000,235300000,235300000,235300000,236643000,236643000,168979000,168979000,2780205000,551270000,551270000,3737097000,3043345000,14152406000,159209000,13993197000,17195751000,20932848000,960925000,570174000,18322000,372429000,446136000,445128000,1437787000,1.4481e+10,1.4481e+10,885585000,885585000,15366585000,16804372000,1543647000,81517000,1462130000,2737753000,-152924000,4128476000,4128476000,20932848000,235300000,61528000,9896000,11152000,-28127000,26871000,-328114000,34176000,44754000,-407044000,-21390000,-30934000,-31954000,-143000,1358000,-29719000,-341566000,-2911186000,2569620000,-599493000,-101903000,2571000,-104474000,-4760000,-448229000,-499338000,-499338000,-499338000,214161000,14927136000,-69684000,0.12178,0.02944,0.04538,0.05699,0.01124,-0.29615,2.5992,4.07036,0.7131,1.43714,1.41945,31.66803,25.21545,-0.42561,0.0118,-0.00349,68.59556,96.24716
"44","2021_Q1",121.721475409836,"Up",5164257000,-4522888000,641369000,-556054000,-506824000,85315000,176934000,-20289000,188220000,9003000,262249000,262249000,-52304000,209945000,209945000,209945000,209945000,132319000,132319000,239070000,239070000,3157159000,588248000,588248000,4116796000,3055563000,14369182000,164261000,14204268000,17424745000,21541541000,1215016000,799333000,218000,415465000,452579000,9927000,1698548000,14619919000,1322415000,858461000,858461000,15478380000,17176928000,1595407000,81586000,1513821000,2887897000,-118691000,4364613000,4364613000,21541541000,209945000,61661000,47600000,47953000,-16258000,15905000,-519832000,-65618000,-389529000,-64685000.0000001,-200626000,-40584000,-40584000,-1020000,5586000,-6107000,138196000,-2714765000,2852961000,-197272000,-22460000,48853000,-71313000,-5499000.00000048,110237000,-96495999.9999999,-96495999.9999999,-96495999.9999999,146976000,15072498000,-361136000,0.12419,0.01652,0.04065,0.0481,0.00975,-1.72014999999999,2.42371,3.9355,0.69969,1.28881,1.26775,31.7024,26.79353,-2.21695,0.01034,-0.01779,101.65047,175.11785
"45","2021_Q2",123.626507936508,"Up",7697599000,-6773090000,924509000,-603959000,-554069000,320550000,246774000,-20534000,241731000,25577000,567324000,567324000,-130568000,436756000,436756000,436756000,436756000,377954000,377954000,413219000,413219000,3248849000,650583000,650583000,4690605000,3076173000,15066111000,138487000,14927624000,18142284000,22832889000,1555672000,1058005000,96624000,401043000,506879000,506879000,2093387000,15160995000,15160995000,875026000,875026000,16036021000,18129408000,1609277000,81401000,1527876000,3209958000,-115754000,4703481000,4703481000,22832889000,436756000,62356000,54541000,41074000,24751000,-11284000,-665536000,-174149000,-91690000,-399697000,-111883000,-59145000,-59145000,-4701000,86000,-63143000,591264000,-3014131000,3605395000,-394024000,-112249000,21589000,-133838000,-3910000,475105000,300079000,300079000,300079000,382906000,15667874000,-211207000,0.1201,0.04164,0.05674,0.09286,0.01913,-0.48358,2.24068,3.85447,0.6862,2.677,2.62639,47.18083,28.82901,-1.29455,0.02056,-0.00994,39.93126,47.69902
"46","2021_Q3",133.08125,"Up",7988359000,-7172875000,815484000,-627075000,-574286000,188409000,179405000,-22410000,200033000,1782000,367814000,367814000,-82547000,285267000,285267000,285267000,285267000,58095000,58095000,517260000,517260000,4105458000,690483000,690483000,5371296000,3128896000,15953130000,117288000,15685499000,19082026000,24453322000,1392040000,903847000,422000,487771000,523244000,10562000,1958960000,16630115000,2190415000,949068000,949068000,17579183000,19538143000,1734301000,81235000,1653066000,3293221000,-112343000,4915179000,4915179000,24453322000,285267000,66944000,104851000,7092361.69315498,72749211.008792,-35995495.3844322,-1730500000,-248053234.442266,690876062.081934,-1092796577.65945,-1273438000,-78433000,-78693000,-7950000,10868000,-317093000,1482866000,-3571509881.65992,4135830702.93322,-985377615.444496,-183159000,38498000,-221657000,-5636999.99999997,1294070000,-296461000,-296461000,-296461000,255353000,17153359000,-1471033000,0.10208,0.02359,0.03571,0.05804,0.01167,-5.15669,2.74191,3.97506,0.70147,1.74848,1.71543,48.96298,30.12656,-9.01639,0.01239,-0.06391,66.94757,90.73486
"47","2021_Q4",140.02953125,"Up",8527759000,-7691199000,836560000,-630358000,-575930000,206202000,149759000,-24303000,165968000,8094000,355961000,355961000,-86523000,269438000,269438000,269438000,269438000,62598000,62598000,563135000,563135000,4659460000,669877000,669877000,5955070000,3175577000,16444572000,134382000,16168932000,19620149000,25575219000,1467666000,936556000,517999.999999985,530592000,546035000,10888999.9999999,2056852000,17458864000,2602598000,949707000,949707000,18408571000,20465423000,1753664000,80936000,1672728000,3456433000,-100301000,5109796000,5109796000,25575219000,269438000,71519000,121275000,-22196184.4091267,102171148.011723,-39107527.1792429,-1159556000,-273464979.256355,1305507149.44258,-1581605036.87927,-697324000,-89065000,-89065000,-1025000,25961000,-52447000,847924000,-3996895442.21323,4486046270.57763,-1573443420.59266,-104232000,16223000,-120455000,-4926000,738766000,-11005000,-11005000,-11005000,277721000,18004899000,-884377000,0.0981,0.02418,0.0316,0.05273,0.01054,-3.2823,2.89524,4.00514,0.704,1.65114,1.63164,52.25887,31.31329,-5.41954,0.0112,-0.03675,64.60549,87.01322
