"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"39","2019_Q4",39.77921875,"Down",783900000,-361900000,4.22e+08,-330300000,-196900000,-112300000,-21100000,91700000,-12800000,-19700000,8800000,-3800000,78900000,78900000,-8e+05,78100000,78100000,0,78100000,78100000,189200000,189200000,608200000,608200000,312100000,102300000,102300000,1211800000,241400000,5187500000,3680600000,678700000,352700000,5428900000,6640700000,282800000,159300000,123500000,2.19e+08,688500000,490400000,198100000,1190300000,1624200000,705800000,51500000,318200000,336100000,2.33e+09,3520300000,1.693e+09,1602800000,-176800000,3.119e+09,3120400000,6640700000,78100000,50200000,24900000,-15900000,137300000,-16100000,-28600000.0000002,-4200000,-48900000,10800001,-105800000,1.5e+07,-2900000,-97899999,-9499999,-9499999,-5500000,-14999999,141900000,1843200000,110700000,0.53833,0.11698,0.09963,0.02503,0.01176,1.41741,1.01806,1.12816,0.27756,0.3119,0.30967,3.13059,12.45607,0.44209,0.01378,0.01953,11.6561,18.03708
"40","2020_Q1",39.0991935483871,"Down",8.24e+08,-3.64e+08,4.6e+08,-3.45e+08,-2.19e+08,-119600000,-6400000,1.15e+08,-12900000,-20200000,5300000,2e+06,102100000,75300000,204100000,279400000,279400000,-1e+05,279300000,279300000,189200000,189200000,608200000,608200000,312100000,102300000,102300000,1211800000,241400000,5187500000,3680600000,678700000,352700000,5428900000,6640700000,282800000,159300000,123500000,2.19e+08,688500000,490400000,198100000,1190300000,1624200000,705800000,51500000,318200000,336100000,2.33e+09,3520300000,1.693e+09,1602800000,-176800000,3.119e+09,3120400000,6640700000,279400000,48900000,-198800000,-7300000,122200000,-1.4e+07,-191700000,-900000.000000004,-206600000,88099999,7e+05,7e+05,-4200000,84599999,199999.000000004,199999.000000004,4400000,4599999,163900000,1843200000,-61500000,0.55825,0.13956,0.33896,0.08951,0.04206,-0.22019,1.01806,1.12816,0.27756,1.11899,1.11098,3.30128,12.49599,-0.24639,0.04926,-0.01085,10.09152,14.38261
"41","2020_Q2",37.4977777777778,"Down",792300000,-351300000,4.41e+08,-339799999,-204699999,-118200000,-16900000,101200001,-18900000,-20500000,9400000,-7800000,82300001,79400001,-17500000,61900001,61900001,-223302.150417237,61900001,61900001,216800000,216800000,546600000,546600000,327200000,1.02e+08,1.02e+08,1192600000,244800000,5268300000,3783600000,681200000,337400000,5513100000,6705700000,255700000,145400000,110300000,280700000,690500000,498200000,192300000,1226900000,1694700000,681800000,53300000,310100000,318400000,2376500000,3603400000,1716800000,1615400000,-230900000,3101300000,3102300000,6705700000,61900000,50200000,24800000,18800000,155700000,-16700000,-1.98e+08,3e+05,-214400000,137300000,-37300000,12700000,-4e+05,99600000,40900000,40900000,-13300000,27600000,151400001,1975400000,171000001,0.55661,0.12773,0.07813,0.01995,0.00923,2.76252,0.97204,1.16153,0.29459,0.2477,0.24593,3.17047,12.41016,0.68427,0.01075,0.02969,11.61559,17.37747
"42","2020_Q3",47.7775,"Up",733600000,-327900000,405700000,-303000001,-172400001,-1.14e+08,-16600000,102699999,-6700000,-19600000,9700000,3200000,95999999,90899999,-27700000,63199999,63199999,-2e+05,62999999,62999999,196400000,196400000,478800000,478800000,338600000,106200000,106200000,1.12e+09,249800000,5275200000,3807500000,645300000,359900000,5.525e+09,6.645e+09,262800000,128900000,133900000,268200000,639500000,481900000,157600000,1170500000,1564500000,696900000,49100000,317900000,329900000,2261400000,3431900000,1737800000,1672400000,-198300000,3211900000,3213100000,6.645e+09,63200000,49500000,33100000,1700000,147500000,-12600000,0,-4e+05,-1.3e+07,-146100000,-3999999.99999999,-4e+06,-10400000,-160500000,-2.6e+07,-2.6e+07,5600000,-20400000,152199999,1832700000,168999999,0.55303,0.13999,0.08588,0.01961,0.00948,2.68254,0.95686,1.0681,0.2758,0.2519,0.2507,2.93323,12.84246,0.67573,0.01097,0.02943,10.75099,15.93281
"43","2020_Q4",57.40140625,"Up",792100000,-352400000,439700000,-325600000,-1.91e+08,-117900000,-16700000,114100000,-5600000,-19600000,10800000,3200000,108500000,96400000,-11600000,84800000,84800000,-1e+05,84700000,84700000,1.84e+08,1.84e+08,488900000,488900000,318500000,109200000,109200000,1100600000,251600000,5272099999,3837400000,610100000,368099999,5523699999,6624299999,284100000,131400000,152700000,279600000,627800000,445200000,182600000,1191500000,1390600000,690900000,56400000,309400000,325100000,2081500000,3.273e+09,1.779e+09,1.732e+09,-1.61e+08,3.35e+09,3351300000,6624300000,84800000,49900000,4e+07,5800000,180500000,-15400000,-9e+05,-4e+05,-16700000,-170700001,-11400000,16600000,-1e+05,-182200001,-18400001,-18400001,6e+06,-12400001,1.64e+08,1670200000,1.66e+08,0.55511,0.14405,0.10693,0.02527,0.01279,1.95986,0.92371,0.97664,0.25213,0.33718,0.33518,3.15326,13.33599,0.66083,0.01483,0.02906,9.0622,13.02542
"44","2021_Q1",72.226393442623,"Up",829700000,-361200000,468500000,-340900000,-199800000,-125800000,-15300000,127600000,-6700000,-17900000,9500000,1700000,120900000,128300000,52400000,180700000,180700000,-4e+05,180300000,180300000,237700000,237700000,620500000,620500000,301700000,121500000,121500000,1281400000,251800000,5343700000,3876500000,580100000,376900000,5595500000,6876900000,3.1e+08,143200000,166800000,255800000,745500000,560500000,1.85e+08,1311300000,1291400000,675600000,53300000,300300000,3.22e+08,1.967e+09,3278300000,1.802e+09,1893400000,-98500000,3596900000,3598600000,6876900000,180700000,47900000,-37600000,-2700000,188300000,-12100000,24500000,-1e+05,12300000,-132699999,-18900000,-15300000,-5600000,-157199999,43400001,43400001,10300000,53700001,175500000,1547200000,108300000,0.56466,0.15379,0.21731,0.0501,0.02622,0.60067,0.9772,0.91099,0.22499,0.7189,0.71124,3.30821,14.34171,0.43182,0.03097,0.0186,7.46154,10.26254
"45","2021_Q2",79.4969841269841,"Up",886500000,-393200000,493300000,-350900000,-207800000,-129400000,-13700000,142400000,-3500000,-16900000,11800000,1600000,138900000,137400000,-22800000,114600000,114600000,-1e+05,114500000,114500000,264600000,264600000,576600000,576600000,298700000,120100000,120100000,1.26e+09,251600000,5268900000,3.848e+09,5.43e+08,375200000,5520500000,6780500000,303100000,157900000,145200000,97500000,7.51e+08,561400000,189600000,1151600000,1291900000,663400000,57500000,292200000,313700000,1955300000,3106900000,1841800000,1961800000,-1.3e+08,3673600000,3673600000,6780500000,114600000,46100000,23800000,43700000,228200000,-10600000,37304105.8687389,1400000,-9200000,-154900000,-3.2e+07,8e+06,-6015698.91356193,-186900000,32100000,32100000,-5200000,26900000,188500000,1389400000,244400000,0.55646,0.16063,0.12916,0.03117,0.01689,2.1345,1.09413,0.84574,0.20491,0.45599,0.45026,3.53047,14.63003,0.97332,0.02,0.04268,5.96711,7.89888
"46","2021_Q3",87.82015625,"Up",945200000,-419800000,525400000,-376100000,-224800000,-138300000,-1.3e+07,149300000,-4800000,-16600000,1e+07,1800000,144500000,162400000,-23500000,138900000,138900000,0,138900000,138900000,484400000,484400000,583200000,583200000,298500000,128400000,128400000,1494500000,229300000,5238400000,3846800000,508300000,378600000,5467700000,6962200000,361600000,181400000,180200000,89100000,717800000,536500000,181300000,1168500000,1292300000,662800000,69600000,288800000,304400000,1955100000,3123600000,1873300000,2077199999,-111900000,3838599999,3838599999,6962199999,138900000,45500000,13700000,2500000.00000001,200600000,9900000,4.6e+07,-3800000,52100000,-9500000,-25300000,-25300000,-1400000,-36200000,216500000,216500000,3300000,219800000,194800000,1381400000,230700000,0.55586,0.15796,0.14695,0.03619,0.01995,1.66091,1.27899,0.81373,0.19841,0.55317,0.54621,3.76424,15.28714,0.91876,0.02361,0.03922,4.60472,6.00804
"47","2021_Q4",85.87078125,"Down",901400000,-396900000,504500000,-355500000,-210700000,-132500000,-12300000,1.49e+08,-9900000,-15900000,8500000,-2500000,139100000,156700000,-32700000,1.24e+08,1.24e+08,-25901.4798256999,1.24e+08,1.24e+08,513200000,513200000,580500000,580500000,323400000,143400000,143400000,1560500000,228500000,5214400000,3823600000,473500000,421300000,5442900000,7003400000,392900000,193400000,199500000,29100000,719200000,511700000,207500000,1141200000,1292800000,687600000,77300000,277600000,332700000,1980400000,3121600000,1914700000,2107699999,-140600000,3881799999,3881799999,7003399999,1.24e+08,44400000,10800000,-12800000,166400000,-1e+07,20100000,-2e+06,8100000,-58400000,-81600000,18400000,-1e+05,-140100000,34400000,34400000,-5600000,28800000,193400000,1321900000,203300000,0.55968,0.1653,0.13756,0.03194,0.01771,1.63952,1.36742,0.80416,0.18875,0.49304,0.48761,3.5841,15.43459,0.80835,0.02105,0.03451,4.18149,5.42752
"48","2022_Q1",71.2279032258065,"Down",9.26e+08,-414500000,511500000,-380900000,-232600000,-136400000,-11900000,130600000,-9600000,-1.6e+07,7400000,-1e+06,1.21e+08,118100000,-2800000,115300000,115300000,7.27595761418343e-12,115300000,115300000,325700000,325700000,624800000,624800000,363300000,136800000,136800000,1450600000,233200000,5415800000,3981500000,506600000,425700000,5.649e+09,7099600000,438300000,207300000,2.31e+08,-17307215.9025928,750300000,548800000,201500000,1188600000,1293200000,673100000,8.3e+07,263100000,3.27e+08,1966300000,3154900000,1935900000,2170500000,-161700000,3944700000,3944700000,7099600000,115300000,43900000,22700000,-26600000,155300000,-35400000,-234900000,15800000,-254500000,-28200000,-56200000,-16200000,-1e+05,-84500000,-183700000,-183700000,-3800000,-187500000,174500000,1293200000,115300000,0.55238,0.14104,0.12451,0.02923,0.01624,1,1.22043,0.79978,0.18215,0.46065,0.45483,3.69956,15.75989,0.46065,0.01951,0.01951,5.54441,7.40812
"49","2022_Q2",65.6525806451613,"Down",993700000,-444100000,549600000,-385800000,-233400000,-140300000,-12100000,163800000,-18400000,-1.6e+07,9700000,-12100000,145400000,138500000,-28200000,110300000,110300000,177704.4394771,110300000,110300000,357200000,357200000,655700000,655700000,4.01e+08,151600000,151600000,1565500000,2.35e+08,5376900000,3.971e+09,468700000,442300000,5611900000,7177400000,357900000,213300000,144600000,47642784.0974072,889099999,622700000,266399999,1246999999,1293700000,648800000,81200000,237600000,3.3e+08,1942500000,3189499999,1981500000,2170300000,-163900000,3987900000,3987900000,7177399999,110300000,44600000,28200000,-30100000,1.53e+08,-14500000,-319466089.857543,1100000,-13400000,0,-107100000,-2400000,-2600000,-109700000,29900000,29900000,1600000,31500000,208400000,1293700000,1.92e+08,0.55308,0.16484,0.111,0.02766,0.01537,1.74071,1.25541,0.79979,0.18025,0.43909,0.43408,3.95581,15.8754,0.76433,0.0186,0.03238,4.49376,5.71734
"50","2022_Q3",63.25140625,"Down",941200000,-403700000,537500000,-397200000,-245800000,-140100000,-11300000,140300000,-10400000,-15300000,5800000,-9e+05,129900000,221600000,-53600000,1.68e+08,1.68e+08,607211.838605599,1.68e+08,1.68e+08,350100000,350100000,589300000,589300000,371700000,163900000,163900000,1.475e+09,228500000,5215999999,3.886e+09,432900000,433099999,5444499999,6919499999,360100000,191700000,168400000,3e+08,789400000,599200000,190200000,1449500000,994100000,581400000,8.6e+07,198400000,2.97e+08,1575500000,3.025e+09,1987900000,2145699999,-239100000,3894499999,3894499999,6919499999,1.68e+08,42300000,-76300000,-85200000,48800000,-13900000,210500000,-10900000,185700000,0,-219300000,-19300000,-6300000,-225600000,8900000,8900000,-1.6e+07,-7100000,182600000,1294100000,137100000,0.57108,0.14907,0.1785,0.04314,0.02428,0.81607,1.01759,0.77674,0.18702,0.67879,0.67497,3.80283,15.73535,0.55394,0.02912,0.02376,5.16977,6.72844
