"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",75.0409836065574,"Up",2.6392e+10,-2.5282e+10,1.11e+09,-2.67e+08,-2.37e+08,8.43e+08,-7.8e+07,-1.14e+08,3.6e+07,7.65e+08,7.65e+08,1.635e+09,2.4e+09,2.4e+09,-2.9e+07,2.371e+09,2.371e+09,5.85e+09,5.85e+09,6.922e+09,6.922e+09,6.384e+09,1.56e+08,1.56e+08,1.9312e+10,2.748e+10,4.001e+10,-1.253e+10,3.366e+09,3.366e+09,3.0846e+10,5.0158e+10,1.0949e+10,8.348e+09,5.68e+08,2.033e+09,1.22e+08,1.1071e+10,8.75e+09,7.437e+09,4.708e+09,2.729e+09,1.6187e+10,2.7258e+10,7.046e+09,-1.3315e+10,2.92e+10,-9.4e+08,2.1991e+10,9.09e+08,2.29e+10,5.0158e+10,2.4e+09,4.9e+08,-2.623e+09,1.393e+09,1.66e+09,-4.4e+08,-1.75e+08,-2.7e+07,-6.42e+08,-3.06e+08,3.74e+08,-4.57e+08,6e+07,-3.29e+08,6.89e+08,6.89e+08,-1.5e+07,6.74e+08,1.333e+09,8.872e+09,6.51e+08,0.04206,0.03194,0.08984,0.10354,0.04727,0.27457,1.74438,1.19031,0.17688,5.42563,5.41324,60.39359,50.32265,1.4897,0.70023,0.06828,0.0166,0.12906,2.26707,3.58482
"33","2018_Q2",90.88484375,"Up",2.6439e+10,-2.5377e+10,1.062e+09,-2.61e+08,-2.38e+08,8.01e+08,-7e+07,-1.21e+08,5.1e+07,7.31e+08,7.31e+08,-1.49e+08,5.82e+08,5.82e+08,-1.13e+08,4.69e+08,4.69e+08,4.658e+09,4.658e+09,6.814e+09,6.814e+09,6.555e+09,2.33e+08,2.33e+08,1.826e+10,2.7731e+10,4.0543e+10,-1.2812e+10,3.385e+09,3.385e+09,3.1116e+10,4.9376e+10,9.881e+09,7.966e+09,9.9e+07,1.816e+09,8.71e+08,1.0752e+10,8.086e+09,7.613e+09,4.711e+09,2.902e+09,1.5699e+10,2.6451e+10,7.033e+09,-1.3588e+10,2.9415e+10,-9.83e+08,2.1877e+10,1.048e+09,2.2925e+10,4.9376e+10,5.82e+08,4.98e+08,2e+06,-9.44e+08,1.38e+08,-3.56e+08,-3.6e+08,-3.6e+07,-7.52e+08,-3.45e+08,8.3e+07,-3.2e+08,9e+06,-5.73e+08,-1.187e+09,-1.187e+09,-5e+06,-1.192e+09,1.299e+09,8.957e+09,1.48e+08,0.04017,0.0303,0.01774,0.02046,0.0095,0.31557,1.69829,1.15381,0.1814,1.08817,1.08565,61.34339,50.7587,0.34339,0.80046,0.02061,0.00375,0.73561,3.30947,5.36704
"34","2018_Q3",92.72,"Up",3.1015e+10,-2.948e+10,1.535e+09,-2.82e+08,-2.48e+08,1.253e+09,-1.29e+08,-1.24e+08,-4999999.99999999,1.124e+09,1.124e+09,-2.49e+08,8.75e+08,8.75e+08,-3e+07,8.45e+08,8.45e+08,4.451e+09,4.451e+09,7.535e+09,7.535e+09,6.42e+09,5.42e+08,5.42e+08,1.8948e+10,2.818e+10,4.1266e+10,-1.3086e+10,3.55e+09,3.55e+09,3.173e+10,5.0678e+10,1.1158e+10,8.963e+09,2.2e+08,1.975e+09,1.83e+08,1.1341e+10,8.876e+09,7.657e+09,4.76e+09,2.897e+09,1.6533e+10,2.7874e+10,7.039e+09,-1.3923e+10,2.9915e+10,-1.262e+09,2.1769e+10,1.035e+09,2.2804e+10,5.0678e+10,8.75e+08,5.23e+08,-2.6e+07,6.87e+08,2.059e+09,-3.84e+08,-9.56e+08,-4e+07,-1.38e+09,-3.45e+08,-1.14e+08,-3.27e+08,-4.3e+07,-8.29e+08,-1.5e+08,-1.5e+08,-5.7e+07,-2.07e+08,1.776e+09,9.059e+09,2.328e+09,0.04949,0.0404,0.02724,0.03705,0.01667,2.75503,1.67075,1.22233,0.17876,1.9697,1.96056,72.29604,50.74359,5.42657,0.8042,0.03011,0.05891,0.40828,2.59459,3.67757
"35","2018_Q4",72.1768253968254,"Down",3.0849e+10,-2.9398e+10,1.451e+09,-2.32e+08,-2.09e+08,1.219e+09,-6.9e+07,-1.11e+08,4.2e+07,1.15e+09,1.15e+09,-2.76e+08,8.74e+08,8.74e+08,-1.8e+07,8.56e+08,8.56e+08,3.551e+09,3.551e+09,8.249e+09,8.249e+09,7.501e+09,5.9e+08,5.9e+08,1.9891e+10,2.8428e+10,4.1841e+10,-1.3413e+10,3.575e+09,3.575e+09,3.2003e+10,5.1894e+10,1.2283e+10,1.0224e+10,2.31e+08,1.828e+09,1.99e+08,1.2482e+10,8.877e+09,7.575e+09,4.725e+09,2.85e+09,1.6452e+10,2.8934e+10,7.049e+09,-1.4334e+10,3.043e+10,-1.235e+09,2.191e+10,1.05e+09,2.296e+10,5.1894e+10,8.74e+08,5.17e+08,-3.8e+07,-8.57e+08,4.96e+08,-4.28e+08,-2.04e+08,-4e+06,-6.36e+08,-3.41e+08,8e+06,-4.34e+08,-1.2e+07,-7.79e+08,-9.19e+08,-9.19e+08,1.9e+07,-9e+08,1.736e+09,9.076e+09,7.27e+08,0.04704,0.03952,0.02775,0.03728,0.0165,0.8493,1.59357,1.26019,0.17489,2.01412,2.00468,72.58588,51.55294,1.71059,0.80235,0.03022,0.01835,0.39836,3.1826,4.5324
"36","2019_Q1",68.7140983606557,"Down",2.873e+10,-2.7184e+10,1.546e+09,-2.47e+08,-2.3e+08,1.299e+09,-7.2e+07,-1.14e+08,4.2e+07,1.227e+09,1.227e+09,-2.05e+08,1.022e+09,1.022e+09,-7e+07,9.52e+08,9.52e+08,2.982e+09,2.982e+09,7.345e+09,7.345e+09,6.532e+09,8.16e+08,8.16e+08,1.7675e+10,2.8848e+10,4.2473e+10,-1.3625e+10,3.632e+09,3.632e+09,3.248e+10,5.0155e+10,1.0486e+10,8.594e+09,4.9e+07,1.843e+09,2.38e+08,1.0724e+10,8.871e+09,7.829e+09,4.962e+09,2.867e+09,1.67e+10,2.7424e+10,7.055e+09,-1.4925e+10,3.1044e+10,-1.507e+09,2.1667e+10,1.064e+09,2.2731e+10,5.0155e+10,1.022e+09,5.31e+08,2.65e+08,-1.4e+08,1.678e+09,-7.03e+08,3.43e+08,-8e+08,-1.16e+09,-3.38e+08,1.8e+07,-6.27e+08,-4e+07,-9.87e+08,-4.69e+08,-4.69e+08,-1e+08,-5.69e+08,1.83e+09,9.109e+09,1.192e+09,0.05381,0.04521,0.03314,0.04188,0.01898,1.2521,1.64817,1.20646,0.18162,2.27208,2.25592,68.56802,51.71122,2.84487,0.80668,0.03252,0.03005,0.35504,3.34809,4.71671
"37","2019_Q2",69.3665079365079,"Up",2.4263e+10,-2.373e+10,5.33e+08,-2.25e+08,-2.09e+08,3.08e+08,-9e+07,-1.12e+08,2.2e+07,2.18e+08,2.18e+08,-5.1e+07,1.67e+08,1.67e+08,-2.6e+07,1.41e+08,1.41e+08,2.777e+09,2.777e+09,8.289e+09,8.289e+09,6.554e+09,8.6e+08,8.6e+08,1.848e+10,2.8408e+10,4.2388e+10,-1.398e+10,5.207e+09,5.207e+09,3.3615e+10,5.2095e+10,1.1803e+10,1.0005e+10,6.5e+07,1.733e+09,1.11e+09,1.2913e+10,9.006e+09,8.397e+09,4.867e+09,3.53e+09,1.7403e+10,3.0316e+10,6.809e+09,-1.4958e+10,3.081e+10,-1.352e+09,2.1309e+10,4.7e+08,2.1779e+10,5.2095e+10,1.67e+08,5.51e+08,-2.2e+07,1.81e+08,8.77e+08,-4.44e+08,-2.83e+08,-2e+07,-7.47e+08,-3.75e+08,1.008e+09,-9.86e+08,-2.5e+07,-3.78e+08,-2.48e+08,-2.48e+08,4.3e+07,-2.05e+08,8.59e+08,1.0116e+10,6.47e+08,0.02197,0.01269,0.00581,0.00647,0.00271,4.58865,1.43112,1.39198,0.19418,0.33894,0.33732,58.32452,51.22356,1.55529,0.90144,0.01281,0.01606,2.65957,8.54366,23.82792
"38","2019_Q3",68.79046875,"Down",2.8933e+10,-2.781e+10,1.123e+09,-2.15e+08,-1.99e+08,9.08e+08,-1e+08,-1.12e+08,1.2e+07,8.08e+08,8.08e+08,-1.6e+08,6.48e+08,6.48e+08,-3.6e+07,6.12e+08,6.12e+08,2.033e+09,2.033e+09,9.05e+09,9.05e+09,6.281e+09,4.47e+08,4.47e+08,1.7811e+10,2.8784e+10,4.311e+10,-1.4326e+10,5.427e+09,5.427e+09,3.4211e+10,5.2022e+10,1.2225e+10,1.0135e+10,1.82e+08,1.908e+09,3.23e+08,1.2548e+10,9.167e+09,8.47e+09,4.899e+09,3.571e+09,1.7637e+10,3.0185e+10,6.819e+09,-1.517e+10,3.1046e+10,-1.35e+09,2.1345e+10,4.92e+08,2.1837e+10,5.2022e+10,6.48e+08,5.66e+08,10000000.0000001,2.93e+08,1.517e+09,-4.61e+08,-3.07e+08,-4e+07,-8.08e+08,-3.76e+08,-8.35e+08,-2.12e+08,-2.4e+07,-1.447e+09,-7.38e+08,-7.38e+08,-5999999.99999997,-7.44e+08,1.474e+09,9.49e+09,1.466e+09,0.03881,0.03138,0.02115,0.02803,0.01176,2.39542,1.41943,1.38229,0.18242,1.47115,1.47115,69.55048,51.3101,3.52404,0.90385,0.02483,0.03684,0.61438,5.05902,8.21256
"39","2019_Q4",81.11828125,"Up",2.7249e+10,-2.613e+10,1.119e+09,-2.38e+08,-2.17e+08,8.81e+08,-7.7e+07,-1.11e+08,3.4e+07,8.04e+08,8.04e+08,-1.65e+08,6.39e+08,6.39e+08,-3e+07,6.09e+08,6.09e+08,2.137e+09,2.137e+09,7.994e+09,7.994e+09,6.376e+09,5.26e+08,5.26e+08,1.7033e+10,2.889e+10,4.3539e+10,-1.4649e+10,5.306e+09,5.306e+09,3.4196e+10,5.1229e+10,1.1728e+10,9.504e+09,1.68e+08,2.056e+09,4.02e+08,1.213e+10,9.17e+09,8.341e+09,4.92e+09,3.421e+09,1.7511e+10,2.9641e+10,6.825e+09,-1.5472e+10,3.1283e+10,-1.529e+09,2.1107e+10,4.81e+08,2.1588e+10,5.1229e+10,6.39e+08,5.67e+08,3.1e+07,1.92e+08,1.429e+09,-2.74e+08,-4.1e+08,4.9e+07,-6.35e+08,-3.72e+08,6.1e+07,-3.07e+08,-3.1e+07,-6.49e+08,1.45e+08,1.45e+08,-4.1e+07,1.04e+08,1.448e+09,9.572e+09,1.531e+09,0.04107,0.03233,0.02235,0.02821,0.01189,2.51396,1.4042,1.37303,0.18685,1.47458,1.47101,65.97821,51.10654,3.70702,0.90073,0.02483,0.03876,0.61084,5.13467,8.43927
"40","2020_Q1",63.0095161290323,"Down",2.7879e+10,-2.5876e+10,2.003e+09,-2.64e+08,-2.43e+08,1.739e+09,-8.3e+07,-1.19e+08,3.6e+07,1.656e+09,1.656e+09,-3.26e+08,1.33e+09,1.33e+09,-2.7e+08,1.06e+09,1.06e+09,2.583e+09,2.583e+09,8.988e+09,8.988e+09,7.013e+09,3.85e+08,3.85e+08,1.8969e+10,2.9264e+10,4.4294e+10,-1.503e+10,5.631e+09,5.631e+09,3.4895e+10,5.3864e+10,1.2666e+10,1.0205e+10,2.08e+08,2.253e+09,4.94e+08,1.316e+10,9.178e+09,8.99e+09,5.103e+09,3.887e+09,1.8168e+10,3.1328e+10,6.828e+09,-1.5648e+10,3.1974e+10,-1.351e+09,2.1803e+10,7.33e+08,2.2536e+10,5.3864e+10,1.33e+09,5.71e+08,2.37e+08,-4.3e+08,1.708e+09,-4.48e+08,95999999.9999999,-2.26e+08,-5.78e+08,-3.69e+08,-1.32e+08,7.28e+08,-9.83e+08,-7.56e+08,3.74e+08,3.74e+08,7.2e+07,4.46e+08,2.31e+09,9.672e+09,1.758e+09,0.07185,0.06238,0.03802,0.04704,0.01968,1.65849,1.44141,1.39013,0.17956,2.60442,2.59804,68.49877,53.57002,4.31941,0.90663,0.03469,0.04267,0.34811,3.06883,4.07648
"41","2020_Q2",52.6349206349206,"Down",2.2102e+10,-2.4187e+10,-2.085e+09,-1.92e+08,-1.77e+08,-2.277e+09,-9.3e+07,-1.25e+08,3.2e+07,-2.37e+09,-2.37e+09,6.16e+08,-1.754e+09,-1.754e+09,-9.7e+07,-1.851e+09,-1.851e+09,1.515e+09,1.515e+09,5.392e+09,5.392e+09,3.675e+09,8.83e+08,8.83e+08,1.1465e+10,3.0526e+10,4.5789e+10,-1.5263e+10,5.756e+09,5.756e+09,3.6282e+10,4.7747e+10,7.846e+09,5.906e+09,5.5e+07,1.885e+09,8.86e+08,8.732e+09,1.0574e+10,8.756e+09,4.909e+09,3.847e+09,1.933e+10,2.8062e+10,6.821e+09,-1.5764e+10,2.9722e+10,-1.937e+09,1.8842e+10,8.43e+08,1.9685e+10,4.7747e+10,-1.754e+09,5.82e+08,2.38e+09,-1.257e+09,-4.9e+07,-2.99e+08,-9.3e+07,-3.65e+08,-7.57e+08,-4.01e+08,3.54e+08,-1.47e+08,-1e+06,-1.95e+08,-1.001e+09,-1.001e+09,-6.7e+07,-1.068e+09,-1.695e+09,1.146e+10,-3.867e+09,-0.09434,-0.10302,-0.08375,-0.09403,-0.03877,2.08914,1.31299,1.42555,0.24002,-4.53676,-4.53676,54.17157,46.18137,-9.47794,0.98284,-0.03634,-0.09691,-0.21664,-5.86726,-4.36759
"42","2020_Q3",47.00109375,"Down",1.0397e+10,-8.424e+09,1.973e+09,-1.84e+08,-1.69e+08,1.789e+09,-1.15e+08,-1.42e+08,2.7e+07,1.674e+09,1.674e+09,-3.39e+08,1.335e+09,1.335e+09,-8.2e+07,1.253e+09,1.253e+09,2.319e+09,2.319e+09,4.152e+09,4.152e+09,5.42e+09,8.71e+08,8.71e+08,1.2762e+10,3.0653e+10,4.6335e+10,-1.5682e+10,5.684e+09,5.684e+09,3.6337e+10,4.9099e+10,6.713e+09,4.652e+09,1.17e+08,1.944e+09,5.87e+08,7.3e+09,1.209e+10,9.075e+09,5.305e+09,3.77e+09,2.1165e+10,2.8465e+10,6.831e+09,-1.576e+10,3.0575e+10,-1.799e+09,1.9847e+10,7.87e+08,2.0634e+10,4.9099e+10,1.335e+09,5.78e+08,-1.863e+09,6.86e+08,7.36e+08,-2.56e+08,-1.13e+08,-2.13e+08,-5.82e+08,-4e+08,1.173e+09,1.19209289550781e-07,-1.43e+08,6.3e+08,7.84e+08,7.84e+08,2e+07,8.04e+08,2.367e+09,1.2677e+10,3.136e+09,0.18977,0.17207,0.12052,0.06073,0.02552,2.50279,1.74822,1.37952,0.25819,3.08621,3.08621,25.60837,48.88424,7.72414,0.98522,0.039,0.07399,0.31923,4.37599999999996,5.78983
"43","2020_Q4",44.7640625,"Down",1.5809e+10,-1.6207e+10,-3.98e+08,-2.23e+08,-1.86e+08,-6.21e+08,-9.5e+07,-1.43e+08,4.8e+07,-7.16e+08,-7.16e+08,3.37e+08,-3.79e+08,-3.79e+08,-8.5e+07,-4.64e+08,-4.64e+08,4.047e+09,4.047e+09,5.601e+09,5.601e+09,5.357e+09,4.17e+08,4.17e+08,1.5422e+10,3.0729e+10,4.6857e+10,-1.6128e+10,5.581e+09,5.581e+09,3.631e+10,5.1732e+10,7.486e+09,5.237e+09,5.7e+07,2.192e+09,6.36e+08,8.122e+09,1.4577e+10,9.017e+09,5.297e+09,3.72e+09,2.3594e+10,3.1716e+10,6.841e+09,-1.5759e+10,2.9712e+10,-1.571e+09,1.9223e+10,7.93e+08,2.0016e+10,5.1732e+10,-3.79e+08,6.14e+08,-3.59e+08,2.89e+08,1.65e+08,-2.2e+08,-6.73e+08,3.8e+08,-5.13e+08,-3.99e+08,2.53e+09,0,-9.6e+07,2.035e+09,1.687e+09,1.687e+09,4.1e+07,1.728e+09,-7e+06,1.5213e+10,-2.75e+08,-0.02518,-0.03928,-0.02935,-0.02318,-0.00897,0.59267,1.89879,1.58453,0.29407,-1.14005,-1.14005,38.84275,47.23096,-0.67568,0.98034,-0.00147,-0.00622,-0.85991,-1595.14286,-17.98068
"44","2021_Q1",63.0940983606557,"Up",1.6604e+10,-1.6834e+10,-2.3e+08,-2.4e+08,-2.24e+08,-4.7e+08,-1.28e+08,-1.53e+08,2.5e+07,-5.98e+08,-5.98e+08,2.89e+08,-3.09e+08,-3.09e+08,-5e+07,-3.59e+08,-3.59e+08,3.313e+09,3.313e+09,6.109e+09,6.109e+09,6.038e+09,3.84e+08,3.84e+08,1.5844e+10,3.0389e+10,4.6967e+10,-1.6578e+10,5.541e+09,5.541e+09,3.593e+10,5.1774e+10,8.56e+09,6.082e+09,1.12e+08,2.366e+09,7.23e+08,9.283e+09,1.3954e+10,8.895e+09,5.275e+09,3.62e+09,2.2849e+10,3.2132e+10,6.821e+09,-1.5719e+10,2.8953e+10,-1.254e+09,1.8801e+10,8.41e+08,1.9642e+10,5.1774e+10,-3.09e+08,5.77e+08,-1.9e+07,-1.53e+08,96000000.0000001,-2.39e+08,-2.67e+08,1.78e+08,-3.28e+08,-4e+08,-2.27e+08,-9000000.00000001,-2e+06,-6.38e+08,-8.7e+08,-8.7e+08,1.36e+08,-7.34e+08,1.07e+08,1.4677e+10,-5.74e+08,-0.01385,-0.02831,-0.02162,-0.01828,-0.00693000000000001,1.59889,1.70678,1.63588,0.28348,-0.882059999999999,-0.88206,40.79607,46.1941,-1.41032,0.9828,0.000949999999999992,-0.01328,-1.11421,106.20561,-24.17872
"45","2021_Q2",72.7655555555556,"Up",2.0806e+10,-2.1214e+10,-4.08e+08,-2.58e+08,-2.08e+08,-6.66e+08,-1.04e+08,-1.49e+08,4.5e+07,-7.7e+08,-7.7e+08,1.48e+08,-6.22e+08,-6.22e+08,-8.2e+07,-7.04e+08,-7.04e+08,2.254e+09,2.254e+09,9.014e+09,9.014e+09,5.881e+09,4.42e+08,4.42e+08,1.7591e+10,3.0379e+10,4.737e+10,-1.6991e+10,5.644e+09,5.644e+09,3.6023e+10,5.3614e+10,1.1573e+10,9.113e+09,1.4e+08,2.32e+09,7.34e+08,1.2307e+10,1.393e+10,8.65e+09,5.034e+09,3.616e+09,2.258e+10,3.4887e+10,6.817e+09,-1.57e+10,2.7849e+10,-1.165e+09,1.7801e+10,9.26e+08,1.8727e+10,5.3614e+10,-6.22e+08,5.78e+08,-2.39e+08,2.31e+08,-5.2e+07,-1.6e+08,-3.83e+08,-3e+07,-5.73e+08,-4e+08,-3.1e+07,-1.4e+07,-1e+06,-4.46e+08,-1.071e+09,-1.071e+09,1.2e+07,-1.059e+09,-8.8e+07,1.4664e+10,-1.65e+08,-0.01961,-0.03201,-0.03384,-0.03759,-0.01313,0.23438,1.42935,1.86293,0.27351,-1.72973,-1.72973,51.12039,43.7371,-0.40541,0.9828,-0.00723,-0.00392,-0.56818,-141.02273,-18.63363
"46","2021_Q3",63.48640625,"Down",2.7748e+10,-2.7039e+10,7.09e+08,-1.342e+09,-1.76e+08,-6.33e+08,-4.8e+07,-1.5e+08,1.02e+08,-6.81e+08,-6.81e+08,-1.69e+08,-8.5e+08,-8.5e+08,-1.3e+08,-9.8e+08,-9.8e+08,3.572e+09,3.572e+09,9.132e+09,9.132e+09,6.103e+09,5.65e+08,5.65e+08,1.9372e+10,3.0461e+10,4.7852e+10,-1.7391e+10,5.623e+09,5.623e+09,3.6084e+10,5.5456e+10,1.317e+10,1.0168e+10,1.79e+08,2.823e+09,1.044e+09,1.4214e+10,1.3636e+10,8.902e+09,5.142e+09,3.76e+09,2.2538e+10,3.6752e+10,6.826e+09,-1.5696e+10,2.761e+10,-1.089e+09,1.7651e+10,1.053e+09,1.8704e+10,5.5456e+10,2.92e+08,5.88e+08,4.1e+07,1.087e+09,2.008e+09,1.69e+08,-14999999.9999999,-4.01e+08,-2.47e+08,-4.01e+08,-3.2e+07,-1e+06,-2e+06,-4.36e+08,1.325e+09,1.325e+09,-7e+06,1.318e+09,319452515.031584,1.468e+10,888677082.486516,-0.0125977004020876,-0.023281886846328,-0.0304141245615929,-0.0272067960073069,-0.00964169169129523,0.279329495119551,1.36288,1.96493,0.26471,-1.22855565499749,-1.2285392071071,65.0677759311784,43.0458160060257,2.17707571592783,0.982331050574237,-0.00244227880237127,0.0207530429295477,-0.0772460702183396,-481.488689557246,-9.85173938793178
"47","2021_Q4",71.8765625,"Up",2.952e+10,-2.8602e+10,9.18e+08,9.17e+08,-1.95e+08,1.835e+09,-1.2e+08,-1.52e+08,3.2e+07,1.715e+09,1.715e+09,-6.5e+07,1.65e+09,1.65e+09,-4.5e+07,1.605e+09,1.605e+09,3.498e+09,3.498e+09,8.627e+09,8.627e+09,6.227e+09,4.38e+08,4.38e+08,1.879e+10,3.044e+10,4.8235e+10,-1.7795e+10,5.461e+09,5.461e+09,3.5901e+10,5.4691e+10,1.3151e+10,9.82e+09,2.44e+08,3.087e+09,1.162e+09,1.4313e+10,1.3071e+10,8.718e+09,5.11e+09,3.608e+09,2.1789e+10,3.6102e+10,6.837e+09,-1.5696e+10,2.7673e+10,-1.338e+09,1.7476e+10,1.113e+09,1.8589e+10,5.4691e+10,5.08e+08,6.41e+08,-1.4e+07,3.14e+08,1.449e+09,-3.77e+08,-6.14e+08,3.99e+08,-5.92e+08,-4e+08,-5.84e+08,0,1.27e+08,-8.57e+08,0,0,-7.4e+07,-7.4e+07,1365133418.65646,1.4233e+10,2242185416.12778,0.0237997361077625,0.0138767083705186,0.000560102551713577,0.015038129813532,0.00501446892372122,1.74014167871244,1.31279,1.94212,0.26024,0.76511321954705,0.765123686386393,77.7464594107499,44.0583660036154,5.49504891013589,0.982344230344542,0.0167659134894001,0.0527935727733485,0.232886137133784,-286.018298081883,-0.652221974138406
"48","2022_Q1",84.961935483871,"Up",3.5903e+10,-3.3993e+10,1.91e+09,-3.16e+08,-2.86e+08,1.594e+09,-3.15e+08,-1.52e+08,-1.63e+08,1.279e+09,1.279e+09,-1.69e+08,1.11e+09,1.11e+09,-1.01e+08,1.009e+09,1.009e+09,4.122e+09,4.122e+09,1.0378e+10,1.0378e+10,6.265e+09,4e+08,4e+08,2.1165e+10,3.0847e+10,4.9072e+10,-1.8225e+10,5.876e+09,5.876e+09,3.6723e+10,5.7888e+10,1.5587e+10,1.2495e+10,3.78e+08,2.714e+09,1.264e+09,1.6851e+10,1.2606e+10,8.614e+09,5.21e+09,3.404e+09,2.122e+10,3.8071e+10,6.834e+09,-1.5677e+10,2.8281e+10,-1.008e+09,1.843e+10,1.387e+09,1.9817e+10,5.7888e+10,1.11e+09,5.98e+08,2.17e+08,5.29e+08,2.454e+09,-1.45e+08,-5.47e+08,3.21e+08,-3.71e+08,-4.01e+08,-7.56e+08,-1.2e+07,-3.14e+08,-1.483e+09,6e+08,6e+08,2.4e+07,6.24e+08,2.192e+09,1.387e+10,2.745e+09,0.0532,0.0444,0.0281,0.05092,0.01743,2.72052,1.25601,1.92113,0.2396,2.47304,2.47304,87.99755,45.17157,6.72794,0.98284,0.03333,0.06489,0.39742,4.44708000000051,6.11543
"49","2022_Q2",116.923064516129,"Up",3.8542e+10,-3.6923e+10,1.619e+09,-2.35e+08,-2.05e+08,1.384e+09,-1.65e+08,-1.45e+08,-2e+07,1.219e+09,1.219e+09,-2.52e+08,9.67e+08,9.67e+08,-6.2e+07,9.05e+08,9.05e+08,2.638e+09,2.638e+09,1.308e+10,1.308e+10,7.174e+09,4.21e+08,4.21e+08,2.3313e+10,3.0876e+10,4.9488e+10,-1.8612e+10,6.213e+09,6.213e+09,3.7089e+10,6.0402e+10,1.849e+10,1.5236e+10,6.32e+08,2.622e+09,1.295e+09,1.9785e+10,1.1866e+10,8.341e+09,4.971e+09,3.37e+09,2.0207e+10,3.9992e+10,6.839e+09,-1.5794e+10,2.8785e+10,-1.009e+09,1.8821e+10,1.589e+09,2.041e+10,6.0402e+10,9.67e+08,6.06e+08,-1.84e+08,-8.01e+08,5.88e+08,-1.52e+08,-6.72e+08,9.4e+07,-7.3e+08,-4.01e+08,-7.99e+08,-1.44e+08,5e+06,-1.339e+09,-1.481e+09,-1.481e+09,-3e+06,-1.484e+09,1.99e+09,1.3161e+10,1.289e+09,0.04201,0.03591,0.02348,0.04434,0.01498,1.42431,1.17832,1.95943,0.21789,2.21814,2.21814,94.46569,46.1299,3.15931,0.98284,0.03116,0.03075,0.44309,5.28794,7.60332
"50","2022_Q3",109.87325,"Down",5.1641e+10,-4.5162e+10,6.479e+09,-1.445e+09,-2.33e+08,5.034e+09,-1.09e+08,-1.42e+08,3.3e+07,4.925e+09,4.925e+09,-1.342e+09,3.583e+09,3.583e+09,-7.5e+07,3.508e+09,3.508e+09,5.392e+09,5.392e+09,1.4439e+10,1.4439e+10,7.147e+09,4.31e+08,4.31e+08,2.7409e+10,3.0754e+10,4.9602e+10,-1.8848e+10,6.182e+09,6.182e+09,3.6936e+10,6.4345e+10,2.0947e+10,1.6643e+10,1.593e+09,2.711e+09,1.022e+09,2.1969e+10,1.1858e+10,7.785e+09,4.792e+09,2.993e+09,1.9643e+10,4.1612e+10,6.852e+09,-1.7537e+10,3.3079e+10,-1.425e+09,2.0969e+10,1.764e+09,2.2733e+10,6.4345e+10,4.768e+09,6.02e+08,-98999999.9999999,5.74e+08,5.845e+09,-1.4e+08,2.14e+08,-3.99e+08,-3.25e+08,-3.99e+08,-3.42e+08,-1.748e+09,-2.19e+08,-2.708e+09,2.812e+09,2.812e+09,-5.8e+07,2.754e+09,137042966.844023,1.288e+10,-3064318750.69285,-0.0322064821471626,-0.0332200892379047,-0.0329970110049397,-0.0322968330968875,-0.011826111383787,-3.544074413084,1.24762,1.83047,0.20017,-1.27206371772522,-1.27205026036035,95.0096526709641,51.39461,-7.51075768696814,0.97794,-0.00193568265648559,-0.0718416921485519,0.362755033457722,-442.827783819565,0.969934318964903
