"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"37","2019_Q2",98.1901587301587,"Up",1822220000,-1207236000,614984000,-511576000,-465809000,-45767000,103408000,-4930000,-4930000,98478000,98478000,-21646000,76832000,76832000,76832000,76832000,102215000,102215000,1881332000,95538000,90692000,2079085000,1120869000,2237247000,2112755000,3358116000,5437201000,1026560000,785068000,7991000,233501000,1311934000,605695000,2033996000,2027118000,2639691000,3951625000,866118000,1380000,864738000,3252387000,1485576000,1485576000,5437201000,76832000,45767000,22885000,-158508000,-13024000,-28427000,-28427000,-37623000,218603000,-120587000,-3026000,57367000,15916000,15916000,15916000,149175000,630628000,-16114000,0.33749,0.05675,0.04216,0.05172,0.01413,-0.20973,1.58475,2.66,0.11598,0.63387,0.62899,15.03345,12.25612,-0.13294,0.31039,4,0.02758,-0.00388,0.48968,3.54224,5.10998
"38","2019_Q3",98.78640625,"Up",2353782000,-1533037000,820745000,-533188000,-484190000,-48998000,287557000,-5176000,-5176000,282381000,282381000,-63171000,219210000,219210000,219210000,219210000,104018000,104018000,1733150000,100640000,95051000,1937808000,1135310000,2239601000,2115109000,3374911000,5312719000,980462000,681529000,49082000,249851000,1271386000,466290000,2030101000,2026509000,2496391000,3767777000,929480000,1386000,928094000,3429492000,1544942000,1544942000,5312719000,219210000,48998000,5405000,88285000.0000001,361898000,-54502000,-54502000,-42105000,-139158000,-124217000,-113000,-305593000,1803000,1803000,1803000,336555000,492507000,433509000,0.34869,0.12217,0.09313,0.14189,0.04126,1.9776,1.52417,2.43878,0.0927,1.82112,1.80408,19.55439,12.83484,3.60144,0.34979,6,0.06424,0.10658,0.19208,1.15431,1.351
"39","2019_Q4",90.83625,"Down",1984144000,-1289904000,694240000,-532423000,-482604000,-49819000,161817000,-4900000,-4900000,156917000,156917000,-34784000,122133000,122133000,122133000,122133000,82640000,82640000,1812772000,110086000,104486000,2005498000,1143071000,2280727000,2156235000,3423798000,5429296000,947801000,679791000,42399522.2203654,268010000,1251723000,613885000,2071866000,2069978000,2685751000,3937474000,952296000,1388000,950908000,3510107000,1491822000,1491822000,5429296000,122133000,49819000,5698000,-112197000,65453000,-59096000,-59096000,-41518000,154064000,-139630000,-651000,-27735000,-21378000,-21378000,-21378000,211636000,647769000,75127000,0.34989,0.08156,0.06155,0.08187,0.0225,0.61512,1.60219,2.63937,0.11931,1.02669,1.01729,16.67937,12.54075,0.63154,0.34901,5,0.03886,0.01784,0.33994,2.67029,3.4924
"40","2020_Q1",86.2009677419355,"Down",2191785000,-1449984000,741801000,-551363000,-499969000,-51394000,190438000,-4837000,-4837000,185601000,185601000,-41422000,144179000,144179000,144179000,144179000,84241000,84241000,1602781000,100865000,100865000,1787887000,1163956000,2337425000,2212933000,3501381000,5289268000,936465000,643036000,5983999.99999999,287445000,1247600000,366480000,2108065000,2107912000,2474545000,3722145000,968087000,1388999.99999999,966698000,3612833000,1567123000,1567123000,5289268000,144179000,51394000,3611000,198205000,397389000,-72936000,-72936000,-41453000,-248467000,-32904000,-28000,-322852000,1601000.00000001,1601000.00000001,1601000.00000001,241832000,396480000,408523000,0.33845,0.08689,0.06578,0.092,0.02726,2.83344,1.43306,2.37515,0.07496,1.21806,1.209,18.5167,13.23941,3.4513,0.3502,6,0.04559,0.10033,0.28751,1.29114,1.63958
"41","2020_Q2",105.455714285714,"Up",1959188000,-1297939000,661249000,-548711000,-497275000,-51436000,112538000,-5049000,-5049000,107489000,107489000,-23712000,83777000,83777000,83777000,83777000,461473000,461473000,1905913000,112853000,112853000,2480239000,1143189000,2378977000,2254485000,3522166000,6002405000,1178333000,887938000,24789000,265606000,1494125000,989074000,2165483000,2163687000,3154557000,4648682000,980228000,1391000,978837000,3655761000,1353723000,1353723000,6002405000,83777000,51436000,8273000,-59554000,83932000,-29328000,-29328000,-40849000,622500000,-252616000,-6407000,322628000,377232000,377232000,377232000,163974000,1019074000,98804000,0.33751,0.05744,0.04276,0.06189,0.01396,1.17937,1.65999,3.434,0.16978,0.71765,0.71341,16.78278,11.59625,0.84637,0.34992,6,0.02746,0.02177,0.48759,3.40055,4.95478
"42","2020_Q3",138.92796875,"Up",3176327000,-2019514000,1156813000,-709067000,-656520000,-52547000,447746000,-8438000,-8438000,439308000,439308000,-100630000,338678000,338678000,338678000,338678000,1206366000,1206366000,1688508000,135238000,135238000,3030112000,1148225000,2432738000,2295380000,3580963000,6611075000,1485409000,1003697000,133830000,347882000,2157054000,536051000,2222240000,2222240000,2758291000,4915345000,1025485000,1396000,1024089000,3953795000,1695730000,1695730000,6611075000,338678000,52547000,-7185000,525166000,909206000,-56650000,-56650000,-40644000,-104535000,39736999.9999999,-2221000,-107663000,744893000,744893000,744893000,500293000,916051000,1069439000,0.3642,0.14096,0.10663,0.19972,0.05123,3.15769,1.40475,2.89866,0.13856,2.92185,2.89934,27.40292,14.62946,9.2263,0.35065,7,0.07847,0.22123,0.12001,-0.58029,-0.64839
"43","2020_Q4",135.685625,"Down",2606572000,-1658615000,947957000,-695780000,-641129000,-54651000,252177000,-7208000,-7208000,244969000,244969000,-54359000,190610000,190610000,190610000,190610000,1111986000,1111986000,1915040000,143936000,136098000,3170962000,1178625000,2511210000,2383137000,3689835000,6860797000,1453430000,1056911000,1914000,394605000,2132663000,529264000,2323004000,2323004000,2852268000,4984931000,-2217528000,-3277215000,1059687000,4097863000,1875866000,1875866000,6860797000,190610000,54651000,21381000,-254805000,11837000,-74184000,-74184000,-46542000,-8563000,23413000,-341000,-32033000,-94380000,-94380000,-94380000,306828000,909264000,32198000,0.36368,0.09675,0.07313,0.10161,0.02778,0.16892,1.48686,2.6574,0.13253,1.63839,1.61882,22.40478,16.11198,0.27676,0.40005,6,0.04643,0.0063,0.24417,-0.6607,-0.80389
"44","2021_Q1",155.192459016393,"Up",2878265000,-1882735000,995530000,-742090000,-683600000,-58490000,253440000,-8086000,-8086000,245354000,176381000,-40488000,135893000,135893000,135893000,135893000,1341756000,1341756000,1783270000,133659000,133659000,3258685000,1248960000,2541471000,2454365000,3790431000,7049116000,1440548000,976096000,19938000,444514000,1743798000,984324000,2397154000,2397154000,3381478000,5125276000,-2261453000,-3356953000,1095500000,4187135000,1923840000,1923840000,7049116000,135893000,58490000,55959000,139198000,389540000,-132048000,-132048000,-46621000,88928000,-54151000,-15878000,-27722000,229770000,229770000,229770000,311930000,984324000,359568000,0.34588,0.08805,0.04721,0.07064,0.01928,2.64596,1.86873,2.66409,0.13964,1.16656,1.15404,24.70826,16.50304,3.08669,0.40021,6,0.0344,0.06778,0.34307,-1.14587,-1.41032
"45","2021_Q2",178.777777777778,"Up",2792336000,-1808556000,983780000,-753244000,-693190000,-60054000,230536000,-7221000,-7221000,223315000,223315000,-41961000,181354000,181354000,181354000,181354000,1149930000,1149930000,2084677000,146227000,146227000,3380834000,1287004000,2691841000,2624893000,3978845000,7359679000,1668029000,1181924000,40226000,445879000,1975925000,984838000,2546617000,2546617000,3531455000,5507380000,-2455911000,-3610362000,1154451000,4307919000,1852299000,1852299000,7359679000,181354000,60054000,32584000,-96875000,177117000,-100519000,-100519000,-60570000,-1086000,-194701000,-12067000,-268424000,-191826000,-191826000,-191826000,290590000,984838000,135157000,0.35231,0.08256,0.06495,0.09791,0.02464,0.74527,1.71101,2.97327,0.13382,1.56134,1.54703,24.04015,15.93493,1.16361,0.52147,8,0.04494,0.0251,0.33399,-0.56813,-0.71612
"46","2021_Q3",189.62328125,"Up",3601559000,-2314074000,1287485000,-801602000,-736749000,-64853000,485883000,-6701000,-6701000,479182000,479182000,-109160000,370022000,370022000,370022000,370022000,1412001000,1412001000,1992824000,162318000,162318000,3567143000,1333852000,2786893000,2712601000,4120745000,7687888000,1772635000,1221911000,84078000,466646000,2083531000,985353000,2638891000,2638891000,3624244000,5707775000,-2638544000,-3813667000,1175123000,4618045000,1980113000,1980113000,7687888000,370022000,64853000,7176000,189739000,631790000,-115194000,-115194000,-59896000,-1121000,-191987000,-1521000,-254525000,262071000,262071000,262071000,550736000,985353000,734441000,0.35748,0.13491,0.10274,0.18687,0.04813,1.98486,1.71207,2.88255,0.12817,3.18564,3.15646,31.00703,17.03532,6.32305,0.51566,4,0.07671,0.13105,0.16187,-0.77469,-0.87809
"47","2021_Q4",214.5546875,"Up",3017926000,-1932616000,1085310000,-788085000,-718261000,-69824000,297225000,-6146000,-6146000,291079000,291079000,-66679000,224400000,224400000,224400000,224400000,1111711000,1111711000,2199773000,156377000,149550000,3467861000,1441704000,2835629000,2763519000,4277333000,7745194000,1729469000,1197813000,762000,530894000,2046007000,985867000,2692567000,2692567000,3678434000,5724441000,1193195000,-3989135033.0459,1183517747.88813,4783076000,2020753000,2020753000,7745194000,224400000,69824000,14268000,-245562000,62930000,-165551000,-165551000,-59369000,-1160000,-136092000,-1048000,-197669000,-300290000,-300290000,-300290000,367049000,985867000,22615000,0.35962,0.09849,0.07436,0.11105,0.02897,0.10078,1.69494,2.83283,0.12729,1.94842,1.93165,26.2041,17.54583,0.19636,0.51549,5,0.04979,0.00397,0.26457,-0.34285,-0.4234
"48","2022_Q1",217.47935483871,"Up",3319284000,-2198706000,1120578000,-827524000,-752097000,-75427000,293054000,-6542000,-6542000,286512000,286512000,-65174000,221338000,221338000,221338000,221338000,878030000,878030000,2191192000,181218000,164118000,3250440000,1617806000,2899221000,2841264000,4517027000,7767467000,1739660000,1155630000,-108716846.991005,584030000,2064842000,986382000,2713578000,2713578000,3699960000,5764802000,1211923000,-4219650466.48375,1192673075.92881,4945243000,2002665000,2002665000,7767467000,221338000,75427000,26815000,-56697000,266883000,-246076000,-246076000,-59171000,-1213000,-193864000,-240000,-254488000,-233681000,-233681000,-233681000,368481000,986382000,130882000,0.3376,0.08829,0.06668,0.11052,0.0285,0.59132,1.57418,2.87857,0.12699,2.02761,2.00056,30.40695,18.34581,1.19897,0.54205,6,0.04919,0.02295,0.26733,0.29405,0.36973
"49","2022_Q2",200.876612903226,"Down",3024132000,-1967623000,1056509000,-812223000,-734577000,-77646000,244286000,-7069000,-7069000,237217000,237217000,-49990000,187227000,187227000,187227000,187227000,405432000,405432000,2568179000,194664000,185634000,3168275000,1655750000,2862783000,2807263000,4518533000,7686808000,1835848000,1341645000,-118422946.991005,494203000,2199664000,986896000,2710226000,2672739000,3697122000,5896786000,-3247732000,-4452026000,1204294000,5029003000,1790022000,1790022000,7686808000,187227000,77646000,52566000,-258373000,59066000,-112288000,-112288000,-103467000,-1197000,-288270000,-26442000,-419376000,-472598000,-472598000,-472598000,321932000,986896000,1261000,0.34936,0.08078,0.06191,0.10459,0.02436,0.00674,1.44034,3.29425,0.12839,1.66378,1.64952,26.87377,15.89437,0.01121,0.91945,4,0.05298,0.00023,0.55263,1.80617,2.38026
"50","2022_Q3",193.37671875,"Down",3903406000,-2517151000,1386255000,-861220000,-777860000,-83360000,525035000,-7097000,-7097000,517938000,517938000,-121460000,396478000,396478000,396478000,396478000,530822000,530822000,2485138000,214436000,214436000,3230396000,1744556000,2894242000,2838722000,4638798000,7869194000,1874033000,1280518000,80958999.9999999,512556000,2242178000,987411000,2725738000,2689482000,3713149000,5955327000,-3419554000,-4640236000,1220682000,5322859000,1913867000,1913867000,7869194000,396478000,83360000,11571000,75129999.9999999,566539000,-152842000,-152842000,-102622000,-1330000,-183125000,-1230000,-288307000,125390000,125390000,125390000,608395000,987411000,652143000,0.35514,0.13451,0.10157,0.20716,0.05038,1.64484,1.44074,3.11167,0.12548,3.55299,3.52996,34.97989,17.13821,5.8441,0.91963,6,0.0887,0.11589,0.25883,0.75048,0.86964
