"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","interest_income","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","preferred_dividends","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","total_current_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",88.7390476190476,"Up",97081000,-30796000,66285000,-27601000,-2970000,-24631000,38684000,310000,310000,-155000,465000,38994000,38994000,38994000,38994000,-5316000,33678000,-13961000,19717000,5016000,5016000,5016000,1896905000,3044092000,-1147187000,97863000,42327000,1994768000,1999784000,83093000,83093000,83093000,143093000,9.2e+08,730227000,1467323000,1657917000,198774000,1856691000,1999784000,38994000,24631000,3161000,70782000,-22395000,-22395000,-22395000,-37955000,-39646000,2056000,2056000,-31513000,1314000,1314000,1314000,63315000,6e+07,0.68278,0.39847,0.2031,0.01062,0.00986,0.06037,0.07707,0.03,0.72751,0.72489,3.58206,27.2274,1.46284,0.03097,2.01075,0.86842,1.42136
"12","2017_Q1",93.678064516129,"Up",97599000,-30668000,66931000,-27480000,-2880000,-24600000,39451000,136000,136000,-157000,293000,39587000,39587000,39587000,39587000,-3460000,36127000,-23272000,12855000,128629000,128629000,128629000,1883632000,2974611000,-1090979000,107110000,39920000,1990742000,2119371000,78657000,78657000,78657000,78657000,1109750000,733942000,-433000,1843259000,197455000,2040714000,2119371000,39587000,24600000,-3293000,60894000,-7696000,-7696000,-7696000,-19350000,-41610000,184248000,184248000,82069000,123613000,123613000,123613000,64051000,0,0.68578,0.40422,0.13171,0.0063,0.00607,1.63532,0.03854,0,0.47386,0.4723,3.59772,27.03882,1.53384,0.02669,3.23687,-2.00823,-3.26048
"13","2017_Q2",102.426349206349,"Up",100061000,-31033000,69028000,-25909000,-2831000,-23078000,43119000,49000,49000,-184000,233000,43168000,47033000,47033000,47033000,-7102000,39931000,-13539000,26392000,4766000.00000001,4765999.99999999,4766000,1870646000,3049555000,-1178909000,121781000,39677000,1992427000,1997193000,75824000,75824000,75824000,182824000,879750000,733537000,1542574000,1616417000,197952000,1814369000,1997193000,47033000,23078000,-2389000,67722000,-6463000,-8863000,-8863000,-21377000,-42578000,689000,689000,-169151000,-122806000,-122806000,-122806000,66197000,1.07e+08,0.68986,0.43093,0.26376,0.01455,0.01321,0.0628599999999999,0.10076,0.05358,0.97215,0.96908,3.68576,27.13522,1.56837,0.0359,1.61329,1.54439,2.37097
"14","2017_Q3",109.535555555556,"Up",99800000,-30250000,69550000,-26071000,-2443000,-23628000,43479000,-513000,-131000,-285000,154000,42966000,44175000,44175000,44175000,-6644000,37531000,-12788000,24743000,5408000,5408000,5408000,1861381000,3059401000,-1198020000,131269000,40010000,1992650000,1998058000,77643000,77643000,77643000,178643000,879750000,735863000,1580105000,1620553000,198862000,1819415000,1998058000,44175000,23628000,1989000,69792000,-12856000,-1.5e+07,-1.5e+07,-22393000,-41930000,1468000,1468000,-46726000,672999.99999997,672999.99999997,672999.99999997,67107000,1.01e+08,0.69689,0.43566,0.24793,0.0136,0.01238,0.06965,0.09819,0.05055,0.90967,0.89863,3.66912,27.2354,1.54154,0.03472,1.69462,1.42447,2.19858
"15","2017_Q4",109.720952380952,"Up",100481000,-31679000,68802000,-25504000,-1745000,-23759000,43298000,-667000,-291000,-503000,212000,42631000,42631000,42631000,42631000,-4864000,37767000,-19627000,18140000,132658000,132658000,132658000,1853828000,3073142000,-1219314000,139245000,42652000,1993073000,2125731000,82618000,82618000,82618000,82618000,1109750000,735986000,60000,1845796000,197317000,2043113000,2125731000,42631000,23759000,2148000,68538000,-15982000,-15982000,-15982000,-21692000,-41957000,224060000,224060000,80404000,127250000,127250000,127250000,67057000,0,0.68473,0.43091,0.18053,0.00888,0.00853,1.60568,0.04044,-6.93889390390723e-18,0.66623,0.66134,3.69036,27.03269,1.54095,0.02941,2.31295,-1.97829,-3.06384
"16","2018_Q1",96.2709836065574,"Down",101837000,-29386000,72451000,-29457000,-5652000,-23805000,42994000,-17000,30000,-313000,343000,42977000,45477000,45477000,45477000,-5669000,39808000,-18658000,21150000,114882000,114882000,114882000,1843024000,3004822000,-1161798000,142253000,41355000,1985277000,2100159000,80223000,80223000,80223000,80223000,1089750000,735339000,-1778000,1823311000,196625000,2019936000,2100159000,45477000,23805000,-3720000,65562000,-9423000,-11923000,-11923000,-13775000,-43084000,193780000,193780000,-69563000,-17776000,-17776000,-17776000,66799000,0,0.71144,0.42218,0.20768,0.01047,0.01007,1.43203,0.03972,0,0.77609,0.77046,3.73686,26.91769,1.58095,0.0318,2.03707,-1.71982,-2.67205
"17","2018_Q2",100.498125,"Up",103759000,-32456000,71303000,-26732000,-2850000,-23882000,44571000,119000,119000,-165000,284000,44690000,71525000,71525000,71525000,-11900000,59625000,-13577000,46048000,39168000,39168000,39168000,1919473000,3100040000,-1180567000,42319000,42319000,1961792000,2000960000,78813000,78813000,78813000,81313000,959750000,732846000,21673000,1714269000,205378000,1919647000,2000960000,71525000,23882000,-31469000,63938000,34483000,-7188000,-7188000,35565000,-43077000,253000,253000,-175217000,-75714000,-75714000,-75714000,68453000,2500000,0.6872,0.42956,0.4438,0.02399,0.02301,0.49697,0.04236,0.00125,1.68878,1.68563,3.8053,27.67151,1.57982,0.04637,0.93548,-0.53567,-0.82269
"18","2018_Q3",109.413333333333,"Up",101824000,-30796000,71028000,-27244000,-2828000,-24416000,43784000,127000,127000,-167000,294000,43911000,102359000,102359000,102359000,-18400000,83959000,-13738000,70221000,7214000,7214000,7214000,2016408000,3218398000,-1201990000,48693000,48693000,2065101000,2072315000,81296000,81296000,81296000,91296000,959750000,733889000,69448000,1763087000,217932000,1981019000,2072315000,102359000,24416000,-58959000,67816000,-65532000,-150697000,-150697000,-65532000,-42393000,975000,975000,-34238000,-31954000,-31954000,-31954000,68200000,1e+07,0.69756,0.43,0.68963,0.03545,0.03389,0.08874,0.04609,0.00483,2.57022,2.55609,3.72695,29.40365,1.55166,0.05656,0.60371,0.04085,0.06363
"19","2018_Q4",113.35,"Up",103808000,-31197000,72611000,-28089000,-2882000,-25207000,44522000,321000,321000,-167000,488000,44843000,44843000,44843000,44843000,-6514000,38329000,-13198000,25131000,8687000,8687000,8687000,2003303000,3222552000,-1219249000,51387000,51387000,2054690000,2063377000,85978000,85978000,85978000,85978000,959750000,734614000,66107000,1760471000,216928000,1977399000,2063377000,44843000,25207000,1965000,72015000,-10848000,-10848000,-10848000,-10848000,-49341000,451000,451000,-59694000,1473000,1473000,1473000,69729000,0,0.69947,0.42889,0.24209,0.01271,0.01218,0.10104,0.04348,0,0.91914,0.91565,3.79665,29.28539,1.80459,0.03766,1.96335,-0.12458,-0.19512
"20","2019_Q1",125.512459016393,"Up",104125000,-30181000,73944000,-29249000,-3512000,-25737000,44695000,278000,278000,-166000,444000,44973000,53174000,53174000,53174000,-8385000,44789000,-13290000,31499000,37379000,37379000,37379000,1981331000,3068433000,-1087102000,49884000,49884000,2031215000,2068594000,85141000,85141000,85141000,85141000,959750000,736405000,69207000,1765362000,218091000,1983453000,2068594000,53174000,25737000,-6527000,72384000,4749000.00000001,-13512000,-13512000,4748999.99999999,-49359000,1331000,1331000,-48441000,28692000,28692000,28692000,70432000,-1.86264514923096e-09,0.71015,0.42924,0.30251,0.01588,0.01523,0.43902,0.04293,0,1.15153,1.14742,3.80657,29.45134,1.80445,0.04077,1.567,-0.53071,-0.83631
"21","2019_Q2",138.704285714286,"Up",107825000,-33593000,74232000,-28108000,-3233000,-24875000,46124000,451000,451000,-167000,618000,46575000,46575000,46575000,46575000,-7027000,39548000,-13227000,26321000,39356000,39356000,39356000,1965070000,3230203000,-1265133000,52193000,52193000,2017263000,2056619000,80344000,80344000,80344000,80344000,959750000,733229000,67059000,1760038000,216237000,1976275000,2056619000,46575000,24875000,-6695000,64755000,-7976000,-7976000,-7976000,-7976000,-49367000,405000,405000,-54802000,1977000,1977000,1977000,70999000,0,0.68845,0.42777,0.24411,0.01332,0.0128,0.48984,0.04065,0,0.96157,0.95786,3.9391,29.2364,1.80349,0.0383,1.87557,-0.55432,-0.85327
"22","2019_Q3",154.02296875,"Up",107782000,-31460000,76322000,-27595000,-2827000,-24768000,48727000,646000,646000,-118000,764000,49373000,49373000,49373000,49373000,-7623000,41750000,-13171000,28579000,42046000,42046000,42046000,1965094000,3100201000,-1135107000,50404000,50404000,2015498000,2057544000,80367000,80367000,80367000,80367000,959750000,734051000,67049000,1760850000,216327000,1977177000,2057544000,49373000,24768000,2273000,76414000,-24256000,-24256000,-24256000,-24256000,-49430000,304000,304000,-49468000,2690000,2690000,2690000,73495000,0,0.70811,0.45209,0.26516,0.01445,0.01389,0.52317,0.04065,0,1.042,1.03807,3.92978,29.20844,1.80224,0.03945,1.72959,-0.57209,-0.86289
"23","2019_Q4",154.38,"Up",108064000,-32468000,75596000,-30271000,-4051000,-26220000,45325000,1185000,1185000,-199000,1384000,46510000,46510000,46510000,46510000,-7020000,39490000,-13178000,26312000,6749000,6749000,6749000,2052563000,3205509000,-1152946000,58422000,58422000,2110985000,2117734000,92252000,92252000,92252000,142252000,959750000,735034000,64775000,1759559000,215923000,1975482000,2117734000,46510000,26220000,6964000,79694000,-114604000,-114604000,-114604000,-114604000,-49435000,0,0,-387000,-35297000,-35297000,-35297000,71545000,5e+07,0.69955,0.41943,0.24349,0.01332,0.01242,0.07316,0.07201,0.02361,0.95914,0.9559,3.9392,29.155,1.80203,0.0374,1.8788,0.60453,0.95424
"24","2020_Q1",137.369677419355,"Down",106175000,-30822000,75353000,-32036000,-3650000,-28386000,43317000,1553000,1553000,-173000,1726000,44870000,61514000,61514000,61514000,-7336000,54178000,-26687000,27491000,62786000,62786000,62786000,1932612000,3091101000,-1158489000,51045000,51045000,1983657000,2046443000,84632000,84632000,84632000,84632000,944750000,737260000,63666000,1745676000,216135000,1961811000,2046443000,61514000,28386000,-20168000,69732000,112514000,-32085000,-32085000,112514000,-51951000,316298000,316298000,-126209000,56037000,56037000,56037000,71703000,0,0.70971,0.40798,0.25892,0.01401,0.01343,0.74187,0.04314,0,1.0019,0.99721,3.86949,29.18933,1.89333,0.04049,1.88975,-0.87564,-1.44945
"25","2020_Q2",114.23380952381,"Down",106216000,-31263000,74953000,-29942000,-3323000,-26619000,45011000,396000,396000,-161000,557000,45407000,65028000,65028000,65028000,-11092000,53936000,-12321000,41615000,87874000,87874000,87874000,1917175000,3098835000,-1181660000,48967000,48967000,1966142000,2054016000,78644000,78644000,78644000,78644000,944750000,734365000,76739000,1755854000,219518000,1975372000,2054016000,65028000,26619000,-21640000,70007000,7587000,-21679000,-21679000,7587000,-48534000,236241800.483254,236241800.483254,-52506000,25088000,25088000,25088000,71630000,0,0.70567,0.42377,0.3918,0.02107,0.02026,1.11736,0.03981,0,1.51614,1.51053,3.86972,29.55057,1.76822,0.04564,1.16626,-1.22678,-1.95228
"26","2020_Q3",115.79421875,"Up",100559000,-30131000,70428000,-25967000,-3004000,-22963000,44461000,22000.0000000001,22000.0000000001,-203000,225000,44483000,44483000,44483000,44483000,-6795000,37688000,-12166000,25522000,98841000,98841000,98841000,1907898000,3109719000,-1201821000,49741000,49741000,1957639000,2056480000,84185000,84185000,84185000,84185000,944750000,735403000,73524000,1753677000,218618000,1972295000,2056480000,44483000,22963000,4868000,72314000,-12777000,-12777000,-12777000,-12777000,-48573000,258999.999999881,258999.999999881,-48570000,10967000,10967000,10967000,67424000,0,0.70036,0.44214,0.2538,0.01294,0.01241,1.17409,0.04268,0,0.92875,0.92592,3.65935,29.43694,1.76758,0.03757,1.90318,-1.46596,-2.22309
"27","2020_Q4",116.46296875,"Up",103760000,-32096000,71664000,-28111000,-5047000,-23064000,43553000,-306000,-306000,-536000,230000,43247000,50899000,50899000,50899000,-8124000,42775000,-12195000,30580000,117881000,117881000,117881000,1894373000,3104846000,-1210473000,52499000,52499000,1946872000,2064753000,87808000,87808000,87808000,87808000,944750000,737339000,75393000,1757482000,219463000,1976945000,2064753000,50899000,23064000,-4727000,69236000,-1350000,-12758000,-12758000,-1350000,-48577000,0,0,-48846000,19040000,19040000,19040000,66617000,0,0.69067,0.41975,0.29472,0.01547,0.01481,1.34249,0.04442,0,1.11273,1.10934,3.77556,29.57325,1.76759,0.04004,1.58852,-1.76953,-2.70661
"28","2021_Q1",130.976229508197,"Up",105088000,-32023000,73065000,-26820000,-3152000,-23668000,46245000,50000.0000000001,50000,-172000,222000,46295000,46295000,46295000,46295000,-7147000,39148000,-12220000,26928000,69083000,69083000,69083000,1935981000,3037720000,-1101739000,52641000,52641000,1988622000,2057705000,82065000,82065000,82065000,82065000,274000,1682772000,73631000,1756677000,218963000,1975640000,2057705000,46295000,23668000,-4545000,65418000,-65279000,-65279000,-65279000,-65279000,-48581000,-1000,-1000,-48937000,-48798000,-48798000,-48798000,69913000,-1.16415321826935e-10,0.69527,0.44006,0.25624,0.01363,0.01309,0.84181,0.04154,0,0.97956,0.97664,3.82277,63.89243,1.76722,0.03822,1.80411,-0.98813,-1.49385
"29","2021_Q2",144.261111111111,"Up",108047000,-33218000,74829000,-27367000,-4382000,-22985000,47462000,45000,45000,-211000,256000,47507000,47507000,47507000,47507000,-7411000,40096000,-12210000,27886000,69492000,69492000,69492000,1931049000,3130430000,-1199381000,55398000,55398000,1986447000,2055939000,82925000,82925000,82925000,82925000,273999.999999881,1681086000,72809000,1754169000,218845000,1973014000,2055939000,47507000,22985000,-1668000,68824000,-16424000,-16424000,-16424000,-16424000,-48589000,-2868831.74504341,-2868831.74504341,-51991000,409000,409000,409000,70447000,0,0.69256,0.43927,0.25809,0.01413,0.01356,0.83801,0.04203,0,1.01422,1.01058,3.9297,63.7896,1.76719,0.03876,1.74242,-0.98644,-1.46416
"30","2021_Q3",142.70734375,"Down",109364000,-31849000,77515000,-27313000,-4799000,-22514000,50202000,655000,655000,-268000,923000,50857000,70050000,70050000,70050000,-12094000,57956000,-12361000,45595000,115965000,115965000,115965000,1915902000,3134942000,-1219040000,54657000,54657000,1970559000,2086524000,88989000,88989000,88989000,88989000,275000,1684086000,89800000,1774161000,223374000,1997535000,2086524000,70050000,22514000,-13281000,79283000,15099000,-17523000,-17523000,15099000,-48635000,907000,907000,-47909000,46473000,46473000,46473000,72716000,0,0.70878,0.45904,0.41691,0.02283,0.02185,1.30314,0.04455,0,1.6583,1.65235,3.9776,64.51668,1.76887,0.04717,1.06667,-1.59477,-2.30997
"31","2021_Q4",164.5378125,"Up",22412000,-8135000,14277000,-7198000,-2572000,-4626000,7079000,30000,-59000,-3063636.85923673,-59000,7109000,-49475000,-49475000,-49475000,10213000,-39262000,-13000,-39275000,46594000,46594000,46593999.9999999,2023488000,3181435000,-1157947000,58396000,58396000,2081884000,2128478000,99208000,99208000,99208000,99208000,944750000,741307000,113444000,1799501000,229769000,2029270000,2128478000,41633000,5058000,-140526000,-31719000,237555000,-26611951.9303956,-26611951.9303956,179591000,-131015000,1194000,1194000,-214772000,-66900000,-66900000,-66900000,12137000,0,0.63702,0.31586,-1.75241,-0.01935,-0.01845,0.469660000000001,0.04889,-8.67361737988404e-19,-1.42699,-1.42182,0.8143,31.05588,4.7602,0.04521,-3.33584,-3.839,-6.582
"32","2022_Q1",158.498387096774,"Down",198880000,-57694000,141186000,-50665000,-7304000,-43361000,90521000,-2840000,-2751000,-4167000,1416000,87681000,484947000,484947000,484947000,-94978000,389969000,-31087000,358882000,1963412000,27074000,2036223000,2050869407.41883,3213469185.2708,-1162599777.85197,86999000,57853320.3210963,86999000,2123222000,94301000,100437718.069584,97151000,129151000,1122930784.07712,1507719000,226737000,1734456000,259615000,1994071000,2123222000,393839000,42929000,-188803000,185849000,-66863999.9999999,-25734578.5011608,-25734578.5011608,-8900000,-125267000,2911000,2911000,-198940000,-21991000,-21991000,-21991000,133450000,3.2e+07,0.70991,0.45515,1.80452,0.17997,0.16903,20.95936,0.06477,0.01507,13.00156,12.96961,7.20501,62.83578,4.53817,0.23896,0.349050000000001,-14.47293,-21.33662
"33","2022_Q2",176.243064516129,"Up",112840000,-34114000,78726000,-34456000,-11324000,-23132000,44270000,-84000,-84000,-330000,246000,44186000,101145000,101145000,101145000,-19049000,82096000,-10103000,71993000,104204000,104204000,104204000,2008719000,3206530000,-1197811000,53648000,53648000,2062367000,2166571000,95509000,95509000,95509000,115509000,7.55e+08,754663000,270243000,1779906000,271156000,2051062000,2166571000,101145000,23132000,-57722000,66555000,67796000,-24111000,-24111000,67796000,-46261000,2102000,2102000,-57221000,77130000,77130000,77130000,67402000,2e+07,0.69768,0.39233,0.63801,0.0351,0.03323,1.09104,0.05632,0.00923,2.61175,2.60175,4.0936,37.18143,1.67825,0.0571,0.64258,-1.24928,-1.90206
"34","2022_Q3",183.120769230769,"Up",110910000,-32587000,78323000,-33891000,-11092000,-22799000,44432000,1246000,1246000,-476000,1722000,45678000,107520000,107520000,107520000,-20388000,87132000,-10055000,77077000,173460000,173460000,173460000,1982506000,3165252000,-1182746000,50091000,50091000,2032597000,2206057000,92047000,92047000,92047000,92047000,7.55e+08,756149000,318782000,1829931000,284079000,2114010000,2206057000,107520000,22799000,-62457000,67862000,68071000,-29531000,-29531000,68071000,-46263000,0,0,-66677000,69256000,69256000,69256000,67231000,0,0.70619,0.40061,0.69495,0.03646,0.03494,1.88447,0.04354,0,2.79619,2.78548,4.02358,38.99623,1.67832,0.05834,0.60022,-2.58006,-3.90394
