"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2015_Q4",219.23515625,"Down",293094000,-136084000,157010000,-95912000,-95912000,-78205000,-17707000,61098000,-527000,0,-527000,60571000,60353000,-21729000,38624000,38624000,38624000,38624000,134612000,134612000,57121000,57121000,57317000,23219000,14716000,272269000,405415000,13233000,3683000,9550000,418648000,690917000,132792000,48518000,84274000,132792000,62854000,47355000,15499000,63325000,196117000,285204000,210742000,-1146000,494800000,494800000,690917000,38624000,11122000,-1272000,15645000,64119000,-16726000,-16726000,-60344000,668000,580000,-59764000,-12371000,-12371000,-12371000,72220000,471000,92868000,0.5357,0.20846,0.13178,0.07806,0.0559,2.40441,2.05034,0.39636,0.00068,4.00041,2.85977,30.35671,51.24806,9.61864,0.0692,0.16639,-1.85739,-2.19551
"22","2016_Q1",182.27868852459,"Down",215133000,-106367000,108766000,-82390000,-82390000,-63806000,-18584000,26376000,-373000,49000,-422000,26003000,25963000,-9848000,16115000,16115000,16115000,16115000,94193000,94193000,38984000,38984000,56462000,33964000,12053000,223603000,409926000,11871000,3683000,8188000,421797000,645400000,111102000,42718000,68384000,111160000,72548000,56001000,16547000,73019000,184179000,290224000,171948000,-951000,461221000,461221000,645400000,16115000,11308000,7574000,-8787000,26210000,-18581000,-18581000,-50572000,1339000,2524000,-48048000,-40419000,-40419000,-40419000,37684000,529000,20164000,0.50558,0.1226,0.07491,0.03494,0.02497,1.25126,2.01154,0.39933,0.00082,1.70079,1.21403,22.70533,48.67768,2.12813,0.03016,0.03774,-2.48551,-3.55111
"23","2016_Q2",161.89546875,"Down",188827000,-97296000,91531000,-80294000,-80294000,-59249000,-21045000,11237000,-196000,23000,-219000,11041000,11041000,-4009000,7032000,7032000,7032000,7032000,51128000,51128000,45183000,45183000,61737000,24447000,12499000,182495000,412301000,13035000,3683000,9352000,425336000,607831000,101461000,45171000,56290000,101521000,70552000,56288000,14264000,70963000,172484000,318094000,118208000,-955000,435347000,435347000,607831000,7032000,12029000,-532000,-9262000,9267000,-13011000,-12955000,-43428000,20347000,4109000,-39377000,-43065000,-43065000,-43065000,23266000,471000,5002000,0.48473,0.05951,0.03724,0.01615,0.01157,0.71132,1.79761,0.3962,0.00077,0.75008,0.53729,20.14155,46.43701,0.53355,0.01389,0.00988,-2.1773,-4.50805
"24","2016_Q3",174.39921875,"Up",244816000,-117940000,126876000,-85051000,-85051000,-63252000,-21799000,41825000,-186000,20000,-206000,41639000,41602000,-14981000,26621000,26621000,26621000,26621000,27580000,27580000,56694000,56694000,61245000,22801000,12402000,168320000,411866000,10387000,3683000,6704000,422253000,590573000,111078000,41593000,69485000,111138000,66792000,57316000,9476000,67203000,178341000,332342000,80933000,-1043000,412232000,412232000,590573000,26621000,12444000,2301000,686000,42052000,-12943000,-12943000,-54726000,9174000,2069000,-52657000,-23548000,-23548000,-23548000,54269000,471000,56993000,0.51825,0.17084,0.10874,0.06458,0.04508,2.1409,1.51451,0.43262,8e-04,2.89958,2.0749,26.6655,44.90056,6.20771,0.05552,0.11886,-0.49953,-0.64815
"25","2016_Q4",165.632698412698,"Down",253433000,-119826000,133607000,-83298000,-83298000,-63817000,-19481000,50309000,-147000,22000,-169000,50162000,50162000,-18632000,31530000,31530000,31530000,31530000,77266000,77266000,46191000,46191000,57232000,23862000,12505000,204551000,410569000,12375000,3683000,8692000,422944000,627495000,106229000,36382000,69847000,106289000,70552000,60801000,9751000,70963000,177252000,349200000,102084000,-1041000,450243000,450243000,627495000,31530000,12832000,-150000,12831000,57043000,-11150000,-11144000,-2449000,7931000,6236000,3787000,49686000,49686000,49686000,63141000,471000,83454000,0.52719,0.19851,0.12441,0.07003,0.05025,2.64681,1.92448,0.39368,0.00075,3.49673,2.49426,28.10613,49.93268,9.25518,0.06049,0.1601,-1.21625,-1.52647
"26","2017_Q1",156.506451612903,"Down",219370000,-111714000,107656000,-73603000,-73603000,-57895000,-15708000,34053000,-9000,103000,-112000,34044000,34316000,-12150000,22166000,22166000,22166000,22166000,91035000,91035000,36694000,36694000,52499000,13659000,8731000,193887000,408411000,13648000,3683000,9965000,422059000,615946000,101519000,40585000,60934000,101519000,67845000,57261000,10584000,67845000,169364000,350037000,97648000,-1103000,446582000,446582000,615946000,22166000,12252000,385000,11024000,45827000,-8954000,-8976000,-23928000,2675000,845999.999999998,-23082000,13769000,13769000,13769000,46305000,0,60525000,0.49075,0.15523,0.10104,0.04963,0.03599,2.73053,1.90986,0.37925,1.0842021724855e-19,0.97155,1.75572,9.61517,19.57405,2.65286,0.04309,0.11766,-1.96599,-2.67333
"27","2017_Q2",139.900793650794,"Down",161695000,-85351000,76344000,-72316000,-72316000,-53754000,-18562000,4028000,12000,84000,-72000,4040000,4040000,1671000,5711000,5711000,5711000,5711000,59893000,59893000,35314000,35314000,54444000,16422000,9524000,166073000,404426000,16456000,3683000,12773000,420882000,586955000,84478000,36072000,48406000,84478000,67066000,57378000,9688000,67066000,151544000,366420000,70093000,-1102000,435411000,435411000,586955000,5711000,12724000,1729000,-25204000,-5040000,-6974000,-6958000,-19399000,13869000,315000,-19144000,-31142000,-31142000,-31142000,16752000,0,-17097000,0.47215,0.02491,0.03532,0.01312,0.00973,-2.9937,1.96587,0.34805,0,0.45794,0.4563,12.96568,34.91388,-1.37094,0.01137,-0.03403,-3.57527,-14.86917
"28","2017_Q3",146.092857142857,"Up",247930000,-113911000,134019000,-87226000,-87226000,-67831000,-19395000,46793000,215000,86000,129000,47008000,45503000,-16378000,29125000,29125000,29125000,29125000,71651000,71651000,51678000,51678000,56331000,11054000,8627000,190714000,394525000,16268000,3683000,12585000,410793000,601507000,112805000,45615000,67190000,112805000,67038000,57286000,9752000,67038000,179843000,368448000,54309000,-1093000,421664000,421664000,601507000,29125000,12892000,3253000,20812000,66082000,-9731000,-9752000,-44719000,192999.999999996,147000,-44572000,11758000,11758000,11758000,59685000,-1.45519152283669e-11,87144000,0.54055,0.18873,0.11747,0.06907,0.04842,2.99207,1.69065,0.42651,0,2.37619,2.35945,20.22763,34.40189,7.10973,0.0596,0.17832,-1.20049,-1.53123
"29","2017_Q4",178.638888888889,"Up",247047000,-115546000,131501000,-80005000,-80005000,-63647000,-16358000,51496000,407000,211000,196000,51903000,51903000,-18220000,33683000,33683000,33683000,33683000,70045000,70045000,43182000,43182000,54943000,10973000,9593000,179143000,387637000,20334000,3683000,16651000,407971000,587114000,109394000,42193000,67201000,109394000,63431000,53680000,9751000,63431000,172825000,370729000,44640000,-1080000,414289000,414289000,587114000,33683000,12756000,-1724000,2481000,47196000,-6694000,-6693000,-42258000,1097000,149000,-42109000,-1606000,-1606000,-1606000,64252000,0,78259000,0.53229,0.20845,0.13634,0.0813,0.05737,2.3234,1.63759,0.41716,0,2.81866,2.79829,20.67339,34.66854,6.54887,0.07051,0.16382,-1.09016,-1.3602
"30","2018_Q1",183.932786885246,"Up",206320000,-98283000,108037000,-92228000,-92228000,-73417000,-18811000,15809000,-167000,168000,-335000,15642000,14696000,15834000,30530000,30530000,30530000,30530000,65637000,65637000,33749000,33749000,50651000,18311000,10695000,168348000,384280000,16996000,3683000,13313000,401276000,569624000,101758000,38141000,63617000,101758000,44343000,34819000,9524000,44343000,146101000,372706000,52105000,-1288000,423523000,423523000,569624000,30530000,12884000,-16169000,499000,27744000,-9563000,-9526000,-22811000,256000,185000,-22626000,-4408000,-4408000,-4408000,28693000,0,3795000,0.52364,0.07662,0.14797,0.07209,0.0536,0.124299999999999,1.6544,0.34497,1.6940658945086e-21,2.60273,2.58225,17.58909,36.10597,0.323530000000001,0.06525,0.00811000000000001,-2.28756,-4.15188
"31","2018_Q2",243.64765625,"Up",190457000,-94360000,96097000,-86859000,-86859000,-67521000,-19338000,9238000,-80000,205000,-285000,9158000,9158000,152000,9310000,9310000,9310000,9310000,46645000,46645000,49007000,49007000,56225000,23026000,14074000,174903000,385569000,19415000,3683000,15732000,404984000,579887000,99923000,43181000,56742000,99923000,43038000,34997000,8041000,43038000,142961000,394430000,44005000,-1509000,436926000,436926000,579887000,9310000,12820000,1859000,-34404000,-10415000,-11475000,-11364000,2664000,19304000,186000,2787000,-18992000,-18992000,-18992000,22058000,0,-23973000,0.50456,0.0485,0.04888,0.02131,0.01605,-2.57497,1.75038,0.3272,0,0.78865,0.78692,16.13359,37.01194,-2.03075,0.0194,-0.04995,-2.11465,-5.04925
"32","2018_Q3",300.253174603175,"Up",273100000,-131130000,141970000,-110389000,-110389000,-86510000,-23879000,31581000,70000,273000,-203000,31651000,31134000,-7599000,23535000,23535000,23535000,23535000,76179000,76179000,54063000,54063000,63646000,18132000,13308000,212020000,384048000,22429000,3683000,18746000,406477000,618497000,131510000,59478000,72032000,131510000,44315000,35594000,8721000,44315000,175825000,399732000,44456000,-1516000,442672000,442672000,618497000,23535000,13191000,4056000,23374000,64156000,-13993000,-14006000,-20860000,2225000,259000,-20616000,29534000,29534000,29534000,44772000,1.81898940354586e-12,61752000,0.51985,0.11564,0.08618,0.05317,0.03805,2.62384,1.6122,0.39719,0,1.995,1.99669,23.14995,37.52412,5.23455,0.04833,0.1268,-1.70149,-2.41218
"33","2018_Q4",279.649841269841,"Down",306870000,-149643000,157227000,-110499000,-110499000,-87765000,-22734000,46728000,292000,343000,-51000,47020000,47020000,-9013000,38007000,38007000,38007000,38007000,68887000,68887000,52812000,52812000,72254000,26691000,10252000,220644000,387069000,15991000,3683000,12308000,403060000,623704000,131646000,62047000,69599000,131646000,57512000,47637000,9875000,57512000,189158000,402171000,33878000,-1503000,434546000,434546000,623704000,38007000,12849000,14499000,-11041000,54314000,-13282000,-13244000,-48587000,-1000,225000,-48362000,-7292000,-7292000,-7292000,59577000,0,44267000,0.51236,0.15227,0.12385,0.08746,0.06094,1.16471,1.67604,0.4353,0,3.24707,3.24818,26.217,37.12482,3.78189,0.07724,0.08996,-1.15627,-1.47421
"34","2019_Q1",273.541475409836,"Down",225222000,-108273000,116949000,-87963000,-87963000,-63057000,-24906000,28986000,123000,471000,-348000,29109000,28974000,-7163000,21811000,21811000,21811000,21811000,108399000,108399000,34073000,34073000,70249000,18850000,13136000,231571000,389789000,18491000,3683000,14808000,408280000,639851000,120514000,47102000,73412000,120514000,59020000,49169000,9851000,59020000,179534000,405826000,55688000,-1197000,460317000,460317000,639851000,21811000,13108000,4689000,15784000,55392000,-16683000,-16730000,1520000,1521000,-670000,850000,39512000,39512000,39512000,42094000,-2.91038304567337e-11,48358000,0.51926,0.1287,0.09684,0.04738,0.03409,2.21714,1.92153,0.39002,0,1.87622,1.87751,19.37394,39.59716,4.15983,0.042,0.09311,-2.57517,-3.7397
"35","2019_Q2",316.664920634921,"Up",251651000,-127111000,124540000,-95097000,-95097000,-71723000,-23374000,29443000,385000,637000,-252000,29828000,29828000,-6134000,23694000,23694000,23694000,23694000,102887000,102887000,54525000,54525000,85861000,17587000,16754000,260860000,398882000,44278000,3683000,40595000,443160000,704020000,128275000,61620000,66655000,132002000,82200000,50198000,32002000,82200000,214202000,411596000,79382000,-1160000,489818000,489818000,704020000,23694000,12863000,4225000,-27139000,13643000,-22079000,-22051000,2768000,2768000,2e+05,2896000,-5512000,-5512000,-5512000,42306000,0,-778000,0.49489,0.117,0.09415,0.04837,0.03366,-0.03284,1.97618,0.43731,0,2.03644,2.03627,21.62879,42.09867,-0.06687,0.04142,-0.00136,-2.43197,-3.49445
"36","2019_Q3",393.05828125,"Up",318407000,-159405000,159002000,-120827000,-120827000,-94079000,-26748000,38175000,170000,-27000,197000,38345000,38102000,-10246000,27856000,27856000,27856000,27856000,3017000,3017000,69420000,69420000,80361000,25958000,16329000,178756000,570466000,64108000,3683000,60425000,634574000,813330000,148451000,74906000,73545000,188266000,102263000,55452000,46811000,102263000,290529000,416718000,107238000,-1155000,522801000,522801000,813330000,27856000,13226000,10003000,-9198000.00000001,41887000,-22320000,-180938000,1378000,1378000,37846000,39181000,-99870000,-99870000,-99870000,51401000,2.3283064365387e-10,30129000,0.49937,0.11989,0.08749,0.05328,0.03425,1.0816,0.94949,0.55572,2.16840434497101e-19,2.38636,2.38412,27.27722,44.7872,2.58108,0.04457,0.0482,-0.0586999999999995,-0.0790299999999999
"37","2019_Q4",376.635,"Down",378466000,-190631000,187835000,-1.28e+08,-1.28e+08,-96570000,-31430000,59835000,-901000,-138000,-763000,58934000,58934000,-14205000,44729000,44729000,44729000,44729000,27128000,27128000,68687000,68687000,92632000,20945000,14965000,209392000,521316000,285468000,112529000,68604000,806784000,1016176000,163885000,71035000,92850000,166484000,130712000,81653000,49059000,130712000,297196000,568167000,151967000,-1154000,718980000,718980000,1016176000,44729000,15752000,12341000,14329000,87151000,-22217000,-29154000,4291000,4291000,-38046000,-33886000,24111000,24111000,24111000,75587000,0,81904000,0.49631,0.1581,0.11818,0.06221,0.04402,1.83112,1.25773,0.41336,0,3.69722,3.6817,31.28335,59.42966,6.77004,0.05264,0.09639,-0.3589,-0.45338
"38","2020_Q1",370.862580645161,"Down",301300000,-158511000,142789000,-124419000,-124419000,-93241000,-31178000,18370000,-196000,175000,-371000,18174000,17506000,-3744000,13762000,13762000,13762000,13762000,36670000,36670000,54404000,54404000,106038000,21536000,12077000,218648000,541068000,294341000,112529000,77540000,835409000,1054057000,175481000,76374000,99107000,180649000,137772000,75010000,62762000,137772000,318421000,571905000,165400000,-1669000,735636000,735636000,1054057000,13762000,14430000,-794000.000000002,8163000,35561000,-26452000,-26686000,799000,799000,0,667000,9542000,9542000,9542000,32800000,0,18255000,0.47391,0.06097,0.04568,0.01871,0.01306,1.32648,1.21035,0.43285,0,1.13379,1.13146,24.82287,60.60603,1.50395,0.01576,0.0209,-1.11799,-1.99619
"39","2020_Q2",484.258253968254,"Up",330565000,-182592000,147973000,-124920000,-124920000,-97891000,-27029000,23053000,-297000,63000,-360000,22756000,21235000,-3001000,18234000,18234000,18234000,18234000,129504000,129504000,58253000,58253000,124529000,23717000,14894000,336003000,550030000,307531000,112529000,90793000,857561000,1193564000,181325000,92247000,89078000,186784000,148544000,77389000,71155000,248544000,435328000,576329000,183634000,-1727000,758236000,758236000,1193564000,18234000,15945000,8825000,-24080000,18924000,-27359000,-27263000,2941000,2941000,98441000,101173000,92834000,92834000,92834000,38998000,1e+08,-9440000,0.44764,0.06974,0.05516,0.02405,0.01528,-0.51771,1.79889,0.57413,0.08378,1.49988,1.49631,27.19133,62.37032,-0.77651,0.01811,-0.00938,-0.75655,-1.27983
"40","2020_Q3",789.8478125,"Up",452138000,-242514000,209624000,-130021000,-130021000,-100336000,-29685000,79603000,-264000,-212000,-52000,79339000,78505000,-18364000,60141000,60141000,60141000,60141000,86716000,86716000,99320000,99320000,108523000,26128000,22693000,320687000,565265000,322300000,112529000,105675000,887565000,1208252000,212364000,93576000,118788000,219808000,160961000,87417000,73544000,160961000,380769000,585448000,243775000,-1740000,827483000,827483000,1208252000,60141000,16639000,17103000,-8796000,85087000,-32668000,-32504000,5069000,5069000,-1e+08,-95371000,-42788000,-42788000,-42788000,96242000,0,73142000,0.46363,0.17606,0.13301,0.07268,0.04978,1.21618,1.45894,0.46015,1.38777878078145e-17,4.9308,4.90707,37.06961,67.84316,5.99672,0.06084,0.074,-0.90102,-1.08936
"41","2020_Q4",959.7253125,"Up",492792000,-252207000,240585000,-138363000,-138363000,-108023000,-30340000,102222000,170000,-20000,190000,102392000,101951000,-21183000,80768000,80768000,80768000,80768000,157130000,157130000,93809000,93809000,123831000,25255000,22214000,400025000,588977000,323334000,112529000,106811000,912311000,1312336000,224204000,108600000,115604000,231939000,161867000,89170000,72697000,161867000,393806000,594549000,324543000,-562000,918530000,918530000,1312336000,80768000,16353000,7801000,-13000,104909000,-40242000,-40110000,6005000,6005000,-133000,5615000,70414000,70414000,70414000,118575000,0,99503000,0.48821,0.20743,0.1639,0.08793,0.06155,1.23196,1.7247,0.42874,0,6.61003,6.54787,40.32998,75.17227,8.1433,0.07476,0.0921,-1.32515,-1.53714
"42","2021_Q1",1048.96475409836,"Up",460937000,-244667000,216270000,-172475000,-172475000,-141318000,-31157000,43795000,414000,-30000,444000,44209000,42539000,-9722000,32817000,32817000,32817000,32817000,163282000,163282000,78358000,78358000,130910000,40623000,30230000,413173000,623083000,342569000,112529000,126110000,965652000,1378825000,251191000,121647000,129544000,259423000,162435000,92665000,69770000,162435000,421858000,599859000,357360000,-252000,956967000,956967000,1378825000,32817000,16720000,10878000,-15928000,44487000,-39240000,-39240000,1259000,1259000,-1.49011611938477e-08,905000,6152000.00000001,6152000.00000001,6152000.00000001,60515000,-7.45058059692383e-09,15069000,0.4692,0.09501,0.0712,0.03429,0.0238,0.45918,1.59266,0.44083,3.46944695195361e-18,2.68047,2.65617,37.64902,78.16442,1.23083,0.02932,0.01346,-2.69821,-3.72833
"43","2021_Q2",1122.2573015873,"Up",545080000,-295450000,249630000,-172805000,-172805000,-140859000,-31946000,76825000,-35000,-29000,-6000,76790000,76563000,-10998000,65565000,65565000,65565000,65565000,144658000,144658000,105042000,105042000,160671000,40176000,36061000,450547000,636007000,377616000,112529000,161220000,1013623000,1464170000,263446000,157085000,106361000,271629000,163817000,97284000,66533000,163817000,435446000,606085000,422871000,-232000,1028724000,1028724000,1464170000,65565000,16996000,11630000,-74384000,19807000,-38958000,-38813000,6768000,6768000,-5951000,382000,-18624000,-18624000,-18624000,93821000,0,-8523000,0.45797,0.14094,0.12029,0.06373,0.04478,-0.12999,1.65869,0.42329,0,5.34309,5.26331,44.42018,83.83375,-0.69456,0.05498,-0.00715,-1.54185,-1.88295
"44","2021_Q3",679.73890625,"Down",602805000,-327116000,275689000,-194580000,-194580000,-161620000,-32960000,81109000,-21000,-29000,7999.99999999988,81088000,80084000,-20889000,59195000,59195000,59195000,59195000,102953000,102953000,113458000,113458000,247550000,51136000,38240000,515097000,664200000,381655000,112529000,165322000,1045855000,1560952000,309079000,201043000,108036000,317351000,159466000,92681000,66785000,159466000,476817000,602286000,482066000,-217000,1084135000,1084135000,1560952000,59195000,17178000,3559000,-68752000,11180000,-44143000,-44143000,1176000,1176000,-9558000,-8742000,-41705000,-41705000,-41705000,98287000,0,6281000,0.45734,0.13455,0.0982,0.0546,0.03792,0.10611,1.62311,0.43981,-2.16840434497101e-19,4.82398,4.75195,49.12436,88.34936,0.51186,0.0476,0.00505,-1.04747,-1.26932
"45","2021_Q4",499.4315625,"Down",561643000,-388947000,172696000,-198884000,-198884000,-166817000,-32067000,-26188000,-683000,-26000,-657000,-26871000,-76457000,18035000,-58422000,-58422000,-58422000,-58422000,86504000,86504000,83121000,83121000,196455000,65046000,24127000,431126000,665374000,367026000,112529000,150757000,1032400000,1463526000,277174000,136462000,140712000,285487000,148661000,83350000,65311000,148661000,434148000,605976000,423645000,-243000,1029378000,1029378000,1463526000,-58422000,18779000,10497000,49124000,19978000,-36644000,-36644000,627000,627000,-24000,217000,-16449000,-16449000,-16449000,-7409000,0,-12964000,0.30748,-0.04663,-0.10402,-0.05675,-0.03992,0.2219,1.51014,0.42176,0,-4.75672,-4.75672,45.72895,83.81192,-1.05553,-0.04959,-0.011,11.67553,3.30319
"46","2022_Q1",416.962580645161,"Down",348094000,-248317000,99777000,-174349000,-174349000,-137698000,-36651000,-74572000,-349000,-26000,-323000,-74921000,-73281000,21496000,-51785000,-51785000,-51785000,-51785000,26853000,26853000,55022000,55022000,149118000,114348000,21462000,345341000,664815000,376628000,112529000,160422000,1041443000,1386784000,247472000,85920000,161552000,255106000,148269000,87495000,60774000,148269000,403375000,611745000,371858000,-194000,983409000,983409000,1386784000,-51785000,19143000,13822000,24152000,5332000,-27017000,-27017000,1894000,1894000,-3000,1502000,-20183000,-20183000,-20183000,-55429000,0,-79790000,0.28664,-0.21423,-0.14877,-0.05266,-0.03734,1.54079,1.35372,0.41018,-4.33680868994202e-19,-4.21633,-4.21633,28.3418,80.06913,-6.4965,-0.04576,-0.07051,0.484459999999999,0.360089999999999
"47","2022_Q2",347.945483870968,"Down",430113000,-257161000,172952000,-170313000,-170313000,-130615000,-39698000,2639000,-133000,-33000,-1e+05,2506000,-2287000,332000,-1955000,-1955000,-1955000,-1955000,15769000,15769000,101884000,101884000,162592000,76288000,24012000,356533000,668876000,364588000,112529000,148445000,1033464000,1389997000,237168000,112711000,124457000,245534000,144539000,87516000,57023000,159539000,405073000,615165000,369903000,-144000,984924000,984924000,1389997000,-1955000,19634000,5044000,-63729000,-41006000,-23701000,-23701000,2010000,2010000,-2380000,14155000,-50552000,-50552000,-50552000,22273000,1.5e+07,-65489000,0.40211,0.00614,-0.00455,-0.00198,-0.00141,33.49821,1.45207,0.41127,0.01079,-0.15915,-0.15915,35.01408,80.17942,-5.33124,-0.00171,-0.05722,-0.03453,-0.2914
"48","2022_Q3",351.325102040816,"Up",616243000,-350468000,265775000,-193732000,-193732000,-154883000,-38849000,72043000,-518000,83000,-601000,71525000,70867000,-17518000,53349000,53349000,53349000,53349000,137801000,137801000,119371000,119371000,164247000,28165000,21423000,449584000,675208000,355674000,112529000,139595000,1030882000,1480466000,282394000,134215000,148179000,290929000,145500000,90052000,55448000,145500000,436429000,6.21e+08,423252000,-215000,1044037000,1044037000,1480466000,53349000,20275000,9369000,79519000,162512000,-26597000,-26597000,2600000,2600000,-1088000,-13883000,122032000,122032000,122032000,92318000,0,162758000,0.43128,0.11691,0.08657,0.0511,0.03604,3.05082,1.54534,0.41802,0,4.33063,4.32291,50.02378,84.75014,13.21195,0.04485,0.13682,-1.49268,-1.91276
