"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2014_Q1",33.0175409836066,"Up",2.4897e+10,-2.1494e+10,3.403e+09,-2.43e+09,-3.36e+08,-3.32e+08,-1.762e+09,9.85e+08,-1.9e+07,-3.9e+07,2e+07,9.66e+08,3e+06,9.69e+08,-3.38e+08,6.31e+08,6.31e+08,6.26e+08,6.26e+08,2.292e+09,2.292e+09,5.559e+09,5.559e+09,4.689e+09,1.97e+08,1.97e+08,1.2737e+10,1.3921e+10,4.63e+08,1.264e+09,9.38e+08,3.26e+08,1.5648e+10,2.8385e+10,9.526e+09,8.234e+09,7.79e+08,2.3e+07,2.75e+08,2.75e+08,9.824e+09,3.373e+09,3.856e+09,7.71e+08,2.304e+09,7.81e+08,7.229e+09,1.7053e+10,9.772e+09,5.507e+09,-2.04e+08,1.092e+10,1.1332e+10,2.8385e+10,6.31e+08,3.32e+08,-1.03e+08,4.95e+08,1.355e+09,-4.73e+08,-3.2e+07,-5.05e+08,-1.26e+08,-5e+06,-4.41e+08,-4e+06,-5.76e+08,2.74e+08,2.74e+08,2.74e+08,1.317e+09,3.396e+09,1.677e+09,0.13668,0.03956,0.02514,0.05524,0.02205,2.67891,1.29652,1.50485,0.11964,1.05034,1.04333,41.77349,18.32215,2.81376,0.21141,0.04046,0.09024,0.20128,0.83827,1.12081
"12","2014_Q2",33.4803174603175,"Up",2.3285e+10,-2.054e+10,2.745e+09,-2.444e+09,-3.46e+08,-3.2e+08,-1.778e+09,3.25e+08,-1.1e+07,-4.6e+07,3.5e+07,3.14e+08,1e+06,3.15e+08,-1.08e+08,2.07e+08,2.07e+08,1.99e+08,1.99e+08,2.166e+09,2.166e+09,5.42e+09,5.42e+09,5.689e+09,1.73e+08,1.73e+08,1.3448e+10,1.3854e+10,6.02e+08,1.255e+09,9.38e+08,3.17e+08,1.5711e+10,2.9159e+10,1.0557e+10,9.313e+09,6.3e+08,2.4e+07,2.65e+08,2.65e+08,1.0846e+10,3.635e+09,3.92e+09,8.55e+08,2.29e+09,7.75e+08,7.555e+09,1.8401e+10,9.807e+09,5.591e+09,-2.05e+08,1.0344e+10,1.0758e+10,2.9159e+10,2.07e+08,3.2e+08,8.9e+07,1.5e+08,7.66e+08,-2.67e+08,-9.3e+07,-3.6e+08,-1.23e+08,2.64e+08,-6.76e+08,3e+06,-5.32e+08,-1.26e+08,-1.26e+08,-1.26e+08,6.45e+08,3.659e+09,6.36e+08,0.11789,0.01396,0.00855,0.0185,0.00682,3.19598,1.2399,1.71045,0.12548,0.33959,0.33729,39.73549,17.65188,1.08532,0.2099,0.01756,0.03468,0.61809,2.31473,4.59385
"13","2014_Q3",32.2875,"Down",2.6844e+10,-2.3096e+10,3.748e+09,-2.468e+09,-3.16e+08,-3.25e+08,-1.827e+09,1.301e+09,9e+06,-4.8e+07,5.7e+07,1.31e+09,1.1e+07,1.321e+09,-4.57e+08,8.64e+08,8.64e+08,8.55e+08,8.55e+08,2.125e+09,2.125e+09,5.725e+09,5.725e+09,5.621e+09,1.25e+08,1.25e+08,1.3596e+10,1.385e+10,6.9e+08,1.24e+09,9.37e+08,3.03e+08,1.578e+10,2.9376e+10,1.051e+10,8.934e+09,6.67e+08,2.6e+07,5.19e+08,5.19e+08,1.1055e+10,3.612e+09,3.672e+09,9.06e+08,2.17e+09,5.96e+08,7.284e+09,1.8339e+10,9.826e+09,6.325e+09,-2.18e+08,1.062e+10,1.1037e+10,2.9376e+10,8.64e+08,3.25e+08,-7.1e+07,-2.4e+08,8.78e+08,-3.02e+08,2.3e+07,-3.21e+08,-1.22e+08,-2e+07,-4.55e+08,-1e+06,-5.98e+08,-4.1e+07,-4.1e+07,-4.1e+07,1.626e+09,3.638e+09,1.541e+09,0.13962,0.04847,0.03185,0.07747,0.02911,1.80234,1.22985,1.66159,0.12384,1.48955,1.47924,46.76655,18.50174,2.68467,0.21254,0.05325,0.08399,0.14269,0.9305,1.16295
"14","2014_Q4",33.67390625,"Up",2.5438e+10,-2.1935e+10,3.503e+09,-2.484e+09,-3.42e+08,-3.22e+08,-1.82e+09,1.031e+09,-2.1e+07,-5e+07,2.9e+07,1.01e+09,2e+06,1.012e+09,-3.33e+08,6.79e+08,6.79e+08,6.72e+08,6.72e+08,1.854e+09,1.854e+09,5.271e+09,5.271e+09,5.608e+09,1.54e+08,1.54e+08,1.2887e+10,1.5999e+10,8.62e+08,1.957e+09,1.537e+09,4.2e+08,1.8818e+10,3.1705e+10,1.0022e+10,8.726e+09,7.1e+08,2.6e+07,3.24e+08,3.24e+08,1.0372e+10,6.238e+09,3.829e+09,9.37e+08,2.165e+09,7.27e+08,1.0067e+10,2.0439e+10,9.837e+09,6.856e+09,-2.28e+08,1.0849e+10,1.1266e+10,3.1705e+10,6.79e+08,3.22e+08,-2.4e+07,1.01e+08,1.078e+09,-3.83e+08,-1.71e+08,-3.343e+09,-1.41e+08,2.627e+09,-2.97e+08,-1.95e+08,1.994e+09,-2.71e+08,-2.71e+08,-2.71e+08,1.353e+09,6.264e+09,1.404e+09,0.13771,0.04053,0.02642,0.05965,0.0212,2.08929,1.24248,1.81422,0.19757,1.18938,1.18102,45.02301,19.20177,2.48496,0.24956,0.03806,0.06573,0.20982,3.25942,4.2774
"15","2015_Q1",36.9388524590164,"Up",2.225e+10,-1.8199e+10,4.051e+09,-2.885e+09,-3.71e+08,-3.59e+08,-2.155e+09,1.22e+09,-4e+07,-7.2e+07,3.2e+07,1.18e+09,7e+06,1.187e+09,-3.82e+08,8.05e+08,8.05e+08,7.98e+08,7.98e+08,1.494e+09,1.494e+09,4.058e+09,4.058e+09,5.642e+09,1.45e+08,1.45e+08,1.1339e+10,1.6261e+10,8.65e+08,1.96e+09,1.566e+09,3.94e+08,1.9086e+10,3.0425e+10,8.198e+09,6.661e+09,8.9e+08,2.7e+07,3.54e+08,3.54e+08,8.579e+09,6.575e+09,3.881e+09,1.099e+09,2.014e+09,7.68e+08,1.0456e+10,1.9035e+10,9.848e+09,7.515e+09,-3.13e+08,1.0751e+10,1.139e+10,3.0425e+10,8.05e+08,3.59e+08,-7.4e+07,-7.02e+08,3.88e+08,-5.28e+08,-1e+06,-5.19e+08,-1.38e+08,3.74e+08,-4.56e+08,-9e+06,-2.29e+08,-3.6e+08,-3.6e+08,-3.6e+08,1.579e+09,6.602e+09,7.31e+08,0.18207,0.05483,0.03587,0.07006,0.02623,0.91604,1.32172,1.6712,0.21699,1.43784,1.42755,40.09009,19.37117,1.31712,0.24865,0.04279,0.03342,0.17293,3.23496,4.18689
"16","2015_Q2",39.3219047619048,"Up",1.7191e+10,-1.3044e+10,4.147e+09,-2.726e+09,-3.58e+08,-3.63e+08,-2.005e+09,1.45e+09,-6.6e+07,-8.1e+07,1.5e+07,1.384e+09,5e+06,1.389e+09,-4.86e+08,9.03e+08,9.03e+08,8.91e+08,8.91e+08,2.078e+09,2.078e+09,3.364e+09,3.364e+09,5.437e+09,1.74e+08,1.74e+08,1.1053e+10,1.6241e+10,9.02e+08,1.986e+09,1.566e+09,4.2e+08,1.9129e+10,3.0182e+10,7.249e+09,5.387e+09,9.29e+08,7.76e+08,3.21e+08,3.21e+08,8.346e+09,5.967e+09,3.889e+09,1.123e+09,2.019e+09,7.47e+08,9.856e+09,1.8202e+10,9.894e+09,8.269e+09,-3.13e+08,1.1338e+10,1.198e+10,3.0182e+10,9.03e+08,3.63e+08,-3.3e+07,-42999999.9999999,1.19e+09,-3.89e+08,1e+06,-3.88e+08,-1.36e+08,1.07e+08,-1.88e+08,-1e+06,-2.18e+08,5.84e+08,5.84e+08,5.84e+08,1.813e+09,6.743e+09,1.867e+09,0.24123,0.08435,0.05183,0.07437,0.02952,2.0954,1.32435,1.51937,0.22341,1.63486,1.62295,31.54312,20.80367,3.42569,0.24954,0.04542,0.08257,0.15264,2.57308,3.21724
"17","2015_Q3",39.96609375,"Up",2.0537e+10,-1.6366e+10,4.171e+09,-2.88e+09,-3.93e+08,-3.62e+08,-2.125e+09,1.316e+09,-4.4e+07,-6.4e+07,2e+07,1.272e+09,-1e+06,1.271e+09,-4.32e+08,8.39e+08,8.39e+08,8.26e+08,8.26e+08,1.881e+09,1.881e+09,3.876e+09,3.876e+09,5.54e+09,1.34e+08,1.34e+08,1.1431e+10,1.6283e+10,9.94e+08,1.945e+09,1.566e+09,3.79e+08,1.9222e+10,3.0653e+10,7.58e+09,6.225e+09,8.38e+08,7.8e+08,3.65e+08,3.65e+08,8.725e+09,5.918e+09,3.72e+09,1.143e+09,2.011e+09,5.66e+08,9.638e+09,1.8363e+10,9.919e+09,8.959e+09,-3.09e+08,1.1643e+10,1.229e+10,3.0653e+10,8.39e+08,3.62e+08,6e+07,-2.67e+08,9.94e+08,-3.75e+08,-9.3e+07,-4.68e+08,-1.36e+08,-6e+06,-4.03e+08,-1.78e+08,-7.23e+08,-1.97e+08,-1.97e+08,-1.97e+08,1.678e+09,6.698e+09,1.468e+09,0.2031,0.06408,0.04022,0.06721,0.02695,1.77724,1.31014,1.49414,0.21851,1.5268,1.51838,37.96118,21.52126,2.71349,0.25139,0.04236,0.06465,0.164649999999999,2.87068,3.66033
"18","2015_Q4",40.88953125,"Up",1.8716e+10,-1.4165e+10,4.551e+09,-2.9e+09,-3.92e+08,-3.64e+08,-2.144e+09,1.668e+09,-4.7e+07,-7e+07,2.3e+07,1.621e+09,-1.42e+08,1.479e+09,-5.21e+08,9.58e+08,9.58e+08,9.48e+08,9.48e+08,2.044e+09,2.044e+09,3.124e+09,3.124e+09,5.556e+09,1.37e+08,1.37e+08,1.0861e+10,1.6294e+10,1.073e+09,1.933e+09,1.565e+09,3.68e+08,1.93e+10,3.0161e+10,6.597e+09,4.993e+09,7.59e+08,7.8e+08,3.09e+08,3.09e+08,7.686e+09,5.912e+09,3.638e+09,1.139e+09,1.942e+09,5.57e+08,9.55e+09,1.7236e+10,9.936e+09,9.736e+09,-3.12e+08,1.2277e+10,1.2925e+10,3.0161e+10,9.58e+08,3.64e+08,1.27e+08,-3.8e+08,1.069e+09,-5.13e+08,-5.9e+07,-5.72e+08,-1.71e+08,-6e+06,-1.53e+08,-4e+06,-3.34e+08,1.63e+08,1.63e+08,1.63e+08,2.032e+09,6.692e+09,1.66e+09,0.24316,0.08912,0.05065,0.07335,0.03143,1.75104999999999,1.41309,1.33354,0.22188,1.77196,1.76208,34.98318,22.94766,3.1028,0.31963,0.04812,0.07138,0.18038,2.2874,2.78657
"19","2016_Q1",29.9388524590164,"Down",1.5607e+10,-1.2008e+10,3.599e+09,-2.963e+09,-4.33e+08,-4.13e+08,-2.117e+09,6.77e+08,-7.3e+07,-1.03e+08,3e+07,6.04e+08,-3.69e+08,2.35e+08,-6.7e+07,1.68e+08,1.68e+08,1.87e+08,1.87e+08,1.127e+09,1.127e+09,2.927e+09,2.927e+09,5.225e+09,1.92e+08,1.92e+08,9.471e+09,2.5164e+10,3.622e+09,4.858e+09,4.019e+09,8.39e+08,3.3644e+10,4.3115e+10,5.89e+09,4.743e+09,9.63e+08,2.9e+07,4.26e+08,4.26e+08,6.345e+09,1.1896e+10,5.199e+09,1.179e+09,3.285e+09,7.35e+08,1.7095e+10,2.344e+10,1.1078e+10,9.752e+09,-3.18e+08,1.3237e+10,1.9675e+10,4.3115e+10,1.68e+08,4.13e+08,5.65e+08,-3.38e+08,8.08e+08,-7.21e+08,-7.4e+07,-2.013e+09,-1.7e+08,6.72e+08,-1.88e+08,-2.6e+07,2.88e+08,-9.17e+08,-9.17e+08,-9.17e+08,1.09e+09,1.1925e+10,9.8e+07,0.2306,0.04338,0.01198,0.0095,0.00434,0.52406,1.49267,1.19136,0.27659,0.35217,0.34823,29.39171,24.92844,0.18456,0.32015,0.0097,0.00266,0.909089999999992,9.90642,15.94978
"20","2016_Q2",29.20734375,"Down",1.2755e+10,-9.701e+09,3.054e+09,-2.91e+09,-3.78e+08,-4.9e+08,-2.042e+09,1.72e+08,-1.2e+08,-1.42e+08,2.2e+07,5.2e+07,-1.19e+08,-6.7e+07,-1.1e+07,-7.8e+07,-7.8e+07,1e+06,1e+06,3.08e+08,3.08e+08,2.602e+09,2.602e+09,4.983e+09,2.04e+08,2.04e+08,8.097e+09,2.5319e+10,3.807e+09,4.535e+09,3.649e+09,8.86e+08,3.3661e+10,4.1758e+10,4.989e+09,4.083e+09,7.61e+08,2.15e+08,3.91e+08,3.91e+08,5.595e+09,1.1351e+10,5.318e+09,1.216e+09,3.356e+09,7.46e+08,1.6669e+10,2.2264e+10,1.0989e+10,9.584e+09,-3.18e+08,1.2902e+10,1.9494e+10,4.1758e+10,-7.8e+07,4.9e+08,1.77e+08,-2.59e+08,3.3e+08,-7.45e+08,1.8e+07,-7.27e+08,-1.69e+08,-3.71e+08,2.41e+08,-1.23e+08,-4.22e+08,-8.19e+08,-8.19e+08,-8.19e+08,6.62e+08,1.1566e+10,-3.31e+08,0.23944,0.01348,7.99999999999985e-05,4.99999999999997e-05,1.99999999999992e-05,-331,1.44718,1.1421,0.27698,0.00189000000000006,0.00188000000000005,24.11153,24.38941,-0.62571,0.31947,0.00467,-0.00909999999999999,169,17.00604,65.45349
"21","2016_Q3",32.55734375,"Up",1.6808e+10,-1.283e+10,3.978e+09,-3.029e+09,-4.01e+08,-5e+08,-2.128e+09,9.81e+08,-1.87e+08,-1.37e+08,-5e+07,7.94e+08,3.84e+08,1.178e+09,-3.95e+08,7.83e+08,7.83e+08,8.01e+08,8.01e+08,1.754e+09,1.754e+09,3.199e+09,3.199e+09,5.209e+09,1.42e+08,1.42e+08,1.0304e+10,2.5512e+10,3.793e+09,4.524e+09,3.648e+09,8.76e+08,3.3829e+10,4.4133e+10,6.396e+09,5.214e+09,8.46e+08,2.7e+07,3.59e+08,3.59e+08,6.782e+09,1.1032e+10,5.391e+09,1.242e+09,3.52e+09,6.29e+08,1.6423e+10,2.3205e+10,1.1003e+10,1.0215e+10,-3.21e+08,1.349e+10,2.0928e+10,4.4133e+10,7.83e+08,5e+08,-1.7e+07,1.001e+09,2.267e+09,-6.86e+08,-8.3e+07,-7.69e+08,-1.7e+08,4.63e+08,-5e+07,-2.95e+08,-5.2e+07,1.446e+09,1.446e+09,1.446e+09,1.481e+09,1.1059e+10,2.191e+09,0.23667,0.05837,0.04766,0.03827,0.01815,2.73533,1.51932,1.1088,0.25058,1.51705,1.50847,31.83333,25.54924,4.14962,0.32197,0.02598,0.05862,0.212230000000034,6.28292,9.48522
"22","2016_Q4",36.7434920634921,"Up",1.6616e+10,-1.2944e+10,3.672e+09,-3.081e+09,-4.2e+08,-5.07e+08,-2.154e+09,6.42e+08,-3.49e+08,-1.41e+08,-2.08e+08,2.93e+08,1000000.00000006,2.94e+08,-7.5e+07,2.19e+08,2.19e+08,1.45e+08,1.45e+08,7.09e+08,7.09e+08,3.136e+09,3.136e+09,5.524e+09,1.76e+08,1.76e+08,9.545e+09,2.5697e+10,3.554e+09,4.497e+09,3.648e+09,8.49e+08,3.3748e+10,4.3293e+10,5.986e+09,5.055e+09,7.68e+08,2.8e+07,3.26e+08,3.26e+08,6.34e+09,1.0538e+10,5.458e+09,1.174e+09,3.682e+09,6.02e+08,1.5996e+10,2.2336e+10,1.1012e+10,1.0169e+10,-3.27e+08,1.3395e+10,2.0957e+10,4.3293e+10,2.19e+08,5.07e+08,3.22e+08,-6.43e+08,4.05e+08,-7.16e+08,-5e+06,-7.21e+08,-1.9e+08,-5.06e+08,1.39e+08,-1.72e+08,-7.29e+08,-1.045e+09,-1.045e+09,-1.045e+09,1.149e+09,1.0566e+10,-1.35e+08,0.22099,0.03864,0.00873,0.00692000000000002,0.00335,-0.931029999999941,1.50552,1.0658,0.24406,0.27514,0.27358,31.52941,25.41746,-0.256169999999999,0.36053,0.00906,-0.00365000000000001,1.31034,8.57876,15.35358
"23","2017_Q1",40.5912903225806,"Up",1.716e+10,-1.3695e+10,3.465e+09,-3.036e+09,-4.06e+08,-5.04e+08,-2.126e+09,4.96e+08,-8.5e+07,-1.36e+08,5.1e+07,4.11e+08,6e+06,4.17e+08,-1.28e+08,2.89e+08,2.89e+08,2.27e+08,2.27e+08,8.87e+08,8.87e+08,3.617e+09,3.617e+09,5.656e+09,2.41e+08,2.41e+08,1.0401e+10,2.5765e+10,3.827e+09,4.42e+09,3.587e+09,8.33e+08,3.4012e+10,4.4413e+10,6.74e+09,5.593e+09,9.94e+08,2.8e+07,3.78e+08,3.78e+08,7.146e+09,1.0544e+10,5.52e+09,1.055e+09,3.861e+09,6.04e+08,1.6064e+10,2.321e+10,1.1067e+10,1.0206e+10,-2.34e+08,1.3557e+10,2.1203e+10,4.4413e+10,2.89e+08,5.04e+08,4.9e+07,1.42e+08,9.84e+08,-7.45e+08,2.1e+07,-7.24e+08,-1.9e+08,-7e+06,2.6e+08,-1.45e+08,-8.2e+07,1.78e+08,1.78e+08,1.78e+08,1e+09,1.0572e+10,5.25e+08,0.20192,0.0289,0.01323,0.01071,0.00511,2.31278,1.4555,1.09466,0.23804,0.42992,0.42992,32.5,25.67614,0.99432,0.35985,0.01118,0.01408,0.837,9.685,19.52621
"24","2017_Q2",42.4126984126984,"Up",1.6134e+10,-1.4946e+10,1.188e+09,-1.156e+09,-3.9e+08,-5.36e+08,-2.3e+08,2.29e+08,-9.2e+07,-1.49e+08,5.7e+07,1.37e+08,5000000.00000001,1.42e+08,-4.1e+07,1.01e+08,1.01e+08,30000000.0000001,30000000.0000001,2.167e+09,2.167e+09,3.284e+09,3.284e+09,5.392e+09,1.99e+08,1.99e+08,1.1042e+10,2.5669e+10,4.704e+09,4.406e+09,3.586e+09,8.2e+08,3.4779e+10,4.5821e+10,6.488e+09,5.343e+09,1.01e+09,2.8e+07,3.5e+08,3.5e+08,6.866e+09,1.257e+10,5.588e+09,1.085e+09,3.888e+09,6.15e+08,1.8158e+10,2.5024e+10,1.1166e+10,1.0046e+10,-2.37e+08,1.307e+10,2.0797e+10,4.5821e+10,1.01e+08,5.36e+08,8.9e+07,3.82e+08,1.108e+09,-6.1e+08,-5.23e+08,-1.353e+09,-1.9e+08,2.034e+09,-2.62e+08,-5.9e+07,1.523e+09,1.278e+09,1.278e+09,1.278e+09,7.65e+08,1.2598e+10,5.78e+08,0.07363,0.01419,0.00186,0.00144,0.000649999999999999,19.26667,1.60821,1.20325,0.27494,0.0571400000000001,0.0566000000000001,30.73143,24.89524,1.10095,0.3619,0.00564,0.01483,6.33333,13.63529,45.55022
"25","2017_Q3",44.3506349206349,"Up",1.8033e+10,-1.6101e+10,1.932e+09,-1.271e+09,-4.85e+08,-5.21e+08,-2.65e+08,8.92e+08,-7.5e+07,-1.58e+08,8.3e+07,8.17e+08,7e+06,8.24e+08,-2.5e+08,5.74e+08,5.74e+08,4.83e+08,4.83e+08,1.45e+09,1.45e+09,3.259e+09,3.259e+09,5.548e+09,1.86e+08,1.86e+08,1.0443e+10,2.5786e+10,4.823e+09,4.395e+09,3.586e+09,8.09e+08,3.5004e+10,4.5447e+10,6.353e+09,5.307e+09,8.69e+08,2.9e+07,3.76e+08,3.76e+08,6.758e+09,1.2577e+10,5.548e+09,9.98e+08,3.923e+09,6.27e+08,1.8125e+10,2.4883e+10,1.1192e+10,1.0344e+10,-2.36e+08,1.2636e+10,2.0564e+10,4.5447e+10,5.74e+08,5.21e+08,-1.03e+08,-1.39e+08,8.53e+08,-6.55e+08,-4e+06,-6.59e+08,-1.86e+08,-6e+06,-4.54e+08,-2.64e+08,-9.1e+08,-7.16e+08,-7.16e+08,-7.16e+08,1.413e+09,1.2606e+10,8.69e+08,0.10714,0.04946,0.02678,0.02349,0.01063,1.79917,1.54528,1.21003,0.27738,0.94152,0.93424,35.15205,24.63158,1.69396,0.36257,0.01728,0.02244,0.38509,7.89526,12.50673
"26","2017_Q4",50.9590476190476,"Up",1.9053e+10,-1.6617e+10,2.436e+09,-1.192e+09,-4.11e+08,-5.17e+08,-2.64e+08,1.493e+09,-7.4e+07,-1.58e+08,8.4e+07,1.419e+09,-1.86264514923096e-09,1.419e+09,-4.15e+08,1.004e+09,1.004e+09,9.03e+08,9.03e+08,2.088e+09,2.088e+09,3.9e+09,3.9e+09,5.493e+09,1.5e+08,1.5e+08,1.1631e+10,2.6036e+10,4.769e+09,4.37e+09,3.586e+09,7.84e+08,3.5175e+10,4.6806e+10,7.35e+09,6.159e+09,8.3e+08,2.9e+07,2.68e+08,2.68e+08,7.647e+09,1.2753e+10,5.604e+09,1.029e+09,3.935e+09,6.4e+08,1.8357e+10,2.6004e+10,1.1243e+10,1.1044e+10,-2.39e+08,1.293e+10,2.0802e+10,4.6806e+10,1.004e+09,5.17e+08,1.07e+08,2.78e+08,1.906e+09,-6.63e+08,87000000.0000001,-6.05e+08,-2.02e+08,1.63e+08,-4.06e+08,-2.15e+08,-6.6e+08,6.41e+08,6.41e+08,6.41e+08,2.01e+09,1.2782e+10,2.04e+09,0.12785,0.07836,0.04739,0.04341,0.01929,2.25914,1.52099,1.25007,0.27308,1.79167,1.77756,37.80357,25.65476,4.04762,0.40079,0.0282,0.05206,0.2237,5.3204,7.16276
"27","2018_Q1",57.6865573770492,"Up",2.0884e+10,-1.8855e+10,2.029e+09,-1.213e+09,-4.08e+08,-5.4e+08,-2.65e+08,1.088e+09,-1.27e+08,-2.09e+08,8.2e+07,9.61e+08,-2e+06,9.59e+08,1.166e+09,2.125e+09,2.125e+09,2.016e+09,2.016e+09,3.011e+09,3.011e+09,4.695e+09,4.695e+09,5.55e+09,1.45e+08,1.45e+08,1.3401e+10,2.6443e+10,4.787e+09,4.416e+09,3.586e+09,8.3e+08,3.5646e+10,4.9047e+10,9.558e+09,8.297e+09,5.91e+08,6.24e+08,2.96e+08,2.96e+08,1.0478e+10,1.2322e+10,4.419e+09,1.099e+09,2.654e+09,6.66e+08,1.6741e+10,2.7219e+10,1.1269e+10,1.2864e+10,-2.31e+08,1.4033e+10,2.1828e+10,4.9047e+10,2.125e+09,5.4e+08,-1.226e+09,1.306e+09,2.745e+09,-8.04e+08,2.3e+07,-7.81e+08,-1.95e+08,7.8e+07,-7.31e+08,-1.96e+08,-1.044e+09,9.2e+08,9.2e+08,9.2e+08,1.628e+09,1.2946e+10,9.64e+08,0.09716,0.0521,0.09653,0.09236,0.0411,0.47817,1.27897,1.24698,0.26395,4.14815,4.08925,42.97119,28.87449,1.98354,0.40123,0.05641,0.0246,0.0967300000000004,6.10258,9.13143
"28","2018_Q2",64.42890625,"Up",1.8694e+10,-1.737e+10,1.324e+09,-1.174e+09,-4.02e+08,-5.28e+08,-2.44e+08,3.52e+08,-9.7e+07,-1.83e+08,8.6e+07,2.55e+08,2e+06,2.57e+08,-22000000.0000005,2.35e+08,2.35e+08,37000000.0000005,37000000.0000005,4.653e+09,4.653e+09,4.613e+09,4.613e+09,5.111e+09,1.48e+08,1.48e+08,1.4525e+10,2.6618e+10,4.817e+09,4.404e+09,3.586e+09,8.18e+08,3.5839e+10,5.0364e+10,8.042e+09,7.066e+09,3.37e+08,26000000.0000001,3.04e+08,3.04e+08,8.372e+09,1.7232e+10,4.897e+09,1.126e+09,3.12e+09,6.51e+08,2.2129e+10,3.0501e+10,1.3676e+10,1.2745e+10,-2.33e+08,1.4988e+10,1.9863e+10,5.0364e+10,2.35e+08,5.28e+08,1.9e+07,-9.19e+08,-1.37e+08,-7.55e+08,-2.3e+07,-7.78e+08,-2.19e+08,4.346e+09,-1.315e+09,-2.55e+08,2.557e+09,1.642e+09,1.642e+09,1.642e+09,8.8e+08,1.7258e+10,-7.72e+08,0.07082,0.01883,0.00198,0.00185999999999999,0.000730000000000008,-20.86486,1.73495,1.53557,0.34267,0.0777299999999999,0.0770799999999996,39.27311,31.48739,-1.62185,0.46008,0.00609,-0.01837,5.91892,14.32386,35.80966
"29","2018_Q3",67.1206349206349,"Up",2.2118e+10,-1.9517e+10,2.601e+09,-1.217e+09,-4.24e+08,-5.33e+08,-2.6e+08,1.628e+09,-1.15e+08,-1.95e+08,8e+07,1.513e+09,3e+06,1.516e+09,-2.81e+08,1.235e+09,1.235e+09,1.055e+09,1.055e+09,4.999e+09,4.999e+09,4.919e+09,4.919e+09,5.485e+09,1.45e+08,1.45e+08,1.5548e+10,2.6931e+10,4.838e+09,4.419e+09,3.586e+09,8.33e+08,3.6188e+10,5.1736e+10,9.258e+09,8.113e+09,4.32e+08,2.6e+07,4.31e+08,4.31e+08,9.715e+09,1.7241e+10,4.959e+09,1.156e+09,3.144e+09,6.59e+08,2.22e+10,3.1915e+10,1.3695e+10,1.3589e+10,-2.33e+08,1.4958e+10,1.9821e+10,5.1736e+10,1.235e+09,5.33e+08,8.9e+07,5.29e+08,2.386e+09,-7.11e+08,-2.9e+07,-7.4e+08,-2.11e+08,-6e+06,-8.76e+08,-2.06e+08,-1.299e+09,3.47e+08,3.47e+08,3.47e+08,2.161e+09,1.7267e+10,2.26e+09,0.1176,0.07361,0.0477,0.05323,0.02039,2.14218,1.60041,1.61016,0.33375,2.29847,2.27371,48.18736,32.58824,4.92375,0.45969,0.03011,0.05375,0.2,5.677,7.53563
