"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"27","2016_Q4",14.2746031746032,"Up",764102000,-179131000,584971000,-499387000,-417465000,-49704000,-32218000,85584000,-15418000,11700000,70166000,70166000,-17826000,52340000,52340000,-9178000,43162000,43162000,1367646000,1189784000,177862000,199328000,199328000,232556000,232556000,1799530000,317277000,126855000,2427498000,382296000,1942556000,102646000,2871630000,4671160000,418362000,72268000,346094000,284227000,284227000,702589000,1641285000,325927000,250883000,75044000,1967212000,2669801000,11907093000,188063000,-122684000,1863866000,137493000,2001359000,4671160000,52340000,32218000,6943000,19564000,111065000,-27606000,-96369000,0,-1408000,-125383000,-24036000,44804000,-44393000,-58711000,-58711000,2511000,-56200000,117802000,1641285000,127586000,0.76557,0.11201,0.05649,0.02157,0.00924,2.95598,2.56128,1.33399,0.35137,0.11823,0.11521,2.09306,5.10558,0.34949,0.01088,0.03215,2.32287,3.19731
"28","2017_Q1",15.8575806451613,"Up",811162000,-212468000,598694000,-485874000,-400757000,-50398000,-34719000,112820000,13757000,40245000,126577000,126577000,-12460000,114117000,114117000,-12066000,102051000,102051000,1418529000,1329187000,89342000,220138000,220138000,204068000,204068000,1842735000,306248000,122810000,2374080000,355451000,1924052000,92066000,2803138000,4645873000,407773000,62863000,344910000,285615000,285615000,713388000,1582484000,306504000,228798000,77706000,1888988000,2602376000,11921831000,290114000,-166123000,1869222000,174275000,2043497000,4645873000,114117000,34719000,-35997000,37043000,149882000,-15300000,150154000,-15879000,299000.000000015,119274000,-55407000,-26553000,-122098000,147058000,147058000,-7655000,139403000,147539000,1602484000,181742000,0.73807,0.13908,0.12581,0.04994,0.02197,1.78089,2.58308,1.27349,0.34493,0.28108,0.29958,2.23416,5.14834,0.50057,0.02582,0.04598,1.24682,1.63052
"29","2017_Q2",20.6952380952381,"Up",760833000,-145958000,614875000,-577815000,-494006000,-54760000,-29049000,37060000,-32506000,-7714000,4554000,4554000,23909000,28463000,28463000,-2254000,26209000,26209000,1431030000,1397038000,33992000,218504000,218504000,236788000,236788000,1886322000,291721000,119525000,2321759000,326704000,1914133000,80922000,2733005000,4619327000,402024000,83003000,319021000,272371000,272371000,679395000,1571982000,323962000,242737000,81225000,1895944000,2575339000,11905802000,316323000,-147345000,1848059000,195929000,2043988000,4619327000,28463000,29049000,53971000,-43620000,67863000,-11157000,152920000,-52365000,184000,89582000,13252000,-105842000,-119180000,38265000,38265000,4002000,42267000,66109000,1576982000,-12577000,0.80816,0.04871,0.03445,0.01282,0.00567,-0.47987,2.77647,1.25996,0.34139,0.07302,0.06921,2.11979,5.14897,-0.03504,0.00664,-0.00319000000000001,2.20775,3.93826
"30","2017_Q3",23.672380952381,"Up",767387000,-139033000,628354000,-552719000,-470326000,-55430000,-26963000,75635000,-14498000,10230000,61137000,61137000,19420000,80557000,80557000,-14289000,66268000,66268000,1537284000,1522300000,14984000,219946000,219946000,255951000,255951000,2013181000,306144000,122055000,2344687000,339029000,1924241000,81417000,2772886000,4786067000,404716000,66194000,338522000,279099000,279099000,683815000,1572994000,316748000,248777000,67971000,1889742000,2573557000,11946045000,382591000,-136738000,1965177000,247333000,2212510000,4786067000,80557000,26963000,38143000,-55812000,89851000,-30664000,41218000,3201000.00000001,-4213000,9542000,-21530000,45830000,19299999.9999999,118693000,118693000,1472000,120165000,102598000,1572994000,-3298000,0.81882,0.09856,0.08636,0.02995,0.01385,-0.0497700000000002,2.94404,1.16318,0.32866,0.18259,0.17232,2.11442,5.41475,-0.00908999999999995,0.01615,-8e-04,0.34806,0.47214
"31","2017_Q4",27.2933333333333,"Up",828434000,-166290000,662144000,-680733000,-588459000,-70645000,-21629000,-18589000,-35252000,-10216000,-53841000,-53841000,279480000,225639000,225639000,-45996000,179643000,179643000,1255317000,1255317000,0,271209000,271209000,200377000,200377000,1726903000,320277000,120806000,3372969000,660103000,2501589000,81398000,3814052000,5540955000,492113000,104806000,387307000,343413000,343413000,835526000,1649267000,106478000,36023000,70455000,1755745000,2591271000,12192918000,562234000,-99513000,2428918000,520763000,2949681000,5540952000,225639000,21629000,-196306000,89125000,140087000,-14698000,20523000,-19949000,-3757000,-17881000,-251540000,-216380000,-392920000,-270714000,-270714000,3927000,-266787000,3040000,1649267000,-202013000,0.79927,-0.02244,0.21685,0.0609,0.03242,-1.12452,2.06685,0.87849,0.29765,0.48426,0.44883,2.2332,6.5476,-0.54456,0.03818,-0.04293,129.58882,-21.19264
"32","2018_Q1",32.1211475409836,"Up",950585000,-199727000,750858000,-656498000,-547687000,-70044000,-38767000,94360000,-39252000,-8513000,55108000,55108000,-31759000,23349000,23349000,9454999.99999999,32804000,32804000,1635804000,1630809000,4995000,304027000,304027000,185374000,185374000,2125205000,315170000,64977000,3362458000,663737000,2559066000,73334000,3742605000,5867810000,443495000,76571000,366924000,342483000,342483000,799728000,1979469000,98923000,35070000,63853000,2078392000,2878120000,12165279000,595038000,-103568000,2430028000,559662000,2989690000,5867810000,23349000,38767000,130297000,-73524000,118889000,-19004000,55576000,-79981000,1674000,-41735000,13331999.9999999,-71395000,326676000,403830000,403830000,2147000,405977000,133127000,1993219000,72358000,0.78989,0.09927,0.03451,0.01097,0.00559,2.20577,2.65741,0.96268,0.33969,0.08686,0.08143,2.51695,6.4342,0.19159,0.00646,0.01424,2.68477,3.78778
"33","2018_Q2",33.37734375,"Up",995075000,-201962000,793113000,-703163000,-587016000,-76937000,-39210000,89950000,-31124000,-4619000,58826000,58826000,29013000,87839000,87839000,-16757000,71082000,71082000,1663167000,1657537000,5630000,325263000,325263000,234502000,234502000,2222932000,301865000,81912000,3424265000,653205000,2601210000,85742000,3808042000,6030974000,441034000,79588000,361446000,374339000,374339000,829493000,1980579000,91412000,35938000,55474000,2071991000,2901484000,12093283000,702915000,-74950000,2494527000,634963000,3129490000,6030974000,87839000,39210000,50441000,-25482000,152008000,-14801000,40000,-21295000,-8833000,-44889000,-8211000,-71501000,-83150000,23969000,23969000,2746000,26715000,129160000,1994699000,59864000,0.79704,0.0904,0.07143,0.02271,0.01179,0.84218,2.67987,0.92714,0.33074,0.18661,0.17386,2.61239,6.54894,0.15716,0.01363,0.01148,2.56683,3.68574
"34","2018_Q3",39.562380952381,"Up",1059122000,-218224000,840898000,-672461000,-558023000,-75445000,-38993000,168437000,143785000,171141000,312222000,312222000,-31368000,280854000,280854000,-62501000,218353000,218353000,1765239000,1644829000,120410000,343576000,343576000,237957000,237957000,2346772000,306602000,217357000,3364553000,636351000,2578296000,87661000,3888512000,6235284000,456792000,79107000,377685000,375138000,375138000,845680000,1982271000,94666000,35550000,59116000,2076937000,2922617000,12008962000,921268000,-112717000,2576079000,736588000,3312667000,6235284000,280854000,38993000,-69331000,-22722000,227794000,-24895000,-86897000,3782000,-12748000,-120758000,-46284000,-69471000,-119555000,-12519000,-12519000.0000001,-2702000,-15221000,207430000,1996021000,191181000,0.79396,0.15903,0.20616,0.06591,0.03502,0.87556,2.77501,0.88225,0.32012,0.56899,0.52312,2.75988,6.71281,0.49818,0.04041,0.03538,1.11258,1.37014
"35","2018_Q4",40.9106349206349,"Up",1104592000,-237238000,867354000,-694522000,-577705000,-77740000,-39077000,172832000,-19497000,8113000,153335000,153335000,18242000,171577000,171577000,-25803000,145774000,145774000,1879539000,1670984000,208555000,347158000,347158000,246197000,246197000,2472894000,308465000,217615000,3373373000,624102000,2572221000,92233000,3899453000,6372347000,498358000,76193000,422165000,381397000,381397000,893505000,1983993000,96727000,34861000,61866000,2080720000,2974225000,11955907000,1067042000,-112855000,2600482000,797640000,3398122000,6372347000,171577000,39077000,48544000,32700000,291898000,-20417000,-86419000,-122000,-953000,-107911000,-75732000,-77981000,-157151000,26836000,26836000,-251000,26585000,211909000,1997743000,205950000,0.78523,0.15647,0.13197,0.0429,0.02288,1.4128,2.76763,0.87526,0.3135,0.38064,0.34529,2.88427,6.79028,0.53777,0.02654,0.0375,0.55781,0.68392
"36","2019_Q1",45.0986885245902,"Up",-1428939000,247424000,-1181515000,1299765000,1120538000,98092000,81135000,118250000,-180222000,-167125000,-61972000,-61972000,-27194000,-89166000,217477000,-25725000,191752000,191752000,2255297000,2131632000,123665000,279189000,279189000,228253000,228253000,2762739000,318800000,235055000,3557991000,631422000,2726859000,134924000,4111846000,6874585000,509793000,74907000,434886000,360015000,360015000,883558000,2245548000,127991000,23600000,104391000,2373539000,3257097000,12022665000,1258794000,-128722000,2843125000,774363000,3617488000,6874585000,-89166000,-81135000,30538000,79518000,-60245000,28716000,169476000,18771000,18391000,235354000,-3216000,-1246000,161088000,336197000,463604000,-1680000,461924000,37115000,2259298000,172543000,0.82685,-0.08275,-0.13419,0.05301,0.02789,0.89982,3.12683,0.90038,0.32865,0.49965,0.4477,-3.72338,7.40833,0.4496,0.04944,0.02873,0.1078,0.03384
"37","2019_Q2",48.6450793650794,"Up",641220000,-139848000,501372000,-535555000,-457649000,-44425000,-33481000,-34183000,-8684000,-5417000,-42867000,-42867000,29194000,-13673000,-13673000,-574000,-14247000,-14247000,2257738000,2217337000,40401000,345686000,345686000,226474000,226474000,2829898000,325888000,234596000,3769520000,608109000,2745788000,286319000,4330004000,7159902000,507127000,83535000,423592000,386943000,386943000,907820000,2332234000,276598000,22903000,253695000,2608832000,3516652000,11868703000,1347489000,-126719000,2779861000,863389000,3643250000,7159902000,-13673000,33481000,32084000,-49298000,2594000,-15924000,2.5e+07,-1279000,-2137000,5660000,573000,-58582000,-63947000,-55693000,-55368000,-4370376.56569175,-55368000,-702000,2345984000,-95118000,0.7819,-0.05331,-0.02222,-0.00391,-0.00199,6.67635,3.11725,0.96525,0.32766,-0.03699,-0.03436,1.66491,7.21784,-0.24697,-0.00227000000000002,-0.01518,-125.70655,-2.58158
"38","2019_Q3",52.04578125,"Up",688685000,-149725000,538960000,-552730000,-474676000,-45935000,-32119000,-13770000,30745000,33982000,16975000,16975000,5046000,22021000,22021000,-8231999.99999999,13789000,13789000,3313708000,3151959000,161749000,365495000,365495000,234884000,234884000,3914087000,361550000,101958000,3921510000,628418000,2892962000,284142000,4385018000,8299105000,537494000,104392000,433102000,402218000,402218000,953462000,3138531000,283013000,23010000,260003000,3421544000,4375006000,11957822000,1460956000,-125705000,2983461000,940638000,3924099000,8299105000,22021000,32119000,18794000,32852000,105786000,-39979000,2.98023223876953e-08,-172911000,-14441000,-227331000,0,-29325000,-32762000,-154307000,-154493000,-5187514.7588356,-154493000,18349000,3152281000,6175999.99999994,0.78259,-0.0199900000000001,0.0200200000000001,0.00351,0.00166,0.44789,4.10513,1.11491,0.37983,0.0357000000000001,0.03334,1.78314,7.72475,0.01599,0.00187,0.00084,-8.79759,11.72309
"39","2019_Q4",49.13875,"Down",174186000,-95541000,78645000,433413000,418058000,-23203000,38558000,512058000,-118213000,-24727000,393845000,393845000,-27494000,366351000,411200000,-80036000,331164000,331164000,3103354000,2946180000,157174000,355924000,355924000,225016000,225016000,3684294000,361664000,333980000,3924853000,603702000,2852986000,297866000,4620497000,8304791000,608206000,100858000,507348000,414325000,414325000,1036281000,3111882000,273565000,21657000,251908000,3385447000,4421728000,11761990000,1589500000,-144604000,2897274000,985789000,3883063000,8304791000,366351000,-38558000,16667000,15415000,359875000,25630000,-2.5e+07,170431000,17649000,188710000,-176309000,60067000,829042000,1377627000,1026863000,-2534000,1024329000,473500000,3125632000,542039000,0.4515,2.93972,1.90121,0.08528,0.03988,1.63677,3.5553,1.13872,0.37636,0.85487,0.80717,0.44964,7.47902,1.39922,0.04548,0.07443,0.0470499999999845,0.043510000000003
"40","2020_Q1",48.2772580645161,"Down",1005889000,-162546000,843343000,-1298396000,-1176675000,-19077000,-102644000,-455053000,124735000,36649000,-330318000,-333636000,40603000,-293033000,-387365000,79554000,-307811000,-307811000,465676000,465676000,92734019.6854249,116459000,116459000,3125929000,97850000,3708064000,101065000,307073456.909411,4555674000,228324000,1239839000,64232000,4656739000,8364803000,202441000,20191000,182250000,807739000,218843000,1010180000,2889626000,522152000,18285000,56453000,3411778000,4421958000,11684078000,1689925000,-136349000,2928042000,1014803000,3942845000,8364803000,-293033000,102644000,64363000,-66894000,-192920000,-64824000,-228663000,141760000,-64985000,-216712000,119404000,227447000,-605308000,-1014940000,-862984000,2412000,-860572000,-352409000,2889626000,-524730000,0.83841,-0.45239,-0.30601,-0.07807,-0.0368,1.70471,3.6707,1.12151,0.34545,-0.79263,-0.74234,2.59022,7.53986,-1.35121,-0.04185,-0.07135,-6.87823,-5.32674
"41","2020_Q2",54.1566666666667,"Up",684124000,-179327000,504797000,-605162000,-481948000,-61963000,-61251000,-100365000,-59665000,-57448000,-160030000,-372003000,41432000,-330571000,-330571000,2372000,-328199000,-328199000,2098983000,2029071000,69912000,207581000,207581000,174885999.999999,174886000,2481450000,271477000,296491000,2541828000,452096000,1816723000,273009000,3109796000,5591246000,433858000,90983000,342875000,215671000,215671000,663279000,228643000,260320000,64697000,195623000,488963000,1152242000,3935166000,-2943891852.96955,-17926000,3917240000,521764000,4439004000,5591246000,-330571000,61251000,317151000,-8660000,39171000,-14810000,-210082439.425726,-532857000,29057000,-518610000,-38512000,1713766000,1671816000,1192377000,1189480000,1303877.6261079,1189480000,-39114000,242393000,-104016000,0.73787,-0.14671,-0.47974,-0.07394,-0.0587,0.31693,3.74119,0.25957,0.04335,-0.84278,-0.84278,1.75676,10.05904,-0.2671,-0.06641,-0.02105,47.46612,18.49838
"42","2020_Q3",83.61484375,"Up",602119000,-137639000,464480000,-545480000,-477284000,-31487000,-36709000,-81000000.0000001,1815999.99999997,3371000,-79184000,-103902000,29948000,-73954000,-94064000,-2053000,-96117000,-96117000,129294000,129294000,133390925.938396,186447000,186447000,136007000,136007000,451748000,101647000,751702466.329468,1781337000,222792000,1240302000,66222000,1882984000,2334732000,226934000,11959000,214975000,232108000,232108000,459042000,3527660000,56024000,17634000,38390000,3583684000,4042726000,7180423000,-8764286000,-124312000,-1708175000,181000,-1707994000,2334732000,-73954000,36709000,90280000,-25908000,27127000,-12184000,-439486000,18369000,18634000,-414667000,-15888000,815501000,796176000,408636000,419782000,-1245000,418537000,-44291000.0000001,3527660000,-112331000,0.77141,-0.13452,-0.15963,0.05627,-0.04117,1.16869,0.98411,-2.36694,1.51095,-0.59491,-0.50368,3.72677,-10.57261,-0.69526,-0.05124,-0.05989,-76.72814,-41.95514
"43","2020_Q4",93.425,"Up",713248000,-184888000,528360000,-597416000,-473506000,-51725000,-72185000,-69056000,-4205000,1602000,-73261000,162663000,25060000,187723000,185861000,-944000,184917000,184917000,398884000,398884000,216558593.162264,199682000,199682000,139593000,139593000,738159000,106006000,1486981100.73532,1825927000,226126000,1252715000,110586000,1931933000,2670092000,247241000,16347000,230894000,240954000,240954000,488195000,3521092000,101126000,17721000,83405000,3622218000,4110413000,7296882000,-8631705000,-108111000,-1442934000,2613000,-1440321000,2670092000,187723000,72185000,-192338000,7364000,74934000,-13953000,-879997000,2788000,-3541000,-894703000,1408298000,-67969000,1836891000,1017122000,1035370000,734000,1036104000,3129000,3521092000,-28520000,0.74078,-0.09682,0.25926,-0.12839,0.06925,-0.15423,1.51202,-2.85382,1.31872,0.47185,0.42405,1.81998,-3.6819,-0.07277,0.08475,-0.01307,997.82934,-45.2127
"44","2021_Q1",151.37131147541,"Up",765045000,-248832000,516213000,-538309000,-477953000,-34839000,-25517000,-22096000,3327000,9914000,-18769000,557402000,-50733000,506669000,507360000,1765000,509125000,509125000,3591155000,3366176000,224979000,257668000,257668000,270499000,140022000,4119322000,274930000,2157801000,2609656000,394986000,1660102000,288021000,5042387000,9161709000,429255000,88849000,340406000,321646000,137658000,750901000,712277000,315611000,78789000,233850000,1027888000,1778789000,5909703000,694042000,-6170000,6597575000,785345000,7382920000,9161709000,506669000,25517000,-450457000,-109582000,-27853000,-19779000,123895000,-147461000,-858000,-44203000,-9273999.99999976,-75757000.0000001,-102218000,-174274000,-10272999.9999999,2530000,-7742999.99999988,3420999.99999999,712277000,-75207000,0.67475,-0.02888,0.66548,0.06896,0.05557,-0.14772,5.48584,0.24093,0.07774,1.27158,1.15351,1.91076,16.47793,-0.18783,0.06053,-0.00894,-841.53113,130.28955
"45","2021_Q2",157.900158730159,"Up",786570000,-228994000,557576000,-564806000,-475698000,-53083000,-36025000,-7230000,-3054000,3563000,-10284000,372256000,-53311000,318945000,328901000,227000,329128000,329128000,3915548000,3915548000,110588141.551167,293350000,293350000,175937000,175937000,4384835000,279501000,2548896000,2523047000,387781000,1853513000,281753000,5351444000,9736279000,479364000,93377000,385987000,297580000,297580000,776944000,705987000,304487000,76758000,227729000,1010474000,1787418000,5660819000,1023170000,4148999.99999999,6688138000,1260723000,7948861000,9736279000,318945000,36025000,-284763000,-17991000,52216000,-20217000,217820000,1089000,-1306000,197386000,-3445000,-88844000,-99164000,150438000,453304000,-93000,453211000,28795000,705987000,43898000,0.70887,-0.00919,0.41843,0.04141,0.0338,0.13338,5.6437,0.22486,0.0725099999999999,0.81512,0.70506,1.94802,16.56384,0.10872,0.03674,0.0049,-111.46244,443.92268
"46","2021_Q3",134.34671875,"Down",829547000,-259240000,570307000,-598727000,-515746000,-52233000,-30748000,-28420000,44472000,50286000,16052000,291150000,-87825000,203325000,191538000,3219000,194757000,194757000,3486881000,3476071000,10810000,256134000,256134000,145752000,145752000,3888767000,273555000,2823385000,2302869000,363480000,1636822000,302567000,5399809000,9288576000,494628000,116230000,378398000,148048000,148048000,642676000,494195000,382364000,171800000,210564000,876559000,1519235000,6341676000,831489000,5686000,7178851000,590490000,7769341000,9288576000,203325000,30748000,-168778000,59474000,124769000,-19208000,1000,1062000,-333161000,-351306000,-696000.00000006,-16430000,-230251000,-456788000,-440422000,741000,-439681000,2328000,494195000,130419000,0.68749,-0.03426,0.23478,0.02507,0.02097,0.66965,6.0509,0.19554,0.0532,0.48234,0.41721,2.05446,17.77914,0.323,0.02253,0.01508,-1285.51804,105.30211
"47","2021_Q4",137.49203125,"Up",924068000,-340510000,583558000,-615625000,-531486000,-52277000,-31862000,-32067000,73507000,79539000,41440000,70957000,-9910000,61047000,61047000,-357000,60690000,60690000,3431707000,3404913000,26794000,322757000,322757000,158164000,158164000,3912628000,289794000,2875403000,2349900000,350105000,1659808000,339987000,5515097000,9427725000,575953000,117892000,458061000,172683000,172683000,748636000,494373000,382489000,178388000,204101000,876862000,1625498000,6312379000,892179000,4627000,7209185000,593042000,7802227000,9427725000,61047000,31862000,-40284000,-19981000,32644000,-29976000,-16713000,-15600000,-344000,-62633000,-29766000,-9924000,-39690000,-69679000,-69679000,-804000,-70483000,-205000,494373000,-40252000,0.63151,-0.0347,0.06568,0.00778,0.00644,-0.66324,5.22634,0.20834,0.05244,0.70483,0.65828,10.73175,83.72454,-0.46747,0.00699,-0.00464,14328.45854,91.5999
"48","2022_Q1",118.436612903226,"Down",1159442000,-478228000,681214000,-750564000,-636818000,-62527000,-51219000,-69350000,-37335000,-21534000,-106685000,-4557000.00000003,12056000,7498999.99999999,7499000,5473000,12972000,12972000,2138518000,2118730000,19788000,693208000,693208000,242188000,242188000,3073914000,570525000,2977280000,5678569000,1414892000,3226610000,1037067000,9226374000,12300288000,1183747000,203173000,980574000,165451000,165451000,1379198000,2046237000,1107152000,385890000,721262000,3153389000,4532587000,6265678000,905151000,4397000,7175226000,592475000,7767701000,12300288000,7498999.99999999,51219000,-32803000,-116644000,-90729000,-20809000,-398000,-2669743000,0,-2690950000,0,-115158000,1484842000,-1296837000,-1296837000,-1456000,-1298293000,-18131000,2076237000,-167640000,0.58754,-0.05981,0.01119,0.00167,0.00105,-12.92322,2.22877,0.58352,0.1688,0.13147,0.12685,11.75061,72.71887,-1.69898,0.00118,-0.01531,3.43506,0.89807
"49","2022_Q2",85.971935483871,"Down",1325345000,-537103000,788242000,-897056000,-728843000,-80787000,-87426000,-108814000,-15213000,6699000,-124027000,-311357000,70464000,-240893000,-240893000,5095000,-235798000,-235798000,1911610000,1852598000,59012000,593280000,593280000,279408000,279408000,2784298000,576787000,2987537000,5544914000,1357479000,3221041000,966394000,9109238000,11893536000,1123483000,184084000,939399000,178061000,178061000,1331544000,2039655000,993603000,308178000,685425000,3033258000,4364802000,6249337000,669353000,765000,6919455000,609279000,7528734000,11893536000,-240893000,87426000,169919000,-3550000,12902000,-30493000,-202500000,1317000,87000,-231589000,-8144000,-11838000,-27482000,-246169000,-246169000,-1029000,-247198000,-21388000,2069655000,-125895000,0.59474,-0.0821,-0.17791,-0.03132,-0.01983,0.53391,2.09103,0.57975,0.17402,-2.64291,-2.51706,14.85496,77.5558,-1.41108,-0.02226,-0.01189,-7.38942000000113,-1.45243
"50","2022_Q3",68.62375,"Down",1362581000,-509352000,853229000,-932621000,-763204000,-84284000,-85133000,-79392000,-112942000,-89425000,-192334000,-1104387000,228988000,-875399000,-875399000,6269000,-869130000,-869130000,1826517000,1796202000,30315000,633323000,633323000,278650000,278650000,2738490000,586356000,2140679000,5283616000,1302075000,3099075000,882466000,8010651000,10749141000,1113625000,154333000,959292000,170207000,170207000,1313832000,2033038000,749700000,82471000,667229000,2782738000,4096570000,6202859000,-199777000,-12852000,5990230000,662341000,6652571000,10749141000,-875399000,85133000,862125000,-92666000,-20807000,-43148000,201464000,-175946000,23954000,6324000.00000048,-59079000,30269000,-36310000.0000002,-50793000,-50793000,-3172000,-53965000,5741000,2063038000,-359061000,0.62619,-0.05827,-0.63786,-0.13065,-0.08086,0.41313,2.08435,0.61579,0.19193,-9.74153,-9.27765,15.27231,67.14071,-4.02449,-0.09182,-0.03793,41.19857,-2.97915
