"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","interest_expense","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","acquisition_of_intangible_assets","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",52.4611111111111,"Up",4.638e+09,-2.273e+09,2.365e+09,-5.26e+08,-3.49e+08,-5.6e+07,-1.21e+08,1.839e+09,-3.7e+07,-3.7e+07,-3.7e+07,1.802e+09,1.802e+09,-7.46e+08,1.121e+09,1.088e+09,1.064e+09,1.064e+09,1.895e+09,1.895e+09,5.693e+09,5.693e+09,1.066e+09,4.34e+08,4.34e+08,9.088e+09,3.3864e+10,8.03e+08,8.03e+08,3.6443e+10,4.5531e+10,6.252e+09,4.071e+09,1.958e+09,6.44e+09,2.511e+09,6.543e+09,6.412e+09,9.054e+09,1.5494e+10,7.315e+09,1.77e+08,7.138e+09,-4.161e+09,2.7329e+10,-5.48e+08,2.9935e+10,3.0037e+10,4.5531e+10,1.121e+09,1.088e+09,7.63e+08,2.43e+08,9.4e+07,1.49e+08,9.2e+07,9.2e+07,2.227e+09,-1.06e+09,-1.067e+09,-7.68e+08,-2.99e+08,7.2e+07,-1.068e+09,-2.69e+08,2e+06,2e+06,3e+06,-4.91e+08,6.68e+08,6.68e+08,6.68e+08,2.602e+09,2.594e+09,2.38e+09,0.50992,0.39651,0.22941,0.03542,0.02337,2.23684,1.41118,0.51583,0.05697,1.31018,1.30793,5.71112,36.86122,2.93067,0.33124,46.3920095947008,0.03403,0.06075,0.25282,0.26864,0.3801
"2","2010_Q3",48.94375,"Down",4.637e+09,-2.292e+09,2.345e+09,-4.76e+08,-2.82e+08,-6.9e+07,-1.25e+08,1.869e+09,-3e+07,-3e+07,-3e+07,1.839e+09,1.839e+09,-8.09e+08,1.089e+09,1.075e+09,1.063e+09,1.063e+09,2.322e+09,2.322e+09,5.207e+09,5.207e+09,1.22e+09,4.4e+08,4.4e+08,9.189e+09,3.4514e+10,7.7e+08,7.7e+08,3.707e+10,4.6259e+10,5.947e+09,3.952e+09,1.923e+09,6.062e+09,2.511e+09,6.774e+09,6.648e+09,9.285e+09,1.5347e+10,7.37e+09,1.77e+08,7.193e+09,-4.172e+09,2.8083e+10,-4.83e+08,3.0798e+10,3.0912e+10,4.6259e+10,1.089e+09,1.075e+09,7.98e+08,1.91e+08,6.5e+07,1.26e+08,-6e+06,-6e+06,2.094e+09,-1.147e+09,-1.157e+09,-7.92e+08,-3.65e+08,-3.8e+07,-1.34e+09,-2.69e+08,-8000000.00000001,3e+06,4e+06,-3.45e+08,4.09e+08,4.09e+08,4.09e+08,2.667e+09,2.523e+09,2.323e+09,0.50571,0.40306,0.22924,0.03439,0.02298,2.18532,1.51584,0.49647,0.05454,1.30815,1.30622,5.70637,37.90057,2.85873,0.33104,24.0090717838404,0.03313,0.05777,0.25306,0.07537,0.10754
"3","2010_Q4",55.469375,"Up",4.796e+09,-2.323e+09,2.473e+09,-4.7e+08,-2.77e+08,-8.3e+07,-1.1e+08,2.003e+09,-2.5e+07,-2.5e+07,-2.5e+07,1.978e+09,1.978e+09,-8.22e+08,1.225e+09,1.213e+09,1.191e+09,1.191e+09,2.109e+09,2.109e+09,5.266e+09,5.266e+09,1.127e+09,4.2e+08,4.2e+08,8.922e+09,3.5974e+10,8.3e+08,8.3e+08,3.8581e+10,4.7503e+10,6.197e+09,3.832e+09,2.162e+09,6.298e+09,2.512e+09,6.849e+09,6.729e+09,9.361e+09,1.5659e+10,7.359e+09,1.77e+08,7.182e+09,-4.172e+09,2.8964e+10,-4.43e+08,3.1708e+10,3.1844e+10,4.7503e+10,1.225e+09,1.213e+09,7.92e+08,2.49e+08,1.14e+08,1.35e+08,5.9e+07,5.9e+07,2.423e+09,-2.168e+09,-2.169e+09,-1.02e+09,-1.149e+09,-5.1e+07,-2.299e+09,-3.1e+08,2e+06,2e+06,2e+06,-3.18e+08,-1.94e+08,-1.94e+08,-1.94e+08,2.795e+09,2.512e+09,1.508e+09,0.51564,0.41764,0.24833,0.0374,0.02507,1.26616,1.41664,0.49174,0.05288,1.46549,1.46332,5.90132,39.01563,1.85554,0.38144,11.3784019189402,0.03643,0.0366,0.26029,0.14419,0.2012
"4","2011_Q1",63.3304838709677,"Up",5.086e+09,7.76e+08,5.862e+09,-3.823e+09,-4.88e+08,-5.4e+07,-1.28e+08,2.039e+09,-2.4e+07,-2.4e+07,-2.4e+07,2.015e+09,1.74e+09,-6.18e+08,1.206e+09,1.226e+09,1.212e+09,1.212e+09,2.578e+09,2.578e+09,5.932e+09,5.932e+09,1.041e+09,3.508e+09,6.47e+08,1.3059e+10,3.6536e+10,7.98e+08,7.98e+08,3.9373e+10,5.2432e+10,7.213e+09,4.646e+09,2.397e+09,7.825e+09,5.111e+09,7.012e+09,6.897e+09,1.2123e+10,1.9948e+10,7.368e+09,1.77e+08,7.191e+09,-4.228e+09,2.9868e+10,-5.24e+08,3.2484e+10,3.2484e+10,5.2432e+10,1.206e+09,1.226e+09,8e+08,3.08e+08,1.33e+08,1.75e+08,4.26e+08,2.51e+08,2.822e+09,-4.469e+09,-4.471e+09,-1.36e+09,-3.111e+09,-1.9e+07,-4.588e+09,-3.11e+08,-5.3e+07,3e+06,1.7e+07,2.237e+09,4.71e+08,4.71e+08,4.71e+08,2.839e+09,5.111e+09,-5.86e+08,1.15258,0.4009,0.2383,0.03731,0.02312,-0.4835,1.66888,0.61409,0.09748,1.49151,1.48894,6.25892,39.97539,-0.72114,0.38272,6,0.03414,-0.01314,0.2566,0.89222,1.24228
"5","2011_Q2",65.7547619047619,"Up",5.779e+09,-2.526e+09,3.253e+09,-6.76e+08,-4.41e+08,-8.4e+07,-1.51e+08,2.577e+09,-2.15e+08,-2.15e+08,-2.15e+08,2.362e+09,2.362e+09,-1.054e+09,1.405e+09,1.549e+09,1.549e+09,1.549e+09,2.1e+09,2.1e+09,7.007e+09,7.007e+09,1.091e+09,3.93e+08,3.93e+08,1.0591e+10,4.0598e+10,7.83e+08,7.83e+08,4.3474e+10,5.4065e+10,8.293e+09,5.076e+09,2.856e+09,9.391e+09,3.748e+09,7.268e+09,7.156e+09,1.1016e+10,2.0407e+10,7.378e+09,1.77e+08,7.201e+09,-4.241e+09,3.1043e+10,-5.22e+08,3.3658e+10,3.3658e+10,5.4065e+10,1.405e+09,1.549e+09,8.9e+08,3.7e+08,2.76e+08,9.4e+07,-4.46e+08,-4.46e+08,2.222e+09,-4.296e+09,-4.34e+09,-1.325e+09,-3.015e+09,-1.5e+07,-1.741e+09,-3.1e+08,-1e+07,3e+06,-1.16e+08,-9.59e+08,-4.78e+08,-4.78e+08,-4.78e+08,3.467e+09,4.748e+09,-2.21e+08,0.5629,0.44592,0.26804,0.04602,0.02865,-0.14267,1.12778,0.6063,0.08782,1.90623,1.90435,7.11174,41.42013,-0.27197,0.38149,5.37386602701994,0.0407,-0.00484,0.20013,0.76377,1.02755
"6","2011_Q3",57.568125,"Down",6.208e+09,-2.72e+09,3.488e+09,-6.12e+08,-3.88e+08,-6.2e+07,-1.62e+08,2.876e+09,-2.7e+07,-2.7e+07,-2.7e+07,2.849e+09,2.849e+09,-1.111e+09,1.819e+09,1.817e+09,1.817e+09,1.817e+09,1.994e+09,1.994e+09,6.355e+09,6.355e+09,1.202e+09,3.92e+08,3.92e+08,9.943e+09,4.1795e+10,7.73e+08,7.73e+08,4.4652e+10,5.4595e+10,7.497e+09,5.03e+09,2.23e+09,8.093e+09,3.749e+09,7.593e+09,7.486e+09,1.1342e+10,1.9435e+10,7.398e+09,1.77e+08,7.221e+09,-4.271e+09,3.2485e+10,-4.52e+08,3.516e+10,3.516e+10,5.4595e+10,1.819e+09,1.817e+09,8.39e+08,3.99e+08,2.41e+08,1.58e+08,2.96e+08,2.96e+08,3.342e+09,-2.522e+09,-2.523e+09,-1.633e+09,-8.9e+08,-2.8e+07,-2.55e+09,-3.75e+08,-2.8e+07,2e+06,4999999.99999999,-8.98e+08,-1.06e+08,-1.06e+08,-1.06e+08,3.715e+09,4.249e+09,2.6e+09,0.56186,0.46327,0.29269,0.05168,0.03328,1.43093,1.22859,0.55276,0.07783,2.23631,2.23411,7.64062,43.27385,3.2,0.46154,7,0.04664,0.05532,0.20638,0.607,0.78408
"7","2011_Q4",58.455873015873,"Up",6.076e+09,-2.879e+09,3.197e+09,-4.33e+08,-2.42e+08,-3.9e+07,-1.52e+08,2.764e+09,-2.5e+07,-2.5e+07,-2.5e+07,2.739e+09,2.739e+09,-1.087e+09,1.775e+09,1.771e+09,1.771e+09,1.771e+09,4.039e+09,4.039e+09,5.678e+09,5.678e+09,1.249e+09,4.1e+08,4.1e+08,1.1376e+10,4.3025e+10,7.38e+08,7.38e+08,4.5868e+10,5.7244e+10,6.909e+09,4.595e+09,2.174e+09,7.004e+09,5.87e+09,7.891e+09,7.789e+09,1.3761e+10,2.0765e+10,7.45e+09,1.77e+08,7.273e+09,-4.434e+09,3.3882e+10,-4.19e+08,3.6479e+10,3.6479e+10,5.7244e+10,1.775e+09,1.771e+09,9.24e+08,3.62e+08,4.82e+08,-1.2e+08,2.1e+07,2.1e+07,3.074e+09,-2.221e+09,-2.176e+09,-2.011e+09,-1.65e+08,2.4e+07,-2.197e+09,-3.75e+08,-7.4e+07,4.2e+07,6e+06,1.168e+09,2.045e+09,2.045e+09,2.045e+09,3.688e+09,5.87e+09,2.575e+09,0.52617,0.4549,0.29147,0.04855,0.03094,1.45398,1.62421,0.56923,0.10254,2.17969,2.17782,7.47815,44.89723,3.16923,0.46154,8,0.04271,0.05125,0.21174,0.49648,0.66245
"8","2012_Q1",65.2443548387097,"Up",6.056e+09,7.4e+08,6.796e+09,-4.256e+09,-4.52e+08,-7.3e+07,-1.4e+08,2.54e+09,-3.1e+07,-3.1e+07,-3.1e+07,2.509e+09,2.509e+09,-9.49e+08,1.641e+09,1.634e+09,1.634e+09,1.634e+09,3.781e+09,3.781e+09,5.395e+09,5.395e+09,1.069e+09,1.297e+09,1.297e+09,1.1542e+10,4.5684e+10,7.46e+08,7.46e+08,4.8502e+10,6.0044e+10,7.947e+09,5.304e+09,2.533e+09,7.947e+09,5.871e+09,8.606e+09,8.606e+09,1.4477e+10,2.2424e+10,7.463e+09,1.77e+08,7.286e+09,-4.502e+09,3.5142e+10,-4.83e+08,3.762e+10,3.762e+10,6.0044e+10,1.641e+09,1.634e+09,9.38e+08,6.22e+08,4.37e+08,1.85e+08,4.51e+08,2.04e+08,3.643e+09,-3.338e+09,-3.388e+09,-2.549e+09,-8.39e+08,-7.7e+07,-3.415e+09,-3.76e+08,-1.12e+08,3e+06,2e+06,-4.86e+08,-2.58e+08,-2.58e+08,-2.58e+08,3.478e+09,5.871e+09,1.54e+09,1.12219,0.41942,0.26982,0.04343,0.02721,0.94247,1.45237,0.59607,0.09778,2.01529,2.01306,7.46917,46.39862,1.89936,0.46374,6,0.03858,0.02956,0.23011,0.60092,0.82283
"9","2012_Q2",55.7019047619048,"Down",6.283e+09,-2.95e+09,3.333e+09,-7.06e+08,-4.34e+08,-9.8e+07,-1.74e+08,2.627e+09,-3e+07,-3e+07,-3e+07,2.597e+09,2.597e+09,-1.139e+09,1.56e+09,1.559e+09,1.559e+09,1.559e+09,3.76e+09,3.76e+09,6.586e+09,6.586e+09,1.25e+09,3.91e+08,3.91e+08,1.1987e+10,4.6903e+10,7.67e+08,7.67e+08,4.9635e+10,6.1622e+10,8.098e+09,5.522e+09,2.328e+09,8.098e+09,5.873e+09,8.904e+09,8.904e+09,1.4777e+10,2.2875e+10,7.49e+09,1.77e+08,7.313e+09,-4.517e+09,3.6262e+10,-4.88e+08,3.8747e+10,3.8747e+10,6.1622e+10,1.56e+09,1.559e+09,1.085e+09,4.87e+08,3.5e+08,1.37e+08,-3.59e+08,-3.59e+08,2.765e+09,-2.509e+09,-2.509e+09,-2.412e+09,-9.7e+07,9.4e+07,-2.415e+09,-3.74e+08,0,1.5e+07,3e+06,-3.71e+08,-2.1e+07,-2.1e+07,-2.1e+07,3.712e+09,5.873e+09,1.983e+09,0.53048,0.41811,0.24813,0.04024,0.0253,1.27197,1.48024,0.59037,0.09531,1.9235,1.92161,7.752,47.80629,2.44664,0.46144,5,0.03611,0.03705,0.2399,0.56923,0.80434
"10","2012_Q3",57.2063492063492,"Up",5.792e+09,-3.06e+09,2.732e+09,-5.98e+08,-3.35e+08,-9.6e+07,-1.67e+08,2.134e+09,-2.8e+07,-2.8e+07,-2.8e+07,2.106e+09,2.106e+09,-8.75e+08,1.332e+09,1.328e+09,1.328e+09,1.328e+09,4.41e+09,4.41e+09,5.87e+09,5.87e+09,1.499e+09,3.54e+08,3.54e+08,1.2133e+10,4.9397e+10,7.81e+08,7.81e+08,5.215e+10,6.4283e+10,7.887e+09,5.453e+09,2.434e+09,7.887e+09,7.62e+09,9.226e+09,9.226e+09,1.6846e+10,2.4733e+10,7.548e+09,1.77e+08,7.371e+09,-4.66e+09,3.7152e+10,-4.9e+08,3.955e+10,3.955e+10,6.4283e+10,1.332e+09,1.328e+09,1.087e+09,5.74e+08,4.44e+08,1.3e+08,2.09e+08,2.09e+08,3.193e+09,-3.697e+09,-3.697e+09,-2.713e+09,-9.84e+08,-5e+07,-3.747e+09,-4.39e+08,-9.4e+07,4.3e+07,1e+06,1.204e+09,6.5e+08,6.5e+08,6.5e+08,3.221e+09,7.62e+09,6.08e+08,0.47169,0.36844,0.22928,0.03358,0.02066,0.45783,1.53835,0.62536,0.11854,1.6389,1.63748,7.14797,48.80908,0.75034,0.54177,5,0.03133,0.01078,0.33057,0.99658,1.50422
"11","2012_Q4",51.9117741935484,"Down",5.991e+09,-3.176e+09,2.815e+09,-6.35e+08,-3.94e+08,-6.9e+07,-1.72e+08,2.18e+09,-3.6e+07,-3.6e+07,-3.6e+07,2.144e+09,2.144e+09,-8.55e+08,1.379e+09,1.375e+09,1.375e+09,1.375e+09,3.76e+09,3.76e+09,6.504e+09,6.504e+09,1.297e+09,3.48e+08,3.48e+08,1.1909e+10,5.0963e+10,7.71e+08,7.71e+08,5.3716e+10,6.5625e+10,7.834e+09,5.504e+09,2.282e+09,7.834e+09,7.622e+09,9.695e+09,9.695e+09,1.7317e+10,2.5151e+10,7.576e+09,1.78e+08,7.398e+09,-4.71e+09,3.8089e+10,-4.81e+08,4.0474e+10,4.0474e+10,6.5625e+10,1.379e+09,1.375e+09,1.148e+09,5.4e+08,4.61e+08,7.9e+07,-5.13e+08,-5.13e+08,2.541e+09,-2.674e+09,-2.674e+09,-2.591e+09,-8.3e+07,-3.5e+07,-2.709e+09,-4.39e+08,-4.9e+07,3e+06,6e+06,-4.82e+08,-6.5e+08,-6.5e+08,-6.5e+08,3.328e+09,7.622e+09,9.96e+08,0.46987,0.36388,0.22951,0.03397,0.02095,0.72436,1.52017,0.62141,0.11614,1.69816,1.69669,7.39904,49.98641,1.23009,0.54218,4,0.03139,0.01723,0.31927,1.16046,1.77156
"12","2013_Q1",55.3211666666667,"Up",2.114e+09,2.656e+09,4.77e+09,-3.722e+09,-2.03e+08,6.6e+07,0,1.048e+09,-6e+07,-6e+07,-6e+07,9.88e+08,-7.22e+08,2.1e+08,-4.42e+08,3.36e+08,3.36e+08,3.36e+08,1.592e+09,1.592e+09,4.916e+09,4.916e+09,1.344e+09,1.64e+09,1.64e+09,9.492e+09,5.2064e+10,7.6e+08,7.6e+08,5.4718e+10,6.421e+10,6.69e+09,4.708e+09,1.966e+09,7.29e+09,7.023e+09,9.849e+09,9.849e+09,1.6872e+10,2.4162e+10,7.619e+09,1.78e+08,7.441e+09,-5.091e+09,3.799e+10,-5.02e+08,4.0016e+10,4.0048e+10,6.421e+10,-4.42e+08,3.36e+08,2.65e+08,9.77e+08,-6.75e+08,1.652e+09,-2.79e+08,4.7e+08,2.8e+09,-1.074e+09,-1.078e+09,-1.58e+08,-9.2e+08,8.2e+07,-3.771e+09,-8.76e+08,-3.55e+08,2.4e+07,3.4e+07,-1.197e+09,-2.168e+09,-2.168e+09,-2.168e+09,1.313e+09,7.623e+09,-2.5e+08,2.25639,0.49574,0.15894,0.00839,0.00523000000000001,-0.74405,1.30206,0.60333,0.11872,0.41651,0.4162,2.62055,49.60456,-0.3099,1.08591,5,0.02107,-0.00435,2.60714,4.5933,5.75477
"13","2013_Q2",59.17140625,"Up",5.907e+09,-3.137e+09,2.77e+09,-6.29e+08,-3.93e+08,-5e+07,-1.86e+08,2.141e+09,-3.4e+07,-3.4e+07,-3.4e+07,2.107e+09,2.107e+09,-8.44e+08,1.359e+09,1.355e+09,1.355e+09,1.355e+09,2.14e+09,2.14e+09,4.995e+09,4.995e+09,1.306e+09,1.713e+09,1.713e+09,1.0154e+10,5.2981e+10,7.72e+08,7.72e+08,5.567e+10,6.5824e+10,7.186e+09,4.889e+09,2.203e+09,7.786e+09,7.024e+09,1.0074e+10,1.0074e+10,1.7098e+10,2.4884e+10,7.646e+09,1.78e+08,7.468e+09,-5.091e+09,3.8829e+10,-5.02e+08,4.0882e+10,4.094e+10,6.5824e+10,1.359e+09,1.355e+09,1.259e+09,3.31e+08,2.74e+08,5.7e+07,-2.28e+08,-2.28e+08,2.712e+09,-2.164e+09,-2.164e+09,-2.07e+09,-9.4e+07,-3.1e+07,-2.195e+09,-805647767.07866,4e+06,1e+07,2.7e+07,3.1e+07,5.48e+08,5.48e+08,5.48e+08,3.4e+09,7.624e+09,1.852e+09,0.46894,0.36245,0.22939,0.0331,0.02059,1.36679,1.30414,0.60782,0.11582,1.68386,1.68281,7.34062,50.80403,2.30148,0.999992613530677,4,0.02311,0.03158,2.07860382899235,1.61294,2.56142
"14","2013_Q3",60.61296875,"Up",6.121e+09,-3.18e+09,2.941e+09,-7.69e+08,-4.95e+08,-7.8e+07,-1.96e+08,2.172e+09,-3e+07,-3e+07,-3e+07,2.142e+09,2.142e+09,-9.01e+08,1.327e+09,1.322e+09,1.322e+09,1.322e+09,3.069e+09,3.069e+09,5.221e+09,5.221e+09,1.34e+09,1.229e+09,1.229e+09,1.0859e+10,5.3949e+10,8.06e+08,8.06e+08,5.6563e+10,6.7422e+10,7.634e+09,5.274e+09,2.331e+09,8.234e+09,7.026e+09,1.0312e+10,1.0312e+10,1.7338e+10,2.5572e+10,7.688e+09,1.78e+08,7.51e+09,-5.113e+09,3.9634e+10,-4.56e+08,4.1753e+10,4.185e+10,6.7422e+10,1.327e+09,1.322e+09,1.303e+09,4.37e+08,3.61e+08,76000000.0000005,4.55e+08,4.55e+08,3.513e+09,-2.072e+09,-2.342e+09,-2.21e+09,-1.32e+08,-3.2e+07,-2.104e+09,-5.17e+08,-7999999.99999997,1.4e+07,4.5e+07,-4.8e+08,9.29e+08,9.29e+08,9.29e+08,3.475e+09,7.626e+09,2.759e+09,0.48048,0.35484,0.21598,0.03159,0.01961,2.08699,1.3188,0.61104,0.11311,1.64244,1.64142,7.60467,51.87352,3.42776,0.64232,6,0.03076,0.04615,0.39107,1.31137,2.09807
"15","2013_Q4",64.8415625,"Up",6.475e+09,-3.214e+09,3.261e+09,-7.13e+08,-4.59e+08,-6.8e+07,-1.86e+08,2.548e+09,-2.9e+07,-2.9e+07,-2.9e+07,2.519e+09,2.519e+09,-1.037e+09,1.588e+09,1.583e+09,1.583e+09,1.583e+09,3.771e+09,3.771e+09,5.653e+09,5.653e+09,1.328e+09,1.186e+09,1.186e+09,1.1938e+10,5.5027e+10,7.59e+08,7.59e+08,5.7499e+10,6.9437e+10,8.242e+09,5.671e+09,2.488e+09,8.842e+09,6.961e+09,1.0666e+10,1.0666e+10,1.7627e+10,2.6469e+10,7.686e+09,1.78e+08,7.508e+09,-5.148e+09,4.07e+10,-4.48e+08,4.279e+10,4.2968e+10,6.9437e+10,1.588e+09,1.583e+09,1.334e+09,4.5e+08,3.81e+08,6.9e+07,2.18e+08,2.18e+08,3.561e+09,-2.387e+09,-2.387e+09,-2.271e+09,-1.16e+08,6.6e+07,-2.321e+09,-5.17e+08,-3.3e+07,3e+06,7.8e+07,-5.38e+08,7.02e+08,7.02e+08,7.02e+08,3.882e+09,7.561e+09,2.75e+09,0.50363,0.39351,0.24448,0.03684,0.0228,1.73721,1.35015,0.61602,0.10889,1.96622,1.96475,8.04248,53.14868,3.41572,0.64216,7,0.03432,0.04494,0.3266,0.9763,1.48744
"16","2014_Q1",63.9265573770492,"Down",2.949e+09,3.034e+09,5.983e+09,-4.34e+09,-1.97e+08,5.6e+07,4e+06,1.643e+09,-3.9e+07,-3.9e+07,-3.9e+07,1.604e+09,9.83e+08,-4.32e+08,6.58e+08,1.643e+09,1.643e+09,1.643e+09,3.393e+09,3.393e+09,5.674e+09,5.674e+09,1.2e+09,1.056e+09,1.056e+09,1.1323e+10,5.5821e+10,8.4e+08,8.4e+08,5.812e+10,6.9443e+10,8.434e+09,5.52e+09,2.556e+09,8.434e+09,6.939e+09,1.0698e+10,1.0698e+10,1.7637e+10,2.6071e+10,7.693e+09,1.78e+08,7.515e+09,-6.095e+09,4.1831e+10,-3.03e+08,4.3126e+10,4.3372e+10,6.9443e+10,6.58e+08,1.643e+09,3.07e+08,-5.3e+08,-1.02e+08,-4.28e+08,-3.9e+07,3.64e+08,2.992e+09,2.79e+08,-1.07e+09,-8.06e+08,-2.64e+08,2.4e+07,-1.424e+09,-5.19e+08,-8.76e+08,3e+06,7.3e+07,-1.946e+09,-3.78e+08,-3.78e+08,-3.78e+08,1.95e+09,6.939e+09,2.622e+09,2.02882,0.55714,0.55714,0.03788,0.02366,1.59586,1.34254,0.6011,0.09992,2.0494,2.04837,3.67843,53.79319,3.27055,0.64737,8,0.03544,0.04298,0.31589,1.81846,2.15825
"17","2014_Q2",67.7220634920635,"Up",4.998e+09,-2.62e+09,2.378e+09,-4.92e+08,-3.17e+08,-2.4e+07,-1.51e+08,1.886e+09,-2.2e+07,-2.2e+07,-2.2e+07,1.864e+09,1.864e+09,-7.94e+08,1.137e+09,1.392e+09,1.39e+09,1.39e+09,2.332e+09,2.332e+09,5.233e+09,5.233e+09,1.308e+09,2.026e+09,1.201e+09,1.0899e+10,5.6044e+10,8.21e+08,8.21e+08,5.8376e+10,6.9275e+10,8.095e+09,5.423e+09,2.346e+09,8.19e+09,6.877e+09,1.0839e+10,1.0839e+10,1.7716e+10,2.5906e+10,7.721e+09,1.78e+08,7.543e+09,-7.079e+09,4.2652e+10,-2.96e+08,4.2998e+10,4.3369e+10,6.9275e+10,1.137e+09,1.392e+09,9.77e+08,1.8e+08,1.25e+08,5.5e+07,-2.52e+08,-2.52e+08,2.697e+09,-1.798e+09,-1.798e+09,-1.794e+09,-4e+06,-9.6e+07,-2.373e+09,-5.14e+08,-9.33e+08,1.3e+07,1.23e+08,-1.385e+09,-1.061e+09,-1.061e+09,-1.061e+09,2.863e+09,6.877e+09,1.607e+09,0.47579,0.37735,0.27811,0.03205,0.02006,1.15612,1.33077,0.59734,0.09927,1.7566,1.75572,6.31619,54.33843,2.03084,0.64956,7,0.03117,0.02631,0.36978,1.5875,2.40986
