"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",22.5840322580645,"Up",3.39e+09,-1.65e+09,1.74e+09,-9.17e+08,-4.54e+08,-4.63e+08,8.23e+08,4e+06,-2.1e+07,2.5e+07,8.27e+08,1.6e+07,8.43e+08,-5.9e+07,7.84e+08,7.84e+08,7.84e+08,7.84e+08,3.661e+09,1.21e+09,2.451e+09,1.623e+09,1.623e+09,1.848e+09,1.452e+09,4.09e+08,8.584e+09,4.055e+09,6.806e+09,-2.751e+09,7.65e+09,2.809e+09,4.452e+09,1.99e+08,1.9e+08,1.193e+10,2.0514e+10,1.159e+09,5.01e+08,1.06e+08,5.52e+08,3.425e+09,4.19e+09,1.496e+09,3.5e+08,5.96e+08,5.5e+08,5.686e+09,9.111e+09,2.934e+09,-1.8093e+10,2.7179e+10,-6.17e+08,1.1403e+10,1.1403e+10,2.0514e+10,7.84e+08,3.27e+08,1.85e+08,-9.1e+07,1.205e+09,-1.5e+08,-1.311e+09,-1.441e+09,-1.94e+08,9.92e+08,-5.37e+08,-7e+06,2.54e+08,1.8e+07,1.8e+07,1.8e+07,1.15e+09,5.69e+09,9.68e+08,0.51327,0.24277,0.23127,0.06875,0.03822,1.23469,2.50628,0.799,0.27737,0.69381,0.68712,3,10.09115,0.85664,0.17168,7,0.05261,0.05207,0.24745,1.76435,2.46537
"12","2013_Q1",26.175,"Up",2.979e+09,-1.533e+09,1.446e+09,-8.57e+08,-4.32e+08,-4.25e+08,5.89e+08,1.6e+07,-2.3e+07,3.9e+07,6.05e+08,-4.5e+08,1.55e+08,1.09e+08,2.64e+08,2.64e+08,2.64e+08,2.64e+08,3.965e+09,1.416e+09,2.549e+09,1.23e+09,1.23e+09,1.757e+09,1.278e+09,8.05e+08,8.23e+09,3.912e+09,6.891e+09,-2.979e+09,7.664e+09,2.7e+09,4.362e+09,2.8e+08,3.22e+08,1.1791e+10,2.0021e+10,1.047e+09,4.44e+08,7.9e+07,5.24e+08,3.43e+09,4.186e+09,1.444e+09,2.69e+08,5.72e+08,6.03e+08,5.63e+09,9.06e+09,2.917e+09,-1.8462e+10,2.7205e+10,-6.99e+08,1.0961e+10,1.0961e+10,2.0021e+10,2.64e+08,3.17e+08,1.6e+08,3.44e+08,1.085e+09,-9.6e+07,-4.1e+07,-1.89e+08,-2.35e+08,0,-4.67e+08,1.2e+07,-6.9e+08,2.06e+08,2.06e+08,2.06e+08,9.06e+08,5.686e+09,1.045e+09,0.4854,0.19772,0.08862,0.02409,0.01319,3.95833,2.39942,0.82657,0.284,0.23677,0.23467,2.67175,9.83049,0.93722,0.21076,6,0.02758,0.05776,0.89015,1.89956,2.9219
"13","2013_Q2",27.936875,"Up",2.885e+09,-1.511e+09,1.374e+09,-8.78e+08,-4.59e+08,-4.19e+08,4.96e+08,-2.1e+07,-2.3e+07,2e+06,4.75e+08,-1.01e+08,3.74e+08,-1.2e+07,3.62e+08,3.62e+08,3.62e+08,3.62e+08,3.862e+09,1.393e+09,2.469e+09,1.333e+09,1.333e+09,1.7e+09,1.31e+09,2.59e+08,8.205e+09,3.739e+09,6.773e+09,-3.034e+09,7.553e+09,2.642e+09,4.362e+09,2.64e+08,2.85e+08,1.1496e+10,1.9701e+10,9.14e+08,4.4e+08,1.09e+08,3.65e+08,3.11e+09,4.183e+09,1.456e+09,2.58e+08,5.98e+08,6e+08,5.639e+09,8.749e+09,2.79e+09,-1.8518e+10,2.733e+10,-6.5e+08,1.0952e+10,1.0952e+10,1.9701e+10,3.62e+08,3.13e+08,1.3e+08,-4.45e+08,3.6e+08,-6.6e+07,8.8e+07,2.2e+07,-2.32e+08,-1.19209289550781e-07,-2.25e+08,5.2e+07,-4.05e+08,-2.3e+07,-2.3e+07,-2.3e+07,8.09e+08,5.683e+09,3.1e+08,0.47626,0.17192,0.12548,0.03305,0.01837,0.85635,2.63826,0.79885,0.28846,0.32701,0.32235,2.60614,9.89341,0.28004,0.20958,5,0.03283,0.01714,0.64088,2.25093,3.67137
"14","2013_Q3",30.5903125,"Up",3.047e+09,-1.477e+09,1.57e+09,-8.61e+08,-4.72e+08,-3.89e+08,7.09e+08,-2.4e+07,-2.4e+07,0,6.85e+08,1.97e+08,8.82e+08,-2.22e+08,6.6e+08,6.6e+08,6.6e+08,6.6e+08,3.244e+09,1.18e+09,2.064e+09,1.491e+09,1.491e+09,1.72e+09,1.583e+09,5.13e+08,8.038e+09,3.611e+09,6.679e+09,-3.068e+09,7.546e+09,2.547e+09,4.362e+09,2.53e+08,3.84e+08,1.136e+10,1.9398e+10,1.118e+09,4.37e+08,2.18e+08,4.63e+08,2.802e+09,4.165e+09,1.363e+09,2.4e+08,5.84e+08,5.39e+08,5.528e+09,8.33e+09,2.858e+09,-1.8877e+10,2.7677e+10,-5.9e+08,1.1068e+10,1.1068e+10,1.9398e+10,6.6e+08,3.06e+08,5e+07,-3.41e+08,6.75e+08,-9.8e+07,4.07e+08,3.09e+08,-3.09e+08,-5.14e+08,-3.78e+08,4e+06,-1.197e+09,-2.13e+08,-2.13e+08,-2.13e+08,1.015e+09,5.165e+09,7.98e+08,0.51526,0.23269,0.21661,0.05963,0.03402,1.20909,2.86867,0.75262,0.26626,0.59837,0.59087,2.76247,10.03445,0.72348,0.28015,7,0.05507,0.04535,0.46818,1.89261,2.70945
"15","2013_Q4",33.1946875,"Up",3.245e+09,-1.465e+09,1.78e+09,-8.34e+08,-4.66e+08,-3.68e+08,9.46e+08,-2.8e+07,-2.4e+07,-4e+06,9.18e+08,-1.02e+08,8.16e+08,-1.87e+08,6.29e+08,6.29e+08,6.29e+08,6.29e+08,3.593e+09,1.435e+09,2.158e+09,1.524e+09,1.524e+09,1.726e+09,1.258e+09,2.19e+08,8.101e+09,3.509e+09,6.539e+09,-3.03e+09,7.424e+09,2.444e+09,4.362e+09,2.27e+08,3.91e+08,1.1143e+10,1.9244e+10,1.03e+09,4.26e+08,3.7e+07,5.67e+08,2.723e+09,4.161e+09,1.309e+09,2.53e+08,5.64e+08,4.92e+08,5.47e+09,8.193e+09,2.866e+09,-1.9236e+10,2.7993e+10,-5.72e+08,1.1051e+10,1.1051e+10,1.9244e+10,6.29e+08,3e+08,9.8e+07,1.23e+08,1.15e+09,-1.2e+08,-9.1e+07,-2.11e+08,-3.08e+08,1.19209289550781e-07,-3.85e+08,9e+06,-6.84e+08,2.55e+08,2.55e+08,2.55e+08,1.246e+09,5.161e+09,1.436e+09,0.54854,0.29153,0.19384,0.05692,0.03269,2.28299,2.97503,0.74138,0.26819,0.57391,0.56616,2.96077,10.08303,1.31022,0.28102,6,0.05348,0.08196,0.48967,1.25843,1.65751
"16","2014_Q1",35.2493442622951,"Up",3.028e+09,-1.388e+09,1.64e+09,-8.07e+08,-4.61e+08,-3.46e+08,8.33e+08,-5e+06,-2.4e+07,1.9e+07,8.28e+08,-1.46e+08,6.82e+08,-1.71e+08,5.11e+08,5.11e+08,5.11e+08,5.11e+08,3.829e+09,1.627e+09,2.202e+09,1.203e+09,1.203e+09,1.731e+09,1.256e+09,8.63e+08,8.019e+09,3.399e+09,6.556e+09,-3.157e+09,7.304e+09,2.341e+09,4.362e+09,2.07e+08,3.94e+08,1.0919e+10,1.8938e+10,1.095e+09,4.22e+08,1.19e+08,5.54e+08,2.747e+09,4.158e+09,1.226e+09,2.16e+08,5.48e+08,4.62e+08,5.384e+09,8.131e+09,2.952e+09,-1.979e+10,2.8173e+10,-5.28e+08,1.0807e+10,1.0807e+10,1.8938e+10,5.11e+08,2.96e+08,1.35e+08,2.57e+08,1.199e+09,-1.07e+08,-15999999.9999999,-1.23e+08,-3.26e+08,0,-5.66e+08,8e+06,-8.84e+08,1.92e+08,1.92e+08,1.92e+08,1.129e+09,5.158e+09,1.45e+09,0.54161,0.2751,0.16876,0.04728,0.02698,2.83757,2.91918,0.75238,0.27236,0.47053,0.46412,2.78821,9.9512,1.33517,0.30018,8,0.04869,0.08435,0.63796,1.17715,1.59544
"17","2014_Q2",37.5330158730159,"Up",2.983e+09,-1.376e+09,1.607e+09,-8.45e+08,-4.79e+08,-3.66e+08,7.62e+08,-1.9e+07,-2.5e+07,6e+06,7.43e+08,-7.2e+07,6.71e+08,-1.84e+08,4.87e+08,4.87e+08,4.87e+08,4.87e+08,4.032e+09,1.565e+09,2.467e+09,1.355e+09,1.355e+09,1.714e+09,1.259e+09,8.76e+08,8.36e+09,3.179e+09,6.426e+09,-3.247e+09,7.184e+09,2.253e+09,4.362e+09,2e+08,3.69e+08,1.0575e+10,1.8935e+10,8.7e+08,4.05e+08,1.01e+08,3.64e+08,2.471e+09,4.652e+09,1.192e+09,2.18e+08,5.36e+08,4.38e+08,5.844e+09,8.315e+09,2.922e+09,-2.0113e+10,2.8331e+10,-5.2e+08,1.062e+10,1.062e+10,1.8935e+10,4.87e+08,2.94e+08,5.7e+07,-3.76e+08,4.62e+08,-4e+07,-2.65e+08,-3.05e+08,-3.25e+08,4.98e+08,-4.37e+08,4.5e+07,-2.19e+08,-6.2e+07,-6.2e+07,-6.2e+07,1.056e+09,5.652e+09,8.24e+08,0.53872,0.25545,0.16326,0.04586,0.02572,1.69199,3.38325,0.78296,0.29849,0.45051,0.44434,2.75948,9.82424,0.76226,0.30065,7,0.0465,0.04718,0.66735,1.53409,2.12598
"18","2014_Q3",38.788125,"Up",3.292e+09,-1.411e+09,1.881e+09,-8.21e+08,-4.72e+08,-3.49e+08,1.06e+09,-2.1e+07,-2.4e+07,3e+06,1.039e+09,-7.8e+07,9.61e+08,-2.78e+08,6.83e+08,6.83e+08,6.83e+08,6.83e+08,2.804e+09,1.216e+09,1.588e+09,1.527e+09,1.527e+09,1.744e+09,1.381e+09,9.92e+08,7.456e+09,3.044e+09,6.452e+09,-3.408e+09,7.091e+09,2.163e+09,4.362e+09,1.94e+08,3.72e+08,1.0354e+10,1.781e+10,9.95e+08,4.02e+08,1.09e+08,4.84e+08,1.803e+09,4.394e+09,1.147e+09,2.24e+08,4.84e+08,4.39e+08,5.541e+09,7.344e+09,3.014e+09,-2.0722e+10,2.8686e+10,-5.12e+08,1.0466e+10,1.0466e+10,1.781e+10,6.83e+08,2.93e+08,3.2e+07,-2.33e+08,7.75e+08,-7.7e+07,8.79e+08,8.02e+08,-3.23e+08,-1e+09,-6.18e+08,1.5e+07,-1.926e+09,-3.49e+08,-3.49e+08,-3.49e+08,1.353e+09,4.648e+09,1.321e+09,0.57139,0.32199,0.20747,0.06526,0.03835,1.93411,4.13533,0.7017,0.26098,0.63772,0.62891,3.07376,9.77218,1.23343,0.30159,8,0.06187,0.08124,0.47291,1.3629,1.73962
"19","2014_Q4",41.2284375,"Up",3.501e+09,-1.457e+09,2.044e+09,-7.95e+08,-4.63e+08,-3.32e+08,1.249e+09,-2e+07,-2.3e+07,3e+06,1.229e+09,-7.4e+07,1.155e+09,-3.29e+08,8.26e+08,8.26e+08,8.26e+08,8.26e+08,3.186e+09,1.306e+09,1.88e+09,1.477e+09,1.477e+09,1.751e+09,1.342e+09,9.64e+08,7.756e+09,2.93e+09,6.393e+09,-3.463e+09,6.995e+09,2.075e+09,4.362e+09,1.77e+08,3.81e+08,1.0144e+10,1.79e+10,1.112e+09,3.93e+08,1.06e+08,6.13e+08,2.643e+09,3.643e+09,1.143e+09,2.22e+08,4.5e+08,4.71e+08,4.786e+09,7.429e+09,3.055e+09,-2.1305e+10,2.9189e+10,-4.68e+08,1.0471e+10,1.0471e+10,1.79e+10,8.26e+08,2.93e+08,4.5e+07,2.19e+08,1.383e+09,-9.7e+07,-2.86e+08,-3.83e+08,-3.19e+08,-2.38418579101562e-07,-6.02e+08,1.1e+07,-9.1e+08,9e+07,9e+07,9e+07,1.542e+09,4.645e+09,1.993e+09,0.58383,0.35676,0.23593,0.07888,0.04615,2.41283,2.93454,0.70948,0.2595,0.77925,0.76909,3.30283,9.8783,1.88019,0.30094,8,0.07042,0.12258,0.3862,0.94617,1.16813
"20","2015_Q1",46.0690163934426,"Up",3.269e+09,-1.374e+09,1.895e+09,-7.4e+08,-4.29e+08,-3.11e+08,1.155e+09,-1.3e+07,-2.2e+07,9e+06,1.142e+09,-5.5e+07,1.087e+09,-2.62e+08,8.25e+08,8.25e+08,8.25e+08,8.25e+08,3.541e+09,1.199e+09,2.342e+09,1.246e+09,1.246e+09,1.784e+09,8.5e+08,8.5e+08,7.421e+09,2.84e+09,6.266e+09,-3.426e+09,6.887e+09,1.985e+09,4.362e+09,1.8e+08,3.6e+08,9.951e+09,1.7372e+10,1.159e+09,4.37e+08,7.1e+07,6.51e+08,2.658e+09,3.63e+09,6.94e+08,2.25e+08,6.4e+07,4.05e+08,4.324e+09,6.982e+09,3.109e+09,-2.184e+10,2.9653e+10,-5.32e+08,1.039e+10,1.039e+10,1.7372e+10,8.25e+08,2.91e+08,6.8e+07,2.5e+08,1.434e+09,-2.9e+07,-4.62e+08,-4.91e+08,-3.56e+08,0,-6.2e+08,-7.4e+07,-1.05e+09,-1.07e+08,-1.07e+08,-1.07e+08,1.446e+09,4.631e+09,1.929e+09,0.57969,0.35332,0.25237,0.0794,0.04749,2.33818,2.79195,0.67199,0.26658,0.78721,0.77538,3.11927,9.91412,1.84065,0.33969,8,0.07515,0.12275,0.43152,0.7538,0.94372
"21","2015_Q2",45.5361904761905,"Down",3.15e+09,-1.334e+09,1.816e+09,-7.77e+08,-4.39e+08,-3.38e+08,1.039e+09,-1.8e+07,-2.2e+07,4e+06,1.021e+09,-8.1e+07,9.4e+08,-2.84e+08,6.56e+08,6.56e+08,6.56e+08,6.56e+08,3.304e+09,1.242e+09,2.062e+09,1.394e+09,1.394e+09,1.844e+09,1.15e+09,8.1e+08,7.692e+09,2.758e+09,6.177e+09,-3.419e+09,6.664e+09,1.895e+09,4.362e+09,1.74e+08,2.33e+08,9.654e+09,1.7346e+10,8.56e+08,4.32e+08,7.5e+07,3.49e+08,2.286e+09,3.638e+09,1.053e+09,2.53e+08,4.03e+08,3.97e+08,4.691e+09,6.977e+09,3.151e+09,-2.2199e+10,2.9948e+10,-5.31e+08,1.0369e+10,1.0369e+10,1.7346e+10,6.56e+08,2.83e+08,9.1e+07,-4.21e+08,6.09e+08,-1.22e+08,2.8e+08,1.58e+08,-3.56e+08,320998123.107795,-4.24e+08,5.6e+07,-7.24e+08,4.3e+07,4.3e+07,4.3e+07,1.322e+09,4.638e+09,1.063e+09,0.57651,0.32984,0.20825,0.06327,0.03782,1.62043,3.36483,0.67287,0.26738,0.62715,0.61828,3.01147,9.913,1.01625,0.34034,7,0.06301,0.06619,0.54268,1.00908,1.28393
"22","2015_Q3",40.54171875,"Down",3.232e+09,-1.351e+09,1.881e+09,-7.9e+08,-4.7e+08,-3.2e+08,1.091e+09,-2.1e+07,-2.4e+07,3e+06,1.07e+09,-8.1e+07,9.89e+08,-2.93e+08,6.96e+08,6.96e+08,6.96e+08,6.96e+08,3.306e+09,1.184e+09,2.122e+09,1.434e+09,1.434e+09,1.885e+09,1.435e+09,1.088e+09,8.06e+09,2.685e+09,6.097e+09,-3.412e+09,6.559e+09,1.805e+09,4.362e+09,1.69e+08,2.23e+08,9.472e+09,1.7532e+10,1.015e+09,4.17e+08,1.17e+08,4.81e+08,3.193e+09,3.134e+09,1e+09,2.54e+08,3.55e+08,3.91e+08,4.134e+09,7.327e+09,3.245e+09,-2.2812e+10,3.0286e+10,-5.14e+08,1.0205e+10,1.0205e+10,1.7532e+10,6.96e+08,2.78e+08,3.8e+07,-1.92e+08,8.2e+08,-1.16e+08,-5.8e+07,-1.74e+08,-3.54e+08,2.48e+08,-6.03e+08,5e+06,-7.04e+08,-5.8e+07,-5.8e+07,-5.8e+07,1.369e+09,4.884e+09,1.354e+09,0.58199,0.33756,0.21535,0.0682,0.0397,1.9454,2.52427,0.71798,0.27858,0.67052,0.66223,3.11368,9.83141,1.30443,0.34104,8,0.06526,0.08416,0.50862,1.15267,1.44638
"23","2015_Q4",46.674375,"Up",3.429e+09,-1.432e+09,1.997e+09,-7.5e+08,-4.34e+08,-3.16e+08,1.247e+09,-1.6e+07,-2.2e+07,6e+06,1.231e+09,-8.3e+07,1.148e+09,-3.5e+08,7.98e+08,7.98e+08,7.98e+08,7.98e+08,2.735e+09,1.133e+09,1.602e+09,1.481e+09,1.481e+09,1.771e+09,1.302e+09,9.45e+08,7.289e+09,2.629e+09,5.742e+09,-3.113e+09,6.406e+09,1.716e+09,4.362e+09,1.6e+08,1.68e+08,9.251e+09,1.654e+10,1.066e+09,3.67e+08,8.4e+07,6.15e+08,2.5e+09,3.132e+09,9.38e+08,2.47e+08,3.08e+08,3.83e+08,4.07e+09,6.57e+09,3.303e+09,-2.3551e+10,3.0731e+10,-5.13e+08,9.97e+09,9.97e+09,1.654e+10,7.98e+08,2.73e+08,2.8e+07,3.1e+08,1.409e+09,-1.39e+08,5.28e+08,3.89e+08,-3.48e+08,-7.5e+08,-7.55e+08,4e+06,-1.849e+09,-5.1e+07,-5.1e+07,-5.1e+07,1.52e+09,4.132e+09,2.041e+09,0.58239,0.36366,0.23272,0.08004,0.04825,2.55764,2.9156,0.65898,0.24982,0.78006,0.77101,3.35191,9.74585,1.99511,0.34018,7,0.0762,0.1357,0.43609,0.91908,1.12029
"24","2016_Q1",44.7119672131148,"Down",3.189e+09,-1.308e+09,1.881e+09,-6.78e+08,-3.85e+08,-2.93e+08,1.203e+09,-5.1e+07,-2.2e+07,-2.9e+07,1.152e+09,-1.3e+07,1.139e+09,-3.03e+08,8.36e+08,8.36e+08,8.36e+08,8.36e+08,3.218e+09,1e+09,2.218e+09,1.165e+09,1.165e+09,1.691e+09,1e+09,1e+09,7.074e+09,2.596e+09,5.465e+09,-2.869e+09,6.339e+09,1.629e+09,4.362e+09,2.01e+08,1.47e+08,9.156e+09,1.623e+10,1.145e+09,3.86e+08,9.5e+07,6.64e+08,2.555e+09,3.12e+09,6.09e+08,1.96e+08,3.7e+07,3.76e+08,3.729e+09,6.284e+09,3.37e+09,-2.4068e+10,3.1176e+10,-5.32e+08,9.946e+09,9.946e+09,1.623e+10,8.36e+08,2.51e+08,3.7e+07,4.35e+08,1.559e+09,-6.4e+07,-6.11e+08,-6.75e+08,-3.86e+08,0,-5.63e+08,-6.8e+07,-1.017e+09,-1.33e+08,-1.33e+08,-1.33e+08,1.454e+09,4.12e+09,2.128e+09,0.58984,0.37723,0.26215,0.08405,0.05151,2.54545,2.76869,0.63181,0.25385,0.82527,0.81561,3.14808,9.81836,2.10069,0.38105,8,0.08327,0.14501,0.46172,0.62036,0.74979
"25","2016_Q2",50.3971875,"Up",3.008e+09,-1.179e+09,1.829e+09,-7.63e+08,-4.41e+08,-3.22e+08,1.066e+09,-3.4e+07,-2.2e+07,-1.2e+07,1.032e+09,-8.2e+07,9.5e+08,-2.39e+08,7.11e+08,7.11e+08,7.11e+08,7.11e+08,2.8e+09,1.281e+09,1.519e+09,1.269e+09,1.269e+09,1.805e+09,7.85e+08,7.85e+08,6.659e+09,2.554e+09,5.29e+09,-2.736e+09,6.253e+09,1.556e+09,4.362e+09,1.75e+08,1.6e+08,9.027e+09,1.5686e+10,7.94e+08,3.87e+08,6.7e+07,3.4e+08,2.42e+09,2.869e+09,6.15e+08,1.95e+08,3.8e+07,3.82e+08,3.484e+09,5.904e+09,3.299e+09,-2.4443e+10,3.1457e+10,-5.31e+08,9.782e+09,9.782e+09,1.5686e+10,7.11e+08,2.41e+08,1.04e+08,-4.03e+08,6.53e+08,-1.24e+08,6.97e+08,5.73e+08,-3.83e+08,0,-5.62e+08,0,-9.45e+08,2.81e+08,2.81e+08,2.81e+08,1.307e+09,4.118e+09,1.019e+09,0.60805,0.35439,0.23637,0.07268,0.04533,1.43319,2.75165,0.60356,0.26253,0.70606,0.69843,2.98709,9.714,1.01192,0.38034,7,0.07537,0.0702,0.53868,1.00842,1.2364
"26","2016_Q3",58.13890625,"Up",3.273e+09,-1.266e+09,2.007e+09,-7.95e+08,-4.54e+08,-3.41e+08,1.212e+09,-2.9e+07,-2.1e+07,-8e+06,1.183e+09,-8.1e+07,1.102e+09,-2.83e+08,8.19e+08,8.19e+08,8.19e+08,8.19e+08,2.539e+09,1.235e+09,1.304e+09,1.348e+09,1.348e+09,1.876e+09,9.26e+08,9.26e+08,6.689e+09,2.557e+09,5.152e+09,-2.595e+09,6.223e+09,1.476e+09,4.362e+09,2.31e+08,1.54e+08,9.004e+09,1.5693e+10,9.67e+08,4.16e+08,5.8e+07,4.93e+08,1.991e+09,2.975e+09,7.65e+08,1.93e+08,4e+07,5.32e+08,3.74e+09,5.731e+09,3.422e+09,-2.4774e+10,3.185e+10,-5.36e+08,9.962e+09,9.962e+09,1.5693e+10,8.19e+08,2.34e+08,2.5e+07,30999999.9999999,1.109e+09,-1.58e+08,2.23e+08,6.5e+07,-3.82e+08,-5.01e+08,-3.34e+08,-3e+06,-1.22e+09,-45999999.9999999,-45999999.9999999,-45999999.9999999,1.446e+09,3.612e+09,1.602e+09,0.6132,0.3703,0.25023,0.08221,0.05219,1.95604,3.35962,0.57529,0.23017,0.81574,0.8061,3.25996,9.92231,1.59562,0.38048,8,0.08376,0.11172,0.46642,0.74205,0.88531
"27","2016_Q4",61.2377777777778,"Up",3.675e+09,-1.391e+09,2.284e+09,-7.95e+08,-4.42e+08,-3.53e+08,1.489e+09,-2.7e+07,-1.8e+07,-9e+06,1.462e+09,-8.1e+07,1.381e+09,-3.63e+08,1.018e+09,1.018e+09,1.018e+09,1.018e+09,3.137e+09,1.369e+09,1.768e+09,1.447e+09,1.447e+09,1.808e+09,7.89e+08,7.89e+08,7.181e+09,2.545e+09,4.982e+09,-2.437e+09,6.257e+09,1.394e+09,4.362e+09,3.55e+08,1.46e+08,9.035e+09,1.6216e+10,1.143e+09,4.28e+08,6.8e+07,6.47e+08,2.17e+09,2.977e+09,7.83e+08,2.01e+08,3.5e+07,5.47e+08,3.76e+09,5.93e+09,3.498e+09,-2.5102e+10,3.2432e+10,-5.42e+08,1.0286e+10,1.0286e+10,1.6216e+10,1.018e+09,2.3e+08,-6.2e+07,2.79e+08,1.465e+09,-1.39e+08,-4.64e+08,-6.03e+08,-3.82e+08,0,-3.46e+08,0,-7.28e+08,1.34e+08,1.34e+08,1.34e+08,1.719e+09,3.611e+09,2.222e+09,0.6215,0.40517,0.27701,0.09897,0.06278,2.18271,3.30922,0.57651,0.22268,1.01496,1.00098,3.66401,10.25523,2.21535,0.38086,9,0.09537,0.15136,0.37525,0.27574,0.31833
"28","2017_Q1",66.9445161290323,"Up",3.414e+09,-1.277e+09,2.137e+09,-7.45e+08,-4.05e+08,-3.4e+08,1.392e+09,1.65e+08,-1.9e+07,1.84e+08,1.557e+09,-6e+07,1.497e+09,-4.5e+08,1.047e+09,1.047e+09,1.047e+09,1.047e+09,3.49e+09,1.154e+09,2.336e+09,1.267e+09,1.267e+09,1.79e+09,9.1e+08,9.1e+08,7.457e+09,2.512e+09,4.923e+09,-2.411e+09,6.227e+09,1.316e+09,4.362e+09,3.74e+08,1.75e+08,8.974e+09,1.6431e+10,1.189e+09,3.96e+08,8.3e+07,7.1e+08,2.264e+09,2.978e+09,7.16e+08,1.29e+08,3.3e+07,5.54e+08,3.694e+09,5.958e+09,3.415e+09,-2.5523e+10,3.3107e+10,-5.26e+08,1.0473e+10,1.0473e+10,1.6431e+10,1.047e+09,2.19e+08,-2.6e+07,1.47e+08,1.387e+09,-1.1e+08,-5.75e+08,-6.85e+08,-4.99e+08,-5.96046447753906e-08,-4.18e+08,-9.31322574615479e-10,-9.17e+08,-2.15e+08,-2.15e+08,-2.15e+08,1.611e+09,3.609e+09,2.098e+09,0.62595,0.40773,0.30668,0.09997,0.06372,2.00382,3.29373,0.56889,0.21965,1.0491,1.01355,3.42084,10.49399,2.1022,0.5,8,0.10447,0.14178,0.4766,0.07387,0.08549
"29","2017_Q2",69.7212698412698,"Up",3.402e+09,-1.258e+09,2.144e+09,-8.08e+08,-4.39e+08,-3.69e+08,1.336e+09,3e+06,-1.8e+07,2.1e+07,1.339e+09,-8.4e+07,1.255e+09,-2.58e+08,9.97e+08,9.97e+08,9.97e+08,9.97e+08,3.049e+09,1.073e+09,1.976e+09,1.337e+09,1.337e+09,1.843e+09,8.11e+08,8.11e+08,7.04e+09,2.501e+09,4.833e+09,-2.332e+09,6.196e+09,1.3e+09,4.362e+09,3.61e+08,1.73e+08,8.938e+09,1.5978e+10,8.58e+08,4.29e+08,7.7e+07,3.52e+08,1.602e+09,2.98e+09,7.57e+08,9.7e+07,3.6e+07,6.24e+08,3.737e+09,5.339e+09,3.338e+09,-2.5767e+10,3.3595e+10,-5.27e+08,1.0639e+10,1.0639e+10,1.5978e+10,9.97e+08,2.19e+08,8.8e+07,-5.09e+08,7.95e+08,-8.7e+07,3.54e+08,2.67e+08,-5e+08,-2.5e+08,-3.89e+08,-4e+06,-1.143e+09,-8.1e+07,-8.1e+07,-8.1e+07,1.555e+09,3.358e+09,1.217e+09,0.63022,0.39271,0.29306,0.09371,0.0624,1.22066,4.39451,0.50183,0.21016,0.999,0.97841,3.40882,10.66032,1.21944,0.501,6,0.10146,0.08249,0.5015,0.19871,0.23129
