"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",51.2011111111111,"Up",1715501000,-1088342000,627159000,-434634000,-434634000,192525000,-27850000,-32037000,4187000,164675000,164675000,-47485000,117190000,209510000,209510000,209510000,538486000,538486000,1133213000,1133213000,861952000,353329000,72222000,2886980000,821736000,4937989000,1309135000,3464041000,164813000,5759725000,8646705000,903090000,584100000,32498000,286492000,625502000,290173000,1818765000,2217874000,1030956000,578438000,452518000,3248830000,5067595000,3579110000,8646705000,117190000,80182000,13387000,-79427000,131332000,-21915000,178500000,0,156585000,-64442000,-152531000,-197269000,-416603000,-128686000,-125169000,-17926000,-143095000,272707000,2843376000,218850000,0.36558,0.11223,0.12213,0.05854,0.02423,1.04458,1.58733,1.41588,0.32884,1.04691,1.03618,8.57225,1.09358,0.32201,6,0.03676,0.02936,0.30758,8.45189,11.9719
"22","2015_Q3",43.80328125,"Down",1758628000,-1104060000,654568000,-402695000,-402695000,251873000,-30732000,-31988000,1256000,221141000,221141000,-65507000,155634000,332396000,332396000,332396000,595168000,595168000,1149414000,1149414000,844355000,148188000,80964000,2737125000,827908000,4901784000,1276018000,3455814000,169952000,5729692000,8466817000,980949000,606346000,80753000,293850000,381951000,250805000,1613705000,2225063000,1035567000,577258000,458309000,3260630000,4874335000,3592482000,8466817000,155634000,78027000,5464000,-20214000,218911000,-42125000,5e+08,0,457875000,-63217000,-243611000,-299384000,-608329000,68457000,52903000,3779000,56682000,329900000,2607014000,333068000,0.3722,0.14322,0.18901,0.09253,0.03926,1.00202,1.69617,1.35682,0.30791,1.69248,1.67393,8.95449,1.6959,0.32188,5,0.05468,0.04604,0.19019,6.09835,7.98754
"23","2015_Q4",44.1575,"Up",1787582000,-1114974000,672608000,-395688000,-395688000,276920000,-31616000,-31983000,367000,245304000,245304000,-58821000,186483000,186098000,186098000,186098000,662673000,662673000,1193844000,1193844000,810715000,147597000,84224000,2814829000,824032000,4839959000,1230312000,3441780000,167867000,5663991000,8478820000,959342000,622807000,17351000,319184000,461305000,248052000,1668699000,2224943000,1018874000,569203000,449671000,3243817000,4912516000,3566304000,8478820000,186483000,77174000,6674000,11882000,282213000,-37768000,4314000,0,-33454000,-65085000,79266000,-99885000,-86034000,162725000,81089000,-13584000,67505000,354094000,2686248000,387029000,0.37627,0.15491,0.10411,0.05218,0.02195,2.07971,1.68684,1.37748,0.31682,0.96794,0.96015,9.29766,2.01304,0.33852,6,0.03454,0.05323,0.34974,5.7148,7.30744
"24","2016_Q1",42.5201639344262,"Down",1694600000,-1080791000,613809000,-414365000,-414365000,199444000,-29954000,-31249000,1295000,169490000,169490000,-32916000,136574000,141825000,141825000,141825000,362185000,362185000,1120490000,1120490000,802895000,133440000,133440000,2419010000,854269000,5332797000,1413223000,3737389000,182185000,6187066000,8606076000,980089000,650880000,6528000,322681000,151122000,235971000,1367182000,2603655000,990664000,575709000,414955000,3594319000,4961501000,3644575000,8606076000,136574000,91706000,17513000,70810000,316603000,-37839000,-561343000,-16402000,-615584000,-65225000,84128000,398000,19080000,-279901000,-302158000,1670000,-300488000,291150000,2754777000,357037000,0.36221,0.11769,0.08369,0.03891,0.01648,2.51745,1.76934,1.36134,0.3201,0.73964,0.73245,8.8376,1.862,0.34016,5,0.02802,0.04831,0.4599,8.21773,11.99631
"25","2016_Q2",47.57203125,"Up",1622273000,-1033009000,589264000,-443448000,-443448000,145816000,-29420000,-31714000,2294000,116396000,127624000,-28268000,99356000,99356000,99356000,99356000,243720000,243720000,1167313000,1167313000,849830000,84893000,84893000,2345756000,858984000,5776155000,1543397000,4034620000,198138000,6635139000,8980895000,995918000,706191000,9359000,280368000,405858000,247033000,1648809000,2610642000,1023311000,603496000,419815000,3633953000,5282762000,3698133000,8980895000,99356000,88604000,159000,-54706000,133413000,-36611000,-388758000,-488000,-425857000,-65940000,247099000,2181000,178507000,-113937000,-113937000,-4528000,-118465000,234420000,3016500000,171371000,0.36323,0.08988,0.06124,0.02687,0.01106,1.72482,1.4227,1.42849,0.33588,0.51756,0.51393,8.45069,0.8927,0.34349,4,0.02136,0.02215,0.66367,11.82826,19.01561
"26","2016_Q3",51.3828125,"Up",1686345000,-1055132000,631213000,-437411000,-437411000,193802000,-30104000,-32157000,2053000,163698000,164499000,-46209000,118290000,118290000,118290000,118290000,255140000,255140000,1180146000,1180146000,833907000,110563000,110563000,2379756000,853584000,5745752000,1499894000,4034499000,211359000,6599336000,8979092000,1043837000,723693000,20759000,299385000,344157000,252373000,1640367000,2607066000,1017924000,593776000,424148000,3624990000,5265357000,3713735000,8979092000,118290000,88094000,1443000,41000.0000000149,207868000,-30237000,-39178000,0,-69415000,-65313000,-61543000,1785000,-127678000,10775000,10775000,644999.999999999,11420000,281896000,2951223000,297909000,0.37431,0.11492,0.07015,0.03185,0.01317,2.51846,1.45075,1.41781,0.32868,0.61573,0.61017,8.77789,1.5507,0.33997,5,0.0239,0.03878,0.55214,9.56411,13.91153
"27","2016_Q4",51.6265079365079,"Up",1707763000,-1075975000,631788000,-421042000,-421042000,210746000,-29602000,-32994000,3392000,181144000,181176000,-51092000,130084000,130084000,130084000,130084000,514755000,514755000,1199137000,1199137000,828286000,196789000,119419000,2738967000,839430000,5719886000,1475757000,4039935000,204194000,6559316000,9298283000,1096750000,748799000,25448000,322503000,513980000,280341000,1891071000,2613761000,1004551000,586408000,418143000,3618312000,5509383000,3788900000,9298283000,130084000,86723000,1495000,13363000,231665000,-38949000,-26592000,-569000,-66110000,-68506000,169719000,2862000,98491000,264046000,264046000,-4431000,259615000,297469000,3127741000,322975000,0.36995,0.1234,0.07617,0.03433,0.01399,2.48282,1.44837,1.45409,0.33638,0.6766,0.67014,8.88251,1.67987,0.35632,3,0.02507,0.04077,0.52663,8.78406,12.39875
"28","2017_Q1",57.3038709677419,"Up",1026843000,-651556000,375287000,-216679000,-216679000,158608000,-31800000,-32352000,552000,126808000,211345000,-56947000,154398000,161162000,161162000,161162000,349146000,349146000,1265201000,1265201000,870487000,104357000,104357000,2589191000,945670000,6581130000,1802923000,4562677000,215530000,7526800000,10115991000,1193173000,830318000,40353000,322502000,414550000,332595000,1940318000,3206637000,1169290000,710173000,459117000,4375927000,6316245000,3799746000,10115991000,154398000,-13749000,-114281000,135282000,161650000,-18558000,-900802000,2.3283064365387e-10,-919360000,-67980000,554069000,1603000,485016000,-272694000,-169179000,3570000,-165609000,144859000,3621187000,318530000,0.36548,0.15446,0.15695,0.04241,0.01593,1.97646,1.33442,1.66228,0.35797,0.83781,0.82922,5.33812,1.6559,0.3534,4,0.02667,0.03708,0.42181,22.58776,20.62973
"29","2017_Q2",58.9180952380952,"Up",1813372000,-1152198000,661174000,-486260000,-486260000,174914000,-33035000,-33829000,794000,141879000,231972000,-59725000,172247000,172247000,172247000,172247000,415530000,415530000,1299427000,1299427000,942176000,104786000,104786000,2761919000,946376000,6530013000,1782107000,4508720000,239186000,7476389000,10238308000,1250222000,880755000,76572000,292895000,748426000,320555000,2319203000,2887962000,1077728000,643363000,434365000,3965690000,6284893000,3953415000,10238308000,172247000,95598000,-77288000,-111631000,78926000,-41841000,120397000,2369000,80925000,-68516000,-15900000,0,-93293000,66558000,66558000,-174000,66384000,270512000,3636388000,176765000,0.36461,0.09646,0.09499,0.04357,0.01682,1.02623,1.19089,1.58974,0.35517,0.89452,0.88395,9.41725,0.91798,0.35582,6,0.02778,0.02039,0.39778,11.90653,18.41395
"30","2017_Q3",63.117619047619,"Up",1507209000,-938422000,568787000,-360727000,-360727000,208060000,-35097000,-34474000,-623000,172963000,172963000,-47647000,125316000,164058000,164058000,164058000,301588000,301588000,1395745000,1395745000,962070000,100181000,100181000,2759584000,978621000,6554218000,1757675000,4564266000,232277000,7532839000,10292423000,1286034000,954115000,14005000,317914000,606965000,322347000,2215346000,2925472000,1079171000,630079000,449092000,4004643000,6219989000,4072434000,10292423000,125316000,44030000,4056000,-54096000,119306000,-34948000,-24790000,18782000,-40956000.0000001,-68666000,-141544000,1.86264514923096e-09,-216273000,-137923000,-111352000,-2590000,-113942000,252090000,3532437000,210693000,0.37738,0.13804,0.10885,0.04028,0.01594,1.28426,1.24567,1.52734,0.34321,0.8511,0.84132,7.81908,1.09303,0.35622,5,0.0268,0.02426,0.41855,12.81625,15.52845
"31","2017_Q4",70.6822222222222,"Up",1747775000,-1098582000,649193000,-410040000,-410040000,239153000,-32377000,-33613000,1236000,206776000,206776000,-47321000,159455000,178912000,178912000,178912000,322039000,322039000,1446556000,1446556000,982196000,117980000,117980000,2868771000,1012765000,6611854000,1741130000,4633749000,236975000,7624619000,10493390000,1347929000,976257000,18779000,352893000,484088000,335239000,2167256000,2985048000,1065396000,610495000,454901000,4050444000,6217700000,4275690000,10493390000,159455000,72533000,3017000,20760000,255765000,-47584000,0,0,-47584000,-73367000,-122483000,0,-197635000,10546000,15067000,5384000,20451000,311686000,3469136000,332183000,0.37144,0.13683,0.10237,0.04184,0.01705,1.85668,1.32369,1.4542,0.3306,0.92784,0.91725,9.06395,1.7227,0.38048,5,0.02863,0.0377,0.41007,10.09701,13.15935
"32","2018_Q1",75.1996721311475,"Up",1752530000,-1102637000,649893000,-465134000,-465134000,184759000,-33697000,-34541000,844000,151062000,264104000,25541000,289645000,296448000,296448000,296448000,753964000,753964000,1183514000,1183514000,677043000,2041179000,175626000,4655700000,787940000,5214719000,1282624000,3686372000,245723000,6002659000,10658359000,1226441000,882007000,14697000,329737000,581102000,598688000,2406231000,2986702000,882246000,456698000,425548000,3868948000,6275179000,4383180000,10658359000,289645000,71117000,-265298000,189948000,285412000,-33921000,249871000,-1.86264514923096e-09,215950000,-73410000,97331000.0000001,-105023000,-85732000,415630000,433071000,-1146000,431925000,255876000,3567804000,386362000,0.37083,0.10542,0.16915,0.06763,0.02781,1.3033,1.93485,1.43165,0.33474,1.53754,1.51069,9.0896,2.00389,0.38075,7,0.04187,0.04374,0.24763,10.99689,15.22979
"33","2018_Q2",70.564375,"Down",1921579000,-1212638000,708941000,-514149000,-514149000,194792000,-34035000,-33749000,-286000,160757000,160757000,-29322000,131435000,131435000,131435000,131435000,367222000,367222000,1414941000,1414941000,972893000,196943000,196943000,2951999000,1030645000,6560396000,1609728000,4682939000,267729000,7591041000,10543040000,1327675000,997704000,24955000,305016000,426251000,326662000,2080588000,3032003000,984827000,536970000,447857000,4016830000,6097418000,4445622000,10543040000,131435000,98023000,7314000,-201577000,35195000,-55996000,-66316000,-13710000,-136022000,-72691000,-154934000,-44977000,-289103000,-389930000,-389930000,3188000,-386742000,292815000,3458254000,64564000,0.36894,0.10137,0.0684,0.02957,0.01247,0.49122,1.41883,1.37156,0.32801,0.68708,0.67584,10.04507,0.33751,0.37999,5,0.02296,0.00726,0.55306,10.55626,15.86837
"34","2018_Q3",76.5506349206349,"Up",1514186000,-955062000,559124000,-349652000,-349652000,209472000,-24542000,-29396000,4854000,184930000,184930000,-40500000,144430000,139958000,139958000,139958000,242814000,242814000,1281260000,1281260000,764053000,159601000,159601000,2447728000,805009000,5220433000,1228605000,3715365000,276463000,6025442000,8473170000,1234259000,938425000,11717000,284117000,284630000,295038000,1813927000,2974940000,843712000,435101000,408611000,3818652000,5632579000,2840591000,8473170000,144430000,39905000,3089000.00000003,-47879000,139545000,-37957000,-172000,-51999.9999999981,-38181000,-69631000,-141482000,-7e+08,-227734000,-126370000,-130739000,6331000,-124408000,249377000,3259570000,204041000,0.36926,0.13834,0.09243,0.04927,0.01652,1.45787,1.34941,1.98289,0.38469,0.92233,0.90918,9.97856,1.34464,0.45887,6,0.03018,0.02938,0.49751,12.09717,14.40171
"35","2018_Q4",76.164126984127,"Down",1747403000,-1100883000,646520000,-426445000,-426445000,220075000,-27059000,-29132000,2073000,193016000,193016000,-35711000,157305000,157305000,157305000,157305000,209277000,209277000,1283775000,1283775000,803981000,162016000,162016000,2459049000,806737000,5195984000,1195850000,3719598000,280536000,6002721000,8461770000,1279069000,948640000,16300000,314129000,298659000,312577000,1890305000,2981923000,841608000,429842000,411766000,3823531000,5713836000,2747934000,8461770000,157305000,68090000,5443000,13106000,243944000,-35922000,0,0,-35922000,-70804000,14033000,-147794000,-232476000,-24454000,-2.8e+07,-5537000,-33537000,288165000,3280582000,301060000,0.36999,0.12594,0.09002,0.05724,0.01859,1.91386,1.30087,2.07932,0.38769,1.0676,1.05251,11.85934,2.04325,0.48054,6,0.0332,0.04382,0.45011,10.65815,13.95572
"36","2019_Q1",81.0988524590164,"Up",1808950000,-1163979000,644971000,-426198000,-426198000,218773000,-32098000,-29814000,-2284000,186675000,186675000,-28700000,157975000,141569000,141569000,141569000,396221000,396221000,1231859000,1231859000,748796000,126878000,126878000,2503754000,806497000,5055520000,1134256000,3677328000,243936000,5862017000,8365771000,1293651000,969531000,13854000,310266000,220318000,313452000,1827421000,2943660000,826024000,393629000,432395000,3769684000,5597105000,2768666000,8365771000,157975000,76562000,-44504000,180476000,370509000,-35211000,1868000,-2012000,-35355000,-70444000,-78339000,-2206000,-148525000,186629000,180281000,6663000,186944000,295335000,3163978000,469300000,0.35654,0.12094,0.07826,0.05113,0.01692,3.31499,1.3701,2.02159,0.37821,1.29746,1.27932,16.5788,4.30108,0.64561,5,0.03137,0.06944,0.49759,9.37158,12.65127
"37","2019_Q2",90.4614285714286,"Up",1724757000,-1101215000,623542000,-408466000,-408466000,215076000,-29812000,-30918000,1106000,185264000,138318000,-32613000,105705000,105705000,105705000,105705000,243014000,243014000,1272053000,1272053000,828298000,186101000,141891000,2529466000,797682000,5330763000,1149136000,3777277000,404350000,6128445000,8657911000,1242669000,952162000,14566000,275941000,346255000,357998000,1946922000,2940967000,932569000,403732000,528837000,3873536000,5820458000,2837453000,8657911000,105705000,67738000,55128000,-204047000,24524000,-36952000,-172838000,-7900000,-217690000,-69809000,125893000,0,36067000,-157099000,-157099000,3892000,-153207000,282814000,3287222000,74428000,0.36152,0.1247,0.06129,0.03725,0.01221,0.70411,1.29921,2.0513,0.37968,0.72856,0.71952,11.88774,0.51299,0.48115,3,0.02487,0.01055,0.66041,10.76399,14.1541
"38","2019_Q3",90.93265625,"Up",1810706000,-1138113000,672593000,-396634000,-396634000,275959000,-26220000,-30809000,4589000,249739000,249739000,-51654000,198085000,198085000,198085000,198085000,321326000,321326000,1288755000,1288755000,849266000,163904000,163904000,2623251000,815003000,5337796000,1129352000,3795588000,412856000,6152799000,8776050000,1267819000,960432000,20938000,286449000,357700000,329596000,1955115000,2946493000,919171000,391293000,527878000,3865664000,5820779000,2955271000,8776050000,198085000,67769000,8435000,-65580000,208709000,-51507000,-18248000,0,-69755000,-69921000,11457000.0000001,0,-60596000,78358000,78358000,-45999.9999999995,78312000,343728000,3304193000,278295000,0.37145,0.1524,0.1094,0.06703,0.02257,1.40493,1.34174,1.96963,0.3765,1.36265,1.34595,12.4561,1.91443,0.481,8,0.03733,0.03877,0.35298,8.67799,10.80909
"39","2019_Q4",102.06109375,"Up",1825345000,-1151857000,673488000,-390775000,-390775000,282713000,-24783000,-30147000,5364000,257930000,257930000,-51924000,206006000,206006000,206006000,206006000,340532000,340532000,1269150000,1269150000,816563000,159747000,159747000,2585992000,820582000,5262727000,1080130000,3760428000,422169000,6083309000,8669301000,1304073000,952708000,24173000,327192000,182700000,338529000,1825302000,2908729000,917628000,388190000,529438000,3826357000,5651659000,3017643000,8669302000,206006000,66787000,7876000,70196000,350865000,-45979000,-383000,-2250000,-48612000,-71342000,-198280000,0,-277901000,24352000,24352000,-5146000,19206000,349500000,3091429000,425641000,0.36896,0.15488,0.11286,0.06827,0.02376,2.06616,1.41675,1.87287,0.35659,1.41708,1.40067,12.5562,2.9279,0.49075,8,0.03947,0.06057,0.34631,7.87095,9.73035
"40","2020_Q1",101.455322580645,"Down",1775589000,-1124274000,651315000,-403223000,-403223000,248092000,-27527000,-29418000,1891000,220565000,197022000,-28900000,168122000,168122000,168122000,168122000,397253000,397253000,1217190000,1217190000,806141000,127846000,127846000,2548430000,842318000,5278729000,1055014000,3783347000,440368000,6121047000,8669477000,1558490000,920593000,17748000,620149000,84700000,104901000,1748091000,2985716000,903010000,374036000,528974000,3888726000,5636817000,3032660000,8669477000,168122000,69993000,24911000,98182000,361208000,-23980000,-24218000,0,-48198000,-71125000,-32363000,-143280000,-255612000,57398000,57398000,-677000,56721000,318085000,3070416000,421187000,0.36682,0.13972,0.09469,0.05544,0.01939,2.50525,1.45784,1.8587,0.35416,1.15975,1.14518,12.24848,2.90546,0.49064,8,0.03415,0.06012,0.42306,8.40393,10.77489
"41","2020_Q2",88.7938095238095,"Down",1655939000,-1043696000,612243000,-386941000,-386941000,225302000,-18353000,-26085000,7732000,206949000,213500000,-37221000,176279000,176279000,176279000,176279000,508907000,508907000,1222154000,1222154000,852075000,122864000,122864000,2.706e+09,841813000,5396440000,1096140000,3860817000,439483000,6238253000,8944253000,1238524000,947006000,16295000,275223000,5e+08,355837000,2094361000,2963018000,906193000,390586000,515607000,3869211000,5963572000,2980681000,8944253000,176279000,68752000,-20657000,-148511000,75863000,-38940000,-191571000,892626.632071685,-230511000,-70899000,415300000,-52916000,280954000,126306000,126306000,-14652000,111654000,294054000,3463018000,143824000,0.36973,0.13606,0.10645,0.05914,0.01971,0.81589,1.29204,2.00074,0.38718,1.22196,1.2092,11.47893,0.99698,0.49147,7,0.03363,0.01957,0.4022,10.04615,13.11178
"42","2020_Q3",103.450625,"Up",1499175000,-947577000,551598000,-366740000,-366740000,184858000,-27248000,-27983000,735000,157610000,156829000,-32063000,124766000,124766000,124766000,124766000,649032000,649032000,1142583000,1142583000,885972000,121858000,121858000,2799445000,858274000,5456414000,1084834000,3919851000,451729000,6314688000,9114133000,1233083000,912588000,35660000,284835000,5.05e+08,375678000,2113761000,3000870000,909975000,367360000,542615000,3910845000,6024606000,3089527000,9114133000,124766000,67603000,14086000,65354000,271809000,-37345000,-30418000,-484591.899371702,-67763000,-70671000,5e+06,0,-67458000,136588000,136588000,3537000,140125000,252461000,3505870000,312533000,0.36793,0.12331,0.08322,0.04038,0.01369,2.50495,1.32439,1.95001,0.38466,0.8667,0.86084,10.41419,2.17105,0.49092,5,0.02604,0.04164,0.56643,11.31596,15.45423
"43","2020_Q4",115.2771875,"Up",1748256000,-1089527000,658729000,-381831000,-381831000,276898000,-25344000,-26764000,1420000,251554000,250997000,-50697000,200300000,200300000,200300000,200300000,427501000,427501000,1203429000,1203429000,838539000,135515000,135515000,2604984000,879620000,5501367000,1065815000,3966890000,468662000,6380987000,8985971000,1241250000,899814000,11199000,330237000,90500000,434621000,1766371000,3047216000,925963000,352652000,573311000,3973179000,5739550000,3246421000,8985971000,200300000,69489000,9218000,60240000,339247000,-42189000,-21285000,-1250000,-64724000,-71458000,-414489000,0,-496832000,-222309000,-222309000,778000,-221531000,346387000,3137716000,415135000,0.37679,0.15839,0.11457,0.0617,0.02229,2.07257,1.47477,1.76796,0.34918,1.39066,1.37928,12.13797,2.88224,0.49613,6,0.03718,0.05679,0.35675,7.82424,9.78777
"44","2021_Q1",124.085573770492,"Up",1780390000,-1128941000,651449000,-405520000,-405520000,245929000,-25521000,-27534000,2013000,220408000,220408000,-38302000,182106000,182106000,182106000,182106000,513075000,513075000,1137223000,1137223000,835804000,133085000,133085000,2619187000,897326000,5635561000,1083772000,4072542000,479247000,6532887000,9152074000,1553953000,853942000,17670000,682341000,-162208802.396828,184845000,1738798000,3108829000,918674000,348360000,570314000,4027503000,5766301000,3385773000,9152074000,182106000,73207000,3306000,159272000,417891000,-24611000,-92512000,-1258000,-118381000,-71284000,-90510999.9999999,-53363000,-222954000,76555999.9999999,76556000,9018000,85574000,319136000,3108829000,492099000,0.3659,0.13813,0.10228,0.05379,0.0199,2.70227,1.50632,1.7031,0.33969,1.26503,1.25044,12.36777,3.41845,0.49519,7,0.03418,0.06638,0.39144,8.13369,10.55489
"45","2021_Q2",144.292222222222,"Up",1867901000,-1146353000,721548000,-408998000,-408998000,312550000,-23300000,-26143000,2843000,289250000,289250000,-56481000,232769000,232769000,232769000,232769000,536512000,536512000,1240516000,1240516000,900607000,137450000,137450000,2815085000,881131000,5574677000,1040057000,4046552000,488068000,6455808000,9270893000,1580161000,911074000,29026465.0243557,669087000,-191628435.423513,195201000,1775362000,3063374000,933013000,364102000,568911000,3996387000,5771749000,3499144000,9270893000,232769000,73806000,2490000,-131881000,177184000,-25415000,-144553181.339441,-4157000,-29572000,-71344000,210030660.987646,-21637000,-124239000,23373000,23373000,64000,23437000,386356000,3063374000,285541000,0.38629,0.16733,0.12462,0.06652,0.02511,1.22671,1.58564,1.64947,0.33043,1.61909,1.60599,12.99274,1.98616,0.49625,8,0.04057,0.03809,0.3065,6.54024,8.08466
"46","2021_Q3",162.476875,"Up",2031676000,-1259504000,772172000,-428042000,-428042000,344130000,-20786000,-25719000,4933000,323344000,323344000,-58836000,264508000,264508000,264508000,264508000,601359000,601359000,1329051000,1329051000,977831000,151291000,151291000,3059532000,895551000,5674917000,1049109000,4126691000,499117000,6570468000,9.63e+09,1712094000,1006557000,30612000,674925000,-93173467.2517829,189317000,1901411000,3083246000,926039000,361433000,564606000,4009285000,5910696000,3719304000,9.63e+09,264508000,71519000,6410000,-82364000,260073000,-41728000,-81187000,1284000,-121631000,-71354000,300081415.428534,-3.72529029846191e-09,-75949000,62493000,62493000,2354000,64847000,415649000,3083246000,350393000,0.38007,0.16938,0.13019,0.07112,0.02747,1.3247,1.60909,1.58919,0.32017,1.83986,1.82497,14.13192,2.43726,0.49632,7,0.04346,0.04534,0.26976,5.97111,7.21206
"47","2021_Q4",166.94765625,"Up",2018269000,-1263690000,754579000,-412553000,-412553000,342026000,-14507000,-24967000,10460000,327519000,327519000,-63763000,263756000,263756000,263756000,263756000,739144000,739144000,1351144000,1351144000,1055831000,153296000,153296000,3299415000,906268000,5697300000,1036085000,4153846000,507369000,6603568000,9902983000,1810372000,1047824000,37382000,725166000,37741533.9466312,195509000,2005881000,3060184000,945100000,369986000,575114000,4005284000,6011165000,3891818000,9902983000,263756000,72911000,4184000,10478000,351329000,-47444000,-90100000,2105000,-135439000,-72107000,243713712.155156,0,-74610000,141280000,141280000,-3495000,137785000,414937000,3060184000,441734000,0.37387,0.16947,0.13068,0.06777,0.02663,1.67478,1.64487,1.54456,0.30902,1.83298,1.81625,14.02598,3.06984,0.50111,8,0.04253,0.05594,0.27339,5.59372,6.78615
"48","2022_Q1",161.89064516129,"Down",1989235000,-1267748000,721487000,-438685000,-438685000,282802000,-28427000,-25049000,-3378000,254375000,460713000,-97928000,362785000,362785000,362785000,362785000,385504000,385504000,1347514000,1347514000,1191095000,137596000,137596000,3061709000,957310000,6384608000,1359522000,4558822000,466264000,7341918000,10403627000,1917090000,1073568000,91999000,751523000,105702000.000001,227549000,2250341000,3018714000,945044000,412502000,532542000,3963758000,6214099000,4189528000,10403627000,362785000,71887000,-227051000,119658000,327279000,225174000,-940788000,9503000,-706111000,-72091000,1.05e+08,-9.31322574615479e-10,24918000,-353914000,-353914000,274000,-353640000,354689000,3124416000,797449000,0.3627,0.14217,0.18237,0.08659,0.03487,2.19813,1.36055,1.48325,0.30032,2.51551,2.48313,13.79315,5.52943,0.49987,5,0.05265,0.09656,0.19872,7.72201,9.68491
"49","2022_Q2",133.880967741935,"Down",2051901000,-1308707000,743194000,-443843000,-443843000,299351000,-23648000,-25777000,2129000,275703000,275703000,-49550000,226153000,226153000,226153000,226153000,289984000,289984000,1446670000,1446670000,1322347000,173483000,173483000,3232484000,960130000,6308433000,1311688000,4526137000,470608000,7268563000,10501047000,1888168000,1136553000,118050000,633565000,113480000,245274000,2246922000,2981922000,942427000,417483000,524944000,3924349000,6171271000,4329776000,10501047000,226153000,79003000,11435000,-292908000,23683000,-47204000,-1381504192.02278,241000,-46963000,-72203000,7778000,-20549795.0752773,-75204000,-98484000,-98484000,2964000,-95520000,378354000,3095402000,87792000,0.3622,0.14589,0.11022,0.05223,0.02154,0.3882,1.43863,1.42531,0.29477,1.57045,1.55474,14.24882,0.60965,0.50139,4,0.03566,0.01049,0.31927,7.4148,9.37167
"50","2022_Q3",126.8371875,"Down",2158715000,-1377432000,781283000,-424433000,-424433000,356850000,-21494000,-26040000,4546000,335356000,335356000,-45738000,289618000,289618000,289618000,289618000,515371000,515371000,1514455000,1514455000,1381607000,179563000,179563000,3590996000,963780000,6252645000,1294626000,4481451000,476568000,7216425000,10807421000,1900349000,1200612000,53461000,646276000,393654000,253632000,2547635000,2936124000,935139000,410811000,524328000,3871263000,6418898000,4388523000,10807421000,289618000,75291000,4659000,-190795000,178773000,-49475000,-8453000,-10962000,-68890000.0000001,-71853000,280174000,-8.5e+07,120469000,230352000,230352000,-4965000,225387000,432141000,3329778000,237609000,0.36192,0.16531,0.13416,0.06599,0.0268,0.82042,1.40954,1.46266,0.3081,2.01359,2.00194,15.00859,1.65199,0.49956,4,0.04177,0.02746,0.2481,6.51271,7.88681
