"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2019_Q2",79.7985714285714,"Up",6.61e+08,-365076000,295924000,-168305000,-108275000,-60030000,127619000,-15357000,-15786000,429000,112262000,112262000,-18602000,93660000,93660000,93660000,93660000,19628000,19628000,338082000,338082000,111665000,111665000,516270000,4331914000,6148394000,-1816480000,676108000,157953000,518155000,5008022000,5524292000,171532000,119629000,51903000,295500000,191159000,191159000,658191000,1285587000,1475734000,666438000,6.36e+08,2761321000,3419512000,1720747000,389177000,-5144000,2104780000,2104780000,5524292000,93660000,43846000,-2124000,-13091000,122291000,-83303000,-86343000,-26343000,-4e+06,3687851.13771319,-7300000,-37643000,-1695000,-1695000,-1695000,171465000,1581087000,93673000,0.44769,0.19307,0.14169,0.0445,0.01695,1.00014,0.78438,1.62464,0.28621,1.77302,1.76033,12.51301,39.84439,1.77327,0.49868,0.02325,0.01815,0.28126,9.10658,12.23532
"22","2019_Q3",82.820625,"Up",290560000,-82588000,207972000,-161081000,-101482000,-59599000,46891000,-16264000,-15399000,-865000,30627000,30627000,-6157000,24470000,24470000,24470000,24470000,11114000,11114000,169801000,169801000,145553000,145553000,376812000,4400648000,6241105000,-1840457000,669146000,157953000,511193000,5069794000,5446606000,104890000,67578000,37312000,2.93e+08,180463000,180463000,578353000,1285811000,1473979000,673939000,631653000,2759790000,3338143000,1726370000,387077000,-4984000,2108463000,2108463000,5446606000,24470000,44943000,-4331000,53798000,118880000,-100448000,-100991000,-26344000,-2500000,3019122.75531039,2441000,-26403000,-8514000,-8514000,-8514000,91834000,1578811000,51341000,0.71576,0.16138,0.08422,0.01161,0.00449,2.09812,0.65153,1.58321,0.28987,0.46265,0.45984,5.49356,39.86431,0.97069,0.49808,0.00985,0.00995,1.07658,17.07099,33.43279
"23","2019_Q4",83.45671875,"Up",248563000,-49607000,198956000,-160179000,-100486000,-59693000,38777000,-17180000,-15783000,-1397000,21597000,21597000,-4140000,17457000,17457000,17457000,17457000,12562000,12562000,130768000,130768000,189565000,189565000,389683000,4488468000,6336041000,-1847573000,655029000,157953000,497076000,5143497000,5533180000,109780000,62575000,47205000,3.95e+08,172975000,172975000,677755000,1285937000,1467607000,675613000,627788000,2753544000,3431299000,1728764000,377941000,-4824000,2101881000,2101881000,5533180000,17457000,45471000,-10794000,-4762000,47372000,-122046000,-121483000,-26368000,1.02e+08,2536000,-2609000,75559000,1448000,1448000,1448000,84248000,1680937000,-38420000,0.80042,0.156,0.07023,0.00831,0.00315,-2.20084,0.57496,1.63249,0.30379,0.32979,0.32773,4.6958,39.70833,-0.72582,0.49814,0.00835,-0.00732,1.51045,19.80314,43.02486
"24","2020_Q1",81.1074193548387,"Down",452607000,-190703000,261904000,-179933000,-118883000,119345000,81971000,-16856000,-15713000,-1143000,65115000,65115000,-13953000,51162000,51162000,51162000,51162000,17853000,17853000,250012000,250012000,182605000,182605000,506202000,4565226000,6433119000,-1867893000,636872000,157953000,478919000,5202098000,5708300000,168446000,120490000,47956000,516500000,187791000,187791000,872737000,1286064000,1420109000,682632000,621820000,2706173000,3578910000,1733620000,402509000,-6739000,2129390000,2129390000,5708300000,51162000,46135000,1080000,-76575000,21802000,-111525000,-114115000,-26369000,121500000,2580000,-107000.000000002,97604000,5291000,5291000,5291000,128106000,1802564000,-46041000,0.57866,0.18111,0.11304,0.02403,0.00896,-0.899910000000001,0.58002,1.68072,0.31578,0.96658,0.96037,8.55089,40.22954,-0.86983,0.49818,0.01449,-0.0086,0.5154,13.93152,21.77247
"25","2020_Q2",74.6015873015873,"Down",528168000,-226139000,302029000,-168825000,-104839000,-16473000,133204000,-21481000,-15693000,-5788000,111723000,111723000,-20046000,91677000,91677000,91677000,91677000,11069000,11069000,234327000,234327000,108881000,108881000,407667000,4634887000,6536625000,-1901738000,632351000,157953000,474398000,5267238000,5674905000,128862000,82088000,46774000,474695000,172596000,172596000,776153000,1286193000,1423547000,698877000,614805000,2709740000,3485893000,1730116000,465411000,-6515000,2189012000,2189012000,5674905000,91677000,47513000,2306000,41237000,182733000,-113517000,-113181000,-28543000,-41805000,-148792.249429021,-5988000,-76336000,-6784000,-6784000,-6784000,180717000,1760888000,128483000,0.57184,0.2522,0.17358,0.04188,0.01615,1.40147,0.52524,1.59245,0.31029,1.72953,1.72105,9.96412,41.29666,2.42389,0.53848,0.02237,0.02391,0.31134,9.68265,13.13638
"26","2020_Q3",68.5178125,"Down",273287000,-62510000,210777000,-166169000,-103517000,-15265000,44608000,-13449000,-15843000,2394000,31159000,31159000,-5834000,25325000,25325000,25325000,25325000,10454000,10454000,138885000,138885000,143464000,143464000,347389000,4707725000,6633738000,-1926013000,626498000,157953000,468545000,5334223000,5681612000,104632000,62710000,41922000,230500000,155623000,155623000,490755000,1581931000,1416939000,637975000,674889000,2998870000,3489625000,1736317000,461962000,-6292000,2191987000,2191987000,5681612000,25325000,47387000,1057000,22183000,95952000,-121426000,-121837000,-28547000,53555000,3299000,-3037000,25270000,-615000,-615000,-615000,91995000,1812431000,-1414000.00000003,0.77127,0.16323,0.09267,0.01155,0.00446,-0.05583,0.70787,1.59199,0.319,0.47735,0.47546,5.15121,41.31693,-0.0266500000000005,0.53808,0.00994,-0.000259999999999993,1.12723,19.58777,40.39583
"27","2020_Q4",70.78109375,"Up",244640000,-40485000,204155000,-163476000,-100285000,-15193000,40679000,-15344000,-15542000,198000,25335000,25335000,-4256000,21079000,21079000,21079000,21079000,6184000,6184000,106777000,106777000,201251000,201251000,369704000,4779832000,6735032000,-1955200000,614228000,157953000,456275000,5394060000,5763764000,123043000,65311000,57732000,3.08e+08,144671000,144671000,575714000,1582193000,1405840000,642309000,665274000,2988033000,3563747000,1751881000,454205000,-6069000,2200017000,2200017000,5763764000,21079000,47998000,-4932000,-17501000,46644000,-113972000,-112794000,-28608000,77500000,13026000,-38000,61880000,-4270000,-4270000,-4270000,88677000,1890193000,-38540000,0.83451,0.16628,0.08616,0.00958,0.00366,-1.82836,0.64217,1.61987,0.32794,0.39628,0.39469,4.59919,41.35992,-0.72455,0.53783,0.00904,-0.00701,1.35718,21.24575,46.31404
"28","2021_Q1",68.8245901639344,"Down",484173000,-208311000,275862000,-190837000,-122474000,-16380000,85025000,-15251000,-15427000,176000,69774000,69774000,-11443000,58331000,58331000,58331000,58331000,7992999.99999997,7992999.99999997,292985000,292985000,186125000,186125000,539869000,4867057000,6838603000,-1971546000,621786000,157953000,463833000,5488843000,6028712000,216113000,152313000,63800000,418225000,162741000,162741000,797079000,1582428000,1415894000,656806000,661451000,2998322000,3795401000,1757453000,483635000,-7777000,2233311000,2233311000,6028712000,58331000,51983000,4474000,-75617000,39170999.9999999,-122430000,-122560000,-28674000,110903000,3058000,-89000,85198000.0000001,1809000.00000003,1809000.00000003,1809000.00000003,137008000,2000653000,-49596000.0000001,0.56976,0.17561,0.12048,0.02612,0.00968,-0.850249999999998,0.67731,1.69945,0.33185,1.0948,1.08946,9.08733,41.9165,-0.930860000000002,0.53818,0.0154,-0.00877999999999999,0.49157,14.54411,23.43617
"29","2021_Q2",73.2128571428571,"Up",625293000,-314069000,311224000,-180879000,-110886000,-17727000,130345000,-15845000,-15440000,-405000,114500000,114500000,-18925000,95575000,95575000,95575000,95575000,704911000,704911000,279591000,279591000,123022000,123022000,1158671000,4910655000,6.915e+09,-2004345000,2610578000,157953000,2452625000,7521233000,8679904000,293814000,227955000,65859000,4.47e+08,138222000,138222000,879036000,4082661000,1421608000,685901000,645847000,5504269000,6383305000,1756008000,548068000,-7477000,2296599000,2296599000,8679904000,95575000,52266000,15023000,-1822129000,-1659265000,-99093000,-101203000,-30882000,2527670000,9766417.07248056,-39402000,2457386000,696918000,696918000,696918000,182611000,4529661000,-1719686000,0.49773,0.20845,0.15285,0.04162,0.01101,-17.99305,1.31812,2.77946,0.52186,1.79073,1.78595,11.71575,43.03003,-32.22075,0.57862,0.01533,-0.2085,0.32312,20.9448,29.34328
"30","2021_Q3",68.3153125,"Down",315646000,-93701000,221945000,-170843000,-103534000,-16437000,51102000,-14545000,-14996000,451000,36557000,36557000,-6464000,30093000,30093000,30093000,30093000,209070000,209070000,160647000,160647000,181919000,181919000,603711000,4989344000,7023340000,-2033996000,2590594000,157953000,2432641000,7579938000,8183649000,260966000,158353000,102613000,437051385.309438,108339000,108339000,369305000,4082830000,1414248000,670672000,661454000,5497078000,5866383000,1777446000,546998000,-7178000,2317266000,2317266000,8183649000,30093000,50872000,-269000.000000004,1220999.99999976,81916999.9999998,-117946000,-117941000,-30903000,-4.47e+08,18122000,-36000,-459817000,-495841000,-495841000,-495841000,101974000,4082830000,-8287000,0.70315,0.1619,0.09534,0.01299,0.00368,-0.275379999999998,1.63472,2.5316,0.4989,0.56383,0.56233,5.91407,43.41726,-0.155270000000009,0.57901,0.00781,-0.00106000000000001,1.02692,37.98772,75.80447
"31","2021_Q4",67.27,"Down",273923000,-59399000,214524000,-172717000,-105732000,-15835000,41807000,-17197000,-15392000,-1805000,24610000,24610000,-4357000,20253000,20253000,20253000,20253000,6467000,6467000,118383000,118383000,575402000,498022000,752890000,5078110000,7138445000,-2060335000,2302918000,157953000,2144965000,7381028000,8133918000,196918000,127544000,69374000,3.36e+08,187218000,187218000,720136000,3683137000,1415547000,677034000,664140000,5098684000,5818820000,1786012000,535964000,-6878000,2315098000,2315098000,8133918000,20254000,51150000,-4521000,-50112000,16771000,-130662000,-130255000,-31047000,-6.4e+07,5982000,-54000,-89119000,-202603000,-202603000,-202603000,92957000,4019137000,-83460000,0.78315,0.15262,0.07394,0.00875,0.00249,-4.12087,1.04548,2.51342,0.49412,0.37845,0.37773,5.11853,43.25992,-1.55953,0.58014,0.00662,-0.01077,1.53296,43.16695,95.98082
"32","2022_Q1",78.4153225806452,"Up",593735000,-307837000,285898000,-198894000,-129524000,-16425000,87004000,-15921000,-14473000,-1448000,71083000,71083000,-10570000,60513000,60513000,60513000,60513000,8852000,8852000,341756000,341756000,1819064000,1819064000,2224564000,5190835000,7274268000,-2083433000,986721000,157953000,828768000,6177556000,8402120000,325589000,258554000,67035000,494011000,152803000,152803000,972403000,3683378000,1396807000,695284000,666297000,5080185000,6052588000,1790898000,565161000,-6527000,2349532000,2349532000,8402120000,60512000,52945000,3816000,-92353000,24919999.9999999,-147545000,-151684000,-31080000,1.58e+08,2558000,-329000,129149000,2385000,2385000,2385000,139949000,4177389000,-89379000,0.48152,0.14654,0.10192,0.02576,0.0072,-1.47702,2.2877,2.57608,0.49718,1.11458,1.11405,10.93596,43.27584,-1.64626,0.57246,0.01156,-0.01128,0.51361,29.78611,47.91202
"33","2022_Q2",84.0520967741935,"Up",971459000,-639946000,331513000,-190756000,-115095000,-18524000,140757000,-19740000,-15595000,-4145000,121017000,121017000,-22083000,98934000,98934000,98934000,98934000,12447000,12447000,494696000,494696000,1713140000,1713140000,2274470000,5263613000,7365981000,-2102368000,929551000,157953000,771598000,6193164000,8467634000,284909000,209756000,75153000,1905176000,178681000,178681000,2368766000,2283620000,1365858000,698765000,638625000,3649478000,6018244000,1825312000,630536000,-6458000,2449390000,2449390000,8467634000,98934000,57137000,-12370000,-36065000,107636000,-113307000,-113366000,-33285000,11165000,34468000,-3023000,9325000,3595000,3595000,3595000,197894000,4188796000,70605000,0.34125,0.14489,0.10184,0.04039,0.01168,0.71366,0.96019,2.45704,0.49468,1.84053,1.83752,18.07265,45.5675,1.31351,0.61922,0.01652,0.00882,0.33644,21.10397,29.67063
"34","2022_Q3",79.67640625,"Down",428975000,-188251000,240724000,-182155000,-110579000,-16533000,58569000,-20303000,-16320000,-3983000,38266000,38266000,-6191000,32075000,32075000,32075000,32075000,7385000,7385000,242671000,242671000,1835998000,1835998000,2148873000,5357030000,7494631000,-2137601000,905509000,157953000,747556000,6262539000,8411412000,244608000,186425000,58183000,1890111000,193566000,193566000,2328285000,2283865000,1345666000,690751000,629784000,3629531000,5957816000,1831219000,628805000,-6428000,2453596000,2453596000,8411412000,32075000,55043000,-19119000,111042000,179041000,-137753000,-138135000,-33536000,-15065000,2636000.00000001,-3000,-45968000,-5062000,-5062000,-5062000,113612000,4173976000,93092000,0.56116,0.13653,0.07477,0.01307,0.00381,2.90232,0.92294,2.4282,0.49623,0.59484,0.59365,7.95547,45.50269,1.72642,0.62194,0.00823,0.01168,1.04555,36.67386,71.13987
