"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_investment_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"23","2016_Q3",109.8690625,"Up",229710000,-160961000,68749000,-45470000,-28001000,-17469000,23279000,946000,-31000,977000,24225000,24225000,-8637000,15588000,15588000,15588000,15588000,89337000,89337000,102943000,102943000,100649000,10899000,7602000,303828000,178719000,590284000,-411565000,130235000,132325000,86442000,2721000,441279000,745107000,95369000,58928000,7260000,29181000,360000,360000,95729000,44520000,43672000,848000,45938000,141667000,603440000,22934000,580506000,603440000,603440000,745107000,15588000,8591000,2385000,-19181000,7383000,-10177000,-5771000,-15294000,-7283000,-7299000,1344000,-14691000,-22602000,-22602000,17000,-22585000,31870000,1418000,11149000,0.29929,0.10134,0.06786,0.02583,0.02092,0.71523,3.17383,0.23477,0.0019,0.8364,0.83123,12.32548,32.3786,0.59822,0.39078,0.03522,0.01717,0.46722,-2.75868,-3.77675
"24","2016_Q4",112.517936507937,"Up",277981000,-185895000,92086000,-51649000,-32251000,-19398000,40437000,950000,-31000,981000,41387000,41387000,-14596000,26791000,26791000,26791000,26791000,113988000,104321000,114543000,114543000,94906000,8441000,5109000,331878000,182468000,597340000,-414872000,125637000,131250000,86442000,2913000,439355000,771233000,104023000,65866000,7257000,30900000,363000,363000,104386000,44470000,43657000,813000,45797000,150183000,621050000,21756000,599294000,621050000,621050000,771233000,26791000,8765000,2422000,5069000,43047000,-12743000,-4876000,-17893000,-7261000,-1857000,1650000,-9207000,15947000,15947000,-963000,14984000,49202000,1327000,56124000,0.33127,0.14547,0.09638,0.04314,0.03474,2.09488,3.17933,0.24182,0.00172,1.43929,1.43244,14.93397,33.36467,3.01515,0.39008,0.05106,0.08416,0.27102,-2.28976,-2.78609
"25","2017_Q1",120.80064516129,"Up",262240000,-182443000,79797000,-49063000,-30691000,-18372000,30734000,985000,-29000,1014000,31719000,31719000,-11101000,20618000,20618000,20618000,20618000,154191000,140652000,98325000,98325000,88684000,13904000,13904000,355104000,184213000,605045000,-420832000,120197000,130973000,86442000,2712000,435383000,790487000,101926000,62026000,7280000,32620000,365000,365000,102291000,48987000,48186000,801000,50222000,152513000,637974000,25332000,612642000,637974000,637974000,790487000,20618000,9010000,9994000,10255000,49877000,-10772000,2216000,-8489000,-7256000,2936000,2936000,-4410000,36978000,36978000,-647000,36331000,39744000,1235000,50328000,0.30429,0.1172,0.07862,0.03232,0.02608,2.44097,3.47151,0.23906,0.00156,1.10505,1.09781,14.0551,34.19305,2.6974,0.38889,0.0405,0.07313,0.35193,-3.84853,-4.97677
"26","2017_Q2",122.376349206349,"Up",225570000,-159675000,65895000,-46568000,-28433000,-18135000,19327000,1201000,-26000,1227000,20528000,20528000,-6988000,13540000,13540000,13540000,13540000,166983000,140966000,92368000,92368000,95359000,8141000,8141000,362851000,186132000,610417000,-424285000,115387000,129803000,86442000,2650000,431322000,794173000,99637000,63149000,7852000,28636000,358000,358000,99995000,48844000,48106000,738000,49995000,149990000,644183000,27060000,617123000,644183000,644183000,794173000,13540000,8728000,2079000,2053000,26400000,-10754000,-8075000,-18849000,-7280000,980000,980000,-6390000,1161000,1161000,-847000,314000,28055000,1151000,26342000,0.29213,0.08568,0.06003,0.02102,0.01705,1.94549,3.62869,0.23284,0.00145,0.72461,0.72071,12.0716,34.4741,1.40972,0.3896,0.02999,0.03795,0.53767,-5.91096,-8.58033
"27","2017_Q3",118.79253968254,"Down",246513000,-173696000,72817000,-48706000,-30247000,-18459000,24111000,630000,-545000,1175000,24741000,24741000,-8754000,15987000,15987000,15987000,15987000,123451000,86275000,110349000,110349000,105744000,8776000,8776000,348320000,202480000,614396000,-411916000,115072000,159165000,99975000,2680000,476717000,825037000,105907000,67471000,7859000,30577000,352000,352000,106259000,61628000,59076000,2552000,62695000,168954000,656083000,28341000,627742000,656083000,656083000,825037000,15987000,9703000,1804000,-13132000,14362000,-21265000,-10547000,-63066000,-7853000,556000,2238000,-7389000,-56093000,-56093000,1402000,-54691000,33814000,1067000,8171000,0.29539,0.09781,0.06485,0.02437,0.01938,0.5111,3.27803,0.25752,0.00129,0.85446,0.84942,13.17547,35.0659,0.43672,0.41972,0.03317,0.01137,0.49121,-3.61933,-5.07586
"28","2017_Q4",129.697777777778,"Up",295415000,-200651000,94764000,-56964000,-35159000,-21805000,37800000,1342000,-79999.9999999999,1422000,39142000,39142000,-13838000,25304000,25304000,25304000,25304000,143471000,92614000,126236000,126236000,107179000,8202000,8202000,385088000,219193000,638105000,-418912000,95277000,166226000,101853000,2794000,480696000,865784000,127977000,81285000,7866000,32913000,345000,345000,128322000,61034000,58641000,2393000,62016000,190338000,675446000,28966000,646480000,675446000,675446000,865784000,25304000,9629000,2045000,5598000,42576000,-23747000,6034000,-28901000,-7859000,-165000,1527000,-8115000,5560000,5560000,779000,6338999.99999999,47429000,982000,43118000,0.32078,0.12796,0.08566,0.03746,0.02923,1.704,3.00095,0.2818,0.00113,1.35113,1.34267,15.77397,36.0661,2.30233,0.41964,0.04497,0.05847,0.31058,-3.00426,-3.76955
"29","2018_Q1",130.249180327869,"Up",316726000,-219179000,97547000,-60678000,-37398000,-23280000,36869000,920000,-545000,1465000,37789000,37789000,-13446000,24343000,24343000,24343000,24343000,150075000,90962000,124553000,124553000,103268000,3936000,3936000,381832000,227581000,653889000,-426308000,91168000,166647000,102511000,2864000,485396000,867228000,118704000,72729000,7838000,38137000,340000,340000,119044000,64958000,62705000,2253000,65862000,184906000,682322000,17382000,664940000,682322000,682322000,867228000,24343000,10151000,10030000,-2513000,42011000,-14479000,-4338000,-24503000,-7867000,-12369000,2486000,-20319000,-2811000,-2811000,1159000,-1652000,47020000,904000,43474000,0.30799,0.11641,0.07686,0.03568,0.02807,1.78589,3.20749,0.271,0.00104,1.30149,1.29415,16.9336,36.48,2.32432,0.42061,0.04305,0.05811,0.32317,-3.1725,-4.04597
"30","2018_Q2",132.4746875,"Up",265210000,-191931000,73279000,-52051000,-30932000,-21119000,21228000,1998000,509000,1489000,23226000,23226000,13023000,36249000,36249000,36249000,36249000,130534000,81089000,109709000,109709000,113049000,3800000,3800000,357092000,229841000,659058000,-429217000,112216000,165868000,102511000,2904000,507925000,865017000,109903000,68033000,8400000,33470000,339000,339000,110242000,46579000,44462000,2117000,47394000,157636000,707381000,18589000,688792000,707381000,707381000,865017000,36249000,11152000,-16803000,-4491000,26107000,-13577000,-11769000,-25319000,-7838000,253000.000000002,253000,-7675000,-6887000,-6887000,-2986000,-9873000,32380000,815000,1289000,0.27631,0.08004,0.13668,0.05124,0.04191,0.03556,3.23916,0.22284,0.00094,1.94198,1.9304,14.20819,37.89676,0.0690599999999999,0.41991,0.05841,0.00171,0.21623,-4.00615,-6.11075
"31","2018_Q3",138.605396825397,"Up",266101000,-188823000,77278000,-53737000,-31511000,-22226000,23541000,1460000,-33000,1493000,25001000,25001000,-7168000,17833000,17833000,17833000,17833000,125776000,75205000,126245000,126245000,116086000,6493000,6493000,374600000,231561000,669598000,-438037000,116583000,164805000,102511000,2772000,512949000,887549000,114686000,72653000,8413000,33620000,347000,347000,115033000,49423000,47347000,2076000,50334000,165367000,722182000,22256000,699926000,722182000,722182000,887549000,17833000,10208000,4983000,-17234000,15790000,-11212000,-5950000,-17103000,-8401000,2707000,2707000,-5792000,-7105000,-7105000,1221000,-5884000,33749000,911000,12471000,0.29041,0.08847,0.06702,0.02469,0.02009,0.69932,3.25646,0.22898,0.00103,0.95445,0.94846,14.24219,38.65243,0.66747,0.44964,0.03396,0.01614,0.47109,-3.69981,-5.30415
"32","2018_Q4",142.089841269841,"Up",306239000,-211764000,94475000,-59606000,-35243000,-24363000,34869000,1496000,-209000,1705000,36365000,36365000,-10236000,26129000,26129000,26129000,26129000,125899000,95628000,131776000,131776000,116194000,6857000,6857000,380726000,237268000,682269000,-445001000,132456000,163782000,102511000,2625000,533506000,914232000,122750000,79489000,8415000,34846000,336000,336000,123086000,52238000,50228000,2010000,53071000,176157000,738075000,23047000,715028000,738075000,738075000,914232000,26129000,10569000,4863000,1832000,43393000,-16660000,3909000,-12666000,-8413000,-193000,2601000,-8696000,22031000,22031000,-1605000,20426000,45438000,833000,40846000,0.3085,0.11386,0.08532,0.0354,0.02858,1.56324,3.09317,0.23867,0.00091,1.39735,1.38814,16.37729,39.47136,2.18439,0.44992,0.04366,0.05163,0.32198,-2.75245,-3.58674
"33","2019_Q1",143.164754098361,"Up",300715000,-209461000,91254000,-60117000,-35476000,-24641000,31137000,2423000,843000,1580000,33560000,33560000,-10175000,23385000,23385000,23385000,23385000,132527000,111479000,132342000,132342000,112884000,5044000,5044000,382797000,242673000,570295000,-327622000,143508000,163035000,102511000,2762000,549216000,932013000,117575000,69592000,8438000,39545000,324000,324000,117899000,54270000,52322000,1948000,55023000,172922000,759091000,27340000,731751000,759091000,759091000,932013000,23385000,11010000,4201000,-519000,38077000,-15934000,-2e+06,-18051000,-8414000,3333000,3333000,-5173000,14853000,14853000,995000,15848000,42147000,753000,35869000,0.30346,0.10354,0.07776,0.03081,0.02509,1.53385,3.24682,0.2278,0.00081,1.24873,1.2396,16.05783,40.53458,1.91536,0.4493,0.03906,0.04406,0.3598,-3.12653,-4.23207
"34","2019_Q2",150.51746031746,"Up",271612000,-194749000,76863000,-54781000,-30685000,-24096000,22082000,1013000,-27000,1040000,23095000,23095000,-5569000,17526000,17526000,17526000,17526000,137179000,124714000,117764000,117764000,117842000,4683000,4683000,377468000,242940000,707078000,-464138000,151251000,162325000,102511000,2907000,556516000,933984000,109554000,65149000,9389000,35016000,322000,322000,109876000,54891000,53003000,1888000,55563000,165439000,768545000,30016000,738529000,768545000,768545000,933984000,17526000,10774000,3631000,880000,32811000,-11260000,-388000,-11884000,-8438000,1704000,1704000,-6817000,14110000,14110000,-875000,13235000,32856000,672000,28045000,0.28299,0.0813,0.06453,0.0228,0.01876,1.60019,3.4354,0.21526,0.00072,0.93397,0.92745,14.47439,40.9563,1.49454,0.44967,0.03151,0.03403,0.48146,-4.15471,-6.18182
"35","2019_Q3",171.41078125,"Up",276302000,-197054000,79248000,-54477000,-31950000,-22527000,24771000,2757000,-25000,2782000,27528000,27528000,-7174000,20354000,20354000,20354000,20354000,148883000,126655000,130204000,130204000,123104000,4904000,4904000,407095000,246169000,721376000,-475207000,138044000,161404000,102511000,2816000,545617000,952712000,111904000,68348000,9405000,34151000,299000,299000,112203000,54783000,52932000,1851000,55394000,167597000,785115000,35243000,749872000,785115000,785115000,952712000,20354000,11116000,1214000,-15236000,17448000,-14213000,3994000,-10190000,-9387000,4222000,4222000,-5249000,2009000,2009000,-68000,1941000,35887000,611000,13612000,0.28682,0.08965,0.07367,0.02592,0.02136,0.66876,3.6282,0.21347,0.00064,1.08295,1.07744,14.70082,41.77255,0.72424,0.49944,0.03538,0.01619,0.46119,-4.13164,-5.98571
"36","2019_Q4",178.2278125,"Up",326701000,-225352000,101349000,-62307000,-37066000,-25241000,39042000,3925000,1972000,1953000,42967000,42967000,-12095000,30872000,30872000,30872000,30872000,196906000,156097000,146553000,146553000,119190000,4146000,4146000,466795000,250652000,737171000,-486519000,117096000,161147000,102511000,2915000,528895000,995690000,130206000,80237000,9413000,40556000,330000,330000,130536000,54773000,53009000,1764000,55487000,186023000,809667000,37840000,771827000,809667000,809667000,995690000,30872000,11484000,2197000,6351000,50904000,-15200000,2059000,-14301000,-9405000,1500000,1500000,-7771000,28832000,28832000,610000,29442000,50526000,714000,53772000,0.31022,0.1195,0.0945,0.03813,0.03101,1.74177,3.57599,0.22975,0.00072,1.64021,1.6293,17.3574,43.01705,2.85687,0.49968,0.04655,0.06215,0.30464,-3.88299,-5.02515
"37","2020_Q1",153.214677419355,"Down",311872000,-218931000,92941000,-61880000,-132336000,70456000,31061000,1926000,-40000,1966000,32987000,32987000,-6920000,26067000,26067000,26067000,26067000,243486000,192395000,140938000,140938000,116165000,5768000,5768000,506357000,253448000,676724000,-423276000,99263000,160271000,102511000,2838000,512982000,1019339000,120895000,72029000,9447000,39419000,339000,339000,121234000,63636000,61920000,1716000,64354000,185588000,833751000,45744000,788007000,833751000,833751000,1019339000,26067000,11851000,10997000,-2579000,46336000,-14405000,7402000,-6988000,-9414000,6748000,6748000,-2989000,36359000,36359000,-61000,36298000,42912000,718000,32848000,0.29801,0.0996,0.08358,0.03126,0.02557,1.26014,4.17669,0.22259,7e-04,1.38169,1.36476,16.5309,44.19331,1.74112,0.49899,0.03951,0.03657,0.36115,-5.65735,-7.81585
"38","2020_Q2",119.995555555556,"Down",282897000,-205036000,77861000,-56158000,-32350000,-23808000,21703000,1760000,-26000.0000000002,1786000,23463000,23463000,-6404000,17059000,17059000,17059000,17059000,233921000,170327000,131574000,131574000,125789000,3862000,3862000,495146000,263630000,695226000,-431596000,71830000,265500000,119484000,70168000,600960000,1096106000,120250000,71919000,10867000,37464000,14010000,14010000,134260000,118698000,61730000,56968000,119326000,253586000,842520000,47511000,795009000,842520000,842520000,1096106000,17059000,11887000,1934000,2689000,33569000,-16707000,14782000,-46857000,-9447000,468000,467999.999999999,-9065000,-22353000,-22353000,285000,-22068000,33590000,628000,25976000,0.27523,0.07672,0.0603,0.02025,0.01556,1.52272,3.68796,0.30099,0.00057,0.90269,0.89109,14.96968,44.5825,1.37454,0.49989,0.02756,0.02701,0.55378,-6.94531,-10.74934
"39","2020_Q3",124.71609375,"Up",272042000,-202599000,69443000,-58461000,-34022000,-24439000,10982000,-440000,-27000,-413000,10542000,10542000,-3233000,7309000,7309000,7309000,7309000,212306000,142969000,134746000,134746000,128090000,7352000,7352000,482494000,269161000,711047000,-441886000,54038000,272244000,123033000,67263000,595443000,1077937000,114603000,67494000,10879000,36230000,13454000,13454000,128057000,116268000,61464000,54804000,116812000,244869000,833068000,45549000,787519000,833068000,833068000,1077937000,7309000,12923000,3661000,-15192000,8701000,-18425000,10053000,-20700000,-10867000,-3140000,5832000,-14089000,-26088000,-26088000,-1270000,-27358000,23905000,544000,-6479000,0.25527,0.04037,0.02687,0.00877,0.00678,-0.88644,3.76781,0.29394,5e-04,0.38627,0.3844,14.37702,44.02642,-0.34241,0.57431,0.01914,-0.00682,1.4868,-8.85848,-19.28264
"40","2020_Q4",140.43046875,"Up",214563000,-177367000,37196000,-56616000,-30326000,-26290000,-19420000,1293000,-6999.99999999999,1300000,-18127000,-18127000,5480000,-12647000,-12647000,-12647000,-12647000,228229000,169961000,116488000,116488000,120564000,13660000,13660000,478941000,264713000,717420000,-452707000,42095000,271537000,123033000,67387000,578345000,1057286000,113598000,68829000,10873000,33896000,14242000,14242000,127840000,118390000,61348000,57042000,118846000,246686000,810600000,46560000,764040000,810600000,810600000,1057286000,-12647000,12543000,1353000,23101000,24350000,-9653000,23187000,13525000,-10879000,0,0,-10983000,26892000,26892000,99999.9999999995,26992000,-6877000,456000,1091000,0.17336,-0.09051,-0.05894,-0.0156,-0.01196,-0.0862699999999997,3.74641,0.30433,0.00043,-0.66965,-0.66739,11.36096,42.92068,0.0577700000000002,0.57604,-0.0019,0.00117,-0.8602,33.12098,11.72878
"41","2021_Q1",151.726557377049,"Up",252536000,-198609000,53927000,-49635000,-117785000,68150000,4292000,1296000,-24000,1683000,5588000,5588000,996000,6584000,6584000,6584000,6584000,246960000,195809000,126587000,126587000,108923000,17087000,17087000,499557000,261616000,717261000,-455645000,30903000,264477000,121833000,61022000,556996000,1056553000,120604000,73135000,10876000,36593000,13522000,13522000,134126000,112929000,64413000,48516000,112929000,247055000,809498000,49268000,760230000,809498000,809498000,1056553000,6584000,12477000,10749000,-4287000,25523000,-9439000,19101000,9569000,-10860000,1601000,1601000,-9327000,25765000,25765000,83000,25848000,16769000,0,2047000,0.21354,0.017,0.02607,0.00813,0.00623,0.31091,3.72454,0.3052,0,0.3484,0.34616,13.36311,42.83511,0.10832,0.57466,0.01891,0.00222,1.64945,-14.72718,-57.53961
"42","2021_Q2",163.717777777778,"Up",240997000,-190872000,50125000,-49547000,-49630000,82999.9999999851,578000.000000004,1355000,-15000,1370000,1933000,1933000,-155000,1778000,1778000,1778000,1778000,262621000,228335000,113210000,113210000,114882000,17942000,17942000,508655000,259214000,722087000,-462873000,22329000,261645000,121833000,58865000,543188000,1051843000,119378000,76325000,10900000,32153000,13313000,13313000,132691000,110564000,64469000,46095000,110863000,243554000,808289000,54902000,753387000,808289000,808289000,1051843000,1778000,12269000,1154000,6102999.99999999,21304000,-8796000,26148000,17367000,-10876000,4390000,4390000,-6572000,32099000,32099000,427000,32526000,12847000,299000,10309000,0.20799,0.00240000000000001,0.00738,0.0022,0.00169,5.79809,3.83338,0.30132,0.00028,0.0939000000000003,0.09343,12.72759,42.68756,0.54444,0.57439,0.01377,0.01122,6.11699,-20.41893,-453.84429
"43","2021_Q3",158.5525,"Down",256178000,-195282000,60896000,-53666000,-53851000,185000,7230000,583000,4000,579000,7813000,7813000,-1752000,6061000,6061000,6061000,6061000,259765000,238386000,137683000,137683000,115590000,17231000,17231000,530269000,255697000,727709000,-472012000,20098000,258851000,121833000,56713000,534646000,1064915000,129931000,83460000,10943000,35528000,13266000,13266000,143197000,108718000,64449000,44269000,108718000,251915000,8.13e+08,65026000,747974000,8.13e+08,8.13e+08,1064915000,6061000,11984000,1638000,-14206000,5477000,-8771000,15189000,6421000,-10900000,9192000,9192000,-1795000,10103000,10103000,-52000,10051000,19214000,0,-2011000,0.23771,0.02822,0.02366,0.00746,0.00569,-0.33179,3.70307,0.30986,0,0.31888,0.31682,13.47809,42.77371,-0.1058,0.57347,0.0184,-0.00218,1.79838,-13.51957,-35.92877
"44","2021_Q4",147.14390625,"Down",324344000,-228170000,96174000,-58030000,-58161000,130999.999999998,38144000,462000,-8000,470000,38606000,38606000,-9713000,28893000,28893000,28893000,28893000,286170000,276268000,154845000,154845000,114822000,11547000,11547000,567384000,258918000,740974000,-482056000,18841000,256403000,121833000,54894000,534162000,1101546000,146835000,97117000,12064000,37654000,13032000,13032000,159867000,106649000,64284000,42365000,106649000,266516000,835030000,69572000,765458000,835030000,835030000,1101546000,28893000,12025000,1137000,4732000,46787000,-14810000,12854000,-1932000,-10943000,3596000,3596000,-7222000,37633000,37633000,249000,37882000,50169000,-5.82076609134674e-11,49804000,0.29652,0.1176,0.08908,0.0346,0.02623,1.72374,3.5491,0.31917,0,1.52301,1.51423,17.09683,44.01613,2.62527,0.57683,0.0423,0.05289,0.378740000000001,-5.70412,-7.50236000000008
"45","2022_Q1",152.525161290323,"Up",323060000,-231327000,91733000,-65514000,-65115000,-399000,26219000,728000,12000,396000,26947000,25674000,-6799000,18875000,18875000,18875000,18875000,291172000,283192000,162939000,162939000,123160000,7498000,7498000,584769000,267187000,757242000,-490055000,14131000,256132000,121833000,56523000,537450000,1122219000,154052000,96789000,12080000,45183000,13577000,13577000,167629000,108936000,61578000,47358000,108936000,276565000,73597000,71139474.4145566,774085927.815144,845654000,845654000,1122219000,18875000,10503000,77000,-1524000,27931000,-18766000,6700000,-11917000,-12066000,3078000,3078000,-9084000,6930000,6930000,-6000,6924000,36722000,0,23231000,0.28395,0.08116,0.05843,0.02232,0.01682,1.23078,3.48847,0.32704,0,0.99107,0.98384,16.96298,44.40294,1.2198,0.63355,0.03241,0.02434,0.63926,-7.92909,-11.10538
"46","2022_Q2",135.204193548387,"Down",318490000,-239115000,79375000,-64530000,-64591000,61000,14845000,253000,-18000,271000,15098000,15098000,-4007000,11091000,11091000,11091000,11091000,273966000,268460000,162585000,162585000,132724000,6771000,6771000,576046000,270994000,766510000,-495516000,9365000,255501000,121833000,56477000,535860000,1111906000,144440000,91010000,12083000,41347000,13658000,13658000,158098000,107810000,61061000,46749000,107810000,265908000,845998000,75386000,770612000,845998000,845998000,1111906000,11091000,11923000,1155000,-18715000,5454000,-15869000,7200000,-8669000,-12080000,706000,706000,-11448000,-14663000,-14663000,-69000,-14732000,26768000,3.63797880709171e-12,-3809000,0.24922,0.04661,0.03482,0.01311,0.00997,-0.34343,3.6436,0.31431,0,0.58236,0.57811,16.72302,44.421,-0.2,0.63429,0.02429,-0.00399,1.08917,-10.23483,-18.4551
"47","2022_Q3",140.8421875,"Up",281513000,-216165000,65348000,-61260000,-61104000,-156000,4088000,103000,-57000,160000,4191000,4191000,-920000,3271000,3271000,3271000,3271000,225547000,221017000,187933000,187933000,158991000,11805000,11805000,584276000,277899000,782148000,-504249000,5951000,255202000,121833000,56770000,539052000,1123328000,151842000,101238000,12136000,38468000,13874000,13874000,165716000,107631000,61339000,46292000,107631000,273347000,849981000,87688000,762293000,849981000,849981000,1123328000,3271000,11945000,2112000,-49217000,-31889000,-18848000,4326000,-14522000,-12083000,11035000,11035000,-1085000,-47496000,-47496000,53000,-47443000,16033000,0,-51112000,0.23213,0.01452,0.01162,0.00385,0.00291,-15.6258,3.52577,0.32159,0,0.17095,0.17031,14.71271,44.42255,-2.67127,0.63149,0.01603,-0.05337,3.69398,-14.06767,-55.17295
