"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",32.9967741935484,"Down",2.729e+09,-2.384e+09,3.45e+08,-1.32e+08,-1.32e+08,2.13e+08,9e+06,-2.6e+07,-1e+06,3.6e+07,2.22e+08,2.22e+08,-7.9e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,1.05e+08,1.05e+08,8.41e+08,2.01e+08,4.5e+07,1.158e+09,1.421e+09,3.286e+09,8.98e+08,8.74e+08,8.51e+08,4.46e+08,4.707e+09,5.865e+09,1.262e+09,5.94e+08,6.68e+08,4.08e+08,4.08e+08,1.02e+09,1.02e+09,2.69e+09,2.101e+09,2.37e+09,2.37e+09,4.471e+09,7.161e+09,2.52e+09,5e+06,2.515e+09,-7.201e+09,3.434e+09,-4.9e+07,-1.296e+09,-1.296e+09,5.865e+09,1.43e+08,3.3e+07,5e+07,1.65e+08,3.91e+08,-3.1e+07,3.7e+07,6e+06,-4.3e+07,-1.6e+07,-3.01e+08,-3.7e+07,-3.97e+08,0,0,0,2.46e+08,2.509e+09,4.59e+08,0.12642,0.07805,0.0524,-0.11034,0.02438,3.20979,0.43048,-5.52546,0.42779,0.44771,0.43399,8.54415,-4.05761,1.43707,0.13463,7,0.05191,0.1281,0.3007,9.77236,11.28638
"12","2013_Q1",35.9853333333333,"Up",3.757e+09,-3.203e+09,5.54e+08,-2.45e+08,-1.43e+08,3.09e+08,-3.8e+07,-3.4e+07,-3e+06,-1e+06,2.71e+08,2.71e+08,-9e+07,1.81e+08,1.81e+08,1.81e+08,1.81e+08,8.8e+07,8.8e+07,1.028e+09,3.59e+08,5.7e+07,1.475e+09,1.539e+09,3.328e+09,1.115e+09,8.74e+08,6.76e+08,4.47e+08,4.867e+09,6.342e+09,1.314e+09,5.69e+08,7.45e+08,4.07e+08,4.07e+08,1.052e+09,1.052e+09,2.773e+09,2.528e+09,2.326e+09,2.326e+09,4.854e+09,7.627e+09,2.59e+09,5e+06,2.585e+09,-7.34e+09,3.509e+09,-4.4e+07,-1.285e+09,-1.285e+09,6.342e+09,1.81e+08,2e+06,1.51e+08,-1.53e+08,1.81e+08,-1.45e+08,-1.4e+07,-3.72e+08,-8.1e+07,3.44e+08,-1.63e+08,7.4e+07,1.74e+08,-1.7e+07,-1.7e+07,-1.7e+07,3.11e+08,2.935e+09,1.03e+08,0.14746,0.08225,0.04818,-0.14086,0.02854,0.56906,0.53191,-5.93541,0.46279,0.585,0.56722,12.14286,-4.1532,0.3329,0.2618,7,0.0659,0.02591,0.44751,9.15434,9.21359
"13","2013_Q2",37.8503125,"Up",3.142e+09,-2.727e+09,4.15e+08,-1.89e+08,-1.64e+08,2.26e+08,-2.5e+07,-2.8e+07,0,3e+06,2.01e+08,2.01e+08,-6.5e+07,1.36e+08,1.36e+08,1.36e+08,1.36e+08,2.21e+08,2.21e+08,1.08e+09,3.14e+08,5.6e+07,1.626e+09,1.574e+09,3.323e+09,1.119e+09,8.74e+08,6.73e+08,4.27e+08,4.897e+09,6.523e+09,1.215e+09,5.17e+08,6.98e+08,4.9e+07,4.9e+07,1.094e+09,1.094e+09,2.358e+09,3.206e+09,2.336e+09,2.336e+09,5.542e+09,7.9e+09,2.547e+09,5e+06,2.542e+09,-7.427e+09,3.549e+09,-4.6e+07,-1.377e+09,-1.377e+09,6.523e+09,1.36e+08,2.5e+07,6.3e+07,-1.06e+08,1.18e+08,-8.7e+07,1.3e+07,-8.8e+07,-4.1e+07,-4.02e+08,-1.76e+08,7.22e+08,1.03e+08,1.33e+08,1.33e+08,1.33e+08,2.51e+08,3.255e+09,1.23e+08,0.13208,0.07193,0.04328,-0.09877,0.02085,0.90441,0.68957,-5.73711,0.499,0.43618,0.425,10.07697,-4.41629,0.39448,0.13149,7,0.042,0.02919,0.30147,12.08765,13.42478
"14","2013_Q3",37.77625,"Down",3.263e+09,-2.791e+09,4.72e+08,-1.93e+08,-1.6e+08,2.79e+08,-1.6e+07,-2.4e+07,-2e+06,1e+07,2.63e+08,2.63e+08,-8.4e+07,1.79e+08,1.79e+08,1.79e+08,1.79e+08,1.08e+08,1.08e+08,1.006e+09,2.9e+08,6e+07,1.404e+09,1.634e+09,3.339e+09,1.117e+09,8.74e+08,6.65e+08,4.55e+08,4.973e+09,6.377e+09,1.324e+09,5.54e+08,7.7e+08,5e+07,5e+07,1.093e+09,1.093e+09,2.467e+09,3.037e+09,2.366e+09,2.366e+09,5.403e+09,7.87e+09,2.583e+09,5e+06,2.578e+09,-7.684e+09,3.662e+09,-5.4e+07,-1.493e+09,-1.493e+09,6.377e+09,1.79e+08,3.3e+07,8.3e+07,1.97e+08,4.92e+08,-9.1e+07,-3.8e+07,-1.31e+08,-5.2e+07,-999999.999999881,-2.52e+08,-1.69e+08,-4.74e+08,-1.13e+08,-1.13e+08,-1.13e+08,3.12e+08,3.087e+09,5.02e+08,0.14465,0.0855,0.05486,-0.11989,0.02807,2.80447,0.56911,-5.27127,0.48408,0.58344,0.57006,10.63559,-4.86636,1.63625,0.16949,7,0.05833,0.12677,0.2905,9.54808,10.67742
"15","2013_Q4",41.6290625,"Up",3.16e+09,-2.734e+09,4.26e+08,-1.81e+08,-1.47e+08,2.45e+08,-2.2e+07,-2.3e+07,0,1e+06,2.23e+08,2.23e+08,-6.3e+07,1.6e+08,1.6e+08,1.6e+08,1.6e+08,1.44e+08,1.44e+08,9.72e+08,5.3e+08,5.7e+07,1.646e+09,1.489e+09,3.345e+09,1.115e+09,8.74e+08,6.71e+08,4.57e+08,4.834e+09,6.48e+09,1.229e+09,4.96e+08,7.33e+08,5.2e+07,5.2e+07,1.141e+09,1.141e+09,2.422e+09,3.104e+09,2.363e+09,2.363e+09,5.467e+09,7.889e+09,2.675e+09,5e+06,2.67e+09,-7.798e+09,3.763e+09,-4.9e+07,-1.409e+09,-1.409e+09,6.48e+09,1.6e+08,3.4e+07,1e+07,-9e+06,1.95e+08,-8.9e+07,-1e+06,-9e+07,-5.1e+07,3.43e+08,-7.5e+07,-2.86e+08,-6.9e+07,3.6e+07,3.6e+07,3.6e+07,2.79e+08,3.156e+09,2.44e+08,0.13481,0.07753,0.05063,-0.11356,0.02469,1.525,0.6796,-5.59901,0.48704,0.53015,0.51696,10.47051,-4.66865,0.80848,0.16899,8,0.05134,0.05937,0.31875,10.7957,12.29388
"16","2014_Q1",47.3988524590164,"Up",3.219e+09,-2.768e+09,4.51e+08,-2.13e+08,-1.78e+08,2.38e+08,-2.8e+07,-2.2e+07,-3e+06,-3e+06,2.1e+08,2.1e+08,-5.9e+07,1.51e+08,1.51e+08,1.51e+08,1.51e+08,1.26e+08,1.26e+08,1.081e+09,6.96e+08,6.7e+07,1.903e+09,1.543e+09,3.348e+09,1.131e+09,8.74e+08,6.47e+08,4.74e+08,4.891e+09,6.794e+09,1.374e+09,5.57e+08,8.17e+08,6e+06,6e+06,1.295e+09,1.295e+09,2.675e+09,3.147e+09,2.387e+09,2.387e+09,5.534e+09,8.209e+09,2.721e+09,5e+06,2.716e+09,-7.929e+09,3.837e+09,-4.4e+07,-1.415e+09,-1.415e+09,6.794e+09,1.51e+08,3.5e+07,3.3e+07,1.16e+08,3.35e+08,-9.7e+07,6.4e+07,-2.1e+08,-5.2e+07,-2e+06,-1.32e+08,4.3e+07,-1.43e+08,-1.8e+07,-1.8e+07,-1.8e+07,2.73e+08,3.153e+09,3.51e+08,0.14011,0.07394,0.04691,-0.10671,0.02223,2.3245,0.7114,-5.80141,0.46409,0.50401,0.48947,10.74433,-4.72296,1.17156,0.17356,5,0.04921,0.08509,0.34437,11.08791,12.71849
"17","2014_Q2",54.6298412698413,"Up",3.293e+09,-2.855e+09,4.38e+08,-1.84e+08,-1.48e+08,2.54e+08,-2.3e+07,-2.5e+07,2e+06,0,2.31e+08,2.31e+08,-5.9e+07,1.72e+08,1.72e+08,1.72e+08,1.72e+08,1.84e+08,1.84e+08,1.035e+09,3.46e+08,5.9e+07,1.565e+09,1.569e+09,3.531e+09,1.126e+09,8.74e+08,6.27e+08,6.82e+08,5.1e+09,6.665e+09,1.348e+09,6.16e+08,7.32e+08,7e+06,7e+06,1.241e+09,1.241e+09,2.596e+09,3.295e+09,2.399e+09,2.399e+09,5.694e+09,8.29e+09,2.669e+09,5e+06,2.664e+09,-8.17e+09,3.917e+09,-4.1e+07,-1.625e+09,-1.625e+09,6.665e+09,1.72e+08,3.6e+07,4.1e+07,-6.7e+07,1.82e+08,2.22e+08,-1.79e+08,4.2e+07,-5e+07,-2e+06,-2.63e+08,1.49e+08,-1.66e+08,5.8e+07,5.8e+07,5.8e+07,2.9e+08,3.302e+09,5.04e+08,0.13301,0.07713,0.05223,-0.10585,0.02581,2.93023,0.60285,-5.10154,0.49542,0.58088,0.5671,11.12124,-5.48801,1.70213,0.16886,7,0.05447,0.12365,0.2907,10.75172,12.27559
"18","2014_Q3",62.5571875,"Up",3.484e+09,-2.962e+09,5.22e+08,-2.06e+08,-1.59e+08,3.16e+08,-3.1e+07,-2.6e+07,-8e+06,3e+06,2.85e+08,2.85e+08,-9.3e+07,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.057e+09,2.88e+08,5.8e+07,1.537e+09,1.647e+09,3.646e+09,1.334e+09,8.94e+08,6.17e+08,5.72e+08,5.293e+09,6.83e+09,1.388e+09,6.17e+08,7.71e+08,7e+06,7e+06,1.295e+09,1.295e+09,2.69e+09,3.397e+09,2.463e+09,2.463e+09,5.86e+09,8.55e+09,2.712e+09,5e+06,2.707e+09,-8.423e+09,4.03e+09,-3.9e+07,-1.72e+09,-1.72e+09,6.83e+09,1.92e+08,4.7e+07,7e+07,1.78e+08,4.87e+08,-2.17e+08,1.8e+08,-2.25e+08,-5.9e+07,-1e+06,-2.95e+08,1.01e+08,-2.54e+08,8e+06,8e+06,8e+06,3.63e+08,3.404e+09,4.17e+08,0.14983,0.0907,0.05511,-0.11163,0.02811,2.17188,0.57138,-4.97093,0.49839,0.65641,0.64279,11.91111,-5.88034,1.42564,0.20171,8,0.06053,0.10055,0.30729,8.84848,10.16456
"19","2014_Q4",68.34921875,"Up",3.46e+09,-2.957e+09,5.03e+08,-2.05e+08,-1.72e+08,2.98e+08,-8e+06,-2.1e+07,1.2e+07,1e+06,2.9e+08,2.9e+08,-9.8e+07,1.92e+08,1.92e+08,1.92e+08,1.92e+08,1.5e+08,1.5e+08,1.03e+09,3.72e+08,5.4e+07,1.552e+09,1.736e+09,3.559e+09,1.342e+09,8.94e+08,5.97e+08,4.92e+08,5.295e+09,6.847e+09,1.371e+09,6.12e+08,7.59e+08,7e+06,7e+06,1.36e+09,1.36e+09,2.738e+09,3.521e+09,2.43e+09,2.43e+09,5.951e+09,8.689e+09,2.758e+09,5e+06,2.753e+09,-8.703e+09,4.156e+09,-5.3e+07,-1.842e+09,-1.842e+09,6.847e+09,1.92e+08,3.3e+07,5.3e+07,3e+06,2.81e+08,-1.3e+08,1.1e+07,-1.21e+08,-5.8e+07,-2e+06,-2.67e+08,1.25e+08,-2.02e+08,-4.2e+07,-4.2e+07,-4.2e+07,3.31e+08,3.528e+09,3.02e+08,0.14538,0.08613,0.05549,-0.10423,0.02804,1.57292,0.56684,-4.71716,0.51526,0.66459,0.64997,11.97646,-6.37591,1.04534,0.20076,7,0.06074,0.07337,0.30208,10.20544,11.33557
"20","2015_Q1",73.9654098360656,"Up",3.559e+09,-3.056e+09,5.03e+08,-2.12e+08,-1.8e+08,2.91e+08,-9e+06,-1.3e+07,3.72529029846191e-09,4e+06,2.82e+08,2.82e+08,-8.5e+07,1.97e+08,1.97e+08,1.97e+08,1.97e+08,1.04e+08,1.04e+08,1.1e+09,4.06e+08,6.4e+07,1.61e+09,1.46e+09,3.763e+09,1.351e+09,8.94e+08,8.19e+08,4.75e+08,5.223e+09,6.833e+09,1.404e+09,6.05e+08,7.99e+08,3.24e+08,3.24e+08,1.31e+09,1.31e+09,3.038e+09,3.447e+09,2.548e+09,2.548e+09,5.995e+09,9.033e+09,2.807e+09,5e+06,2.802e+09,-9.223e+09,4.286e+09,-7e+07,-2.2e+09,-2.2e+09,6.833e+09,1.97e+08,3.2e+07,1.6e+07,2.9e+07,2.74e+08,-1.9e+07,3e+06,-9e+06,-5.6e+07,3.92e+08,-5.07e+08,-1.4e+08,-3.11e+08,-4.6e+07,-4.6e+07,-4.6e+07,3.23e+08,3.771e+09,4.18e+08,0.14133,0.08176,0.05535,-0.08955,0.02883,2.12183,0.52995,-4.10591,0.55188,0.69833,0.67978,12.61609,-7.79865,1.48174,0.19851,7,0.06142,0.10148,0.28426,11.35294,12.60137
"21","2015_Q2",73.538253968254,"Down",3.513e+09,-2.992e+09,5.21e+08,-1.89e+08,-1.45e+08,3.32e+08,-2.5e+07,-2.8e+07,3e+06,0,3.07e+08,3.07e+08,-1e+08,2.07e+08,2.07e+08,2.07e+08,2.07e+08,1.2e+08,1.2e+08,1.172e+09,5.36e+08,6.4e+07,1.828e+09,1.446e+09,3.529e+09,1.395e+09,8.94e+08,4.69e+08,5.54e+08,4.975e+09,6.803e+09,1.363e+09,6.04e+08,7.59e+08,3.25e+08,3.25e+08,1.342e+09,1.342e+09,3.03e+09,3.703e+09,2.607e+09,2.607e+09,6.31e+09,9.34e+09,2.745e+09,5e+06,2.74e+09,-9.593e+09,4.401e+09,-9e+07,-2.537e+09,-2.537e+09,6.803e+09,2.07e+08,4.4e+07,5.3e+07,-4.2e+07,2.62e+08,1.01e+08,-1.23e+08,-2.2e+07,-5.6e+07,-2e+06,-4.12e+08,2.46e+08,-2.24e+08,1.6e+07,1.6e+07,1.6e+07,3.76e+08,4.028e+09,5.35e+08,0.14831,0.09451,0.05892,-0.08159,0.03043,2.58454,0.6033,-3.68151,0.59209,0.74541,0.73016,12.65034,-9.13576,1.92654,0.20166,8,0.06418,0.13055,0.27053,10.39362,11.77108
"22","2015_Q3",67.5040625,"Down",3.689e+09,-3.136e+09,5.53e+08,-1.84e+08,-1.52e+08,3.69e+08,-1.4e+07,-3.6e+07,2e+06,2e+07,3.55e+08,3.55e+08,-1.15e+08,2.4e+08,2.4e+08,2.4e+08,2.4e+08,1.4e+08,1.4e+08,1.188e+09,5.78e+08,6.8e+07,1.906e+09,9.87e+08,3.428e+09,1.452e+09,9.62e+08,3.97e+08,4.01e+08,4.415e+09,6.321e+09,1.446e+09,6.4e+08,8.06e+08,6.14e+08,6.14e+08,1.457e+09,1.457e+09,3.517e+09,3.303e+09,2.534e+09,2.534e+09,5.837e+09,9.354e+09,2.786e+09,5e+06,2.781e+09,-1.0304e+10,4.573e+09,-8.8e+07,-3.033e+09,-3.033e+09,6.321e+09,2.4e+08,3.2e+07,1.01e+08,1.17e+08,4.9e+08,2.37e+08,1.52e+08,3.74e+08,-6.8e+07,-2e+06,-6.64e+08,-1.1e+08,-8.44e+08,2e+07,2e+07,2e+07,4.01e+08,3.917e+09,8.7e+08,0.14991,0.10003,0.06506,-0.07913,0.03797,3.625,0.54194,-3.08408,0.61968,0.88106,0.86549,13.54258,-11.13436,3.19383,0.24963,7,0.09011,0.25453,0.28333,9.41895,10.23577
"23","2015_Q4",67.78265625,"Up",3.578e+09,-3.059e+09,5.19e+08,-1.8e+08,-1.49e+08,3.39e+08,-3e+07,-3.8e+07,8e+06,0,3.09e+08,3.09e+08,-9.9e+07,2.1e+08,2.1e+08,2.1e+08,2.1e+08,9.5e+07,9.5e+07,1.144e+09,4.84e+08,5.8e+07,1.723e+09,9.85e+08,3.445e+09,1.45e+09,9.7e+08,4.5e+08,4.01e+08,4.43e+09,6.153e+09,1.356e+09,5.77e+08,7.79e+08,6.15e+08,6.15e+08,1.538e+09,1.538e+09,3.509e+09,3.689e+09,2.544e+09,2.544e+09,6.233e+09,9.742e+09,2.796e+09,5e+06,2.791e+09,-1.1005e+10,4.74e+09,-1.2e+08,-3.589e+09,-3.589e+09,6.153e+09,2.1e+08,3.1e+07,5e+07,3.7e+07,3.28e+08,-4.5e+07,6.7e+07,2.1e+07,-6.5e+07,7.87e+08,-7.06e+08,-4.1e+08,-3.94e+08,-4.5e+07,-4.5e+07,-4.5e+07,3.7e+08,4.304e+09,4.61e+08,0.14505,0.09475,0.05869,-0.05851,0.03413,2.19524,0.49102,-2.71441,0.6995,0.80092,0.78563,13.64607,-13.68802,1.7582,0.2479,6,0.08438,0.14145,0.30952,11.37568,12.41593
"24","2016_Q1",61.5111475409836,"Down",3.706e+09,-3.176e+09,5.3e+08,-2.2e+08,-1.88e+08,3.1e+08,-2.6e+07,-3.6e+07,3e+06,7e+06,2.84e+08,2.84e+08,-8.2e+07,2.02e+08,2.02e+08,2.02e+08,2.02e+08,9.6e+07,9.6e+07,1.103e+09,1.85e+08,7.7e+07,1.384e+09,1.029e+09,3.669e+09,1.451e+09,9.43e+08,6.72e+08,4.38e+08,4.698e+09,6.082e+09,1.454e+09,5.93e+08,8.61e+08,3e+08,3e+08,1.479e+09,1.479e+09,3.233e+09,3.807e+09,2.632e+09,2.616e+09,6.439e+09,9.672e+09,2.826e+09,5e+06,2.821e+09,-1.1098e+10,4.878e+09,-1.96e+08,-3.59e+09,-3.59e+09,6.082e+09,2.02e+08,3.2e+07,2.7e+07,1.74e+08,4.35e+08,-1.12e+08,1.06e+08,-6000000.00000006,-6.4e+07,-3.18e+08,-9.5e+07,48999999.9999999,-4.28e+08,999999.999999985,999999.999999985,999999.999999985,3.42e+08,4.107e+09,4.86e+08,0.14301,0.08365,0.05451,-0.05627,0.03321,2.40594,0.42809,-2.69415,0.67527,0.7863,0.76777,14.42585,-13.97431,1.89179,0.24912,7,0.08447,0.15433,0.31683,11.72807,12.93871
"25","2016_Q2",63.3340625,"Up",3.772e+09,-3.211e+09,5.61e+08,-1.86e+08,-1.55e+08,3.75e+08,-4.1e+07,-4.1e+07,0,0,3.34e+08,3.26e+08,-1.07e+08,2.19e+08,2.19e+08,2.19e+08,2.19e+08,9.9e+07,9.9e+07,1.143e+09,1.82e+08,7.9e+07,1.424e+09,1.042e+09,3.655e+09,1.468e+09,9.46e+08,6.2e+08,4.52e+08,4.697e+09,6.121e+09,1.376e+09,5.97e+08,7.79e+08,3e+08,3e+08,1.571e+09,1.571e+09,3.247e+09,3.859e+09,2.682e+09,2.682e+09,6.541e+09,9.788e+09,2.756e+09,5e+06,2.751e+09,-1.1271e+10,5.025e+09,-1.77e+08,-3.667e+09,-3.667e+09,6.121e+09,2.19e+08,3.1e+07,8.6e+07,5.8e+07,3.94e+08,-7.5e+07,1.1e+07,-6.4e+07,-6.4e+07,-2e+06,-2.42e+08,-1.9e+07,-3.27e+08,3e+06,3e+06,3e+06,4.06e+08,4.159e+09,4.96e+08,0.14873,0.09942,0.05806,-0.05972,0.03578,2.26484,0.43856,-2.66921,0.67946,0.86085,0.84589,14.82704,-14.41431,1.94969,0.25157,7,0.08916,0.15627,0.29224,10,10.82667
"26","2016_Q3",66.78046875,"Up",3.902e+09,-3.315e+09,5.87e+08,-1.84e+08,-1.54e+08,4.03e+08,-4.5e+07,-5e+07,5e+06,1.86264514923096e-09,3.58e+08,3.44e+08,-9.7e+07,2.47e+08,2.47e+08,2.47e+08,2.47e+08,6.79e+08,6.79e+08,1.152e+09,1.28e+08,7.1e+07,1.959e+09,1.056e+09,3.635e+09,1.473e+09,9.47e+08,5.86e+08,4.5e+08,4.691e+09,6.65e+09,1.377e+09,6.21e+08,7.56e+08,3.03e+08,3.03e+08,1.564e+09,1.564e+09,3.244e+09,4.057e+09,2.811e+09,2.811e+09,6.868e+09,1.0112e+10,2.792e+09,5e+06,2.787e+09,-1.1266e+10,5.185e+09,-1.73e+08,-3.462e+09,-3.462e+09,6.65e+09,2.47e+08,3e+07,3.4e+07,1.57e+08,4.68e+08,-1.1e+07,3e+06,-8e+06,-7.6e+07,1.191e+09,9e+06,-1.004e+09,1.2e+08,5.8e+08,5.8e+08,5.8e+08,4.33e+08,4.36e+09,6.76e+08,0.15044,0.10328,0.0633,-0.07135,0.03714,2.73684,0.60388,-2.92085,0.65564,0.97129,0.95736,15.34408,-13.61384,2.65828,0.29886,7,0.08709,0.18226,0.30769,8.50115,9.134
"27","2016_Q4",71.6780952380952,"Up",3.942e+09,-3.346e+09,5.96e+08,-1.97e+08,-1.61e+08,3.99e+08,-4e+07,-4.6e+07,3e+06,3e+06,3.59e+08,1.31e+08,-6.1e+07,7e+07,7e+07,7e+07,7e+07,1.078e+09,1.078e+09,1.705e+09,1.004e+09,1.68e+08,3.787e+09,2.411e+09,1.8804e+10,3.442e+09,7.175e+09,9.2e+07,7.265e+09,2.1215e+10,2.5002e+10,1.803e+09,6.67e+08,1.136e+09,3.16e+08,3.16e+08,3.11e+09,3.11e+09,5.229e+09,8.506e+09,5.426e+09,4.118e+09,1.3932e+10,1.9161e+10,5.745e+09,5e+06,5.74e+09,-6.11e+09,6.375e+09,-1.69e+08,5.841e+09,5.841e+09,2.5002e+10,7e+07,3.6e+07,1.7e+08,6.8e+07,3.44e+08,-7.2e+07,6.9e+07,-2.415e+09,-1.17e+08,-2e+06,7e+06,2.582e+09,2.47e+09,3.99e+08,3.99e+08,3.99e+08,4.35e+08,8.822e+09,4.92e+08,0.15119,0.10122,0.01776,0.01198,0.0028,7.02857,0.72423,3.28043,0.35285,0.26296,0.25878,14.80841,21.94215,1.84823,0.43952,6,0.00931,0.02449,1.67143,17.8023,19.40852
"28","2017_Q1",83.0140322580645,"Up",3.791e+09,-2.863e+09,9.28e+08,-2.95e+08,-2.73e+08,6.33e+08,-5.9e+07,-6.2e+07,1e+06,2e+06,5.74e+08,4.38e+08,-1.66e+08,2.72e+08,2.72e+08,2.72e+08,2.72e+08,8.58e+08,8.58e+08,1.695e+09,8.18e+08,2.3e+08,3.371e+09,2.335e+09,1.8434e+10,9.27e+09,7.598e+09,1.16e+08,721999999.999999,2.0769e+10,2.414e+10,1.861e+09,6.87e+08,1.174e+09,3.09e+08,3.09e+08,2.977e+09,2.977e+09,5.147e+09,8.197e+09,5.439e+09,4.419e+09,1.3636e+10,1.8783e+10,5.813e+09,5e+06,5.808e+09,-6.46e+09,6.501e+09,-4.97e+08,5.357e+09,5.357e+09,2.414e+10,2.72e+08,6.2e+07,4.56e+08,-3.77e+08,4.13e+08,1.38e+08,-1.7e+07,1.41e+08,-1.17e+08,-30999999.9999999,-3.08e+08,-3.1e+08,-7.66e+08,-2.12e+08,-2.12e+08,-2.12e+08,6.95e+08,8.506e+09,6.22e+08,0.24479,0.16697,0.07175,0.05077,0.01127,2.28676,0.65494,3.50625,0.35236,0.69977,0.68791,9.75302,13.78184,1.60021,0.301,6,0.02015,0.03222,0.43015,11.00432,12.08215
"29","2017_Q2",95.992380952381,"Up",4.912e+09,-4.052e+09,8.6e+08,-2.63e+08,-2.12e+08,5.97e+08,-5.2e+07,-6.3e+07,1.1e+07,0,5.45e+08,4.94e+08,-1.23e+08,3.71e+08,3.71e+08,3.71e+08,3.71e+08,7.38e+08,7.38e+08,1.752e+09,6.31e+08,2.31e+08,3.121e+09,2.109e+09,1.8695e+10,2.746e+09,7.802e+09,1.19e+08,7.283e+09,2.0804e+10,2.3925e+10,1.695e+09,6.61e+08,1.034e+09,3.09e+08,3.09e+08,3.219e+09,3.219e+09,5.223e+09,8.161e+09,5.373e+09,4.482e+09,1.3534e+10,1.8757e+10,5.716e+09,5e+06,5.711e+09,-6.986e+09,6.75e+09,-3.12e+08,5.168e+09,5.168e+09,2.3925e+10,3.71e+08,6.2e+07,9.9e+07,-7e+07,4.62e+08,2.35e+08,8e+06,2.43e+08,-1.15e+08,-3e+06,-5.8e+08,-1.25e+08,-8.23e+08,-1.18e+08,-1.18e+08,-1.18e+08,6.59e+08,8.47e+09,9.47e+08,0.17508,0.12154,0.07553,0.07179,0.01551,2.55256,0.59755,3.62945,0.35402,0.96389,0.95128,12.76176,13.42686,2.46038,0.29878,6,0.02556,0.04981,0.30997,11.73293,12.95142
"30","2017_Q3",99.174126984127,"Up",6.444e+09,-5.489e+09,9.55e+08,-3.23e+08,-2.24e+08,6.32e+08,-2.8e+07,-6.5e+07,1.2e+07,2.5e+07,6.04e+08,5.83e+08,-1.75e+08,4.08e+08,4.08e+08,4.08e+08,4.08e+08,4.98e+08,4.98e+08,1.804e+09,5.28e+08,2.43e+08,2.83e+09,2.102e+09,1.8949e+10,2.863e+09,8.582e+09,1.19e+08,6.623e+09,2.1051e+10,2.3881e+10,1.704e+09,6.5e+08,1.054e+09,4.02e+08,4.02e+08,3.257e+09,3.257e+09,5.363e+09,7.911e+09,5.706e+09,4.712e+09,1.3617e+10,1.898e+10,5.717e+09,5e+06,5.712e+09,-7.7e+09,7.04e+09,-1.56e+08,4.901e+09,4.901e+09,2.3881e+10,4.89e+08,8.3e+07,2.2e+07,1.3e+08,7.24e+08,9.5e+07,-1.5e+07,79999999.9999999,-1.25e+08,-2.97e+08,-7.45e+08,1.09e+08,-1.058e+09,-2.54e+08,-2.54e+08,-2.54e+08,7.15e+08,8.313e+09,1.115e+09,0.1482,0.09808,0.06331,0.08325,0.01708,2.73284,0.52769,3.87268,0.3481,1.07794,1.06527,17.0251,12.94848,2.94584,0.33025,4,0.02817,0.05893,0.30637,10.93007,12.36551
