"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",44.939375,"Down",6.104e+09,-3.61e+09,2.494e+09,-2.058e+09,-2.058e+09,4.36e+08,-9.3e+07,-9.3e+07,3.43e+08,3.43e+08,-1.26e+08,2.17e+08,2.17e+08,2.17e+08,2.17e+08,8.43e+08,8.43e+08,3.34e+08,5.496e+09,4.37e+08,4.37e+08,7.11e+09,7.704e+09,5.146e+09,3.897e+09,5.23e+08,7.26e+08,1.285e+10,1.996e+10,4.283e+09,1.942e+09,6.4e+07,2.277e+09,8.3e+07,4.366e+09,7.151e+09,3.599e+09,1.449e+09,2.15e+09,1.075e+10,1.5116e+10,4.844e+09,1.996e+10,2.17e+08,2.61e+08,2.8e+07,-1.61e+08,3.45e+08,-1.87e+08,-4.7e+07,-2.34e+08,-1.21e+08,-6.9e+07,-4.92e+08,-9.5e+07,-7.77e+08,-6.66e+08,-6.66e+08,-6.66e+08,6.97e+08,7.234e+09,4.75e+08,0.40858,0.07143,0.03555,0.0448,0.01087,2.18894,1.62849,3.12056,0.36242,0.64641,0.63636,18.1829,1.41495,0.36044,5,0.02156,0.0303,0.5576,9.1693,14.65826
"23","2015_Q4",31.2584375,"Down",5.874e+09,-3.537e+09,2.337e+09,-1.968e+09,-1.968e+09,3.69e+08,-8e+07,-8e+07,2.89e+08,1.78e+08,-6.1e+07,1.17e+08,1.17e+08,1.18e+08,1.18e+08,4.74e+08,4.74e+08,2e+08,7.971e+09,4.26e+08,4.26e+08,9.071e+09,7.629e+09,5.183e+09,3.897e+09,5.18e+08,7.68e+08,1.2812e+10,2.1883e+10,6.397e+09,3.608e+09,1.02e+08,2.687e+09,8.57e+08,7.254e+09,7.076e+09,3.578e+09,1.453e+09,2.125e+09,1.0654e+10,1.7908e+10,3.975e+09,2.1883e+10,1.17e+08,2.71e+08,1.17e+08,-6.25e+08,-1.2e+08,-1.34e+08,-1.12e+08,-2.46e+08,-1.17e+08,7.11e+08,-8.74e+08,2.77e+08,-3e+06,-3.69e+08,-3.69e+08,-3.69e+08,6.4e+08,7.933e+09,-5.8e+07,0.39785,0.06282,0.02009,0.02969,0.00539,-0.49153,1.25048,4.50516,0.36252,0.36274,0.3579,18.05718,-0.1783,0.35967,3,0.01517,-0.00375,0.99153,11.65469,20.21409
"24","2016_Q1",30.1124590163934,"Down",8.869e+09,-5.549e+09,3.32e+09,-2.419e+09,-2.419e+09,9.01e+08,-9.3e+07,-9.3e+07,8.08e+08,8.43e+08,-3e+08,5.43e+08,5.43e+08,5.44e+08,5.44e+08,1.109e+09,1.109e+09,5.58e+08,5.506e+09,4.79e+08,4.79e+08,7.652e+09,7.616e+09,5.308e+09,3.897e+09,5.14e+08,8.97e+08,1.2924e+10,2.0576e+10,5.086e+09,1.526e+09,2.27e+08,3.333e+09,6.42e+08,5.728e+09,6.995e+09,3.6e+09,1.477e+09,2.123e+09,1.0595e+10,1.6323e+10,4.253e+09,2.0576e+10,5.43e+08,2.7e+08,-3.5e+07,9.28e+08,1.706e+09,-7.6e+07,-1.55e+08,-2.31e+08,-1.12e+08,-2.92e+08,-2.13e+08,-2.23e+08,-8.4e+08,6.35e+08,6.35e+08,6.35e+08,1.171e+09,7.637e+09,2.323e+09,0.37434,0.10159,0.06134,0.12791,0.02644,4.27022,1.33589,3.838,0.37116,1.74415,1.72808,28.4354,7.4479,0.35909,4,0.04235,0.14997,0.20588,5.57472,7.24528
"25","2016_Q2",26.30828125,"Down",5.771e+09,-3.516e+09,2.255e+09,-1.966e+09,-1.966e+09,2.89e+08,-9.8e+07,-9.8e+07,1.91e+08,1.78e+08,-6.3e+07,1.15e+08,1.15e+08,1.16e+08,1.16e+08,7.34e+08,7.34e+08,3.99e+08,5.738e+09,5.09e+08,4.9e+08,7.38e+09,7.475e+09,5.306e+09,3.897e+09,5.11e+08,8.98e+08,1.2781e+10,2.0161e+10,4.705e+09,2.015e+09,0,2.69e+09,6.42e+08,5.347e+09,6.99e+09,3.67e+09,1.536e+09,2.134e+09,1.066e+10,1.6007e+10,4.154e+09,2.0161e+10,1.15e+08,2.6e+08,1.4e+07,-3.81e+08,8e+06,-1.37e+08,-7.4e+07,-2.11e+08,-1.12e+08,-3e+06,-1.04e+08,4.7e+07,-1.72e+08,-3.75e+08,-3.75e+08,-3.75e+08,5.49e+08,7.632e+09,9.4e+07,0.39075,0.05008,0.0201,0.02792,0.00575,0.81034,1.38021,3.85339,0.37855,0.37347,0.37002,18.58017,0.30264,0.36059,4,0.01475,0.00608,0.96552,12.56466,23.86851
"26","2016_Q3",26.94484375,"Up",5.866e+09,-3.468e+09,2.398e+09,-2.061e+09,-2.061e+09,3.37e+08,-9.7e+07,-9.7e+07,2.4e+08,20000000.0000001,-1.1e+07,9e+06,9e+06,11000000.0000001,11000000.0000001,1e+09,1e+09,4.23e+08,5.322e+09,4.71e+08,4.71e+08,7.216e+09,7.187e+09,5.303e+09,3.897e+09,5.02e+08,9.04e+08,1.249e+10,1.9706e+10,4.414e+09,1.877e+09,2.3e+07,2.514e+09,1.063e+09,5.477e+09,6.567e+09,3.612e+09,1.448e+09,2.164e+09,1.0179e+10,1.5656e+10,4.05e+09,1.9706e+10,9e+06,2.6e+08,2.55e+08,2.8e+07,5.52e+08,-8.9e+07,-3.8e+07,-1.27e+08,-1.16e+08,0,999999.999999985,-44000000.0000001,-1.59e+08,2.66e+08,2.66e+08,2.66e+08,5.97e+08,7.63e+09,5.47e+08,0.4088,0.05745,0.00188,0.00272000000000001,0.000560000000000001,49.72727,1.31751,3.86568,0.38719,0.0355499999999998,0.03534,18.95928,1.76794,0.37492,6,0.0083,0.03577,10.54545,11.10553,19.67359
"27","2016_Q4",29.2184126984127,"Up",5.626e+09,-3.386e+09,2.24e+09,-2.112e+09,-2.112e+09,1.28e+08,-8.1e+07,-8.1e+07,4.7e+07,2.6e+07,-1.1e+07,1.5e+07,1.5e+07,1.7e+07,1.7e+07,4.57e+08,4.57e+08,2.62e+08,7.587e+09,5.14e+08,4.54e+08,8.82e+09,7.149e+09,5.305e+09,3.897e+09,4.99e+08,9.09e+08,1.2454e+10,2.1274e+10,6.305e+09,3.375e+09,0,2.93e+09,9.38e+08,7.243e+09,6.563e+09,3.677e+09,1.548e+09,2.129e+09,1.024e+10,1.7483e+10,3.791e+09,2.1274e+10,1.5e+07,2.67e+08,2.7e+07,-5.61e+08,-2.52e+08,-8.7e+07,-6.6e+07,-1.53e+08,-1.16e+08,-1.2e+08,-9.6e+07,1.94e+08,-1.38e+08,-5.43e+08,-5.43e+08,-5.43e+08,3.95e+08,7.501e+09,-2.42e+08,0.39815,0.02275,0.00302,0.00448,8e-04,-14.23529,1.21773,4.61171,0.35259,0.05512,0.05473,18.24254,-0.7847,0.37613,4,0.00889,-0.01617,6.82353,17.83291,55.03125
"28","2017_Q1",23.4514516129032,"Down",8.515e+09,-5.251e+09,3.264e+09,-2.335e+09,-2.335e+09,9.29e+08,-8.7e+07,-8.7e+07,8.42e+08,7.28e+08,-2.56e+08,4.72e+08,4.72e+08,4.75e+08,4.75e+08,1.297e+09,1.297e+09,5.22e+08,5.399e+09,4.08e+08,4.08e+08,7.626e+09,7.017e+09,5.208e+09,3.897e+09,4.98e+08,8.13e+08,1.2225e+10,1.9851e+10,5.338e+09,1.423e+09,3.52e+08,3.563e+09,3.09e+08,5.647e+09,6.562e+09,3.32e+09,1.443e+09,1.877e+09,9.882e+09,1.5529e+10,4.322e+09,1.9851e+10,4.72e+08,2.71e+08,1.19e+08,6.31e+08,1.493e+09,3.9e+08,-8.6e+07,3.04e+08,-1.15e+08,-6.28e+08,-8.1e+07,-1.33e+08,-9.57e+08,8.4e+08,8.4e+08,8.4e+08,1.2e+09,6.871e+09,2.477e+09,0.38332,0.1091,0.05578,0.1099,0.02393,5.21474,1.35045,3.59301,0.34613,1.55432,1.54321,27.86322,8.10537,0.37631,7,0.04065,0.17067,0.24211,4.645,5.99999999999999
"29","2017_Q2",19.6936507936508,"Down",5.511e+09,-3.303e+09,2.208e+09,-2.057e+09,-2.057e+09,1.51e+08,-8.4e+07,-8.4e+07,6.7e+07,1.45e+08,-6.8e+07,7.7e+07,7.7e+07,7.8e+07,7.8e+07,1.201e+09,1.201e+09,3.45e+08,5.626e+09,6.34e+08,6.34e+08,7.806e+09,6.886e+09,5.186e+09,3.897e+09,4.96e+08,7.93e+08,1.2072e+10,1.9878e+10,5.425e+09,2.028e+09,3.55e+08,3.042e+09,3.13e+08,5.738e+09,6.412e+09,3.368e+09,1.522e+09,1.846e+09,9.78e+09,1.5518e+10,4.36e+09,1.9878e+10,7.7e+07,2.43e+08,-5.5e+07,-2.8e+07,2.37e+08,-2.1e+07,-3.9e+07,-6e+07,-1.15e+08,-1.52e+08,1e+06,-7e+06,-2.73e+08,-9.6e+07,-9.6e+07,-9.6e+07,3.94e+08,6.725e+09,4.13e+08,0.40065,0.0274,0.01415,0.01789,0.00392,5.29487,1.3604,3.55917,0.33831,0.25574,0.25415,18.06885,1.3541,0.37705,6,0.01335,0.02858,1.47436,14.0203,36.58278
"30","2017_Q3",17.1831746031746,"Down",5.803e+09,-3.403e+09,2.4e+09,-2.161e+09,-2.161e+09,2.39e+08,-7.9e+07,-7.9e+07,1.6e+08,1.68e+08,-6e+07,1.08e+08,1.08e+08,1.11e+08,1.11e+08,7.83e+08,7.83e+08,3.82e+08,4.98e+09,5.71e+08,5.71e+08,6.716e+09,6.822e+09,5.2e+09,3.897e+09,4.93e+08,8.1e+08,1.2022e+10,1.8738e+10,4.66e+09,1.669e+09,5.2e+07,2.939e+09,1.6e+07,4.676e+09,6.301e+09,3.322e+09,1.549e+09,1.773e+09,9.623e+09,1.4299e+10,4.439e+09,1.8738e+10,1.08e+08,2.44e+08,1.6e+07,-5.9e+07,3.09e+08,-75999999.9999999,-7.4e+07,-1.5e+08,-1.15e+08,-4.08e+08,0,-5.1e+07,-5.74e+08,-4.15e+08,-4.15e+08,-4.15e+08,4.83e+08,6.317e+09,4.08e+08,0.41358,0.04119,0.01913,0.02501,0.00592,3.67568,1.43627,3.22122,0.33712,0.36334,0.36215,18.99509,1.33552,0.37643,8,0.01605,0.02898,1.03604,11.45756,23.15481
"31","2017_Q4",17.4373015873016,"Up",5.426e+09,-3.152e+09,2.274e+09,-2.188e+09,-2.188e+09,8.6e+07,-7.4e+07,-7.4e+07,1.2e+07,3.7e+07,-1e+07,2.7e+07,2.7e+07,3e+07,3e+07,5.34e+08,5.34e+08,2.19e+08,7.065e+09,6.1e+08,6.1e+08,8.428e+09,6.742e+09,5.223e+09,3.897e+09,4.91e+08,8.35e+08,1.1965e+10,2.0393e+10,6.464e+09,3.173e+09,3.4e+07,3.257e+09,2.2e+07,6.486e+09,6.297e+09,3.336e+09,1.586e+09,1.75e+09,9.633e+09,1.6119e+10,4.274e+09,2.0393e+10,2.7e+07,2.54e+08,5e+06,-4.33e+08,-1.47e+08,-5e+07,-6.9e+07,-1.19e+08,-1.16e+08,-4e+06,1e+06,1.5e+08,3.1e+07,-2.35e+08,-2.35e+08,-2.35e+08,3.4e+08,6.319e+09,-1.33e+08,0.41909,0.01585,0.00553,0.00702,0.00147,-4.43333,1.29941,3.77141,0.30986,0.0982,0.09788,17.76105,-0.43535,0.37971,5,0.01048,-0.00955,3.86667,17.01471,67.26744
"32","2018_Q1",21.7947540983607,"Up",8.097e+09,-5.294e+09,2.803e+09,-1.725e+09,-1.725e+09,1.078e+09,-7.3e+07,-7.3e+07,1.005e+09,1.157e+09,1.67e+08,1.324e+09,1.324e+09,1.328e+09,1.328e+09,1.455e+09,1.455e+09,3.63e+08,5.178e+09,6.5e+08,6.5e+08,7.646e+09,6.672e+09,5.265e+09,3.897e+09,4.88e+08,8.8e+08,1.1937e+10,1.9583e+10,5.157e+09,1.59e+09,2.96e+08,3.271e+09,2.2e+07,5.179e+09,5.861e+09,2.81e+09,1.148e+09,1.662e+09,8.671e+09,1.385e+10,5.733e+09,1.9583e+10,1.324e+09,2.5e+08,-2.06e+08,1.77e+08,1.545e+09,7.1e+07,-1.15e+08,-4.4e+07,-1.15e+08,-3.9e+08,3e+06,-9.5e+07,-5.97e+08,9.04e+08,9.04e+08,9.04e+08,1.328e+09,5.883e+09,1.409e+09,0.34618,0.13314,0.16401,0.23164,0.06781,1.06099,1.47635,2.41584,0.30041,4.34555,4.32151,26.49542,4.6106,0.37631,7,0.10003,0.09767,0.0865999999999998,3.33434,4.10761
"33","2018_Q2",27.37140625,"Up",5.698e+09,-3.382e+09,2.316e+09,-2.083e+09,-2.083e+09,2.33e+08,-6.6e+07,-6.6e+07,1.67e+08,1.83e+08,-5.2e+07,1.31e+08,1.31e+08,1.39e+08,1.39e+08,1.531e+09,1.531e+09,2.5e+08,5.291e+09,6.38e+08,6.38e+08,7.71e+09,6.575e+09,5.283e+09,3.908e+09,4.86e+08,8.89e+08,1.1858e+10,1.9568e+10,5.052e+09,2.045e+09,3.12e+08,2.695e+09,2.5e+07,5.077e+09,5.857e+09,2.833e+09,1.169e+09,1.664e+09,8.69e+09,1.3767e+10,5.801e+09,1.9568e+10,1.31e+08,2.35e+08,1.2e+07,-5.6e+07,3.22e+08,-1.09e+08,-4.7e+07,-1.56e+08,-1.16e+08,-3e+06,2.8e+07,-8e+06,-9.9e+07,6.7e+07,6.7e+07,6.7e+07,4.68e+08,5.882e+09,3.55e+08,0.40646,0.04089,0.02439,0.02396,0.0071,2.55396,1.51861,2.37321,0.30059,0.45336,0.44926,18.58447,1.15786,0.37834,8,0.01757,0.02446,0.83453,9.29701,18.67382
"34","2018_Q3",30.6849206349206,"Up",5.757e+09,-3.319e+09,2.438e+09,-2.164e+09,-2.164e+09,2.74e+08,-6.2e+07,-6.2e+07,2.12e+08,1.97e+08,-3.2e+07,1.65e+08,1.65e+08,1.67e+08,1.67e+08,1.068e+09,1.068e+09,2.61e+08,4.956e+09,5.8e+08,5.8e+08,6.865e+09,6.547e+09,5.256e+09,3.908e+09,4.83e+08,8.65e+08,1.1803e+10,1.8668e+10,4.418e+09,1.795e+09,1.5e+07,2.608e+09,6.3e+07,4.481e+09,5.473e+09,2.82e+09,1.194e+09,1.626e+09,8.293e+09,1.2774e+10,5.894e+09,1.8668e+10,1.65e+08,2.35e+08,3e+07,-2.08e+08,2.22e+08,-7.8e+07,-7.8e+07,-1.56e+08,-1.16e+08,-3.54e+08,1e+07,-7.7e+07,-5.37e+08,-4.71e+08,-4.71e+08,-4.71e+08,5.09e+08,5.536e+09,2.55e+08,0.42348,0.04759,0.02901,0.02833,0.00894999999999999,1.52695,1.53202,2.16729,0.29655,0.54274,0.53526,18.70978,0.82873,0.37699,8,0.01986,0.01789,0.69461,8.778,16.30657
"35","2018_Q4",27.4401587301587,"Down",5.589e+09,-3.226e+09,2.363e+09,-2.254e+09,-2.254e+09,1.09e+08,-5.9e+07,-5.9e+07,5e+07,7.4e+07,-1.2e+07,6.2e+07,6.2e+07,6.2e+07,6.2e+07,7.36e+08,7.36e+08,1.8e+08,7.147e+09,6.04e+08,5.94e+08,8.667e+09,6.572e+09,5.122e+09,3.908e+09,4.81e+08,7.33e+08,1.1694e+10,2.0361e+10,6.379e+09,3.381e+09,0,2.998e+09,6.5e+07,6.444e+09,5.469e+09,2.803e+09,1.185e+09,1.618e+09,8.272e+09,1.4716e+10,5.645e+09,2.0361e+10,6.2e+07,2.48e+08,2e+06,-4.27e+08,-1.15e+08,-1.6e+08,-7.7e+07,-2.37e+08,-1.15e+08,-4e+06,3e+06,1.36e+08,2e+07,-3.32e+08,-3.32e+08,-3.32e+08,3.57e+08,5.534e+09,-2.18e+08,0.42279,0.0195,0.01109,0.01098,0.00305,-3.51613,1.34497,2.60691,0.27179,0.20123,0.19859,18.14021,-0.70756,0.37326,6,0.01266,-0.01559,1.85484,13.43978,44.01835
"36","2019_Q1",21.3252459016393,"Down",8.695e+09,-5.288e+09,3.407e+09,-2.538e+09,-2.538e+09,8.69e+08,-4.9e+07,-4.9e+07,8.2e+08,9.66e+08,-2.26e+08,7.4e+08,7.4e+08,7.4e+08,7.4e+08,1.162e+09,1.162e+09,4e+08,5.263e+09,6.2e+08,6.2e+08,7.445e+09,6.637e+09,5.112e+09,3.908e+09,4.78e+08,7.26e+08,1.1749e+10,1.9194e+10,5.189e+09,1.655e+09,1.68e+08,3.366e+09,4.3e+07,5.232e+09,4.708e+09,2.818e+09,1.238e+09,1.58e+09,7.526e+09,1.2758e+10,6.436e+09,1.9194e+10,7.4e+08,2.44e+08,-1.9e+07,3.41e+08,1.306e+09,1.64e+08,-7.1e+07,93000000.0000001,-1.16e+08,-7.88e+08,4e+06,-2.8e+07,-9.28e+08,4.71e+08,4.71e+08,4.71e+08,1.113e+09,4.751e+09,1.844e+09,0.39183,0.09994,0.08511,0.11498,0.03855,2.49189,1.42297,1.98229,0.24753,2.39948,2.37179,28.1939,5.97925,0.37613,6,0.06112,0.13167,0.15676,3.22462,4.13003
"37","2019_Q2",19.5119047619048,"Down",5.676e+09,-3.403e+09,2.273e+09,-2.112e+09,-2.112e+09,1.61e+08,-4.7e+07,-4.7e+07,1.14e+08,1.63e+08,-2.7e+07,1.36e+08,1.36e+08,1.36e+08,1.36e+08,7.37e+08,7.37e+08,2.37e+08,5.498e+09,6.33e+08,6.33e+08,7.105e+09,6.499e+09,7.692e+09,3.908e+09,4.41e+08,3.343e+09,1.4191e+10,2.1296e+10,4.978e+09,1.95e+09,1.82e+08,2.846e+09,4.1e+07,5.019e+09,4.68e+09,5.274e+09,1.193e+09,4.081e+09,9.954e+09,1.4973e+10,6.323e+09,2.1296e+10,1.36e+08,2.36e+08,-1.3e+07,-3.97e+08,-3.8e+07,-1.7e+08,-6.7e+07,-2.37e+08,-1.16e+08,-3e+06,6e+06,-4.5e+07,-1.58e+08,-4.33e+08,-4.33e+08,-4.33e+08,3.97e+08,4.721e+09,-1.43e+08,0.40046,0.02837,0.02396,0.02151,0.00639,-1.05147,1.41562,2.36802,0.22168,0.43999,0.43674,18.36299,-0.46263,0.37528,2,0.01544,-0.00876,0.85294,10.03526,24.74534
"38","2019_Q3",16.17640625,"Down",5.722e+09,-3.395e+09,2.327e+09,-2.175e+09,-2.175e+09,1.52e+08,-4.7e+07,-4.7e+07,1.05e+08,1.17e+08,-3e+07,8.7e+07,8.7e+07,86999999.9999999,86999999.9999999,6.74e+08,6.74e+08,2.4e+08,5.029e+09,6.03e+08,6.03e+08,6.546e+09,6.483e+09,7.712e+09,3.908e+09,4.4e+08,3.364e+09,1.4195e+10,2.0741e+10,4.433e+09,1.674e+09,2e+07,2.739e+09,6e+06,4.439e+09,4.68e+09,5.307e+09,1.206e+09,4.101e+09,9.987e+09,1.4426e+10,6.315e+09,2.0741e+10,8.7e+07,2.36e+08,2.8e+07,3.7e+07,3.88e+08,-1.49e+08,-6.8e+07,-2.17e+08,-1.17e+08,-38999999.9999999,0,-8.3e+07,-2.39e+08,-6.8e+07,-6.8e+07,-6.8e+07,3.88e+08,4.686e+09,3.06e+08,0.40668,0.02656,0.0152,0.01378,0.00419,3.51723999999998,1.47466,2.2844,0.22593,0.28074,0.2792,18.46402,0.98742,0.37754,5,0.01251,0.01876,1.34483,10.34021,26.39474
"39","2019_Q4",13.99015625,"Down",5.356e+09,-3.107e+09,2.249e+09,-2.202e+09,-2.202e+09,4.7e+07,-4.9e+07,-4.9e+07,-2e+06,-1e+06,2e+06,1e+06,1e+06,1e+06,1e+06,3.01e+08,3.01e+08,1.75e+08,7.256e+09,5.69e+08,5.69e+08,8.301e+09,6.558e+09,7.688e+09,3.908e+09,4.4e+08,3.34e+09,1.4246e+10,2.2547e+10,6.473e+09,3.427e+09,12369438.6760256,3.046e+09,6e+06,6.479e+09,4.677e+09,5.334e+09,1.2e+09,4.134e+09,1.0011e+10,1.649e+10,6.057e+09,2.2547e+10,1e+06,2.53e+08,3.5e+07,-4.67e+08,-1.78e+08,-2.31e+08,-4.4e+07,-2.75e+08,-1.16e+08,0,-1e+06,1.74e+08,5.7e+07,-3.96e+08,-3.96e+08,-3.96e+08,3e+08,4.683e+09,-4e+08,0.4199,0.00878,0.00019,0.00017,4e-05,-400,1.28122,2.72247,0.2077,0.00323,0.00322,17.28857,-1.29116,0.37444,3,0.00728,-0.02488,116,14.60667,93.23404
"40","2020_Q1",12.4146774193548,"Down",8.577e+09,-5.266e+09,3.311e+09,-2.509e+09,-2.509e+09,8.02e+08,-4.2e+07,-4.2e+07,7.6e+08,4.49e+08,-1.09e+08,3.4e+08,3.4e+08,3.4e+08,3.4e+08,6.85e+08,6.85e+08,4.09e+08,5.188e+09,5.28e+08,5.28e+08,6.81e+09,6.633e+09,7.729e+09,3.908e+09,4.39e+08,3.382e+09,1.4362e+10,2.1172e+10,5.211e+09,1.682e+09,8.1e+07,3.448e+09,5.39e+08,5.75e+09,3.621e+09,5.424e+09,1.169e+09,4.255e+09,9.045e+09,1.4795e+10,6.377e+09,2.1172e+10,3.4e+08,2.56e+08,2.67e+08,5.73e+08,1.436e+09,-1.67e+08,-1.06e+08,-2.73e+08,-1.17e+08,-5.27e+08,0,-1.39e+08,-7.83e+08,3.8e+08,3.8e+08,3.8e+08,1.058e+09,4.16e+09,1.573e+09,0.38603,0.09351,0.0396399999999999,0.05332,0.01606,4.62646999999998,1.18435,2.32006,0.19649,1.09677,1.09079,27.66774,5.07419,0.37742,5,0.02863,0.09855,0.344120000000018,3.2845,4.33292
"41","2020_Q2",5.8947619047619,"Down",3.148e+09,-2.501e+09,6.47e+08,-1.598e+09,-1.598e+09,-9.51e+08,-4.7e+07,-4.7e+07,-9.98e+08,-4.157e+09,5.76e+08,-3.581e+09,-3.581e+09,-3.581e+09,-3.581e+09,1.523e+09,1.523e+09,1.7e+08,4.923e+09,5.19e+08,5.19e+08,7.135e+09,6.425e+09,5.021e+09,8.38e+08,4.39e+08,3.744e+09,1.1446e+10,1.8581e+10,5.033e+09,2.196e+09,8e+07,2.757e+09,7.39e+08,5.772e+09,4.918e+09,5.194e+09,9.44e+08,4.25e+09,1.0112e+10,1.5884e+10,2.697e+09,1.8581e+10,-3.581e+09,2.37e+08,2.961e+09,2.19e+08,-1.64e+08,-1.01e+08,-1.2e+07,-1.13e+08,-1.17e+08,1.496e+09,33884142.6080131,-2.31e+08,1.148e+09,8.71e+08,8.71e+08,8.71e+08,-7.14e+08,5.657e+09,-1.172e+09,0.20553,-0.3021,-1.13755,-1.32777,-0.19272,0.32728,1.23614,5.88951,0.30445,-11.5293,-11.5293,10.13522,-3.77334,0.37669,2,-0.25568,-0.08651,-0.03267,-5.78992,-4.347
"42","2020_Q3",6.3834375,"Up",3.727e+09,-2.718e+09,1.009e+09,-1.397e+09,-1.397e+09,-3.88e+08,-7.3e+07,-7e+07,-4.61e+08,-729000000.000001,2.98e+08,-4.31e+08,-4.31e+08,-4.31e+08,-4.31e+08,1.395e+09,1.395e+09,1.84e+08,3.582e+09,4.7e+08,4.7e+08,5.631e+09,6.279e+09,5.704e+09,8.28e+08,4.38e+08,4.438e+09,1.1983e+10,1.7614e+10,4.315e+09,1.409e+09,77520884.5852946,2.906e+09,5.39e+08,4.854e+09,4.851e+09,5.585e+09,9.21e+08,4.664e+09,1.0436e+10,1.529e+10,2.324e+09,1.7614e+10,-4.31e+08,2.35e+08,2.62e+08,9.1e+07,1.57e+08,-9.6e+07,-6.3e+07,-1.59e+08,0,-2.2e+08,74524735.6103293,2.2e+07,-1.98e+08,-2e+08,-2e+08,-2e+08,-1.53e+08,5.39e+09,-4.56e+08,0.27073,-0.10411,-0.11564,-0.18546,-0.02447,1.05800000000001,1.16007,6.57917,0.30601,-1.38496,-1.38496,11.97622,-1.4653,5.55111512312578e-17,3,-0.03241,-0.03429,-4.01761957036229e-15,-26.11111,-10.29639
"43","2020_Q4",8.1925,"Up",4.185e+09,-2.569e+09,1.616e+09,-1.728e+09,-1.728e+09,-1.12e+08,-8e+07,-7.9e+07,-1.92e+08,-2.18e+08,1.26e+08,-9.2e+07,-9.2e+07,-9.2e+07,-9.2e+07,1.551e+09,1.551e+09,1.85e+08,5.144e+09,4.77e+08,4.77e+08,7.357e+09,6.122e+09,5.735e+09,8.28e+08,4.37e+08,4.47e+09,1.1857e+10,1.9214e+10,6.115e+09,3.267e+09,85450984.8780458,2.848e+09,5.36e+08,6.651e+09,4.852e+09,5.468e+09,9.17e+08,4.551e+09,1.032e+10,1.6971e+10,2.243e+09,1.9214e+10,-9.2e+07,2.5e+08,6.5e+07,2.8e+07,2.51e+08,-5.4e+07,1.2e+07,-4.2e+07,0,-4e+06,77652960.8074809,1.7e+07,1.3e+07,2.22e+08,2.22e+08,2.22e+08,1.38e+08,5.388e+09,-1.4e+07,0.38614,-0.02676,-0.02198,-0.04102,-0.00479,0.15217,1.10615,7.56621,0.28042,-0.29563,-0.29563,13.44794,-0.04499,0,2,-0.00702,-0.00107,0,27.80435,-34.25893
"44","2021_Q1",14.6222950819672,"Up",7.037e+09,-4.498e+09,2.539e+09,-2.044e+09,-2.044e+09,4.95e+08,-8.5e+07,-8.4e+07,4.1e+08,3.14e+08,-1.54e+08,1.6e+08,1.6e+08,1.6e+08,1.6e+08,1.679e+09,1.679e+09,2.76e+08,3.774e+09,4.55e+08,4.55e+08,6.184e+09,5.94e+09,5.582e+09,8.28e+08,4.37e+08,4.317e+09,1.1522e+10,1.7706e+10,4.905e+09,1.978e+09,86405592.7317741,2.927e+09,4.52e+08,5.357e+09,4.407e+09,5.389e+09,9.08e+08,4.481e+09,9.796e+09,1.5153e+10,2.553e+09,1.7706e+10,1.6e+08,2.37e+08,8.4e+07,-7.6e+07,4.05e+08,2.6e+07,-3.7e+07,-1.1e+07,0,-5.34e+08,-1000000.00000006,2.71e+08,-2.64e+08,1.3e+08,1.3e+08,1.3e+08,7.32e+08,4.859e+09,8.36e+08,0.36081,0.07034,0.02274,0.06267,0.00904,5.225,1.15438,5.93537,0.27443,0.51381,0.513809999999999,22.59794,2.68465,0,4,0.0125,0.06531,0,4.34425999999999,6.42424
