"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","other_payables_accruals","short_term_debt","short_term_borrowings","other_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",105.624098360656,"Up",1.557e+09,-8.47e+08,7.1e+08,-3.98e+08,-3.72e+08,-3.9e+07,1.3e+07,3.12e+08,-2.3e+07,-2.3e+07,2.89e+08,2.89e+08,-1e+08,1.89e+08,1.91e+08,1.91e+08,1.91e+08,3.82e+08,3.82e+08,5.19e+08,5.19e+08,3.85e+08,1.43e+08,1.43e+08,1.429e+09,9.18e+08,1.817e+09,5.35e+08,1.067e+09,5e+07,1.65e+08,2.735e+09,4.164e+09,9.79e+08,9.79e+08,3.95e+08,9.5e+07,3.1e+07,1.405e+09,1.796e+09,8.45e+08,9.5e+07,7.5e+08,2.641e+09,4.046e+09,9.34e+08,1.59e+08,7.75e+08,-2.237e+09,1.923e+09,-5.02e+08,1.18e+08,1.18e+08,4.164e+09,1.89e+08,1.91e+08,4.3e+07,-9999999.99999999,1.1e+07,-1e+07,-1.1e+07,1.55e+08,2999999.99999999,5.2e+07,1e+08,3.79e+08,-4.2e+07,-4.2e+07,1.6e+07,-2.6e+07,-9.7e+07,24000000.0000002,-2.75e+08,1.5e+07,-2.9e+08,-3.48e+08,4999999.99999988,4999999.99999988,-1e+06,4000000.00000012,3.55e+08,2.191e+09,5.68e+08,0.45601,0.20039,0.12267,1.61864,0.04587,2.97382,1.01708,34.28814,0.52618,1.47445,1.43824,12.01945,0.91092,4.38475,0.7488,0.09131,0.18009,0.50785,5.09577,5.79808
"25","2016_Q2",108.44234375,"Up",1.39e+09,-7.65e+08,6.25e+08,-3.38e+08,-3.09e+08,-3e+07,1e+06,2.87e+08,-2.3e+07,-2.3e+07,2.64e+08,2.64e+08,-9.1e+07,1.73e+08,1.72e+08,1.72e+08,1.72e+08,3.83e+08,3.83e+08,4.72e+08,4.72e+08,4.08e+08,1.47e+08,1.47e+08,1.41e+09,8.85e+08,1.8e+09,5.33e+08,1.052e+09,4.9e+07,1.66e+08,2.685e+09,4.095e+09,8.83e+08,4.64e+08,4.31e+08,1.31e+08,3.7e+07,1.351e+09,1.796e+09,8.29e+08,8.8e+07,7.41e+08,2.625e+09,3.976e+09,9.49e+08,1.59e+08,7.9e+08,-2.282e+09,1.993e+09,-5.41e+08,1.19e+08,1.19e+08,4.095e+09,1.73e+08,1.72e+08,4.1e+07,-1e+06,9e+06,-5e+06,-5e+06,-7.8e+07,3.9e+07,-3e+07,-8.7e+07,1.47e+08,-2.8e+07,-2.8e+07,1.2e+07,-1.6e+07,-9.9e+07,3.6e+07,-5.7e+07,4.6e+07,-1.03e+08,-1.2e+08,1.1e+07,1.1e+07,-1e+07,1e+06,3.28e+08,2.227e+09,3.13e+08,0.44964,0.20647,0.12374,1.44538,0.042,1.81977,1.04367,33.41176,0.54383,1.33173,1.31078,10.76226,0.92137,2.42344,0.76652,0.08535,0.09858,0.57558,5.62195,6.42509
"26","2016_Q3",110.145625,"Up",1.345e+09,-7.45e+08,6e+08,-3.48e+08,-3.17e+08,-3.4e+07,3e+06,2.52e+08,-2.2e+07,-2.2e+07,2.3e+08,2.3e+08,-7.9e+07,1.51e+08,1.49e+08,1.49e+08,1.49e+08,3.9e+08,3.9e+08,4.74e+08,4.74e+08,4.5e+08,1.76e+08,1.76e+08,1.49e+09,8.78e+08,1.807e+09,5.32e+08,1.051e+09,4.7e+07,1.77e+08,2.685e+09,4.175e+09,8.58e+08,4.92e+08,5e+08,5e+08,0,1.358e+09,1.796e+09,8.23e+08,8.3e+07,7.4e+08,2.619e+09,3.977e+09,9.82e+08,1.59e+08,8.23e+08,-2.265e+09,2.042e+09,-5.61e+08,1.98e+08,1.98e+08,4.175e+09,1.51e+08,1.49e+08,4.1e+07,6e+06,1.3e+07,-5e+06,-2e+06,-1.55e+08,-1.1e+07,-4.7e+07,-9.7e+07,3.8e+07,-4e+07,-4e+07,0,-4e+07,-9.9e+07,6.9e+07,4.6e+07,8.7e+07,-4.1e+07,1.6e+07,1.4e+07,1.4e+07,-7e+06,7e+06,2.93e+08,2.296e+09,1.77e+08,0.4461,0.18736,0.11078,0.75253,0.03569,1.18792,1.0972,20.08586,0.54994,1.1502,1.13268,10.38265,1.52845,1.36634,0.76423,0.07477,0.05336,0.66443,6.50512,7.56349
"27","2016_Q4",99.8260317460317,"Down",1.426e+09,-7.8e+08,6.46e+08,-3.87e+08,-3.5e+08,-3.5e+07,-2e+06,2.59e+08,-2.2e+07,-2.2e+07,2.37e+08,2.37e+08,-7.8e+07,1.59e+08,1.62e+08,1.62e+08,1.62e+08,4.14e+08,4.14e+08,5.3e+08,5.3e+08,4.6e+08,1.86e+08,1.86e+08,1.59e+09,8.87e+08,1.807e+09,5.28e+08,1.059e+09,4.5e+07,1.75e+08,2.694e+09,4.284e+09,9.55e+08,5.19e+08,4.32e+08,4.32e+08,0,1.387e+09,1.796e+09,8.42e+08,1.07e+08,7.35e+08,2.638e+09,4.025e+09,1.005e+09,1.59e+08,8.46e+08,-2.307e+09,2.103e+09,-5.42e+08,2.59e+08,2.59e+08,4.284e+09,1.59e+08,1.62e+08,4e+07,3.4e+07,1.1e+07,2e+07,3e+06,2.5e+07,-5.2e+07,-9e+06,8.6e+07,2.62e+08,-4.5e+07,-4.5e+07,0,-4.5e+07,-1e+08,-6.8e+07,-2.9e+07,4.3e+07,-7.2e+07,-1.97e+08,2e+07,2e+07,4e+06,2.4e+07,2.99e+08,2.228e+09,3.57e+08,0.45302,0.18163,0.1136,0.62548,0.03782,2.2037,1.14636,15.54054,0.52007,1.24913,1.23056,10.99545,1.99707,2.75272,0.77107,0.0787,0.10724,0.61728,6.06689,7.00386
"28","2017_Q1",110.412741935484,"Up",1.6e+09,-8.73e+08,7.27e+08,-4.54e+08,-4.17e+08,-4.2e+07,5e+06,2.73e+08,-2.1e+07,-2.1e+07,2.52e+08,2.52e+08,-8.7e+07,1.65e+08,1.65e+08,1.65e+08,1.65e+08,4.01e+08,4.01e+08,5.69e+08,5.69e+08,4.43e+08,7.2e+07,7.2e+07,1.485e+09,9.06e+08,2.119e+09,6.57e+08,1.197e+09,7.8e+07,1.87e+08,3.025e+09,4.51e+09,1.035e+09,1.035e+09,5.23e+08,5.23e+08,1.86264514923096e-09,1.558e+09,1.789e+09,8.66e+08,8.2e+07,7.84e+08,2.655e+09,4.213e+09,1.027e+09,1.59e+08,8.68e+08,-2.323e+09,2.163e+09,-5.7e+08,2.97e+08,2.97e+08,4.51e+09,1.65e+08,1.65e+08,4.3e+07,1.2e+07,1.2e+07,-5e+06,5e+06,1.12e+08,-2.8e+07,4.1e+07,9.9e+07,3.31e+08,-5.9e+07,-5.9e+07,2e+07,-3.29e+08,-1e+08,8.9e+07,-3999999.99999999,3.4e+07,-3.8e+07,-1.5e+07,-1.3e+07,-1.3e+07,9.31322574615479e-10,-1.3e+07,3.16e+08,2.312e+09,4.56e+08,0.45438,0.17062,0.10312,0.55556,0.03659,2.76364,0.95315,14.18519,0.51264,1.27413,1.24571,12.35521,2.29344,3.52124,0.7722,0.07626,0.13122,0.60606,6.04747,7
"29","2017_Q2",115.754761904762,"Up",1.443e+09,-8.03e+08,6.4e+08,-3.54e+08,-3.28e+08,-3.1e+07,5e+06,2.86e+08,-2.2e+07,-2.2e+07,2.64e+08,2.64e+08,-8.5e+07,1.79e+08,1.79e+08,1.79e+08,1.79e+08,4.08e+08,4.08e+08,4.94e+08,4.94e+08,4.65e+08,4.9e+07,4.9e+07,1.416e+09,9.17e+08,2.133e+09,6.57e+08,1.196e+09,7.6e+07,2.04e+08,3.05e+09,4.466e+09,8.74e+08,8.74e+08,6.18e+08,6.18e+08,3e+07,1.522e+09,1.789e+09,8.66e+08,8.3e+07,7.83e+08,2.655e+09,4.177e+09,1.04e+09,1.59e+08,8.81e+08,-2.422e+09,2.238e+09,-5.67e+08,2.89e+08,2.89e+08,4.466e+09,1.79e+08,1.79e+08,4.1e+07,-4e+06,1.2e+07,-2e+06,-1.4e+07,-4.6e+07,7.4e+07,-2.3e+07,-9.7e+07,1.7e+08,-5.9e+07,-5.9e+07,1e+06,-5.8e+07,-1.04e+08,9.5e+07,-9.5e+07,1.5e+07,-1.1e+08,-1.04e+08,8e+06,8e+06,-1e+06,7e+06,3.27e+08,2.407e+09,3.07e+08,0.44352,0.1982,0.12405,0.61938,0.04008,1.71508,0.93035,14.45329,0.53896,1.38278,1.35408,11.14725,2.23254,2.37159,0.80341,0.07945,0.08619,0.58101,6.11315,6.98951
"30","2017_Q3",115.99,"Up",1.406e+09,-7.77e+08,6.29e+08,-3.8e+08,-3.25e+08,-3.2e+07,-2.3e+07,2.49e+08,-2.2e+07,-2.2e+07,2.27e+08,2.27e+08,-7.7e+07,1.5e+08,1.49e+08,1.49e+08,1.49e+08,4.14e+08,4.14e+08,5.14e+08,5.14e+08,5.01e+08,1.2e+08,1.2e+08,1.549e+09,9.04e+08,2.115e+09,6.55e+08,1.19e+09,7.2e+07,1.98e+08,3.019e+09,4.568e+09,8.78e+08,8.78e+08,1.159e+09,7.59e+08,3.72529029846191e-09,2.037e+09,1.39e+09,8.71e+08,7.7e+07,7.94e+08,2.261e+09,4.298e+09,1.054e+09,1.59e+08,8.95e+08,-2.489e+09,2.284e+09,-5.79e+08,2.7e+08,2.7e+08,4.568e+09,1.5e+08,1.49e+08,4.1e+07,4.5e+07,1.3e+07,-2e+06,3.4e+07,-1.35e+08,-1.7e+07,-4e+07,-7.8e+07,1e+08,-5.8e+07,-5.8e+07,2e+06,-5.6e+07,-1.02e+08,1.38e+08,-7.1e+07,2e+06,-7.3e+07,-3.5e+07,9e+06,9e+06,-3e+06,6e+06,2.9e+08,2.549e+09,1.74e+08,0.44737,0.1771,0.10597,0.55185,0.03262,1.16779,0.76043,15.91852,0.55801,1.15956,1.13936,10.94189,2.10122,1.35412,0.79379,0.06802,0.04715,0.68456,7.36207,8.5743
"31","2017_Q4",118.142698412698,"Up",1.477e+09,-8.27e+08,6.5e+08,-3.81e+08,-3.62e+08,-3.5e+07,1.6e+07,2.69e+08,-2.2e+07,-2.2e+07,2.47e+08,2.47e+08,-7.5e+07,1.72e+08,1.72e+08,1.72e+08,1.72e+08,4.31e+08,4.31e+08,5.68e+08,5.68e+08,5.1e+08,9.4e+07,9.4e+07,1.603e+09,9.03e+08,2.123e+09,6.55e+08,1.193e+09,7e+07,2.05e+08,3.026e+09,4.629e+09,9.48e+08,9.48e+08,1.05e+09,6.5e+08,0,1.998e+09,1.39e+09,8.37e+08,4.9e+07,7.88e+08,2.227e+09,4.225e+09,1.071e+09,1.59e+08,9.12e+08,-2.453e+09,2.351e+09,-5.65e+08,4.04e+08,4.04e+08,4.629e+09,1.72e+08,1.72e+08,3.9e+07,-2.4e+07,1.3e+07,-3.4e+07,-3e+06,2.5e+07,-5.5e+07,-7e+06,8.7e+07,2.12e+08,-4.4e+07,-4.4e+07,2.2e+07,-2.2e+07,-1.03e+08,-1.1e+08,3.8e+07,3.8e+07,0,-1.75e+08,1.5e+07,1.5e+07,2e+06,1.7e+07,3.08e+08,2.44e+09,3.64e+08,0.44008,0.18213,0.11645,0.42574,0.03716,2.11628,0.8023,10.45792,0.52711,1.3359,1.30936,11.47167,3.13782,2.82714,0.79999,0.07471,0.09889,0.59884,6.52273,7.4684
"32","2018_Q1",117.32868852459,"Down",1.647e+09,-8.95e+08,7.52e+08,-4.35e+08,-3.94e+08,-3.7e+07,-3999999.99999999,3.17e+08,-2.2e+07,-2.2e+07,2.95e+08,2.95e+08,-9.3e+07,2.02e+08,2.01e+08,2.01e+08,2.01e+08,4.18e+08,4.18e+08,5.65e+08,5.65e+08,4.59e+08,7.2e+07,7.2e+07,1.514e+09,9.31e+08,2.128e+09,6.54e+08,1.196e+09,6.8e+07,2.1e+08,3.059e+09,4.573e+09,1.005e+09,1.005e+09,8.04e+08,4.04e+08,3.72529029846191e-09,1.809e+09,1.391e+09,8.31e+08,6.1e+07,7.7e+08,2.222e+09,4.031e+09,1.087e+09,1.59e+08,9.28e+08,-2.442e+09,2.44e+09,-5.43e+08,5.42e+08,5.42e+08,4.573e+09,2.02e+08,2.01e+08,4.2e+07,3.5e+07,1.3e+07,3e+06,1.9e+07,1.09e+08,-3e+06,5.1e+07,6.1e+07,3.86e+08,-7e+07,-7e+07,1e+06,-6.9e+07,-1.03e+08,-2.48e+08,2e+07,2e+07,0,-3.31e+08,-1.4e+07,-1.4e+07,999999.999999999,-1.3e+07,3.59e+08,2.195e+09,4.91e+08,0.45659,0.19247,0.12204,0.37085,0.04395,2.44279,0.83693,7.43727,0.47999,1.55676,1.52349,12.75617,4.19784,3.80284,0.79774,0.0852,0.13761,0.51244,4.94986,5.60568
"33","2018_Q2",108.6596875,"Down",1.5e+09,-8.27e+08,6.73e+08,-3.73e+08,-3.38e+08,-3.2e+07,-3e+06,3e+08,-2.1e+07,-2.1e+07,2.79e+08,2.79e+08,-8.7e+07,1.92e+08,1.92e+08,1.92e+08,1.92e+08,4.68e+08,4.68e+08,5.31e+08,5.31e+08,4.62e+08,5.9e+07,5.9e+07,1.52e+09,9.34e+08,2.146e+09,6.54e+08,1.203e+09,6.6e+07,2.23e+08,3.08e+09,4.6e+09,9.12e+08,9.12e+08,4.13e+08,1.3e+07,5.1e+07,1.376e+09,1.787e+09,8.45e+08,6.2e+07,7.83e+08,2.632e+09,4.008e+09,1.081e+09,1.59e+08,9.22e+08,-2.489e+09,2.524e+09,-5.24e+08,5.92e+08,5.92e+08,4.6e+09,1.92e+08,1.92e+08,4e+07,2.6e+07,1.2e+07,-4e+06,1.8e+07,1e+06,3.5e+07,-1e+07,-2.4e+07,2.6e+08,-4.9e+07,-4.9e+07,1.3e+07,-3.6e+07,-1.08e+08,5e+06,-7.3e+07,-7e+06,-6.6e+07,-1.76e+08,4.8e+07,4.8e+07,4e+06,5.2e+07,3.4e+08,2.2e+09,3.79e+08,0.44867,0.2,0.128,0.32432,0.04174,1.97396,1.10465,6.77027,0.47826,1.48815,1.45998,11.62619,4.58847,2.93755,0.83709,0.08249,0.10421,0.5625,5.09412,5.77333
"34","2018_Q3",125.937936507937,"Up",1.416e+09,-8.07e+08,6.09e+08,-3.62e+08,-3.37e+08,-3.1e+07,6e+06,2.47e+08,-2e+07,-2e+07,2.27e+08,2.27e+08,6000000.00000001,2.33e+08,2.33e+08,2.33e+08,2.33e+08,4.89e+08,4.89e+08,5.36e+08,5.36e+08,4.94e+08,1.61e+08,1.61e+08,1.68e+09,9.35e+08,2.143e+09,6.55e+08,1.202e+09,6.5e+07,2.21e+08,3.078e+09,4.758e+09,8.85e+08,8.85e+08,4.95e+08,4.95e+08,0,1.38e+09,1.788e+09,8.3e+08,3.9e+07,7.91e+08,2.618e+09,3.998e+09,1.1e+09,1.59e+08,9.41e+08,-2.465e+09,2.649e+09,-5.24e+08,7.6e+08,7.6e+08,4.758e+09,2.33e+08,2.33e+08,4.1e+07,-1e+07,1.1e+07,-3.3e+07,1.2e+07,-1.99e+08,-4e+06,-3e+07,-1.65e+08,6.4e+07,-4e+07,-4e+07,2e+06,-3.8e+07,-1.09e+08,7.9e+07,2.9e+07,3.3e+07,-4e+06,-1e+06,24999999.9999999,24999999.9999999,-4e+06,2.1e+07,2.88e+08,2.283e+09,43000000.0000001,0.43008,0.17444,0.16455,0.30658,0.04897,0.18455,1.21739,5.26053,0.47982,1.80119,1.76978,10.94628,5.87512,0.332409999999999,0.84262,0.0883,0.0111,0.46781,6.22917,7.26316
"35","2018_Q4",138.985714285714,"Up",1.517e+09,-8.68e+08,6.49e+08,-3.87e+08,-3.58e+08,-3.2e+07,3e+06,2.62e+08,-2e+07,-2e+07,2.42e+08,2.42e+08,-6.1e+07,1.81e+08,1.81e+08,1.81e+08,1.81e+08,1.174e+09,1.174e+09,5.95e+08,5.95e+08,5.08e+08,9.6e+07,9.6e+07,2.373e+09,9.33e+08,2.138e+09,6.55e+08,1.2e+09,6.3e+07,2.2e+08,3.071e+09,5.444e+09,9.47e+08,9.47e+08,1.066e+09,1.066e+09,0,2.013e+09,1.789e+09,8.05e+08,2.7e+07,7.78e+08,2.594e+09,4.607e+09,1.115e+09,1.59e+08,9.56e+08,-2.457e+09,2.704e+09,-5.25e+08,8.37e+08,8.37e+08,5.444e+09,1.81e+08,1.81e+08,4e+07,2e+06,1.4e+07,-6e+06,-6e+06,2.9e+07,-6e+07,-1.8e+07,1.07e+08,2.52e+08,-3.7e+07,-3.7e+07,-1e+06,-3.8e+07,-1.09e+08,5.69e+08,9e+06,9e+06,0,4.69e+08,6.83e+08,6.83e+08,2e+06,6.85e+08,3.02e+08,2.855e+09,3.55e+08,0.42782,0.17271,0.11931,0.21625,0.03325,1.96133,1.17884,5.50418,0.52443,1.39559,1.37225,11.69676,6.45365,2.73721,0.84044,0.06449,0.07894,0.60221,5.56623,6.41603
"36","2019_Q1",139.38131147541,"Up",1.691e+09,-9.47e+08,7.44e+08,-4.14e+08,-3.74e+08,-3.7e+07,-3e+06,3.3e+08,-2.4e+07,-2.4e+07,3.06e+08,3.06e+08,-8.9e+07,2.17e+08,2.17e+08,2.17e+08,2.17e+08,1.31e+08,1.31e+08,6e+08,6e+08,5.06e+08,7.4e+07,7.4e+07,1.311e+09,9.96e+08,2.753e+09,7.95e+08,1.602e+09,1.34e+08,2.22e+08,3.749e+09,5.06e+09,1.001e+09,1.001e+09,1.99e+08,1.99e+08,12023765.3064894,1.2e+09,2.284e+09,8.5e+08,7.2e+07,7.78e+08,3.134e+09,4.334e+09,1.134e+09,1.59e+08,9.75e+08,-2.658e+09,2.797e+09,-5.47e+08,7.26e+08,7.26e+08,5.06e+09,2.17e+08,2.17e+08,4.5e+07,5.5e+07,1.6e+07,2e+07,1.9e+07,8.1e+07,5e+06,3.7e+07,3.9e+07,3.98e+08,-6.8e+07,-6.8e+07,2e+06,-7.47e+08,-1.24e+08,-3.76e+08,-1.91e+08,1e+07,-2.01e+08,-6.91e+08,-1.04e+09,-1.04e+09,-5e+06,-1.045e+09,3.75e+08,2.483e+09,4.77e+08,0.43998,0.19515,0.12833,0.2989,0.04289,2.19816,1.0925,5.9697,0.49071,1.68087,1.65321,13.09837,5.62355,3.69481,0.9605,0.08401,0.11752,0.57143,6.272,7.12727
"37","2019_Q2",138.080158730159,"Down",1.563e+09,-8.85e+08,6.78e+08,-3.86e+08,-3.51e+08,-3.2e+07,-3e+06,2.92e+08,-2.4e+07,-2.4e+07,2.68e+08,2.68e+08,-5.8e+07,2.1e+08,2.1e+08,2.1e+08,2.1e+08,1.62e+08,1.62e+08,5.68e+08,5.68e+08,5.19e+08,6.8e+07,6.8e+07,1.317e+09,9.88e+08,2.753e+09,7.94e+08,1.602e+09,1.31e+08,2.26e+08,3.741e+09,5.058e+09,9.47e+08,9.47e+08,2.8e+08,2.8e+08,8e+06,1.235e+09,2.285e+09,8.61e+08,6.8e+07,7.93e+08,3.146e+09,4.381e+09,1.143e+09,1.59e+08,9.84e+08,-2.802e+09,2.883e+09,-5.47e+08,6.77e+08,6.77e+08,5.058e+09,2.1e+08,2.1e+08,4.4e+07,2.1e+07,8e+06,-3e+06,1.6e+07,-1.6e+07,3.3e+07,-1.3e+07,-3.6e+07,2.59e+08,-3.6e+07,-3.6e+07,0,-3.6e+07,-1.22e+08,8e+07,-1.5e+08,5.3e+07,-2.03e+08,-1.92e+08,3.1e+07,3.1e+07,0,3.1e+07,3.36e+08,2.565e+09,3.42e+08,0.43378,0.18682,0.13436,0.31019,0.04152,1.62857,1.0664,6.4712,0.50712,1.64315,1.61606,12.22976,5.29722,2.67599,0.95459,0.08092,0.08335,0.58095,7.15179,8.22945
"38","2019_Q3",143.73640625,"Up",1.473e+09,-8.3e+08,6.43e+08,-3.95e+08,-3.56e+08,-3.2e+07,-6999999.99999999,2.48e+08,-2.4e+07,-2.4e+07,2.24e+08,2.24e+08,-4.2e+07,1.82e+08,1.82e+08,1.82e+08,1.82e+08,1.62e+08,1.62e+08,5.28e+08,5.28e+08,5.78e+08,9.7e+07,9.7e+07,1.365e+09,9.92e+08,2.716e+09,7.92e+08,1.586e+09,1.27e+08,2.11e+08,3.708e+09,5.073e+09,9.51e+08,9.51e+08,2.35e+08,2.35e+08,-10696736.9080059,1.186e+09,2.285e+09,8.6e+08,7.1e+07,7.89e+08,3.145e+09,4.331e+09,1.173e+09,1.59e+08,1.014e+09,-2.794e+09,2.94e+09,-5.77e+08,7.42e+08,7.42e+08,5.073e+09,1.82e+08,1.82e+08,4.4e+07,2.4e+07,1e+07,5e+06,9e+06,-6e+07,3.5e+07,-6.1e+07,-3.4e+07,1.9e+08,-5e+07,-5e+07,9e+06,-41000000.0000001,-1.23e+08,-46999999.9999999,2.4e+07,6.4e+07,-4e+07,-1.46e+08,3e+06,3e+06,-3e+06,0,2.92e+08,2.52e+09,2.24e+08,0.43652,0.16836,0.12356,0.24528,0.03588,1.23077,1.15093,5.83693,0.49675,1.42112,1.39899,11.5017,5.7938,1.74907,0.96043,0.07399,0.05434,0.67582,8.07534,9.50806
"39","2019_Q4",136.82484375,"Down",1.551e+09,-8.78e+08,6.73e+08,-4.09e+08,-3.77e+08,-3.4e+07,2e+06,2.64e+08,-2.4e+07,-2.4e+07,2.4e+08,2.4e+08,-5.3e+07,1.87e+08,1.87e+08,1.87e+08,1.87e+08,1.78e+08,1.78e+08,5.87e+08,5.87e+08,5.56e+08,7.2e+07,7.2e+07,1.393e+09,1e+09,2.769e+09,7.91e+08,1.589e+09,1.24e+08,2.65e+08,3.769e+09,5.162e+09,9.4e+08,9.4e+08,3.21e+08,3.21e+08,-20195206.5277794,1.261e+09,2.286e+09,8.34e+08,6e+07,7.74e+08,3.12e+09,4.381e+09,1.192e+09,1.59e+08,1.033e+09,-2.851e+09,3.004e+09,-5.64e+08,7.81e+08,7.81e+08,5.162e+09,1.87e+08,1.87e+08,4.5e+07,-4.7e+07,1.6e+07,-9e+06,-5.4e+07,-3.1e+07,-5.7e+07,2.3e+07,3e+06,1.54e+08,-4.9e+07,-4.9e+07,0,-4.9e+07,-1.23e+08,8.4e+07,-5.2e+07,2e+07,-7.2e+07,-9.1e+07,1.4e+07,1.4e+07,1e+06,1.5e+07,3.09e+08,2.607e+09,2.82e+08,0.43391,0.17021,0.12057,0.23944,0.03623,1.50802,1.10468,5.60948,0.50504,1.45634,1.43552,12.07906,6.08237,2.19619,0.95791,0.07342,0.06679,0.65775,7.86084,9.20076
"40","2020_Q1",152.354838709677,"Up",1.627e+09,-8.93e+08,7.34e+08,-4.14e+08,2.28e+08,-3.8e+07,-6.04e+08,3.2e+08,-2.8e+07,-2.5e+07,2.92e+08,2.92e+08,-5.1e+07,2.41e+08,2.41e+08,2.41e+08,2.41e+08,1.11e+08,1.11e+08,6.31e+08,6.31e+08,5.12e+08,5.1e+07,5.1e+07,1.305e+09,1.034e+09,2.777e+09,7.91e+08,1.591e+09,1.21e+08,2.74e+08,3.811e+09,5.116e+09,1.035e+09,1.035e+09,3.96e+08,3.96e+08,8999999.99999999,1.44e+09,2.287e+09,8.3e+08,5e+07,7.8e+08,3.117e+09,4.557e+09,1.205e+09,1.59e+08,1.046e+09,-3.194e+09,3.15e+09,-6.02e+08,5.59e+08,5.59e+08,5.116e+09,2.41e+08,2.41e+08,4.7e+07,-4e+06,9e+06,-1.3e+07,-1.49011611938477e-08,1.05e+08,-4.3e+07,4.4e+07,1.04e+08,3.89e+08,-7.1e+07,-7.1e+07,1e+06,-7e+07,-1.22e+08,7.2e+07,-3.36e+08,1e+07,-3.46e+08,-3.86e+08,-6.7e+07,-6.7e+07,0,-6.7e+07,3.67e+08,2.683e+09,4.52e+08,0.45114,0.19668,0.14813,0.43113,0.04711,1.87552,0.90625,8.15206,0.52443,1.90272,1.87022,12.84531,4.41336,3.56858,0.9632,0.08915,0.111,0.50622,7.00817,8.0375
"41","2020_Q2",185.386666666667,"Up",1.506e+09,-8.43e+08,6.63e+08,-3.8e+08,-3.48e+08,-3e+07,-2e+06,2.83e+08,-2.5e+07,-2.5e+07,2.58e+08,2.58e+08,-5.5e+07,2.03e+08,2.03e+08,2.03e+08,2.03e+08,1.5e+08,1.5e+08,5.56e+08,5.56e+08,5.04e+08,5.6e+07,5.6e+07,1.266e+09,1.034e+09,3.097e+09,7.89e+08,1.585e+09,1.18e+08,6.05e+08,4.131e+09,5.397e+09,9.41e+08,9.41e+08,4.49e+08,4.49e+08,6.8e+07,1.458e+09,2.287e+09,1.102e+09,6.8e+07,1.034e+09,3.389e+09,4.847e+09,1.202e+09,1.59e+08,1.043e+09,-3.278e+09,3.241e+09,-6.15e+08,5.5e+08,5.5e+08,5.397e+09,2.03e+08,2.03e+08,4.4e+07,3.2e+07,6e+06,7e+06,1.9e+07,-8e+06,7.3e+07,6e+06,-8.7e+07,2.71e+08,-5.4e+07,-5.4e+07,1.2e+07,-4.2e+07,-1.33e+08,5.1e+07,-1.01e+08,9e+06,-1.1e+08,-1.83e+08,4.6e+07,4.6e+07,-2e+06,4.4e+07,3.27e+08,2.736e+09,3.2e+08,0.44024,0.18792,0.13479,0.36909,0.03761,1.57635,0.86831,8.81273,0.50695,1.61338,1.59259,11.96919,4.37122,2.54326,1.05704,0.07657,0.07293,0.65517,7.90826,9.13781
