"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","long_term_borrowings","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",15.9174603174603,"Up",1025883000,-615194000,410689000,-365001000,-338706000,-26295000,45688000,-54576000,-47992000,-6584000,-618622179.031019,-8888000,-52786026.6682259,-8888000,-7299000,-16187000,-16187000,9560000,-6627000,-6627000,-13748301.7754149,-27065937.7046726,928369422.703254,928369422.703254,1404703561.81728,133877202.157286,-12156021.1343684,1199046916.55074,2319324682.74512,254929389.103056,2468945982.10464,1157582660.95888,300126333.343018,89924858.1916318,947124367.221547,2750185596.42482,5069510279.16994,1330305302.78969,384501003.242574,864472196.000494,879487408.404397,1076816542.1793,-197329133.774905,83881210.2754758,83881210.2754758,2293673921.46956,1252033602.58335,1252033602.58335,867664785.58289,63636993.4870514,827571588.159726,2119698388.16624,4413372309.63581,781223567.044566,3186474.26308927,778037092.781477,125678144.901883,-335149707.581924,571752004.364525,84385965.1696089,656137969.534134,5069510279.16994,-16187000,26295000,22382000,11595000,-25399000,-20990000,-48007000,7091000,-1936000,-2898000,-3765000,-3765000,853000,-4848000,-52659000,7198000,-59857000,-65595000,5738000,2974717.07607486,-1565000,-54224000,-51981000,-51981000,-9281000,-61262000,71983000,0,51947000,0.40033,0.04454,-0.00646,0.25808410653992,0.0485964985337384,-7.83869,1.12166644186251,6.35425677405532,0.433031086324535,-0.02118,-0.02118,3.27884,1.79232005324288,0.16603,0.0675285034755873,0.12462716753243,9.95470577593806,14.0459913657778
"2","2010_Q3",16.42046875,"Up",1171919000,-678714000,493205000,-399649000,-372033000,-27616000,93556000,-32929000,-47164000,14235000,-319289307.418611,60627000,3623000,64250000,-26704000,37546000,44686000,10104000,54790000,54790000,743563000,743563000,731621000,731621000,577920000,92999000,54204000,342840000,2053104000,153104000,2694174000,1276840000,323500000,119120000,974689000,2877946000,4931050000,785709000,364634000,421075000,373991000,286143000,87848000,235439000,235439000,1395139000,1972310000,1972310000,742991000,75433000,607500000,2715301000,4110440000,781084000,3218000,777866000,33155000,-172438000,641801000,178809000,820610000,4931050000,44686000,27784000,-7510000,-18741000,28956000,-2747000,70340000,93916000,56553000,-4263000,-58955000,-58955000,11275000,8873000.00000001,-46255000,-5392000,-40863000,-47080000,6217000,312000,11026000,-34917000,67872000,67872000,-4604000,63268000,121340000,2346301000,233553000,0.42085,0.07983,0.04675,0.06677,0.01111,4.26269,1.47161,5.00901,0.47582,0.1751,0.17207,3.74522,2.05107,0.74639,0.01401,0.05973,13.20865,17.13132
"3","2010_Q4",19.4503125,"Up",1266218000,-735393000,530825000,-400420000,-374815000,-25605000,130405000,-44610000,-48292000,3682000,-133702653.709306,85795000,174000,85969000,-38075000,47894000,55715000,1323000,57038000,57038000,768675000,768675000,818030000,818030000,590882000,88821000,61874000,360533000,2177587000,154157000,2711528000,1316843000,331748000,132388000,919184000,2897476000,5075063000,985925000,405800000,580125000,388254000,280021000,108233000,235689000,235689000,1609868000,1798062000,1798062000,710169000,78359000,568682000,2508231000,4118099000,795243000,3230000,792013000,90193000,-112039000,773397000,183567000,956964000,5075063000,55715000,25638000,-12833000,-26168000,155397000,27846000,183780000,223917000,3663000,-10724000,-5900000,-5900000,-22643000,-24880000,-189779000,-8695000,-181084000,-191713000,10629000,266000,5633000,-183880000,15157000,15157000,9955000,25112000,156043000,2186316000,353178000,0.41922,0.10299,0.04505,0.0596,0.01124,6.19198,1.35265,4.3033,0.4308,0.18177,0.1786,4.03522,2.46468,1.12552,0.0148,0.09165,9.08494,10.87106
"4","2011_Q1",24.1967741935484,"Up",1651296000,-930869000,720427000,-550993000,-522128000,-28865000,169434000,-24059000,-39287000,15228000,-35920217.9031019,145375000,-14649000,130726000,-58290000,72436000,71795000,23349000,95144000,95144000,509592000,506574000,940167000,940167000,811111000,96951000,39593986.7910198,585561000,2260870000,188397000,2640365000,1323801000,332855000,138973000,834416000,2860698000,5121568000,1265797000,445337000,802062000,509453000,471367000,38086000,181518000,181518000,1956768000,1390236000,1390236000,708769000,78306000,590456000,2099005000,4055773000,817480000,3236000,814244000,185337000,-94602000,908215000,157580000,1065795000,5121568000,71795000,29245000,25021000,13573000,165602000,41036000,253427000,291663000,-37847000,-50579000,-1770000,-1770000,-2031000,-41648000,-486308000,-3057000,-483251000,-1484969000,1001718000,1823000,-26716000,-511201000,-261186000,-261186000,-915000,-262101000,198679000,1899689000,384724000,0.43628,0.10261,0.05762,0.08927,0.01858,4.0436,1.15541,3.8054,0.37092,0.30117,0.29238,5.22708,2.8749,1.21782,0.02589,0.10471,6.9967,8.20436
"5","2011_Q2",26.3063492063492,"Up",1185105000,-713755000,471350000,-400203000,-377025000,-23178000,71147000,-15871000,-31050000,15179000,0,55276000,1972000,57248000,-23406000,33842000,44486000,-10117000,34369000,34369000,427645000,427645000,889076000,889076000,652312000,95523000,26912000,403077000,1969033000,193367000,2597417000,1342850000,331758000,146799000,774996000,2823865000,4792898000,1043942000,429526000,614416000,376437000,338382000,38055000,161224000,161224000,1581603000,1381047000,1381047000,681103000,80554000,559923000,2062150000,3643753000,841205000,3247000,837958000,219706000,-64401000,996510000,152635000,1149145000,4792898000,44486000,23469000,-30345000,-40964000,-151492000,-25406000,-215088000,-113882000,56845000,-13622000,-244000,-244000,8720000,65321000,-24069000,4.3e+07,-67069000,-68827000,1758000,4255671.94432222,-15095000,-39164000,-87725000,-87725000,8796000,-78929000,94616000,1757484000,23375000,0.39773,0.06003,0.029,0.02991,0.00717,0.68012,1.24496,3.17084,0.36669,0.10857,0.10643,3.74366,3.1479,0.07384,0.00958,0.00652,14.05512,18.69143
"6","2011_Q3",17.98890625,"Down",1422218000,-839822000,582396000,-458241000,-432856000,-25385000,124155000,-15246000,-32314000,17068000,1.86264514923096e-09,108909000,6027000,114936000,-46336000,68600000,74867000,-13644000,61223000,61223000,752109000,752109000,968585000,968585000,658360000,100251000,36356000,408226000,2379054000,216584000,2653164000,1407543000,333940000,145158000,760223000,2903678000,5282732000,1003830000,441799000,562031000,455764000,413726000,42038000,171242000,171242000,1630836000,1767914000,1767914000,644324000,81217000,523046000,2412238000,4043074000,858233000,3250000,854983000,280929000,-56158000,1083004000,156654000,1239658000,5282732000,74867000,25619000,-6504000,-17177000,-136490000,-9548999.99999999,-42070000,-42507999.9999999,10775000,-33526000,-40831000,-40831000,12444000,-17612000,384953000,49733000,335220000,-68238000,403458000,4858000,-11004000,378807000,318687000,318687000,5777000,324464000,149774000,2223678000,70395000,0.4095,0.0873,0.04305,0.04939,0.01159,1.14981,1.45879,3.26144,0.42093,0.19271,0.18891,4.47663,3.40891,0.22158,0.0149,0.01714,9.82526,11.85268
"7","2011_Q4",15.5066666666667,"Down",1534463000,-894607000,639856000,-500446000,-469138000,-31308000,139410000,-35682000,-36587000,6714000,-5809000,103728000,3595000,107323000,-47290000,60033000,60033000,3774000,63807000,63807000,662594000,662594000,997931000,997931000,1565386000,104339000,9080000,1308400000,3225911000,249889000,2903933000,1581760000,514662000,145882000,661629000,3189192000,6415103000,1155724000,495833000,659891000,764084000,718066000,46018000,308363000,308363000,2228171000,2152751000,2152751000,676119000,111764000,526215000,2828870000,5057041000,874533000,3279000,871254000,344736000,-136895000,1082374000,275688000,1358062000,6415103000,60033000,31308000,129142000,117568000,40031000,2484000,77488000,260514000,-3.8e+07,-48250000,-224580000,-224580000,-331670000,-594250000,319758000,-66414000,386172000,-18993000,405165000,2201000,-62081000,259878000,-73858000,-73858000,-15657000,-89515000,170718000,2916835000,220039000,0.41699,0.09085,0.04158,0.04698,0.00995,3.44851,1.44778,3.72372,0.45468,0.20011,0.19711,4.81223,3.39443,0.69006,0.01289,0.04444,13.20447,16.16987
"8","2012_Q1",18.6461290322581,"Up",1763625000,-1008946000,754679000,-639495000,-603647000,-35848000,115184000,33475000,-40855000,65815000,8515000,148659000,1372000,150031000,-72071000,77960000,110939000,-31176000,79763000,79763000,1095972000,1093182000,1135371000,1135371000,1318704000,111879000,13434090.9267295,1011685000,3550047000,295488000,3339003000,1828407000,794325000,166832000,549439000,3669096000,7219143000,1545820000,574136000,943316000,826041000,758203000,67838000,308787000,308787000,2680648000,2404848000,2404848000,716484000,228896000,426728000,3121332000,5801980000,885421000,3280000,882141000,424499000,-158439000,1151481000,265682000,1417163000,7219143000,110939000,36534000,-109443000,-127051000,219065000,-30379000,337303000,257095000,65640000,-52582000,-365030000,-365030000,369478000,66286000,152933000,1173000,151760000,-157352000,309112000,77000,-41206000,111804000,435185000,435185000,-4597000,430588000,151718000,3230889000,508494000,0.42791,0.06531,0.04523,0.05628,0.01105,6.37506,1.32432,4.09408,0.44754,0.24872,0.24606,5.49951,3.59066,1.58564,0.01487,0.09479,14.07161,18.53484
"9","2012_Q2",17.2068253968254,"Down",1349989000,-787556000,562433000,-487179000,-440722000,-46457000,75254000,-20704000,-41678000,14386000,6588000,54550000,809000,55359000,-25413000,29946000,29946000,-2971000,26975000,26975000,706010000,703937000,1075495000,1075495000,1000200000,115519000,32725000,680090000,2781705000,287548000,3417936000,1838601000,795615000,186875000,596845000,3757852000,6539557000,1211077000,524233000,686844000,513675000,445181000,68494000,267927000,267927000,1992679000,2396227000,2396227000,748308000,248291000,437750000,3144535000,5137214000,899198000,3280000,895918000,451474000,-138445000,1212227000,190116000,1402343000,6539557000,29946000,46457000,-54714000,-66353000,-320638000,-51491000,-321457000,-298949000,-3248000,-8086000,0,0,-69177000,-74395000,-25677000,-10795000,-14882000,-19340000,4458000,-1880670.94323539,3192000,-22485000,-395829000,-395829000,6584000,-389245000,121711000,2909902000,-176762000,0.41662,0.05574,0.01998,0.01924,0.00412,-6.55281,1.39596,3.66331,0.44497,0.08412,0.08281,4.20988,3.78028,-0.55122,0.00533,-0.03493,18.10758,29.28604
"10","2012_Q3",17.2968253968254,"Up",1601117000,-908143000,692974000,-520713000,-482377000,-38336000,172261000,-42321000,-42826000,2608999.99999999,-2104000,129940000,439000,130379000,-54780000,75599000,75599000,273999.999999996,75873000,75873000,733270000,731202000,1092964000,1092964000,1002464000,110538000,48414000,656634000,2828698000,299310000,3393251000,1816040000,784779000,210115000,582317000,3747697000,6576395000,1180072000,496127000,683945000,542835000,474775000,68060000,255551000,255551000,1978458000,2374578000,2374578000,788417000,244769000,483021000,3162995000,5141453000,911939000,3282000,908657000,527347000,-184424000,1254862000,180080000,1434942000,6576395000,75599000,38336000,56674000,45707000,-73319000,4035999.99999999,-42054999.9999999,97289999.9999999,-24529000,-30619000,-183000.00000003,-183000.00000003,-33372000,-59152000,3926000,23470000,-19544000,-25747000,6203000,3137000,-10615000,-3552000,34586000,34586000,-7321000,27264999.9999999,210597000,2917413000,167529000,0.43281,0.10759,0.04739,0.05288,0.01154,2.20802,1.42975,3.58304,0.44362,0.23647,0.23268,4.9902,3.91103,0.52214,0.01476,0.03259,10.3712,12.67927
"11","2012_Q4",18.7083870967742,"Up",1557147000,-915245000,641902000,-522464000,-482362000,-40102000,119438000,-38730000,-41756000,2875000,151000,80708000,-15843000,64865000,-22160000,42705000,42705000,-2996000,39709000,39709000,777343000,776260000,1127992000,1127992000,1131940000,103794000,85935000,717420000,3037275000,334860000,3341873000,1845387000,769640000,214231000,512615000,3731502000,6768777000,1255833000,515369000,740464000,602040000,530980000,71060000,286383000,286383000,2144256000,2371500000,2371500000,733915000,248425000,423667000,3105415000,5249671000,944232000,3292000,940940000,567056000,-170856000,1340432000,178674000,1519106000,6768777000,42705000,40102000,-23404000,-38385000,22320000,-535000,42210000,81723000,-2463000,-41882000,-17412000,-17412000,-579000,-19965000,-28116000,13365000,-41481000,-50183000,8702000,13264000,-6886000,-21738000,40020000,40020000,5038000,45058000,159540000,2973540000,201557000,0.41223,0.0767,0.0255,0.02614,0.00587,5.07585,1.41647,3.45576,0.4393,0.12319,0.12132,4.83088,4.15855,0.62531,0.0076,0.03856,13.76581,18.38776
"12","2013_Q1",23.0615,"Up",2005846000,-1131570000,874276000,-642203000,-597453000,-44750000,232073000,6152000,-41165000,40859000,6458000,238225000,650000,238875000,-82969000,155906000,156537000,16461000,172998000,172998000,1089976000,1089297000,1262823000,1262823000,1731751000,101617000,17847000,1276042000,4084550000,379176000,3288695000,1889602000,786793000,206798000,405502000,3724992000,7809542000,1562629000,582294000,980335000,1172517000,1099361000,73156000,237147000,237147000,2972293000,2354449000,2354449000,800988000,273837000,463623000,3155437000,6127730000,964201000,3301000,960900000,740054000,-165044000,1539211000,142601000,1681812000,7809542000,156537000,46010000,-14242000,-30426000,222712000,91465000,271688000,411017000,-25162000,-69645000,-34983000,-34983000,18041000,-44159000,-40692000,0,-40692000,-48256999.9999999,7565000,3923000,-16145000,-52914000,313944000,313944000,-907000,313037000,278083000,3526966000,558602000,0.43586,0.1157,0.08625,0.10286,0.02215,3.22895,1.37421,3.64353,0.45162,0.53164,0.52576,6.16412,4.73011,1.71663,0.02879,0.09295,8.76353,10.50096
"13","2013_Q2",23.78796875,"Up",1475063000,-861216000,613847000,-515822000,-469541000,-46281000,98025000,-27924000,-40367000,9749000,2694000,70101000,-10431000,59670000,-19004000,40666000,61855000,-24309000,37546000,37546000,519385000,518700000,1206144000,1206144000,1507304000,94632000,56521000,1068672000,3232833000,362421000,3219862000,1851945000,794704000,212128000,361085000,3654807000,6887640000,1298062000,597820000,700242000,987615000,945465000,42150000,167858000,167858000,2453535000,1971778000,1971778000,756540000,270966000,426827000,2728318000,5181853000,983117000,3312000,979805000,777600000,-185446000,1575271000,130516000,1705787000,6887640000,61855000,46537000,-27514000,-39185000,-160764000,23834000,-230541000,-79886000,32312000,-8815000,-6725000,-6725000,2889000,13551000,-442726000,37254000,-479980000,-1696788000,1216808000,6796992.76333052,-53939000,-496665000,-5.63e+08,-5.63e+08,-7597000,-570597000,144562000,2959393000,35114000,0.41615,0.06645,0.02545,0.02201,0.00545,0.93523,1.31762,3.03781,0.42967,0.1149,0.1135,4.51422,4.82089,0.10746,0.00693000000000001,0.00648,16.87863,24.89169
"14","2013_Q3",23.151875,"Down",1742014000,-1018827000,723187000,-543059000,-499458000,-43601000,180128000,-27965000,-36042000,6544000,1533000,152163000,-35219000,116944000,-45815000,71129000,74234000,-4332000.00000001,69902000,69902000,486271000,485495000,1222364000,1222364000,1090590000,98453000,64355000,684924000,2799225000,369697000,3121614000,1842070000,796479000,209205000,273860000,3549063000,6348288000,1305545000,562099000,743446000,722939000,680755000,42184000,104612000,104612000,2133096000,1821010000,1821010000,682733000,276897000,347805000,2503743000,4636839000,974269000,3313000,970956000,847502000,-201671000,1620100000,91349000,1711449000,6348288000,74234000,44215000,30771000,23596000,15337000,-38732000,87796000,164557000,54415000,-30737000,-29061000,-29061000,11690000,51479000,-204632000,49380000,-254012000,-557326000,303314000,3986000.00000001,-42678000,-243324000,-27288000,-27288000,-5917000,-33205000,224343000,2543949000,339910000,0.41514,0.1034,0.04013,0.04084,0.01101,4.86266,1.31228,2.70931,0.40073,0.21349,0.21078,5.32037,4.94802,1.03814,0.01416,0.06883,9.17202,11.42342
"15","2013_Q4",23.7925,"Up",1733866000,-1032348000,701518000,-544139000,-496615000,-47524000,157379000,-7827000,-26299000,13347000,5125000,149552000,740000,150292000,-56126000,94166000,94166000,278000,94444000,94444000,502621000,502621000,1.234e+09,1.234e+09,822339000,97504000,53234000,419203000,2558960000,394263000,3165444000,1899584000,800577000,208201000,257082000,3618375000,6177335000,1356177000,536743000,819434000,361414000,319192000,42222000,125136000,125136000,1842727000,1809716000,1809716000,688585000,295480000,332283000,2498301000,4341028000,973052000,3314000,969738000,941946000,-156967000,1758031000,78276000,1836307000,6177335000,94166000,47524000,-44407000,-58515000,52686000,-29624000,65034000,149969000,-30838000,-39191000,-27817000,-27817000,20065000,-38768000,-73230000,-65197000,-8033000,-11399000,3366000,-15690000,-10735000,-99655000,11546000,11546000,5580000,17126000,204903000,2171130000,282877000,0.4046,0.09077,0.05447,0.05143,0.01529,2.99518,1.38868,2.364,0.35147,0.28767,0.28442,5.28122,5.35482,0.86162,0.02011,0.06024,8.14292,10.60185
"16","2014_Q1",26.9585245901639,"Up",2233851000,-1276998000,956853000,-691680000,-638696000,-52984000,265173000,12868000,-26085000,34782000,4171000,278041000,-95962000,182079000,-66242000,115837000,118540000,-3894000,114646000,114646000,491912000,491912000,1486489000,1486489000,901411000,125151000,55007989.0546159,587727000,2879812000,458596000,3603206000,2290474000,841228000,198696000,272808000,4118602000,6998414000,1927737000,817519000,1099107000,559342000,517097000,42245000,118661000,118661000,2605740000,1798435000,1798435000,658233000,226297000,363924000,2456668000,5062408000,985316000,3319000,981997000,1056592000,-146123000,1895785000,40221000,1936006000,6998414000,118540000,52994000,67520000,63636000,271414000,84722000,293130000,510468000,-69549000,-77615000,-440544000,-440544000,13592000,-491256000,16199000,46975000,-30776000,-34576000,3800000,856000.000000004,-43692000,-26637000,-7424999.99999999,-7424999.99999999,-3284000,-10709000,318167000,2357777000,586274000,0.42834,0.11871,0.05132,0.05922,0.01638,5.11378,1.10518,2.61487,0.3369,0.34747,0.34474,6.77029,5.74569,1.77686,0.02315,0.11839,5.86442,7.03641
"17","2014_Q2",28.8784126984127,"Up",1860842000,-1161460000,699382000,-593598000,-528395000,-65203000,105784000,-6637000,-26438000,1.5e+07,4801000,99147000,6696999.99999999,105844000,-37902000,67942000,67942000,-279000,67663000,67663000,428547000,428237000,1415383000,1415383000,918307000,138989000,50986000,518791000,2762237000,446660000,3574787000,2304503000,830374000,201577000,238333000,4081121000,6843358000,1553638000,734087000,819551000,708381000,666076000,42305000,117595000,117595000,2379614000,1788541000,1788541000,646945000,205426000,373826000,2435486000,4815100000,998848000,3320000,995528000,1124255000,-133547000,1989556000,38702000,2028258000,6843358000,67942000,65203000,-19306000,-30477000,-383805000,-70779000,-391195000,-269966000,-4337000,-13653000,-14704000,-14704000,17206000,-3496000,207892000,216653000,-8761000,-10819000,2058000,12138840.6700651,436000,208328000,-65134000,-65134000,1459000,-63675000,170987000,2496922000,-179253000,0.37584,0.05685,0.03636,0.03336,0.00989,-2.6492,1.16079,2.37401,0.36487,0.20502,0.20298,5.63831,6.02831,-0.54313,0.01308,-0.03466,12.09668,19.55282
"18","2014_Q3",31.43296875,"Up",2126806000,-1314473000,812333000,-629497000,-566202000,-63295000,182836000,-11696000,-27324000,9264000,6364000,171140000,23170000,194310000,-64111000,130199000,130199000,-24735000,105464000,105464000,382177000,381866000,1638197000,1638197000,1318097000,133237000,35210000,942305000,3338471000,455322000,3614017000,2334972000,816674000,214414000,247957000,4133300000,7471771000,1665221000,770494000,894727000,1116367000,1074037000,42330000,94376000,94376000,2875964000,1777229000,1777229000,644303000,197916000,377241000,2421532000,5297496000,1014158000,3321000,1010837000,1229719000,-111095000,2132782000,41493000,2174275000,7471771000,130199000,63295000,-37293000,-42709000,-110219000,7840000.00000003,84068000.0000001,45981999.9999999,26591000,-39952000,-15073000.0000001,-15073000.0000001,-5271000,1497999.99999994,-76440000,-17862000,-58578000,-64980000,6402000.00000001,2194000,-23359000,-97604999.9999999,-50125000,-50125000,3754000,-46371000,246131000,2893596000,226614000,0.38195,0.08597,0.04959,0.04851,0.01411,2.14873,1.16082,2.43644,0.38727,0.31946,0.31584,6.44227,6.46037,0.68643,0.01846,0.03967,10.20359,13.73591
"19","2014_Q4",31.99296875,"Up",2275076000,-1428986000,846090000,-668185000,-601026000,-67159000,177905000,16944000,-26243000,43300000,-113000,194849000,-15852000,178997000,-69305000,109692000,109692000,-2593000,107099000,107099000,616021000,615358000,1608628000,1608628000,1236388000,123746000,58705000,846820000,3461037000,455859000,3547911000,2314943000,815366000,219437000,198165000,4068917000,7529954000,1736945000,710408000,1026537000,827745000,785370000,42375000,112319000,112319000,2677009000,2067327000,2067327000,602780000,190981000,351887000,2670107000,5347116000,1026314000,3328000,1022986000,1336818000,-217197000,2145935000,36903000,2182838000,7529954000,109692000,67159000,-3294000,-37141000,118905000,18396000,115488000,292462000,-24468000,-39013000,-102764000,-102764000,15941000,-112508000,97270000,-178037000,275307000,-26139000,301446000,-14384000,-11452000,71434000,251388000,251388000,-17896000,233492000,245064000,2895072000,408806000,0.3719,0.0782,0.04707,0.04906,0.01422,3.81709,1.29287,2.44962,0.38447,0.32413,0.32037,6.88543,6.49459,1.23724,0.01885,0.07196,9.29982,12.81049
"20","2015_Q1",34.48,"Up",2787194000,-1706343000,1080851000,-812781000,-743337000,-69444000,268070000,9484000,-25797000,34150000,1131000,277554000,20557000,298111000,-92441000,205670000,205670000,-1393000,204277000,204277000,740884000,740884000,1736229000,1736229000,894656000,142719000,65840000,686097000,3371769000,497926000,3698315000,2333821000,802360000,218280000,244619000,4196241000,7568010000,2293333000,827530000,1412672000,548457000,506050000,42407000,86975000,86975000,2928765000,1808605000,1808605000,529242000,88605000,440637000,2337847000,5266612000,1042755000,3330000,1039425000,1541095000,-324020000,2259830000,41568000,2301398000,7568010000,205670000,69444000,-65414000,-46268000,383602000,76069000,476575000,593302000,-77170000,-78624000,-14516000,-14516000,48680000,-37050000,-411836000,-146608000,-265228000,-395493000,130265000,1708000,-4098000,-414226000,142026000,142026000,-16500000,125526000,337514000,2357062000,736387000,0.38779,0.09618,0.07329,0.08876,0.02699,3.60485,1.15126,2.28844,0.31145,0.61549,0.60955,8.39786,6.8089,2.21875,0.03938,0.14195,4.78848,6.02894
"21","2015_Q2",37.9652380952381,"Up",2052503000,-1290777000,761726000,-601621000,-531775000,-69846000,160105000,-7379000,-23917000,15451000,1087000,152726000,-2685000,150041000,-56903000,93138000,93138000,-201000,92937000,92937000,379877000,379028000,1537100000,1537100000,1676902000,143197000,30847000,1304412000,3593879000,479751000,3496443000,2267009000,789017000,209805000,230612000,4031781000,7625660000,1694780000,702125000,992655000,1191203000,1175907000,15296000,87006000,87006000,2972989000,1714342000,1714342000,633308000,200471000,345685000,2347650000,5320639000,1055826000,3330000,1052496000,1634032000,-430550000,2259308000,45713000,2305021000,7625660000,93138000,69846000,-19668000,-35609000,-323166000,-46795000,-431945000,-179850000,-13687000,-18628000,-75033000,-75033000,-22089000,-106833000,-39379000,105488000,-144867000,-645613000,500746000,-5092000,-15964000,-60435000,-347118000,-347118000,-14738000,-361856000,229951000,2905545000,-49999000,0.37112,0.078,0.04528,0.04032,0.01219,-0.53799,1.20884,2.30828,0.38102,0.27995,0.27685,6.18267,6.80562,-0.15061,0.0159,-0.00856000000000004,10.98351,15.77507
"22","2015_Q3",35.47671875,"Down",2390506000,-1487974000,902532000,-680763000,-610158000,-70605000,221769000,-19128000,-24752000,6693000,-1069000,202641000,6986000,209627000,-76474000,133153000,133153000,-8124000,125029000,125029000,337551000,336422000,1604620000,1604620000,1400785000,154460000,49995000,989573000,3342956000,484032000,3575148000,2313819000,806102000,222539000,232688000,4117303000,7460259000,1763599000,764524000,999075000,758381000,744487000,13894000,72794000,72794000,2594774000,1711156000,1711156000,650801000,216163000,343610000,2361957000,4956731000,1071265000,3331000,1067934000,1759061000,-370734000,2459592000,43936000,2503528000,7460259000,133153000,70605000,-23442000,-36633000,-42657000,37028000,-37880000,137659000,-24086000,-31760000,-19942000,-19942000,-17110000,-64004000.0000001,-108898000,-109431000,533000,-3125000,3657999.99999988,3193000,-14329000,-120034000,-46379000,-46379000,3773000,-42605999.9999999,292374000,2469537000,302105000,0.37755,0.09277,0.0523,0.04994,0.01676,2.41628,1.28834,1.9799,0.33103,0.37659,0.37194,7.20032,7.40841,0.90995,0.02223,0.05372,7.29198,9.61354
"23","2015_Q4",35.24515625,"Down",2712559000,-1773660000,938899000,-701952000,-626905000,-75047000,236947000,-17244000,-29541000,17242000,-4945000,219703000,3154000,222857000,-72866000,149991000,149991000,-868000,149123000,149123000,441633000,440357000,2275025000,2275025000,1262989000,163038000,22930000,863623000,3979647000,503666000,5016371000,2997042000,1527123000,231905000,260301000,5575817000,9555464000,2504267000,1320325000,1183942000,1027674000,997488000,30186000,72322000,72322000,3604263000,2655725000,2655725000,705951000,254547000,365406000,3361676000,6965939000,1083949000,3342000,1080607000,1908184000,-446454000,2545679000,43846000,2589525000,9555464000,149991000,75047000,-19380000,-38367000,-21057000,14257000,81477000,184601000,-22533000,-34936000,-1429828000,-1429828000,-8782000,-1461109000,1415115000,415793000,999322000,-4298000,1003620000,-15863000,-8613000,1390639000,114131000,114131000,-10196000,103935000,311994000,3683399000,341270000,0.34613,0.08735,0.05498,0.05759,0.01561,2.28851,1.10415,2.69005,0.38548,0.44824,0.44308,8.15355,7.65193,1.02581,0.02137,0.0489,10.39048,13.6814
"24","2016_Q1",27.5118032786885,"Down",3700242000,-2530521000,1169721000,-963369000,-864771000,-98598000,206352000,90222000,-34359000,123463000,1118000,296574000,631000,297205000,-114610000,182595000,182595000,-2552000,180043000,180043000,540403000,540403000,2471740000,2471740000,2293080000,172922000,59331000,2060827000,5305223000,529823000,5182897000,3085997000,1450469000,217943000,293236000,5712720000,11017943000,3138277000,1484119000,1571964000,1785225000,1750797000,34428000,70655000,70655000,4994157000,2645111000,2645111000,619605000,189028000,430577000,3264716000,8258873000,1110100000,3342000,1106758000,2088227000,-485675000,2712652000,46418000,2759070000,11017943000,182595000,98598000,-1345493000,-1357148000,1573787000,173077000,1627995000,509487000,-75574000,-54140000,-57965999.9999998,-57965999.9999998,145386000,12987000,-415281000,-416362000,1081000,-7214000,8295000,-6761000,1420000,-420622000,101852000,101852000,-1806000,100046000,304950000,4430336000,1917773000,0.31612,0.05577,0.04866,0.06525,0.01634,10.65175,1.06229,2.99335,0.4021,0.53937,0.53387,11.08508,8.12648,5.74521,0.02306,0.24558,12.75597,18.85096
