"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","other_income","total_claims_losses","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","fixed_income_trading_afs_short_term_inv","loans_mortgages","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","property_plant_equipment_net","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","premium_reserve_unearned","life_policy_benefits","other_insurance_reserves","long_term_debt","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"24","2016_Q1",36.393606557377,"Down",2.105e+09,3.368e+09,-7.74e+08,-4.89e+08,-5e+08,-1e+07,2.1e+07,-1.24e+09,-7.82e+08,8.3e+07,-7.5e+07,-7.5e+07,7999999.99999994,4e+06,-6.7e+07,-6.3e+07,4.21e+08,4.21e+08,4.21e+08,7.2918e+10,6.1542e+10,5.624e+09,1.121e+09,4.631e+09,4.48e+08,3.537e+09,9.74e+08,1.816e+09,1.48655e+11,2.28348e+11,7.8627e+10,5.385e+09,1.3859e+10,3.167e+10,5.084e+09,1.2672e+11,2.10706e+11,8.978e+09,5e+06,8.973e+09,-3.557e+09,1.255e+10,-3.29e+08,1.7642e+10,1.7642e+10,2.28348e+11,4.21e+08,1.28e+08,6.22e+08,-4.15e+08,7.56e+08,-1.21e+09,1.092e+09,-1.18e+08,-8.7e+07,-1.9e+08,-4.9e+08,-3.07e+08,2.36e+08,-8.38e+08,-2e+08,-2.47e+08,-1.7e+07,-2.64e+08,2.11e+08,5.359e+09,0.03943,0.2,0.02386,0.00184,11.94343,0.02347,1.03465,1.01202,5.17326,43.35709,0.21381,0.00222,0.20665,23.27488,59.16867
"25","2016_Q2",38.8428125,"Up",4.41e+09,3.404e+09,6.96e+08,3.1e+08,4.45e+08,-1.55e+08,2e+07,-2.641e+09,-1.302e+09,4.67e+08,-8.6e+07,-8.6e+07,3.81e+08,3.81e+08,-5.8e+07,3.23e+08,3.23e+08,3.23e+08,3.23e+08,7.391e+10,6.3097e+10,7.07e+09,8.09e+08,2.934e+09,4.79e+08,3.605e+09,9.95e+08,1.694e+09,1.4681e+11,2.27493e+11,7.8864e+10,5.497e+09,4.1842e+10,3.1525e+10,4.633e+09,1.25194e+11,2.09381e+11,8.89e+09,5e+06,8.885e+09,-3.821e+09,1.2789e+10,2.54e+08,1.8112e+10,1.8112e+10,2.27493e+11,3.23e+08,9.5e+07,5.96e+08,-6.16e+08,3.98e+08,8.7e+07,1.07e+08,1.94e+08,-8.5e+07,-5e+06,-3.4e+08,-1.99e+08,6.4e+07,-5.65e+08,2.7e+07,2.7e+07,4e+06,3.1e+07,5.62e+08,5.323e+09,0.1059,0.07324,0.01783,0.00142,11.56035,0.0234,0.81054,0.79498,11.0665,45.45044,0.2133,0.00179,0.26316,8.61922,10.37259
"26","2016_Q3",36.5878125,"Down",4.696e+09,3.444e+09,7.35e+08,5.17e+08,4.41e+08,5.3e+07,2.3e+07,-3.142e+09,-1.299e+09,2.55e+08,-8.5e+07,-8.5e+07,1.7e+08,1.7e+08,4.6e+07,2.16e+08,2.16e+08,2.16e+08,2.16e+08,7.5144e+10,6.4149e+10,7.084e+09,8.38e+08,3.073e+09,4.61e+08,3.625e+09,1.005e+09,1.637e+09,1.45744e+11,2.27616e+11,7.91e+10,5.538e+09,4.2173e+10,3.1389e+10,4.634e+09,1.24633e+11,2.09057e+11,8.902e+09,5e+06,8.897e+09,-4.166e+09,1.2923e+10,9e+08,1.8559e+10,1.8559e+10,2.27616e+11,2.16e+08,8.9e+07,2.12e+08,-9.9e+07,4.18e+08,7.01e+08,-5.54e+08,1.47e+08,-8.5e+07,-1e+06,-3.6e+08,-2.03e+08,8.2e+07,-5.67e+08,-2e+06,-2000000.00000006,-1.6e+07,-18000000.0000001,3.44e+08,5.324e+09,0.0543,0.046,0.01164,0.00095,11.26445,0.02339,0.5513,0.5419,11.98571,47.36856,0.21695,0.00132,0.39352,14.13663,19.07059
"27","2016_Q4",40.2985714285714,"Up",4.715e+09,3.484e+09,7.72e+08,4.59e+08,4.52e+08,-1.7e+07,2.4e+07,-2.78e+09,-1.321e+09,6.14e+08,-8.6e+07,-8.6e+07,5.28e+08,5.28e+08,-9e+07,4.38e+08,4.38e+08,4.38e+08,4.38e+08,7.3719e+10,6.2804e+10,7.032e+09,8.86e+08,2.997e+09,8.1e+08,3.663e+09,1.001e+09,1.683e+09,1.47554e+11,2.2843e+11,7.8719e+10,5.622e+09,4.1852e+10,3.1245e+10,4.635e+09,1.25728e+11,2.09772e+11,8.898e+09,5e+06,8.893e+09,-4.509e+09,1.3282e+10,9.87e+08,1.8658e+10,1.8658e+10,2.2843e+11,4.38e+08,1.12e+08,5.24e+08,-4.85e+08,5.89e+08,6.5e+08,-4.6e+07,6.04e+08,-8.3e+07,-8e+06,-3.5e+08,-2.2e+08,-1.74e+08,-8.35e+08,3.58e+08,3.58e+08,-9e+06,3.49e+08,7.26e+08,5.325e+09,0.13022,0.0929,0.02348,0.00192,11.24301,0.02331,1.14122,1.12164,12.28504,48.61386,0.21626,0.00228,0.1895,6.21901,7.35342
"28","2017_Q1",42.733064516129,"Up",2.286e+09,3.365e+09,-6.26e+08,-4.53e+08,-4.81e+08,9000000.00000001,1.9e+07,-1.398e+09,-7.96e+08,92000000.0000001,-7e+07,-7e+07,21999999.9999999,-6.32e+08,2.68e+08,-3.64e+08,-80999999.9999999,-80999999.9999999,-80999999.9999999,3.9757e+10,3.4288e+10,2.886e+09,9.45e+08,1.638e+09,3.28e+08,3.73e+09,9.91e+08,6.45e+08,1.79125e+11,2.24576e+11,3.4633e+10,5.392e+09,3.22e+08,6.02e+08,4.494e+09,1.6813e+11,2.07673e+11,5.251e+09,4e+06,5.247e+09,-1.125e+09,1.3114e+10,-3.37e+08,1.6903e+10,1.6903e+10,2.24576e+11,-80999999.9999999,1.02e+08,3.87e+08,2.53e+08,6.61e+08,2.042e+09,-2.038e+09,4e+06,-8.1e+07,-2.78e+08,-2.8e+08,-1.6e+08,2.25e+08,-5.74e+08,90999999.9999999,-1.58e+08,-1.9e+07,-1.77e+08,1.94e+08,4.91e+09,0.04024,-0.03543,-0.00479,-0.000359999999999999,12.28616,0.02186,-0.21503,-0.21105,6.06849,44.87125,0.21503,0,-1,23.61856,49.80435
"29","2017_Q2",43.9669841269841,"Up",4.169e+09,3.438e+09,4.1e+08,3.21e+08,2.78e+08,2.4e+07,1.9e+07,-2.424e+09,-1.263e+09,4.82e+08,-8e+07,-8e+07,4.02e+08,4.01e+08,-9.8e+07,3.03e+08,3.78e+08,3.78e+08,3.78e+08,7.2189e+10,6.1081e+10,5.685e+09,1.223e+09,4.2e+09,3.37e+08,3.764e+09,9.84e+08,1.693e+09,1.46421e+11,2.25388e+11,7.821e+10,5.609e+09,1.4051e+10,3.0863e+10,4.817e+09,1.25032e+11,2.08379e+11,5.181e+09,4e+06,5.177e+09,-1.371e+09,1.3406e+10,-2.07e+08,1.7009e+10,1.7009e+10,2.25388e+11,3.78e+08,9.6e+07,7.5e+08,-9.99e+08,2.25e+08,4.24e+08,-1.632e+09,-1.208e+09,-8.7e+07,7.7e+07,-3.25e+08,-3.18e+08,1.089e+09,4.36e+08,-5.47e+08,-2.29e+08,2e+06,-2.27e+08,5.78e+08,5.137e+09,0.11562,0.09067,0.02222,0.00168,12.2511,0.02279,1.01777,0.99842,11.22509,45.79698,0.23425,0.00206,0.23016,8.3045,9.95851
"30","2017_Q3",48.4492063492063,"Up",4.214e+09,3.455e+09,3.95e+08,3.64e+08,2.86e+08,5.5e+07,2.3e+07,-2.42e+09,-1.995e+09,-2.01e+08,-7.9e+07,-7.9e+07,-2.8e+08,-2.81e+08,1.29e+08,-1.52e+08,-4e+07,-4e+07,-39999999.9999999,7.378e+10,6.2696e+10,5.796e+09,1.055e+09,4.233e+09,3.62e+08,3.846e+09,9.74e+08,1.648e+09,1.45253e+11,2.25863e+11,7.8034e+10,5.573e+09,1.4156e+10,3.0466e+10,4.817e+09,1.25404e+11,2.08575e+11,5.199e+09,4e+06,5.195e+09,-1.687e+09,1.3282e+10,4.94e+08,1.7288e+10,1.7288e+10,2.25863e+11,-4e+07,9.5e+07,1.004e+09,-3.9e+08,6.69e+08,1.1e+07,-2.79e+08,-2.68e+08,-8.6e+07,-4000000.00000012,-3.25e+08,-2.56e+08,2.35e+08,-4.36e+08,-35000000.0000002,-6e+07,6e+07,0,-1.06e+08,5.137e+09,-0.0477,-0.00949,-0.00230999999999999,-0.00018,12.06473,0.02274,-0.10929,-0.10929,11.51366,47.23497,0.23497,0.000200000000000001,-2.15,-45.04717,-23.75622
"31","2017_Q4",49.9152380952381,"Up",4.192e+09,3.447e+09,4.04e+08,3.41e+08,2.91e+08,2.6e+07,2.4e+07,-2.638e+09,-1.293e+09,2.61e+08,-7.9e+07,-7.9e+07,1.82e+08,1.81e+08,-3.6e+07,1.45e+08,2.34e+08,2.34e+08,2.34e+08,7.2993e+10,6.1507e+10,6.058e+09,1.112e+09,4.316e+09,3.33e+08,3.804e+09,9.62e+08,1.635e+09,1.44484e+11,2.24211e+11,7.8158e+10,5.528e+09,1.4247e+10,3.0151e+10,4.818e+09,1.23682e+11,2.06978e+11,5.195e+09,4e+06,5.191e+09,-1.981e+09,1.3434e+10,5.85e+08,1.7233e+10,1.7233e+10,2.24211e+11,2.34e+08,1.09e+08,4.21e+08,-1.34e+08,6.3e+08,-3.05e+08,2.96e+08,-9e+06,-8.5e+07,-1e+06,-3.25e+08,-3.41e+08,93999999.9999999,-6.58e+08,-3.7e+07,-1.5e+07,8e+06,-7e+06,3.7e+08,5.138e+09,0.06226,0.05582,0.01358,0.00104,12.01056,0.02292,0.64964,0.6376,11.63798,47.84287,0.23598,0.00142,0.36325,12.98649,18.40996
"32","2018_Q1",49.167868852459,"Down",4.587e+09,3.801e+09,3.94e+08,3.92e+08,3.13e+08,6e+07,1.9e+07,-2.692e+09,-1.384e+09,5.11e+08,-7.8e+07,-7.8e+07,4.33e+08,4.22e+08,-9.8e+08,-5.58e+08,-3.703e+09,-3.703e+09,-3.703e+09,4.5146e+10,3.9275e+10,3.175e+09,1.012e+09,1.684e+09,1.8e+08,3.91e+09,1.034e+09,6.5e+08,1.7434e+11,2.2526e+11,3.9138e+10,5.322e+09,7.13e+08,816000000.000004,4.678e+09,1.6763e+11,2.11766e+11,4.383e+09,4e+06,4.379e+09,-1.194e+09,9.642e+09,6.63e+08,1.3494e+10,1.3494e+10,2.2526e+11,-3.703e+09,9.9e+07,4.59e+09,-3.24e+08,6.62e+08,1.647e+09,-1.604e+09,4.3e+07,-8.3e+07,-1e+06,-5.3e+07,-7.6e+07,-1.08e+08,-3.21e+08,3.84e+08,8.6e+07,7.45058059692383e-09,8.6e+07,6.1e+08,4.998e+09,0.1114,-0.80728,-0.27442,-0.01644,15.69335,0.02219,-10.36674,-10.78963,12.84155,37.77716,0.23236,-0.01607,-0.0224099999999997,7.89836000000001,9.42857
"33","2018_Q2",47.3071875,"Down",4.691e+09,3.927e+09,4.51e+08,3.13e+08,3.23e+08,-3e+07,2e+07,-2.695e+09,-1.379e+09,6.17e+08,-8e+07,-8e+07,5.37e+08,5.19e+08,-9.1e+07,4.28e+08,5.97e+08,5.97e+08,5.97e+08,4.4432e+10,3.8347e+10,3.221e+09,1.123e+09,1.741e+09,2.28e+08,3.994e+09,1.018e+09,6.63e+08,1.66331e+11,2.16666e+11,3.9141e+10,5.45e+09,6.78e+08,8e+08,4.755e+09,1.59214e+11,2.03523e+11,4.367e+09,4e+06,4.363e+09,-1.141e+09,1.0156e+10,-2.39e+08,1.3143e+10,1.3143e+10,2.16666e+11,5.97e+08,1.16e+08,7.76e+08,-7.77e+08,7.12e+08,8.54e+08,-1.096e+09,-2.42e+08,-9e+07,1.66e+08,215463597.436829,-3.86e+08,-3.67e+08,-6.77e+08,-2.07e+08,5.3e+07,-5e+06,4.8e+07,7.33e+08,5.168e+09,0.13153,0.12726,0.04542,0.00276,15.48528,0.02385,1.66993,1.64056,13.12168,36.76364,0.25175,0.00317,0.15075,6.73943,8.00648
"34","2018_Q3",46.6428571428571,"Down",4.789e+09,3.958e+09,4.28e+08,4.03e+08,3.27e+08,5.2e+07,2.4e+07,-2.738e+09,-1.411e+09,6.4e+08,-7.9e+07,-7.9e+07,5.61e+08,5.37e+08,-1.03e+08,4.34e+08,5.82e+08,5.82e+08,5.82e+08,4.5648e+10,3.9526e+10,3.355e+09,1.003e+09,1.764e+09,1.47e+08,4.001e+09,1.013e+09,6.62e+08,9.304e+09,6.0775e+10,3.8978e+10,5.446e+09,6.68e+08,784000000.000001,4.262e+09,4.576e+09,4.8229e+10,4.378e+09,4e+06,4.374e+09,-1.128e+09,1.0649e+10,-1.353e+09,1.2546e+10,1.2546e+10,6.0775e+10,5.82e+08,1.21e+08,-2.9e+07,-1.16e+08,5.58e+08,9.16e+08,-8.81e+08,3.5e+07,-9e+07,-5.04e+08,376631845.265486,-5.7e+07,-2.99e+08,-9.5e+08,-3.57e+08,-8e+07,-1e+06,-8.1e+07,7.61e+08,4.675e+09,0.13364,0.12153,0.04639,0.00958,3.84417,0.07692,1.62434,1.59802,13.36589,35.01535,0.25119,0.01106,0.15464,5.95007,7.075
"35","2018_Q4",41.0833333333333,"Down",4.842e+09,3.987e+09,4.44e+08,4.11e+08,3.44e+08,3.8e+07,2.9e+07,-2.786e+09,-1.439e+09,6.17e+08,-6.9e+07,-6.9e+07,5.48e+08,5.3e+08,-1.03e+08,4.27e+08,4.32e+08,4.32e+08,4.32e+08,4.6134e+10,3.973e+10,3.559e+09,1.035e+09,1.81e+09,1.02e+08,4.025e+09,9.97e+08,6.7e+08,9.509e+09,6.1437e+10,3.9116e+10,5.388e+09,6.56e+08,7.75e+08,4.263e+09,4.916e+09,4.8708e+10,4.389e+09,4e+06,4.385e+09,-1.114e+09,1.0973e+10,-1.519e+09,1.2729e+10,1.2729e+10,6.1437e+10,4.32e+08,1.22e+08,4.14e+08,-3.96e+08,5.72e+08,4.2e+07,-5.97e+08,-5.55e+08,-9e+07,0,419734170.4614,-4e+06,30000000.0000002,-6.4e+07,-4.7e+07,-4.7e+07,2e+06,-4.5e+07,7.39e+08,4.676e+09,0.12743,0.08922,0.03394,0.00703,3.82654,0.07611,1.20468,1.18649,13.50251,35.49637,0.25098,0.0085,0.20833,6.18945,7.41329
"36","2019_Q1",43.6691803278689,"Up",4.633e+09,3.997e+09,4.57e+08,1.79e+08,3.19e+08,-1.72e+08,3.2e+07,-2.946e+09,-1.436e+09,2.51e+08,-7e+07,-7e+07,1.81e+08,1.67e+08,2.9e+07,1.96e+08,1.96e+08,1.96e+08,1.9e+08,4.679e+10,3.9957e+10,3.704e+09,1.214e+09,1.915e+09,1.21e+08,3.995e+09,1.006e+09,6.7e+08,9.725e+09,6.2307e+10,3.972e+10,5.282e+09,6.42e+08,7.67e+08,4.265e+09,4.808e+09,4.9206e+10,4.382e+09,4e+06,4.378e+09,-1.091e+09,1.1055e+10,-1.579e+09,1.3101e+10,1.3101e+10,6.2307e+10,1.96e+08,1.08e+08,-8.49e+08,1.546e+09,1.001e+09,-72000000.0000001,-1.128e+09,-1.2e+09,-1.09e+08,1999999.99999994,3.34e+08,-6.949e+09,6.946e+09,2.24e+08,2.5e+07,2.5e+07,-6e+06,1.9e+07,3.59e+08,4.678e+09,0.05418,0.04101,0.0145,0.00305,3.7559,0.07508,0.52895,0.52169,12.89811,35.54287,0.30345,0.0048,0.57368,12.69359,18.15538
"37","2019_Q2",48.8369841269841,"Up",4.94e+09,3.94e+09,4.7e+08,5.3e+08,3.14e+08,1.63e+08,5.3e+07,-2.685e+09,-1.403e+09,8.52e+08,-6.4e+07,-6.4e+07,7.88e+08,7.75e+08,-1.45e+08,6.3e+08,6.3e+08,6.3e+08,6.25e+08,4.7895e+10,4.1042e+10,3.637e+09,1.275e+09,1.941e+09,1.04e+08,4.16e+09,1.145e+09,6.88e+08,9.332e+09,6.3324e+10,3.9845e+10,5.482e+09,6.48e+08,7.42e+08,3.767e+09,4.873e+09,4.8984e+10,4.333e+09,4e+06,4.329e+09,-1.014e+09,1.1572e+10,-8.85e+08,1.434e+10,1.434e+10,6.3324e+10,6.3e+08,1.08e+08,3.45e+08,-8.04e+08,2.79e+08,8.1e+07,4.8e+07,1.29e+08,-1.15e+08,-4.13e+08,138666275.855845,-2.4e+07,1.24e+08,-4.28e+08,-2e+07,-2e+07,3e+06,-1.7e+07,9.6e+08,4.266e+09,0.17247,0.12652,0.04358,0.00987,3.4159,0.06737,1.73611,1.71374,13.72222,38.90556,0.31944,0.01169,0.184,4.33542,4.88498
"38","2019_Q3",54.41953125,"Up",5.092e+09,4.166e+09,4.88e+08,4.38e+08,3.26e+08,8e+07,3.2e+07,-2.934e+09,-1.533e+09,6.25e+08,-6.3e+07,-6.3e+07,5.62e+08,4.56e+08,-8.4e+07,3.72e+08,3.72e+08,3.72e+08,3.72e+08,5.0769e+10,4.3579e+10,3.612e+09,1.533e+09,2.045e+09,2.26e+08,4.726e+09,1.222e+09,7.22e+08,1.1807e+10,6.9472e+10,4.4371e+10,6.833e+09,6.44e+08,7.9e+08,4.05e+09,5.259e+09,5.418e+10,4.304e+09,4e+06,4.3e+09,-9.84e+08,1.1836e+10,-1.98e+08,1.5292e+10,1.5292e+10,6.9472e+10,3.72e+08,1.13e+08,5e+08,-2.6e+08,7.25e+08,8.5e+07,-1.84e+08,-9.9e+07,-1.12e+08,0,-26999999.9999999,5.3e+07,-3.41e+08,-4.27e+08,1.99e+08,1.99e+08,-2e+07,1.79e+08,7.38e+08,4.55e+09,0.12274,0.07306,0.02433,0.00535,3.54303,0.06549,1.02933,1.0189,14.08965,41.38904,0.30991,0.00697,0.30108,5.85908,6.9184
"39","2019_Q4",56.08953125,"Up",5.347e+09,4.394e+09,4.9e+08,4.63e+08,3.3e+08,8.9e+07,4.4e+07,-2.914e+09,-1.604e+09,8.29e+08,-6.7e+07,-6.7e+07,7.62e+08,6.53e+08,-1.18e+08,5.35e+08,5.35e+08,5.35e+08,5.24e+08,5.2577e+10,4.5355e+10,3.736e+09,1.414e+09,2.072e+09,2.07e+08,4.58e+09,1.194e+09,7.72e+08,1.0926e+10,7.0256e+10,4.4417e+10,6.82e+09,6.45e+08,7.64e+08,4.346e+09,4.915e+09,5.4178e+10,4.306e+09,4e+06,4.302e+09,-1.027e+09,1.2251e+10,2.14e+08,1.6078e+10,1.6078e+10,7.0256e+10,5.35e+08,1.12e+08,9.56e+08,-1.61e+08,1.442e+09,-1.027e+09,-3.23e+08,-1.35e+09,-1.16e+08,2.06e+08,-6.3e+07,-2.3e+07,-9.2e+07,-8.8e+07,4e+06,4e+06,3e+06,7e+06,9.41e+08,4.846e+09,0.15504,0.098,0.03259,0.00746,3.3697,0.06898,1.44912,1.43365,14.78706,43.53982,0.3208,0.00911,0.22137,4.92986,5.5959
"40","2020_Q1",48.946935483871,"Down",5.361e+09,4.423e+09,5.03e+08,4.35e+08,3.31e+08,6.3e+07,4.1e+07,-2.939e+09,-1.728e+09,6.94e+08,-6.5e+07,-6.5e+07,6.29e+08,6.76e+08,-1.28e+08,5.48e+08,5.48e+08,5.48e+08,5.43e+08,5.303e+10,4.5069e+10,4.215e+09,1.657e+09,2.089e+09,1.85e+08,4.384e+09,1.181e+09,7.85e+08,1.1252e+10,7.0817e+10,4.4542e+10,6.635e+09,1.39e+09,752560382.018716,4.348e+09,5.157e+09,5.4547e+10,4.316e+09,4e+06,4.312e+09,-1.117e+09,1.2685e+10,52000000.0000001,1.627e+10,1.627e+10,7.0817e+10,5.48e+08,1.18e+08,-2.043e+09,2.42e+09,1.043e+09,1.9597e+10,-2.0425e+10,-8.28e+08,-1.11e+08,0,-1.1e+08,-7000000.00000006,-2e+07,-2.48e+08,-3.3e+07,-3.3e+07,5e+06,-2.8e+07,8.12e+08,4.848e+09,0.12945,0.10129,0.03337,0.00767,3.35261,0.06846,1.50582,1.49053,14.86689,44.19301,0.30782,0.00924,0.20442,5.74261,6.71902
"41","2020_Q2",36.0853968253968,"Down",4.956e+09,4.391e+09,4.59e+08,1.06e+08,3.2e+08,-2.31e+08,1.7e+07,-2.916e+09,-1.632e+09,4.08e+08,-6.4e+07,-6.4e+07,3.44e+08,3.44e+08,-7.1e+07,2.73e+08,2.73e+08,2.73e+08,2.68e+08,5.0359e+10,4.2718e+10,4.353e+09,1.155e+09,2.133e+09,2.11e+08,4.558e+09,1.161e+09,8.18e+08,1.1617e+10,6.8724e+10,4.4779e+10,6.81e+09,6.29e+08,7.58e+08,4.349e+09,4.33e+09,5.3458e+10,4.29e+09,4e+06,4.286e+09,-1.22e+09,1.2819e+10,-9.57e+08,1.5266e+10,1.5266e+10,6.8724e+10,2.73e+08,1.34e+08,3e+08,-4.09e+08,2.98e+08,4.55e+08,3.22e+08,7.77e+08,-1.13e+08,-5e+08,-1.5e+08,5e+06,-2.69e+08,-1.027e+09,4.8e+07,4.8e+07,-9e+06,3.9e+07,5.42e+08,4.349e+09,0.08232,0.05408,0.01756,0.0039,3.50177,0.06328,0.74756,0.74218,13.82427,41.65132,0.3152,0.00554,0.42164,7.63469,10.14216
"42","2020_Q3",38.04796875,"Up",5.068e+09,4.234e+09,3.39e+08,4.95e+08,2.98e+08,1.09e+08,8.8e+07,-2.847e+09,-1.572e+09,6.49e+08,-5.7e+07,-5.7e+07,5.92e+08,5.92e+08,-1.24e+08,4.68e+08,4.68e+08,4.68e+08,4.63e+08,5.3028e+10,4.5869e+10,4.399e+09,7.56e+08,2.004e+09,2.91e+08,4.595e+09,1.135e+09,8.12e+08,1.1129e+10,7.099e+10,4.5144e+10,6.872e+09,6.52e+08,7.5e+08,4.35e+09,4.424e+09,5.3918e+10,4.303e+09,4e+06,4.299e+09,-1.211e+09,1.3167e+10,4.79e+08,1.7072e+10,1.7072e+10,7.099e+10,4.68e+08,1.35e+08,-72999999.9999998,4.39e+08,9.69e+08,888000000.000004,-1.45e+09,-5.62e+08,-1.21e+08,0,0,-2e+06,-1.77e+08,-3e+08,1.07e+08,1.07e+08,-3.6e+07,7.1e+07,7.84e+08,4.35e+09,0.12806,0.09136,0.02712,0.00652,3.15827,0.06128,1.29293,1.28862,14.15247,46.74113,0.33789,0.00823,0.26134,5.1773,6.25424
"43","2020_Q4",41.50828125,"Up",5.171e+09,4.347e+09,4.92e+08,3.32e+08,3.23e+08,6e+06,3e+06,-2.962e+09,-1.532e+09,6.77e+08,-5.8e+07,-5.8e+07,6.19e+08,5.32e+08,-7.3e+07,4.59e+08,4.59e+08,4.59e+08,4.53e+08,5.4778e+10,4.7443e+10,4.461e+09,8.19e+08,2.055e+09,1.73e+08,4.45e+09,1.144e+09,8.08e+08,1.0966e+10,7.2319e+10,4.5428e+10,6.761e+09,1.361e+09,726399232.256408,4.351e+09,4.738e+09,5.4517e+10,4.314e+09,4e+06,4.31e+09,-1.205e+09,1.3503e+10,8.56e+08,1.7802e+10,1.7802e+10,7.2319e+10,4.59e+08,1.42e+08,3.7e+07,7.5e+08,1.388e+09,1.4053e+10,-1.5275e+10,-1.222e+09,-1.23e+08,0,0,-3.7e+07,-9.2e+07,-2.52e+08,-8.6e+07,-1.44e+08,4.2e+07,-1.02e+08,8.19e+08,4.351e+09,0.13092,0.0876,0.02545,0.00626,3.06241,0.06016,1.2643,1.25659,14.43204,48.75244,0.34329,0.00796,0.27152,5.10134,6.17134
"44","2021_Q1",52.3767213114754,"Up",5.328e+09,4.316e+09,5.56e+08,4.56e+08,3.36e+08,1.02e+08,1.8e+07,-3.08e+09,-1.522e+09,7.26e+08,-5.7e+07,-5.7e+07,6.69e+08,6.52e+08,-1.15e+08,5.37e+08,5.37e+08,5.37e+08,5.32e+08,5.6532e+10,4.5035e+10,4.493e+09,3.52e+09,3.484e+09,1.51e+08,4.268e+09,1.122e+09,7.89e+08,1.1249e+10,7.4111e+10,4.5823e+10,6.629e+09,6.38e+08,7.01e+08,4.352e+09,5.38e+09,5.5555e+10,4.326e+09,4e+06,4.322e+09,-1.192e+09,1.3918e+10,1.17e+09,1.8556e+10,1.8556e+10,7.4111e+10,5.37e+08,1.51e+08,-1.25e+08,6.53e+08,1.216e+09,4.661e+09,-5.72e+09,-1.059e+09,-1.21e+08,0,0,-8e+06,-7e+07,-1.99e+08,-4.2e+07,-4.2e+07,1.1e+07,-3.1e+07,8.77e+08,4.352e+09,0.13626,0.09985,0.02867,0.00718,2.99391,0.05872,1.48479,1.47165,14.87022,50.85682,0.33771,0.00881,0.22744,4.79019,5.7865
"45","2021_Q2",63.894126984127,"Up",5.299e+09,4.343e+09,5.09e+08,4.47e+08,3.55e+08,8e+07,1.2e+07,-3.35e+09,-1.578e+09,3.71e+08,-5.7e+07,-5.7e+07,3.14e+08,3.03e+08,-5.4e+07,2.49e+08,2.49e+08,2.49e+08,2.44e+08,5.5727e+10,4.6974e+10,4.588e+09,1.632e+09,2.533e+09,1.76e+08,4.487e+09,1.092e+09,8.27e+08,1.1892e+10,7.4201e+10,4.682e+10,6.958e+09,1.322e+09,686620200.549255,4.353e+09,5.326e+09,5.6499e+10,4.314e+09,4e+06,4.31e+09,-1.246e+09,1.4036e+10,2.64e+08,1.7702e+10,1.7702e+10,7.4201e+10,2.49e+08,1.74e+08,-9.8e+07,4.34e+08,7.59e+08,-1.12e+08,-3.38e+08,-4.5e+08,-1.21e+08,309673776.783141,-1.23e+08,-2.2e+07,-33596749.4968592,-2.66e+08,4.3e+07,4.2e+07,-3e+06,3.9e+07,5.45e+08,4.353e+09,0.07001,0.04605,0.01378,0.00329,3.19167,0.05866,0.68118,0.67366,14.79341,48.48688,0.3378,0.00492,0.4959,7.66422,11.25876
