"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","decrease_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"34","2018_Q3",40.2026984126984,"Down",780600000,-4.98e+08,282600000,-1.6e+08,-140900000,-19100000,122600000,-14300000,-10100000,108300000,90300000,-20800000,69500000,105900000,105900000,105900000,78699999.9999998,78699999.9999998,422100000,366600000,129200000,996600000,270600000,2538800000,296500000,2088800000,153500000,2809400000,3.806e+09,275100000,275100000,434300000,434300000,709400000,779900000,427800000,107900000,118400000,201500000,1207700000,1917100000,2078900000,27900000,-217900000,1888900000,1888900000,3.806e+09,77900000,21400000,44100000,228400000,339500000,-9300000,999999.999999523,-10400000,-62600000,-1062400000,-144600000,-144600000,-1158900000,-829800000,6900000,1e+06,7900000,1.44e+08,779900000,383900000,0.36203,0.15706,0.13566,0.05606,0.02782,3.62512,1.40485,1.01493,0.20491,1.18495,1.18263,8.73436,21.13544,4.29557,0.70045,0.05441,0.12397,0.59112,4.86944,5.71941
"35","2018_Q4",37.6236507936508,"Down",711400000,-467600000,243800000,-135400000,-116300000,-19100000,108400000,-2200000,-4300000,106200000,1.06e+08,-10600000,95400000,76500000,76500000,76500000,64700000,64700000,402400000,387300000,135200000,989600000,274200000,2545700000,289400000,2.097e+09,159300000,2819900000,3809500000,261300000,261300000,446100000,446100000,707400000,798800000,423100000,109800000,106300000,2.07e+08,1221900000,1929300000,1993700000,107500000,-2.21e+08,1880200000,1880200000,3809500000,91200000,20600000,-8e+06,17600000,112700000,-13400000,0,-13400000,-30800000,15800000,-90300000,-90300000,-107300000,-8e+06,-8e+06,-6e+06,-1.4e+07,1.29e+08,798800000,143800000,0.3427,0.15238,0.10753,0.04069,0.02008,1.87974,1.39893,1.02611,0.20969,0.43915,0.4354,4.08381,10.79334,0.82549,0.17681,0.03459,0.04636,0.40261,5.6907,6.77214
"36","2019_Q1",38.9337704918033,"Up",740500000,-472500000,2.68e+08,-154999999,-135299999,-19700000,113000001,-3100000,-4700000,109900001,109000001,-11600000,97400001,150100001,150100001,150100001,74300000,74300000,488200000,387500000,89400000,1039400000,272600000,2494500000,276300000,2072700000,145500000,2767100000,3806500000,378600000,378600000,440100000,440100000,818700000,787600000,364100000,9e+07,105900000,168200000,1151700000,1970400000,1895500000,169200000,-228600000,1836100000,1836100000,3806500000,94200000,20700000,12200000,31800000.0000001,154500000,-13800000,-2.98023223876953e-08,-13800000,-30500000,-6299999.99999976,-102700000,-102700000,-139500000,1200000,1200000.00000001,8400000,9600000,133700001,787600000,163300001,0.36192,0.1526,0.2027,0.08175,0.03943,1.08794,1.26957,1.07314,0.20691,0.86863,0.86413,4.2853,10.62558,0.94502,0.1765,0.06045,0.05466,0.2032,5.33508,6.31239
"37","2019_Q2",35.6298412698413,"Down",688900000,-453300000,235600000,-1.68e+08,-147300000,-20700000,67600000,-6700000,-7300000,60900000,64400000,-10800000,53600000,54700000,54700000,54700000,78900000,78900000,645700000,421800000,105200000,1251600000,279100000,2851500000,361500000,2.283e+09,2.07e+08,3130600000,4382200000,265300000,265300000,4.4e+08,4.4e+08,705300000,1370700000,435800000,89800000,124600000,221400000,1806500000,2511800000,1906800000,189500000,-225900000,1870400000,1870400000,4382200000,1100000,20200000,14900000,-344600000,-307600000,-16500000,-286500000,-304500000,-3.1e+07,584100000,5900000,5900000,5.59e+08,-53100000,-53100000,6400000,-46700000,87800000,1370700000,-262500000,0.34199,0.09813,0.0794,0.02925,0.01248,-4.7989,1.77456,1.34292,0.31279,0.31876,0.3171,4.01457,10.89977,-1.52972,0.18065,0.02331,-0.07139,0.56673,14.71298,19.10947
"38","2019_Q3",35.09015625,"Down",799500000,-512800000,286700000,-152900000,-132200000,-20700000,133800000,-22300000,-9400000,111500000,111400000,-22100000,89300000,90100000,90100000,90100000,80500000,80500000,459600000,396700000,104700000,1041500000,280300000,2848200000,354200000,2287500000,206500000,3128500000,4.17e+09,261700000,261700000,448500000,448500000,710200000,1215100000,438100000,89200000,119800000,229100000,1653200000,2363400000,1763400000,273400000,-230200000,1806600000,1806600000,4.17e+09,166400000,20700000,-24400000,244900000,404300000,-12900000,2700000,-10200000,-3.1e+07,-151200000,-148700000,-148700000,-336600000,57500000,57500000,-4600000,52900000,154500000,1215100000,408600000,0.3586,0.16735,0.1127,0.04987,0.02161,4.53496,1.46649,1.3082,0.29139,0.53125,0.52907,4.71403,10.65212,2.4092,0.18278,0.035,0.1181,0.34406,7.34369,8.47982
"39","2019_Q4",40.06515625,"Up",713600000,-458600000,2.55e+08,-146200000,-126400000,-19800000,108800000,-6300000,-6900000,102500000,102400000,-9900000,92500000,89700000,89700000,89700000,113200000,113200000,4.04e+08,390300000,95100000,1002600000,277900000,2799900000,341400000,2.261e+09,197500000,3077800000,4080400000,253400000,253400000,440800000,440800000,694200000,1118700000,398700000,88100000,111400000,199200000,1517400000,2211600000,1767600000,335300000,-234100000,1868800000,1868800000,4080400000,91299999,19600000,-3900000,59900000,167999999,-14800000,0,-14800000,-30400000,-93200000,-4e+05,-7200000,-124600000,28599999,28599999,4100000,32699999,128400000,1118700000,183400000,0.35734,0.15247,0.1257,0.048,0.02198,2.04459,1.44425,1.18343,0.27416,0.53425,0.53361,4.25015,11.13043,1.09232,0.18106,0.03547,0.05416,0.33891,7.831,9.24173
"40","2020_Q1",38.2798387096774,"Down",755200000,-4.81e+08,274200000,-151900000,-134200000,-17700000,122300000,2300000,-6500000,124600000,123500000,-3e+06,120500000,115400000,115400000,115400000,82500000,82500000,502900000,377400000,99100000,1061900000,283200000,2794400000,339200000,2258300000,196900000,3077600000,4139500000,325100000,325100000,423900000,423900000,7.49e+08,1029100000,407500000,96400000,104400000,206700000,1436600000,2185600000,1779400000,4.01e+08,-226500000,1953900000,1953900000,4139500000,102900001,19500000,12900000,-56200000,88300001,-13700000,11300000,-2400000,-30300000,-89700000,5700000,12500000,-114900000,-28999999,-28999999,-1700000,-30699999,141800000,1029100000,74900000,0.36308,0.16194,0.15281,0.05906,0.02788,0.64905,1.41776,1.11858,0.2486,0.68487,0.67604,4.4819,11.59585,0.44451,0.17982,0.04297,0.02209,0.26256,6.6756,7.73998
"41","2020_Q2",33.7131746031746,"Down",7.1e+08,-458400000,251600000,-150900000,-131900000,-1.9e+07,100700000,-5700000,-6900000,9.5e+07,9.5e+07,-19900000,75100000,75100000,75100000,75100000,169300000,169300000,6.65e+08,392400000,112900000,1339600000,280700000,2806400000,326500000,2256800000,223100000,3087100000,4426700000,268200000,268200000,414600000,414600000,682800000,1450500000,400900000,95700000,114500000,190700000,1851400000,2534200000,1675600000,442100000,-225200000,1892500000,1892500000,4426700000,72700000,19200000,20700000,-2.75e+08,-162400000,-18600000,-7200000,-25800000,-32100000,420900000,-1.1e+08,-1.1e+08,278800000,90600000,90600000,-3800000,86800000,119900000,1450500000,-153800000,0.35437,0.14183,0.10577,0.03968,0.01697,-2.04794,1.96192,1.33908,0.32767,0.44756,0.44517,4.23123,11.27831,-0.91657,0.1913,0.02863,-0.04108,0.42743,10.68557,12.72294
"42","2020_Q3",41.91109375,"Up",713300000,-468200000,245100000,-1.34e+08,-116700000,-17300000,111100000,-7400000,-7700000,103700000,103600000,-29800000,73800000,72080000,72080000,72080000,90600000,90600000,401800000,396500000,112800000,1001700000,284700000,2829700000,325400000,2302100000,202200000,3114400000,4116100000,2.56e+08,2.56e+08,494600000,494600000,750600000,1.013e+09,402800000,95100000,112100000,195600000,1415800000,2166400000,1.682e+09,482500000,-214800000,1949700000,1949700000,4116100000,73800000,18200000,2900000,3.34e+08,428400000,-11800000,-21300000,-33100000,-31600000,-4.38e+08,2100000.00000001,2100000,-467500000,-72200000,-72199999.9999999,-6500000,-78700000,129300000,1.013e+09,481300000,0.34361,0.15575,0.10105,0.03697,0.01751,6.6773,1.33453,1.11115,0.24611,0.43474,0.43343,4.30217,11.75935,2.9029,0.19059,0.03081,0.14301,0.4384,7.1338,8.30243
"43","2020_Q4",49.5415625,"Up",798500000,-521100000,277400000,-149300000,-1.3e+08,-19300000,128100000,-8500000,-5400000,119600000,119600000,-14399999,105200001,105220001,105220001,105220001,82600000,82600000,362100000,401700000,117100000,963500000,291100000,2848900000,323300000,2329600000,1.96e+08,3.14e+09,4103500000,276600000,276600000,542300000,542300000,818900000,805200000,429600000,94500000,1.12e+08,223100000,1234800000,2053700000,1700500000,561600000,-212300000,2049800000,2049800000,4103500000,110800000,18500000,-8e+05,105800000,234300000,-13900000,0,-11700000,-31700000,-208200000,13800000,13800000,-226100000,-3500000,-3500000,-4500000,-8e+06,146600000,805200000,252899999,0.3474,0.16043,0.13177,0.05133,0.02564,2.40354,1.17658,1.0019,0.19622,0.63309,0.62931,4.80445,12.33333,1.52166,0.19073,0.04169,0.077,0.30127,4.92906,5.64091
"44","2021_Q1",55.6222950819672,"Up",7.96e+08,-512500000,283500000,-1.62e+08,-141900000,-20100000,121500000,3e+06,-3900000,124500000,124500000,-10900001,113599999,116799999,116799999,116799999,82100000,82100000,367500000,4.2e+08,105500000,975100000,301200000,2920900000,325900000,2392200000,202800000,3222100000,4197200000,245100000,245100000,527400000,527400000,772500000,839600000,478800000,1.02e+08,107400000,269400000,1318400000,2090900000,1682400000,631200000,-207300000,2106300000,2106300000,4197200000,99800000,19200000,4600000,-50200000,73300000,-17800000,-29500000,-47300000,-31700000,33800000,-23200000,-23200000,-21100000,4899999.99999999,4900000,-5400000,-5e+05,140700000,839600000,83600001,0.35616,0.15264,0.14673,0.05545,0.02783,0.71575,1.26227,0.99269,0.20004,0.70277,0.69773,4.78941,12.67329,0.50301,0.19073,0.04336,0.02441,0.2714,5.3838,6.23457
"45","2021_Q2",64.3287301587302,"Up",865900000,-550700000,315200000,-158100000,-136600000,-21500000,157100000,-5500000,-5100000,151600000,151600000,-20500000,131100000,128600000,128600000,128600000,9.5e+07,9.5e+07,566400000,429100000,1.18e+08,1208500000,293400000,2882200000,315500000,2367200000,199500000,3175600000,4384100000,297100000,297100000,526800000,526800000,823900000,932400000,4.34e+08,101200000,101400000,231400000,1366400000,2190300000,1678300000,726500000,-2.11e+08,2193800000,2193800000,4384100000,131100000,19800000,2600000,-172300000,-1.9e+07,-9800000,-105989102.76264,-9800000,-33299999,92400000,-9800000,-9600000,34600001,5800001,5800001,7100000,12900001,176900000,932400000,15300000,0.36401,0.18143,0.14852,0.05862,0.02933,0.11897,1.4668,0.9984,0.21268,0.77377,0.76685,5.20999,13.19976,0.09206,0.20036,0.04547,0.0043,0.25894,4.73375,5.33036
"46","2021_Q3",72.78640625,"Up",941100000,-600100000,3.41e+08,-179200000,-158200000,-2.1e+07,161800000,-4100000,-3800000,157700000,157700000,-25100000,132600000,132100000,132100000,132100000,95900000,95900000,435300000,463400000,112700000,1107300000,297100000,2950300000,348400000,2402100000,199800000,3247400000,4354700000,315300000,315300000,615800000,615800000,931100000,716600000,435400000,1e+08,96300000,239100000,1.152e+09,2083100000,1.653e+09,825300000,-206700000,2271600000,2271600000,4354700000,132600000,19100000,10100000,2.18e+08,379800000,-1.1e+07,-82800000,-91100000,-33400001,-216200000,-36200000,-40400000,-285800001,2899999,2899999,-2e+06,899998.999999993,180900000,716600000,4.13e+08,0.36234,0.17193,0.14037,0.05815,0.03034,3.12642,1.18924,0.91702,0.16456,0.79578,0.78725,5.66928,13.68434,2.48795,0.2012,0.04834,0.12063,0.25284,3.43118,3.83622
"47","2021_Q4",72.073125,"Down",969200000,-634400000,334800000,-167500000,-145600000,-21900000,167300000,-2900000,-2600000,164400000,165800000,-22100000,143700000,143600000,143600000,143600000,173200000,173200000,4.61e+08,504600000,110700000,1249500000,296800000,2926500000,339600000,2386500000,200400000,3223300000,4472800000,342500000,342500000,673500000,673500000,1.016e+09,700900000,417800000,97300000,95700000,224800000,1118700000,2134700000,1615900000,935800000,-213600000,2338100000,2338100000,4472800000,143700000,18800000,2400000,14500000,179300000,-14100000,6e+05,-13500000,-33200000,-16100000,-41300000,-37300000,-90600000,75200000,75200000,2100000,77300000,186100000,700900000,208600000,0.34544,0.17262,0.14816,0.06142,0.03211,1.45265,1.22982,0.91301,0.1567,0.86663,0.8568,5.84912,14.11044,1.2589,0.20036,0.05115,0.06034,0.2312,2.83557,3.15421
"48","2022_Q1",59.3579032258065,"Down",988600000,-660400000,328200000,-177500000,-1.56e+08,-21500000,150700000,-1e+06,-1e+06,149700000,149700000,-3100000,146600000,146700000,146700000,146700000,94500000,94500000,534300000,562900000,112300000,1.304e+09,3.1e+08,3139600000,4.28e+08,2504500000,207100000,3449600000,4753600000,385700000,385700000,6.66e+08,6.66e+08,1051700000,894100000,385900000,93200000,89800000,202900000,1.28e+09,2331700000,1584400000,1051400000,-213900000,2421900000,2421900000,4753600000,148600000,19800000,-2600000,-92600000,73100000,-21400000,-254900000,-276300000,-33100000,1.95e+08,-40500000,-40500000,119600000,-83600000,-83600000,4900000,-78700000,170500000,894100000,59600000,0.33198,0.15244,0.14839,0.06057,0.03086,0.40627,1.2399,0.96276,0.18809,0.88748,0.87897,5.98064,14.65154,0.36056,0.20024,0.04857,0.0161,0.22563,4.68974,5.30591
"49","2022_Q2",49.3,"Down",999600000,-667400000,332200000,-186400000,-164100000,-22300000,145800000,-5800000,-5700000,1.4e+08,1.4e+08,-21500000,118500000,117600000,117600000,117600000,102300000,102300000,648600000,656200000,134600000,1541700000,3.15e+08,3119200000,4.2e+08,2493400000,205800000,3434200000,4975900000,396800000,396800000,617600000,617600000,1014400000,1091100000,366500000,91800000,85100000,189600000,1457600000,2.472e+09,1.586e+09,1132600000,-214700000,2503900000,2503900000,4975900000,118500000,19600000,5300000,-274900000,-131500000,-17700000,-1400000,-19100000,-34700000,199600000,-5300000,-47635616.060469,153800000,3200000,3200000,4600000,7800000,165400000,1091100000,-105700000,0.33233,0.14586,0.11765,0.04697,0.02363,-0.89881,1.51981,0.98726,0.21928,0.71143,0.70419,6.04719,15.14761,-0.63944,0.20992,0.03845,-0.02668,0.29507,5.97823,6.78189
"50","2022_Q3",45.8834375,"Down",1064200000,-704700000,359500000,-168700000,-145600000,-23100000,190800000,-9300000,-9200000,181500000,181500000,-28500000,1.53e+08,152900000,152900000,152900000,135100000,135100000,493200000,6.95e+08,139300000,1462600000,318400000,3091200000,407800000,2454800000,228600000,3409600000,4872200000,372500000,372500000,683600000,683600000,1056100000,911500000,341600000,90300000,69900000,181400000,1253100000,2309200000,1542200000,1250900000,-230100000,2.563e+09,2.563e+09,4872200000,1.53e+08,19800000,-4500000,139500000,306800000,-19500000,0,-10700000,-34800000,-179800000,-50100000,-5e+07,-267600000,28500000,28500000,4300000,32800000,210600000,911500000,359100000,0.33781,0.17929,0.14368,0.05966,0.03138,2.34859,1.38491,0.90098,0.18708,0.92779,0.92387,6.45752,15.55218,2.179,0.21117,0.04919,0.0941,0.2276,3.68661,4.06918
