"","YQ","p","d","revenue","cost_of_revenue","cost_of_goods_services","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_inventory","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","liabilities_from_derivatives_hedging_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","liabilities_from_derivatives_hedging_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",13.7917741935484,"Down",1.705e+09,-5.2e+08,-5.2e+08,1.185e+09,-8.45e+08,-4.58e+08,-3.01e+08,-8.6e+07,3.4e+08,-1.21e+08,-1.04e+08,-2.5e+07,2.19e+08,-9.1e+07,1.28e+08,-1.18e+08,1e+07,1e+07,1e+07,1e+07,1.244e+09,7.22e+08,5.22e+08,6.98e+08,6.98e+08,3.52e+08,1.7e+08,4.58e+08,2.45e+08,1.67e+08,2.752e+09,1.3337e+10,6.388e+09,1.468e+09,4.08e+08,4.502e+09,1.9725e+10,2.2477e+10,5.42e+08,3.71e+08,1.71e+08,1.455e+09,1.402e+09,1.367e+09,2.93e+08,4.77e+08,3.364e+09,4.956e+09,9.9e+09,9.94e+08,4.07e+09,6e+06,4.83e+09,1.4856e+10,1.822e+10,4.127e+09,2.55e+08,4.257e+09,4.257e+09,2.2477e+10,1e+07,3.01e+08,1.69e+08,-2.8e+07,4.52e+08,-2.94e+08,-2.67e+08,9e+06,-5.52e+08,-8.6e+07,-1.33e+08,-8.3e+07,-3.01e+08,-4.01e+08,-4.01e+08,-4.01e+08,6.41e+08,6.411e+09,4.37e+08,0.69501,0.19941,0.00587,0.00235,0.00044,43.7,0.81807,4.28001,0.28522,0.0234,0.02323,3.98918,9.96008,1.02245,0.20121,5,0.00467,0.02125,8.6,8.06084,15.19706
"12","2013_Q1",14.4466666666667,"Up",2.138e+09,-9.75e+08,-9.75e+08,1.163e+09,-8.53e+08,-5.1e+08,-2.5e+08,-9.3e+07,3.1e+08,-1.23e+08,-1.04e+08,-2.5e+07,1.87e+08,2.3e+07,2.1e+08,-7.6e+07,1.34e+08,1.34e+08,1.34e+08,1.34e+08,1.186e+09,6.46e+08,5.4e+08,7.68e+08,7.68e+08,3.22e+08,3.22e+08,5.98e+08,2.16e+08,3.39e+08,2.874e+09,1.3597e+10,6.4e+09,1.468e+09,4.05e+08,4.521e+09,1.9997e+10,2.2871e+10,7.21e+08,5.61e+08,1.6e+08,1.438e+09,1.4e+09,1.416e+09,2.82e+08,5.3e+08,3.575e+09,4.957e+09,1.0038e+10,1.143e+09,4.153e+09,2e+06,4.74e+09,1.4995e+10,1.857e+10,4132927862.96935,332640594.651365,4336932616.74706,4.301e+09,2.2871e+10,1.34e+08,2.5e+08,9.6e+07,1000000.00000003,4.81e+08,-3.94e+08,-5e+06,5e+06,-3.94e+08,-8.7e+07,-7.7e+07,1.49011611938477e-08,-1.63e+08,-76000000.0000001,-76000000.0000001,-76000000.0000001,5.6e+08,6.395e+09,2.43e+08,0.54397,0.145,0.06268,0.03116,0.00586,1.81343,0.80392,4.3176,0.27961,0.31345,0.31148,5.00115,10.1444040440568,0.56842,0.20351,7,0.01066,0.01172,0.649250000000003,9.30179,16.80323
"13","2013_Q2",16.40359375,"Up",2.388e+09,-1.224e+09,-1.224e+09,1.164e+09,-8.32e+08,-4.84e+08,-2.4e+08,-1.08e+08,3.32e+08,-1.22e+08,-9.8e+07,-2.9e+07,2.1e+08,2.3e+07,2.33e+08,-8.6e+07,1.47e+08,1.47e+08,1.47e+08,1.47e+08,8.59e+08,2.45e+08,6.14e+08,8.6e+08,8.6e+08,2.03e+08,2.2e+07,4.41e+08,1.37e+08,2.76e+08,2.363e+09,1.3708e+10,6.299e+09,1.468e+09,4e+08,4.426e+09,2.0007e+10,2.237e+10,6.33e+08,5.1e+08,1.23e+08,1.08e+09,1.08e+09,1.413e+09,3.29e+08,4.75e+08,3.126e+09,4.861e+09,1.0012e+10,1.137e+09,4.211e+09,2e+06,4.662e+09,1.4873e+10,1.7999e+10,4.143e+09,3.6e+08,4.371e+09,4.371e+09,2.237e+10,1.47e+08,2.4e+08,5e+07,9.6e+07,5.33e+08,-2.71e+08,72225205.654491,-3e+06,-2.74e+08,-8.9e+07,-5.89e+08,1.7e+07,-6.6e+08,-4.01e+08,-4.01e+08,-4.01e+08,5.72e+08,5.941e+09,4.83e+08,0.48744,0.13903,0.06156,0.03363,0.00657,3.28571,0.75592,4.11782,0.26558,0.34349,0.34212,5.57995,10.21355,1.12861,0.20796,5,0.01161,0.02377,0.60544,8.88462,15.30723
"14","2013_Q3",16.59609375,"Up",1.894e+09,-8.8e+08,-8.8e+08,1.014e+09,-7.91e+08,-4.46e+08,-2.53e+08,-9.2e+07,2.23e+08,-8.2e+07,-8.5e+07,-3.4e+07,1.41e+08,3e+06,1.44e+08,-2.44e+08,-99999999.9999999,-1e+08,-1e+08,-1e+08,1.132e+09,4.97e+08,6.35e+08,6.94e+08,6.94e+08,2.76e+08,1.39e+08,3.78e+08,1.16e+08,2.07e+08,2.48e+09,9.184e+09,9.994e+09,8.4e+08,4.848e+09,4.299e+09,1.9178e+10,2.1658e+10,4.99e+08,4.04e+08,9.5e+07,6.85e+08,6.48e+08,1.491e+09,3.52e+08,5.17e+08,2.675e+09,4.709e+09,1.0083e+10,1.102e+09,4.408e+09,1e+06,4.572e+09,1.4792e+10,1.7467e+10,4.15e+09,1.71e+08,4.191e+09,4.191e+09,2.1658e+10,-1e+08,2.53e+08,1.43e+08,-3.9e+07,2.57e+08,-3.15e+08,0,-4.5e+07,-3.51e+08,-8.9e+07,4.43e+08,-7e+06,3.46e+08,2.52e+08,2.52e+08,2.52e+08,4.76e+08,5.394e+09,3.66e+08,0.53537,0.11774,-0.0528,-0.02386,-0.00462,-3.66,0.9271,4.16774,0.24905,-0.23333,-0.23212,4.41934,9.77901,0.854,0.20767,5,-0.00056,0.01861,-0.89,8.95378,19.11211
"15","2013_Q4",16.87015625,"Up",1.64e+09,-6.37e+08,-6.37e+08,1.003e+09,-7.59e+08,-4.22e+08,-2.48e+08,-8.9e+07,2.44e+08,-2.7e+07,-8.6e+07,-2.1e+07,2.17e+08,1.2e+07,2.29e+08,-7.8e+07,1.51e+08,1.51e+08,1.51e+08,1.51e+08,9.08e+08,2.19e+08,6.89e+08,6.17e+08,6.17e+08,3.74e+08,2.37e+08,4.2e+08,1.12e+08,1.93e+08,2.319e+09,9.386e+09,9.87e+09,8.4e+08,4.888e+09,4.132e+09,1.9256e+10,2.1575e+10,4.94e+08,3.64e+08,1.3e+08,6.23e+08,5.53e+08,1.478e+09,3.88e+08,4.65e+08,2.595e+09,4.652e+09,1.0067e+10,1.052e+09,4.504e+09,1e+06,4.51e+09,1.4719e+10,1.7314e+10,4.155e+09,2.33e+08,4.261e+09,4.261e+09,2.1575e+10,1.51e+08,2.48e+08,1.1e+07,-6.8e+07,3.42e+08,-3.26e+08,0,2.5e+07,-3.01e+08,-8.9e+07,-2.27e+08,-3e+06,-3.19e+08,-2.78e+08,-2.78e+08,-2.78e+08,4.92e+08,5.275e+09,1.76e+08,0.61159,0.14878,0.09207,0.03544,0.007,1.16556,0.89364,4.06337,0.2445,0.35228,0.35046,3.8261,9.94086,0.41061,0.20764,6,0.01224,0.00898,0.5894,8.87602,17.89754
"16","2014_Q1",16.6645901639344,"Down",2.184e+09,-1.167e+09,-1.167e+09,1.017e+09,-8.06e+08,-4.95e+08,-2.13e+08,-9.8e+07,2.11e+08,-4.1e+07,-8.2e+07,-2.5e+07,1.7e+08,5e+06,1.75e+08,-6.2e+07,1.13e+08,1.13e+08,1.13e+08,1.13e+08,9.75e+08,2.08e+08,7.67e+08,8.51e+08,8.51e+08,2.85e+08,2.85e+08,5.47e+08,1.25e+08,3.98e+08,2.658e+09,9.593e+09,9.619e+09,8.4e+08,4.881e+09,3.888e+09,1.9212e+10,2.187e+10,8.73e+08,6.89e+08,1.84e+08,5.4e+08,4.97e+08,1.606e+09,4.72e+08,5.26e+08,3.019e+09,4.771e+09,9.751e+09,8.02e+08,4.542e+09,4e+06,4.403e+09,1.4522e+10,1.7541e+10,4158745414.9223,315552144.039964,4366495207.39229,4.329e+09,2.187e+10,1.13e+08,2.13e+08,1.8e+07,1.37e+08,4.81e+08,-3.74e+08,0,0,-3.74e+08,-8.8e+07,-2.7e+07,-7e+06,-1.18e+08,-1.1e+07,-1.1e+07,-1.1e+07,4.24e+08,5.311e+09,2.49e+08,0.46566,0.09661,0.05174,0.0261,0.00517,2.20354,0.88042,4.05198,0.24284,0.26359,0.26136,5.09451,10.1846181763658,0.58083,0.20527,5,0.01037,0.01284,0.77876,10.22642,20.54976
"17","2014_Q2",17.362380952381,"Up",3.163e+09,-2.043e+09,-2.043e+09,1.12e+09,-8.25e+08,-4.79e+08,-2.35e+08,-1.11e+08,2.95e+08,-1.4e+07,-8.4e+07,-2.1e+07,2.81e+08,1.3e+07,2.94e+08,-1.09e+08,1.85e+08,1.85e+08,1.85e+08,1.85e+08,1.116e+09,3.79e+08,7.37e+08,1.142e+09,1.142e+09,1.72e+08,2.6e+07,5.25e+08,1.58e+08,3.43e+08,2.955e+09,9.763e+09,9.546e+09,8.4e+08,4.903e+09,3.794e+09,1.9309e+10,2.2264e+10,1.022e+09,8.02e+08,2.2e+08,5.07e+08,5.07e+08,1.53e+09,4.29e+08,4.72e+08,3.059e+09,5.148e+09,9.643e+09,8.02e+08,4.528e+09,2e+06,4.311e+09,1.4791e+10,1.785e+10,4.162e+09,3.41e+08,4.414e+09,4.414e+09,2.2264e+10,1.85e+08,2.35e+08,-3.5e+07,-5e+06,3.8e+08,-3.01e+08,-2358470.6148533,-1.5e+07,-3.16e+08,-1.02e+08,2.08e+08,0,1.07e+08,1.71e+08,1.71e+08,1.71e+08,5.3e+08,5.655e+09,3.33e+08,0.35409,0.09327,0.05849,0.04191,0.00831,1.8,0.966,4.04395,0.254,0.43107,0.42967,7.37016,10.28514,0.77593,0.23767,6,0.01456,0.01689,0.55135,8.56415,15.38644
"18","2014_Q3",17.79578125,"Up",1.884e+09,-8.8e+08,-8.8e+08,1.004e+09,-8.18e+08,-4.69e+08,-2.56e+08,-9.3e+07,1.86e+08,-3.9e+07,-8.9e+07,-2.1e+07,1.47e+08,2.2e+07,1.69e+08,-6.2e+07,1.07e+08,1.07e+08,1.07e+08,1.07e+08,1.015e+09,2.06e+08,8.09e+08,8.34e+08,8.34e+08,2.95e+08,1.4e+08,3.85e+08,1.73e+08,1.86e+08,2.529e+09,9.979e+09,9.412e+09,8.4e+08,4.88e+09,3.68e+09,1.9391e+10,2.192e+10,6.48e+08,5.19e+08,1.29e+08,7.52e+08,7.1e+08,1.626e+09,4.74e+08,4.9e+08,3.026e+09,4.908e+09,9.561e+09,7.73e+08,4.508e+09,2e+06,4.278e+09,1.4469e+10,1.7495e+10,4.166e+09,3.46e+08,4.425e+09,4.425e+09,2.192e+10,1.07e+08,2.56e+08,-6e+06,-2.5e+07,3.32e+08,-3.24e+08,-1e+06,-1.8e+07,-3.43e+08,-1.02e+08,-5.9e+07,0,-1.62e+08,-1.73e+08,-1.73e+08,-1.73e+08,4.42e+08,5.66e+09,1.55e+08,0.53291,0.09873,0.05679,0.02418,0.00488,1.4486,0.83576,3.95367,0.25821,0.24897,0.24802,4.38371,10.29613,0.36066,0.23733,5,0.01064,0.00789,0.95327,10.50905,24.97312
"19","2014_Q4",17.43671875,"Down",1.807e+09,-7.02e+08,-7.02e+08,1.105e+09,-8.72e+08,-4.93e+08,-2.93e+08,-8.6e+07,2.33e+08,-2.9e+07,-8.8e+07,-2e+07,2.04e+08,9e+06,2.13e+08,-7e+07,1.43e+08,1.43e+08,1.43e+08,1.43e+08,1.07e+09,2.3e+08,8.4e+08,7.12e+08,7.12e+08,4.09e+08,2.53e+08,3.85e+08,1.77e+08,1.74e+08,2.576e+09,1.0205e+10,9.267e+09,8.4e+08,4.888e+09,3.522e+09,1.9472e+10,2.2048e+10,5.8e+08,4.41e+08,1.39e+08,8.02e+08,7.22e+08,1.626e+09,4.94e+08,4.83e+08,3.008e+09,5.061e+09,9.506e+09,7.18e+08,4.606e+09,2e+06,4.18e+09,1.4567e+10,1.7575e+10,4.171e+09,3.87e+08,4.473e+09,4.473e+09,2.2048e+10,1.43e+08,2.93e+08,2.6e+07,-5e+07,4.12e+08,-3.73e+08,1e+06,5e+06,-3.67e+08,-1.02e+08,8.3e+07,-2e+06,-2.1e+07,2.4e+07,2.4e+07,2.4e+07,5.26e+08,5.863e+09,1.73e+08,0.61151,0.12894,0.07914,0.03197,0.00649,1.20979,0.85638,3.92913,0.26592,0.33272,0.33135,4.20432,10.40726,0.40252,0.23732,4,0.01235,0.00872,0.71329,9.11217,20.57082
"20","2015_Q1",16.1304918032787,"Down",2.372e+09,-1.296e+09,-1.296e+09,1.076e+09,-8.55e+08,-5.28e+08,-2.29e+08,-9.8e+07,2.21e+08,-4.5e+07,-9.2e+07,-2e+07,1.76e+08,3.3e+07,2.09e+08,-3.3e+07,1.76e+08,1.76e+08,1.76e+08,1.76e+08,1.228e+09,2.98e+08,9.3e+08,8.37e+08,8.37e+08,3.79e+08,3.79e+08,8.24e+08,1.78e+08,3.57e+08,3.268e+09,1.0502e+10,9.43e+09,8.4e+08,4.884e+09,3.674e+09,1.9932e+10,2.32e+10,8.77e+08,7.16e+08,1.61e+08,8.48e+08,7.95e+08,1.067e+09,5.6e+08,5.07e+08,2.792e+09,5.335e+09,1.0525e+10,9.53e+08,5.44e+09,1e+06,4.131e+09,1.586e+10,1.8652e+10,4171713071.53731,432335051.030726,4519470354.50035,4.548e+09,2.32e+10,1.76e+08,2.29e+08,1.68e+08,-3e+08,2.73e+08,-3.74e+08,-1e+06,1.7e+07,-3.58e+08,-1.02e+08,2.55e+08,2.3283064365387e-10,1.53e+08,6.8e+07,6.8e+07,6.8e+07,4.5e+08,6.183e+09,-1.91e+08,0.45363,0.09317,0.0742,0.0387,0.00759,-1.08523,1.17049,4.10114,0.26651,0.40949,0.40634,5.51879,10.5157679767282,-0.44439,0.23732,6,0.01308,-0.00899,0.57955,11.01111,22.42081
"21","2015_Q2",15.1026984126984,"Down",2.433e+09,-1.354e+09,-1.354e+09,1.079e+09,-8.23e+08,-4.98e+08,-2.17e+08,-1.08e+08,2.56e+08,-5.4e+07,-8.9e+07,-1.7e+07,2.02e+08,7e+06,2.09e+08,-7.8e+07,1.31e+08,1.31e+08,1.31e+08,1.31e+08,1.147e+09,2.34e+08,9.13e+08,8.97e+08,8.97e+08,1.98e+08,3.7e+07,4.49e+08,1.32e+08,2.35e+08,2.691e+09,1.067e+10,9.309e+09,8.4e+08,4.864e+09,3.57e+09,1.9979e+10,2.267e+10,6.18e+08,4.76e+08,1.42e+08,8.05e+08,8.05e+08,1.764e+09,5.26e+08,5.1e+08,3.187e+09,5.239e+09,9.67e+09,9.28e+08,4.716e+09,2e+06,4.024e+09,1.4909e+10,1.8096e+10,4.172e+09,4.86e+08,4.574e+09,4.574e+09,2.267e+10,1.31e+08,2.17e+08,5e+06,3.13e+08,6.66e+08,-3.41e+08,0,4e+06,-3.37e+08,-1.06e+08,-2.88e+08,1e+06,-3.93e+08,-6.4e+07,-6.4e+07,-6.4e+07,4.73e+08,6.044e+09,5.23e+08,0.44349,0.10522,0.05384,0.02864,0.00578,3.99237,0.84437,3.95627,0.26661,0.30468,0.30382,5.65873,10.63832,1.21641,0.24654,5,0.01168,0.02578,0.80916,10.35307,19.12891
"22","2015_Q3",14.14078125,"Down",1.532e+09,-5.29e+08,-5.29e+08,1.003e+09,-8.17e+08,-4.88e+08,-2.39e+08,-9e+07,1.86e+08,-6e+07,-8.9e+07,-1.4e+07,1.26e+08,-1.2e+07,1.14e+08,-3.7e+07,7.7e+07,7.7e+07,7.7e+07,7.7e+07,1.205e+09,2.45e+08,9.6e+08,6.4e+08,6.4e+08,2.74e+08,9.6e+07,3.9e+08,1.05e+08,1.83e+08,2.509e+09,1.0911e+10,9.182e+09,8.4e+08,4.834e+09,3.475e+09,2.0093e+10,2.2602e+10,4.57e+08,3.67e+08,9e+07,9.51e+08,9.27e+08,1.717e+09,5.9e+08,5.46e+08,3.125e+09,5.148e+09,9.779e+09,9.25e+08,4.863e+09,6e+06,3.985e+09,1.4927e+10,1.8052e+10,4.176e+09,4.56e+08,4.55e+09,4.55e+09,2.2602e+10,7.7e+07,2.39e+08,5.1e+07,8.9e+07,4.56e+08,-3.71e+08,9.31322574615479e-10,5e+06,-3.34e+08,-1.07e+08,-4e+06,9.31322574615479e-10,-1.11e+08,1.1e+07,1.1e+07,1.1e+07,4.25e+08,6.099e+09,1.8e+08,0.6547,0.12141,0.05026,0.01692,0.00341,2.33766,0.80288,3.96747,0.26984,0.17897,0.17835,3.56084,10.57562,0.41838,0.2487,4,0.00901,0.00881,1.38961,11.51529,26.31183
"23","2015_Q4",13.61015625,"Down",1.63e+09,-5.27e+08,-5.27e+08,1.103e+09,-8.38e+08,-4.79e+08,-2.68e+08,-9.1e+07,2.65e+08,-8.95e+08,-8.8e+07,-1.3e+07,-6.3e+08,-5e+06,-6.35e+08,2.44e+08,-3.91e+08,-3.91e+08,-3.91e+08,-3.91e+08,1.053e+09,2.27e+08,8.26e+08,5.68e+08,5.68e+08,3.42e+08,1.68e+08,4.37e+08,1.11e+08,1.8e+08,2.4e+09,1.1185e+10,8.193e+09,8.4e+08,3.967e+09,3.347e+09,1.9378e+10,2.1778e+10,4.95e+08,3.67e+08,1.28e+08,9.87e+08,9.38e+08,1.709e+09,4.66e+08,5.02e+08,3.191e+09,5.316e+09,9.213e+09,8.89e+08,4.445e+09,5e+06,3.874e+09,1.4529e+10,1.772e+10,4.18e+09,-4.1e+07,4.058e+09,4.058e+09,2.1778e+10,-3.91e+08,2.68e+08,5.1e+08,9e+06,3.96e+08,-4.19e+08,0,6.6e+07,-3.53e+08,-1.06e+08,7.7e+07,-3.2e+07,-6.1e+07,-1.8e+07,-1.8e+07,-1.8e+07,5.33e+08,6.303e+09,-1.21e+08,0.67669,0.16258,-0.23988,-0.09635,-0.01795,0.30946,0.75212,4.36668,0.28942,-0.90875,-0.90875,3.78839,9.43146,-0.28122,0.24636,4,-0.01456,-0.00618,-0.2711,9.84991,19.81132
"24","2016_Q1",14.6991803278689,"Up",1.791e+09,-6.92e+08,-6.92e+08,1.099e+09,-8.73e+08,-5.42e+08,-2.46e+08,-8.5e+07,2.26e+08,-1.035e+09,-8.6e+07,-1.5e+07,-8.09e+08,-9e+06,-8.18e+08,3.09e+08,-5.09e+08,-5.09e+08,-5.09e+08,-5.09e+08,1.069e+09,2.64e+08,8.05e+08,5.93e+08,5.93e+08,3.47e+08,1.68e+08,6.8e+08,1.4e+08,2.79e+08,2.689e+09,1.1537e+10,7.064e+09,8.4e+08,2.957e+09,3.231e+09,1.8601e+10,2.129e+10,6.41e+08,4.83e+08,1.58e+08,9.04e+08,8.64e+08,9.13e+08,4.53e+08,4.6e+08,2.458e+09,5.59e+09,9.781e+09,9.04e+08,5.047e+09,5e+06,3.825e+09,1.5371e+10,1.7829e+10,4.184e+09,-6.57e+08,3.461e+09,3.461e+09,2.129e+10,-5.09e+08,2.46e+08,8.11e+08,-1.96e+08,3.52e+08,-4.53e+08,0,9e+07,-3.63e+08,-1.07e+08,1.61e+08,-6e+06,4.8e+07,3.7e+07,3.7e+07,3.7e+07,4.72e+08,6.494e+09,-4.86e+08,0.61362,0.12619,-0.2842,-0.14707,-0.02391,0.954810000000001,1.09398,5.1514,0.30503,-1.18298,-1.19053,4.16252,8.04382,-1.12953,0.24868,4,-0.02037,-0.02463,-0.21022,11.49364,24.00442
"25","2016_Q2",17.40140625,"Up",1.984e+09,-8.52e+08,-8.52e+08,1.132e+09,-8.82e+08,-5.21e+08,-2.6e+08,-1.01e+08,2.5e+08,-4.4e+07,-8.7e+07,-1.7e+07,2.06e+08,3.4e+07,2.4e+08,-8.6e+07,1.54e+08,1.54e+08,1.54e+08,1.54e+08,1.112e+09,2.18e+08,8.94e+08,5.77e+08,5.77e+08,2.34e+08,5.8e+07,4.12e+08,1.27e+08,2.07e+08,2.335e+09,1.1718e+10,6.951e+09,8.4e+08,2.943e+09,3.14e+09,1.8669e+10,2.1004e+10,4.79e+08,3.78e+08,1.01e+08,1.124e+09,1.124e+09,9.31e+08,5.06e+08,4.25e+08,2.534e+09,5.232e+09,9.732e+09,9.09e+08,5.116e+09,3e+06,3.704e+09,1.4964e+10,1.7498e+10,4.184e+09,-6.13e+08,3.506e+09,3.506e+09,2.1004e+10,1.54e+08,2.6e+08,-1.9e+07,2.42e+08,6.37e+08,-3.32e+08,-3.63e+08,4.26e+08,-2.69e+08,-1.1e+08,-2.98e+08,-6e+06,-4.14e+08,-4.6e+07,-4.6e+07,-4.6e+07,5.1e+08,6.356e+09,5.06e+08,0.57056,0.12601,0.07762,0.04392,0.00733,3.28571,0.92147,4.99087,0.30261,0.3578,0.35599,4.60959,8.14578,1.17563,0.25557,6,0.01347,0.02582,0.71429,10.28235,20.976
"26","2016_Q3",18.6021875,"Up",1.574e+09,-4.96e+08,-4.96e+08,1.078e+09,-8.96e+08,-5.13e+08,-2.89e+08,-9.4e+07,1.82e+08,-64000000.0000001,-8.6e+07,-9e+06,1.18e+08,-1.1e+08,8e+06,-1e+07,-1999999.99999988,-2000000.00000012,-2000000.00000012,-2e+06,1.008e+09,2.71e+08,7.37e+08,6.05e+08,6.05e+08,2.83e+08,9.6e+07,3.76e+08,1.35e+08,1.78e+08,2.272e+09,1.1898e+10,6.842e+09,8.61e+08,2.899e+09,3.06e+09,1.874e+10,2.1012e+10,4.99e+08,4.07e+08,9.2e+07,7.8e+08,7.63e+08,9.62e+08,5.09e+08,4.53e+08,2.241e+09,5.721e+09,9.653e+09,9.04e+08,5.121e+09,6e+06,3.622e+09,1.5374e+10,1.7615e+10,4.19e+09,-7.26e+08,3.397e+09,3.397e+09,2.1012e+10,-2000000.00000012,2.89e+08,9.5e+07,41999999.9999999,4.24e+08,-3.5e+08,-9.8e+07,71999999.9999999,-1.98e+08,-1.11e+08,1.18e+08,-1.8e+08,-1.73e+08,5.3e+07,5.3e+07,5.3e+07,4.71e+08,6.501e+09,1.73e+08,0.68488,0.11563,-0.00127000000000005,-0.000589999999999993,-9.99999999999959e-05,-86.5,1.01383,5.18546,0.30939,-0.0046400000000002,-0.00464000000000026,3.65491,7.88802,0.40172,0.25775,6,0.00557999999999999,0.00885,-55.5,11.66242,30.18132
"27","2016_Q4",18.8488888888889,"Up",1.889e+09,-6.83e+08,-6.83e+08,1.206e+09,-9.22e+08,-5.05e+08,-3.24e+08,-9.3e+07,2.84e+08,-1.3e+07,-8.3e+07,-3e+06,2.71e+08,5e+06,2.76e+08,-9.7e+07,1.79e+08,1.79e+08,1.79e+08,1.79e+08,1.084e+09,2.7e+08,8.14e+08,6.82e+08,6.82e+08,3.51e+08,1.6e+08,4.12e+08,1.54e+08,1.86e+08,2.529e+09,1.2083e+10,6.674e+09,8.62e+08,2.898e+09,2.89e+09,1.8757e+10,2.1286e+10,5.56e+08,4.22e+08,1.34e+08,8.15e+08,7.72e+08,1.027e+09,5.81e+08,4.46e+08,2.398e+09,5.805e+09,9.611e+09,9.09e+08,5.206e+09,4e+06,3.492e+09,1.5416e+10,1.7814e+10,4.194e+09,-6.58e+08,3.472e+09,3.472e+09,2.1286e+10,1.79e+08,3.24e+08,1.3e+07,-1.22e+08,3.94e+08,-3.65e+08,-4e+06,9.7e+07,-2.72e+08,-1.11e+08,-9e+06,-3e+06,-1.23e+08,-1e+06,-1e+06,-1e+06,6.08e+08,6.62e+09,2.18e+08,0.63843,0.15034,0.09476,0.05156,0.00841,1.21788,1.05463,5.13076,0.311,0.41562,0.41302,4.38607,8.06163,0.50617,0.25773,6,0.01472,0.01106,0.62011,9.10526,19.49296
"28","2017_Q1",21.6722580645161,"Up",2.081e+09,-9.35e+08,-9.35e+08,1.146e+09,-9.03e+08,-5.54e+08,-2.53e+08,-9.6e+07,2.43e+08,-6.5e+07,-8.2e+07,-2.7e+07,1.78e+08,-1.6e+07,1.62e+08,-6.1e+07,1.01e+08,1.01e+08,1.01e+08,1.01e+08,1.294e+09,3.41e+08,9.53e+08,7.4e+08,7.4e+08,3.12e+08,1.31e+08,5.77e+08,1.61e+08,3.35e+08,2.923e+09,1.2307e+10,6.599e+09,8.62e+08,2.868e+09,2.85e+09,1.8906e+10,2.1829e+10,8.29e+08,6.57e+08,1.72e+08,1.06e+09,1.025e+09,1.191e+09,7.58e+08,4.33e+08,3.08e+09,5.665e+09,9.624e+09,9.13e+08,5.263e+09,5e+06,3.443e+09,1.5289e+10,1.8369e+10,4.199e+09,-6.68e+08,3.46e+09,3.46e+09,2.1829e+10,1.01e+08,2.53e+08,6.9e+07,5.3e+07,4.76e+08,-3.67e+08,0,6e+07,-3.07e+08,-1.11e+08,3.5e+07,-2.2e+07,-9.8e+07,7.1e+07,7.1e+07,7.1e+07,4.96e+08,6.725e+09,2.43e+08,0.5507,0.11677,0.04853,0.02919,0.00463,2.40594000000001,0.94903,5.30896,0.30808,0.23451,0.23072,4.83187,8.03377,0.56422,0.25773,6,0.0107,0.01227,1.09901000000001,10.9496,22.34979
