"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","policy_charges_fees","total_realized_investment_gains","total_otti_realized","other_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","total_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","non_cash_items","net_cash_from_operating_activities","net_change_in_investments","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","change_in_insurance_reserves","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",27.9740322580645,"Up",1.6722e+10,9.512e+09,4.65e+09,2.56e+09,5.8e+08,6.46e+08,-7e+07,7.16e+08,1.334e+09,-9.191e+09,-1.522e+09,-2.849e+09,3.16e+09,-6.02e+08,-6.02e+08,2.558e+09,0,2.558e+09,-7.34e+08,1.824e+09,1.861e+09,-5e+06,1.856e+09,1.856e+09,4.10115e+11,1.608e+09,1.4564e+10,8.204e+09,1.16232e+11,5.50723e+11,2.81443e+11,8.8645e+10,4.4815e+11,8.6534e+10,-1.3925e+10,1.817e+10,1.0887e+10,1.01666e+11,9.07e+08,1.02573e+11,5.50723e+11,1.824e+09,1.461e+09,-2.901e+09,1.207e+09,7.927e+09,2.317e+09,8.287e+09,-4.41e+08,-8e+09,-6.6e+07,-5.44e+08,-9.133e+09,3.61e+08,3.61e+08,1.5e+07,3.76e+08,4.621e+09,7.3748e+10,0.18897,0.11099,0.01809,0.00337,4.36908,0.13391,1.13,1.12998,10.18099,61.89813,0.0034,15.61134,22.82911
"12","2013_Q1",30.9055,"Up",2.0774e+10,9.578e+09,4.107e+09,7.089e+09,4.61e+08,2.93e+08,-1.56e+08,4.49e+08,6.335e+09,-1.0161e+10,-1.368e+09,-7.703e+09,1.542e+09,-5.85e+08,-5.85e+08,9.57e+08,-6.759e+09,-5.802e+09,2.132e+09,-3.67e+09,-3.949e+09,-9e+06,-3.958e+09,-3.958e+09,3.75824e+11,1.151e+09,1.3989e+10,8.182e+09,1.49487e+11,5.48633e+11,2.80298e+11,8.9405e+10,4.4963e+11,8.5176e+10,-1.3924e+10,1.4176e+10,1.2574e+10,9.8002e+10,1.001e+09,9.9003e+10,5.48633e+11,-3.67e+09,3.33e+09,3.426e+09,8.37e+08,2.461e+09,-7.012e+09,-2.546e+09,-8.22e+08,0,-3.56e+08,2.196e+09,1.29e+09,-4.19e+08,-4.19e+08,2.5e+07,-3.94e+08,4.872e+09,4.85e+10,0.07423,-0.19053,-0.03998,-0.00721,4.54158,0.0884,-2.68584,-2.68578,14.09694,66.50275,-0.00765,9.7186,30.70623
"13","2013_Q2",35.21140625,"Up",1.6962e+10,9.372e+09,4.164e+09,3.426e+09,6.15e+08,3e+08,-4.1e+07,3.41e+08,2.511e+09,-7.745e+09,-1.286e+09,-4.139e+09,3.792e+09,-5.77e+08,-5.77e+08,3.215e+09,-3.4e+08,2.875e+09,-7.17e+08,2.158e+09,2.231e+09,-2.5e+07,2.206e+09,2.206e+09,3.69699e+11,1.227e+09,1.531e+10,7.972e+09,1.54672e+11,5.4888e+11,2.78001e+11,9.4167e+10,4.48309e+11,8.5222e+10,-1.3923e+10,1.6382e+10,1.1839e+10,9.952e+10,1.051e+09,1.00571e+11,5.4888e+11,2.158e+09,1.203e+09,-3.51e+09,-1.49e+08,-5.99e+08,4.563e+09,3.964e+09,-2.942e+09,0,-1.196e+09,4.2e+08,-3.718e+09,9.7e+07,9.7e+07,-3.6e+07,6.1e+07,4.995e+09,4.5266e+10,0.22356,0.13006,0.02193,0.00402,4.45764,0.08247,1.4941,1.49389,11.4882,67.40396,0.00426,8.81662,11.61366
"14","2013_Q3",39.03078125,"Up",1.8426e+10,9.2e+09,3.844e+09,5.382e+09,6.23e+08,1.591e+09,-2.7e+07,1.618e+09,3.168e+09,-9.062e+09,-1.353e+09,-4.226e+09,3.785e+09,-5.35e+08,-5.35e+08,3.25e+09,-84999999.999999,3.165e+09,-4.25e+08,2.74e+09,2.758e+09,-2.7e+07,2.731e+09,2.731e+09,3.58207e+11,1.762e+09,1.4203e+10,8.77e+09,1.54496e+11,5.37438e+11,2.74315e+11,9.2654e+10,4.39203e+11,8.5234e+10,-1.3923e+10,1.9113e+10,7.039e+09,9.7463e+10,7.72e+08,9.8235e+10,5.37438e+11,2.74e+09,1.297e+09,-2.214e+09,1.823e+09,-3.92e+08,2.499e+09,2.107e+09,-3.039e+09,0,-1.13e+08,-1.85e+08,-3.337e+09,5.93e+08,5.93e+08,-3.4e+07,5.59e+08,5.082e+09,4.2614e+10,0.20542,0.14821,0.0278,0.00508,4.47094,0.07929,1.84963,1.84247,12.4794,66.00891,0.00538,8.03857,10.79313
"15","2013_Q4",41.01765625,"Up",1.5944e+10,9.352e+09,3.573e+09,3.019e+09,6.45e+08,2.52e+08,-3.9e+07,2.91e+08,2.122e+09,-8.34e+09,-1.22e+09,-4.609e+09,1.775e+09,-5.16e+08,-5.16e+08,1.259e+09,-8.1e+07,1.178e+09,9.7e+08,2.148e+09,2.13e+09,4e+07,2.17e+09,2.17e+09,3.58302e+11,2.058e+09,1.3715e+10,9.188e+09,1.57481e+11,5.40744e+11,2.73501e+11,9.7327e+10,4.41229e+11,8.5263e+10,-1.4115e+10,2.1136e+10,6.509e+09,9.8793e+10,7.22e+08,9.9515e+10,5.40744e+11,2.148e+09,1.058e+09,-9.32e+08,2.274e+09,2.394e+09,-1.947e+09,4.47e+08,-1.741e+09,-1.92e+08,1.76e+08,-5.13e+08,-2.417e+09,3.04e+08,3.04e+08,-9e+06,2.95e+08,2.833e+09,4.2231e+10,0.11133,0.1361,0.02181,0.00401,4.43379,0.0781,1.47113,1.46096,10.8091,66.97589,0.00452,14.18037,22.63268
"16","2014_Q1",41.0165573770492,"Down",1.7542e+10,9.575e+09,4.229e+09,3.738e+09,4.57e+08,-2.04e+08,-8e+07,-1.24e+08,3.485e+09,-8.248e+09,-1.298e+09,-5.139e+09,2.857e+09,-5.14e+08,-5.14e+08,2.343e+09,-1.93e+08,2.15e+09,-1.88e+08,1.962e+09,1.973e+09,5000000.00000001,1.978e+09,1.978e+09,3.56428e+11,2.241e+09,1.2939e+10,9.436e+09,1.60285e+11,5.41329e+11,2.71252e+11,1.00214e+11,4.40218e+11,8.5665e+10,-1.452e+10,2.2965e+10,6.36e+09,1.0047e+11,6.41e+08,1.01111e+11,5.41329e+11,1.962e+09,1.155e+09,-1.2e+09,1.917e+09,2.49e+09,-1.909e+09,5.81e+08,-1.24e+09,-4.05e+08,5.86e+08,-1.08e+09,-2.286e+09,2.12e+08,2.12e+08,-1.3e+07,1.99e+08,4.012e+09,4.1693e+10,0.16287,0.11276,0.01956,0.00365,4.35381,0.07702,1.34682,1.33596,11.9443,68.40977,0.00413,9.8335,13.80889
"17","2014_Q2",43.7725396825397,"Up",1.6163e+10,9.075e+09,4.196e+09,2.892e+09,6.31e+08,-1.52e+08,-5.4e+07,-9.8e+07,2.413e+09,-7.752e+09,-1.305e+09,-4.12e+09,2.986e+09,-4.79e+08,-4.79e+08,2.507e+09,-2.34e+08,2.273e+09,-6.14e+08,1.659e+09,1.612e+09,-3e+06,1.609e+09,1.609e+09,3.57535e+11,2.49e+09,1.4269e+10,9.217e+09,1.636e+11,5.47111e+11,2.73598e+11,1.00731e+11,4.42691e+11,8.5741e+10,-1.5386e+10,2.4393e+10,9.085e+09,1.03833e+11,5.87e+08,1.0442e+11,5.47111e+11,1.659e+09,1.121e+09,-2.017e+09,7.63e+08,1.845e+09,1.938e+09,3.783e+09,-1.698e+09,-8.67e+08,4.6e+08,-2.002e+09,-4.289e+09,2.57e+08,2.57e+08,-1.1e+07,2.46e+08,4.107e+09,3.9508e+10,0.18474,0.09955,0.01541,0.00294,4.23952,0.07221,1.10262,1.09269,11.07624,71.15507,0.00346,9.01339,12.39719
"18","2014_Q3",45.26671875,"Up",1.6136e+10,9.485e+09,3.884e+09,2.767e+09,6.4e+08,1.62e+08,-4.8e+07,2.1e+08,1.965e+09,-7.734e+09,-1.396e+09,-4.203e+09,2.803e+09,-4.63e+08,-4.63e+08,2.34e+09,2.14e+09,4.48e+09,-1.474e+09,3.006e+09,3.036e+09,3.7e+07,3.073e+09,3.073e+09,3.69976e+11,1.827e+09,1.4077e+10,9.106e+09,1.34123e+11,5.29109e+11,2.7437e+11,1.05328e+11,4.20528e+11,8.5733e+10,-1.6369e+10,2.7286e+10,1.1511e+10,1.08161e+11,4.2e+08,1.08581e+11,5.29109e+11,3.006e+09,1.222e+09,-3.35e+09,8.78e+08,2.364e+09,-2.485e+09,-1.21e+08,-1.301e+09,-9.82e+08,4.61e+08,4.88e+08,-1.513e+09,-7.56e+08,-7.56e+08,8e+06,-7.48e+08,4.025e+09,3.8414e+10,0.17371,0.19044,0.0283,0.00581,3.87294,0.0726,2.13048,2.09807,11.18693,74.98698,0.00617,9.08994,13.0528
"19","2014_Q4",44.55453125,"Down",1.6697e+10,9.486e+09,4.028e+09,3.183e+09,6.77e+08,5.36e+08,-3.5e+07,5.71e+08,1.97e+09,-8.085e+09,-1.288e+09,-3.151e+09,4.173e+09,-4.3e+08,-4.3e+08,3.743e+09,-7.24e+08,3.019e+09,-8.2e+08,2.199e+09,2.201e+09,-9e+06,2.192e+09,2.192e+09,3.66434e+11,1.933e+09,1.3236e+10,9.603e+09,1.35984e+11,5.2719e+11,2.73262e+11,1.0622e+11,4.18207e+11,8.567e+10,-1.772e+10,2.93e+10,1.1331e+10,1.08581e+11,4.02e+08,1.08983e+11,5.2719e+11,2.199e+09,1.029e+09,-5.12e+08,2.716e+09,-2.12e+08,1.417e+09,1.205e+09,-2.735e+09,-1.554e+09,3.54e+08,3.14e+08,-3.799e+09,1.22e+08,1.22e+08,-1.6e+07,1.06e+08,5.202e+09,3.6223e+10,0.24993,0.13128,0.02011,0.00416,3.83736,0.06871,1.54449,1.52004,11.76475,76.50645,0.00452,6.5917,8.21711
"20","2015_Q1",44.6352459016393,"Up",1.541e+10,9.208e+09,3.971e+09,2.231e+09,6.67e+08,1.93e+08,-8e+07,2.73e+08,1.371e+09,-8.478e+09,-1.341e+09,-3.249e+09,2.342e+09,-3.46e+08,-3.46e+08,1.996e+09,-1.267e+09,7.29e+08,-1.9e+07,7.1e+08,6.75e+08,-2e+07,6.55e+08,6.55e+08,3.55766e+11,1.758e+09,1.2031e+10,9.827e+09,1.36199e+11,5.15581e+11,2.70615e+11,1.06477e+11,4.08309e+11,8.5724e+10,-1.9218e+10,2.9775e+10,1.0617e+10,1.06898e+11,3.74e+08,1.07272e+11,5.15581e+11,7.1e+08,1.076e+09,-1.136e+09,6.5e+08,6.467e+09,2.95e+09,9.417e+09,-3.739e+09,-1.499e+09,4.44e+08,-5.22e+09,-1.0187e+10,-1.2e+08,-1.2e+08,-5.5e+07,-1.75e+08,3.418e+09,3.1217e+10,0.15198,0.0425,0.00611,0.00127,3.8063,0.06055,0.4709,0.46422,11.07874,76.85235,0.00161,8.61878,12.57857
"21","2015_Q2",49.2879365079365,"Up",1.5975e+10,8.822e+09,3.838e+09,3.315e+09,6.77e+08,1.341e+09,-9.7e+07,1.438e+09,1.297e+09,-7.486e+09,-1.35e+09,-2.949e+09,4.19e+09,-3.4e+08,-3.4e+08,3.85e+09,-7.4e+07,3.776e+09,-1.3e+09,2.476e+09,2.477e+09,-9e+06,2.468e+09,2.468e+09,3.56813e+11,1.823e+09,1.345e+10,9.708e+09,1.38907e+11,5.20701e+11,2.69521e+11,1.08163e+11,4.12334e+11,8.6069e+10,-2.082e+10,3.2073e+10,1.0657e+10,1.07979e+11,3.88e+08,1.08367e+11,5.20701e+11,2.476e+09,1.226e+09,-3.314e+09,3.88e+08,2.69e+09,-2.376e+09,3.14e+08,6.92e+08,-1.398e+09,1.8e+08,9.2e+07,-6.04e+08,9.8e+07,9.8e+07,-3.3e+07,6.5e+07,5.416e+09,3.1999e+10,0.26228,0.15449,0.02277,0.00474,3.80498,0.06145,1.8068,1.78033,11.69514,79.05038,0.00509,5.57164,7.20191
"22","2015_Q3",51.1196875,"Up",1.5699e+10,9.545e+09,3.826e+09,2.328e+09,6.88e+08,1.26e+08,-1.52e+08,2.78e+08,1.514e+09,-8.042e+09,-1.356e+09,-3.09e+09,3.211e+09,-3.16e+08,-3.16e+08,2.895e+09,-3.43e+08,2.552e+09,-7.77e+08,1.775e+09,1.791e+09,9e+06,1.8e+09,1.8e+09,3.48579e+11,1.937e+09,1.3258e+10,1.027e+10,1.35943e+11,5.09987e+11,2.6737e+11,1.06069e+11,4.05345e+11,8.6096e+10,-2.3165e+10,3.3707e+10,7.62e+09,1.04258e+11,3.84e+08,1.04642e+11,5.09987e+11,1.775e+09,1.184e+09,-2.854e+09,1.05e+08,3.43e+09,1.542e+09,4.972e+09,-1.619e+09,-2.345e+09,1.36e+08,-968999999.999999,-4.962e+09,1.15e+08,1.15e+08,-1e+06,1.14e+08,4.395e+09,3.036e+10,0.20454,0.11466,0.0172,0.00353,3.87364,0.05953,1.35424,1.3183,11.81124,78.43917,0.00386,6.46712,8.85176
"23","2015_Q4",51.2696875,"Up",1.2822e+10,8.862e+09,3.206e+09,7.54e+08,7.01e+08,-3.42e+08,-2.42e+08,-1e+08,3.95e+08,-7.817e+09,-1.275e+09,-3.175e+09,5.55e+08,-3.21e+08,-3.21e+08,2.34e+08,-3.49e+08,-1.15e+08,-6.5e+07,-1.8e+08,-1.97e+08,-3.4e+07,-2.31e+08,-2.31e+08,3.46401e+11,1.569e+09,1.2078e+10,1.0537e+10,1.314e+11,5.01985e+11,2.67946e+11,1.03701e+11,4.02366e+11,8.6201e+10,-2.6881e+10,3.3122e+10,6.557e+09,9.8999e+10,6.2e+08,9.9619e+10,5.01985e+11,-1.8e+08,1.092e+09,8.29e+08,1.741e+09,1.715e+09,-3.21e+08,1.394e+09,-9.67e+08,-3.73e+09,1.099e+09,4.52e+08,-3.498e+09,-3.63e+08,-3.63e+08,-5e+06,-3.68e+08,1.647e+09,3.0719e+10,0.04328,-0.01802,-0.00232,-0.00046,4.03905,0.0612,-0.1806,-0.1806,10.02445,77.39904,0.00024,17.69885,52.52252
"24","2016_Q1",45.6140983606557,"Down",1.3831e+10,9.426e+09,3.183e+09,1.222e+09,6.89e+08,-3.49e+08,-1e+08,-2.49e+08,8.82e+08,-1.1731e+10,-1.255e+09,-3.472e+09,-2.627e+09,-3.04e+08,-3.04e+08,-2.931e+09,-1e+06,-2.932e+09,1.083e+09,-1.849e+09,-1.849e+09,8e+06,-1.841e+09,-1.841e+09,3.38354e+11,1.629e+09,1.1451e+10,1.1115e+10,1.34293e+11,4.96842e+11,2.71645e+11,1.05738e+11,4.06632e+11,8.6276e+10,-3.0098e+10,3.0943e+10,2.537e+09,8.9658e+10,5.52e+08,9.021e+10,4.96842e+11,-1.849e+09,1.127e+09,1.365e+09,6.43e+08,2.827e+09,-1.045e+09,1.782e+09,-1.044e+09,-3.218e+09,9.95e+08,1.243e+09,-2.365e+09,6e+07,6e+07,9.31322574615479e-10,59999999.9999999,-1.5e+09,2.9249e+10,-0.18994,-0.13311,-0.02041,-0.00371,4.50762,0.05887,-1.50271,-1.40843,11.28951,73.18306,-0.00302,-18.41333,-10.51389
"25","2016_Q2",46.91015625,"Up",1.1779e+10,8.806e+09,3.013e+09,-4e+07,6.87e+08,-1.106e+09,-2.02e+08,-9.04e+08,3.79e+08,-7.337e+09,-1.262e+09,-3.003e+09,1.77e+08,-3.06e+08,-3.06e+08,-1.29e+08,-8.5e+07,-2.14e+08,5.8e+07,-1.56e+08,-2.03e+08,2e+07,-1.83e+08,-1.83e+08,3.42846e+11,1.499e+09,1.2414e+10,1.08e+10,1.35218e+11,5.02777e+11,2.74789e+11,1.06955e+11,4.13696e+11,8.6181e+10,-3.3584e+10,3.0396e+10,5.525e+09,8.8518e+10,5.63e+08,8.9081e+10,5.02777e+11,-1.56e+08,1.197e+09,-2.009e+09,-9.68e+08,1.006e+09,-6.21e+08,3.85e+08,2.331e+09,-3.486e+09,1.634e+09,3.37e+08,4.53e+08,-1.3e+08,-1.3e+08,0,-1.3e+08,1.374e+09,3.1952e+10,0.01503,-0.01554,-0.00205,-0.00036,4.64404,0.06355,-0.15823,-0.15823,10.18461,76.53635,0.00036,22.16376,172.05085
"26","2016_Q3",48.8184375,"Up",1.4724e+10,8.751e+09,3.683e+09,2.29e+09,6.96e+08,1.042e+09,-9.4e+07,1.136e+09,5.52e+08,-7.833e+09,-1.345e+09,-2.586e+09,2.96e+09,-3.2e+08,-3.2e+08,2.64e+09,2.18e+08,2.858e+09,-9.24e+08,1.934e+09,1.924e+09,-1.1e+07,1.913e+09,1.913e+09,3.50667e+11,1.784e+09,1.2078e+10,1.0487e+10,1.35333e+11,5.10349e+11,2.78518e+11,1.07965e+11,4.19812e+11,8.5998e+10,-3.6262e+10,3.1951e+10,8.259e+09,8.9946e+10,5.91e+08,9.0537e+10,5.10349e+11,1.934e+09,1.073e+09,-1.468e+09,1.539e+09,-4.43e+08,-2.06e+08,-6.49e+08,1.438e+09,-2.762e+09,1.118e+09,-87000000.0000001,-6.43e+08,2.47e+08,2.47e+08,3.8e+07,2.85e+08,4.033e+09,3.3329e+10,0.20103,0.12992,0.02113,0.00375,4.63691,0.06531,1.71787,1.678,13.22213,80.77135,0.00443,7.82171999999999,10.65709
"27","2016_Q4",53.9614285714286,"Up",1.2854e+10,8.581e+09,3.783e+09,4.9e+08,6.46e+08,-7.65e+08,-7.2e+07,-6.93e+08,6.09e+08,-8.376e+09,-1.018e+09,-2.536e+09,9.24e+08,-3.29e+08,-3.29e+08,5.95e+08,1.42e+08,7.37e+08,-3.04e+08,4.33e+08,4.36e+08,2.6e+07,4.62e+08,4.62e+08,3.46368e+11,2.498e+09,1.1606e+10,1.0537e+10,1.43559e+11,5.14568e+11,2.78608e+11,1.10609e+11,4.25403e+11,8.6047e+10,-3.8518e+10,3.2077e+10,9.057e+09,8.8663e+10,5.02e+08,8.9165e+10,5.14568e+11,4.33e+08,5.44e+08,2.05e+08,1.182e+09,5.19e+08,7e+07,5.89e+08,-2.2e+07,-2.258e+09,8.46e+08,6.65e+08,-1.107e+09,6.64e+08,6.64e+08,5e+07,7.14e+08,1.468e+09,3.2277e+10,0.07188,0.03594,0.00518,9e-04,4.77096,0.06273,0.43125,0.41909,11.99855,82.76238,0.00157,20.28542,32.22835
"28","2017_Q1",55.431935483871,"Up",1.301e+10,8.255e+09,3.586e+09,1.169e+09,7.03e+08,-1.115e+09,-1.19e+08,-9.96e+08,1.581e+09,-1.2596e+10,-8.96e+08,-2.864e+09,-3.346e+09,-3.05e+08,-3.05e+08,-3.651e+09,1.96e+08,-3.455e+09,9.85e+08,-2.47e+09,-2.506e+09,-5.35e+08,-3.041e+09,-3.041e+09,3.28175e+11,1.868e+09,1.0465e+10,1.1042e+10,1.46714e+11,4.98264e+11,2.7512e+11,1.09268e+11,4.21406e+11,8.583e+10,-4.1471e+10,2.8711e+10,3.23e+09,7.63e+10,5.58e+08,7.6858e+10,4.98264e+11,-2.47e+09,1.276e+09,2.943e+09,1.749e+09,3.956e+09,-1.029e+09,2.927e+09,-1.875e+09,-2.954e+09,4.61e+08,-8.47e+08,-5.536e+09,-8.6e+08,-8.6e+08,-3.3e+07,-8.93e+08,-2.07e+09,3.0912e+10,-0.25719,-0.23374,-0.03957,-0.0061,5.48292,0.06204,-2.9729,-3.15017,12.71864,74.59125,-0.00553,-14.03092,-8.68022
"29","2017_Q2",53.9353968253968,"Down",1.2632e+10,7.782e+09,3.686e+09,1.164e+09,7.24e+08,-1.15e+08,-6e+07,-5.5e+07,5.55e+08,-6.957e+09,-1.108e+09,-2.443e+09,2.124e+09,-2.98e+08,-2.98e+08,1.826e+09,-9.9e+07,1.727e+09,-5.16e+08,1.211e+09,1.211e+09,-2.6e+07,1.185e+09,1.185e+09,3.15505e+11,1.918e+09,1.113e+10,1.1091e+10,1.60518e+11,5.00162e+11,2.74967e+11,1.1401e+11,4.25495e+11,8.5612e+10,-4.4915e+10,2.9591e+10,3.781e+09,7.4069e+10,5.98e+08,7.4667e+10,5.00162e+11,1.211e+09,1.012e+09,-1.2559e+10,-1.0336e+10,1.3312e+10,1.187e+09,1.4499e+10,-4.51e+08,-3.585e+09,3.2e+08,-2.5e+07,-4.048e+09,1.15e+08,1.15e+08,-8.2e+07,3.3e+07,3.136e+09,3.0747e+10,0.16814,0.09381,0.01587,0.00237,5.69857,0.06147,1.20823,1.17873,12.87958,75.52072,0.00302,9.19292,13.57298
"30","2017_Q3",54.3369841269841,"Up",1.2502e+10,7.614e+09,3.613e+09,1.275e+09,7.25e+08,-6.9e+07,-6.1e+07,-8e+06,6.19e+08,-7.19e+09,-1.115e+09,-2.182e+09,2.015e+09,-2.92e+08,-2.92e+08,1.723e+09,-5.6e+07,1.667e+09,-5.57e+08,1.11e+09,1.118e+09,12000000.0000001,1.13e+09,1.13e+09,3.20746e+11,2.517e+09,1.0921e+10,1.1063e+10,1.54515e+11,4.99762e+11,2.77574e+11,1.15225e+11,4.25438e+11,8.5679e+10,-4.7329e+10,3.042e+10,4.962e+09,7.3732e+10,5.92e+08,7.4324e+10,4.99762e+11,1.11e+09,9.9e+08,-8e+08,1.3e+09,1.243e+09,-1.017e+09,225999999.999998,1.066e+09,-2.415e+09,6.79e+08,-1.9e+07,-9.79e+08,5.47e+08,5.47e+08,5.7e+07,6.04e+08,3.005e+09,3.1812e+10,0.16117,0.09039,0.0152,0.00226,5.7241,0.06365,1.22063,1.19206,13.50471,79.6456,0.00285,9.74875,14.53846
"31","2017_Q4",53.8642857142857,"Down",1.1751e+10,8.063e+09,3.416e+09,2.72e+08,7.28e+08,-9.22e+08,-7.4e+07,-8.48e+08,4.66e+08,-1.1189e+10,-9.12e+08,-2.149e+09,-2.499e+09,-2.9e+08,-2.9e+08,-2.789e+09,-1.4e+07,-2.803e+09,1.091e+09,-1.712e+09,-1.713e+09,-2.6e+07,-1.739e+09,-1.739e+09,3.21123e+11,2.433e+09,1.1156e+10,1.0938e+10,1.57423e+11,5.03073e+11,2.82469e+11,1.16553e+11,4.30061e+11,8.5742e+10,-4.7602e+10,2.8389e+10,5.939e+09,7.2468e+10,5.44e+08,7.3012e+10,5.03073e+11,-1.712e+09,8.04e+08,1.082e+09,1.74e+08,-7.66e+08,5.16e+08,-2.5e+08,-9.61e+08,-2.75e+08,8.02e+08,6.22e+08,-9.9e+07,-1.75e+08,-1.75e+08,3e+06,-1.72e+08,-1.695e+09,3.1039e+10,-0.21266,-0.14799,-0.02382,-0.00346,5.89028,0.0617,-1.91548,-1.91379,12.94357,79.82251,-0.00289,-16.8767,-11.44698
