"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","other_intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",20.4698412698413,"Up",272640000,-172517000,100123000,-70738000,-65303000,-5435000,29385000,-8819000,-281000,20566000,17789000,-4529000,13260000,11854000,11854000,11854000,-473138190.491159,-473138190.491159,454347647.108778,454347647.108778,858111706.830631,-1186813457.36295,-32720704.2500223,-347492293.914696,150230930.929544,6190423634.73337,3117811349.4243,2910871105.78258,161741179.526488,6340654565.66291,5993162271.74822,188908609.455936,195193565.228485,-6284955.77254866,-1146638306.99811,-1146638306.99811,-926710232.140325,4666273807.39162,2069329319.32026,31301605.1467375,31301605.1467375,691955005.991096,1346072708.18243,6735603126.71188,5808892894.57155,-213809394.391961,13121552.6061868,-226930946.998148,291917944.318138,102200646.312534,184269377.176665,184269377.176665,5993162271.74822,11854000,11854000,12187000,3392000,1943000,256000,1193000,-20654000,-8032000,-4400000,12439000,-20661000,6779000,-2903000,275000,275000,-3178000,-2903000,-2702000,-512000,22382000,487000,487000,-2727000,1149000,1149000,1288000,2437000,41572000,0,22544000,0.36724,0.10778,0.04348,-2.09015968454516,-0.988548124879046,1.90181,4.95726583852578,8.19346442895289,2.05003862092187,0.17551,0.16016,4.0366,2.56667342470943,0.33378,0.04,-1.33190014070894,0.384651484331632,0.22794,147.65997330892,219.204473623814
"2","2010_Q3",19.968125,"Down",267438000,-171075000,96363000,-69609000,-64258000,-5351000,26754000,-7564000,234000,19190000,9915000.00000001,-2020000,7894999.99999999,7157000,7157000,7157000,-178945095.245579,-178945095.245579,291972823.554389,291972823.554389,443716353.415316,-458986228.681473,-9031352.12501115,97757853.0426521,128491965.464772,3252870317.36668,1735406674.71215,1440756552.89129,76707089.7632439,3381362282.83146,3479120135.87411,184523304.727968,161025282.614242,23498022.1137257,-418774653.499054,-418774653.499054,-220956616.070163,2195874403.69581,1030028659.66013,29363802.5733687,29363802.5733687,360003002.995548,640661854.091213,3225903063.35594,3004946447.28578,-191152697.195981,13337276.3030934,-204489973.499074,663593972.159069,-247676.843732789,474173688.588333,474173688.588333,3479120135.87411,7157000,7157000,14828000,2246000,1955000,271000,20000.0000000019,-13126000,-3931000,-959000,-350000,-7886000,11105000,-3190000,408000,408000,-3598000,2326000,-9.31322574615479e-10,-10616000,-10616000,518000,518000,-10098000,3333000,3333000,-1445000,1888000,41582000,0,27286000,0.36032,0.10004,0.02676,-0.950154842272581,-0.448984062439523,3.81249,2.92285791926289,4.24939721447645,1.00261431046093,0.10588,0.09663,3.95642,6.97750671235471,0.40366,-6.93889390390723e-18,-0.604030070354468,0.239440742165816,0,66.3299066544598,98.017366811907
"3","2010_Q4",23.83296875,"Up",310068000,-193882000,116186000,-74736000,-69451000,-5285000,41450000,-8094000,-315000,33356000,31999000,-3706000,28293000,21835000,21835000,21835000,-20994031.7485265,-20994031.7485265,209976607.851463,209976607.851463,224202784.471772,-64989076.2271577,5152549.29166295,348196284.347551,114970655.154924,1663664105.78889,989083891.570716,644544850.963764,30035363.2544146,1778634760.94382,2126831045.29137,189074768.242656,139638094.204747,49436674.0379086,-31226551.1663512,-31226551.1663512,161541461.309946,869900801.231936,447460886.553377,28460600.8577896,28460600.8577896,179711667.665183,239288618.030404,1317361687.78531,1478903149.09526,-173982565.731994,13498092.1010311,-187480657.833025,873612990.71969,-52362558.9479109,647927896.196111,647927896.196111,2126831045.29137,21835000,21835000,12064000,3011000,2146000,155000,710000,14780000,-16592000,1460000,12591000,17321000,51690000,-6047000,390000,390000,-6437000,-33295000,0,-11584000,-11584000,687000,687000,-10897000,7498000,7498000,-927000,6571000,53514000,0,65953000,0.37471,0.13368,0.07042,-0.305734947424194,-0.144094687479841,3.02052,1.85165597308763,2.07820240482548,0.440638103486978,0.32281,0.29353,4.58402,9.58542890411824,0.97504,0,-0.192876690118156,0.130596914055272,0,22.75865888482,32.9981589373023
"4","2011_Q1",27.3390322580645,"Up",310362000,-195782000,114580000,-74800000,-68854000,-5946000,39780000,-8093000,-349000,31687000,29499000,-8591000,20908000,-16815000,-16815000,-16815000,40222000,40222000,185693000,185693000,146154000,88081000,12578000,460150000,108382000,1053171000,704889000,336978000,11304000,1161553000,1621703000,201166000,130051000,71115000,112256000,112256000,313422000,367380000,201180000,28072000,28072000,110230000,62878000,568560000,881982000,-161547000,13610000,-175157000,968373000,-67105000,739721000,739721000,1621703000,-16815000,-16815000,12796000,35793000,2355000,-3558000,36996000,19738000,14048000,-4065000,8047000,1708000,51512000,-6590000,163000,163000,-6753000,-23208000,0,-14495000,-14495000,1623000,1623000,-12872000,15432000,15432000,2509000,17941000,52576000,367380000,74315000,0.36918,0.12817,-0.05418,-0.02273,-0.01037,-4.41957,1.46815,1.19232,0.22654,-0.24831,-0.22611,4.58322,10.92371,1.09743,0,-0.01285,0.0568,6.93889390390723e-18,6.22257,8.22418
"5","2011_Q2",25.3157142857143,"Down",318412000,-196559000,121853000,-80281000,-74192000,-6089000,41572000,-8e+06,-448000,33572000,33572000,-6911000,26661000,25890000,25890000,25890000,44210000,44210000,196456000,196456000,156153000,93127000,15992000,489946000,107441000,1051757000,708868000,332798000,10091000,1159198000,1649144000,219400000,131283000,88117000,107923000,107923000,327323000,367339000,170740000,27678000,27678000,110707000,32355000,538079000,865402000,-153094000,13679000,-166773000,994272000,-57436000,783742000,783742000,1649144000,25890000,25890000,12301000,2942000,2414000,-674000,1202000,-34647000,-10760000,-8710000,285000,-15462000,6486000,-4018000,59000,59000,-4077000,-4344000,-2716000,-20000,14000,3553000,3553000,817000,2959000,2959000,1029000,3988000,53873000,367339000,22119000,0.38269,0.13056,0.08131,0.03303,0.0157,0.85435,1.49683,1.10419,0.22275,0.38074,0.34577,4.68253,11.52562,0.32528,0.03994,0.02164,0.01673,0.10491,5.99798,7.77276
"6","2011_Q3",21.28515625,"Down",330698000,-205671000,125027000,-87981000,-81095000,-6886000,37046000,-8735000,-497000,28311000,28311000,-6169000,22142000,7929000.00000001,7929000.00000001,7929000.00000001,40400000,40400000,219987000,219987000,196329000,52184000,19265000,508900000,108665000,1238947000,802588000,422023000,14336000,1347612000,1856512000,248424000,145677000,102747000,63705000,63705000,313284000,507192000,217643000,27735000,27735000,131541000,58367000,724835000,1038119000,-147351000,13715000,-161066000,1002201000,-36457000,818393000,818393000,1856512000,7929000.00000001,7929000.00000001,12883000,16091000,2399000,-716000,14408000,-23093000,2191000,-16882000,-6589000,-1813000,13810000,-4007000,207000,207000,-4214000,-158751000,-4.65661287307739e-10,141155000,141155000,3260000,3260000,139218000,-5723000,-5723000,1913000,-3810000,49929000,508347000,28998000,0.37807,0.11202,0.02398,0.00969,0.00427,3.65721,1.6244,1.26848,0.27382,0.11614,0.10503,4.84397,11.98759,0.42475,0,0.00513,0.01878,0,9.37225,12.63151
"7","2011_Q4",21.5101587301587,"Up",392777000,-238739000,154038000,-96037000,-89166000,-6871000,58001000,-8181000,-331000,49820000,49820000,-11460000,38360000,36358000,36358000,36358000,68299000,68299000,233620000,233620000,213265000,58155000,25144000,573339000,110769000,1245107000,812095000,419395000,13617000,1355876000,1929215000,286841000,172252000,114589000,75852000,75852000,363943000,465966000,221443000,27723000,27723000,131881000,61839000,687409000,1051352000,-143566000,13724000,-157290000,1038558000,-17129000,877863000,877863000,1929215000,36358000,36358000,12959000,4897000,3280000,-908000,2525000,20588000,-19183000,-13941000,24704000,29008000,74802000,-6459000,93000,93000,-6552000,-7973000,0,-41155000,-41155000,472000,472000,-40683000,26146000,26146000,1753000,27899000,70960000,467216000,96549000,0.39218,0.14767,0.09257,0.04142,0.01885,2.65551,1.57535,1.19763,0.24218,0.53191,0.48112,5.74622,12.84289,1.41249,0,0.02321,0.06163,0,5.62172,6.87776
"8","2012_Q1",26.4433870967742,"Up",117423000,-53539000,63884000,-27616000,-25939000,-1677000,36268000,-9950000,-1471000,26318000,26318000,-3293000,23025000,41382000,41382000,41382000,44221000,44221000,223760000,223760000,223235000,57637000,22807000,548853000,128649000,1385715000,888466000,479406000,17843000,1514364000,2063217000,261065000,170084000,90981000,66770000,66770000,330525000,522727000,290952000,18864000,18864000,172259000,99829000,813679000,1144204000,-140500000,13731000,-154231000,1077192000,-17679000,919013000,919013000,2063217000,41382000,41382000,14853000,7861000,2665000,8778000,-3582000,12372000,25188000,9624000,-11242000,-11198000,76468000,-6833000,1420000,1420000,-8253000,-159892000,0,58189999.9999999,58190000,949999.999999999,950000,58790000,-24634000,-24634000,556000,-24078000,51121000,525417000,59953000,0.54405,0.30887,0.35242,0.04503,0.02006,1.44877,1.66055,1.24504,0.25466,0.60507,0.54972,1.71691,13.43743,0.87661,0,0.02385,0.03455,0,9.41288,13.26778
"9","2012_Q2",26.1096825396825,"Down",392799000,-240191000,152608000,-95327000,-88109000,-7218000,57281000,-8879000,-657000,48402000,48402000,-11228000,37174000,37174000,37174000,37174000,48119000,48119000,227131000,227131000,219392000,54897000,22711000,549539000,118582000,1349433000,871856000,464438000,13139000,1468015000,2017554000,226350000,163286000,63064000,67666000,67666000,298052000,525997000,278212000,18706000,18706000,164401000,95105000,804209000,1102261000,-128598000,13830000,-142428000,1114366000,-50065000,915293000,915293000,2017554000,37174000,37174000,13540000,3148000,3543000,-950000,555000,-33387000,-9597000,-2595000,-2886000,-18309000,20475000,323000,5918000,5918000,-5595000,33000,-2748000,4809000,4809000,-17628000,2782000,-15567000,4941000,4941000,-1043000,3898000,70821000,530033000,48985000,0.38851,0.14583,0.09464,0.04061,0.01843,1.31772,1.84377,1.20427,0.26271,0.54331,0.49472,5.74091,13.37737,0.71594,0.04016,0.02316,0.02842,0.07392,6.80468,8.41316
"10","2012_Q3",27.7771428571429,"Up",378024000,-236732000,141292000,-91836000,-84763000,-7073000,49456000,-7650000,171000.000000001,41806000,41806000,-9631000,32175000,32175000,32175000,32175000,58445000,58445000,239074000,239074000,219605000,56273000,23799000,573397000,118458000,1360032000,883823000,463541000,12668000,1478490000,2051887000,227096000,159340000,67756000,67485000,67485000,299581000,520072000,275597000,18674000,18674000,166753000,90170000,795669000,1095250000,-123191000,13855000,-137046000,1146541000,-46303000,956637000,956637000,2051887000,32175000,32175000,13070000,2211000,3419000,-1304000,96000,-15930000,-7510000,1535000,-5242000,-4713000,31526000,-3e+06,1857000,1857000,-4857000,-21617000,4.65661287307739e-10,-4976000,-4976000,2725000,2725000,-2251000,7658000,7658000,2668000,10326000,62526000,525072000,53227000,0.37376,0.13083,0.08511,0.03363,0.01568,1.6543,1.914,1.1449,0.2559,0.47272,0.4284,5.55395,14.05496,0.78201,0,0.01831,0.03029,0,7.46293,9.43519
"11","2012_Q4",27.5772580645161,"Down",183330000,-95378000,87952000,-39880000,-37934000,-1946000,48072000,-26878000,-19641000,21194000,21194000,-1183000,20011000,34401000,34401000,34401000,80149000,80149000,237438000,237438000,206389000,51315000,19109000,575291000,115965000,1342853000,873682000,454360000,14811000,1458818000,2034109000,250929000,167632000,83297000,68583000,68583000,325762000,392500000,238562000,18171000,18171000,133619000,86772000,631062000,956824000,15436000,15054000,382000,1180942000,-79811000,1077285000,1077285000,2034109000,34401000,34401000,13582000,6114000,3040000,117000,2957000,23216000,-4585000,10231000,10907000,6663000,77313000,-6328000,711000,711000,-7039000,-16197000,0,-9352000,-59250000,-17987000,885000,-33637000,27479000,27479000,-5775000,21704000,61654000,398750000,79725000,0.47975,0.26222,0.18765,0.03193,0.01691,2.31752,1.76599,0.88818,0.19603,0.48406,0.45651,2.57968,15.15872,1.12183,0,0.02006,0.0465,0,5.16756,6.62758
"12","2013_Q1",29.5803333333333,"Up",322368000,-192760000,129608000,-79903000,-74114000,-5789000,49705000,-6477000,-196000.000000007,43228000,43228000,-7312000,35916000,-16460000,-16460000,-16460000,68184000,68184000,234756000,234756000,211690000,46651000,24068000,561281000,115884000,1329954000,866412000,445884000,17658000,1445838000,2007119000,239341000,174746000,64595000,72165000,72165000,319006000,3.9e+08,246277000,26442000,26442000,132653000,87182000,636277000,955283000,22827000,15102000,7725000,1161564000,-69472000,1051836000,1051836000,2007119000,-16460000,-16460000,14071000,58057000,3344000,-8387000,63100000,-2652999.99999999,9382000,2361000,3123000,-17519000,53015000,-5234000,15000,15000,-5249000,-45767000,0,-1250000,-1250000.00000001,-19280000,4521000,-20680000,-13432000,-13432000,1467000,-11965000,63776000,397500000,63201000,0.40205,0.15419,-0.05106,-0.01565,-0.0082,-3.83967,1.75947,0.90821,0.19805,-0.22596,-0.22196,4.42546,14.43957,0.86762,0,-0.00971,0.03727,0,5.16364,6.62541
"13","2013_Q2",31.46125,"Up",307809000,-183441000,124368000,-80894000,-74860000,-6034000,43474000,-6966000,-644000,36508000,36508000,-5957000,30551000,36343000,36343000,36343000,68311000,68311000,232267000,232267000,225084000,52906000,30121000,578568000,117759000,1329129000,871698000,440188000,17243000,1446888000,2025456000,214343000,164665000,49678000,66754000,66754000,289847000,387500000,246111000,26233000,26233000,129951000,89927000,633611000,923458000,31608000,15158000,16450000,1197912000,-57297000,1101998000,1101998000,2025456000,36343000,36343000,14449000,640000,3477000,-3156000,319000,-39157000,4539000,-11318000,-11548000,-20830000,12275000,-6712000,977000,977000,-7689000,-6795000,-2911000,-1250000,-1250000,-1669000,5473000,-5830000,-350000,-350000,477000,127000,57923000,396250000,18011000,0.40404,0.14124,0.11807,0.03298,0.01794,0.49558,1.99612,0.83799,0.19563,0.49928,0.48933,4.22867,15.13921,0.24743,0.03999,0.0225,0.01033,0.0801,5.66164,7.54334
"14","2013_Q3",35.72078125,"Up",300468000,-184290000,116178000,-79307000,-73339000,-5968000,36871000,-6223000,37000,30648000,30648000,-4814000,25834000,28435000,28435000,28435000,90823000,90823000,238601000,238601000,217540000,48466000,24862000,595430000,114124000,1314277000,866685000,430827000,16765000,1428401000,2023831000,201963000,153814000,48149000,58566000,58566000,270529000,3.85e+08,244034000,26137000,26137000,129080000,88817000,629034000,899563000,39094000,15221000,23873000,1226346000,-69268000,1124268000,1124268000,2023831000,28435000,28435000,14449000,1290000,3651000,-2862000,501000.000000015,-16126000,-8260000,7166000,-10733000,-4299000,28048000,-3837000,2e+05,2e+05,-4037000,-3837000,0,-1250000,-1250000,3620000,5299000,1020000,25231000,25231000,-2719000,22512000,51320000,3.95e+08,36171000,0.38666,0.12271,0.09464,0.02529,0.01405,1.27206,2.20098,0.80013,0.19517,0.3898,0.38211,4.11899,15.41212,0.49585,6.93889390390723e-18,0.01613,0.02051,-1.38777878078145e-17,5.92707,8.24976
"15","2013_Q4",37.40796875,"Up",344205000,-207301000,136904000,-79862000,-74322000,-5540000,57042000,-7140000,-911000,49902000,49902000,-3825000,46077000,-92983000,-92983000,-92983000,161418000,161418000,214683000,214683000,145226000,312957000,26396000,834284000,104603000,980587000,647150000,316986000,16451000,1085190000,1919474000,199303000,147898000,51405000,104240000,104240000,313543000,382500000,191593000,25567000,25567000,97745000,68281000,574093000,887636000,49463000,15287000,34176000,1133364000,-74236000,1031838000,1031838000,1919474000,-92983000,-92983000,13892000,149739000,3379000,-24531000,170891000,5299000,-21312000,11478000,14752000,381000,75947000,-7029000,140000,140000,-7169000,-2175000,0,-2500000,-2500000,3084000,7933000,-1618000,72154000,72154000,-1559000,70595000,70934000,392500000,73029000,0.39774,0.16572,-0.27014,-0.09011,-0.04844,-0.7854,2.66083,0.86025,0.20448,-1.27142,-1.2433,4.70656,14.10906,0.99858,0,-0.05754,0.04519,0,3.2577,4.05109
"16","2014_Q1",33.9826229508197,"Down",327260000,-197760000,129500000,-76742000,-71345000,-5397000,52758000,-6867000,-841000,45891000,45891000,-776000,45115000,58253000,58253000,58253000,103986000,103986000,219075000,219075000,142549000,319630000,28228000,785240000,201496000,1132596000,734952000,376692000,20952000,1334092000,2119332000,211863000,154049000,57814000,109979000,109979000,321842000,5.15e+08,202223000,20698000,20698000,115865000,65660000,717223000,1039065000,65157000,15399000,49758000,1188685000,-68660000,1080267000,1080267000,2119332000,58253000,58253000,11112000,-21409000,2933000,-13716000,-10626000,29563000,14108000,6388000,-1750000,10817000,77519000,-4469000,304000,304000,-4773000,-239875000,2.3283064365387e-10,122500000,122500000,-13606000,14556000,105033000,-57323000,-57323000,-109000,-57432000,63870000,5.15e+08,89740000,0.39571,0.16121,0.178,0.05392,0.02749,1.54052,2.43983,0.96186,0.243,0.79749,0.77829,4.48025,14.78906,1.22856,-3.46944695195361e-18,0.03241,0.04993,0,6.43517,7.79055
"17","2014_Q2",34.1425396825397,"Up",339556000,-207776000,131780000,-88133000,-81918000,-6215000,43647000,-7891000,-1141000,35756000,35756000,-2751000,33005000,36037000,36037000,36037000,109542000,109542000,221528000,221528000,155129000,321327000,32636000,807526000,205328000,1151011000,745476000,375307000,30228000,1356339000,2163865000,211152000,159275000,51877000,114197000,114197000,326474000,501875000,203817000,19167000,19167000,118277000,66373000,705692000,1032166000,78898000,15475000,63423000,1224725000,-51657000,1131699000,1131699000,2163865000,36037000,36037000,16204000,-4612000,4103000,-8408000,-307000,-14683000,7040000,-11634000,2560000,-12649000,32946000,-9344000,1913000,1913000,-11257000,-9344000,-2919000,-1.2e+07,-1.2e+07,-4790000,10562000,-20123000,3479000,3479000,2077000,5556000,59851000,5.03e+08,38575000,0.3881,0.12854,0.10613,0.03184,0.01665,1.07043,2.47348,0.91205,0.23245,0.49308,0.48042,4.64604,15.4847,0.52781,0.03994,0.02119,0.02098,0.081,6.57396,9.01455
"18","2014_Q3",32.5275,"Down",327770000,-203323000,124447000,-85466000,-79240000,-6226000,38981000,-7588000,-1326000,31393000,31393000,-9089000,22304000,41392000,41392000,41392000,155017000,155017000,233951000,233951000,164994000,46442000,30116000,600404000,208179000,1150551000,749782000,372034000,28735000,1358730000,1959134000,232399000,153726000,78673000,63646000,63646000,298295000,387750000,171988000,12283000,12283000,95114000,64591000,559738000,858033000,96255000,15633000,80622000,1266116000,-47260000,1101101000,1101101000,1959134000,41392000,41392000,15761000,-21939000,6509000,-2656000,-25792000,-31277000,-2271000,-10149000,-15395000,-3462000,3937000,-10874000,95000,95000,-10969000,232512000,-4.65661287307739e-10,-1.13e+08,-1.13e+08,-78502000,15241000,-191841000,44608000,44608000,867000,45475000,54742000,3.9e+08,21680000,0.37968,0.11893,0.12628,0.03759,0.02113,0.52377,2.01279,0.77925,0.19907,0.57308,0.56107,4.53805,15.24501,0.30016,0,0.02489,0.01304,1.38777878078145e-17,4.29255,6.02814
"19","2014_Q4",29.40296875,"Down",378187000,-229638000,148549000,-89769000,-83497000,-6272000,58780000,-6552000,-620000,52228000,52228000,-1671000,50557000,50557000,50557000,50557000,129625000,129625000,259289000,259289000,171558000,44858000,30003000,605330000,170453000,1171922000,765988000,376249000,29685000,1342375000,1947705000,228989000,168997000,59992000,62187000,62187000,294551000,386625000,181376000,11285000,11285000,94860000,75231000,568001000,862552000,103635000,15671000,87964000,1316673000,-47088000,1085153000,1085153000,1947705000,50557000,50557000,14969000,3733000,3394000,-481000,820000,-32956000,-31040000,-3893000,14299000,-12322000,36303000,30415000,42028000,42028000,-11613000,9302000,0,0,0,-70011000,4046000,-70843000,-25238000,-25238000,-154000,-25392000,73749000,3.9e+08,72879000,0.39279,0.15543,0.13368,0.04659,0.02596,1.44152,2.05509,0.79487,0.20024,0.71781,0.70443,5.36953,15.4071,1.03474,0,0.03052,0.044,0,3.53056,4.42965
"20","2015_Q1",24.1867213114754,"Down",354349000,-212253000,142096000,-80396000,-87438000,-6453000,61700000,-7051000,-950000,54649000,54649000,-19062000,35587000,35587000,35587000,35587000,109012000,109012000,227008000,227008000,162620000,44350000,33300000,542990000,169101000,1144788000,742770000,365177000,36841000,1313889000,1856879000,237109000,145798000,91311000,57512000,57512000,299121000,385500000,170547000,15699000,15699000,96970000,57878000,556047000,855168000,109144000,15695000,93449000,1349602000,-68408000,1001711000,1001711000,1856879000,35587000,35587000,13701000,12482000,3109000,11585000,-2212000.00000001,-8776000.00000001,27607000,3761000,-21296000,-18848000,52994000,-7780000,238000.000000015,238000.000000015,-8018000,29037000,0,1.49011611938477e-08,7.45058059692383e-09,-98185000,2375000,-99131000,-17100000,-17100000,-3513000,-20613000,75401000,3.9e+08,77907000,0.40101,0.17412,0.10043,0.03553,0.01916,2.1892,1.81529,0.85371,0.21003,0.52315,0.51285,5.20918,14.72585,1.14529,-3.46944695195361e-18,0.02278,0.04987,0,3.72658,4.5541
"21","2015_Q2",23.5793650793651,"Down",327765000,-200789000,126976000,-88758000,-82472000,-6286000,38218000,-5752000,439000,32466000,32466000,-7792000,24674000,24674000,24674000,24674000,87275000,87275000,221719000,221719000,164517000,50837000,40453000,524348000,163915000,1099201000,714956000,346214000,38031000,1263116000,1787464000,187167000,135095000,52072000,58594000,58594000,253380000,506250000,166100000,14558000,14558000,92699000,58843000,672350000,925730000,111814000,15715000,96099000,1374333000,-131371000,861734000,861734000,1787464000,24674000,24674000,13708000,2763000,3546000,-1352000,569000,-60319000,-3629000,-6500000,-7398000,-42792000,-19174000,-7761000,225000,225000,-7986000,-7761000,-2598000,123869000,123869000,-102128000,2287000,19143000,-7792000,-7792000,-13945000,-21737000,51926000,513869000,-8362000,0.3874,0.1166,0.07528,0.02863,0.0138,-0.3389,2.06941,1.07426,0.28748,0.38339,0.37613,5.09292,13.3899,-0.12993,0.04037,0.01769,-0.00541999999999999,0.10529,8.21542,11.16212
"22","2015_Q3",21.038125,"Down",301005000,-191244000,109761000,-166208000,-75768000,-6087000,-56447000,-6411000,619000,-62858000,-62858000,-1980000,-64838000,-64838000,-64838000,-64838000,87497000,87497000,204062000,204062000,162784000,58888000,48275000,513231000,153178000,970410000,615953000,324867000,29590000,1123588000,1636819000,169275000,126884000,42391000,56680000,56680000,232705000,5.8e+08,157389000,13616000,13616000,87971000,55802000,737389000,970094000,114488000,15776000,98712000,1309495000,-188119000,666725000,666725000,1636819000,-64838000,-64838000,13232000,86873000,2327000,1177000,83369000,-12942000,9533000.00000001,-4662000,-5009000,-12804000,22325000,-4409000,481999.999999998,481999.999999998,-4891000,-4409000,0,72881000,72881000,-73631000,2466000,-3075000,14841000,14841000,-14619000,222000,-43215000,586750000,-58586000,0.36465,-0.18753,-0.21541,-0.09725,-0.03961,0.90358,2.2055,1.45501,0.35847,-1.04986,-1.04986,4.87386,10.79559,-0.94862,0,-0.04596,-0.04152,-2.77555756156289e-17,-11.55277,-8.84463
"23","2015_Q4",22.67296875,"Up",320100000,-201540000,118560000,-75558000,-69569000,-5989000,43002000,-8031000,-569000,34971000,34971000,2987000,37958000,37958000,37958000,37958000,108125000,108125000,219408000,219408000,155196000,75220000,64672000,557949000,148445000,954624000,612232000,316909000,25483000,1103069000,1661018000,175552000,129689000,45863000,57281000,57281000,232833000,6e+08,154880000,12971000,12971000,87067000,54842000,754880000,987713000,117923000,15780000,102143000,1347454000,-198818000,673305000,673305000,1661018000,37958000,37958000,13295000,7644000,3364000,3841000,439000,-18424000,-17219000,6086000,4129000,-11420000,40473000,-4178000,179000,179000,-4357000,-4178000,0,13250000,13250000,-23822000,293000,-12466000,23829000,23829000,-3201000,20628000,56297000,6e+08,30708000,0.37038,0.13434,0.11858,0.05638,0.02285,0.809,2.39635,1.46696,0.36122,0.6367,0.63008,5.36927,11.29384,0.51509,0,0.02658,0.0215,0,8.73714,11.43842
"24","2016_Q1",22.7380327868852,"Up",300384000,-193840000,106544000,-77763000,-71792000,-5971000,28781000,-7969000,-595000,20812000,20812000,1266000,22078000,22078000,22078000,22078000,168846000,168846000,193081000,193081000,142752000,55710000,42788000,560389000,142458000,934070000,608256000,308762000,17052000,1076528000,1636917000,176627000,118115000,58512000,54460000,54460000,235056000,584309000,144551000,17828000,17828000,72941000,53782000,728860000,963916000,120095000,15787000,104308000,1367176000,-213640000,673001000,673001000,1636917000,22078000,22078000,13004000,-12118000,2809000,-15887000,960000,64846000,24142000,11684000,-11523000,40543000,87810000,-4924000,358000,358000,-5282000,-4924000,0,-11721000,-11721000,-7026000,350000,-19019000,63867000,63867000,-3146000,60721000,41785000,588278000,100441000,0.35469,0.09581,0.0735,0.03281,0.01349,4.54937,2.38407,1.43227,0.35938,0.37222,0.36421,5.06422,11.34622,1.69335,-3.46944695195361e-18,0.0157,0.07145,0,10.03786,14.57323
"25","2016_Q2",25.354375,"Up",305011000,-196449000,108562000,-78811000,-72911000,-5900000,29751000,-7736000,-619000,22015000,17635000,-2187000,15448000,15448000,15448000,15448000,171945000,171945000,196945000,196945000,143728000,50196000,50196000,562814000,138563000,922158000,601381000,299392000,21385000,1060721000,1623535000,178071000,124383000,53688000,56943000,56943000,242505000,580559000,136019000,16438000,16438000,63994000,55587000,716578000,959083000,121714000,15803000,105911000,1382624000,-234574000,664452000,664452000,1623535000,15448000,15448000,12472000,2600000,2961000,156000,-517000,-9214000,-7397000,-2851000,7735000,-6701000,21306000,-4092000,1437000,1437000,-5529000,-4622000,-2376000,-218000,-218000,-3592000,1090000,-7123000,9561000,9561000,-6462000,3099000,42223000,588050000,31104000,0.35593,0.09754,0.05065,0.02325,0.00952000000000001,2.01346,2.32083,1.44342,0.3622,0.261,0.2587,5.15334,11.22632,0.52552,0.04014,0.01284,0.0224,0.15381,9.85494,13.98625
