"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"21","2019_Q1",77.5239344262295,"Up",2.288e+09,-3.29e+08,1.959e+09,-1.582e+09,-1.15e+08,-8.3e+07,-1.384e+09,3.77e+08,-1.11e+08,-9.4e+07,-4e+06,-1.3e+07,2.66e+08,2.66e+08,-4.1e+07,2.25e+08,2.25e+08,-1e+06,2.24e+08,2.24e+08,4.03e+08,4.03e+08,1.15e+09,1.15e+09,4.3e+08,1.6e+08,2.5e+08,1.983e+09,3.67e+08,1.1645e+10,5.741e+09,5.16e+09,4.15e+08,9e+07,2.39e+08,1.2012e+10,1.3995e+10,1.549e+09,1.53e+09,1.6e+07,2.615e+09,7.266e+09,3.556e+09,8.26e+08,8.98e+08,1.832e+09,1.0822e+10,1.3437e+10,1.0375e+10,-6.417e+09,-7.82e+08,5.51e+08,5.58e+08,1.3995e+10,2.25e+08,8.3e+07,-1.46e+08,2.59e+08,6.1e+07,-3e+07,3.1e+07,-3.04e+08,-2e+06,-5.1e+08,-2.2e+08,-2.2e+08,4e+06,-2.16e+08,4.6e+08,7.282e+09,0.85621,0.16477,0.0979,0.40143,0.01601,0.75832,24.08065,0.52033,0.7619,0.75168,7.78231,1.87415,0.02352,14.95435,18.24668
"22","2019_Q2",90.0706349206349,"Up",2.204e+09,-2.98e+08,1.906e+09,-1.574e+09,-1.07e+08,-8.4e+07,-1.383e+09,3.32e+08,-1.14e+08,-9.8e+07,4.65661287307739e-10,-1.6e+07,2.18e+08,2.18e+08,-5.9e+07,1.59e+08,1.59e+08,-1e+06,1.58e+08,1.58e+08,3.82e+08,3.82e+08,1.102e+09,1.102e+09,3.92e+08,1.4e+08,2.52e+08,1.876e+09,4.12e+08,1.2565e+10,5.713e+09,5.162e+09,4.08e+08,1.46e+08,1.136e+09,1.2977e+10,1.4853e+10,1.679e+09,1.679e+09,3.5e+07,2.794e+09,7.33e+09,4.621e+09,8.3e+08,8.5e+08,2.941e+09,1.1951e+10,1.4745e+10,1.0377e+10,-6.558e+09,-7.98e+08,1e+08,1.08e+08,1.4853e+10,1.59e+08,8.4e+07,-2e+06,3.62e+08,-2.3e+07,-1.9e+07,-4.2e+07,3.9e+07,-4.2e+07,-3.43e+08,-2.3e+07,-2.3e+07,1.86264514923096e-09,-23000000.0000001,4.16e+08,7.365e+09,0.86479,0.15064,0.07169,1.46296,0.01064,0.67144,136.52778,0.49586,0.53925,0.53559,7.52218,0.3413,0.0167,16.78606,21.03313
"23","2019_Q3",94.35484375,"Up",2.484e+09,-3.34e+08,2.15e+09,-1.657e+09,-1.13e+08,-8.6e+07,-1.458e+09,4.93e+08,-1.31e+08,-1.01e+08,-3e+06,-2.7e+07,3.62e+08,3.62e+08,-1.01e+08,2.61e+08,2.61e+08,-1e+06,2.6e+08,2.6e+08,6.35e+08,6.35e+08,1.19e+09,1.19e+09,3.9e+08,1.17e+08,2.73e+08,2.215e+09,4.18e+08,1.2507e+10,5.691e+09,5.157e+09,4e+08,1.46e+08,1.113e+09,1.2925e+10,1.514e+10,1.657e+09,1.657e+09,3.7e+07,2.78e+09,7.772e+09,4.611e+09,8.22e+08,8.61e+08,2.928e+09,1.2383e+10,1.5163e+10,1.0422e+10,-6.342e+09,-8.06e+08,-3e+07,-2.3e+07,1.514e+10,2.61e+08,8.6e+07,5.8e+07,2.88e+08,-2.3e+07,-3e+07,-5.3e+07,4.39e+08,-1.9e+07,2e+07,2.55e+08,2.55e+08,2e+06,2.57e+08,5.79e+08,7.809e+09,0.86554,0.19847,0.10467,-11.30435,0.01717,0.79676,-659.26087,0.51579,0.89965,0.88737,8.59516,-0.10381,0.02444,12.39033,14.55172
"24","2019_Q4",99.901875,"Up",2.395e+09,-3.1e+08,2.085e+09,-1.636e+09,-1.07e+08,-8.6e+07,-1.443e+09,4.49e+08,-1.09e+08,-1.05e+08,7e+06,-1.1e+07,3.4e+08,4.21e+08,-1.31e+08,2.9e+08,2.9e+08,-2e+06,2.88e+08,2.88e+08,7.19e+08,7.19e+08,1.193e+09,1.193e+09,3.43e+08,1.15e+08,2.28e+08,2.255e+09,3.8e+08,1.2432e+10,5.658e+09,5.137e+09,4.04e+08,1.46e+08,1.087e+09,1.2812e+10,1.5067e+10,1.784e+09,1.784e+09,3.8e+07,2.9e+09,7.767e+09,4.599e+09,8.34e+08,8.73e+08,2.892e+09,1.2366e+10,1.5266e+10,1.0463e+10,-6.097e+09,-8.48e+08,-2.08e+08,-1.99e+08,1.5067e+10,2.9e+08,8.6e+07,-2.4e+07,5.32e+08,1e+08,-5.2e+07,4.8e+07,-1e+07,1e+06,-4.85e+08,9.5e+07,9.5e+07,-4e+06,9.1e+07,5.35e+08,7.805e+09,0.87056,0.18747,0.12025,-1.44724,0.01911,0.77759,-76.71357,0.51802,1.01053,1,8.40351,-0.72982,0.02712,13.24486,15.78174
"25","2020_Q1",97.0690322580645,"Down",2.369e+09,-3.12e+08,2.057e+09,-1.755e+09,-1.14e+08,-9e+07,-1.551e+09,3.02e+08,-5.9e+07,-1.1e+08,-6e+06,5.7e+07,2.43e+08,2.43e+08,-6.7e+07,1.76e+08,1.76e+08,-1e+06,1.75e+08,1.75e+08,5.38e+08,5.38e+08,1.261e+09,1.261e+09,2.94e+08,1.3e+08,1.64e+08,2.093e+09,3.8e+08,1.2484e+10,5.657e+09,5.159e+09,4.21e+08,1e+08,1.147e+09,1.2864e+10,1.4957e+10,1.703e+09,1.703e+09,3.7e+07,2.871e+09,7.956e+09,4.602e+09,8.27e+08,7.95e+08,2.98e+09,1.2558e+10,1.5429e+10,1.0492e+10,-5.965e+09,-8.4e+08,-4.82e+08,-4.72e+08,1.4957e+10,1.76e+08,9e+07,-2.2e+07,2.02e+08,-1.5e+07,-6.1e+07,-7.6e+07,1.85e+08,4e+06,-3.05e+08,-1.79e+08,-1.79e+08,0,-1.79e+08,3.92e+08,7.993e+09,0.8683,0.12748,0.07387,-0.37076,0.0117,0.72901,-32.68856,0.5344,0.62278,0.6162,8.4306,-1.7153,0.0179,19.01786,24.68543
"26","2020_Q2",74.0611111111111,"Down",1.92e+09,-2.39e+08,1.681e+09,-1.501e+09,-6e+07,-9.1e+07,-1.35e+09,1.8e+08,-8.5e+07,-9.4e+07,9e+06,27286000.1311088,9.5e+07,-1.7e+07,3.5e+07,1.8e+07,1.8e+07,753309.509851792,1.8e+07,1.8e+07,1.734e+09,1.734e+09,1.111e+09,1.111e+09,3.04e+08,1.38e+08,1.66e+08,3.149e+09,3.56e+08,1.2283e+10,5.601e+09,5.146e+09,3.53e+08,1.16e+08,1.067e+09,1.2639e+10,1.5788e+10,1.46e+09,1.46e+09,4.1e+07,2.22e+09,9.455e+09,5.017e+09,9.29e+08,7.5e+08,3.338e+09,1.4472e+10,1.6692e+10,1.0446e+10,-5.999e+09,-8.99e+08,-9.14e+08,-9.04e+08,1.5788e+10,1.8e+07,9.1e+07,5.1e+07,1.29e+08,-1.2e+07,-3.5e+07,-4.7e+07,1.485e+09,-4.7e+07,1.1e+09,1.182e+09,1.182e+09,-7e+06,1.175e+09,2.71e+08,9.496e+09,0.87552,0.09375,0.00938,-0.0199100000000001,0.00114,1.41847,-18.4646,0.60147,0.06498,0.06429,6.93141,-3.29964,0.00441,28.64207,43.12222
"27","2020_Q3",83.37984375,"Up",5.64e+08,-9.5e+07,4.69e+08,-7.18e+08,-6.3e+07,-8.8e+07,-5.67e+08,-2.49e+08,-1.42e+08,-1.06e+08,-1.3e+07,-22999999.9999999,-3.91e+08,-4.44e+08,1.2e+07,-4.32e+08,-4.32e+08,2e+06,-4.3e+08,-4.3e+08,3.503e+09,3.503e+09,8.27e+08,8.27e+08,2.47e+08,9.1e+07,1.56e+08,4.577e+09,3.55e+08,1.2194e+10,5.557e+09,5.147e+09,3.28e+08,1.18e+08,1.044e+09,1.2549e+10,1.7126e+10,1.372e+09,1.372e+09,4.5e+07,2.306e+09,1.0437e+10,5.674e+09,1.445e+09,6.69e+08,3.56e+09,1.6111e+10,1.8417e+10,1.0468e+10,-6.429e+09,-8.81e+08,-1.299e+09,-1.291e+09,1.7126e+10,-4.32e+08,8.8e+07,-3.4e+07,8.17e+08,-1.8e+07,-1.1e+07,-2.9e+07,9.92e+08,-1e+07,9.82e+08,1.77e+09,1.77e+09,0,1.77e+09,-1.61e+08,1.0482e+10,0.83156,-0.44149,-0.76241,0.33308,-0.02511,1.98482,-14.26569,0.61205,-1.55235,-1.54676,2.0361,-4.68953,-0.02893,-43.34783,-28.02811
"28","2020_Q4",98.85625,"Up",9.33e+08,-1.44e+08,7.89e+08,-7.69e+08,-6.6e+07,-9e+07,-6.13e+08,2e+07,-1.25e+08,-1.16e+08,-1.2e+07,3e+06,-1.05e+08,-1.14e+08,3.3e+07,-8.1e+07,-8.1e+07,2e+06,-7.9e+07,-7.9e+07,3.405e+09,3.405e+09,8.9e+08,8.9e+08,2.89e+08,1.13e+08,1.76e+08,4.584e+09,3.49e+08,1.2196e+10,5.536e+09,5.169e+09,2.87e+08,1.2e+08,1.084e+09,1.2545e+10,1.7129e+10,1.387e+09,1.387e+09,5.1e+07,2.299e+09,1.0439e+10,5.71e+09,1.41e+09,6.58e+08,3.642e+09,1.6149e+10,1.8448e+10,1.0494e+10,-6.508e+09,-8.53e+08,-1.324e+09,-1.319e+09,1.7129e+10,-8.1e+07,9e+07,1.5e+07,-1e+08,-8e+06,-5e+06,-1.3e+07,-999999.999999881,6000000.00000001,5e+06,-1.08e+08,-1.08e+08,1e+06,-1.07e+08,1.1e+08,1.049e+10,0.84566,0.0214400000000001,-0.0846700000000002,0.05989,-0.00461,1.99391,-13.98635,0.61241,-0.285199999999999,-0.28315,3.36823,-4.77978,-0.00531,64.40909,354.25
"29","2021_Q1",115.299016393443,"Up",8.9e+08,-1.42e+08,7.48e+08,-8.18e+08,-1.22e+08,-6.2e+07,-6.34e+08,-7e+07,-1.06e+08,-1.13e+08,-1.1e+07,1.8e+07,-1.76e+08,-3.49e+08,1.24e+08,-2.25e+08,-2.25e+08,1e+06,-2.24e+08,-2.24e+08,3.218e+09,3.218e+09,7.71e+08,7.71e+08,2.13e+08,7e+07,1.43e+08,4.202e+09,3.46e+08,1.2207e+10,6.53e+08,5.095e+09,2.66e+08,1.94e+08,5.999e+09,1.2553e+10,1.6755e+10,1.302e+09,1.302e+09,5.6e+07,2.431e+09,1.0431e+10,5.379e+09,1.004e+09,6.49e+08,3.726e+09,1.581e+10,1.8241e+10,1.0555e+10,-6.732e+09,-8.6e+08,-1.49e+09,-1.486e+09,1.6755e+10,-2.25e+08,6.2e+07,1.59e+08,-1.38e+08,-8e+06,-1e+07,-1.8e+07,-7e+06,-4.8e+07,-5.5e+07,-2.11e+08,-2.11e+08,6e+06,-2.05e+08,-8e+06,1.0487e+10,0.84045,-0.07865,-0.25169,0.15074,-0.01337,1.72851,-12.27524,0.6259,-0.80866,-0.80287,3.213,-5.37906,-0.01558,-908.625,-103.84286
"30","2021_Q2",124.599047619048,"Up",8.74e+08,-1.1e+08,7.64e+08,-7.43e+08,-9.7e+07,-5.1e+07,-5.95e+08,2.1e+07,-9.6e+07,-1.03e+08,2e+06,5e+06,-7.5e+07,-1.44e+08,3.5e+07,-1.09e+08,-1.09e+08,1e+06,-1.08e+08,-1.08e+08,2.402e+09,2.402e+09,7.97e+08,7.97e+08,2.69e+08,1.04e+08,1.65e+08,3.468e+09,3.27e+08,1.2179e+10,5.586e+09,5.084e+09,2.41e+08,1.94e+08,1.074e+09,1.2506e+10,1.5974e+10,1.271e+09,1.271e+09,4.8e+07,2.476e+09,9.908e+09,5.21e+09,9.3e+08,6.16e+08,3.664e+09,1.5118e+10,1.7594e+10,1.055e+10,-6.84e+09,-8.8e+08,-1.623e+09,-1.62e+09,1.5974e+10,-1.09e+08,5.1e+07,-3.8e+07,-1.71e+08,-3e+06,-1.3e+07,-1.6e+07,-5.16e+08,-1.08e+08,-6.24e+08,-8.11e+08,-8.11e+08,-5e+06,-8.16e+08,7.2e+07,9.956e+09,0.87414,0.02403,-0.12357,0.06667,-0.00676,1.40065,-10.86049,0.62326,-0.38849,-0.38849,3.14388,-5.83813,-0.00797,104.91667,359.71429
"31","2021_Q3",126.13515625,"Up",1.329e+09,-1.42e+08,1.187e+09,-9.63e+08,-9.8e+07,-4.6e+07,-8.19e+08,2.24e+08,-9.7e+07,-1.01e+08,-1e+06,5e+06,1.27e+08,1.27e+08,1e+06,1.28e+08,1.28e+08,2e+06,1.3e+08,1.3e+08,1.044e+09,1.044e+09,9.52e+08,9.52e+08,3.83e+08,1.16e+08,2.67e+08,2.379e+09,3.18e+08,1.2393e+10,5.623e+09,5.09e+09,2.24e+08,2.57e+08,1.199e+09,1.2711e+10,1.509e+10,1.351e+09,1.351e+09,5e+07,2.779e+09,8.716e+09,5.011e+09,7.98e+08,6.85e+08,3.528e+09,1.3727e+10,1.6506e+10,1.0606e+10,-6.71e+09,-8.66e+08,-1.417e+09,-1.416e+09,1.509e+10,1.28e+08,4.6e+07,-7e+06,-1.29e+08,-6e+06,8e+06,2e+06,-1.202e+09,8e+06,-1.194e+09,-1.321e+09,-1.321e+09,1e+06,-1.32e+09,2.7e+08,8.766e+09,0.89315,0.16855,0.09782,-0.09181,0.00861,0.85606,-11.65678,0.58091,0.46763,0.45775,4.78058,-5.09712,0.01052,28.6,34.47321
"32","2021_Q4",143.72671875,"Up",1.749e+09,-2e+08,1.549e+09,-1.109e+09,-1.07e+08,-4.6e+07,-9.56e+08,4.4e+08,-9.2e+07,-9.8e+07,9.31322574615479e-10,6e+06,3.48e+08,3.4e+08,-1e+08,2.4e+08,2.4e+08,1e+06,2.41e+08,2.41e+08,1.288e+09,1.288e+09,1.012e+09,1.012e+09,3.94e+08,1.24e+08,2.7e+08,2.694e+09,3.03e+08,1.2317e+10,7.3e+08,5.078e+09,2.08e+08,2.44e+08,6.057e+09,1.262e+10,1.5314e+10,1.433e+09,1.433e+09,5.4e+07,2.622e+09,8.713e+09,5.107e+09,7.9e+08,7.18e+08,3.599e+09,1.382e+10,1.6442e+10,1.0657e+10,-6.469e+09,-8.69e+08,-1.128e+09,-1.128e+09,1.5314e+10,2.4e+08,4.6e+07,5.7e+07,2.78e+08,-8e+06,-1.2e+07,-2e+07,2e+06,2e+06,4000000.00000024,2.62e+08,2.62e+08,-2e+06,2.6e+08,4.86e+08,8.767e+09,0.88565,0.25157,0.13779,-0.21365,0.01574,1.02746,-14.57624,0.57248,0.86691,0.85765,6.29137,-4.05755,0.01891,15.38889,16.9977300000001
"33","2022_Q1",147.134677419355,"Up",1.836e+09,-2.27e+08,1.609e+09,-1.277e+09,-1.03e+08,-4.5e+07,-1.129e+09,3.32e+08,-9.6e+07,-9.5e+07,-8e+06,7e+06,2.36e+08,2.37e+08,-8.9e+07,1.48e+08,1.48e+08,-1e+06,1.47e+08,1.47e+08,1.427e+09,1.427e+09,1.068e+09,1.068e+09,3.76e+08,8.9e+07,2.87e+08,2.871e+09,3.05e+08,1.2265e+10,7.58e+08,5.071e+09,1.94e+08,2.13e+08,6.029e+09,1.257e+10,1.5441e+10,1.568e+09,1.568e+09,5.4e+07,3.019e+09,8.712e+09,4.529e+09,8.96e+08,7e+08,2.933e+09,1.3241e+10,1.626e+10,1.0723e+10,-6.322e+09,-7.79e+08,-8.21e+08,-8.19e+08,1.5441e+10,1.48e+08,4.5e+07,1.08e+08,1.31e+08,-1.2e+07,-1.1e+07,-2.3e+07,-4e+06,2.5e+07,2.1e+07,1.29e+08,1.29e+08,-4e+06,1.25e+08,3.77e+08,8.766e+09,0.87636,0.18083,0.08007,-0.17949,0.00952,0.95098,-19.85348,0.56771,0.52128,0.52313,6.51064,-2.91135,0.01178,19.46684,22.10542
"34","2022_Q2",138.121290322581,"Down",1.721e+09,-1.85e+08,1.536e+09,-1.167e+09,-9.1e+07,-4.4e+07,-1.032e+09,3.69e+08,-7.8e+07,-9e+07,-4e+06,1.6e+07,2.91e+08,2.91e+08,-8e+07,2.11e+08,2.11e+08,1e+06,2.12e+08,2.12e+08,1.432e+09,1.432e+09,1.054e+09,1.054e+09,3.75e+08,1.65e+08,2.1e+08,2.861e+09,2.9e+08,1.2308e+10,7.78e+08,5.061e+09,1.78e+08,2.13e+08,6.078e+09,1.2598e+10,1.5459e+10,1.604e+09,1.604e+09,4.5e+07,3.085e+09,8.72e+09,4.351e+09,8.46e+08,7.19e+08,2.786e+09,1.3071e+10,1.6156e+10,1.0705e+10,-6.11e+09,-7.2e+08,-6.98e+08,-6.97e+08,1.5459e+10,2.11e+08,4.4e+07,3.1e+07,1.95e+08,-4e+06,-2e+06,-2.6e+07,5000000.00000003,-5.1e+07,-1.67e+08,2e+06,2e+06,-4e+06,-2e+06,4.13e+08,8.765e+09,0.8925,0.21441,0.12318,-0.30416,0.01371,0.92739,-23.17934,0.56698,0.75986,0.75177,6.16846,-2.50179,0.01707,17.75545,19.87263
"35","2022_Q3",126.339183673469,"Down",2.24e+09,-2.57e+08,1.983e+09,-1.385e+09,-1.03e+08,-4e+07,-1.242e+09,5.98e+08,-8.5e+07,-9.9e+07,8e+06,6e+06,5.13e+08,5.13e+08,-1.46e+08,3.67e+08,3.67e+08,1e+06,3.68e+08,3.68e+08,1.175e+09,1.175e+09,1.289e+09,1.289e+09,3.76e+08,1.28e+08,2.48e+08,2.84e+09,2.71e+08,1.2271e+10,8.73e+08,5.03e+09,1.67e+08,2.13e+08,5.988e+09,1.2542e+10,1.5382e+10,1.647e+09,1.647e+09,4.1e+07,3.195e+09,8.702e+09,4.274e+09,8.55e+08,7.27e+08,2.692e+09,1.2976e+10,1.6171e+10,1.0756e+10,-5.783e+09,-7.14e+08,-7.89e+08,-7.89e+08,1.5382e+10,3.67e+08,4e+07,2.3e+07,3.33e+08,-7e+06,-3e+07,-6.8e+07,-1.2e+07,6e+06,-5.12e+08,-2.47e+08,-2.47e+08,-9e+06,-2.56e+08,6.38e+08,8.743e+09,0.88527,0.26696,0.16429,-0.46641,0.02392,0.88889,-20.49556,0.56839,1.319,1.30496,8.02867,-2.82796,0.03345,11.86207,12.65552
