"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","return_on_invested_capital","net_debt_ebit"
"21","2015_Q2",43.342380952381,"Down",9.827e+09,-6.598e+09,3.229e+09,-2.013e+09,-3.36e+08,-3.36e+08,-1.341e+09,1.216e+09,-2.73e+08,-2e+08,-7.3e+07,9.43e+08,9.43e+08,-1.1e+07,9.32e+08,9.32e+08,9.32e+08,9.32e+08,9.173e+09,1.048e+09,8.125e+09,1.826e+09,1.826e+09,9.95e+08,2.135e+09,1.378e+09,7.57e+08,1.4129e+10,2.4042e+10,3.6551e+10,8.583e+09,2.281e+09,2.211e+09,3.2625e+10,4.6754e+10,4.758e+09,1.587e+09,3.171e+09,1.284e+09,8.191e+09,8.191e+09,1.4233e+10,1.7638e+10,1.2119e+10,7.517e+09,4.602e+09,2.9757e+10,4.399e+10,1.5056e+10,-7.702e+09,-4.59e+09,2.764e+09,2.764e+09,4.6754e+10,2.494e+09,-1.405e+09,-1.797e+09,-3.202e+09,1.766e+09,-7.53e+08,7.62e+08,5.4e+07,5.4e+07,5.4e+07,1.8922e+10,0.32858,0.12374,0.09484,0.33719,0.01993,0.99269,15.91534,0.40471,1.33828,1.29999,14.11084,3.9689,0.02964,8.01727
"22","2015_Q3",39.11515625,"Down",1.0827e+10,-6.963e+09,3.864e+09,-1.943e+09,-3.5e+08,-3.4e+08,-1.253e+09,1.921e+09,-2.02e+08,-2.13e+08,1.1e+07,1.719e+09,1.719e+09,-1.5e+07,1.704e+09,1.704e+09,1.704e+09,1.704e+09,8.919e+09,9.52e+08,7.967e+09,1.892e+09,1.892e+09,1.069e+09,2.229e+09,1.482e+09,7.47e+08,1.4109e+10,2.5288e+10,3.8085e+10,8.471e+09,2.274e+09,2.106e+09,3.3759e+10,4.7868e+10,4.994e+09,1.683e+09,3.311e+09,1.642e+09,8.409e+09,8.409e+09,1.5045e+10,1.7152e+10,1.2035e+10,7.477e+09,4.558e+09,2.9187e+10,4.4232e+10,1.4326e+10,-6.07e+09,-4.62e+09,3.636e+09,3.636e+09,4.7868e+10,2.347e+09,-1.66e+09,1.67e+08,-1.493e+09,2.3e+08,-3.6e+08,-9.5e+08,-95999999.9999999,-95999999.9999999,-95999999.9999999,1.8794e+10,0.35689,0.17743,0.15738,0.46865,0.0356,0.93779,12.16502,0.39262,2.47413,2.4081,15.72031,5.27931,0.05147,5.14055
"23","2015_Q4",41.3765625,"Up",1.0706e+10,-6.711e+09,3.995e+09,-1.996e+09,-3.65e+08,-3.37e+08,-1.294e+09,1.999e+09,-2.9e+08,-2.09e+08,-8.1e+07,1.709e+09,1.709e+09,-1.6e+07,1.693e+09,1.693e+09,1.693e+09,1.693e+09,8.873e+09,1.016e+09,7.857e+09,1.828e+09,1.828e+09,1.01e+09,1.995e+09,1.285e+09,7.1e+08,1.3706e+10,2.6292e+10,3.9207e+10,8.717e+09,2.261e+09,2.365e+09,3.5009e+10,4.8715e+10,4.989e+09,1.525e+09,3.464e+09,1.712e+09,7.46e+09,7.46e+09,1.4161e+10,1.8849e+10,1.1943e+10,7.433e+09,4.51e+09,3.0792e+10,4.4953e+10,1.2858e+10,-4.445e+09,-4.651e+09,3.762e+09,3.762e+09,4.8715e+10,1.18e+09,-1.481e+09,1.44e+08,-1.337e+09,2.467e+09,-7e+08,2.21e+08,6.4e+07,6.4e+07,6.4e+07,2.0561e+10,0.37316,0.18672,0.15814,0.45003,0.03475,0.96787,11.94923,0.42207,2.55791,2.487,16.17541,5.6839,0.0485,5.84692
"24","2016_Q1",38.524262295082,"Down",9.63e+09,-6.331e+09,3.299e+09,-2.231e+09,-3.43e+08,-3.51e+08,-1.537e+09,1.068e+09,-8.23e+08,-2.19e+08,-6.04e+08,2.45e+08,2.45e+08,3.036e+09,3.281e+09,3.281e+09,3.281e+09,3.281e+09,6.254e+09,3.9e+08,5.864e+09,1.425e+09,1.425e+09,8.63e+08,1.443e+09,7.48e+08,6.95e+08,9.985e+09,2.751e+10,4.0654e+10,1.092e+10,2.249e+09,2.103e+09,3.843e+10,4.8415e+10,5.102e+09,1.563e+09,3.539e+09,2.231e+09,6.272e+09,6.272e+09,1.3605e+10,1.833e+10,1.0845e+10,7.45e+09,3.395e+09,2.9175e+10,4.278e+10,1.1597e+10,-1.23e+09,-4.732e+09,5.635e+09,5.635e+09,4.8415e+10,2.28e+08,-1.518e+09,1.956e+09,4.38e+08,5.46e+08,-3.31e+08,-1.292e+09,-6.26e+08,-6.26e+08,-6.26e+08,2.0561e+10,0.34258,0.1109,0.34071,0.58225,0.06777,0.73392,7.59184,0.42468,5.23652,5.09361,15.36961,8.99354,0.09052,13.39607
"25","2016_Q2",32.444375,"Down",9.435e+09,-6.26e+09,3.175e+09,-1.84e+09,-3.08e+08,-3.55e+08,-1.177e+09,1.335e+09,-2.18e+08,-2.26e+08,8e+06,1.117e+09,1.117e+09,-4.17e+08,7e+08,7e+08,7e+08,7e+08,6.93e+09,4.95e+08,6.435e+09,1.45e+09,1.45e+09,8.86e+08,1.536e+09,8.45e+08,6.91e+08,1.0802e+10,2.8633e+10,4.2026e+10,1.0474e+10,2.236e+09,2.075e+09,3.9107e+10,4.9909e+10,5.44e+09,1.913e+09,3.527e+09,2.61e+09,7.227e+09,7.227e+09,1.5277e+10,1.9134e+10,1.0788e+10,7.44e+09,3.348e+09,2.9922e+10,4.5199e+10,1.005e+10,-5.91e+08,-4.749e+09,4.71e+09,4.71e+09,4.9909e+10,2.62e+09,-1.553e+09,-5.61e+08,-2.114e+09,1.5e+09,-3.15e+08,-4.01e+08,1.05e+08,1.05e+08,1.05e+08,2.1744e+10,0.33651,0.14149,0.07419,0.14862,0.01403,0.70708,9.59639,0.43567,1.15465,1.14475,15.56301,7.76914,0.02043,11.09663
"26","2016_Q3",34.01796875,"Up",1.0363e+10,-6.714e+09,3.649e+09,-1.897e+09,-3.34e+08,-3.74e+08,-1.189e+09,1.752e+09,-2.59e+08,-2.34e+08,-24999999.9999999,1.493e+09,1.493e+09,-5.43e+08,9.5e+08,9.5e+08,9.5e+08,9.5e+08,7.118e+09,4.46e+08,6.672e+09,1.593e+09,1.593e+09,9.99e+08,1.474e+09,8.34e+08,6.4e+08,1.1184e+10,2.9611e+10,4.3415e+10,1.0256e+10,2.213e+09,1.987e+09,3.9867e+10,5.1051e+10,5.707e+09,1.944e+09,3.763e+09,1.715e+09,7.495e+09,7.495e+09,1.4917e+10,2.1131e+10,1.0691e+10,7.426e+09,3.265e+09,3.1822e+10,4.6739e+10,8.356e+09,7.19e+08,-4.763e+09,4.312e+09,4.312e+09,5.1051e+10,2.213e+09,-1.478e+09,-1.79e+08,-1.657e+09,3.022e+09,-1.858e+09,-6.05e+08,-4.9e+07,-4.9e+07,-4.9e+07,2.2846e+10,0.35212,0.16906,0.09167,0.22032,0.01861,0.74975,10.83929,0.44751,1.68739,1.67833,18.40675,7.65897,0.02663,8.97717
"27","2016_Q4",42.0480952380952,"Up",1.0593e+10,-6.946e+09,3.647e+09,-2.217e+09,-3.48e+08,-3.99e+08,-1.47e+09,1.43e+09,-2.41e+08,-2.33e+08,-8e+06,1.189e+09,1.189e+09,-4.52e+08,7.37e+08,7.37e+08,7.37e+08,7.37e+08,6.755e+09,3.81e+08,6.374e+09,1.703e+09,1.703e+09,1.1e+09,1.49e+09,8.55e+08,6.35e+08,1.1048e+10,3.0304e+10,4.4323e+10,9.756e+09,2.189e+09,1.952e+09,4.006e+10,5.1108e+10,5.272e+09,1.673e+09,3.599e+09,1.798e+09,7.463e+09,7.463e+09,1.4533e+10,2.1545e+10,1.0639e+10,7.387e+09,3.252e+09,3.2184e+10,4.6717e+10,7.766e+09,1.403e+09,-4.778e+09,4.391e+09,4.391e+09,5.1108e+10,1.064e+09,-1.18e+09,3.09e+08,-8.71e+08,8.7e+08,-3.8e+08,-2.58e+08,-6.5e+07,-6.5e+07,-6.5e+07,2.3343e+10,0.34428,0.13499,0.06957,0.16784,0.01442,0.7602,10.63926,0.45674,1.4027,1.39449,20.16121,8.3572,0.02059,11.6
"28","2017_Q1",43.775,"Up",9.789e+09,-6.894e+09,2.895e+09,-2.128e+09,-3.33e+08,-3.97e+08,-1.398e+09,7.67e+08,-2.67e+08,-2.35e+08,-3.2e+07,5e+08,5e+08,-2.11e+08,2.89e+08,2.89e+08,2.89e+08,2.89e+08,6.359e+09,3.22e+08,6.037e+09,1.594e+09,1.594e+09,1.094e+09,1.277e+09,6.39e+08,6.38e+08,1.0324e+10,3.1159e+10,4.5353e+10,9.791e+09,2.173e+09,2.029e+09,4.095e+10,5.1274e+10,5.316e+09,1.592e+09,3.724e+09,1.855e+09,6.701e+09,6.701e+09,1.3872e+10,2.2489e+10,1.1128e+10,7.842e+09,3.286e+09,3.3617e+10,4.7489e+10,7.228e+09,1.64e+09,-5.083e+09,3.785e+09,3.785e+09,5.1274e+10,6.27e+08,-1.397e+09,3.41e+08,-1.056e+09,2.309e+09,-1.318e+09,3.7e+08,-5.9e+07,-5.9e+07,-5.9e+07,2.4344e+10,0.29574,0.07835,0.02952,0.07635,0.00564,0.74423,12.54663,0.47478,0.56163,0.55753,19.02358,7.35563,0.00869,23.4485
"29","2017_Q2",45.0788888888889,"Up",9.624e+09,-7.027e+09,2.597e+09,-1.996e+09,-3.18e+08,-4.05e+08,-1.273e+09,6.01e+08,-2.36e+08,-2.36e+08,3472039.39481509,3.65e+08,3.65e+08,-1.31e+08,2.34e+08,2.34e+08,2.34e+08,2.34e+08,6.676e+09,3.74e+08,6.302e+09,1.397e+09,1.397e+09,1.154e+09,1.399e+09,8.56e+08,5.43e+08,1.0626e+10,3.2291e+10,4.6931e+10,9.71e+09,2.236e+09,2.004e+09,4.2001e+10,5.2627e+10,5.218e+09,1.882e+09,3.336e+09,1.714e+09,8.354e+09,8.354e+09,1.5286e+10,2.2829e+10,1.1055e+10,7.808e+09,3.247e+09,3.3884e+10,4.917e+10,6.731e+09,1.823e+09,-5.097e+09,3.457e+09,3.457e+09,5.2627e+10,2.25e+09,-1.682e+09,-1.67e+08,-1.849e+09,8.99e+08,-7.13e+08,-3.49e+08,5.2e+07,5.2e+07,5.2e+07,2.4543e+10,0.26985,0.06245,0.02431,0.06769,0.00445,0.69515,14.22332,0.46636,0.46438,0.46081,19.09895,6.86046,0.0073,29.72879
"30","2017_Q3",46.9988888888889,"Up",1.1423e+10,-7.445e+09,3.978e+09,-2.243e+09,-3.76e+08,-4.17e+08,-1.45e+09,1.735e+09,-1.76e+08,-2.39e+08,6.3e+07,1.559e+09,1.559e+09,-5.89e+08,9.7e+08,9.7e+08,9.7e+08,9.7e+08,6.886e+09,3.86e+08,6.5e+09,1.543e+09,1.543e+09,1.206e+09,1.381e+09,8.27e+08,5.54e+08,1.1016e+10,3.2993e+10,4.8121e+10,9.327e+09,2.224e+09,2.107e+09,4.232e+10,5.3336e+10,5.542e+09,1.924e+09,3.618e+09,2.334e+09,8.236e+09,8.236e+09,1.6112e+10,2.2525e+10,1.0984e+10,7.5e+09,3.484e+09,3.3509e+10,4.9621e+10,6.25e+09,2.577e+09,-5.112e+09,3.715e+09,3.715e+09,5.3336e+10,1.688e+09,-1.199e+09,-2.16e+08,-1.415e+09,7.26e+08,-4.18e+08,-2.72e+08,1e+06,1e+06,1e+06,2.4859e+10,0.34824,0.15189,0.08492,0.2611,0.01819,0.68371,13.35693,0.46608,1.97629,1.96769,23.27339,7.569,0.02581,10.35908
"31","2017_Q4",48.5150793650794,"Up",1.0964e+10,-7.514e+09,3.45e+09,-2.194e+09,-4e+08,-4.33e+08,-1.361e+09,1.256e+09,-1.93e+08,-2.42e+08,4.9e+07,1.063e+09,1.063e+09,-4.02e+08,6.61e+08,6.61e+08,6.61e+08,6.61e+08,5.768e+09,3.4e+08,5.428e+09,1.7e+09,1.7e+09,1.315e+09,1.219e+09,8.26e+08,3.93e+08,1.0002e+10,3.3311e+10,4.8727e+10,9.088e+09,2.214e+09,2.245e+09,4.2399e+10,5.2401e+10,5.294e+09,1.638e+09,3.656e+09,2.467e+09,7.546e+09,7.546e+09,1.5307e+10,2.2217e+10,1.0929e+10,7.467e+09,3.462e+09,3.3146e+10,4.8453e+10,5.923e+09,3.152e+09,-5.127e+09,3.948e+09,3.948e+09,5.2401e+10,3.69e+08,-8.51e+08,1.239e+09,1.85e+08,5.35e+08,-7.27e+08,-5.99e+08,-4.5e+07,-4.5e+07,-4.5e+07,2.4684e+10,0.31467,0.11456,0.06029,0.16743,0.01261,0.65343,12.2728,0.47106,1.36353,1.35834,22.61682,8.14403,0.01792,15.06051
"32","2018_Q1",52.2790163934426,"Up",1.0611e+10,-7.604e+09,3.007e+09,-2.368e+09,-3.83e+08,-4.47e+08,-1.538e+09,6.39e+08,-2.31e+08,-2.42e+08,1.1e+07,4.08e+08,4.08e+08,-9.91e+08,-5.83e+08,-5.83e+08,-5.83e+08,-5.83e+08,5.066e+09,2.95e+08,4.771e+09,1.752e+09,1.752e+09,1.359e+09,9.69e+08,6.51e+08,3.18e+08,9.146e+09,3.4156e+10,4.9802e+10,9.483e+09,2.203e+09,1.373e+09,4.3639e+10,5.2785e+10,5.641e+09,1.688e+09,3.953e+09,2.554e+09,7.163e+09,7.163e+09,1.5358e+10,2.2511e+10,1.5696e+10,7.497e+09,8.199e+09,3.8207e+10,5.3565e+10,5.719e+09,-1.345e+09,-5.154e+09,-7.8e+08,-7.8e+08,5.2785e+10,4.37e+08,-1.292e+09,7.35e+08,-5.57e+08,8.98e+08,-5.32e+08,7.5e+07,-4.5e+07,-4.5e+07,-4.5e+07,2.5065e+10,0.28339,0.06022,-0.05494,0.74744,-0.01104,0.59552,-68.67308,0.47485,-1.2218,-1.21615,22.23764,-1.63466,-0.01338,31.29734
"33","2018_Q2",43.10859375,"Down",1.0401e+10,-7.713e+09,2.688e+09,-2.257e+09,-3.56e+08,-4.45e+08,-1.456e+09,4.31e+08,-1.58e+08,-2.4e+08,8.2e+07,2.73e+08,2.73e+08,-8.7e+07,1.86e+08,1.86e+08,1.86e+08,1.86e+08,5.291e+09,2.97e+08,4.994e+09,1.809e+09,1.809e+09,1.455e+09,1.118e+09,8.24e+08,2.94e+08,9.673e+09,3.4333e+10,5.0492e+10,9.274e+09,2.193e+09,1.409e+09,4.3607e+10,5.328e+10,5.49e+09,1.953e+09,3.537e+09,2.793e+09,8.725e+09,8.725e+09,1.7008e+10,2.1946e+10,1.5344e+10,7.259e+09,8.085e+09,3.729e+10,5.4298e+10,5.284e+09,-1.13e+09,-5.172e+09,-1.018e+09,-1.018e+09,5.328e+10,1.799e+09,-7.57e+08,-1.99e+08,-9.56e+08,2.36e+08,-5.68e+08,-8.41e+08,2e+06,2e+06,2e+06,2.4739e+10,0.25844,0.04144,0.01788,-0.18271,0.00349,0.56873,-53.33792,0.46432,0.39382,0.39191,22.02216,-2.15542,0.00599,45.12297
"34","2018_Q3",38.3192063492063,"Down",1.1643e+10,-8.288e+09,3.355e+09,-2.327e+09,-3.86e+08,-4.63e+08,-1.478e+09,1.028e+09,-2.59e+08,-2.35e+08,-2.4e+07,7.69e+08,7.69e+08,-2.02e+08,5.67e+08,5.67e+08,5.67e+08,5.67e+08,4.674e+09,2.93e+08,4.381e+09,1.941e+09,1.941e+09,1.522e+09,1.039e+09,8.56e+08,1.83e+08,9.176e+09,3.4424e+10,5.1149e+10,9.022e+09,2.157e+09,1.375e+09,4.3446e+10,5.2622e+10,5.753e+09,2.053e+09,3.7e+09,2.213e+09,8.703e+09,8.703e+09,1.6669e+10,2.1863e+10,1.4959e+10,7.118e+09,7.841e+09,3.6822e+10,5.3491e+10,4.928e+09,-6.1e+08,-5.187e+09,-8.69e+08,-8.69e+08,5.2622e+10,1.084e+09,-7.16e+08,6.37e+08,-79000000.0000001,6.56e+08,-1.334e+09,-1.1e+09,-9.5e+07,-9.5e+07,-9.5e+07,2.4076e+10,0.28816,0.08829,0.0487,-0.65247,0.01077,0.55048,-61.55466,0.45753,1.22321,1.22036,25.11795,-1.87473,0.01606,18.87354
"35","2018_Q4",34.2169841269841,"Down",1.1559e+10,-8.53e+09,3.029e+09,-2.38e+09,-3.94e+08,-4.74e+08,-1.512e+09,6.49e+08,-1.93e+08,-2.36e+08,4.3e+07,4.56e+08,4.56e+08,-1.15e+08,3.41e+08,3.41e+08,3.41e+08,3.41e+08,4.855e+09,3.03e+08,4.552e+09,2.17e+09,2.17e+09,1.576e+09,8.97e+08,7.43e+08,1.54e+08,9.498e+09,3.4223e+10,5.15e+10,8.914e+09,2.147e+09,1.383e+09,4.3137e+10,5.2635e+10,5.573e+09,1.886e+09,3.687e+09,2.493e+09,8.282e+09,8.282e+09,1.6348e+10,2.2274e+10,1.4581e+10,6.898e+09,7.683e+09,3.6855e+10,5.3203e+10,4.951e+09,-3.16e+08,-5.203e+09,-5.68e+08,-5.68e+08,5.2635e+10,-7.9e+07,-4.03e+08,-1.45e+08,-5.48e+08,1.257e+09,-5.75e+08,6.36e+08,9e+06,9e+06,9e+06,2.4767e+10,0.26205,0.05615,0.0295,-0.60035,0.00648,0.58099,-93.66725,0.47054,0.74046,0.73888,25.09956,-1.23337,0.00998,30.68105
"36","2019_Q1",33.1193442622951,"Down",1.0938e+10,4.131e+09,1.5069e+10,-1.4521e+10,-3.84e+08,-4.57e+08,-1.368e+10,5.48e+08,-1.62e+08,-2.27e+08,6.5e+07,3.86e+08,3.86e+08,-6.8e+07,3.18e+08,3.18e+08,3.18e+08,3.18e+08,4.76e+09,2.75e+08,4.485e+09,1.706e+09,1.706e+09,1.522e+09,6.49e+08,4.95e+08,1.54e+08,8.637e+09,3.4098e+10,5.1541e+10,1.7845e+10,2.137e+09,1.0472e+10,5.1943e+10,6.058e+10,5.542e+09,1.773e+09,3.769e+09,3.294e+09,9.26e+09,9.26e+09,1.8096e+10,2.1179e+10,2.1474e+10,6.907e+09,1.4567e+10,4.2653e+10,6.0749e+10,4.969e+09,1.36e+08,-5.274e+09,-1.69e+08,-1.69e+08,6.058e+10,7.29e+08,-6.62e+08,2.72e+08,-3.9e+08,2.05e+08,-5.26e+08,-3.67e+08,-2.8e+07,-2.8e+07,-2.8e+07,2.4473e+10,1.37767,0.0501,0.02907,-1.88166,0.00525,0.47729,-359.46154,0.40398,0.69042,0.68844,23.7479,-0.36692,0.00795,35.97263
"37","2019_Q2",31.9292063492063,"Down",1.0584e+10,-7.97e+09,2.614e+09,-2.239e+09,-3.7e+08,-4.8e+08,-1.389e+09,3.75e+08,-1.3e+08,-2.38e+08,1.08e+08,2.45e+08,2.45e+08,-6e+07,1.85e+08,1.85e+08,1.85e+08,1.85e+08,4.349e+09,3.37e+08,4.012e+09,1.876e+09,1.876e+09,1.666e+09,7.63e+08,6.07e+08,1.56e+08,8.654e+09,3.441e+10,5.2156e+10,1.7723e+10,2.115e+09,1.051e+10,5.2133e+10,6.0787e+10,5.566e+09,2.139e+09,3.427e+09,3.37e+09,1.0913e+10,1.0913e+10,1.9849e+10,2.066e+10,2.0914e+10,6.519e+09,1.4395e+10,4.1574e+10,6.1423e+10,4.376e+09,8.97e+08,-5.909e+09,-6.36e+08,-6.36e+08,6.0787e+10,1.651e+09,-9.46e+08,4.66e+08,-4.8e+08,4e+08,-8.55e+08,-1.109e+09,6.2e+07,6.2e+07,6.2e+07,2.403e+10,0.24698,0.03543,0.01748,-0.29088,0.00304,0.43599,-96.5770400000002,0.39531,0.40934,0.408,23.41847,-1.40723,0.00521,52.48267
"38","2019_Q3",29.02296875,"Down",1.196e+10,-8.526e+09,3.434e+09,-2.281e+09,-4.01e+08,-4.89e+08,-1.391e+09,1.153e+09,-2.7e+08,-2.4e+08,-3e+07,8.83e+08,8.83e+08,-2.21e+08,6.62e+08,6.62e+08,6.62e+08,6.62e+08,5.407e+09,3.19e+08,5.088e+09,1.943e+09,1.943e+09,1.708e+09,7.92e+08,6.35e+08,1.57e+08,9.85e+09,3.4702e+10,5.2816e+10,1.7415e+10,2.105e+09,1.0427e+10,5.2117e+10,6.1967e+10,5.718e+09,2.118e+09,3.6e+09,3.5e+09,1.0905e+10,1.0905e+10,2.0123e+10,2.1791e+10,2.0075e+10,5.641e+09,1.4434e+10,4.1866e+10,6.1989e+10,4.391e+09,1.514e+09,-5.927e+09,-2.2e+07,-2.2e+07,6.1967e+10,7.36e+08,-8.4e+08,-1.093e+09,-1.933e+09,2.189e+09,-9.49e+08,1.179e+09,-1.8e+07,-1.8e+07,-1.8e+07,2.5291e+10,0.28712,0.0964,0.05535,-30.09091,0.01068,0.48949,-2817.68182,0.40814,1.48762,1.48568,26.87598,-0.04944,0.01557,17.24545
"39","2019_Q4",28.37859375,"Down",1.1911e+10,-8.614e+09,3.297e+09,-2.489e+09,-4.23e+08,-5e+08,-1.566e+09,8.08e+08,-2.51e+08,-2.49e+08,-2e+06,5.57e+08,5.57e+08,-1.32e+08,4.25e+08,4.25e+08,4.25e+08,4.25e+08,5.168e+09,3.12e+08,4.856e+09,1.85e+09,1.85e+09,1.8e+09,7.54e+08,5.96e+08,1.58e+08,9.572e+09,3.4619e+10,5.3119e+10,1.6984e+10,2.095e+09,1.0132e+10,5.1603e+10,6.1175e+10,5.514e+09,1.932e+09,3.582e+09,3.608e+09,1.0438e+10,1.0438e+10,1.956e+10,2.1625e+10,1.983e+10,5.609e+09,1.4221e+10,4.1455e+10,6.1015e+10,4.212e+09,1.894e+09,-5.946e+09,1.6e+08,1.6e+08,6.1175e+10,8.28e+08,-6.72e+08,2.03e+08,-4.69e+08,9.61e+08,-1.082e+09,-3.66e+08,-7e+06,-7e+06,-7e+06,2.5233e+10,0.2768,0.06784,0.03568,2.65625,0.00695,0.48937,381.34375,0.41247,0.96172,0.96067,26.95315,0.36206,0.01039,24.83292
"40","2020_Q1",22.755,"Down",1.1313e+10,-7.544e+09,3.769e+09,-3.04e+09,-8.1e+08,-5.13e+08,-1.717e+09,7.29e+08,-1.58e+08,-2.41e+08,8.3e+07,5.71e+08,5.71e+08,-1.57e+08,4.14e+08,4.14e+08,4.14e+08,4.14e+08,3.826e+09,2.8e+08,3.546e+09,1.75e+09,1.75e+09,1.851e+09,7.79e+08,6.21e+08,1.58e+08,8.206e+09,3.4995e+10,5.3654e+10,1.6794e+10,2.084e+09,9.974e+09,5.1789e+10,5.9995e+10,5.741e+09,2.062e+09,3.679e+09,2.861e+09,9.709e+09,9.709e+09,1.8311e+10,2.1454e+10,2.0348e+10,6.052e+09,1.4296e+10,4.1802e+10,6.0113e+10,3.949e+09,2.264e+09,-6.331e+09,-1.18e+08,-1.18e+08,5.9995e+10,6e+08,-1.604e+09,2.243e+09,6.39e+08,-3.78e+09,2.823e+09,-1.272e+09,-3.3e+07,-3.3e+07,-3.3e+07,2.4315e+10,0.33316,0.06444,0.0366,-3.50847,0.0069,0.44815,-509.4322,0.40528,0.95265,0.95028,26.03209,-0.27153,0.01026,28.10562
"41","2020_Q2",12.1279365079365,"Down",8.515e+09,-7.717e+09,7.98e+08,-3.347e+09,-3.85e+08,-5.6e+08,-2.402e+09,-2.549e+09,-3.41e+08,-2.36e+08,-1.05e+08,-2.89e+09,-2.89e+09,6.49e+08,-2.241e+09,-2.241e+09,-2.241e+09,-2.241e+09,3.576e+09,4.74e+08,3.102e+09,1.02e+09,1.02e+09,1.772e+09,8.07e+08,6.5e+08,1.57e+08,7.175e+09,3.4206e+10,5.0647e+10,1.7199e+10,2.059e+09,9.812e+09,5.1405e+10,5.858e+10,5.376e+09,1.648e+09,3.728e+09,3.518e+09,1.0319e+10,1.0319e+10,1.9213e+10,2.1564e+10,2.0439e+10,6.107e+09,1.4332e+10,4.2003e+10,6.1216e+10,3.865e+09,-2.1e+07,-6.48e+09,-2.636e+09,-2.636e+09,5.858e+10,-1.68e+08,-8.1e+08,6.48e+08,-1.62e+08,7.72e+08,-3.2e+07,5.26e+08,1.96e+08,1.96e+08,1.96e+08,2.5082e+10,0.09372,-0.29935,-0.26318,0.850150000000002,-0.03826,0.37345,-23.2230700000003,0.42817,-5.26411,-5.26411,20.00174,-6.19197,-0.05125,-8.43703
"42","2020_Q3",12.5340625,"Up",1.622e+09,-4.445e+09,-2.823e+09,3.38e+08,-5.7e+07,-4.99e+08,8.94e+08,-2.485e+09,-1.74e+08,-2.45e+08,7.1e+07,-2.659e+09,-2.659e+09,5.92e+08,-2.067e+09,-2.067e+09,-2.067e+09,-2.067e+09,9.813e+09,4.62e+08,9.351e+09,8.79e+08,8.79e+08,1.653e+09,1.444e+09,9.05e+08,5.39e+08,1.3789e+10,3.3351e+10,4.9844e+10,1.7404e+10,2.049e+09,9.539e+09,5.0755e+10,6.4544e+10,6.148e+09,1.175e+09,4.973e+09,2.575e+09,9.277e+09,9.277e+09,1.8e+10,2.8698e+10,2.1015e+10,6.019e+09,1.4996e+10,4.9713e+10,6.7713e+10,5.382e+09,-2.088e+09,-6.463e+09,-3.169e+09,-3.169e+09,6.4544e+10,-9.08e+08,-2.75e+08,-6.524e+09,-6.799e+09,6.215e+09,-5.2e+07,7.688e+09,-1.9e+07,-1.9e+07,-1.9e+07,3.1273e+10,-1.74044,-1.53206,-1.27435,0.65226,-0.03202,0.76606,-21.36731,0.48452,-4.82035,-4.82035,3.78259,-7.39027,-0.04208,-8.63581
