"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_investment_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"23","2019_Q4",70.22671875,"Up",6.367e+09,-5166400000,1200600000,-450100000,-172600000,-82200000,-195300000,750500000,32700000,21100000,11600000,783200000,-5600000,777600000,-169700000,607900000,607900000,607900000,607900000,4777300000,3669500000,1107800000,1.729e+09,1.729e+09,1292600000,387300000,387300000,8186200000,6231800000,13349700000,13349700000,19581500000,27767700000,4177300000,4177300000,6.46e+08,6.46e+08,8963300000,6.716e+09,2125700000,753700000,1.372e+09,8841700000,1.7805e+10,464200000,10798700000,-1.19e+09,9962700000,9962700000,27767700000,607900000,-1.27e+08,-25900000,727100000,41100000,178400000,-137300000,-137300000,-2800000,-469400000,-431100000,-110800000,347900000,9900000,193300000,489300000,489300000,-39200000,450100000,1.0856e+10,0.18857,0.11787,0.09548,0.06102,0.02189,0.9133,1.78717,0.39096,1.7544,1.75086,18.37518,28.75238,0.31977,0.03132,0.18227,8.09953
"24","2020_Q1",66.1040322580645,"Down",4637200000,-4.717e+09,-79799999.9999998,-508700000,-183200000,-83600000,-241900000,308500000,382900000,20100000,10300000,691400000,-3600000,687800000,-156500000,531300000,531300000,531300000,531300000,5337200000,4175100000,1162100000,1306100000,1306100000,1153200000,3.88e+08,3.88e+08,8184500000,6531900000,13644700000,13644700000,20176600000,28361100000,4619700000,3823200000,587300000,587300000,9317200000,7112500000,2225300000,790200000,1435100000,9337800000,1.8655e+10,407700000,10398500000,-1100100000,9706100000,9706100000,28361100000,531300000,1058700000,146100000,943700000,-26300000,160500000,-186800000,-186800000,-44500000,-580100000,-650900000,-110800000,255900000,2.7e+07,172100000,464900000,464900000,40700000,505600000,11222700000,-0.01721,0.06653,0.11457,0.05474,0.01873,0.87843,1.92199,0.39571,1.53157,1.53024,13.36754,27.97953,0.3194,0.02773,0.20855,19.0778
"25","2020_Q2",65.9961904761905,"Down",5161700000,-4.246e+09,915700000,-464400000,-1.64e+08,-7.1e+07,-229400000,451300000,27900000,14800000,13100000,479200000,-1.7e+07,462200000,-102800000,359400000,359400000,359400000,359400000,4420100000,3323100000,1.097e+09,1.277e+09,1.277e+09,1270100000,529900000,529900000,7497100000,6433100000,13364500000,13364500000,19797600000,27294700000,3.803e+09,3.803e+09,542900000,542900000,8258400000,7.226e+09,2172900000,780100000,1392800000,9398900000,17657300000,420600000,10642200000,-1383900000,9637400000,9637400000,27294700000,359400000,187200000,-190700000,425900000,-63300000,113100000,-176400000,-176400000,40500000,-76900000,-379800000,-907400000,108900000,6300000,-833700000,-787600000,-787600000,-64400000,-8.52e+08,11138500000,0.1774,0.08743,0.06963,0.03729,0.01317,0.90782,1.83216,0.40808,1.03603,1.03484,14.8795,27.78149,2.61574,0.0552,2.52476,14.88677
"26","2020_Q3",79.50890625,"Up",3062200000,-2488400000,573800000,-410800000,-120200000,-66500000,-224100000,1.63e+08,28500000,9e+06,19500000,191500000,-7500000,1.84e+08,-36300000,147700000,147700000,147700000,147700000,4275200000,3.128e+09,1147200000,1248300000,1248300000,1136400000,492100000,492100000,7.152e+09,6448500000,12805900000,12805900000,19254400000,26406400000,3.625e+09,3.625e+09,5.06e+08,5.06e+08,7110800000,7416800000,2.102e+09,774900000,1327100000,9518800000,16629600000,429200000,10679100000,-1289900000,9776800000,9776800000,26406400000,147700000,900500000,-165700000,934900000,-6300000,129500000,-135800000,-135800000,-28800000,-19700000,-214300000,-110600000,-8.39e+08,5e+06,-944700000,-224100000,-224100000,2.9e+07,-195100000,10396600000,0.18738,0.05323,0.04823,0.01511,0.00559,1.00579,1.70092,0.39372,0.42626,0.42577,8.83752,28.21587,0.31919,0.0116,0.74882,37.5546
"27","2020_Q4",83.64609375,"Up",3794400000,-3.855e+09,-60600000,-458900000,-131700000,-64700000,-262500000,226100000,266900000,6400000,1.3e+07,4.93e+08,-3100000,489900000,-104400000,385500000,385500000,385500000,385500000,4538600000,3344300000,1194300000,1364700000,1364700000,1124500000,541500000,541500000,7569300000,6572800000,13091600000,13091600000,19664400000,27233700000,3993600000,3993600000,487900000,487900000,7097400000,7776500000,2175400000,791300000,1384100000,9951900000,17049300000,461400000,10953600000,-1.189e+09,10184400000,10184400000,27233700000,385500000,413200000,155400000,831700000,62700000,176700000,-1.14e+08,-1.14e+08,-37200000,-905300000,-440200000,-110900000,-128700000,3e+07,-209600000,181900000,181900000,34400000,216300000,10392400000,-0.01597,0.05959,0.1016,0.03785,0.01416,1.06649,1.67406,0.3816,1.11191,1.10871,10.94433,29.37525,0.31987,0.02182,0.28768,25.89031
"28","2021_Q1",89.9381967213115,"Up",5.136e+09,-4.487e+09,6.49e+08,-529200000,-165500000,-71700000,-2.92e+08,4.21e+08,1.02e+08,5700000,8500000,5.23e+08,-1200000,521800000,-1.16e+08,405800000,405800000,405800000,405800000,4968600000,3539600000,1.429e+09,1197500000,1197500000,1221900000,515600000,515600000,7903600000,6855100000,13501300000,13501300000,20356400000,2.826e+10,4217500000,3974900000,457400000,457400000,4674900000,10853300000,2341800000,854600000,1487200000,13195100000,1.787e+10,435100000,11005200000,-1050300000,1.039e+10,1.039e+10,2.826e+10,405800000,283100000,105800000,794700000,58400000,182600000,-124200000,-124200000,-219100000,-680800000,-841500000,-110900000,278500000,12400000,179500000,132700000,132700000,62600000,195300000,10853300000,0.12636,0.08197,0.07901,0.03906,0.01436,1.69065,1.71992,0.38405,1.16912,1.1671,14.79689,29.93374,0.3195,0.02191,0.27329,13.97791
"29","2021_Q2",88.5131746031746,"Down",5413500000,-4689700000,723800000,-519900000,-161100000,-80100000,-278700000,5.06e+08,1.06e+08,4900000,13200000,6.12e+08,-3700000,608300000,-137500000,470800000,470800000,470800000,470800000,4741100000,3.32e+09,1421100000,1649900000,1649900000,1465400000,572200000,572200000,8428600000,6674600000,13400200000,13400200000,20074800000,28503400000,4583800000,4583800000,402900000,402900000,8029600000,7521800000,2234300000,775700000,1458600000,9756100000,17785700000,471500000,1.1364e+10,-1116400000,10717700000,10717700000,28503400000,470800000,228900000,-162800000,536900000,126300000,240900000,-114600000,-114600000,-4800000,-337200000,-215700000,-353700000,-1.82e+08,28800000,-508300000,-187100000,-187100000,-32500000,-219600000,10564700000,0.1337,0.09347,0.08697,0.04393,0.01652,1.04969,1.65947,0.37065,1.35443,1.35132,15.57394,30.83343,1.01755,0.03506,0.75127,11.50909
"30","2021_Q3",80.42078125,"Down",5387600000,-4659400000,728200000,-529300000,-164400000,-84400000,-280500000,522800000,1.17e+08,5e+06,17200000,639800000,5e+05,640300000,-144800000,495500000,495500000,495500000,495500000,4504400000,3069800000,1434600000,1525700000,1525700000,2054600000,796900000,796900000,8881600000,6737600000,1.3393e+10,1.3393e+10,20130600000,29012200000,4683700000,4683700000,384200000,384200000,8477800000,7158700000,2191900000,754600000,1437300000,9350600000,17828400000,476100000,11738700000,-1029599999,11183800001,11183800001,29012200001,495500000,356500000,-521200000,330800000,104700000,232500000,-127800000,-127800000,-11200000,-544500000,-4.51e+08,-118100000,-26400000,1300000,-143200000,-263400000,-263400000,13200000,-250200000,10568600000,0.13516,0.09704,0.09197,0.04431,0.01708,1.04763,1.59413,0.36428,1.42549,1.42222,15.49942,32.17434,0.33976,0.02563,0.23835,11.59946
"31","2021_Q4",84.3534375,"Up",4737700000,-4184400000,553300000,-460900000,-168600000,-72500000,-219800000,3.7e+08,1.09e+08,1600000,11200000,4.79e+08,0,4.79e+08,-104600000,374400000,374400000,374400000,374400000,3777200000,2227800000,1549400000,1475800000,1475800000,2516700000,667900000,667900000,8437600000,6591100000,12881200000,12881200000,19472300000,27909900000,4427900000,4427900000,348400000,348400000,4776300000,9855100000,1948100000,549500000,1398600000,11803200000,16579500000,4.79e+08,11998100000,-1145200000,11330400000,11330400000,27909900000,374400000,438700000,-530600000,282500000,73800000,212700000,-138900000,-138900000,-135100000,-297400000,-358700000,-118100000,-620200000,0,-738400000,-814600000,-814600000,-27400000,-8.42e+08,9855100000,0.11679,0.0781,0.07903,0.03304,0.01341,1.76656,1.46328,0.3531,1.07648,1.07494,13.62191,32.57734,0.33956,0.02129,0.31544,16.42676
"32","2022_Q1",90.7037096774194,"Up",6295700000,-5576600000,719100000,-460200000,-182700000,-87100000,-190400000,518700000,129600000,4e+06,3.1e+07,648300000,2700000,6.51e+08,-139600000,511400000,511400000,511400000,511400000,4987700000,3428300000,1559400000,1575100000,1575100000,1.976e+09,732900000,732900000,9271700000,6.587e+09,13650700000,13650700000,20237700000,29509400000,5076500000,4555400000,329100000,329100000,5405600000,10431800000,2.078e+09,590400000,1487600000,12509800000,17915400000,489300000,12025800000,-921100000,1.1594e+10,1.1594e+10,29509400000,511400000,-247200000,772300000,1036500000,40200000,2.18e+08,-177800000,-177800000,-2.5e+07,-352500000,-337300000,-118100000,617700000,7400000,5.07e+08,1206200000,1206200000,-5700000,1200500000,10431800000,0.11422,0.08239,0.08123,0.04411,0.01733,1.7152,1.54523,0.35351,1.46996,1.46743,18.09629,33.32567,0.33947,0.02612,0.23093,10.49566
"33","2022_Q2",84.0324193548387,"Down",6106400000,-5285500000,820900000,-405200000,-183700000,-7.8e+07,-143500000,649600000,1.22e+08,-2500000,3.2e+07,771600000,-2e+05,771400000,-170900000,600500000,600500000,600500000,600500000,4830100000,3314900000,1515200000,1927800000,1927800000,2222100000,720500000,720500000,9700500000,6516800000,14368800000,14368800000,20885600000,30586100000,5246300000,5246300000,309300000,309300000,5555600000,1.086e+10,2027200000,620200000,1.407e+09,12887200000,18442800000,5.15e+08,12507900000,-877700000,12143300000,12143300000,30586100000,600500000,-288900000,147700000,459300000,49700000,188100000,-138400000,-138400000,-3800000,-4.52e+08,-406100000,-639400000,468200000,16700000,-156400000,-103200000,-103200000,-10200000,-113400000,1.086e+10,0.13443,0.10638,0.09834,0.04945,0.01963,1.74608,1.51876,0.35506,1.72409,1.72162,17.53201,34.86448,1.83577,0.04954,1.06478,9.28248
"34","2022_Q3",87.55025,"Up",6786200000,-5.811e+09,975200000,-402600000,-176800000,-80400000,-145400000,794200000,132300000,5400000,22400000,926500000,-4400000,922100000,-201700000,720400000,720400000,720400000,720400000,4790500000,3231300000,1559200000,1959700000,1959700000,2232200000,692100000,692100000,9674500000,6323200000,1.4591e+10,1.4591e+10,20914200000,30588700000,5.234e+09,5.234e+09,271700000,271700000,5505700000,10564300000,2000700000,581500000,1419200000,1.2565e+10,18070700000,521700000,13109900000,-1111700000,1.2518e+10,1.2518e+10,30588700000,720400000,-65500000,-16700000,638200000,31700001,160200000,-128499999,-128499999,-85800000,-418800000,-472899999,-118200000,-73100000,1700000,-189600000,-24299999,-24299999,-59300000,-83599999,10564300000,0.1437,0.11703,0.10616,0.05755,0.02355,1.75718,1.44358,0.34537,2.06774,2.06537,19.47819,35.92997,0.33927,0.03343,0.16408,7.26996
