"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2013_Q2",4.67953125,"Up",12982000,-9468000,3514000,-12329000,-5971000,-6358000,-8815000,-8735000,-8943000,679000,-8264000,-8264000,-8264000,-8264000,67472000,24842000,42630000,10342000,25943000,2111000,2111000,105868000,12672000,26154000,19262000,13620000,58088000,163956000,15662000,3308000,12354000,2719000,1438000,18381000,9532000,9532000,9532000,27913000,153712000,-18417000,748000,136043000,136043000,163956000,-8264000,1032000,342000,7267000,377000,199000,-1119000,-920000,1130000,1130000,1130000,587000,587000,-6000,581000,-7783000,0,-996000,0.27068,-0.67902,-0.63657,-0.06075,-0.0504,0.12052,5.75964,0.20518,0,-0.34924,-0.34924,0.54862,5.74919,-0.04209,-0.05677,-0.00684,8.66915,7.65423
"12","2013_Q3",6.1921875,"Up",16983000,-13154000,3829000,-10820000,-5235000,-5585000,-6991000,-6899000,-6899000,487000,-6412000.00000001,-6412000.00000001,-6412000.00000001,-6412000.00000001,68594000,22250000,46344000,17542000,25625000,1289000,1289000,113050000,12328000,19701000,19573000,14114000,51602000,164652000,15674000,6491000,9183000,9598000,8317000,25272000,9328000,9328000,9328000,34600000,154211000,-24829000,670000,130052000,130052000,164652000,-6412000.00000001,1061000,-154000,974999.999999998,-4530000,-534000,2462000,1928000,13999.9999999998,14000,13999.9999999998,-2588000,-2588000,-4000,-2592000,-5930000,0,-5976000,0.22546,-0.41165,-0.37755,-0.0493,-0.03894,0.932,4.47333,0.26605,0,-0.26958,-0.26958,0.71402,5.46782,-0.25125,-0.046,-0.04288,11.56728,9.81176
"13","2013_Q4",6.068125,"Down",19116000,-12222000,6894000,-9877000,-5628000,-4249000,-2983000,-2763000,-2763000,18000,-2745000,-2745000,-2745000,-2745000,65059000,16626000,48433000,16114000,25794000,1750000,1750000,108717000,13065000,20661000,18910000,13730000,52636000,161353000,16076000,4719000,11357000,7143000,5862000,23219000,9250000,9250000,9250000,32469000,155725000,-27574000,733000,128884000,128884000,161353000,-2745000,1187000,1321000,-3957000,-4194000,60000,-2213000,-2153000,761000,761000,721000,-5626000,-5626000,2000,-5624000,-1796000,0,-5711000,0.36064,-0.15605,-0.1436,-0.0213,-0.01701,2.08051,4.68224,0.25192,0,-0.1147,-0.1147,0.7988,5.38565,-0.23864,-0.01987,-0.04134,36.22439,21.80992
"14","2014_Q1",8.01081967213115,"Up",20551000,-12815000,7736000,-10289000,-5444000,-4845000,-2553000,-2666000,1187000,538000,1725000,1725000,1725000,1725000,69096000,20121000,48975000,15037000,22762000,1237000,1237000,108132000,12945000,12318000,14881000,9979000,40144000,148276000,12308000,4011000,8297000,4682000,3743000,16990000,1715000,1715000,1715000,18705000,156383000,-25849000,725000,129571000,129571000,148276000,1725000,1238000,442000,-4024000,-619000,-844000,6544000,5700000,-1594000,4000,-1594000,3487000,3487000,8000,3495000,-1315000,0,-6721000,0.37643,-0.12423,0.08394,0.01331,0.01163,-3.89623,6.36445,0.14436,0,0.07203,0.07203,0.85812,5.41029,-0.28064,0.01314,-0.05119,52.54449,27.06463
"15","2014_Q2",8.08253968253968,"Up",17015000,-12205000,4810000,-9534000,-5261000,-4273000,-4724000,-4651000,-4651000,130000,-4521000,-4521000,-4521000,-4521000,67374000,27337000,40037000,15254000,20744000,1391000,1391000,104763000,13389000,7659000,14749000,10081000,35797000,140560000,10319000,4082000,6237000,2894000,1955000,13213000,1847000,1847000,1847000,15060000,157909000,-30370000,699000,125500000,125500000,140560000,-4521000,1190000,793000,-1909000,-4447000,-1401000,13234000,11833000,-140000,1e+06,-140000,7246000,7246000,-30000,7216000,-3534000,0,-6974000,0.28269,-0.27764,-0.26571,-0.03602,-0.03216,1.54258,7.92878,0.12,0,-0.1895,-0.1895,0.71318,5.26029,-0.29231,-0.0355,-0.05476,19.06452,14.26207
"16","2014_Q3",6.94546875,"Down",14715000,-9504000,5211000,-10457000,-5899000,-4558000,-5246000,-5127000,-5127000,120000,-5007000,-5007000,-5007000,-5007000,58232000,25059000,33173000,9265000,22613000,1443000,1443000,91553000,13316000,17064000,15307000,10873000,45687000,137240000,11329000,4256000,7073000,3053000,2114000,14382000,2175000,2175000,2175000,16557000,158514000,-35377000,703000,120683000,120683000,137240000,-5007000,1146000,709000,4975000,1823000,-839000,-2036000,-3875000,-241000,178000,-241000,-2293000,-2293000,15000,-2278000,-4100000,0,-84000.0000000019,0.35413,-0.35651,-0.34027,-0.04149,-0.03648,0.0167799999999998,6.3658,0.13719,0,-0.20927,-0.20927,0.61502,5.04401,-0.00350999999999996,-0.04075,-0.00068,14.20293,11.10027
"17","2014_Q4",7.47796875,"Up",14758000,-9943000,4815000,-8900000,-4914000,-3986000,-4085000,-3971000,-3971000,412000,-3559000,-3559000,-3559000,-3559000,54487000,21714000,32773000,9399000,23109000,1791000,1791000,88786000,12438000,16253000,15172000,10972000,43863000,132649000,15186000,4601000,10585000,2737000,1798000,17923000,1821000,1821000,1821000,19744000,160305000,-38936000,699000,112905000,112905000,132649000,-3559000,1159000,824000,2247000,671000,-47000,549000,502000,-4523000,1068000,-4523000,-3350000,-3350000,5000,-3345000,-2926000,0,-1138000,0.32626,-0.2768,-0.24116,-0.03152,-0.02683,0.31975,4.95375,0.17487,0,-0.15044,-0.15044,0.62381,4.77238,-0.0481,-0.03102,-0.00992,18.62167,13.33831
"18","2015_Q1",6.77819672131148,"Down",19062000,-16465000,2597000,-8146000,-5131000,-3015000,-5549000,-5676000,-5268000,-9090000,-14358000,-14358000,-14358000,-14358000,51080000,21482000,29598000,12087000,19212000,1727000,1727000,84106000,12826000,17542000,5801000,1835000,36169000,120275000,16894000,4640000,12254000,2551000,2551000,19445000,2200000,2200000,2200000,21645000,161294000,-53294000,619000,98630000,98630000,120275000,-14358000,1210000,9786000,2621000,-741000,-1405000,3775000,1590000,-929000,313000,-1021000,-172000,-172000,-60000,-232000,-4339000,0,5967000,0.13624,-0.2911,-0.75323,-0.14557,-0.11938,-0.415590000000002,4.32533,0.21946,0,-0.61776,-0.61776,0.82015,4.24361,0.25673,-0.1424,0.05918,11.7723,9.20526
"19","2015_Q2",5.48888888888889,"Down",19885000,-12963000,6922000,-9861000,-5253000,-4608000,-2939000,-2860000,-2860000,-33000,-2893000,-2893000,-2893000,-2893000,50334000,17068000,33266000,11561000,18966000,1836000,1836000,82697000,12784000,11189000,5632000,1879000,29605000,112302000,12753000,4767000,7986000,2365000,2365000,15118000,2285000,2285000,2285000,17403000,163414000,-56187000,648000,94899000,94899000,112302000,-2893000,1173000,967000,-1295000,-2048000,-918000,524000,-394000,-1972000,834000,-1972000,-4414000,-4414000,-36952.3190041953,-4414000,-1766000,0,-3946000,0.3481,-0.1478,-0.14549,-0.03049,-0.02576,1.36398,5.4701,0.18338,0,-0.12454,-0.12454,0.85604,4.08537,-0.16987,-0.02977,-0.0406,28.5017,17.12623
"20","2015_Q3",5.065625,"Down",20458000,-12653000,7805000,-7523000,-4576000,-2947000,282000,269000,269000,-257000.000000001,12000.0000000019,12000,12000,12000,47756000,16217000,31539000,11363000,18517000,1728000,1728000,79364000,12360000,9264000,5745000,2206000,27369000,106733000,14367000,4169000,10198000,557000,557000,14924000,2586000,2586000,2586000,17510000,164057000,-56175000,609000,89223000,89223000,106733000,12000.0000000019,1151000,776999.999999999,373000,2313000,-605000,3579000,2974000,-5986000,76000.0000000001,-6103000,-815999.999999999,-815999.999999999,-35000,-851000,1433000,0,1458000,0.38151,0.01378,0.00059000000000009,0.000129999999999995,0.000110000000000002,121.5,5.31788,0.19625,0,0.000529999999999961,0.000530000000000017,0.90406,3.94286,0.06443,0.000130000000000009,0.01588,-33.32589,-169.34752
"21","2015_Q4",4.975625,"Down",18419000,-13506000,4913000,-8692000,-4736000,-3956000,-3779000,-3757000,-3757000,-2000,-3759000,-3759000,-3759000,-3759000,47055000,18034000,29021000,13558000,15659000,1728000,1728000,7.8e+07,11934000,7303000,6646000,3320000,25883000,103883000,11649000,4233000,7416000,4413000,4413000,16062000,2509000,2509000,2509000,18571000,165690000,-59934000,493000,85312000,85312000,103883000,-3759000,1129000,1062000,987000,-581000,-666000,4413000,3747000,-1230000,781000,-1231000,1935000,1935000,-118000,1817000,-2650000,0,-2327000,0.26674,-0.20517,-0.20408,-0.04406,-0.03618,0.61905,4.85618,0.21768,0,-0.17082,-0.17082,0.83704,3.87694,-0.10575,-0.0428,-0.0265,17.7566,12.45171
"22","2016_Q1",4.51918032786885,"Down",16398000,-9721000,6677000,-9223000,-5073000,-4150000,-2546000,-2455000,-2263000,-263000,-2526000,-2526000,-2526000,-2526000,36954000,13746000,23208000,12310000,18760000,1712000,1712000,69736000,11921000,9673000,6351000,3239000,27945000,97681000,15648000,5950000,9698000,3625000,3625000,19273000,2411000,2411000,2411000,21684000,166534000,-62460000,412000,75997000,75997000,97681000,-2526000,1144000,1148000,1185000,951000,-917000,3326000,2409000,-7616000,7999.99999999977,-7630000,-4270000,-4270000,-18000,-4288000,-1402000,0,-871000,0.40718,-0.15526,-0.15404,-0.03324,-0.02586,0.344809999999994,3.61833,0.28533,0,-0.12023,-0.12023,0.78052,3.61735,-0.04146,-0.03222,-0.01111,26.35806,14.51453
"23","2016_Q2",4.95171875,"Up",13664000,-9808000,3856000,-10172000,-4996000,-5176000,-6316000,-6279000,-6279000,-26000,-6305000,-6305000,-6305000,-6305000,36542000,21800000,14742000,5203000,20368000,1599000,1599000,63712000,12208000,6951000,6150000,3251000,25309000,89021000,11239000,4455000,6784000,3625000,3625000,14864000,2385000,2385000,2385000,17249000,168503000,-68765000,523000,71772000,71772000,89021000,-6305000,1176000,1163000,1518000,-2448000,-1250000,11196000,9946000,711000,711000,489000,7987000,7987000,67000,8054000,-5140000,0,-4846000,0.2822,-0.46224,-0.46143,-0.08785,-0.07083,0.7686,4.28633,0.24033,0,-0.3068,-0.3068,0.66488,3.49238,-0.2358,-0.08502,-0.06535,7.10934,5.78562
"24","2016_Q3",5.94765625,"Up",14918000,-8792000,6126000,-9934000,-4956000,-4978000,-3808000,-3720000,-3720000,230000,-3490000,-3490000,-3490000,-3490000,35388000,18733000,16655000,16808000,22487000,1621000,1621000,76304000,11727000,5226000,5410000,2725000,22363000,98667000,11978000,4040000,7938000,14979000,14979000,26957000,2883000,2883000,2883000,29840000,169080000,-72255000,491000,68827000,68827000,98667000,-3490000,1482000,758000,-607000,-1857000,-789000,-202000.000000002,-991000.000000002,4000,4000.00000000012,-175000,-3023000,-3023000,-44000,-3067000,-2326000,0,-3952000,0.41064,-0.25526,-0.23395,-0.05071,-0.03537,1.13238,2.83058,0.43355,0,-0.16867,-0.16867,0.72099,3.32642,-0.191,-0.04867,-0.05511,15.2141,9.29307
"25","2016_Q4",6.30253968253968,"Up",22560000,-14045000,8515000,-8838000,-4772000,-4066000,-323000,-264000,-264000,-217000,-481000,-481000,-481000,-481000,36645000,20823000,15822000,19014000,26914000,1968000,1968000,84541000,11348000,4257000,5382000,2910000,20987000,105528000,18100000,5814000,12286000,14247000,14247000,32347000,3319000,3319000,3319000,35666000,170629000,-72736000,458000,69862000,69862000,105528000,-481000,1086000,982000,-334000,1253000,-488000,753000,87000,767000,767000,765000,2105000,2105000,-15000,2090000,763000,0,158000,0.37744,-0.01432,-0.02132,-0.00689,-0.00456,-0.32848,2.61357,0.51052,0,-0.02305,-0.02305,1.08098,3.34748,0.00757,-0.00657,0.00216,-48.02752,113.45201
"26","2017_Q1",10.1601612903226,"Up",28982000,-17070000,11912000,-9128000,-5192000,-3936000,2784000,2795000,3073000,-238000,2835000,2835000,2835000,2835000,44645000,27043000,17602000,17447000,24876000,1768000,1768000,88736000,11237000,3593000,4758000,2500000,19588000,108324000,26554000,5323000,21231000,5422000,5422000,31976000,3082000,3082000,3082000,35058000,171335000,-69901000,321000,73266000,73266000,108324000,2835000,1093000,742000,2165000,6835000,-638000,-171000,-453000,6999.99999999977,6999.99999999977,-47000,6335000,6335000,-115000,6220000,3877000,0,5642000,0.41101,0.09606,0.09782,0.03869,0.02617,1.99012,2.77508,0.4785,0,0.13544,0.13544,1.38458,3.50019,0.26954,0.03713,0.0739,-11.51535,-16.03628
"27","2017_Q2",12.7603174603175,"Up",30388000,-17341000,13047000,-10956000,-6274000,-4682000,2091000,2201000,2201000,-372000,1829000,1829000,1829000,1829000,40804000,25577000,15227000,21630000,24077000,2103000,2103000,88614000,11883000,4038000,4193000,2148000,20114000,108728000,17282000,6824000,10458000,11572000,11572000,28854000,3288000,3288000,3288000,32142000,173886000,-69170000,359000,76586000,76586000,108728000,1829000,1015000,1185000,-6010000,-1981000,-1448000,1906000,458000,1083000,1083000,-129000,-1652000,-1652000,34000,-1618000,3106000,0,-3980000,0.42935,0.06881,0.06019,0.02388,0.01682,-2.17605,3.07112,0.41969,0,0.08621,0.08025,1.43232,3.60982,-0.18759,0.0229,-0.04983,-13.13715,-19.51411
"28","2017_Q3",9.73079365079365,"Down",30963000,-19493000,11470000,-10131000,-5713000,-4418000,1339000,1466000,1466000,-366000,1100000,1100000,1100000,1100000,33792000,19575000,14217000,26635000,26834000,2156000,2156000,89417000,12244000,7568000,3974000,2143000,23786000,113203000,18583000,9529000,9054000,13178000,13178000,31761000,3335000,3335000,3335000,35096000,174267000,-68070000,399000,78107000,78107000,113203000,1100000,958000,834000,-4927000,-2035000,-1105000,-2547000,-3652000,369000,369000,-406000,-6093000,-6093000,41000,-6052000,2297000,0,-3369000,0.37044,0.04325,0.03553,0.01408,0.00972,-3.06273,2.81531,0.44933,0,0.05117,0.0474,1.44041,3.63356,-0.15673,0.01351,-0.04137,-14.71136,-25.23674
"29","2017_Q4",7.67428571428571,"Down",26726000,-15427000,11299000,-10030000,-5495000,-4535000,1269000,1297000,1297000,-67000,1230000,1230000,1230000,1230000,37234000,19197000,18037000,22311000,32581000,2825000,2825000,94951000,12509000,6165000,3807000,2145000,22481000,117432000,20673000,7036000,13637000,12347000,12347000,33020000,2994000,2994000,2994000,36014000,176304000,-66840000,443000,81418000,81418000,117432000,1230000,904000,864000,-721000,2277000,-1e+06,-2411000,-3411000,892000,892000,717000,-417000,-417000,39000,-378000,2173000,0,519000,0.42277,0.04748,0.04602,0.01511,0.01047,0.42195,2.87556,0.44233,0,0.05665,0.05355,1.23088,3.74974,0.0239,0.01457,0.00615,-17.13484,-29.34121
"30","2018_Q1",6.57754098360656,"Down",24770000,-14923000,9847000,-9921000,-5832000,-4089000,-74000.0000000002,-48000,257000,-298000,-40999.9999999998,-41000,-41000,-41000,35639000,19941000,15698000,20474000,33792000,2524000,2524000,92429000,12478000,6849000,3267000,1764000,22594000,115023000,18455000,3949000,14506000,11026000,11026000,29481000,2879000,2879000,2879000,32360000,177543000,-66881000,490000,82663000,82663000,115023000,-41000,994000,1113000,-2705000,-639000,-803000,1635000,832000,85000.0000000002,85000.0000000002,74000,267000,267000,77000,344000,920000,0,-2290000,0.39754,-0.00299,-0.00166000000000002,-5e-04,-0.000359999999999999,55.85366,3.13521,0.39147,0,-0.00187999999999999,-0.00181,1.1365,3.79275,-0.10507,-0.00048,-0.02677,-38.73804,481.60811
"31","2018_Q2",5.30734375,"Down",17974000,-13099000,4875000,-9996000,-5829000,-4167000,-5121000,-4976000,-4976000,-160000,-5136000,-5136000,-5136000,-5136000,35399000,16306000,19093000,18503000,35573000,2306000,2306000,91781000,12180000,4277000,3132000,1783000,19589000,111370000,18420000,4970000,13450000,11708000,11708000,30128000,2724000,2724000,2724000,32852000,180092000,-73651000,566000,78518000,78518000,111370000,-5136000,1043000,798000,-752000,-4047000,-592000,-833000,-1425000,2065000,2065000,1732000,-3740000,-3740000,105000,-3635000,-4078000,0,-5262000,0.27123,-0.28491,-0.28575,-0.06541,-0.04612,1.02453,3.04637,0.4184,0,-0.23232,-0.23232,0.81305,3.55173,-0.23802,-0.06322,-0.06477,8.68048,6.91252
