"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","other_intangible_assets","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","disposition_of_fixed_assets_intangibles","disposition_of_fixed_assets","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repayment_of_short_term_debt_net","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"21","2015_Q2",85.4871428571429,"Up",9.213e+09,-6.362e+09,2.851e+09,-1.23e+09,-1.23e+09,1.621e+09,-5.7e+07,-7.7e+07,2e+07,1.564e+09,1.564e+09,-4.18e+08,1.146e+09,1.146e+09,-3e+07,1.116e+09,1.116e+09,6.575e+09,6.575e+09,8.158e+09,4.507e+09,3.032e+09,2.376e+09,2.2272e+10,5.3e+09,4.64e+08,1.7321e+10,1.2685e+10,2.19e+09,3.29e+08,2.117e+09,2.3085e+10,4.5357e+10,1.1386e+10,5.263e+09,6.123e+09,4.046e+09,1.5432e+10,5.661e+09,6.345e+09,9.11e+08,9.11e+08,2.1e+08,5.224e+09,1.2006e+10,2.7438e+10,6.111e+09,-1.0281e+10,2.3811e+10,-2.099e+09,1.7542e+10,3.77e+08,1.7919e+10,4.5357e+10,1.116e+09,2.16e+08,-7.3e+07,5e+06,9.3e+07,-1.71e+08,-8.38e+08,-1.7e+08,-8.6e+07,-1.12e+08,-4.7e+08,4.21e+08,-1.64e+08,1e+06,1e+06,-1.65e+08,-1.65e+08,-3.95e+08,1.106e+09,-1.501e+09,-1.78e+08,-9.2e+08,-4.15e+08,1.02e+09,1.052e+09,-3.2e+07,-3.5e+07,3e+06,-2.85e+08,7.8e+07,-3.63e+08,4.7e+07,3.67e+08,-1.32e+08,-1.32e+08,-2.52e+08,-3.84e+08,1.837e+09,9.707e+09,1.253e+09,0.30945,0.17595,0.12113,0.06228,0.0246,1.12276,1.44323,1.53122,0.21401,1.36467,1.34714,11.26588,21.45078,1.5322,0.50747,0.04507,0.03688,0.37186,1.70495,1.93214
"22","2015_Q3",83.84953125,"Down",9.775e+09,-6.814e+09,2.961e+09,-1.242e+09,-1.242e+09,1.719e+09,-5.7e+07,-7.7e+07,2e+07,1.662e+09,1.662e+09,-4.4e+08,1.222e+09,1.222e+09,-2.8e+07,1.194e+09,1.194e+09,5.954e+09,5.954e+09,8.237e+09,4.447e+09,4.542e+09,3.883e+09,2.318e+10,5.381e+09,4.91e+08,1.736e+10,1.2763e+10,2.141e+09,3.65e+08,2.091e+09,2.3232e+10,4.6412e+10,1.1417e+10,5.352e+09,6.065e+09,4.157e+09,1.5574e+10,5.562e+09,6.42e+09,9.21e+08,9.21e+08,3e+08,5.199e+09,1.1982e+10,2.7556e+10,6.192e+09,-1.0351e+10,2.4585e+10,-1.969e+09,1.8457e+10,3.99e+08,1.8856e+10,4.6412e+10,1.194e+09,2.26e+08,1.51e+08,3e+07,3.3e+07,8.8e+07,-1.63e+08,-80000000.0000001,6.1e+07,87999999.9999999,-2.32e+08,1.408e+09,-2.41e+08,2e+06,2e+06,-2.43e+08,-2.43e+08,-1.412e+09,9.53e+08,-2.365e+09,2.8e+07,-1.625e+09,-4.36e+08,66000000.0000002,7.7e+07,-1.1e+07,-2.2e+07,1.1e+07,-76000000.0000001,4.7e+07,-1.23e+08,9e+06,-4.37e+08,-6.54e+08,-6.54e+08,3.3e+07,-6.21e+08,1.945e+09,9.719e+09,1.981e+09,0.30292,0.17586,0.12215,0.06332,0.02573,1.65913,1.48838,1.46139,0.20941,1.46098,1.44348,11.96073,22.58407,2.42396,0.53349,0.04658,0.05661,0.36516,1.93573,2.19023
"23","2015_Q4",84.940625,"Up",9.611e+09,-6.654e+09,2.957e+09,-1.202e+09,-1.202e+09,1.755e+09,-4.8e+07,-7.2e+07,2.4e+07,1.707e+09,1.707e+09,-4.31e+08,1.276e+09,1.276e+09,-1.2e+07,1.264e+09,1.264e+09,6.563e+09,6.563e+09,7.936e+09,4.441e+09,4.539e+09,3.8e+09,2.3479e+10,5.451e+09,4.71e+08,1.7224e+10,1.2684e+10,2.071e+09,3.29e+08,2.14e+09,2.3146e+10,4.6625e+10,1.1399e+10,5.363e+09,6.036e+09,4.968e+09,1.6367e+10,5.599e+09,6.492e+09,8.92e+08,8.92e+08,4.99e+08,5.101e+09,1.2091e+10,2.8458e+10,6.25e+09,-1.155e+10,2.5433e+10,-2.373e+09,1.776e+10,4.07e+08,1.8167e+10,4.6625e+10,1.264e+09,2.19e+08,1.3e+08,2.8e+07,1.58e+08,-5.6e+07,1.14e+08,3.02e+08,5e+06,1.1e+07,-2.04e+08,1.727e+09,-2.77e+08,0,0,-2.77e+08,-2.77e+08,1.56e+08,1.991e+09,-1.835e+09,8.1e+07,-3.9e+07,-4.1e+08,8.25e+08,8.82e+08,-5.7e+07,-9.1e+07,3.4e+07,-1.21e+09,2.5e+07,-1.235e+09,-4.8e+07,-8.43e+08,8.45e+08,8.45e+08,-2.36e+08,6.09e+08,1.974e+09,1.0567e+10,2.242e+09,0.30767,0.1826,0.13152,0.06958,0.02711,1.77373,1.43453,1.56647,0.22664,1.55238,1.53449,11.80376,21.81197,2.75352,0.50354,0.04752,0.06365,0.32437,2.02837,2.28148
"24","2016_Q1",87.2831147540984,"Up",9.982e+09,-6.917e+09,3.065e+09,-1.332e+09,-1.332e+09,1.733e+09,-8e+07,-8.4e+07,4e+06,1.653e+09,1.653e+09,-4.5e+08,1.203e+09,1.203e+09,-9e+06,1.194e+09,1.194e+09,5.455e+09,5.455e+09,8.075e+09,4.42e+09,2.103e+09,2.103e+09,2.0053e+10,5.789e+09,5.17e+08,2.2957e+10,1.5895e+10,4.577e+09,2.83e+08,2.202e+09,2.9263e+10,4.9316e+10,1.1857e+10,5.58e+09,6.277e+09,6.514e+09,1.8371e+10,5.554e+09,6.683e+09,5.26e+08,5.26e+08,5.58e+08,5.599e+09,1.2237e+10,3.0608e+10,6.335e+09,-1.1664e+10,2.6147e+10,-2.535e+09,1.8283e+10,4.25e+08,1.8708e+10,4.9316e+10,1.194e+09,2.22e+08,-1.77e+08,3.1e+07,3.1e+07,-2.39e+08,7.24e+08,1.49e+08,2.5e+08,-4e+06,3.29e+08,1.963e+09,-3.76e+08,1.2e+07,1.2e+07,-3.88e+08,-3.88e+08,1.524e+09,2.537e+09,-1.013e+09,-3.3e+07,-3.93e+09,-4.65e+08,1.534e+09,2.254e+09,-7.2e+08,-7.32e+08,12000000.0000002,-1.27e+08,3.6e+07,-1.63e+08,8000000.00000001,9.5e+08,-1.017e+09,-1.017e+09,-9.1e+07,-1.108e+09,1.955e+09,1.2068e+10,2.753e+09,0.30705,0.17361,0.11962,0.06382,0.02421,2.3057,1.09156,1.63609,0.24471,1.48294,1.46547,12.39762,22.70744,3.41922,0.57753,0.04429,0.07349,0.38945,3.38261,3.81593
"25","2016_Q2",96.2809375,"Up",9.522e+09,-6.547e+09,2.975e+09,-1.28e+09,-1.28e+09,1.695e+09,-6.7e+07,-8.5e+07,1.8e+07,1.628e+09,1.628e+09,-4.02e+08,1.226e+09,1.226e+09,-1e+07,1.216e+09,1.216e+09,4.473e+09,4.473e+09,8.397e+09,4.743e+09,1.919e+09,1.919e+09,1.9532e+10,6.027e+09,5.92e+08,2.4214e+10,1.6708e+10,4.706e+09,3.18e+08,2.482e+09,3.0833e+10,5.0365e+10,1.1402e+10,5.511e+09,5.891e+09,4.257e+09,1.5659e+10,9.7e+09,6.631e+09,5.06e+08,5.06e+08,6.26e+08,5.499e+09,1.6331e+10,3.199e+10,6.497e+09,-1.2719e+10,2.6874e+10,-2.455e+09,1.8197e+10,1.78e+08,1.8375e+10,5.0365e+10,1.216e+09,2.53e+08,-1.7e+07,5.3e+07,4.8e+07,-1.18e+08,-1.133e+09,-2.08e+08,-2.41e+08,-1.13e+08,-5.71e+08,3.19e+08,-1.93e+08,1e+06,1e+06,-1.94e+08,-1.94e+08,4.4e+07,8.8e+08,-8.36e+08,9e+06,-1.196e+09,-4.99e+08,1.579e+09,-2.45e+09,4.029e+09,-4.19e+08,4.448e+09,-1.051e+09,1.05e+08,-1.156e+09,-2.52e+08,-2.23e+08,-1.1e+09,-1.1e+09,1.18e+08,-9.82e+08,1.948e+09,1.3957e+10,1.024e+09,0.31243,0.17801,0.1277,0.06618,0.02414,0.84211,1.24733,1.74095,0.27712,1.51774,1.50016,11.88482,22.71247,1.2781,0.62282,0.04402,0.02628,0.41036,4.86858,5.59528
"26","2016_Q3",98.3896875,"Up",9.991e+09,-6.821e+09,3.17e+09,-1.329e+09,-1.329e+09,1.841e+09,-8.6e+07,-8.5e+07,-1000000.00000001,1.755e+09,1.755e+09,-4.28e+08,1.327e+09,1.327e+09,-8e+06,1.319e+09,1.319e+09,5.045e+09,5.045e+09,8.73e+09,4.678e+09,1.927e+09,1.927e+09,2.038e+10,6.086e+09,5.61e+08,2.4154e+10,1.6688e+10,4.557e+09,3.28e+08,2.581e+09,3.0801e+10,5.1181e+10,1.1505e+10,5.598e+09,5.907e+09,4.406e+09,1.5911e+10,9.607e+09,6.718e+09,4.89e+08,4.89e+08,7.67e+08,5.462e+09,1.6325e+10,3.2236e+10,6.639e+09,-1.3071e+10,2.7702e+10,-2.499e+09,1.8771e+10,1.74e+08,1.8945e+10,5.1181e+10,1.319e+09,2.6e+08,-1.3e+08,4.3e+07,1.34e+08,-3.07e+08,1.34e+08,-1.49e+08,29000000.0000001,1.13e+08,1.41e+08,1.583e+09,-2.81e+08,0,0,-2.81e+08,-2.81e+08,-8e+07,9.05e+08,-9.85e+08,4.3e+07,-3.46e+08,-4.58e+08,2e+08,2.26e+08,-26000000.000001,-5.1e+07,2.5e+07,-3.39e+08,1.38e+08,-4.77e+08,-1e+06,-5.98e+08,6.39e+08,6.39e+08,-6.7e+07,5.72e+08,2.101e+09,1.4013e+10,2.382e+09,0.31729,0.18427,0.13202,0.06962,0.02577,1.80591,1.28087,1.70156,0.27379,1.65622,1.63671,12.54535,23.57009,2.99099,0.57509,0.04479,0.06004,0.34723,4.26844,4.87127
"27","2016_Q4",95.7680952380952,"Down",9.804e+09,-6.903e+09,2.901e+09,-1.367e+09,-1.367e+09,1.534e+09,9.8e+07,-8.2e+07,1.8e+08,1.632e+09,1.632e+09,-3.84e+08,1.248e+09,1.248e+09,-8e+06,1.24e+09,1.24e+09,6.431e+09,6.431e+09,8.627e+09,4.587e+09,2.189e+09,2.189e+09,2.1834e+10,5.725e+09,6.39e+08,2.5358e+10,1.7846e+10,4.847e+09,3.35e+08,2.33e+09,3.1722e+10,5.3556e+10,1.1963e+10,5.418e+09,6.545e+09,6.25e+09,1.8213e+10,9.608e+09,6.361e+09,4.77e+08,4.77e+08,7.01e+08,5.183e+09,1.5969e+10,3.4182e+10,6.665e+09,-1.3182e+10,2.819e+10,-2.482e+09,1.9191e+10,1.83e+08,1.9374e+10,5.3556e+10,1.24e+09,2.6e+08,-2.05e+08,4.9e+07,-3.6e+07,-2.18e+08,2.59e+08,-1.35e+08,-2.1e+07,-1.8e+07,4.33e+08,1.554e+09,-2.71e+08,3e+06,3e+06,-2.74e+08,-2.74e+08,-3.89e+08,8.73e+08,-1.262e+09,1.06e+08,-1.734e+09,-4.53e+08,1.828e+09,1.799e+09,2.9e+07,-8e+06,3.7e+07,-9e+07,1.43e+08,-2.33e+08,2.44e+08,1.529e+09,1.349e+09,1.349e+09,3.7e+07,1.386e+09,1.794e+09,1.5858e+10,2.166e+09,0.2959,0.15647,0.12648,0.064,0.02315,1.74677,1.19881,1.76432,0.2961,1.55621,1.53471,12.30409,24.08485,2.71835,0.56852,0.0407,0.05208,0.36532,5.25474,6.14537
"28","2017_Q1",104.563870967742,"Up",9.985e+09,-6.879e+09,3.106e+09,-1.493e+09,-1.493e+09,1.613e+09,-1.81e+08,-8.6e+07,-9.5e+07,1.432e+09,1.432e+09,-3.87e+08,1.045e+09,1.045e+09,-1.1e+07,1.034e+09,1.034e+09,9.363e+09,7.843e+09,8.177e+09,4.366e+09,1.152e+09,1.152e+09,2.3058e+10,5.793e+09,5.87e+08,2.4708e+10,1.7707e+10,4.634e+09,3.47e+08,2.02e+09,3.1088e+10,5.4146e+10,1.2738e+10,5.69e+09,7.048e+09,3.593e+09,1.6331e+10,1.2182e+10,6.083e+09,4.73e+08,4.73e+08,4.86e+08,5.124e+09,1.8265e+10,3.4596e+10,6.739e+09,-1.3366e+10,2.871e+10,-2.714e+09,1.9369e+10,1.81e+08,1.955e+10,5.4146e+10,1.034e+09,2.57e+08,1.95e+08,3.9e+07,-7e+07,2.26e+08,5.56e+08,-5.5e+07,2.15e+08,2.72e+08,1.24e+08,2.042e+09,-3.29e+08,1.7e+07,1.7e+07,-3.46e+08,-3.46e+08,1.52e+08,1.023e+09,-8.71e+08,1.24e+08,-6.6e+07,-5.05e+08,3.35e+08,-2.039e+09,2.374e+09,-2.361e+09,4.735e+09,-1.9e+08,2.3e+07,-2.13e+08,-2e+06,-3.62e+08,1.614e+09,1.614e+09,-2.02e+08,1.412e+09,1.87e+09,1.5775e+10,2.484e+09,0.31107,0.16154,0.10356,0.05289,0.0191,2.40232,1.41192,1.76962,0.29134,1.30006,1.27465,12.55427,24.35289,3.12316,0.63494,0.03717,0.05999,0.48839,3.42888,3.9752
"29","2017_Q2",112.331111111111,"Up",9.492e+09,-6.529e+09,2.963e+09,-1.422e+09,-1.422e+09,1.541e+09,1.83e+08,-7.5e+07,2.58e+08,1.724e+09,1.724e+09,-3.92e+08,1.332e+09,1.332e+09,-6e+06,1.326e+09,1.326e+09,9.595e+09,7.71e+09,8.155e+09,4.652e+09,1.178e+09,1.178e+09,2.358e+10,5.816e+09,5.33e+08,2.485e+10,1.7827e+10,4.592e+09,3.37e+08,2.094e+09,3.1199e+10,5.4779e+10,1.2595e+10,5.805e+09,6.79e+09,4.686e+09,1.7281e+10,1.1181e+10,5.839e+09,5.46e+08,5.46e+08,4.14e+08,4.879e+09,1.702e+10,3.4301e+10,6.885e+09,-1.3526e+10,2.9526e+10,-2.562e+09,2.0323e+10,1.55e+08,2.0478e+10,5.4779e+10,1.326e+09,2.71e+08,-1.93e+08,5e+07,-4.2e+07,-2.01e+08,-4.64e+08,2.3e+07,-2.86e+08,1.15e+08,-3.16e+08,9.4e+08,-1.44e+08,2.4e+07,2.4e+07,-1.68e+08,-1.68e+08,-4.31e+08,8.25e+08,-1.256e+09,-2.9e+07,-6.04e+08,-5.03e+08,7e+06,1e+06,6e+06,-5e+06,1.1e+07,-8.9e+07,2.21e+08,-3.1e+08,-3.3e+07,-6.18e+08,-2.82e+08,-2.82e+08,1.49e+08,-1.33e+08,1.812e+09,1.5867e+10,1.596e+09,0.31216,0.16235,0.1397,0.06475,0.02421,1.20362,1.3645,1.67502,0.28965,1.66545,1.64221,11.9219,25.52557,2.00457,0.63177,0.04336,0.03783,0.37934,3.46137,4.07008
"30","2017_Q3",118.688888888889,"Up",1.0078e+10,-7.024e+09,3.054e+09,-1.456e+09,-1.456e+09,1.598e+09,1.8e+08,-7.9e+07,2.59e+08,1.778e+09,1.778e+09,-3.78e+08,1.4e+09,1.4e+09,-8e+06,1.392e+09,1.392e+09,9.821e+09,7.877e+09,8.442e+09,4.651e+09,1.15e+09,1.15e+09,2.4064e+10,5.718e+09,5.7e+08,2.5316e+10,1.8038e+10,4.566e+09,3.57e+08,2.355e+09,3.1604e+10,5.5668e+10,1.28e+10,5.971e+09,6.829e+09,5.181e+09,1.7981e+10,1.1329e+10,5.805e+09,5.37e+08,5.37e+08,3.29e+08,4.939e+09,1.7134e+10,3.5115e+10,6.991e+09,-1.4135e+10,3.0406e+10,-2.837e+09,2.0425e+10,1.28e+08,2.0553e+10,5.5668e+10,1.392e+09,2.76e+08,-1.44e+08,4.4e+07,-5e+07,-1.38e+08,-7.7e+07,-2.99e+08,-1.2e+07,1.99e+08,3.5e+07,1.447e+09,-2.32e+08,1e+06,1e+06,-2.33e+08,-2.33e+08,-5.7e+07,1.016e+09,-1.073e+09,-8.4e+07,-3.88e+08,-5.46e+08,1.8e+08,2e+08,-2e+07,-25000000.0000002,5e+06,-5.27e+08,1.55e+08,-6.82e+08,-7.2e+07,-9.65e+08,9.4e+07,9.4e+07,7.3e+07,1.67e+08,1.874e+09,1.651e+10,1.943e+09,0.30304,0.15856,0.13812,0.06773,0.02501,1.39583,1.3383,1.70851,0.29658,1.74606,1.7235,12.64135,25.62011,2.4372,0.68488,0.04521,0.04533,0.39224,3.56937,4.18586
"31","2017_Q4",128.958412698413,"Up",1.0121e+10,-7.051e+09,3.07e+09,-1.525e+09,-1.525e+09,1.545e+09,2.36e+08,-8.1e+07,3.17e+08,1.781e+09,1.781e+09,-4.18e+08,1.363e+09,1.363e+09,-1.7e+07,1.346e+09,1.346e+09,1.017e+10,7.389e+09,8.587e+09,4.751e+09,1.136e+09,1.136e+09,2.4644e+10,5.757e+09,6.43e+08,2.5724e+10,1.8268e+10,4.587e+09,2.64e+08,2.605e+09,3.2124e+10,5.6768e+10,1.2895e+10,6.061e+09,6.834e+09,5.33e+09,1.8225e+10,1.1453e+10,5.859e+09,5.3e+08,5.3e+08,3e+08,5.029e+09,1.7312e+10,3.5537e+10,7.073e+09,-1.4406e+10,3.1247e+10,-2.84e+09,2.1074e+10,1.57e+08,2.1231e+10,5.6768e+10,1.346e+09,2.85e+08,-8.6e+07,3.9e+07,1.5e+07,-1.4e+08,-1.38e+08,-1.32e+08,-1.02e+08,9e+07,6e+06,1.407e+09,-1.91e+08,2.1e+07,2.1e+07,-2.12e+08,-2.12e+08,-8.68e+08,9.52e+08,-1.82e+09,-8.3e+07,-1.199e+09,-5.05e+08,-1.7e+07,-1e+06,-1.6e+07,-3.9e+07,2.3e+07,-2.56e+08,8.7e+07,-3.43e+08,-2.6e+07,-8.04e+08,-5.96e+08,-5.96e+08,1.08e+08,-4.88e+08,1.83e+09,1.6783e+10,1.919e+09,0.30333,0.15265,0.13299,0.0634,0.02371,1.42571,1.35221,1.67383,0.29564,1.69279,1.6726,12.7286,26.50356,2.41342,0.63511,0.04219,0.04374,0.37519,3.61366,4.28026
"32","2018_Q1",133.640655737705,"Up",1.0843e+10,-7.54e+09,3.303e+09,-1.684e+09,-1.684e+09,1.619e+09,4.8e+07,-8.1e+07,1.29e+08,1.667e+09,1.667e+09,-4.174e+09,-2.507e+09,-2.507e+09,-1.2e+07,-2.519e+09,-2.519e+09,1.0817e+10,7.059e+09,8.866e+09,4.613e+09,1.706e+09,1.706e+09,2.6002e+10,5.926e+09,6.67e+08,2.6875e+10,1.8277e+10,4.496e+09,2.51e+08,3.851e+09,3.3468e+10,5.947e+10,1.3552e+10,6.584e+09,6.968e+09,5.309e+09,1.8861e+10,1.2573e+10,1.1366e+10,5.12e+08,5.12e+08,2.664e+09,8.19e+09,2.3939e+10,4.28e+10,7.17e+09,-1.5914e+10,2.7481e+10,-2.235e+09,1.6502e+10,1.68e+08,1.667e+10,5.947e+10,-2.519e+09,2.83e+08,4.292e+09,4.3e+07,2.529e+09,1.72e+09,1.16e+08,-2.74e+08,1.41e+08,5.2e+08,-2.71e+08,2.172e+09,-3.78e+08,4e+07,4e+07,-4.18e+08,-4.18e+08,-9.73e+08,1.621e+09,-2.594e+09,-2.2e+07,-1.383e+09,-5.65e+08,9.45e+08,-3.1e+07,9.76e+08,-2.23e+08,1.199e+09,-1.497e+09,5.7e+07,-1.554e+09,-1.2e+07,-1.129e+09,-3.4e+08,-3.4e+08,1e+07,-3.3e+08,1.902e+09,1.7882e+10,5.814e+09,0.30462,0.14931,-0.23232,-0.15111,-0.04236,-2.30806,1.37861,2.56749,0.30069,-3.18052,-3.13917,13.69051,20.83563,7.34083,0.71338,-0.04255,0.12662,-0.2243,3.71451,4.3638
"33","2018_Q2",129.17921875,"Down",1.0392e+10,-7.193e+09,3.199e+09,-1.475e+09,-1.475e+09,1.724e+09,1.85e+08,-8.3e+07,2.68e+08,1.909e+09,1.909e+09,-4.58e+08,1.451e+09,1.451e+09,-1.3e+07,1.438e+09,1.438e+09,1.028e+10,7.897e+09,8.778e+09,4.766e+09,1.763e+09,1.763e+09,2.5587e+10,6.083e+09,7.37e+08,2.8541e+10,1.852e+10,4.462e+09,4.02e+08,5.157e+09,3.5361e+10,6.0948e+10,1.3206e+10,6.641e+09,6.565e+09,5.549e+09,1.8755e+10,1.2738e+10,1.1676e+10,4.95e+08,4.95e+08,2.782e+09,8.399e+09,2.4414e+10,4.3169e+10,7.208e+09,-1.6834e+10,2.9395e+10,-2.174e+09,1.7595e+10,1.84e+08,1.7779e+10,6.0948e+10,1.438e+09,2.88e+08,-1.38e+08,5.2e+07,4.6e+07,-2.36e+08,-4.52e+08,-6.1e+07,-1.63e+08,5.7e+07,-2.85e+08,1.136e+09,-1.38e+08,2e+06,2e+06,-1.4e+08,-1.4e+08,1.255e+09,1.838e+09,-5.83e+08,-1.23e+08,9.94e+08,-5.56e+08,1.04e+08,1.347e+09,-1.243e+09,-1.246e+09,3e+06,-8.8e+08,6e+07,-9.4e+08,-1.16e+08,-1.448e+09,6.82e+08,6.82e+08,1.56e+08,8.38e+08,2.012e+09,1.8287e+10,1.88e+09,0.30783,0.1659,0.13838,0.08088,0.02359,1.30737,1.36428,2.42809,0.30004,1.8362,1.8111,13.26966,22.46725,2.40059,0.70996,0.04177,0.03938,0.38665,3.97962,4.64443
"34","2018_Q3",138.313968253968,"Up",1.0919e+10,-7.613e+09,3.306e+09,-1.528e+09,-1.528e+09,1.778e+09,2.21e+08,-9.5e+07,3.16e+08,1.999e+09,1.999e+09,-7.19e+08,1.28e+09,1.28e+09,-1.3e+07,1.267e+09,1.267e+09,9.85e+09,8.082e+09,8.6e+09,4.792e+09,1.537e+09,1.537e+09,2.4779e+10,5.968e+09,8.97e+08,2.8216e+10,1.8137e+10,4.261e+09,3.55e+08,5.463e+09,3.5081e+10,5.986e+10,1.3438e+10,6.808e+09,6.63e+09,4.58e+09,1.8018e+10,1.2504e+10,1.156e+10,4.97e+08,4.97e+08,2.751e+09,8.312e+09,2.4064e+10,4.2082e+10,7.275e+09,-1.7557e+10,3.0104e+10,-2.222e+09,1.76e+10,1.78e+08,1.7778e+10,5.986e+10,1.267e+09,2.88e+08,-4e+06,3.8e+07,68000000.0000002,-1.1e+08,3.1e+08,1.58e+08,-26000000.0000001,1.67e+08,1.1e+07,1.861e+09,-1.98e+08,1e+06,1e+06,-1.99e+08,-1.99e+08,4.66e+08,1.67e+09,-1.204e+09,3.43e+08,6.11e+08,-5.6e+08,-7.79e+08,-7.5e+08,-28999999.9999998,-3.1e+07,2e+06,-6.97e+08,6.7e+07,-7.64e+08,-2000000.00000006,-2.038e+09,4.34e+08,4.34e+08,-2.49e+08,1.85e+08,2.066e+09,1.7084e+10,2.897e+09,0.30277,0.16284,0.11604,0.07127,0.02117,2.2865,1.37524,2.36708,0.2854,1.62913,1.60842,14.03986,22.63041,3.72502,0.72006,0.03936,0.06241,0.44199,3.50145,4.06862
"35","2018_Q4",133.875873015873,"Down",1.0762e+10,-7.555e+09,3.207e+09,-1.524e+09,-1.524e+09,1.683e+09,1.76e+08,-9.9e+07,2.75e+08,1.859e+09,1.859e+09,4.98e+08,2.357e+09,2.357e+09,-1.8e+07,2.339e+09,2.339e+09,1.1653e+10,9.803e+09,8.568e+09,5.061e+09,1.346e+09,1.346e+09,2.6628e+10,5.966e+09,7.54e+08,2.8579e+10,1.8186e+10,4.202e+09,3.76e+08,5.815e+09,3.5299e+10,6.1927e+10,1.3708e+10,7.05e+09,6.658e+09,4.192e+09,1.79e+10,1.4059e+10,1.1545e+10,4.4e+08,4.4e+08,1.905e+09,9.2e+09,2.5604e+10,4.3504e+10,7.356e+09,-1.8102e+10,3.111e+10,-2.125e+09,1.8239e+10,1.84e+08,1.8423e+10,6.1927e+10,2.339e+09,2.86e+08,-9.71e+08,4.1e+07,-5.96e+08,-4.16e+08,2.24e+08,3.4e+07,-2.7e+08,2.42e+08,2.18e+08,1.878e+09,-1.82e+08,1e+06,1e+06,-1.83e+08,-1.83e+08,3.1e+07,1.126e+09,-1.095e+09,3e+07,-1.72e+08,-5.53e+08,-4.55e+08,-4.5e+08,-5e+06,-2.6e+07,2.1e+07,-4.89e+08,1.15e+08,-6.04e+08,1.581e+09,8.4e+07,1.79e+09,1.79e+09,-6.9e+07,1.721e+09,1.969e+09,1.8251e+10,1.513e+09,0.29799,0.15638,0.21734,0.12696,0.03777,0.64686,1.4876,2.3614,0.29472,3.12383,3.01393,14.37307,24.35889,2.02067,0.73855,0.05998,0.03138,0.23643,3.35094,3.92038
