"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","pretax_income_loss_adj","pretax_income_loss","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","investments_in_affiliates","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","short_term_debt","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",14.718253968254,"Up",47284000,-12934000,34350000,-18550000,-5139000,-8200000,-5211000,15800000,-7788000,-7858000,70000,8012000,8012000,8012000,7888000,-461000,7427000,7427000,-65801291.0742914,-65801291.0742914,2986148.48358897,2986148.48358897,299277.505431287,299277.505431287,-62515865.0852712,1232888463.72585,24574375.021565,19903900.9472461,4670474.07431837,1257462838.74741,1194946973.66214,11316572.088465,11316572.088465,80151458.0865109,16080526.7843963,5911794.69187851,107548556.959372,422206129.184095,422206129.184095,529754686.143467,814260234.697669,-138964164.616554,648121070.119635,17071217.3990378,665192287.518673,1194946973.66214,7888000,8363000,1336000,-3767000,13820000,0,-2475000,-2475000,-12396000,-571000,54000,54000,-1777000,-14690000,-3345000,-3345000,-3345000,24163000,0,0.72646,0.33415,0.15707,0.0546917972177635,0.0306274425681381,-0.484940263947842,0.796460386992115,0.420843655573789,0.18041,0.18019,1.14857,15.7824368959774,0.30111,0.0421365887818131,1.66905,36.5109027975085,66.2867620775349
"2","2010_Q3",15.20390625,"Up",47309000,-12543000,34766000,-18309000,-4968000,-8202000,-5139000,16457000,-7840000,-7909000,69000,8617000,8617000,8617000,16303000,-542000,15761000,15761000,28017000,28017000,2301000,2301000,225000,225000,30543000,1118418000,29770000,19791000,9979000,1148188000,1178731000,19379000,19379000,80098000,17609000,5074000,117086000,4e+08,4e+08,517086000,816191000,-152260000,636756000,24889000,661645000,1178731000,16303000,8256000,-6799000,833000,18593000,23490000,-6903000,16587000,-12408000,-550000,442000,442000,-2012000,-14528000,20652000,20652000,20652000,24713000,480098000,0.73487,0.34786,0.33315,0.02382,0.01337,0.26086,0.78152,0.4073,0.38259,0.38197,1.14841,15.45702,0.3012,0.02467,0.78726,18.29325,27.47044
"3","2010_Q4",15.57015625,"Up",48623000,-13196000,35427000,-18002000,-4847000,-8215000,-4940000,17425000,-7915000,-7930000,15000,9510000,9374000,9374000,9374000,-451000,8923000,8923000,31927000,31927000,2324000,2324000,232000,232000,34483000,1115499000,29591000,19710000,9881000,1145090000,1179573000,24193000,24193000,79539000,17054000,4841000,120786000,4e+08,4e+08,520786000,816758000,-156875000,632708000,26079000,658787000,1179573000,9374000,8215000,754000,4118000,22461000,0,-5271000,-5271000,-12417000,-559000,190000,190000,-494000,-13280000,3910000,3910000,3910000,25640000,479539000,0.72861,0.35837,0.18351,0.01354,0.00756,0.28549,0.79052,0.40654,0.21643,0.21612,1.17936,15.34652,0.30118,0.01875,1.39157,17.45757,25.68792
"4","2011_Q1",16.0196774193548,"Up",40485000,-10665000,29820000,-15782000,-6117000,-6929000,-2736000,14038000,-7844000,-7930000,86000,6194000,5544000,5544000,8976000,-445000,8531000,8531000,5766000,5766000,2377000,2377000,253000,253000,8396000,1148159000,28986000,19730000,9256000,1177145000,1185541000,23991000,23991000,78954000,15453000,4925000,118398000,4.1e+08,4.1e+08,528398000,817274000,-158518000,631581000,25562000,657143000,1185541000,8976000,8322000,710000,709000,18717000,-34499000,-6867000,-41366000,-12442000,9415000,156000,156000,-641000,-3512000,-26161000,-26161000,-26161000,22360000,488954000,0.73657,0.34675,0.21072,0.01298,0.0072,0.07091,0.80408,0.41243,0.20686,0.20649,0.98167,15.3144,0.30169,0.0183,1.45845,21.60948,34.42
"5","2011_Q2",17.2311111111111,"Up",49535000,-13513000,36022000,-19441000,-5772000,-8625000,-5044000,16581000,-7839000,-7879000,40000,8742000,8700000,8700000,8700000,-440000,8260000,8260000,4859000,4859000,1914000,1914000,232000,232000,7005000,1143216000,31771000,19604000,12167000,1174987000,1181992000,18018000,18018000,78344000,13811000,5034000,110173000,4.16e+08,4.16e+08,526173000,818632000,-162128000,629329000,26490000,655819000,1181992000,8700000,8625000,806000,-6928000,11203000,0,-4591000,-4591000,-12444000,5390000,340000,340000,-805000,-7519000,-907000,-907000,-907000,25206000,494344000,0.7272,0.33473,0.16675,0.01259,0.00699,0.06358,0.80231,0.41823,0.19997,0.19968,1.19922,15.23581,0.30126,0.018,1.50654,19.41938,29.52084
"6","2011_Q3",17.0034375,"Down",49577000,-12525000,37052000,-19322000,-5935000,-8466000,-4921000,17730000,-8010000,-8074000,64000,9720000,9627000,9627000,10081000,-344000,9737000,9737000,7691000,7691000,2148000,2148000,315000,315000,10154000,1145593000,28448000,19558000,8890000,1174041000,1184195000,20461000,20461000,77753000,12942000,5162000,111156000,4.35e+08,4.35e+08,546156000,815488000,-164174000,624139000,13900000,638039000,1184195000,10081000,8657000,859000,3378000,22975000,-4119000,-7710000,-11829000,-12456000,18409000,311000,311000,-14578000,-8314000,2832000,2832000,2832000,26387000,512753000,0.74736,0.35763,0.1964,0.01526,0.00822,0.09135,0.85599,0.433,0.23553,0.2351,1.19925,15.09771,0.30131,0.01928,1.27924,19.14056,28.48629
"7","2011_Q4",17.7987301587302,"Up",49054000,-12372000,36682000,-19277000,-6637000,-8073000,-4567000,17405000,-14267000,-13755000,-512000,3138000,225000,225000,2366000,-27000,2339000,2339000,6573000,6573000,2413000,2413000,502000,502000,9488000,1286780000,44220000,30911000,13309000,1.331e+09,1340488000,30365000,30365000,74182000,14578000,5929000,119125000,5.89e+08,5.89e+08,708125000,820931000,-173994000,619762000,12601000,632363000,1340488000,2366000,8940000,1424000,8704000,21434000,-141754000,-17377000,-159131000,-12466000,147918000,5028000,5028000,-3901000,136579000,-1118000,-1118000,-1118000,26345000,663182000,0.74779,0.35481,0.04768,0.0037,0.00174,0.07965,1.11981,0.49473,0.05651,0.05643,1.18517,14.97371,0.30118,0.01143,5.32963,24.92348,37.72531
"8","2012_Q1",20.7248387096774,"Up",52694000,-13383000,39311000,-21967000,-7642000,-9672000,-4653000,17344000,-8690000,-8758000,68000.0000000001,8654000,8762000,8762000,10382000,-126000,10256000,10256000,7321000,7321000,2938000,2938000,589000,589000,10848000,1245873000,86953000,31939000,55014000,1332826000,1343674000,31414000,31414000,4423000,16832000,6084000,52669000,6.21e+08,6.21e+08,673669000,862768000,-180054000,655539000,14466000,670005000,1343674000,10382000,10356000,835000,2712000,24285000,-4571000,-9757000,-14328000,-12534000,-37759000,41322000,41322000,-238000,-9209000.00000003,748000,748000,748000,27700000,625423000,0.74602,0.32915,0.19463,0.01531,0.00763,0.20597,1.00547,0.46546,0.24414,0.24352,1.25438,15.60507,0.29837,0.01759,1.22211,22.31415,35.6378
"9","2012_Q2",22.3542857142857,"Up",54973000,-13435000,41538000,-22943000,-7565000,-9894000,-5484000,18595000,-8182000,-8250000,68000,10413000,10406000,10406000,11269000,-131000,11138000,11138000,13405000,13405000,3355000,3355000,1036000,1036000,17796000,1285506000,46699000,33901000,12798000,1332205000,1350001000,20669000,20669000,4381000.00000001,16377000,6827000,41427000,6.38e+08,6.38e+08,679427000,864192000,-183337000,653680000,16894000,670574000,1350001000,11269000,10245000,1128000,-14604000,8038000,7075158.95026368,-6506000,-6506000,-13027000,16958000,773000,773000,-152000,4552000,6084000,6084000,6084000,28840000,642381000,0.75561,0.33826,0.20261,0.01661,0.00825,0.42957,1.0132,0.47584,0.25795,0.25713,1.27316,15.13902,0.3017,0.01841,1.1696,21.80915,33.82501
"10","2012_Q3",25.1349206349206,"Up",57128000,-13240000,43888000,-23631000,-7970000,-10139000,-5522000,20257000,-8107000,-8312000,205000,12150000,10850000,10850000,11860000,-139000,11721000,11721000,7461000,7461000,3052000,3052000,490000,490000,11003000,1315244000,56516000,34363000,22153000,1371760000,1382763000,26618000,26618000,4339000,22081000,7124000,53038000,6.45e+08,6.45e+08,698038000,884964000,-190046000,667743000,16982000,684725000,1382763000,11860000,10491000,1321000,8076999.99999999,31749000,-42351000.0000001,-9026000,-51377000,-13045000,6958000,19924000,19924000,-153000,13684000,-5944000,-5944000,-5944000,30748000,649339000,0.76824,0.35459,0.20517,0.01712,0.00848,0.20746,1.01944,0.4696,0.27054,0.26944,1.31859,15.41235,0.30109,0.01856,1.11296,20.87544,31.68673
"11","2012_Q4",26.9898387096774,"Up",61774000,-14318000,47456000,-24229000,-8172000,-10428000,-5629000,23227000,-8014000,-8349000,335000,15213000,14138000,14138000,18958000,-151000,18807000,18807000,5419000,5419000,3272000,3272000,676000,676000,9367000,1342972000,45009000,34524000,10485000,1387981000,1397348000,29797000,29797000,4295000,22874000,6381000,56966000,6.01e+08,6.01e+08,657966000,942643000,-187897000,727571000,11811000,739382000,1397348000,18958000,10511000,-3313000,2477000,28633000,-15088000,-8398000,-23486000,-13245000,-44044000,57617000,57617000,-7517000,-7189000,-2042000,-2042000,-2042000,33738000,605295000,0.76822,0.376,0.30445,0.02544,0.01346,0.16443,0.88989,0.43317,0.42538,0.42323,1.39721,16.4563,0.29958,0.02384,0.70426,17.78043,25.82667
"12","2013_Q1",28.9406666666667,"Up",60207000,-14170000,46037000,-24128000,-8606000,-10081000,-5441000,21909000,-7923000,-8251000,328000,13986000,12727000,12727000,13554000,-92000,13462000,13462000,7255000,7255000,3437000,3437000,856000,856000,11548000,1417391000,55371000,34255000,21116000,1472762000,1484310000,36564000,36564000,4251000,22095000,6388000,62910000,6.8e+08,6.8e+08,742910000,943920000,-188015000,728730000,12670000,741400000,1484310000,13554000,10432000,555999.999999999,5800000,30342000,-81733000,-12562000,-94295000,-13697000,78956000,628999.999999993,629000.000000007,-99000,65789000,1836000,1836000,1836000,32341000,684251000,0.76465,0.36389,0.2236,0.01816,0.00907,0.18356,1.00204,0.46099,0.29631,0.29471,1.32521,16.04001,0.30148,0.01905,1.01746,20.93306,30.90036
"13","2013_Q2",30.3290625,"Up",63879000,-15125000,48754000,-26414000,-8793000,-11202000,-6419000,22340000,-8071000,-8457000,386000,14269000,14204000,14204000,14372000,-92000,14280000,14280000,6916000,6916000,3116000,3116000,740000,740000,10772000,1437550000,47218000,34263000,12955000,1484768000,1495540000,22031000,22031000,4206000,20860000,6847000,47097000,6.51e+08,6.51e+08,698097000,999064000,-187037000,784852000,12591000,797443000,1495540000,14372000,11290000,640000,-16123000,10179000,-22174000,1252000,-20922000,-14614000,-29045000,54465000,54465000,-402000,10404000,-339000,-339000,-339000,33630000,655206000,0.76322,0.34972,0.22355,0.01791,0.00955,0.22872,0.87542,0.43811,0.31225,0.31056,1.39677,17.16151,0.31955,0.01989,1.02339,19.27713,29.01925
"14","2013_Q3",32.45375,"Up",67108000,-14594000,52514000,-26708000,-8988000,-11357000,-6363000,25806000,-7990000,-8446000,456000,17816000,17816000,17816000,18052000,-115000,17937000,17937000,9641000,9641000,3456000,3456000,655000,655000,13752000,1434139000,49523000,36571000,12952000,1483662000,1497414000,28665000,28665000,4161000,14944000,7094000,47770000,6.39e+08,6.39e+08,686770000,1002147000,-177221000,797751000,12893000,810644000,1497414000,18052000,11447000,1140000,8331000,38970000,-175000.000000007,-9620000,-9794999.99999999,-15061000,-12045000,2304999.99999999,2305000.00000001,-1649000,-26450000,2725000,2725000,2725000,37253000,643161000,0.78253,0.38454,0.26729,0.02213,0.01198,0.28788,0.84719,0.42951,0.38234,0.38052,1.43045,17.00462,0.32104,0.0227,0.83966,17.00588,24.54933
"15","2013_Q4",32.8521875,"Up",70455000,-15569000,54886000,-27210000,-8964000,-11293000,-6953000,27676000,-7347000,-7922000,575000,20329000,19552000,19552000,19799000,-124000,19675000,19675000,9662000,9662000,3583000,3583000,782000,782000,14027000,1460050000,49185000,37841000,11344000,1509235000,1523262000,33263000,33263000,3242000,17443000,6919000,53948000,6.24e+08,6.24e+08,677948000,1037347000,-179774000,830398000,14916000,845314000,1523262000,19799000,11381000,1248000,4036000,36464000,-27844000,-10256000,-38100000,-16651000,-15919000,34333000,34333000,-106000,1657000,21000,21000,21000,39057000,627242000,0.77902,0.39282,0.27926,0.02328,0.01292,0.26001,0.80201,0.41178,0.41681,0.41475,1.49258,17.59186,0.35275,0.02467,0.8463,15.81227,22.31464
"16","2014_Q1",32.837868852459,"Down",72065000,-20831000,51234000,-22864000,-3391000,-11381000,-8092000,28370000,-6604000,-7135000,531000,21766000,19900000,19900000,22372000,-138000,22234000,22234000,9524000,9524000,5119000,5119000,883000,883000,15526000,1498165000,48184000,30391000,17793000,1546349000,1561875000,37741000,37741000,2254000,14231000,6708000,54226000,6.24e+08,6.24e+08,678226000,1066736000,-168852000,870709000,12940000,883649000,1561875000,22372000,11428000,-1069000,2302000,35033000,-32825000,-12703000,-45528000,-16953000,-987999.999999996,28419000,28419000,-121000,10357000,-138000,-138000,-138000,39798000,626254000,0.71094,0.39367,0.30853,0.02516,0.01424,0.28632,0.76753,0.40096,0.46387,0.46167,1.5035,18.16573,0.35369,0.02595,0.76248,15.49651,21.73881
"17","2014_Q2",35.9560317460317,"Up",75457000,-18484000,56973000,-30541000,-8536000,-11942000,-10063000,26432000,-6879000,-7337000,458000,19553000,16775000,16775000,16775000,-102000,16673000,16673000,6260000,6260000,4774000,4774000,860000,860000,11894000,1585374000,45740000,30199000,15541000,1631114000,1643008000,27095000,27095000,2223000,16822000,7589000,46140000,6.9e+08,6.9e+08,736140000,1097355000,-177847000,892333000,14535000,906868000,1643008000,16775000,11937000,1614000,-11730000,18596000,-89101000,-5792000,-94893000,-22111000,65969000,29360000,29360000,-185000,73033000,-3264000,-3264000,-3264000,38369000,692223000,0.75504,0.35029,0.22096,0.01839,0.01015,0.25778,0.81174,0.42131,0.34324,0.34161,1.55338,18.36984,0.45518,0.02425,1.32616,17.87805,25.95199
"18","2014_Q3",36.81046875,"Up",80445000,-17994000,62451000,-31397000,-8864000,-12481000,-10052000,31054000,-8414000,-8848000,434000,22640000,20702000,20702000,20702000,-126000,20576000,20576000,6959000,6959000,5332000,5332000,543000,543000,12834000,1674264000,53193000,36750000,16443000,1727457000,1740291000,35040000,35040000,2191000,20112000,7736000,57343000,7.58e+08,7.58e+08,815343000,1120994000,-184219000,909600000,15348000,924948000,1740291000,20702000,12476000,1918000,6570000,41666000,-94734000,-13373000,-108107000,-22399000,67968000,22368000,22368000,-797000,67140000,699000,699000,699000,43530000,760191000,0.77632,0.38603,0.25578,0.02225,0.01182,0.22381,0.8815,0.43682,0.41821,0.41593,1.63507,18.4879,0.45527,0.0255,1.0886,17.30374,24.25555
"19","2014_Q4",40.25796875,"Up",85248000,-19242000,66006000,-32377000,-8711000,-13357000,-10309000,33629000,-8454000,-9115000,661000,25175000,25742000,25742000,25742000,-153000,25589000,25589000,7476000,7476000,5663000,5663000,714000,714000,13853000,1712828000,54603000,38911000,15692000,1767431000,1781284000,43807000,43807000,2160000,17727000,7269000,63694000,7.5e+08,7.5e+08,813694000,1158169000,-178221000,952773000,14817000,967590000,1781284000,25742000,13367000,-237000,8498000,47370000,-40811000,-11251000,-52062000,-22603000,-8032000,35979000,35979000,-135000,5209000,517000,517000,517000,46996000,752160000,0.77428,0.39448,0.30017,0.02645,0.01437,0.21749,0.84095,0.42226,0.5133,0.51078,1.71002,19.11204,0.4534,0.02802,0.88331,15.84569,22.1441
"20","2015_Q1",45.2708196721311,"Up",84930000,-19613000,65317000,-32740000,-9111000,-13969000,-9660000,32577000,-8705000,-9238000,533000,23872000,25838000,25838000,25838000,-145000,25693000,25693000,8543000,8543000,5758000,5758000,583000,583000,14884000,1766282000,73634000,57803000,15831000,1839916000,1854800000,43551000,43551000,2127000,20631000,7290000,66309000,7.99e+08,7.99e+08,865309000,1156566000,-180697000,975869000,13622000,989491000,1854800000,25838000,13969000,-1592000,221000,38436000,-45894000,-34037000,-79931000,-22922000,48968000,24969000,24969000,-8453000,42562000,1067000,1067000,1067000,46546000,801127000,0.76907,0.38357,0.30252,0.02597,0.01385,0.22446,0.8745,0.43192,0.50891,0.50606,1.68224,19.3294,0.45402,0.02715,0.89215,17.02797,24.32956
"21","2015_Q2",44.0049206349206,"Down",85408000,-20559000,64849000,-33190000,-9406000,-14181000,-9603000,31659000,-8513000,-9159000,646000,23146000,22557000,22557000,22557000,-106000,22451000,22451000,10312000,10312000,5745000,5745000,728000,728000,16785000,1891833000,73560000,57659000,15901000,1965393000,1982178000,33324000,33324000,2095000,24997000,7679000,60416000,8.13e+08,8.13e+08,873416000,1308020000,-189070000,1091775000,16987000,1108762000,1982178000,22557000,14181000,2322000,-8120000,30940000,-133329000,-6715000,-140044000,-25609000,13968000,122631000,122631000,-117000,110873000,1769000,1769000,1769000,45840000,815095000,0.75928,0.37068,0.26287,0.02025,0.01133,0.27782,0.78774,0.41121,0.43599,0.43315,1.65858,21.20172,0.49731,0.02498,1.14066,17.55635,25.42035
"22","2015_Q3",45.87828125,"Up",90726000,-19487000,71239000,-33415000,-9686000,-14585000,-9144000,37824000,-8361000,-9214000,853000,29463000,28676000,28676000,28676000,-144000,28532000,28532000,6617000,6617000,6165000,6165000,811000,811000,13593000,1958972000,72387000,57580000,14807000,2031359000,2044952000,37259000,37259000,2061000,22567000,7675000,61887000,8.46e+08,8.46e+08,907887000,1332032000,-183534000,1121323000,15742000,1137065000,2044952000,28676000,14585000,2081000,4438000,49780000,-74413000,-7557000,-81970000,-26672000,32966000,22335000,22335000,-134000,28495000,-3695000,-3695000,-3695000,52409000,848061000,0.78521,0.4169,0.31449,0.02509,0.01395,0.21964,0.79845,0.41471,0.53766,0.53426,1.70966,21.13051,0.50261,0.02781,0.93481,16.05533,22.2463
"23","2015_Q4",50.0659375,"Up",95429000,-20955000,74474000,-33285000,-9367000,-14671000,-9247000,41189000,-8482000,-9419000,937000,32707000,31661000,31661000,31661000,-157000,31504000,31504000,6067000,6067000,6480000,6480000,814000,814000,13361000,2021359000,72092000,57185000,14907000,2093451000,2106812000,47146000,47146000,2028000,26901000,7475000,76075000,8.64e+08,8.64e+08,940075000,1338018000,-187979000,1150039000,16698000,1166737000,2106812000,31661000,14671000,2255000,8746000,57333000,-65016000,-11758000,-76774000,-30461000,17967000,31537000,31537000,-152000,18891000,-550000,-550000,-550000,55860000,866028000,0.78041,0.43162,0.33013,0.027,0.01495,0.17563,0.80573,0.41106,0.5883,0.58475,1.78204,21.47576,0.56883,0.03048,0.96689,15.39493,20.87841
"24","2016_Q1",54.914262295082,"Up",95039000,-20914000,74125000,-34521000,-10200000,-15069000,-9252000,39604000,-8358000,-9327000,969000,31246000,30183000,30183000,30183000,-146000,30037000,30037000,7020000,7020000,6805000,6805000,929000,929000,14754000,2026507000,77561000,62520000,15041000,2104068000,2118822000,47839000,47839000,1993000,22854000,7511000,72686000,825650000,825650000,898336000,1388710000,-186395000,1202315000,18171000,1220486000,2118822000,30183000,15069000,2959000,-66000,48145000,-2606000.00000003,-27295000,-29901000,-30297000,-35035000,49198000,49198000,-1157000,-17291000,953000.000000015,953000.000000015,953000.000000015,54673000,827643000,0.77994,0.41671,0.31605,0.02461,0.01418,0.20298,0.73605,0.39061,0.55457,0.5512,1.75471,22.1984,0.55937,0.02946,1.00866,15.00966,20.72071
"25","2016_Q2",55.2409375,"Up",99124000,-22861000,76263000,-37436000,-10464000,-16425000,-10547000,38827000,-8213000,-9128000,915000,30614000,28230000,28230000,28230000,109000,28339000,28339000,6372999.99999997,6372999.99999997,4203000,4203000,659000,659000,11235000,2353127000,85121000,64985000,20136000,2438248000,2449483000,38065000,38065000,1959000,34984000,8138000,75008000,887831000,887831000,962839000,1664943000,-202940000,1462003000,24641000,1486644000,2449483000,28230000,16425000,2661000,-9393000,37923000,-323548000,-19014000,-342562000,-31204000,61966000,274298000,274298000,-1080000,303980000,-659000,-659000,-659000,55252000,889790000,0.76937,0.3917,0.28589,0.01906,0.01157,0.14978,0.64766,0.36326,0.49186,0.48865,1.72042,25.37485,0.54158,0.02506,1.1011,15.98887,22.75265
"26","2016_Q3",49.095,"Down",107005000,-23153000,83852000,-39386000,-10114000,-18251000,-11021000,44466000,-7208000,-8206000,998000,37258000,43505000,43505000,43505000,-48000,43457000,43457000,901897000,901897000,4670000,4670000,1045000,1045000,907612000,2435773000,83068000,67157000,15911000,2518841000,3426453000,37160000,37160000,10205000,30085000,8075000,77450000,1187770000,1187770000,1265220000,2339538000,-198764000,2140774000,20459000,2161233000,3426453000,43505000,18251000,-5378000,-1372000,55006000,-92201000.0000001,19298000,-72903000,-37433000,305642000,667852000,667852000,-22640000,913421000,895524000,895524000,895524000,62717000,1197975000,0.78363,0.41555,0.40612,0.02011,0.01268,11.71868,0.58542,0.34963,0.69012,0.68608,1.69929,33.99641,0.59445,0.02408,0.86138,4.72086,6.65853
