"","YQ","p","d","revenue","net_premiums_earned","investment_income_loss","other_operating_income","total_realized_investment_gains","other_income","total_claims_losses","underwriting_expense_acquisition_cost","operating_income_loss","non_operating_income_loss","interest_expense_net","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","total_investments","equity_securities","other_investments","cash_cash_equivalents_short_term_investments","accounts_notes_receivable","deferred_policy_acquisition_costs","other_assets","total_assets","insurance_reserves","premium_reserve_unearned","life_policy_benefits","other_insurance_reserves","other_short_term_liabilities","other_long_term_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","non_cash_items","other_non_cash_adjustments","change_in_working_capital","net_cash_from_operating_activities","net_change_in_investments","decrease_in_investments","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","total_debt","operating_margin","net_profit_margin","return_on_equity","return_on_assets","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","dividends_per_share","return_on_invested_capital","dividend_payout_ratio","net_debt_ebit"
"22","2015_Q3",25.463125,"Down",5.287e+09,4.364e+09,7.77e+08,1.46e+08,1.27e+08,1.9e+07,-2.937e+09,-1.13e+09,9.48e+08,-7.4e+07,-7.4e+07,8.74e+08,8.74e+08,-3.01e+08,5.73e+08,5.73e+08,5.73e+08,5.73e+08,1.00177e+11,2.9e+07,2.413e+09,3.103e+09,8.39e+08,8.278e+09,3.184e+09,1.15581e+11,8.4581e+10,8.102e+09,7.0396e+10,6.083e+09,5.72e+09,2.837e+09,9.8563e+10,1.839e+09,6.7e+07,1.772e+09,-8.38e+09,2.3052e+10,5.07e+08,1.7018e+10,1.7018e+10,1.15581e+11,5.73e+08,1.03e+08,1.03e+08,9.67e+08,1.643e+09,3.44e+08,1.906e+09,-1.832e+09,-1.488e+09,-1.63e+08,-8.41e+08,-2.31e+08,7e+06,-2.38e+08,-1.74e+08,-1.409e+09,-1.254e+09,-1.254e+09,-6e+06,-1.26e+09,5.425e+09,0.17931,0.10838,0.03367,0.00496,5.79169,0.04694,0.6637,0.65975,6.12386,19.71173,0.1888,0.0067,0.28447,2.44937
"23","2015_Q4",26.36203125,"Up",5.04e+09,4.38e+09,7.84e+08,-1.24e+08,-1.14e+08,-1e+07,-2.927e+09,-1.138e+09,9.32e+08,-6.7e+07,-6.7e+07,8.65e+08,8.65e+08,-2.98e+08,5.67e+08,5.67e+08,5.67e+08,5.67e+08,1.0138e+11,1.31e+08,2.414e+09,3.52e+09,7.62e+08,8.451e+09,3.342e+09,1.17455e+11,8.7185e+10,8.121e+09,7.278e+10,6.284e+09,5.381e+09,2.625e+09,1.002e+11,1.874e+09,6.7e+07,1.807e+09,-8.598e+09,2.3451e+10,5.28e+08,1.7255e+10,1.7255e+10,1.17455e+11,5.67e+08,2.59e+08,2.59e+08,8.41e+08,1.667e+09,-7.2e+07,9.1e+08,-4.45e+08,-5.17e+08,-1.61e+08,-4.22e+08,-2.25e+08,8e+06,-2.33e+08,6.9e+07,-7.39e+08,4.11e+08,4.11e+08,6e+06,4.17e+08,5.009e+09,0.18492,0.1125,0.03286,0.00483,5.80701,0.04265,0.66125,0.65762,5.87776,20.12315,0.18776,0.0065,0.28395,1.59764
"24","2016_Q1",25.3440983606557,"Down",5.319e+09,4.394e+09,7.92e+08,1.33e+08,8e+07,5.3e+07,-2.93e+09,-1.57e+09,1.175e+09,-6.5e+07,-6.5e+07,1.11e+09,1.11e+09,-3.8e+08,7.3e+08,7.3e+08,7.3e+08,7.3e+08,1.01547e+11,4.98e+08,2.241e+09,4.35e+09,7.05e+08,8.511e+09,3.143e+09,1.18256e+11,8.7631e+10,7.857e+09,7.3489e+10,6.285e+09,5.281e+09,2.665e+09,1.00548e+11,1.895e+09,6.7e+07,1.828e+09,-8.819e+09,2.4007e+10,6.25e+08,1.7708e+10,1.7708e+10,1.18256e+11,7.3e+08,1.547e+09,1.547e+09,-2.71e+08,2.006e+09,-8.12e+08,2.163e+09,-1999999.99999988,-8.14e+08,-1.67e+08,-5.96046447753906e-08,-2.26e+08,8e+06,-2.34e+08,3.2e+07,-3.61e+08,8.31e+08,8.31e+08,-1e+06,8.3e+08,4.971e+09,0.22091,0.13724,0.04122,0.00617,5.67811,0.04204,0.85902,0.854,6.25908,20.8377,0.19652,0.00794,0.22877,0.52851
"25","2016_Q2",29.3140625,"Up",5.451e+09,4.602e+09,8.01e+08,4.8e+07,3e+07,1.8e+07,-3.025e+09,-1.188e+09,1.182e+09,-6.5e+07,-6.5e+07,1.117e+09,1.117e+09,-3.86e+08,7.31e+08,7.31e+08,7.31e+08,7.31e+08,1.10871e+11,8.69e+08,2.359e+09,3.449e+09,7.23e+08,8.929e+09,3.794e+09,1.27766e+11,9.4128e+10,8.286e+09,7.9061e+10,6.781e+09,5.936e+09,2.697e+09,1.07745e+11,1.933e+09,6.7e+07,1.866e+09,-9.413e+09,2.4565e+10,2.936e+09,2.0021e+10,2.0021e+10,1.27766e+11,7.31e+08,5.3e+07,5.3e+07,5.47e+08,1.331e+09,-1.289e+09,9.86e+08,-1.98e+08,-1.487e+09,-1.67e+08,0,-6.05e+08,7e+06,-6.12e+08,6e+06,-7.66e+08,-9.22e+08,-9.22e+08,2.1e+07,-9.01e+08,4.984e+09,0.21684,0.1341,0.03651,0.00572,5.3816,0.03901,0.87284,0.86834,6.50869,23.90579,0.1994,0.00737,0.22845,1.29865
"26","2016_Q3",31.4178125,"Up",5.437e+09,4.823e+09,8.22e+08,-2.08e+08,-2.24e+08,1.6e+07,-3.254e+09,-1.339e+09,9e+08,-6.6e+07,-6.6e+07,8.34e+08,8.34e+08,-2.86e+08,5.48e+08,5.48e+08,5.48e+08,5.48e+08,1.22283e+11,1.197e+09,2.454e+09,3.7e+09,7.58e+08,9.552e+09,4.994e+09,1.41287e+11,1.03066e+11,8.726e+09,8.6872e+10,7.468e+09,7.54e+09,3.122e+09,1.18737e+11,1.972e+09,6.7e+07,1.905e+09,-9.798e+09,2.4944e+10,5.432e+09,2.255e+10,2.255e+10,1.41287e+11,5.48e+08,5.4e+07,5.4e+07,9.21e+08,1.523e+09,-9.22e+08,1.321e+09,-2e+07,-9.42e+08,-1.63e+08,-999999.99999997,-3.9e+08,1.2e+07,-4.02e+08,3.9e+07,-5.15e+08,66000000.0000002,66000000.0000002,1.85e+08,2.51e+08,5.009e+09,0.16553,0.10079,0.0243,0.00388,5.2655,0.03545,0.66529,0.66132,6.60066,27.37627,0.19789,0.00532,0.29745,1.45444
"27","2016_Q4",30.5807936507937,"Down",5.716e+09,5.022e+09,8.42e+08,-1.48e+08,-1.64e+08,1.6e+07,-3.378e+09,-1.31e+09,1.028e+09,-6.5e+07,-6.5e+07,9.63e+08,9.63e+08,-3.34e+08,6.29e+08,6.29e+08,6.29e+08,6.29e+08,1.23665e+11,1.278e+09,3.088e+09,5.27e+09,6.89e+08,9.759e+09,4.718e+09,1.44101e+11,1.05556e+11,8.401e+09,8.9509e+10,7.646e+09,7.3e+09,2.695e+09,1.21316e+11,2.003e+09,6.7e+07,1.936e+09,-9.986e+09,2.5404e+10,5.364e+09,2.2785e+10,2.2785e+10,1.44101e+11,6.29e+08,2.86e+08,2.86e+08,3.51e+08,1.266e+09,-4.23e+08,7.98e+08,2.14e+08,-2.09e+08,-1.62e+08,7.57e+08,-1.9e+08,1.8e+07,-2.08e+08,4.1e+07,4.46e+08,1.503e+09,1.503e+09,6.7e+07,1.57e+09,5.765e+09,0.17985,0.11004,0.02761,0.00436,5.32438,0.04001,0.76985,0.76495,6.996,27.88732,0.19828,0.00578,0.25755,0.48152
"28","2017_Q1",30.9698387096774,"Up",5.955e+09,4.778e+09,8.13e+08,3.64e+08,2.35e+08,1.29e+08,-3.262e+09,-1.124e+09,1.225e+09,-7.2e+07,-7.2e+07,1.153e+09,1.153e+09,-4.02e+08,7.51e+08,7.51e+08,7.51e+08,7.51e+08,1.11502e+11,1.309e+09,3.083e+09,4.859e+09,6.69e+08,8.993e+09,3.796e+09,1.29819e+11,9.3726e+10,6.916e+09,8.0151e+10,6.659e+09,5.913e+09,4.338e+09,1.09337e+11,2.043e+09,6.7e+07,1.976e+09,-1.0172e+10,2.5981e+10,2.63e+09,2.0482e+10,2.0482e+10,1.29819e+11,7.51e+08,-3.9e+07,-3.9e+07,1.155e+09,1.867e+09,-8.63e+08,5.367e+09,-3.54e+08,-1.217e+09,-1.66e+08,-3.8e+08,-1.91e+08,9e+06,-2e+08,-4.7e+07,-7.84e+08,-1.34e+08,-1.34e+08,-2.77e+08,-4.11e+08,5.36e+09,0.20571,0.12611,0.03667,0.00578,5.3382,0.04129,0.92314,0.91742,7.31997,25.17676,0.20405,0.0074,0.22104,0.40898
"29","2017_Q2",33.0153968253968,"Up",5.309e+09,4.638e+09,7.94e+08,-1.23e+08,-1.4e+08,1.7e+07,-3.052e+09,-1.236e+09,9.6e+08,-6.2e+07,-6.2e+07,8.98e+08,8.98e+08,-3.06e+08,5.92e+08,5.92e+08,5.92e+08,5.92e+08,1.16298e+11,1.349e+09,3.471e+09,4.205e+09,6.18e+08,9.255e+09,3.274e+09,1.3365e+11,9.7624e+10,6.825e+09,8.3854e+10,6.945e+09,7.108e+09,3.328e+09,1.1331e+11,2.075e+09,6.7e+07,2.008e+09,-1.0767e+10,2.64e+10,2.632e+09,2.034e+10,2.034e+10,1.3365e+11,5.92e+08,1.63e+08,1.63e+08,1.002e+09,1.757e+09,-1.911e+09,1.972e+09,3.84e+08,-1.527e+09,-1.66e+08,-1.3e+08,-5.99e+08,1.1e+07,-6.1e+08,1.9e+07,-8.76e+08,-6.46e+08,-6.46e+08,-8e+06,-6.54e+08,5.25e+09,0.18083,0.11151,0.02911,0.00443,5.5708,0.03928,0.73792,0.73255,6.61756,25.35338,0.20692,0.00599,0.28041,1.08854
"30","2017_Q3",35.5790476190476,"Up",5.428e+09,4.665e+09,8.02e+08,-3.9e+07,-5.6e+07,1.7e+07,-3.039e+09,-1.344e+09,1.106e+09,-6e+07,-6e+07,1.046e+09,1.046e+09,-3.33e+08,7.13e+08,7.13e+08,7.13e+08,7.13e+08,1.17632e+11,1.403e+09,3.859e+09,4.264e+09,8.71e+08,9.34e+09,3.287e+09,1.35394e+11,9.8458e+10,6.547e+09,8.4933e+10,6.978e+09,6.72e+09,3.461e+09,1.13891e+11,2.115e+09,6.7e+07,2.048e+09,-1.0955e+10,2.6942e+10,3.401e+09,2.1503e+10,2.1503e+10,1.35394e+11,7.13e+08,6.88e+08,6.88e+08,7e+06,1.408e+09,-3.79e+08,2.07e+09,-6.11e+08,-9.9e+08,-1.62e+08,-2e+06,-1.97e+08,6e+06,-2.03e+08,6000000.00000001,-3.55e+08,6.3e+07,6.3e+07,-4e+06,5.9e+07,5.252e+09,0.20376,0.13136,0.03316,0.00527,5.29652,0.03879,0.89927,0.89271,6.84605,27.1206,0.20432,0.0068,0.22721,0.89331
"31","2017_Q4",37.9247619047619,"Up",5.506e+09,4.648e+09,8.12e+08,4.6e+07,3e+07,1.6e+07,-3.083e+09,-1.289e+09,1.134e+09,-5.9e+07,-5.9e+07,1.075e+09,1.075e+09,-3.59e+08,7.16e+08,7.16e+08,7.16e+08,7.16e+08,1.17562e+11,9.28e+08,4.221e+09,4.927e+09,9.37e+08,9.413e+09,3.244e+09,1.36083e+11,9.8713e+10,6.262e+09,8.5484e+10,6.967e+09,6.717e+09,3.428e+09,1.14106e+11,2.144e+09,6.7e+07,2.077e+09,-1.1187e+10,2.7489e+10,3.531e+09,2.1977e+10,2.1977e+10,1.36083e+11,7.16e+08,3.73e+08,3.73e+08,3.42e+08,1.431e+09,7e+06,1.809e+09,-3.77e+08,-3.7e+08,-1.63e+08,-4e+06,-2.34e+08,6e+06,-2.4e+08,1.9e+07,-3.82e+08,6.79e+08,6.79e+08,-1.6e+07,6.63e+08,5.248e+09,0.20596,0.13004,0.03258,0.00526,5.19206,0.03856,0.90753,0.9009,6.97883,27.85573,0.2066,0.00679,0.22765,0.28307
"32","2018_Q1",39.5283606557377,"Up",5.424e+09,4.58e+09,8.12e+08,3.2e+07,1.5e+07,1.7e+07,-3.007e+09,-1.359e+09,1.058e+09,-5.9e+07,-5.9e+07,9.99e+08,9.99e+08,1.584e+09,2.583e+09,2.583e+09,2.583e+09,2.583e+09,1.20168e+11,1.023e+09,3.402e+09,3.491e+09,8.27e+08,9.505e+09,3.226e+09,1.37217e+11,9.9147e+10,5.959e+09,8.6249e+10,6.939e+09,5.351e+09,2.832e+09,1.12619e+11,2.187e+09,1.35e+08,2.052e+09,-1.1512e+10,2.9895e+10,4.028e+09,2.4598e+10,2.4598e+10,1.37217e+11,2.583e+09,2.09e+08,2.09e+08,-1.26e+09,1.532e+09,-2.351e+09,1.943e+09,-1.93e+08,-2.544e+09,-1.7e+08,1.5e+07,-2.88e+08,1e+07,-2.98e+08,-9e+06,-4.52e+08,-1.464e+09,-1.464e+09,2.8e+07,-1.436e+09,5.289e+09,0.19506,0.47622,0.10501,0.01882,4.57838,0.03854,3.29429,3.27027,6.91763,31.37164,0.21681,0.02088,0.06581,1.69943
"33","2018_Q2",40.3525,"Up",5.464e+09,4.745e+09,8.37e+08,-1.18e+08,-1.34e+08,1.6e+07,-3.042e+09,-1.384e+09,1.038e+09,-5.6e+07,-5.6e+07,9.82e+08,9.82e+08,-2.65e+08,7.17e+08,7.17e+08,7.17e+08,7.17e+08,1.28591e+11,1.108e+09,5.073e+09,4.08e+09,9.06e+08,9.933e+09,3.846e+09,1.47356e+11,1.05399e+11,6.084e+09,9.1898e+10,7.417e+09,9.775e+09,2.523e+09,1.23069e+11,2.224e+09,1.35e+08,2.089e+09,-1.1805e+10,3.0183e+10,3.685e+09,2.4287e+10,2.4287e+10,1.47356e+11,7.17e+08,4.15e+08,4.15e+08,1.06e+08,1.238e+09,-2.991e+09,1.15e+09,2.792e+09,-1.99e+08,-1.95e+08,2e+06,-2.82e+08,1.4e+07,-2.96e+08,2e+06,-4.73e+08,5.66e+08,5.66e+08,2.3e+07,5.89e+08,5.372e+09,0.18997,0.13122,0.02952,0.00487,5.06728,0.03646,0.92094,0.91471,7.01817,31.19517,0.25047,0.00663,0.27197,1.2447
"34","2018_Q3",41.3473015873016,"Up",5.59e+09,4.705e+09,8.62e+08,2.3e+07,3000000.00000003,2e+07,-3.031e+09,-1.372e+09,1.187e+09,-5.5e+07,-5.5e+07,1.132e+09,1.132e+09,-2.99e+08,8.33e+08,8.33e+08,8.33e+08,8.33e+08,1.24074e+11,1.103e+09,5.831e+09,3.847e+09,8.92e+08,9.74e+09,3.433e+09,1.41986e+11,1.0231e+11,5.6e+09,8.957e+10,7.14e+09,7.781e+09,2.78e+09,1.18186e+11,2.252e+09,1.35e+08,2.117e+09,-1.2113e+10,3.0809e+10,2.852e+09,2.38e+10,2.38e+10,1.41986e+11,8.33e+08,3.93e+08,3.93e+08,3.43e+08,1.569e+09,-1.782e+09,3.813e+09,537999999.999999,-1.244e+09,-2.01e+08,-2000000.00000001,-3.07e+08,-2e+06,-3.05e+08,-5e+06,-5.15e+08,-1.9e+08,-1.9e+08,-4.3e+07,-2.33e+08,5.315e+09,0.21234,0.14902,0.035,0.00587,4.9658,0.03743,1.07769,1.07096,7.23204,30.79116,0.26004,0.0077,0.2413,1.23673
"35","2018_Q4",40.3871428571429,"Down",5.578e+09,4.636e+09,8.7e+08,7.2e+07,5.5e+07,1.7e+07,-3.002e+09,-1.376e+09,1.2e+09,-5.3e+07,-5.3e+07,1.147e+09,1.147e+09,-3.02e+08,8.45e+08,8.45e+08,8.45e+08,8.45e+08,1.20785e+11,1.059e+09,7.009e+09,3.429e+09,7.84e+08,9.622e+09,3.321e+09,1.37941e+11,1.00584e+11,5.224e+09,8.8386e+10,6.974e+09,5.857e+09,2.987e+09,1.14707e+11,2.286e+09,1.35e+08,2.151e+09,-1.2422e+10,3.1461e+10,1.909e+09,2.3234e+10,2.3234e+10,1.37941e+11,8.45e+08,7.06e+08,7.06e+08,3.01e+08,1.852e+09,-3.2e+08,2.277e+09,-1.409e+09,-1.729e+09,-1.99e+08,0,-2.98e+08,2.4e+07,-3.22e+08,-2.8e+07,-5.25e+08,-4.02e+08,-4.02e+08,-1.6e+07,-4.18e+08,5.279e+09,0.21513,0.15149,0.03637,0.00613,4.93703,0.03827,1.10162,1.09446,7.27203,30.29011,0.25944,0.0079,0.2355,1.54167
"36","2019_Q1",44.0434426229508,"Up",5.126e+09,4.591e+09,8.73e+08,-3.38e+08,-3.54e+08,1.6e+07,-2.925e+09,-1.421e+09,7.8e+08,-5.8e+07,-5.8e+07,7.22e+08,7.22e+08,-1.97e+08,5.25e+08,5.25e+08,5.25e+08,5.25e+08,1.21906e+11,9.87e+08,7.706e+09,4.337e+09,8.51e+08,9.875e+09,3.437e+09,1.40406e+11,1.03188e+11,5.09e+09,9.0952e+10,7.146e+09,5.072e+09,2.906e+09,1.16944e+11,2.312e+09,1.35e+08,2.177e+09,-1.2789e+10,3.1788e+10,2.151e+09,2.3462e+10,2.3462e+10,1.40406e+11,5.25e+08,1.571e+09,1.571e+09,-7.41e+08,1.355e+09,1.642e+09,2.307e+09,-2.052e+09,-4.1e+08,-1.98e+08,4.7e+08,-3.56e+08,2.2e+07,-3.78e+08,-1.9e+07,-1.03e+08,8.42e+08,8.42e+08,6.6e+07,9.08e+08,5.778e+09,0.15217,0.10242,0.02238,0.00374,4.9844,0.04115,0.69097,0.68639,6.74648,30.87902,0.26059,0.00534,0.37714,1.84744
"37","2019_Q2",47.3669841269841,"Up",5.657e+09,4.691e+09,8.78e+08,8.8e+07,7.1e+07,1.7e+07,-2.967e+09,-6.71e+08,1.3e+09,-5.8e+07,-5.8e+07,1.242e+09,1.242e+09,-3.14e+08,9.28e+08,9.28e+08,9.28e+08,9.28e+08,1.27546e+11,1.041e+09,1.238e+09,3.892e+09,8.58e+08,9.892e+09,3.491e+09,1.45679e+11,1.0368e+11,4.859e+09,9.1636e+10,7.185e+09,1.3051e+10,2.899e+09,1.1963e+11,2.343e+09,1.35e+08,2.208e+09,-1.3288e+10,3.2513e+10,4.481e+09,2.6049e+10,2.6049e+10,1.45679e+11,9.28e+08,-2.03e+08,-2.03e+08,8.19e+08,1.544e+09,-2.3e+09,2e+06,1.009e+09,-1.291e+09,-1.95e+08,0,-4.78e+08,1.2e+07,-4.9e+08,-1.3e+07,-6.86e+08,-4.33e+08,-4.33e+08,-1.2e+07,-4.45e+08,0,0.2298,0.16404,0.03563,0.00637,4.5925,0,1.23499,1.22785,7.52838,34.66623,0.25951,0.00847,0.21013,-2.99385
"38","2019_Q3",48.75484375,"Up",5.511e+09,4.682e+09,8.78e+08,-4.9e+07,-66000000.0000001,1.7e+07,-2.965e+09,-6.39e+08,1.166e+09,-5.7e+07,-5.7e+07,1.109e+09,1.109e+09,-2.92e+08,8.17e+08,8.17e+08,8.17e+08,8.17e+08,1.33578e+11,1.087e+09,1.427e+09,3.019e+09,8.83e+08,1.0128e+10,3.792e+09,1.514e+11,1.06989e+11,4.763e+09,9.4823e+10,7.403e+09,1.3031e+10,3.139e+09,1.23159e+11,2.382e+09,1.35e+08,2.247e+09,-1.3635e+10,3.313e+10,6.364e+09,2.8241e+10,2.8241e+10,1.514e+11,8.17e+08,8.1e+07,8.1e+07,-8.5e+07,8.13e+08,-1.305e+09,-2.9e+07,-1.31e+08,-1.436e+09,-1.94e+08,2.68e+08,-3.43e+08,1.4e+07,-3.57e+08,-2.3e+07,-2.92e+08,-9.15e+08,-9.15e+08,4.2e+07,-8.73e+08,4.76837158203125e-07,0.21158,0.14825,0.02893,0.0054,4.361,0,1.09647,1.09106,7.39613,37.90133,0.26036,0.00731,0.23745,-2.58919
"39","2019_Q4",49.26890625,"Up",5.536e+09,4.736e+09,9.36e+08,-1.36e+08,-1.52e+08,1.6e+07,-3.026e+09,-2.877e+09,1.093e+09,-5.6e+07,-5.6e+07,1.037e+09,1.037e+09,-2.59e+08,7.78e+08,7.78e+08,7.78e+08,7.78e+08,1.35294e+11,8.3e+08,1.507e+09,4.216e+09,9.08e+08,1.0148e+10,3.571e+09,1.54137e+11,1.0753e+11,4.544e+09,9.5565e+10,7.421e+09,1.4159e+10,3.01e+09,1.24699e+11,2.412e+09,1.35e+08,2.277e+09,-1.3935e+10,3.371e+10,7.251e+09,2.9438e+10,2.9438e+10,1.54137e+11,7.78e+08,3.24e+08,3.24e+08,8.04e+08,1.906e+09,1.69e+08,-5.195e+09,-3.88e+08,-2.19e+08,-1.9e+08,0,-2.98e+08,1.2e+07,-3.1e+08,3.7e+07,-4.51e+08,1.236e+09,1.236e+09,-3.9e+07,1.197e+09,0,0.19743,0.14053,0.02643,0.00505,4.23599,0,1.05156,1.04605,7.48257,39.78899,0.25681,0.00692,0.24422,-3.85727
"40","2020_Q1",42.6346774193548,"Down",5.603e+09,4.671e+09,8.86e+08,4.6e+07,1.2e+07,3.4e+07,-2.984e+09,1.584e+09,1.114e+09,-5.7e+07,-5.7e+07,1.057e+09,1.057e+09,-2.76e+08,7.81e+08,7.81e+08,7.81e+08,7.81e+08,1.33195e+11,8.02e+08,9.7996e+10,4.896e+09,8.28e+08,1.0128e+10,3.721e+09,1.52768e+11,1.06554e+11,4.243e+09,9.4994e+10,7.317e+09,1.3815e+10,3.44e+09,1.23809e+11,2.448e+09,1.35e+08,2.313e+09,-1.4395e+10,3.4291e+10,6.615e+09,2.8959e+10,2.8959e+10,1.52768e+11,7.81e+08,1.21e+08,1.21e+08,2.9e+08,1.192e+09,2.711e+09,4.497e+09,-2.936e+09,-2.25e+08,-1.92e+08,3.47e+08,-4.59e+08,1.1e+07,-4.7e+08,2e+07,-2.84e+08,6.83e+08,6.83e+08,-3e+06,6.8e+08,0,0.19882,0.13939,0.02697,0.00511,4.27532,0,1.06511,1.05918,7.64121,39.49344,0.26184,0.007,0.24584,-4.39497
"41","2020_Q2",33.9420634920635,"Down",5.162e+09,4.681e+09,9.04e+08,-4.23e+08,-4.63e+08,4e+07,-2.939e+09,-1.448e+09,7.75e+08,-5.5e+07,-5.5e+07,7.2e+08,7.2e+08,-1.54e+08,5.66e+08,5.66e+08,5.66e+08,5.66e+08,1.32819e+11,6.6e+08,1.843e+09,4.148e+09,8.13e+08,1.0164e+10,3.672e+09,1.51616e+11,1.07552e+11,4.044e+09,9.6086e+10,7.422e+09,1.4337e+10,3.325e+09,1.25214e+11,2.469e+09,1.35e+08,2.334e+09,-1.4854e+10,3.4599e+10,4.188e+09,2.6402e+10,2.6402e+10,1.51616e+11,5.66e+08,3.12e+08,3.12e+08,5.36e+08,1.414e+09,-2.473e+09,-2.881e+09,7.57e+08,-1.716e+09,-1.95e+08,1.95e+08,-4.4e+08,9e+06,-4.49e+08,-6e+06,-4.46e+08,-7.48e+08,-7.48e+08,0,-7.48e+08,0,0.15014,0.10965,0.02144,0.00373,4.7426,0,0.78137,0.77799,7.12623,36.44843,0.2692,0.00554,0.34452,-5.35226
"42","2020_Q3",34.48625,"Up",5.407e+09,4.665e+09,8.7e+08,-1.28e+08,-1.7e+08,4.2e+07,-2.898e+09,1.58e+08,1.131e+09,-6.2e+07,-6.2e+07,1.069e+09,1.069e+09,-2.65e+08,8.04e+08,8.04e+08,8.04e+08,8.04e+08,1.36705e+11,7.49e+08,2.528e+10,5.528e+09,8.94e+08,1.0222e+10,3.738e+09,1.57087e+11,1.09103e+11,3.854e+09,9.7765e+10,7.484e+09,1.5274e+10,3.29e+09,1.27667e+11,2.493e+09,1.35e+08,2.358e+09,-1.5027e+10,3.5204e+10,6.75e+09,2.942e+10,2.942e+10,1.57087e+11,8.04e+08,1.65e+08,1.65e+08,2.18e+08,1.187e+09,284999999.999999,2.114e+09,-6.89e+08,-4.04e+08,-1.93e+08,1e+09,-1.76e+08,1.2e+07,-1.88e+08,-3.3e+07,5.98e+08,1.381e+09,1.381e+09,-1e+06,1.38e+09,5.96046447753906e-08,0.20917,0.1487,0.02733,0.00512,4.33946,0,1.11995,1.11703,7.53179,40.98121,0.26884,0.00703,0.24005,-4.88771
"43","2020_Q4",39.05125,"Up",5.665e+09,4.623e+09,8.95e+08,1.47e+08,1.08e+08,3.9e+07,-2.985e+09,-6.17e+08,1.217e+09,-6.4e+07,-6.4e+07,1.153e+09,1.153e+09,1.303e+09,2.456e+09,2.456e+09,2.456e+09,2.456e+09,1.40566e+11,7.75e+08,2.5841e+10,5.563e+09,8.24e+08,1.0319e+10,3.683e+09,1.60955e+11,1.11587e+11,3.729e+09,1.00216e+11,7.642e+09,1.3598e+10,3.291e+09,1.28476e+11,2.518e+09,1.35e+08,2.383e+09,-1.5416e+10,3.746e+10,7.917e+09,3.2479e+10,3.2479e+10,1.60955e+11,2.456e+09,1.94e+08,1.94e+08,-6.5e+08,2e+09,1.111e+09,-3.1e+08,-2.502e+09,-1.391e+09,-1.92e+08,0,-3.94e+08,6e+06,-4e+08,3e+06,-5.83e+08,2.6e+07,2.6e+07,9e+06,3.5e+07,0,0.21483,0.43354,0.07562,0.01526,3.95566,0,3.45123,3.44111,7.9606,45.64029,0.2698,0.01797,0.07818,-4.57108
"44","2021_Q1",46.0883606557377,"Up",5.913e+09,4.653e+09,9.69e+08,2.91e+08,2.55e+08,3.6e+07,-2.974e+09,-6.23e+08,1.278e+09,-6.1e+07,-6.1e+07,1.217e+09,1.217e+09,-2.65e+08,9.52e+08,9.52e+08,9.52e+08,9.52e+08,1.44612e+11,2.429e+09,3.6301e+10,5.141e+09,7.96e+08,1.0441e+10,4.096e+09,1.65086e+11,1.14391e+11,3.597e+09,1.0297e+11,7.824e+09,5.625e+09,3.612e+09,1.31527e+11,2.545e+09,1.35e+08,2.41e+09,-1.5904e+10,3.7984e+10,8.934e+09,3.3559e+10,3.3559e+10,1.65086e+11,9.52e+08,-1.47e+08,-1.47e+08,5.52e+08,1.357e+09,-2.3e+08,-2.3e+08,-8.78e+08,-1.108e+09,-1.89e+08,1.19209289550781e-07,-4.93e+08,7e+06,-5e+08,-2e+06,-6.84e+08,-4.35e+08,-4.35e+08,1.3e+07,-4.22e+08,7.899e+09,0.21613,0.161,0.02837,0.00577,3.91928,0.04785,1.35821,1.35272,8.43603,47.87837,0.26964,0.00716,0.19853,2.15806
"45","2021_Q2",52.7011111111111,"Up",5.869e+09,4.593e+09,9.25e+08,3.51e+08,3.07e+08,4.4e+07,-2.735e+09,-1.469e+09,1.665e+09,-6.2e+07,-6.2e+07,1.603e+09,1.603e+09,-3.1e+08,1.293e+09,1.293e+09,1.293e+09,1.293e+09,1.38299e+11,1.174e+09,1.3513e+10,4.99e+09,7.77e+08,9.835e+09,4.256e+09,1.58157e+11,1.07905e+11,3.194e+09,9.7344e+10,7.367e+09,6.246e+09,3.815e+09,1.26054e+11,2.573e+09,1.35e+08,2.438e+09,-1.6554e+10,3.9277e+10,6.807e+09,3.2103e+10,3.2103e+10,1.58157e+11,1.293e+09,-4.43e+08,-4.43e+08,5.16e+08,1.366e+09,-1.827e+09,-1.827e+09,8.58e+08,-9.69e+08,-2.19e+08,4e+08,-6.41e+08,9e+06,-6.5e+08,-1e+07,-4.7e+08,-7.3e+07,-7.3e+07,-7.8e+07,-1.51e+08,8.088e+09,0.28369,0.22031,0.04028,0.00818,3.92655,0.05114,1.8768,1.86866,8.51891,46.59781,0.31788,0.00995,0.16937,1.86066
