"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2016_Q4",38.9542857142857,"Up",2.2451e+10,-8.699e+09,1.3752e+10,-7.985e+09,-4.389e+09,-2.565e+09,-1.824e+09,-3.596e+09,5.767e+09,2.78e+08,2.78e+08,6.045e+09,6.045e+09,-9.84e+08,5.061e+09,5.061e+09,5.061e+09,5.061e+09,8.3056e+10,9.406e+09,7.365e+10,1.1979e+10,1.1979e+10,2.952e+09,9.8546e+10,3.2753e+10,5.705e+09,2.2944e+10,1.6028e+10,6.1402e+10,1.59948e+11,1.34e+10,2.175e+09,1.71e+08,1.1054e+10,9.23e+08,9.23e+08,1.4323e+10,3.938e+09,7.584e+09,1.69e+08,4.854e+09,2.561e+09,1.1522e+10,2.5845e+10,3.5337e+10,9.9798e+10,-1.032e+09,1.34103e+11,1.34103e+11,1.59948e+11,5.061e+09,1.377e+09,1.77e+09,1.86e+09,-2.45e+08,1.55e+08,1.637e+09,-2.82e+08,4.59e+08,1.46e+09,9.845e+09,-2.357e+09,-2.554e+09,-2.554e+09,-8.962e+09,1.659e+10,-2.5552e+10,-2.52e+08,-2.52e+08,-1.474e+09,-1.3045e+10,-2.74e+08,-8.15e+08,-1.089e+09,-4.289e+09,-4.289e+09,6.8e+07,-4.221e+09,7.144e+09,3.938e+09,7.408e+09,0.61253,0.25687,0.22542,0.03774,0.03164,1.46374,6.88026,0.19272,0.02462,0.36804,0.33878,1.63266,9.75208,0.53872,6,0.03475,0.05087,-11.07475,-13.71909
"12","2017_Q1",41.0195161290323,"Up",2.6064e+10,-1.0661e+10,1.5403e+10,-8.764e+09,-5.142e+09,-3.118e+09,-2.024e+09,-3.622e+09,6.639e+09,2.18e+08,2.18e+08,6.857e+09,6.857e+09,-1.524e+09,5.333e+09,5.333e+09,5.333e+09,5.333e+09,8.6333e+10,1.2918e+10,7.3415e+10,1.4137e+10,1.4137e+10,4.67e+09,1.05408e+11,3.4234e+10,5.878e+09,2.1977e+10,1.6468e+10,6.2089e+10,1.67497e+11,1.5657e+10,2.041e+09,5.54e+08,1.3062e+10,1.099e+09,1.099e+09,1.6756e+10,3.935e+09,7.77e+09,2.02e+08,4.903e+09,2.665e+09,1.1705e+10,2.8461e+10,3.6307e+10,1.05131e+11,-2.402e+09,1.39036e+11,1.39036e+11,1.67497e+11,5.333e+09,1.464e+09,2.04e+09,1.846e+09,-1.57e+08,3.51e+08,5.76e+08,-2.279e+09,-1.28e+08,2.983e+09,9.413e+09,-3.064e+09,-3.078e+09,-3.078e+09,-1.281e+09,1.2516e+10,-1.3797e+10,-6.62e+08,-6.62e+08,3.05e+08,-4.702e+09,-1.3e+07,-8.79e+08,-8.92e+08,3.819e+09,3.819e+09,-3.07e+08,3.512e+09,8.103e+09,3.935e+09,7.139e+09,0.59097,0.25472,0.20461,0.03836,0.03184,1.33865,6.29076,0.2047,0.02349,0.38655,0.35648,1.8892,10.07779,0.51746,5,0.03538,0.04736,-10.16883,-12.41121
"13","2017_Q2",45.7812698412698,"Up",2.475e+10,-9.795e+09,1.4955e+10,-8.387e+09,-4.445e+09,-2.644e+09,-1.801e+09,-3.942e+09,6.568e+09,2.51e+08,2.51e+08,6.819e+09,6.819e+09,-1.393e+09,5.426e+09,5.426e+09,5.426e+09,5.426e+09,9.2439e+10,1.8132e+10,7.4307e+10,1.2913e+10,1.2913e+10,3.162e+09,1.08794e+11,3.5936e+10,6.131e+09,2.1895e+10,1.6547e+10,6.3962e+10,1.72756e+11,1.4108e+10,2.306e+09,8.03e+08,1.0999e+10,1.148e+09,1.148e+09,1.5256e+10,3.937e+09,8.614e+09,3.23e+08,5.528e+09,2.763e+09,1.2551e+10,2.7807e+10,3.7698e+10,1.0942e+11,-2.169e+09,1.44949e+11,1.44949e+11,1.72756e+11,5.426e+09,1.287e+09,2.914e+09,2.009e+09,6.13e+08,2.92e+08,-7.9e+07,1.267e+09,1.03e+08,-1.449e+09,9.548e+09,-2.467e+09,-2.508e+09,-2.508e+09,-1.111e+09,1.9362e+10,-2.0473e+10,-1.01e+08,-1.01e+08,7.8e+07,-3.601e+09,-1.8e+07,2.21e+08,-9.24e+08,5.023e+09,5.023e+09,1.91e+08,5.214e+09,7.855e+09,3.937e+09,6.702e+09,0.60424,0.26537,0.21923,0.03743,0.03141,1.23516,7.13123,0.19184,0.02279,0.3923,0.36205,1.78945,10.47993,0.48456,6,0.03445,0.04255,-11.26696,-13.47473
"14","2017_Q3",46.5788888888889,"Up",2.601e+10,-1.0373e+10,1.5637e+10,-8.769e+09,-4.597e+09,-2.897e+09,-1.7e+09,-4.172e+09,6.868e+09,2.45e+08,2.45e+08,7.113e+09,4.377e+09,-8.53e+08,3.524e+09,3.524e+09,3.524e+09,3.524e+09,9.4713e+10,1.5711e+10,7.9002e+10,1.4003e+10,1.4003e+10,3.272e+09,1.12386e+11,3.7676e+10,6.642e+09,2.1917e+10,1.6604e+10,6.6235e+10,1.78621e+11,1.7459e+10,2.488e+09,1.33e+08,1.4838e+10,1.226e+09,1.226e+09,1.8685e+10,3.955e+09,7.695e+09,3.45e+08,4.497e+09,2.853e+09,1.165e+10,3.0335e+10,3.8509e+10,1.11505e+11,-1.728e+09,1.48286e+11,1.48286e+11,1.78621e+11,3.524e+09,1.424e+09,2.171e+09,2.003e+09,-75000000.0000001,2.43e+08,2.84e+08,-8.36e+08,1.6e+07,1.104e+09,7.403e+09,-2.818e+09,-2.831e+09,-2.831e+09,-5.021e+09,1.4876e+10,-1.9897e+10,-41999999.9999999,-4.2e+07,4e+07,-7.841e+09,-3.8e+07,-4.15e+08,-2.071e+09,-2.509e+09,-2.509e+09,88000000.0000001,-2.421e+09,8.292e+09,3.955e+09,6.611e+09,0.60119,0.26405,0.13549,0.02376,0.01973,1.87599,6.01477,0.20457,0.02214,0.25464,0.23473,1.87945,10.71494,0.4777,5,0.02203,0.04134,-10.94525,-13.21462
"15","2017_Q4",50.8955555555556,"Up",2.7772e+10,-1.1148e+10,1.6624e+10,-8.842e+09,-4.637e+09,-3.042e+09,-1.595e+09,-4.205e+09,7.782e+09,1.97e+08,1.97e+08,7.979e+09,7.979e+09,-1.247e+09,6.732e+09,6.732e+09,6.732e+09,6.732e+09,1.00143e+11,1.0581e+10,8.9562e+10,1.5295e+10,1.5295e+10,3.142e+09,1.19345e+11,4.012e+10,7.269e+09,2.2802e+10,1.6731e+10,7.0191e+10,1.89536e+11,1.9424e+10,2.674e+09,2.21e+08,1.6529e+10,1.269e+09,1.269e+09,2.0693e+10,3.964e+09,7.779e+09,3.46e+08,4.509e+09,2.924e+09,1.1743e+10,3.2436e+10,3.9609e+10,1.18237e+11,-7.46e+08,1.571e+11,1.571e+11,1.89536e+11,6.732e+09,1.561e+09,1.865e+09,1.82e+09,-2.96e+08,3.41e+08,-2.86e+08,-1.15e+09,-6.1e+07,9.25e+08,9.872e+09,-3.511e+09,-3.538e+09,-3.538e+09,-1.086e+10,2.835e+10,-3.921e+10,-1.3e+08,-1.3e+08,9.7e+07,-1.4404e+10,-8e+06,-6.98e+08,-7.06e+08,-5.238e+09,-5.238e+09,1.08e+08,-5.13e+09,9.343e+09,3.964e+09,6.793e+09,0.59859,0.28021,0.2424,0.04285,0.03552,1.00906,5.76741,0.20647,0.02091,0.48537,0.44833,2.00235,11.32685,0.48977,6,0.03987,0.04023,-10.29423,-12.35916
"16","2018_Q1",55.1996721311475,"Up",3.2323e+10,-1.4267e+10,1.8056e+10,-1.0392e+10,-6.086e+09,-4.31e+09,-1.776e+09,-4.306e+09,7.664e+09,3.54e+08,3.54e+08,8.018e+09,8.018e+09,-1.1038e+10,-3.02e+09,-3.02e+09,-3.02e+09,-3.02e+09,1.01871e+11,1.0715e+10,9.1156e+10,1.8336e+10,1.8336e+10,3.352e+09,1.24308e+11,4.2383e+10,7.813e+09,2.2791e+10,1.6747e+10,7.2987e+10,1.97295e+11,2.2751e+10,3.137e+09,8.81e+08,1.8733e+10,1.432e+09,1407897803.99449,2.4183e+10,3.969e+09,1.6641e+10,3.4e+08,1.3242e+10,3.059e+09,2.061e+10,4.4793e+10,4.0247e+10,1.13247e+11,-9.92e+08,1.52502e+11,1.52502e+11,1.97295e+11,-3.02e+09,1.831e+09,2.13e+09,1.847e+09,1.6e+07,2.67e+08,9.327e+09,-3.049e+09,6.73e+08,1.1703e+10,1.0268e+10,-4.289e+09,-4.307e+09,-4.307e+09,-2.989e+09,1.1371e+10,-1.436e+10,-1.4e+07,-14000000.0000001,3.18e+08,-6.974e+09,-21999999.9999999,-1.055e+09,-3.178e+09,1.16e+08,1.16e+08,1.8e+07,1.34e+08,9.495e+09,3.969e+09,2.5571e+10,0.55861,0.23711,-0.09343,-0.0198,-0.01531,-8.46722,5.14031,0.29372,0.02012,-0.21739,-0.20076,2.32672,10.97761,1.84069,4,-0.01745,0.14771,-10.3109,-12.77427
"17","2018_Q2",54.03390625,"Down",3.1146e+10,-1.3467e+10,1.7679e+10,-1.0046e+10,-5.007e+09,-3.604e+09,-1.403e+09,-5.039e+09,7.633e+09,2.91e+09,2.91e+09,1.0543e+10,1.0543e+10,-1.142e+09,9.401e+09,9.401e+09,9.401e+09,9.401e+09,1.02885e+11,1.2658e+10,9.0227e+10,1.6777e+10,1.6777e+10,3.463e+09,1.23761e+11,4.8845e+10,1.0976e+10,2.3353e+10,1.7862e+10,8.3174e+10,2.06935e+11,2.2469e+10,3.526e+09,1.343e+09,1.76e+10,1.596e+09,1.596e+09,2.5394e+10,3.973e+09,1.6743e+10,3.15e+08,1.3279e+10,3.149e+09,2.0716e+10,4.611e+10,4.1487e+10,1.20008e+11,-6.7e+08,1.60825e+11,1.60825e+11,2.06935e+11,9.401e+09,1.791e+09,-6.15e+08,2.457e+09,-1.8e+07,-3.054e+09,1.065e+09,1.7e+09,1.22e+08,-7.57e+08,1.1642e+10,-7.269e+09,-7.299e+09,-7.299e+09,1.75e+08,9.351e+09,-9.176e+09,-1.25e+09,-1.25e+09,4.98e+08,-7.846e+09,1.313e+09,-1.158e+09,-2.018e+09,1.778e+09,1.778e+09,1.65e+08,1.943e+09,9.424e+09,5.302e+09,4.362e+09,0.56762,0.24507,0.30184,0.05845,0.04543,0.46399,4.87363,0.28671,0.02562,0.67657,0.62499,2.24152,11.57427,0.31392,6,0.05141,0.02385,-10.35473,-12.78436
"18","2018_Q3",59.8963492063492,"Up",3.2657e+10,-1.3883e+10,1.8774e+10,-1.1528e+10,-6.414e+09,-3.78e+09,-2.634e+09,-5.114e+09,7.246e+09,2.04e+09,2.04e+09,9.286e+09,4.215e+09,-1.02e+09,3.195e+09,3.195e+09,3.195e+09,3.195e+09,1.02254e+11,1.4148e+10,8.8106e+10,1.7043e+10,1.7043e+10,4.162e+09,1.24157e+11,5.1672e+10,1.1487e+10,2.4294e+10,1.7895e+10,8.7453e+10,2.1161e+11,2.8189e+10,3.369e+09,1.189e+09,2.3631e+10,1.714e+09,1737923218.71782,2.9903e+10,3.981e+09,1.5726e+10,3.58e+08,1.2131e+10,3.237e+09,1.9707e+10,4.961e+10,4.2243e+10,1.21282e+11,-1.525e+09,1.62e+11,1.62e+11,2.1161e+11,3.195e+09,1.862e+09,1.595e+09,2.413e+09,-1.39e+08,-6.79e+08,3.48e+09,-3.12e+08,-1.45e+08,3.937e+09,1.0132e+10,-5.458e+09,-5.477e+09,-5.477e+09,1.575e+09,1.6172e+10,-1.4597e+10,-1.84e+08,-1.84e+08,6.93e+08,-3.374e+09,-1.344e+09,-1.541e+09,-4.937e+09,1.821e+09,1.821e+09,-3.31e+08,1.49e+09,9.108e+09,3.981e+09,8.15e+09,0.57488,0.22188,0.09784,0.01972,0.0151,2.55086,4.15199,0.30623,0.01881,0.22988,0.21295,2.34964,11.65577,0.58639,6,0.01758,0.04485,-10.78975,-13.56238
"19","2018_Q4",53.5249206349206,"Down",3.374e+10,-1.4281e+10,1.9459e+10,-1.1149e+10,-5.917e+09,-3.849e+09,-2.068e+09,-5.232e+09,8.31e+09,1.773e+09,1.773e+09,1.0083e+10,1.0083e+10,-8.91e+08,9.192e+09,9.192e+09,9.192e+09,9.192e+09,1.06416e+11,1.3443e+10,9.2973e+10,1.7897e+10,1.7897e+10,4.177e+09,1.29702e+11,5.53e+10,1.2673e+10,2.3863e+10,1.7895e+10,9.1836e+10,2.21538e+11,2.9549e+10,3.789e+09,0,2.576e+10,1.752e+09,1817432582.63866,3.1301e+10,3.986e+09,1.6411e+10,3.17e+08,1.288e+10,3.214e+09,2.0397e+10,5.1698e+10,4.3111e+10,1.28405e+11,-1.676e+09,1.6984e+11,1.6984e+11,2.21538e+11,9.192e+09,2.138e+09,2.012e+09,2.23e+09,8.8e+08,-1.098e+09,-1.32e+08,-6.7e+08,3.16e+08,2.22e+08,1.321e+10,-5.262e+09,-5.282e+09,-5.282e+09,-5.282e+09,9.403e+09,-1.4685e+10,-1.8e+07,-1.8e+07,1.54e+08,-1.0408e+10,-2.5e+07,-1.253e+09,-3.478e+09,-6.76e+08,-6.76e+08,-2.9e+07,-7.05e+08,1.0448e+10,3.986e+09,5.945e+09,0.57673,0.2463,0.27244,0.05412,0.04149,0.64676,4.1437,0.30439,0.01799,0.66069,0.61219,2.42513,12.20757,0.42731,7,0.04832,0.03125,-9.80379,-12.32611
"20","2019_Q1",56.1075409836066,"Up",3.9276e+10,-1.7918e+10,2.1358e+10,-1.1952e+10,-5.918e+09,-5.1e+09,-8.18e+08,-6.034e+09,9.406e+09,6.66e+08,6.66e+08,1.0072e+10,1.0072e+10,-1.124e+09,8.948e+09,8.948e+09,8.948e+09,8.948e+09,1.0914e+11,1.6701e+10,9.2439e+10,2.0838e+10,2.0838e+10,4.591e+09,1.35676e+11,5.9719e+10,1.3859e+10,2.3538e+10,1.7888e+10,9.7116e+10,2.32792e+11,3.2836e+10,4.378e+09,6.9e+07,2.8389e+10,1.784e+09,1838080337.2006,3.462e+10,4.012e+09,1.6532e+10,3.96e+08,1.2591e+10,3.545e+09,2.0544e+10,5.5164e+10,4.5049e+10,1.34885e+11,-2.306e+09,1.77628e+11,1.77628e+11,2.32792e+11,8.948e+09,2.373e+09,1.171e+09,2.253e+09,54999999.9999999,-1.137e+09,4.95e+08,-2.887e+09,7.74e+08,2.608e+09,1.2987e+10,-7.15e+09,-7.081e+09,-7.081e+09,-1.92e+08,1.3581e+10,-1.3773e+10,-3.9e+07,-3.9e+07,5.05e+08,-6.876e+09,-4999999.99999976,-9.1e+07,-2.746e+09,3.365e+09,3.365e+09,-1.07e+08,3.258e+09,1.1779e+10,4.012e+09,6.248e+09,0.54379,0.23948,0.22782,0.05037,0.03844,0.69826,3.91901,0.31056,0.01723,0.64352,0.59845,2.82464,12.7746,0.44934,7,0.04515,0.03153,-8.92504,-11.1767
"21","2019_Q2",57.6901587301587,"Up",3.6339e+10,-1.6012e+10,2.0327e+10,-1.2022e+10,-5.993e+09,-3.905e+09,-2.088e+09,-6.029e+09,8.305e+09,1.538e+09,1.538e+09,9.843e+09,8.146e+09,-1.489e+09,6.657e+09,6.657e+09,6.657e+09,6.657e+09,1.13488e+11,1.9148e+10,9.434e+10,1.9149e+10,1.9149e+10,4.517e+09,1.38207e+11,6.0528e+10,1.4474e+10,3.214e+10,1.7943e+10,1.07142e+11,2.45349e+11,3.3243e+10,3.71e+09,7.61e+08,2.8772e+10,1.667e+09,1803418727.84169,3.491e+10,4.066e+09,2.2901e+10,3.91e+08,1.2887e+10,9.623e+09,2.6967e+10,6.1877e+10,4.6532e+10,1.3872e+11,-1.78e+09,1.83472e+11,1.83472e+11,2.45349e+11,6.657e+09,2.416e+09,1.834e+09,2.769e+09,-7.3e+07,-8.62e+08,1.093e+09,1.172e+09,-4.25e+08,3.46e+08,1.2e+10,-4.604e+09,-4.638e+09,-4.638e+09,-7.84e+08,2.1006e+10,-2.179e+10,-9.9e+07,-9.9e+07,9.9e+07,-5.388e+09,-3e+07,-1.128e+09,-4.183e+09,2.429e+09,2.429e+09,1.8e+07,2.447e+09,1.0721e+10,4.066e+09,8.699e+09,0.55937,0.22854,0.18319,0.03628,0.02713,1.30674,3.95895,0.33726,0.01657,0.47901,0.44531,2.61481,13.20191,0.62595,5,0.03163,0.04134,-10.20632,-13.17544
"22","2019_Q3",59.17,"Up",3.8944e+10,-1.7296e+10,2.1648e+10,-1.2468e+10,-6.255e+09,-4.212e+09,-2.043e+09,-6.213e+09,9.18e+09,2.967e+09,2.967e+09,1.2147e+10,1.2147e+10,-2.2e+09,9.947e+09,9.947e+09,9.947e+09,9.947e+09,1.21056e+11,1.6587e+10,1.04469e+11,2.0965e+10,2.0965e+10,4.452e+09,1.47437e+11,6.4891e+10,1.2112e+10,3.2661e+10,1.8e+10,1.09664e+11,2.57101e+11,3.5283e+10,3.925e+09,5.36e+08,3.0822e+10,1.717e+09,1.717e+09,3.7e+10,4.074e+09,2.3835e+10,3.87e+08,1.2861e+10,1.0587e+10,2.7909e+10,6.4909e+10,4.7937e+10,1.45346e+11,-1.091e+09,1.92192e+11,1.92192e+11,2.57101e+11,9.947e+09,2.626e+09,7.91e+08,2.756e+09,6.93e+08,-2.658e+09,-7.37e+08,-1.146e+09,-1.8e+07,4.27e+08,1.2627e+10,-6.16e+09,-6.126e+09,-6.126e+09,-4.343e+09,1.9686e+10,-2.4029e+10,-1.48e+08,-1.48e+08,1.96e+08,-1.0455e+10,-4.6e+07,-1.123e+09,-4.746e+09,-2.574e+09,-2.574e+09,1.3e+07,-2.561e+09,1.1806e+10,4.074e+09,7.109e+09,0.55588,0.23572,0.25542,0.05176,0.03869,0.71469,3.98478,0.33773,0.01585,0.71667,0.66625,2.80589,13.8473,0.5122,6,0.04519,0.0323,-9.90869,-12.74314
"23","2019_Q4",64.528125,"Up",4.0499e+10,-1.7568e+10,2.2931e+10,-1.3754e+10,-7.2e+09,-4.609e+09,-2.591e+09,-6.554e+09,9.177e+09,-5.49e+08,-5.49e+08,8.628e+09,8.628e+09,-1.56e+09,7.068e+09,7.068e+09,7.068e+09,7.068e+09,1.21177e+11,1.6032e+10,1.05145e+11,2.0889e+10,2.0889e+10,4.891e+09,1.48358e+11,6.9252e+10,1.2488e+10,3.2946e+10,1.8069e+10,1.14686e+11,2.63044e+11,3.7545e+10,4.142e+09,1.31e+08,3.3272e+10,1.679e+09,1.679e+09,3.9224e+10,4.082e+09,2.4769e+10,3.64e+08,1.3102e+10,1.1303e+10,2.8851e+10,6.8075e+10,4.904e+10,1.47125e+11,-1.196e+09,1.94969e+11,1.94969e+11,2.63044e+11,7.068e+09,2.732e+09,3.981e+09,2.624e+09,-2.39e+08,1.596e+09,1.685e+09,-1e+06,5.7e+07,1.629e+09,1.5466e+10,-6.732e+09,-6.732e+09,-6.732e+09,-2.557e+09,3.4091e+10,-3.6648e+10,-1.26e+08,-1.26e+08,4.7e+08,-8.945e+09,-1.45e+08,-1.113e+09,-6.954e+09,-4.33e+08,-4.33e+08,-1.22e+08,-5.55e+08,1.1909e+10,4.082e+09,8.422e+09,0.56621,0.2266,0.17452,0.03625,0.02687,1.19157,3.78233,0.34916,0.01552,0.51015,0.47454,2.92309,14.07227,0.60787,6,0.03158,0.03763,-9.83248,-12.75962
"24","2020_Q1",67.8487096774194,"Up",4.6075e+10,-2.102e+10,2.5055e+10,-1.5789e+10,-8.567e+09,-5.738e+09,-2.829e+09,-7.222e+09,9.266e+09,1.438e+09,1.438e+09,1.0704e+10,1.0704e+10,-33000000.0000002,1.0671e+10,1.0671e+10,1.0671e+10,1.0671e+10,1.19675e+11,1.8498e+10,1.01177e+11,2.5326e+10,2.5326e+10,6.578e+09,1.52578e+11,7.3646e+10,1.3078e+10,3.6607e+10,2.0624e+10,1.23331e+11,2.75909e+11,4.3313e+10,5.561e+09,2.74e+08,3.7478e+10,1.908e+09,1.908e+09,4.5221e+10,4.554e+09,2.4692e+10,3.58e+08,1.1586e+10,1.2748e+10,2.9246e+10,7.4467e+10,5.0552e+10,1.52122e+11,-1.232e+09,2.01442e+11,2.01442e+11,2.75909e+11,1.0671e+10,3.082e+09,1.896e+09,2.645e+09,-2.08e+08,-540999999.999999,-1.222e+09,-4.365e+09,8.14e+08,2.329e+09,1.4427e+10,-6.052e+09,-6.052e+09,-6.052e+09,3.667e+09,2.3042e+10,-1.9375e+10,-2.142e+09,-2.142e+09,-1.76e+08,-4.703e+09,-4.7e+07,-1.181e+09,-7.326e+09,2.398e+09,2.398e+09,6.8e+07,2.466e+09,1.2348e+10,4.554e+09,5.107e+09,0.54379,0.20111,0.2316,0.05297,0.03868,0.47859,3.37405,0.36967,0.01651,0.7746,0.71941,3.34457,14.62259,0.37072,6,0.04626,0.02214,-9.32305,-12.42402
"25","2020_Q2",67.478253968254,"Down",4.1159e+10,-1.8982e+10,2.2177e+10,-1.42e+10,-7.38e+09,-4.5e+09,-2.88e+09,-6.82e+09,7.977e+09,-2.2e+08,-2.2e+08,7.757e+09,7.757e+09,-9.21e+08,6.836e+09,6.836e+09,6.836e+09,6.836e+09,1.17229e+11,1.9644e+10,9.7585e+10,2.1825e+10,2.1825e+10,7.075e+09,1.47018e+11,7.6747e+10,1.2367e+10,3.7271e+10,2.0734e+10,1.26385e+11,2.73403e+11,3.8251e+10,4.099e+09,9.13e+08,3.3239e+10,1.938e+09,1.938e+09,4.0189e+10,5.016e+09,2.4539e+10,3.5e+08,1.1286e+10,1.2903e+10,2.9555e+10,6.9744e+10,5.3688e+10,1.51068e+11,-1.097e+09,2.03659e+11,2.03659e+11,2.73403e+11,6.836e+09,2.899e+09,4.674e+09,3.191e+09,1.75e+08,1.308e+09,-2.958e+09,2.602e+09,-8.35e+08,-4.725e+09,1.1451e+10,-6.005e+09,-6.005e+09,-6.005e+09,3.936e+09,4.1811e+10,-3.7875e+10,-1.9e+08,-1.9e+08,4.12e+08,-1.847e+09,-4.9e+07,3.59e+08,-8.186e+09,1.418e+09,1.418e+09,-2.72e+08,1.146e+09,1.0876e+10,5.016e+09,2.834e+09,0.53881,0.19381,0.16609,0.03357,0.025,0.41457,3.65817,0.34245,0.01835,0.49791,0.46271,2.9979,14.8339,0.20642,4,0.02931,0.01215,-10.31749,-14.06707
"26","2020_Q3",76.2915625,"Up",3.8297e+10,-1.8553e+10,1.9744e+10,-1.3361e+10,-6.486e+09,-3.901e+09,-2.585e+09,-6.875e+09,6.383e+09,1.894e+09,1.894e+09,8.277e+09,8.277e+09,-1.318e+09,6.959e+09,6.959e+09,6.959e+09,6.959e+09,1.2108e+11,1.7742e+10,1.03338e+11,2.1201e+10,2.1201e+10,5.973e+09,1.49069e+11,7.8748e+10,1.2961e+10,3.7714e+10,2.0824e+10,1.29423e+11,2.78492e+11,4.1597e+10,4.064e+09,9.75e+08,3.6558e+10,2.061e+09,2.061e+09,4.3658e+10,4.018e+09,2.3494e+10,3.97e+08,1.0396e+10,1.2701e+10,2.7512e+10,7.117e+10,5.5937e+10,1.51681e+11,-2.96e+08,2.07322e+11,2.07322e+11,2.78492e+11,6.959e+09,3.178e+09,1.529e+09,3.382e+09,-5.91e+08,-1.262e+09,2.327e+09,-79999999.999999,1.46e+08,2.261e+09,1.3993e+10,-5.391e+09,-5.391e+09,-5.391e+09,-3.011e+09,2.4063e+10,-2.7074e+10,-1.65e+08,-1.65e+08,1.19e+08,-8.448e+09,-34999999.9999995,-6.11e+08,-7.498e+09,-1.953e+09,-1.953e+09,5.1e+07,-1.902e+09,9.561e+09,4.018e+09,7.815e+09,0.51555,0.16667,0.18171,0.03357,0.02499,1.12301,3.41447,0.34328,0.01443,0.51036,0.47446,2.80865,15.20471,0.57314,5,0.02963,0.03328,-12.2437,-18.33965
"27","2020_Q4",84.36515625,"Up",4.6173e+10,-2.1117e+10,2.5056e+10,-1.3843e+10,-6.987e+09,-4.231e+09,-2.756e+09,-6.856e+09,1.1213e+10,2.146e+09,2.146e+09,1.3359e+10,1.3359e+10,-2.112e+09,1.1247e+10,1.1247e+10,1.1247e+10,1.1247e+10,1.32596e+11,2.0129e+10,1.12467e+11,2.4925e+10,2.4925e+10,6.013e+09,1.64369e+11,8.1636e+10,1.4656e+10,3.8582e+10,2.087e+10,1.34874e+11,2.99243e+11,4.5898e+10,4.391e+09,1.099e+09,4.0408e+10,2.302e+09,2.302e+09,4.82e+10,1.3902e+10,2.4221e+10,4.54e+08,1.0589e+10,1.3178e+10,3.8123e+10,8.6323e+10,5.7307e+10,1.55567e+11,4.6e+07,2.1292e+11,2.1292e+11,2.99243e+11,1.1247e+10,3.289e+09,1.711e+09,3.195e+09,1.36e+08,-1.62e+09,7.56e+08,-3.601e+09,4.2e+08,3.937e+09,1.7003e+10,-5.406e+09,-5.406e+09,-5.406e+09,-9.372e+09,3.1877e+10,-4.1249e+10,-1.3e+07,-1.3e+07,-4.06e+08,-1.5197e+10,9.802e+09,-1.359e+09,5.46e+08,2.352e+09,2.352e+09,3.5e+07,2.387e+09,1.4502e+10,1.3902e+10,1.1964e+10,0.54265,0.24285,0.24358,0.05282,0.03758,1.06375,3.41015,0.40542,0.04646,0.82766,0.76836,3.39783,15.66858,0.88042,5,0.0448,0.04766,-8.18466,-10.58539
