"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","other_post_retirement_benefits","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"41","2020_Q2",14.878253968254,"Down",1.86e+09,-1.118e+09,7.42e+08,-6.36e+08,-5.41e+08,-8.4e+07,-1.1e+07,1.06e+08,-2.3e+07,8.3e+07,-8.8e+07,-5e+06,1e+06,2e+06,-2e+06,-2e+06,-2e+06,-2e+06,2.622e+09,2.622e+09,1.06e+09,1.06e+09,8.24e+08,1.471e+09,1.471e+09,5.977e+09,7.61e+08,8.046e+09,2.63e+08,3.941e+09,3.238e+09,8.807e+09,1.4784e+10,2.323e+09,1.122e+09,1.201e+09,1.05e+09,3.373e+09,3.238e+09,2.559e+09,3.4e+08,3.4e+08,2.219e+09,5.797e+09,9.17e+09,2.14e+08,2.925e+09,6.252e+09,-3.784e+09,5.607e+09,7e+06,5.614e+09,1.4784e+10,-2e+06,9.4e+07,7.5e+07,6e+06,1.73e+08,-2.3e+07,-1.91e+08,435893.631257392,-2.14e+08,-5.8e+07,2e+06,-756336217.757359,-4e+06,-6e+07,-1.01e+08,-1.01e+08,-2.9e+07,-1.3e+08,2e+08,4.288e+09,1.82e+08,0.39892,0.05699,-0.00108,-0.00036,-0.00014,-91,1.77201,1.63342,0.29004,-0.0094,-0.0094,8.74266,25.349,0.85546,0.27262,5,0.00449,0.01461,-29,8.33,15.71698
"42","2020_Q3",15.3509375,"Up",1.465e+09,-8.71e+08,5.94e+08,-5.12e+08,-4.26e+08,-7.6e+07,-1e+07,8.2e+07,-7e+06,7.5e+07,-4e+07,3.5e+07,-7999999.99999999,0,2.7e+07,2.7e+07,2.7e+07,2.7e+07,2.272e+09,2.272e+09,7.89e+08,7.89e+08,9.22e+08,1.408e+09,1.408e+09,5.391e+09,7.3e+08,8.004e+09,2.5e+08,3.939e+09,3.252e+09,8.734e+09,1.4125e+10,1.998e+09,9.16e+08,1.082e+09,1.793e+09,3.791e+09,2.185e+09,2.454e+09,3.38e+08,3.38e+08,2.116e+09,4.639e+09,8.43e+09,2.14e+08,2.935e+09,6.223e+09,-3.681e+09,5.691e+09,4e+06,5.695e+09,1.4125e+10,2.7e+07,8.8e+07,-3e+06,-7.8e+07,3.4e+07,-1.9e+07,-2.98023223876953e-08,1e+06,-1.8e+07,-5.7e+07,-3.1e+08,-446930363.689856,-5000000.00000006,-3.72e+08,-3.56e+08,-3.56e+08,5e+06,-3.51e+08,1.7e+08,3.978e+09,8.1e+07,0.40546,0.05597,0.01843,0.00473999999999999,0.00191000000000001,2.99999999999999,1.42205,1.48025,0.28163,0.12679,0.12313,6.87942,25.71917,0.38036,0.26766,6,0.00693,0.00668,2.11111,10.03529,20.80488
"43","2020_Q4",18.7890625,"Up",1.767e+09,-1.176e+09,5.91e+08,-5.33e+08,-4.44e+08,-7.6e+07,-1.3e+07,5.8e+07,1.5e+07,7.3e+07,4.6e+07,1.19e+08,-2.9e+07,0,9e+07,9e+07,9e+07,9e+07,3.242e+09,3.242e+09,8.95e+08,8.95e+08,9.78e+08,1.426e+09,1.426e+09,6.541e+09,7.13e+08,8.098e+09,2.4e+08,3.996e+09,3.289e+09,8.811e+09,1.5352e+10,2.109e+09,1.018e+09,1.091e+09,1.218e+09,3.327e+09,3.836e+09,2.523e+09,3.36e+08,3.36e+08,2.187e+09,6.359e+09,9.686e+09,2.14e+08,2.933e+09,6.258e+09,-3.593e+09,5.662e+09,4e+06,5.666e+09,1.5352e+10,9e+07,9e+07,-1.2e+07,-6.2e+07,1.06e+08,-1.8e+07,2.7e+07,0,9e+06,-6.1e+07,1.077e+09,-1.5e+08,-1e+07,8.56e+08,9.71e+08,9.71e+08,1.2e+07,9.83e+08,1.48e+08,5.054e+09,9.7e+07,0.33447,0.03282,0.05093,0.01588,0.00586,1.07778,1.96604,1.7095,0.32921,0.42698,0.42389,8.38295,25.84624,0.46018,0.28939,5,0.0114,0.00732,0.67778,12.24324,31.24138
"44","2021_Q1",21.4654098360656,"Up",1.93e+09,-1.231e+09,6.99e+08,-5.37e+08,-4.4e+08,-7.5e+07,-2.2e+07,1.62e+08,-3e+07,1.32e+08,-2.9e+07,1.03e+08,-2.8e+07,2e+06,7.7e+07,7.7e+07,7.7e+07,7.7e+07,2.625e+09,2.625e+09,8.83e+08,8.83e+08,8.43e+08,1.432e+09,1.432e+09,5.783e+09,7.03e+08,8.255e+09,2.37e+08,4.071e+09,3.439e+09,8.958e+09,1.4741e+10,2.084e+09,9.83e+08,1.101e+09,3.94e+08,2.478e+09,4.05e+09,2.403e+09,1.906e+09,1.906e+09,4.97e+08,6.453e+09,8.931e+09,2.14e+08,2.643e+09,6.281e+09,-3.332e+09,5.806e+09,4e+06,5.81e+09,1.4741e+10,7.7e+07,9.6e+07,5.8e+07,4e+06,2.35e+08,-1.4e+07,-9e+06,0,-2.3e+07,-5.4e+07,-6.36e+08,-1.5e+08,0,-8.4e+08,-6.28e+08,-6.28e+08,2.2e+07,-6.06e+08,2.58e+08,4.444e+09,2.76e+08,0.36218,0.08394,0.0399,0.01325,0.00522,3.58442,2.33374,1.53718,0.30147,0.38608,0.38233,9.67695,28.03809,1.38385,0.27075,5,0.01035,0.02181,0.7013,7.05039,11.2284
"45","2021_Q2",21.9339682539683,"Up",1.71e+09,-1.099e+09,6.11e+08,-5.37e+08,-4.48e+08,-7.4e+07,-1.5e+07,7.4e+07,-4e+06,7e+07,-1.7e+07,5.3e+07,-1.4e+07,2317669.43028499,3.9e+07,3.9e+07,3.9e+07,3.9e+07,2.379e+09,2.379e+09,7.81e+08,7.81e+08,8.41e+08,1.419e+09,1.419e+09,5.42e+09,6.7e+08,8.182e+09,2.23e+08,4.075e+09,3.374e+09,8.852e+09,1.4272e+10,1.967e+09,9.32e+08,1.035e+09,6.78e+08,2.645e+09,3.674e+09,2.31e+09,3.39e+08,3.39e+08,1.971e+09,5.984e+09,8.629e+09,2.14e+08,2.655e+09,6.267e+09,-3.335e+09,5.639e+09,4e+06,5.643e+09,1.4272e+10,3.9e+07,8.6e+07,-3.1e+07,2.3e+07,1.17e+08,-1.7e+07,-49047061.0622145,-2484386.95024938,-1.7e+07,-5.4e+07,-9.5e+07,-1.62e+08,-7e+06,-3.18e+08,-2.18e+08,-2.18e+08,-1.2e+07,-2.3e+08,1.6e+08,4.352e+09,1.8e+08,0.35731,0.04327,0.02281,0.00691,0.00273,4.61538,2.04915,1.52915,0.30493,0.19899,0.1968,8.72516,27.68069,0.91844,0.27553,6,0.00756,0.01463,1.38462,12.33125,26.66216
"46","2021_Q3",20.81203125,"Down",1.793e+09,-1.154e+09,6.39e+08,-5.27e+08,-4.34e+08,-7.9e+07,-1.4e+07,1.12e+08,-2e+06,1.1e+08,-1.2e+07,9.8e+07,-9e+06,1144484.88634389,8.9e+07,8.9e+07,8.9e+07,8.9e+07,2.124e+09,2.124e+09,8.46e+08,8.46e+08,8.15e+08,1.396e+09,1.396e+09,5.181e+09,6.43e+08,8.28e+09,2.24e+08,4.102e+09,3.463e+09,8.923e+09,1.4104e+10,1.995e+09,9.35e+08,1.06e+09,6.42e+08,2.637e+09,3.597e+09,2.311e+09,1.776e+09,1.776e+09,5.35e+08,5.908e+09,8.545e+09,214000000.006284,3.404e+09,5.412e+09,-3.265e+09,5.551e+09,8e+06,5.559e+09,1.4104e+10,9.1e+07,8.4e+07,-5.2e+07,9.1e+07,2.14e+08,-1.6e+07,-3.6e+07,-3e+06,-5.5e+07,-5.4e+07,-1.14e+08,-2.51e+08,-1e+07,-4.29e+08,-2.7e+08,-2.7e+08,1.2e+07,-2.58e+08,1.96e+08,4.239e+09,2.8e+08,0.35639,0.06247,0.04964,0.01601,0.00631,3.14607,1.96473,1.53715,0.30055,0.45412,0.44912,9.14866,28.3236,1.42868,0.27553,7,0.01181,0.02312,0.60674,10.79082,18.88393
"47","2021_Q4",18.85515625,"Down",1.758e+09,-1.189e+09,5.69e+08,-5.08e+08,-4.13e+08,-8.2e+07,-1.3e+07,6.1e+07,3.3e+07,9.4e+07,-1e+07,8.4e+07,4e+06,1e+06,8.9e+07,8.9e+07,9e+07,9e+07,2.209e+09,2.209e+09,8.91e+08,8.91e+08,7.88e+08,1.348e+09,1.348e+09,5.236e+09,6.24e+08,8.221e+09,2.16e+08,4.066e+09,3.428e+09,8.845e+09,1.4081e+10,2.138e+09,1.032e+09,1.106e+09,6.46e+08,2.784e+09,3.673e+09,2.205e+09,1.714e+09,1.714e+09,4.91e+08,5.878e+09,8.662e+09,2.14e+08,2.262e+09,6.348e+09,-3.335e+09,5.402e+09,1.7e+07,5.419e+09,1.4081e+10,8.9e+07,7.9e+07,-9.1e+07,2.3e+07,1e+08,-1.9e+07,3.7e+07,0,1.8e+07,-4.9e+07,7.6e+07,-8.7e+07,1.4e+07,-4.6e+07,7.2e+07,7.2e+07,-1.3e+07,5.9e+07,1.4e+08,4.319e+09,1.4e+08,0.32366,0.0347,0.05119,0.01661,0.00639,1.55556,1.88075,1.59845,0.30673,0.50165,0.49566,9.79889,28.91733,0.78034,0.27312,6,0.01164,0.01172,0.54444,15.07143,34.59016
"48","2022_Q1",19.7246774193548,"Up",1.777e+09,-1.193e+09,5.84e+08,-5.11e+08,-4.23e+08,-7.5e+07,-1.3e+07,7.3e+07,-3e+06,7e+07,-7.8e+08,-7.1e+08,3.6e+07,2e+06,-6.72e+08,-6.72e+08,-6.73e+08,-6.73e+08,1.84e+09,1.84e+09,8.18e+08,8.18e+08,6.96e+08,1.347e+09,1.347e+09,4.701e+09,6.11e+08,7.911e+09,2.11e+08,3.287e+09,3.894e+09,8.522e+09,1.3223e+10,2.179e+09,1.069e+09,1.11e+09,6.5e+08,2.829e+09,3.596e+09,2.131e+09,1.65e+09,1515854014.42587,4.81e+08,5.727e+09,8.556e+09,2.14e+08,1.61364e+11,5.631e+09,-2.988e+09,4.65e+09,1.7e+07,4.667e+09,1.3223e+10,-6.74e+08,7.8e+07,7.36e+08,5.8e+07,1.98e+08,-1.6e+07,-1e+07,-5e+06,-3.1e+07,-4.9e+07,-7.5e+07,-3.88e+08,-5e+06,-5.17e+08,-3.5e+08,-3.5e+08,-3e+06,-3.53e+08,1.51e+08,4.246e+09,1.57e+08,0.32864,0.04108,-0.37873,-0.1442,-0.0509,-0.23328,1.66172,1.8333,0.32111,-3.75123,-3.70644,9.9048,24.72576,0.8751,0.27312,4,-0.0565,0.01422,-0.07281,15.93377,32.9589
"49","2022_Q2",16.8337096774194,"Down",1.668e+09,-1.138e+09,5.3e+08,-5.44e+08,-4.55e+08,-7.8e+07,-1.1e+07,-1.4e+07,-5.7e+07,-7.1e+07,-1.8e+07,-8.9e+07,3.1e+07,-1e+06,-5.9e+07,-5.9e+07,-5.8e+07,-5.8e+07,1.681e+09,1.681e+09,8.07e+08,8.07e+08,7.32e+08,1.346e+09,1.346e+09,4.566e+09,6.04e+08,7.912e+09,2.4e+08,3.3e+09,3.844e+09,8.516e+09,1.3082e+10,2.319e+09,1.183e+09,1.136e+09,1.45e+09,3.769e+09,2.821e+09,2.079e+09,1.606e+09,1.606e+09,4.73e+08,4.9e+09,8.669e+09,2.14e+08,1.716e+09,5.532e+09,-3.032e+09,4.398e+09,1.5e+07,4.413e+09,1.3082e+10,-5.7e+07,7.2e+07,2e+06,4.9e+07,6.6e+07,-1.6e+07,-5.4e+07,-5e+06,-7.5e+07,-4.6e+07,2.2e+07,-1.13e+08,-1.2e+07,-1.49e+08,-1.58e+08,-1.58e+08,1e+07,-1.48e+08,5.8e+07,4.271e+09,6e+07,0.31775,-0.00839,-0.03477,-0.01314,-0.00443,-1.03448,1.21146,1.96442,0.32648,-0.33909,-0.33909,9.75182,24.4614,0.35078,0.26894,5,-0.00111,0.00557,-0.7931,44.65517,-185
"50","2022_Q3",15.6309375,"Down",1.747e+09,-1.19e+09,5.57e+08,-5.53e+08,-4.59e+08,-8.4e+07,-1e+07,4e+06,-1e+07,-6e+06,-1e+06,-7e+06,-1e+06,1e+06,-7e+06,-6999999.99999988,-6e+06,-6e+06,1.151e+09,1.151e+09,8.52e+08,8.52e+08,7.65e+08,1.334e+09,1.334e+09,4.102e+09,5.6e+08,7.608e+09,2.23e+08,3.217e+09,3.629e+09,8.168e+09,1.227e+10,2.307e+09,1.207e+09,1.1e+09,1.108e+09,3.415e+09,2.764e+09,1.985e+09,1.552e+09,1.552e+09,4.33e+08,4.749e+09,8.164e+09,2.14e+08,1.719e+09,5.484e+09,-3.33e+09,4.087e+09,1.9e+07,4.106e+09,1.227e+10,-5e+06,6.8e+07,0,-1.48e+08,-8.5e+07,-1.3e+07,2.8e+07,-2e+06,1.3e+07,-4.2e+07,-4.01e+08,0,5e+06,-4.38e+08,-5.1e+08,-5.1e+08,-2.4e+07,-5.34e+08,7.2e+07,3.872e+09,-8.8e+07,0.31883,0.00229,-0.00342999999999997,-0.00146,-0.000490000000000001,14.66667,1.20117,1.98831,0.31557,-0.0383699999999999,-0.0383699999999999,11.17279,24.76945,-0.5628,0.26861,3,0.00361,-0.00883,-7,37.79167,680.25
