"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"32","2018_Q1",37.7452459016393,"Up",4606404000,-3975788000,630616000,-537243000,-537243000,93373000,-38669000,-25173000,-13496000,54704000,54704000,18574000,73278000,81446000,81446000,81446000,1117710000,836384000,3337624000,3337624000,2824709000,253765000,253765000,7533808000,519575000,1646206000,1148347000,220568000,2165781000,9699589000,2403658000,1861635000,542023000,50113000,2453771000,1729212000,334538000,334538000,2063750000,4517521000,1626571000,3799363000,-243866000,5182068000,5182068000,9699589000,73278000,81446000,57375000,22306000,-72378000,-184061000,-12437000,-12437000,-12437000,252000.000000002,-6190000,50233999.9999995,-17708000,-140940000,-331191000,-331191000,38342000,-292849000,150748000,1779325000,47359000,0.1369,0.02027,0.01768,0.01572,0.0084,0.58148,3.0703,0.87176,0.18344,0.65572,0.65124,37.08591,41.72055,0.38128,0.0142,0.00649,4.38888,7.08572
"33","2018_Q2",36.33703125,"Down",4660943000,-4048388000,612555000,-547987000,-547987000,64568000,-3094000,-22015000,18921000,61474000,61474000,-3292000,58182000,58303000,58303000,58303000,737628000,539679000,3417427000,3417427000,3129032000,261600000,261600000,7545687000,510303000,1717168000,1178005000,248201000,2227471000,9773158000,2516205000,1917749000,598456000,195498000,2711703000,1495139000,322213000,322213000,1817352000,4529055000,1632696000,3765491000,-154084000,5244103000,5244103000,9773158000,58182000,58303000,63769000,-9925000,-240015000,-127989000,-26659000,-26659000,-26659000,1211000,5282000,-89359000,-579000,-180063000,-302770000,-302770000,6065000,-296705000,128337000,1690637000,-135045000,0.13142,0.01385,0.01251,0.01112,0.00597,-2.31626,2.78264,0.86365,0.17299,0.47523,0.47025,37.99114,42.74445,-1.10075,0.01107,-0.01861,7.42583,14.75977
"34","2018_Q3",41.3350793650794,"Up",4521635000,-3919175000,602460000,-520843000,-520843000,81617000,-19477000,-22826000,3348999.99999999,62140000,62140000,-5346000,56794000,46724000,46724000,46724000,725961000,589518000,3295014000,3295014000,3285926000,269204000,269204000,7576105000,507692000,1716708000,1181013000,265952000,2224400000,9800505000,2512285000,1958145000,554140000,243351000,2755636000,1488066000,308259000,308259000,1796325000,4551961000,1640459000,3724978000,-116893000,5248544000,5248544000,9800505000,56794000,46724000,60997000,-6519999.99999999,-42500000,68771000,-40738000,-40738000,-40738000,1191000,27725999.9999999,40007000.0000001,-635000.000000002,-49532999.9999999,46964000.0000001,46964000.0000001,2875000,49839000,142614000,1731417000,64722000,0.13324,0.01805,0.01033,0.0089,0.00477,1.3852,2.74931,0.86728,0.17667,0.38807,0.38377,37.5548,43.5922,0.53755,0.00937,0.00888,7.05019,12.3192
"35","2018_Q4",36.9850793650794,"Down",4795094000,-4141557000,653537000,-697150000,-697150000,-43613000,-28450000,-30905000,2455000,-72063000,-72063000,-243541000,-315604000,-320066000,-320066000,-320066000,505116000,430065000,3552531000,3552531000,3261897000,305067000,305067000,7624611000,520922000,1566397000,1026542000,281588000,2087319000,9711930000,2667467000,2091082000,576385000,101979000,2769446000,1488706000,498957000,498957000,1987663000,4757109000,1638606000,3313914000,2301000,4954821000,4954821000,9711930000,-315604000,-320066000,59205000,172491000,160998000,77090000,-44820000,-44820000,-44820000,4618000,-2893000,-141912000,-1524000,-240070000,-165873000,-165873000,6420000,-159453000,15592000,1590685000,375311000,0.13629,-0.0091,-0.06675,-0.0646,-0.03296,-1.17261,2.75312,0.9601,0.16379,-2.67616,-2.73675,40.09309,41.42862,3.13808,-0.04222,0.05328,69.62346,-24.89095
"36","2019_Q1",38.3490163934426,"Up",5059220000,-4400588000,658632000,-530688000,-530688000,127944000,-34418000,-26779000,-7639000,93526000,93526000,-35787000,57738999.9999999,58615000,58615000,58615000,621125000,621125000,3641139000,3641139000,3141822000,206513000,206513000,7610599000,522909000,1463337000,980872000,262552000,1986246000,9596845000,2804081000,2269478000,534603000,165380000,2969461000,1489219000,453084000,453084000,1942303000,4911764000,1644538000,3235894000,-195351000,4685081000,4685081000,9596845000,57738999.9999999,58614999.9999999,50901000,11626000,115347000,235613000,-43656000,-43656000,-43656000,-367000,41616000,65160000,-1280000,-72227000,205002000,205002000,-13942000,191060000,178845000,1654599000,286323000,0.13018,0.02529,0.01159,0.01251,0.00611,4.88481,2.56296,1.04838,0.17241,0.50119,0.50119,43.25931,40.0602,2.44823,0.01188,0.04215,5.77860000000001,8.07755
"37","2019_Q2",40.8161904761905,"Up",5089879000,-4453129000,636750000,-489934000,-489934000,146816000,-31985000,-30093000,-1892000,114831000,114831000,-31302000,83529000,83724000,83724000,83724000,365852000,365852000,3682512000,3682512000,3395194000,114432000,114432000,7557990000,525873000,1369911000,982306000,188226000,1895784000,9453774000,2854206000,2352771000,501435000,10626000,2864832000,1554722000,413147000,413147000,1967869000,4832701000,1667595000,3139272000,-185794000,4621073000,4621073000,9453774000,83529000,83724000,46199000,60868000,-275575000,-84979000,-41007000,-41007000,-41007000,65000,79058000,-91547000,17328000,-246245000,-252166000,-252166000,-3107000,-255273000,193015000,1565348000,-92265000,0.1251,0.02884,0.01645,0.01812,0.00886,-1.10201,2.6382,1.0458,0.16558,0.72639,0.71884,44.15998,40.0926,-0.80049,0.01616,-0.01398,6.21452,8.17006
"38","2019_Q3",39.6415625,"Down",5048980000,-4418948000,630032000,-533982000,-533982000,96050000,-31134000,-33718000,2584000,64916000,64916000,-28141000,36775000,36401000,36401000,36401000,482166000,482166000,3445807000,3445807000,3306299000,156451000,156451000,7390723000,462914000,1381062000,1010568000,185515000,1843976000,9234699000,2470921000,2046571000,424350000,1845000,2472766000,1961467000,391729000,391729000,2353196000,4825962000,1672584000,2982937000,-246784000,4408737000,4408737000,9234699000,36775000,36401000,43145000,78503000,-86236000,15902999.9999999,-29179000,-29179000,-29179000,898000,-87322000,397532000,-2128000,187325000,115906000,115906000,408000.000000002,116314000,139195000,1963312000,51921000,0.12478,0.01902,0.00721,0.00826,0.00394,1.42636,2.98885,1.09464,0.2126,0.32992,0.32657,45.7617,39.95882,0.47059,0.0086,0.00767999999999999,10.6408,15.42057
"39","2019_Q4",37.98359375,"Down",4698824000,-4074629000,624195000,-471110000,-471110000,153085000,-27521000,-36253000,8732000,125564000,125564000,-30629000,94935000,88048000,88048000,88048000,725252000,725252000,3188863000,3188863000,3211979000,129316000,129316000,7255410000,455484000,1388786000,1027432000,192979000,1844270000,9099680000,2282863000,1836543000,446320000,50401000,2333264000,2023628000,380316000,380316000,2403944000,4737208000,1671737000,2935077000,-244342000,4362472000,4362472000,9099680000,94935000,88048000,46471000,-27095000,154910000,269221000,-31197000,-31197000,-31197000,41106000,5965000,109634000,-5158000,-29508000,245678000,245678000,-2592000,243086000,199556000,2074029000,353898000,0.13284,0.03258,0.01874,0.02018,0.00968,4.01938,3.10955,1.0859,0.22792,0.8147,0.8091,43.47784,40.3656,3.27459,0.01607,0.05192,6.75889,8.81064
"40","2020_Q1",31.6058064516129,"Down",4680909000,-4085784000,595125000,-379625000,-379625000,215500000,-38675000,-34810000,-3865000,176825000,-68715000,29813000,-38902000,-31836000,-31836000,-31836000,546105000,546105000,3168369000,3168369000,3008424000,153438000,153438000,6876336000,452171000,1236049000,876728000,215801000,1688220000,8564556000,2278038000,1864342000,413696000,300538000,2578576000,1419922000,425585000,425585000,1845507000,4424083000,1677043000,2767469000,-304039000,4140473000,4140473000,8564556000,-38902000,-31836000,45027000,126215000,146001000,334625000,-21307000,-21307000,-21307000,-11647000,-22913000,-354552000,2085000,-494248000,-182536000,-182536000,3389000,-179147000,260527000,1720460000,355408000,0.12714,0.04604,-0.0068,-0.00769,-0.00372,-11.16371,2.66672,1.0685,0.20088,-0.30144,-0.29911,44.32091,39.20383,3.36516,-0.00173,0.05653,4.50761,5.44944
"41","2020_Q2",25.9355555555556,"Down",4630009000,-4086170000,543839000,-481101000,-481101000,62738000,-28700000,-33631000,4931000,34038000,34038000,7714000,41752000,41752000,41752000,41752000,664108000,664108000,3129387000,3129387000,3025980000,169471000,169471000,6988946000,437467000,1486924000,858656000,508129000,1924391000,8913337000,2443748000,2025518000,418230000,693551000,3137299000,1191975000,625992000,625992000,1817967000,4955266000,1682177000,2678266000,-402372000,3958071000,3958071000,8913337000,41752000,41752000,44580000,27121000,82189000,195642000,-29864000,-29864000,-29864000,-12515000,-42379000,108955000,548000,-22753000,130510000,130510000,-12507000,118003000,107318000,1885526000,151929000,0.11746,0.01355,0.00902,0.01055,0.00468,3.63884,2.2277,1.25194,0.21154,0.40485,0.40001,44.89488,38.37943,1.47318,0.00977,0.02348,11.3813,19.46855
"42","2020_Q3",25.5015625,"Down",4534805000,-4009192000,525613000,-440276000,-440276000,85337000,-35866000,-33904000,-1962000,49471000,10608000,-6940000,3668000,3668000,3668000,3668000,488810000,488810000,2977773000,2977773000,2908575000,161343000,161343000,6536501000,431410000,1557201000,916058000,521957000,1988611000,8525112000,2200970000,1802484000,398486000,544280000,2745250000,1194115000,628414000,628414000,1822529000,4567779000,1687815000,2575536000,-306018000,3957333000,3957333000,8525112000,3668000,3668000,46499000,25375000,73022000,148564000,-14388000,-14388000,-14388000,-583000.000000002,-66480000,-147032000,-5435000,-261267000,-179183000,-179183000,3885000,-175298000,131836000,1738395000,197410000,0.11591,0.01882,0.000810000000000002,0.00093,0.00043,53.81952,2.38102,1.15426,0.20391,0.0365199999999999,0.0362100000000001,45.15299,39.40311,1.96561,0.0039,0.03122,9.47833,14.64295
"43","2020_Q4",28.15375,"Up",4309818000,-3790885000,518933000,-469647000,-469647000,49286000,-42328000,-29719000,-12609000,6958000,-158088000,29426000,-128662000,-128662000,-128662000,-128662000,402655000,402655000,2987791000,2987791000,2745219000,180956000,180956000,6316621000,413371000,1359736000,760939000,521491000,1773107000,8089728000,2152327000,1733673000,418654000,455461000,2607788000,1194240000,610422000,610422000,1804662000,4412450000,1686055000,2390425000,-399202000,3677278000,3677278000,8089728000,-128662000,-128662000,46696000,154676000,25694000,98404000,-16904000,-16904000,-16904000,551000,-16353000,-92156000,-10245000,-160410000,-78359000,-78359000,-7796000,-86155000,95982000,1649701000,75346000,0.12041,0.01144,-0.02985,-0.03499,-0.0159,-0.58561,2.42221,1.19992,0.20393,-1.29338,-1.32149,43.32477,36.96611,0.75742,-0.01817,0.01269,12.9925,25.30224
"44","2021_Q1",36.8888524590164,"Up",4159701000,-3684630000,475071000,-451098000,-451098000,23973000,-18063000,-25488000,7425000,5909999.99999999,-16143000,68304000,52161000,52161000,52161000,52161000,477038000,477038000,2928386000,2928386000,2731988000,191394000,191394000,6328806000,404607000,1371784000,773734000,532613000,1776391000,8105197000,2227002000,1754078000,472924000,53364000,2280366000,1424791000,673642000,673642000,2098433000,4378799000,1692933000,2421845000,-388380000,3726398000,3726398000,8105197000,52161000,52161000,44464000,36741000,154206000,287572000,-12360000,-12360000,-12360000,-1783000,-14143000,-178170000,5140000,-195782000,77647000,77647000,-3264000,74383000,68437000,1478155000,141979000,0.11421,0.00576,0.01254,0.014,0.00644,2.72193999999999,2.77535,1.17508,0.18237,0.52764,0.52764,42.07796,37.69483,1.43621,0.0124,0.02415,14.6283,41.76019
"45","2021_Q2",41.2696825396825,"Up",4723059000,-4206979000,516080000,-471158000,-471158000,44922000,-41799000,-22301000,-19498000,3123000,-23297000,4408000,-18889000,-18889000,-18889000,-18889000,483056000,483056000,2964531000,2964531000,2944673000,209928000,209928000,6602188000,404136000,1375071000,798865000,528758000,1779207000,8381395000,2540502000,2005126000,535376000,225904000,2766406000,1195203000,642275000,642275000,1837478000,4603884000,1698175000,2367720000,-288384000,3777511000,3777511000,8381395000,-18889000,-18889000,41962000,51718000,47653000,122444000,-19998000,-19998000,-19998000,753000,-37945000,-67835000,281000,-88310000,-3811000,-3811000,9829000,6018000,86884000,1421107000,110131000,0.10927,0.00951,-0.004,-0.005,-0.00225,-5.83043,2.38656,1.21876,0.16955,-0.191,-0.191,47.75735,38.19642,1.11359,0.00032,0.01886,10.79659,20.88177
"46","2021_Q3",38.11515625,"Down",8744595000,-7708402000,1036193000,-491606000,-491606000,544587000,-60519000,-81817000,21298000,484068000,572193000,-125157000,447036000,447036000,447036000,447036000,376333000,376333000,3105317000,3105317000,2816421000,156375000,156375000,6454446000,403270000,1406597000,834795000,532990000,1809867000,8264313000,2456124000,1935661000,520463000,370200000,2826324000,895639000,631617000,631617000,1527256000,4353580000,1709007000,2366127000,-164401000,3910733000,3910733000,8264313000,447036000,-184560475.60439,1743000,-12348000,-1525376000,-1088945000,-91438000,-30564476.7060108,-30564476.7060108,-1801000,-74539000,1599992000,-16560000,1329602000,166118000,166118000,-1051000,165067000,546330000,1265839000,-945327000,0.1185,0.06228,0.05112,0.11431,0.05409,-2.11466,2.28369,1.11324,0.15317,4.51839,4.43062,88.38549,39.52751,-9.55484,0.08257,-0.16276,1.62815,1.63336
"47","2021_Q4",37.4734375,"Down",840291000,-796881000,43410000,-413569000,-413569000,-370159000,20138000,37990000,-17852000,-350021000,-467669000,147281000,-320388000,-320388000,-320388000,-320388000,322749000,322749000,3365677000,3365677000,2760156000,156023000,156023000,6604605000,381083000,1380227000,838460000,507997000,1761310000,8365915000,2528717000,2001743000,526974000,357225000,2885942000,895913000,646173000,646173000,1542086000,4428028000,1710603000,2452723000,-225439000,3937887000,3937887000,8365915000,-320388000,-210766875.60439,59487000,59211000,1365717000,1164027000,72435000,-31173876.7060108,-31173876.7060108,7249000,61313000,-1766696000,4824000,-1549686000,-324346000,-324346000,-1028000,-325374000,-310672000,1253138000,980199000,0.05166,-0.44051,-0.38128,-0.08136,-0.0383,-3.05941,2.28854,1.12447,0.14979,-3.21865,-3.19605,8.44166,39.56045,9.84719,-0.05333,0.16792,-2.99476,-2.51348
"48","2022_Q1",40.2895161290323,"Up",5226734000,-4581787000,644947000,-498498000,-498498000,146449000,-26299000,-23345000,-2954000.00000001,120150000,91701999.9999999,-6347000,85355000,85355000,85355000,85355000,199691000,199691000,3576130000,3576130000,3236837000,150763000,150763000,7163421000,368452000,1393549000,838105000,526905000,1762001000,8925422000,2973814000,2401357000,572457000,81424000,3055238000,1191329000,594671000,594671000,1.786e+09,4841238000,1721761000,2516170000,-153747000,4084184000,4084184000,8925422000,85355000,85354999.9999998,28725000,39868000,-260525000,-106577000,-11362000,-11362000,-11362000,-16919000,-28291000,15552999.9999995,19003000,12647000,-122221000,-122221000,-837000,-123058000,175174000,1272753000,-90366000,0.12339,0.02802,0.01633,0.0209,0.00956,-1.05871,2.34464,1.18536,0.1426,0.85649,0.84818,52.44723,40.98241,-0.90677,0.01802,-0.0151800000000001,6.12569,7.32721
"49","2022_Q2",42.8288709677419,"Up",5584695000,-4925002000,659693000,-486178000,-486178000,173515000,-23253000,-22844000,-409000,150262000,144990000,-33672000,111318000,111318000,111318000,111318000,299101000,299101000,3720296000,3720296000,3283825000,161845000,161845000,7465067000,351873000,1394369000,823953000,547342000,1746242000,9211309000,3056083000,2467743000,588340000,57256000,3113339000,1389689000,562682000,562682000,1952371000,5065710000,1731003000,2593367000,-178771000,4145599000,4145599000,9211309000,111318000,886668351.208779,27043000,22273000,-191602000,-30968000,-12025000,39335353.4120217,39335353.4120217,-1337000,-13362000,177282000,318000,144141000,99811000,99811000,-401000,99410000,200558000,1446945000,30603000,0.11813,0.03107,0.01993,0.02685,0.01208,0.27492,2.39777,1.22195,0.15708,1.1215,1.11131,56.26443,41.76589,0.30832,0.02197,0.00497,5.72325,6.61524
"50","2022_Q3",42.4953125,"Down",5865217000,-5152182000,713035000,-501363000,-501363000,211672000,-19893000,-21630000,1737000,191779000,191779000,-40958000,150821000,150821000,150821000,150821000,167818000,167818000,4077707000,4077707000,3542723000,155963000,155963000,7944211000,338199000,1298460000,823728000,455461000,1636659000,9580870000,3282277000,2693696000,588581000,406228000,3688505000,1144592000,544547000,544547000,1689139000,5377644000,1740951000,2686018000,-223743000,4203226000,4203226000,9580870000,150821000,2376036378.02195,25797000,30539000,-439398000,-232241000,-10091000,131382383.530054,131382383.530054,-4732000,-14823000,121237000,67952000,129436000,-117628000,-117628000,-13655000,-131283000,237469000,1550820000,-171062000,0.12157,0.03609,0.02571,0.03588,0.01574,-1.13421,2.15378,1.27941,0.16187,1.52295,1.50391,59.22547,42.44311,-1.72734,0.02772,-0.02716,5.82393,6.5337
