"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","total_current_liabilities","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","net_income_2","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",1.62774193548387,"Up",13994000,-8843000,5151000,-5445000,-4382000,-902000,-161000,-294000,13000,12000,1000,-281000,-414000,120000,-294000,1097000,1097000,1097000,19714000,19714000,8458000,8458000,2907000,11128000,1321000,6903000,42207000,1734000,25545000,2253000,17318000,217000,27279000,69486000,9729000,4096000,5633000,1802000,11531000,1057000,1057000,1057000,12588000,140139000,-83241000,56898000,56898000,69486000,1097000,1097000,390000,-805000,-1356000,-674000,-90000,970000,-556000,93000,-556000,-260000,-260000,-260000,96000,0,-1470000,0.36809,-0.02101,0.07839,0.01928,0.01579,-1.34002,3.66031,0.22124,-2.16840434497101e-19,0.03272,0.03261,0.41733,1.69683,-0.04384,0.01893,-0.02536,-205.35417,67.05442
"12","2013_Q1",1.7135,"Up",15883000,-10111000,5772000,-5444000,-4581000,-702000,-161000,328000,-11000,-4000,-7000,317000,310000,-241000,69000,56000,56000,56000,18678000,18678000,10946000,10946000,2465000,10020000,1311000,6346000,42109000,1862000,25540000,2124000,17318000,210000,27402000,69511000,10764000,5411000,5353000,1958000,12722000,908000,908000,908000,13630000,139066000,-83185000,55881000,55881000,69511000,56000,56000,370000,489000,-30999.9999999998,884000,-337000,-87999.9999999998,-1135000,9000,-1832000,-1036000,-1036000,-1036000,698000,-3.63797880709171e-12,571000,0.36341,0.02065,0.00353000000000002,0.001,0.00081,10.19643,3.30994,0.24391,0,0.0017,0.00169,0.48142,1.69377,0.01731,0.00099,0.01005,-26.75931,-56.94512
"13","2013_Q2",1.7078125,"Down",17030000,-10304000,6726000,-6050000,-5105000,-784000,-161000,676000,-7000,-4000,-3000,669000,662000,-232000,430000,460000,460000,460000,19092000,19092000,12457000,12457000,2073000,8316000,782000,5171000,41938000,1796000,25270000,2067000,17318000,230000,27066000,69004000,9408000,4556000,4852000,2654000,12062000,808000,808000,808000,12870000,138859000,-82725000,56134000,56134000,69004000,460000,460000,372000,278000,-1090000,20000,-145000,-249000,-275000,27000,-275000,-504000,-504000,-504000,1048000,0,45000,0.39495,0.03969,0.02701,0.00819,0.00667,0.09783,3.47687,0.22927,0,0.01415,0.01406,0.52368,1.72614,0.00138,0.00808,0.000790000000000001,-18.21756,-28.2426
"14","2013_Q3",1.8009375,"Up",17027000,-10115000,6912000,-5901000,-4791000,-949000,-161000,1011000,8000,-4000,12000,1019000,1010000,-349000,661000,661000,661000,661000,21831000,21831000,10158000,10158000,2021000,8514000,1005000,5146000,42524000,1711000,24808000,1973000,17318000,223000,26519000,69043000,9678000,4315000,5363000,1729000,11407000,655000,655000,655000,12062000,139045000,-82064000,56981000,56981000,69043000,661000,661000,352000,466000,1695000,3174000,-106000,-173000,121000,158000,-319000,2682000,2682000,2682000,1363000,-2.27373675443232e-13,3301000,0.40594,0.05938,0.03882,0.0116,0.00957,4.99395,3.72789,0.21168,0,0.02026,0.02011,0.52182,1.74628,0.10116,0.01147,0.05727,-16.01687,-21.59347
"15","2013_Q4",2.04484375,"Up",16548000,-10356000,6192000,-5878000,-4632000,-1085000,-161000,314000,5000,8000,-3000,319000,314000,-86000,228000,238000,238000,238000,20511000,20511000,10643000,10643000,2668000,8900000,876000,5661000,42722000,1633000,24620000,1889000,17318000,224000,26253000,68975000,9847000,4735000,5112000,1626000,11473000,194000,194000,194000,11667000,139134000,-81826000,57308000,57308000,68975000,238000,238000,397000,189000,-1667000,-843000,-105000,-235000,0,0,-250000,-1328000,-1328000,-1328000,711000,0,-975000,0.37418,0.01898,0.01438,0.00415,0.00345,-4.09664,3.7237,0.20358,0,0.00727,0.00723,0.50553,1.75072,-0.02979,0.00414,-0.01696,-28.8481,-65.32166
"16","2014_Q1",2.14213114754098,"Up",17623000,-11479000,6144000,-6096000,-4741000,-1211000,-144000,47999.9999999999,-6000,9793.16957221997,-6000,42000,38000.0000000001,-37000,1000,50000,50000,50000,20414000,20414000,12349000,12349000,2546000,8517000,1275000,5813000,43826000,1546000,25235000,1584000,17318000,221000,26781000,70607000,11527000,5913000,5614000,1391000,12918000,199000,199000,199000,13117000,139266000,-81776000,57490000,57490000,70607000,50000,50000,380000,121000,372000,923000,-96000,-122000,85000,85000,85000.0000000001,886000,886000,886000,428000,-2.8421709430404e-14,740999.999999999,0.34864,0.00272,0.00284,0.00087,0.00071,14.82,3.39263,0.22816,0,0.00153,0.00152,0.53768,1.75403,0.02261,0.00087,0.01284,-47.69626,-425.29167
"17","2014_Q2",1.84031746031746,"Down",18116000,-11309000,6807000,-6898000,-5700000,-1079000,-119000,-91000,-2000,1000,-3000,-93000,-97000,29000,-68000,-19000,-19000,-19000,21537000,21537000,12438000,12438000,1945000,7685000,1470000,4786000,43605000,1534000,25061000,1424000,17318000,218000,26595000,70200000,10681000,4758000,5923000,1318000,11999000,981000,981000,981000,12980000,139015000,-81795000,57220000,57220000,70200000,-19000,-19000,287000,65000,1157000,1490000,-115000,-17000,-350000,98350.1821671806,-350000,1123000,1123000,1123000,196000,0,1209000,0.37575,-0.00502,-0.00105,-0.00033,-0.00027,-63.63158,3.63405,0.22684,0,-0.00058,-0.00058,0.55474,1.75215,0.03702,-0.00033,0.02077,-109.88265,236.67033
"18","2014_Q3",1.70140625,"Down",18550000,-11251000,7299000,-7615000,-6208000,-1287000,-120000,-316000,-5000,-5000,-4.54747350886464e-13,-321000,-325000,92000,-233000,-187000,-187000,-187000,22386000,22386000,11880000,11880000,2267000,7761000,1518000,4814000,44294000,1637000,24968000,1263000,17318000,214000,26605000,70899000,11012000,5480000,5532000,1889000,12901000,1110000,1110000,1110000,14011000,138870000,-81982000,56888000,56888000,70899000,-187000,-187000,286000,-28000,1237000,1308000,-228000,-228000,-211000,33000,-231000,849000,849000,849000,-30000,-1.77635683940025e-15,887000,0.39348,-0.01704,-0.01008,-0.00329,-0.00264,-4.74332,3.43338,0.24629,0,-0.00574,-0.00574,0.56928,1.74583,0.02722,-0.00322,0.01529,746.2,70.84177
"19","2014_Q4",1.7628125,"Up",17540000,-10678000,6862000,-7454000,-5734000,-1618000,-102000,-592000,-2000,6000,-8000,-594000,-595000,441000,-154000,-98000,-98000,-98000,21076000,21076000,11008000,11008000,2773000,8192000,1610000,5153000,43049000,2013000,25247000,1120000,17318000,213000,27260000,70309000,10271000,5379000,4892000,2065000,12336000,1106000,1106000,1106000,13442000,138947000,-82080000,56867000,56867000,70309000,-98000,-98000,271000,-378000,-243000,-448000,-515000,-514000,-12000,0,-348000,-1310000,-1310000,-1310000,-321000,0,-1520000,0.39122,-0.03375,-0.00559,-0.00172,-0.00139,15.5102,3.4897,0.23638,6.61744490042422e-24,-0.00301,-0.00301,0.53858,1.74615,-0.04667,-0.00169,-0.02622,65.65732,35.60135
"20","2015_Q1",1.77196721311475,"Up",18045000,-10831000,7214000,-8285000,-6783000,-1412000,-90000,-1071000,-5000,4000,-9000,-1076000,-1076000,254000,-822000,-766000,-766000,-766000,21961000,21961000,11206000,11206000,3062000,8284000,1338000,4266000,44513000,1990000,24129000,987000,17318000,214000,26119000,70632000,12106000,5915000,6191000,1549000,13655000,1009000,1009000,1009000,14664000,138814000,-82846000,55968000,55968000,70632000,-766000,-766000,278000,-191000,1906000,1227000,-128000,-85000,-257000,-3.63797880709171e-12,-257000,885000,885000,885000,-793000,-1.11022302462516e-16,731000,0.39978,-0.05935,-0.04245,-0.01369,-0.01084,-0.954310000000005,3.25983,0.26201,0,-0.02352,-0.02352,0.55402,1.71834,0.02244,-0.01344,0.01283,27.69357,20.50514
"21","2015_Q2",1.79333333333333,"Up",18365000,-10728000,7637000,-8083000,-6488000,-1503000,-92000,-446000,4000,4000,-94.1381091013427,-442000,-442000,198000,-244000,-192000,-192000,-192000,18896000,18896000,11653000,11653000,3026000,8751000,1876000,4195000,42326000,2162000,24154000,854000,17318000,198000,26316000,68642000,10950000,4938000,6012000,1573000,12523000,995000,995000,995000,13518000,138162000,-83038000,55124000,55124000,68642000,-192000,-192000,284000,-173000,-1926000,-2007000,-323000,-323000,-735000,157677.003219149,-735000,-3065000,-3065000,-3065000,-162000,0,-2609000,0.41585,-0.02429,-0.01045,-0.00348,-0.0028,13.58854,3.37986,0.24523,-4.13590306276514e-25,-0.00596,-0.00596,0.57029,1.71177,-0.08102,-0.00342,-0.04649,116.64198,42.36771
"22","2015_Q3",2.0184375,"Up",20573000,-12689000,7884000,-8452000,-6288000,-2072000,-92000,-568000,7000,3000,4000,-561000,-561000,112000,-449000,-395000,-395000,-395000,19137000,19137000,12926000,12926000,3158000,8274000,1665000,3929000,43495000,2105000,24115000,720000,17318000,203000,26220000,69715000,12234000,6427000,5807000,1890000,14124000,977000,977000,977000,15101000,138047000,-83433000,54614000,54614000,69715000,-395000,-395000,299000,-8000,641000,537000,-162000,-68000,-205000,254000,-228000,241000.000000001,241000.000000001,241000.000000001,-269000,0,98000,0.38322,-0.02761,-0.0192,-0.00723,-0.00567,-0.248100000000003,3.07951,0.2765,0,-0.01237,-0.01237,0.64421,1.71016,0.00306999999999998,-0.00711,0.00176,71.14126,33.6919
"23","2015_Q4",2.32328125,"Up",19014000,-11803000,7211000,-8345000,-6400000,-1853000,-92000,-1134000,0,3000,-3000,-1134000,-1134000,-9365000,-10499000,-10442000,-10442000,-10442000,18381000,18381000,11851000,11851000,3044000,5954000,1727000,4111000,39230000,2124000,18106000,587000,17318000,201000,20230000,59460000,10723000,5232000,5491000,2471000,13194000,1757000,963000,1757000,14951000,138384000,-93875000,44509000,44509000,59460000,-10442000,-10442000,299000,9378000,-97000,-862000,-188000,2000,113000,113000,104000,-756000,-756000,-756000,-835000,0,8245000,0.37925,-0.05964,-0.54917,-0.2346,-0.17561,-0.7896,2.97332,0.33591,0,-0.32616,-0.32616,0.59391,1.39025,0.25754,-0.22569,0.17821,22.01317,16.20899
"24","2016_Q1",2.37901639344262,"Up",19796000,-11859000,7937000,-9259000,-7670000,-1505000,-84000,-1322000,3000,2000,1000,-1319000,-1319000,-24000.0000000019,-1343000,-1292000,-1292000,-1292000,16029000,16029000,13241000,13241000,3153000,6755000,1505000,5250000,39178000,2139000,18703000,951000,17318000,434000,20842000,60020000,12633000,5469000,7164000,2294000,14927000,1631000,946000,1631000,16558000,138629000,-95167000,43462000,43462000,60020000,-1292000,-1292000,293000,164999.999999998,-944000,-1778000,-183000,-589000,15000,16000,15000,-2352000,-2352000,-2352000,-1029000,0,-2132000,0.40094,-0.06678,-0.0652699999999999,-0.02973,-0.02153,1.65015,2.62464,0.38098,0,-0.0403200000000001,-0.04032,0.61779,1.35636,-0.06654,-0.02865,-0.04728,15.57726,12.12481
"25","2016_Q2",2.46484375,"Up",23927000,-14518000,9409000,-9499000,-7805000,-1610000,-84000,-90000,-3000,1000,-4000,-93000,-93000,-1000,-94000,-38000,-38000,-38000,15086000,15086000,13259000,13259000,2640000,7863000,1872000,5991000,38848000,2242000,18737000,1041000,17318000,378000,20979000,59827000,12629000,6521000,6108000,1924000,14553000,1612000,924000,1612000,16165000,138867000,-95205000,43662000,43662000,59827000,-38000,-38000,342000,188000,-960000,-468000,-292000,-489000,14000,14000,14000,-943000,-943000,-943000,252000,0,-999000,0.39324,-0.00376,-0.00159,-0.000870000000000003,-0.000639999999999995,26.28947,2.66942,0.37023,0,-0.00119,-0.00119,0.74651,1.36222,-0.03117,-0.000839999999999997,-0.02207,-59.86508,167.62222
"26","2016_Q3",3.47578125,"Up",24059000,-14604000,9455000,-9641000,-7858000,-1698000,-85000,-186000,2000,4000,-2000,-184000,-184000,7999.99999999977,-176000,-40999.9999999998,-40999.9999999998,-40999.9999999998,15713000,15713000,12459000,12459000,2774000,9005000,2022000,6983000,39951000,2168000,18703000,1058000,17318000,327000,20871000,60822000,12777000,6661000,6116000,2403000,15180000,1593000,901000,1593000,16773000,139295000,-95246000,44049000,44049000,60822000,-41000,-40999.9999999998,373000,132000,283000,747000,-109000,-285000,2e+05,2e+05,165000,627000,627000,627000,187000,-5.42101086242752e-20,353000,0.39299,-0.00773,-0.0017,-0.00093,-0.00067,-8.60976,2.63182,0.38078,0,-0.00128,-0.00128000000000001,0.74908,1.37147,0.01099,-9e-04,0.00773,-84.02674,84.47849
"27","2016_Q4",3.49634920634921,"Up",22692000,-14072000,8620000,-10093000,-8035000,-1979000,-79000,-1473000,3000,4000,-1000,-1470000,-1470000,4000,-1466000,-1379000,-1379000,-1379000,17881000,17881000,12443000,12443000,2753000,8047000,2016000,6031000,41124000,2078000,18607000,1011000,17318000,278000,20685000,61809000,14375000,6809000,7566000,2950000,17325000,1579000,884000,1579000,18904000,139530000,-96625000,42905000,42905000,61809000,-1379000,-1379000,341000,158000,2975000,2095000,-96000,69000,24000,24000,4000,2168000,2168000,2168000,-1132000,0,1743000,0.37987,-0.06491,-0.06077,-0.03214,-0.02231,-1.26396,2.37368,0.4406,0,-0.04282,-0.04282,0.70461,1.33225,0.05412,-0.031,0.03918,15.79594,12.13917
"28","2017_Q1",4.87306451612903,"Up",25304000,-15386000,9918000,-11238000,-9615000,-1590000,-33000,-1320000,4000,4000,4.54747350886464e-13,-1316000,-3484000,33000,-3451000,-3368000,-3368000,-3368000,18201000,18201000,14299000,14299000,2250000,8564000,2108000,6456000,43314000,2064000,16967000,1498000,15150000,319000,19031000,62345000,16530000,7886000,8644000,4049000,20579000,1542000,835000,1542000,22121000,140217000,-99993000,40224000,40224000,62345000,-3368000,-3368000,296000,2331000,1270000,529000,-171000,-638000,430000,430000,429000,320000,320000,320000,-1024000,-3.3881317890172e-21,42000,0.39195,-0.05217,-0.1331,-0.08373,-0.05402,-0.0124699999999995,2.10477,0.54995,0,-0.1042,-0.1042,0.7829,1.24452,0.00130000000000001,-0.08064,0.00101,17.77441,13.78864
"29","2017_Q2",5.69253968253968,"Up",27183000,-17278000,9905000,-10457000,-8697000,-1727000,-33000,-552000,-5000,2000,-7000,-557000,-557000,1000,-556000,-470000,-470000,-470000,18201000,18201000,14299000,14299000,2250000,8564000,2108000,6456000,43314000,2064000,16967000,1498000,15150000,319000,19031000,62345000,16530000,7886000,8644000,4049000,20579000,1542000,835000,1542000,22121000,140217000,-99993000,40224000,40224000,62345000,-470000,-470000,321000,375000,-311000,-85000,-548000,-718000,630388.619338016,630497.43448559,160000,-643000,-643000,-643000,-231000,0,-1091000,0.36438,-0.02031,-0.01729,-0.01168,-0.00753999999999999,2.32128,2.10477,0.54995,0,-0.01446,-0.01446,0.83625,1.23743,-0.03356,-0.01125,-0.02612,78.79221,32.97283
"30","2017_Q3",6.2731746031746,"Up",25248000,-15280000,9968000,-11067000,-9153000,-1881000,-33000,-1099000,5000,3000,2000,-1094000,-1094000,32999.9999999999,-1061000,-984000,-984000,-984000,14922000,14922000,15076000,15076000,2783000,9311000,2499000,6812000,42092000,2474000,17829000,2320000,15150000,359000,20303000,62395000,15970000,8279000,7691000,4662000,20632000,1581000,874000,1581000,22213000,141630000,-101448000,40182000,40182000,62395000,-984000,-984000,390000,318000,-2160000,-2436000,-256000,-576000,566000,566000,376000,-2636000,-2636000,-2636000,-709000,-2.11758236813575e-22,-3158000,0.3948,-0.04353,-0.03897,-0.02449,-0.01577,3.20935,2.04013,0.55281,0,-0.03016,-0.03016,0.77381,1.23152,-0.09679,-0.02356,-0.07562,21.04654,13.5778
"31","2017_Q4",6.78730158730159,"Up",26026000,-16083000,9943000,-11062000,-9098000,-1946000,-18000,-1119000,-6000,3000,-9000,-1125000,-1125000,1373000,248000,343000,343000,343000,14588986.4695779,12886023.9445003,13251301.2534605,13251301.2534605,3034240.62359215,9254176.71390602,1856610.15534622,7397468.33182788,40128705.0605366,2509283.83139856,19446631.6105902,3285346.15165957,15113556.6112188,1047585.7907009,21955915.4419888,62084620.5025254,15683216.8905834,7491971.31895383,8191245.57162958,5179294.93708102,20862511.8276646,1226541.44473289,840364.951598623,1226541.44473289,22089053.2723975,142505220.049566,-102509779.432326,39995567.2301279,39995567.2301279,62084620.5025254,343000,343000,407000,-992000,2878000,2636000,-184000,-1126000,420000,420000,371000,1881000,1881000,1881000,-712000,0,609000,0.38204,-0.043,0.01318,-0.0555173394847521,-0.0355283238396726,1.77551,1.91789436399041,0.551373213215132,1.98855783323705e-15,0.01043,0.01043,0.79164,1.21727122543075,0.01852,-0.0539765752686456,-0.0813580781893568,-6.63276284451933,2.91358485316218
