"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","raw_materials","work_in_process","other_short_term_assets","derivative_hedging_assets_short_term","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","accumulated_depreciation","long_term_investments_receivables","long_term_investments","other_long_term_assets","intangible_assets","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","pensions","deferred_revenue_long_term","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"1","2010_Q2",21.9712698412698,"Up",620355000,-215540000,404815000,-347147000,-207842000,-100653000,-38652000,57668000,-61293000,-60705000,-588000,-3625000,8436000,4811000,7172000,11983000,-897000,-5117000,-6014000,-6014000,-693433092.746305,-693433092.746305,-222472087.481403,-222472087.481403,270176796.622371,215579561.533908,54597235.0884631,741742106.636778,73430959.7374086,197533704.502235,-20777790.9786849,9334695763.26488,13658352793.0191,-4323657029.75421,502057145.654178,502057145.654178,1467548482.44491,158338826.566597,1247297411.42084,11304301391.364,11283523600.3853,473355974.223597,261280216.768555,-27329272.3903337,2216326114.74658,742852790.861118,742852790.861118,3432534879.8313,1803502061.1442,3296529786.03617,936949233.095015,936949233.095015,135929662.019114,1351037874.3262,872613016.595841,5100031847.18038,8532566727.01167,2382136735.24129,2382136735.24129,443530304.573277,-126571454.832844,2699095366.24509,51861507.1285277,2750956873.37362,11283523600.3853,-897000,114122000,-58433000,-68467000,-13675000,-202554000,-7874000,-210428000,-51421000,131751000,1923000,82253000,-141850000,-141850000,-141850000,171790000,0,-106403000,0.65255,0.09296,-0.00969,-0.236783788338427,-0.0745998562734906,17.69255,-1.95794266666384,2.89612207227898,0.352101913092798,-0.05927,-0.05927,6.11344,26.1872464989666,-1.04857,0.50674,-0.0737193147616702,-0.111872532273963,-8.55022,65.949076424834,170.589629498619
"2","2010_Q3",24.0390625,"Up",794702000,-251800000,542902000,-342212000,-212080000,-102976000,-27156000,200690000,-65509000,-60813000,-4696000,135181000,8548000,143729000,-50707000,93022000,119566000,-4769000,114797000,114797000,50502000,50502000,277611000,277611000,201688000,172091000,29597000,394544000,60111000,44543000,1086786000,9306893000,13707309000,-4400416000,578253000,578253000,1186268000,168233000,952932000,11071414000,12158200000,525877000,261203000,207736000,463372000,334907000,334907000,1324156000,3326524000,3914517000,728934000,728934000,133112000,1773750000,1278721000,7241041000,8565197000,2408863000,2408863000,1239865000,-169180000,3479548000,113455000,3593003000,12158200000,119566000,115842000,-18417000,-1902000.00000006,215089000,-176025000,108584000,-67441000,-55101000,-296071000,250498000,-100674000,46974000,46974000,46974000,316532000,3789896000,189312000,0.68315,0.25253,0.14445,0.03195,0.00944,1.6491,0.82074,2.38385,0.31172,1.06932,1.06526,7.40256,32.41161,1.76342,0.51326,0.01504,0.01676,0.479990000000001,11.81364,18.63269
"3","2010_Q4",25.4225,"Up",1116710000,-353904000,762806000,-362532000,-219658000,-104177000,-38697000,400274000,-60052000,-60419000,367000,340222000,11687000,351909000,-122347000,229562000,239039000,-5119000,233920000,233920000,195915000,195915000,379534000,379534000,196254000,174428000,21826000,291623000,68476000,43983000,1243332000,9347082000,13806661000,-4459579000,621728000,621728000,1223345000,178666000,979576000,11192155000,12435487000,463646000,253565000,210081000,238513000,307033000,307033000,1009192000,3463306000,4134760000,737644000,737644000,127449000,1935697000,1333970000,7598066000,8607258000,2416503000,2416503000,1473683000,-173260000,3716926000,111303000,3828229000,12435487000,239039000,120798000,163562000,-155313000,368086000,-174128000,74778000,-99350000,-55200000,-73924000,5801000,-123323000,145413000,145413000,145413000,521072000,3701819000,313978000,0.68308,0.35844,0.20947,0.0611,0.01881,1.34225,1.23201,2.24837,0.29768,2.15332,2.14421,10.27975,34.21576,2.89029,0.50814,0.02479,0.02692,0.23598,6.72825,8.75876000000001
"4","2011_Q1",26.138064516129,"Up",657432000,-225571000,431861000,-375610000,-230605000,-106673000,-38332000,56251000.0000001,-60854000,-62237000,1383000,-4603000,9874000,5271000,5013000,10284000,12501000,-5151000,7350000.00000006,7350000.00000006,110188000,110188000,316226000,316226000,202989000,181414000,21575000,291816000,73788000,90648000,1024511000,9393867000,13908071000,-4514204000,625134000,625134000,1349486000,184952000,1099431000,11368487000,12392998000,395896000,236354000,159542000,648479000,405329000,405329000,1449704000,3045794000,4122274000,813121000,813121000,121645000,1930210000,1257298000,7168068000,8617772000,2419133000,2419133000,1423961000,-159767000,3683327000,91899000,3775226000,12392998000,12501000,122045000,24009000,22402000,180957000,-195667000,-3014000,-198681000,-55257000,-5443000,-7303000.00000003,-68003000,-85727000,-85727000,-85727000,178296000,3694273000,18000.0000000596,0.65689,0.08556,0.01118,0.00195,0.00059,0.00244999999999962,0.7067,2.28272,0.29809,0.0675400000000002,0.0666899999999999,6.04085,33.84447,0.000170000000000226,0.50773,0.0054,0,7.51796,20.10188,63.71593
"5","2011_Q2",27.6669841269841,"Up",648847000,-212007000,436840000,-401056000,-255029000,-106583000,-39444000,35784000,-61128000,-61077000,-51000,-25344000,8971000,-16373000,6005000,-10368000,-9674000,-5461000,-15135000,-15135000,114193000,114193000,302163000,302163000,181568000,161063000,20505000,266434000,54579000,87611000,958017000,9397434000,13977778000,-4580344000,589686000,589686000,1357753000,182855000,1107160000,11344873000,12302890000,426088000,215968000,210120000,849575000,398549000,398549000,1674212000,2845479000,4054428000,824502000,824502000,118778000,1857981000,1253167000,6899907000,8574119000,2429016000,2429016000,1351716000,-149321000,3631411000,97360000,3728771000,12302890000,-9674000,123298000,-11206000,141078000,243496000,-191553000,-1242000,-192795000,-55300000,530000,8074000,-46696000,4005000,4005000,4005000,159082000,3695054000,102602000,0.67326,0.05515,-0.02333,-0.00406,-0.00123,-6.77912,0.57222,2.29945,0.30034,-0.13907,-0.13907,5.96191,33.36713,0.94276,0.50812,0.0035,0.00894,-3.65378,22.50953,100.06877
"6","2011_Q3",27.4234375,"Down",799799000,-244049000,555750000,-358758000,-210590000,-106617000,-41551000,196992000,-62769000,-60140000,-2629000,134223000,9780000,144003000,-50818000,93185000,93839000,-7154000,86685000,86685000,92274000,92274000,290741000,290741000,221215000,194352000,26863000,268941000,38897000,86261000,1036853000,9478377000,14153605000,-4675228000,604570000,604570000,1354280000,177845000,1108465000,11437227000,12474080000,515881000,271759000,186850000,910816000,404597000,404597000,1831294000,2761695000,4165481000,869277000,869277000,120621000,1908306000,1267277000,6927176000,8758470000,2432488000,2432488000,1323892000,-142675000,3613705000,101905000,3715610000,12474080000,93839000,122402000,51120000,-74578000,192783000,-195719000,60185000,-135534000,-57237000,-22792000,861000,-79168000,-21919000,-21919000,-21919000,319394000,3672511000,99915000,0.69486,0.2463,0.10838,0.02333,0.00695,1.15262,0.56619,2.35721,0.29441,0.79495,0.79007,7.33464,33.13988,0.91628,0.5249,0.01246,0.00865,0.660290000000002,11.20947,18.17453
"7","2011_Q4",29.6168253968254,"Up",1124841000,-337896000,786945000,-351928000,-210035000,-106350000,-35543000,435017000,-64645000,-62034000,-2611000,370372000,14317000,384689000,-131416000,253273000,262785000,-7426000,255359000,255359000,564712000,564712000,361742000,361742000,228521000,203118000,25403000,252091000,27713000,116646000,1591235000,9625438000,14310198000,-4684760000,584598000,584598000,1349092000,176401000,1104490000,11559128000,13150363000,529328000,281647000,247681000,876363000,377577000,377577000,1783268000,3046587000,4317513000,877485000,877485000,112730000,2032394000,1294904000,7364100000,9147368000,2436389000,2436389000,1579240000,-121544000,3894085000,108910000,4002995000,13150363000,262785000,124407000,150213000,-53178000,484227000,-255989000,50026000,-205963000,-53660000,247558000,276000,194174000,472438000,472438000,472438000,559424000,3922950000,381673000,0.69961,0.38674,0.22702,0.06379,0.01942,1.49465,0.89231,2.28513,0.29831,2.34,2.32438,10.30754,35.68365,3.49748,0.49172,0.02524,0.03117,0.21014,6.00303,7.71978999999999
"8","2012_Q1",31.0114516129032,"Up",667892000,-215512000,452380000,-373665000,-228632000,-107504000,-37529000,78715000,-60793000,-58744000,-2049000,17922000.0000001,8997000,26918999.9999999,-7375000,19544000,19990000,-7426000,12564000,12564000,33583000,33583000,280435000,280435000,226387000,204387000,2.2e+07,290826000,30264000,123525000,956470000,9791687000,14501678000,-4709991000,627643000,627643000,1735218000,170571000,1496014000,12154548000,13111018000,502148000,326987000,175161000,477435000,363122000,363122000,1342705000,3019054000,4818673000,1268910000,1268910000,116805000,1997658000,1435300000,7837727000,9180432000,2439530000,2439530000,1534483000,-152163000,3821850000,108736000,3930586000,13111018000,19990000,123677000,-14251000,75661000,205077000,-241089000,-6626000,-247715000,-55531000,-426712000,-6248000,-488491000,-531129000,-531129000,-531129000,202392000,3496489000,44338999.9999999,0.67733,0.11786,0.01881,0.0032,0.00096,3.52905,0.71235,2.33564,0.26668,0.11505,0.11314,6.11578,34.99606,0.40601,0.50849,0.00556,0.00362,4.41985,17.1099,43.99296
"9","2012_Q2",32.3292063492064,"Up",620631000,-216309000,404322000,-356315000,-210663000,-100109000,-45543000,48007000,-60275000,-56967000,-3308000,-12268000,7907000,-4361000,4645000,284000,-481000,-7776000,-8257000,-8257000,20709999.9999999,20709999.9999999,235501000,235501000,240140000,213290000,26850000,303721000,34617000,118986000,904800000,9889009000,14664913000,-4775904000,659528000,659528000,1730577000,170198000,1491310000,12279114000,13183914000,470847000,265975000,204872000,318308000,368744000,368744000,1157899000,3341198000,4823388000,1277227000,1277227000,113514000,1991617000,1441030000,8164586000,9322485000,2443825000,2443825000,1468869000,-167777000,3744917000,116512000,3861429000,13183914000,-481000,118487000,-37710000,35039000,115335000,-240973000,5874000,-235099000,-55595000,159954000,2532000,106891000,-12873000,-12873000,-12873000,166494000,3659506000,-44085000,0.65147,0.07735,-0.0133,-0.00213999999999999,-0.000629999999999999,5.33911,0.78142,2.41426,0.27757,-0.07555,-0.07555,5.67829,34.26305,-0.40334,0.50865,0.00383,-0.00357,-6.73307,21.85542,75.7972
"10","2012_Q3",35.1971428571429,"Up",878576000,-264723000,613853000,-359364000,-216236000,-100606000,-42522000,254489000,-55492000,-5.3e+07,-2492000,198997000,8622000,207619000,-76689000,130930000,130111000,-7766000,122345000,122345000,11228000,11228000,313420000,313420000,247399000,217222000,30177000,206919000,29991000,88353000,947416000,9953952000,14797820000,-4843868000,653259000,653259000,1659780000,163727000,1426545000,12266991000,13214407000,569025000,316329000,195217000,166962000,368336000,368336000,1104323000,3371412000,4839335000,1243256000,1243256000,111655000,2019517000,1464907000,8210747000,9315070000,2452094000,2452094000,1476259000,-150318000,3778035000,121302000,3899337000,13214407000,130111000,121256000,160905000,-68972000,343300000,-183802000,4179000,-179623000,-55702000,-121324000,3867000,-173159000,-9482000,-9482000,-9482000,375745000,3538374000,199660000,0.69869,0.28966,0.13925,0.03138,0.00926,1.63194,0.85792,2.38889,0.26777,1.1174,1.10861,8.02418,34.50544,1.82353,0.50874,0.0145,0.01626,0.45529,9.38707,13.85972
"11","2012_Q4",34.7706451612903,"Down",1109475000,-302894000,806581000,-358611000,-220729000,-100353000,-37529000,447970000,-57518000,-52242000,-5276000,390452000,9538000,399990000,-147116000,252874000,252863000,-8040000,244823000,244823000,79479000,79479000,361012000,361012000,250260000,219026000,31234000,271676000,26257000,149932000,1098852000,10071843000,14973676000,-4901833000,667837000,667837000,1621754000,152665000,1399136000,12361434000,13460286000,472229000,231151000,241078000,90360000,386759000,386759000,949348000,3338951000,4986403000,1206150000,1206150000,105941000,2185107000,1489205000,8325354000,9274702000,2454667000,2454667000,1721050000,-119475000,4056242000,129342000,4185584000,13460286000,252863000,120827000,181303000,-84157000,470836000,-245909000,7513000,-238396000,-55777000,-109252000,840000,-164189000,68251000,68251000,68251000,568797000,3429311000,385847000,0.72699,0.40377,0.22067,0.05849,0.01819,1.57602,1.15748,2.21587,0.25477,2.2347,2.21249,10.12711,37.02471,3.52195,0.50912,0.02385,0.03062,0.22783,5.88933,7.47779999999999
"12","2013_Q1",37.1545,"Up",693122000,-210864000,482258000,-380969000,-237141000,-103268000,-40560000,101289000,-59567000,-52407000,-7160000,41722000,11340000,53062000,-18157000,34905000,30671000,-8040000,22631000,22631000,26202000,26202000,273885000,273885000,249430000,218096000,31334000,361364000,25699000,181051000,1005726000,10234243000,15163856000,-4929613000,669210000,669210000,1470436000,162150000,1237897000,12373889000,13379615000,455420000,221312000,174319000,215003000,413119000,413119000,1083542000,3199088000,4994696000,1058755000,1058755000,109359000,2322325000,1504257000,8193784000,9277326000,2466923000,2466923000,1624102000,-114008000,3972806000,129483000,4102289000,13379615000,30671000,120692000,38704000,51584000,241651000,-218867000,-1009000,-219876000,-58001000,-15408000,-1643000,-75052000,-53277000,-53277000,-53277000,221981000,3414091000,72855000,0.69578,0.14613,0.03265,0.00552,0.00169,3.21926,0.92818,2.2615,0.25517,0.206310000000001,0.20243,6.31863,36.21684,0.664159999999999,0.52875,0.00644,0.00582,2.5629,15.26207,33.44775
"13","2013_Q2",39.88109375,"Up",686652000,-230679000,455973000,-369050000,-223250000,-103730000,-42070000,86923000,-52472000,-49478000,-2994000,34451000,10854000,45305000,-12469000,32836000,32836000,-8392000,24444000,24444000,25109000,25109000,265400000,265400000,258816000,223605000,35211000,232305000,20346000,133237000,871777000,10264260000,15261386000,-4997126000,694540000,694540000,1470350000,162978000,1236544000,12429150000,13300927000,421450000,212078000,209372000,122828000,347233000,347233000,891511000,3304458000,4952628000,1034327000,1034327000,108986000,2136728000,1672587000,8257086000,9148597000,2473865000,2473865000,1648521000,-107931000,4014455000,137875000,4152330000,13300927000,32836000,124344000,29837000,25140000,212157000,-182859000,6139000,-176720000,-58067000,12132000,9405000,-36530000,-1093000,-1093000,-1093000,211267000,3427286000,66017000,0.66405,0.12659,0.0356,0.00589,0.00184,2.70074,0.97786,2.20324,0.25767,0.22256,0.22054,6.25184,36.55087,0.60107,0.52869,0.00658,0.00527,2.37551,16.10368,39.14012
"14","2013_Q3",38.91984375,"Down",915822000,-277584000,638238000,-378426000,-229300000,-106292000,-42834000,259812000,-53072000,-51307000,-1765000,206740000,9901000,216641000,-77043000,139598000,139598000,-8391000,131207000,131207000,27803000,27803000,342760000,342760000,253432000,220025000,33407000,278686000,22575000,148648000,1066289000,10309624000,15332353000,-5022729000,691453000,691453000,1495328000,162715000,1261339000,12496405000,13562694000,526378000,287368000,179064000,629231000,381609000,381609000,1537218000,2820172000,5036069000,1013976000,1013976000,108335000,2368473000,1545285000,7856241000,9393459000,2476754000,2476754000,1659868000,-104457000,4032165000,137070000,4169235000,13562694000,139598000,125138000,60668000,-83305000,242099000,-193742000,-1416000,-195158000,-58164000,21973000,-8056000,-44247000,2693999.99999999,2693999.99999999,2693999.99999999,384950000,3449403000,184946000,0.6969,0.28369,0.14327,0.03147,0.00967,1.40957,0.69365,2.25304,0.25433,1.1932,1.18277,8.32853,36.66871,1.68191,0.52895,0.01496,0.01461,0.4433,8.88843,13.16952
"15","2013_Q4",38.3325,"Down",1152392000,-350953000,801439000,-385751000,-233323000,-107388000,-45040000,415688000,-57862000,-50587000,-7275000,357826000,8804000,366630000,-131912000,234718000,234718000,-8555000,226163000,226163000,135457000,135457000,423602000,423602000,258344000,223385000,34959000,400528000,22741000,156746000,1350486000,10368932000,15470430000,-5101498000,698905000,698905000,1404348000,160134000,1244214000,12472185000,13822671000,479692000,250023000,229669000,566481000,400770000,400770000,1446943000,2820315000,5133985000,939414000,939414000,109667000,2561564000,1523340000,7954300000,9401243000,2489180000,2489180000,1886038000,-89335000,4275804000,145624000,4421428000,13822671000,234718000,128489000,178630000,-113763000,428074000,-204914000,4836000,-200078000,-58254000,-62750000,662000,-120342000,107654000,107654000,107654000,544177000,3386796000,357412000,0.69546,0.36072,0.19626,0.05115,0.01636,1.58033,0.93334,2.12629,0.24502,2.05586,2.03653,10.47543,38.86777,3.24893,0.52954,0.02198,0.02762,0.25758,5.97478,7.82158
"16","2014_Q1",37.9122950819672,"Down",699762000,-236493000,463269000,-379369000,-238854000,-98298000,-42217000,83900000,-52802000,-50516000,-2286000,31098000,10883000,41981000,-9167000,32814000,32813999.9999999,-8554000,24260000,24260000,9526000,9526000,296701000,296701000,259710000,221682000,38028000,380876000,17169000,137038000,1043609000,10731296000,16031515000,-5300219000,726697000,726697000,1007084000,157689000,849395000,12465077000,13508686000,526393000,284516000,179349000,693549000,398702000,398702000,1618644000,2796465000,4753117000,513628000,513628000,114480000,2546452000,1578557000,7549582000,9168226000,2491558000,2491558000,1785273000,-78053000,4194470000,145990000,4340460000,13508686000,32813999.9999999,114351000,20011000,103801000,270977000,-434807000,-2638000,-437445000,-60759000,103074000,-1778000,40537000,-125931000,-125931000,-125931000,198251000,3490014000,-123588000,0.66204,0.1199,0.03467,0.00559,0.0018,-5.09431,0.64474,2.11227,0.25835,0.22028,0.21974,6.35379,38.0855,-1.12217,0.55169,0.00676,-0.00982,2.50449,17.55597,41.48377
"17","2014_Q2",39.5403174603175,"Up",686251000,-249786000,436465000,-361295000,-212882000,-101772000,-46641000,75170000,-55286000,-52969000,-2317000,19884000,11212000,31096000,-6405000,24691000,24691000,-8925000,15766000,15766000,103421000,103421000,243380000,243380000,259897000,223401000,36496000,202325000,16951000,122097000,897930000,10810605000,16171386000,-5360781000,740241000,740241000,1002021000,144446000,857575000,12552867000,13450797000,451349000,224820000,226529000,549924000,393370000,393370000,1394643000,3045614000,4632839000,442136000,442136000,115033000,2525305000,1550365000,7678453000,9073096000,2497485000,2497485000,1801047000,-74902000,4222786000,154915000,4377701000,13450797000,24691000,122394000,-27967000,130039000,249157000,-207459000,-1049000,-208508000,-62520000,106375000,9391000,53246000,93895000,93895000,93895000,197564000,3595538000,126549000,0.63601,0.10954,0.02297,0.00360000000000001,0.00117,8.0267,0.64384,2.07257,0.26731,0.14299,0.14218,6.2241,38.29948,1.14776,0.56704,0.00621,0.01004,3.9655,17.67588,46.45626
"18","2014_Q3",40.234375,"Up",906264000,-290854000,615410000,-361297000,-211222000,-105150000,-44925000,254113000,-49478000,-51751000,2273000,204635000,11289000,215924000,-74540000,141384000,141384000,-8926000,132458000,132458000,9161000,9161000,322621000,322621000,269145000,230310000,38835000,225701000,15420000,126648000,999072000,10892008000,16280675000,-5388667000,765320000,765320000,1033917000,137037000,896880000,12691245000,13690317000,597882000,320779000,214447000,545491000,411334000,411334000,1554707000,2999513000,4754235000,439490000,439490000,120330000,2600076000,1594339000,7753748000,9308455000,2500064000,2500064000,1808232000,-74217000,4233890000,147972000,4381862000,13690317000,141384000,123977000,52136000,-101588000,215909000,-181293000,-3167000,-184460000,-62618000,-50458000,-12633000,-125709000,-94260000,-94260000,-94260000,378090000,3545004000,169749000,0.67906,0.2804,0.14616,0.03023,0.00968,1.28153,0.64261,2.12431,0.25894,1.19801,1.19329,8.19666,38.29322,1.53529,0.56635,0.01538,0.01339,0.47274,9.35186,13.91445
"19","2014_Q4",45.33234375,"Up",1172667000,-382361000,790306000,-368531000,-223418000,-103660000,-41453000,421775000,-49453000,-47626000,-1827000,372322000,10517000,382839000,-134753000,248086000,248086000,-4125000,243961000,243961000,10471000,10471000,387717000,387717000,263056000,230220000,32836000,223652000,11863000,150588000,1040932000,10876014000,16184675000,-5308661000,768091000,768091000,1295311000,127560000,1167751000,12939416000,13980348000,570056000,278835000,291221000,387991000,490471000,490471000,1448518000,3037801000,4850016000,233292000,233292000,123136000,2697318000,1796270000,7887817000,9336335000,2502217000,2502217000,2052207000,-62402000,4491916000,152097000,4644013000,13980348000,248086000,125351000,95260000,-46845000,421852000,-229906000,-10883000,-240789000,-62640000,-119349000,2236000,-179753000,1310000,1310000,1310000,547126000,3425792000,405128000,0.67394,0.35967,0.20804,0.05253,0.01745,1.66063,0.71862,2.0104,0.24504,2.20408,2.19581,10.59454,40.58251,3.66016,0.56593,0.02373,0.03136,0.25676,6.24229,8.0975
"20","2015_Q1",49.1111475409836,"Up",726450000,-256828000,469622000,-409438000,-260503000,-106776000,-42159000,60184000,-58871000,-48604000,-10267000,1313000,13229000,14541999.9999999,-5007000,9534999.99999997,9535000.00000003,-4125000,5410000.00000003,5410000.00000003,7604000,7604000,294646000,294646000,255986000,218889000,37097000,314666000,13785000,175551000,973435000,11074575000,16472326000,-5397751000,785533000,785533000,1455347000,119755000,1335592000,13315455000,14288890000,554217000,295211000,193216000,530970000,473956000,473956000,1559143000,3006573000,5204072000,453736000,453736000,123052000,2780620000,1846664000,8210645000,9769788000,2512970000,2512970000,1926065000,-68141000,4367493000,151609000,4519102000,14288890000,9535000.00000003,124765000,43473000,34936000,212709000,-291976000,3065000,-288911000,-58893000,136255000,-4027000,73335000,-2867000.00000001,-2867000.00000001,-2867000.00000001,184949000,3537543000,-67084000,0.64646,0.08285,0.00745000000000004,0.0012,0.00038,-12.4,0.62434,2.16189,0.24757,0.04874,0.0484300000000002,6.54483,39.3482,-0.60438,0.53059,0.00485,-0.00506,10.88595,19.08601,58.65245
"21","2015_Q2",44.7661904761905,"Down",671219000,-223237000,447982000,-380298000,-214944000,-120949000,-44405000,67684000,-52450000,-48399000,-4051000,15234000,13440000,28674000,-7947000,20727000,20727000,-4605000,16122000,16122000,11664000,11664000,239897000,239897000,265981000,221276000,44705000,323500000,13658000,193004000,935442000,11197136000,16649996000,-5452860000,797235000,797235000,1505890000,127620000,1378270000,13500261000,14435703000,502309000,271489000,230820000,428070000,443597000,443597000,1373976000,3281319000,5227401000,412552000,412552000,122259000,2778689000,1913901000,8508720000,9882696000,2523247000,2523247000,1942194000,-66382000,4396793000,156214000,4553007000,14435703000,20727000,141494000,-16064000,-2009000,144148000,-251041000,18224000,-232817000,-64061000,147100000,9690000,92729000,4060000,4060000,4060000,209178000,3709389000,-35925000,0.66742,0.10084,0.02402,0.00353999999999999,0.00112,-2.22832,0.68083,2.17059,0.25696,0.14535,0.14475,6.0516,39.64075,-0.32389,0.57756,0.00594,-0.00266,3.97351,17.67741,54.63219
"22","2015_Q3",45.826875,"Up",890648000,-281477000,609171000,-377198000,-210965000,-122739000,-43494000,231973000,-50762000,-48328000,-2434000,181211000,13667000,194878000,-67371000,127507000,127507000,-4605000,122902000,122902000,13557000,13557000,286718000,286718000,274297000,231101000,43196000,271968000,14722000,179405000,1031756000,11343457000,16840807000,-5497350000,794082000,794082000,1532188000,127742000,1404446000,13669727000,14701483000,602411000,326119000,210359000,260223000,477225000,477225000,1339859000,3565857000,5270124000,425002000,425002000,120063000,2804974000,1920085000,8835981000,10175840000,2526945000,2526945000,1933256000,-65600000,4392836000,132807000,4525643000,14701483000,127507000,140724000,87282000,-105367000,250146000,-279994000,3308000,-276686000,-64180000,118153000,-25540000,28433000,1893000,1893000,1893000,372697000,3826080000,54707000,0.68396,0.26045,0.13799,0.02716,0.00836,0.445130000000001,0.77005,2.24848,0.26025,1.10736,1.10266,8.02487,39.58009,0.49292,0.57827,0.01373,0.00402,0.522200000000001,10.22955,16.4352
"23","2015_Q4",48.1865625,"Up",1199146000,-363847000,835299000,-390188000,-220449000,-125625000,-44114000,445111000,-54741000,-49342000,-5399000,390370000,11163000,401533000,-139555000,261978000,261978000,-4862000,257116000,257116000,13007000,13007000,358464000,358464000,278523000,234987000,43536000,249716000,13654000,178205000,1061979000,11467754000,17005614000,-5537860000,779805000,779805000,1565480000,134937000,1430543000,13813039000,14875018000,524694000,233970000,290724000,468433000,530235000,530235000,1523362000,3257347000,5302990000,383801000,383801000,121905000,2898177000,1899107000,8560337000,10083699000,2529019000,2529019000,2190387000,-63990000,4653651000,137668000,4791319000,14875018000,261978000,145903000,110598000,-91400000,427079000,-247665000,-15620000,-263285000,-64225000,-100500000,381000,-164344000,-550000,-550000,-550000,591014000,3725780000,391504000,0.69658,0.37119,0.21442,0.05366,0.01729,1.52267,0.69713,2.10458,0.25047,2.31561,2.30358,10.79961,41.91119,3.52592,0.57842,0.02325,0.02833,0.24979,6.28204,8.34123
"24","2016_Q1",52.3052459016393,"Up",734430000,-232737000,501693000,-391859000,-222019000,-125109000,-44731000,109834000,-54213000,-48895000,-5318000,55621000,13204000,68825000,-22847000,45978000,45978000,-4861000,41117000,41117000,39488000,39488000,271566000,271566000,279931000,234234000,45697000,203291000,15905000,186797000,890516000,11684969000,17279063000,-5594094000,799820000,799820000,1652953000,123975000,1528978000,14137742000,15028258000,561748000,297480000,194905000,357580000,522989000,522989000,1442317000,3462391000,5404093000,480998000,480998000,115609000,2920029000,1887457000,8866484000,10308801000,2541668000,2541668000,2092803000,-44748000,4583917000,135540000,4719457000,15028258000,45978000,143543000,69412000,14021000,272954000,-297387000,3942000,-293445000,-67561000,114692000,-159000,46972000,26481000,26481000,26481000,253377000,3819971000,-7142000,0.68311,0.14955,0.05598,0.00871,0.00274,-0.1737,0.61742,2.18432,0.25419,0.36987,0.36792,6.60661,41.23488,-0.064249999999999,0.60775,0.00779,-0.00051,1.64314,14.92039,34.41997
"25","2016_Q2",57.53125,"Up",677167000,-221285000,455882000,-405720000,-243195000,-119476000,-43049000,50162000,-54665000,-50744000,-3921000,-4503000,15743000,11240000,-1914000,9326000,9326000,-4873000,4453000,4453000,14484000,14484000,213381000,213381000,278406000,234179000,44227000,229959000,16089000,209233000,826025000,11907920000,17578804000,-5670884000,813245000,813245000,1637911000,116014000,1521897000,14359076000,15185101000,461324000,234946000,226378000,619380000,505198000,505198000,1585902000,3463032000,5395754000,441605000,441605000,110056000,2922817000,1921276000,8858786000,10444688000,2547065000,2547065000,2097246000,-43770000,4599999000,140414000,4740413000,15185101000,9326000,140759000,9824000,-15700000,144209000,-378500000,6195000,-372305000,-67611000,261800000,8903000,203092000,-25004000,-25004000,-25004000,190921000,4082412000,-201365000,0.67322,0.07408,0.00658,0.000940000000000002,0.000290000000000002,-45.22008,0.52086,2.20333,0.26884,0.04001,0.03981,6.08438,41.33122,-1.80927,0.60749,0.00507,-0.01416,15.18325,21.30687,81.09581
