"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","abnormal_gains_losses","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_affiliates_net_of_taxes","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","goodwill","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","accrued_taxes","other_payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"14","2013_Q3",18.73953125,"Up",1.8e+09,-1.541e+09,2.59e+08,-1.23e+08,-1.05e+08,-1.8e+07,1.36e+08,-3e+06,-2.1e+07,1.8e+07,1.33e+08,-4e+06,1.29e+08,-3.5e+07,3e+06,9.7e+07,9.6e+07,-4e+06,9.2e+07,8.5e+07,1.127e+09,1.03e+09,9.7e+07,9.75e+08,9.75e+08,7.73e+08,2.85e+08,2.85e+08,3.16e+09,1.179e+09,6.25e+08,1e+08,2.014e+09,5.174e+09,1.341e+09,9.38e+08,6.9e+07,3.34e+08,7.4e+07,1.415e+09,8.24e+08,1.024e+09,6.69e+08,3.55e+08,1.848e+09,3.263e+09,2.705e+09,-1.15e+08,-6.58e+08,-8.58e+08,1.813e+09,9.8e+07,1.911e+09,5.174e+09,9.6e+07,6.1e+07,2.8e+07,1.7e+07,2.02e+08,-4.2e+07,-4e+06,3.8e+07,-4.3e+07,-2.2e+07,-1.2e+07,-1e+06,-9.7e+07,6.2e+07,6.2e+07,6.2e+07,1.97e+08,8.98e+08,2.07e+08,0.14389,0.07556,0.04722,0.04448,0.01643,2.43529,2.23322,1.70748,0.17356,0.58299,0.40132,12.34568,7.36626,1.41975,0.15089,0.02792,0.054,0.25882,-1.16244,-1.68382
"15","2013_Q4",17.609375,"Down",1.669e+09,-1.434e+09,2.35e+08,-1.15e+08,-9.7e+07,-1.8e+07,1.2e+08,-9e+06,-2.7e+07,1.8e+07,1.11e+08,-8e+06,1.03e+08,-3.4e+07,3e+06,7.2e+07,7.1e+07,-3e+06,6.8e+07,-1.7e+08,1.226e+09,1.121e+09,1.05e+08,9.16e+08,9.16e+08,7.74e+08,2.85e+08,2.85e+08,3.201e+09,1.2e+09,6.28e+08,1.04e+08,2.043e+09,5.244e+09,1.282e+09,8.72e+08,5.9e+07,3.51e+08,6.4e+07,1.346e+09,1.568e+09,9.95e+08,6.38e+08,3.57e+08,2.563e+09,3.909e+09,2.747e+09,-2.77e+08,-8.35e+08,-8.2e+08,1.238e+09,9.7e+07,1.335e+09,5.244e+09,7.1e+07,6.3e+07,-2.7e+07,-1e+06,1.06e+08,-5.2e+07,1e+06,0,-5.9e+07,-1.5e+07,7.37e+08,-4.93e+08,2.7e+07,7.4e+07,7.4e+07,7.4e+07,1.83e+08,1.632e+09,1.64e+08,0.1408,0.0719,-0.10186,-0.12734,-0.03242,-0.96471,2.37816,2.92809,0.31121,-1.16438,-12.5,11.43151,5.58219,1.12329,0.10274,-0.03912,0.04139,-0.08824,2.21858,3.38333
"16","2014_Q1",18.0196721311475,"Up",1.624e+09,-1.412e+09,2.12e+08,-1.24e+08,-1.05e+08,-1.9e+07,8.8e+07,-1.3e+07,-3e+07,1.7e+07,7.5e+07,-1e+07,6.5e+07,-2.3e+07,2e+06,4.4e+07,4.3e+07,-1e+06,4.2e+07,3.8e+07,1.366e+09,1.256e+09,1.1e+08,7.93e+08,7.93e+08,6.7e+08,3.36e+08,3.36e+08,3.165e+09,1.225e+09,5.29e+08,1.06e+08,1.964e+09,5.129e+09,1.211e+09,8.04e+08,3.5e+07,3.72e+08,5.7e+07,1.268e+09,1.567e+09,8.81e+08,5.3e+08,3.51e+08,2.448e+09,3.716e+09,2.842e+09,-3.66e+08,-8.12e+08,-7.27e+08,1.309e+09,1.04e+08,1.413e+09,5.129e+09,4.3e+07,7.4e+07,-6000000.00000001,1.73e+08,2.84e+08,-8.6e+07,8e+06,-7e+06,-8.8e+07,-1.3e+07,1000000.00000012,999999.99999994,-6e+07,1.36e+08,1.36e+08,1.36e+08,1.62e+08,1.624e+09,2.72e+08,0.13054,0.05419,0.0234,0.02689,0.00741,7.15789,2.49606,2.62987,0.31663,0.26063,0.260630000000001,11.13855,6.42661,1.86557,0.08916,0.01302,0.06942,0.34211,1.59259,2.93182
"17","2014_Q2",19.521746031746,"Up",1.688e+09,-1.454e+09,2.34e+08,-1.18e+08,-1.05e+08,-1.3e+07,1.16e+08,-3.6e+07,-3e+07,-6e+06,8e+07,-9e+06,7.1e+07,-3.4e+07,1e+06,3.8e+07,3.7e+07,-3e+06,3.4e+07,3.1e+07,1.26e+09,1.116e+09,1.44e+08,9.61e+08,9.61e+08,7.23e+08,2.75e+08,2.75e+08,3.219e+09,1.22e+09,5.13e+08,1.06e+08,1.939e+09,5.158e+09,1.323e+09,9.39e+08,4.7e+07,3.37e+08,3.2e+07,1.355e+09,1.568e+09,8.58e+08,5.14e+08,3.44e+08,2.426e+09,3.781e+09,3.017e+09,-4.31e+08,-7.88e+08,-7.32e+08,1.272e+09,1.05e+08,1.377e+09,5.158e+09,3.7e+07,5.5e+07,4.3e+07,-1.04e+08,3.1e+07,-6.7e+07,12005101.069833,3.9e+07,-6.1e+07,-2e+06,-2.1e+07,0,-8.7e+07,-1.17e+08,-1.17e+08,-1.17e+08,1.71e+08,1.6e+09,3.4e+07,0.13863,0.06872,0.01836,0.02251,0.00601000000000001,1.09677,2.37565,2.74582,0.3102,0.20571,0.17514,11.20106,7.07366,0.22561,0.01327,0.0086,0.00886999999999999,0.06452,1.9883,2.93103
"18","2014_Q3",19.81421875,"Up",1.71e+09,-1.462e+09,2.48e+08,-1.18e+08,-1.08e+08,-1e+07,1.3e+08,-8e+06,-2.9e+07,2.1e+07,1.22e+08,-3e+06,1.19e+08,-3.3e+07,6e+06,9.2e+07,9e+07,-4e+06,8.6e+07,8.4e+07,1.34e+09,1.172e+09,1.68e+08,9.25e+08,9.25e+08,7.27e+08,2.66e+08,2.66e+08,3.258e+09,1.244e+09,5.08e+08,1.05e+08,1.954e+09,5.212e+09,1.323e+09,9.06e+08,5.4e+07,3.63e+08,3.7e+07,1.36e+09,1.568e+09,8.58e+08,5.11e+08,3.47e+08,2.426e+09,3.786e+09,3.03e+09,-4.81e+08,-7.13e+08,-7.11e+08,1.322e+09,1.04e+08,1.426e+09,5.212e+09,9e+07,5.3e+07,4999999.99999999,4.4e+07,1.92e+08,-5.9e+07,9e+06,-1e+06,-7.2e+07,-1.8e+07,4e+06,-1999999.99999999,-6.5e+07,54999999.9999999,54999999.9999999,55000000.0000001,1.83e+08,1.605e+09,2.01e+08,0.14503,0.07602,0.04912,0.05891,0.01612,2.39286,2.39559,2.65498,0.30794,0.53606,0.48,10.91257,7.17932,1.28271,0.11487,0.02623,0.05168,0.21429,1.44809,2.03846
"19","2014_Q4",17.68859375,"Down",1.637e+09,-1.397e+09,2.4e+08,-1.07e+08,-9.7e+07,-1e+07,1.33e+08,-1e+07,-3e+07,2e+07,1.23e+08,-2e+06,1.21e+08,-2.9e+07,2e+06,9.4e+07,9.3e+07,-3e+06,9e+07,8.8e+07,1.272e+09,1.103e+09,1.69e+08,9.02e+08,9.02e+08,7.26e+08,2.41e+08,2.41e+08,3.141e+09,1.2e+09,4.69e+08,9.4e+07,1.873e+09,5.014e+09,1.274e+09,8.77e+08,5.4e+07,3.43e+08,2.9e+07,1.303e+09,1.58e+09,7.98e+08,4.61e+08,3.37e+08,2.378e+09,3.681e+09,2.932e+09,-2.48e+08,-6.32e+08,-8.23e+08,1.229e+09,1.04e+08,1.333e+09,5.014e+09,9.3e+07,5.2e+07,-1e+06,-4e+07,1.04e+08,-4.3e+07,0,2e+06,-4.4e+07,-1e+07,1.3e+07,-2e+06,-6.7e+07,-7e+06,-7e+06,-7e+06,1.85e+08,1.609e+09,1.31e+08,0.14661,0.08125,0.05376,0.06602,0.01755,1.48864,2.41059,2.76144,0.3209,0.56266,0.50955,10.46675,7.85806,0.8376,0.06394,0.0262,0.03503,0.11364,1.82162,2.53383
"20","2015_Q1",18.9327868852459,"Up",1.582e+09,-1.359e+09,2.23e+08,-1.1e+08,-1.01e+08,-9e+06,1.13e+08,-1.6e+07,-1.4e+07,-2e+06,9.7e+07,-1.48e+08,-5.1e+07,1.66e+08,4e+06,1.19e+08,1.08e+08,1e+06,1.09e+08,1.09e+08,1.29e+09,1.121e+09,1.69e+08,7.55e+08,7.55e+08,6.54e+08,2.55e+08,2.28e+08,2.954e+09,1.176e+09,5.71e+08,9e+07,1.951e+09,4.905e+09,1.175e+09,7.91e+08,3.2e+07,3.52e+08,6.5e+07,1.261e+09,1.588e+09,8.76e+08,5.8e+08,2.96e+08,2.464e+09,3.725e+09,2.642e+09,-3.3e+07,-5.32e+08,-9.97e+08,1.08e+09,1e+08,1.18e+09,4.905e+09,1.08e+08,5.3e+07,-5.4e+07,7.6e+07,1.83e+08,-6.5e+07,0,-5e+06,-6.9e+07,-1e+07,7.6e+07,-2.2e+07,-3.5e+07,7.9e+07,7.9e+07,7.9e+07,1.66e+08,1.653e+09,1.1e+07,0.14096,0.07143,0.0689,0.09237,0.02222,0.10092,2.34259,3.15678,0.337,0.64804,0.64383,9.40547,6.42093,0.0654,0.05945,0.03208,0.00297,0.09174,2.18675,3.21239
"21","2015_Q2",19.0185714285714,"Up",1.608e+09,-1.38e+09,2.28e+08,-1.05e+08,-1e+08,-5e+06,1.23e+08,-1.6e+07,-2.8e+07,1.2e+07,1.07e+08,-3e+06,1.04e+08,-3.1e+07,1e+06,7.4e+07,7.4e+07,-1.1e+07,6.3e+07,6.3e+07,1.05e+09,8.85e+08,1.65e+08,8.8e+08,8.8e+08,6.86e+08,2.44e+08,2.44e+08,2.86e+09,1.131e+09,5.44e+08,7.9e+07,1.878e+09,4.738e+09,1.215e+09,8.66e+08,4e+07,3.09e+08,5.3e+07,1.268e+09,1.572e+09,8.01e+08,5.32e+08,2.69e+08,2.373e+09,3.641e+09,2.646e+09,-9.8e+07,-4.77e+08,-1.08e+09,9.91e+08,1.06e+08,1.097e+09,4.738e+09,7.4e+07,4.5e+07,7e+06,-1.46e+08,-2e+07,-6.2e+07,7085037.45792967,-2e+06,-5.9e+07,0,-3.6e+07,-5e+06,-1.04e+08,-1.83e+08,-1.83e+08,-1.83e+08,1.68e+08,1.625e+09,-9e+06,0.14179,0.07649,0.03918,0.05743,0.0133,-0.14286,2.25552,3.31905,0.34297,0.38251,0.37952,9.76321,6.017,-0.05464,0,0.01788,-0.00255,0,3.42262,4.6748
"22","2015_Q3",15.94234375,"Down",1.609e+09,-1.373e+09,2.36e+08,-1.05e+08,-1.01e+08,-4e+06,1.31e+08,-2.3e+07,-2.7e+07,4e+06,1.08e+08,-1.1e+07,9.7e+07,-3.6e+07,2e+06,6.3e+07,6.3e+07,-4e+06,5.9e+07,5.9e+07,1.063e+09,8.94e+08,1.69e+08,8.81e+08,8.81e+08,6.95e+08,2.4e+08,2.4e+08,2.879e+09,1.168e+09,5.48e+08,8.2e+07,1.911e+09,4.79e+09,1.251e+09,8.6e+08,5.7e+07,3.34e+08,5.1e+07,1.302e+09,1.57e+09,8.09e+08,5.32e+08,2.77e+08,2.379e+09,3.681e+09,2.652e+09,-1.61e+08,-4.28e+08,-1.057e+09,1.006e+09,1.03e+08,1.109e+09,4.79e+09,6.3e+07,4.3e+07,8e+06,33999999.9999999,1.48e+08,-6e+07,14143830.2844288,-1e+06,-6.4e+07,-1.8e+07,-5000000.00000001,1e+06,-8.5e+07,-999999.99999994,-999999.99999994,-999999.99999994,1.74e+08,1.621e+09,1.84e+08,0.14667,0.08142,0.03667,0.0532,0.01232,3.11864,2.21121,3.31921,0.33841,0.36397,0.36152,9.92597,6.20605,1.1351,0.11104,0.02176,0.05199,0.30508,3.2069,4.25954
"23","2015_Q4",13.966875,"Down",1.468e+09,-1.255e+09,2.13e+08,-1.02e+08,-9.8e+07,-4e+06,1.11e+08,-2.9e+07,-3.1e+07,2e+06,8.2e+07,-3.7e+07,4.5e+07,7.7e+07,0,1.22e+08,1.22e+08,-3e+06,1.19e+08,1.19e+08,9.74e+08,8.17e+08,1.57e+08,7.75e+08,7.75e+08,6.9e+08,2.42e+08,2.42e+08,2.681e+09,1.141e+09,5.87e+08,8.3e+07,1.919e+09,4.6e+09,1.156e+09,7.96e+08,4.4e+07,3.16e+08,4e+07,1.196e+09,1.566e+09,7.87e+08,5.01e+08,2.86e+08,2.353e+09,3.549e+09,2.659e+09,-2.81e+08,-3.18e+08,-1.11e+09,9.5e+08,1.01e+08,1.051e+09,4.6e+09,1.22e+08,4.3e+07,-5.8e+07,3.1e+07,1.38e+08,-7e+07,14130707.9687136,0,-6.5e+07,-9e+06,-1e+06,0,-1.29e+08,-5.6e+07,-5.6e+07,-5.6e+07,1.54e+08,1.606e+09,3.8e+07,0.1451,0.07561,0.08106,0.11323,0.02587,0.31933,2.24164,3.37678,0.34913,0.75316,0.7489,9.29114,6.01266,0.24051,0.05696,0.03717,0.01103,0.07563,4.1039,5.69369
"24","2016_Q1",11.0990163934426,"Down",1.375e+09,-1.203e+09,1.72e+08,-9.3e+07,-9.2e+07,-1e+06,7.9e+07,-3.1e+07,-1.4e+07,-1.7e+07,4.8e+07,-2e+06,4.6e+07,-9.2e+07,-3.7e+07,-8.3e+07,-7.9e+07,-3e+06,-8.2e+07,-8.2e+07,9.53e+08,7.91e+08,1.62e+08,6.73e+08,6.73e+08,6.25e+08,1.8e+08,1.8e+08,2.431e+09,1.167e+09,5.53e+08,8e+07,1.87e+09,4.301e+09,1.067e+09,7.12e+08,1.7e+07,3.38e+08,2.2e+07,1.089e+09,1.553e+09,8.28e+08,5.21e+08,3.07e+08,2.381e+09,3.47e+09,2.313e+09,-1e+06,-4.1e+08,-1.174e+09,7.28e+08,1.03e+08,8.31e+08,4.301e+09,-7.9e+07,4.3e+07,1.24e+08,5.2e+07,1.4e+08,-6.8e+07,0,1e+06,-7e+07,-1e+07,-9e+06,0,-8.5e+07,-1.5e+07,-1.5e+07,-1.5e+07,1.22e+08,1.575e+09,1.98e+08,0.12509,0.05745,-0.05964,-0.09868,-0.01907,-2.41463,2.23232,4.17569,0.36619,-0.54233,-0.53983,9.09392,4.81481,1.30952,0.06614,-0.02226,0.06122,-0.12195,5.09836,7.87342
"25","2016_Q2",11.0215625,"Down",1.449e+09,-1.25e+09,1.99e+08,-1e+08,-9.8e+07,-2e+06,9.9e+07,-2.6e+07,-2.4e+07,-2e+06,7.3e+07,-1e+06,7.2e+07,-2.4e+07,0,4.8e+07,4.8e+07,-3e+06,4.5e+07,4.5e+07,8.33e+08,6.69e+08,1.64e+08,8.04e+08,8.04e+08,6.7e+08,2.56e+08,2.56e+08,2.563e+09,1.21e+09,5.45e+08,9.1e+07,1.905e+09,4.468e+09,1.125e+09,7.95e+08,1.9e+07,3.11e+08,2.7e+07,1.152e+09,1.574e+09,8.58e+08,5.23e+08,3.35e+08,2.432e+09,3.584e+09,2.315e+09,-3e+07,-3.74e+08,-1.133e+09,7.78e+08,1.06e+08,8.84e+08,4.468e+09,4.8e+07,4.3e+07,2e+06,-1.2e+08,-2.7e+07,-7.1e+07,-1.8e+07,-2e+06,-9.2e+07,-9e+06,1.9e+07,-2e+06,-2e+07,-1.39e+08,-1.39e+08,-1.39e+08,1.42e+08,1.601e+09,-2.5e+07,0.13734,0.06832,0.03106,0.0509,0.01007,-0.55556,2.22483,4.0543,0.35833,0.3012,0.3002,9.6988,5.2075,-0.16734,0.06024,0.01615,-0.00748000000000001,0.2,5.40845,7.75758
"26","2016_Q3",12.231875,"Up",1.546e+09,-1.313e+09,2.33e+08,-1.08e+08,-1.06e+08,-2e+06,1.25e+08,-2.3e+07,-2.8e+07,5e+06,1.02e+08,-2.2e+07,8e+07,-2.9e+07,4e+06,5.5e+07,5.5e+07,-2e+06,5.3e+07,5.3e+07,9.09e+08,7.45e+08,1.64e+08,8.08e+08,8.08e+08,6.66e+08,2.54e+08,2.54e+08,2.637e+09,1.241e+09,5.42e+08,8.8e+07,1.93e+09,4.567e+09,1.206e+09,8.43e+08,3e+07,3.33e+08,3.1e+07,1.237e+09,1.637e+09,8.55e+08,5.1e+08,3.45e+08,2.492e+09,3.729e+09,2.319e+09,-8.3e+07,-3.3e+08,-1.163e+09,7.43e+08,9.5e+07,8.38e+08,4.567e+09,5.5e+07,4.5e+07,2.3e+07,43999999.9999999,1.67e+08,-5.9e+07,0,-1e+06,-5.8e+07,-9e+06,5.8e+07,-2.3e+07,-2.7e+07,8.2e+07,8.2e+07,8.2e+07,1.7e+08,1.668e+09,1.84e+08,0.15071,0.08085,0.03428,0.06325,0.0116,3.4717,2.13177,4.44988,0.36523,0.36153,0.36079,10.5457,5.06821,1.25512,0.06139,0.01845,0.05475,0.16981,4.46471,6.072
"27","2016_Q4",15.0815873015873,"Up",1.384e+09,-1.176e+09,2.08e+08,-1.01e+08,-9.9e+07,-2e+06,1.07e+08,-1.8e+07,-2.4e+07,6e+06,8.9e+07,-1.7e+07,7.2e+07,-1.3e+07,2e+06,6.1e+07,6.1e+07,-4e+06,5.7e+07,5.7e+07,8.53e+08,7.27e+08,1.26e+08,8.02e+08,8.02e+08,6.96e+08,2.9e+08,2.9e+08,2.641e+09,1.283e+09,5.42e+08,8.9e+07,1.972e+09,4.613e+09,1.202e+09,8.33e+08,2e+07,3.49e+08,5e+07,1.252e+09,1.615e+09,8.76e+08,5.08e+08,3.68e+08,2.491e+09,3.743e+09,2.324e+09,-8.3e+07,-2.81e+08,-1.187e+09,7.73e+08,9.7e+07,8.7e+08,4.613e+09,6.1e+07,4.8e+07,-1e+06,-6.6e+07,4.2e+07,-6.8e+07,0,-7e+06,-3.7e+07,-8e+06,0,-1.7e+07,-2.5e+07,-2e+07,-2e+07,-2e+07,1.55e+08,1.665e+09,3.4e+07,0.15029,0.07731,0.04118,0.06552,0.01236,0.59649,2.10942,4.3023,0.36094,0.39556,0.39446,9.60444,5.36433,0.23595,0.05552,0.01906,0.00997,0.14035,5.23871,7.58879
"28","2017_Q1",17.5114516129032,"Up",1.447e+09,-1.252e+09,1.95e+08,-1e+08,-9.8e+07,-2e+06,9.5e+07,-1.1e+07,-2.4e+07,1.3e+07,8.4e+07,-9.3e+07,-8999999.99999999,4.9e+08,8e+06,4.89e+08,4.89e+08,-4e+06,4.85e+08,4.85e+08,7.37e+08,7.07e+08,3e+07,7.21e+08,7.21e+08,6.38e+08,1.88e+08,1.88e+08,2.284e+09,1.413e+09,1.013e+09,9e+07,2.576e+09,4.86e+09,1.184e+09,8.19e+08,1.5e+07,3.5e+08,6.9e+07,1.253e+09,1.595e+09,7.7e+08,5.65e+08,2.05e+08,2.365e+09,3.618e+09,2.329e+09,-8.3e+07,1.95e+08,-1.284e+09,1.157e+09,8.5e+07,1.242e+09,4.86e+09,4.89e+08,4.6e+07,-4.04e+08,7.1e+07,2.02e+08,-1.24e+08,-2.6e+07,1e+07,-1.78e+08,-9e+06,-8999999.99999999,2e+06,-1.6e+07,7999999.99999994,7999999.99999994,7999999.99999997,1.41e+08,1.664e+09,-4.02e+08,0.13476,0.06565,0.33518,0.3905,0.09979,-0.82887,1.82283,2.91304,0.34239,3.3704,3.32419,10.05559,8.04031,-2.79361,0.06254,0.13439,-0.10936,0.01856,6.57447,9.75789
"29","2017_Q2",18.4184126984127,"Up",1.701e+09,-1.437e+09,2.64e+08,-1.22e+08,-1.2e+08,-2e+06,1.42e+08,-3.5e+07,-2.4e+07,-1.1e+07,1.07e+08,-2e+06,1.05e+08,-3e+07,5e+06,8e+07,8e+07,-5e+06,7.5e+07,7.5e+07,4.54e+08,4.23e+08,3.1e+07,1.009e+09,1.009e+09,8.14e+08,2.27e+08,2.27e+08,2.504e+09,1.676e+09,9.52e+08,1.34e+08,2.786e+09,5.29e+09,1.403e+09,1.028e+09,2.2e+07,3.53e+08,2.13e+08,1.616e+09,1.623e+09,8.24e+08,5.69e+08,2.55e+08,2.447e+09,4.063e+09,2.336e+09,-8.6e+07,8.2e+07,-1.254e+09,1.078e+09,1.49e+08,1.227e+09,5.29e+09,8e+07,5.2e+07,8e+06,-1.29e+08,1.1e+07,-9.6e+07,-1.82e+08,-2e+06,-2.78e+08,-9e+06,-1.8e+07,1e+06,-2.6e+07,-2.93e+08,-2.93e+08,-2.93e+08,1.94e+08,1.836e+09,-1e+06,0.1552,0.08348,0.04409,0.06112,0.01418,-0.01333,1.5495,3.31133,0.34707,0.51867,0.51405,11.76349,7.45505,-0.00692,0.06224,0.02161,-0.00026000000000001,0.12,7.12371,9.73239
"30","2017_Q3",22.0715873015873,"Up",1.84e+09,-1.563e+09,2.77e+08,-1.36e+08,-1.33e+08,-3e+06,1.41e+08,-2.6e+07,-2.5e+07,-1e+06,1.15e+08,-1.6e+07,9.9e+07,-30999999.9999999,5e+06,72999999.9999999,7.3e+07,-2e+06,70999999.9999999,70999999.9999999,6.04e+08,5.68e+08,3.6e+07,1.061e+09,1.061e+09,8.52e+08,2.58e+08,2.58e+08,2.775e+09,1.708e+09,9.58e+08,1.36e+08,2.822e+09,5.597e+09,1.556e+09,1.116e+09,3.5e+07,4.05e+08,3.1e+07,1.587e+09,1.841e+09,8.97e+08,5.79e+08,3.18e+08,2.738e+09,4.325e+09,2.341e+09,-8.6e+07,1.43e+08,-1.279e+09,1.119e+09,1.53e+08,1.272e+09,5.597e+09,7.3e+07,5.8e+07,8e+06,3e+07,1.69e+08,-7.3e+07,2999999.99999997,1e+06,-7.4e+07,-8e+06,5.1e+07,-1.4e+07,2.9e+07,1.24e+08,1.24e+08,1.24e+08,1.99e+08,1.872e+09,1.87e+08,0.15054,0.07663,0.03859,0.05582,0.01269,2.6338,1.74858,3.40016,0.33446,0.49033,0.4853,12.70718,7.7279,1.29144,0.05525,0.01955,0.04628,0.11268,6.37186,8.99291
"31","2017_Q4",28.038253968254,"Up",1.831e+09,-1.562e+09,2.69e+08,-1.28e+08,-1.24e+08,-4e+06,1.41e+08,-2.2e+07,-2.2e+07,0,1.19e+08,-1.5e+07,1.04e+08,-3.3e+07,2e+06,7.3e+07,7.3e+07,-4e+06,6.9e+07,6.9e+07,5.96e+08,5.58e+08,3.8e+07,1.074e+09,1.074e+09,9.11e+08,2.62e+08,2.62e+08,2.843e+09,1.762e+09,9.5e+08,1.38e+08,2.867e+09,5.71e+09,1.627e+09,1.154e+09,3.4e+07,4.39e+08,2.6e+07,1.653e+09,1.765e+09,9.48e+08,5.64e+08,3.84e+08,2.713e+09,4.366e+09,2.35e+09,-8.7e+07,2.02e+08,-1.277e+09,1.188e+09,1.56e+08,1.344e+09,5.71e+09,7.3e+07,6.2e+07,2.9e+07,1.7e+07,1.81e+08,-8.2e+07,0,0,-8.5e+07,-9e+06,-9.3e+07,-1.4e+07,-1.16e+08,-2e+07,-2e+07,-2e+07,2.03e+08,1.791e+09,1.71e+08,0.14691,0.07701,0.03768,0.05134,0.01208,2.47826,1.7199,3.24851,0.31366,0.47586,0.46843,12.62759,8.1931,1.17931,0.06207,0.0191,0.04188,0.13043,5.8867,8.47518
"32","2018_Q1",27.0098360655738,"Down",1.837e+09,-1.581e+09,2.56e+08,-1.33e+08,-1.31e+08,-2e+06,1.23e+08,-2.4e+07,-2e+07,-4e+06,9.9e+07,-2.7e+07,7.2e+07,-1.89e+08,7e+06,-1.1e+08,-1.1e+08,6e+06,-1.04e+08,-1.04e+08,6.43e+08,6.03e+08,4e+07,9.94e+08,9.94e+08,9.69e+08,2.76e+08,2.69e+08,2.882e+09,1.807e+09,7.92e+08,1.27e+08,2.762e+09,5.644e+09,1.657e+09,1.165e+09,5.3e+07,4.39e+08,4e+07,1.702e+09,1.759e+09,1.022e+09,6.07e+08,4.15e+08,2.781e+09,4.483e+09,2.356e+09,-8.7e+07,8.6e+07,-1.342e+09,1.013e+09,1.48e+08,1.161e+09,5.644e+09,-1.1e+08,6.1e+07,1.96e+08,4.6e+07,1.93e+08,-1.42e+08,-3000000.00000001,0,-1.46e+08,-9e+06,6e+06,-4e+06,-7e+06,39999999.9999999,39999999.9999999,4e+07,1.84e+08,1.799e+09,2.77e+08,0.13936,0.06696,-0.05661,-0.08958,-0.01843,-2.66346,1.6933,3.86133,0.31875,-0.71233,-0.70223,12.58219,6.93836,1.89726,0.06164,-0.02386,0.06956,-0.08654,6.28261,9.39837
"33","2018_Q2",21.803125,"Down",2.138e+09,-1.831e+09,3.07e+08,-1.32e+08,-1.3e+08,-2e+06,1.75e+08,-2.1e+07,-2.1e+07,0,1.54e+08,-1e+06,1.53e+08,-4.8e+07,6e+06,1.11e+08,1.11e+08,-3e+06,1.08e+08,1.08e+08,5.2e+08,4.79e+08,4.1e+07,1.266e+09,1.266e+09,1.032e+09,3.46e+08,3.37e+08,3.164e+09,1.827e+09,7.83e+08,1.3e+08,2.781e+09,5.945e+09,1.815e+09,1.301e+09,5.8e+07,4.56e+08,3.9e+07,1.861e+09,1.755e+09,1.065e+09,6.04e+08,4.61e+08,2.82e+09,4.681e+09,2.352e+09,-9.3e+07,1.81e+08,-1.336e+09,1.104e+09,1.6e+08,1.264e+09,5.945e+09,1.11e+08,6.7e+07,1.2e+07,-2.18e+08,-2.8e+07,-6.5e+07,0,0,-6.7e+07,-1.5e+07,-8e+06,-5e+06,-2.8e+07,-1.23e+08,-1.23e+08,-1.23e+08,2.42e+08,1.794e+09,7e+06,0.14359,0.08185,0.05051,0.08544,0.01817,0.06481,1.70016,3.70332,0.30177,0.74176,0.7322,14.68407,7.58242,0.04808,0.10302,0.02983,0.00169999999999999,0.13889,5.26446,7.28
