"","YQ","p","d","revenue","operating_expenses","selling_general_administrative","depreciation_amortization","other_operating_expenses","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","property_plant_equipment","other_long_term_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","interest_dividends_payable","short_term_debt","short_term_borrowings","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","pension_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_cash_from_acquisitions_divestitures","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"26","2016_Q3",69.55515625,"Up",8.27e+08,-5.3e+08,-3.51e+08,-1.15e+08,-6.4e+07,2.97e+08,-7.4e+07,-8.1e+07,7e+06,2.23e+08,2.25e+08,-8.8e+07,1.37e+08,1.37e+08,1.37e+08,1.37e+08,5.2e+07,5.2e+07,2.4e+08,2.4e+08,4.2e+07,7.1e+07,7.1e+07,6.91e+08,1.4317e+10,1.9058e+10,2.698e+09,1.313e+09,1.385e+09,1.7015e+10,1.7706e+10,6.25e+08,1.48e+08,6.1e+07,1.004e+09,9.5e+08,5.4e+07,1.11e+08,1.11e+08,1.74e+09,5.85e+09,4.952e+09,5.08e+08,2.43e+09,2.014e+09,1.0802e+10,1.2542e+10,1.1e+07,6.384e+09,-9.21e+08,-9.6e+07,5.164e+09,5.164e+09,1.7706e+10,1.37e+08,1.15e+08,8.2e+07,-5.8e+07,2.76e+08,-3.39e+08,-2000000.00000001,-3.42e+08,-6.6e+07,1.1e+08,3e+06,5.2e+07,-1.4e+07,-1.4e+07,-1.4e+07,4.12e+08,6.854e+09,1.03e+08,0.35913,0.16566,0.02653,0.00774,0.75182,0.39713,2.42874,0.3871,0.76966,0.76966,4.64607,28.94944,0.57865,0.37079,0.01196,0.00607,0.48175,16.50971,22.90236
"27","2016_Q4",64.6904761904762,"Down",9.3e+08,-6.16e+08,-4.32e+08,-1.19e+08,-6.5e+07,3.14e+08,-7.6e+07,-8.1e+07,5e+06,2.38e+08,2.43e+08,-9.5e+07,1.48e+08,1.48e+08,1.48e+08,1.48e+08,4.6e+07,4.6e+07,3.02e+08,3.02e+08,4e+07,1.28e+08,1.28e+08,8.01e+08,1.4559e+10,1.9376e+10,2.611e+09,1.313e+09,1.298e+09,1.717e+10,1.7971e+10,8.06e+08,1.35e+08,9.6e+07,1.004e+09,9.51e+08,5.3e+07,1.18e+08,1.18e+08,1.928e+09,5.842e+09,4.952e+09,4.14e+08,2.524e+09,2.014e+09,1.0794e+10,1.2722e+10,1.1e+07,6.39e+09,-8.39e+08,-9.9e+07,5.249e+09,5.249e+09,1.7971e+10,1.48e+08,1.19e+08,7.7e+07,6.5e+07,4.09e+08,-3.46e+08,-5e+06,-3.49e+08,-6.7e+07,-6e+06,3e+06,-6.6e+07,-6e+06,-6e+06,-6e+06,4.33e+08,6.846e+09,2.47e+08,0.33763,0.15914,0.0282,0.00824,1.66892,0.41546,2.4237,0.38095,0.83146,0.83146,5.22472,29.42697,1.38764,0.3764,0.01261,0.01449,0.4527,15.70439,21.65605
"28","2017_Q1",66.7614516129032,"Up",8.02e+08,-5.56e+08,-3.73e+08,-1.2e+08,-6.3e+07,2.46e+08,-8.2e+07,-8.3e+07,1e+06,1.64e+08,1.66e+08,-6.5e+07,1.01e+08,1.01e+08,1.01e+08,1.01e+08,7.5e+07,7.5e+07,2.69e+08,2.69e+08,3.9e+07,1.38e+08,1.38e+08,7.84e+08,1.4992e+10,1.9954e+10,2.706e+09,1.345e+09,1.361e+09,1.7698e+10,1.8482e+10,8.57e+08,1.54e+08,6.3e+07,1.423e+09,8.49e+08,5.74e+08,1.12e+08,1.12e+08,2.392e+09,5.749e+09,5.113e+09,5.06e+08,2.596e+09,2.011e+09,1.0862e+10,1.3254e+10,1e+07,6.39e+09,-8.73e+08,-8.6e+07,5.228e+09,5.228e+09,1.8482e+10,1.01e+08,1.2e+08,1.36e+08,-1.3e+07,3.44e+08,-4.01e+08,-1.75e+08,-5.76e+08,-6.7e+07,3.26e+08,-5e+06,2.58e+08,2.6e+07,2.6e+07,2.6e+07,3.66e+08,7.172e+09,17000000.0000001,0.30673,0.12594,0.01932,0.00546,0.16832,0.32776,2.5352,0.38805,0.56742,0.55801,4.50562,29.31461,0.09551,0.3764,0.00959,0.00097,0.66337,19.39071,28.84959
"29","2017_Q2",71.0174603174603,"Up",7.56e+08,-5.26e+08,-3.34e+08,-1.24e+08,-6.8e+07,2.3e+08,-8.5e+07,-8.5e+07,0,1.45e+08,1.45e+08,-5.2e+07,9.3e+07,9.3e+07,9.3e+07,9.3e+07,7.8e+07,7.8e+07,2.5e+08,2.5e+08,4.1e+07,1.71e+08,1.71e+08,7.67e+08,1.5128e+10,2.0189e+10,2.715e+09,1.345e+09,1.37e+09,1.7843e+10,1.861e+10,7.29e+08,1.08e+08,1.01e+08,1.554e+09,9.8e+08,5.74e+08,1.35e+08,1.35e+08,2.418e+09,5.744e+09,5.152e+09,5.06e+08,2.629e+09,2.017e+09,1.0896e+10,1.3314e+10,9e+06,6.402e+09,-7.59e+08,-8.2e+07,5.296e+09,5.296e+09,1.861e+10,9.3e+07,1.24e+08,5.4e+07,6e+06,2.77e+08,-2.83e+08,-2e+06,-2.85e+08,-6.7e+07,1.27e+08,-2e+06,1.4e+07,6e+06,6e+06,6e+06,3.54e+08,7.298e+09,1.29e+08,0.30423,0.12302,0.01756,0.005,1.3871,0.3172,2.51397,0.39215,0.52247,0.51955,4.24719,29.70225,0.72472,0.3764,0.00902,0.00727,0.72043,20.39548,31.3913
"30","2017_Q3",73.4977777777778,"Up",8.44e+08,-5.36e+08,-3.47e+08,-1.26e+08,-6.3e+07,3.08e+08,-8.4e+07,-8.5e+07,1e+06,2.24e+08,2.26e+08,-9.5e+07,1.31e+08,1.31e+08,1.31e+08,1.31e+08,6.4e+07,6.4e+07,2.88e+08,2.88e+08,4.1e+07,1.79e+08,1.79e+08,8.08e+08,1.5391e+10,2.0575e+10,2.767e+09,1.373e+09,1.394e+09,1.8158e+10,1.8966e+10,7.33e+08,1.34e+08,6.2e+07,1.803e+09,1.117e+09,6.86e+08,1.25e+08,1.25e+08,2.661e+09,5.65e+09,5.262e+09,5.07e+08,2.723e+09,2.032e+09,1.0912e+10,1.3573e+10,9e+06,6.418e+09,-7.02e+08,-8.5e+07,5.393e+09,5.393e+09,1.8966e+10,1.31e+08,1.26e+08,4.8e+07,-5.8e+07,2.47e+08,-3.43e+08,-7e+06,-3.5e+08,-7.4e+07,1.55e+08,4e+06,9.1e+07,-1.2e+07,-1.2e+07,-1.2e+07,4.34e+08,7.453e+09,1.28e+08,0.36493,0.15521,0.02429,0.00691,0.977100000000003,0.30365,2.51678,0.39297,0.73596,0.73184,4.74157,30.24719,0.7191,0.41573,0.01132,0.00707,0.564890000000001,17.02535,23.99026
"31","2017_Q4",80.607619047619,"Up",9.36e+08,-5.11e+08,-3.22e+08,-1.28e+08,-6.1e+07,4.25e+08,-8.6e+07,-8.9e+07,3e+06,3.39e+08,3.4e+08,-1.37e+08,2.03e+08,2.03e+08,2.03e+08,2.03e+08,9.3e+07,9.3e+07,3.12e+08,3.12e+08,4.2e+07,1.79e+08,1.79e+08,8.6e+08,1.5681e+10,2.0946e+10,2.82e+09,1.373e+09,1.447e+09,1.8501e+10,1.9361e+10,8.06e+08,1.44e+08,1.03e+08,7.9e+08,1.03e+08,6.87e+08,1.51e+08,1.51e+08,1.747e+09,6.672e+09,5.415e+09,5.05e+08,2.862e+09,2.048e+09,1.2087e+10,1.3834e+10,9e+06,6.425e+09,-5.73e+08,-8.7e+07,5.527e+09,5.527e+09,1.9361e+10,2.03e+08,1.28e+08,1.43e+08,2.2e+07,4.96e+08,-3.8e+08,-1e+06,-3.81e+08,-7.4e+07,2e+07,-3.7e+07,-8.6e+07,2.9e+07,2.9e+07,2.9e+07,5.53e+08,7.462e+09,3.32e+08,0.45406,0.21688,0.03673,0.01048,1.63547,0.49227,2.50299,0.38541,1.14045,1.13408,5.25843,31,1.86517,0.41573,0.01505,0.01804,0.36453,13.3255,17.33882
"32","2018_Q1",74.8426229508197,"Down",8.21e+08,-5.47e+08,-3.66e+08,-1.14e+08,-6.7e+07,2.74e+08,-7.9e+07,-8.3e+07,4e+06,1.95e+08,2.01e+08,-2.02e+08,-1e+06,-1e+06,-999999.99999997,-999999.99999997,5.5e+07,5.5e+07,2.72e+08,2.72e+08,4.1e+07,1.4e+08,1.4e+08,7.2e+08,1.6246e+10,2.1716e+10,2.516e+09,1.379e+09,1.137e+09,1.8762e+10,1.9482e+10,9.31e+08,1.95e+08,7.3e+07,1.227e+09,9.05e+08,3.22e+08,1.67e+08,1.67e+08,2.325e+09,6.49e+09,5.274e+09,4.24e+08,1.551e+09,3.299e+09,1.1764e+10,1.4089e+10,8e+06,6.434e+09,-7.23e+08,-7.9e+07,5.393e+09,5.393e+09,1.9482e+10,-1e+06,1.14e+08,1.63e+08,1.53e+08,4.29e+08,-4.89e+08,-1.67e+08,-6.56e+08,-7.4e+07,2.52e+08,1.6e+07,1.88e+08,-3.9e+07,-3.9e+07,-3.9e+07,3.88e+08,7.717e+09,2.54e+08,0.33374,-0.00122,-0.00019,-5e-05,-254,0.30968,2.61246,0.39611,-0.00562000000000018,-0.00559000000000021,4.61236,30.25281,1.42697,0.41573,0.00397,0.01382,-74,19.74742,27.9635
"33","2018_Q2",76.20671875,"Up",7.61e+08,-5.46e+08,-3.47e+08,-1.29e+08,-7e+07,2.15e+08,-7.7e+07,-8.4e+07,7e+06,1.38e+08,1.4e+08,-3.4e+07,1.06e+08,1.06e+08,1.06e+08,1.06e+08,5.5e+07,5.5e+07,2.73e+08,2.73e+08,4.2e+07,1.71e+08,1.71e+08,7.29e+08,1.6477e+10,2.1995e+10,2.522e+09,1.379e+09,1.143e+09,1.8999e+10,1.9728e+10,7.76e+08,1.33e+08,8.4e+07,1.604e+09,1.183e+09,4.21e+08,1.59e+08,1.59e+08,2.539e+09,6.396e+09,5.335e+09,4.29e+08,1.585e+09,3.321e+09,1.1731e+10,1.427e+10,7e+06,6.44e+09,-6.17e+08,-7.5e+07,5.458e+09,5.458e+09,1.9728e+10,1.06e+08,1.29e+08,3.2e+07,-4.8e+07,2.19e+08,-3.78e+08,-8e+06,-3.86e+08,-7.4e+07,2.82e+08,4e+06,1.66e+08,-1e+06,-1e+06,-1e+06,3.44e+08,8e+09,-4.8e+07,0.28252,0.13929,0.01942,0.00537,-0.45283,0.28712,2.61451,0.40552,0.59551,0.59218,4.27528,30.6236,-0.26966,0.41573,0.00958,-0.00255,0.69811,23.09593,36.95349
"34","2018_Q3",81.5004761904762,"Up",8.53e+08,-5.51e+08,-3.48e+08,-1.34e+08,-6.9e+07,3.02e+08,-8e+07,-8.6e+07,6e+06,2.22e+08,2.22e+08,-6e+07,1.62e+08,1.62e+08,1.62e+08,1.62e+08,6.8e+07,6.8e+07,3.24e+08,3.24e+08,4.2e+07,1.87e+08,1.87e+08,8.33e+08,1.6777e+10,2.2361e+10,2.861e+09,1.621e+09,1.24e+09,1.9638e+10,2.0471e+10,7.86e+08,1.39e+08,6.9e+07,2.013e+09,1.649e+09,3.64e+08,1.52e+08,1.52e+08,2.951e+09,6.345e+09,5.432e+09,4.35e+08,1.617e+09,3.38e+09,1.1777e+10,1.4728e+10,7e+06,6.639e+09,-5.37e+08,-6.9e+07,5.743e+09,5.743e+09,2.0471e+10,1.62e+08,1.34e+08,7.4e+07,-6.4e+07,3.06e+08,-3.94e+08,-3.69e+08,-7.63e+08,-8.1e+07,3.6e+08,-3e+06,4.72e+08,1.5e+07,1.5e+07,1.5e+07,4.36e+08,8.358e+09,3.8e+07,0.35404,0.18992,0.02821,0.00791,0.234569999999997,0.28228,2.56451,0.40828,0.90503,0.90503,4.76536,32.04469,0.21229,0.45251,0.01244,0.00195,0.5,19.01376,27.45033
"35","2018_Q4",85.0209523809524,"Up",9.76e+08,-6.02e+08,-3.9e+08,-1.41e+08,-7.1e+07,3.74e+08,-7.8e+07,-8.9e+07,1.1e+07,2.96e+08,2.55e+08,-7e+07,1.85e+08,1.85e+08,1.85e+08,1.85e+08,8.6e+07,8.6e+07,3.47e+08,3.47e+08,4.2e+07,1.22e+08,1.22e+08,8e+08,1.7063e+10,2.2734e+10,3.017e+09,1.571e+09,1.446e+09,2.008e+10,2.088e+10,7.52e+08,1.41e+08,8.9e+07,8.27e+08,5.64e+08,2.63e+08,1.69e+08,1.69e+08,1.748e+09,7.57e+09,5.695e+09,3.93e+08,1.67e+09,3.632e+09,1.3265e+10,1.5013e+10,7e+06,6.649e+09,-4.32e+08,-6e+07,5.867e+09,5.867e+09,2.088e+10,1.85e+08,1.41e+08,1.3e+08,1.1e+07,4.67e+08,-3.92e+08,-4e+06,-3.96e+08,-8.2e+07,4.2e+07,-1.5e+07,-5.2e+07,1.9e+07,1.9e+07,1.9e+07,5.15e+08,8.397e+09,2.04e+08,0.3832,0.18955,0.03153,0.00886,1.1027,0.45767,2.55889,0.40216,1.0221,1.0221,5.39227,32.37569,1.12707,0.45304,0.01338,0.01022,0.44324,16.13786,22.22193
"36","2019_Q1",91.836393442623,"Up",8.5e+08,-6.02e+08,-3.94e+08,-1.41e+08,-6.7e+07,2.48e+08,-8e+07,-9.1e+07,1.1e+07,1.68e+08,1.7e+08,-5.8e+07,1.12e+08,1.12e+08,1.14e+08,1.14e+08,1.3e+08,1.3e+08,3.01e+08,3.01e+08,4.1e+07,1.23e+08,1.23e+08,7.81e+08,1.7409e+10,2.3204e+10,3.033e+09,1.575e+09,1.458e+09,2.0442e+10,2.1223e+10,8.63e+08,1.75e+08,8.7e+07,1.035e+09,9.64e+08,7.1e+07,1.96e+08,1.96e+08,2.094e+09,7.569e+09,5.689e+09,3.9e+08,1.74e+09,3.559e+09,1.3258e+10,1.5352e+10,7e+06,6.659e+09,-4.64e+08,-3.4e+07,5.871e+09,5.871e+09,2.1223e+10,1.12e+08,1.41e+08,5e+07,9.1e+07,3.94e+08,-4.74e+08,-17000000.0000001,-4.91e+08,-8.2e+07,2.08e+08,2.9e+07,1.4e+08,4.3e+07,4.3e+07,4.3e+07,3.89e+08,8.604e+09,6.4e+07,0.29176,0.13412,0.01942,0.00537,0.561400000000002,0.37297,2.61489,0.40541,0.62637,0.62983,4.67033,32.21978,0.35165,0.45055,0.00972,0.00317,0.7193,21.78406,34.16935
"37","2019_Q2",103.775555555556,"Up",8.13e+08,-5.78e+08,-3.65e+08,-1.44e+08,-6.9e+07,2.35e+08,-8.6e+07,-9.3e+07,7e+06,1.49e+08,1.52e+08,-3.9e+07,1.13e+08,1.13e+08,1.13e+08,1.13e+08,6.3e+07,6.3e+07,3.07e+08,3.07e+08,4.4e+07,1.07e+08,1.07e+08,6.91e+08,1.7623e+10,2.3476e+10,3.15e+09,1.575e+09,1.575e+09,2.0773e+10,2.1464e+10,6.83e+08,1.3e+08,8.3e+07,1.269e+09,1.201e+09,6.8e+07,2.04e+08,2.04e+08,2.156e+09,7.562e+09,5.808e+09,3.94e+08,1.769e+09,3.645e+09,1.337e+10,1.5526e+10,6e+06,6.67e+09,-3.53e+08,-4.7e+07,5.938e+09,5.938e+09,2.1464e+10,1.13e+08,1.44e+08,6e+06,-9.5e+07,1.68e+08,-3.29e+08,-2.2e+07,-3.51e+08,-8.2e+07,2.27e+08,2e+06,1.1e+08,-7.3e+07,-7.3e+07,-7.3e+07,3.79e+08,8.831e+09,-6e+06,0.28905,0.13899,0.01903,0.00526,-0.0531,0.3205,2.61469,0.41143,0.62431,0.62431,4.49171,32.77348,-0.03315,0.45304,0.00948,-0.000289999999999999,0.72566,23.13456,37.31064
"38","2019_Q3",113.905625,"Up",8.82e+08,-5.86e+08,-3.72e+08,-1.42e+08,-7.2e+07,2.96e+08,-7.5e+07,-9.4e+07,1.9e+07,2.21e+08,2.27e+08,-5.7e+07,1.7e+08,1.7e+08,1.7e+08,1.7e+08,6.4e+07,6.4e+07,3.37e+08,3.37e+08,4.8e+07,1.13e+08,1.13e+08,7.41e+08,1.7798e+10,2.3355e+10,3.315e+09,1.575e+09,1.74e+09,2.1113e+10,2.1854e+10,7.18e+08,1.4e+08,8.8e+07,4.22e+08,3.97e+08,2.5e+07,1.77e+08,1.77e+08,1.317e+09,8.642e+09,5.862e+09,3.98e+08,1.823e+09,3.641e+09,1.4504e+10,1.5821e+10,6e+06,6.685e+09,-2.73e+08,-4.7e+07,6.033e+09,6.033e+09,2.1854e+10,1.7e+08,1.42e+08,2.9e+07,-2.9e+07,3.12e+08,-4.08e+08,-5.8e+07,-4.66e+08,-9.1e+07,2.43e+08,-4e+06,1.55e+08,1e+06,1e+06,1e+06,4.38e+08,9.064e+09,5.8e+07,0.3356,0.19274,0.02818,0.00778,0.34118,0.56264,2.62241,0.41475,0.93923,0.93923,4.87293,33.29834,0.32044,0.50276,0.01245,0.00277,0.53529,20.54795,30.40541
"39","2019_Q4",114.9578125,"Up",1.013e+09,-6.07e+08,-3.95e+08,-1.44e+08,-6.8e+07,4.06e+08,-8.8e+07,-9.7e+07,9e+06,3.18e+08,3.18e+08,-7.8e+07,2.4e+08,2.4e+08,2.4e+08,2.4e+08,9.4e+07,9.4e+07,3.35e+08,3.35e+08,4.6e+07,1.37e+08,1.37e+08,7.99e+08,1.8151e+10,2.3807e+10,3.288e+09,1.576e+09,1.712e+09,2.1439e+10,2.2238e+10,8.13e+08,1.49e+08,9.6e+07,5.03e+08,4.74e+08,2.9e+07,1.72e+08,1.72e+08,1.488e+09,8.64e+09,5.914e+09,3.99e+08,1.904e+09,3.611e+09,1.4554e+10,1.6042e+10,6e+06,6.697e+09,-1.23e+08,-4.6e+07,6.196e+09,6.196e+09,2.2238e+10,2.4e+08,1.44e+08,7.6e+07,5e+06,4.65e+08,-4.32e+08,-5e+06,-4.37e+08,-9e+07,7.7e+07,7e+06,1e+06,2.9e+07,2.9e+07,2.9e+07,5.5e+08,9.143e+09,2.01e+08,0.40079,0.23692,0.03873,0.01079,0.8375,0.53696,2.58909,0.41114,1.32597,1.32597,5.59669,34.1989,1.1105,0.49724,0.01553,0.00946,0.375,16.45273,22.28818
"40","2020_Q1",122.879193548387,"Up",9.02e+08,-6.35e+08,-4.12e+08,-1.52e+08,-7.1e+07,2.67e+08,-7.8e+07,-9.8e+07,2e+07,1.89e+08,1.36e+08,-3.8e+07,9.8e+07,9.8e+07,9.8e+07,9.8e+07,6e+07,6e+07,2.94e+08,2.94e+08,4.4e+07,7.15e+08,1.49e+08,1.285e+09,1.8232e+10,2.3941e+10,3.165e+09,1.501e+09,1.597e+09,2.1397e+10,2.2682e+10,9.29e+08,2.03e+08,8.4e+07,8.14e+08,7.86e+08,2.8e+07,3.02e+08,3.02e+08,2.045e+09,8.639e+09,5.872e+09,4.11e+08,1.893e+09,3.568e+09,1.4511e+10,1.6556e+10,5e+06,6.702e+09,-2.07e+08,-3.6e+07,6.126e+09,6.126e+09,2.2682e+10,9.8e+07,1.52e+08,1.04e+08,8.4e+07,4.38e+08,-5.41e+08,-1.5e+08,-6.91e+08,-9e+07,3.1e+08,2.1e+07,2.28e+08,-2.5e+07,-2.5e+07,-2.5e+07,4.19e+08,9.453e+09,-2.98023223876953e-08,0.29601,0.10865,0.016,0.00432,0,0.62836,2.70258,0.41676,0.54144,0.54144,4.98343,33.81768,0,0.49724,0.00876,0,0.91837,22.41766,35.17978
"41","2020_Q2",119.115238095238,"Down",8.44e+08,-6.05e+08,-3.83e+08,-1.45e+08,-7.7e+07,2.39e+08,-8e+07,-9.6e+07,1.6e+07,1.59e+08,1.59e+08,-3.5e+07,1.24e+08,1.24e+08,1.24e+08,1.24e+08,5.56e+08,5.56e+08,2.92e+08,2.92e+08,5e+07,7.31e+08,1.52e+08,1.801e+09,1.8588e+10,2.4351e+10,3.157e+09,1.499e+09,1.658e+09,2.1745e+10,2.3546e+10,7.83e+08,1.52e+08,9.1e+07,1.69e+09,1.641e+09,4.9e+07,2.94e+08,2.94e+08,2.767e+09,8.621e+09,5.911e+09,4.04e+08,1.929e+09,3.578e+09,1.4532e+10,1.7299e+10,4e+06,6.715e+09,-8.3e+07,-4.1e+07,6.247e+09,6.247e+09,2.3546e+10,1.24e+08,1.45e+08,1.5e+07,-1.04e+08,1.8e+08,-4.29e+08,-2.1e+07,-4.5e+08,-9e+07,8.63e+08,-5e+06,7.68e+08,4.98e+08,4.98e+08,4.98e+08,3.84e+08,1.0311e+10,-1.14e+08,0.28318,0.14692,0.01985,0.00527,-0.91935,0.65089,2.76917,0.43791,0.68508,0.68508,4.66298,34.49171,-0.62983,0.49724,0.00952,-0.00507,0.72581,25.40365,40.8159
"42","2020_Q3",136.07625,"Up",9.31e+08,-6.18e+08,-3.91e+08,-1.52e+08,-7.5e+07,3.13e+08,-8.1e+07,-1.01e+08,2e+07,2.32e+08,2.32e+08,-5.6e+07,1.76e+08,1.76e+08,1.76e+08,1.76e+08,5.69e+08,5.69e+08,2.98e+08,2.98e+08,5.1e+07,7.71e+08,1.73e+08,1.896e+09,1.8944e+10,2.4745e+10,3.169e+09,1.506e+09,1.663e+09,2.2113e+10,2.4009e+10,8.29e+08,1.69e+08,9e+07,9.89e+08,9.2e+08,6.9e+07,2.95e+08,2.95e+08,2.113e+09,9.589e+09,5.965e+09,3.97e+08,1.98e+09,3.588e+09,1.5554e+10,1.7667e+10,4e+06,6.732e+09,-7e+06,-3.9e+07,6.342e+09,6.342e+09,2.4009e+10,1.76e+08,1.52e+08,2.9e+07,-6e+06,3.51e+08,-4.89e+08,-1.9e+07,-5.08e+08,-1e+08,2.69e+08,-7e+06,1.73e+08,15999999.9999998,15999999.9999998,15999999.9999998,4.65e+08,1.0578e+10,2.6e+07,0.3362,0.18904,0.02775,0.00733,0.14773,0.8973,2.78571,0.44058,0.97238,0.97238,5.14365,35.01657,0.14365,0.55249,0.01206,0.00114,0.56818,21.52473,31.97764
"43","2020_Q4",148.340625,"Up",1.079e+09,-6.46e+08,-4.19e+08,-1.54e+08,-7.3e+07,4.33e+08,-8.1e+07,-9.9e+07,1.8e+07,3.52e+08,3.52e+08,-8.8e+07,2.64e+08,2.64e+08,2.64e+08,2.64e+08,5.6e+08,5.6e+08,3.58e+08,3.58e+08,4.9e+07,7.99e+08,1.81e+08,1.967e+09,1.9267e+10,2.5133e+10,3.16e+09,1.504e+09,1.656e+09,2.2427e+10,2.4394e+10,8.32e+08,1.62e+08,1.01e+08,1.111e+09,1.044e+09,6.7e+07,3.17e+08,3.17e+08,2.26e+09,9.58e+09,6.038e+09,3.86e+08,2.06e+09,3.592e+09,1.5618e+10,1.7878e+10,4e+06,6.741e+09,1.57e+08,-3.8e+07,6.516e+09,6.516e+09,2.4394e+10,2.64e+08,1.54e+08,7.4e+07,-3.5e+07,4.57e+08,-4.69e+08,-1.9e+07,-4.88e+08,-1e+08,1.16e+08,2e+07,2.5e+07,-6e+06,-6e+06,-6e+06,5.87e+08,1.0691e+10,1.71e+08,0.4013,0.24467,0.04052,0.01082,0.64773,0.87035,2.74371,0.43826,1.45856,1.45856,5.96133,35.9779,0.94475,0.55249,0.01566,0.00736,0.37879,17.25894,23.39723
"44","2021_Q1",146.530655737705,"Down",9.23e+08,-6.6e+08,-4.29e+08,-1.53e+08,-7.8e+07,2.63e+08,-1.31e+08,-9.9e+07,-3.2e+07,1.32e+08,1.81e+08,-3.6e+07,1.45e+08,1.45e+08,1.45e+08,1.45e+08,5.47e+08,5.47e+08,3.21e+08,3.21e+08,4.7e+07,9.91e+08,3.62e+08,1.906e+09,1.971e+10,2.5614e+10,3.15e+09,1.504e+09,1.591e+09,2.286e+10,2.4766e+10,8.68e+08,1.89e+08,8.8e+07,1.611e+09,1.282e+09,3.29e+08,4.02e+08,3.52e+08,2.881e+09,9.329e+09,6.098e+09,3.88e+08,2.113e+09,3.597e+09,1.5427e+10,1.8308e+10,4e+06,6.749e+09,1.02e+08,-4.9e+07,6.458e+09,6.458e+09,2.4766e+10,1.45e+08,1.53e+08,5e+07,9e+07,4.38e+08,-5.41e+08,-7.4e+07,-6.15e+08,-9.9e+07,2.67e+08,-1.4e+07,1.54e+08,-2.3e+07,-2.3e+07,-2.3e+07,4.16e+08,1.094e+10,1e+06,0.28494,0.1571,0.02245,0.00585,0.00690000000000002,0.66158,2.83493,0.44173,0.8011,0.78378,5.09945,35.65746,0.00551999999999997,0.54696,0.01038,4e-05,0.68276,24.98317,39.51711
"45","2021_Q2",151.184126984127,"Up",8.88e+08,-6.59e+08,-4.19e+08,-1.57e+08,-8.3e+07,2.29e+08,-7.4e+07,-9.8e+07,2.4e+07,1.55e+08,1.55e+08,-2.2e+07,1.33e+08,1.33e+08,1.33e+08,1.33e+08,69000000.0000001,69000000.0000001,2.74e+08,2.74e+08,5.2e+07,8.52e+08,1.98e+08,1.466e+09,1.9905e+10,2.5934e+10,3.154e+09,1.511e+09,1.591e+09,2.3059e+10,2.4525e+10,7.74e+08,1.34e+08,9.8e+07,1.426e+09,1.115e+09,3.11e+08,2.51e+08,2.51e+08,2.451e+09,9.325e+09,6.163e+09,3.68e+08,2.223e+09,3.572e+09,1.5488e+10,1.7939e+10,3e+06,6.759e+09,2.35e+08,-4.8e+07,6.586e+09,6.586e+09,2.4525e+10,1.33e+08,1.57e+08,-2.3e+07,-8.8e+07,1.79e+08,-3.6e+08,-3e+06,-3.63e+08,-1e+08,-2e+08,7e+06,-2.93e+08,-4.77e+08,-4.77e+08,-4.77e+08,3.86e+08,1.0751e+10,-4e+07,0.25788,0.14977,0.02019,0.00542,-0.30075,0.59812,2.72381,0.43837,0.73481,0.73077,4.90608,36.37017,-0.22099,0.55249,0.00991,-0.0017,0.75188,27.67358,46.64629
