"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","income_loss_from_affiliates","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","short_term_debt","current_portion_of_long_term_debt","other_short_term_liabilities","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","minority_interest_2","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_inventories","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","net_cash_from_acquisitions_divestitures","net_cash_from_divestitures","net_cash_from_other_acquisitions","other_investing_activities","net_cash_from_investing_activities","cash_from_repayment_of_debt","cash_from_repayment_of_long_term_debt_net","repayments_of_long_term_debt","cash_from_long_term_debt","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"22","2015_Q3",77.53765625,"Down",3434618000,-2446076000,988542000,-508962000,-347960000,-158843000,479580000,-96904000,-104248000,5033000,2311000,382676000,330539000,-122762000,207777000,207777000,-37300000,170477000,170477000,1875876000,933735000,942141000,1666969000,1666969000,159353000,1078723000,432693000,646030000,4780921000,2564708000,92864000,11508325000,1868432000,9450946000,121774000,14165897000,18946818000,1509245000,490460000,1018785000,108795000,108795000,716250000,716250000,2334290000,9101052000,1301434000,900959000,400475000,10402486000,12736776000,1128378000,4146963000,-44379000,5146849000,1063193000,6210042000,18946818000,207777000,158843000,300883000,15537000,208358000,76988000,-636061000,8793000,-13587000,61756000,-693023000,31442000.0000001,-169452000,-169452000,-169452000,-521915000,229367000,-751282000,-3682999.99999999,850000,-4409000.00000001,233630.274091656,-695050000,696428000,696428000,-14094791000,14791219000,-15018000,-95449000,585961000,-77647000,-77647000,-77535999.9999999,638423000,9209847000,-44328000,0.28782,0.13963,0.04963,0.02745,0.00899999999999999,-0.260019999999999,2.04813,2.051,0.48609,0.80039,0.78342,16.1256,24.16456,-0.20812,5,0.0102,-0.00265,11.48764,15.29249
"23","2015_Q4",73.255,"Down",3525665000,-2501015000,1024650000,-518065000,-353492000,-162062000,506585000,-98214000,-103481000,2783000,2484000,408371000,408371000,-147064000,261307000,261307000,-45435000,215872000,215872000,1970267000,1047419000,922848000,1699892000,1699892000,173050000,894677000,302030000,592647000,4737886000,2621918000,90393000,11444631000,1826782000,9487579000,62387000,14156942000,18894828000,1663606000,487945000,1175661000,114617000,114617000,632331000,632331000,2410554000,9082096000,1312842000,906807000,406035000,10394938000,12805492000,1106559000,4362835000,-54336000,4990353000,1098983000,6089336000,18894828000,261307000,162062000,15641000,14495000,-6412000,7558000,239986000,-35198000,-13076000,-39350000,327610000,678996000,-171340000,-171340000,-171340000,16509000,535276000,-518767000,-48273000,3450000,-45650000,57000.0000000002,-203047000,-28675000,-28675000,-13255081000,13226406000,-284875000,-47664000,-361214000,114735000,114735000,113684000,668647000,9196713000,884357000,0.29063,0.14368,0.06123,0.03545,0.01142,4.09667,1.96548,2.10294,0.48673,1.01647,0.99622,16.60114,23.49785,4.16413,8,0.01301,0.05328,10.80757,14.26502
"24","2016_Q1",67.5331147540984,"Down",-266002999.999999,453641000,187638000,20174000,12128000.0000001,10789000,207812000,-96253000,-103259000,3195000,3811000,111559000,111558000,-23617000,87941000,34474000,-40474000,-6000000.00000003,-6000000.00000003,1907200000,1499116000,408084000,1724228000,1724228000,185575000,686277000,60070000,626207000,4503280000,2788740000,89122000,11133733000,1687326000,9294479000,73560000,14011595000,18514875000,1587978000,513950000,1074028000,129037000,129037000,682123000,682123000,2399138000,9001308000,1166191000,726962000,439229000,10167499000,12566637000,1118543000,4356835000,-59826000,4870780000,1077458000,5948238000,18514875000,34474000,163330000,293166000,13870000,63738000,215558000,-54297000,-24719000,-12457000,19525000,-36646000.0000001,436673000,-245785000,-245785000,-245785000,511511000,667906000,-156395000,2801999.99999997,12850000,-5760000,72000,268600000,-96291000,-96291000,-13266887000,13170596000,-159472000,2914000,-252849000,452424000,452424000,451697000,371142000,9130345000,94677000.0000001,-0.7054,-0.78124,0.02256,-0.00101,-0.000320000000000001,-15.7795,1.87704,2.11267,0.49314,-0.0287500000000001,-0.0276099999999998,-1.27447,23.33676,0.453609999999999,4,-0.000370000000000001,0.00583,19.46194,34.75807
"25","2016_Q2",75.5759375,"Up",3581136000,-2582333000,998803000,-558301000,-386429000,-169355000,440502000,-98521000,-102884000,1387000,2976000,341981000,264981000,-126822000,138159000,138159000,-40725000,97434000,97434000,1437895000,1041427000,396468000,1855285000,1855285000,192689000,713691000,856000,712835000,4199560000,2911205000,97770000,11305663000,1678707000,9485628000,66269000,14314638000,18514198000,1526511000,480288000,1046223000,137966000,137966000,779141000,779141000,2443618000,8979855000,1256288000,792038000,464250000,10236143000,12679761000,1089522000,4454269000,-53513000,4703926000,1130511000,5834437000,18514198000,138159000,169355000,154361000,13097000,47519000,93745000,-32873000,-78097000,-4924000,7782000,42366000,429002000,-173187000,-173187000,-173187000,25223000,257856000,-232633000,-406347000,4657000,-405154000,74578.3098565439,-554311000,-20188000,-20188000,-13118741000,13098553000,-271759000,-41150000,-333097000,-458406000,-458406000,-457689000,609857000,9117821000,530619000,0.27891,0.12301,0.02721,0.0167,0.00526,5.44593,1.71858,2.17326,0.49248,0.47676,0.46859,17.52308,23.01707,2.5964,7,0.00601,0.03274,12.59299,17.43449
"26","2016_Q3",70.39828125,"Down",3717651000,-2671025000,1046626000,-570842000,-386895000,-180381000,475784000,-100184000,-102894000,-505000,3215000,375600000,229391000,-134888000,94503000,94503000,-41121000,53382000,53382000,1677582000,1283416000,394166000,1875403000,1875403000,197388000,745844000,6116970.29423412,745844000,4496217000,2972407000,102374000,11120632000,1631001000,9360957000,64254000,14195413000,18691630000,1660734000,504353000,1107699000,144183000,144183000,840745000,840745000,2645662000,8957257000,1193105000,772329000,420776000,10150362000,12796024000,1048037000,4507651000,-60036000,4746054000,1149552000,5895606000,18691630000,94503000,180381000,149912000,10620000,-27567000,166859000,91841000,-25908000,-4289000,15027000,107011000,516637000,-185440000,-185440000,-185440000,-1039000.00000012,293166000,-294205000,-17438999.9999999,53656000,-68160000,36258.9446670671,-203918000,-41233000,-41233000,-13077632000,13036399000,6298000,-35522000,-70456999.9999999,242262000,242262000,241989000,656165000,9101440000,697454000,0.28153,0.12798,0.01436,0.00905000000000001,0.00286,13.06534,1.69947,2.17043,0.48693,0.26104,0.25659,18.1794,23.20832,3.41057,6,0.0033,0.04308,11.31401,15.60342
"27","2016_Q4",62.2780952380952,"Down",3730576000,-2697629000,1032947000,-592402000,-406890000,-181739000,440545000,-98468000,-104581000,4237000,1876000,342077000,716451000,-104301000,612150000,612150000,-40818000,571332000,571332000,1572974000,913496000,659478000,1850425000,1850425000,200563000,637397000,8196000,629201000,4261359000,3044988000,100786000,11518520000,1576157000,9382996000,42984000,14664294000,18925653000,1658170000,498422000,1159748000,152764000,152764000,828535000,828535000,2639469000,8972002000,1223047000,802109000,420938000,10195049000,12834518000,1032956000,5078983000,-52226000,4911746000,1179389000,6091135000,18925653000,612150000,181739000,-350855000,6100000,28826000,-385781000,92589000,18345000,-3832000,-68316000,146392000,535623000,-216691000,-216691000,-216616000,-257059000,201555000,-458614000,-25263000,1598000,-24017000,-4.36557456851006e-11,-499013000,-37481000,-37481000,-13004831000,12967350000,-336922000,-30019000,-404422000,-367812000,-367812000,-369920000,622284000,9124766000,602483000,0.27689,0.11809,0.15315,0.0938,0.03019,1.05452,1.61448,2.10708,0.48214,2.80393,2.76057,18.30855,24.10538,2.95681,6,0.03475,0.03665,12.1356,17.14193
"28","2017_Q1",66.2104838709677,"Up",-321896000,519405000,197509000,127530000,107373000,21978000,325039000,-92558000,-103757000,11755000,-556000,232481000,412282000,-65750000,346532000,188270000,-30544000,157726000,157726000,981757000,674776000,306981000,1503950000,1503950000,160419000,1348622000,0,387666000,3994748000,2864121000,29997000,11866910000,73504000,6015375000,5285992000,14761028000,18755776000,1164577000,456619000,706564000,160262000,160262000,1386125000,1386125000,2710964000,8944676000,1277137000,530869000,746268000,10221813000,12932777000,1027377000,3710313000,-89643000,4648047000,1174952000,5822999000,18755776000,188270000,188777000,39601000,8521000,3232000.00000001,27848000,65534000,-66580000,35965000,57404000,38745000,482182000,-253777000,-253777000,-253852000,345609000,506888000,-161279000,-36258000,45734000,-66525000,0,55574000,-25728000,-25728000,-12914916000,12889188000,-471896000,-46381000,-544005000,-6249000,-6249000,-309000,513816000,9104938000,391323000,-0.61358,-1.00976,-0.48999,0.02709,0.00841,2.48103,1.47355,2.22098,0.48545,0.81328,0.80193,-1.65978,23.96661,2.01777,7,0.00972999999999999,0.02415,15.80951,24.9914
"29","2017_Q2",66.2044444444444,"Down",2631251000,-1852045000,779206000,-397689000,-262895000,-132884000,381517000,-99734000,-104397000,677000,3986000,281783000,775517000,-281665000,493852000,500285000,-52588000,447697000,447697000,1785497000,1472232000,313265000,1900561000,1900561000,174159000,743683000,0,743683000,4603900000,3171199000,108368000,11504797000,1487029000,9452470000,43450000,14784364000,19388264000,1859554000,464790000,1145683000,170217000,170217000,783806000,783806000,2813577000,8918878000,1335370000,830990000,504380000,10254248000,13067825000,1058805000,4158010000,-76886000,5139929000,1180510000,6320439000,19388264000,500285000,190206000,79945000,9601000,20091000,50253000,94735000,16168000,-8909000,-26214000,113690000,865171000,-214535000,-214535000,-214535000,-3693000,120310000,-124003000,-31759000,46612000,-77236000,0,-249987000,-36141000,-36141000,-12839156000,12803015000,3330000,-26126000,-58937000,556247000,556247000,559067000,571723000,9089095000,733588000,0.29614,0.14499,0.17015,0.07083,0.02309,1.63858,1.63632,2.06755,0.46879,2.32719,2.29258,13.67759,26.71804,3.81329,7,0.02674,0.04381,12.77471,19.14357
"30","2017_Q3",60.1895238095238,"Down",2699399000,-1894664000,804735000,-402216000,-262796000,-140026000,402519000,-103961000,-107934000,-825000,4798000,298558000,288060000,-101915000,186145000,161625000,-34624000,127001000,127001000,923433000,711997000,211436000,2053812000,2053812000,199304000,847219000,0,847219000,4023768000,3248030000,114693000,11955293000,1462894000,9889791000,60140000.0000005,15318016000,19341784000,1705728000,439741000,1150671000,182323000,182323000,885274000,885274000,2773325000,8910814000,1376045000,855159000,520886000,10286859000,13060184000,1058285000,4285011000,-27308000,5084314000,1197286000,6281600000,19341784000,161625000,200038000,110685000,7903000,20847000,81935000,-322462000,-129376000,-22158000,-29683000,-141245000,149886000,-184405000,-184405000,-184405000,101823000,205223000,-103400000,-519038000,23624000,-542603000,0,-601620000,-27891000,-27891000,-12754431000,12726540000,-226841000,-51509000,-306241000,-757975000,-757975000,-756603000,602557000,9093137000,197605000,0.29812,0.14911,0.04705,0.02022,0.00657,1.55593,1.45088,2.07912,0.47013,0.66462,0.65468,14.12645,26.60716,1.0341,7,0.00758,0.0118,13.55839,20.29644
"31","2017_Q4",61.5434920634921,"Up",2765071000,-1951609000,813462000,-412860000,-272911000,-142634000,400602000,-111218000,-109306000,-5308000,3396000,289384000,289384000,-90546000,198838000,-172034000,-42442000,-214476000,-214476000,983468000,846110000,137358000,2091074000,2091074000,154422000,804585000,1.86264514923096e-09,804585000,4033549000,3386056000,120129000,11473605000,1451033000,9415877000,61642000,14979790000,19013339000,1756848000,566918000,1175539000,189822000,189822000,928123000,928123000,2874793000,8908703000,1233824000,685598000,548226000,10142527000,13017320000,1059371000,4070535000,3476000,4784581000,1211438000,5996019000,19013339000,-172034000,203283000,443962000,10974000,-173719000,606707000,77882000,-32816000,45339000,74492000,-9133000,553093000,-240889000,-240889000,-240889000,73093000,79054000,-5961000,-86226000,22293000,-106699000,80000,-253942000,-44431000,-44431000,-12675697000,12631266000,-82119000,-38104000,-164654000,134497000,134497000,135754000,603885000,9098525000,531424000,0.29419,0.14488,-0.07757,-0.03577,-0.01128,-2.47778,1.40307,2.17099,0.47853,-1.13549,-1.13549,14.639,25.3308,2.8135,5,-0.01314,0.03255,13.43808,20.25716
"32","2018_Q1",73.4452459016393,"Up",2780913000,-1941687000,839226000,-404139000,-265424000,-144367000,435087000,-106696000,-108997000,-3184000,5485000,328391000,46824999.9999999,150267000,197092000,340679000,-37283000,303396000,303396000,541064000,508234000,32830000,1714750000,1714750000,181799000,6333088000,49440000,522006000,8770701000,3149213000,37695000,7016927000,113827000,6610279000,47287000.0000001,10203835000,18974536000,1125232000,509116000,616116000,178213000,178213000,1764075000,1764075000,3067520000,9158018000,851572000,486247000,365325000,10009590000,13077110000,1043081000,3633713000,13235000,4690029000,1207397000,5897426000,18974536000,340679000,183958000,59314999.9999999,6614000,-262436000,315137000,-238936000,-10281000,-32897000,8281000.00000001,-204039000,345016000,-265421000,-265421000,-265421000,85548000,94291000,-8743000.00000001,-79336000,-193000,-77340999.9999999,26000,-259183000,263311000,263311000,-12567828000,12831139000,-476067000,-23669000,-236425000,-150592000,-150592000,-155787000,619045000,9336231000,-35579000,0.30178,0.15645,0.1091,0.05145,0.01599,-0.11727,2.85922,2.21743,0.49204,1.66561,1.62033,15.26688,25.74769,-0.19532,8,0.01886,-0.00221,14.20764,20.21473
"33","2018_Q2",66.81453125,"Down",2849444000,-2035585000,813859000,-403328000,-266529000,-142799000,410531000,-108779000,-113516000,155000,4582000,301752000,301752000,-70737000,231015000,225229000,-46543000,178686000,178686000,363476000,358874000,4602000,1830590000,1830590000,125555000,6353934000,18660000,611009000,8673555000,3185223000,34344000,7049250000,113366000,6638592000,51728000,10268817000,18942372000,963916000,437733000,526183000,184136000,184136000,1799471000,1799471000,2947523000,9279885000,898382000,507226000,391156000,10178267000,13125790000,1030955000,3820767000,27335000,4580680000,1235902000,5816582000,18942372000,225229000,142799000,66825000,9685000,43617000,13523000,-72314000,-63701000,57621000,-62830000,-3404000,362539000,-232443000,-232443000,-232443000,30373000,36605000,-6232000,-523000,18535000,-16582000,2465000,-200128000,104673000,104673000,-13202225000,13306898000,-291562000,-35658000,-222547000,-60136000,-60136000,-53468000,553330000,9464021000,319310000,0.28562,0.14407,0.06271,0.03072,0.00943,1.78699,2.94266,2.25662,0.49962,0.99848,0.98268,15.92243,25.59642,1.78427,6,0.01104,0.01974,16.44687,22.16774
"34","2018_Q3",70.6974603174603,"Up",2886953000,-2069089000,817864000,-409073000,-264094000,-147079000,408791000,-107903000,-119692000,9795000,1994000,300888000,320494000,-83868000,236626000,306322000,-39046000,267276000,267276000,393792000,389264000,4528000,1842108000,1842108000,112729000,6736733000,23540000,660112000,9085362000,3229098000,34200000,7086904000,100255000,6678559000,59070000,10350202000,19435564000,1175364000,542272000,633092000,1768514000,1768514000,1839900000,1839900000,4783778000,8175573000,944548000,526425000,418123000,9120121000,13903899000,1022966000,4088043000,-21925000,4279184000,1252481000,5531665000,19435564000,306322000,147079000,9119000.00000003,10176000,13265000,-14322000,99516000,-38045000,14011000,98058000,25492000,562036000,-241534000,-241534000,-241534000,-4000,1684999.99999999,-1689000,17058000,97706000,-72883000,544000,-223936000,467110000,467110000,-14354123000,14821233000,-510485000,-39987000,-83362000,254738000,254738000,244597000,555870000,9944087000,497720000,0.2833,0.1416,0.09258,0.04832,0.01375,1.86219,1.8992,2.51351,0.51164,1.5574,1.53513,16.82207,24.9345,2.90018,8,0.01628,0.03031,17.18081,23.36229
"35","2018_Q4",64.0439682539683,"Down",2847330000,-2063770000,783560000,-483099000,-336299000,-1.46e+08,300461000,-125744000,-125927000,-3824000,4007000,174717000,167118000,-52047000,115071000,-96668000,-40128000,-136796000,-136796000,452945000,448215000,4730000,1847086000,1847086000,91102000,6538368000,26002000,564580000,8929501000,3275636000,35047000,7117605000,97609000,6702659000,76517000,10428288000,19357789000,1090726000,458927000,631799000,1784065000,1784065000,1980313000,1980313000,4855104000,8440673000,968338000,515893000,452445000,9409011000,14264115000,1056022000,3951247000,-29109000,3824649000,1269025000,5093674000,19357789000,-96668000,1.46e+08,320081000,39744000,143174000,137163000,88260000,27124000,16723000,-48028000,92441000,457673000,-231682000,-231682000,-231682000,1523000,3121000,-1598000,-7667000,19027000,-24061000,571000,-237255000,274053000,274053000,-13272095000,13546148000,-350661000,-40822000,-117430000,102988000,102988000,100671000,446461000,10224738000,355086000,0.27519,0.10552,-0.04804,-0.02686,-0.00707,-2.59573,1.8392,2.80036,0.5282,-0.82026,-0.81785,17.07329,22.93354,2.12918,7,-0.0084,0.0218,21.88723,32.52267
"36","2019_Q1",55.3440983606557,"Down",2821124000,-2027069000,794055000,-430989000,-268532000,-155157000,363066000,-139404000,-128300000,-10610000,-494000,223662000,259114000,-51748000,207366000,-101843000,-47929000,-149772000,-149772000,325973000,323038000,2935000,1858608000,1858608000,107381000,6132197000,68614000,674018000,8424159000,3393669000,35424000,7.257e+09,118846000,6841960000,71583000,10686093000,19110252000,1122183000,463270000,658913000,1929369000,1929369000,1839609000,1839609000,4891161000,8172847000,1013205000,562536000,450669000,9186052000,14077213000,995172000,2743194000,-34924000,3703442000,1329597000,5033039000,19110252000,-101843000,155157000,352641000,13456000,73604000,265581000,-16563000,-6554000.00000001,-14850000,-23159000,2.8e+07,389392000,-281479000,-281479000,-281479000,-11441000,-6549000,-4892000,-41819000,14937000.0000001,-69630000,-9585000,-344324000,-146032000,-146032000,-18406503000,18260471000,-8803000,-47180000,-202015000,-156947000,-156947000,-154507000,518223000,10102216000,271929000,0.28147,0.1287,-0.05309,-0.02976,-0.00784,-1.81562,1.72232,2.79696,0.52863,-0.90334,-0.90085,17.01541,22.33706,1.64012,5,-0.00927,0.01684,18.86493,26.9269
"37","2019_Q2",51.8068253968254,"Down",2743112000,-1964935000,778177000,-399341000,-250813000,-148528000,378836000,-121871000,-131519000,2708000,6940000,256965000,215928000,-56746000,159182000,189487000,-40198000,149289000,149289000,463277000,459242000,4035000,1953422000,1953422000,104236000,6704141000,42650000,656543000,9225076000,3392266000,34414000,9954188000,118324000,6799368000,2810187000,13380868000,22605944000,860519000,365192000,495327000,4676691000,4676691000,2693667000,2693667000,8230877000,5787013000,3358337000,588805000,2769532000,9145350000,17376227000,990546000,2932359000,-47551000,3875354000,1354363000,5229717000,22605944000,189487000,148528000,95902000,12110000,41372000,42420000,-292613000,-132292000,3324000,-38537000,-125108000,141304000,-198878000,-198878000,-198878000,-197000,3302000,-3499000,-1438000,13903000,-11274000,155000.000000002,-200358000,357197000,357197000,-16776267000,17133464000,1517000,-33763000,324951000,265897000,265897000,264976000,527364000,10463704000,92619000,0.28368,0.1381,0.05442,0.02855,0.0066,0.6204,1.12079,3.32259,0.46287,0.89723,0.89512,16.48624,23.29107,0.55664,4,0.00784,0.00486,18.96304,26.39777
"38","2019_Q3",58.098125,"Up",2842705000,-1957753000,884952000,-427580000,-275338000,-152242000,457372000,-121509000,-131666000,4514000,5643000,335863000,323703000,-75938000,247765000,327157000,-53606000,273551000,273551000,3580851000,3575638000,5213000,2010801000,2010801000,96819000,702158000,15783000,686375000,6390629000,3405315000,35051000,10099965000,120574000,6865386000,2888328000,13540331000,19930960000,1016977000,388955000,628022000,3591331000,3591331000,1098636000,1098636000,5706944000,5377798000,3417416000,593562000,2823854000,8795214000,14502158000,989188000,3205910000,-33611000,4049298000,1379504000,5428802000,19930960000,327157000,152242000,86396000,16935000,19334000,50127000,44015999.9999999,-156145000,8218000,-30350000,222293000,609811000,-175040000,-175040000,-175040000,-7936999.99999999,-3302000,-4635000,3786027000,3843371000,-54696000,0,3603050000,-1521306000,-1521306000,-16755142000,15233836000,-72488000.0000001,-41710000,-1635504000,2577357000,2577357000,2578201000,609614000,8969129000,554528000,0.31131,0.16089,0.09623,0.05039,0.01372,2.02715,1.1198,2.67134,0.45001,1.64447,1.64,17.08913,24.34265,3.33359,6,0.01535,0.03113,8.83884,11.78095
"39","2019_Q4",66.32578125,"Up",2904078000,-1991172000,912906000,-454651000,-298736000,-155915000,458255000,-79373000,-88589000,3936000,5280000,378882000,273785000,-65254000,208531000,201688000,-58418000,143270000,143270000,1353969000,1253256000,100713000,1901225000,1901225000,98641000,644883000,16236000,628647000,3998718000,3419238000,35041000,9998833000,117666000,6765659000,2896122000,13453112000,17451830000,994962000,332136000,662826000,121441000,121441000,1090237000,1090237000,2206640000,8014475000,3422133000,604921000,2817212000,11436608000,13643248000,907157000,3349180000,-77604000,2318576000,1490006000,3808582000,17451830000,201688000,155915000,148841000,18766000,11884000,118191000,134266000,105753000,-2023000,-37775000,68311000,640710000,-173265000,-173265000,-173265000,-90188000,0,-90188000,-7088000,6345000,-11378000,1874000,-268667000,-801315000,-801315000,-6954006000,6152691000,-1758718000,-133178000,-2693211000,-2321168000,-2321168000,-2325269000,614170000,8135916000,640425000,0.31435,0.1578,0.04933,0.03762,0.00821,4.47006,1.81213,3.58224,0.46619,0.95065,0.94675,19.26962,15.3846,4.24945,7,0.00932,0.04168,11.04246,14.7995
"40","2020_Q1",78.6137096774194,"Up",2898584000,-2000625000,897959000,-436892000,-278425000,-158467000,461067000,-79044000,-92050000,1521000,11485000,382023000,382023000,-81690000,300333000,302962000,-58091000,244871000,244871000,1113944000,1102372000,11572000,1795598000,1795598000,97949000,682679000,19772000,596041000,3690170000,3473384000,278502000,9869338000,135684000,6787635000,2946019000,13621224000,17311394000,1141304000,403840000,695052000,130708000,130708000,1100086000,1100086000,2372098000,7977526000,3462152000,577543000,2884609000,11439678000,13811776000,749169000,1431738000,-47498000,2133409000,1366209000,3499618000,17311394000,302962000,158467000,17911000,20039000,-30867000,28739000,201190000,102727000,639000,22123000,75701000,680530000,-219363000,-219363000,-219363000,92236000,95376000,-3140000,-10336000,13773000,-23513000,-1222000,-138685000,-29448000,-29448000,-35306999.999999,5859000,-554127000,-109111000,-692686000,-150841000,-150841000,-148423000,619534000,8108234000,683051000,0.30979,0.15907,0.08448,0.06997,0.01415,2.78943,1.55566,3.94665,0.46838,1.89408,1.87871,22.42058,16.50195,5.28341,7,0.01625,0.04533,11.2896,15.16979
"41","2020_Q2",78.075873015873,"Down",2841237000,-1975449000,865788000,-418255000,-263576000,-154679000,447533000,13493000,-157435763.570148,17843000,-4350000,461026000,369475000,-91560000,277915000,287895000,-48302000,239593000,239593000,1391140000,1381764000,9376000,1820132000,1820132000,95685000,716982000,31324000,685658000,4023939000,3445423000,34657000,10092281000,117953000,6778023000,2941806000,13572361000,17596300000,960611000,340092000,596999000,146318000,146318000,1113817000,1113817000,2220746000,8442136000,3572038000,675728000,2896310000,12014174000,14234920000,720179000,1671331000,-140525000,1947846000,1413534000,3361380000,17596300000,287895000,154679000,119628000,19870000,103301000,-3543000,-201821000,-32966000,1835000,-24045000,-146645000,360381000,-154942000,-154942000,-154942000,-2633000,5049000,-7682000,-2589000,31518000,-34107000,-2461000,-162625000,466187000,466187000,-104592000,570779000,-321798000,-47397000,96992000,294748000,294748000,279770000,602212000,8588454000,337009000,0.30472,0.15751,0.08433,0.07128,0.01362,1.40659,1.81198,4.23484,0.48808,1.91825,1.88812,22.74779,15.59504,2.69819,8,0.01544,0.02171,11.95146,16.0822
"42","2020_Q3",85.42828125,"Up",2879979000,-1984564000,895415000,-473585000,-316209000,-157376000,421830000,-156097000,-169984000,4342000,9545000,265733000,338084000,-83212000,254872000,254872000,-53270000,201602000,201602000,3083025000,2928910000,154115000,1772259000,1772259000,97902000,826644000,41963000,784681000,5779830000,3417918000,28340000,10079003000,113379000,6790606000,2919529000,13525261000,19305091000,1105579000,357283000,686700000,1906560000,1906560000,1262424000,1262424000,4274563000,7894674000,3560100000,706410000,2853690000,11454774000,15729337000,719228000,1872933000,-135107000,2153915000,1421839000,3575754000,19305091000,254872000,157376000,59355000,22255000,28800000,8300000,179519000,48160000,-2531000,8187000,125703000,651122000,-136725000,-136725000,-136725000,-135263000,2572000.00000001,-137835000,28937000,39097000,-10160000,-1463000,-244514000,1222418000,1222418000,-531103000,1753521000,0,-79837000,1142581000,1549189000,1549189000,1547231000,579206000,9801234000,705212000,0.31091,0.14647,0.07,0.05638,0.01044,3.49804,1.35215,4.39889,0.5077,1.65154,1.625,23.59301,17.64504,5.77715,6,0.0119,0.04164,11.599,15.92634
"43","2020_Q4",101.861875,"Up",2924066000,-1971719000,952347000,-520174000,-363280000,-156894000,432173000,-62767000,-73658000,5496000,5395000,369406000,283332000,-65792000,217540000,217540000,-58866000,158674000,158674000,729874000,710514000,19360000,1804390000,1804390000,106254000,789157000,75441000,713716000,3429675000,3417919000,29867000,10169211000,118078000,6868377000,2930273000,13616997000,17046672000,1090472000,388504000,701968000,163787000,163787000,1244982000,1244982000,2499241000,7866545000,3623612000,765691000,2857921000,11490157000,13989398000,694258000,2031607000,-122530000,1574757000,1482517000,3057274000,17046672000,217540000,156894000,178272000,25092000,59682000,93498000,-69979000,-27599000,-7749000,16303000,-50934000,482727000,-158229000,-158229000,-158229000,-9933000,-7621000,-2312000,-65219000,12724000,-68330000,153213000,-80168000,-1789532000,-1789532000,-3291716000,1502184000,-704080000,-127659000,-2621271000,-2218712000,-2218712000,-2218382000,589067000,8030332000,426651000,0.32569,0.1478,0.05426,0.0519,0.00931,2.68885,1.37229,4.57578,0.47108,1.31379,1.28144,24.21076,13.03872,3.5326,7,0.01079,0.029,12.39326,16.89244
"44","2021_Q1",111.111803278689,"Up",2905322000,-2056881000,848441000,-466005000,-304519000,-161486000,382436000,-55065000,-60469000,-764999.999999999,6169000,327371000,327371000,-73368000,254003000,234370000,-60597000,173773000,173773000,345059000,324958000,20101000,1824282000,1824282000,111625000,867758000,70163000,721208000,3148724000,3521824000,289684000,10028284000,166585000,6919109000,2942590000,13839792000,16988516000,1127576000,434253000,685555000,168541000,168541000,1180026000,1180026000,2476143000,7917263000,3698330000,809600000,2888730000,11615593000,14091736000,597183000,852537000,-66154000,1383566000,1513214000,2896780000,16988516000,234370000,161486000,100833000,24241000,49065000,27527000,-11891000,-8682000,-3904000,36755000,-36060000,484798000,-224645000,-224645000,-224645000,148341000,151213000,-2871999.99999999,-115344000,-33200000,-69416000,-146416000,-338064000,37398000,37398000,-182893000,220291000,-432564000,-69913000,-465078999.999999,-318345000,-318345000,-315547000,543922000,8085804000,380754000,0.29203,0.13163,0.05981,0.05999,0.01023,2.1911,1.27162,4.86462,0.47596,1.55932,1.5018,26.07033,12.41515,3.41662,5,0.01184,0.02594,14.23135,20.24063
