"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","operating_income_loss","non_operating_income_loss","interest_expense_net","foreign_exchange_gain_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","inventories","other_short_term_assets","prepaid_expenses","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","short_term_debt","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_long_term_investment","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2015_Q4",41.94390625,"Down",5.944e+09,-1.167e+09,4.777e+09,-2.892e+09,-1.474e+09,-1.418e+09,1.885e+09,-2.38e+08,-1.97e+08,-1.3e+07,-2.8e+07,1.647e+09,1.647e+09,-4.08e+08,1.239e+09,1.239e+09,1.239e+09,1.239e+09,9.249e+09,9.223e+09,2.6e+07,4.574e+09,4.574e+09,1.841e+09,2.248e+09,1.148e+09,1.7912e+10,2.546e+09,7.4e+07,3.43e+10,1.9822e+10,1.3243e+10,1.235e+09,3.692e+10,5.4832e+10,8.045e+09,7.68e+08,8.813e+09,3.1359e+10,9.797e+09,3.801e+09,4.1156e+10,4.9969e+10,1.3022e+10,-7.314e+09,1.654e+09,-2.499e+09,4.863e+09,4.863e+09,5.4832e+10,1.239e+09,2.27e+08,1.59e+08,5.3e+08,2.155e+09,-1.27e+08,8.72e+08,7.45e+08,-8.5e+08,-9.76e+08,9e+06,-1.056e+09,1.844e+09,1.844e+09,-2.1e+07,1.823e+09,2.112e+09,3.2127e+10,2.923e+09,0.80367,0.31713,0.20845,0.25478,0.0226,2.35916,2.03245,10.27534,0.58592,0.74955,0.74504,3.59589,2.94192,1.7683,0.51422,0.04465,0.06247,0.68604,10.83239,12.13687
"12","2016_Q1",41.0352459016393,"Down",6.4e+09,-1.475e+09,4.925e+09,-2.812e+09,-1.737e+09,-1.075e+09,2.113e+09,-1.89e+08,-1.99e+08,-2000000.00000001,1.2e+07,1.924e+09,1.924e+09,-4.07e+08,1.517e+09,1.517e+09,1.517e+09,1.517e+09,8.407e+09,8.399e+09,8e+06,4.73e+09,4.73e+09,1.719e+09,1.458e+09,1.458e+09,1.6314e+10,2.565e+09,1.45e+08,3.4026e+10,1.9709e+10,1.3168e+10,1.149e+09,3.6736e+10,5.305e+10,8.463e+09,2.431e+09,1.0894e+10,2.924e+10,8.971e+09,3.695e+09,3.8211e+10,4.9105e+10,1.3097e+10,-8.839e+09,2.248e+09,-2.561e+09,3.945e+09,3.945e+09,5.305e+10,1.517e+09,2.61e+08,1.73e+08,1.2e+07,1.963e+09,-1.45e+08,18000000.0000002,-2.97e+08,-8.4e+08,-1.212e+09,-2.2e+07,-2.431e+09,-7.65e+08,-7.65e+08,-5.9e+07,-8.24e+08,2.374e+09,3.1671e+10,2.648e+09,0.76953,0.33016,0.23703,0.38454,0.0286,1.74555,1.49752,12.4474,0.597,0.9301,0.92331,3.92397,2.41876,1.62354,0.51502,0.05286,0.05939,0.55372,9.79949,11.00994
"13","2016_Q2",45.29984375,"Up",5.958e+09,-1.369e+09,4.589e+09,-2.301e+09,-1.355e+09,-9.46e+08,2.288e+09,-5.02e+08,-2e+08,-3.02e+08,0,1.786e+09,1.776e+09,-4.22e+08,1.354e+09,1.354e+09,1.354e+09,1.354e+09,8.6e+09,7.556e+09,1.044e+09,4.753e+09,4.753e+09,1.789e+09,1.48e+09,1.48e+09,1.6622e+10,2.597e+09,3.87e+08,3.4114e+10,1.9512e+10,1.3274e+10,1.328e+09,3.7098e+10,5.372e+10,8.239e+09,2.423e+09,1.0662e+10,2.949e+10,8.925e+09,3.513e+09,3.8415e+10,4.9077e+10,1.3311e+10,-8.918e+09,2.673e+09,-2.423e+09,4.643e+09,4.643e+09,5.372e+10,1.354e+09,2.68e+08,5.23e+08,-1.7e+07,2.128e+09,-1.21e+08,-1.309e+09,-1.458e+09,-9.24e+08,-3.32e+08,4.3e+07,-1.219e+09,-5.49e+08,-5.49e+08,-2.94e+08,-8.43e+08,2.556e+09,3.1913e+10,2.84e+09,0.77022,0.38402,0.22726,0.29162,0.0252,2.09749,1.55899,10.57011,0.59406,0.83787,0.83323,3.68688,2.87314,1.75743,0.57178,0.05009,0.06244,0.68242,9.12089,10.18925
"14","2016_Q3",48.56109375,"Up",6.452e+09,-1.405e+09,5.047e+09,-2.59e+09,-1.466e+09,-1.124e+09,2.457e+09,-2.91e+08,-2.25e+08,-14999999.9999999,-5.1e+07,2.166e+09,2.096e+09,-4.86e+08,1.61e+09,1.61e+09,1.61e+09,1.61e+09,8.002e+09,6.327e+09,1.675e+09,5.048e+09,5.048e+09,1.756e+09,1.985e+09,1.985e+09,1.6791e+10,2.618e+09,1.4e+09,4.6402e+10,2.945e+10,1.5507e+10,1.445e+09,5.042e+10,6.7211e+10,8.755e+09,5.17e+08,9.272e+09,3.7328e+10,1.4971e+10,7.791e+09,5.2299e+10,6.1571e+10,1.3064e+10,-8.383e+09,3.349e+09,-2.39e+09,5.64e+09,5.64e+09,6.7211e+10,1.61e+09,2.89e+08,2.49e+08,-2.3e+08,1.918e+09,-1.31e+08,-1.608e+09,-4.298e+09,-9.27e+08,-3.716e+09,-5.3e+07,1.164e+09,-1.216e+09,-1.216e+09,-13000000.0000001,-1.229e+09,2.746e+09,3.7845e+10,2.871e+09,0.78224,0.38081,0.24954,0.28546,0.02395,1.78323,1.81094,10.91684,0.56308,0.99138,0.98592,3.97291,3.47291,1.76786,0.57081,0.0434,0.04911,0.57578,10.86781,12.14611
"15","2016_Q4",46.2096825396825,"Down",6.432e+09,-1.504e+09,4.928e+09,-2.487e+09,-1.381e+09,-1.106e+09,2.441e+09,-3.47e+08,-2.5e+08,4e+06,-1.01e+08,2.094e+09,2.014e+09,-4.16e+08,1.598e+09,1.598e+09,1.598e+09,1.598e+09,7.95e+09,6.218e+09,1.732e+09,4.999e+09,4.999e+09,1.63e+09,1.711e+09,1.711e+09,1.629e+10,2.638e+09,1.378e+09,4.632e+10,2.9113e+10,1.5657e+10,1.55e+09,5.0336e+10,6.6626e+10,9.077e+09,2.6e+07,9.103e+09,3.7284e+10,1.377e+10,7.646e+09,5.1054e+10,6.0157e+10,1.3558e+10,-8.76e+09,4.011e+09,-2.34e+09,6.469e+09,6.469e+09,6.6626e+10,1.598e+09,3.04e+08,5.03e+08,-9.51e+08,1.454e+09,-1.13e+08,-2.4e+07,-1.99e+08,-9.33e+08,3.5e+07,2.2e+07,-1.371e+09,-1.16e+08,-1.16e+08,7e+06,-1.09e+08,2.745e+09,3.731e+10,2.097e+09,0.76617,0.37951,0.24845,0.24702,0.02398,1.31227,1.78952,9.29927,0.55999,0.97917,0.97439,3.94118,3.96385,1.28493,0.57169,0.04398,0.03644,0.58385,10.69581,12.02786
"16","2017_Q1",48.095,"Up",6.796e+09,-1.555e+09,5.241e+09,-2.843e+09,-1.653e+09,-1.19e+09,2.398e+09,-3.6e+08,-2.9e+08,1e+07,-8e+07,2.038e+09,1.998e+09,-6.07e+08,1.391e+09,1.391e+09,1.391e+09,1.391e+09,6.423e+09,5.1e+09,1.323e+09,4.758e+09,4.758e+09,1.444e+09,3.562e+09,3.562e+09,1.6187e+10,2.604e+09,1.783e+09,4.5525e+10,2.8897e+10,1.5416e+10,1.212e+09,4.9912e+10,6.6099e+10,9.379e+09,4.02e+08,9.781e+09,3.644e+10,1.5242e+10,8.352e+09,5.1682e+10,6.1463e+10,1.3696e+10,-1.0852e+10,4.378e+09,-2.586e+09,4.636e+09,4.636e+09,6.6099e+10,1.391e+09,3.28e+08,3.13e+08,-4.91e+08,1.541e+09,-1.14e+08,-1.5e+07,-1.19e+08,-9.33e+08,-1.752e+09,-4.6e+07,-2.502e+09,-1.08e+09,-1.08e+09,-3.8e+07,-1.118e+09,2.726e+09,3.6842e+10,2.728e+09,0.77119,0.35285,0.20468,0.30004,0.02104,1.96118,1.65494,13.25777,0.55738,0.86077,0.85547,4.20545,2.86881,1.68812,0.57735,0.04097,0.0481,0.67074,11.15884,12.68515
"17","2017_Q2",51.9469841269841,"Up",6.538e+09,-1.616e+09,4.922e+09,-2.515e+09,-1.373e+09,-1.142e+09,2.407e+09,-3.21e+08,-2.47e+08,-1.3e+07,-6.1e+07,2.086e+09,2.086e+09,-3.75e+08,1.711e+09,1.711e+09,1.711e+09,1.711e+09,6.248e+09,4.74e+09,1.508e+09,4.677e+09,4.677e+09,1.427e+09,3.195e+09,3.195e+09,1.5547e+10,2.612e+09,2.123e+09,4.5382e+10,2.8629e+10,1.549e+10,1.263e+09,5.0117e+10,6.5664e+10,8.419e+09,4.25e+08,8.844e+09,3.6526e+10,1.5296e+10,8.499e+09,5.1822e+10,6.0666e+10,1.3907e+10,-1.143e+10,5.063e+09,-2.542e+09,4.998e+09,4.998e+09,6.5664e+10,1.711e+09,3.74e+08,2.99e+08,-2.82e+08,2.102e+09,-9.5e+07,-5.26e+08,-6.84e+08,-1.027e+09,-8.1e+08,2.6e+07,-1.794e+09,-3.76e+08,-3.76e+08,1.6e+07,-3.6e+08,2.781e+09,3.6951e+10,2.779e+09,0.75283,0.36816,0.2617,0.34234,0.02606,1.6242,1.75791,12.13806,0.56273,1.07138,1.06737,4.09393,3.12962,1.74014,0.64308,0.04783,0.04855,0.60023,11.04027,12.75571
"18","2017_Q3",59.3512698412698,"Up",6.944e+09,-1.529e+09,5.415e+09,-2.738e+09,-1.509e+09,-1.229e+09,2.677e+09,-3.09e+08,-2.53e+08,-6000000.00000001,-5e+07,2.368e+09,2.353e+09,-4.38e+08,1.915e+09,1.915e+09,1.915e+09,1.915e+09,7.205e+09,6.088e+09,1.117e+09,4.859e+09,4.859e+09,1.582e+09,3.316e+09,3.316e+09,1.6962e+10,2.657e+09,2.052e+09,4.5323e+10,2.8366e+10,1.5652e+10,1.305e+09,5.0032e+10,6.6994e+10,8.839e+09,3.42e+09,1.2259e+10,3.3817e+10,1.4909e+10,8.518e+09,4.8726e+10,6.0985e+10,1.4033e+10,-1.1427e+10,5.951e+09,-2.548e+09,6.009e+09,6.009e+09,6.6994e+10,1.915e+09,3.79e+08,2.51e+08,-5.42e+08,2.003e+09,-1.26e+08,4.81e+08,3.18e+08,-1.024e+09,59000000.0000001,-8e+06,-9.8e+08,1.341e+09,1.341e+09,7e+06,1.348e+09,3.056e+09,3.7237e+10,2.826e+09,0.77981,0.38551,0.27578,0.31869,0.02858,1.47572,1.38364,10.14894,0.55583,1.20063,1.19687,4.35361,3.7674,1.77179,0.64201,0.05054,0.04859,0.53473,9.82723,11.21853
"19","2017_Q4",73.9904761904762,"Up",6.995e+09,-1.616e+09,5.379e+09,-2.685e+09,-1.457e+09,-1.228e+09,2.694e+09,-5.99e+08,-2.52e+08,-9e+06,-3.38e+08,2.095e+09,2.095e+09,-4.64e+08,1.631e+09,1.631e+09,1.631e+09,1.631e+09,9.554e+09,8.446e+09,1.108e+09,4.891e+09,4.891e+09,1.785e+09,2.7e+09,2.7e+09,1.893e+10,2.697e+09,1.971e+09,4.5242e+10,2.8167e+10,1.5748e+10,1.327e+09,4.991e+10,6.884e+10,9.212e+09,3.821e+09,1.3033e+10,3.3974e+10,1.5146e+10,8.999e+09,4.912e+10,6.2153e+10,1.4172e+10,-1.1419e+10,6.547e+09,-2.613e+09,6.687e+09,6.687e+09,6.884e+10,1.631e+09,3.79e+08,2.97e+08,9.64e+08,3.271e+09,-1.26e+08,9.7e+07,-1.09e+08,-1.026e+09,6e+07,-2.39e+08,-8.1e+08,2.352e+09,2.352e+09,6e+06,2.358e+09,3.073e+09,3.7795e+10,4.375e+09,0.76898,0.38513,0.23317,0.24391,0.02369,2.6824,1.45247,9.2946,0.54903,1.02129,1.01747,4.38009,4.18723,2.73951,0.64245,0.04456,0.07337,0.62906,9.19004,10.48293
"20","2018_Q1",86.8695081967213,"Up",7.739e+09,-2.281e+09,5.458e+09,-3.364e+09,-1.956e+09,-1.408e+09,2.094e+09,-5.89e+08,-2.52e+08,-3.2e+08,-1.7e+07,1.505e+09,1.193e+09,-1.141e+09,51999999.9999998,51999999.9999998,51999999.9999998,51999999.9999998,9.789e+09,9.303e+09,4.86e+08,5.088e+09,5.088e+09,1.605e+09,4.741e+09,4.741e+09,2.1223e+10,2.803e+09,2.09e+09,4.467e+10,2.7559e+10,1.5785e+10,1.326e+09,4.9563e+10,7.0786e+10,1.0226e+10,6.415e+09,1.6641e+10,3.0953e+10,1.8095e+10,1.5605e+10,4.9048e+10,6.5689e+10,1.4288e+10,-1.1923e+10,5.459e+09,-2.727e+09,5.097e+09,5.097e+09,7.0786e+10,51999999.9999998,3.69e+08,2.294e+09,-1.31e+08,2.584e+09,-1.82e+08,5.11e+08,2.01e+08,-1.03e+09,-4.65e+08,-2.6e+07,-1.928e+09,8.57e+08,8.57e+08,0,8.57e+08,2.463e+09,3.7368e+10,3.291e+09,0.70526,0.27058,0.00672,0.0102000000000001,0.000730000000000001,63.28846,1.27534,12.88778,0.5279,0.0326,0.0323799999999999,4.85204,3.19561,2.06332,0.64577,0.01787,0.05434,19.80769,11.19732,13.17049
"21","2018_Q2",77.99765625,"Down",7.934e+09,-1.927e+09,6.007e+09,-3.035e+09,-1.791e+09,-1.244e+09,2.972e+09,-1.06e+08,-2.51e+08,-8e+06,1.53e+08,2.866e+09,2.797e+09,-1.4e+07,2.783e+09,2.783e+09,2.783e+09,2.783e+09,9.474e+09,9.007e+09,4.67e+08,5.841e+09,5.841e+09,1.738e+09,3.391e+09,3.391e+09,2.0444e+10,2.828e+09,2.057e+09,4.4013e+10,2.723e+10,1.588e+10,9.03e+08,4.8898e+10,6.9342e+10,1.0677e+10,6.381e+09,1.7058e+10,3.0906e+10,1.7825e+10,1.5521e+10,4.8731e+10,6.5789e+10,1.4537e+10,-1.3331e+10,4.977e+09,-2.63e+09,3.553e+09,3.553e+09,6.9342e+10,2.783e+09,4.45e+08,2.45e+08,-8.28e+08,2.645e+09,-1.19e+08,4.4e+07,-4.47e+08,-1.137e+09,-1.369e+09,3.7e+07,-2.509e+09,-3.11e+08,-3.11e+08,1.5e+07,-2.96e+08,3.417e+09,3.7287e+10,2.484e+09,0.75712,0.37459,0.35077,0.78328,0.04013,0.89256,1.1985,18.51646,0.53773,1.74921,1.74373,4.9868,2.23319,1.56128,0.71464,0.06682,0.04234,0.40855,8.1396,9.35834
"22","2018_Q3",76.5050793650794,"Down",8.278e+09,-1.934e+09,6.344e+09,-3.082e+09,-1.76e+09,-1.322e+09,3.262e+09,-1.25e+09,-2.72e+08,-8e+06,-9.7e+08,2.012e+09,2.012e+09,-2.9e+07,1.983e+09,1.983e+09,1.983e+09,1.983e+09,3.743e+09,3.547e+09,1.96e+08,5.793e+09,5.793e+09,1.58e+09,2.729e+09,2.729e+09,1.3845e+10,2.787e+09,1.505e+09,4.3504e+10,2.6903e+10,1.5692e+10,9.09e+08,4.7796e+10,6.1641e+10,1.0694e+10,6.53e+09,1.7224e+10,3.0579e+10,1.7213e+10,1.5543e+10,4.7792e+10,6.5016e+10,1.4614e+10,-2.0845e+10,5.495e+09,-2.639e+09,-3.375e+09,-3.375e+09,6.1641e+10,1.983e+09,4.43e+08,1.142e+09,-7.02e+08,2.866e+09,-1.14e+08,8.3e+08,6.87e+08,-1.531e+09,-7.514e+09,-7.1e+07,-8.978e+09,-5.425e+09,-5.425e+09,-3.5e+07,-5.46e+09,3.705e+09,3.7109e+10,2.918e+09,0.76637,0.39406,0.23955,-0.58756,0.03217,1.47151,0.80382,-19.264,0.60202,1.26467,1.26145,5.27934,-2.15242,1.86097,0.9764,0.06897,0.05728,0.772059999999998,9.00567,10.22869
"23","2018_Q4",71.6615873015873,"Down",8.236e+09,-1.835e+09,6.401e+09,-3.187e+09,-1.919e+09,-1.268e+09,3.214e+09,-3.98e+08,-3.02e+08,-2e+06,-9.4e+07,2.816e+09,2.761e+09,-1.4e+07,2.747e+09,2.747e+09,2.747e+09,2.747e+09,8.785e+09,8.015e+09,7.7e+08,5.78e+09,5.78e+09,1.786e+09,2.114e+09,2.114e+09,1.8465e+10,2.95e+09,1.463e+09,4.3286e+10,2.6625e+10,1.5718e+10,9.43e+08,4.7699e+10,6.6164e+10,1.1366e+10,4.021e+09,1.5387e+10,3.6487e+10,1.7211e+10,1.5721e+10,5.3698e+10,6.9085e+10,1.4698e+10,-2.1849e+10,6.789e+09,-2.559e+09,-2.921e+09,-2.921e+09,6.6164e+10,2.747e+09,4.35e+08,5.3e+08,8.12e+08,4.524e+09,-2.82e+08,-5.41e+08,-9.63e+08,-1.461e+09,-1.007e+09,-6.2e+07,9.16e+08,4.477e+09,4.477e+09,-9e+06,4.468e+09,3.649e+09,4.0508e+10,4.193e+09,0.7772,0.39024,0.33354,-0.94043,0.04152,1.52639,1.20004,-23.65115,0.61224,1.818,1.8132,5.45069,-1.93316,2.77498,0.96691,0.07679,0.07652,0.53185,8.69361,9.87026
"24","2019_Q1",67.4954098360656,"Down",8.305e+09,-2.022e+09,6.283e+09,-8.924e+09,-1.929e+09,-6.495e+09,-2.641e+09,5.68e+08,-3.19e+08,-6e+06,8.93e+08,-2.073e+09,-2.373e+09,5.47e+08,-1.826e+09,-1.826e+09,-1.826e+09,-1.826e+09,8.061e+09,7.289e+09,7.72e+08,5.384e+09,5.384e+09,1.605e+09,1.895e+09,1.895e+09,1.6945e+10,2.883e+09,1.42e+09,3.8104e+10,2.1233e+10,1.5663e+10,1.208e+09,4.2407e+10,5.9352e+10,1.1931e+10,5.308e+09,1.7239e+10,3.5002e+10,1.5557e+10,1.449e+10,5.0559e+10,6.7798e+10,1.4774e+10,-2.4108e+10,3.368e+09,-2.48e+09,-8.446e+09,-8.446e+09,5.9352e+10,-1.826e+09,4.42e+08,3.667e+09,1.109e+09,3.392e+09,-1.23e+08,3.5e+07,-2.83e+08,-1.451e+09,-2.051e+09,-8e+06,-3.825e+09,-716000000.000002,-716000000.000002,-1e+07,-726000000.000002,-2.199e+09,4.031e+10,-1.76e+09,0.75653,-0.318,-0.21987,0.2162,-0.03077,0.96386,0.98295,-8.02723,0.67917,-1.22222,-1.21652,5.5589,-5.65328,-1.17805,0.97122,-0.00790999999999999,-0.03711,-0.79463,-14.6653,-12.2109
"25","2019_Q2",65.6936507936508,"Down",7.828e+09,-1.694e+09,6.134e+09,-2.969e+09,-1.68e+09,-1.289e+09,3.165e+09,-4.66e+08,-3.25e+08,-6e+06,-1.35e+08,2.699e+09,2.544e+09,-8.8e+07,2.456e+09,2.456e+09,2.456e+09,2.456e+09,5.228e+09,4.897e+09,3.31e+08,5.68e+09,5.68e+09,1.702e+09,1.803e+09,1.803e+09,1.4413e+10,2.86e+09,1.477e+09,3.8019e+10,2.0846e+10,1.5606e+10,1.567e+09,4.2356e+10,5.6769e+10,1.1826e+10,2.078e+09,1.3904e+10,3.5066e+10,1.5625e+10,1.4509e+10,5.0691e+10,6.4595e+10,1.4958e+10,-2.4502e+10,4.234e+09,-2.516e+09,-7.826e+09,-7.826e+09,5.6769e+10,2.456e+09,5.03e+08,5.2e+08,-4.62e+08,3.017e+09,-1.07e+08,4e+08,-2.7e+07,-1.588e+09,-6.16e+08,2.1e+07,-5.383e+09,-2.393e+09,-2.393e+09,1e+06,-2.392e+09,3.668e+09,3.7144e+10,3.187e+09,0.7836,0.40432,0.31375,-0.31383,0.04326,1.29764,1.03661,-8.2539,0.6543,1.65946,1.6561,5.28919,-5.28784,2.15338,1.07297,0.08998,0.07091,0.64658,8.7012,10.08404
"26","2019_Q3",58.17359375,"Down",8.255e+09,-1.819e+09,6.436e+09,-2.945e+09,-1.654e+09,-1.291e+09,3.491e+09,-2.593e+09,-3.09e+08,-6e+06,-2.278e+09,8.98e+08,8.07e+08,-66000000.0000001,7.41e+08,7.41e+08,7.41e+08,7.41e+08,5.416e+09,5.172e+09,2.44e+08,5.482e+09,5.482e+09,1.895e+09,2.307e+09,2.307e+09,1.51e+10,2.879e+09,1.473e+09,3.769e+10,2.0459e+10,1.5642e+10,1.589e+09,4.2042e+10,5.7142e+10,1.13e+10,5.641e+09,1.6941e+10,3.1619e+10,1.7148e+10,1.6e+10,4.8767e+10,6.5708e+10,1.5046e+10,-2.4505e+10,3.384e+09,-2.491e+09,-8.566e+09,-8.566e+09,5.7142e+10,7.41e+08,5.02e+08,2.54e+09,-1.306e+09,2.477e+09,-1.28e+08,1.08e+08,-1.4e+08,-1.592e+09,-2e+06,-2.79e+08,-2.07e+09,2.67e+08,2.67e+08,8e+06,2.75e+08,3.993e+09,3.726e+10,2.625e+09,0.77965,0.4229,0.0897600000000001,-0.0865000000000001,0.01297,3.54251,0.89133,-7.67079,0.65206,0.50068,0.49966,5.5777,-5.78784,1.77365,1.07568,0.05089,0.05726,2.14845,7.97496,9.12174
"27","2019_Q4",71.4940625,"Up",8.479e+09,-1.92e+09,6.559e+09,-3.942e+09,-1.657e+09,-2.285e+09,2.617e+09,-6.16e+08,-4.2e+08,-1.9e+07,-1.77e+08,2.001e+09,2.001e+09,-1.17e+08,1.884e+09,1.884e+09,1.884e+09,1.884e+09,1.0648e+10,1.0648e+10,0,5.529e+09,5.529e+09,1.929e+09,2.06e+09,2.06e+09,2.0166e+10,2.894e+09,1.31e+08,3.625e+10,1.9036e+10,1.5537e+10,1.677e+09,3.9275e+10,5.9441e+10,1.2217e+10,5.276e+09,1.7493e+10,3.3126e+10,1.7048e+10,1.599e+10,5.0174e+10,6.7667e+10,1.513e+10,-2.4501e+10,3.673e+09,-2.528e+09,-8.226e+09,-8.226e+09,5.9441e+10,1.884e+09,5.03e+08,1.33e+09,8.38e+08,4.555e+09,-1.54e+08,1.568e+09,1.378e+09,-1.591e+09,-3e+06,-7.4e+07,-4.41e+08,5.492e+09,5.492e+09,-1.6e+07,5.476e+09,3.12e+09,3.8402e+10,3.921e+09,0.77356,0.30864,0.2222,-0.22903,0.0317,2.08121,1.1528,-8.22599,0.64605,1.27297,1.2704,5.72905,-5.55811,2.64932,1.075,0.07359,0.08303,0.84448,8.89551,10.60527
"28","2020_Q1",74.3193548387097,"Up",8.704e+09,-2.006e+09,6.698e+09,-2.603e+09,-1.951e+09,-1.542e+09,4.095e+09,-8.82e+08,-4.55e+08,-1.1e+07,-4.16e+08,3.213e+09,3.074e+09,-2.73e+08,2.801e+09,2.801e+09,2.801e+09,2.801e+09,3.9924e+10,3.9924e+10,0,5.428e+09,5.428e+09,1.813e+09,2.354e+09,2.354e+09,4.9519e+10,2.962e+09,9.3e+07,3.6541e+10,1.8649e+10,1.5604e+10,2.288e+09,3.9596e+10,8.9115e+10,1.1832e+10,3.753e+09,1.5585e+10,6.2975e+10,1.8727e+10,1.7597e+10,8.1702e+10,9.7287e+10,1.5211e+10,-2.4504e+10,4.717e+09,-3.596e+09,-8.172e+09,-8.172e+09,8.9115e+10,2.801e+09,5.09e+08,4.86e+08,-5.21e+08,3.275e+09,-1.63e+08,4e+07,-615000000.000001,-1.595e+09,2.98023223876953e-08,-2.2e+08,2.6602e+10,2.9262e+10,2.9262e+10,1.4e+07,2.9276e+10,4.604e+09,6.6728e+10,4.193e+09,0.76953,0.47047,0.32181,-0.34276,0.03143,1.49697,3.17735,-11.90492,0.74879,1.88747,1.88366,5.86523,-5.50674,2.82547,1.0748,0.05688,0.05426,0.56944,5.82189,6.54554
"29","2020_Q2",77.9442857142857,"Up",8.619e+09,-1.942e+09,6.677e+09,-3.074e+09,-1.695e+09,-1.379e+09,3.603e+09,-5.05e+08,-4.28e+08,-5e+06,-7.2e+07,3.098e+09,3.098e+09,-8.8e+07,3.01e+09,3.01e+09,3.01e+09,3.01e+09,4.1142e+10,4.1142e+10,17003544.6614463,6.362e+09,6.362e+09,1.844e+09,2.41e+09,2.41e+09,5.1758e+10,2.961e+09,7.8e+07,3.6402e+10,1.8203e+10,1.5561e+10,2.638e+09,3.9441e+10,9.1199e+10,1.2709e+10,3.762e+09,1.6471e+10,6.3284e+10,1.8859e+10,1.79e+10,8.2143e+10,9.8614e+10,1.5419e+10,-2.511e+10,5.973e+09,-3.697e+09,-7.415e+09,-7.415e+09,9.1199e+10,3.01e+09,5.59e+08,1.51e+08,9.5e+07,3.815e+09,-1.25e+08,1.3e+07,-1.29e+08,-1.763e+09,-6.31e+08,-2.8e+07,-2.422e+09,1.264e+09,1.264e+09,-4.6e+07,1.218e+09,4.162e+09,6.7046e+10,4.22e+09,0.77468,0.41803,0.34923,-0.40593,0.033,1.40199,3.14237,-13.29926,0.73516,2.03241,2.0283,5.81972,-5.00675,2.84943,1.19041,0.06081,0.05376,0.58571,6.22393,7.18956
"30","2020_Q3",84.3415625,"Up",1.0425e+10,-3.711e+09,6.714e+09,-5.109e+09,-3.527e+09,-1.582e+09,1.605e+09,-1.445e+09,-6.14e+08,-2.9e+07,-8.02e+08,1.6e+08,-6.93e+08,-4.6e+07,-7.39e+08,-7.39e+08,-7.38e+08,-7.38e+08,6.04e+09,6.017e+09,2.3e+07,8.354e+09,8.354e+09,4.059e+09,2.803e+09,2.803e+09,2.1256e+10,4.908e+09,2.25e+08,1.23141e+11,7.6463e+10,4.2669e+10,4.009e+09,1.28274e+11,1.4953e+11,1.9275e+10,5.371e+09,2.4646e+10,8.2061e+10,2.8091e+10,2.3306e+10,1.10152e+11,1.34798e+11,1.6971e+10,-1.958e+09,3.13e+09,-3.435e+09,1.4708e+10,1.4732e+10,1.4953e+11,-7.39e+08,1.555e+09,2.305e+09,-32000000.0000001,3.089e+09,-1.77e+08,1.384e+09,-3.5652e+10,-1.752e+09,4.6e+07,-1.01e+08,-2.57e+09,-3.5133e+10,-3.5133e+10,7999999.99999999,-3.5125e+10,3.16e+09,8.7432e+10,2.997e+09,0.64403,0.15396,-0.07079,-0.0501,-0.00494000000000001,-4.06098,0.86245,9.15001,0.58471,-0.448090000000001,-0.44673,6.32969,8.93018,1.81967,1.06375,0.00778,0.02301,-2.37398,25.75696,50.71153
