"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","misc_short_term_assets","total_current_assets","property_plant_equipment_net","other_long_term_assets","intangible_assets","goodwill","deferred_tax_assets_long_term","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","total_current_liabilities","long_term_debt","other_long_term_liabilities","deferred_tax_liabilities_long_term","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","share_capital_additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","other_investing_activities","net_cash_from_investing_activities","cash_from_repurchase_of_equity","increase_in_capital_stock","decrease_in_capital_stock","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","effect_of_foreign_exchange_rates","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","piotroski_f_score","return_on_invested_capital","cash_return_on_invested_capital","net_debt_ebitda","net_debt_ebit"
"34","2018_Q3",127.371587301587,"Down",1.286e+09,-4.18e+08,8.68e+08,-6.08e+08,-2.63e+08,-3.39e+08,-6e+06,2.6e+08,1.8e+07,1.8e+07,2.78e+08,2.76e+08,-2.1e+07,2.55e+08,2.55e+08,2.55e+08,2.55e+08,4.545e+09,2.881e+09,1.664e+09,9.66e+08,9.66e+08,2.92e+08,2.92e+08,5.803e+09,4.4e+08,2.207e+09,1e+08,1.894e+09,1.12e+08,1.01e+08,2.647e+09,8.45e+09,1.075e+09,1.68e+08,9.07e+08,5.74e+08,5.74e+08,1.649e+09,9.93e+08,4.91e+08,1e+06,4.9e+08,1.484e+09,3.133e+09,1.37e+08,5.199e+09,-1.9e+07,5.317e+09,5.317e+09,8.45e+09,2.55e+08,3.6e+07,4.6e+07,-4.63e+08,-1.26e+08,-3.1e+07,-5.62e+08,-6.01e+08,-2.64e+08,3.5e+07,-2.99e+08,-7e+06,-2.71e+08,-9.98e+08,-9.98e+08,3e+06,-9.95e+08,2.96e+08,9.93e+08,-1.77e+08,0.67496,0.20218,0.19829,0.04796,0.03018,-0.69412,3.5191,0.58924,0.11751,0.83607,0.83062,4.21639,17.43279,-0.58033,6,0.03749,-0.02603,-12,-13.66154
"35","2018_Q4",90.6377777777778,"Down",1.289e+09,-4.13e+08,8.76e+08,-6.33e+08,-2.93e+08,-3.34e+08,-6e+06,2.43e+08,2.3e+07,2.3e+07,2.66e+08,2.65e+08,-3e+06,2.62e+08,2.62e+08,2.62e+08,2.62e+08,5.161e+09,3.887e+09,1.274e+09,8.06e+08,8.06e+08,2.8e+08,2.8e+08,6.247e+09,4.26e+08,2.184e+09,9.3e+07,1.891e+09,1.06e+08,9.4e+07,2.61e+09,8.857e+09,1.162e+09,7e+07,1.092e+09,9.28e+08,9.28e+08,2.09e+09,9.94e+08,4.29e+08,1e+06,4.28e+08,1.423e+09,3.513e+09,3e+06,5.358e+09,-1.7e+07,5.344e+09,5.344e+09,8.857e+09,2.62e+08,3.4e+07,8e+07,5.78e+08,9.54e+08,-2.1e+07,3.94e+08,3.73e+08,-2.92e+08,0,-2.92e+08,-2e+07,-3.12e+08,1.015e+09,1.015e+09,-9e+06,1.006e+09,2.77e+08,9.94e+08,8.37e+08,0.6796,0.18852,0.20326,0.04903,0.02958,3.19466,2.989,0.65737,0.11223,0.86755,0.86184,4.26821,17.69536,2.77152,8,0.03872,0.12369,-15.04332,-17.14815
"36","2019_Q1",93.6598360655738,"Up",1.238e+09,-2.76e+08,9.62e+08,-7.55e+08,-3.52e+08,-3.98e+08,-5e+06,2.07e+08,2.3e+07,2.3e+07,2.3e+08,2.19e+08,-10000000.0000001,2.09e+08,2.09e+08,2.09e+08,2.09e+08,5.445e+09,4.708e+09,7.37e+08,6.23e+08,6.23e+08,3.13e+08,3.13e+08,6.381e+09,4.48e+08,2.128e+09,8.7e+07,1.892e+09,3.5e+07,1.14e+08,2.576e+09,8.957e+09,1.165e+09,1.13e+08,1.052e+09,1.1e+09,1.1e+09,2.265e+09,9.94e+08,3.67e+08,2e+06,3.65e+08,1.361e+09,3.626e+09,3e+06,5.358e+09,-3e+07,5.331e+09,5.331e+09,8.957e+09,2.09e+08,3.7e+07,1.76e+08,1.77e+08,5.99e+08,-3.5e+07,5.35e+08,5e+08,-2.76e+08,2.5e+07,-3.01e+08,-6e+06,-2.82e+08,8.17e+08,8.17e+08,4e+06,8.21e+08,2.44e+08,9.94e+08,3.96e+08,0.77706,0.16721,0.16882,0.0392,0.02333,1.89474,2.81722,0.68017,0.11097,0.699,0.68977,4.14047,17.82943,1.32441,6,0.03123,0.05918,-18.2418,-21.50242
"37","2019_Q2",94.1277777777778,"Up",1.209e+09,-1.87e+08,1.022e+09,-6.06e+08,-2.2e+08,-3.81e+08,-5e+06,4.16e+08,2.1e+07,2.1e+07,4.37e+08,4.36e+08,9.85e+08,1.421e+09,1.421e+09,1.421e+09,1.421e+09,5.187e+09,3.533e+09,1.654e+09,3.29e+08,3.29e+08,2.84e+08,2.84e+08,5.8e+09,4.46e+08,3.503e+09,8e+07,1.892e+09,1.208e+09,3.23e+08,3.949e+09,9.749e+09,9.71e+08,5.6e+07,9.15e+08,6.79e+08,6.79e+08,1.65e+09,9.95e+08,6.19e+08,2e+06,6.17e+08,1.614e+09,3.264e+09,3e+06,6.499e+09,-1.7e+07,6.485e+09,6.485e+09,9.749e+09,1.421e+09,3.7e+07,-1.101e+09,-1.99e+08,1.58e+08,-4.5e+07,-9.05e+08,-9.5e+08,-3.02e+08,3e+06,-3.05e+08,-8.3e+07,-3.85e+08,-1.177e+09,-1.177e+09,2e+06,-1.175e+09,4.53e+08,9.95e+08,-7.76e+08,0.84533,0.34409,1.17535,0.21912,0.14576,-0.54609,3.51515,0.50332,0.10206,4.78451,4.75251,4.07071,21.83502,-2.61279,6,0.17545,-0.09581,-9.25386,-10.07692
"38","2019_Q3",92.823125,"Down",1.348e+09,-4.05e+08,9.43e+08,-6.73e+08,-2.8e+08,-3.87e+08,-6e+06,2.7e+08,1.6e+07,1.6e+07,2.86e+08,2.84e+08,5.7e+08,8.54e+08,8.54e+08,8.54e+08,8.54e+08,4.883e+09,2.94e+09,1.943e+09,8.56e+08,8.56e+08,3.01e+08,3.01e+08,6.04e+09,4.42e+08,4.111e+09,7.2e+07,1.89e+09,1.835e+09,3.14e+08,4.553e+09,1.0593e+10,1.172e+09,1.48e+08,1.024e+09,6.46e+08,6.46e+08,1.818e+09,9.95e+08,6.22e+08,2e+06,6.2e+08,1.617e+09,3.435e+09,3e+06,7.165e+09,-1e+07,7.158e+09,7.158e+09,1.0593e+10,8.54e+08,3.5e+07,-5.34e+08,-3.18e+08,37000000.0000001,-2.7e+07,-2.86e+08,-3.13e+08,-2.76e+08,3e+07,-3.06e+08,-3.6e+07,-3.12e+08,-5.88e+08,-5.88e+08,-5e+06,-5.93e+08,3.05e+08,9.95e+08,-6.1e+08,0.69955,0.2003,0.63353,0.11931,0.08062,-0.71429,3.32233,0.47988,0.09393,2.89492,2.89492,4.56949,24.26441,-2.0678,6,0.09732,-0.06952,-12.74754,-14.4
"39","2019_Q4",98.08328125,"Up",1.593e+09,-5.08e+08,1.085e+09,-7.22e+08,-3.28e+08,-3.89e+08,-5e+06,3.63e+08,1.3e+07,1.3e+07,3.76e+08,3.74e+08,-2.8e+07,3.46e+08,3.46e+08,3.46e+08,3.46e+08,5.602e+09,3.603e+09,1.999e+09,7.98e+08,7.98e+08,2.29e+08,2.29e+08,6.629e+09,4.39e+08,4.093e+09,6.2e+07,1.892e+09,1.828e+09,3.11e+08,4.532e+09,1.1161e+10,1.265e+09,6.1e+07,1.204e+09,1.073e+09,1.073e+09,2.338e+09,9.95e+08,5.91e+08,2e+06,5.89e+08,1.586e+09,3.924e+09,3e+06,7.267e+09,-3.3e+07,7.237e+09,7.237e+09,1.1161e+10,3.46e+08,3.9e+07,9.8e+07,6.21e+08,1.104e+09,-2.8e+07,-5.5e+07,-8.3e+07,-3.04e+08,1e+06,-3.05e+08,-5.7e+07,-3.61e+08,6.6e+08,6.6e+08,3e+06,6.63e+08,4.02e+08,9.95e+08,1.023e+09,0.6811,0.22787,0.2172,0.04781,0.031,2.95665,2.83533,0.54221,0.08915,1.1931,1.17687,5.4931,24.95517,3.52759,8,0.03922,0.11595,-11.4602,-12.69146
"40","2020_Q1",103.982258064516,"Up",1.387e+09,-2.69e+08,1.118e+09,-7.17e+08,-3.09e+08,-4.02e+08,-6e+06,4.01e+08,1.3e+07,1.3e+07,4.14e+08,4.14e+08,4e+06,4.18e+08,4.18e+08,4.18e+08,4.18e+08,5.735e+09,3.768e+09,1.967e+09,4.61e+08,4.61e+08,3.21e+08,3.21e+08,6.517e+09,4.49e+08,4.146e+09,5.3e+07,1.885e+09,1.903e+09,3.05e+08,4.595e+09,1.1112e+10,1.12e+09,6.8e+07,1.052e+09,9.45e+08,9.45e+08,2.664e+09,3.97e+08,5.9e+08,1e+06,5.89e+08,9.87e+08,3.651e+09,3e+06,7.508e+09,-5e+07,7.461e+09,7.461e+09,1.1112e+10,4.18e+08,3.9e+07,1.889e+09,-1.848e+09,4.98e+08,-4e+07,2.9e+07,-1.1e+07,-2.63e+08,2.8e+07,-2.91e+08,-3.7e+07,-3e+08,1.87e+08,1.87e+08,-2.2e+07,1.65e+08,4.4e+08,9.96e+08,-1.452e+09,0.80606,0.28911,0.30137,0.05602,0.03762,-3.47368,2.44632,0.48934,0.08963,1.44138,1.43151,4.78276,25.72759,-5.0069,7,0.0462,-0.1605,-10.77045,-11.81796
"41","2020_Q2",116.740317460317,"Up",1.459e+09,-2.88e+08,1.171e+09,-7e+08,-2.57e+08,-4.38e+08,-5e+06,4.71e+08,-3e+06,-3e+06,4.68e+08,4.68e+08,-1.03e+08,3.65e+08,3.65e+08,3.65e+08,3.65e+08,5.96e+09,4.013e+09,1.947e+09,5.07e+08,5.07e+08,2.23e+08,2.23e+08,6.69e+09,4.5e+08,4.144e+09,4.8e+07,1.889e+09,1.894e+09,3.13e+08,4.594e+09,1.1284e+10,1.091e+09,5.1e+07,1.04e+09,8.78e+08,8.78e+08,2.568e+09,3.97e+08,5.37e+08,1e+06,5.36e+08,9.34e+08,3.502e+09,3e+06,7.831e+09,-5.2e+07,7.782e+09,7.782e+09,1.1284e+10,3.65e+08,3.7e+07,1.02e+08,-1.26e+08,3.78e+08,-3.8e+07,3e+07,-8e+06,-7.5e+07,3e+06,-7.8e+07,-6.9e+07,-1.44e+08,2.26e+08,2.26e+08,1.9e+07,2.45e+08,5.08e+08,9.96e+08,4.47e+08,0.8026,0.32282,0.25017,0.0469,0.03235,1.22466,2.60514,0.45001,0.08827,1.26736,1.25,5.06597,27.02083,1.55208,6,0.03918,0.04799,-9.77165,-10.53928
"42","2020_Q3",134.678125,"Up",1.151e+09,-2.86e+08,8.65e+08,-7.16e+08,-2.89e+08,-4.21e+08,-6e+06,1.49e+08,-1e+07,-1e+07,1.39e+08,1.39e+08,4.6e+07,1.85e+08,1.85e+08,1.85e+08,1.85e+08,6.031e+09,4.059e+09,1.972e+09,4.23e+08,4.23e+08,3.76e+08,3.76e+08,6.83e+09,4.58e+08,4.182e+09,4.2e+07,1.891e+09,1.937e+09,3.12e+08,4.64e+09,1.147e+10,1.247e+09,1.64e+08,1.083e+09,6.39e+08,6.39e+08,2.485e+09,3.97e+08,5.13e+08,1e+06,5.12e+08,9.1e+08,3.395e+09,1.48e+08,8.016e+09,-8.9e+07,8.075e+09,8.075e+09,1.147e+10,1.85e+08,4e+07,1.13e+08,-2.77e+08,6.1e+07,-2.5e+07,-2.8e+07,-5.3e+07,4e+07,4e+07,0,-8e+06,32000000.0000001,40000000.0000001,40000000.0000001,6e+06,4.6e+07,1.89e+08,9.96e+08,-1.59e+08,0.75152,0.12945,0.16073,0.02291,0.01613,-0.859460000000002,2.74849,0.42043,0.08684,0.63793,0.63356,3.96897,27.84483,-0.548280000000001,5,0.0193,-0.0165900000000001,-26.64021,-33.79195
"43","2020_Q4",127.45,"Down",1.673e+09,-6.01e+08,1.072e+09,-8.21e+08,-3.65e+08,-4.51e+08,-5e+06,2.51e+08,-6e+06,-6e+06,2.45e+08,2.45e+08,-3.4e+07,2.11e+08,2.11e+08,2.11e+08,2.11e+08,6.71e+09,4.772e+09,1.938e+09,7.78e+08,7.78e+08,2.33e+08,2.33e+08,7.721e+09,4.67e+08,4.232e+09,3.7e+07,1.896e+09,1.924e+09,3.75e+08,4.699e+09,1.242e+10,1.512e+09,8.9e+07,1.423e+09,1.38e+09,1.38e+09,3.492e+09,3.97e+08,5.68e+08,1e+06,5.67e+08,9.65e+08,4.457e+09,3e+06,8.054e+09,-9.4e+07,7.963e+09,7.963e+09,1.242e+10,2.11e+08,4.6e+07,1.11e+08,7.56e+08,1.124e+09,-3e+07,3e+07,0,-3.13e+08,1.3e+07,-3.26e+08,-6.7e+07,-4.29e+08,6.95e+08,6.95e+08,1.8e+07,7.13e+08,2.97e+08,9.97e+08,1.057e+09,0.64077,0.15003,0.12612,0.0265,0.01699,5.00948,2.21105,0.55971,0.08027,0.7301,0.7226,5.78893,27.55363,3.65744,5,0.02729,0.11094,-19.23569,-22.76096
"44","2021_Q1",137.12262295082,"Up",1.346e+09,-3.19e+08,1.027e+09,-8.52e+08,-3.7e+08,-4.68e+08,-1.4e+07,1.75e+08,-1e+07,-1e+07,1.65e+08,1.65e+08,-8.9e+07,7.6e+07,7.6e+07,7.6e+07,7.6e+07,6.366e+09,5.26e+09,1.106e+09,5.21e+08,5.21e+08,3.26e+08,3.26e+08,7.213e+09,4.91e+08,5.584e+09,3.09e+08,2.868e+09,2.045e+09,3.62e+08,6.075e+09,1.3288e+10,1.437e+09,9.6e+07,1.341e+09,1.527e+09,1.527e+09,2.964e+09,1.876e+09,6.08e+08,4.3e+07,5.65e+08,2.484e+09,5.448e+09,3000000.00000001,7.887e+09,-5e+07,7.84e+09,7.84e+09,1.3288e+10,7.6e+07,5.8e+07,1.09e+08,1.28e+08,3.71e+08,-3.1e+07,8.26e+08,-4.44e+08,-2.95e+08,3e+07,-3.25e+08,-8e+06,5.26e+08,4.53e+08,4.53e+08,3.5e+07,4.88e+08,2.33e+08,1.876e+09,4.19e+08,0.763,0.13001,0.05646,0.00969,0.00572,5.51316,2.43354,0.6949,0.14118,0.26298,0.26027,4.65744,27.12803,1.44983,3,0.01211,0.04059,-19.27039,-25.65714
"45","2021_Q2",140.620634920635,"Up",1.551e+09,-3.15e+08,1.236e+09,-9.14e+08,-3.59e+08,-5.15e+08,-4e+07,3.22e+08,-1.4e+07,-1.4e+07,3.08e+08,3.08e+08,-1.04e+08,2.04e+08,2.04e+08,2.04e+08,2.04e+08,3.719e+09,2.838e+09,8.81e+08,5.57e+08,5.57e+08,4.01e+08,4.01e+08,4.677e+09,5.1e+08,7.547e+09,9.09e+08,4.256e+09,1.96e+09,4.22e+08,8.057e+09,1.2734e+10,1.166e+09,7.3e+07,1.093e+09,1.305e+09,1.305e+09,2.471e+09,1.877e+09,6.58e+08,2.4e+07,6.34e+08,2.535e+09,5.006e+09,3e+06,7.76e+09,-3.5e+07,7.728e+09,7.728e+09,1.2734e+10,2.04e+08,1.05e+08,1.25e+08,-5.77e+08,-1.43e+08,-4.4e+07,2.22e+08,-1.811e+09,-3.25e+08,54168952.4999641,-3.25e+08,-1.05e+08,-4.79e+08,-2.433e+09,-2.433e+09,1.1e+07,-2.422e+09,4.27e+08,1.877e+09,-9e+07,0.79691,0.20761,0.13153,0.0264,0.01602,-0.44118,1.89276,0.64777,0.1474,0.71579,0.70833,5.44211,27.11579,-0.31579,2,0.02465,-0.00877,-4.31382,-5.7205
"46","2021_Q3",139.2496875,"Down",1.826e+09,-4.94e+08,1.332e+09,-9.62e+08,-4.09e+08,-5.53e+08,-95640896.3692097,3.7e+08,-1.4e+07,-1.4e+07,3.56e+08,3.26e+08,-3.2e+07,2.94e+08,2.94e+08,2.94e+08,2.94e+08,1.972e+09,1.63e+09,3.42e+08,1.031e+09,1.031e+09,3.87e+08,3.87e+08,3.39e+09,5.16e+08,9.113e+09,1.08e+09,5.459e+09,2.139e+09,4.35e+08,9.629e+09,1.3019e+10,1.255e+09,1.36e+08,1.119e+09,1.322e+09,1.322e+09,2.577e+09,1.877e+09,7.09e+08,6.8e+07,6.41e+08,2.586e+09,5.163e+09,3e+06,7.855e+09,-2e+06,7.856e+09,7.856e+09,1.3019e+10,2.94e+08,9.4e+07,1.49e+08,-4.73e+08,63999999.9999999,-4.3e+07,5.37e+08,-9.11e+08,-2.84e+08,4.1e+07,-3.25e+08,-1.6e+07,-3.48e+08,-1.195e+09,-1.195e+09,-1.3e+07,-1.208e+09,4.64e+08,1.877e+09,-20000000.0000001,0.72946,0.20263,0.16101,0.03742,0.02258,-0.0680299999999993,1.31548,0.6572,0.14417,1.03158,1.02083,6.40702,27.56491,-0.0701799999999999,5,0.03275,-0.00191999999999999,-0.204740000000001,-0.256759999999999
"47","2021_Q4",133.604375,"Down",1.789e+09,-6.31e+08,1.158e+09,-9.95e+08,-4.56e+08,-5.39e+08,-146044206.780406,1.63e+08,-1.1e+07,-1.1e+07,1.52e+08,9.1e+07,-2.5e+07,6.6e+07,6.6e+07,6.6e+07,6.6e+07,3.016e+09,2.67e+09,3.46e+08,9.65e+08,9.65e+08,3.77e+08,3.77e+08,4.358e+09,5.22e+08,9.05e+09,1.052e+09,5.389e+09,2.13e+09,4.79e+08,9.572e+09,1.393e+10,1.529e+09,8.6e+07,1.443e+09,2.101e+09,2.101e+09,3.63e+09,1.878e+09,8.05e+08,7.5e+07,7.3e+08,2.683e+09,6.313e+09,3e+06,7.608e+09,6e+06,7.617e+09,7.617e+09,1.393e+10,6.6e+07,1.46e+08,1.29e+08,1.193e+09,1.534e+09,-4.8e+07,-4e+06,-4.9e+07,-3.22e+08,3e+06,-3.25e+08,-7.2e+07,-4.42e+08,1.043e+09,1.043e+09,-3e+06,1.04e+09,3.09e+08,1.878e+09,1.479e+09,0.64729,0.09111,0.03689,0.00866,0.00474,22.40909,1.20055,0.8288,0.13482,0.23239,0.23077,6.2993,26.82042,5.20775,5,0.01107,0.14359,-3.68285,-6.9816
"48","2022_Q1",129.440967741935,"Down",1.825e+09,-4.19e+08,1.406e+09,-1.132e+09,-4.1e+08,-5.79e+08,-1.43e+08,2.74e+08,-9e+06,-9e+06,2.65e+08,3.56e+08,-1.31e+08,2.25e+08,2.25e+08,2.25e+08,2.25e+08,3.062e+09,2.732e+09,3.3e+08,6.5e+08,6.5e+08,4.39e+08,4.39e+08,4.151e+09,5.5e+08,9.099e+09,9.62e+08,5.387e+09,2.243e+09,5.07e+08,9.649e+09,1.38e+10,1.489e+09,1.01e+08,1.388e+09,2.024e+09,2.024e+09,3.513e+09,1.878e+09,7.84e+08,1e+06,7.83e+08,2.662e+09,6.175e+09,3e+06,7.607e+09,1.5e+07,7.625e+09,7.625e+09,1.38e+10,2.25e+08,1.41e+08,1.25e+08,-4.7e+07,4.44e+08,-5.3e+07,2e+07,-3.3e+07,-2.92e+08,3.3e+07,-3.25e+08,-1.1e+07,-3.51e+08,6e+07,6e+07,2e+06,6.2e+07,4.15e+08,1.878e+09,4.46e+08,0.77041,0.15014,0.12329,0.02951,0.0163,1.98222000000001,1.18161,0.80984,0.13609,0.79225,0.78671,6.42606,26.84859,1.57042,8,0.02654,0.04336,-2.85301,-4.32117
"49","2022_Q2",127.007903225806,"Down",1.767e+09,-3.14e+08,1.453e+09,-1.012e+09,-4.01e+08,-5.72e+08,-3.9e+07,4.41e+08,-5e+06,-5e+06,4.36e+08,4.36e+08,-1.25e+08,3.11e+08,3.11e+08,3.11e+08,3.11e+08,2.416e+09,2.082e+09,3.34e+08,5.79e+08,5.79e+08,5.22e+08,5.22e+08,3.517e+09,5.45e+08,9.13e+09,8.93e+08,5.382e+09,2.327e+09,5.28e+08,9.675e+09,1.3192e+10,1.285e+09,7e+07,1.215e+09,1.548e+09,1.548e+09,2.833e+09,1.878e+09,8.4e+08,1e+06,8.39e+08,2.718e+09,5.551e+09,3e+06,7.567e+09,7.1e+07,7.641e+09,7.641e+09,1.3192e+10,3.11e+08,1.14e+08,1.25e+08,-6.28e+08,-7.8e+07,-5.9e+07,-6e+06,-6.5e+07,-3.19e+08,1e+06,-3.2e+08,-1.04e+08,-4.76e+08,-6.19e+08,-6.19e+08,-3.1e+07,-6.5e+08,5.55e+08,1.878e+09,-7e+06,0.8223,0.24958,0.176,0.0407,0.02357,-0.02251,1.24144,0.72648,0.14236,1.1147,1.10676,6.33333,27.3871,-0.02509,6,0.03514,-0.00068,-0.96937,-1.21995
"50","2022_Q3",126.17890625,"Down",1.904e+09,-4.62e+08,1.442e+09,-9.72e+08,-4.07e+08,-5.65e+08,210657448.425192,4.7e+08,4434684.51090092,4434684.51090092,4.7e+08,4.27e+08,-1.28e+08,2.99e+08,2.99e+08,2.99e+08,2.99e+08,1.874e+09,1.539e+09,3.35e+08,9.19e+08,9.19e+08,6.49e+08,6.49e+08,3.442e+09,5.31e+08,9.106e+09,8.11e+08,5.375e+09,2.395e+09,5.25e+08,9.637e+09,1.3079e+10,1.17e+09,1.36e+08,1.034e+09,1.391e+09,1.391e+09,2.561e+09,1.879e+09,8.41e+08,999999.999999996,8.4e+08,2.72e+09,5.281e+09,3e+06,7.658e+09,1.37e+08,7.798e+09,7.798e+09,1.3079e+10,2.99e+08,1.27e+08,1.4e+08,-6.78e+08,-1.12e+08,-5.3e+07,-1e+06,-5.4e+07,-2.82e+08,4.3e+07,-3.25e+08,-1.3e+07,-3.48e+08,-5.14e+08,-5.14e+08,-2.9e+07,-5.43e+08,5.97e+08,1.879e+09,-5999999.99999999,0.75735,0.24685,0.15704,0.03834,0.02286,-0.02007,1.34401,0.67722,0.14367,1.07554,1.07168,6.84892,28.05036,-0.02158,6,0.03347,-0.00057,0.00837999999999994,0.01064
