"","YQ","p","d","revenue","net_interest_income","total_interest_income","total_interest_expense","total_non_interest_income","commissions_fees_earned","other_non_interest_income","provision_for_loan_losses","net_revenue_after_provisions","total_non_interest_expense","other_operating_expenses","operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","short_long_term_investments","net_loans","reserve_for_loan_losses","total_loans","net_fixed_assets","goodwill","other_assets","total_assets","total_deposits","interest_bearing_deposits","short_term_debt","long_term_debt","other_liabilities","total_liabilities","share_capital_additional_paid_in_capital","common_stock","additional_paid_in_capital","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization","provision_for_loan_losses_2","non_cash_items","change_in_working_capital","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","net_change_in_investments","net_change_in_loans_interbank","net_cash_from_investing_activities","dividends_paid","cash_from_repayment_of_debt","net_change_in_deposits","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"39","2019_Q4",9.88484375,"Up",260301000,235915000,454551000,-218636000,24386000,7580000,16806000,-4781000,255520000,-123302000,-123302000,132218000,132218000,132218000,-33172000,99046000,99046000,99046000,90839000,854678000,5887429000,40694787000,-149433000,40844220000,321792000,2426379000,2352564000,52537629000,31572176000,31572176000,8e+08,12826360000,644086000,45842622000,6112280000,4904000,6107376000,328407000,-27851000,6695007000,6695007000,52537629000,99046000,6700000,4781000,31441000,-61983000,79985000,-704000,-171365000,54757000,-149339000,-87560000,543992000,-760350000,-304263000,-373617000,-373617000,-373617000,138918000,13626360000,109403000,0.50794,0.34898,0.01357,0.00173,1.20436,6.84729,0.25936,0.1952,0.19503,0.55936,13.30628,0.23509,0.18816,0.0034,0.00208,0.9639,91.93684,96.59564
"40","2020_Q1",9.03145161290323,"Down",259302000,242070000,450523000,-208453000,17232000,6705000,2527000,-1597000,257705000,-125879000,-125879000,131826000,131826000,131826000,-30695000,101131000,101131000,101131000,92752000,741870000,5885887000,41746517000,-147638000,41894155000,312626000,2426379000,2527542000,53640821000,31657132000,31657132000,8e+08,13757593000,714402000,46929127000,6120391000,4904000,6115487000,342023000,-32843000,6711694000,6711694000,53640821000,101131000,6529000,1597000,63430000,-2647000,170040000,9646000,-82133000,-1030952000,-1212041000,-87336000,930188000,85253999.9999998,928278000,-113723000,-113723000,-113723000,138355000,14557593000,176049000,0.50839,0.3577,0.01382,0.00173,1.89806,6.99214,0.27139,0.19933,0.19915,0.55726,13.34322,0.37834,0.18769,0.00336,0.00328,0.94161,99.85706,104.80272
"41","2020_Q2",8.31,"Down",261366000,244467000,441042000,-196575000,16899000,7018000,9881000,-20601000,240765000,-125522000,-125522000,115243000,115243000,115243000,-14915000,100328000,100328000,100328000,92121000,1334206000,5487861000,42129515000,-162244000,42291759000,306657000,2426379000,2576475000,54261093000,31972766000,31972766000,8e+08,14132827000,718115000,47623708000,6106444000,4904000,6101540000,344344000,-80565000,6637385000,6637385000,54261093000,100328000,6407000,20601000,58570000,-55210000,130696000,-438000,225406000,-331036000,-104296000,-87539000,3.75e+08,315634000,565936000,592336000,592336000,592336000,121650000,14932827000,80917000,0.44093,0.35246,0.01388,0.0017,0.87838,7.17507,0.2752,0.19811,0.19793,0.56208,13.19274,0.17402,0.18826,0.00331,0.00149,0.95026,111.7848,117.99954
"42","2020_Q3",8.030625,"Down",280634000,265533000,422958000,-157425000,15101000,3982000,11119000,-17399000,263235000,-123478000,-123478000,139757000,139757000,139757000,-35085000,104672000,104672000,104672000,96879000,1404527000,5201700000,42131900000,-174287000,42306187000,297180000,2426379000,2748730000,54210416000,31729581000,31729581000,8e+08,14208064000,779758000,47517403000,6114501000,4904000,6109597000,362724000,-29820000,6693013000,6693013000,54210416000,104672000,6593000,17399000,43430000,-155790000,16304000,3438000,293594000,34036000,331296000,-86461000,74999999.9999999,-243634000,-276936000,70663999.9999999,70663999.9999999,70663999.9999999,146350000,15008064000,29083000,0.498,0.34521,0.01447,0.00179,0.3002,7.09955,0.27685,0.20972,0.20947,0.60752,13.40057,0.06296,0.18717,0.00338,0.00054,0.89246,92.95208,97.33707
"43","2020_Q4",7.91078125,"Down",2.96e+08,2.82e+08,4.18e+08,-1.36e+08,1.4e+07,5e+06,9e+06,-1.3e+07,2.83e+08,-1.29e+08,-1.29e+08,1.54e+08,1.54e+08,1.54e+08,-3.8e+07,1.16e+08,1.16e+08,1.16e+08,1.07e+08,1458641000,5265192000,42640912000,-188307000,42829219000,289788000,2426379000,2850843000,54931755000,31704941000,31704941000,8e+08,14883303000,808781000,48197025000,6122806000,4904000,6117902000,391528000,-24923000,6734730000,6734730000,54931755000,1.16e+08,5e+06,1.3e+07,2.9e+07,-6.9e+07,9.4e+07,1e+06,-1.07e+08,-5.03e+08,-6.03e+08,-8.7e+07,6.74e+08,-2.4e+07,5.63e+08,5.4e+07,5.4e+07,5.4e+07,1.59e+08,15683303000,1.29e+08,0.52027,0.36149,0.01589,0.00195,1.20561,7.15649,0.28551,0.23172,0.23128,0.64101,13.4957,0.27936,0.18841,0.00353,0.00235,0.81308,89.46328,92.36794
"44","2021_Q1",10.096393442623,"Up",3.23e+08,3.08e+08,4.26e+08,-1.18e+08,1.5e+07,6e+06,8e+06,-1.1e+07,3.12e+08,-1.33e+08,-1.33e+08,1.79e+08,1.79e+08,1.79e+08,1.1e+07,1.9e+08,1.9e+08,1.9e+08,1.82e+08,1.948e+09,5.845e+09,4.269e+10,-1.94e+08,4.2884e+10,2.87e+08,2.426e+09,3.11e+09,5.6306e+10,3.2437e+10,3.2437e+10,8e+08,1.5284e+10,9.43e+08,4.9464e+10,6.128e+09,5e+06,6.123e+09,4.94e+08,-2.5e+07,6.842e+09,6.842e+09,5.6306e+10,1.9e+08,6e+06,1.1e+07,1.26e+08,-2.41e+08,9.2e+07,-3e+06,-6.19e+08,-3.1e+07,-6.49e+08,-8.8e+07,4.01e+08,7.32e+08,1.045e+09,4.88e+08,4.88e+08,4.88e+08,1.85e+08,1.6084e+10,-7e+07,0.55418,0.56347,0.0266,0.00323,-0.38462,7.22947,0.28565,0.39317,0.39265,0.69778,13.69414,-0.15122,0.19011,0.0048,-0.00124,0.48352,76.41081,78.97207
"45","2021_Q2",10.5922222222222,"Up",3.32e+08,3.18e+08,4.23e+08,-1.05e+08,1.4e+07,5e+06,9e+06,-4e+06,3.28e+08,-1.32e+08,-1.32e+08,1.96e+08,1.96e+08,1.96e+08,-5.1e+07,1.45e+08,1.45e+08,1.45e+08,1.37e+08,2722915000,6193706000,42927381000,-197758000,43125139000,282407000,2426379000,3104104000,57656892000,34197136000,34197136000,8e+08,14958787000,904529000,50860452000,6108155000,4904000,6103251000,552566000,-122116000,6796440000,6796440000,57656892000,1.45e+08,6e+06,4e+06,4.1e+07,-7.2e+07,1.24e+08,-3411105.32625662,-4.91e+08,-1.97e+08,-6.81e+08,-8.7e+07,-3.25e+08,1.76e+09,1.332e+09,7.75e+08,7.75e+08,7.75e+08,2.02e+08,15758787000,-111040894.304604,0.59036,0.41265,0.02016,0.00238,-0.796595129167054,7.4834,0.27332,0.29545,0.29501,0.71599,13.57271,-0.240023959249771,0.18762,0.00389,-0.00198011761967625,0.63504,64.53402,66.50955
"46","2021_Q3",10.9009375,"Up",3.47e+08,3.31e+08,4.31e+08,-1e+08,1.6e+07,6e+06,1e+07,4e+06,3.51e+08,-1.29e+08,-1.29e+08,2.22e+08,2.22e+08,2.12e+08,-6e+07,1.52e+08,1.52e+08,1.52e+08,1.44e+08,2.086e+09,6.093e+09,4.3373e+10,-2.02e+08,4.3575e+10,2.78e+08,2.426e+09,3.213e+09,5.7469e+10,3.4177e+10,3.4177e+10,8e+08,1.4659e+10,9.17e+08,5.0553e+10,6.116e+09,5e+06,6.111e+09,6.17e+08,-7.5e+07,6.916e+09,6.916e+09,5.7469e+10,1.52e+08,5e+06,-4e+06,-3000000.00000001,-2.6e+08,-1.1e+08,-2e+06,1.69e+08,-2.88e+08,-1.21e+08,-8.7e+07,-3e+08,-2e+07,-4.06e+08,-6.37e+08,-6.37e+08,-6.37e+08,2.27e+08,1.5459e+10,2.5e+07,0.63977,0.41499,0.02082,0.00251,0.17361,7.30957,0.269,0.31055,0.31008,0.74834,13.83021,0.05391,0.18762,0.00402,0.000439999999999998,0.60417,58.91189,60.23874
"47","2021_Q4",11.60515625,"Up",3.33e+08,3.18e+08,4.15e+08,-9.7e+07,1.5e+07,10632489.5499722,1.5e+07,1e+06,3.34e+08,-1.29e+08,-1.29e+08,2.05e+08,2.05e+08,1.99e+08,-5e+07,1.49e+08,1.49e+08,1.49e+08,1.4e+08,2.522e+09,5.914e+09,4.3487e+10,-2e+08,4.3687e+10,2.74e+08,2.426e+09,3.267e+09,5.789e+10,3.4621e+10,3.4621e+10,8e+08,1.4634e+10,8.68e+08,5.0923e+10,6.124e+09,5e+06,6.119e+09,6.78e+08,-9.2e+07,6.967e+09,6.967e+09,5.789e+10,1.49e+08,5e+06,-1e+06,-2.5e+07,-6.7e+07,6.1e+07,-1e+06,1.17e+08,-7.4e+07,4.5e+07,-8.8e+07,-2.5e+07,4.44e+08,3.3e+08,4.36e+08,4.36e+08,4.36e+08,2.1e+08,1.5434e+10,1.92e+08,0.61562,0.42042,0.02009,0.00242,1.37143,7.30917,0.26661,0.30169,0.30115,0.71759,13.9295,0.41375,0.18963,0.00394,0.00332,0.62857,61.48571,62.98537
"48","2022_Q1",10.8591935483871,"Down",3.38e+08,3.22e+08,4.2e+08,-9.8e+07,1.6e+07,1.2e+07,4e+06,-4e+06,3.34e+08,-1.28e+08,-1.28e+08,2.06e+08,2.06e+08,1.99e+08,-4.9e+07,1.5e+08,1.5e+08,1.5e+08,1.42e+08,2.211e+09,7.714e+09,4.5539e+10,-1.99e+08,4.5738e+10,2.7e+08,2.426e+09,1.367e+09,5.9527e+10,3.5059e+10,3.0525e+10,800000112.760852,1.5762e+10,1.662e+09,5.2483e+10,6.131e+09,5e+06,6.126e+09,7.41e+08,-8.5e+07,7.044e+09,7.044e+09,5.9527e+10,1.5e+08,5e+06,4e+06,-1e+06,5.7e+07,2.15e+08,-1e+06,2.5e+07,-2.031e+09,-2.005e+09,-8.7e+07,1.128e+09,4.38e+08,1.479e+09,-3.11e+08,-3.11e+08,-3.11e+08,2.11e+08,1.5762e+10,3.16e+08,0.60947,0.42012,0.02016,0.00239,2.22535,7.45074,0.26479,0.30554,0.30482,0.72728,14.0743,0.67994,0.1872,0.00385,0.00531,0.61268,64.22275,65.78155
"49","2022_Q2",9.03145161290323,"Down",3.46e+08,3.32e+08,4.29e+08,-9.7e+07,1.4e+07,6e+06,8e+06,2e+06,3.48e+08,-1.34e+08,-1.34e+08,2.14e+08,2.14e+08,2.07e+08,-5.2e+07,1.55e+08,1.55e+08,1.55e+08,1.47e+08,2.9e+09,5.627e+09,4.6561e+10,-1.97e+08,4.6758e+10,2.66e+08,2.426e+09,3.225e+09,6.1005e+10,3.7954e+10,3.7954e+10,8e+08,1.4537e+10,8.05e+08,5.4096e+10,6.112e+09,5e+06,6.107e+09,8.09e+08,-2.84e+08,6.909e+09,6.909e+09,6.1005e+10,1.55e+08,5e+06,-2e+06,-2e+06,2.9e+07,1.85e+08,-1e+06,-1.58e+08,-9.14e+08,-1.068e+09,-8.7e+07,-1.225e+09,2.895e+09,1.572e+09,6.89e+08,6.89e+08,6.89e+08,2.19e+08,1.5337e+10,2.99e+08,0.6185,0.42486,0.02128,0.00241,2.03401,7.82979,0.25141,0.31678,0.31678,0.74561,13.80463,0.64433,0.18748,0.00384,0.0049,0.59184,56.78995,58.11682
"50","2022_Q3",9.38671875,"Up",3.77e+08,3.59e+08,4.73e+08,-1.14e+08,1.8e+07,6e+06,1.2e+07,-9e+06,3.68e+08,-1.34e+08,-1.34e+08,2.34e+08,2.34e+08,2.3e+08,-5.9e+07,1.71e+08,1.71e+08,1.71e+08,1.63e+08,3.277e+09,7.505e+09,4.8321e+10,-2.16e+08,4.8537e+10,2.52e+08,2.426e+09,1.312e+09,6.3093e+10,4.1244e+10,3.6859e+10,8e+08,1.3507e+10,7.18e+08,5.6269e+10,6.119e+09,5e+06,6.114e+09,8.93e+08,-4.53e+08,6.824e+09,6.824e+09,6.3093e+10,1.71e+08,4e+06,9e+06,-1e+06,3.1e+07,2.14e+08,1.2e+07,-3.09e+08,-1.705e+09,-2.002e+09,-8.7e+07,-1.03e+09,3.29e+09,2.165e+09,3.77e+08,3.77e+08,3.77e+08,2.38e+08,1.4307e+10,3.4e+08,0.62069,0.43236,0.02389,0.00258,2.08589,8.24575,0.22676,0.35126,0.35126,0.81242,13.62146,0.73268,0.18748,0.00396,0.00539,0.53374,46.34454,47.13675
