"","YQ","p","d","revenue","cost_of_revenue","gross_profit","operating_expenses","selling_general_administrative","selling_marketing","general_administrative","research_development","depreciation_amortization","operating_income_loss","non_operating_income_loss","interest_expense_net","other_non_operating_income_loss","pretax_income_loss_adj","pretax_income_loss","income_tax_expense_benefit_net","income_loss_from_continuing_operations","income_loss_incl_minority_interest","net_income","net_income_common","cash_cash_equivalents_short_term_investments","cash_cash_equivalents","short_term_investments","accounts_notes_receivable","accounts_receivable_net","other_short_term_assets","prepaid_expenses","income_taxes_receivable","misc_short_term_assets","total_current_assets","property_plant_equipment_net","long_term_investments_receivables","other_long_term_assets","intangible_assets","goodwill","misc_long_term_assets","total_noncurrent_assets","total_assets","payables_accruals","accounts_payable","other_payables_accruals","other_short_term_liabilities","deferred_revenue_short_term","misc_short_term_liabilities","total_current_liabilities","long_term_debt","other_long_term_liabilities","misc_long_term_liabilities","total_noncurrent_liabilities","total_liabilities","preferred_equity","share_capital_additional_paid_in_capital","additional_paid_in_capital","treasury_stock","retained_earnings","other_equity","equity_before_minority_interest","total_equity","total_liabilities_equity","net_income_starting_line","depreciation_amortization_2","non_cash_items","stock_based_compensation","deferred_income_taxes","other_non_cash_adjustments","change_in_working_capital","change_in_accounts_receivable","change_in_accounts_payable","change_in_other","net_cash_from_operating_activities","change_in_fixed_assets_intangibles","acquisition_of_fixed_assets_intangibles","purchase_of_fixed_assets","net_change_in_long_term_investment","decrease_in_long_term_investment","increase_in_long_term_investment","other_investing_activities","net_cash_from_investing_activities","dividends_paid","cash_from_repurchase_of_equity","other_financing_activities","net_cash_from_financing_activities","net_cash_before_disc_operations_and_fx","net_cash_before_fx","net_change_in_cash","ebitda","total_debt","free_cash_flow","gross_profit_margin","operating_margin","net_profit_margin","return_on_equity","return_on_assets","free_cash_flow_to_net_income","current_ratio","liabilities_to_equity_ratio","debt_ratio","earnings_per_share_basic","earnings_per_share_diluted","sales_per_share","equity_per_share","free_cash_flow_per_share","dividends_per_share","return_on_invested_capital","cash_return_on_invested_capital","dividend_payout_ratio","net_debt_ebitda","net_debt_ebit"
"11","2012_Q4",54.6753225806452,"Up",1.926e+09,-1.94e+08,1.732e+09,-6.21e+08,-4.53e+08,-3.52e+08,-1.01e+08,-1.63e+08,-5e+06,1.111e+09,-3e+06,-1.2e+07,9e+06,1.108e+09,1.108e+09,-3.72e+08,7.36e+08,7.34e+08,7.34e+08,7.34e+08,1.522e+09,8.59e+08,6.63e+08,2.94e+08,2.94e+08,5.14e+08,6.5e+07,5e+06,3.25e+08,2.33e+09,5.55e+08,9e+07,2.141e+09,1.38e+08,1.883e+09,1.02e+08,2.786e+09,5.116e+09,6.76e+08,2.09e+08,2.1e+08,9.11e+08,3.68e+08,5.43e+08,1.587e+09,4.99e+08,1.95e+08,1.95e+08,6.94e+08,2.281e+09,0,3.007e+09,3.007e+09,-4.878e+09,4.677e+09,2.9e+07,2.835e+09,2.835e+09,5.116e+09,7.34e+08,5.2e+07,5.6e+07,3.7e+07,1.8e+07,1e+06,4.36e+08,2.97e+08,-4e+06,1.43e+08,1.278e+09,-3.3e+07,-3.3e+07,-3.3e+07,1.6e+07,1.16e+08,-1e+08,0,-1.7e+07,-4.5e+07,-1.53e+08,1.9e+07,-6.79e+08,5.82e+08,5.82e+08,5.82e+08,1.163e+09,4.99e+08,1.938e+09,0.89927,0.57684,0.3811,0.25891,0.14347,2.64033,1.46818,0.80459,0.09754,2.48814,2.42244,6.52881,9.61017,6.56949,0.15254,0.22074,0.54916,0.0613100000000008,-0.87962,-0.92079
"12","2013_Q1",58.2526666666667,"Up",3.08e+08,-1.5e+07,2.93e+08,-3.47e+08,-2.28e+08,-1.35e+08,-9.3e+07,-1.28e+08,9e+06,-53999999.9999998,-1.1e+07,-8e+06,-3e+06,-6.5e+07,-6.5e+07,3e+07,-34999999.9999999,4e+06,4e+06,4e+06,7.44e+08,3.93e+08,3.51e+08,1.42e+08,1.42e+08,6.37e+08,6.5e+07,5.3e+07,2.9e+08,1.523e+09,5.43e+08,7.5e+07,2.543e+09,2.07e+08,1.286e+09,9.4e+07,3.161e+09,4.684e+09,3.53e+08,1.39e+08,2.14e+08,9.12e+08,4.39e+08,4.34e+08,1.265e+09,4.99e+08,1.76e+08,1.66e+08,6.75e+08,1.94e+09,0,3.018e+09,3.015e+09,-4.911e+09,4.612e+09,2.5e+07,2.744e+09,2.744e+09,4.684e+09,4e+06,5.7e+07,-6999999.99999999,4.8e+07,-6.3e+07,8e+06,-2.36e+08,1.14e+08,-6.1e+07,-2.89e+08,-1.82e+08,-2e+07,-2e+07,-1e+07,3.21e+08,4.58e+08,-1.37e+08,-5.2e+07,-1.43e+08,-4.4e+07,-1.03e+08,8e+06,-1.39e+08,-4.64e+08,-4.64e+08,-4.66e+08,2999999.99999952,4.99e+08,-2.83e+08,0.9513,-0.17532,0.0129899999999999,0.00146000000000002,0.000850000000000017,-70.75,1.20395,0.707,0.10653,0.0136500000000006,0.0131999999999999,1.05119,9.36519,-0.96587,0.15017,0.01404,-0.0827700000000001,11,-81.66667,4.53704
"13","2013_Q2",55.3809375,"Down",5.62e+08,-1.35e+08,4.27e+08,-5e+08,-3.21e+08,-2.27e+08,-9.4e+07,-1.68e+08,-1.1e+07,-7.3e+07,-6e+06,-8e+06,2e+06,-7.9e+07,-7.9e+07,2.5e+07,-5.4e+07,-1.9e+07,-1.9e+07,-1.9e+07,5.58e+08,2.16e+08,3.42e+08,1.84e+08,1.84e+08,5.92e+08,8.5e+07,1.65e+08,2.09e+08,1.334e+09,5.95e+08,7.5e+07,2.49e+09,2.01e+08,2.191e+09,9.8e+07,3.16e+09,4.494e+09,3.02e+08,1.67e+08,1.35e+08,7.72e+08,4.21e+08,3.51e+08,1.074e+09,4.99e+08,1.76e+08,1.76e+08,6.75e+08,1.749e+09,0,3.114e+09,3.114e+09,-4.941e+09,4.543e+09,2.9e+07,2.745e+09,2.745e+09,4.494e+09,-1.9e+07,5.4e+07,5.3e+07,4.9e+07,5.3e+07,-4.9e+07,-2.33e+08,-1e+06,1.2e+07,-2.44e+08,-1.45e+08,-7e+07,-7e+07,-7e+07,1.5e+07,8.1e+07,-6.6e+07,-2e+06,0,-5e+07,-2.7e+07,4.4e+07,-3.3e+07,-1.78e+08,-1.78e+08,-1.77e+08,-1.9e+07,4.99e+08,-3.47e+08,0.75979,-0.12989,-0.03381,-0.00692,-0.00423,18.26316,1.24209,0.63716,0.11104,-0.06419,-0.06419,1.89865,9.27365,-1.1723,0.16892,0.00906,-0.10146,-2.63158,3.10526,0.80822
"14","2013_Q3",59.19671875,"Up",8.84e+08,-1.61e+08,7.23e+08,-6.39e+08,-4.58e+08,-3.51e+08,-1.07e+08,-1.69e+08,-1.2e+07,83999999.9999999,-6e+06,-7e+06,999999.999999999,78000000.0000001,77999999.9999999,-1.3e+07,6.5e+07,71000000.0000001,71000000.0000001,71000000.0000001,6.78e+08,3.99e+08,2.79e+08,5.41e+08,5.41e+08,6.93e+08,1.1e+08,1.57e+08,2.84e+08,1.912e+09,5.99e+08,8.8e+07,2.49e+09,1.87e+08,2.191e+09,1.12e+08,3.177e+09,5.089e+09,3.96e+08,2.13e+08,1.83e+08,1.2e+09,6.49e+08,5.51e+08,1.596e+09,4.99e+08,2.02e+08,2.02e+08,7.01e+08,2.297e+09,1.29246970711411e-26,3.186e+09,3.186e+09,-4.986e+09,4.563e+09,2.9e+07,2.792e+09,2.792e+09,5.089e+09,71000000.0000001,5.8e+07,4.7e+07,4.7e+07,-5e+06,4999999.99999999,8e+07,-3.57e+08,4.6e+07,3.91e+08,2.56e+08,-4.7e+07,-4.7e+07,-4.5e+07,6e+07,1.09e+08,-4.9e+07,-1.5e+07,-2e+06,-5.1e+07,-3.2e+07,1.2e+07,-7.1e+07,1.83e+08,1.83e+08,1.83e+08,1.42e+08,4.99e+08,1.88e+08,0.81787,0.09502,0.08032,0.02543,0.01395,2.64789000000002,1.19799,0.82271,0.09805,0.23986,0.23052,2.98649,9.43243,0.63514,0.1723,0.03493,0.05382,0.71831,-1.26056,-2.13095
"15","2013_Q4",66.19484375,"Up",2.091e+09,-1.4e+08,1.951e+09,-6.69e+08,-4.91e+08,-3.85e+08,-1.06e+08,-1.66e+08,-1.2e+07,1.282e+09,-4e+06,-8e+06,4e+06,1.278e+09,1.278e+09,-4.2e+08,8.58e+08,8.22e+08,8.22e+08,8.22e+08,1.995e+09,1.412e+09,5.83e+08,3.12e+08,3.12e+08,3.93e+08,7.2e+07,1e+06,1.84e+08,2.7e+09,5.88e+08,8.8e+07,2.434e+09,1.65e+08,2.159e+09,1.1e+08,3.11e+09,5.81e+09,7.16e+08,2.31e+08,2.11e+08,8.3e+08,4.23e+08,4.07e+08,1.546e+09,4.99e+08,1.95e+08,1.95e+08,6.94e+08,2.24e+09,0,3.245e+09,3.245e+09,-5.038e+09,5.334e+09,2.9e+07,3.57e+09,3.57e+09,5.81e+09,8.22e+08,5.7e+07,9.9e+07,4.6e+07,4e+06,4.9e+07,4.71e+08,2.29e+08,1.8e+07,2.24e+08,1.449e+09,-3.2e+07,-3.2e+07,-3.2e+07,-3.06e+08,8.9e+07,-3.95e+08,-1e+06,-3.45e+08,-5.1e+07,-4.8e+07,9e+06,-9e+07,1.014e+09,1.014e+09,1.013e+09,1.339e+09,4.99e+08,2.198e+09,0.93305,0.6131,0.39311,0.23025,0.14148,2.67397,1.74644,0.62745,0.08589,2.76768,2.70395,7.0404,12.0202,7.40067,0.17172,0.20474,0.51548,0.0620399999999999,-1.11725,-1.16693
"16","2014_Q1",70.5,"Up",4.09e+08,-9.1e+07,3.18e+08,-4.03e+08,-2.64e+08,-1.59e+08,-1.05e+08,-1.44e+08,5e+06,-85000000.0000002,-7e+06,-7e+06,-9.31322574615479e-10,-9.2e+07,-91999999.9999998,30000000.0000001,-61999999.9999998,-1.6e+07,-1.6e+07,-1.6e+07,1.661e+09,1.009e+09,6.52e+08,1.3e+08,1.3e+08,6.05e+08,9.8e+07,6.2e+07,2.35e+08,2.396e+09,5.55e+08,8.3e+07,2.452e+09,1.49e+08,1.246e+09,1.02e+08,3.09e+09,5.486e+09,3.55e+08,1.37e+08,2.18e+08,9.25e+08,4.95e+08,3.91e+08,1.28e+09,4.99e+08,1.76e+08,1.67e+08,6.75e+08,1.955e+09,2.06795153138257e-25,3.201e+09,3.198e+09,-4.952e+09,5.262e+09,2e+07,3.531e+09,3.531e+09,5.486e+09,-1.6e+07,6.3e+07,2.1e+07,5.3e+07,-3.9e+07,7e+06,-2.62e+08,1.41e+08,-7.2e+07,-3.31e+08,-1.94e+08,2e+07,2e+07,1.8e+07,-7.7e+07,5.4e+07,-1.31e+08,-7.3e+07,-1.38e+08,-5.1e+07,-19999999.9999999,3e+06,-68000000.0000001,-4e+08,-4e+08,-4.03e+08,-22000000.0000002,4.99e+08,-2.94e+08,0.77751,-0.20782,-0.03912,-0.00453000000000001,-0.00292000000000001,18.375,1.87188,0.55367,0.09096,-0.0535100000000002,-0.0526300000000002,1.36789,11.80936,-0.983279999999999,0.17057,0.00831999999999997,-0.0699,-3.1875,52.81818,13.67059
"17","2014_Q2",71.4263492063492,"Up",6.22e+08,-1.37e+08,4.85e+08,-5.62e+08,-3.76e+08,-2.58e+08,-1.18e+08,-1.76e+08,-1e+07,-7.7e+07,-3e+06,-8e+06,5e+06,-8e+07,-8e+07,2.3e+07,-5.7e+07,-1.1e+07,-1.1e+07,-1.1e+07,1.116e+09,4.17e+08,6.99e+08,1.37e+08,1.37e+08,6.97e+08,1.42e+08,2.05e+08,2.28e+08,1.95e+09,5.63e+08,4.5e+07,1.51e+09,1.58e+08,1.25e+09,1.02e+08,2.118e+09,4.068e+09,2.96e+08,1.68e+08,1.28e+08,8.57e+08,4.74e+08,3.83e+08,1.153e+09,4.99e+08,1.92e+08,1.92e+08,6.91e+08,1.844e+09,0,2.995e+09,2.995e+09,-5.986e+09,5.196e+09,1.9e+07,2.224e+09,2.224e+09,4.068e+09,-1.1e+07,5e+07,8.9e+07,4.7e+07,7.7e+07,-3.5e+07,-3.18e+08,-1.1e+07,3.2e+07,-3.39e+08,-1.9e+08,-4.7e+07,-4.7e+07,-4.7e+07,-1.3e+07,7.1e+07,-8.4e+07,-7e+06,9.49e+08,-5.5e+07,-1.328e+09,3.3e+07,-1.35e+09,-5.91e+08,-5.91e+08,-5.92e+08,-2.7e+07,4.99e+08,-4.15e+08,0.77974,-0.12379,-0.01768,-0.00495,-0.0027,37.72727,1.69124,0.82914,0.12266,-0.03819,-0.03819,2.15972,7.72222,-1.44097,0.19097,0.01509,-0.14237,-5,22.85185,8.01299
"18","2014_Q3",77.10390625,"Up",7.82e+08,-1.7e+08,6.12e+08,-6.58e+08,-4.61e+08,-3.52e+08,-1.09e+08,-1.86e+08,-1.1e+07,-45999999.9999999,-8e+06,-8e+06,9.31322574615479e-10,-53999999.9999999,-53999999.9999999,1.7e+07,-3.7e+07,-37000000.0000001,-37000000.0000001,-37000000.0000001,1.331e+09,6.25e+08,7.06e+08,4.35e+08,4.35e+08,7.75e+08,1.27e+08,2.23e+08,2.9e+08,2.541e+09,5.73e+08,4.5e+07,1.559e+09,1.58e+08,1.295e+09,1.06e+08,2.177e+09,4.718e+09,4.07e+08,2.25e+08,1.82e+08,1.383e+09,8.33e+08,5.5e+08,1.79e+09,4.99e+08,1.94e+08,1.94e+08,6.93e+08,2.483e+09,3.30872245021211e-24,3.376e+09,3.376e+09,-6.254e+09,5.103e+09,1e+07,2.235e+09,2.235e+09,4.718e+09,-37000000.0000001,5e+07,4.7e+07,5.2e+07,-1.1e+07,6e+06,2.72e+08,-2.97e+08,5.6e+07,5.13e+08,3.32e+08,-4.6e+07,-4.6e+07,-4.6e+07,-1.5e+07,7.4e+07,-8.9e+07,-3e+06,-1.21e+08,-5.6e+07,5.1e+07,1e+07,4999999.99999976,2.16e+08,2.16e+08,2.08e+08,4e+06,4.99e+08,2.13e+08,0.78261,-0.05882,-0.04731,-0.01655,-0.00784,-5.75676000000001,1.41955,1.11096,0.10577,-0.13028,-0.13028,2.75352,7.86972,0.75,0.19718,0.00649000000000001,0.07275,-1.51351,-208,18.08696
"19","2014_Q4",82.78625,"Up",2.388e+09,-1.64e+08,2.224e+09,-7.3e+08,-5.33e+08,-4.12e+08,-1.21e+08,-1.86e+08,-1.1e+07,1.494e+09,-5e+06,-8e+06,3e+06,1.489e+09,1.489e+09,-5.05e+08,9.84e+08,9.84e+08,9.84e+08,9.84e+08,2.633e+09,1.574e+09,1.059e+09,2.77e+08,2.77e+08,5.28e+08,1.16e+08,2e+06,2.73e+08,3.438e+09,5.66e+08,3.1e+07,1.575e+09,1.55e+08,1.313e+09,1.07e+08,2.172e+09,5.61e+09,6.85e+08,1.93e+08,2.15e+08,9.98e+08,4.99e+08,4.99e+08,1.683e+09,4.99e+08,1.9e+08,1.9e+08,6.89e+08,2.372e+09,0,3.471e+09,3.471e+09,-6.278e+09,6.033e+09,1.2e+07,3.238e+09,3.238e+09,5.61e+09,9.84e+08,4.7e+07,5e+07,4.9e+07,-4e+06,5e+06,3.07e+08,1.6e+08,-3.2e+07,1.79e+08,1.388e+09,-2.8e+07,-2.8e+07,-2.8e+07,-3.53e+08,7.3e+07,-4.26e+08,-4e+06,-4.09e+08,-5.4e+07,1.3e+07,9e+06,-3.2e+07,9.47e+08,9.47e+08,9.49e+08,1.541e+09,4.99e+08,2.325e+09,0.93132,0.62563,0.41206,0.30389,0.1754,2.3628,2.04278,0.73255,0.08895,3.46479,3.3931,8.40845,11.40141,8.18662,0.19014,0.26432,0.59206,0.05488,-1.38482,-1.42838
"20","2015_Q1",86.7006557377049,"Up",4.51e+08,-1.32e+08,3.19e+08,-3.9e+08,-2.31e+08,-1.35e+08,-9.6e+07,-1.66e+08,7e+06,-70999999.9999998,1.6e+07,-7e+06,2.3e+07,-55000000.0000002,-55000000.0000005,17999999.9999999,-3.7e+07,-29000000.0000002,-29000000.0000002,-29000000.0000002,1.914e+09,8.49e+08,1.065e+09,1.15e+08,1.15e+08,5.92e+08,1.15e+08,3.5e+07,2.89e+08,2.621e+09,5.89e+08,3.1e+07,1.96e+09,1.33e+08,1.323e+09,1.08e+08,2.58e+09,5.201e+09,4.07e+08,1.45e+08,2.62e+08,1.014e+09,4.95e+08,4.39e+08,1.421e+09,4.99e+08,2.03e+08,1.66e+08,7.02e+08,2.123e+09,-2.64697796016969e-23,3.561e+09,3.558e+09,-6.43e+09,5.949e+09,-2e+06,3.078e+09,3.078e+09,5.201e+09,-29000000.0000002,5e+07,7.4e+07,5.6e+07,3.1e+07,-1.3e+07,-1.79e+08,1.43e+08,-4.1e+07,-2.81e+08,-8.4e+07,1.7e+07,1.7e+07,1.7e+07,-1.4e+07,1.54e+08,-1.68e+08,-9e+07,-4.68e+08,-5.5e+07,-1.48e+08,2.9e+07,-1.74e+08,-7.26e+08,-7.26e+08,-7.25e+08,-20999999.9999995,4.99e+08,-2.01e+08,0.70732,-0.15743,-0.0642999999999999,-0.00941999999999998,-0.00558,6.93103,1.84448,0.68973,0.09594,-0.102110000000001,-0.096029999999999,1.58803,10.83803,-0.707750000000001,0.19366,0.00687999999999994,-0.05317,-1.89655,67.38095,19.92958
"21","2015_Q2",95.5050793650794,"Up",6.12e+08,-1.52e+08,4.6e+08,-5.69e+08,-3.7e+08,-2.51e+08,-1.19e+08,-1.89e+08,-1e+07,-1.09e+08,-7e+06,-7e+06,17174248.8809802,-1.16e+08,-1.16e+08,3.5e+07,-8.1e+07,-8.4e+07,-8.4e+07,-8.4e+07,1.589e+09,5.42e+08,1.047e+09,1.4e+08,1.4e+08,7.08e+08,1.19e+08,9.1e+07,3.58e+08,2.437e+09,6.29e+08,3.1e+07,1.941e+09,1.86e+08,1.639e+09,1.16e+08,2.601e+09,5.038e+09,3.37e+08,1.98e+08,1.39e+08,1.023e+09,5.11e+08,5.12e+08,1.36e+09,4.99e+08,2.52e+08,2e+08,7.51e+08,2.111e+09,0,3.687e+09,3.687e+09,-6.544e+09,5.791e+09,-7e+06,2.927e+09,2.927e+09,5.038e+09,-8.4e+07,5.4e+07,6.7e+07,6.1e+07,-6e+06,1.2e+07,-1.55e+08,-4e+06,3.2e+07,-1.83e+08,-1.18e+08,-5.5e+07,-5.5e+07,-5.5e+07,1.1e+07,1.47e+08,-1.36e+08,-8e+06,-6.1e+07,-7.4e+07,-6.7e+07,1.8e+07,-1.23e+08,-3.02e+08,-3.02e+08,-3.07e+08,-5.5e+07,4.99e+08,-3e+08,0.75163,-0.1781,-0.13725,-0.0287,-0.01667,3.57143,1.79191,0.72122,0.09905,-0.29371,-0.29371,2.13986,10.23427,-1.04895,0.25874,-0.00272,-0.08157,-0.88095,19.81818,10
"22","2015_Q3",91.04203125,"Down",7.49e+08,-1.81e+08,5.68e+08,-6.57e+08,-4.59e+08,-3.44e+08,-1.15e+08,-1.88e+08,-1e+07,-8.9e+07,-5e+06,-7e+06,2e+06,-9.4e+07,-9.4e+07,3.4e+07,-6e+07,-6.6e+07,-6.6e+07,-6.6e+07,1.367e+09,4.82e+08,8.85e+08,4.59e+08,4.59e+08,7.52e+08,1.03e+08,1.46e+08,3.54e+08,2.578e+09,6.43e+08,3.5e+07,1.989e+09,1.87e+08,1.688e+09,1.14e+08,2.667e+09,5.245e+09,4.72e+08,2.73e+08,1.99e+08,1.637e+09,8.88e+08,7.49e+08,2.109e+09,4.99e+08,2.83e+08,2e+08,7.82e+08,2.891e+09,-4.2351647362715e-22,3.822e+09,3.822e+09,-7.098e+09,5.652e+09,-2.2e+07,2.354e+09,2.354e+09,5.245e+09,-6.6e+07,5.7e+07,5.8e+07,6.1e+07,-1e+07,7e+06,3.16e+08,-3.23e+08,8.4e+07,5.55e+08,3.65e+08,-6.1e+07,-6.1e+07,-6.1e+07,1.56e+08,3.11e+08,-1.55e+08,-2000000.00000001,2.6e+07,-6.9e+07,-3.86e+08,2e+07,-4.35e+08,-4.4e+07,-4.4e+07,-59999999.9999999,-3.2e+07,4.99e+08,1.89e+08,0.75834,-0.11883,-0.08812,-0.02804,-0.01258,-2.86364,1.22238,1.22812,0.09514,-0.23158,-0.23158,2.62807,8.25965,0.66316,0.24211,0.000959999999999999,0.06027,-1.04545,27.125,9.75281
"23","2015_Q4",90.98734375,"Down",2.135e+09,-1.94e+08,1.941e+09,-7.61e+08,-5.44e+08,-4.13e+08,-1.31e+08,-2.06e+08,-1.1e+07,1.18e+09,-6e+06,-7e+06,1e+06,1.174e+09,1.06e+09,-4.04e+08,6.56e+08,5.01e+08,5.01e+08,5.01e+08,2.084e+09,1.193e+09,8.91e+08,2.1e+08,2.1e+08,5.73e+08,1e+08,8e+06,3.3e+08,2.867e+09,6.71e+08,3.2e+07,1.725e+09,1.83e+08,1.432e+09,1.1e+08,2.428e+09,5.295e+09,7.65e+08,2.86e+08,2.49e+08,1.361e+09,7.96e+08,5.65e+08,2.126e+09,4.99e+08,3.49e+08,2.04e+08,8.48e+08,2.974e+09,0,3.925e+09,3.925e+09,-7.666e+09,6.082e+09,-2e+07,2.321e+09,2.321e+09,5.295e+09,5.01e+08,5.9e+07,3.16e+08,6.2e+07,1.3e+07,2.41e+08,5.99e+08,2.51e+08,9e+06,3.39e+08,1.475e+09,-6.7e+07,-6.7e+07,-6.7e+07,-1.2e+07,7.6e+07,-8.8e+07,3.8e+07,-6e+07,-6.9e+07,-6.52e+08,1.3e+07,-7.08e+08,7.07e+08,7.07e+08,7.11e+08,1.239e+09,4.99e+08,2.175e+09,0.90913,0.55269,0.23466,0.21586,0.09462,4.34132,1.34854,1.28134,0.09424,1.80866,1.7766,7.70758,8.37906,7.85199,0.2491,0.17987,0.68634,0.137720000000001,-1.27926,-1.34322
"24","2016_Q1",91.1677049180328,"Up",6.96e+08,-1.68e+08,5.28e+08,-6.24e+08,-3.98e+08,-2.8e+08,-1.18e+08,-2.15e+08,-1.1e+07,-96000000.0000002,-8e+06,-6e+06,-2e+06,-1.04e+08,-1.38e+08,3.6e+07,-1.02e+08,13999999.9999999,13999999.9999999,13999999.9999999,1.697e+09,8.08e+08,8.89e+08,9.1e+07,9.1e+07,7.72e+08,9.4e+07,8.4e+07,3.37e+08,2.56e+09,6.82e+08,2.7e+07,1.699e+09,8.7e+07,1.266e+09,1.06e+08,2.408e+09,4.968e+09,4.73e+08,1.9e+08,2.83e+08,1.271e+09,6.91e+08,4.87e+08,1.744e+09,5e+08,3.92e+08,1.72e+08,8.92e+08,2.636e+09,1.35525271560688e-20,4.01e+09,4.007e+09,-7.675e+09,6.027e+09,-3e+07,2.332e+09,2.332e+09,4.968e+09,13999999.9999999,6.1e+07,1.02e+08,1.58e+08,-9.7e+07,4.1e+07,-3.1e+08,1e+08,-9e+07,-3.2e+08,-1.33e+08,4.1e+07,4.1e+07,4.1e+07,1e+06,8.6e+07,-8.5e+07,-1.29e+08,-8.7e+07,-7.1e+07,80000000.0000001,-1.65e+08,-1.56e+08,-3.76e+08,-3.76e+08,-3.85e+08,-3.5e+07,5e+08,-3.4e+08,0.75862,-0.13793,0.02011,0.00600000000000003,0.00282,-24.28571,1.46789,1.13036,0.10064,0.0507200000000001,0.0481100000000001,2.52174,8.44928,-1.23188,0.25725,0.02636,-0.10546,5.07143,34.2,12.46875
"25","2016_Q2",99.02109375,"Up",7.13e+08,-1.6e+08,5.53e+08,-5.82e+08,-3.61e+08,-2.44e+08,-1.17e+08,-2.13e+08,-8e+06,-2.9e+07,-1.1e+07,-7e+06,-4e+06,-4e+07,-4e+07,9e+06,-3.1e+07,-3.1e+07,-3.1e+07,-3.1e+07,4.74e+08,4.74e+08,0,1.24e+08,1.24e+08,8.29e+08,1.21e+08,1e+08,3.47e+08,1.427e+09,7.01e+08,2.8e+07,1.677e+09,7.7e+07,1.274e+09,1.07e+08,2.406e+09,3.833e+09,3.17e+08,1.78e+08,1.39e+08,1.22e+09,6.35e+08,5.12e+08,1.887e+09,5e+08,3.95e+08,1.84e+08,8.95e+08,2.782e+09,0,4.114e+09,4.114e+09,-8.945e+09,5.914e+09,-3.2e+07,1.051e+09,1.051e+09,3.833e+09,-3.1e+07,5.5e+07,8.6e+07,7.8e+07,-2e+06,1e+07,-2.98e+08,-2.8e+07,-6e+06,-2.64e+08,-1.88e+08,-7e+07,-7e+07,-7e+07,8.87e+08,9.4e+08,-5.3e+07,-1e+06,8.16e+08,-8.2e+07,-1.206e+09,-2.3e+07,-9.61e+08,-3.33e+08,-3.33e+08,-3.34e+08,2.6e+07,8.5e+08,-3.51e+08,0.7756,-0.04067,-0.04348,-0.0295,-0.00809,11.32258,0.75623,2.647,0.22176,-0.11397,-0.11397,2.62132,3.86397,-1.29044,0.30147,0.02221,-0.15287,-2.64516,14.46154,-12.96552
"26","2016_Q3",106.185625,"Up",9.23e+08,-1.93e+08,7.3e+08,-6.88e+08,-4.76e+08,-3.56e+08,-1.2e+08,-2.05e+08,-7e+06,4.2e+07,-1.4e+07,-9e+06,-5e+06,2.8e+07,28000000.0000001,1000000.00000003,29000000.0000001,2.4e+07,2.4e+07,2.4e+07,3.34e+08,3.34e+08,0,5.12e+08,5.12e+08,6.21e+08,1.1e+08,1.08e+08,3.73e+08,1.467e+09,9.8e+08,2.8e+07,1.874e+09,6.7e+07,1.278e+09,1.03e+08,2.882e+09,4.349e+09,4.65e+08,2.86e+08,1.79e+08,1.639e+09,9.61e+08,5.81e+08,2.349e+09,1e+09,3.59e+08,1.38e+08,1.359e+09,3.708e+09,-1.0842021724855e-19,4.226e+09,4.226e+09,-9.4e+09,5.857e+09,-4.2e+07,6.41e+08,6.41e+08,4.349e+09,2.4e+07,5.8e+07,7e+07,7.9e+07,-9e+06,-1.49011611938477e-08,1.65e+08,-4.03e+08,1.09e+08,4.59e+08,3.17e+08,-3.24e+08,-3.24e+08,-3.24e+08,0,2e+06,-1999999.99999999,1e+06,-3.23e+08,-7.9e+07,-4.34e+08,-5999999.99999997,-1.24e+08,-1.3e+08,-1.3e+08,-1.4e+08,1e+08,1.245e+09,-60000000.0000001,0.7909,0.0455,0.026,0.03744,0.00552000000000001,-2.49999999999999,0.62452,5.78471,0.28627,0.0912499999999998,0.09023,3.50951,2.43726,-0.22814,0.30038,0.04588,-0.0267299999999999,3.29167,9.11,21.69048
"27","2016_Q4",106.638412698413,"Up",2.304e+09,-2.11e+08,2.093e+09,-8.08e+08,-5.72e+08,-4.23e+08,-1.49e+08,-2.28e+08,-8e+06,1.285e+09,-8e+06,-1e+07,2e+06,1.277e+09,1.277e+09,-4.29e+08,8.48e+08,1.026e+09,1.026e+09,1.026e+09,1.613e+09,1.289e+09,3.24e+08,2.14e+08,2.14e+08,4.84e+08,1.08e+08,4e+06,3.72e+08,2.311e+09,9.89e+08,2.8e+07,1.612e+09,5.7e+07,1.282e+09,1.08e+08,2.629e+09,4.94e+09,9.4e+08,2.7e+08,2.28e+08,1.425e+09,8.54e+08,5.71e+08,2.865e+09,5e+08,3.27e+08,1.53e+08,8.27e+08,3.692e+09,0,4.334e+09,4.334e+09,-9.865e+09,6.805e+09,-2.6e+07,1.248e+09,1.248e+09,4.94e+09,1.026e+09,6.2e+07,-2.29e+08,7.3e+07,5.1e+07,-3.53e+08,7.53e+08,3.06e+08,-2.6e+07,4.73e+08,1.612e+09,-5.5e+07,-5.5e+07,-5.5e+07,-3.26e+08,4.8e+07,-3.74e+08,3e+06,8.5e+07,-7.7e+07,-4.25e+08,-1.2e+07,-7.59e+08,9.38e+08,9.38e+08,9.55e+08,1.347e+09,1e+09,2.474e+09,0.90842,0.55773,0.44531,0.82212,0.20769,2.41131,0.80663,2.95833,0.20243,3.99222,3.94615,8.96498,4.85603,9.62646,0.29961,0.42835,0.96078,0.0750499999999992,-0.45509,-0.47704
